Orthogroup	DPSE.longest_only	DBUS.longest_only
OG0005561	LOC4814192|XP_001354316.1|DPSE	LOC108605614|XP_017850884.1|DBUS
OG0005562	LOC4817349|XP_015036004.2|DPSE	LOC108608418|XP_017855265.2|DBUS
OG0005563	LOC4811703|XP_033237068.1|DPSE	LOC108607344|XP_017853517.1|DBUS
OG0005564	LOC117184105|XP_033236189.1|DPSE	LOC108607472|XP_033149412.1|DBUS
OG0005565	LOC4817112|XP_001356567.1|DPSE	LOC108607848|XP_017854418.1|DBUS
OG0005566	LOC4817113|XP_001356568.1|DPSE	LOC108607850|XP_017854419.1|DBUS
OG0005567	LOC4800430|XP_001357708.4|DPSE	LOC108602257|XP_017845800.1|DBUS
OG0005568	LOC4816514|XP_001355942.2|DPSE	LOC108606155|XP_017851499.1|DBUS
OG0005569	LOC4817359|XP_015036054.1|DPSE	LOC108599927|XP_033150842.1|DBUS
OG0005570	LOC4817594|XP_001356997.4|DPSE	LOC108608023|XP_017854690.1|DBUS
OG0005571	LOC6898201|XP_033233201.1|DPSE	LOC108597093|XP_017838945.1|DBUS
OG0005572	LOC4803779|XP_015039358.2|DPSE	LOC108597715|XP_017839894.1|DBUS
OG0005573	LOC4803043|XP_015038255.2|DPSE	LOC108604081|XP_017848844.1|DBUS
OG0005574	LOC4804905|XP_001361390.4|DPSE	LOC108596264|XP_017837310.1|DBUS
OG0005575	LOC6897013|XP_002137198.1|DPSE	LOC108602624|XP_017846252.1|DBUS
OG0005576	LOC6898960|XP_002138920.2|DPSE	LOC108595996|XP_017836772.1|DBUS
OG0005577	LOC4813526|XP_001353169.2|DPSE	LOC108598773|XP_017841002.1|DBUS
OG0005578	LOC4813827|XP_033240142.1|DPSE	LOC108598279|XP_033149535.1|DBUS
OG0005579	LOC26532629|XP_015042737.1|DPSE	LOC108600856|XP_017844148.1|DBUS
OG0005580	LOC4814035|XP_001354169.1|DPSE	LOC108599978|XP_017842737.1|DBUS
OG0005581	LOC6901716|XP_033238115.1|DPSE	LOC108606420|XP_017852005.1|DBUS
OG0005582	LOC4813343|XP_001353584.3|DPSE	LOC108600956|XP_017844292.1|DBUS
OG0005583	LOC4813136|XP_001353811.2|DPSE	LOC108599891|XP_017842568.1|DBUS
OG0005584	LOC4818151|XP_033235880.1|DPSE	LOC108597019|XP_017838792.2|DBUS
OG0005585	LOC6897850|XP_002137953.2|DPSE	LOC108604676|XP_017849719.1|DBUS
OG0005586	LOC4802424|XP_001359346.2|DPSE	LOC108602249|XP_017845789.1|DBUS
OG0005587	LOC4811738|XP_001352310.3|DPSE	LOC108595498|XP_017836239.1|DBUS
OG0005588	LOC4813764|XP_001353262.1|DPSE	LOC108600694|XP_017843900.1|DBUS
OG0005589	LOC4803035|XP_001359837.1|DPSE	LOC108601964|XP_017845439.1|DBUS
OG0005590	LOC4803404|XP_001360151.2|DPSE	LOC108595250|XP_017835943.1|DBUS
OG0005591	LOC4815220|XP_001354596.3|DPSE	LOC108607194|XP_017853344.1|DBUS
OG0005592	LOC4802069|XP_001359062.1|DPSE	LOC108604668|XP_017849709.1|DBUS
OG0005593	LOC4813679|XP_001353571.2|DPSE	LOC108600932|XP_017844258.1|DBUS
OG0005594	LOC4813765|XP_001353340.1|DPSE	LOC108599561|XP_017841946.1|DBUS
OG0005595	LOC6900433|XP_002134824.2|DPSE	LOC108599557|XP_017841940.1|DBUS
OG0005596	LOC4813053|XP_001353552.1|DPSE	LOC108600346|XP_017843358.2|DBUS
OG0005597	LOC4801710|XP_001358757.4|DPSE	LOC108601950|XP_017845423.1|DBUS
OG0005598	LOC4800240|XP_015038735.2|DPSE	LOC108601739|XP_017845148.1|DBUS
OG0005599	LOC4803778|XP_001360440.3|DPSE	LOC108596857|XP_017838490.1|DBUS
OG0005600	LOC4802644|XP_001359525.3|DPSE	LOC108602232|XP_017845769.1|DBUS
OG0005601	LOC4814861|XP_015041760.2|DPSE	LOC108607068|XP_017853174.1|DBUS
OG0005602	LOC4802194|XP_001359162.4|DPSE	LOC108602738|XP_017846379.1|DBUS
OG0005603	LOC4804007|XP_001360638.2|DPSE	LOC108596617|XP_017838051.1|DBUS
OG0005604	LOC4804009|XP_001360640.3|DPSE	LOC108596968|XP_017838705.1|DBUS
OG0005605	LOC4803665|XP_001360348.2|DPSE	LOC108596403|XP_033149026.1|DBUS
OG0005606	LOC4817738|XP_001357151.3|DPSE	LOC108608506|XP_017855396.2|DBUS
OG0005607	LOC4803195|XP_001359978.1|DPSE	LOC108603818|XP_017848434.1|DBUS
OG0005608	LOC4803197|XP_001359980.4|DPSE	LOC108604747|XP_017849822.1|DBUS
OG0005609	LOC4813006|XP_001353469.1|DPSE	LOC108600271|XP_017843219.1|DBUS
OG0005610	LOC4814160|XP_001354211.3|DPSE	LOC108600110|XP_017842970.2|DBUS
OG0005611	LOC4812160|XP_001352855.4|DPSE	LOC108599734|XP_017842226.1|DBUS
OG0005612	LOC4802589|XP_001359482.3|DPSE	LOC108604485|XP_017849463.1|DBUS
OG0005613	LOC4802551|XP_001359449.1|DPSE	LOC108604694|XP_017849740.1|DBUS
OG0005614	LOC4802443|XP_001359362.3|DPSE	LOC108604270|XP_017849155.1|DBUS
OG0005615	LOC4801122|XP_001358266.3|DPSE	LOC108602402|XP_033149807.1|DBUS
OG0005616	LOC4803106|XP_001359904.3|DPSE	LOC108603785|XP_017848369.1|DBUS
OG0005617	LOC4802291|XP_001359237.4|DPSE	LOC108604116|XP_017848889.1|DBUS
OG0005618	LOC4804896|XP_001361382.2|DPSE	LOC108596509|XP_017837839.1|DBUS
OG0005619	LOC4801430|XP_001358525.2|DPSE	LOC108603992|XP_017848711.1|DBUS
OG0005620	LOC4815800|XP_033240634.1|DPSE	LOC108606448|XP_017852051.1|DBUS
OG0005621	LOC6902202|XP_002133729.3|DPSE	LOC108605289|XP_017850425.1|DBUS
OG0005622	LOC4816029|XP_001355256.1|DPSE	LOC108607138|XP_017853264.1|DBUS
OG0005623	LOC6901117|XP_033239183.1|DPSE	LOC108606703|XP_017852567.1|DBUS
OG0005624	LOC4802252|XP_001359211.2|DPSE	LOC108604037|XP_017848783.1|DBUS
OG0005625	LOC4802320|XP_001359260.2|DPSE	LOC108602917|XP_017846741.1|DBUS
OG0005626	LOC4815413|XP_001355345.1|DPSE	LOC108605949|XP_017851259.1|DBUS
OG0005627	LOC4802833|XP_001359669.2|DPSE	LOC108603253|XP_017847381.1|DBUS
OG0005628	LOC4800693|XP_001357919.3|DPSE	LOC108601986|XP_017845470.1|DBUS
OG0005629	LOC4805022|XP_001361492.2|DPSE	LOC108597641|XP_017839778.1|DBUS
OG0005630	LOC4805091|XP_015040445.2|DPSE	LOC108597087|XP_017838931.1|DBUS
OG0005631	LOC4815018|XP_001354551.4|DPSE	LOC108605569|XP_017850825.1|DBUS
OG0005632	LOC4814257|XP_001354444.4|DPSE	LOC108605132|XP_017850187.1|DBUS
OG0005633	LOC4802854|XP_015038138.2|DPSE	LOC108602866|XP_017846643.1|DBUS
OG0005634	LOC4802680|XP_001359550.3|DPSE	LOC108603734|XP_017848272.1|DBUS
OG0005635	LOC4817725|XP_033236563.1|DPSE	LOC108607866|XP_017854448.1|DBUS
OG0005636	LOC4802294|XP_001359240.5|DPSE	LOC108602966|XP_017846835.1|DBUS
OG0005637	LOC4802028|XP_001359028.1|DPSE	LOC108601727|XP_017845135.1|DBUS
OG0005638	LOC4804626|XP_033235004.1|DPSE	LOC108597625|XP_017839757.1|DBUS
OG0005639	LOC4805540|XP_001361927.3|DPSE	LOC108597196|XP_017839115.1|DBUS
OG0005640	LOC4802379|XP_001359308.2|DPSE	LOC108604767|XP_017849850.1|DBUS
OG0005641	LOC4815084|XP_001354974.3|DPSE	LOC108605503|XP_017850741.1|DBUS
OG0005642	LOC4800857|XP_001358057.2|DPSE	LOC108603223|XP_017847310.1|DBUS
OG0005643	LOC4813905|XP_001353885.2|DPSE	LOC108599392|XP_017841688.1|DBUS
OG0005644	LOC4812957|XP_001353884.3|DPSE	LOC108599388|XP_017841684.1|DBUS
OG0005645	LOC4814819|XP_033241168.1|DPSE	LOC108604950|XP_017850009.1|DBUS
OG0005646	LOC4815542|XP_001355406.3|DPSE	LOC108604964|XP_017850023.1|DBUS
OG0005647	LOC4818119|XP_001357176.1|DPSE	LOC108595742|XP_017836517.1|DBUS
OG0005648	LOC4813640|XP_001353943.1|DPSE	LOC108598460|XP_017840594.1|DBUS
OG0005649	LOC4802517|XP_001359425.1|DPSE	LOC108601897|XP_017845362.1|DBUS
OG0005650	LOC4802524|XP_001359429.2|DPSE	LOC108604615|XP_017849643.1|DBUS
OG0005651	LOC4814202|XP_001354327.1|DPSE	LOC108605527|XP_017850767.2|DBUS
OG0005652	LOC4801244|XP_001358367.4|DPSE	LOC108603160|XP_017847204.1|DBUS
OG0005653	LOC4816486|XP_001356045.3|DPSE	LOC108602958|XP_017846816.2|DBUS
OG0005654	LOC4802460|XP_001359377.3|DPSE	LOC108604698|XP_017849746.1|DBUS
OG0005655	LOC4803097|XP_001359895.3|DPSE	LOC108604052|XP_017848804.1|DBUS
OG0005656	LOC4803109|XP_001359906.2|DPSE	LOC108601853|XP_017845292.1|DBUS
OG0005657	LOC4802530|XP_015037887.2|DPSE	LOC108603438|XP_017847749.1|DBUS
OG0005658	LOC4803275|XP_001360043.1|DPSE	LOC108604649|XP_017849688.1|DBUS
OG0005659	LOC4802414|XP_001359337.4|DPSE	LOC108603956|XP_017848640.1|DBUS
OG0005660	LOC117185017|XP_033240337.1|DPSE	LOC108598106|XP_033149312.1|DBUS
OG0005661	LOC4802704|XP_001359571.2|DPSE	LOC108602980|XP_017846855.1|DBUS
OG0005662	LOC4802373|XP_033239231.1|DPSE	LOC108601315|XP_017844703.1|DBUS
OG0005663	LOC4815656|XP_001355412.2|DPSE	LOC108605929|XP_017851238.1|DBUS
OG0005664	LOC13036398|XP_015038941.2|DPSE	LOC108604271|XP_017849157.1|DBUS
OG0005665	LOC6897496|XP_002137646.2|DPSE	LOC108603779|XP_017848362.1|DBUS
OG0005666	LOC6901054|XP_002134533.3|DPSE	LOC108607039|XP_017853123.1|DBUS
OG0005667	LOC4814402|XP_033239307.1|DPSE	LOC108606726|XP_017852603.1|DBUS
OG0005668	LOC4813143|XP_015043335.2|DPSE	LOC108599595|XP_017842030.1|DBUS
OG0005669	LOC6903564|XP_015035554.2|DPSE	LOC108607444|XP_017853767.1|DBUS
OG0005670	LOC4803046|XP_001359847.4|DPSE	LOC108604674|XP_017849714.1|DBUS
OG0005671	LOC6896914|XP_033241795.1|DPSE	LOC108601421|XP_017844808.1|DBUS
OG0005672	LOC4811828|XP_001382206.3|DPSE	LOC108608047|XP_017854716.1|DBUS
OG0005673	LOC4812929|XP_001353573.1|DPSE	LOC108600963|XP_033149563.1|DBUS
OG0005674	LOC6900039|XP_033240827.1|DPSE	LOC108598355|XP_033149460.1|DBUS
OG0005675	LOC4802317|XP_001359257.1|DPSE	LOC108601829|XP_017845259.1|DBUS
OG0005676	LOC4811887|XP_001352664.4|DPSE	LOC108601167|XP_017844588.1|DBUS
OG0005677	LOC4804868|XP_001361357.3|DPSE	LOC108597420|XP_017839459.1|DBUS
OG0005678	LOC4803030|XP_001359832.3|DPSE	LOC108603352|XP_017847576.1|DBUS
OG0005679	LOC6897592|XP_033232930.1|DPSE	LOC108601478|XP_017844866.1|DBUS
OG0005680	LOC4817803|XP_033235481.1|DPSE	LOC108608313|XP_017855129.2|DBUS
OG0005681	LOC4802898|XP_001359725.1|DPSE	LOC108604120|XP_017848895.1|DBUS
OG0005682	LOC4802897|XP_015038177.1|DPSE	LOC108603842|XP_017848480.1|DBUS
OG0005683	LOC6901093|XP_033238187.1|DPSE	LOC108606541|XP_017852222.1|DBUS
OG0005684	LOC4814095|XP_001354212.2|DPSE	LOC108600109|XP_017842969.2|DBUS
OG0005685	LOC4815429|XP_001355471.3|DPSE	LOC108605534|XP_017850776.1|DBUS
OG0005686	LOC4802386|XP_001359314.1|DPSE	LOC108602265|XP_017845809.1|DBUS
OG0005687	LOC4812626|XP_001352916.1|DPSE	LOC108601126|XP_017844536.1|DBUS
OG0005688	LOC6898958|XP_002138918.1|DPSE	LOC108595989|XP_017836766.2|DBUS
OG0005689	LOC4814238|XP_015042353.2|DPSE	LOC108607044|XP_017853139.1|DBUS
OG0005690	LOC4801794|XP_001358829.4|DPSE	LOC108601508|XP_033149856.1|DBUS
OG0005691	LOC4802137|XP_001359116.4|DPSE	LOC108603794|XP_017848379.2|DBUS
OG0005692	LOC4816923|XP_001356422.1|DPSE	LOC108594327|XP_017834966.2|DBUS
OG0005693	LOC4813461|XP_001353749.2|DPSE	LOC108598819|XP_017841057.1|DBUS
OG0005694	LOC6897904|XP_033241118.1|DPSE	LOC108603728|XP_017848260.1|DBUS
OG0005695	LOC4802382|XP_015037768.1|DPSE	LOC108602872|XP_017846649.1|DBUS
OG0005696	LOC4802381|XP_001359310.2|DPSE	LOC108602874|XP_017846652.1|DBUS
OG0005697	LOC4802380|XP_001359309.2|DPSE	LOC108602863|XP_017846640.1|DBUS
OG0005698	LOC4805175|XP_001361622.3|DPSE	LOC108597588|XP_017839696.1|DBUS
OG0005699	LOC4803052|XP_001359853.3|DPSE	LOC108604427|XP_017849384.1|DBUS
OG0005700	LOC6902155|XP_033238415.1|DPSE	LOC108606937|XP_033150333.1|DBUS
OG0005701	LOC4817617|XP_001357017.2|DPSE	LOC108595587|XP_017836338.1|DBUS
OG0005702	LOC4815306|XP_001354509.2|DPSE	LOC108605852|XP_017851151.1|DBUS
OG0005703	LOC6899003|XP_002138963.1|DPSE	LOC108595266|XP_017835968.1|DBUS
OG0005704	LOC4815769|XP_001355495.3|DPSE	LOC108605220|XP_017850317.1|DBUS
OG0005705	LOC4814044|XP_001354166.1|DPSE	LOC108598958|XP_017841217.1|DBUS
OG0005706	LOC4800696|XP_001357922.3|DPSE	LOC108603724|XP_017848254.1|DBUS
OG0005707	LOC6901814|XP_015042152.2|DPSE	LOC108606657|XP_017852467.1|DBUS
OG0005708	LOC4815831|XP_001355448.2|DPSE	LOC108606738|XP_017852622.1|DBUS
OG0005709	LOC4801598|XP_001358667.2|DPSE	LOC108601726|XP_017845134.1|DBUS
OG0005710	LOC6897939|XP_002138042.1|DPSE	LOC108602804|XP_017846515.1|DBUS
OG0005711	LOC6900603|XP_002134975.2|DPSE	LOC108600990|XP_017844342.1|DBUS
OG0005712	LOC4817142|XP_001356409.2|DPSE	LOC108608080|XP_017854764.1|DBUS
OG0005713	LOC4802193|XP_033232293.1|DPSE	LOC108601754|XP_017845166.1|DBUS
OG0005714	LOC4800428|XP_001357706.2|DPSE	LOC108604441|XP_017849408.1|DBUS
OG0005715	LOC4802679|XP_033232684.1|DPSE	LOC108603736|XP_017848274.1|DBUS
OG0005716	LOC6897432|XP_033232467.1|DPSE	LOC108604156|XP_033149891.1|DBUS
OG0005717	LOC4802496|XP_033238750.1|DPSE	LOC108604097|XP_017848868.1|DBUS
OG0005718	LOC4802388|XP_001359316.2|DPSE	LOC108604639|XP_017849678.1|DBUS
OG0005719	LOC4802187|XP_001359155.1|DPSE	LOC108604185|XP_017849021.1|DBUS
OG0005720	LOC4803163|XP_001359949.3|DPSE	LOC108602200|XP_017845738.1|DBUS
OG0005721	LOC4802191|XP_015037673.2|DPSE	LOC108604219|XP_017849073.1|DBUS
OG0005722	LOC4802941|XP_015038202.2|DPSE	LOC108604785|XP_017849872.1|DBUS
OG0005723	LOC4802447|XP_001359365.1|DPSE	LOC108602164|XP_017845686.1|DBUS
OG0005724	LOC4804498|XP_001361054.3|DPSE	LOC108596577|XP_017837990.1|DBUS
OG0005725	LOC4802689|XP_001359557.3|DPSE	LOC108602020|XP_017845512.1|DBUS
OG0005726	LOC4814849|XP_001355079.4|DPSE	LOC108605608|XP_017850874.1|DBUS
OG0005727	LOC6897851|XP_015038186.2|DPSE	LOC108603984|XP_017848700.1|DBUS
OG0005728	LOC4802456|XP_001359373.1|DPSE	LOC108601676|XP_017845074.1|DBUS
OG0005729	LOC4802454|XP_003736739.3|DPSE	LOC108601250|XP_033149890.1|DBUS
OG0005730	LOC4802450|XP_001359368.1|DPSE	LOC108601738|XP_017845147.1|DBUS
OG0005731	LOC4802451|XP_001359369.2|DPSE	LOC108601737|XP_017845146.1|DBUS
OG0005732	LOC4802576|XP_001359471.3|DPSE	LOC108603510|XP_017847876.1|DBUS
OG0005733	LOC4802577|XP_001359472.4|DPSE	LOC108603509|XP_017847872.1|DBUS
OG0005734	LOC6897972|XP_002138071.2|DPSE	LOC108603746|XP_017848308.1|DBUS
OG0005735	LOC4802713|XP_015038020.2|DPSE	LOC108603423|XP_017847713.1|DBUS
OG0005736	LOC4802045|XP_001359038.2|DPSE	LOC108603424|XP_017847719.1|DBUS
OG0005737	LOC6897820|XP_002137925.2|DPSE	LOC108604442|XP_017849409.1|DBUS
OG0005738	LOC4802799|XP_033241828.1|DPSE	LOC108604202|XP_017849045.1|DBUS
OG0005739	LOC4802823|XP_001359665.1|DPSE	LOC108604089|XP_017848857.1|DBUS
OG0005740	LOC4801593|XP_001358662.2|DPSE	LOC108604754|XP_017849831.1|DBUS
OG0005741	LOC4802066|XP_001359059.1|DPSE	LOC108601786|XP_017845201.1|DBUS
OG0005742	LOC4803190|XP_015038339.1|DPSE	LOC108601948|XP_017845421.1|DBUS
OG0005743	LOC4802645|XP_001359526.2|DPSE	LOC108602044|XP_017845541.1|DBUS
OG0005744	LOC4803037|XP_001359839.4|DPSE	LOC108601731|XP_017845141.1|DBUS
OG0005745	LOC6897619|XP_015037844.2|DPSE	LOC108602914|XP_017846714.1|DBUS
OG0005746	LOC4802484|XP_001359398.1|DPSE	LOC108604623|XP_017849660.1|DBUS
OG0005747	LOC4802449|XP_001359367.2|DPSE	LOC108602205|XP_017845741.1|DBUS
OG0005748	LOC4803171|XP_001359955.2|DPSE	LOC108601941|XP_017845410.1|DBUS
OG0005749	LOC6902019|XP_002133553.1|DPSE	LOC108605148|XP_017850211.1|DBUS
OG0005750	LOC4802056|XP_001359049.2|DPSE	LOC108603707|XP_017848236.1|DBUS
OG0005751	LOC4812627|XP_001352591.2|DPSE	LOC108599982|XP_017842743.2|DBUS
OG0005752	LOC6898894|XP_002138864.2|DPSE	LOC108596915|XP_017838612.1|DBUS
OG0005753	LOC4817700|XP_001357080.1|DPSE	LOC108608174|XP_033148916.1|DBUS
OG0005754	LOC4804193|XP_001360795.1|DPSE	LOC108596052|XP_017836934.1|DBUS
OG0005755	LOC4804282|XP_001360863.2|DPSE	LOC108595153|XP_017835807.1|DBUS
OG0005756	LOC4802702|XP_001359569.2|DPSE	LOC108602976|XP_017846850.1|DBUS
OG0005757	LOC4802646|XP_001359527.2|DPSE	LOC108602043|XP_017845540.1|DBUS
OG0005758	LOC4802494|XP_001359405.3|DPSE	LOC108604096|XP_017848866.1|DBUS
OG0005759	LOC6897462|XP_033232899.1|DPSE	LOC108602740|XP_017846380.1|DBUS
OG0005760	LOC4802836|XP_001359672.4|DPSE	LOC108601714|XP_017845120.1|DBUS
OG0005761	LOC4803287|XP_001360052.3|DPSE	LOC108603973|XP_017848673.1|DBUS
OG0005762	LOC4803296|XP_001360060.1|DPSE	LOC108602853|XP_017846616.1|DBUS
OG0005763	LOC4803420|XP_001360135.1|DPSE	LOC108597746|XP_017839942.1|DBUS
OG0005764	LOC4802061|XP_001359054.2|DPSE	LOC108603514|XP_017847892.1|DBUS
OG0005765	LOC4802059|XP_033238388.1|DPSE	LOC108603511|XP_017847878.1|DBUS
OG0005766	LOC6904012|XP_033236939.1|DPSE	LOC108603583|XP_017848012.1|DBUS
OG0005767	LOC6898018|XP_033232650.1|DPSE	LOC108603491|XP_017847835.1|DBUS
OG0005768	LOC4815498|XP_001355572.1|DPSE	LOC108606932|XP_017852972.1|DBUS
OG0005769	LOC6897435|XP_015037556.2|DPSE	LOC108603191|XP_017847257.1|DBUS
OG0005770	LOC4800946|XP_001358130.3|DPSE	LOC108601646|XP_017845034.1|DBUS
OG0005771	LOC4801968|XP_001358981.2|DPSE	LOC108603128|XP_017847137.1|DBUS
OG0005772	LOC4801714|XP_001358760.3|DPSE	LOC108603847|XP_017848489.1|DBUS
OG0005773	LOC4802888|XP_001359716.3|DPSE	LOC108602488|XP_017846102.1|DBUS
OG0005774	LOC4802816|XP_001359659.1|DPSE	LOC108602325|XP_017845901.1|DBUS
OG0005775	LOC6900604|XP_015042979.1|DPSE	LOC108600972|XP_017844322.2|DBUS
OG0005776	LOC6900632|XP_002135005.2|DPSE	LOC108600906|XP_017844221.1|DBUS
OG0005777	LOC6899798|XP_002135738.2|DPSE	LOC108597587|XP_017839699.1|DBUS
OG0005779	LOC4801256|XP_001358379.3|DPSE	LOC108603893|XP_017848556.1|DBUS
OG0005780	LOC6900594|XP_015042962.2|DPSE	LOC108600783|XP_017844041.1|DBUS
OG0005781	LOC4813145|XP_001353934.3|DPSE	LOC108600613|XP_017843780.1|DBUS
OG0005782	LOC4813740|XP_033239124.1|DPSE	LOC108600740|XP_017843974.1|DBUS
OG0005783	LOC4805312|XP_001361732.3|DPSE	LOC108596158|XP_017837152.1|DBUS
OG0005784	LOC4802233|XP_015037688.2|DPSE	LOC108601790|XP_017845214.1|DBUS
OG0005785	LOC4802232|XP_015037685.2|DPSE	LOC108603959|XP_017848645.1|DBUS
OG0005786	LOC4802590|XP_001359483.1|DPSE	LOC108602105|XP_017845618.1|DBUS
OG0005787	LOC6897559|XP_033238312.1|DPSE	LOC108604699|XP_017849747.1|DBUS
OG0005788	LOC6898977|XP_002138937.2|DPSE	LOC108597534|XP_017839623.1|DBUS
OG0005789	LOC6897796|XP_002137901.1|DPSE	LOC108602449|XP_017846059.1|DBUS
OG0005790	LOC4801966|XP_001358980.3|DPSE	LOC108603123|XP_017847131.1|DBUS
OG0005791	LOC4802896|XP_015038176.2|DPSE	LOC108603841|XP_017848478.1|DBUS
OG0005792	LOC4802895|XP_001359722.2|DPSE	LOC108603843|XP_017848481.1|DBUS
OG0005793	LOC4802892|XP_033232431.1|DPSE	LOC108601992|XP_017845478.1|DBUS
OG0005794	LOC4805026|XP_001361494.1|DPSE	LOC108597258|XP_017839204.1|DBUS
OG0005795	LOC4802465|XP_033234706.1|DPSE	LOC108601670|XP_017845061.1|DBUS
OG0005796	LOC4813425|XP_015042976.1|DPSE	LOC108600100|XP_017842958.1|DBUS
OG0005797	LOC4813471|XP_001353882.1|DPSE	LOC108601033|XP_017844401.1|DBUS
OG0005798	LOC6897645|XP_002137788.2|DPSE	LOC108603441|XP_017847754.1|DBUS
OG0005799	LOC4802720|XP_015038031.2|DPSE	LOC108602805|XP_017846516.1|DBUS
OG0005800	LOC4802723|XP_001359588.2|DPSE	LOC108603602|XP_017848038.1|DBUS
OG0005801	LOC4802722|XP_001359587.3|DPSE	LOC108603601|XP_017848036.1|DBUS
OG0005802	LOC117183339|XP_033232826.1|DPSE	LOC108601594|XP_017844983.1|DBUS
OG0005803	LOC6897760|XP_015038026.2|DPSE	LOC108603379|XP_017847636.1|DBUS
OG0005804	LOC4803164|XP_001359950.1|DPSE	LOC108602253|XP_017845795.1|DBUS
OG0005805	LOC4805592|XP_033234360.1|DPSE	LOC108597269|XP_017839220.1|DBUS
OG0005806	LOC6897486|XP_033232649.1|DPSE	LOC108604739|XP_017849810.1|DBUS
OG0005807	LOC4802151|XP_033232616.1|DPSE	LOC108601526|XP_017844914.1|DBUS
OG0005808	LOC4815676|XP_001355520.2|DPSE	LOC108604915|XP_017849974.1|DBUS
OG0005809	LOC4812041|XP_001352762.2|DPSE	LOC108599528|XP_017841892.1|DBUS
OG0005810	LOC4802719|XP_001359583.2|DPSE	LOC108602813|XP_017846533.1|DBUS
OG0005811	LOC4802716|XP_001359582.3|DPSE	LOC108602814|XP_017846534.1|DBUS
OG0005812	LOC4802535|XP_001359436.1|DPSE	LOC108604710|XP_017849768.1|DBUS
OG0005813	LOC4800786|XP_001357999.1|DPSE	LOC108603417|XP_017847701.1|DBUS
OG0005814	LOC4802053|XP_033232830.1|DPSE	LOC108603608|XP_017848044.1|DBUS
OG0005815	LOC6898973|XP_002138933.2|DPSE	LOC108595168|XP_017835829.1|DBUS
OG0005816	LOC4801115|XP_033233707.1|DPSE	LOC108603548|XP_017847953.1|DBUS
OG0005817	LOC4801713|XP_001358759.2|DPSE	LOC108603846|XP_017848486.1|DBUS
OG0005818	LOC6897512|XP_002137661.3|DPSE	LOC108604686|XP_017849731.1|DBUS
OG0005819	LOC4802917|XP_001359739.3|DPSE	LOC108601688|XP_017845087.1|DBUS
OG0005820	LOC4802918|XP_001359740.2|DPSE	LOC108601689|XP_017845088.1|DBUS
OG0005821	LOC4803289|XP_001360054.3|DPSE	LOC108601667|XP_017845057.1|DBUS
OG0005822	LOC4816119|XP_001355783.1|DPSE	LOC108600288|XP_017843252.1|DBUS
OG0005823	LOC4815957|XP_001355301.2|DPSE	LOC108605204|XP_017850295.1|DBUS
OG0005824	LOC4801070|XP_001358231.1|DPSE	LOC108603110|XP_017847104.1|DBUS
OG0005825	LOC4813271|XP_001353912.2|DPSE	LOC108599807|XP_017842372.1|DBUS
OG0005826	LOC13036425|XP_033237986.1|DPSE	LOC108602398|XP_017845998.1|DBUS
OG0005827	LOC4802669|XP_001359541.2|DPSE	LOC108602228|XP_017845763.1|DBUS
OG0005828	LOC4814173|XP_001354217.1|DPSE	LOC108599683|XP_017842165.1|DBUS
OG0005829	LOC4803012|XP_001359814.4|DPSE	LOC108603632|XP_017848080.1|DBUS
OG0005830	LOC4812641|XP_001353030.1|DPSE	LOC108600036|XP_017842866.1|DBUS
OG0005831	LOC6900300|XP_033239833.1|DPSE	LOC108598115|XP_017840221.1|DBUS
OG0005832	LOC4812647|XP_001353036.4|DPSE	LOC108598114|XP_017840220.1|DBUS
OG0005833	LOC4812655|XP_015044104.2|DPSE	LOC108599781|XP_017842328.1|DBUS
OG0005834	LOC6900303|XP_002135625.2|DPSE	LOC108599784|XP_017842332.2|DBUS
OG0005835	LOC4812665|XP_001353049.2|DPSE	LOC108600251|XP_017841069.1|DBUS
OG0005836	LOC4812917|XP_033240805.1|DPSE	LOC108598289|XP_033149370.1|DBUS
OG0005837	LOC4802161|XP_001359134.2|DPSE	LOC108603376|XP_017847633.1|DBUS
OG0005838	LOC4802863|XP_001359697.1|DPSE	LOC108601795|XP_017845220.1|DBUS
OG0005839	LOC4816317|XP_001355998.2|DPSE	LOC108594448|XP_017835111.2|DBUS
OG0005840	LOC4803192|XP_001359975.2|DPSE	LOC108604802|XP_017849893.1|DBUS
OG0005841	LOC6897868|XP_033241812.1|DPSE	LOC108604364|XP_017849294.1|DBUS
OG0005842	LOC4815624|XP_001355585.2|DPSE	LOC108606154|XP_017851496.1|DBUS
OG0005843	LOC4813260|XP_033238364.1|DPSE	LOC108601152|XP_033149623.1|DBUS
OG0005844	LOC4813540|XP_001353481.3|DPSE	LOC108599880|XP_017842547.1|DBUS
OG0005845	LOC4802492|XP_001359404.3|DPSE	LOC108602871|XP_017846648.1|DBUS
OG0005846	LOC4802625|XP_015037955.2|DPSE	LOC108603224|XP_017847311.2|DBUS
OG0005847	LOC4803032|XP_015038248.1|DPSE	LOC108604001|XP_017848730.1|DBUS
OG0005848	LOC26534030|XP_033240031.1|DPSE	LOC108606631|XP_017852407.1|DBUS
OG0005849	LOC6902148|XP_033238747.1|DPSE	LOC108606576|XP_017852288.1|DBUS
OG0005850	LOC4814662|XP_033237896.1|DPSE	LOC108605702|XP_017850983.1|DBUS
OG0005851	LOC4816145|XP_001355768.1|DPSE	LOC108608118|XP_017854836.1|DBUS
OG0005852	LOC4803200|XP_033239690.1|DPSE	LOC108601690|XP_017845089.1|DBUS
