Orthogroup	DBIA.longest_only	SLEB.longest_only
OG0003374	LOC108031443|XP_016960403.1|DBIA	LOC115629925|XP_030382390.1|SLEB
OG0003375	LOC108024544|XP_016950001.1|DBIA	LOC115625077|XP_030375826.1|SLEB
OG0003376	LOC108025524|XP_016951538.1|DBIA	LOC115621069|XP_030370456.1|SLEB
OG0003377	LOC108025202|XP_016951014.1|DBIA	LOC115622007|XP_030371722.1|SLEB
OG0003378	LOC108024359|XP_016949752.1|DBIA	LOC115621316|XP_030370793.1|SLEB
OG0003379	LOC108031634|XP_016960730.1|DBIA	LOC115621666|XP_030371235.1|SLEB
OG0003380	LOC108031287|XP_016960019.1|DBIA	LOC115621923|XP_030371627.1|SLEB
OG0003381	LOC108033307|XP_016963069.1|DBIA	LOC115621181|XP_030370614.1|SLEB
OG0003382	LOC108024615|XP_016950130.1|DBIA	LOC115621179|XP_030370603.1|SLEB
OG0003383	LOC108032047|XP_016961349.1|DBIA	LOC115620301|XP_030369344.1|SLEB
OG0003384	LOC108029261|XP_016956946.1|DBIA	LOC115631318|XP_030383893.1|SLEB
OG0003385	LOC108031726|XP_016960885.1|DBIA	LOC115620567|XP_030369717.1|SLEB
OG0003386	LOC108031774|XP_016960972.1|DBIA	LOC115625498|XP_030376418.1|SLEB
OG0003387	LOC108024623|XP_016950150.1|DBIA	LOC115620700|XP_030369931.1|SLEB
OG0003388	LOC108033191|XP_016962923.1|DBIA	LOC115626723|XP_030378027.1|SLEB
OG0003389	LOC108022185|XP_016946526.1|DBIA	LOC115633877|XP_030387238.1|SLEB
OG0003390	LOC108031117|XP_016959817.1|DBIA	LOC115621199|XP_030370638.1|SLEB
OG0003391	LOC108024619|XP_016950146.1|DBIA	LOC115620269|XP_030369290.1|SLEB
OG0003392	LOC108023344|XP_016948178.1|DBIA	LOC115620779|XP_030370048.1|SLEB
OG0003393	LOC108026294|XP_016952649.1|DBIA	LOC115620634|XP_030369825.1|SLEB
OG0003394	LOC108027036|XP_016953725.1|DBIA	LOC115624106|XP_030374558.1|SLEB
OG0003395	LOC108027045|XP_016953735.1|DBIA	LOC115624261|XP_030374745.1|SLEB
OG0003396	LOC108024625|XP_016950153.1|DBIA	LOC115621948|XP_030371655.1|SLEB
OG0003397	LOC108032177|XP_016961520.1|DBIA	LOC115620295|XP_030369337.1|SLEB
OG0003398	LOC108031999|XP_016961284.1|DBIA	LOC115625312|XP_030376190.1|SLEB
OG0003399	LOC108026009|XP_016952189.1|DBIA	LOC115628656|XP_030380685.1|SLEB
OG0003400	LOC108026262|XP_016952608.1|DBIA	LOC115629975|XP_030382457.1|SLEB
OG0003401	LOC108031378|XP_016960213.1|DBIA	LOC115621929|XP_030371633.1|SLEB
OG0003402	LOC108031341|XP_016960094.1|DBIA	LOC115620353|XP_030369417.1|SLEB
OG0003403	LOC108022762|XP_016947356.1|DBIA	LOC115619983|XP_030368884.1|SLEB
OG0003404	LOC108031507|XP_016960505.1|DBIA	LOC115620745|XP_030369998.1|SLEB
OG0003405	LOC108036664|XP_016968435.1|DBIA	LOC115630686|XP_030383197.1|SLEB
OG0003406	LOC108024565|XP_016950049.1|DBIA	LOC115620257|XP_030369267.1|SLEB
OG0003407	LOC108024372|XP_016949764.1|DBIA	LOC115621295|XP_030370762.1|SLEB
OG0003408	LOC108031987|XP_016961271.1|DBIA	LOC115621585|XP_030371136.1|SLEB
OG0003409	LOC108031724|XP_016960882.1|DBIA	LOC115620560|XP_030369708.1|SLEB
OG0003410	LOC108031817|XP_016961033.1|DBIA	LOC115620227|XP_030369227.1|SLEB
OG0003411	LOC108024379|XP_016949772.1|DBIA	LOC115625358|XP_030376253.1|SLEB
OG0003412	LOC108025478|XP_016951480.1|DBIA	LOC115620843|XP_030370142.1|SLEB
OG0003413	LOC108024938|XP_016950628.1|DBIA	LOC115621035|XP_030370417.1|SLEB
OG0003414	LOC108034541|XP_016964956.1|DBIA	LOC115633044|XP_030386248.1|SLEB
OG0003415	LOC108025927|XP_016952109.1|DBIA	LOC115627220|XP_030378702.1|SLEB
OG0003416	LOC108027410|XP_016954338.1|DBIA	LOC115627240|XP_030378723.1|SLEB
OG0003417	LOC108024527|XP_016949981.1|DBIA	LOC115620590|XP_030369760.1|SLEB
OG0003418	LOC108031662|XP_016960787.1|DBIA	LOC115621837|XP_030371508.1|SLEB
OG0003419	LOC108027352|XP_016954260.1|DBIA	LOC115623662|XP_030373980.1|SLEB
OG0003420	LOC108027250|XP_016954093.1|DBIA	LOC115623658|XP_030373975.1|SLEB
OG0003421	LOC108026317|XP_016952694.1|DBIA	LOC115621103|XP_030370501.1|SLEB
OG0003422	LOC108026297|XP_016952667.1|DBIA	LOC115620185|XP_030369176.1|SLEB
OG0003423	LOC108022670|XP_016947230.1|DBIA	LOC115631778|XP_030384476.1|SLEB
OG0003424	LOC108026241|XP_016952567.1|DBIA	LOC115621162|XP_030370582.1|SLEB
OG0003425	LOC108031262|XP_016959990.1|DBIA	LOC115625283|XP_030376153.1|SLEB
OG0003426	LOC108031386|XP_016960239.1|DBIA	LOC115621183|XP_030370617.1|SLEB
OG0003427	LOC108032121|XP_016961443.1|DBIA	LOC115621924|XP_030371628.1|SLEB
OG0003428	LOC108028028|XP_016955154.1|DBIA	LOC115622751|XP_030372664.1|SLEB
OG0003429	LOC108022470|XP_016946909.1|DBIA	LOC115626196|XP_030377340.1|SLEB
OG0003430	LOC108024914|XP_016950600.1|DBIA	LOC115627813|XP_030379504.1|SLEB
OG0003431	LOC108032905|XP_016962447.1|DBIA	LOC115624193|XP_030374650.1|SLEB
OG0003432	LOC108026315|XP_016952691.1|DBIA	LOC115620649|XP_030369856.1|SLEB
OG0003433	LOC108025376|XP_016951334.1|DBIA	LOC115621824|XP_030371478.1|SLEB
OG0003434	LOC108026266|XP_016952618.1|DBIA	LOC115628835|XP_030380934.1|SLEB
OG0003435	LOC108025350|XP_016951299.1|DBIA	LOC115625307|XP_030376185.1|SLEB
OG0003436	LOC108027308|XP_016954191.1|DBIA	LOC115621811|XP_030371457.1|SLEB
OG0003437	LOC108027307|XP_016954189.1|DBIA	LOC115621808|XP_030371452.1|SLEB
OG0003438	LOC108027338|XP_016954241.1|DBIA	LOC115621810|XP_030371456.1|SLEB
OG0003439	LOC108026463|XP_016952893.1|DBIA	LOC115620929|XP_030370296.1|SLEB
OG0003440	LOC108023859|XP_016948996.1|DBIA	LOC115620510|XP_030369629.1|SLEB
OG0003441	LOC108032470|XP_016961782.1|DBIA	LOC115626446|XP_030377681.1|SLEB
OG0003442	LOC108031260|XP_016959987.1|DBIA	LOC115620339|XP_030369398.1|SLEB
OG0003443	LOC108035296|XP_016966353.1|DBIA	LOC115622755|XP_030372670.1|SLEB
OG0003444	LOC108028803|XP_016956275.1|DBIA	LOC115624931|XP_030375641.1|SLEB
OG0003445	LOC108023407|XP_016948354.1|DBIA	LOC115627287|XP_030378778.1|SLEB
OG0003446	LOC108025815|XP_016951952.1|DBIA	LOC115629273|XP_030381558.1|SLEB
OG0003447	LOC108035667|XP_016966867.1|DBIA	LOC115627986|XP_030379742.1|SLEB
OG0003448	LOC108024991|XP_016950734.1|DBIA	LOC115620699|XP_030369930.1|SLEB
OG0003449	LOC108031460|XP_016960388.1|DBIA	LOC115620891|XP_030370234.1|SLEB
OG0003450	LOC108026445|XP_016952871.1|DBIA	LOC115620373|XP_030369438.1|SLEB
OG0003451	LOC108027333|XP_016954234.1|DBIA	LOC115624010|XP_030374443.1|SLEB
OG0003452	LOC108027379|XP_016954299.1|DBIA	LOC115623481|XP_030373710.1|SLEB
OG0003453	LOC108028091|XP_016955224.1|DBIA	LOC115632523|XP_030385579.1|SLEB
OG0003454	LOC108027894|XP_016955001.1|DBIA	LOC115629052|XP_030381219.1|SLEB
OG0003455	LOC108031971|XP_016961254.1|DBIA	LOC115625176|XP_030375999.1|SLEB
OG0003456	LOC108026753|XP_016953371.1|DBIA	LOC115630440|XP_030382863.1|SLEB
OG0003457	LOC108032936|XP_016962497.1|DBIA	LOC115624039|XP_030374477.1|SLEB
OG0003458	LOC108025500|XP_016951505.1|DBIA	LOC115625367|XP_030376264.1|SLEB
OG0003459	LOC108025332|XP_016951249.1|DBIA	LOC115625199|XP_030376026.1|SLEB
OG0003460	LOC108031780|XP_016960983.1|DBIA	LOC115620951|XP_030370326.1|SLEB
OG0003461	LOC108027217|XP_016954033.1|DBIA	LOC115621868|XP_030371548.1|SLEB
OG0003462	LOC108034487|XP_016964881.1|DBIA	LOC115622685|XP_030372570.1|SLEB
OG0003463	LOC108031823|XP_016961042.1|DBIA	LOC115629447|XP_030381768.1|SLEB
OG0003464	LOC108024731|XP_016950317.1|DBIA	LOC115620391|XP_030369458.1|SLEB
OG0003465	LOC108031462|XP_016960390.1|DBIA	LOC115621170|XP_030370593.1|SLEB
OG0003466	LOC108031962|XP_016961240.1|DBIA	LOC115620306|XP_030369350.1|SLEB
OG0003467	LOC108024598|XP_016950098.1|DBIA	LOC115627155|XP_030378595.1|SLEB, LOC115621855|XP_030371534.1|SLEB
OG0003468	LOC108023894|XP_016949068.1|DBIA	LOC115620962|XP_030370343.1|SLEB
OG0003469	LOC108025451|XP_016951440.1|DBIA	LOC115620628|XP_030369818.1|SLEB
OG0003470	LOC108032143|XP_016961469.1|DBIA	LOC115621749|XP_030371344.1|SLEB
OG0003471	LOC108033760|XP_016963821.1|DBIA	LOC115631884|XP_030384593.1|SLEB
OG0003472	LOC108034466|XP_016964842.1|DBIA	LOC115625705|XP_030376706.1|SLEB
OG0003473	LOC108033855|XP_016963979.1|DBIA	LOC115630693|XP_030383204.1|SLEB
OG0003474	LOC108031527|XP_016960544.1|DBIA	LOC115620487|XP_030369580.1|SLEB
OG0003475	LOC108031613|XP_016960697.1|DBIA	LOC115622031|XP_030371758.1|SLEB
OG0003476	LOC108036029|XP_016967457.1|DBIA	LOC115627748|XP_030379386.1|SLEB
OG0003477	LOC108031740|XP_016960924.1|DBIA	LOC115625092|XP_030375851.1|SLEB
OG0003478	LOC108031689|XP_016960827.1|DBIA	LOC115621045|XP_030370427.1|SLEB
OG0003479	LOC108031099|XP_016959798.1|DBIA	LOC115625285|XP_030376155.1|SLEB
OG0003480	LOC108027068|XP_016953768.1|DBIA	LOC115622005|XP_030371719.1|SLEB
OG0003481	LOC108027087|XP_016953792.1|DBIA	LOC115622004|XP_030371718.1|SLEB
OG0003482	LOC108027442|XP_016954380.1|DBIA	LOC115622000|XP_030371715.1|SLEB
OG0003483	LOC108027152|XP_016953862.1|DBIA	LOC115621968|XP_030371675.1|SLEB
OG0003484	LOC108032142|XP_016961467.1|DBIA	LOC115620910|XP_030370262.1|SLEB
OG0003485	LOC108023013|XP_016947738.1|DBIA	LOC115621723|XP_030371296.1|SLEB
OG0003486	LOC108023815|XP_016948953.1|DBIA	LOC115620996|XP_030370376.1|SLEB
OG0003487	LOC108026466|XP_016952896.1|DBIA	LOC115621241|XP_030370693.1|SLEB
OG0003488	LOC108024672|XP_016950229.1|DBIA	LOC115620659|XP_030369870.1|SLEB
OG0003489	LOC108031605|XP_016960675.1|DBIA	LOC115625173|XP_030375993.1|SLEB
OG0003490	LOC108031885|XP_016961138.1|DBIA	LOC115620805|XP_030370089.1|SLEB
OG0003491	LOC108024824|XP_016950442.1|DBIA	LOC115620324|XP_030369378.1|SLEB
OG0003492	LOC108024736|XP_016950321.1|DBIA	LOC115621205|XP_030370646.1|SLEB
OG0003493	LOC108032196|XP_016961540.1|DBIA	LOC115620873|XP_030370209.1|SLEB
OG0003494	LOC108024963|XP_016950690.1|DBIA	LOC115625078|XP_030375828.1|SLEB
OG0003495	LOC108034164|XP_016964459.1|DBIA	LOC115630447|XP_030382869.1|SLEB
OG0003496	LOC108031328|XP_016960068.1|DBIA	LOC115621455|XP_030370971.1|SLEB
OG0003497	LOC108031967|XP_016961245.1|DBIA	LOC115620803|XP_030370087.1|SLEB
OG0003498	LOC108024078|XP_016949342.1|DBIA	LOC115628108|XP_030379948.1|SLEB
OG0003499	LOC108031882|XP_016961136.1|DBIA	LOC115625356|XP_030376250.1|SLEB
OG0003500	LOC108033399|XP_016963208.1|DBIA	LOC115626229|XP_030377389.1|SLEB
OG0003501	LOC108032180|XP_016961524.1|DBIA	LOC115621070|XP_030370457.1|SLEB
OG0003502	LOC108032053|XP_016961357.1|DBIA	LOC115620319|XP_030369373.1|SLEB
OG0003503	LOC108024659|XP_016950209.1|DBIA	LOC115620498|XP_030369610.1|SLEB
OG0003504	LOC108026193|XP_016952472.1|DBIA	LOC115621579|XP_030371129.1|SLEB
OG0003505	LOC108031438|XP_016960356.1|DBIA	LOC115622048|XP_030371780.1|SLEB
OG0003506	LOC108027325|XP_016954221.1|DBIA	LOC115625580|XP_030376542.1|SLEB
OG0003507	LOC108031208|XP_016959932.1|DBIA	LOC115621718|XP_030371292.1|SLEB
OG0003508	LOC108034876|XP_016965569.1|DBIA	LOC115623261|XP_030373390.1|SLEB
OG0003509	LOC108031927|XP_016961193.1|DBIA	LOC115620360|XP_030369424.1|SLEB
OG0003510	LOC108024642|XP_016950180.1|DBIA	LOC115620200|XP_030369193.1|SLEB
OG0003511	LOC108024386|XP_016949782.1|DBIA	LOC115620464|XP_030369555.1|SLEB
OG0003512	LOC108024825|XP_016950443.1|DBIA	LOC115621249|XP_030370702.1|SLEB
OG0003513	LOC108024716|XP_016950297.1|DBIA	LOC115622092|XP_030371794.1|SLEB, LOC115620955|XP_030370331.1|SLEB
OG0003514	LOC108032251|XP_016961605.1|DBIA	LOC115629546|XP_030381887.1|SLEB
OG0003515	LOC108030355|XP_016958711.1|DBIA	LOC115627947|XP_030379704.1|SLEB
OG0003516	LOC108031824|XP_016961044.1|DBIA	LOC115620392|XP_030369460.1|SLEB
OG0003517	LOC108024361|XP_016949757.1|DBIA	LOC115629446|XP_030381764.1|SLEB
OG0003518	LOC108027439|XP_016954377.1|DBIA	LOC115623890|XP_030374303.1|SLEB
OG0003519	LOC108035199|XP_016966184.1|DBIA	LOC115632570|XP_030385650.1|SLEB
OG0003520	LOC108035271|XP_016966319.1|DBIA	LOC115632189|XP_030385093.1|SLEB, LOC115632751|XP_030385859.1|SLEB
OG0003521	LOC108035364|XP_016966451.1|DBIA	LOC115632547|XP_030385622.1|SLEB
OG0003522	LOC108023106|XP_016947861.1|DBIA	LOC115628053|XP_030379873.1|SLEB
OG0003523	LOC108034173|XP_016964472.1|DBIA	LOC115630573|XP_030383050.1|SLEB
OG0003524	LOC108023288|XP_016948068.1|DBIA	LOC115624031|XP_030374468.1|SLEB
OG0003525	LOC108036334|XP_016967858.1|DBIA	LOC115620878|XP_030370257.1|SLEB
OG0003526	LOC108025161|XP_016950926.1|DBIA	LOC115632086|XP_030384910.1|SLEB
OG0003527	LOC108030150|XP_016958359.1|DBIA	LOC115619963|XP_030368856.1|SLEB
OG0003529	LOC108034571|XP_016964994.1|DBIA	LOC115631419|XP_030384004.1|SLEB
OG0003530	LOC108028375|XP_016955658.1|DBIA	LOC115628330|XP_030380250.1|SLEB
OG0003531	LOC108025538|XP_016951555.1|DBIA	LOC115622798|XP_030372723.1|SLEB
OG0003532	LOC108035002|XP_016965833.1|DBIA	LOC115622159|XP_030371887.1|SLEB
OG0003533	LOC108030713|XP_016959247.1|DBIA	LOC115632453|XP_030385465.1|SLEB
OG0003534	LOC108035346|XP_016966424.1|DBIA	LOC115622366|XP_030372143.1|SLEB
OG0003535	LOC108035322|XP_016966386.1|DBIA	LOC115622651|XP_030372520.1|SLEB
OG0003536	LOC108030055|XP_016958122.1|DBIA	LOC115633852|XP_030387203.1|SLEB
OG0003537	LOC108026540|XP_016952977.1|DBIA	LOC115633898|XP_030387262.1|SLEB
OG0003538	LOC108029682|XP_016957625.1|DBIA	LOC115619986|XP_030368899.1|SLEB
OG0003539	LOC108030394|XP_016958766.1|DBIA	LOC115622505|XP_030372318.1|SLEB
OG0003540	LOC108030795|XP_016959368.1|DBIA	LOC115632306|XP_030385268.1|SLEB
OG0003541	LOC108026178|XP_016952441.1|DBIA	LOC115620504|XP_030369619.1|SLEB
OG0003542	LOC108029557|XP_016957378.1|DBIA	LOC115634561|XP_030388243.1|SLEB
OG0003543	LOC108023489|XP_016948502.1|DBIA	LOC115627890|XP_030379637.1|SLEB
OG0003544	LOC108028725|XP_016956175.1|DBIA	LOC115633148|XP_030386418.1|SLEB
OG0003545	LOC108030906|XP_016959575.1|DBIA	LOC115622701|XP_030372589.1|SLEB
OG0003546	LOC108030896|XP_016959560.1|DBIA	LOC115622747|XP_030372661.1|SLEB
OG0003547	LOC108022749|XP_016947333.1|DBIA	LOC115622989|XP_030373013.1|SLEB
OG0003548	LOC108036556|XP_016968283.1|DBIA	LOC115634308|XP_030387824.1|SLEB
OG0003549	LOC108036588|XP_016968333.1|DBIA	LOC115620909|XP_030370265.1|SLEB
OG0003550	LOC108022525|XP_016946991.1|DBIA	LOC115629899|XP_030382362.1|SLEB
OG0003551	LOC108022812|XP_016947438.1|DBIA	LOC115625217|XP_030376060.1|SLEB
OG0003552	LOC108022499|XP_016946946.1|DBIA	LOC115619946|XP_030368834.1|SLEB
OG0003553	LOC108022828|XP_016947459.1|DBIA	LOC115634593|XP_030388286.1|SLEB
OG0003554	LOC108035008|XP_016965840.1|DBIA	LOC115632304|XP_030385266.1|SLEB, LOC115632301|XP_030385263.1|SLEB
OG0003555	LOC108034898|XP_016965601.1|DBIA	LOC115632658|XP_030385749.1|SLEB
OG0003556	LOC108028465|XP_016955812.1|DBIA	LOC115632387|XP_030385376.1|SLEB
OG0003557	LOC108028285|XP_016955483.1|DBIA	LOC115632362|XP_030385340.1|SLEB
OG0003558	LOC108035043|XP_016965901.1|DBIA	LOC115623264|XP_030373394.1|SLEB
OG0003559	LOC108035221|XP_016966235.1|DBIA	LOC115622746|XP_030372654.1|SLEB
OG0003560	LOC108028776|XP_016956244.1|DBIA	LOC115632384|XP_030385373.1|SLEB
OG0003561	LOC108022845|XP_016947506.1|DBIA	LOC115620000|XP_030368949.1|SLEB
OG0003562	LOC108022894|XP_016947581.1|DBIA	LOC115622108|XP_030371814.1|SLEB
OG0003563	LOC108031978|XP_016961261.1|DBIA	LOC115620647|XP_030369855.1|SLEB
OG0003564	LOC108028443|XP_016955766.1|DBIA	LOC115628222|XP_030380077.1|SLEB
OG0003565	LOC108035681|XP_016966880.1|DBIA	LOC115628279|XP_030380168.1|SLEB
OG0003566	LOC108031637|XP_016960735.1|DBIA	LOC115623664|XP_030373983.1|SLEB
OG0003567	LOC108036505|XP_016968198.1|DBIA	LOC115627498|XP_030379045.1|SLEB
OG0003568	LOC108036429|XP_016968050.1|DBIA	LOC115619987|XP_030368909.1|SLEB
OG0003569	LOC108035343|XP_016966417.1|DBIA	LOC115633167|XP_030386440.1|SLEB
OG0003570	LOC108030106|XP_016958284.1|DBIA	LOC115634500|XP_030388120.1|SLEB
OG0003571	LOC108035600|XP_016966767.1|DBIA	LOC115623027|XP_030373067.1|SLEB
OG0003572	LOC108030190|XP_016958429.1|DBIA	LOC115634131|XP_030387556.1|SLEB
OG0003573	LOC108030426|XP_016958802.1|DBIA	LOC115624868|XP_030375576.1|SLEB
OG0003574	LOC108035331|XP_016966398.1|DBIA	LOC115622408|XP_030372200.1|SLEB
OG0003576	LOC108035481|XP_016966620.1|DBIA	LOC115622767|XP_030372683.1|SLEB
OG0003577	LOC108028339|XP_016955579.1|DBIA	LOC115632106|XP_030384949.1|SLEB
OG0003578	LOC108028533|XP_016955918.1|DBIA	LOC115622385|XP_030372169.1|SLEB
OG0003579	LOC108022618|XP_016947147.1|DBIA	LOC115620695|XP_030369928.1|SLEB
OG0003580	LOC108026791|XP_016953441.1|DBIA	LOC115630996|XP_030383452.1|SLEB
OG0003581	LOC108030026|XP_016958124.1|DBIA	LOC115628437|XP_030380386.1|SLEB
OG0003582	LOC108035238|XP_016966258.1|DBIA	LOC115622560|XP_030372391.1|SLEB
OG0003583	LOC108022896|XP_016947584.1|DBIA	LOC115620060|XP_030369060.1|SLEB
OG0003584	LOC108036530|XP_016968237.1|DBIA	LOC115628502|XP_030380505.1|SLEB
OG0003586	LOC108024917|XP_016950605.1|DBIA	LOC115623049|XP_030373088.1|SLEB
OG0003587	LOC108027938|XP_016955056.1|DBIA	LOC115630528|XP_030382991.1|SLEB
OG0003588	LOC108032032|XP_016961333.1|DBIA	LOC115621287|XP_030370750.1|SLEB
OG0003589	LOC108036313|XP_016967812.1|DBIA	LOC115634445|XP_030388016.1|SLEB, LOC115634576|XP_030388267.1|SLEB
OG0003590	LOC108034878|XP_016965572.1|DBIA	LOC115622144|XP_030371868.1|SLEB
OG0003591	LOC108030379|XP_016958741.1|DBIA	LOC115632983|XP_030386156.1|SLEB
OG0003592	LOC108030688|XP_016959211.1|DBIA	LOC115632401|XP_030385395.1|SLEB
OG0003593	LOC108034775|XP_016965211.1|DBIA	LOC115633027|XP_030386210.1|SLEB
OG0003594	LOC108028038|XP_016955165.1|DBIA	LOC115629643|XP_030382014.1|SLEB
OG0003595	LOC108026887|XP_016953578.1|DBIA	LOC115622294|XP_030372061.1|SLEB
OG0003596	LOC108030073|XP_016958163.1|DBIA	LOC115628863|XP_030380979.1|SLEB
OG0003597	LOC108030050|XP_016958114.1|DBIA	LOC115633846|XP_030387197.1|SLEB
OG0003598	LOC108035576|XP_016966736.1|DBIA	LOC115624653|XP_030375293.1|SLEB
OG0003599	LOC108027764|XP_016954811.1|DBIA	LOC115633119|XP_030386368.1|SLEB
OG0003600	LOC108034861|XP_016965503.1|DBIA	LOC115633062|XP_030386279.1|SLEB
OG0003601	LOC108036648|XP_016968412.1|DBIA	LOC115631606|XP_030384272.1|SLEB
OG0003602	LOC108026762|XP_016953391.1|DBIA	LOC115625582|XP_030376549.1|SLEB
OG0003603	LOC108034475|XP_016964848.1|DBIA	LOC115622776|XP_030372694.1|SLEB
OG0003604	LOC108034023|XP_016964251.1|DBIA	LOC115620990|XP_030370369.1|SLEB
OG0003605	LOC108024807|XP_016950418.1|DBIA	LOC115620692|XP_030369922.1|SLEB
OG0003606	LOC108022633|XP_016947177.1|DBIA	LOC115633653|XP_030386959.1|SLEB
OG0003607	LOC108022921|XP_016947621.1|DBIA	LOC115634158|XP_030387598.1|SLEB
OG0003608	LOC108035645|XP_016966839.1|DBIA	LOC115632351|XP_030385321.1|SLEB
OG0003609	LOC108036604|XP_016968355.1|DBIA	LOC115622327|XP_030372100.1|SLEB
OG0003610	LOC108028640|XP_016956054.1|DBIA	LOC115622862|XP_030372807.1|SLEB
OG0003611	LOC108028832|XP_016956313.1|DBIA	LOC115628233|XP_030380095.1|SLEB
OG0003612	LOC108022232|XP_016946579.1|DBIA	LOC115634138|XP_030387565.1|SLEB
OG0003613	LOC108030168|XP_016958394.1|DBIA	LOC115631575|XP_030384231.1|SLEB
OG0003614	LOC108030077|XP_016958179.1|DBIA	LOC115633792|XP_030387130.1|SLEB
OG0003615	LOC108022476|XP_016946916.1|DBIA	LOC115619947|XP_030368835.1|SLEB
OG0003616	LOC108026919|XP_016953619.1|DBIA	LOC115633796|XP_030387134.1|SLEB
OG0003617	LOC108022621|XP_016947152.1|DBIA	LOC115634274|XP_030387762.1|SLEB
OG0003618	LOC108022620|XP_016947150.1|DBIA	LOC115634272|XP_030387759.1|SLEB
OG0003619	LOC108030263|XP_016958575.1|DBIA	LOC115633900|XP_030387304.1|SLEB
OG0003620	LOC108026850|XP_016953518.1|DBIA	LOC115620024|XP_030368988.1|SLEB
OG0003621	LOC108029553|XP_016957366.1|DBIA	LOC115628338|XP_030380261.1|SLEB
OG0003622	LOC108029525|XP_016957344.1|DBIA	LOC115628426|XP_030380373.1|SLEB
OG0003623	LOC108029471|XP_016957214.1|DBIA	LOC115627106|XP_030378532.1|SLEB
OG0003624	LOC108022602|XP_016947126.1|DBIA	LOC115621169|XP_030370596.1|SLEB
OG0003625	LOC108030218|XP_016958482.1|DBIA	LOC115633644|XP_030386946.1|SLEB
OG0003626	LOC108030067|XP_016958154.1|DBIA	LOC115624073|XP_030374525.1|SLEB
OG0003627	LOC108029486|XP_016957243.1|DBIA	LOC115623528|XP_030373774.1|SLEB
OG0003628	LOC108036398|XP_016968004.1|DBIA	LOC115630129|XP_030382601.1|SLEB
OG0003629	LOC108029947|XP_016957939.1|DBIA	LOC115634234|XP_030387686.1|SLEB
OG0003630	LOC108026788|XP_016953437.1|DBIA	LOC115631110|XP_030383669.1|SLEB
OG0003631	LOC108030855|XP_016959486.1|DBIA	LOC115631310|XP_030383888.1|SLEB
OG0003632	LOC108034675|XP_016965106.1|DBIA	LOC115623193|XP_030373275.1|SLEB
OG0003633	LOC108029634|XP_016957522.1|DBIA	LOC115621778|XP_030371438.1|SLEB
OG0003634	LOC108035526|XP_016966684.1|DBIA	LOC115632743|XP_030385850.1|SLEB
OG0003635	LOC108035450|XP_016966577.1|DBIA	LOC115632170|XP_030385059.1|SLEB
OG0003636	LOC108036543|XP_016968256.1|DBIA	LOC115629938|XP_030382408.1|SLEB
OG0003637	LOC108029573|XP_016957423.1|DBIA	LOC115634601|XP_030388311.1|SLEB
OG0003638	LOC108028469|XP_016955819.1|DBIA	LOC115622584|XP_030372436.1|SLEB
OG0003639	LOC108032739|XP_016962213.1|DBIA	LOC115625723|XP_030376731.1|SLEB
OG0003640	LOC108026742|XP_016953351.1|DBIA	LOC115619996|XP_030368943.1|SLEB
OG0003641	LOC108026552|XP_016952991.1|DBIA	LOC115629890|XP_030382351.1|SLEB
OG0003642	LOC108029706|XP_016957665.1|DBIA	LOC115627438|XP_030378972.1|SLEB
OG0003643	LOC108026748|XP_016953363.1|DBIA	LOC115633857|XP_030387209.1|SLEB
OG0003644	LOC108036589|XP_016968334.1|DBIA	LOC115634546|XP_030388216.1|SLEB
OG0003645	LOC108034530|XP_016964945.1|DBIA	LOC115622831|XP_030372769.1|SLEB
OG0003646	LOC108035305|XP_016966364.1|DBIA	LOC115622160|XP_030371889.1|SLEB
OG0003647	LOC108029705|XP_016957668.1|DBIA	LOC115622609|XP_030372470.1|SLEB
OG0003648	LOC108029112|XP_016956714.1|DBIA	LOC115630927|XP_030383353.1|SLEB
OG0003649	LOC108026229|XP_016952552.1|DBIA	LOC115620754|XP_030370008.1|SLEB
OG0003650	LOC108033204|XP_016962940.1|DBIA	LOC115629240|XP_030381517.1|SLEB
OG0003651	LOC108025464|XP_016951455.1|DBIA	LOC115621453|XP_030370967.1|SLEB
OG0003652	LOC108035877|XP_016967116.1|DBIA	LOC115624769|XP_030375462.1|SLEB
OG0003653	LOC108028804|XP_016956277.1|DBIA	LOC115622174|XP_030371912.1|SLEB
OG0003654	LOC108035234|XP_016966255.1|DBIA	LOC115632345|XP_030385311.1|SLEB
OG0003655	LOC108032782|XP_016962272.1|DBIA	LOC115625719|XP_030376725.1|SLEB
OG0003656	LOC108035894|XP_016967138.1|DBIA	LOC115624625|XP_030375239.1|SLEB
OG0003657	LOC108034643|XP_016965070.1|DBIA	LOC115632227|XP_030385147.1|SLEB
OG0003658	LOC108024548|XP_016950015.1|DBIA	LOC115623975|XP_030374406.1|SLEB
OG0003659	LOC108028671|XP_016956092.1|DBIA	LOC115624629|XP_030375245.1|SLEB
OG0003660	LOC108029559|XP_016957392.1|DBIA	LOC115632997|XP_030386177.1|SLEB
OG0003661	LOC108035311|XP_016966373.1|DBIA	LOC115622522|XP_030372346.1|SLEB
OG0003662	LOC108028522|XP_016955894.1|DBIA	LOC115622795|XP_030372720.1|SLEB
OG0003663	LOC108028340|XP_016955580.1|DBIA	LOC115632363|XP_030385341.1|SLEB
OG0003664	LOC108028585|XP_016955985.1|DBIA	LOC115632819|XP_030385931.1|SLEB
