Orthogroup	DBIA.longest_only	HILL.longest_only
OG0003587	LOC108027938|XP_016955056.1|DBIA	LOC119648038|XP_037905392.1|HILL
OG0003588	LOC108032032|XP_016961333.1|DBIA	LOC119647638|XP_037904628.1|HILL
OG0003589	LOC108036313|XP_016967812.1|DBIA	LOC119646675|XP_037903134.1|HILL
OG0003590	LOC108034878|XP_016965572.1|DBIA	LOC119648069|XP_037905471.1|HILL, LOC119648068|XP_037905470.1|HILL
OG0003591	LOC108030379|XP_016958741.1|DBIA	LOC119647582|XP_037904518.1|HILL
OG0003592	LOC108030688|XP_016959211.1|DBIA	LOC119648408|XP_037906086.1|HILL
OG0003593	LOC108034775|XP_016965211.1|DBIA	LOC119647524|XP_037904422.1|HILL
OG0003594	LOC108028038|XP_016955165.1|DBIA	LOC119648534|XP_037906230.1|HILL
OG0003595	LOC108026887|XP_016953578.1|DBIA	LOC119657911|XP_037921026.1|HILL
OG0003596	LOC108030073|XP_016958163.1|DBIA	LOC119654491|XP_037915846.1|HILL
OG0003597	LOC108030050|XP_016958114.1|DBIA	LOC119649614|XP_037907766.1|HILL
OG0003598	LOC108035576|XP_016966736.1|DBIA	LOC119648329|XP_037905949.1|HILL
OG0003599	LOC108027764|XP_016954811.1|DBIA	LOC119648798|XP_037906570.1|HILL
OG0003600	LOC108034861|XP_016965503.1|DBIA	LOC119650367|XP_037908991.1|HILL
OG0003601	LOC108036648|XP_016968412.1|DBIA	LOC119660571|XP_037925154.1|HILL
OG0003602	LOC108026762|XP_016953391.1|DBIA	LOC119652254|XP_037912165.1|HILL
OG0003603	LOC108034475|XP_016964848.1|DBIA	LOC119648988|XP_037906840.1|HILL
OG0003604	LOC108034023|XP_016964251.1|DBIA	LOC119651098|XP_037910383.1|HILL
OG0003605	LOC108024807|XP_016950418.1|DBIA	LOC119652258|XP_037912167.1|HILL
OG0003606	LOC108022633|XP_016947177.1|DBIA	LOC119655875|XP_037917937.1|HILL
OG0003607	LOC108022921|XP_016947621.1|DBIA	LOC119660844|XP_037925670.1|HILL
OG0003608	LOC108035645|XP_016966839.1|DBIA	LOC119649627|XP_037907790.1|HILL
OG0003609	LOC108036604|XP_016968355.1|DBIA	LOC119656866|XP_037919453.1|HILL
OG0003610	LOC108028640|XP_016956054.1|DBIA	LOC119650323|XP_037908907.1|HILL
OG0003611	LOC108028832|XP_016956313.1|DBIA	LOC119649039|XP_037906927.1|HILL
OG0003612	LOC108022232|XP_016946579.1|DBIA	LOC119658898|XP_037922627.1|HILL
OG0003613	LOC108030168|XP_016958394.1|DBIA	LOC119646274|XP_037902611.1|HILL
OG0003614	LOC108030077|XP_016958179.1|DBIA	LOC119646275|XP_037902612.1|HILL
OG0003615	LOC108022476|XP_016946916.1|DBIA	LOC119652826|XP_037913085.1|HILL
OG0003616	LOC108026919|XP_016953619.1|DBIA	LOC119659685|XP_037923851.1|HILL
OG0003617	LOC108022621|XP_016947152.1|DBIA	LOC119648231|XP_037905783.1|HILL
OG0003618	LOC108022620|XP_016947150.1|DBIA	LOC119648203|XP_037905737.1|HILL
OG0003619	LOC108030263|XP_016958575.1|DBIA	LOC119659456|XP_037923472.1|HILL
OG0003620	LOC108026850|XP_016953518.1|DBIA	LOC119649305|XP_037907332.1|HILL
OG0003621	LOC108029553|XP_016957366.1|DBIA	LOC119647982|XP_037905283.1|HILL
OG0003622	LOC108029525|XP_016957344.1|DBIA	LOC119647912|XP_037905160.1|HILL
OG0003623	LOC108029471|XP_016957214.1|DBIA	LOC119646515|XP_037902899.1|HILL
OG0003624	LOC108022602|XP_016947126.1|DBIA	LOC119660118|XP_037924440.1|HILL
OG0003625	LOC108030218|XP_016958482.1|DBIA	LOC119661612|XP_037926957.1|HILL
OG0003626	LOC108030067|XP_016958154.1|DBIA	LOC119655118|XP_037916771.1|HILL
OG0003627	LOC108029486|XP_016957243.1|DBIA	LOC119651542|XP_037911102.1|HILL
OG0003628	LOC108036398|XP_016968004.1|DBIA	LOC119661667|XP_037927030.1|HILL
OG0003629	LOC108029947|XP_016957939.1|DBIA	LOC119661464|XP_037926753.1|HILL
OG0003630	LOC108026788|XP_016953437.1|DBIA	LOC119647076|XP_037903761.1|HILL
OG0003631	LOC108030855|XP_016959486.1|DBIA	LOC119649613|XP_037907761.1|HILL
OG0003632	LOC108034675|XP_016965106.1|DBIA	LOC119649869|XP_037908168.1|HILL
OG0003633	LOC108029634|XP_016957522.1|DBIA	LOC119647141|XP_037903862.1|HILL
OG0003634	LOC108035526|XP_016966684.1|DBIA	LOC119648061|XP_037905456.1|HILL
OG0003635	LOC108035450|XP_016966577.1|DBIA	LOC119648090|XP_037905510.1|HILL
OG0003636	LOC108036543|XP_016968256.1|DBIA	LOC119646528|XP_037902920.1|HILL
OG0003637	LOC108029573|XP_016957423.1|DBIA	LOC119646606|XP_037903035.1|HILL
OG0003638	LOC108028469|XP_016955819.1|DBIA	LOC119647902|XP_037905137.1|HILL
OG0003639	LOC108032739|XP_016962213.1|DBIA	LOC119647903|XP_037905138.1|HILL
OG0003640	LOC108026742|XP_016953351.1|DBIA	LOC119650811|XP_037909876.1|HILL
OG0003641	LOC108026552|XP_016952991.1|DBIA	LOC119659461|XP_037923475.1|HILL
OG0003642	LOC108029706|XP_016957665.1|DBIA	LOC119658899|XP_037922628.1|HILL
OG0003643	LOC108026748|XP_016953363.1|DBIA	LOC119659330|XP_037923302.1|HILL
OG0003644	LOC108036589|XP_016968334.1|DBIA	LOC119650760|XP_037909784.1|HILL
OG0003645	LOC108034530|XP_016964945.1|DBIA	LOC119649126|XP_037907059.1|HILL
OG0003646	LOC108035305|XP_016966364.1|DBIA	LOC119650095|XP_037908541.1|HILL
OG0003647	LOC108029705|XP_016957668.1|DBIA	LOC119649127|XP_037907060.1|HILL
OG0003648	LOC108029112|XP_016956714.1|DBIA	LOC119648456|XP_037906141.1|HILL
OG0003649	LOC108026229|XP_016952552.1|DBIA	LOC119649738|XP_037907948.1|HILL
OG0003650	LOC108033204|XP_016962940.1|DBIA	LOC119649737|XP_037907947.1|HILL
OG0003651	LOC108025464|XP_016951455.1|DBIA	LOC119650134|XP_037908593.1|HILL
OG0003652	LOC108035877|XP_016967116.1|DBIA	LOC119647918|XP_037905170.1|HILL
OG0003653	LOC108028804|XP_016956277.1|DBIA	LOC119650009|XP_037908405.1|HILL
OG0003654	LOC108035234|XP_016966255.1|DBIA	LOC119648153|XP_037905652.1|HILL
OG0003656	LOC108035894|XP_016967138.1|DBIA	LOC119648132|XP_037905596.1|HILL
OG0003657	LOC108034643|XP_016965070.1|DBIA	LOC119647928|XP_037905188.1|HILL
OG0003658	LOC108024548|XP_016950015.1|DBIA	LOC119657312|XP_037920102.1|HILL
OG0003659	LOC108028671|XP_016956092.1|DBIA	LOC119648133|XP_037905604.1|HILL
OG0003660	LOC108029559|XP_016957392.1|DBIA	LOC119649046|XP_037906946.1|HILL
OG0003661	LOC108035311|XP_016966373.1|DBIA	LOC119647734|XP_037904769.1|HILL
OG0003662	LOC108028522|XP_016955894.1|DBIA	LOC119648245|XP_037905810.1|HILL
OG0003663	LOC108028340|XP_016955580.1|DBIA	LOC119648224|XP_037905768.1|HILL
OG0003664	LOC108028585|XP_016955985.1|DBIA	LOC119648208|XP_037905741.1|HILL
OG0003665	LOC108022191|XP_016946532.1|DBIA	LOC119647053|XP_037903739.1|HILL
OG0003666	LOC108030329|XP_016958676.1|DBIA	LOC119661356|XP_037926590.1|HILL
OG0003667	LOC108034975|XP_016965778.1|DBIA	LOC119650434|XP_037909181.1|HILL
OG0003668	LOC108034376|XP_016964748.1|DBIA	LOC119658728|XP_037922319.1|HILL
OG0003669	LOC108036660|XP_016968431.1|DBIA	LOC119651454|XP_037910990.1|HILL
OG0003670	LOC108036659|XP_016968429.1|DBIA	LOC119651443|XP_037910979.1|HILL
OG0003671	LOC108022630|XP_016947173.1|DBIA	LOC119652275|XP_037912197.1|HILL
OG0003672	LOC108026452|XP_016952881.1|DBIA	LOC119659436|XP_037923446.1|HILL
OG0003673	LOC108026752|XP_016953367.1|DBIA	LOC119650978|XP_037910172.1|HILL
OG0003674	LOC108036521|XP_016968220.1|DBIA	LOC119657436|XP_037920273.1|HILL
OG0003675	LOC108029483|XP_016957235.1|DBIA	LOC119646416|XP_037902789.1|HILL
OG0003676	LOC108029484|XP_016957236.1|DBIA	LOC119654073|XP_037915167.1|HILL
OG0003677	LOC108031494|XP_016960480.1|DBIA	LOC119647117|XP_037903832.1|HILL
OG0003678	LOC108035340|XP_016966414.1|DBIA	LOC119650407|XP_037909120.1|HILL
OG0003679	LOC108035616|XP_016966792.1|DBIA	LOC119649580|XP_037907712.1|HILL
OG0003680	LOC108023036|XP_016947766.1|DBIA	LOC119661764|XP_037927162.1|HILL
OG0003681	LOC108030260|XP_016958571.1|DBIA	LOC119661227|XP_037926381.1|HILL
OG0003682	LOC108027270|XP_016954134.1|DBIA	LOC119658903|XP_037922637.1|HILL
OG0003683	LOC108030018|XP_016958021.1|DBIA	LOC119660457|XP_037924946.1|HILL
OG0003684	LOC108034921|XP_016965666.1|DBIA	LOC119648076|XP_037905489.1|HILL
OG0003685	LOC108030722|XP_016959256.1|DBIA	LOC119648151|XP_037905650.1|HILL
OG0003686	LOC108036486|XP_016968161.1|DBIA	LOC119652269|XP_037912184.1|HILL
OG0003687	LOC108022673|XP_016947232.1|DBIA	LOC119646667|XP_037903125.1|HILL
OG0003688	LOC108026848|XP_016953515.1|DBIA	LOC119656978|XP_037919642.1|HILL
OG0003689	LOC108030870|XP_016959509.1|DBIA	LOC119648217|XP_037905753.1|HILL
OG0003690	LOC108028773|XP_016956240.1|DBIA	LOC119648584|XP_037906283.1|HILL
OG0003691	LOC108030710|XP_016959240.1|DBIA	LOC119648691|XP_037906419.1|HILL
OG0003692	LOC108030351|XP_016958705.1|DBIA	LOC119646532|XP_037902926.1|HILL
OG0003693	LOC108029481|XP_016957237.1|DBIA	LOC119649257|XP_037907267.1|HILL
OG0003694	LOC108035640|XP_016966834.1|DBIA	LOC119647810|XP_037904954.1|HILL
OG0003695	LOC108035443|XP_016966567.1|DBIA	LOC119648516|XP_037906212.1|HILL
OG0003696	LOC108029995|XP_016957998.1|DBIA	LOC119661678|XP_037927044.1|HILL
OG0003697	LOC108022658|XP_016947213.1|DBIA	LOC119646167|XP_037902471.1|HILL
OG0003698	LOC108035661|XP_016966858.1|DBIA	LOC119649768|XP_037907996.1|HILL
OG0003699	LOC108022763|XP_016947357.1|DBIA	LOC119651953|XP_037911739.1|HILL
OG0003700	LOC108022980|XP_016947694.1|DBIA	LOC119646228|XP_037902544.1|HILL
OG0003701	LOC108036805|XP_016968641.1|DBIA	LOC119646281|XP_037902617.1|HILL
OG0003702	LOC108035649|XP_016966844.1|DBIA	LOC119647495|XP_037904381.1|HILL
OG0003703	LOC108035625|XP_016966806.1|DBIA	LOC119648904|XP_037906736.1|HILL
OG0003704	LOC108034537|XP_016964951.1|DBIA	LOC119650003|XP_037908393.1|HILL
OG0003705	LOC108029552|XP_016957359.1|DBIA	LOC119648250|XP_037906170.1|HILL
OG0003706	LOC108028632|XP_016956044.1|DBIA	LOC119649342|XP_037907376.1|HILL
OG0003707	LOC108030744|XP_016959283.1|DBIA	LOC119649525|XP_037907637.1|HILL
OG0003708	LOC108034973|XP_016965776.1|DBIA	LOC119650241|XP_037908751.1|HILL
OG0003709	LOC108030319|XP_016958651.1|DBIA	LOC119646605|XP_037903033.1|HILL
OG0003710	LOC108030363|XP_016958721.1|DBIA	LOC119661241|XP_037926398.1|HILL
OG0003711	LOC108030916|XP_016959599.1|DBIA	LOC119649760|XP_037907982.1|HILL
OG0003712	LOC108022893|XP_016947580.1|DBIA	LOC119657728|XP_037920702.1|HILL
OG0003713	LOC108029701|XP_016957657.1|DBIA	LOC119646465|XP_037902842.1|HILL
OG0003714	LOC108029700|XP_016957655.1|DBIA	LOC119646466|XP_037902843.1|HILL
OG0003715	LOC108034753|XP_016965191.1|DBIA	LOC119649713|XP_037907915.1|HILL
OG0003716	LOC108028623|XP_016956032.1|DBIA	LOC119647610|XP_037904570.1|HILL
OG0003717	LOC108034542|XP_016964957.1|DBIA	LOC119650072|XP_037908498.1|HILL
OG0003718	LOC108034524|XP_016964937.1|DBIA	LOC119649304|XP_037907329.1|HILL
OG0003719	LOC108035401|XP_016966509.1|DBIA	LOC119648641|XP_037906340.1|HILL
OG0003720	LOC108027545|XP_016954486.1|DBIA	LOC119655209|XP_037916915.1|HILL
OG0003721	LOC108026901|XP_016953599.1|DBIA	LOC119655223|XP_037916934.1|HILL
OG0003722	LOC108028373|XP_016955654.1|DBIA	LOC119648013|XP_037905343.1|HILL
OG0003723	LOC108035288|XP_016966344.1|DBIA	LOC119649445|XP_037907524.1|HILL
OG0003724	LOC108028700|XP_016956136.1|DBIA	LOC119648257|XP_037905830.1|HILL
OG0003725	LOC108030570|XP_016958961.1|DBIA	LOC119647823|XP_037904980.1|HILL
OG0003726	LOC108035382|XP_016966477.1|DBIA	LOC119648865|XP_037906677.1|HILL
OG0003728	LOC108024811|XP_016950423.1|DBIA	LOC119658864|XP_037922548.1|HILL
OG0003729	LOC108034797|XP_016965282.1|DBIA	LOC119649621|XP_037907778.1|HILL
OG0003730	LOC108034792|XP_016965265.1|DBIA	LOC119649277|XP_037907292.1|HILL
OG0003731	LOC108035557|XP_016966714.1|DBIA	LOC119648302|XP_037905889.1|HILL
OG0003732	LOC108028747|XP_016956205.1|DBIA	LOC119655238|XP_037916952.1|HILL
OG0003733	LOC108030115|XP_016958304.1|DBIA	LOC119648254|XP_037905825.1|HILL
OG0003734	LOC108028802|XP_016956278.1|DBIA	LOC119650439|XP_037909193.1|HILL
OG0003735	LOC108026872|XP_016953549.1|DBIA	LOC119659748|XP_037923973.1|HILL
OG0003736	LOC108030300|XP_016958624.1|DBIA	LOC119660207|XP_037924609.1|HILL
OG0003737	LOC108026635|XP_016953145.1|DBIA	LOC119646142|XP_037902427.1|HILL
OG0003738	LOC108026938|XP_016953640.1|DBIA	LOC119660755|XP_037925448.1|HILL
OG0003739	LOC108030133|XP_016958336.1|DBIA	LOC119661194|XP_037926344.1|HILL
OG0003740	LOC108030105|XP_016958283.1|DBIA	LOC119660201|XP_037924561.1|HILL
OG0003741	LOC108028362|XP_016955638.1|DBIA	LOC119647802|XP_037904946.1|HILL
OG0003742	LOC108035944|XP_016967229.1|DBIA	LOC119648985|XP_037906836.1|HILL
OG0003743	LOC108029576|XP_016957426.1|DBIA	LOC119648387|XP_037906055.1|HILL
OG0003744	LOC108030107|XP_016958286.1|DBIA	LOC119660208|XP_037924574.1|HILL
OG0003745	LOC108022275|XP_016946622.1|DBIA	LOC119647069|XP_037903755.1|HILL
OG0003746	LOC108022592|XP_016947108.1|DBIA	LOC119655287|XP_037917035.1|HILL
OG0003747	LOC108034554|XP_016964971.1|DBIA	LOC119648917|XP_037906751.1|HILL
OG0003748	LOC108035686|XP_016966890.1|DBIA	LOC119649420|XP_037907488.1|HILL
OG0003749	LOC108035081|XP_016965985.1|DBIA	LOC119648024|XP_037905370.1|HILL
OG0003750	LOC108035082|XP_016965986.1|DBIA	LOC119648940|XP_037906782.1|HILL
OG0003751	LOC108034992|XP_016965815.1|DBIA	LOC119649422|XP_037907491.1|HILL
OG0003752	LOC108035188|XP_016966160.1|DBIA	LOC119647805|XP_037904949.1|HILL
OG0003753	LOC108028327|XP_016955553.1|DBIA	LOC119648004|XP_037905318.1|HILL
OG0003754	LOC108028326|XP_016955547.1|DBIA	LOC119647906|XP_037905142.1|HILL
OG0003755	LOC108034889|XP_016965588.1|DBIA	LOC119648189|XP_037905706.1|HILL
OG0003756	LOC108032850|XP_016962343.1|DBIA	LOC119659413|XP_037923415.1|HILL
OG0003757	LOC108022604|XP_016947128.1|DBIA	LOC119647186|XP_037903925.1|HILL
OG0003758	LOC108029485|XP_016957239.1|DBIA	LOC119648492|XP_037906186.1|HILL
OG0003759	LOC108034825|XP_016965415.1|DBIA	LOC119650305|XP_037908874.1|HILL
OG0003760	LOC108022715|XP_016947284.1|DBIA	LOC119660969|XP_037925962.1|HILL
OG0003761	LOC108022212|XP_016946557.1|DBIA, LOC108035145|XP_016966077.1|DBIA	LOC119649811|XP_037908070.1|HILL
OG0003762	LOC108035146|XP_016966078.1|DBIA	LOC119648364|XP_037906017.1|HILL
OG0003763	LOC108028681|XP_016956106.1|DBIA	LOC119650257|XP_037908780.1|HILL
OG0003764	LOC108028502|XP_016955867.1|DBIA	LOC119648147|XP_037905632.1|HILL
OG0003765	LOC108032428|XP_016961739.1|DBIA	LOC119648395|XP_037906062.1|HILL
OG0003766	LOC108023382|XP_016948278.1|DBIA	LOC119661595|XP_037926925.1|HILL
OG0003767	LOC108030246|XP_016958541.1|DBIA	LOC119646303|XP_037902646.1|HILL
OG0003768	LOC108023099|XP_016947852.1|DBIA	LOC119647077|XP_037903762.1|HILL
OG0003769	LOC108022590|XP_016947106.1|DBIA	LOC119655999|XP_037918169.1|HILL
OG0003770	LOC108036002|XP_016967384.1|DBIA	LOC119660948|XP_037925888.1|HILL
OG0003771	LOC108034741|XP_016965176.1|DBIA	LOC119648179|XP_037905687.1|HILL
OG0003772	LOC108028811|XP_016956290.1|DBIA	LOC119648822|XP_037906609.1|HILL
OG0003773	LOC108036634|XP_016968397.1|DBIA	LOC119658748|XP_037922360.1|HILL
OG0003774	LOC108036502|XP_016968192.1|DBIA	LOC119661704|XP_037927083.1|HILL
OG0003775	LOC108024162|XP_016949463.1|DBIA	LOC119659114|XP_037922965.1|HILL, LOC119659746|XP_037923936.1|HILL
OG0003776	LOC108030362|XP_016958720.1|DBIA	LOC119660469|XP_037924980.1|HILL
OG0003778	LOC108022982|XP_016947697.1|DBIA	LOC119654891|XP_037916437.1|HILL
OG0003779	LOC108029565|XP_016957408.1|DBIA	LOC119660462|XP_037924952.1|HILL
OG0003780	LOC108022484|XP_016946925.1|DBIA	LOC119648787|XP_037906563.1|HILL
OG0003781	LOC108036001|XP_016967381.1|DBIA	LOC119660774|XP_037925472.1|HILL
OG0003782	LOC108023369|XP_016948258.1|DBIA	LOC119654382|XP_037915676.1|HILL
OG0003783	LOC108024712|XP_016950294.1|DBIA	LOC119656177|XP_037918455.1|HILL
OG0003784	LOC108036231|XP_016967730.1|DBIA	LOC119649315|XP_037907345.1|HILL
OG0003785	LOC108035740|XP_016966925.1|DBIA	LOC119652101|XP_037911970.1|HILL
OG0003786	LOC108036585|XP_016968330.1|DBIA	LOC119657405|XP_037920228.1|HILL
OG0003787	LOC108036583|XP_016968328.1|DBIA	LOC119655515|XP_037917354.1|HILL
OG0003788	LOC108026689|XP_016953266.1|DBIA	LOC119659916|XP_037924169.1|HILL, LOC119650883|XP_037909985.1|HILL
OG0003789	LOC108036450|XP_016968092.1|DBIA	LOC119658627|XP_037922055.1|HILL
OG0003790	LOC108028745|XP_016956202.1|DBIA	LOC119649352|XP_037907388.1|HILL
OG0003791	LOC108027225|XP_016954046.1|DBIA	LOC119660197|XP_037924545.1|HILL
OG0003792	LOC108022634|XP_016947179.1|DBIA	LOC119655876|XP_037917940.1|HILL
OG0003793	LOC108022605|XP_016947129.1|DBIA	LOC119650171|XP_037908655.1|HILL
OG0003794	LOC108026740|XP_016953349.1|DBIA	LOC119653959|XP_037915048.1|HILL
OG0003795	LOC108034997|XP_016965825.1|DBIA	LOC119661278|XP_037926480.1|HILL
OG0003796	LOC108025274|XP_016951128.1|DBIA	LOC119661279|XP_037926482.1|HILL
OG0003797	LOC108032756|XP_016962238.1|DBIA	LOC119650191|XP_037908682.1|HILL
OG0003798	LOC108036667|XP_016968437.1|DBIA	LOC119646775|XP_037903284.1|HILL
OG0003799	LOC108026816|XP_016953470.1|DBIA	LOC119653551|XP_037914191.1|HILL
OG0003800	LOC108032713|XP_016962180.1|DBIA	LOC119651835|XP_037911559.1|HILL
OG0003801	LOC108032770|XP_016962260.1|DBIA	LOC119652823|XP_037913079.1|HILL
OG0003802	LOC108032569|XP_016961956.1|DBIA	LOC119660468|XP_037924982.1|HILL, LOC119648035|XP_037905393.1|HILL
OG0003803	LOC108025131|XP_016950888.1|DBIA	LOC119660911|XP_037925796.1|HILL
OG0003804	LOC108029068|XP_016956627.1|DBIA	LOC119650642|XP_037909493.1|HILL
OG0003805	LOC108036851|XP_016968712.1|DBIA	LOC119650599|XP_037909388.1|HILL
OG0003806	LOC108036555|XP_016968322.1|DBIA	LOC119652383|XP_037912410.1|HILL
OG0003807	LOC108036831|XP_016968665.1|DBIA	LOC119653215|XP_037913713.1|HILL
OG0003808	LOC108028479|XP_016955830.1|DBIA	LOC119655359|XP_037917147.1|HILL
OG0003809	LOC108034215|XP_016964545.1|DBIA	LOC119648603|XP_037906304.1|HILL
OG0003810	LOC108022739|XP_016947318.1|DBIA	LOC119646688|XP_037903177.1|HILL
OG0003811	LOC108026854|XP_016953522.1|DBIA	LOC119653900|XP_037914963.1|HILL
OG0003812	LOC108036838|XP_016968674.1|DBIA	LOC119647196|XP_037903935.1|HILL
OG0003813	LOC108034101|XP_016964367.1|DBIA	LOC119651881|XP_037911628.1|HILL
OG0003814	LOC108034235|XP_016964573.1|DBIA	LOC119646208|XP_037902517.1|HILL
OG0003815	LOC108031633|XP_016960728.1|DBIA	LOC119650560|XP_037909295.1|HILL
OG0003816	LOC108032596|XP_016962000.1|DBIA	LOC119652600|XP_037912757.1|HILL
OG0003817	LOC108032725|XP_016962194.1|DBIA	LOC119653238|XP_037913765.1|HILL
OG0003818	LOC108034358|XP_016964734.1|DBIA	LOC119656712|XP_037919164.1|HILL
OG0003819	LOC108029300|XP_016956992.1|DBIA	LOC119647659|XP_037904663.1|HILL, LOC119655639|XP_037917544.1|HILL, LOC119654751|XP_037916209.1|HILL, LOC119655175|XP_037916855.1|HILL
OG0003820	LOC108031547|XP_016960572.1|DBIA	LOC119659344|XP_037923316.1|HILL
OG0003821	LOC108023083|XP_016947825.1|DBIA	LOC119658253|XP_037921465.1|HILL
OG0003822	LOC108031995|XP_016961281.1|DBIA	LOC119651831|XP_037911554.1|HILL
OG0003823	LOC108032576|XP_016961967.1|DBIA	LOC119651689|XP_037911324.1|HILL
OG0003824	LOC108032502|XP_016961816.1|DBIA	LOC119651957|XP_037911741.1|HILL
OG0003825	LOC108034193|XP_016964510.1|DBIA	LOC119652718|XP_037912937.1|HILL
OG0003826	LOC108028988|XP_016956519.1|DBIA	LOC119651514|XP_037911069.1|HILL
OG0003827	LOC108032450|XP_016961765.1|DBIA	LOC119651561|XP_037911122.1|HILL
OG0003828	LOC108032616|XP_016962043.1|DBIA	LOC119652878|XP_037913169.1|HILL
OG0003829	LOC108032754|XP_016962233.1|DBIA	LOC119652793|XP_037913039.1|HILL
OG0003830	LOC108033335|XP_016963110.1|DBIA	LOC119651444|XP_037910976.1|HILL
OG0003831	LOC108031725|XP_016960884.1|DBIA	LOC119657923|XP_037921039.1|HILL
OG0003832	LOC108034251|XP_016964593.1|DBIA	LOC119652867|XP_037913152.1|HILL
OG0003833	LOC108033955|XP_016964138.1|DBIA	LOC119650697|XP_037909608.1|HILL
OG0003834	LOC108033890|XP_016964026.1|DBIA	LOC119651620|XP_037911203.1|HILL
OG0003835	LOC108032588|XP_016961985.1|DBIA	LOC119652103|XP_037911968.1|HILL, LOC119652100|XP_037911966.1|HILL, LOC119652102|XP_037911967.1|HILL
OG0003836	LOC108033743|XP_016963791.1|DBIA	LOC119653759|XP_037914659.1|HILL
OG0003837	LOC108034065|XP_016964309.1|DBIA	LOC119647080|XP_037903765.1|HILL
OG0003838	LOC108032474|XP_016961786.1|DBIA	LOC119647137|XP_037903857.1|HILL
OG0003839	LOC108032642|XP_016962077.1|DBIA	LOC119651293|XP_037910740.1|HILL
OG0003840	LOC108029482|XP_016957234.1|DBIA	LOC119646581|XP_037903002.1|HILL
OG0003841	LOC108029250|XP_016956934.1|DBIA	LOC119659259|XP_037923182.1|HILL
OG0003842	LOC108033963|XP_016964158.1|DBIA	LOC119652542|XP_037912675.1|HILL
OG0003843	LOC108032609|XP_016962028.1|DBIA	LOC119650959|XP_037910133.1|HILL
OG0003844	LOC108032679|XP_016962142.1|DBIA	LOC119652928|XP_037913242.1|HILL
OG0003845	LOC108029230|XP_016956913.1|DBIA	LOC119651722|XP_037911372.1|HILL
OG0003846	LOC108032714|XP_016962181.1|DBIA	LOC119650951|XP_037910113.1|HILL
OG0003847	LOC108032743|XP_016962216.1|DBIA	LOC119654403|XP_037915715.1|HILL, LOC119654492|XP_037915843.1|HILL, LOC119652889|XP_037913184.1|HILL
OG0003848	LOC108024502|XP_016949938.1|DBIA	LOC119653263|XP_037913798.1|HILL
OG0003849	LOC108036178|XP_016967657.1|DBIA	LOC119646506|XP_037902889.1|HILL
OG0003850	LOC108034155|XP_016964444.1|DBIA	LOC119651235|XP_037910638.1|HILL
OG0003851	LOC108030259|XP_016958569.1|DBIA	LOC119661391|XP_037926642.1|HILL
OG0003852	LOC108036126|XP_016967600.1|DBIA	LOC119661247|XP_037926414.1|HILL
OG0003853	LOC108030153|XP_016958367.1|DBIA	LOC119648075|XP_037905492.1|HILL
OG0003854	LOC108034896|XP_016965603.1|DBIA	LOC119651383|XP_037910885.1|HILL
OG0003855	LOC108034163|XP_016964462.1|DBIA	LOC119650766|XP_037909795.1|HILL
OG0003856	LOC108033250|XP_016963005.1|DBIA	LOC119651823|XP_037911542.1|HILL
OG0003857	LOC108032572|XP_016961961.1|DBIA	LOC119647176|XP_037903911.1|HILL
OG0003858	LOC108024143|XP_016949416.1|DBIA	LOC119654767|XP_037916235.1|HILL
OG0003859	LOC108033945|XP_016964121.1|DBIA	LOC119655127|XP_037916785.1|HILL
OG0003860	LOC108022895|XP_016947583.1|DBIA	LOC119656750|XP_037919241.1|HILL
OG0003861	LOC108027833|XP_016954908.1|DBIA	LOC119655989|XP_037918155.1|HILL
OG0003862	LOC108033099|XP_016962823.1|DBIA	LOC119650638|XP_037909486.1|HILL
OG0003863	LOC108032521|XP_016961845.1|DBIA	LOC119650576|XP_037909323.1|HILL
OG0003864	LOC108032803|XP_016962298.1|DBIA	LOC119651328|XP_037910796.1|HILL
OG0003865	LOC108025510|XP_016951521.1|DBIA	LOC119659378|XP_037923366.1|HILL
OG0003866	LOC108034131|XP_016964409.1|DBIA	LOC119652356|XP_037912367.1|HILL
OG0003867	LOC108031950|XP_016961228.1|DBIA	LOC119647018|XP_037903685.1|HILL
OG0003868	LOC108033339|XP_016963114.1|DBIA	LOC119646411|XP_037902784.1|HILL
OG0003869	LOC108033559|XP_016963396.1|DBIA	LOC119646590|XP_037903011.1|HILL
OG0003870	LOC108033673|XP_016963607.1|DBIA	LOC119646684|XP_037903167.1|HILL
OG0003871	LOC108034276|XP_016964624.1|DBIA	LOC119651899|XP_037911657.1|HILL
OG0003872	LOC108022838|XP_016947499.1|DBIA	LOC119655173|XP_037916851.1|HILL
OG0003873	LOC108034085|XP_016964340.1|DBIA	LOC119655387|XP_037917186.1|HILL
OG0003874	LOC108033736|XP_016963778.1|DBIA	LOC119653844|XP_037914817.1|HILL
OG0003875	LOC108034818|XP_016965363.1|DBIA	LOC119651556|XP_037911117.1|HILL
OG0003876	LOC108027906|XP_016955014.1|DBIA	LOC119661558|XP_037926876.1|HILL
OG0003877	LOC108032811|XP_016962313.1|DBIA	LOC119653234|XP_037913751.1|HILL
OG0003878	LOC108033944|XP_016964118.1|DBIA	LOC119654535|XP_037915905.1|HILL
OG0003879	LOC108030163|XP_016958385.1|DBIA	LOC119649097|XP_037907027.1|HILL
OG0003880	LOC108028535|XP_016955920.1|DBIA	LOC119649824|XP_037908088.1|HILL
OG0003881	LOC108022992|XP_016947711.1|DBIA	LOC119652972|XP_037913309.1|HILL
