Orthogroup	DBIA.longest_only	DSER.longest_only
OG0005754	LOC108036569|XP_016968305.1|DBIA	LOC110182561|XP_020806273.1|DSER
OG0005755	LOC108026918|XP_016953618.1|DBIA	LOC110191483|XP_020818006.1|DSER
OG0005756	LOC108024607|XP_016950112.1|DBIA	LOC110186283|XP_020811059.1|DSER
OG0005757	LOC108031857|XP_016961100.1|DBIA	LOC110177150|XP_020799386.1|DSER
OG0005758	LOC108032892|XP_016962417.1|DBIA	LOC110188725|XP_020814197.1|DSER
OG0005759	LOC108031536|XP_016960561.1|DBIA	LOC110188737|XP_020814229.1|DSER
OG0005760	LOC108025334|XP_016951252.1|DBIA	LOC110188566|XP_020813984.1|DSER
OG0005761	LOC108031638|XP_016960742.1|DBIA	LOC110188253|XP_020813585.1|DSER
OG0005762	LOC108027286|XP_016954164.1|DBIA	LOC110190169|XP_020816169.1|DSER
OG0005763	LOC108030162|XP_016958381.1|DBIA	LOC110189225|XP_020814865.1|DSER
OG0005764	LOC108027171|XP_016953942.1|DBIA	LOC110185225|XP_020809619.1|DSER
OG0005765	LOC108027166|XP_016953918.1|DBIA	LOC110185122|XP_020809477.1|DSER
OG0005766	LOC108025200|XP_016951009.1|DBIA	LOC110190861|XP_020817170.1|DSER
OG0005767	LOC108031631|XP_016960725.1|DBIA	LOC110188220|XP_020813522.1|DSER
OG0005768	LOC108023333|XP_016948148.1|DBIA	LOC110179629|XP_020802898.1|DSER
OG0005769	LOC108027200|XP_016953996.1|DBIA	LOC110187665|XP_020812742.1|DSER
OG0005770	LOC108026183|XP_016952461.1|DBIA	LOC110191719|XP_020818295.1|DSER
OG0005771	LOC108025250|XP_016951091.1|DBIA	LOC110176519|XP_020798555.1|DSER
OG0005772	LOC108031629|XP_016960723.1|DBIA	LOC110186534|XP_020811394.1|DSER
OG0005773	LOC108026067|XP_016952251.1|DBIA	LOC110191828|XP_020818452.1|DSER
OG0005774	LOC108024525|XP_016949977.1|DBIA	LOC110186602|XP_020811492.1|DSER
OG0005775	LOC108028021|XP_016955146.1|DBIA	LOC110178992|XP_020801968.1|DSER
OG0005776	LOC108035670|XP_016966866.1|DBIA	LOC110182781|XP_020806565.1|DSER
OG0005777	LOC108034237|XP_016964575.1|DBIA	LOC110183863|XP_020807875.1|DSER
OG0005778	LOC108031425|XP_016960315.1|DBIA	LOC110188367|XP_020813736.1|DSER
OG0005779	LOC108026237|XP_016952561.1|DBIA	LOC110191751|XP_020818346.1|DSER
OG0005780	LOC108035316|XP_016966378.1|DBIA	LOC110178907|XP_020801842.1|DSER
OG0005781	LOC108028112|XP_016955250.1|DBIA	LOC110190298|XP_020816342.1|DSER
OG0005782	LOC108028560|XP_016955955.1|DBIA	LOC110190249|XP_020816272.1|DSER
OG0005783	LOC108036670|XP_016968441.1|DBIA	LOC110189296|XP_020814986.1|DSER
OG0005784	LOC108025441|XP_016951425.1|DBIA	LOC110176423|XP_020798427.1|DSER
OG0005785	LOC108025371|XP_016951320.1|DBIA	LOC110176479|XP_020798500.1|DSER
OG0005786	LOC108031588|XP_016960646.1|DBIA	LOC110176603|XP_020798684.1|DSER
OG0005787	LOC108032919|XP_016962472.1|DBIA	LOC110187671|XP_020812751.1|DSER
OG0005788	LOC108036528|XP_016968235.1|DBIA	LOC110189229|XP_020814871.1|DSER
OG0005789	LOC108036865|XP_016968731.1|DBIA	LOC110185347|XP_020809783.1|DSER
OG0005790	LOC108025249|XP_016951090.1|DBIA	LOC110176521|XP_020798557.1|DSER
OG0005791	LOC108031953|XP_016961229.1|DBIA	LOC110188555|XP_020813972.1|DSER
OG0005792	LOC108031954|XP_016961231.1|DBIA	LOC110188556|XP_020813974.1|DSER
OG0005793	LOC108026274|XP_016952625.1|DBIA	LOC110191799|XP_020818408.1|DSER
OG0005794	LOC108022803|XP_016947426.1|DBIA	LOC110179304|XP_020802449.1|DSER
OG0005795	LOC108024146|XP_016949427.1|DBIA	LOC110177415|XP_020799791.1|DSER
OG0005796	LOC108028018|XP_016955140.1|DBIA	LOC110178908|XP_020801843.1|DSER
OG0005797	LOC108034945|XP_016965713.1|DBIA	LOC110190703|XP_020816974.1|DSER
OG0005798	LOC108024579|XP_016950067.1|DBIA	LOC110184577|XP_020808821.1|DSER
OG0005799	LOC108031472|XP_016960417.1|DBIA	LOC110191084|XP_020817482.1|DSER
OG0005800	LOC108031491|XP_016960473.1|DBIA	LOC110191063|XP_020817452.1|DSER
OG0005801	LOC108031490|XP_016960472.1|DBIA	LOC110191062|XP_020817451.1|DSER
OG0005802	LOC108026224|XP_016952545.1|DBIA	LOC110191847|XP_020818481.1|DSER
OG0005803	LOC108024546|XP_016950009.1|DBIA	LOC110186472|XP_020811321.1|DSER
OG0005804	LOC108024856|XP_016950487.1|DBIA	LOC110191209|XP_020817636.1|DSER
OG0005805	LOC108022837|XP_016947497.1|DBIA	LOC110176903|XP_020799053.1|DSER
OG0005806	LOC108026008|XP_016952187.1|DBIA	LOC110186189|XP_020810906.1|DSER
OG0005807	LOC108026111|XP_016952300.1|DBIA	LOC110186149|XP_020810859.1|DSER
OG0005808	LOC108025829|XP_016951978.1|DBIA	LOC110187133|XP_020812206.1|DSER
OG0005809	LOC108028605|XP_016956017.1|DBIA	LOC110191334|XP_020817828.1|DSER
OG0005810	LOC108031719|XP_016960877.1|DBIA	LOC110191088|XP_020817492.1|DSER
OG0005811	LOC108031720|XP_016960878.1|DBIA	LOC110191089|XP_020817493.1|DSER
OG0005812	LOC108032097|XP_016961414.1|DBIA	LOC110184541|XP_020808778.1|DSER
OG0005813	LOC108031059|XP_016959754.1|DBIA	LOC110188755|XP_020814256.1|DSER
OG0005814	LOC108027392|XP_016954317.1|DBIA	LOC110187688|XP_020812779.1|DSER
OG0005815	LOC108030159|XP_016958378.1|DBIA	LOC110189222|XP_020814860.1|DSER
OG0005816	LOC108023860|XP_016949003.1|DBIA	LOC110186250|XP_020810986.1|DSER
OG0005817	LOC108031628|XP_016960722.1|DBIA	LOC110186373|XP_020811182.1|DSER
OG0005818	LOC108025394|XP_016951359.1|DBIA	LOC110176503|XP_020798536.1|DSER
OG0005819	LOC108027368|XP_016954280.1|DBIA	LOC110191850|XP_020818485.1|DSER
OG0005820	LOC108027369|XP_016954281.1|DBIA	LOC110191851|XP_020818486.1|DSER
OG0005821	LOC108027394|XP_016954319.1|DBIA	LOC110177193|XP_020799447.1|DSER
OG0005822	LOC108034307|XP_016964666.1|DBIA	LOC110185699|XP_020810327.1|DSER
OG0005823	LOC108023697|XP_016948812.1|DBIA	LOC110181739|XP_020805258.1|DSER
OG0005824	LOC108031683|XP_016960817.1|DBIA	LOC110188093|XP_020813308.1|DSER
OG0005825	LOC108028104|XP_016955240.1|DBIA	LOC110181270|XP_020804639.1|DSER
OG0005826	LOC108031821|XP_016961433.1|DBIA	LOC110184515|XP_020808742.1|DSER
OG0005827	LOC108026011|XP_016952191.1|DBIA	LOC110187009|XP_020812031.1|DSER
OG0005828	LOC108028368|XP_016955646.1|DBIA	LOC110184682|XP_020808954.1|DSER
OG0005829	LOC108031813|XP_016961029.1|DBIA	LOC110188294|XP_020813655.1|DSER
OG0005830	LOC108035161|XP_016966106.1|DBIA	LOC110183706|XP_020807711.1|DSER
OG0005831	LOC108034572|XP_016964991.1|DBIA	LOC110183701|XP_020807699.1|DSER
OG0005832	LOC108035699|XP_016966909.1|DBIA	LOC110183617|XP_020807594.1|DSER
OG0005833	LOC108034853|XP_016965490.1|DBIA	LOC110183614|XP_020807592.1|DSER
OG0005834	LOC108034859|XP_016965499.1|DBIA	LOC110183720|XP_020807728.1|DSER
OG0005835	LOC108035694|XP_016966902.1|DBIA	LOC110183569|XP_020807535.1|DSER
OG0005836	LOC108035595|XP_016966759.1|DBIA	LOC110190316|XP_020816364.1|DSER
OG0005837	LOC108026267|XP_016952616.1|DBIA	LOC110186138|XP_020810847.1|DSER
OG0005838	LOC108025449|XP_016951436.1|DBIA	LOC110177307|XP_020799631.1|DSER
OG0005839	LOC108027856|XP_016954945.1|DBIA	LOC110182319|XP_020806008.1|DSER
OG0005840	LOC108025602|XP_016951629.1|DBIA	LOC110187678|XP_020812768.1|DSER
OG0005841	LOC108027142|XP_016953850.1|DBIA	LOC110188307|XP_020813674.1|DSER
OG0005842	LOC108023747|XP_016948875.1|DBIA	LOC110182481|XP_020806187.1|DSER
OG0005843	LOC108035424|XP_016966541.1|DBIA	LOC110182787|XP_020806572.1|DSER
OG0005844	LOC108035911|XP_016967171.1|DBIA	LOC110185223|XP_020809613.1|DSER
OG0005845	LOC108032894|XP_016962419.1|DBIA	LOC110188528|XP_020813932.1|DSER
OG0005846	LOC108031374|XP_016960197.1|DBIA	LOC110191808|XP_020818419.1|DSER
OG0005847	LOC108031752|XP_016960945.1|DBIA	LOC110186918|XP_020811899.1|DSER
OG0005848	LOC108025787|XP_016951902.1|DBIA	LOC110179538|XP_020802777.1|DSER
OG0005849	LOC108026293|XP_016952664.1|DBIA	LOC110181498|XP_020804925.1|DSER
OG0005850	LOC108025731|XP_016951799.1|DBIA	LOC110179498|XP_020802732.1|DSER
OG0005851	LOC108033959|XP_016964153.1|DBIA	LOC110185861|XP_020810528.1|DSER
OG0005852	LOC108024836|XP_016950459.1|DBIA	LOC110191027|XP_020817405.1|DSER
OG0005853	LOC108023220|XP_016947979.1|DBIA	LOC110181584|XP_020805036.1|DSER
OG0005854	LOC108031474|XP_016960424.1|DBIA	LOC110191087|XP_020817491.1|DSER
OG0005855	LOC108023639|XP_016948744.1|DBIA	LOC110180619|XP_020803961.1|DSER
OG0005856	LOC108025745|XP_016951822.1|DBIA	LOC110184479|XP_020808682.1|DSER
OG0005857	LOC108031351|XP_016960105.1|DBIA	LOC110188235|XP_020813552.1|DSER
OG0005858	LOC108031587|XP_016960645.1|DBIA	LOC110176600|XP_020798677.1|DSER
OG0005859	LOC108029272|XP_016956960.1|DBIA	LOC110184893|XP_020809199.1|DSER
OG0005860	LOC108027239|XP_016954062.1|DBIA	LOC110188734|XP_020814209.1|DSER
OG0005861	LOC108023863|XP_016949009.1|DBIA	LOC110186384|XP_020811200.1|DSER
OG0005862	LOC108029359|XP_016957070.1|DBIA	LOC110176089|XP_020797992.1|DSER
OG0005863	LOC108022938|XP_016947640.1|DBIA	LOC110181124|XP_020804455.1|DSER
OG0005864	LOC108032069|XP_016961376.1|DBIA	LOC110191735|XP_020818320.1|DSER
OG0005865	LOC108031412|XP_016960301.1|DBIA	LOC110186372|XP_020811185.1|DSER
OG0005866	LOC108030458|XP_016958840.1|DBIA	LOC110180265|XP_020803579.1|DSER
OG0005867	LOC108033287|XP_016963042.1|DBIA	LOC110181198|XP_020804537.1|DSER
OG0005868	LOC108022962|XP_016947671.1|DBIA	LOC110190909|XP_020817232.1|DSER
OG0005869	LOC108021980|XP_016946309.1|DBIA	LOC110183258|XP_020807143.1|DSER
OG0005870	LOC108023627|XP_016948727.1|DBIA	LOC110184173|XP_020808242.1|DSER
OG0005871	LOC108036518|XP_016968216.1|DBIA	LOC110184238|XP_020808353.1|DSER
OG0005872	LOC108031571|XP_016960617.1|DBIA	LOC110190590|XP_020816845.1|DSER
OG0005873	LOC108031582|XP_016960640.1|DBIA	LOC110186569|XP_020811437.1|DSER
OG0005874	LOC108033125|XP_016962830.1|DBIA	LOC110175968|XP_020797822.1|DSER
OG0005875	LOC108029751|XP_016957734.1|DBIA	LOC110178664|XP_020801522.1|DSER
OG0005876	LOC108021964|XP_016946285.1|DBIA	LOC110181659|XP_020805124.1|DSER
OG0005877	LOC108025780|XP_016951884.1|DBIA	LOC110181742|XP_020805260.1|DSER
OG0005878	LOC108024295|XP_016949685.1|DBIA	LOC110180650|XP_020804004.1|DSER
OG0005879	LOC108023725|XP_016948850.1|DBIA	LOC110184321|XP_020808472.1|DSER
OG0005880	LOC108030844|XP_016959468.1|DBIA	LOC110189899|XP_020815818.1|DSER
OG0005881	LOC108034598|XP_016965020.1|DBIA	LOC110176200|XP_020798120.1|DSER
OG0005882	LOC108025858|XP_016952014.1|DBIA	LOC110191982|XP_020818668.1|DSER
OG0005883	LOC108028973|XP_016956505.1|DBIA	LOC110178714|XP_020801577.1|DSER
OG0005884	LOC108028669|XP_016956091.1|DBIA	LOC110189932|XP_020815875.1|DSER
OG0005885	LOC108035606|XP_016966775.1|DBIA	LOC110190883|XP_020817200.1|DSER
OG0005886	LOC108034481|XP_016964872.1|DBIA	LOC110189947|XP_020815893.1|DSER
OG0005887	LOC108034994|XP_016965820.1|DBIA	LOC110176306|XP_020798286.1|DSER
OG0005888	LOC108030794|XP_016959360.1|DBIA	LOC110190389|XP_020816497.1|DSER
OG0005889	LOC108035937|XP_016967219.1|DBIA	LOC110177529|XP_020799947.1|DSER
OG0005890	LOC108024243|XP_016949613.1|DBIA	LOC110187058|XP_020812102.1|DSER
OG0005891	LOC108030677|XP_016959195.1|DBIA	LOC110181226|XP_020804580.1|DSER
OG0005892	LOC108030626|XP_016959118.1|DBIA	LOC110178910|XP_020801848.1|DSER
OG0005893	LOC108030643|XP_016959146.1|DBIA	LOC110176128|XP_020798023.1|DSER
OG0005894	LOC108030644|XP_016959147.1|DBIA	LOC110176129|XP_020798024.1|DSER
OG0005895	LOC108030647|XP_016959148.1|DBIA	LOC110176130|XP_020798025.1|DSER
OG0005896	LOC108028689|XP_016956122.1|DBIA	LOC110184668|XP_020808935.1|DSER
OG0005897	LOC108035168|XP_016966120.1|DBIA	LOC110189965|XP_020815913.1|DSER
OG0005898	LOC108026570|XP_016953014.1|DBIA	LOC110187017|XP_020812038.1|DSER
OG0005899	LOC108030238|XP_016958531.1|DBIA	LOC110189641|XP_020815446.1|DSER
OG0005900	LOC108028956|XP_016956484.1|DBIA	LOC110178181|XP_020800872.1|DSER
OG0005901	LOC108022719|XP_016947293.1|DBIA	LOC110177713|XP_020800212.1|DSER
OG0005902	LOC108036649|XP_016968418.1|DBIA	LOC110176778|XP_020798876.1|DSER, LOC110189606|XP_020815399.1|DSER
OG0005903	LOC108024398|XP_016949797.1|DBIA	LOC110188140|XP_020813395.1|DSER
OG0005904	LOC108024790|XP_016950398.1|DBIA	LOC110186424|XP_020811269.1|DSER
OG0005905	LOC108028485|XP_016955837.1|DBIA	LOC110189922|XP_020815856.1|DSER
OG0005906	LOC108035905|XP_016967160.1|DBIA	LOC110189867|XP_020815747.1|DSER
OG0005907	LOC108028278|XP_016955472.1|DBIA	LOC110190284|XP_020816319.1|DSER
OG0005908	LOC108030563|XP_016958950.1|DBIA	LOC110189863|XP_020815741.1|DSER
OG0005909	LOC108030884|XP_016959533.1|DBIA	LOC110179829|XP_020803094.1|DSER
OG0005910	LOC108022820|XP_016947450.1|DBIA	LOC110176351|XP_020798339.1|DSER
OG0005911	LOC108022821|XP_016947451.1|DBIA	LOC110176342|XP_020798330.1|DSER
OG0005912	LOC108022711|XP_016947274.1|DBIA	LOC110176338|XP_020798319.1|DSER
OG0005913	LOC108031526|XP_016960543.1|DBIA	LOC110177347|XP_020799698.1|DSER
OG0005914	LOC108036222|XP_016967702.1|DBIA	LOC110179279|XP_020802427.1|DSER
OG0005915	LOC108036471|XP_016968136.1|DBIA	LOC110179282|XP_020802429.1|DSER
OG0005916	LOC108022849|XP_016947510.1|DBIA	LOC110179205|XP_020802282.1|DSER
OG0005917	LOC108030443|XP_016958824.1|DBIA	LOC110177852|XP_020800457.1|DSER
OG0005918	LOC108023800|XP_016948930.1|DBIA	LOC110184531|XP_020808766.1|DSER
OG0005919	LOC108036319|XP_016967821.1|DBIA	LOC110191802|XP_020818415.1|DSER
OG0005920	LOC108030146|XP_016958351.1|DBIA	LOC110178361|XP_020801152.1|DSER
OG0005921	LOC108034801|XP_016965291.1|DBIA	LOC110177578|XP_020800016.1|DSER
OG0005922	LOC108023423|XP_016948398.1|DBIA	LOC110179527|XP_020802766.1|DSER
OG0005923	LOC108035637|XP_016966829.1|DBIA	LOC110178999|XP_020801988.1|DSER
OG0005924	LOC108035644|XP_016966838.1|DBIA	LOC110178556|XP_020801385.1|DSER
OG0005925	LOC108035961|XP_016967263.1|DBIA	LOC110177484|XP_020799892.1|DSER
OG0005926	LOC108023913|XP_016949087.1|DBIA	LOC110179715|XP_020802988.1|DSER
OG0005927	LOC108027356|XP_016954267.1|DBIA	LOC110187761|XP_020812884.1|DSER
OG0005928	LOC108027587|XP_016954590.1|DBIA	LOC110179382|XP_020802555.1|DSER
OG0005929	LOC108035666|XP_016966863.1|DBIA	LOC110177553|XP_020799985.1|DSER
OG0005930	LOC108030083|XP_016958210.1|DBIA	LOC110180261|XP_020803576.1|DSER
OG0005931	LOC108030414|XP_016958788.1|DBIA	LOC110189411|XP_020815125.1|DSER
OG0005932	LOC108022745|XP_016947325.1|DBIA	LOC110177752|XP_020800271.1|DSER
OG0005933	LOC108029601|XP_016957463.1|DBIA	LOC110178398|XP_020801195.1|DSER
OG0005934	LOC108022784|XP_016947397.1|DBIA	LOC110178819|XP_020801747.1|DSER
OG0005935	LOC108030822|XP_016959425.1|DBIA	LOC110190240|XP_020816259.1|DSER
OG0005936	LOC108034292|XP_016964642.1|DBIA	LOC110185694|XP_020810320.1|DSER
OG0005937	LOC108030808|XP_016959392.1|DBIA	LOC110190242|XP_020816265.1|DSER
OG0005938	LOC108036496|XP_016968178.1|DBIA	LOC110191511|XP_020818041.1|DSER
OG0005939	LOC108025922|XP_016952101.1|DBIA	LOC110175948|XP_020797795.1|DSER
OG0005940	LOC108022626|XP_016947160.1|DBIA	LOC110177933|XP_020800572.1|DSER
OG0005941	LOC108026845|XP_016953512.1|DBIA	LOC110191469|XP_020817981.1|DSER
OG0005942	LOC108029650|XP_016957555.1|DBIA	LOC110189471|XP_020815208.1|DSER
OG0005943	LOC108030114|XP_016958299.1|DBIA	LOC110189754|XP_020815624.1|DSER
OG0005944	LOC108030372|XP_016958731.1|DBIA	LOC110189283|XP_020814966.1|DSER
OG0005945	LOC108036552|XP_016968275.1|DBIA	LOC110189293|XP_020814983.1|DSER
OG0005946	LOC108029699|XP_016957653.1|DBIA	LOC110177984|XP_020800640.1|DSER
OG0005947	LOC108036406|XP_016968015.1|DBIA	LOC110185803|XP_020810506.1|DSER
OG0005948	LOC108035875|XP_016967113.1|DBIA	LOC110189868|XP_020815748.1|DSER
OG0005949	LOC108030738|XP_016959274.1|DBIA	LOC110179823|XP_020803087.1|DSER
OG0005950	LOC108033771|XP_016963858.1|DBIA	LOC110183163|XP_020807014.1|DSER
OG0005951	LOC108035436|XP_016966557.1|DBIA	LOC110190606|XP_020816858.1|DSER
OG0005952	LOC108033770|XP_016963856.1|DBIA	LOC110183162|XP_020807012.1|DSER
OG0005953	LOC108034087|XP_016964343.1|DBIA	LOC110187423|XP_020812472.1|DSER
OG0005954	LOC108033985|XP_016964198.1|DBIA	LOC110187448|XP_020812496.1|DSER
OG0005955	LOC108024779|XP_016950384.1|DBIA	LOC110184223|XP_020808340.1|DSER
OG0005956	LOC108022636|XP_016947180.1|DBIA	LOC110190976|XP_020817343.1|DSER
OG0005957	LOC108032212|XP_016961562.1|DBIA	LOC110184471|XP_020808679.1|DSER
OG0005958	LOC108025544|XP_016951563.1|DBIA	LOC110176434|XP_020798443.1|DSER
OG0005959	LOC108032622|XP_016962049.1|DBIA	LOC110183445|XP_020807384.1|DSER
OG0005960	LOC108035791|XP_016967018.1|DBIA	LOC110179562|XP_020802802.1|DSER
OG0005961	LOC108022708|XP_016947272.1|DBIA	LOC110176335|XP_020798316.1|DSER
OG0005962	LOC108029352|XP_016957031.1|DBIA	LOC110182872|XP_020806673.1|DSER
OG0005963	LOC108034301|XP_016964653.1|DBIA	LOC110184010|XP_020808035.1|DSER
OG0005964	LOC108022943|XP_016947644.1|DBIA	LOC110177777|XP_020800303.1|DSER
OG0005965	LOC108036356|XP_016967921.1|DBIA	LOC110189451|XP_020815182.1|DSER
OG0005966	LOC108022827|XP_016947458.1|DBIA	LOC110178284|XP_020801015.1|DSER
OG0005967	LOC108029594|XP_016957452.1|DBIA	LOC110181981|XP_020805588.1|DSER
OG0005968	LOC108029689|XP_016957637.1|DBIA	LOC110175933|XP_020797775.1|DSER
OG0005969	LOC108026903|XP_016953602.1|DBIA	LOC110191474|XP_020817993.1|DSER
OG0005970	LOC108034544|XP_016964959.1|DBIA	LOC110178594|XP_020801439.1|DSER
OG0005971	LOC108029544|XP_016957346.1|DBIA	LOC110189723|XP_020815572.1|DSER
OG0005972	LOC108028506|XP_016955873.1|DBIA	LOC110184623|XP_020808875.1|DSER
OG0005973	LOC108028019|XP_016955143.1|DBIA	LOC110178903|XP_020801839.1|DSER
OG0005974	LOC108028653|XP_016956066.1|DBIA	LOC110184618|XP_020808870.1|DSER
OG0005975	LOC108028419|XP_016955734.1|DBIA	LOC110184660|XP_020808922.1|DSER
OG0005976	LOC108025106|XP_016950862.1|DBIA	LOC110187732|XP_020812847.1|DSER
OG0005977	LOC108030343|XP_016958697.1|DBIA	LOC110179084|XP_020802132.1|DSER
OG0005978	LOC108022972|XP_016947686.1|DBIA	LOC110179661|XP_020802931.1|DSER
OG0005979	LOC108029785|XP_016957784.1|DBIA	LOC110179212|XP_020802305.1|DSER
OG0005980	LOC108030418|XP_016958794.1|DBIA	LOC110189429|XP_020815158.1|DSER
OG0005981	LOC108030924|XP_016959643.1|DBIA	LOC110179616|XP_020802877.1|DSER
OG0005982	LOC108030375|XP_016958734.1|DBIA	LOC110189387|XP_020815096.1|DSER
OG0005983	LOC108023982|XP_016949199.1|DBIA	LOC110180149|XP_020803458.1|DSER
OG0005984	LOC108033121|XP_016962822.1|DBIA	LOC110179708|XP_020802977.1|DSER
OG0005985	LOC108025759|XP_016951843.1|DBIA	LOC110181640|XP_020805106.1|DSER
OG0005986	LOC108023349|XP_016948182.1|DBIA	LOC110181504|XP_020804933.1|DSER
OG0005987	LOC108025796|XP_016951921.1|DBIA	LOC110181879|XP_020805465.1|DSER
OG0005988	LOC108030406|XP_016958780.1|DBIA	LOC110178009|XP_020800681.1|DSER
OG0005989	LOC108029560|XP_016957390.1|DBIA	LOC110189488|XP_020815236.1|DSER
OG0005990	LOC108022664|XP_016947221.1|DBIA	LOC110176314|XP_020798289.1|DSER
OG0005991	LOC108029536|XP_016957334.1|DBIA	LOC110178245|XP_020800955.1|DSER
OG0005992	LOC108035308|XP_016966368.1|DBIA	LOC110185150|XP_020809510.1|DSER
OG0005993	LOC108035310|XP_016966371.1|DBIA	LOC110185151|XP_020809511.1|DSER
OG0005994	LOC108030814|XP_016959403.1|DBIA	LOC110190428|XP_020816567.1|DSER
OG0005995	LOC108028790|XP_016956261.1|DBIA	LOC110184641|XP_020808898.1|DSER
OG0005996	LOC108030754|XP_016959294.1|DBIA	LOC110190219|XP_020816235.1|DSER
OG0005997	LOC108036579|XP_016968319.1|DBIA	LOC110189618|XP_020815416.1|DSER
OG0005998	LOC108034578|XP_016964999.1|DBIA	LOC110176188|XP_020798098.1|DSER
OG0005999	LOC108031279|XP_016960013.1|DBIA	LOC110179408|XP_020802593.1|DSER
OG0006000	LOC108036390|XP_016967986.1|DBIA	LOC110182157|XP_020805823.1|DSER
OG0006001	LOC108034498|XP_016964893.1|DBIA	LOC110176179|XP_020798085.1|DSER
OG0006002	LOC108026810|XP_016953462.1|DBIA	LOC110191497|XP_020818022.1|DSER
OG0006003	LOC108035458|XP_016966588.1|DBIA	LOC110176145|XP_020798040.1|DSER
OG0006004	LOC108032851|XP_016962341.1|DBIA, LOC108032888|XP_016962412.1|DBIA	LOC110187881|XP_020813023.1|DSER
OG0006005	LOC108022702|XP_016947264.1|DBIA	LOC110179362|XP_020802534.1|DSER
OG0006006	LOC108022742|XP_016947323.1|DBIA	LOC110179198|XP_020802274.1|DSER
OG0006007	LOC108029688|XP_016957633.1|DBIA	LOC110189257|XP_020814927.1|DSER
OG0006008	LOC108027850|XP_016954933.1|DBIA	LOC110184981|XP_020809290.1|DSER
OG0006009	LOC108028342|XP_016955582.1|DBIA	LOC110184644|XP_020808902.1|DSER
OG0006010	LOC108030824|XP_016959430.1|DBIA	LOC110190386|XP_020816474.1|DSER
OG0006011	LOC108029499|XP_016957271.1|DBIA	LOC110178810|XP_020801729.1|DSER
OG0006012	LOC108028256|XP_016955431.1|DBIA	LOC110181220|XP_020804566.1|DSER
OG0006013	LOC108029866|XP_016957844.1|DBIA	LOC110189353|XP_020815054.1|DSER
OG0006014	LOC108034528|XP_016964943.1|DBIA	LOC110190194|XP_020816203.1|DSER
OG0006015	LOC108026699|XP_016953281.1|DBIA	LOC110177773|XP_020800298.1|DSER
OG0006016	LOC108029599|XP_016957460.1|DBIA	LOC110178396|XP_020801193.1|DSER
OG0006017	LOC108023089|XP_016947835.1|DBIA	LOC110189231|XP_020814873.1|DSER
OG0006018	LOC108030175|XP_016958405.1|DBIA	LOC110184037|XP_020808070.1|DSER
OG0006019	LOC108023015|XP_016947737.1|DBIA	LOC110187700|XP_020812794.1|DSER
OG0006020	LOC108028695|XP_016956129.1|DBIA	LOC110184665|XP_020808932.1|DSER
OG0006022	LOC108032704|XP_016962171.1|DBIA	LOC110185106|XP_020809454.1|DSER
OG0006023	LOC108025999|XP_016952178.1|DBIA	LOC110187011|XP_020812033.1|DSER
OG0006024	LOC108032991|XP_016962558.1|DBIA	LOC110181595|XP_020805048.1|DSER
OG0006025	LOC108022509|XP_016946966.1|DBIA	LOC110178290|XP_020801020.1|DSER
OG0006026	LOC108031969|XP_016961250.1|DBIA	LOC110188643|XP_020814077.1|DSER
OG0006027	LOC108029641|XP_016957538.1|DBIA	LOC110176222|XP_020798168.1|DSER
OG0006028	LOC108023076|XP_016947816.1|DBIA	LOC110189189|XP_020814815.1|DSER
OG0006029	LOC108029547|XP_016957352.1|DBIA	LOC110178404|XP_020801203.1|DSER
OG0006030	LOC108031651|XP_016960771.1|DBIA	LOC110190868|XP_020817178.1|DSER
OG0006031	LOC108030364|XP_016958722.1|DBIA	LOC110176321|XP_020798298.1|DSER
OG0006032	LOC108027562|XP_016954527.1|DBIA	LOC110191979|XP_020818664.1|DSER
OG0006033	LOC108023028|XP_016947757.1|DBIA	LOC110189232|XP_020814874.1|DSER
OG0006034	LOC108031853|XP_016961095.1|DBIA	LOC110177262|XP_020799571.1|DSER
OG0006035	LOC108026217|XP_016952523.1|DBIA	LOC110191865|XP_020818503.1|DSER
OG0006036	LOC108032436|XP_016961748.1|DBIA	LOC110177898|XP_020800526.1|DSER
OG0006037	LOC108022816|XP_016947442.1|DBIA	LOC110191007|XP_020817387.1|DSER
OG0006038	LOC108027407|XP_016954335.1|DBIA	LOC110186506|XP_020811365.1|DSER
OG0006039	LOC108029693|XP_016957644.1|DBIA	LOC110189332|XP_020815034.1|DSER
OG0006040	LOC108029666|XP_016957583.1|DBIA	LOC110189788|XP_020815680.1|DSER
OG0006041	LOC108023723|XP_016948848.1|DBIA	LOC110181702|XP_020805205.1|DSER
OG0006042	LOC108030075|XP_016958169.1|DBIA	LOC110178408|XP_020801209.1|DSER
OG0006043	LOC108028708|XP_016956147.1|DBIA	LOC110178905|XP_020801841.1|DSER
OG0006044	LOC108024197|XP_016949535.1|DBIA	LOC110179483|XP_020802715.1|DSER
OG0006045	LOC108035507|XP_016966660.1|DBIA	LOC110189510|XP_020815277.1|DSER
OG0006046	LOC108022865|XP_016947532.1|DBIA	LOC110176079|XP_020797982.1|DSER
OG0006047	LOC108035549|XP_016966707.1|DBIA	LOC110190282|XP_020816317.1|DSER
OG0006048	LOC108030665|XP_016959180.1|DBIA	LOC110181235|XP_020804597.1|DSER
OG0006049	LOC108023969|XP_016949179.1|DBIA	LOC110180644|XP_020803997.1|DSER
OG0006050	LOC108025286|XP_016951156.1|DBIA	LOC110188087|XP_020813303.1|DSER
