Orthogroup	DBIA.longest_only	DSUB.longest_only
OG0006271	LOC108032091|XP_016961406.1|DBIA	LOC117896217|XP_034660242.1|DSUB
OG0006272	LOC108024009|XP_016949243.1|DBIA	LOC117894165|XP_034656970.1|DSUB
OG0006273	LOC108030403|XP_016958777.1|DBIA	LOC117890068|XP_034650598.1|DSUB
OG0006274	LOC108035662|XP_016966899.1|DBIA	LOC117902974|XP_034670530.1|DSUB
OG0006275	LOC108025849|XP_016952001.1|DBIA	LOC117903340|XP_034671177.1|DSUB
OG0006276	LOC108027940|XP_016955061.1|DBIA	LOC117893082|XP_034655394.1|DSUB
OG0006277	LOC108027358|XP_016954269.1|DBIA	LOC117897406|XP_034662120.1|DSUB
OG0006278	LOC108023253|XP_016948023.1|DBIA	LOC117896492|XP_034660727.1|DSUB
OG0006279	LOC108025795|XP_016951919.1|DBIA	LOC117903885|XP_034672275.1|DSUB
OG0006280	LOC108028881|XP_016956378.1|DBIA	LOC117901845|XP_034668684.1|DSUB
OG0006281	LOC108028882|XP_016956382.1|DBIA	LOC117901863|XP_034668713.1|DSUB
OG0006282	LOC108024683|XP_016950249.1|DBIA	LOC117903186|XP_034670928.1|DSUB
OG0006283	LOC108024532|XP_016949987.1|DBIA	LOC117898496|XP_034663829.1|DSUB
OG0006284	LOC108035516|XP_016966668.1|DBIA	LOC117893402|XP_034655893.1|DSUB
OG0006285	LOC108024950|XP_016950673.1|DBIA	LOC117897625|XP_034662484.1|DSUB
OG0006286	LOC108025512|XP_016951534.1|DBIA	LOC117896622|XP_034660951.1|DSUB
OG0006287	LOC108025942|XP_016952129.1|DBIA	LOC117903889|XP_034672282.1|DSUB
OG0006288	LOC108025069|XP_016950816.1|DBIA	LOC117897964|XP_034662963.1|DSUB
OG0006289	LOC108024171|XP_016949485.1|DBIA	LOC117897759|XP_034662695.1|DSUB
OG0006290	LOC108023392|XP_016948302.1|DBIA	LOC117903162|XP_034670892.1|DSUB
OG0006291	LOC108036761|XP_016968582.1|DBIA	LOC117900332|XP_034666561.1|DSUB
OG0006292	LOC108024703|XP_016950273.1|DBIA	LOC117894791|XP_034657952.1|DSUB
OG0006293	LOC108028909|XP_016956420.1|DBIA	LOC117892984|XP_034655227.1|DSUB
OG0006294	LOC108023997|XP_016949226.1|DBIA	LOC117890074|XP_034650652.1|DSUB
OG0006295	LOC108023596|XP_016948691.1|DBIA	LOC117898381|XP_034663625.1|DSUB
OG0006296	LOC108024163|XP_016949465.1|DBIA	LOC117902217|XP_034669341.1|DSUB
OG0006297	LOC108023497|XP_016948518.1|DBIA	LOC117903725|XP_034671966.1|DSUB
OG0006298	LOC108024044|XP_016949309.1|DBIA	LOC117890567|XP_034651428.1|DSUB
OG0006299	LOC108025705|XP_016951736.1|DBIA	LOC117890648|XP_034651495.1|DSUB
OG0006300	LOC108025810|XP_016951946.1|DBIA	LOC117903372|XP_034671237.1|DSUB
OG0006301	LOC108025882|XP_016952046.1|DBIA	LOC117903194|XP_034670968.1|DSUB
OG0006302	LOC108025813|XP_016951950.1|DBIA	LOC117903746|XP_034672035.1|DSUB
OG0006303	LOC108030138|XP_016958342.1|DBIA	LOC117890021|XP_034650525.1|DSUB
OG0006304	LOC108024654|XP_016950202.1|DBIA	LOC117899462|XP_034665367.1|DSUB
OG0006305	LOC108024660|XP_016950211.1|DBIA	LOC117896167|XP_034660136.1|DSUB
OG0006306	LOC108026201|XP_016952488.1|DBIA	LOC117899760|XP_034665904.1|DSUB
OG0006307	LOC108023875|XP_016949044.1|DBIA	LOC117897988|XP_034663004.1|DSUB
OG0006308	LOC108033164|XP_016962885.1|DBIA	LOC117896100|XP_034660047.1|DSUB
OG0006309	LOC108023983|XP_016949200.1|DBIA	LOC117903425|XP_034671333.1|DSUB
OG0006310	LOC108027344|XP_016954251.1|DBIA	LOC117897166|XP_034661727.1|DSUB
OG0006311	LOC108023902|XP_016949077.1|DBIA	LOC117903184|XP_034670923.1|DSUB
OG0006312	LOC108024050|XP_016949316.1|DBIA	LOC117903183|XP_034670921.1|DSUB
OG0006313	LOC108023792|XP_016948920.1|DBIA	LOC117894350|XP_034657234.1|DSUB
OG0006314	LOC108032987|XP_016962554.1|DBIA	LOC117889571|XP_034649862.1|DSUB
OG0006315	LOC108025308|XP_016951195.1|DBIA	LOC117899615|XP_034665649.1|DSUB
OG0006316	LOC108028886|XP_016956391.1|DBIA	LOC117900980|XP_034667468.1|DSUB
OG0006317	LOC108022031|XP_016946365.1|DBIA	LOC117903612|XP_034671759.1|DSUB
OG0006318	LOC108024198|XP_016949536.1|DBIA	LOC117902246|XP_034669386.1|DSUB
OG0006319	LOC108036437|XP_016968066.1|DBIA	LOC117892541|XP_034654740.1|DSUB
OG0006320	LOC108023753|XP_016948879.1|DBIA	LOC117891816|XP_034653436.1|DSUB
OG0006321	LOC108023225|XP_016947987.1|DBIA	LOC117890846|XP_034651824.1|DSUB
OG0006322	LOC108023237|XP_016948002.1|DBIA	LOC117902874|XP_034670345.1|DSUB
OG0006323	LOC108025625|XP_016951649.1|DBIA	LOC117902101|XP_034669099.1|DSUB
OG0006324	LOC108023496|XP_016948516.1|DBIA	LOC117903673|XP_034671896.1|DSUB
OG0006325	LOC108031852|XP_016961094.1|DBIA	LOC117898693|XP_034664198.1|DSUB
OG0006326	LOC108030667|XP_016959183.1|DBIA	LOC117895549|XP_034659143.1|DSUB
OG0006327	LOC108025476|XP_016951477.1|DBIA	LOC117896485|XP_034660715.1|DSUB
OG0006328	LOC108031352|XP_016960106.1|DBIA	LOC117897511|XP_034662301.1|DSUB
OG0006329	LOC108033059|XP_016962693.1|DBIA	LOC117903792|XP_034672110.1|DSUB
OG0006330	LOC108026298|XP_016952668.1|DBIA	LOC117896012|XP_034659901.1|DSUB
OG0006331	LOC108033132|XP_016962844.1|DBIA	LOC117899499|XP_034665442.1|DSUB
OG0006332	LOC108036088|XP_016967531.1|DBIA	LOC117896643|XP_034661016.1|DSUB
OG0006333	LOC108033100|XP_016962786.1|DBIA	LOC117890286|XP_034650944.1|DSUB
OG0006334	LOC108023386|XP_016948282.1|DBIA	LOC117898388|XP_034663637.1|DSUB
OG0006335	LOC108031981|XP_016961265.1|DBIA	LOC117899712|XP_034665818.1|DSUB
OG0006336	LOC108025743|XP_016951820.1|DBIA	LOC117896093|XP_034660035.1|DSUB
OG0006337	LOC108032076|XP_016961389.1|DBIA	LOC117889601|XP_034649907.1|DSUB
OG0006338	LOC108024984|XP_016950721.1|DBIA	LOC117897431|XP_034662160.1|DSUB
OG0006339	LOC108025888|XP_016952054.1|DBIA	LOC117893386|XP_034655876.1|DSUB
OG0006340	LOC108025837|XP_016951984.1|DBIA	LOC117903206|XP_034670984.1|DSUB
OG0006341	LOC108023480|XP_016948490.1|DBIA	LOC117892281|XP_034654295.1|DSUB
OG0006342	LOC108023696|XP_016948809.1|DBIA	LOC117899533|XP_034665498.1|DSUB
OG0006343	LOC108023239|XP_016948006.1|DBIA	LOC117899636|XP_034665689.1|DSUB
OG0006344	LOC108033006|XP_016962620.1|DBIA	LOC117893882|XP_034656547.1|DSUB
OG0006345	LOC108031480|XP_016960446.1|DBIA	LOC117898814|XP_034664358.1|DSUB
OG0006346	LOC108026336|XP_016952729.1|DBIA	LOC117896850|XP_034661265.1|DSUB
OG0006347	LOC108026282|XP_016952638.1|DBIA	LOC117898935|XP_034664539.1|DSUB
OG0006348	LOC108025917|XP_016952093.1|DBIA	LOC117898618|XP_034664068.1|DSUB
OG0006349	LOC108023526|XP_016948574.1|DBIA	LOC117890194|XP_034650794.1|DSUB
OG0006350	LOC108026001|XP_016952180.1|DBIA	LOC117897724|XP_034662642.1|DSUB
OG0006351	LOC108024007|XP_016949238.1|DBIA	LOC117890716|XP_034651652.1|DSUB
OG0006352	LOC108023081|XP_016947820.1|DBIA	LOC117891351|XP_034652673.1|DSUB
OG0006353	LOC108025245|XP_016951084.1|DBIA	LOC117898997|XP_034664632.1|DSUB
OG0006354	LOC108031850|XP_016961092.1|DBIA	LOC117897528|XP_034662337.1|DSUB
OG0006355	LOC108023432|XP_016948408.1|DBIA	LOC117899668|XP_034665750.1|DSUB
OG0006356	LOC108023453|XP_016948439.1|DBIA	LOC117903378|XP_034671239.1|DSUB
OG0006357	LOC108023455|XP_016948441.1|DBIA	LOC117897795|XP_034662772.1|DSUB
OG0006358	LOC108029288|XP_016956979.1|DBIA	LOC117895577|XP_034659189.1|DSUB
OG0006359	LOC108026232|XP_016952556.1|DBIA	LOC117899680|XP_034665760.1|DSUB
OG0006360	LOC108033216|XP_016962961.1|DBIA	LOC117890134|XP_034650715.1|DSUB
OG0006361	LOC108027432|XP_016954368.1|DBIA	LOC117897927|XP_034662903.1|DSUB
OG0006362	LOC108023551|XP_016948616.1|DBIA	LOC117903502|XP_034671473.1|DSUB
OG0006363	LOC108027525|XP_016954457.1|DBIA	LOC117889787|XP_034650152.1|DSUB
OG0006364	LOC108033403|XP_016963213.1|DBIA	LOC117900866|XP_034667279.1|DSUB, LOC117900865|XP_034667278.1|DSUB
OG0006365	LOC108027626|XP_016954635.1|DBIA	LOC117902788|XP_034670288.1|DSUB
OG0006366	LOC108027509|XP_016954441.1|DBIA	LOC117890761|XP_034651726.1|DSUB
OG0006367	LOC108023260|XP_016948031.1|DBIA	LOC117893662|XP_034656247.1|DSUB
OG0006368	LOC108025421|XP_016951393.1|DBIA	LOC117896431|XP_034660646.1|DSUB
OG0006369	LOC108025210|XP_016951036.1|DBIA	LOC117899641|XP_034665709.1|DSUB
OG0006370	LOC108035812|XP_016967048.1|DBIA	LOC117903570|XP_034671668.1|DSUB
OG0006371	LOC108025052|XP_016950798.1|DBIA	LOC117897950|XP_034662940.1|DSUB
OG0006372	LOC108025087|XP_016950836.1|DBIA	LOC117899357|XP_034665220.1|DSUB
OG0006373	LOC108024221|XP_016949577.1|DBIA	LOC117899078|XP_034664742.1|DSUB
OG0006374	LOC108023950|XP_016949130.1|DBIA	LOC117903767|XP_034672071.1|DSUB
OG0006375	LOC108026250|XP_016952594.1|DBIA	LOC117889645|XP_034650000.1|DSUB
OG0006376	LOC108023481|XP_016948491.1|DBIA	LOC117893789|XP_034656427.1|DSUB
OG0006377	LOC108035782|XP_016966992.1|DBIA	LOC117903830|XP_034672173.1|DSUB
OG0006378	LOC108025340|XP_016951261.1|DBIA	LOC117897722|XP_034662639.1|DSUB
OG0006379	LOC108026108|XP_016952299.1|DBIA	LOC117903859|XP_034672233.1|DSUB
OG0006380	LOC108021974|XP_016946304.1|DBIA	LOC117903136|XP_034670863.1|DSUB
OG0006381	LOC108023967|XP_016949177.1|DBIA	LOC117890258|XP_034650939.1|DSUB
OG0006382	LOC108036430|XP_016968059.1|DBIA	LOC117894033|XP_034657167.1|DSUB
OG0006383	LOC108033062|XP_016962708.1|DBIA	LOC117897460|XP_034662240.1|DSUB
OG0006384	LOC108033208|XP_016962948.1|DBIA	LOC117903795|XP_034672114.1|DSUB
OG0006385	LOC108031696|XP_016960843.1|DBIA	LOC117903019|XP_034670648.1|DSUB, LOC117897508|XP_034662290.1|DSUB
OG0006386	LOC108033713|XP_016963735.1|DBIA	LOC117902608|XP_034670011.1|DSUB
OG0006387	LOC108025368|XP_016951317.1|DBIA	LOC117898091|XP_034663162.1|DSUB
OG0006388	LOC108023384|XP_016948280.1|DBIA	LOC117898346|XP_034663573.1|DSUB
OG0006389	LOC108023385|XP_016948281.1|DBIA	LOC117892056|XP_034653879.1|DSUB
OG0006390	LOC108025633|XP_016951661.1|DBIA	LOC117898352|XP_034663576.1|DSUB
OG0006391	LOC108025432|XP_016951412.1|DBIA	LOC117898871|XP_034664443.1|DSUB
OG0006392	LOC108024214|XP_016949566.1|DBIA	LOC117902936|XP_034670477.1|DSUB
OG0006393	LOC108033665|XP_016963593.1|DBIA	LOC117902545|XP_034669873.1|DSUB
OG0006394	LOC108031029|XP_016959719.1|DBIA	LOC117896191|XP_034660172.1|DSUB
OG0006395	LOC108031897|XP_016961153.1|DBIA	LOC117898268|XP_034663413.1|DSUB
OG0006396	LOC108023920|XP_016949094.1|DBIA	LOC117903697|XP_034671927.1|DSUB
OG0006397	LOC108033053|XP_016962669.1|DBIA	LOC117897172|XP_034661762.1|DSUB
OG0006398	LOC108023665|XP_016948775.1|DBIA	LOC117903124|XP_034670844.1|DSUB
OG0006399	LOC108026275|XP_016952630.1|DBIA	LOC117903322|XP_034671156.1|DSUB
OG0006400	LOC108026259|XP_016952605.1|DBIA	LOC117903318|XP_034671147.1|DSUB
OG0006401	LOC108035970|XP_016967278.1|DBIA	LOC117893827|XP_034656475.1|DSUB
OG0006402	LOC108027031|XP_016953717.1|DBIA	LOC117898962|XP_034664592.1|DSUB
OG0006403	LOC108027053|XP_016953750.1|DBIA	LOC117896573|XP_034660864.1|DSUB
OG0006404	LOC108025265|XP_016951115.1|DBIA	LOC117895973|XP_034659824.1|DSUB
OG0006405	LOC108028742|XP_016956199.1|DBIA	LOC117893853|XP_034656512.1|DSUB
OG0006406	LOC108025447|XP_016951434.1|DBIA	LOC117896965|XP_034661400.1|DSUB
OG0006407	LOC108023585|XP_016948672.1|DBIA	LOC117889624|XP_034649966.1|DSUB
OG0006408	LOC108025617|XP_016951640.1|DBIA	LOC117903204|XP_034670981.1|DSUB
OG0006409	LOC108036595|XP_016968347.1|DBIA	LOC117903770|XP_034672075.1|DSUB
OG0006410	LOC108033202|XP_016962937.1|DBIA	LOC117903055|XP_034670690.1|DSUB
OG0006411	LOC108024873|XP_016950507.1|DBIA	LOC117903553|XP_034671644.1|DSUB
OG0006412	LOC108025395|XP_016951360.1|DBIA	LOC117897582|XP_034662427.1|DSUB
OG0006413	LOC108025325|XP_016951239.1|DBIA	LOC117896195|XP_034660179.1|DSUB
OG0006414	LOC108031793|XP_016960998.1|DBIA	LOC117898398|XP_034663647.1|DSUB
OG0006415	LOC108027563|XP_016954530.1|DBIA	LOC117903472|XP_034671411.1|DSUB
OG0006416	LOC108022016|XP_016946350.1|DBIA	LOC117896934|XP_034661369.1|DSUB
OG0006417	LOC108027778|XP_016954830.1|DBIA	LOC117902692|XP_034670125.1|DSUB
OG0006418	LOC108033184|XP_016962915.1|DBIA	LOC117895982|XP_034659858.1|DSUB
OG0006419	LOC108025466|XP_016951458.1|DBIA	LOC117897703|XP_034662615.1|DSUB
OG0006420	LOC108024723|XP_016950305.1|DBIA	LOC117898562|XP_034663939.1|DSUB
OG0006421	LOC108033322|XP_016963093.1|DBIA	LOC117901914|XP_034668770.1|DSUB
OG0006422	LOC108033789|XP_016963886.1|DBIA	LOC117902143|XP_034669170.1|DSUB
OG0006423	LOC108031593|XP_016960654.1|DBIA	LOC117896304|XP_034660417.1|DSUB
OG0006424	LOC108031980|XP_016961263.1|DBIA	LOC117896306|XP_034660420.1|DSUB
OG0006425	LOC108031996|XP_016961278.1|DBIA	LOC117897361|XP_034662034.1|DSUB
OG0006426	LOC108031994|XP_016961277.1|DBIA	LOC117897360|XP_034662033.1|DSUB
OG0006427	LOC108024869|XP_016950502.1|DBIA	LOC117897546|XP_034662364.1|DSUB
OG0006428	LOC108031607|XP_016960679.1|DBIA	LOC117897011|XP_034661468.1|DSUB
OG0006429	LOC108026204|XP_016952494.1|DBIA	LOC117898468|XP_034663786.1|DSUB
OG0006430	LOC108028717|XP_016956163.1|DBIA	LOC117895219|XP_034658603.1|DSUB
OG0006431	LOC108025284|XP_016951150.1|DBIA	LOC117898064|XP_034663124.1|DSUB
OG0006432	LOC108031440|XP_016960358.1|DBIA	LOC117898795|XP_034664325.1|DSUB
OG0006433	LOC108024387|XP_016949785.1|DBIA	LOC117896607|XP_034660931.1|DSUB
OG0006434	LOC108033798|XP_016963899.1|DBIA	LOC117902384|XP_034669596.1|DSUB
OG0006435	LOC108025346|XP_016951286.1|DBIA	LOC117898181|XP_034663281.1|DSUB
OG0006436	LOC108033130|XP_016962842.1|DBIA	LOC117903309|XP_034671133.1|DSUB
OG0006437	LOC108033084|XP_016962752.1|DBIA	LOC117903065|XP_034670709.1|DSUB
OG0006438	LOC108029052|XP_016956603.1|DBIA	LOC117902481|XP_034669783.1|DSUB
OG0006439	LOC108023290|XP_016948085.1|DBIA	LOC117899735|XP_034665871.1|DSUB
OG0006440	LOC108022993|XP_016947716.1|DBIA	LOC117899739|XP_034665875.1|DSUB
OG0006441	LOC108027084|XP_016953789.1|DBIA	LOC117898921|XP_034664524.1|DSUB
OG0006442	LOC108032007|XP_016961294.1|DBIA	LOC117898328|XP_034663543.1|DSUB
OG0006443	LOC108027038|XP_016953727.1|DBIA	LOC117898639|XP_034664093.1|DSUB
OG0006444	LOC108025360|XP_016951309.1|DBIA	LOC117897433|XP_034662163.1|DSUB
OG0006445	LOC108028713|XP_016956153.1|DBIA	LOC117896699|XP_034661046.1|DSUB
OG0006446	LOC108026415|XP_016952832.1|DBIA	LOC117897709|XP_034662622.1|DSUB
OG0006447	LOC108026427|XP_016952849.1|DBIA	LOC117898861|XP_034664429.1|DSUB
OG0006448	LOC108026316|XP_016952692.1|DBIA	LOC117896777|XP_034661144.1|DSUB
OG0006449	LOC108025967|XP_016952150.1|DBIA	LOC117897813|XP_034662754.1|DSUB
OG0006450	LOC108034003|XP_016964221.1|DBIA	LOC117900539|XP_034666829.1|DSUB
OG0006451	LOC108023339|XP_016948167.1|DBIA	LOC117902410|XP_034669647.1|DSUB
OG0006452	LOC108026329|XP_016952714.1|DBIA	LOC117899762|XP_034665910.1|DSUB
OG0006453	LOC108028778|XP_016956246.1|DBIA	LOC117895455|XP_034659018.1|DSUB
OG0006454	LOC108024129|XP_016949401.1|DBIA	LOC117903344|XP_034671183.1|DSUB
OG0006455	LOC108024941|XP_016950631.1|DBIA	LOC117899609|XP_034665628.1|DSUB
OG0006456	LOC108024986|XP_016950729.1|DBIA	LOC117897458|XP_034662195.1|DSUB
OG0006457	LOC108031677|XP_016960808.1|DBIA	LOC117899114|XP_034664793.1|DSUB
OG0006458	LOC108034938|XP_016965699.1|DBIA	LOC117902398|XP_034669618.1|DSUB
OG0006459	LOC108031563|XP_016960599.1|DBIA	LOC117899262|XP_034665047.1|DSUB
OG0006460	LOC108026355|XP_016952751.1|DBIA	LOC117897021|XP_034661488.1|DSUB
OG0006461	LOC108027253|XP_016954096.1|DBIA	LOC117895995|XP_034659873.1|DSUB
OG0006462	LOC108024340|XP_016949731.1|DBIA	LOC117899044|XP_034664694.1|DSUB
OG0006463	LOC108026431|XP_016952856.1|DBIA	LOC117898314|XP_034663489.1|DSUB
OG0006464	LOC108028570|XP_016955966.1|DBIA	LOC117894092|XP_034656856.1|DSUB
OG0006465	LOC108023235|XP_016948000.1|DBIA	LOC117903755|XP_034672056.1|DSUB
OG0006466	LOC108024122|XP_016949392.1|DBIA	LOC117903578|XP_034671689.1|DSUB
OG0006467	LOC108032154|XP_016961489.1|DBIA	LOC117896494|XP_034660725.1|DSUB
OG0006468	LOC108026464|XP_016952894.1|DBIA	LOC117897043|XP_034661517.1|DSUB
OG0006469	LOC108024026|XP_016949282.1|DBIA	LOC117903516|XP_034671519.1|DSUB
OG0006470	LOC108035422|XP_016966539.1|DBIA	LOC117893739|XP_034656359.1|DSUB
OG0006471	LOC108026289|XP_016952644.1|DBIA	LOC117897030|XP_034661500.1|DSUB
OG0006472	LOC108026435|XP_016952861.1|DBIA	LOC117897027|XP_034661495.1|DSUB
OG0006473	LOC108035344|XP_016966419.1|DBIA	LOC117894447|XP_034657423.1|DSUB
OG0006474	LOC108036267|XP_016967767.1|DBIA	LOC117891228|XP_034652465.1|DSUB
OG0006475	LOC108027406|XP_016954334.1|DBIA	LOC117896223|XP_034660248.1|DSUB
OG0006476	LOC108023736|XP_016948863.1|DBIA	LOC117901249|XP_034667825.1|DSUB
OG0006477	LOC108025877|XP_016952040.1|DBIA	LOC117897936|XP_034662922.1|DSUB
OG0006478	LOC108026367|XP_016952774.1|DBIA	LOC117897340|XP_034662001.1|DSUB
OG0006479	LOC108026151|XP_016952373.1|DBIA	LOC117898420|XP_034663689.1|DSUB
OG0006480	LOC108036523|XP_016968225.1|DBIA	LOC117890329|XP_034651010.1|DSUB
OG0006481	LOC108034244|XP_016964585.1|DBIA	LOC117901557|XP_034668246.1|DSUB
OG0006482	LOC108026286|XP_016952640.1|DBIA	LOC117896285|XP_034660380.1|DSUB
OG0006483	LOC108031933|XP_016961201.1|DBIA	LOC117897381|XP_034662081.1|DSUB
OG0006484	LOC108031930|XP_016961197.1|DBIA	LOC117897380|XP_034662079.1|DSUB
OG0006485	LOC108032105|XP_016961423.1|DBIA	LOC117899207|XP_034664970.1|DSUB
OG0006486	LOC108031101|XP_016959800.1|DBIA	LOC117896654|XP_034660992.1|DSUB
OG0006487	LOC108032061|XP_016961368.1|DBIA	LOC117896885|XP_034661305.1|DSUB
OG0006488	LOC108030893|XP_016959561.1|DBIA	LOC117895358|XP_034658833.1|DSUB
OG0006489	LOC108024551|XP_016950020.1|DBIA	LOC117899531|XP_034665490.1|DSUB
OG0006490	LOC108027339|XP_016954242.1|DBIA	LOC117898957|XP_034664586.1|DSUB
OG0006491	LOC108033758|XP_016963820.1|DBIA	LOC117902232|XP_034669361.1|DSUB
OG0006492	LOC108027313|XP_016954196.1|DBIA	LOC117897173|XP_034661761.1|DSUB
OG0006493	LOC108033128|XP_016962839.1|DBIA	LOC117899579|XP_034665587.1|DSUB
OG0006494	LOC108026135|XP_016952346.1|DBIA	LOC117903627|XP_034671786.1|DSUB
OG0006495	LOC108032976|XP_016962538.1|DBIA	LOC117893308|XP_034655787.1|DSUB
OG0006496	LOC108026337|XP_016952730.1|DBIA	LOC117897022|XP_034661489.1|DSUB
OG0006497	LOC108025261|XP_016951114.1|DBIA	LOC117896063|XP_034659969.1|DSUB
OG0006498	LOC108025495|XP_016951502.1|DBIA	LOC117896001|XP_034659887.1|DSUB
OG0006499	LOC108025277|XP_016951132.1|DBIA	LOC117896064|XP_034659970.1|DSUB
OG0006500	LOC108035218|XP_016966237.1|DBIA	LOC117901086|XP_034667601.1|DSUB
OG0006501	LOC108025247|XP_016951086.1|DBIA	LOC117898999|XP_034664635.1|DSUB
OG0006502	LOC108025253|XP_016951096.1|DBIA	LOC117899108|XP_034664786.1|DSUB
OG0006503	LOC108025255|XP_016951097.1|DBIA	LOC117899110|XP_034664788.1|DSUB
OG0006504	LOC108025252|XP_016951093.1|DBIA	LOC117899109|XP_034664787.1|DSUB
OG0006505	LOC108025413|XP_016951384.1|DBIA	LOC117899136|XP_034664829.1|DSUB
OG0006506	LOC108035592|XP_016966752.1|DBIA	LOC117893116|XP_034655445.1|DSUB
OG0006507	LOC108025480|XP_016951482.1|DBIA	LOC117896585|XP_034660897.1|DSUB
OG0006508	LOC108025107|XP_016950858.1|DBIA	LOC117897479|XP_034662232.1|DSUB
OG0006509	LOC108025915|XP_016952089.1|DBIA	LOC117903258|XP_034671052.1|DSUB
OG0006510	LOC108031485|XP_016960457.1|DBIA	LOC117898323|XP_034663534.1|DSUB
OG0006511	LOC108024946|XP_016950665.1|DBIA	LOC117896060|XP_034659965.1|DSUB
OG0006512	LOC108031457|XP_016960381.1|DBIA	LOC117899752|XP_034665893.1|DSUB
OG0006513	LOC108024002|XP_016949235.1|DBIA	LOC117897663|XP_034662541.1|DSUB
OG0006514	LOC108026459|XP_016952888.1|DBIA	LOC117899452|XP_034665352.1|DSUB
OG0006515	LOC108031436|XP_016960338.1|DBIA	LOC117898443|XP_034663739.1|DSUB
OG0006516	LOC108031131|XP_016959834.1|DBIA	LOC117896686|XP_034661028.1|DSUB
OG0006517	LOC108032106|XP_016961424.1|DBIA	LOC117896424|XP_034660633.1|DSUB
OG0006518	LOC108031365|XP_016960134.1|DBIA	LOC117899152|XP_034664858.1|DSUB
OG0006519	LOC108032107|XP_016961426.1|DBIA	LOC117896425|XP_034660634.1|DSUB
OG0006520	LOC108025443|XP_016951429.1|DBIA	LOC117896301|XP_034660414.1|DSUB
OG0006521	LOC108032151|XP_016961485.1|DBIA	LOC117897714|XP_034662627.1|DSUB
OG0006522	LOC108025459|XP_016951449.1|DBIA	LOC117898879|XP_034664453.1|DSUB
OG0006523	LOC108026194|XP_016952474.1|DBIA	LOC117898788|XP_034664317.1|DSUB
OG0006524	LOC108034088|XP_016964344.1|DBIA	LOC117902594|XP_034669986.1|DSUB
OG0006525	LOC108024189|XP_016949525.1|DBIA	LOC117894309|XP_034657209.1|DSUB
OG0006526	LOC108027129|XP_016953837.1|DBIA	LOC117896047|XP_034659947.1|DSUB
OG0006527	LOC108027047|XP_016953737.1|DBIA	LOC117897100|XP_034661634.1|DSUB
OG0006528	LOC108027086|XP_016953791.1|DBIA	LOC117896863|XP_034661283.1|DSUB
OG0006529	LOC108027126|XP_016953832.1|DBIA	LOC117896045|XP_034659945.1|DSUB
OG0006530	LOC108027094|XP_016953801.1|DBIA	LOC117897160|XP_034661721.1|DSUB
OG0006531	LOC108027130|XP_016953838.1|DBIA	LOC117896043|XP_034659942.1|DSUB
OG0006532	LOC108027035|XP_016953721.1|DBIA	LOC117897872|XP_034662838.1|DSUB
OG0006533	LOC108023100|XP_016947853.1|DBIA	LOC117891469|XP_034652843.1|DSUB
OG0006534	LOC108026444|XP_016952870.1|DBIA	LOC117898259|XP_034663405.1|DSUB
OG0006535	LOC108026155|XP_016952380.1|DBIA	LOC117897034|XP_034661504.1|DSUB
OG0006536	LOC108027283|XP_016954159.1|DBIA	LOC117899764|XP_034665913.1|DSUB
OG0006537	LOC108025094|XP_016950845.1|DBIA	LOC117896122|XP_034660067.1|DSUB
OG0006538	LOC108024631|XP_016950161.1|DBIA	LOC117897560|XP_034662383.1|DSUB
OG0006539	LOC108024587|XP_016950084.1|DBIA	LOC117896280|XP_034660374.1|DSUB
OG0006540	LOC108032075|XP_016961384.1|DBIA	LOC117899700|XP_034665798.1|DSUB
OG0006541	LOC108026447|XP_016952875.1|DBIA	LOC117896946|XP_034661380.1|DSUB
OG0006542	LOC108026446|XP_016952874.1|DBIA	LOC117896948|XP_034661383.1|DSUB
OG0006543	LOC108025299|XP_016951179.1|DBIA	LOC117899335|XP_034665163.1|DSUB
OG0006544	LOC108027395|XP_016954321.1|DBIA	LOC117897687|XP_034662594.1|DSUB
OG0006545	LOC108023282|XP_016948063.1|DBIA	LOC117895651|XP_034659341.1|DSUB
OG0006546	LOC108031837|XP_016961075.1|DBIA	LOC117896611|XP_034660935.1|DSUB
OG0006547	LOC108031496|XP_016960478.1|DBIA	LOC117897111|XP_034661646.1|DSUB
OG0006548	LOC108031077|XP_016959771.1|DBIA	LOC117899121|XP_034664805.1|DSUB
OG0006549	LOC108025622|XP_016951650.1|DBIA	LOC117896104|XP_034660048.1|DSUB
OG0006550	LOC108023861|XP_016949005.1|DBIA	LOC117899341|XP_034665181.1|DSUB
OG0006551	LOC108035818|XP_016967055.1|DBIA	LOC117901900|XP_034668760.1|DSUB
OG0006552	LOC108035809|XP_016967044.1|DBIA, LOC108032886|XP_016962406.1|DBIA	LOC117897853|XP_034662818.1|DSUB
OG0006553	LOC108025238|XP_016951073.1|DBIA	LOC117896982|XP_034661428.1|DSUB
OG0006554	LOC108027191|XP_016953981.1|DBIA	LOC117897069|XP_034661563.1|DSUB
OG0006555	LOC108024958|XP_016950683.1|DBIA	LOC117896331|XP_034660462.1|DSUB
OG0006556	LOC108030975|XP_016959664.1|DBIA	LOC117896788|XP_034661176.1|DSUB
OG0006557	LOC108024671|XP_016950228.1|DBIA	LOC117902408|XP_034669642.1|DSUB
OG0006558	LOC108031204|XP_016959916.1|DBIA	LOC117896498|XP_034660733.1|DSUB
OG0006559	LOC108031146|XP_016959850.1|DBIA	LOC117898123|XP_034663202.1|DSUB
