Orthogroup	DBIA.longest_only	DANA.longest_only
OG0005151	LOC108035208|XP_016966207.1|DBIA	LOC6507372|XP_001956144.1|DANA
OG0005152	LOC108035537|XP_016966693.1|DBIA	LOC6507374|XP_001956139.1|DANA
OG0005153	LOC108035556|XP_016966713.1|DBIA	LOC6507375|XP_001956137.1|DANA
OG0005154	LOC108035058|XP_016965932.1|DBIA	LOC6506508|XP_032310834.1|DANA
OG0005155	LOC108031064|XP_016959761.1|DBIA	LOC6507664|XP_014765396.1|DANA
OG0005156	LOC108027332|XP_016954233.1|DBIA	LOC6501289|XP_001954931.1|DANA
OG0005157	LOC108026634|XP_016953144.1|DBIA	LOC6494742|XP_032307138.1|DANA
OG0005158	LOC108028276|XP_016955469.1|DBIA	LOC6493776|XP_001958412.1|DANA
OG0005159	LOC108035427|XP_016966547.1|DBIA	LOC6506554|XP_001957659.2|DANA
OG0005160	LOC108028122|XP_016955261.1|DBIA	LOC6496737|XP_001967813.1|DANA
OG0005161	LOC108026858|XP_016953528.1|DBIA	LOC6494238|XP_001960683.1|DANA
OG0005162	LOC108023651|XP_016948760.1|DBIA	LOC6504982|XP_001965692.1|DANA
OG0005163	LOC108030816|XP_016959405.1|DBIA	LOC6506107|XP_001958538.1|DANA
OG0005164	LOC108035483|XP_016966622.1|DBIA	LOC26514359|XP_014765607.1|DANA
OG0005165	LOC108030201|XP_016958447.1|DBIA	LOC6493922|XP_001961319.1|DANA
OG0005166	LOC108032942|XP_016962505.1|DBIA	LOC6500500|XP_001953351.1|DANA
OG0005167	LOC108032871|XP_016962360.1|DBIA	LOC6500033|XP_001953352.1|DANA
OG0005168	LOC108035454|XP_016966581.1|DBIA	LOC6506586|XP_001957595.1|DANA
OG0005169	LOC108035067|XP_016965947.1|DBIA	LOC6492972|XP_032310192.1|DANA
OG0005170	LOC108035065|XP_016965944.1|DBIA	LOC6507040|XP_032310188.1|DANA
OG0005171	LOC108035066|XP_016965946.1|DBIA	LOC6507041|XP_001956769.1|DANA
OG0005172	LOC108026822|XP_016953478.1|DBIA	LOC6494956|XP_032306334.1|DANA
OG0005173	LOC108030440|XP_016958819.1|DBIA	LOC6495992|XP_001959995.2|DANA
OG0005174	LOC108023056|XP_016947792.1|DBIA	LOC6494704|XP_001959824.1|DANA
OG0005175	LOC108022597|XP_016947119.1|DBIA	LOC6494715|XP_001959805.1|DANA
OG0005176	LOC108029749|XP_016957731.1|DBIA	LOC6495643|XP_001959291.1|DANA
OG0005177	LOC108023005|XP_016947725.1|DBIA	LOC6494713|XP_001959807.2|DANA
OG0005178	LOC108035677|XP_016966876.1|DBIA	LOC6493037|XP_001956917.1|DANA
OG0005179	LOC108034827|XP_016965425.1|DBIA	LOC6493031|XP_001956902.1|DANA
OG0005180	LOC108028524|XP_016955900.1|DBIA	LOC6493291|XP_014764311.1|DANA
OG0005181	LOC108025930|XP_016952112.1|DBIA	LOC6502327|XP_001967156.1|DANA
OG0005182	LOC108036441|XP_016968068.1|DBIA	LOC6494002|XP_032306118.1|DANA
OG0005183	LOC108036365|XP_016967935.1|DBIA	LOC6496601|XP_032311620.1|DANA
OG0005184	LOC108036549|XP_016968269.1|DBIA	LOC6496598|XP_001961223.3|DANA
OG0005185	LOC108036241|XP_016967739.1|DBIA	LOC6501726|XP_001967687.1|DANA
OG0005186	LOC108022585|XP_016947099.1|DBIA	LOC6495259|XP_032306169.1|DANA
OG0005187	LOC108030095|XP_016958231.1|DBIA	LOC6494621|XP_032307020.1|DANA
OG0005188	LOC108030273|XP_016958587.1|DBIA	LOC6494823|XP_001959594.2|DANA
OG0005189	LOC108024199|XP_016949538.1|DBIA	LOC6498795|XP_014759295.1|DANA
OG0005190	LOC108035703|XP_016966914.1|DBIA	LOC6506441|XP_001957875.1|DANA
OG0005191	LOC108024574|XP_016950064.1|DBIA	LOC6499319|XP_001954880.1|DANA
OG0005192	LOC108023071|XP_016947809.1|DBIA	LOC6494548|XP_001960128.2|DANA
OG0005193	LOC108036480|XP_016968149.1|DBIA	LOC6494681|XP_032306156.1|DANA
OG0005194	LOC108029564|XP_016957406.1|DBIA	LOC6495603|XP_032307263.1|DANA
OG0005195	LOC108030037|XP_016958097.1|DBIA	LOC6494569|XP_001960083.1|DANA
OG0005196	LOC108028763|XP_016956226.1|DBIA	LOC6493205|XP_001957259.1|DANA
OG0005197	LOC108026956|XP_016953658.1|DBIA	LOC6494242|XP_001960675.1|DANA
OG0005198	LOC108035936|XP_016967217.1|DBIA	LOC6507323|XP_001956249.3|DANA
OG0005199	LOC108030142|XP_016958347.1|DBIA	LOC6494008|XP_001961155.1|DANA
OG0005200	LOC108022483|XP_016946922.1|DBIA	LOC6495961|XP_001959937.1|DANA
OG0005201	LOC108022445|XP_016946837.1|DBIA	LOC6494378|XP_001960432.1|DANA
OG0005202	LOC108036571|XP_016968308.1|DBIA	LOC6496038|XP_001960097.2|DANA
OG0005203	LOC108036344|XP_016967900.1|DBIA	LOC6496331|XP_014763763.1|DANA
OG0005204	LOC108034092|XP_016964348.1|DBIA	LOC6497765|XP_001961400.2|DANA
OG0005205	LOC108034716|XP_016965149.1|DBIA	LOC6498486|XP_001962927.1|DANA
OG0005206	LOC108022974|XP_016947688.1|DBIA	LOC6495905|XP_001959830.1|DANA
OG0005207	LOC108036400|XP_016968007.1|DBIA	LOC6495314|XP_001958645.1|DANA
OG0005208	LOC108036268|XP_016967768.1|DBIA	LOC6494161|XP_001960847.1|DANA
OG0005209	LOC108029212|XP_016956892.1|DBIA	LOC6497719|XP_001961494.1|DANA
OG0005210	LOC108029152|XP_016956774.1|DBIA	LOC6497718|XP_032307452.1|DANA
OG0005211	LOC108030860|XP_016959492.1|DBIA	LOC6506130|XP_001958491.1|DANA
OG0005212	LOC108026820|XP_016953476.1|DBIA	LOC6496311|XP_001960676.1|DANA
OG0005213	LOC108023408|XP_016948355.1|DBIA	LOC6504104|XP_001964187.1|DANA
OG0005214	LOC108036759|XP_016968577.1|DBIA	LOC6497576|XP_001961780.2|DANA
OG0005215	LOC108029235|XP_016956918.1|DBIA	LOC6498062|XP_001962008.1|DANA
OG0005216	LOC108036103|XP_016967564.1|DBIA	LOC6496871|XP_001963237.1|DANA
OG0005217	LOC108033784|XP_016963877.1|DBIA	LOC6497248|XP_032307559.1|DANA
OG0005218	LOC108036785|XP_016968618.1|DBIA	LOC6504826|XP_014760469.1|DANA
OG0005219	LOC108036603|XP_016968354.1|DBIA	LOC6495797|XP_001959608.1|DANA
OG0005220	LOC108028879|XP_016956379.1|DBIA	LOC6507653|XP_001956081.1|DANA
OG0005221	LOC108032802|XP_016962297.1|DBIA	LOC6505365|XP_001964857.1|DANA
OG0005222	LOC108033619|XP_016963472.1|DBIA	LOC6497598|XP_032307783.1|DANA
OG0005223	LOC108032674|XP_016962132.1|DBIA	LOC6504338|XP_001965023.1|DANA
OG0005224	LOC108036724|XP_016968512.1|DBIA	LOC6498344|XP_032307791.1|DANA
OG0005225	LOC108027653|XP_016954659.1|DBIA	LOC6497163|XP_001962644.1|DANA
OG0005226	LOC108036763|XP_016968584.1|DBIA	LOC6497396|XP_032307331.1|DANA
OG0005227	LOC108034201|XP_016964521.1|DBIA	LOC6498139|XP_001962158.1|DANA
OG0005228	LOC108033662|XP_016963588.1|DBIA	LOC6497402|XP_032307620.1|DANA
OG0005229	LOC108029150|XP_016956770.1|DBIA	LOC6497891|XP_001961657.1|DANA
OG0005230	LOC108033769|XP_016963854.1|DBIA	LOC6497058|XP_001962836.1|DANA
OG0005231	LOC108033324|XP_016963102.1|DBIA	LOC6497676|XP_001961595.2|DANA
OG0005232	LOC108027824|XP_016954894.1|DBIA	LOC6497732|XP_032307377.1|DANA
OG0005233	LOC108028981|XP_016956510.1|DBIA	LOC6497714|XP_001961501.1|DANA
OG0005234	LOC108032763|XP_016962248.1|DBIA	LOC6497065|XP_001962820.3|DANA
OG0005235	LOC108033933|XP_016964101.1|DBIA	LOC6497883|XP_001961642.1|DANA
OG0005236	LOC108027680|XP_016954715.1|DBIA	LOC6506743|XP_001965240.1|DANA
OG0005237	LOC108027837|XP_016954911.1|DBIA	LOC6503824|XP_032311166.1|DANA
OG0005238	LOC108027734|XP_016954775.1|DBIA	LOC6503816|XP_001965244.1|DANA
OG0005239	LOC108036125|XP_016967599.1|DBIA	LOC6497432|XP_001962095.1|DANA
OG0005240	LOC108034277|XP_016964625.1|DBIA	LOC6496932|XP_032311045.1|DANA
OG0005241	LOC108027783|XP_016954836.1|DBIA	LOC6497553|XP_001961835.1|DANA
OG0005242	LOC108033856|XP_016963980.1|DBIA	LOC6498626|XP_001963182.1|DANA
OG0005243	LOC108029121|XP_016956727.1|DBIA	LOC6497639|XP_001961658.2|DANA
OG0005244	LOC108031666|XP_016960792.1|DBIA	LOC6500658|XP_001953665.1|DANA
OG0005245	LOC108027292|XP_016954174.1|DBIA	LOC6500112|XP_032305902.1|DANA
OG0005246	LOC108029169|XP_016956803.1|DBIA	LOC6507425|XP_001965374.1|DANA
OG0005247	LOC108022686|XP_016947247.1|DBIA	LOC6494699|XP_001959833.1|DANA
OG0005248	LOC108031413|XP_016960302.1|DBIA	LOC6494653|XP_001965951.3|DANA
OG0005249	LOC108023968|XP_016949181.1|DBIA	LOC6501021|XP_001954390.2|DANA
OG0005250	LOC108033725|XP_016963760.1|DBIA	LOC6497149|XP_032311015.1|DANA
OG0005251	LOC108033970|XP_016964171.1|DBIA	LOC6496940|XP_032311418.1|DANA
OG0005252	LOC108033632|XP_016963539.1|DBIA	LOC6497527|XP_032307425.1|DANA
OG0005253	LOC108033624|XP_016963486.1|DBIA	LOC6506776|XP_032311245.1|DANA
OG0005254	LOC108032385|XP_016961695.1|DBIA	LOC6497074|XP_001962804.1|DANA
OG0005255	LOC108032746|XP_016962222.1|DBIA	LOC6497073|XP_001962805.2|DANA
OG0005256	LOC108024076|XP_016949336.1|DBIA	LOC26514584|XP_014760154.1|DANA
OG0005257	LOC108036143|XP_016967620.1|DBIA	LOC6497497|XP_001961961.1|DANA
OG0005258	LOC108032707|XP_016962175.1|DBIA	LOC6505387|XP_001964874.1|DANA
OG0005259	LOC108032636|XP_016962069.1|DBIA	LOC6498224|XP_001962332.2|DANA
OG0005260	LOC108032635|XP_016962068.1|DBIA	LOC6497318|XP_001962333.1|DANA
OG0005261	LOC108034012|XP_016964230.1|DBIA	LOC6496920|XP_001963140.1|DANA
OG0005262	LOC108029175|XP_016956817.1|DBIA	LOC6497213|XP_001962547.1|DANA
OG0005263	LOC108032643|XP_016962078.1|DBIA	LOC6498433|XP_001962810.1|DANA
OG0005264	LOC108024834|XP_016950457.1|DBIA	LOC6501383|XP_001955121.2|DANA
OG0005265	LOC108032657|XP_016962102.1|DBIA	LOC6497069|XP_032310880.1|DANA
OG0005266	LOC108032716|XP_016962186.1|DBIA	LOC6497735|XP_001961458.1|DANA
OG0005267	LOC108027776|XP_016954827.1|DBIA	LOC6503293|XP_001967566.1|DANA
OG0005268	LOC108027772|XP_016954823.1|DBIA	LOC6503297|XP_001967565.1|DANA
OG0005269	LOC108027855|XP_016954942.1|DBIA	LOC6496722|XP_032309171.1|DANA
OG0005270	LOC108034329|XP_016964695.1|DBIA	LOC6497943|XP_001961767.1|DANA
OG0005271	LOC108033740|XP_016963787.1|DBIA	LOC6497512|XP_001961930.1|DANA
OG0005272	LOC108034064|XP_016964307.1|DBIA	LOC6498032|XP_001961932.1|DANA
OG0005273	LOC108036061|XP_016967493.1|DBIA	LOC6498033|XP_001961939.1|DANA
OG0005274	LOC108033976|XP_016964183.1|DBIA	LOC6497582|XP_001961770.1|DANA
OG0005275	LOC108034489|XP_016964886.1|DBIA	LOC6496955|XP_032310987.1|DANA
OG0005276	LOC108029243|XP_016956927.1|DBIA	LOC6498059|XP_001961992.1|DANA
OG0005277	LOC108029301|XP_016956993.1|DBIA	LOC6497471|XP_001962006.2|DANA
OG0005278	LOC108030241|XP_016958536.1|DBIA	LOC6495042|XP_001959181.1|DANA
OG0005279	LOC108021857|XP_016946134.1|DBIA	LOC6497327|XP_032307553.1|DANA
OG0005280	LOC108027877|XP_016954982.1|DBIA	LOC6497557|XP_001961823.1|DANA
OG0005281	LOC108029128|XP_016956738.1|DBIA	LOC6498316|XP_001962520.1|DANA
OG0005282	LOC108027304|XP_016954186.1|DBIA	LOC6499142|XP_001955218.1|DANA
OG0005283	LOC108026362|XP_016952765.1|DBIA	LOC6500750|XP_001953841.1|DANA
OG0005284	LOC108033777|XP_016963866.1|DBIA	LOC6497965|XP_032307732.1|DANA
OG0005285	LOC108034281|XP_016964629.1|DBIA	LOC6497565|XP_001961806.1|DANA
OG0005286	LOC108027782|XP_016954834.1|DBIA	LOC6497556|XP_032307614.1|DANA
OG0005287	LOC108027780|XP_016954832.1|DBIA	LOC6497975|XP_001961827.1|DANA
OG0005288	LOC108033693|XP_016963681.1|DBIA	LOC6498666|XP_001963277.2|DANA
OG0005289	LOC108027345|XP_016954255.1|DBIA	LOC116656186|XP_032311507.1|DANA
OG0005290	LOC108027299|XP_016954181.1|DBIA	LOC6494490|XP_001965913.1|DANA
OG0005291	LOC108032349|XP_016961649.1|DBIA	LOC6504349|XP_001965006.1|DANA
OG0005292	LOC108032541|XP_016961903.1|DBIA	LOC6505756|XP_001965008.1|DANA
OG0005293	LOC108029307|XP_016957000.1|DBIA	LOC6497167|XP_001962637.3|DANA
OG0005294	LOC108034175|XP_016964476.1|DBIA	LOC6504237|XP_001965109.1|DANA
OG0005295	LOC108032564|XP_016961936.1|DBIA	LOC6505753|XP_032311327.1|DANA
OG0005296	LOC108027206|XP_016954005.1|DBIA	LOC6499137|XP_032309931.1|DANA
OG0005297	LOC108036119|XP_016967592.1|DBIA	LOC6498338|XP_032307745.1|DANA
OG0005298	LOC108032738|XP_016962212.1|DBIA	LOC6505459|XP_001964919.1|DANA
OG0005299	LOC108025479|XP_016951481.1|DBIA	LOC6506012|XP_001964777.1|DANA
OG0005300	LOC108023793|XP_016948921.1|DBIA	LOC6503872|XP_001963754.1|DANA
OG0005301	LOC108034794|XP_016965275.1|DBIA	LOC6496982|XP_032311293.1|DANA
OG0005302	LOC108030265|XP_016958577.1|DBIA	LOC6494651|XP_001959927.1|DANA
OG0005303	LOC108033932|XP_016964100.1|DBIA	LOC6497636|XP_001961665.1|DANA
OG0005304	LOC108034296|XP_016964647.1|DBIA	LOC6506329|XP_001965153.1|DANA
OG0005305	LOC108030242|XP_016958537.1|DBIA	LOC6495600|XP_001959180.1|DANA
OG0005306	LOC108034905|XP_016965627.1|DBIA	LOC6497368|XP_001962228.1|DANA
OG0005307	LOC108033401|XP_016963209.1|DBIA	LOC6497061|XP_014761510.1|DANA
OG0005308	LOC108033905|XP_016964060.1|DBIA	LOC6496917|XP_001963144.1|DANA
OG0005309	LOC108034666|XP_016965097.1|DBIA	LOC6497002|XP_032311104.1|DANA
OG0005310	LOC108036137|XP_016967612.1|DBIA	LOC6498079|XP_014761965.1|DANA
OG0005311	LOC108033927|XP_016964091.1|DBIA	LOC6497033|XP_001962880.1|DANA
OG0005312	LOC108036760|XP_016968579.1|DBIA	LOC6498452|XP_032311296.1|DANA
OG0005313	LOC108034881|XP_016965578.1|DBIA	LOC6496952|XP_001963068.1|DANA
OG0005314	LOC108033984|XP_016964197.1|DBIA	LOC6498304|XP_001962501.1|DANA
OG0005315	LOC108033794|XP_016963893.1|DBIA	LOC6497877|XP_001961629.3|DANA
OG0005316	LOC108030195|XP_016958439.1|DBIA	LOC6495601|XP_014763364.1|DANA
OG0005317	LOC108034592|XP_016965017.1|DBIA	LOC6506962|XP_001965286.1|DANA
OG0005318	LOC108032711|XP_016962185.1|DBIA	LOC6498732|XP_001965864.3|DANA
OG0005319	LOC108029167|XP_016956801.1|DBIA	LOC6497168|XP_001962635.1|DANA
OG0005320	LOC108032666|XP_016962115.1|DBIA	LOC6497270|XP_001962426.2|DANA
OG0005321	LOC108034068|XP_016964312.1|DBIA	LOC6496878|XP_001963222.1|DANA
OG0005322	LOC108032670|XP_016962122.1|DBIA	LOC6498127|XP_001962133.1|DANA
OG0005323	LOC108032614|XP_016962039.1|DBIA	LOC6505363|XP_032311047.1|DANA
OG0005324	LOC108032726|XP_016962195.1|DBIA	LOC6505465|XP_001964926.1|DANA
OG0005325	LOC108027779|XP_016954831.1|DBIA	LOC26515103|XP_014762401.1|DANA
OG0005326	LOC108032816|XP_016962319.1|DBIA	LOC6505467|XP_001964927.1|DANA
OG0005327	LOC108032785|XP_016962277.1|DBIA	LOC6504805|XP_032311164.1|DANA
OG0005328	LOC108024620|XP_016950147.1|DBIA	LOC6500922|XP_001954168.1|DANA
OG0005329	LOC108029779|XP_016957781.1|DBIA	LOC6493009|XP_001956844.1|DANA
OG0005330	LOC108029769|XP_016957770.1|DBIA	LOC6507004|XP_001956845.1|DANA
OG0005331	LOC108029181|XP_016956833.1|DBIA	LOC6503298|XP_001967567.1|DANA
OG0005332	LOC108034272|XP_016964619.1|DBIA	LOC6497380|XP_001962202.1|DANA
OG0005333	LOC108034297|XP_016964648.1|DBIA	LOC6497019|XP_001962919.1|DANA
OG0005334	LOC108034009|XP_016964228.1|DBIA	LOC6498583|XP_001963111.1|DANA
OG0005335	LOC108029672|XP_016957607.1|DBIA	LOC26514220|XP_014763991.1|DANA
OG0005336	LOC108036353|XP_016967918.1|DBIA	LOC6494630|XP_001959981.1|DANA
OG0005337	LOC108022841|XP_016947501.1|DBIA	LOC6494208|XP_001960746.2|DANA
OG0005338	LOC108034822|XP_016965414.1|DBIA	LOC6496963|XP_001963045.2|DANA
OG0005339	LOC108033290|XP_016963045.1|DBIA	LOC6496923|XP_001963134.3|DANA
OG0005340	LOC108034742|XP_016965180.1|DBIA	LOC6498542|XP_001963029.1|DANA
OG0005341	LOC108029797|XP_016957800.1|DBIA	LOC6495422|XP_001958814.1|DANA
OG0005342	LOC108034132|XP_016964410.1|DBIA	LOC6506038|XP_001965087.1|DANA
OG0005343	LOC108030390|XP_016958761.1|DBIA	LOC6496513|XP_001961050.1|DANA
OG0005344	LOC108029968|XP_016957962.1|DBIA	LOC6495141|XP_001958970.3|DANA
OG0005345	LOC108034310|XP_016964669.1|DBIA	LOC6498509|XP_001962969.1|DANA
OG0005346	LOC108033424|XP_016963234.1|DBIA	LOC6497290|XP_032307626.1|DANA
OG0005347	LOC108029174|XP_016956813.1|DBIA	LOC6507187|XP_032311064.1|DANA
OG0005348	LOC108034534|XP_016964952.1|DBIA	LOC6496950|XP_001963076.2|DANA
OG0005349	LOC108035125|XP_016966049.1|DBIA	LOC6496953|XP_001963067.1|DANA
OG0005350	LOC108033249|XP_016963004.1|DBIA	LOC6497583|XP_001961769.1|DANA
OG0005351	LOC108034809|XP_016965332.1|DBIA	LOC6493356|XP_001957587.1|DANA
OG0005352	LOC108033956|XP_016964143.1|DBIA	LOC6498585|XP_014762190.1|DANA
OG0005353	LOC108023017|XP_016947741.1|DBIA	LOC6495131|XP_001958987.3|DANA
OG0005354	LOC108027758|XP_016954800.1|DBIA	LOC6497806|XP_032307517.1|DANA
OG0005355	LOC108029093|XP_016956672.1|DBIA	LOC6503329|XP_001965397.2|DANA
OG0005356	LOC108029096|XP_016956675.1|DBIA	LOC6507554|XP_001965395.1|DANA
OG0005357	LOC108033893|XP_016964033.1|DBIA	LOC6505498|XP_014760503.1|DANA
OG0005358	LOC108033873|XP_016964004.1|DBIA	LOC6497769|XP_001961406.1|DANA
OG0005359	LOC108022473|XP_016946911.1|DBIA	LOC6494183|XP_001960815.1|DANA
OG0005360	LOC108035950|XP_016967242.1|DBIA	LOC6493668|XP_001958191.1|DANA
OG0005361	LOC108033979|XP_016964189.1|DBIA	LOC6496892|XP_032310898.1|DANA
OG0005362	LOC108034819|XP_016965389.1|DBIA	LOC6496961|XP_001963050.1|DANA
OG0005363	LOC108034238|XP_016964576.1|DBIA	LOC6497135|XP_001962686.1|DANA
OG0005364	LOC108022920|XP_016947620.1|DBIA	LOC6495580|XP_001959136.1|DANA
OG0005365	LOC108033909|XP_016964064.1|DBIA	LOC6498166|XP_032307394.1|DANA
OG0005366	LOC108034041|XP_016964276.1|DBIA	LOC6498167|XP_001962221.2|DANA
OG0005367	LOC108034000|XP_016964217.1|DBIA	LOC6497370|XP_001962223.1|DANA
OG0005368	LOC108031112|XP_016959812.1|DBIA	LOC6499992|XP_032306527.1|DANA
OG0005369	LOC108027750|XP_016954791.1|DBIA	LOC6498679|XP_001963309.1|DANA
OG0005370	LOC108033814|XP_016963928.1|DBIA	LOC6497059|XP_001962835.2|DANA
OG0005371	LOC108034250|XP_016964592.1|DBIA	LOC6498445|XP_001962833.1|DANA
OG0005372	LOC108032027|XP_016961326.1|DBIA	LOC6505686|XP_001964457.1|DANA
OG0005373	LOC108021884|XP_016946211.1|DBIA	LOC6498653|XP_032308663.1|DANA
OG0005374	LOC108035104|XP_016966026.1|DBIA	LOC6497369|XP_001962225.1|DANA
OG0005375	LOC108035097|XP_016966013.1|DBIA	LOC6498169|XP_001962224.2|DANA
OG0005376	LOC108027755|XP_016954796.1|DBIA	LOC6503806|XP_001965245.2|DANA
OG0005377	LOC108029266|XP_016956957.1|DBIA	LOC6507605|XP_001955990.1|DANA
OG0005378	LOC108027788|XP_016954845.1|DBIA	LOC6497542|XP_001961863.3|DANA
OG0005379	LOC108036163|XP_016967643.1|DBIA	LOC6497429|XP_001962101.2|DANA
OG0005380	LOC108027886|XP_016954993.1|DBIA	LOC6497992|XP_001961852.2|DANA
OG0005381	LOC108033699|XP_016963691.1|DBIA	LOC6497634|XP_001961670.2|DANA
OG0005382	LOC108033709|XP_016963720.1|DBIA	LOC6506907|XP_014760582.1|DANA
OG0005383	LOC108028660|XP_016956077.1|DBIA	LOC6493407|XP_032310777.1|DANA
OG0005384	LOC108023419|XP_016948388.1|DBIA	LOC6499318|XP_001954881.1|DANA
OG0005385	LOC108029677|XP_016957615.1|DBIA	LOC6495522|XP_001959031.1|DANA
OG0005386	LOC108036678|XP_016968449.1|DBIA	LOC6494143|XP_014762648.1|DANA
OG0005387	LOC108031430|XP_016960322.1|DBIA	LOC6500845|XP_032305746.1|DANA
OG0005388	LOC108034338|XP_016964710.1|DBIA	LOC6498320|XP_001962532.1|DANA
OG0005389	LOC108033966|XP_016964164.1|DBIA	LOC6506002|XP_001965063.1|DANA
OG0005390	LOC108029089|XP_016956666.1|DBIA	LOC6498523|XP_001962990.1|DANA
OG0005391	LOC108029091|XP_016956668.1|DBIA	LOC6498521|XP_001962988.1|DANA
OG0005392	LOC108033349|XP_016963147.1|DBIA	LOC6497920|XP_001961713.1|DANA
OG0005393	LOC108025595|XP_016951617.1|DBIA	LOC6500867|XP_001954068.1|DANA
OG0005394	LOC108033861|XP_016963989.1|DBIA	LOC6497921|XP_001961715.1|DANA
OG0005395	LOC108033672|XP_016963606.1|DBIA	LOC6497873|XP_001961618.1|DANA
OG0005396	LOC108036067|XP_016967500.1|DBIA	LOC6498081|XP_001962045.1|DANA
OG0005397	LOC108036049|XP_016967480.1|DBIA	LOC6498080|XP_001962044.1|DANA
OG0005398	LOC108032858|XP_016962348.1|DBIA	LOC6500035|XP_001953349.2|DANA
OG0005399	LOC108029696|XP_016957648.1|DBIA	LOC6495427|XP_032306827.1|DANA
OG0005400	LOC108036612|XP_016968363.1|DBIA	LOC6495567|XP_032306577.1|DANA
OG0005401	LOC108036142|XP_016967618.1|DBIA	LOC6497457|XP_001962033.1|DANA
OG0005402	LOC108036128|XP_016967601.1|DBIA	LOC6498076|XP_001962035.1|DANA
OG0005403	LOC108036145|XP_016967622.1|DBIA	LOC6497454|XP_001962040.1|DANA
OG0005404	LOC108036146|XP_016967623.1|DBIA	LOC6498078|XP_001962039.1|DANA
OG0005405	LOC108026900|XP_016953598.1|DBIA	LOC6495856|XP_001959716.1|DANA
OG0005406	LOC108030386|XP_016958748.1|DBIA	LOC6495004|XP_001959237.2|DANA
OG0005407	LOC108026927|XP_016953628.1|DBIA	LOC6494184|XP_001960809.1|DANA
OG0005408	LOC108029197|XP_016956863.1|DBIA	LOC6498512|XP_032311268.1|DANA
OG0005409	LOC108036790|XP_016968624.1|DBIA	LOC6505488|XP_001964941.2|DANA
OG0005410	LOC108029048|XP_016956600.1|DBIA	LOC6498519|XP_001962986.1|DANA
OG0005411	LOC108022209|XP_016946552.1|DBIA	LOC6495704|XP_001959406.1|DANA
OG0005412	LOC108022934|XP_016947635.1|DBIA	LOC6495711|XP_001959417.1|DANA
OG0005413	LOC108030320|XP_016958653.1|DBIA	LOC6495773|XP_001959544.1|DANA
OG0005414	LOC108023265|XP_016948037.1|DBIA	LOC6503029|XP_001963378.1|DANA
OG0005415	LOC108024633|XP_016950165.1|DBIA	LOC6502271|XP_032309375.1|DANA
OG0005416	LOC108030307|XP_016958631.1|DBIA	LOC6494577|XP_001960069.1|DANA
OG0005417	LOC108033392|XP_016963200.1|DBIA	LOC6497619|XP_001961699.1|DANA
OG0005418	LOC108033951|XP_016964133.1|DBIA	LOC6498161|XP_001962208.1|DANA
OG0005419	LOC108034046|XP_016964282.1|DBIA	LOC6498595|XP_001963128.1|DANA
OG0005420	LOC108034217|XP_016964547.1|DBIA	LOC6498238|XP_001962366.1|DANA
OG0005421	LOC108033436|XP_016963250.1|DBIA	LOC6498301|XP_032307611.1|DANA
OG0005422	LOC108035792|XP_016967019.1|DBIA	LOC6501820|XP_001966861.1|DANA
OG0005423	LOC108032602|XP_016962018.1|DBIA	LOC6505412|XP_001964884.1|DANA
OG0005424	LOC108022623|XP_016947157.1|DBIA	LOC6495589|XP_001959155.1|DANA
OG0005425	LOC108025730|XP_016951797.1|DBIA	LOC6502031|XP_032308622.1|DANA
OG0005426	LOC108036361|XP_016967928.1|DBIA	LOC6495933|XP_001959877.1|DANA
OG0005427	LOC108033474|XP_016963301.1|DBIA	LOC6498026|XP_001961918.1|DANA
OG0005428	LOC108031842|XP_016961085.1|DBIA	LOC6497338|XP_001962294.1|DANA
OG0005429	LOC108033900|XP_016964052.1|DBIA	LOC6504207|XP_001965155.1|DANA
OG0005430	LOC108033901|XP_016964054.1|DBIA	LOC6506339|XP_032310996.1|DANA
OG0005431	LOC108034097|XP_016964352.1|DBIA	LOC6504194|XP_032311252.1|DANA
OG0005432	LOC108027474|XP_016954411.1|DBIA	LOC6505413|XP_001966910.2|DANA
OG0005433	LOC108022652|XP_016947199.1|DBIA	LOC6495959|XP_001959934.1|DANA
OG0005434	LOC108031599|XP_016960670.1|DBIA	LOC6496696|XP_032309174.1|DANA
OG0005435	LOC108027039|XP_016953728.1|DBIA	LOC26514146|XP_032309149.1|DANA
OG0005436	LOC108031791|XP_016961000.1|DBIA	LOC6505391|XP_001966904.2|DANA
OG0005437	LOC108025407|XP_016951378.1|DBIA	LOC6499863|XP_001953747.1|DANA
OG0005438	LOC108029109|XP_016956710.1|DBIA	LOC6497884|XP_001961644.1|DANA
OG0005439	LOC108031241|XP_016959965.1|DBIA	LOC6500171|XP_032305776.1|DANA
OG0005440	LOC108029120|XP_016956722.1|DBIA	LOC6497850|XP_001961568.2|DANA
OG0005441	LOC108034039|XP_016964274.1|DBIA	LOC6498459|XP_001962870.1|DANA
OG0005442	LOC108033336|XP_016963111.1|DBIA	LOC6498073|XP_001962025.1|DANA
OG0005443	LOC108034078|XP_016964329.1|DBIA	LOC6498570|XP_001963090.2|DANA
OG0005444	LOC108029060|XP_016956617.1|DBIA	LOC6507456|XP_001965382.1|DANA
OG0005445	LOC108033563|XP_016963397.1|DBIA	LOC6498625|XP_001963180.1|DANA
OG0005446	LOC108036712|XP_016968501.1|DBIA	LOC6498144|XP_001962170.1|DANA
OG0005447	LOC108027771|XP_016954822.1|DBIA	LOC6506243|XP_001965141.1|DANA
