Orthogroup	DBIA.longest_only	DPER.longest_only
OG0003490	LOC108031885|XP_016961138.1|DBIA	LOC6588107|XP_002012853.1|DPER
OG0003491	LOC108024824|XP_016950442.1|DBIA	LOC6587487|XP_002013059.2|DPER
OG0003492	LOC108024736|XP_016950321.1|DBIA	LOC6587616|XP_026850548.1|DPER
OG0003493	LOC108032196|XP_016961540.1|DBIA	LOC6587681|XP_002012800.1|DPER
OG0003494	LOC108024963|XP_016950690.1|DBIA	LOC6592086|XP_026851167.1|DPER
OG0003495	LOC108034164|XP_016964459.1|DBIA	LOC6595386|XP_002020789.1|DPER
OG0003496	LOC108031328|XP_016960068.1|DBIA	LOC6588349|XP_002013606.1|DPER
OG0003497	LOC108031967|XP_016961245.1|DBIA	LOC6598800|XP_026841717.1|DPER
OG0003498	LOC108024078|XP_016949342.1|DBIA	LOC113565799|XP_026844767.1|DPER
OG0003499	LOC108031882|XP_016961136.1|DBIA	LOC6595142|XP_026844823.1|DPER
OG0003500	LOC108033399|XP_016963208.1|DBIA	LOC6598057|XP_002023150.1|DPER
OG0003501	LOC108032180|XP_016961524.1|DBIA	LOC6587668|XP_002014052.1|DPER
OG0003502	LOC108032053|XP_016961357.1|DBIA	LOC6587815|XP_002012772.2|DPER
OG0003503	LOC108024659|XP_016950209.1|DBIA	LOC6594760|XP_026851127.1|DPER
OG0003504	LOC108026193|XP_016952472.1|DBIA	LOC113565595|XP_026843873.1|DPER
OG0003505	LOC108031438|XP_016960356.1|DBIA	LOC6587475|XP_026840010.1|DPER
OG0003506	LOC108027325|XP_016954221.1|DBIA	LOC6587202|XP_026850169.1|DPER
OG0003507	LOC108031208|XP_016959932.1|DBIA	LOC6587996|XP_026840365.1|DPER
OG0003508	LOC108034876|XP_016965569.1|DBIA	LOC6595833|XP_026845482.1|DPER
OG0003509	LOC108031927|XP_016961193.1|DBIA	LOC6588084|XP_002013577.1|DPER
OG0003510	LOC108024642|XP_016950180.1|DBIA	LOC6587800|XP_002013685.1|DPER
OG0003511	LOC108024386|XP_016949782.1|DBIA	LOC6587709|XP_026840003.1|DPER
OG0003512	LOC108024825|XP_016950443.1|DBIA	LOC6594989|XP_002020155.1|DPER
OG0003513	LOC108024716|XP_016950297.1|DBIA	LOC6587954|XP_026845702.1|DPER
OG0003514	LOC108032251|XP_016961605.1|DBIA	LOC6591846|XP_002016733.1|DPER
OG0003515	LOC108030355|XP_016958711.1|DBIA	LOC6589899|XP_002016383.1|DPER
OG0003516	LOC108031824|XP_016961044.1|DBIA	LOC6587870|XP_002013171.2|DPER
OG0003517	LOC108024361|XP_016949757.1|DBIA	LOC6588258|XP_026851213.1|DPER
OG0003518	LOC108027439|XP_016954377.1|DBIA	LOC6591829|XP_026851132.1|DPER
OG0003519	LOC108035199|XP_016966184.1|DBIA	LOC6602516|XP_026848769.1|DPER
OG0003520	LOC108035271|XP_016966319.1|DBIA	LOC6602453|XP_002027489.1|DPER
OG0003521	LOC108035364|XP_016966451.1|DBIA	LOC6599830|XP_026847256.1|DPER
OG0003522	LOC108023106|XP_016947861.1|DBIA	LOC6590148|XP_002016315.1|DPER
OG0003523	LOC108034173|XP_016964472.1|DBIA	LOC6595388|XP_002020791.1|DPER
OG0003524	LOC108023288|XP_016948068.1|DBIA	LOC6599280|XP_026848254.1|DPER
OG0003525	LOC108036334|XP_016967858.1|DBIA	LOC6590096|XP_026841069.1|DPER
OG0003526	LOC108025161|XP_016950926.1|DBIA	LOC6601563|XP_002026683.1|DPER
OG0003527	LOC108030150|XP_016958359.1|DBIA	LOC6602088|XP_026841721.1|DPER
OG0003529	LOC108034571|XP_016964994.1|DBIA	LOC6589300|XP_002014391.1|DPER
OG0003530	LOC108028375|XP_016955658.1|DBIA	LOC6597155|XP_002022360.1|DPER
OG0003531	LOC108025538|XP_016951555.1|DBIA	LOC6591608|XP_002017103.1|DPER
OG0003532	LOC108035002|XP_016965833.1|DBIA	LOC6599603|XP_026849535.1|DPER
OG0003533	LOC108030713|XP_016959247.1|DBIA	LOC6602523|XP_026848751.1|DPER, LOC6602509|XP_026848748.1|DPER
OG0003534	LOC108035346|XP_016966424.1|DBIA	LOC6602819|XP_026847921.1|DPER
OG0003535	LOC108035322|XP_016966386.1|DBIA	LOC6601254|XP_026849950.1|DPER
OG0003536	LOC108030055|XP_016958122.1|DBIA	LOC6590402|XP_002015495.2|DPER
OG0003537	LOC108026540|XP_016952977.1|DBIA	LOC6601571|XP_002026662.1|DPER
OG0003538	LOC108029682|XP_016957625.1|DBIA	LOC6590103|XP_002015659.1|DPER
OG0003539	LOC108030394|XP_016958766.1|DBIA	LOC6590341|XP_002016298.1|DPER
OG0003540	LOC108030795|XP_016959368.1|DBIA	LOC6601102|XP_002026067.1|DPER
OG0003541	LOC108026178|XP_016952441.1|DBIA	LOC6588508|XP_026850967.1|DPER
OG0003542	LOC108029557|XP_016957378.1|DBIA	LOC6592748|XP_002017810.1|DPER
OG0003543	LOC108023489|XP_016948502.1|DBIA	LOC6596688|XP_026845840.1|DPER
OG0003544	LOC108028725|XP_016956175.1|DBIA	LOC6596109|XP_002021262.1|DPER
OG0003545	LOC108030906|XP_016959575.1|DBIA	LOC6600499|XP_026847540.1|DPER
OG0003546	LOC108030896|XP_016959560.1|DBIA	LOC6602400|XP_002027452.1|DPER
OG0003547	LOC108022749|XP_016947333.1|DBIA	LOC6592424|XP_026840603.1|DPER
OG0003548	LOC108036556|XP_016968283.1|DBIA	LOC6592370|XP_026841183.1|DPER
OG0003549	LOC108036588|XP_016968333.1|DBIA	LOC6592369|XP_026841401.1|DPER
OG0003550	LOC108022525|XP_016946991.1|DBIA	LOC6592570|XP_002018252.1|DPER
OG0003551	LOC108022812|XP_016947438.1|DBIA	LOC6593049|XP_002017604.1|DPER
OG0003552	LOC108022499|XP_016946946.1|DBIA	LOC6601267|XP_002026396.1|DPER
OG0003553	LOC108022828|XP_016947459.1|DBIA	LOC6592568|XP_026841589.1|DPER
OG0003554	LOC108035008|XP_016965840.1|DBIA	LOC6599757|XP_002024877.1|DPER
OG0003555	LOC108034898|XP_016965601.1|DBIA	LOC6604445|XP_026845224.1|DPER, LOC113566000|XP_026845407.1|DPER
OG0003556	LOC108028465|XP_016955812.1|DBIA	LOC6597150|XP_026845467.1|DPER
OG0003557	LOC108028285|XP_016955483.1|DBIA	LOC6597154|XP_026845308.1|DPER
OG0003558	LOC108035043|XP_016965901.1|DBIA	LOC6599666|XP_026847427.1|DPER
OG0003559	LOC108035221|XP_016966235.1|DBIA	LOC6596177|XP_026845197.1|DPER
OG0003560	LOC108028776|XP_016956244.1|DBIA	LOC6596112|XP_002021265.2|DPER
OG0003561	LOC108022845|XP_016947506.1|DBIA	LOC6592480|XP_026842710.1|DPER
OG0003562	LOC108022894|XP_016947581.1|DBIA	LOC6592818|XP_026841874.1|DPER
OG0003563	LOC108031978|XP_016961261.1|DBIA	LOC6594943|XP_002020312.1|DPER
OG0003564	LOC108028443|XP_016955766.1|DBIA	LOC6597132|XP_026845709.1|DPER
OG0003565	LOC108035681|XP_016966880.1|DBIA	LOC6602971|XP_002027956.1|DPER
OG0003566	LOC108031637|XP_016960735.1|DBIA	LOC6598786|XP_026840583.1|DPER
OG0003567	LOC108036505|XP_016968198.1|DBIA	LOC6601262|XP_002026391.1|DPER
OG0003568	LOC108036429|XP_016968050.1|DBIA	LOC6592208|XP_026842897.1|DPER
OG0003569	LOC108035343|XP_016966417.1|DBIA	LOC6601199|XP_026848052.1|DPER
OG0003570	LOC108030106|XP_016958284.1|DBIA	LOC6602055|XP_002027186.2|DPER
OG0003571	LOC108035600|XP_016966767.1|DBIA	LOC6599742|XP_002024812.2|DPER
OG0003572	LOC108030190|XP_016958429.1|DBIA	LOC6600949|XP_026842699.1|DPER
OG0003573	LOC108030426|XP_016958802.1|DBIA	LOC6602094|XP_002027139.1|DPER
OG0003574	LOC108035331|XP_016966398.1|DBIA	LOC6599592|XP_002024712.1|DPER
OG0003575	LOC108035329|XP_016966396.1|DBIA	LOC6599799|XP_002024969.1|DPER
OG0003576	LOC108035481|XP_016966620.1|DBIA	LOC113566499|XP_026848181.1|DPER
OG0003577	LOC108028339|XP_016955579.1|DBIA	LOC6602941|XP_026848798.1|DPER
OG0003578	LOC108028533|XP_016955918.1|DBIA	LOC6602953|XP_026848734.1|DPER
OG0003579	LOC108022618|XP_016947147.1|DBIA	LOC6590805|XP_002016351.2|DPER
OG0003580	LOC108026791|XP_016953441.1|DBIA	LOC6590450|XP_002016376.2|DPER
OG0003581	LOC108030026|XP_016958124.1|DBIA	LOC6600275|XP_026849113.1|DPER
OG0003582	LOC108035238|XP_016966258.1|DBIA	LOC6601382|XP_002026518.1|DPER
OG0003583	LOC108022896|XP_016947584.1|DBIA	LOC6590525|XP_026842572.1|DPER
OG0003584	LOC108036530|XP_016968237.1|DBIA	LOC6590032|XP_002016306.1|DPER
OG0003585	LOC108028078|XP_016955210.1|DBIA	LOC6598941|XP_026849022.1|DPER
OG0003586	LOC108024917|XP_016950605.1|DBIA	LOC6602022|XP_002027030.2|DPER
OG0003587	LOC108027938|XP_016955056.1|DBIA	LOC6595538|XP_026844112.1|DPER
OG0003588	LOC108032032|XP_016961333.1|DBIA	LOC6588558|XP_026843212.1|DPER
OG0003589	LOC108036313|XP_016967812.1|DBIA	LOC6601261|XP_002026390.2|DPER
OG0003590	LOC108034878|XP_016965572.1|DBIA	LOC6599089|XP_002024222.1|DPER
OG0003591	LOC108030379|XP_016958741.1|DBIA	LOC6603311|XP_026849879.1|DPER
OG0003592	LOC108030688|XP_016959211.1|DBIA	LOC6596225|XP_002021185.1|DPER
OG0003593	LOC108034775|XP_016965211.1|DBIA	LOC6599865|XP_026847233.1|DPER
OG0003594	LOC108028038|XP_016955165.1|DBIA	LOC6602961|XP_002027972.1|DPER
OG0003595	LOC108026887|XP_016953578.1|DBIA	LOC6593144|XP_026841244.1|DPER
OG0003596	LOC108030073|XP_016958163.1|DBIA	LOC6590303|XP_002015507.1|DPER
OG0003597	LOC108030050|XP_016958114.1|DBIA	LOC6591115|XP_026841055.1|DPER
OG0003598	LOC108035576|XP_016966736.1|DBIA	LOC6599725|XP_002024830.1|DPER
OG0003599	LOC108027764|XP_016954811.1|DBIA	LOC6596283|XP_002021805.1|DPER
OG0003600	LOC108034861|XP_016965503.1|DBIA	LOC6601410|XP_026847971.1|DPER
OG0003601	LOC108036648|XP_016968412.1|DBIA	LOC6592544|XP_026841596.1|DPER
OG0003602	LOC108026762|XP_016953391.1|DBIA	LOC6593022|XP_002018215.1|DPER
OG0003603	LOC108034475|XP_016964848.1|DBIA	LOC6601241|XP_026848070.1|DPER
OG0003604	LOC108034023|XP_016964251.1|DBIA	LOC6596527|XP_002021724.1|DPER
OG0003605	LOC108024807|XP_016950418.1|DBIA	LOC6587190|XP_026841097.1|DPER
OG0003606	LOC108022633|XP_016947177.1|DBIA	LOC6592662|XP_002018386.1|DPER
OG0003607	LOC108022921|XP_016947621.1|DBIA	LOC6593041|XP_002017597.1|DPER
OG0003608	LOC108035645|XP_016966839.1|DBIA	LOC6600245|XP_002025410.2|DPER
OG0003609	LOC108036604|XP_016968355.1|DBIA	LOC6592846|XP_002018273.2|DPER
OG0003610	LOC108028640|XP_016956054.1|DBIA	LOC6598920|XP_002024107.2|DPER
OG0003611	LOC108028832|XP_016956313.1|DBIA	LOC6603010|XP_026849450.1|DPER
OG0003612	LOC108022232|XP_016946579.1|DBIA	LOC6593106|XP_002017888.1|DPER
OG0003613	LOC108030168|XP_016958394.1|DBIA	LOC6602066|XP_002027172.1|DPER
OG0003614	LOC108030077|XP_016958179.1|DBIA	LOC6602065|XP_002027171.1|DPER
OG0003615	LOC108022476|XP_016946916.1|DBIA	LOC6593143|XP_002018175.1|DPER
OG0003616	LOC108026919|XP_016953619.1|DBIA	LOC6592778|XP_002018020.1|DPER
OG0003617	LOC108022621|XP_016947152.1|DBIA	LOC6600801|XP_026840756.1|DPER
OG0003618	LOC108022620|XP_016947150.1|DBIA	LOC6600802|XP_026840755.1|DPER
OG0003619	LOC108030263|XP_016958575.1|DBIA	LOC6592958|XP_026840738.1|DPER
OG0003620	LOC108026850|XP_016953518.1|DBIA	LOC6590427|XP_002016599.1|DPER
OG0003621	LOC108029553|XP_016957366.1|DBIA	LOC6603016|XP_002028037.1|DPER
OG0003622	LOC108029525|XP_016957344.1|DBIA	LOC6603014|XP_026849507.1|DPER
OG0003623	LOC108029471|XP_016957214.1|DBIA	LOC6592755|XP_002017872.1|DPER
OG0003624	LOC108022602|XP_016947126.1|DBIA	LOC6593030|XP_026840893.1|DPER
OG0003625	LOC108030218|XP_016958482.1|DBIA	LOC6602068|XP_002027174.1|DPER
OG0003626	LOC108030067|XP_016958154.1|DBIA	LOC6602111|XP_002027125.1|DPER
OG0003627	LOC108029486|XP_016957243.1|DBIA	LOC6591190|XP_002015914.1|DPER
OG0003628	LOC108036398|XP_016968004.1|DBIA	LOC6592206|XP_002017766.2|DPER
OG0003629	LOC108029947|XP_016957939.1|DBIA	LOC6590896|XP_002016263.1|DPER
OG0003630	LOC108026788|XP_016953437.1|DBIA	LOC6590404|XP_002016586.1|DPER
OG0003631	LOC108030855|XP_016959486.1|DBIA	LOC6602360|XP_002027439.1|DPER
OG0003632	LOC108034675|XP_016965106.1|DBIA	LOC6599588|XP_002024708.1|DPER
OG0003633	LOC108029634|XP_016957522.1|DBIA	LOC6600805|XP_002025976.1|DPER
OG0003634	LOC108035526|XP_016966684.1|DBIA	LOC6599461|XP_002024610.2|DPER
OG0003635	LOC108035450|XP_016966577.1|DBIA	LOC6601093|XP_002026086.2|DPER
OG0003636	LOC108036543|XP_016968256.1|DBIA	LOC6592548|XP_002018267.1|DPER
OG0003637	LOC108029573|XP_016957423.1|DBIA	LOC6603451|XP_002028443.1|DPER
OG0003638	LOC108028469|XP_016955819.1|DBIA	LOC6602296|XP_002027355.2|DPER
OG0003639	LOC108032739|XP_016962213.1|DBIA	LOC6588920|XP_026844999.1|DPER
OG0003640	LOC108026742|XP_016953351.1|DBIA	LOC6602139|XP_002027110.2|DPER
OG0003641	LOC108026552|XP_016952991.1|DBIA	LOC6590556|XP_026841899.1|DPER
OG0003642	LOC108029706|XP_016957665.1|DBIA	LOC6592762|XP_002017814.1|DPER
OG0003643	LOC108026748|XP_016953363.1|DBIA	LOC6592745|XP_002017807.1|DPER
OG0003644	LOC108036589|XP_016968334.1|DBIA	LOC6590342|XP_026842462.1|DPER
OG0003645	LOC108034530|XP_016964945.1|DBIA	LOC6599653|XP_002024764.1|DPER
OG0003646	LOC108035305|XP_016966364.1|DBIA	LOC6599604|XP_026849539.1|DPER
OG0003647	LOC108029705|XP_016957668.1|DBIA	LOC6599647|XP_002024757.1|DPER
OG0003648	LOC108029112|XP_016956714.1|DBIA	LOC6596352|XP_002021490.1|DPER
OG0003649	LOC108026229|XP_016952552.1|DBIA	LOC6591934|XP_002016774.1|DPER
OG0003650	LOC108033204|XP_016962940.1|DBIA	LOC6597698|XP_002022879.1|DPER
OG0003651	LOC108025464|XP_016951455.1|DBIA	LOC6594897|XP_002020497.1|DPER
OG0003652	LOC108035877|XP_016967116.1|DBIA	LOC6595971|XP_026845355.1|DPER
OG0003653	LOC108028804|XP_016956277.1|DBIA	LOC6602292|XP_026848531.1|DPER
OG0003654	LOC108035234|XP_016966255.1|DBIA	LOC6600982|XP_002026168.1|DPER
OG0003655	LOC108032782|XP_016962272.1|DBIA	LOC6597944|XP_002023179.1|DPER
OG0003656	LOC108035894|XP_016967138.1|DBIA	LOC6595973|XP_002021211.1|DPER
OG0003657	LOC108034643|XP_016965070.1|DBIA	LOC6601486|XP_002026546.1|DPER
OG0003658	LOC108024548|XP_016950015.1|DBIA	LOC6591426|XP_002017484.1|DPER
OG0003659	LOC108028671|XP_016956092.1|DBIA	LOC6603329|XP_002028308.1|DPER
OG0003660	LOC108029559|XP_016957392.1|DBIA	LOC6601091|XP_026847417.1|DPER
OG0003661	LOC108035311|XP_016966373.1|DBIA	LOC6599508|XP_002024728.2|DPER
OG0003662	LOC108028522|XP_016955894.1|DBIA	LOC6601139|XP_002026271.1|DPER
OG0003663	LOC108028340|XP_016955580.1|DBIA	LOC6602939|XP_002027990.2|DPER
OG0003664	LOC108028585|XP_016955985.1|DBIA	LOC6602937|XP_026848788.1|DPER
OG0003665	LOC108022191|XP_016946532.1|DBIA	LOC6591276|XP_002016492.1|DPER
OG0003666	LOC108030329|XP_016958676.1|DBIA	LOC6590275|XP_002015515.1|DPER
OG0003667	LOC108034975|XP_016965778.1|DBIA	LOC113566611|XP_026848816.1|DPER
OG0003668	LOC108034376|XP_016964748.1|DBIA	LOC6590583|XP_026842829.1|DPER
OG0003669	LOC108036660|XP_016968431.1|DBIA	LOC6592518|XP_002017676.1|DPER
OG0003670	LOC108036659|XP_016968429.1|DBIA	LOC6592517|XP_002017675.1|DPER
OG0003671	LOC108022630|XP_016947173.1|DBIA	LOC6592526|XP_026840958.1|DPER
OG0003672	LOC108026452|XP_016952881.1|DBIA	LOC6594620|XP_002019843.1|DPER
OG0003673	LOC108026752|XP_016953367.1|DBIA	LOC6593197|XP_026842772.1|DPER
OG0003674	LOC108036521|XP_016968220.1|DBIA	LOC6592297|XP_026842827.1|DPER
OG0003675	LOC108029483|XP_016957235.1|DBIA	LOC6590555|XP_026842410.1|DPER
OG0003676	LOC108029484|XP_016957236.1|DBIA	LOC6590554|XP_026842407.1|DPER
OG0003677	LOC108031494|XP_016960480.1|DBIA	LOC6592134|XP_026844615.1|DPER
OG0003678	LOC108035340|XP_016966414.1|DBIA	LOC6603298|XP_002028279.1|DPER
OG0003679	LOC108035616|XP_016966792.1|DBIA	LOC6603293|XP_026849855.1|DPER
OG0003680	LOC108023036|XP_016947766.1|DBIA	LOC6592244|XP_002017595.1|DPER
OG0003681	LOC108030260|XP_016958571.1|DBIA	LOC6601577|XP_026841296.1|DPER
OG0003682	LOC108027270|XP_016954134.1|DBIA	LOC6598727|XP_002023874.1|DPER
OG0003683	LOC108030018|XP_016958021.1|DBIA	LOC6590900|XP_026840768.1|DPER
OG0003684	LOC108034921|XP_016965666.1|DBIA	LOC6599839|XP_002024858.1|DPER
OG0003685	LOC108030722|XP_016959256.1|DBIA	LOC6602510|XP_026848764.1|DPER
OG0003686	LOC108036486|XP_016968161.1|DBIA	LOC6592924|XP_002018444.1|DPER
OG0003687	LOC108022673|XP_016947232.1|DBIA	LOC6592936|XP_002018383.1|DPER
OG0003688	LOC108026848|XP_016953515.1|DBIA	LOC6590820|XP_002016474.1|DPER
OG0003689	LOC108030870|XP_016959509.1|DBIA	LOC6603423|XP_026848110.1|DPER
OG0003690	LOC108028773|XP_016956240.1|DBIA	LOC6599014|XP_026847856.1|DPER
OG0003691	LOC108030710|XP_016959240.1|DBIA	LOC6596067|XP_026845544.1|DPER
OG0003692	LOC108030351|XP_016958705.1|DBIA	LOC6602121|XP_002027193.1|DPER
OG0003693	LOC108029481|XP_016957237.1|DBIA	LOC6601130|XP_002026057.1|DPER
OG0003694	LOC108035640|XP_016966834.1|DBIA	LOC6599817|XP_026847293.1|DPER
OG0003695	LOC108035443|XP_016966567.1|DBIA	LOC6601399|XP_002026502.2|DPER
OG0003696	LOC108029995|XP_016957998.1|DBIA	LOC6590170|XP_002016106.1|DPER
OG0003697	LOC108022658|XP_016947213.1|DBIA	LOC6590046|XP_026842121.1|DPER
OG0003698	LOC108035661|XP_016966858.1|DBIA	LOC6599827|XP_002024847.1|DPER, LOC6604088|XP_002029028.1|DPER
OG0003699	LOC108022763|XP_016947357.1|DBIA	LOC6600846|XP_002025983.1|DPER
OG0003700	LOC108022980|XP_016947694.1|DBIA	LOC6592277|XP_002018418.1|DPER
OG0003701	LOC108036805|XP_016968641.1|DBIA	LOC6589597|XP_002014830.1|DPER
OG0003702	LOC108035649|XP_016966844.1|DBIA	LOC6595845|XP_002021375.1|DPER
OG0003703	LOC108035625|XP_016966806.1|DBIA	LOC6601517|XP_002026579.1|DPER
OG0003704	LOC108034537|XP_016964951.1|DBIA	LOC6601397|XP_002026500.1|DPER
OG0003705	LOC108029552|XP_016957359.1|DBIA	LOC6590712|XP_026842236.1|DPER
OG0003706	LOC108028632|XP_016956044.1|DBIA	LOC6602790|XP_002027798.2|DPER
OG0003707	LOC108030744|XP_016959283.1|DBIA	LOC6601045|XP_026849732.1|DPER
OG0003708	LOC108034973|XP_016965776.1|DBIA	LOC6599797|XP_026847362.1|DPER
OG0003709	LOC108030319|XP_016958651.1|DBIA	LOC6592969|XP_002017704.1|DPER
OG0003710	LOC108030363|XP_016958721.1|DBIA	LOC6592968|XP_002017703.1|DPER
OG0003711	LOC108030916|XP_016959599.1|DBIA	LOC6602419|XP_002027424.1|DPER
OG0003712	LOC108022893|XP_016947580.1|DBIA	LOC6590212|XP_002016068.1|DPER
OG0003713	LOC108029701|XP_016957657.1|DBIA	LOC6590506|XP_002016091.1|DPER
OG0003714	LOC108029700|XP_016957655.1|DBIA	LOC6591024|XP_002016643.1|DPER
OG0003715	LOC108034753|XP_016965191.1|DBIA	LOC6601242|XP_002026300.1|DPER
OG0003716	LOC108028623|XP_016956032.1|DBIA	LOC6595898|XP_026845704.1|DPER
OG0003717	LOC108034542|XP_016964957.1|DBIA	LOC6601654|XP_026847548.1|DPER
OG0003718	LOC108034524|XP_016964937.1|DBIA	LOC6599480|XP_002024600.1|DPER
OG0003719	LOC108035401|XP_016966509.1|DBIA	LOC6595753|XP_002021370.1|DPER
OG0003720	LOC108027545|XP_016954486.1|DBIA	LOC6597725|XP_026846996.1|DPER
OG0003721	LOC108026901|XP_016953599.1|DBIA	LOC6590604|XP_002016469.1|DPER
OG0003722	LOC108028373|XP_016955654.1|DBIA	LOC6597181|XP_026845366.1|DPER
OG0003723	LOC108035288|XP_016966344.1|DBIA	LOC113566332|XP_026847343.1|DPER
OG0003724	LOC108028700|XP_016956136.1|DBIA	LOC6600315|XP_026849038.1|DPER
OG0003725	LOC108030570|XP_016958961.1|DBIA	LOC6596230|XP_026845621.1|DPER
OG0003726	LOC108035382|XP_016966477.1|DBIA	LOC6600337|XP_002025346.1|DPER
OG0003727	LOC108028582|XP_016955979.1|DBIA	LOC6601236|XP_002026294.2|DPER
OG0003728	LOC108024811|XP_016950423.1|DBIA	LOC6594134|XP_002019438.1|DPER
OG0003729	LOC108034797|XP_016965282.1|DBIA	LOC6601117|XP_026849695.1|DPER
OG0003730	LOC108034792|XP_016965265.1|DBIA	LOC6599610|XP_026849556.1|DPER
OG0003731	LOC108035557|XP_016966714.1|DBIA	LOC113566710|XP_026849328.1|DPER, LOC6601905|XP_002026954.1|DPER
OG0003732	LOC108028747|XP_016956205.1|DBIA	LOC6602303|XP_002027362.1|DPER
OG0003733	LOC108030115|XP_016958304.1|DBIA	LOC6600549|XP_002025702.1|DPER
OG0003734	LOC108028802|XP_016956278.1|DBIA	LOC6599563|XP_026849393.1|DPER
OG0003735	LOC108026872|XP_016953549.1|DBIA	LOC6591300|XP_002015629.1|DPER
OG0003736	LOC108030300|XP_016958624.1|DBIA	LOC6592681|XP_002017948.1|DPER
OG0003737	LOC108026635|XP_016953145.1|DBIA	LOC6593199|XP_002018122.1|DPER
OG0003738	LOC108026938|XP_016953640.1|DBIA	LOC6590087|XP_002016041.1|DPER
OG0003739	LOC108030133|XP_016958336.1|DBIA	LOC6602049|XP_002027180.2|DPER
OG0003740	LOC108030105|XP_016958283.1|DBIA	LOC6602056|XP_002027187.2|DPER
OG0003741	LOC108028362|XP_016955638.1|DBIA	LOC6600548|XP_026847596.1|DPER
OG0003742	LOC108035944|XP_016967229.1|DBIA	LOC6601515|XP_002026577.1|DPER
OG0003743	LOC108029576|XP_016957426.1|DBIA	LOC6590550|XP_026842490.1|DPER
OG0003744	LOC108030107|XP_016958286.1|DBIA	LOC6602054|XP_002027185.1|DPER
OG0003745	LOC108022275|XP_016946622.1|DBIA	LOC6592192|XP_002017762.1|DPER
OG0003746	LOC108022592|XP_016947108.1|DBIA	LOC6600914|XP_026840599.1|DPER
OG0003747	LOC108034554|XP_016964971.1|DBIA	LOC6596085|XP_026845595.1|DPER
OG0003748	LOC108035686|XP_016966890.1|DBIA	LOC6596083|XP_026845588.1|DPER
OG0003749	LOC108035081|XP_016965985.1|DBIA	LOC6596079|XP_002021110.1|DPER
OG0003750	LOC108035082|XP_016965986.1|DBIA	LOC6596081|XP_026845551.1|DPER
OG0003751	LOC108034992|XP_016965815.1|DBIA	LOC6596077|XP_002021108.2|DPER
OG0003752	LOC108035188|XP_016966160.1|DBIA	LOC6600542|XP_026847689.1|DPER
OG0003753	LOC108028327|XP_016955553.1|DBIA	LOC6601675|XP_026847565.1|DPER
OG0003754	LOC108028326|XP_016955547.1|DBIA	LOC6601672|XP_026847512.1|DPER
OG0003755	LOC108034889|XP_016965588.1|DBIA	LOC6601009|XP_026849710.1|DPER
OG0003756	LOC108032850|XP_016962343.1|DBIA	LOC6590581|XP_002015386.2|DPER
OG0003757	LOC108022604|XP_016947128.1|DBIA	LOC6592286|XP_002018405.2|DPER
OG0003758	LOC108029485|XP_016957239.1|DBIA	LOC6591149|XP_026840965.1|DPER
OG0003759	LOC108034825|XP_016965415.1|DBIA	LOC6602479|XP_026848822.1|DPER
OG0003760	LOC108022715|XP_016947284.1|DBIA	LOC6592665|XP_002018389.1|DPER
OG0003761	LOC108035145|XP_016966077.1|DBIA	LOC113566452|XP_026847877.1|DPER
OG0003762	LOC108035146|XP_016966078.1|DBIA	LOC6601437|XP_026847878.1|DPER
OG0003763	LOC108028681|XP_016956106.1|DBIA	LOC6601474|XP_026847855.1|DPER
OG0003764	LOC108028502|XP_016955867.1|DBIA	LOC6601469|XP_002026436.2|DPER
OG0003765	LOC108032428|XP_016961739.1|DBIA	LOC6598041|XP_002023199.1|DPER
OG0003766	LOC108023382|XP_016948278.1|DBIA	LOC6599099|XP_026849251.1|DPER
OG0003767	LOC108030246|XP_016958541.1|DBIA	LOC6590340|XP_002016297.1|DPER
OG0003768	LOC108023099|XP_016947852.1|DBIA	LOC6592822|XP_026841178.1|DPER
OG0003769	LOC108022590|XP_016947106.1|DBIA	LOC6592827|XP_026840802.1|DPER
OG0003770	LOC108036002|XP_016967384.1|DBIA	LOC6602559|XP_026846792.1|DPER
OG0003771	LOC108034741|XP_016965176.1|DBIA	LOC6599491|XP_026849506.1|DPER
OG0003772	LOC108028811|XP_016956290.1|DBIA	LOC6603002|XP_026849443.1|DPER
OG0003773	LOC108036634|XP_016968397.1|DBIA	LOC6592787|XP_026841540.1|DPER
OG0003774	LOC108036502|XP_016968192.1|DBIA	LOC6592790|XP_026842823.1|DPER
OG0003775	LOC108024162|XP_016949463.1|DBIA	LOC6600738|XP_026848667.1|DPER
OG0003776	LOC108030362|XP_016958720.1|DBIA	LOC6590955|XP_026841809.1|DPER
OG0003777	LOC108029656|XP_016957572.1|DBIA	LOC6590714|XP_002016246.1|DPER
OG0003778	LOC108022982|XP_016947697.1|DBIA	LOC6591052|XP_026841488.1|DPER
OG0003779	LOC108029565|XP_016957408.1|DBIA	LOC6592558|XP_026842885.1|DPER
OG0003780	LOC108022484|XP_016946925.1|DBIA	LOC6590869|XP_002016118.1|DPER
OG0003781	LOC108036001|XP_016967381.1|DBIA	LOC6601985|XP_002027062.1|DPER
OG0003782	LOC108023369|XP_016948258.1|DBIA	LOC6596767|XP_026845898.1|DPER
OG0003783	LOC108024712|XP_016950294.1|DBIA	LOC6598030|XP_026843278.1|DPER, LOC6595184|XP_026840222.1|DPER
OG0003784	LOC108036231|XP_016967730.1|DBIA	LOC6592841|XP_002018269.1|DPER
OG0003785	LOC108035740|XP_016966925.1|DBIA	LOC6590167|XP_026841164.1|DPER
