Orthogroup	DBIA.longest_only	AALB.longest_only
OG0004677	LOC108026152|XP_016952374.1|DBIA	LOC118458977|XP_035777861.1|AALB
OG0004678	LOC108026406|XP_016952820.1|DBIA	LOC118458972|XP_035777853.1|AALB
OG0004679	LOC108032167|XP_016961510.1|DBIA	LOC118457184|XP_035774424.1|AALB
OG0004680	LOC108024618|XP_016950144.1|DBIA	LOC118468615|XP_035795511.1|AALB
OG0004681	LOC108031738|XP_016960919.1|DBIA	LOC118468970|XP_035796235.1|AALB
OG0004682	LOC108027869|XP_016954972.1|DBIA	LOC118461385|XP_035782539.1|AALB
OG0004683	LOC108025000|XP_016950748.1|DBIA	LOC118461371|XP_035782512.1|AALB
OG0004684	LOC108031087|XP_016959781.1|DBIA	LOC118458579|XP_035777130.1|AALB
OG0004685	LOC108026295|XP_016952651.1|DBIA	LOC118459375|XP_035778565.1|AALB
OG0004686	LOC108031557|XP_016960589.1|DBIA	LOC118462028|XP_035783893.1|AALB
OG0004687	LOC108026388|XP_016952798.1|DBIA	LOC118457382|XP_035774810.1|AALB
OG0004688	LOC108031416|XP_016960305.1|DBIA	LOC118460080|XP_035779987.1|AALB
OG0004689	LOC108024656|XP_016950204.1|DBIA	LOC118461948|XP_035783734.1|AALB
OG0004690	LOC108027254|XP_016954098.1|DBIA	LOC118468660|XP_035795583.1|AALB
OG0004691	LOC108026144|XP_016952362.1|DBIA	LOC118468661|XP_035795591.1|AALB
OG0004692	LOC108024389|XP_016949789.1|DBIA	LOC118457909|XP_035775795.1|AALB
OG0004693	LOC108024388|XP_016949786.1|DBIA	LOC118459270|XP_035778398.1|AALB
OG0004694	LOC108026397|XP_016952809.1|DBIA	LOC118456512|XP_035773240.1|AALB
OG0004695	LOC108024661|XP_016950214.1|DBIA	LOC118468766|XP_035795835.1|AALB
OG0004696	LOC108031046|XP_016959736.1|DBIA	LOC118457834|XP_035775604.1|AALB
OG0004697	LOC108025919|XP_016952095.1|DBIA	LOC118459497|XP_035778811.1|AALB
OG0004698	LOC108033131|XP_016962843.1|DBIA	LOC118461657|XP_035783129.1|AALB
OG0004699	LOC108031984|XP_016961267.1|DBIA	LOC118458581|XP_035777132.1|AALB
OG0004700	LOC108024944|XP_016950653.1|DBIA	LOC118459118|XP_035778079.1|AALB
OG0004701	LOC108027367|XP_016954279.1|DBIA	LOC118458105|XP_035776171.1|AALB
OG0004702	LOC108026213|XP_016952517.1|DBIA	LOC118457540|XP_035775086.1|AALB
OG0004703	LOC108024364|XP_016949756.1|DBIA	LOC118459991|XP_035779780.1|AALB
OG0004704	LOC108031597|XP_016960664.1|DBIA	LOC118468643|XP_035795559.1|AALB
OG0004705	LOC108031636|XP_016960734.1|DBIA	LOC118460667|XP_035781033.1|AALB
OG0004706	LOC108035294|XP_016966349.1|DBIA	LOC118468503|XP_035795230.1|AALB
OG0004707	LOC108033889|XP_016964025.1|DBIA	LOC118468889|XP_035796075.1|AALB
OG0004708	LOC108027195|XP_016953988.1|DBIA	LOC118458250|XP_035776423.1|AALB
OG0004709	LOC108032095|XP_016961411.1|DBIA	LOC118461341|XP_035782444.1|AALB
OG0004710	LOC108024600|XP_016950102.1|DBIA	LOC118461338|XP_035782439.1|AALB
OG0004711	LOC108025029|XP_016950774.1|DBIA	LOC118460880|XP_035781512.1|AALB
OG0004712	LOC108031464|XP_016960392.1|DBIA	LOC118460553|XP_035780841.1|AALB
OG0004713	LOC108026242|XP_016952568.1|DBIA	LOC118468560|XP_035795362.1|AALB
OG0004714	LOC108026169|XP_016952413.1|DBIA	LOC118468564|XP_035795369.1|AALB
OG0004715	LOC108032651|XP_016962095.1|DBIA	LOC118457133|XP_035774340.1|AALB
OG0004716	LOC108026288|XP_016952643.1|DBIA	LOC118456576|XP_035773355.1|AALB
OG0004717	LOC108027610|XP_016954620.1|DBIA	LOC118457896|XP_035775762.1|AALB
OG0004718	LOC108035351|XP_016966435.1|DBIA	LOC118458439|XP_035776793.1|AALB
OG0004719	LOC108025297|XP_016951176.1|DBIA	LOC118461560|XP_035782914.1|AALB
OG0004720	LOC108026147|XP_016952370.1|DBIA	LOC118459564|XP_035778957.1|AALB
OG0004721	LOC108024564|XP_016950047.1|DBIA	LOC118460245|XP_035780298.1|AALB
OG0004722	LOC108026405|XP_016952818.1|DBIA	LOC118468596|XP_035795448.1|AALB
OG0004723	LOC108025904|XP_016952077.1|DBIA	LOC118469014|XP_035796348.1|AALB
OG0004724	LOC108032158|XP_016961493.1|DBIA	LOC118469011|XP_035796338.1|AALB
OG0004725	LOC108025351|XP_016951300.1|DBIA	LOC118466700|XP_035792235.1|AALB
OG0004726	LOC108024764|XP_016950366.1|DBIA	LOC118456995|XP_035774103.1|AALB
OG0004727	LOC108024649|XP_016950191.1|DBIA	LOC118457950|XP_035775861.1|AALB
OG0004728	LOC108027387|XP_016954311.1|DBIA	LOC118460237|XP_035780284.1|AALB
OG0004729	LOC108023929|XP_016949102.1|DBIA	LOC118458167|XP_035776266.1|AALB
OG0004730	LOC108034293|XP_016964643.1|DBIA	LOC118465404|XP_035789516.1|AALB
OG0004731	LOC108031802|XP_016961011.1|DBIA	LOC118457819|XP_035775587.1|AALB
OG0004732	LOC108032257|XP_016961610.1|DBIA	LOC118461454|XP_035782676.1|AALB
OG0004733	LOC108024694|XP_016950262.1|DBIA	LOC118457846|XP_035775626.1|AALB
OG0004734	LOC108032242|XP_016961595.1|DBIA	LOC118458865|XP_035777707.1|AALB
OG0004735	LOC108023867|XP_016949020.1|DBIA	LOC118461123|XP_035781953.1|AALB
OG0004736	LOC108024550|XP_016950018.1|DBIA	LOC118461449|XP_035782663.1|AALB
OG0004737	LOC108024932|XP_016950619.1|DBIA	LOC118457460|XP_035774958.1|AALB
OG0004738	LOC108024966|XP_016950694.1|DBIA	LOC118468534|XP_035795305.1|AALB
OG0004739	LOC108024529|XP_016949984.1|DBIA	LOC118468536|XP_035795310.1|AALB
OG0004740	LOC108032226|XP_016961578.1|DBIA	LOC118458464|XP_035776876.1|AALB
OG0004741	LOC108031579|XP_016960632.1|DBIA	LOC118457933|XP_035775837.1|AALB
OG0004742	LOC108035605|XP_016966778.1|DBIA	LOC118459817|XP_035779460.1|AALB
OG0004743	LOC108031976|XP_016961259.1|DBIA	LOC118467437|XP_035793832.1|AALB
OG0004744	LOC108029012|XP_016956547.1|DBIA	LOC118469071|XP_035796445.1|AALB
OG0004745	LOC108032906|XP_016962455.1|DBIA	LOC118468812|XP_035795920.1|AALB
OG0004746	LOC108025329|XP_016951245.1|DBIA	LOC118460873|XP_035781501.1|AALB
OG0004747	LOC108025331|XP_016951247.1|DBIA	LOC118460874|XP_035781502.1|AALB
OG0004748	LOC108025036|XP_016950780.1|DBIA	LOC118461723|XP_035783277.1|AALB
OG0004749	LOC108031730|XP_016960893.1|DBIA	LOC118459488|XP_035778793.1|AALB
OG0004750	LOC108031573|XP_016960620.1|DBIA	LOC118460423|XP_035780607.1|AALB
OG0004751	LOC108026190|XP_016952469.1|DBIA	LOC118460420|XP_035780603.1|AALB
OG0004752	LOC108025158|XP_016950924.1|DBIA	LOC118459625|XP_035779095.1|AALB
OG0004753	LOC108031716|XP_016960874.1|DBIA	LOC118459621|XP_035779089.1|AALB
OG0004754	LOC108024698|XP_016950265.1|DBIA	LOC118459618|XP_035779084.1|AALB
OG0004755	LOC108031749|XP_016960942.1|DBIA	LOC118468324|XP_035794961.1|AALB
OG0004756	LOC108031746|XP_016960936.1|DBIA	LOC118468320|XP_035794958.1|AALB
OG0004758	LOC108025237|XP_016951076.1|DBIA	LOC118457339|XP_035774729.1|AALB
OG0004759	LOC108031727|XP_016960887.1|DBIA	LOC118457288|XP_035774641.1|AALB
OG0004760	LOC108031890|XP_016961148.1|DBIA	LOC118459619|XP_035779086.1|AALB
OG0004761	LOC108031459|XP_016960385.1|DBIA	LOC118461333|XP_035782431.1|AALB
OG0004763	LOC108025298|XP_016951183.1|DBIA	LOC118457651|XP_035775285.1|AALB
OG0004764	LOC108032137|XP_016961462.1|DBIA	LOC118459957|XP_035779738.1|AALB
OG0004765	LOC108031765|XP_016960961.1|DBIA	LOC118459953|XP_035779732.1|AALB
OG0004766	LOC108032141|XP_016961465.1|DBIA	LOC118468646|XP_035795563.1|AALB
OG0004767	LOC108024994|XP_016950739.1|DBIA	LOC118457954|XP_035775870.1|AALB
OG0004768	LOC108024948|XP_016950667.1|DBIA	LOC118457947|XP_035775854.1|AALB
OG0004769	LOC108033350|XP_016963148.1|DBIA	LOC118457953|XP_035775869.1|AALB
OG0004770	LOC108024877|XP_016950514.1|DBIA	LOC118457959|XP_035775878.1|AALB
OG0004771	LOC108025281|XP_016951145.1|DBIA	LOC118457957|XP_035775874.1|AALB
OG0004772	LOC108031825|XP_016961047.1|DBIA	LOC118457920|XP_035775814.1|AALB
OG0004773	LOC108031400|XP_016960256.1|DBIA	LOC118458170|XP_035776268.1|AALB
OG0004774	LOC108031401|XP_016960257.1|DBIA	LOC118459616|XP_035779078.1|AALB
OG0004775	LOC108031478|XP_016960438.1|DBIA	LOC118458313|XP_035776548.1|AALB
OG0004776	LOC108030334|XP_016958686.1|DBIA	LOC118462061|XP_035783942.1|AALB
OG0004777	LOC108025105|XP_016950898.1|DBIA	LOC118459590|XP_035779011.1|AALB
OG0004778	LOC108032797|XP_016962292.1|DBIA	LOC118460142|XP_035780123.1|AALB
OG0004779	LOC108024789|XP_016950396.1|DBIA	LOC118460138|XP_035780117.1|AALB
OG0004780	LOC108027703|XP_016954742.1|DBIA	LOC118460143|XP_035780125.1|AALB
OG0004782	LOC108026145|XP_016952364.1|DBIA	LOC118461374|XP_035782515.1|AALB
OG0004783	LOC108023970|XP_016949182.1|DBIA	LOC118460480|XP_035780714.1|AALB
OG0004784	LOC108027066|XP_016953765.1|DBIA	LOC118456618|XP_035773420.1|AALB
OG0004785	LOC108027062|XP_016953760.1|DBIA	LOC118458406|XP_035776714.1|AALB
OG0004786	LOC108027447|XP_016954387.1|DBIA	LOC118456144|XP_035772551.1|AALB
OG0004787	LOC108027134|XP_016953841.1|DBIA	LOC118457487|XP_035775011.1|AALB
OG0004788	LOC108027137|XP_016953843.1|DBIA	LOC118459288|XP_035778426.1|AALB
OG0004789	LOC108027139|XP_016953847.1|DBIA	LOC118459289|XP_035778427.1|AALB
OG0004790	LOC108025542|XP_016951561.1|DBIA	LOC118468835|XP_035795969.1|AALB
OG0004791	LOC108025266|XP_016951116.1|DBIA	LOC118459971|XP_035779754.1|AALB
OG0004792	LOC108032220|XP_016961572.1|DBIA	LOC118461728|XP_035783308.1|AALB
OG0004793	LOC108025248|XP_016951088.1|DBIA	LOC118458971|XP_035777852.1|AALB
OG0004794	LOC108031739|XP_016960922.1|DBIA	LOC118457385|XP_035774814.1|AALB
OG0004795	LOC108024749|XP_016950348.1|DBIA	LOC118457817|XP_035775583.1|AALB
OG0004796	LOC108031734|XP_016960905.1|DBIA	LOC118458837|XP_035777630.1|AALB
OG0004797	LOC108031946|XP_016961216.1|DBIA	LOC118458834|XP_035777624.1|AALB
OG0004798	LOC108026043|XP_016952227.1|DBIA	LOC118462029|XP_035783895.1|AALB
OG0004799	LOC108031675|XP_016960803.1|DBIA	LOC118461479|XP_035782729.1|AALB
OG0004800	LOC108032149|XP_016961478.1|DBIA	LOC118458437|XP_035776789.1|AALB
OG0004801	LOC108026436|XP_016952862.1|DBIA	LOC118460064|XP_035779953.1|AALB
OG0004802	LOC108032074|XP_016961383.1|DBIA	LOC118456303|XP_035772834.1|AALB
OG0004803	LOC108024573|XP_016950059.1|DBIA	LOC118459899|XP_035779608.1|AALB
OG0004804	LOC108024949|XP_016950672.1|DBIA	LOC118458164|XP_035776259.1|AALB
OG0004805	LOC108031469|XP_016960410.1|DBIA	LOC118461345|XP_035782451.1|AALB
OG0004806	LOC108035981|XP_016967311.1|DBIA	LOC118468775|XP_035795858.1|AALB
OG0004807	LOC108026054|XP_016952237.1|DBIA	LOC118461364|XP_035782498.1|AALB
OG0004808	LOC108032179|XP_016961523.1|DBIA	LOC118460733|XP_035781184.1|AALB
OG0004809	LOC108032208|XP_016961557.1|DBIA	LOC118461626|XP_035783068.1|AALB
OG0004810	LOC108031968|XP_016961249.1|DBIA	LOC118461625|XP_035783067.1|AALB
OG0004811	LOC108028686|XP_016956115.1|DBIA	LOC118460421|XP_035780604.1|AALB
OG0004812	LOC108031381|XP_016960223.1|DBIA	LOC118457120|XP_035774319.1|AALB
OG0004813	LOC108024785|XP_016950389.1|DBIA	LOC118458098|XP_035776161.1|AALB
OG0004814	LOC108031658|XP_016960782.1|DBIA	LOC118458288|XP_035776504.1|AALB
OG0004815	LOC108033095|XP_016962780.1|DBIA	LOC118461002|XP_035781721.1|AALB
OG0004816	LOC108023320|XP_016948112.1|DBIA	LOC118458919|XP_035777779.1|AALB
OG0004817	LOC108023599|XP_016948695.1|DBIA	LOC118457333|XP_035774720.1|AALB
OG0004818	LOC108032055|XP_016961360.1|DBIA	LOC118463260|XP_035785623.1|AALB
OG0004819	LOC108031907|XP_016961164.1|DBIA	LOC118463253|XP_035785616.1|AALB
OG0004820	LOC108031871|XP_016961118.1|DBIA	LOC118463252|XP_035785615.1|AALB
OG0004821	LOC108025278|XP_016951140.1|DBIA	LOC118462567|XP_035784258.1|AALB
OG0004822	LOC108024596|XP_016950094.1|DBIA	LOC118462571|XP_035784266.1|AALB
OG0004823	LOC108031506|XP_016960502.1|DBIA	LOC118464105|XP_035787083.1|AALB
OG0004824	LOC108032017|XP_016961312.1|DBIA	LOC118461940|XP_035783715.1|AALB
OG0004825	LOC108035978|XP_016967292.1|DBIA	LOC118464523|XP_035787853.1|AALB
OG0004826	LOC108027326|XP_016954224.1|DBIA	LOC118465924|XP_035790516.1|AALB
OG0004827	LOC108024971|XP_016950703.1|DBIA	LOC118465925|XP_035790517.1|AALB
OG0004828	LOC108024724|XP_016950306.1|DBIA	LOC118465926|XP_035790519.1|AALB
OG0004829	LOC108026391|XP_016952802.1|DBIA	LOC118460916|XP_035781562.1|AALB
OG0004830	LOC108027238|XP_016954061.1|DBIA	LOC118457016|XP_035774139.1|AALB
OG0004831	LOC108028503|XP_016955871.1|DBIA	LOC118456848|XP_035773837.1|AALB
OG0004832	LOC108031663|XP_016960788.1|DBIA	LOC118458545|XP_035777073.1|AALB
OG0004833	LOC108027397|XP_016954324.1|DBIA	LOC118460554|XP_035780842.1|AALB
OG0004834	LOC108024720|XP_016950300.1|DBIA	LOC118461654|XP_035783125.1|AALB
OG0004835	LOC108024859|XP_016950489.1|DBIA	LOC118460452|XP_035780663.1|AALB
OG0004836	LOC108031779|XP_016960982.1|DBIA	LOC118456263|XP_035772757.1|AALB
OG0004837	LOC108028322|XP_016955544.1|DBIA	LOC118466978|XP_035792785.1|AALB
OG0004838	LOC108031559|XP_016960594.1|DBIA	LOC118457550|XP_035775110.1|AALB
OG0004839	LOC108031558|XP_016960590.1|DBIA	LOC118457546|XP_035775101.1|AALB
OG0004840	LOC108026306|XP_016952679.1|DBIA	LOC118463418|XP_035785865.1|AALB
OG0004841	LOC108029271|XP_016956959.1|DBIA	LOC118456585|XP_035773375.1|AALB
OG0004842	LOC108026006|XP_016952185.1|DBIA	LOC118459381|XP_035778575.1|AALB
OG0004843	LOC108024412|XP_016949820.1|DBIA	LOC118458790|XP_035777524.1|AALB
OG0004844	LOC108036800|XP_016968637.1|DBIA	LOC118459556|XP_035778941.1|AALB
OG0004845	LOC108032890|XP_016962414.1|DBIA	LOC118459553|XP_035778927.1|AALB
OG0004846	LOC108029119|XP_016956721.1|DBIA	LOC118468549|XP_035795337.1|AALB
OG0004847	LOC108029117|XP_016956719.1|DBIA	LOC118456715|XP_035773644.1|AALB
OG0004848	LOC108025022|XP_016950770.1|DBIA	LOC118457955|XP_035775872.1|AALB
OG0004850	LOC108027265|XP_016954125.1|DBIA	LOC118460356|XP_035780491.1|AALB
OG0004851	LOC108027051|XP_016953748.1|DBIA	LOC118461212|XP_035782166.1|AALB
OG0004852	LOC108027380|XP_016954300.1|DBIA	LOC118458280|XP_035776496.1|AALB
OG0004853	LOC108026666|XP_016953202.1|DBIA	LOC118466452|XP_035791684.1|AALB
OG0004854	LOC108034928|XP_016965672.1|DBIA	LOC118463320|XP_035785699.1|AALB
OG0004855	LOC108028260|XP_016955439.1|DBIA	LOC118463322|XP_035785706.1|AALB
OG0004856	LOC108035172|XP_016966122.1|DBIA	LOC118466455|XP_035791688.1|AALB
OG0004857	LOC108034599|XP_016965021.1|DBIA	LOC118464546|XP_035787877.1|AALB
OG0004858	LOC108034971|XP_016965773.1|DBIA	LOC118464450|XP_035787726.1|AALB
OG0004859	LOC108034968|XP_016965769.1|DBIA	LOC118465591|XP_035789850.1|AALB
OG0004860	LOC108035613|XP_016966788.1|DBIA	LOC118466396|XP_035791541.1|AALB
OG0004861	LOC108034946|XP_016965714.1|DBIA	LOC118466393|XP_035791529.1|AALB
OG0004862	LOC108034909|XP_016965644.1|DBIA	LOC118466084|XP_035790871.1|AALB
OG0004863	LOC108028459|XP_016955802.1|DBIA	LOC118463782|XP_035786500.1|AALB
OG0004864	LOC108035504|XP_016966651.1|DBIA	LOC118463789|XP_035786515.1|AALB
OG0004865	LOC108024800|XP_016950409.1|DBIA	LOC118463788|XP_035786513.1|AALB
OG0004866	LOC108028607|XP_016956016.1|DBIA	LOC118465299|XP_035789275.1|AALB
OG0004867	LOC108030089|XP_016958215.1|DBIA	LOC118464911|XP_035788570.1|AALB
OG0004868	LOC108024272|XP_016949654.1|DBIA	LOC118464914|XP_035788576.1|AALB
OG0004869	LOC108030052|XP_016958118.1|DBIA	LOC118463318|XP_035785697.1|AALB
OG0004870	LOC108030072|XP_016958161.1|DBIA	LOC118463328|XP_035785718.1|AALB
OG0004871	LOC108022939|XP_016947641.1|DBIA	LOC118465099|XP_035788924.1|AALB
OG0004872	LOC108023097|XP_016947847.1|DBIA	LOC118466121|XP_035790960.1|AALB
OG0004873	LOC108036139|XP_016967613.1|DBIA	LOC118464320|XP_035787511.1|AALB
OG0004874	LOC108025157|XP_016950923.1|DBIA	LOC118463778|XP_035786485.1|AALB
OG0004875	LOC108035773|XP_016966968.1|DBIA	LOC118456349|XP_035772905.1|AALB, LOC118466681|XP_035792193.1|AALB
OG0004876	LOC108024219|XP_016949574.1|DBIA	LOC118466685|XP_035792206.1|AALB
OG0004877	LOC108030705|XP_016959233.1|DBIA	LOC118462985|XP_035785087.1|AALB
OG0004878	LOC108030409|XP_016958784.1|DBIA	LOC118462961|XP_035785007.1|AALB
OG0004879	LOC108026679|XP_016953244.1|DBIA	LOC118463145|XP_035785404.1|AALB
OG0004880	LOC108030878|XP_016959524.1|DBIA	LOC118463161|XP_035785440.1|AALB
OG0004881	LOC108028543|XP_016955930.1|DBIA	LOC118463148|XP_035785417.1|AALB
OG0004883	LOC108035678|XP_016966877.1|DBIA	LOC118463158|XP_035785436.1|AALB
OG0004884	LOC108030063|XP_016958141.1|DBIA	LOC118466650|XP_035792113.1|AALB
OG0004885	LOC108029612|XP_016957484.1|DBIA	LOC118466660|XP_035792151.1|AALB
OG0004886	LOC108036540|XP_016968252.1|DBIA	LOC118466659|XP_035792150.1|AALB
OG0004887	LOC108030453|XP_016958835.1|DBIA	LOC118466658|XP_035792149.1|AALB
OG0004888	LOC108030119|XP_016958308.1|DBIA	LOC118467708|XP_035794385.1|AALB
OG0004889	LOC108036581|XP_016968325.1|DBIA	LOC118467716|XP_035794411.1|AALB
OG0004890	LOC108030143|XP_016958348.1|DBIA	LOC118465205|XP_035789083.1|AALB
OG0004891	LOC108036532|XP_016968243.1|DBIA	LOC118464284|XP_035787453.1|AALB
OG0004892	LOC108030358|XP_016958714.1|DBIA	LOC118465944|XP_035790561.1|AALB
OG0004893	LOC108026626|XP_016953131.1|DBIA	LOC118463189|XP_035785510.1|AALB
OG0004894	LOC108030420|XP_016958796.1|DBIA	LOC118464462|XP_035787756.1|AALB
OG0004895	LOC108022787|XP_016947402.1|DBIA	LOC118465102|XP_035788929.1|AALB
OG0004896	LOC108030317|XP_016958645.1|DBIA	LOC118465308|XP_035789306.1|AALB
OG0004897	LOC108030261|XP_016958572.1|DBIA	LOC118465301|XP_035789288.1|AALB
OG0004898	LOC108022522|XP_016946984.1|DBIA	LOC118465316|XP_035789326.1|AALB
OG0004899	LOC108022498|XP_016946943.1|DBIA	LOC118465292|XP_035789233.1|AALB
OG0004900	LOC108022813|XP_016947439.1|DBIA	LOC118463454|XP_035785933.1|AALB
OG0004901	LOC108023090|XP_016947836.1|DBIA	LOC118464634|XP_035787973.1|AALB
OG0004902	LOC108035638|XP_016966830.1|DBIA	LOC118464650|XP_035788008.1|AALB
OG0004903	LOC108026700|XP_016953282.1|DBIA	LOC118467050|XP_035792938.1|AALB
OG0004904	LOC108026453|XP_016952882.1|DBIA	LOC118462972|XP_035785032.1|AALB
OG0004905	LOC108036525|XP_016968226.1|DBIA	LOC118463651|XP_035786288.1|AALB
OG0004906	LOC108030502|XP_016958883.1|DBIA	LOC118463075|XP_035785229.1|AALB
OG0004907	LOC108028777|XP_016956245.1|DBIA	LOC118464668|XP_035788073.1|AALB
OG0004909	LOC108028286|XP_016955486.1|DBIA	LOC118466839|XP_035792543.1|AALB
OG0004910	LOC108028484|XP_016955836.1|DBIA	LOC118467079|XP_035793009.1|AALB
OG0004911	LOC108035413|XP_016966523.1|DBIA	LOC118466089|XP_035790890.1|AALB
OG0004912	LOC108030519|XP_016958900.1|DBIA	LOC118465441|XP_035789584.1|AALB
OG0004913	LOC108022159|XP_016946490.1|DBIA	LOC118464916|XP_035788579.1|AALB
OG0004914	LOC108022923|XP_016947624.1|DBIA	LOC118466983|XP_035792793.1|AALB
OG0004915	LOC108022756|XP_016947343.1|DBIA	LOC118466990|XP_035792801.1|AALB
OG0004916	LOC108036642|XP_016968405.1|DBIA	LOC118464065|XP_035787006.1|AALB
OG0004917	LOC108035126|XP_016966047.1|DBIA	LOC118466300|XP_035791291.1|AALB
OG0004918	LOC108035124|XP_016966044.1|DBIA	LOC118466295|XP_035791276.1|AALB
OG0004919	LOC108023862|XP_016949008.1|DBIA	LOC118466303|XP_035791300.1|AALB
OG0004920	LOC108034486|XP_016964880.1|DBIA	LOC118466298|XP_035791288.1|AALB
OG0004921	LOC108028444|XP_016955767.1|DBIA	LOC118466297|XP_035791280.1|AALB
OG0004922	LOC108035474|XP_016966613.1|DBIA	LOC118463169|XP_035785456.1|AALB
OG0004923	LOC108035358|XP_016966443.1|DBIA	LOC118464292|XP_035787467.1|AALB
OG0004924	LOC108028209|XP_016955363.1|DBIA	LOC118464728|XP_035788202.1|AALB
OG0004925	LOC108030618|XP_016959107.1|DBIA	LOC118465569|XP_035789824.1|AALB
OG0004926	LOC108028775|XP_016956242.1|DBIA	LOC118465042|XP_035788801.1|AALB
OG0004927	LOC108028703|XP_016956170.1|DBIA	LOC118466145|XP_035790998.1|AALB
OG0004928	LOC108030094|XP_016958230.1|DBIA	LOC118462530|XP_035784176.1|AALB
OG0004929	LOC108027902|XP_016955013.1|DBIA	LOC118464253|XP_035787382.1|AALB
OG0004930	LOC108030048|XP_016958112.1|DBIA	LOC118467879|XP_035794683.1|AALB
OG0004931	LOC108030342|XP_016958696.1|DBIA	LOC118465409|XP_035789524.1|AALB
OG0004932	LOC108022716|XP_016947290.1|DBIA, LOC108029918|XP_016957904.1|DBIA	LOC118465399|XP_035789492.1|AALB
OG0004933	LOC108030340|XP_016958692.1|DBIA	LOC118464842|XP_035788431.1|AALB
OG0004934	LOC108026961|XP_016953665.1|DBIA	LOC118463790|XP_035786516.1|AALB
OG0004935	LOC108030156|XP_016958373.1|DBIA	LOC118464660|XP_035788054.1|AALB
OG0004936	LOC108035362|XP_016966449.1|DBIA	LOC118463469|XP_035785952.1|AALB
OG0004937	LOC108028586|XP_016955989.1|DBIA	LOC118464623|XP_035787962.1|AALB
OG0004938	LOC108034829|XP_016965430.1|DBIA	LOC118462804|XP_035784700.1|AALB
OG0004939	LOC108035924|XP_016967200.1|DBIA	LOC118462815|XP_035784727.1|AALB
OG0004940	LOC108035935|XP_016967214.1|DBIA	LOC118462806|XP_035784702.1|AALB
OG0004941	LOC108035328|XP_016966391.1|DBIA	LOC118463711|XP_035786397.1|AALB
OG0004942	LOC108028412|XP_016955718.1|DBIA	LOC118467458|XP_035793862.1|AALB
OG0004943	LOC108035231|XP_016966250.1|DBIA	LOC118467459|XP_035793863.1|AALB
OG0004944	LOC108034845|XP_016965465.1|DBIA	LOC118465738|XP_035790093.1|AALB
OG0004945	LOC108030402|XP_016958776.1|DBIA	LOC118463010|XP_035785135.1|AALB
OG0004946	LOC108030866|XP_016959502.1|DBIA	LOC118467415|XP_035793791.1|AALB
OG0004947	LOC108035468|XP_016966605.1|DBIA	LOC118463506|XP_035785998.1|AALB
OG0004948	LOC108034769|XP_016965204.1|DBIA	LOC118465785|XP_035790212.1|AALB
OG0004949	LOC108034941|XP_016965709.1|DBIA	LOC118462459|XP_035784023.1|AALB
OG0004950	LOC108029633|XP_016957524.1|DBIA	LOC118462464|XP_035784040.1|AALB
OG0004951	LOC108024666|XP_016950223.1|DBIA	LOC118462461|XP_035784027.1|AALB
OG0004952	LOC108035391|XP_016966492.1|DBIA	LOC118466778|XP_035792397.1|AALB
OG0004953	LOC108035518|XP_016966669.1|DBIA	LOC118466785|XP_035792414.1|AALB
OG0004954	LOC108035624|XP_016966805.1|DBIA	LOC118466775|XP_035792394.1|AALB
OG0004955	LOC108028805|XP_016956279.1|DBIA	LOC118462999|XP_035785120.1|AALB
OG0004956	LOC108036380|XP_016967971.1|DBIA	LOC118463150|XP_035785421.1|AALB
OG0004957	LOC108035219|XP_016966233.1|DBIA	LOC118465297|XP_035789269.1|AALB
OG0004958	LOC108035490|XP_016966630.1|DBIA	LOC118462984|XP_035785083.1|AALB
OG0004959	LOC108035152|XP_016966083.1|DBIA	LOC118462996|XP_035785115.1|AALB
OG0004960	LOC108035153|XP_016966085.1|DBIA	LOC118462979|XP_035785068.1|AALB
OG0004961	LOC108036668|XP_016968438.1|DBIA	LOC118467108|XP_035793061.1|AALB
OG0004962	LOC108028493|XP_016955858.1|DBIA	LOC118467107|XP_035793060.1|AALB
OG0004963	LOC108035922|XP_016967188.1|DBIA	LOC118466833|XP_035792523.1|AALB
OG0004964	LOC108035272|XP_016966320.1|DBIA	LOC118463842|XP_035786639.1|AALB
OG0004965	LOC108028130|XP_016955272.1|DBIA	LOC118462864|XP_035784816.1|AALB
OG0004966	LOC108028481|XP_016955832.1|DBIA	LOC118462863|XP_035784815.1|AALB
OG0004967	LOC108030054|XP_016958121.1|DBIA	LOC118462706|XP_035784538.1|AALB
OG0004968	LOC108035575|XP_016966735.1|DBIA	LOC118465767|XP_035790175.1|AALB
OG0004969	LOC108029942|XP_016957933.1|DBIA	LOC118465761|XP_035790158.1|AALB
OG0004970	LOC108035705|XP_016966916.1|DBIA	LOC118465762|XP_035790159.1|AALB
OG0004971	LOC108035336|XP_016966402.1|DBIA	LOC118465765|XP_035790169.1|AALB
OG0004972	LOC108028553|XP_016955945.1|DBIA	LOC118462927|XP_035784929.1|AALB
OG0004973	LOC108028990|XP_016956524.1|DBIA	LOC118462488|XP_035784093.1|AALB
OG0004974	LOC108034926|XP_016965671.1|DBIA	LOC118467473|XP_035793904.1|AALB
OG0004975	LOC108035359|XP_016966446.1|DBIA	LOC118465041|XP_035788800.1|AALB
OG0004976	LOC108034532|XP_016964947.1|DBIA	LOC118464293|XP_035787468.1|AALB
OG0004977	LOC108026761|XP_016953390.1|DBIA	LOC118463963|XP_035786857.1|AALB
OG0004978	LOC108030123|XP_016958314.1|DBIA	LOC118466476|XP_035791752.1|AALB
