Orthogroup	DBIA.longest_only	DGUA.longest_only
OG0006631	LOC108034564|XP_016964982.1|DBIA	LOC117589274|XP_034136956.1|DGUA
OG0006632	LOC108029534|XP_016957332.1|DBIA	LOC117588587|XP_034135885.1|DGUA
OG0006633	LOC108030646|XP_016959152.1|DBIA	LOC117579803|XP_034121770.1|DGUA
OG0006634	LOC108029185|XP_016956845.1|DBIA	LOC117582451|XP_034126067.1|DGUA
OG0006635	LOC108027790|XP_016954847.1|DBIA	LOC117584052|XP_034128683.1|DGUA
OG0006636	LOC108025984|XP_016952168.1|DBIA	LOC117581026|XP_034123746.1|DGUA
OG0006637	LOC108028544|XP_016955931.1|DBIA	LOC117587334|XP_034133861.1|DGUA
OG0006638	LOC108036567|XP_016968303.1|DBIA	LOC117592259|XP_034141795.1|DGUA
OG0006639	LOC108036338|XP_016967869.1|DBIA	LOC117592212|XP_034141728.1|DGUA
OG0006640	LOC108029727|XP_016957699.1|DBIA	LOC117585366|XP_034130707.1|DGUA
OG0006641	LOC108036343|XP_016967888.1|DBIA	LOC117592403|XP_034142013.1|DGUA
OG0006642	LOC108022471|XP_016946910.1|DBIA	LOC117586181|XP_034132031.1|DGUA
OG0006643	LOC108026657|XP_016953183.1|DBIA	LOC117578564|XP_034120028.1|DGUA
OG0006644	LOC108028644|XP_016956057.1|DBIA	LOC117579125|XP_034120751.1|DGUA
OG0006645	LOC108032594|XP_016961996.1|DBIA	LOC117588207|XP_034135233.1|DGUA
OG0006646	LOC108030049|XP_016958113.1|DBIA	LOC117578826|XP_034120476.1|DGUA
OG0006647	LOC108030225|XP_016958501.1|DBIA	LOC117580521|XP_034123008.1|DGUA
OG0006648	LOC108034626|XP_016965051.1|DBIA	LOC117587122|XP_034133513.1|DGUA
OG0006649	LOC108026717|XP_016953314.1|DBIA	LOC117591988|XP_034141322.1|DGUA
OG0006650	LOC108030126|XP_016958319.1|DBIA	LOC117578439|XP_034119845.1|DGUA
OG0006651	LOC108028273|XP_016955462.1|DBIA	LOC117580039|XP_034122161.1|DGUA
OG0006652	LOC108028746|XP_016956204.1|DBIA	LOC117586838|XP_034133021.1|DGUA
OG0006653	LOC108034869|XP_016965554.1|DBIA	LOC117587507|XP_034134170.1|DGUA
OG0006654	LOC108031074|XP_016959772.1|DBIA	LOC117588896|XP_034136335.1|DGUA
OG0006655	LOC108034894|XP_016965597.1|DBIA	LOC117579704|XP_034121585.1|DGUA
OG0006656	LOC108035057|XP_016965927.1|DBIA	LOC117579056|XP_034120649.1|DGUA
OG0006657	LOC108022876|XP_016947560.1|DBIA	LOC117591482|XP_034140662.1|DGUA
OG0006658	LOC108035341|XP_016966416.1|DBIA	LOC117587401|XP_034133948.1|DGUA
OG0006659	LOC108035451|XP_016966578.1|DBIA	LOC117587402|XP_034133950.1|DGUA
OG0006660	LOC108028682|XP_016956110.1|DBIA	LOC117587414|XP_034133963.1|DGUA
OG0006661	LOC108028434|XP_016955753.1|DBIA	LOC117587348|XP_034133876.1|DGUA
OG0006662	LOC108027787|XP_016954844.1|DBIA	LOC117582084|XP_034125535.1|DGUA
OG0006663	LOC108028622|XP_016956031.1|DBIA	LOC117589133|XP_034136710.1|DGUA
OG0006664	LOC108032096|XP_016961413.1|DBIA	LOC117589676|XP_034137720.1|DGUA
OG0006665	LOC108027891|XP_016955002.1|DBIA	LOC117586828|XP_034133001.1|DGUA
OG0006666	LOC108030341|XP_016958694.1|DBIA	LOC117592275|XP_034141830.1|DGUA
OG0006667	LOC108028501|XP_016955866.1|DBIA	LOC117580215|XP_034122500.1|DGUA
OG0006668	LOC108029424|XP_016957157.1|DBIA	LOC117578570|XP_034120042.1|DGUA
OG0006669	LOC108028031|XP_016955158.1|DBIA	LOC117579901|XP_034121927.1|DGUA
OG0006670	LOC108028750|XP_016956209.1|DBIA	LOC117579778|XP_034121728.1|DGUA
OG0006671	LOC108028416|XP_016955724.1|DBIA	LOC117580584|XP_034123081.1|DGUA
OG0006672	LOC108034880|XP_016965574.1|DBIA	LOC117587070|XP_034133406.1|DGUA
OG0006673	LOC108035333|XP_016966400.1|DBIA	LOC117588853|XP_034136244.1|DGUA
OG0006674	LOC108028288|XP_016955491.1|DBIA	LOC117587197|XP_034133631.1|DGUA
OG0006675	LOC108034529|XP_016964944.1|DBIA	LOC117580274|XP_034122618.1|DGUA
OG0006676	LOC108028413|XP_016955720.1|DBIA	LOC117580163|XP_034122374.1|DGUA
OG0006677	LOC108034964|XP_016965762.1|DBIA	LOC117586808|XP_034132971.1|DGUA
OG0006678	LOC108028325|XP_016955546.1|DBIA	LOC117580124|XP_034122308.1|DGUA
OG0006679	LOC108034846|XP_016965467.1|DBIA	LOC117589122|XP_034136694.1|DGUA
OG0006680	LOC108025328|XP_016951243.1|DBIA	LOC117583437|XP_034127626.1|DGUA
OG0006681	LOC108028414|XP_016955721.1|DBIA	LOC117580582|XP_034123078.1|DGUA
OG0006682	LOC108028621|XP_016956030.1|DBIA	LOC117579211|XP_034120871.1|DGUA
OG0006683	LOC108028839|XP_016956319.1|DBIA	LOC117579352|XP_034121070.1|DGUA
OG0006684	LOC108034963|XP_016965761.1|DBIA	LOC117586806|XP_034132967.1|DGUA
OG0006685	LOC108036434|XP_016968063.1|DBIA	LOC117578634|XP_034120131.1|DGUA
OG0006686	LOC108028331|XP_016955560.1|DBIA	LOC117589229|XP_034136873.1|DGUA
OG0006687	LOC108035742|XP_016966927.1|DBIA	LOC117580625|XP_034123098.1|DGUA
OG0006688	LOC108028039|XP_016955166.1|DBIA	LOC117587433|XP_034134000.1|DGUA
OG0006689	LOC108034465|XP_016964838.1|DBIA	LOC117579233|XP_034120905.1|DGUA
OG0006690	LOC108025613|XP_016951639.1|DBIA	LOC117584928|XP_034129974.1|DGUA
OG0006691	LOC108035151|XP_016966082.1|DBIA	LOC117580329|XP_034122718.1|DGUA
OG0006692	LOC108030654|XP_016959163.1|DBIA	LOC117579798|XP_034121757.1|DGUA
OG0006693	LOC108035433|XP_016966554.1|DBIA	LOC117589382|XP_034137187.1|DGUA
OG0006694	LOC108023536|XP_016948592.1|DBIA	LOC117580816|XP_034123425.1|DGUA
OG0006697	LOC108035505|XP_016966652.1|DBIA	LOC117580338|XP_034122733.1|DGUA
OG0006698	LOC108035138|XP_016966069.1|DBIA	LOC117589078|XP_034136605.1|DGUA
OG0006699	LOC108035278|XP_016966330.1|DBIA	LOC117580527|XP_034123011.1|DGUA
OG0006700	LOC108030302|XP_016958629.1|DBIA	LOC117587082|XP_034133441.1|DGUA
OG0006701	LOC108036652|XP_016968421.1|DBIA	LOC117585529|XP_034130941.1|DGUA
OG0006702	LOC108031020|XP_016959712.1|DBIA	LOC117589002|XP_034136507.1|DGUA
OG0006703	LOC108035668|XP_016966864.1|DBIA	LOC117589056|XP_034136576.1|DGUA
OG0006704	LOC108035669|XP_016966865.1|DBIA	LOC117589066|XP_034136587.1|DGUA
OG0006705	LOC108036453|XP_016968101.1|DBIA	LOC117578530|XP_034119987.1|DGUA
OG0006706	LOC108023055|XP_016947791.1|DBIA	LOC117586642|XP_034132767.1|DGUA
OG0006707	LOC108026760|XP_016953389.1|DBIA	LOC117592055|XP_034141444.1|DGUA
OG0006708	LOC108024238|XP_016949608.1|DBIA	LOC117590912|XP_034139835.1|DGUA
OG0006709	LOC108036333|XP_016967861.1|DBIA	LOC117581137|XP_034123957.1|DGUA
OG0006710	LOC108028284|XP_016955482.1|DBIA	LOC117587510|XP_034134193.1|DGUA
OG0006711	LOC108027960|XP_016955074.1|DBIA	LOC117587127|XP_034133517.1|DGUA
OG0006712	LOC108035041|XP_016965900.1|DBIA	LOC117589110|XP_034136664.1|DGUA
OG0006713	LOC108035559|XP_016966716.1|DBIA	LOC117587008|XP_034133309.1|DGUA
OG0006714	LOC108035676|XP_016966874.1|DBIA	LOC117587007|XP_034133308.1|DGUA
OG0006715	LOC108028613|XP_016956022.1|DBIA	LOC117589455|XP_034137298.1|DGUA
OG0006716	LOC108027818|XP_016954886.1|DBIA	LOC117581699|XP_034124968.1|DGUA
OG0006717	LOC108030687|XP_016959210.1|DBIA	LOC117589372|XP_034137174.1|DGUA
OG0006718	LOC108030572|XP_016958972.1|DBIA	LOC117589385|XP_034137191.1|DGUA
OG0006719	LOC108034556|XP_016964973.1|DBIA	LOC117586981|XP_034133269.1|DGUA
OG0006720	LOC108028840|XP_016956322.1|DBIA	LOC117580373|XP_034122796.1|DGUA
OG0006721	LOC108035354|XP_016966436.1|DBIA	LOC117589369|XP_034137170.1|DGUA
OG0006722	LOC108035633|XP_016966823.1|DBIA	LOC117588921|XP_034136385.1|DGUA
OG0006723	LOC108034130|XP_016964407.1|DBIA	LOC117584300|XP_034129017.1|DGUA
OG0006724	LOC108031963|XP_016961241.1|DBIA	LOC117583813|XP_034128287.1|DGUA
OG0006725	LOC108032120|XP_016961442.1|DBIA	LOC117582880|XP_034126845.1|DGUA
OG0006726	LOC108024599|XP_016950099.1|DBIA	LOC117583799|XP_034128272.1|DGUA
OG0006727	LOC108031904|XP_016961160.1|DBIA	LOC117582878|XP_034126842.1|DGUA
OG0006728	LOC108031334|XP_016960076.1|DBIA	LOC117586452|XP_034132386.1|DGUA
OG0006729	LOC108036563|XP_016968298.1|DBIA	LOC117592354|XP_034141941.1|DGUA
OG0006730	LOC108036243|XP_016967740.1|DBIA	LOC117592351|XP_034141936.1|DGUA
OG0006731	LOC108034054|XP_016964298.1|DBIA	LOC117584294|XP_034129008.1|DGUA
OG0006732	LOC108034594|XP_016965015.1|DBIA	LOC117589311|XP_034137000.1|DGUA
OG0006733	LOC108028050|XP_016955178.1|DBIA	LOC117589011|XP_034136522.1|DGUA
OG0006734	LOC108028519|XP_016955891.1|DBIA	LOC117589059|XP_034136580.1|DGUA
OG0006735	LOC108035321|XP_016966385.1|DBIA	LOC117589424|XP_034137250.1|DGUA
OG0006736	LOC108035334|XP_016966401.1|DBIA	LOC117588855|XP_034136246.1|DGUA
OG0006737	LOC108028057|XP_016955184.1|DBIA	LOC117586963|XP_034133227.1|DGUA
OG0006738	LOC108029665|XP_016957581.1|DBIA	LOC117578704|XP_034120242.1|DGUA
OG0006739	LOC108028372|XP_016955652.1|DBIA	LOC117586898|XP_034133133.1|DGUA
OG0006740	LOC108035004|XP_016965836.1|DBIA	LOC117589168|XP_034136768.1|DGUA
OG0006741	LOC108035003|XP_016965834.1|DBIA	LOC117589167|XP_034136765.1|DGUA
OG0006742	LOC108026198|XP_016952479.1|DBIA	LOC117585532|XP_034130940.1|DGUA
OG0006743	LOC108029149|XP_016956769.1|DBIA	LOC117584147|XP_034128798.1|DGUA
OG0006744	LOC108035425|XP_016966544.1|DBIA	LOC117589353|XP_034137129.1|DGUA
OG0006745	LOC108024541|XP_016950002.1|DBIA	LOC117586171|XP_034131972.1|DGUA
OG0006746	LOC108035280|XP_016966333.1|DBIA	LOC117589326|XP_034137063.1|DGUA
OG0006747	LOC108035512|XP_016966663.1|DBIA	LOC117589195|XP_034136812.1|DGUA
OG0006748	LOC108024149|XP_016949439.1|DBIA	LOC117590804|XP_034139661.1|DGUA
OG0006749	LOC108035251|XP_016966278.1|DBIA	LOC117587099|XP_034133470.1|DGUA
OG0006750	LOC108024878|XP_016950511.1|DBIA	LOC117581326|XP_034124326.1|DGUA
OG0006752	LOC108034593|XP_016965014.1|DBIA	LOC117587377|XP_034133918.1|DGUA
OG0006753	LOC108034654|XP_016965082.1|DBIA	LOC117587260|XP_034133725.1|DGUA
OG0006754	LOC108029507|XP_016957284.1|DBIA	LOC117588995|XP_034136492.1|DGUA
OG0006755	LOC108030819|XP_016959423.1|DBIA	LOC117588899|XP_034136339.1|DGUA
OG0006756	LOC108028820|XP_016956296.1|DBIA	LOC117587413|XP_034133962.1|DGUA
OG0006757	LOC108027997|XP_016955113.1|DBIA	LOC117587434|XP_034134002.1|DGUA
OG0006758	LOC108035122|XP_016966042.1|DBIA	LOC117589128|XP_034136704.1|DGUA
OG0006759	LOC108035121|XP_016966041.1|DBIA	LOC117589112|XP_034136679.1|DGUA
OG0006760	LOC108028268|XP_016955454.1|DBIA	LOC117579240|XP_034120913.1|DGUA
OG0006761	LOC108027169|XP_016953938.1|DBIA	LOC117585684|XP_034131189.1|DGUA
OG0006762	LOC108027550|XP_016954502.1|DBIA	LOC117580795|XP_034123381.1|DGUA
OG0006763	LOC108030404|XP_016958778.1|DBIA	LOC117587935|XP_034134821.1|DGUA
OG0006764	LOC108036911|XP_016968806.1|DBIA	LOC117591761|XP_034140967.1|DGUA
OG0006765	LOC108030366|XP_016958724.1|DBIA	LOC117585321|XP_034130652.1|DGUA
OG0006766	LOC108028920|XP_016956431.1|DBIA	LOC117587088|XP_034133446.1|DGUA
OG0006767	LOC108028704|XP_016956142.1|DBIA	LOC117586857|XP_034133044.1|DGUA
OG0006768	LOC108028701|XP_016956137.1|DBIA	LOC117586845|XP_034133028.1|DGUA
OG0006769	LOC108028738|XP_016956193.1|DBIA	LOC117586850|XP_034133035.1|DGUA
OG0006770	LOC108028114|XP_016955252.1|DBIA	LOC117580427|XP_034122873.1|DGUA
OG0006771	LOC108023980|XP_016949197.1|DBIA	LOC117591414|XP_034140559.1|DGUA
OG0006772	LOC108036317|XP_016967818.1|DBIA	LOC117591559|XP_034140759.1|DGUA
OG0006773	LOC108034950|XP_016965723.1|DBIA	LOC117579831|XP_034121815.1|DGUA
OG0006774	LOC108030800|XP_016959371.1|DBIA	LOC117580139|XP_034122327.1|DGUA
OG0006775	LOC108035233|XP_016966252.1|DBIA	LOC117587252|XP_034133716.1|DGUA
OG0006776	LOC108035462|XP_016966596.1|DBIA	LOC117587256|XP_034133720.1|DGUA
OG0006777	LOC108034410|XP_016964781.1|DBIA	LOC117587262|XP_034133727.1|DGUA
OG0006778	LOC108034512|XP_016964925.1|DBIA	LOC117589159|XP_034136753.1|DGUA
OG0006779	LOC108030088|XP_016958218.1|DBIA	LOC117587392|XP_034133936.1|DGUA
OG0006780	LOC108028611|XP_016956021.1|DBIA	LOC117579440|XP_034121218.1|DGUA
OG0006781	LOC108035408|XP_016966517.1|DBIA	LOC117580225|XP_034122530.1|DGUA
OG0006782	LOC108029277|XP_016956968.1|DBIA	LOC117580167|XP_034122379.1|DGUA
OG0006783	LOC108030021|XP_016958026.1|DBIA	LOC117591811|XP_034141012.1|DGUA
OG0006784	LOC108035129|XP_016966051.1|DBIA	LOC117579326|XP_034121032.1|DGUA
OG0006785	LOC108026873|XP_016953550.1|DBIA	LOC117585557|XP_034130975.1|DGUA
OG0006786	LOC108030299|XP_016958622.1|DBIA	LOC117582056|XP_034125498.1|DGUA
OG0006787	LOC108030604|XP_016959080.1|DBIA	LOC117580078|XP_034122214.1|DGUA
OG0006788	LOC108030607|XP_016959085.1|DBIA	LOC117580087|XP_034122231.1|DGUA
OG0006789	LOC108033075|XP_016962733.1|DBIA	LOC117590302|XP_034138680.1|DGUA
OG0006790	LOC108027883|XP_016954988.1|DBIA	LOC117584230|XP_034128903.1|DGUA
OG0006791	LOC108035696|XP_016966906.1|DBIA	LOC117580144|XP_034122340.1|DGUA
OG0006792	LOC108034515|XP_016964928.1|DBIA	LOC117580029|XP_034122147.1|DGUA
OG0006793	LOC108034935|XP_016965688.1|DBIA	LOC117580019|XP_034122130.1|DGUA
OG0006794	LOC108030185|XP_016958422.1|DBIA	LOC117578488|XP_034119912.1|DGUA
OG0006795	LOC108035459|XP_016966589.1|DBIA	LOC117587244|XP_034133707.1|DGUA
OG0006796	LOC108030921|XP_016959604.1|DBIA	LOC117589175|XP_034136785.1|DGUA
OG0006797	LOC108035215|XP_016966224.1|DBIA	LOC117584506|XP_034129332.1|DGUA
OG0006798	LOC108029357|XP_016957073.1|DBIA	LOC117579874|XP_034121885.1|DGUA
OG0006799	LOC108034976|XP_016965783.1|DBIA	LOC117580100|XP_034122253.1|DGUA
OG0006800	LOC108034883|XP_016965580.1|DBIA	LOC117580092|XP_034122235.1|DGUA
OG0006801	LOC108023664|XP_016948774.1|DBIA	LOC117590311|XP_034138689.1|DGUA
OG0006802	LOC108030236|XP_016958517.1|DBIA	LOC117587817|XP_034134669.1|DGUA
OG0006803	LOC108022283|XP_016946631.1|DBIA	LOC117583121|XP_034127206.1|DGUA
OG0006804	LOC108035318|XP_016966380.1|DBIA	LOC117589378|XP_034137181.1|DGUA
OG0006805	LOC108029664|XP_016957580.1|DBIA	LOC117578741|XP_034120297.1|DGUA
OG0006806	LOC108035257|XP_016966292.1|DBIA	LOC117589097|XP_034136631.1|DGUA
OG0006807	LOC108030850|XP_016959477.1|DBIA	LOC117579358|XP_034121082.1|DGUA
OG0006808	LOC108036622|XP_016968382.1|DBIA	LOC117591055|XP_034140050.1|DGUA
OG0006809	LOC108034649|XP_016965077.1|DBIA	LOC117589148|XP_034136734.1|DGUA
OG0006810	LOC108035313|XP_016966376.1|DBIA	LOC117587452|XP_034134064.1|DGUA
OG0006811	LOC108025113|XP_016950867.1|DBIA	LOC117585277|XP_034130591.1|DGUA
OG0006812	LOC108034740|XP_016965173.1|DBIA	LOC117589208|XP_034136838.1|DGUA
OG0006813	LOC108024421|XP_016949831.1|DBIA	LOC117589949|XP_034138132.1|DGUA
OG0006814	LOC108034925|XP_016965670.1|DBIA	LOC117579167|XP_034120819.1|DGUA
OG0006815	LOC108035144|XP_016966076.1|DBIA	LOC117589015|XP_034136529.1|DGUA
OG0006816	LOC108035352|XP_016966432.1|DBIA	LOC117588979|XP_034136459.1|DGUA
OG0006817	LOC108035569|XP_016966727.1|DBIA	LOC117589152|XP_034136739.1|DGUA
OG0006818	LOC108031115|XP_016959819.1|DBIA	LOC117587242|XP_034133702.1|DGUA
OG0006819	LOC108030829|XP_016959438.1|DBIA	LOC117579884|XP_034121911.1|DGUA
OG0006820	LOC108030741|XP_016959277.1|DBIA	LOC117579359|XP_034121085.1|DGUA
OG0006821	LOC108033982|XP_016964195.1|DBIA	LOC117581759|XP_034125052.1|DGUA
OG0006822	LOC108029723|XP_016957689.1|DBIA	LOC117578859|XP_034120543.1|DGUA
OG0006823	LOC108035420|XP_016966530.1|DBIA	LOC117589226|XP_034136869.1|DGUA
OG0006824	LOC108034520|XP_016964932.1|DBIA	LOC117580229|XP_034122535.1|DGUA
OG0006825	LOC108028655|XP_016956070.1|DBIA	LOC117579954|XP_034122018.1|DGUA
OG0006826	LOC108035223|XP_016966240.1|DBIA	LOC117588864|XP_034136261.1|DGUA
OG0006827	LOC108027383|XP_016954305.1|DBIA	LOC117586501|XP_034132514.1|DGUA
OG0006828	LOC108035115|XP_016966038.1|DBIA	LOC117584242|XP_034128930.1|DGUA
OG0006829	LOC108028620|XP_016956029.1|DBIA	LOC117580428|XP_034122874.1|DGUA
OG0006830	LOC108035132|XP_016966062.1|DBIA	LOC117586909|XP_034133149.1|DGUA
OG0006831	LOC108035292|XP_016966347.1|DBIA	LOC117586922|XP_034133168.1|DGUA
OG0006832	LOC108034622|XP_016965047.1|DBIA	LOC117579992|XP_034122078.1|DGUA
OG0006833	LOC108028378|XP_016955660.1|DBIA	LOC117586809|XP_034132973.1|DGUA
OG0006834	LOC108031129|XP_016959832.1|DBIA	LOC117583068|XP_034127132.1|DGUA
OG0006835	LOC108034956|XP_016965736.1|DBIA	LOC117589310|XP_034136999.1|DGUA
OG0006836	LOC108034804|XP_016965319.1|DBIA	LOC117580362|XP_034122783.1|DGUA
OG0006837	LOC108035206|XP_016966206.1|DBIA	LOC117579404|XP_034121174.1|DGUA
OG0006838	LOC108034985|XP_016965803.1|DBIA	LOC117580394|XP_034122825.1|DGUA
OG0006839	LOC108035536|XP_016966692.1|DBIA	LOC117579441|XP_034121220.1|DGUA
OG0006840	LOC108033922|XP_016964083.1|DBIA	LOC117584141|XP_034128789.1|DGUA
OG0006841	LOC108034601|XP_016965023.1|DBIA	LOC117580580|XP_034123076.1|DGUA
OG0006842	LOC108035609|XP_016966783.1|DBIA	LOC117587194|XP_034133629.1|DGUA
OG0006843	LOC108023752|XP_016948878.1|DBIA	LOC117591497|XP_034140680.1|DGUA
OG0006844	LOC108031174|XP_016959882.1|DBIA	LOC117589606|XP_034137572.1|DGUA
OG0006846	LOC108028814|XP_016956288.1|DBIA	LOC117589233|XP_034136882.1|DGUA
OG0006847	LOC108028549|XP_016955938.1|DBIA	LOC117589024|XP_034136544.1|DGUA
OG0006848	LOC108026539|XP_016952976.1|DBIA	LOC117591014|XP_034139995.1|DGUA
OG0006849	LOC108035473|XP_016966611.1|DBIA	LOC117580207|XP_034122491.1|DGUA
OG0006850	LOC108035434|XP_016966555.1|DBIA	LOC117579985|XP_034122055.1|DGUA
OG0006851	LOC108035561|XP_016966718.1|DBIA	LOC117579988|XP_034122071.1|DGUA
OG0006852	LOC108036364|XP_016967934.1|DBIA	LOC117591836|XP_034141091.1|DGUA
OG0006853	LOC108034745|XP_016965182.1|DBIA	LOC117589214|XP_034136849.1|DGUA
OG0006854	LOC108036643|XP_016968406.1|DBIA	LOC117578810|XP_034120451.1|DGUA
OG0006855	LOC108030671|XP_016959186.1|DBIA	LOC117586892|XP_034133125.1|DGUA
OG0006856	LOC108030124|XP_016958315.1|DBIA	LOC117587498|XP_034134164.1|DGUA
OG0006857	LOC108030944|XP_016959631.1|DBIA	LOC117587009|XP_034133313.1|DGUA
OG0006858	LOC108035216|XP_016966221.1|DBIA	LOC117589268|XP_034136941.1|DGUA
OG0006859	LOC108036478|XP_016968147.1|DBIA	LOC117591548|XP_034140737.1|DGUA
OG0006860	LOC108036360|XP_016967927.1|DBIA	LOC117592353|XP_034141938.1|DGUA
OG0006861	LOC108029610|XP_016957479.1|DBIA	LOC117578722|XP_034120265.1|DGUA
OG0006862	LOC108030980|XP_016959672.1|DBIA	LOC117587172|XP_034133579.1|DGUA
OG0006863	LOC108035783|XP_016966993.1|DBIA	LOC117588567|XP_034135848.1|DGUA
OG0006864	LOC108029494|XP_016957256.1|DBIA	LOC117578426|XP_034119781.1|DGUA
OG0006865	LOC108024741|XP_016950327.1|DBIA	LOC117583289|XP_034127416.1|DGUA
OG0006866	LOC108026847|XP_016953514.1|DBIA	LOC117592078|XP_034141481.1|DGUA
OG0006867	LOC108022642|XP_016947185.1|DBIA	LOC117587029|XP_034133348.1|DGUA
OG0006868	LOC108022641|XP_016947184.1|DBIA	LOC117591950|XP_034141256.1|DGUA
OG0006869	LOC108030019|XP_016958022.1|DBIA	LOC117585652|XP_034131133.1|DGUA
OG0006870	LOC108036357|XP_016967922.1|DBIA	LOC117592348|XP_034141932.1|DGUA
OG0006871	LOC108029686|XP_016957631.1|DBIA	LOC117578860|XP_034120540.1|DGUA
OG0006872	LOC108030411|XP_016958786.1|DBIA	LOC117592645|XP_034142478.1|DGUA
OG0006873	LOC108026800|XP_016953450.1|DBIA	LOC117585854|XP_034131498.1|DGUA
OG0006874	LOC108035858|XP_016967092.1|DBIA	LOC117587576|XP_034134294.1|DGUA
OG0006875	LOC108033834|XP_016963950.1|DBIA	LOC117582045|XP_034125478.1|DGUA
OG0006876	LOC108026678|XP_016953241.1|DBIA	LOC117591174|XP_034140193.1|DGUA
OG0006877	LOC108028960|XP_016956488.1|DBIA	LOC117582454|XP_034126070.1|DGUA
OG0006878	LOC108027317|XP_016954211.1|DBIA	LOC117588230|XP_034135269.1|DGUA
OG0006879	LOC108036598|XP_016968346.1|DBIA	LOC117582556|XP_034126688.1|DGUA
OG0006880	LOC108033288|XP_016963043.1|DBIA	LOC117584533|XP_034129375.1|DGUA
OG0006881	LOC108032613|XP_016962036.1|DBIA	LOC117590894|XP_034139818.1|DGUA
OG0006882	LOC108036237|XP_016967734.1|DBIA	LOC117592352|XP_034141937.1|DGUA
OG0006884	LOC108027896|XP_016955004.1|DBIA	LOC117584259|XP_034128955.1|DGUA
OG0006885	LOC108033843|XP_016963959.1|DBIA	LOC117584033|XP_034128660.1|DGUA
OG0006886	LOC108031069|XP_016959764.1|DBIA	LOC117583062|XP_034127125.1|DGUA
OG0006887	LOC108023341|XP_016948171.1|DBIA	LOC117591498|XP_034140683.1|DGUA
OG0006888	LOC108034114|XP_016964381.1|DBIA	LOC117584290|XP_034129000.1|DGUA
OG0006889	LOC108027382|XP_016954309.1|DBIA	LOC117587917|XP_034134793.1|DGUA
OG0006890	LOC108027904|XP_016955011.1|DBIA	LOC117582063|XP_034125509.1|DGUA
OG0006891	LOC108034243|XP_016964584.1|DBIA	LOC117582180|XP_034125675.1|DGUA
OG0006892	LOC108029239|XP_016956923.1|DBIA	LOC117582440|XP_034126038.1|DGUA
OG0006893	LOC108036833|XP_016968669.1|DBIA	LOC117584440|XP_034129244.1|DGUA
OG0006894	LOC108036849|XP_016968708.1|DBIA	LOC117584439|XP_034129243.1|DGUA
OG0006895	LOC108033090|XP_016962774.1|DBIA	LOC117581496|XP_034124636.1|DGUA
OG0006896	LOC108032403|XP_016961713.1|DBIA	LOC117584527|XP_034129367.1|DGUA
OG0006897	LOC108032611|XP_016962031.1|DBIA	LOC117587932|XP_034134810.1|DGUA
OG0006898	LOC108033835|XP_016963951.1|DBIA	LOC117582048|XP_034125482.1|DGUA
OG0006899	LOC108036155|XP_016967636.1|DBIA	LOC117582155|XP_034125637.1|DGUA
OG0006900	LOC108029719|XP_016957724.1|DBIA	LOC117591428|XP_034140579.1|DGUA
OG0006901	LOC108029255|XP_016956939.1|DBIA	LOC117584340|XP_034129062.1|DGUA
OG0006902	LOC108025616|XP_016951638.1|DBIA	LOC117590375|XP_034138810.1|DGUA
OG0006903	LOC108025989|XP_016952171.1|DBIA	LOC117585845|XP_034131479.1|DGUA
OG0006904	LOC108032702|XP_016962169.1|DBIA	LOC117587722|XP_034134521.1|DGUA
OG0006905	LOC108033744|XP_016963792.1|DBIA	LOC117582568|XP_034126299.1|DGUA
OG0006906	LOC108034070|XP_016964316.1|DBIA	LOC117582268|XP_034125785.1|DGUA
OG0006907	LOC108033626|XP_016963492.1|DBIA	LOC117584595|XP_034129460.1|DGUA
OG0006908	LOC108029213|XP_016956893.1|DBIA	LOC117591531|XP_034140714.1|DGUA
OG0006909	LOC108034315|XP_016964673.1|DBIA	LOC117584487|XP_034129302.1|DGUA
OG0006910	LOC108036092|XP_016967532.1|DBIA	LOC117587529|XP_034134222.1|DGUA
OG0006911	LOC108024746|XP_016950341.1|DBIA	LOC117580678|XP_034123187.1|DGUA
OG0006912	LOC108032578|XP_016961970.1|DBIA	LOC117584628|XP_034129542.1|DGUA
OG0006913	LOC108033870|XP_016964002.1|DBIA	LOC117584023|XP_034128651.1|DGUA
OG0006914	LOC108035204|XP_016966204.1|DBIA	LOC117579676|XP_034121554.1|DGUA
OG0006915	LOC108034683|XP_016965116.1|DBIA	LOC117581755|XP_034125047.1|DGUA
OG0006916	LOC108032554|XP_016961921.1|DBIA	LOC117587799|XP_034134636.1|DGUA
OG0006917	LOC108032606|XP_016962021.1|DBIA	LOC117584556|XP_034129401.1|DGUA
OG0006918	LOC108032386|XP_016961696.1|DBIA	LOC117584560|XP_034129409.1|DGUA
OG0006919	LOC108032633|XP_016962063.1|DBIA	LOC117588009|XP_034134924.1|DGUA
OG0006920	LOC108033304|XP_016963063.1|DBIA	LOC117582064|XP_034125511.1|DGUA
OG0006921	LOC108032536|XP_016961893.1|DBIA	LOC117582598|XP_034126348.1|DGUA
OG0006922	LOC108032764|XP_016962249.1|DBIA	LOC117587684|XP_034134468.1|DGUA
OG0006923	LOC108029125|XP_016956732.1|DBIA	LOC117581718|XP_034124987.1|DGUA
OG0006924	LOC108036868|XP_016968732.1|DBIA	LOC117587603|XP_034134345.1|DGUA
OG0006925	LOC108026020|XP_016952200.1|DBIA	LOC117585569|XP_034130993.1|DGUA
OG0006926	LOC108029131|XP_016956740.1|DBIA	LOC117584156|XP_034128808.1|DGUA
