Orthogroup	DBIA.longest_only	AAEG.longest_only
OG0003218	LOC108028515|XP_016955886.1|DBIA	LOC5567899|XP_001651938.1|AAEG
OG0003219	LOC108034961|XP_016965757.1|DBIA	LOC110679632|XP_021710661.1|AAEG, LOC110680334|XP_021711848.1|AAEG
OG0003220	LOC108033972|XP_016964175.1|DBIA	LOC5564121|XP_021711028.1|AAEG
OG0003221	LOC108033071|XP_016962727.1|DBIA	LOC5564106|XP_021711078.1|AAEG
OG0003222	LOC108029660|XP_016957576.1|DBIA	LOC5564134|XP_001648444.1|AAEG
OG0003223	LOC108030438|XP_016958816.1|DBIA	LOC5566691|XP_021711483.1|AAEG
OG0003224	LOC108022818|XP_016947444.1|DBIA	LOC5573218|XP_021704328.1|AAEG
OG0003250	LOC108031610|XP_016960689.1|DBIA	LOC5575829|XP_001655852.1|AAEG
OG0003251	LOC108025503|XP_016951512.1|DBIA	LOC5575830|XP_001655851.1|AAEG
OG0003252	LOC108031784|XP_016960987.1|DBIA	LOC110674708|XP_021694452.1|AAEG
OG0003253	LOC108027386|XP_016954310.1|DBIA	LOC5574743|XP_001655315.1|AAEG
OG0003254	LOC108027054|XP_016953752.1|DBIA	LOC5574740|XP_001655313.1|AAEG
OG0003255	LOC108025047|XP_016950791.1|DBIA	LOC5566217|XP_001650620.1|AAEG
OG0003256	LOC108024590|XP_016950086.1|DBIA	LOC5574525|XP_001655177.1|AAEG
OG0003257	LOC108023354|XP_016948189.1|DBIA	LOC23687408|XP_021694498.1|AAEG
OG0003258	LOC108027591|XP_016954598.1|DBIA	LOC5572023|XP_001660129.1|AAEG
OG0003259	LOC108028903|XP_016956411.1|DBIA	LOC110680598|XP_021712084.1|AAEG, LOC5572022|XP_021694527.1|AAEG
OG0003260	LOC108025895|XP_016952066.1|DBIA	LOC5579818|XP_021694540.1|AAEG
OG0003261	LOC108024947|XP_016950663.1|DBIA	LOC5579823|XP_021694543.1|AAEG, LOC110681131|XP_021712596.1|AAEG
OG0003262	LOC108031846|XP_016961086.1|DBIA	LOC5564257|XP_001648609.1|AAEG
OG0003263	LOC108023390|XP_016948300.1|DBIA	LOC5579472|XP_021694661.1|AAEG
OG0003264	LOC108028889|XP_016956395.1|DBIA	LOC110674749|XP_021694695.1|AAEG
OG0003265	LOC108032660|XP_016962110.1|DBIA	LOC5574719|XP_021694720.1|AAEG, LOC110680806|XP_021712273.1|AAEG
OG0003266	LOC108027300|XP_016954185.1|DBIA	LOC5577930|XP_021694729.1|AAEG
OG0003267	LOC108035816|XP_016967053.1|DBIA	LOC5578728|XP_021694739.1|AAEG
OG0003268	LOC108024557|XP_016950028.1|DBIA	LOC5576693|XP_021694745.1|AAEG
OG0003269	LOC108025339|XP_016951260.1|DBIA	LOC5563879|XP_001648190.1|AAEG
OG0003270	LOC108035593|XP_016966753.1|DBIA	LOC5576694|XP_021694749.1|AAEG
OG0003271	LOC108035999|XP_016967370.1|DBIA	LOC5570397|XP_021694767.1|AAEG
OG0003272	LOC108035788|XP_016967013.1|DBIA	LOC5567111|XP_021694817.1|AAEG
OG0003273	LOC108029574|XP_016957424.1|DBIA	LOC5578389|XP_021694849.1|AAEG
OG0003274	LOC108023345|XP_016948174.1|DBIA	LOC23687811|XP_011493407.2|AAEG
OG0003275	LOC108033052|XP_016962668.1|DBIA	LOC110674071|XP_021693209.1|AAEG, LOC5569249|XP_021694927.1|AAEG
OG0003276	LOC108024148|XP_016949442.1|DBIA	LOC5565132|XP_001649479.2|AAEG
OG0003277	LOC108036296|XP_016967796.1|DBIA	LOC110674823|XP_021694962.1|AAEG
OG0003278	LOC108025385|XP_016951347.1|DBIA	LOC5564714|XP_021694994.1|AAEG
OG0003279	LOC108023572|XP_016948654.1|DBIA	LOC110674834|XP_021695001.1|AAEG
OG0003280	LOC108031943|XP_016961212.1|DBIA	LOC110674838|XP_021695023.1|AAEG
OG0003281	LOC108032094|XP_016961410.1|DBIA	LOC5566264|XP_021695062.1|AAEG, LOC110680628|XP_021712116.1|AAEG
OG0003282	LOC108023525|XP_016948568.1|DBIA	LOC5571722|XP_021695075.1|AAEG
OG0003283	LOC108032809|XP_016962311.1|DBIA	LOC5578708|XP_001664007.2|AAEG
OG0003284	LOC108022021|XP_016946354.1|DBIA	LOC5565191|XP_021712934.1|AAEG, LOC110673982|XP_021695115.1|AAEG
OG0003285	LOC108025222|XP_016951058.1|DBIA	LOC5567660|XP_021695120.1|AAEG
OG0003286	LOC108025215|XP_016951051.1|DBIA	LOC5566555|XP_021710117.1|AAEG
OG0003287	LOC108035087|XP_016965994.1|DBIA	LOC5573040|XP_001654352.2|AAEG
OG0003288	LOC108031564|XP_016960602.1|DBIA	LOC5573031|XP_021694308.1|AAEG
OG0003289	LOC108026745|XP_016953357.1|DBIA	LOC5579012|XP_001664192.2|AAEG
OG0003290	LOC108024981|XP_016950718.1|DBIA	LOC5578997|XP_001664176.2|AAEG
OG0003291	LOC108028461|XP_016955806.1|DBIA	LOC5573523|XP_001660916.2|AAEG
OG0003292	LOC108026356|XP_016952755.1|DBIA	LOC5568403|XP_001658058.1|AAEG
OG0003293	LOC108023595|XP_016948689.1|DBIA	LOC5570652|XP_021706741.1|AAEG
OG0003294	LOC108022986|XP_016947701.1|DBIA	LOC5574017|XP_021707599.1|AAEG
OG0003295	LOC108028883|XP_016956388.1|DBIA	LOC5574012|XP_021708368.1|AAEG
OG0003296	LOC108024500|XP_016949931.1|DBIA	LOC110674420|XP_021694351.1|AAEG
OG0003297	LOC108031594|XP_016960655.1|DBIA	LOC5571798|XP_021709701.1|AAEG
OG0003298	LOC108023623|XP_016948722.1|DBIA	LOC5576074|XP_021713331.1|AAEG
OG0003299	LOC108024726|XP_016950309.1|DBIA	LOC5569128|XP_021692944.1|AAEG
OG0003300	LOC108031589|XP_016960647.1|DBIA	LOC5568968|XP_021692995.1|AAEG
OG0003301	LOC108022684|XP_016947243.1|DBIA	LOC5570119|XP_021693122.1|AAEG
OG0003302	LOC108025765|XP_016951848.1|DBIA	LOC5570118|XP_001653099.1|AAEG
OG0003303	LOC108023082|XP_016947822.1|DBIA	LOC5570104|XP_021693415.1|AAEG
OG0003304	LOC108024528|XP_016949983.1|DBIA	LOC5570771|XP_021693931.1|AAEG
OG0003305	LOC108024165|XP_016949468.1|DBIA	LOC5577441|XP_021694384.1|AAEG
OG0003306	LOC108029906|XP_016957886.1|DBIA	LOC5572387|XP_001654036.2|AAEG
OG0003307	LOC108025891|XP_016952060.1|DBIA	LOC5578290|XP_021694598.1|AAEG
OG0003308	LOC108029156|XP_016956784.1|DBIA	LOC5578620|XP_001657046.1|AAEG
OG0003309	LOC108027556|XP_016954509.1|DBIA	LOC5569552|XP_021695172.1|AAEG
OG0003310	LOC108023922|XP_016949096.1|DBIA	LOC5569563|XP_001658626.2|AAEG
OG0003311	LOC108024414|XP_016949818.1|DBIA	LOC110681241|XP_021712702.1|AAEG, LOC5569568|XP_001658631.2|AAEG
OG0003312	LOC108024697|XP_016950264.1|DBIA	LOC5563944|XP_001648266.1|AAEG
OG0003313	LOC108023773|XP_016948906.1|DBIA	LOC5574249|XP_001661303.2|AAEG
OG0003314	LOC108026871|XP_016953548.1|DBIA	LOC23687986|XP_021695617.1|AAEG
OG0003315	LOC108024025|XP_016949277.1|DBIA	LOC5579485|XP_021695637.1|AAEG
OG0003316	LOC108025409|XP_016951377.1|DBIA	LOC110675390|XP_021695976.1|AAEG
OG0003317	LOC108031684|XP_016960818.1|DBIA	LOC5566507|XP_001650896.2|AAEG
OG0003318	LOC108031398|XP_016960254.1|DBIA	LOC5568484|XP_021696073.1|AAEG
OG0003319	LOC108024945|XP_016950655.1|DBIA	LOC5566499|XP_021696131.1|AAEG
OG0003320	LOC108025358|XP_016951307.1|DBIA	LOC5567617|XP_021696188.1|AAEG, LOC110680343|XP_021711854.1|AAEG
OG0003321	LOC108025217|XP_016951054.1|DBIA	LOC5566495|XP_001650884.2|AAEG
OG0003322	LOC108025219|XP_016951055.1|DBIA	LOC110675460|XP_021696255.1|AAEG, LOC5566509|XP_001650883.1|AAEG, LOC110674015|XP_021712153.1|AAEG
OG0003323	LOC108023724|XP_016948849.1|DBIA	LOC5568414|XP_001658066.2|AAEG, LOC5568630|XP_001652469.2|AAEG
OG0003324	LOC108023520|XP_016948556.1|DBIA	LOC5574970|XP_021697905.1|AAEG
OG0003325	LOC108032058|XP_016961362.1|DBIA, LOC108027423|XP_016954360.1|DBIA	LOC5574966|XP_021697959.1|AAEG
OG0003326	LOC108033002|XP_016962616.1|DBIA	LOC5577023|XP_001656310.2|AAEG
OG0003327	LOC108035976|XP_016967287.1|DBIA	LOC5576689|XP_001662827.2|AAEG
OG0003328	LOC108023653|XP_016948762.1|DBIA	LOC5570591|XP_001653258.1|AAEG
OG0003329	LOC108031458|XP_016960383.1|DBIA	LOC5570593|XP_021698550.1|AAEG
OG0003330	LOC108034922|XP_016965667.1|DBIA	LOC5574728|XP_001661616.2|AAEG
OG0003331	LOC108033185|XP_016962916.1|DBIA	LOC23687535|XP_011492966.2|AAEG
OG0003332	LOC108025827|XP_016951971.1|DBIA	LOC5580120|XP_021711923.1|AAEG, LOC110676273|XP_021699204.1|AAEG
OG0003333	LOC108025275|XP_016951129.1|DBIA	LOC5580130|XP_021699347.1|AAEG
OG0003334	LOC108027037|XP_016953726.1|DBIA	LOC5567931|XP_001651963.2|AAEG
OG0003335	LOC108024756|XP_016950354.1|DBIA	LOC5567933|XP_001651967.2|AAEG
OG0003336	LOC108031568|XP_016960615.1|DBIA	LOC5564393|XP_021700110.1|AAEG
OG0003337	LOC108026328|XP_016952711.1|DBIA	LOC5576478|XP_001662672.2|AAEG
OG0003338	LOC108023587|XP_016948678.1|DBIA	LOC5576481|XP_001662674.2|AAEG
OG0003339	LOC108026353|XP_016952749.1|DBIA	LOC5570698|XP_001659294.2|AAEG
OG0003340	LOC108026042|XP_016952225.1|DBIA	LOC5570699|XP_021701068.1|AAEG
OG0003341	LOC108023491|XP_016948508.1|DBIA	LOC5571561|XP_001653698.2|AAEG, LOC110676681|XP_021701199.1|AAEG
OG0003342	LOC108023552|XP_016948618.1|DBIA	LOC5571567|XP_001653705.2|AAEG
OG0003343	LOC108025725|XP_016951781.1|DBIA	LOC5569251|XP_021701437.1|AAEG
OG0003344	LOC108032591|XP_016961992.1|DBIA	LOC23687992|XP_011493304.2|AAEG, LOC5565019|XP_021708709.1|AAEG
OG0003345	LOC108027589|XP_016954596.1|DBIA	LOC5565271|XP_021701757.1|AAEG
OG0003346	LOC108024180|XP_016949498.1|DBIA	LOC5578827|XP_001664044.1|AAEG
OG0003347	LOC108023550|XP_016948619.1|DBIA	LOC5567723|XP_001657630.2|AAEG
OG0003348	LOC108024583|XP_016950076.1|DBIA	LOC5567052|XP_021702364.1|AAEG
OG0003349	LOC108035547|XP_016966705.1|DBIA	LOC5576312|XP_001656046.1|AAEG
OG0003350	LOC108031693|XP_016960838.1|DBIA	LOC5576307|XP_021702688.1|AAEG
OG0003351	LOC108023594|XP_016948686.1|DBIA	LOC5566959|XP_021702823.1|AAEG
OG0003352	LOC108025412|XP_016951383.1|DBIA	LOC23687944|XP_011493297.2|AAEG, LOC5568675|XP_001658091.2|AAEG
OG0003353	LOC108023212|XP_016947972.1|DBIA	LOC5576900|XP_021703214.1|AAEG
OG0003354	LOC108025310|XP_016951200.1|DBIA	LOC5576894|XP_021703285.1|AAEG
OG0003355	LOC108035776|XP_016966974.1|DBIA	LOC5576890|XP_001662990.2|AAEG
OG0003356	LOC108023958|XP_016949152.1|DBIA	LOC5576880|XP_001662980.2|AAEG
OG0003357	LOC108026621|XP_016953122.1|DBIA, LOC108036210|XP_016967694.1|DBIA	LOC5576878|XP_001662978.1|AAEG
OG0003358	LOC108033451|XP_016963272.1|DBIA	LOC5564062|XP_001648368.1|AAEG
OG0003359	LOC108033152|XP_016962867.1|DBIA	LOC5564054|XP_001648381.1|AAEG
OG0003360	LOC108026086|XP_016952277.1|DBIA	LOC5564066|XP_021704044.1|AAEG
OG0003361	LOC108026622|XP_016953123.1|DBIA	LOC5578497|XP_021704289.1|AAEG
OG0003362	LOC108023874|XP_016949043.1|DBIA	LOC110680210|XP_021711717.1|AAEG, LOC5579200|XP_021705129.1|AAEG
OG0003363	LOC108031810|XP_016961022.1|DBIA	LOC5579202|XP_021705141.1|AAEG
OG0003364	LOC108024777|XP_016950382.1|DBIA	LOC5578139|XP_001663710.1|AAEG
OG0003365	LOC108032914|XP_016962467.1|DBIA	LOC5579301|XP_021705291.1|AAEG
OG0003366	LOC108028499|XP_016955863.1|DBIA	LOC5565040|XP_001649382.2|AAEG
OG0003367	LOC108035929|XP_016967208.1|DBIA	LOC5576008|XP_001662341.2|AAEG
OG0003368	LOC108035927|XP_016967205.1|DBIA	LOC110678056|XP_021706274.1|AAEG, LOC5575285|XP_021712728.1|AAEG
OG0003369	LOC108027315|XP_016954203.1|DBIA	LOC110678069|XP_021706303.1|AAEG
OG0003370	LOC108031093|XP_016959789.1|DBIA	LOC5565330|XP_001649677.1|AAEG
OG0003371	LOC108025913|XP_016952087.1|DBIA	LOC5575427|XP_021706990.1|AAEG, LOC110680456|XP_021711952.1|AAEG
OG0003372	LOC108030315|XP_016958643.1|DBIA	LOC5579482|XP_001647780.1|AAEG
OG0003373	LOC108025440|XP_016951424.1|DBIA	LOC5575470|XP_001661987.3|AAEG
OG0003374	LOC108031443|XP_016960403.1|DBIA	LOC110680932|XP_021712405.1|AAEG, LOC5568540|XP_021707619.1|AAEG
OG0003375	LOC108024544|XP_016950001.1|DBIA	LOC110678773|XP_021707804.1|AAEG
OG0003376	LOC108025524|XP_016951538.1|DBIA	LOC5565268|XP_001649604.1|AAEG
OG0003377	LOC108025202|XP_016951014.1|DBIA	LOC5564417|XP_021708027.1|AAEG
OG0003378	LOC108024359|XP_016949752.1|DBIA	LOC110680511|XP_021711999.1|AAEG, LOC5572774|XP_001654172.1|AAEG
OG0003379	LOC108031634|XP_016960730.1|DBIA	LOC110678859|XP_021708087.1|AAEG, LOC5572778|XP_001654173.2|AAEG
OG0003380	LOC108031287|XP_016960019.1|DBIA	LOC5572781|XP_001654180.1|AAEG
OG0003381	LOC108033307|XP_016963069.1|DBIA	LOC5580227|XP_001655934.2|AAEG
OG0003382	LOC108024615|XP_016950130.1|DBIA	LOC5580230|XP_021708254.1|AAEG
OG0003383	LOC108032047|XP_016961349.1|DBIA	LOC5578695|XP_001657094.2|AAEG
OG0003384	LOC108029261|XP_016956946.1|DBIA	LOC5568279|XP_001657976.1|AAEG
OG0003385	LOC108031726|XP_016960885.1|DBIA	LOC5568276|XP_001657975.2|AAEG
OG0003386	LOC108031774|XP_016960972.1|DBIA	LOC5566095|XP_001650454.1|AAEG
OG0003387	LOC108024623|XP_016950150.1|DBIA	LOC5566097|XP_001650455.1|AAEG
OG0003388	LOC108033191|XP_016962923.1|DBIA	LOC110679207|XP_021709028.1|AAEG
OG0003389	LOC108022185|XP_016946526.1|DBIA	LOC110679265|XP_021709200.1|AAEG, LOC5570643|XP_001653279.1|AAEG
OG0003390	LOC108031117|XP_016959817.1|DBIA	LOC5570608|XP_001653272.1|AAEG, LOC110679312|XP_021709361.1|AAEG
OG0003391	LOC108024619|XP_016950146.1|DBIA	LOC110680569|XP_021712045.1|AAEG, LOC5574582|XP_001655206.2|AAEG
OG0003392	LOC108023344|XP_016948178.1|DBIA	LOC5572715|XP_001660532.2|AAEG
OG0003393	LOC108026294|XP_016952649.1|DBIA	LOC5568155|XP_021710093.1|AAEG
OG0003394	LOC108027036|XP_016953725.1|DBIA	LOC5568159|XP_001657903.2|AAEG
OG0003395	LOC108027045|XP_016953735.1|DBIA	LOC5566198|XP_021710187.1|AAEG
OG0003396	LOC108024625|XP_016950153.1|DBIA	LOC5566195|XP_001650574.2|AAEG
OG0003397	LOC108032177|XP_016961520.1|DBIA	LOC5567411|XP_001657413.2|AAEG
OG0003399	LOC108026009|XP_016952189.1|DBIA	LOC110680483|XP_021711980.1|AAEG, LOC5567405|XP_001657418.1|AAEG
OG0003400	LOC108026262|XP_016952608.1|DBIA	LOC5568338|XP_021710740.1|AAEG
OG0003401	LOC108031378|XP_016960213.1|DBIA	LOC5577501|XP_021711436.1|AAEG
OG0003402	LOC108031341|XP_016960094.1|DBIA	LOC110679871|XP_021711570.1|AAEG
OG0003403	LOC108022762|XP_016947356.1|DBIA	LOC5577499|XP_001656515.2|AAEG
OG0003404	LOC108031507|XP_016960505.1|DBIA	LOC5577699|XP_021711667.1|AAEG
OG0003405	LOC108036664|XP_016968435.1|DBIA	LOC5572734|XP_001660546.2|AAEG
OG0003406	LOC108024565|XP_016950049.1|DBIA	LOC5572725|XP_001660544.1|AAEG
OG0003407	LOC108024372|XP_016949764.1|DBIA	LOC5572724|XP_001660542.1|AAEG
OG0003408	LOC108031987|XP_016961271.1|DBIA	LOC5572733|XP_001660547.2|AAEG
OG0003409	LOC108031724|XP_016960882.1|DBIA	LOC5572730|XP_021711963.1|AAEG
OG0003410	LOC108031817|XP_016961033.1|DBIA	LOC5572735|XP_001660557.1|AAEG
OG0003411	LOC108024379|XP_016949772.1|DBIA	LOC5567789|XP_001657692.1|AAEG
OG0003412	LOC108025478|XP_016951480.1|DBIA	LOC5567787|XP_021712246.1|AAEG
OG0003413	LOC108024938|XP_016950628.1|DBIA	LOC5567767|XP_001657667.2|AAEG
OG0003414	LOC108034541|XP_016964956.1|DBIA	LOC5569265|XP_021712555.1|AAEG
OG0003415	LOC108025927|XP_016952109.1|DBIA	LOC5571786|XP_001659917.1|AAEG, LOC110681191|XP_021712663.1|AAEG
OG0003416	LOC108027410|XP_016954338.1|DBIA	LOC5571793|XP_001659919.1|AAEG, LOC110680319|XP_021711839.1|AAEG
OG0003417	LOC108024527|XP_016949981.1|DBIA	LOC5571790|XP_001659923.1|AAEG
OG0003418	LOC108031662|XP_016960787.1|DBIA	LOC110680553|XP_021712037.1|AAEG, LOC5567068|XP_001651458.1|AAEG
OG0003419	LOC108027352|XP_016954260.1|DBIA	LOC5567063|XP_001651463.2|AAEG
OG0003420	LOC108027250|XP_016954093.1|DBIA	LOC5567062|XP_021712857.1|AAEG
OG0003421	LOC108026317|XP_016952694.1|DBIA	LOC5567085|XP_021712943.1|AAEG
OG0003422	LOC108026297|XP_016952667.1|DBIA	LOC5577530|XP_021712944.1|AAEG
OG0003423	LOC108022670|XP_016947230.1|DBIA	LOC5573383|XP_001660867.2|AAEG
OG0003424	LOC108026241|XP_016952567.1|DBIA	LOC5573375|XP_001660864.2|AAEG
OG0003425	LOC108031262|XP_016959990.1|DBIA	LOC5573371|XP_001660857.1|AAEG
OG0003426	LOC108031386|XP_016960239.1|DBIA	LOC110681358|XP_021712799.1|AAEG, LOC110681360|XP_021712800.1|AAEG, LOC5573381|XP_021712999.1|AAEG
OG0003427	LOC108032121|XP_016961443.1|DBIA	LOC5570624|XP_001659227.2|AAEG
OG0003428	LOC108028028|XP_016955154.1|DBIA	LOC5572584|XP_001654088.2|AAEG
OG0003429	LOC108022470|XP_016946909.1|DBIA	LOC5580284|XP_001662911.1|AAEG, LOC110681506|XP_021713094.1|AAEG
OG0003430	LOC108024914|XP_016950600.1|DBIA	LOC5575731|XP_021713117.1|AAEG
OG0003431	LOC108032905|XP_016962447.1|DBIA	LOC23687402|XP_021713130.1|AAEG
OG0003432	LOC108026315|XP_016952691.1|DBIA	LOC110681519|XP_021713159.1|AAEG, LOC5568725|XP_001658106.1|AAEG
OG0003433	LOC108025376|XP_016951334.1|DBIA	LOC5565237|XP_021713167.1|AAEG
OG0003434	LOC108026266|XP_016952618.1|DBIA	LOC5576286|XP_001662576.2|AAEG
OG0003435	LOC108025350|XP_016951299.1|DBIA	LOC5572168|XP_021713207.1|AAEG
OG0003436	LOC108027308|XP_016954191.1|DBIA	LOC5569222|XP_001652782.1|AAEG
OG0003437	LOC108027307|XP_016954189.1|DBIA	LOC5569219|XP_001652784.1|AAEG
OG0003438	LOC108027338|XP_016954241.1|DBIA	LOC5569226|XP_001652785.1|AAEG
OG0003439	LOC108026463|XP_016952893.1|DBIA	LOC5569232|XP_021712263.1|AAEG, LOC110681536|XP_021713262.1|AAEG
OG0003440	LOC108023859|XP_016948996.1|DBIA	LOC5578520|XP_021713299.1|AAEG
OG0003441	LOC108032470|XP_016961782.1|DBIA	LOC5578519|XP_001663910.1|AAEG
OG0003442	LOC108031260|XP_016959987.1|DBIA	LOC5565034|XP_021694403.1|AAEG
OG0003443	LOC108035296|XP_016966353.1|DBIA	LOC5576914|XP_001663011.1|AAEG
OG0003444	LOC108028803|XP_016956275.1|DBIA	LOC5576920|XP_001663017.1|AAEG
OG0003445	LOC108023407|XP_016948354.1|DBIA	LOC5580013|XP_021713335.1|AAEG
OG0003446	LOC108025815|XP_016951952.1|DBIA	LOC5580009|XP_021713348.1|AAEG
OG0003447	LOC108035667|XP_016966867.1|DBIA	LOC5580014|XP_021694307.1|AAEG
OG0003448	LOC108024991|XP_016950734.1|DBIA	LOC5574616|XP_001661533.1|AAEG
OG0003449	LOC108031460|XP_016960388.1|DBIA	LOC5574612|XP_001661529.1|AAEG
OG0003450	LOC108026445|XP_016952871.1|DBIA	LOC5574618|XP_021713371.1|AAEG
OG0003451	LOC108027333|XP_016954234.1|DBIA	LOC5574690|XP_021713381.1|AAEG
OG0003452	LOC108027379|XP_016954299.1|DBIA	LOC5574692|XP_021713383.1|AAEG
OG0003453	LOC108028091|XP_016955224.1|DBIA	LOC5567595|XP_021713391.1|AAEG
OG0003454	LOC108027894|XP_016955001.1|DBIA	LOC5567614|XP_001657570.1|AAEG
OG0003455	LOC108031971|XP_016961254.1|DBIA	LOC5567615|XP_021713393.1|AAEG
OG0003456	LOC108026753|XP_016953371.1|DBIA	LOC5571512|XP_021692970.1|AAEG
OG0003457	LOC108032936|XP_016962497.1|DBIA	LOC5571516|XP_021692972.1|AAEG
OG0003458	LOC108025500|XP_016951505.1|DBIA	LOC5564696|XP_021692997.1|AAEG
OG0003459	LOC108025332|XP_016951249.1|DBIA	LOC110674037|XP_021693012.1|AAEG
OG0003460	LOC108031780|XP_016960983.1|DBIA	LOC5573797|XP_021693033.1|AAEG
OG0003461	LOC108027217|XP_016954033.1|DBIA	LOC5570837|XP_021693037.1|AAEG
OG0003462	LOC108034487|XP_016964881.1|DBIA	LOC23687506|XP_021695309.1|AAEG, LOC5566668|XP_011493288.2|AAEG
OG0003463	LOC108031823|XP_016961042.1|DBIA	LOC5580098|XP_001654849.2|AAEG
OG0003464	LOC108024731|XP_016950317.1|DBIA	LOC110674054|XP_021693086.1|AAEG
OG0003465	LOC108031462|XP_016960390.1|DBIA	LOC5566483|XP_001650870.1|AAEG
OG0003466	LOC108031962|XP_016961240.1|DBIA	LOC5566477|XP_001650864.1|AAEG, LOC110680597|XP_021712082.1|AAEG
OG0003467	LOC108024598|XP_016950098.1|DBIA	LOC110674064|XP_021693130.1|AAEG, LOC5566466|XP_001650848.1|AAEG
OG0003468	LOC108023894|XP_016949068.1|DBIA	LOC5566464|XP_001650846.1|AAEG, LOC110681427|XP_021712861.1|AAEG
OG0003469	LOC108025451|XP_016951440.1|DBIA	LOC5578927|XP_001657213.1|AAEG
OG0003470	LOC108032143|XP_016961469.1|DBIA	LOC5563724|XP_021693210.1|AAEG
OG0003471	LOC108033760|XP_016963821.1|DBIA	LOC5563704|XP_001647991.1|AAEG
OG0003472	LOC108034466|XP_016964842.1|DBIA	LOC5573172|XP_001660788.2|AAEG, LOC110674073|XP_021693214.1|AAEG
OG0003473	LOC108033855|XP_016963979.1|DBIA	LOC110681091|XP_021712553.1|AAEG, LOC5563712|XP_001648004.2|AAEG
OG0003474	LOC108031527|XP_016960544.1|DBIA	LOC5576365|XP_021693250.1|AAEG
OG0003475	LOC108031613|XP_016960697.1|DBIA	LOC5576358|XP_021693297.1|AAEG, LOC110674087|XP_021693301.1|AAEG
OG0003476	LOC108036029|XP_016967457.1|DBIA	LOC5576352|XP_021693305.1|AAEG
OG0003477	LOC108031740|XP_016960924.1|DBIA	LOC5567293|XP_021693314.1|AAEG
OG0003478	LOC108031689|XP_016960827.1|DBIA	LOC5567283|XP_021693342.1|AAEG
OG0003479	LOC108031099|XP_016959798.1|DBIA	LOC5569127|XP_001652733.2|AAEG
OG0003480	LOC108027068|XP_016953768.1|DBIA	LOC5576718|XP_001656224.1|AAEG
OG0003481	LOC108027087|XP_016953792.1|DBIA	LOC5576717|XP_001656223.1|AAEG
OG0003482	LOC108027442|XP_016954380.1|DBIA	LOC5576735|XP_021693381.1|AAEG
OG0003483	LOC108027152|XP_016953862.1|DBIA	LOC5566413|XP_001650805.1|AAEG
OG0003484	LOC108032142|XP_016961467.1|DBIA	LOC5568914|XP_001658238.1|AAEG
OG0003485	LOC108023013|XP_016947738.1|DBIA	LOC5568905|XP_001658228.2|AAEG
OG0003486	LOC108023815|XP_016948953.1|DBIA	LOC110674672|XP_021694418.1|AAEG
OG0003487	LOC108026466|XP_016952896.1|DBIA	LOC5573324|XP_001654544.1|AAEG
OG0003488	LOC108024672|XP_016950229.1|DBIA	LOC5569057|XP_021693516.1|AAEG
OG0003489	LOC108031605|XP_016960675.1|DBIA	LOC5564565|XP_021693531.1|AAEG
OG0003490	LOC108031885|XP_016961138.1|DBIA	LOC5566454|XP_021693543.1|AAEG
OG0003491	LOC108024824|XP_016950442.1|DBIA	LOC5578805|XP_021693546.1|AAEG
OG0003492	LOC108024736|XP_016950321.1|DBIA	LOC5578571|XP_001663962.2|AAEG
OG0003493	LOC108032196|XP_016961540.1|DBIA	LOC5577195|XP_021693675.1|AAEG
OG0003494	LOC108024963|XP_016950690.1|DBIA	LOC5572161|XP_021693685.1|AAEG
OG0003495	LOC108034164|XP_016964459.1|DBIA	LOC5576201|XP_001662536.1|AAEG
OG0003496	LOC108031328|XP_016960068.1|DBIA	LOC110674163|XP_021693719.1|AAEG
OG0003497	LOC108031967|XP_016961245.1|DBIA	LOC23687673|XP_011493646.2|AAEG
OG0003498	LOC108024078|XP_016949342.1|DBIA	LOC5575648|XP_021693759.1|AAEG
OG0003499	LOC108031882|XP_016961136.1|DBIA	LOC5575653|XP_021693763.1|AAEG
OG0003500	LOC108033399|XP_016963208.1|DBIA	LOC5565614|XP_021693783.1|AAEG
OG0003501	LOC108032180|XP_016961524.1|DBIA	LOC5565612|XP_001649949.1|AAEG
OG0003502	LOC108032053|XP_016961357.1|DBIA	LOC5565991|XP_021693812.1|AAEG, LOC5569690|XP_021712502.1|AAEG
OG0003503	LOC108024659|XP_016950209.1|DBIA	LOC5577655|XP_001656653.3|AAEG
OG0003504	LOC108026193|XP_016952472.1|DBIA	LOC5577651|XP_021693826.1|AAEG
OG0003505	LOC108031438|XP_016960356.1|DBIA	LOC5577636|XP_021693854.1|AAEG
OG0003506	LOC108027325|XP_016954221.1|DBIA	LOC5565953|XP_021693896.1|AAEG
OG0003507	LOC108031208|XP_016959932.1|DBIA	LOC110680489|XP_021711984.1|AAEG, LOC5565942|XP_021693903.1|AAEG
OG0003508	LOC108034876|XP_016965569.1|DBIA	LOC5568525|XP_021693918.1|AAEG
OG0003509	LOC108031927|XP_016961193.1|DBIA	LOC5573535|XP_021693961.1|AAEG
OG0003510	LOC108024642|XP_016950180.1|DBIA	LOC5579966|XP_001658483.2|AAEG
OG0003511	LOC108024386|XP_016949782.1|DBIA	LOC5579960|XP_021694041.1|AAEG
OG0003512	LOC108024825|XP_016950443.1|DBIA	LOC5578914|XP_001657204.2|AAEG
OG0003513	LOC108024716|XP_016950297.1|DBIA	LOC5578915|XP_021694075.1|AAEG
OG0003514	LOC108032251|XP_016961605.1|DBIA	LOC5576115|XP_021694090.1|AAEG
