Orthogroup	DBIA.longest_only	DVIR.longest_only
OG0005582	LOC108030897|XP_016959562.1|DBIA	LOC6624363|XP_002047465.2|DVIR
OG0005583	LOC108034862|XP_016965526.1|DBIA	LOC6623229|XP_002046726.2|DVIR
OG0005584	LOC108027251|XP_016954097.1|DBIA	LOC6628281|XP_015028013.1|DVIR
OG0005585	LOC108027389|XP_016954314.1|DBIA	LOC6630801|XP_015027747.1|DVIR
OG0005586	LOC108027301|XP_016954182.1|DBIA	LOC6630766|XP_002054625.1|DVIR
OG0005587	LOC108034167|XP_016964463.1|DBIA	LOC6625382|XP_002049492.2|DVIR
OG0005588	LOC108035273|XP_016966321.1|DBIA	LOC6622515|XP_015030501.1|DVIR
OG0005589	LOC108032181|XP_016961525.1|DBIA	LOC6632462|XP_002056308.1|DVIR
OG0005590	LOC108030421|XP_016958797.1|DBIA	LOC6624900|XP_002050477.1|DVIR
OG0005591	LOC108024024|XP_016949276.1|DBIA	LOC6631919|XP_002055746.1|DVIR
OG0005592	LOC108024976|XP_016950712.1|DBIA	LOC6630666|XP_002053445.1|DVIR
OG0005593	LOC108035325|XP_016966389.1|DBIA	LOC6624598|XP_002047149.1|DVIR
OG0005594	LOC108028390|XP_016955693.1|DBIA	LOC6622962|XP_032291378.1|DVIR
OG0005595	LOC108028389|XP_016955692.1|DBIA	LOC6623006|XP_002047217.2|DVIR
OG0005596	LOC108035618|XP_016966796.1|DBIA	LOC6624466|XP_002046556.1|DVIR
OG0005597	LOC108032060|XP_016961367.1|DBIA	LOC6631275|XP_032295416.1|DVIR
OG0005598	LOC108025378|XP_016951339.1|DBIA	LOC6632230|XP_002055878.1|DVIR
OG0005599	LOC108026708|XP_016953294.1|DBIA	LOC6625866|XP_002050859.1|DVIR
OG0005600	LOC108031855|XP_016961098.1|DBIA	LOC6631246|XP_002053647.1|DVIR
OG0005601	LOC108024017|XP_016949266.1|DBIA	LOC6634562|XP_002057979.1|DVIR
OG0005602	LOC108025084|XP_016950832.1|DBIA	LOC6630990|XP_002053492.1|DVIR
OG0005603	LOC108026527|XP_016952964.1|DBIA	LOC6626583|XP_002049696.1|DVIR
OG0005604	LOC108026807|XP_016953460.1|DBIA	LOC6626581|XP_002049694.3|DVIR
OG0005605	LOC108022696|XP_016947258.1|DBIA	LOC6635337|XP_015024726.1|DVIR
OG0005606	LOC108034040|XP_016964275.1|DBIA	LOC6628105|XP_002052010.1|DVIR
OG0005607	LOC108024352|XP_016949743.1|DBIA	LOC6630557|XP_002053275.1|DVIR
OG0005608	LOC108024380|XP_016949773.1|DBIA	LOC6630560|XP_002053278.1|DVIR
OG0005609	LOC108034552|XP_016964969.1|DBIA	LOC6624492|XP_032290314.1|DVIR
OG0005610	LOC108035293|XP_016966348.1|DBIA	LOC6622500|XP_002046423.1|DVIR
OG0005611	LOC108034820|XP_016965387.1|DBIA	LOC6624293|XP_002046633.2|DVIR
OG0005612	LOC108031586|XP_016960643.1|DBIA	LOC6629973|XP_002053082.1|DVIR
OG0005613	LOC108023394|XP_016948320.1|DBIA	LOC6629513|XP_002053173.1|DVIR
OG0005614	LOC108023816|XP_016948950.1|DBIA	LOC6633051|XP_002056759.1|DVIR
OG0005615	LOC108023877|XP_016949049.1|DBIA	LOC6629754|XP_032293833.1|DVIR
OG0005616	LOC108031395|XP_016960249.1|DBIA	LOC6630097|XP_002053690.2|DVIR
OG0005617	LOC108027306|XP_016954188.1|DBIA	LOC6630056|XP_032294870.1|DVIR
OG0005618	LOC108030462|XP_016958846.1|DBIA	LOC6635809|XP_002059318.1|DVIR
OG0005619	LOC108024605|XP_016950114.1|DBIA	LOC6632582|XP_002056222.2|DVIR
OG0005620	LOC108025748|XP_016951831.1|DBIA	LOC6631403|XP_002055673.1|DVIR
OG0005621	LOC108023706|XP_016948824.1|DBIA	LOC6633302|XP_002057401.3|DVIR
OG0005622	LOC108023413|XP_016948362.1|DBIA	LOC6633553|XP_002057250.1|DVIR
OG0005623	LOC108023554|XP_016948624.1|DBIA	LOC6633318|XP_032296531.1|DVIR
OG0005624	LOC108027291|XP_016954171.1|DBIA	LOC6629719|XP_002053676.1|DVIR
OG0005625	LOC108026214|XP_016952519.1|DBIA	LOC6631070|XP_015027233.1|DVIR
OG0005626	LOC108028866|XP_016956346.1|DBIA	LOC6631360|XP_002055664.1|DVIR
OG0005627	LOC108025242|XP_016951078.1|DBIA	LOC6632926|XP_015025809.1|DVIR
OG0005628	LOC108026189|XP_016952468.1|DBIA	LOC6633082|XP_032289705.1|DVIR
OG0005629	LOC108022805|XP_016947428.1|DBIA	LOC6625470|XP_002050146.1|DVIR
OG0005630	LOC108022717|XP_016947288.1|DBIA	LOC6636497|XP_002059803.2|DVIR
OG0005631	LOC108025916|XP_016952092.1|DBIA	LOC6633597|XP_002056809.1|DVIR
OG0005632	LOC108033607|XP_016963497.1|DBIA	LOC6633282|XP_032296596.1|DVIR
OG0005633	LOC108024521|XP_016949969.1|DBIA	LOC6630758|XP_002054617.2|DVIR
OG0005634	LOC108031621|XP_016960715.1|DBIA	LOC6629285|XP_002054693.2|DVIR
OG0005635	LOC108035140|XP_016966074.1|DBIA	LOC6636640|XP_015023809.1|DVIR
OG0005636	LOC108027227|XP_016954050.1|DBIA	LOC116651790|XP_032294708.1|DVIR, LOC6630051|XP_002054719.1|DVIR
OG0005637	LOC108031840|XP_016961079.1|DBIA	LOC6633159|XP_002056608.2|DVIR
OG0005638	LOC108029730|XP_016957701.1|DBIA	LOC6626057|XP_032292804.1|DVIR
OG0005639	LOC108022773|XP_016947374.1|DBIA	LOC6626557|XP_002049807.2|DVIR
OG0005640	LOC108025386|XP_016951348.1|DBIA	LOC6632570|XP_002056329.1|DVIR
OG0005641	LOC108024229|XP_016949590.1|DBIA	LOC6631641|XP_002055360.1|DVIR
OG0005642	LOC108027259|XP_016954110.1|DBIA	LOC6635197|XP_002058472.1|DVIR
OG0005643	LOC108034582|XP_016965003.1|DBIA	LOC6622937|XP_002047077.1|DVIR
OG0005644	LOC108035551|XP_016966709.1|DBIA	LOC6624583|XP_002047076.1|DVIR
OG0005645	LOC108025718|XP_016951765.1|DBIA	LOC6631648|XP_015026669.2|DVIR
OG0005646	LOC108032048|XP_016961353.1|DBIA	LOC6633743|XP_002057028.1|DVIR
OG0005647	LOC108027261|XP_016954121.1|DBIA	LOC6626773|XP_002049837.1|DVIR
OG0005648	LOC108028298|XP_016955509.1|DBIA	LOC6624522|XP_002048537.1|DVIR
OG0005649	LOC108024126|XP_016949438.1|DBIA, LOC108032887|XP_016962410.1|DBIA	LOC6632634|XP_002056635.2|DVIR
OG0005650	LOC108032921|XP_016962476.1|DBIA	LOC6632393|XP_002056629.1|DVIR
OG0005651	LOC108024230|XP_016949591.1|DBIA	LOC6632008|XP_002055381.1|DVIR
OG0005652	LOC108024559|XP_016950035.1|DBIA	LOC6630443|XP_015027113.1|DVIR
OG0005653	LOC108033911|XP_016964070.1|DBIA	LOC6628434|XP_032294500.1|DVIR
OG0005654	LOC108032918|XP_016962470.1|DBIA	LOC6629378|XP_032293298.1|DVIR
OG0005655	LOC108032162|XP_016961498.1|DBIA	LOC6630272|XP_002053701.1|DVIR
OG0005656	LOC108026291|XP_016952646.1|DBIA	LOC6630135|XP_002053687.1|DVIR
OG0005657	LOC108024576|XP_016950061.1|DBIA	LOC6633094|XP_032289678.1|DVIR
OG0005658	LOC108031986|XP_016961269.1|DBIA	LOC6632314|XP_002056499.1|DVIR
OG0005659	LOC108026268|XP_016952617.1|DBIA	LOC6632661|XP_002056467.3|DVIR
OG0005660	LOC108034865|XP_016965533.1|DBIA	LOC6623144|XP_032290962.1|DVIR
OG0005661	LOC108024603|XP_016950107.1|DBIA	LOC6632761|XP_002056366.3|DVIR
OG0005662	LOC108026221|XP_016952533.1|DBIA	LOC6632563|XP_032289647.1|DVIR
OG0005663	LOC108032511|XP_016961835.1|DBIA	LOC6633735|XP_002057020.1|DVIR
OG0005664	LOC108024816|XP_016950430.1|DBIA	LOC6633184|XP_032289501.1|DVIR
OG0005665	LOC108025365|XP_016951313.1|DBIA	LOC6630019|XP_002053412.1|DVIR
OG0005666	LOC108023405|XP_016948344.1|DBIA	LOC6631348|XP_002055042.2|DVIR
OG0005667	LOC108025711|XP_016951751.1|DBIA	LOC6633261|XP_002056885.1|DVIR
OG0005668	LOC108028530|XP_016955914.1|DBIA	LOC6623172|XP_015031544.1|DVIR
OG0005669	LOC108036740|XP_016968538.1|DBIA	LOC6628452|XP_015027992.1|DVIR
OG0005670	LOC108026117|XP_016952308.1|DBIA	LOC6632618|XP_002056318.1|DVIR
OG0005671	LOC108031062|XP_016959757.1|DBIA	LOC6630091|XP_002054258.2|DVIR
OG0005672	LOC108033971|XP_016964174.1|DBIA	LOC6636644|XP_002060093.1|DVIR
OG0005673	LOC108034877|XP_016965571.1|DBIA	LOC6624263|XP_002047451.1|DVIR
OG0005674	LOC108035277|XP_016966328.1|DBIA	LOC6624300|XP_032289970.1|DVIR
OG0005675	LOC108026413|XP_016952830.1|DBIA	LOC6632768|XP_002056373.1|DVIR, LOC116652184|XP_032296084.1|DVIR
OG0005676	LOC108035446|XP_016966570.1|DBIA	LOC6636552|XP_002060056.1|DVIR
OG0005677	LOC108030144|XP_016958349.1|DBIA	LOC6625343|XP_002050425.3|DVIR
OG0005678	LOC108031731|XP_016960897.1|DBIA	LOC6632455|XP_002056301.2|DVIR
OG0005679	LOC108031763|XP_016960960.1|DBIA	LOC6629716|XP_032290500.1|DVIR
OG0005680	LOC108029127|XP_016956736.1|DBIA	LOC6635616|XP_002059135.1|DVIR
OG0005681	LOC108031935|XP_016961203.1|DBIA	LOC6629797|XP_002053373.1|DVIR
OG0005682	LOC108031934|XP_016961202.1|DBIA	LOC6629796|XP_002053372.1|DVIR
OG0005683	LOC108035169|XP_016966166.1|DBIA	LOC6633708|XP_032296559.1|DVIR
OG0005684	LOC108035622|XP_016966802.1|DBIA	LOC6622069|XP_002046424.1|DVIR
OG0005685	LOC108024185|XP_016949513.1|DBIA	LOC26531876|XP_032295633.1|DVIR
OG0005686	LOC108025548|XP_016951569.1|DBIA	LOC6629283|XP_002054691.1|DVIR
OG0005687	LOC108035973|XP_016967281.1|DBIA	LOC6624603|XP_032290674.1|DVIR
OG0005688	LOC108036436|XP_016968065.1|DBIA	LOC6626116|XP_002049923.1|DVIR
OG0005689	LOC108023743|XP_016948869.1|DBIA	LOC6636072|XP_002059603.1|DVIR
OG0005690	LOC108026166|XP_016952410.1|DBIA	LOC6635039|XP_032295161.1|DVIR
OG0005691	LOC108031392|XP_016960245.1|DBIA	LOC6629527|XP_002053329.1|DVIR
OG0005692	LOC108029199|XP_016956865.1|DBIA	LOC6628193|XP_032294237.1|DVIR
OG0005693	LOC108034492|XP_016964885.1|DBIA	LOC6623783|XP_002047384.2|DVIR
OG0005694	LOC108031781|XP_016960984.1|DBIA	LOC6630184|XP_002053253.2|DVIR
OG0005695	LOC108025170|XP_016950939.1|DBIA	LOC6630678|XP_002054611.1|DVIR
OG0005696	LOC108025176|XP_016950964.1|DBIA	LOC6630680|XP_002054613.1|DVIR
OG0005697	LOC108024514|XP_016949956.1|DBIA	LOC6630681|XP_002054614.1|DVIR
OG0005698	LOC108036419|XP_016968035.1|DBIA	LOC6635979|XP_002059408.1|DVIR, LOC116650892|XP_032291761.1|DVIR
OG0005699	LOC108026345|XP_016952739.1|DBIA	LOC6630486|XP_032289725.1|DVIR
OG0005700	LOC108023514|XP_016948549.1|DBIA	LOC6633352|XP_015025626.1|DVIR
OG0005701	LOC108027803|XP_016954871.1|DBIA	LOC6627534|XP_032294393.1|DVIR
OG0005702	LOC108023952|XP_016949134.1|DBIA	LOC6633706|XP_002057301.1|DVIR
OG0005703	LOC108030408|XP_016958782.1|DBIA	LOC6626447|XP_002049804.1|DVIR
OG0005704	LOC108024168|XP_016949473.1|DBIA	LOC6634814|XP_032296297.1|DVIR
OG0005705	LOC108028230|XP_016955388.1|DBIA	LOC6623350|XP_002046267.2|DVIR
OG0005706	LOC108026322|XP_016952701.1|DBIA	LOC6633079|XP_002055957.1|DVIR
OG0005707	LOC108026301|XP_016952676.1|DBIA	LOC6633860|XP_032295764.1|DVIR
OG0005708	LOC108023321|XP_016948113.1|DBIA	LOC6635480|XP_002059009.1|DVIR
OG0005709	LOC108026370|XP_016952779.1|DBIA	LOC6632781|XP_002055863.1|DVIR
OG0005710	LOC108024356|XP_016949748.1|DBIA	LOC6632562|XP_002056321.1|DVIR
OG0005711	LOC108028095|XP_016955228.1|DBIA	LOC6622952|XP_002048495.2|DVIR
OG0005712	LOC108029214|XP_016956894.1|DBIA	LOC6628379|XP_002052631.1|DVIR
OG0005713	LOC108025050|XP_016950796.1|DBIA	LOC6630992|XP_032292719.1|DVIR
OG0005714	LOC108031741|XP_016960925.1|DBIA	LOC6629326|XP_002053059.1|DVIR
OG0005715	LOC108031620|XP_016960712.1|DBIA	LOC6629284|XP_002054692.2|DVIR
OG0005716	LOC108031501|XP_016960491.1|DBIA	LOC6633154|XP_002056603.2|DVIR
OG0005717	LOC108032924|XP_016962481.1|DBIA	LOC6633101|XP_002056581.1|DVIR
OG0005718	LOC108031097|XP_016959795.1|DBIA	LOC6629812|XP_002054886.1|DVIR
OG0005719	LOC108025354|XP_016951302.1|DBIA	LOC6630998|XP_002053500.1|DVIR
OG0005720	LOC108024880|XP_016950513.1|DBIA	LOC6629613|XP_002053586.1|DVIR
OG0005721	LOC108025437|XP_016951417.1|DBIA	LOC6630993|XP_002053495.2|DVIR
OG0005722	LOC108027401|XP_016954328.1|DBIA	LOC6632342|XP_002056410.3|DVIR
OG0005723	LOC108032856|XP_016962346.1|DBIA, LOC108023804|XP_016948934.1|DBIA	LOC6632905|XP_002056755.2|DVIR
OG0005724	LOC108029591|XP_016957447.1|DBIA	LOC6625071|XP_032293346.1|DVIR
OG0005725	LOC108032155|XP_016961490.1|DBIA	LOC6629458|XP_002054705.1|DVIR
OG0005726	LOC108025620|XP_016951644.1|DBIA	LOC6631393|XP_002055530.1|DVIR
OG0005727	LOC108027318|XP_016954206.1|DBIA	LOC6631230|XP_032294805.1|DVIR
OG0005728	LOC108024536|XP_016949993.1|DBIA	LOC6632766|XP_002056371.1|DVIR
OG0005729	LOC108024534|XP_016949989.1|DBIA	LOC26530586|XP_032294827.1|DVIR
OG0005730	LOC108032016|XP_016961310.1|DBIA	LOC6631233|XP_002054662.1|DVIR
OG0005731	LOC108032015|XP_016961308.1|DBIA	LOC6631234|XP_002054663.1|DVIR
OG0005732	LOC108031445|XP_016960367.1|DBIA	LOC6630902|XP_002053131.2|DVIR
OG0005733	LOC108031442|XP_016960363.1|DBIA	LOC6630901|XP_002053130.1|DVIR
OG0005734	LOC108026212|XP_016952516.1|DBIA	LOC6633053|XP_002056761.1|DVIR
OG0005735	LOC108032922|XP_016962477.1|DBIA	LOC6629595|XP_032290950.1|DVIR
OG0005736	LOC108027209|XP_016954011.1|DBIA	LOC6629596|XP_032293234.1|DVIR
OG0005737	LOC108024674|XP_016950233.1|DBIA	LOC6632836|XP_002056344.1|DVIR
OG0005738	LOC108025458|XP_016951448.1|DBIA	LOC6630117|XP_032293522.1|DVIR
OG0005739	LOC108024729|XP_016950314.1|DBIA	LOC6632292|XP_015026212.1|DVIR
OG0005740	LOC108026143|XP_016952361.1|DBIA	LOC6632949|XP_002055858.1|DVIR
OG0005741	LOC108027408|XP_016954336.1|DBIA	LOC6630504|XP_032290439.1|DVIR
OG0005742	LOC108025425|XP_016951402.1|DBIA	LOC6630369|XP_002054905.1|DVIR
OG0005743	LOC108031856|XP_016961099.1|DBIA	LOC6629554|XP_002053648.1|DVIR
OG0005744	LOC108032114|XP_016961435.1|DBIA	LOC6632610|XP_002056310.2|DVIR
OG0005745	LOC108032877|XP_016962367.1|DBIA	LOC6632951|XP_032289394.1|DVIR
OG0005746	LOC108032859|XP_016962349.1|DBIA	LOC6632931|XP_002056566.1|DVIR
OG0005747	LOC108023805|XP_016948935.1|DBIA, LOC108032935|XP_016962496.1|DBIA	LOC6632903|XP_002056753.1|DVIR
OG0005748	LOC108024889|XP_016950522.1|DBIA	LOC26531308|XP_015027885.1|DVIR
OG0005749	LOC108036053|XP_016967488.1|DBIA	LOC6633336|XP_032296602.1|DVIR
OG0005750	LOC108027319|XP_016954212.1|DBIA	LOC6630461|XP_002053458.1|DVIR
OG0005751	LOC108035137|XP_016966068.1|DBIA	LOC6624024|XP_002046262.1|DVIR
OG0005752	LOC108036473|XP_016968139.1|DBIA	LOC6626718|XP_002050668.2|DVIR
OG0005753	LOC108027827|XP_016954898.1|DBIA	LOC6627308|XP_002052138.1|DVIR
OG0005754	LOC108036569|XP_016968305.1|DBIA	LOC6625884|XP_002049334.1|DVIR
OG0005755	LOC108026918|XP_016953618.1|DBIA	LOC6635401|XP_002058844.1|DVIR
OG0005756	LOC108024607|XP_016950112.1|DBIA	LOC6633006|XP_002056364.2|DVIR
OG0005757	LOC108031857|XP_016961100.1|DBIA	LOC6629555|XP_002053649.2|DVIR
OG0005758	LOC108032892|XP_016962417.1|DBIA	LOC6633099|XP_002056579.1|DVIR
OG0005759	LOC108031536|XP_016960561.1|DBIA	LOC6635227|XP_002058750.1|DVIR
OG0005760	LOC108025334|XP_016951252.1|DBIA	LOC6632872|XP_002056558.3|DVIR
OG0005761	LOC108031638|XP_016960742.1|DBIA	LOC6632498|XP_002056516.2|DVIR
OG0005762	LOC108027286|XP_016954164.1|DBIA	LOC6632871|XP_002056557.1|DVIR
OG0005763	LOC108030162|XP_016958381.1|DBIA	LOC6626475|XP_002050460.1|DVIR
OG0005764	LOC108027171|XP_016953942.1|DBIA	LOC6630509|XP_002053453.1|DVIR
OG0005765	LOC108027166|XP_016953918.1|DBIA	LOC6630511|XP_015027438.1|DVIR
OG0005766	LOC108025200|XP_016951009.1|DBIA	LOC6629654|XP_032290152.1|DVIR
OG0005767	LOC108031631|XP_016960725.1|DBIA	LOC6629892|XP_015027041.1|DVIR
OG0005768	LOC108023333|XP_016948148.1|DBIA	LOC6634593|XP_002058094.1|DVIR
OG0005769	LOC108027200|XP_016953996.1|DBIA	LOC6633165|XP_002056614.1|DVIR
OG0005770	LOC108026183|XP_016952461.1|DBIA	LOC6631013|XP_002054289.1|DVIR
OG0005771	LOC108025250|XP_016951091.1|DBIA	LOC6631272|XP_002053824.1|DVIR
OG0005772	LOC108031629|XP_016960723.1|DBIA	LOC6630522|XP_002054021.1|DVIR
OG0005773	LOC108026067|XP_016952251.1|DBIA	LOC6630817|XP_002053362.1|DVIR
OG0005774	LOC108024525|XP_016949977.1|DBIA	LOC6632286|XP_015026209.1|DVIR
OG0005775	LOC108028021|XP_016955146.1|DBIA	LOC6624496|XP_002048489.1|DVIR
OG0005776	LOC108035670|XP_016966866.1|DBIA	LOC6624168|XP_015031408.1|DVIR
OG0005777	LOC108034237|XP_016964575.1|DBIA	LOC6628148|XP_002052435.1|DVIR
OG0005779	LOC108026237|XP_016952561.1|DBIA	LOC6630289|XP_032294776.1|DVIR
OG0005780	LOC108035316|XP_016966378.1|DBIA	LOC6624490|XP_015031540.1|DVIR
OG0005781	LOC108028112|XP_016955250.1|DBIA	LOC6623133|XP_002048546.1|DVIR
OG0005782	LOC108028560|XP_016955955.1|DBIA	LOC6623132|XP_002048543.1|DVIR
OG0005783	LOC108036670|XP_016968441.1|DBIA	LOC6626409|XP_002050050.1|DVIR
OG0005784	LOC108025441|XP_016951425.1|DBIA	LOC6630233|XP_032294867.1|DVIR
OG0005785	LOC108025371|XP_016951320.1|DBIA	LOC6630231|XP_032294861.1|DVIR
OG0005786	LOC108031588|XP_016960646.1|DBIA	LOC6629972|XP_002053081.1|DVIR
OG0005787	LOC108032919|XP_016962472.1|DBIA	LOC6629376|XP_032293305.1|DVIR
OG0005788	LOC108036528|XP_016968235.1|DBIA	LOC6626365|XP_002050694.2|DVIR
OG0005789	LOC108036865|XP_016968731.1|DBIA	LOC6629307|XP_002052971.1|DVIR
OG0005790	LOC108025249|XP_016951090.1|DBIA	LOC6631270|XP_002053822.1|DVIR
OG0005791	LOC108031953|XP_016961229.1|DBIA	LOC6629795|XP_015027187.1|DVIR
OG0005792	LOC108031954|XP_016961231.1|DBIA	LOC6631298|XP_002053370.1|DVIR
OG0005793	LOC108026274|XP_016952625.1|DBIA	LOC6631294|XP_032291683.1|DVIR
OG0005794	LOC108022803|XP_016947426.1|DBIA	LOC6625475|XP_002050151.1|DVIR
OG0005795	LOC108024146|XP_016949427.1|DBIA	LOC6633141|XP_032289691.1|DVIR
OG0005796	LOC108028018|XP_016955140.1|DBIA	LOC6623014|XP_015030425.1|DVIR
OG0005797	LOC108034945|XP_016965713.1|DBIA	LOC6622918|XP_002047072.1|DVIR
OG0005798	LOC108024579|XP_016950067.1|DBIA	LOC6633092|XP_002056275.1|DVIR
OG0005799	LOC108031472|XP_016960417.1|DBIA	LOC6632857|XP_032289768.1|DVIR
OG0005800	LOC108031491|XP_016960473.1|DBIA	LOC6632694|XP_002056665.1|DVIR
OG0005801	LOC108031490|XP_016960472.1|DBIA	LOC6632855|XP_002056666.1|DVIR
OG0005802	LOC108026224|XP_016952545.1|DBIA	LOC6629855|XP_032292858.1|DVIR
OG0005803	LOC108024546|XP_016950009.1|DBIA	LOC6632999|XP_002056357.2|DVIR
OG0005804	LOC108024856|XP_016950487.1|DBIA	LOC6629612|XP_002053585.1|DVIR
OG0005805	LOC108022837|XP_016947497.1|DBIA	LOC6625239|XP_015029445.1|DVIR
OG0005806	LOC108026008|XP_016952187.1|DBIA	LOC6630649|XP_002053305.1|DVIR
OG0005807	LOC108026111|XP_016952300.1|DBIA	LOC6629339|XP_002053316.3|DVIR
OG0005808	LOC108025829|XP_016951978.1|DBIA	LOC6633754|XP_002056940.1|DVIR
OG0005809	LOC108028605|XP_016956017.1|DBIA	LOC6624358|XP_002046638.1|DVIR
OG0005810	LOC108031719|XP_016960877.1|DBIA	LOC6632859|XP_002056670.1|DVIR
OG0005811	LOC108031720|XP_016960878.1|DBIA	LOC6632860|XP_002056671.1|DVIR
OG0005812	LOC108032097|XP_016961414.1|DBIA	LOC6629803|XP_032291594.1|DVIR
OG0005813	LOC108031059|XP_016959754.1|DBIA	LOC6630512|XP_002054013.1|DVIR
OG0005814	LOC108027392|XP_016954317.1|DBIA	LOC6629646|XP_002053556.1|DVIR
OG0005815	LOC108030159|XP_016958378.1|DBIA	LOC6625406|XP_002049841.1|DVIR
OG0005816	LOC108023860|XP_016949003.1|DBIA	LOC6629746|XP_002053888.2|DVIR
OG0005817	LOC108031628|XP_016960722.1|DBIA	LOC6630519|XP_002054018.1|DVIR
OG0005818	LOC108025394|XP_016951359.1|DBIA	LOC6630867|XP_032291902.1|DVIR
OG0005819	LOC108027368|XP_016954280.1|DBIA	LOC6630792|XP_002054650.1|DVIR
OG0005820	LOC108027369|XP_016954281.1|DBIA	LOC6630793|XP_002054651.2|DVIR
OG0005821	LOC108027394|XP_016954319.1|DBIA	LOC6630702|XP_002054642.1|DVIR
OG0005822	LOC108034307|XP_016964666.1|DBIA	LOC6627296|XP_002052468.1|DVIR
OG0005823	LOC108023697|XP_016948812.1|DBIA	LOC6634644|XP_002058295.1|DVIR, LOC6634550|XP_032296374.1|DVIR
OG0005824	LOC108031683|XP_016960817.1|DBIA	LOC6633038|XP_002056261.1|DVIR
OG0005825	LOC108028104|XP_016955240.1|DBIA	LOC6624597|XP_015031551.1|DVIR
OG0005826	LOC108031821|XP_016961433.1|DBIA	LOC26531706|XP_015024809.1|DVIR
OG0005827	LOC108026011|XP_016952191.1|DBIA	LOC6632981|XP_002056484.1|DVIR
OG0005828	LOC108028368|XP_016955646.1|DBIA	LOC6623538|XP_002047306.1|DVIR
OG0005829	LOC108031813|XP_016961029.1|DBIA	LOC6629604|XP_002054669.1|DVIR
OG0005830	LOC108035161|XP_016966106.1|DBIA	LOC6624165|XP_002046308.1|DVIR
OG0005831	LOC108034572|XP_016964991.1|DBIA	LOC6622201|XP_032290177.1|DVIR
OG0005832	LOC108035699|XP_016966909.1|DBIA	LOC6624246|XP_002046313.3|DVIR
OG0005833	LOC108034853|XP_016965490.1|DBIA	LOC6623083|XP_015031084.1|DVIR
OG0005834	LOC108034859|XP_016965499.1|DBIA	LOC6624288|XP_002046326.2|DVIR
OG0005835	LOC108035694|XP_016966902.1|DBIA	LOC6624264|XP_002046331.1|DVIR
OG0005836	LOC108035595|XP_016966759.1|DBIA	LOC6622959|XP_032291381.1|DVIR
OG0005837	LOC108026267|XP_016952616.1|DBIA	LOC6630629|XP_002053303.1|DVIR
OG0005838	LOC108025449|XP_016951436.1|DBIA	LOC6628111|XP_002052016.1|DVIR
OG0005839	LOC108027856|XP_016954945.1|DBIA	LOC6628987|XP_002052118.1|DVIR
OG0005840	LOC108025602|XP_016951629.1|DBIA	LOC6631063|XP_002054907.1|DVIR
OG0005841	LOC108027142|XP_016953850.1|DBIA	LOC6632670|XP_002056439.2|DVIR
OG0005842	LOC108023747|XP_016948875.1|DBIA	LOC6631757|XP_002054954.1|DVIR
OG0005843	LOC108035424|XP_016966541.1|DBIA	LOC6624379|XP_002047886.1|DVIR
OG0005844	LOC108035911|XP_016967171.1|DBIA	LOC6622219|XP_002047594.1|DVIR
OG0005845	LOC108032894|XP_016962419.1|DBIA	LOC6633097|XP_002056577.1|DVIR
OG0005846	LOC108031374|XP_016960197.1|DBIA	LOC6629352|XP_032290963.1|DVIR
OG0005847	LOC108031752|XP_016960945.1|DBIA	LOC6632460|XP_032289653.1|DVIR
OG0005848	LOC108025787|XP_016951902.1|DBIA	LOC6634829|XP_002058010.1|DVIR
OG0005849	LOC108026293|XP_016952664.1|DBIA	LOC6633749|XP_032296508.1|DVIR
OG0005850	LOC108025731|XP_016951799.1|DBIA	LOC6636700|XP_032296122.1|DVIR
OG0005851	LOC108033959|XP_016964153.1|DBIA	LOC6627545|XP_002052492.1|DVIR
OG0005852	LOC108024836|XP_016950459.1|DBIA	LOC6632280|XP_002056418.1|DVIR
OG0005853	LOC108023220|XP_016947979.1|DBIA	LOC6634583|XP_002058084.1|DVIR
OG0005854	LOC108031474|XP_016960424.1|DBIA	LOC6632858|XP_032289776.1|DVIR
OG0005855	LOC108023639|XP_016948744.1|DBIA	LOC26530364|XP_032295613.1|DVIR
OG0005856	LOC108025745|XP_016951822.1|DBIA	LOC6634506|XP_032296360.1|DVIR
OG0005857	LOC108031351|XP_016960105.1|DBIA	LOC6632515|XP_002056525.2|DVIR
OG0005858	LOC108031587|XP_016960645.1|DBIA	LOC6629974|XP_002053083.1|DVIR
OG0005859	LOC108029272|XP_016956960.1|DBIA	LOC6627614|XP_002051981.1|DVIR
OG0005860	LOC108027239|XP_016954062.1|DBIA	LOC6632330|XP_015026127.1|DVIR
OG0005861	LOC108023863|XP_016949009.1|DBIA	LOC6631095|XP_032295412.1|DVIR
OG0005862	LOC108029359|XP_016957070.1|DBIA	LOC6625283|XP_032292727.1|DVIR
OG0005863	LOC108022938|XP_016947640.1|DBIA	LOC6626079|XP_002050795.1|DVIR
OG0005864	LOC108032069|XP_016961376.1|DBIA	LOC6629351|XP_032290998.1|DVIR
OG0005865	LOC108031412|XP_016960301.1|DBIA	LOC6629873|XP_002053382.1|DVIR
OG0005866	LOC108030458|XP_016958840.1|DBIA	LOC6625857|XP_032293035.1|DVIR
OG0005867	LOC108033287|XP_016963042.1|DBIA	LOC6627833|XP_032294464.1|DVIR
OG0005868	LOC108022962|XP_016947671.1|DBIA	LOC26531805|XP_015030371.1|DVIR
OG0005869	LOC108021980|XP_016946309.1|DBIA	LOC6634633|XP_002058032.1|DVIR
OG0005870	LOC108023627|XP_016948727.1|DBIA	LOC6634640|XP_002058039.1|DVIR
