Orthogroup	DBIA.longest_only	AEAL.longest_only
OG0004615	LOC108025805|XP_016951938.1|DBIA	LOC109402224|XP_029729948.1|AEAL, LOC115267190|XP_029729921.1|AEAL
OG0004616	LOC108023206|XP_016947958.1|DBIA	LOC115267212|XP_029729951.1|AEAL, LOC109402238|XP_019530423.2|AEAL
OG0004617	LOC108033962|XP_016964156.1|DBIA	LOC115264440|XP_029723991.1|AEAL, LOC109402203|XP_019530379.2|AEAL
OG0004618	LOC108031481|XP_016960447.1|DBIA	LOC109402240|XP_029729980.1|AEAL
OG0004619	LOC108031569|XP_016960616.1|DBIA	LOC109412997|XP_029730001.1|AEAL, LOC109402249|XP_019530438.2|AEAL
OG0004620	LOC108031550|XP_016960581.1|DBIA	LOC109422877|XP_019553324.2|AEAL, LOC109397600|XP_019525435.2|AEAL
OG0004621	LOC108025035|XP_016950779.1|DBIA	LOC115264457|XP_029724011.1|AEAL, LOC109397594|XP_019525426.2|AEAL
OG0004622	LOC108025177|XP_016950978.1|DBIA	LOC109422942|XP_029717448.1|AEAL
OG0004623	LOC108026000|XP_016952179.1|DBIA	LOC109422944|XP_019553385.2|AEAL, LOC115260596|XP_029717464.1|AEAL
OG0004624	LOC108023294|XP_016948527.1|DBIA	LOC115260579|XP_029717408.1|AEAL, LOC109403575|XP_019531943.2|AEAL, LOC115260587|XP_029717433.1|AEAL
OG0004625	LOC108026170|XP_016952419.1|DBIA	LOC109403571|XP_029717395.1|AEAL, LOC109422964|XP_029717436.1|AEAL, LOC109422965|XP_029717414.1|AEAL
OG0004626	LOC108023397|XP_016948332.1|DBIA	LOC109403559|XP_029717431.1|AEAL, LOC109422974|XP_019553420.2|AEAL
OG0004627	LOC108035080|XP_016965975.1|DBIA	LOC109431907|XP_029727753.1|AEAL
OG0004628	LOC108023682|XP_016948793.1|DBIA	LOC109432381|XP_019564285.2|AEAL, LOC109423019|XP_029708391.1|AEAL
OG0004629	LOC108032088|XP_016961402.1|DBIA	LOC109432372|XP_029717745.1|AEAL, LOC109423065|XP_029708372.1|AEAL
OG0004630	LOC108025373|XP_016951327.1|DBIA	LOC115260688|XP_029717738.1|AEAL, LOC109432365|XP_029708366.1|AEAL
OG0004631	LOC108024784|XP_016950392.1|DBIA	LOC109423081|XP_029715781.1|AEAL
OG0004632	LOC108024766|XP_016950372.1|DBIA	LOC109423080|XP_029715779.1|AEAL
OG0004633	LOC108026018|XP_016952197.1|DBIA	LOC109422814|XP_029717574.1|AEAL, LOC115260617|XP_029717512.1|AEAL, LOC109400927|XP_029734161.1|AEAL
OG0004634	LOC108026418|XP_016952836.1|DBIA	LOC109422789|XP_019553218.1|AEAL, LOC109421811|XP_019551908.2|AEAL
OG0004635	LOC108023541|XP_016948600.1|DBIA	LOC109422805|XP_029734305.1|AEAL, LOC109421813|XP_029717585.1|AEAL, LOC109422806|XP_029717521.1|AEAL
OG0004636	LOC108035775|XP_016966971.1|DBIA	LOC109421820|XP_029717530.1|AEAL, LOC109421825|XP_029717591.1|AEAL, LOC115260621|XP_029717527.1|AEAL
OG0004637	LOC108023399|XP_016948335.1|DBIA	LOC109421840|XP_029717531.1|AEAL, LOC115254049|XP_029717549.1|AEAL, LOC109422772|XP_029717597.1|AEAL
OG0004638	LOC108027566|XP_016954542.1|DBIA	LOC109421845|XP_019551956.2|AEAL, LOC109422769|XP_029717550.1|AEAL
OG0004639	LOC108025073|XP_016950820.1|DBIA	LOC115253490|XP_029718188.1|AEAL, LOC115260964|XP_029718191.1|AEAL, LOC109412944|XP_019542144.2|AEAL, LOC109424738|XP_029717714.1|AEAL
OG0004640	LOC108025540|XP_016951557.1|DBIA	LOC109424678|XP_029717667.1|AEAL, LOC109412960|XP_029717717.1|AEAL, LOC115253539|XP_029718196.1|AEAL
OG0004641	LOC108036539|XP_016968255.1|DBIA	LOC109412116|XP_029707535.1|AEAL, LOC109430970|XP_019562638.1|AEAL
OG0004642	LOC108023400|XP_016948339.1|DBIA	LOC109431342|XP_029717801.1|AEAL, LOC109427778|XP_019558915.2|AEAL, LOC109431343|XP_029717777.1|AEAL
OG0004644	LOC108024193|XP_016949528.1|DBIA	LOC115260500|XP_029717286.1|AEAL, LOC115260702|XP_029717778.1|AEAL, LOC109427777|XP_019558914.2|AEAL
OG0004645	LOC108029231|XP_016956914.1|DBIA	LOC115260718|XP_029717803.1|AEAL, LOC115260703|XP_029717779.1|AEAL
OG0004646	LOC108025269|XP_016951120.1|DBIA	LOC115260711|XP_029717794.1|AEAL, LOC109431350|XP_029717783.1|AEAL, LOC109427769|XP_019558909.1|AEAL
OG0004647	LOC108026560|XP_016953003.1|DBIA	LOC109427763|XP_029717790.1|AEAL, LOC115260720|XP_029717809.1|AEAL, LOC109431337|XP_029717787.1|AEAL
OG0004648	LOC108035781|XP_016966991.1|DBIA	LOC109427765|XP_019558904.1|AEAL, LOC109431360|XP_019563126.1|AEAL, LOC115260710|XP_029717792.1|AEAL
OG0004649	LOC108026097|XP_016952289.1|DBIA	LOC109427740|XP_029717820.1|AEAL
OG0004650	LOC108033362|XP_016963162.1|DBIA	LOC109431403|XP_019563166.2|AEAL
OG0004651	LOC108031102|XP_016959802.1|DBIA	LOC109415596|XP_029717907.1|AEAL
OG0004652	LOC108024665|XP_016950221.1|DBIA	LOC109405950|XP_029728635.1|AEAL, LOC109406924|XP_019535470.2|AEAL
OG0004653	LOC108030874|XP_016959518.1|DBIA	LOC115266518|XP_029728632.1|AEAL, LOC109406930|XP_029729117.1|AEAL
OG0004654	LOC108036162|XP_016967642.1|DBIA	LOC109427357|XP_029733713.1|AEAL
OG0004655	LOC108024787|XP_016950393.1|DBIA	LOC109430902|XP_029707537.1|AEAL, LOC109412100|XP_019541285.1|AEAL
OG0004656	LOC108035800|XP_016967030.1|DBIA	LOC109412106|XP_019541292.2|AEAL, LOC109430936|XP_019562595.1|AEAL
OG0004657	LOC108027052|XP_016953749.1|DBIA	LOC109431799|XP_029733685.1|AEAL
OG0004658	LOC108031410|XP_016960295.1|DBIA	LOC109431355|XP_029718049.1|AEAL, LOC109412148|XP_019541343.2|AEAL
OG0004659	LOC108024678|XP_016950237.1|DBIA	LOC115260868|XP_029718063.1|AEAL, LOC109412161|XP_019541349.2|AEAL
OG0004660	LOC108031609|XP_016960687.1|DBIA	LOC109412185|XP_019541384.2|AEAL
OG0004661	LOC108032092|XP_016961407.1|DBIA	LOC109412190|XP_019541389.2|AEAL
OG0004662	LOC108025573|XP_016951594.1|DBIA	LOC115266711|XP_029729098.1|AEAL, LOC109417107|XP_019546776.1|AEAL
OG0004663	LOC108032595|XP_016962003.1|DBIA	LOC115258273|XP_029714209.1|AEAL, LOC109406368|XP_029714197.1|AEAL
OG0004664	LOC108032414|XP_016961725.1|DBIA	LOC109405301|XP_029714188.1|AEAL, LOC109406359|XP_029714183.1|AEAL, LOC115253625|XP_029714199.1|AEAL
OG0004665	LOC108032983|XP_016962549.1|DBIA	LOC109406383|XP_019535022.2|AEAL, LOC109405312|XP_019533897.1|AEAL
OG0004666	LOC108031532|XP_016960556.1|DBIA	LOC109406364|XP_029714193.1|AEAL, LOC109405308|XP_019533888.2|AEAL
OG0004667	LOC108032216|XP_016961565.1|DBIA	LOC115258263|XP_029714181.1|AEAL, LOC109406360|XP_019535005.1|AEAL, LOC109405302|XP_019533882.1|AEAL
OG0004668	LOC108026403|XP_016952853.1|DBIA	LOC109417984|XP_029715855.1|AEAL, LOC109427604|XP_029716062.1|AEAL
OG0004669	LOC108033935|XP_016964103.1|DBIA	LOC115267263|XP_029730030.1|AEAL, LOC109397228|XP_029730025.1|AEAL, LOC109417206|XP_019546874.2|AEAL
OG0004670	LOC108025353|XP_016951301.1|DBIA	LOC109405497|XP_019534142.1|AEAL
OG0004671	LOC108027187|XP_016953976.1|DBIA	LOC109406996|XP_029713910.1|AEAL
OG0004672	LOC108024593|XP_016950090.1|DBIA	LOC109405653|XP_019534268.2|AEAL
OG0004673	LOC108023881|XP_016949054.1|DBIA	LOC109419673|XP_019549458.2|AEAL
OG0004674	LOC108024788|XP_016950395.1|DBIA	LOC109419344|XP_019549127.1|AEAL, LOC109423126|XP_019553577.1|AEAL
OG0004675	LOC108024617|XP_016950140.1|DBIA	LOC109419263|XP_029707991.1|AEAL, LOC109423128|XP_029732685.1|AEAL
OG0004676	LOC108027276|XP_016954139.1|DBIA	LOC109419090|XP_029707974.1|AEAL, LOC115257151|XP_029712405.1|AEAL
OG0004677	LOC108026152|XP_016952374.1|DBIA	LOC115257176|XP_029712445.1|AEAL, LOC109423205|XP_019553665.1|AEAL
OG0004678	LOC108026406|XP_016952820.1|DBIA	LOC109423207|XP_019553685.2|AEAL, LOC109397277|XP_029712425.1|AEAL
OG0004679	LOC108032167|XP_016961510.1|DBIA	LOC115263685|XP_029722769.1|AEAL
OG0004680	LOC108024618|XP_016950144.1|DBIA	LOC109423516|XP_029736168.1|AEAL, LOC115253450|XP_029722778.1|AEAL
OG0004681	LOC108031738|XP_016960919.1|DBIA	LOC109432154|XP_019564007.2|AEAL
OG0004682	LOC108027869|XP_016954972.1|DBIA	LOC109423465|XP_019553984.1|AEAL
OG0004683	LOC108025000|XP_016950748.1|DBIA	LOC109423494|XP_019554006.1|AEAL
OG0004684	LOC108031087|XP_016959781.1|DBIA	LOC109432161|XP_029722854.1|AEAL, LOC109423478|XP_029722810.1|AEAL
OG0004685	LOC108026295|XP_016952651.1|DBIA	LOC115263728|XP_029722856.1|AEAL, LOC109432175|XP_029722847.1|AEAL
OG0004686	LOC108031557|XP_016960589.1|DBIA	LOC109432157|XP_029722863.1|AEAL, LOC109423474|XP_029722845.1|AEAL
OG0004687	LOC108026388|XP_016952798.1|DBIA	LOC115263846|XP_029723072.1|AEAL
OG0004688	LOC108031416|XP_016960305.1|DBIA	LOC109411581|XP_029712549.1|AEAL
OG0004689	LOC108024656|XP_016950204.1|DBIA	LOC109430264|XP_019561853.2|AEAL
OG0004690	LOC108027254|XP_016954098.1|DBIA	LOC109415553|XP_019544980.2|AEAL
OG0004691	LOC108026144|XP_016952362.1|DBIA	LOC109415549|XP_019544977.2|AEAL
OG0004692	LOC108024389|XP_016949789.1|DBIA	LOC115254112|XP_029722877.1|AEAL, LOC109415546|XP_029722875.1|AEAL
OG0004693	LOC108024388|XP_016949786.1|DBIA	LOC115263733|XP_029722873.1|AEAL, LOC109430297|XP_029722880.1|AEAL
OG0004694	LOC108026397|XP_016952809.1|DBIA	LOC109430292|XP_019561887.2|AEAL
OG0004695	LOC108024661|XP_016950214.1|DBIA	LOC109430330|XP_019561929.2|AEAL
OG0004696	LOC108031046|XP_016959736.1|DBIA	LOC109400074|XP_029707577.1|AEAL, LOC115254306|XP_029707575.1|AEAL
OG0004697	LOC108025919|XP_016952095.1|DBIA	LOC109400093|XP_029707589.1|AEAL, LOC115254371|XP_029707723.1|AEAL
OG0004698	LOC108033131|XP_016962843.1|DBIA	LOC109621570|XP_029707690.1|AEAL, LOC115260227|XP_029717019.1|AEAL
OG0004699	LOC108031984|XP_016961267.1|DBIA	LOC109408864|XP_029722986.1|AEAL, LOC109430402|XP_029736325.1|AEAL
OG0004700	LOC108024944|XP_016950653.1|DBIA	LOC109430374|XP_019561977.2|AEAL
OG0004701	LOC108027367|XP_016954279.1|DBIA	LOC109405114|XP_029713445.1|AEAL, LOC109415406|XP_019544817.1|AEAL
OG0004702	LOC108026213|XP_016952517.1|DBIA	LOC109430369|XP_019561976.2|AEAL, LOC109432116|XP_019563944.2|AEAL
OG0004703	LOC108024364|XP_016949756.1|DBIA	LOC109432163|XP_019564028.2|AEAL, LOC109430322|XP_019561917.2|AEAL
OG0004704	LOC108031597|XP_016960664.1|DBIA	LOC109432136|XP_029713565.1|AEAL
OG0004705	LOC108031636|XP_016960734.1|DBIA	LOC109432169|XP_019564033.1|AEAL
OG0004706	LOC108035294|XP_016966349.1|DBIA	LOC109430725|XP_019562344.2|AEAL
OG0004707	LOC108033889|XP_016964025.1|DBIA	LOC109429924|XP_029726712.1|AEAL, LOC109430717|XP_029713495.1|AEAL, LOC115258129|XP_029714030.1|AEAL
OG0004708	LOC108027195|XP_016953988.1|DBIA	LOC109430726|XP_019562347.2|AEAL, LOC109429877|XP_029726713.1|AEAL
OG0004709	LOC108032095|XP_016961411.1|DBIA	LOC109429711|XP_019561266.1|AEAL
OG0004710	LOC108024600|XP_016950102.1|DBIA	LOC109429690|XP_019561241.2|AEAL
OG0004711	LOC108025029|XP_016950774.1|DBIA	LOC109430702|XP_019562316.2|AEAL
OG0004712	LOC108031464|XP_016960392.1|DBIA	LOC109429559|XP_029713231.1|AEAL
OG0004713	LOC108026242|XP_016952568.1|DBIA	LOC109399965|XP_029716302.1|AEAL
OG0004714	LOC108026169|XP_016952413.1|DBIA	LOC109399943|XP_019527941.2|AEAL
OG0004715	LOC108032651|XP_016962095.1|DBIA	LOC109399934|XP_019527934.2|AEAL
OG0004716	LOC108026288|XP_016952643.1|DBIA	LOC109399937|XP_019527936.2|AEAL
OG0004717	LOC108027610|XP_016954620.1|DBIA	LOC109399828|XP_029729666.1|AEAL, LOC115261613|XP_029719373.1|AEAL, LOC109425278|XP_029729667.1|AEAL
OG0004718	LOC108035351|XP_016966435.1|DBIA	LOC115267060|XP_029729750.1|AEAL, LOC109425282|XP_029729725.1|AEAL
OG0004719	LOC108025297|XP_016951176.1|DBIA	LOC109416910|XP_029716318.1|AEAL, LOC109415610|XP_029715921.1|AEAL
OG0004720	LOC108026147|XP_016952370.1|DBIA	LOC109416915|XP_029707542.1|AEAL, LOC109415606|XP_029733872.1|AEAL
OG0004721	LOC108024564|XP_016950047.1|DBIA	LOC109402364|XP_019530575.2|AEAL
OG0004722	LOC108026405|XP_016952818.1|DBIA	LOC109425506|XP_019556301.2|AEAL
OG0004723	LOC108025904|XP_016952077.1|DBIA	LOC109417290|XP_019546940.2|AEAL
OG0004724	LOC108032158|XP_016961493.1|DBIA	LOC109411406|XP_019540468.2|AEAL, LOC109621318|XP_029714163.1|AEAL
OG0004725	LOC108025351|XP_016951300.1|DBIA	LOC109400488|XP_019528547.2|AEAL
OG0004726	LOC108024764|XP_016950366.1|DBIA	LOC109400449|XP_019528499.2|AEAL, LOC109623043|XP_029716138.1|AEAL
OG0004727	LOC108024649|XP_016950191.1|DBIA	LOC109417756|XP_029716061.1|AEAL
OG0004728	LOC108027387|XP_016954311.1|DBIA	LOC109417783|XP_019547485.2|AEAL
OG0004729	LOC108023929|XP_016949102.1|DBIA	LOC109622449|XP_019932334.1|AEAL
OG0004730	LOC108034293|XP_016964643.1|DBIA	LOC109400471|XP_019528523.2|AEAL
OG0004731	LOC108031802|XP_016961011.1|DBIA	LOC109399863|XP_019527897.2|AEAL
OG0004732	LOC108032257|XP_016961610.1|DBIA	LOC115261826|XP_029719596.1|AEAL, LOC109400408|XP_019528466.2|AEAL
OG0004733	LOC108024694|XP_016950262.1|DBIA	LOC115253495|XP_029716004.1|AEAL, LOC109400409|XP_029719595.1|AEAL
OG0004734	LOC108032242|XP_016961595.1|DBIA	LOC109400417|XP_019528473.2|AEAL
OG0004735	LOC108023867|XP_016949020.1|DBIA	LOC109412725|XP_029716046.1|AEAL, LOC109411862|XP_029715849.1|AEAL
OG0004736	LOC108024550|XP_016950018.1|DBIA	LOC109412719|XP_029716200.1|AEAL, LOC109411881|XP_029716340.1|AEAL
OG0004737	LOC108024932|XP_016950619.1|DBIA	LOC115259641|XP_029716277.1|AEAL, LOC115266455|XP_029728546.1|AEAL
OG0004738	LOC108024966|XP_016950694.1|DBIA	LOC109411873|XP_019541043.2|AEAL
OG0004739	LOC108024529|XP_016949984.1|DBIA	LOC109399052|XP_019527028.2|AEAL
OG0004740	LOC108032226|XP_016961578.1|DBIA	LOC109419801|XP_019549637.2|AEAL
OG0004741	LOC108031579|XP_016960632.1|DBIA	LOC109425329|XP_029716095.1|AEAL, LOC109419800|XP_029716211.1|AEAL
OG0004742	LOC108035605|XP_016966778.1|DBIA	LOC109425333|XP_029716077.1|AEAL
OG0004743	LOC108031976|XP_016961259.1|DBIA	LOC109398981|XP_019526977.2|AEAL, LOC109425533|XP_019556327.2|AEAL, LOC115259597|XP_029716178.1|AEAL
OG0004744	LOC108029012|XP_016956547.1|DBIA	LOC109399011|XP_019527001.2|AEAL
OG0004745	LOC108032906|XP_016962455.1|DBIA	LOC109399006|XP_019526995.3|AEAL, LOC109621524|XP_029716474.1|AEAL
OG0004746	LOC108025329|XP_016951245.1|DBIA	LOC109429325|XP_019560772.2|AEAL, LOC109401130|XP_029715975.1|AEAL
OG0004747	LOC108025331|XP_016951247.1|DBIA	LOC109401009|XP_029715976.1|AEAL, LOC109429326|XP_029716098.1|AEAL
OG0004748	LOC108025036|XP_016950780.1|DBIA	LOC109400937|XP_029715856.1|AEAL, LOC115258000|XP_029713856.1|AEAL
OG0004749	LOC108031730|XP_016960893.1|DBIA	LOC109407348|XP_029716394.1|AEAL, LOC109397172|XP_029716395.1|AEAL
OG0004750	LOC108031573|XP_016960620.1|DBIA	LOC109397080|XP_019524953.2|AEAL, LOC115258008|XP_029713866.1|AEAL
OG0004751	LOC108026190|XP_016952469.1|DBIA	LOC109400791|XP_019528840.2|AEAL, LOC109397058|XP_019524928.2|AEAL
OG0004752	LOC108025158|XP_016950924.1|DBIA	LOC109412573|XP_029715968.1|AEAL, LOC109412574|XP_029716398.1|AEAL, LOC109397046|XP_029715967.1|AEAL
OG0004753	LOC108031716|XP_016960874.1|DBIA	LOC109412575|XP_029715962.1|AEAL, LOC109396999|XP_029715960.1|AEAL
OG0004754	LOC108024698|XP_016950265.1|DBIA	LOC109396991|XP_029715956.1|AEAL, LOC115259492|XP_029715957.1|AEAL
OG0004755	LOC108031749|XP_016960942.1|DBIA	LOC109412580|XP_019541749.1|AEAL, LOC109433633|XP_029716008.1|AEAL
OG0004756	LOC108031746|XP_016960936.1|DBIA	LOC109433628|XP_019565624.2|AEAL, LOC109412581|XP_019541752.2|AEAL
OG0004757	LOC108024183|XP_016949512.1|DBIA	LOC109412588|XP_029715987.1|AEAL, LOC109433581|XP_029715838.1|AEAL
OG0004758	LOC108025237|XP_016951076.1|DBIA	LOC109412593|XP_029716511.1|AEAL, LOC109433522|XP_029716532.1|AEAL
OG0004759	LOC108031727|XP_016960887.1|DBIA	LOC109433508|XP_029716002.1|AEAL, LOC109412594|XP_029715949.1|AEAL
OG0004760	LOC108031890|XP_016961148.1|DBIA	LOC115259666|XP_029716309.1|AEAL, LOC109412596|XP_029716351.1|AEAL
OG0004761	LOC108031459|XP_016960385.1|DBIA	LOC109398214|XP_029715851.1|AEAL, LOC109429345|XP_029715835.1|AEAL
OG0004762	LOC108034004|XP_016964223.1|DBIA	LOC115259829|XP_029716516.1|AEAL, LOC109429298|XP_029716367.1|AEAL
OG0004763	LOC108025298|XP_016951183.1|DBIA	LOC109429302|XP_029716121.1|AEAL
OG0004764	LOC108032137|XP_016961462.1|DBIA	LOC109400906|XP_029715905.1|AEAL, LOC109429314|XP_029716005.1|AEAL
OG0004765	LOC108031765|XP_016960961.1|DBIA	LOC115259481|XP_029715926.1|AEAL, LOC109622683|XP_029715941.1|AEAL, LOC109398465|XP_019526387.2|AEAL
OG0004767	LOC108024994|XP_016950739.1|DBIA	LOC109424333|XP_029715834.1|AEAL, LOC109417131|XP_029716387.1|AEAL
OG0004768	LOC108024948|XP_016950667.1|DBIA	LOC115266268|XP_029728106.1|AEAL, LOC109424328|XP_019554971.2|AEAL
OG0004769	LOC108033350|XP_016963148.1|DBIA	LOC115259826|XP_029716493.1|AEAL, LOC109417126|XP_019546794.2|AEAL
OG0004770	LOC108024877|XP_016950514.1|DBIA	LOC109417128|XP_019546798.1|AEAL, LOC115259527|XP_029716042.1|AEAL
OG0004771	LOC108025281|XP_016951145.1|DBIA	LOC109424322|XP_019554963.2|AEAL, LOC109417122|XP_019546791.2|AEAL
OG0004772	LOC108031825|XP_016961047.1|DBIA	LOC109414930|XP_019544324.2|AEAL
OG0004773	LOC108031400|XP_016960256.1|DBIA	LOC109623079|XP_019933098.2|AEAL, LOC109408323|XP_019537146.2|AEAL
OG0004774	LOC108031401|XP_016960257.1|DBIA	LOC109621271|XP_029716063.1|AEAL
OG0004775	LOC108031478|XP_016960438.1|DBIA	LOC109623083|XP_019933112.2|AEAL
OG0004776	LOC108030334|XP_016958686.1|DBIA	LOC109623087|XP_029716190.1|AEAL, LOC109408313|XP_029716220.1|AEAL
OG0004777	LOC108025105|XP_016950898.1|DBIA	LOC109416865|XP_019546508.1|AEAL
OG0004778	LOC108032797|XP_016962292.1|DBIA	LOC109421097|XP_019551126.2|AEAL, LOC109413907|XP_029717071.1|AEAL
OG0004779	LOC108024789|XP_016950396.1|DBIA	LOC109421118|XP_029710033.1|AEAL, LOC109413900|XP_029710027.1|AEAL
OG0004780	LOC108027703|XP_016954742.1|DBIA	LOC109413902|XP_029710031.1|AEAL, LOC115253956|XP_029709996.1|AEAL
OG0004781	LOC108031947|XP_016961220.1|DBIA	LOC115255939|XP_029710035.1|AEAL, LOC109431331|XP_029710032.1|AEAL, LOC109421088|XP_029707937.1|AEAL
OG0004782	LOC108026145|XP_016952364.1|DBIA	LOC109408854|XP_019537769.2|AEAL, LOC115254738|XP_029708277.1|AEAL
OG0004783	LOC108023970|XP_016949182.1|DBIA	LOC109408850|XP_019537766.1|AEAL, LOC115253989|XP_029712744.1|AEAL
OG0004784	LOC108027066|XP_016953765.1|DBIA	LOC109623017|XP_029713478.1|AEAL
OG0004785	LOC108027062|XP_016953760.1|DBIA	LOC109411179|XP_019540198.1|AEAL
OG0004786	LOC108027447|XP_016954387.1|DBIA	LOC109417095|XP_019546766.2|AEAL
OG0004787	LOC108027134|XP_016953841.1|DBIA	LOC109414779|XP_029730222.1|AEAL, LOC109414780|XP_029730223.1|AEAL
OG0004788	LOC108027137|XP_016953843.1|DBIA	LOC109403597|XP_019531963.2|AEAL
OG0004789	LOC108027139|XP_016953847.1|DBIA	LOC109403606|XP_019531971.2|AEAL
OG0004790	LOC108025542|XP_016951561.1|DBIA	LOC109414758|XP_029730134.1|AEAL, LOC109403613|XP_019531975.1|AEAL
OG0004791	LOC108025266|XP_016951116.1|DBIA	LOC109414765|XP_029730136.1|AEAL, LOC109403598|XP_029730151.1|AEAL
OG0004792	LOC108032220|XP_016961572.1|DBIA	LOC109414772|XP_019544143.2|AEAL, LOC109403587|XP_029714038.1|AEAL
OG0004793	LOC108025248|XP_016951088.1|DBIA	LOC109403594|XP_029730146.1|AEAL, LOC115258135|XP_029714039.1|AEAL
OG0004794	LOC108031739|XP_016960922.1|DBIA	LOC109430021|XP_019561577.2|AEAL
OG0004795	LOC108024749|XP_016950348.1|DBIA	LOC109430025|XP_029730186.1|AEAL, LOC109416352|XP_029730208.1|AEAL
OG0004796	LOC108031734|XP_016960905.1|DBIA	LOC109430035|XP_029730177.1|AEAL, LOC115253499|XP_029730193.1|AEAL
OG0004797	LOC108031946|XP_016961216.1|DBIA	LOC109416363|XP_019545945.2|AEAL
OG0004798	LOC108026043|XP_016952227.1|DBIA	LOC115267352|XP_029730159.1|AEAL, LOC109430041|XP_019561612.2|AEAL
OG0004799	LOC108031675|XP_016960803.1|DBIA	LOC109430044|XP_029730167.1|AEAL, LOC109416369|XP_029730155.1|AEAL
OG0004800	LOC108032149|XP_016961478.1|DBIA	LOC109415297|XP_029733753.1|AEAL, LOC115253603|XP_029733747.1|AEAL
OG0004801	LOC108026436|XP_016952862.1|DBIA	LOC115264146|XP_029723386.1|AEAL, LOC109398572|XP_029723357.1|AEAL
OG0004802	LOC108032074|XP_016961383.1|DBIA	LOC115266510|XP_029728620.1|AEAL, LOC115265092|XP_029725168.1|AEAL, LOC109423610|XP_019554129.2|AEAL
OG0004803	LOC108024573|XP_016950059.1|DBIA	LOC109423600|XP_019554124.2|AEAL
OG0004804	LOC108024949|XP_016950672.1|DBIA	LOC115264097|XP_029723282.1|AEAL, LOC109402404|XP_029723269.1|AEAL
OG0004805	LOC108031469|XP_016960410.1|DBIA	LOC109423574|XP_029723260.1|AEAL
OG0004806	LOC108035981|XP_016967311.1|DBIA	LOC115254059|XP_029717997.1|AEAL, LOC109423547|XP_029732775.1|AEAL, LOC109402451|XP_019530684.2|AEAL
OG0004807	LOC108026054|XP_016952237.1|DBIA	LOC109405476|XP_019534109.2|AEAL, LOC115268757|XP_029732778.1|AEAL, LOC109402452|XP_019530686.2|AEAL
OG0004808	LOC108032179|XP_016961523.1|DBIA	LOC109423536|XP_019554065.2|AEAL
OG0004809	LOC108032208|XP_016961557.1|DBIA	LOC109402436|XP_029712617.1|AEAL
OG0004810	LOC108031968|XP_016961249.1|DBIA	LOC109402450|XP_029712588.1|AEAL, LOC109405477|XP_029731215.1|AEAL
OG0004811	LOC108028686|XP_016956115.1|DBIA	LOC109402427|XP_019530648.2|AEAL, LOC109405451|XP_019534063.2|AEAL
OG0004812	LOC108031381|XP_016960223.1|DBIA	LOC109405447|XP_029712597.1|AEAL, LOC109402403|XP_029729894.1|AEAL
OG0004813	LOC108024785|XP_016950389.1|DBIA	LOC109621885|XP_029712592.1|AEAL, LOC109405424|XP_029716587.1|AEAL
OG0004814	LOC108031658|XP_016960782.1|DBIA	LOC109411503|XP_029723468.1|AEAL, LOC109415922|XP_029723447.1|AEAL
OG0004815	LOC108033095|XP_016962780.1|DBIA	LOC115264317|XP_029723851.1|AEAL, LOC115264181|XP_029723475.1|AEAL
OG0004816	LOC108023320|XP_016948112.1|DBIA	LOC115258261|XP_029714180.1|AEAL, LOC109416113|XP_029723867.1|AEAL, LOC109407164|XP_029723853.1|AEAL
OG0004817	LOC108023599|XP_016948695.1|DBIA	LOC109621773|XP_019931451.2|AEAL, LOC115258259|XP_029714178.1|AEAL, LOC115264342|XP_029723868.1|AEAL
OG0004818	LOC108032055|XP_016961360.1|DBIA	LOC109402949|XP_019531234.1|AEAL, LOC115264189|XP_029723498.1|AEAL
OG0004819	LOC108031907|XP_016961164.1|DBIA	LOC109416071|XP_019545584.2|AEAL, LOC109402946|XP_019531230.2|AEAL
OG0004820	LOC108031871|XP_016961118.1|DBIA	LOC109402945|XP_019531229.2|AEAL, LOC109416103|XP_019545618.2|AEAL
OG0004821	LOC108025278|XP_016951140.1|DBIA	LOC109416068|XP_029723487.1|AEAL, LOC115264191|XP_029723511.1|AEAL
OG0004822	LOC108024596|XP_016950094.1|DBIA	LOC109416062|XP_029723516.1|AEAL
OG0004823	LOC108031506|XP_016960502.1|DBIA	LOC109416059|XP_029723519.1|AEAL
OG0004824	LOC108032017|XP_016961312.1|DBIA	LOC109416057|XP_019545563.2|AEAL
OG0004825	LOC108035978|XP_016967292.1|DBIA	LOC109406391|XP_019535029.2|AEAL, LOC109423646|XP_019554187.2|AEAL
OG0004826	LOC108027326|XP_016954224.1|DBIA	LOC109424850|XP_019555592.2|AEAL, LOC109414596|XP_019543968.2|AEAL
OG0004827	LOC108024971|XP_016950703.1|DBIA	LOC109414597|XP_029723559.1|AEAL, LOC115254116|XP_029723565.1|AEAL
OG0004828	LOC108024724|XP_016950306.1|DBIA	LOC109414601|XP_019543974.1|AEAL, LOC115264207|XP_029723556.1|AEAL
OG0004829	LOC108026391|XP_016952802.1|DBIA	LOC109414614|XP_019543990.2|AEAL
OG0004830	LOC108027238|XP_016954061.1|DBIA	LOC109424809|XP_029723582.1|AEAL
OG0004831	LOC108028503|XP_016955871.1|DBIA	LOC109404191|XP_019532557.2|AEAL
OG0004832	LOC108031663|XP_016960788.1|DBIA	LOC109413335|XP_029723609.1|AEAL, LOC109432030|XP_029723676.1|AEAL
OG0004833	LOC108027397|XP_016954324.1|DBIA	LOC109412838|XP_019541996.2|AEAL
