Orthogroup	DBIA.longest_only	BCOP.longest_only
OG0003019	LOC108034983|XP_016965799.1|DBIA	LOC119073150|XP_037034346.1|BCOP, LOC119073152|XP_037034348.1|BCOP
OG0003020	LOC108031899|XP_016961155.1|DBIA	LOC119077731|XP_037040905.1|BCOP
OG0003021	LOC108032102|XP_016961420.1|DBIA	LOC119068644|XP_037028212.1|BCOP
OG0003022	LOC108034864|XP_016965532.1|DBIA	LOC119070062|XP_037030254.1|BCOP
OG0003023	LOC108024246|XP_016949617.1|DBIA	LOC119076975|XP_037039963.1|BCOP, LOC119074185|XP_037036072.1|BCOP
OG0003024	LOC108035279|XP_016966331.1|DBIA	LOC119074297|XP_037036208.1|BCOP
OG0003025	LOC108032857|XP_016962347.1|DBIA	LOC119074672|XP_037036850.1|BCOP
OG0003026	LOC108032863|XP_016962352.1|DBIA	LOC119074676|XP_037036855.1|BCOP
OG0003027	LOC108026276|XP_016952628.1|DBIA	LOC119074675|XP_037036854.1|BCOP
OG0003028	LOC108035612|XP_016966787.1|DBIA	LOC119075021|XP_037037325.1|BCOP
OG0003029	LOC108028952|XP_016956483.1|DBIA	LOC119067535|XP_037026490.1|BCOP
OG0003030	LOC108027302|XP_016954183.1|DBIA	LOC119074695|XP_037036876.1|BCOP
OG0003031	LOC108027533|XP_016954465.1|DBIA	LOC119075804|XP_037038265.1|BCOP
OG0003032	LOC108027717|XP_016954756.1|DBIA	LOC119075917|XP_037038398.1|BCOP
OG0003033	LOC108034519|XP_016964931.1|DBIA	LOC119074540|XP_037036602.1|BCOP
OG0003034	LOC108026278|XP_016952631.1|DBIA	LOC119077849|XP_037041069.1|BCOP, LOC119082587|XP_037048023.1|BCOP
OG0003035	LOC108025289|XP_016951162.1|DBIA	LOC119073423|XP_037034767.1|BCOP
OG0003036	LOC108035517|XP_016966672.1|DBIA	LOC119073427|XP_037034783.1|BCOP, LOC119072813|XP_037034006.1|BCOP
OG0003037	LOC108030652|XP_016959159.1|DBIA	LOC119083204|XP_037048765.1|BCOP
OG0003038	LOC108022215|XP_016946558.1|DBIA	LOC119076717|XP_037039532.1|BCOP
OG0003039	LOC108034300|XP_016964652.1|DBIA	LOC119068026|XP_037027283.1|BCOP
OG0003040	LOC108034813|XP_016965347.1|DBIA	LOC119075227|XP_037037512.1|BCOP
OG0003041	LOC108035324|XP_016966388.1|DBIA	LOC119084166|XP_037049917.1|BCOP
OG0003042	LOC108026240|XP_016952565.1|DBIA	LOC119076773|XP_037039618.1|BCOP
OG0003043	LOC108025423|XP_016951396.1|DBIA	LOC119076867|XP_037039770.1|BCOP
OG0003044	LOC108029563|XP_016957403.1|DBIA	LOC119084987|XP_037051046.1|BCOP
OG0003045	LOC108025417|XP_016951387.1|DBIA	LOC119067051|XP_037025691.1|BCOP
OG0003046	LOC108024845|XP_016950472.1|DBIA	LOC119074295|XP_037036206.1|BCOP
OG0003047	LOC108024846|XP_016950473.1|DBIA	LOC119074900|XP_037037143.1|BCOP, LOC119074899|XP_037037141.1|BCOP
OG0003048	LOC108022867|XP_016947535.1|DBIA	LOC119079863|XP_037043836.1|BCOP
OG0003049	LOC108032206|XP_016961555.1|DBIA	LOC119084046|XP_037049775.1|BCOP
OG0003050	LOC108025356|XP_016951305.1|DBIA	LOC119071621|XP_037032470.1|BCOP
OG0003051	LOC108035589|XP_016966748.1|DBIA	LOC119083669|XP_037049385.1|BCOP
OG0003052	LOC108027173|XP_016953946.1|DBIA	LOC119069452|XP_037029439.1|BCOP
OG0003053	LOC108027429|XP_016954364.1|DBIA	LOC119076503|XP_037039179.1|BCOP
OG0003054	LOC108027281|XP_016954158.1|DBIA	LOC119076505|XP_037039180.1|BCOP
OG0003055	LOC108024611|XP_016950121.1|DBIA	LOC119070472|XP_037030723.1|BCOP
OG0003056	LOC108033159|XP_016962877.1|DBIA	LOC119083405|XP_037049018.1|BCOP, LOC119076407|XP_037039033.1|BCOP
OG0003057	LOC108036912|XP_016968807.1|DBIA	LOC119071880|XP_037032858.1|BCOP
OG0003058	LOC108036541|XP_016968253.1|DBIA	LOC119066895|XP_037025478.1|BCOP
OG0003059	LOC108024201|XP_016949540.1|DBIA	LOC119074556|XP_037036646.1|BCOP
OG0003060	LOC108026811|XP_016953465.1|DBIA	LOC119071318|XP_037032096.1|BCOP
OG0003061	LOC108025802|XP_016951935.1|DBIA	LOC119073730|XP_037035250.1|BCOP
OG0003062	LOC108032101|XP_016961419.1|DBIA	LOC119068442|XP_037027910.1|BCOP
OG0003063	LOC108030832|XP_016959443.1|DBIA	LOC119081682|XP_037046665.1|BCOP, LOC119076364|XP_037038964.1|BCOP
OG0003064	LOC108023356|XP_016948222.1|DBIA	LOC119070449|XP_037030695.1|BCOP
OG0003065	LOC108027471|XP_016954405.1|DBIA	LOC119081412|XP_037046204.1|BCOP, LOC119083654|XP_037049325.1|BCOP, LOC119076245|XP_037038803.1|BCOP
OG0003066	LOC108025372|XP_016951329.1|DBIA	LOC119074851|XP_037037059.1|BCOP
OG0003067	LOC108024524|XP_016949975.1|DBIA	LOC119080559|XP_037044892.1|BCOP
OG0003068	LOC108025163|XP_016950928.1|DBIA	LOC119076715|XP_037039528.1|BCOP
OG0003069	LOC108022697|XP_016947260.1|DBIA	LOC119071875|XP_037032845.1|BCOP
OG0003070	LOC108032688|XP_016962153.1|DBIA	LOC119078559|XP_037042022.1|BCOP
OG0003073	LOC108031657|XP_016960780.1|DBIA	LOC119075906|XP_037038380.1|BCOP
OG0003074	LOC108029187|XP_016956848.1|DBIA	LOC119075012|XP_037037315.1|BCOP
OG0003075	LOC108032937|XP_016962503.1|DBIA	LOC119074584|XP_037036712.1|BCOP
OG0003076	LOC108035197|XP_016966180.1|DBIA	LOC119075475|XP_037037819.1|BCOP, LOC119085149|XP_037051328.1|BCOP, LOC119080611|XP_037044908.1|BCOP
OG0003077	LOC108025198|XP_016950994.1|DBIA	LOC119075243|XP_037037534.1|BCOP
OG0003078	LOC108026180|XP_016952443.1|DBIA	LOC119084496|XP_037050398.1|BCOP
OG0003079	LOC108031827|XP_016961050.1|DBIA	LOC119080216|XP_037044350.1|BCOP, LOC119076025|XP_037038527.1|BCOP
OG0003080	LOC108026428|XP_016952852.1|DBIA	LOC119074808|XP_037036987.1|BCOP
OG0003081	LOC108024854|XP_016950485.1|DBIA	LOC119082198|XP_037047527.1|BCOP
OG0003082	LOC108027378|XP_016954297.1|DBIA	LOC119082206|XP_037047539.1|BCOP
OG0003083	LOC108025468|XP_016951461.1|DBIA	LOC119070633|XP_037030958.1|BCOP
OG0003084	LOC108027180|XP_016953957.1|DBIA	LOC119076663|XP_037039447.1|BCOP
OG0003085	LOC108027044|XP_016953733.1|DBIA	LOC119073066|XP_037034264.1|BCOP, LOC119083073|XP_037048591.1|BCOP
OG0003086	LOC108027153|XP_016953863.1|DBIA	LOC119074565|XP_037036681.1|BCOP
OG0003087	LOC108034978|XP_016965785.1|DBIA	LOC119076009|XP_037038487.1|BCOP
OG0003088	LOC108032913|XP_016962466.1|DBIA	LOC119078758|XP_037042396.1|BCOP
OG0003089	LOC108031648|XP_016960767.1|DBIA	LOC119068242|XP_037027664.1|BCOP, LOC119070251|XP_037030414.1|BCOP
OG0003090	LOC108026321|XP_016952699.1|DBIA	LOC119067798|XP_037026840.1|BCOP
OG0003091	LOC108024509|XP_016949945.1|DBIA	LOC119068039|XP_037027299.1|BCOP
OG0003092	LOC108027430|XP_016954365.1|DBIA	LOC119084050|XP_037049781.1|BCOP
OG0003093	LOC108036397|XP_016968003.1|DBIA	LOC119083253|XP_037048823.1|BCOP
OG0003094	LOC108033205|XP_016962941.1|DBIA	LOC119083904|XP_037049612.1|BCOP
OG0003095	LOC108033166|XP_016962887.1|DBIA	LOC119073013|XP_037034232.1|BCOP, LOC119084539|XP_037050442.1|BCOP, LOC119079613|XP_037043504.1|BCOP, LOC119079830|XP_037043791.1|BCOP
OG0003096	LOC108030199|XP_016958445.1|DBIA	LOC119084404|XP_037050266.1|BCOP
OG0003097	LOC108025411|XP_016951382.1|DBIA	LOC119074953|XP_037037241.1|BCOP
OG0003098	LOC108023428|XP_016948405.1|DBIA	LOC119074422|XP_037036445.1|BCOP
OG0003099	LOC108024568|XP_016950056.1|DBIA	LOC119073071|XP_037034271.1|BCOP, LOC119082176|XP_037047484.1|BCOP
OG0003100	LOC108023628|XP_016948728.1|DBIA	LOC119076092|XP_037038642.1|BCOP
OG0003101	LOC108026207|XP_016952498.1|DBIA	LOC119084095|XP_037049829.1|BCOP
OG0003102	LOC108025523|XP_016951535.1|DBIA	LOC119085636|XP_037051975.1|BCOP, LOC119076580|XP_037039317.1|BCOP
OG0003103	LOC108024689|XP_016950254.1|DBIA	LOC119075015|XP_037037318.1|BCOP
OG0003104	LOC108035958|XP_016967255.1|DBIA	LOC119077918|XP_037041192.1|BCOP
OG0003105	LOC108023557|XP_016948630.1|DBIA	LOC119084164|XP_037049914.1|BCOP
OG0003106	LOC108026491|XP_016952929.1|DBIA, LOC108026490|XP_016952928.1|DBIA, LOC108026489|XP_016952927.1|DBIA	LOC119071920|XP_037032938.1|BCOP
OG0003107	LOC108026245|XP_016952579.1|DBIA	LOC119085010|XP_037051124.1|BCOP, LOC119084936|XP_037051009.1|BCOP
OG0003108	LOC108025830|XP_016951976.1|DBIA	LOC119085620|XP_037051938.1|BCOP
OG0003109	LOC108024034|XP_016949296.1|DBIA	LOC119074384|XP_037036394.1|BCOP
OG0003110	LOC108022774|XP_016947377.1|DBIA	LOC119084216|XP_037050006.1|BCOP
OG0003111	LOC108028332|XP_016955604.1|DBIA	LOC119068876|XP_037028613.1|BCOP
OG0003112	LOC108025226|XP_016951065.1|DBIA	LOC119074756|XP_037036917.1|BCOP
OG0003114	LOC108029628|XP_016957509.1|DBIA	LOC119085376|XP_037051653.1|BCOP
OG0003115	LOC108023130|XP_016947889.1|DBIA	LOC119075308|XP_037037619.1|BCOP
OG0003116	LOC108022902|XP_016947596.1|DBIA	LOC119075295|XP_037037601.1|BCOP
OG0003117	LOC108028036|XP_016955162.1|DBIA	LOC119071093|XP_037031631.1|BCOP
OG0003118	LOC108030617|XP_016959103.1|DBIA	LOC119074230|XP_037036144.1|BCOP
OG0003119	LOC108030691|XP_016959215.1|DBIA	LOC119074228|XP_037036142.1|BCOP
OG0003120	LOC108026663|XP_016953191.1|DBIA	LOC119077479|XP_037040581.1|BCOP, LOC119085826|XP_037052221.1|BCOP
OG0003121	LOC108025933|XP_016952119.1|DBIA	LOC119066549|XP_037024983.1|BCOP
OG0003122	LOC108029651|XP_016957564.1|DBIA	LOC119079106|XP_037042820.1|BCOP
OG0003123	LOC108035482|XP_016966621.1|DBIA	LOC119065998|XP_037024100.1|BCOP
OG0003124	LOC108022728|XP_016947301.1|DBIA	LOC119071597|XP_037032447.1|BCOP
OG0003125	LOC108034958|XP_016965739.1|DBIA	LOC119078251|XP_037041625.1|BCOP
OG0003126	LOC108026773|XP_016953406.1|DBIA	LOC119071619|XP_037032454.1|BCOP
OG0003127	LOC108026557|XP_016952997.1|DBIA	LOC119066410|XP_037024777.1|BCOP
OG0003128	LOC108035539|XP_016966695.1|DBIA	LOC119079024|XP_037042699.1|BCOP
OG0003129	LOC108022629|XP_016947166.1|DBIA	LOC119071134|XP_037031717.1|BCOP, LOC119081124|XP_037045762.1|BCOP
OG0003130	LOC108030247|XP_016958542.1|DBIA	LOC119066126|XP_037024307.1|BCOP
OG0003131	LOC108036611|XP_016968362.1|DBIA	LOC119071046|XP_037031543.1|BCOP
OG0003132	LOC108031083|XP_016959778.1|DBIA	LOC119069267|XP_037029219.1|BCOP
OG0003133	LOC108026492|XP_016952930.1|DBIA	LOC119070640|XP_037030963.1|BCOP
OG0003134	LOC108030148|XP_016958357.1|DBIA	LOC119070662|XP_037030989.1|BCOP
OG0003135	LOC108028417|XP_016955727.1|DBIA	LOC119071649|XP_037032506.1|BCOP
OG0003136	LOC108030888|XP_016959544.1|DBIA	LOC119071065|XP_037031594.1|BCOP
OG0003137	LOC108023093|XP_016947842.1|DBIA	LOC119068892|XP_037028656.1|BCOP
OG0003138	LOC108026712|XP_016953303.1|DBIA	LOC119071870|XP_037032828.1|BCOP
OG0003140	LOC108029658|XP_016957574.1|DBIA	LOC119083096|XP_037048613.1|BCOP
OG0003141	LOC108022860|XP_016947525.1|DBIA	LOC119071553|XP_037032371.1|BCOP
OG0003142	LOC108036906|XP_016968782.1|DBIA	LOC119071549|XP_037032346.1|BCOP
OG0003143	LOC108035590|XP_016966749.1|DBIA	LOC119071763|XP_037032702.1|BCOP
OG0003144	LOC108026619|XP_016953093.1|DBIA	LOC119071142|XP_037031742.1|BCOP
OG0003145	LOC108030186|XP_016958423.1|DBIA	LOC119071249|XP_037031983.1|BCOP
OG0003146	LOC108030090|XP_016958216.1|DBIA	LOC119078985|XP_037042630.1|BCOP
OG0003147	LOC108034951|XP_016965724.1|DBIA	LOC119070964|XP_037031423.1|BCOP
OG0003148	LOC108028393|XP_016955695.1|DBIA	LOC119070393|XP_037030611.1|BCOP
OG0003149	LOC108023607|XP_016948703.1|DBIA	LOC119079470|XP_037043295.1|BCOP, LOC119079469|XP_037043294.1|BCOP
OG0003150	LOC108026646|XP_016953161.1|DBIA	LOC119071873|XP_037032838.1|BCOP
OG0003151	LOC108034086|XP_016964341.1|DBIA	LOC119078812|XP_037042411.1|BCOP
OG0003152	LOC108022891|XP_016947578.1|DBIA	LOC119083528|XP_037049142.1|BCOP
OG0003153	LOC108026964|XP_016953668.1|DBIA	LOC119083499|XP_037049113.1|BCOP
OG0003154	LOC108026215|XP_016952520.1|DBIA	LOC119068123|XP_037027475.1|BCOP, LOC119068443|XP_037027912.1|BCOP
OG0003155	LOC108029702|XP_016957658.1|DBIA	LOC119079943|XP_037043946.1|BCOP
OG0003156	LOC108022964|XP_016947672.1|DBIA	LOC119074196|XP_037036086.1|BCOP
OG0003157	LOC108027930|XP_016955047.1|DBIA	LOC119074582|XP_037036710.1|BCOP
OG0003158	LOC108029715|XP_016957679.1|DBIA	LOC119066566|XP_037025008.1|BCOP
OG0003159	LOC108036640|XP_016968402.1|DBIA	LOC119072651|XP_037033801.1|BCOP
OG0003160	LOC108036427|XP_016968044.1|DBIA	LOC119072649|XP_037033797.1|BCOP
OG0003161	LOC108036261|XP_016967761.1|DBIA	LOC119070517|XP_037030778.1|BCOP, LOC119082401|XP_037047827.1|BCOP
OG0003162	LOC108029408|XP_016957130.1|DBIA	LOC119071809|XP_037032769.1|BCOP
OG0003163	LOC108028118|XP_016955276.1|DBIA	LOC119085113|XP_037051266.1|BCOP
OG0003164	LOC108035500|XP_016966647.1|DBIA	LOC119081967|XP_037047174.1|BCOP
OG0003165	LOC108036446|XP_016968075.1|DBIA	LOC119072320|XP_037033401.1|BCOP, LOC119072321|XP_037033404.1|BCOP
OG0003166	LOC108023051|XP_016947783.1|DBIA	LOC119083258|XP_037048830.1|BCOP
OG0003167	LOC108030216|XP_016958474.1|DBIA	LOC119086001|XP_037052471.1|BCOP
OG0003168	LOC108031548|XP_016960573.1|DBIA	LOC119071569|XP_037032401.1|BCOP
OG0003169	LOC108034179|XP_016964485.1|DBIA	LOC119084320|XP_037050143.1|BCOP
OG0003170	LOC108022504|XP_016946955.1|DBIA	LOC119066881|XP_037025460.1|BCOP
OG0003171	LOC108022647|XP_016947192.1|DBIA	LOC119069555|XP_037029531.1|BCOP
OG0003172	LOC108031713|XP_016960867.1|DBIA	LOC119084340|XP_037050168.1|BCOP, LOC119069502|XP_037029469.1|BCOP
OG0003173	LOC108032931|XP_016962490.1|DBIA	LOC119077632|XP_037040745.1|BCOP
OG0003174	LOC108024750|XP_016950345.1|DBIA	LOC119074405|XP_037036423.1|BCOP
OG0003175	LOC108022772|XP_016947369.1|DBIA	LOC119071664|XP_037032528.1|BCOP
OG0003176	LOC108036056|XP_016967487.1|DBIA	LOC119083880|XP_037049589.1|BCOP, LOC119067156|XP_037025843.1|BCOP
OG0003177	LOC108023014|XP_016947736.1|DBIA	LOC119076720|XP_037039534.1|BCOP
OG0003178	LOC108022720|XP_016947294.1|DBIA	LOC119071240|XP_037031970.1|BCOP
OG0003179	LOC108023007|XP_016947729.1|DBIA	LOC119066219|XP_037024437.1|BCOP
OG0003180	LOC108030399|XP_016958772.1|DBIA	LOC119072586|XP_037033731.1|BCOP
OG0003181	LOC108036919|XP_016968820.1|DBIA	LOC119072590|XP_037033739.1|BCOP
OG0003182	LOC108029788|XP_016957787.1|DBIA	LOC119071513|XP_037032277.1|BCOP
OG0003183	LOC108029473|XP_016957217.1|DBIA	LOC119075508|XP_037037870.1|BCOP
OG0003184	LOC108030703|XP_016959232.1|DBIA	LOC119072505|XP_037033639.1|BCOP
OG0003185	LOC108029624|XP_016957505.1|DBIA	LOC119071677|XP_037032553.1|BCOP
OG0003186	LOC108026561|XP_016953000.1|DBIA	LOC119071670|XP_037032544.1|BCOP
OG0003187	LOC108027866|XP_016954968.1|DBIA	LOC119072477|XP_037033602.1|BCOP
OG0003188	LOC108024743|XP_016950335.1|DBIA	LOC119085025|XP_037051097.1|BCOP
OG0003189	LOC108028782|XP_016956250.1|DBIA	LOC119071505|XP_037032257.1|BCOP
OG0003190	LOC108022692|XP_016947253.1|DBIA	LOC119082103|XP_037047367.1|BCOP
OG0003191	LOC108030591|XP_016959054.1|DBIA	LOC119068996|XP_037028767.1|BCOP, LOC119078827|XP_037042433.1|BCOP
OG0003192	LOC108034962|XP_016965758.1|DBIA	LOC119071152|XP_037031792.1|BCOP
OG0003193	LOC108033862|XP_016963990.1|DBIA	LOC119083600|XP_037049231.1|BCOP, LOC119085198|XP_037051405.1|BCOP
OG0003194	LOC108035464|XP_016966599.1|DBIA	LOC119066840|XP_037025398.1|BCOP
OG0003195	LOC108031755|XP_016960949.1|DBIA	LOC119072440|XP_037033550.1|BCOP
OG0003196	LOC108028020|XP_016955144.1|DBIA	LOC119072439|XP_037033549.1|BCOP
OG0003197	LOC108035068|XP_016965949.1|DBIA	LOC119078652|XP_037042142.1|BCOP
OG0003198	LOC108033716|XP_016963738.1|DBIA	LOC119066866|XP_037025432.1|BCOP
OG0003199	LOC108029001|XP_016956537.1|DBIA	LOC119071741|XP_037032668.1|BCOP
OG0003200	LOC108021928|XP_016946240.1|DBIA	LOC119083475|XP_037049089.1|BCOP
OG0003201	LOC108036903|XP_016968775.1|DBIA	LOC119071136|XP_037031718.1|BCOP
OG0003202	LOC108034953|XP_016965729.1|DBIA	LOC119070654|XP_037030980.1|BCOP
OG0003203	LOC108030029|XP_016958064.1|DBIA	LOC119071158|XP_037031807.1|BCOP
OG0003204	LOC108031448|XP_016960369.1|DBIA	LOC119076659|XP_037039437.1|BCOP
OG0003205	LOC108026809|XP_016953461.1|DBIA	LOC119066915|XP_037025510.1|BCOP
OG0003206	LOC108036259|XP_016967759.1|DBIA	LOC119076139|XP_037038708.1|BCOP
OG0003207	LOC108026327|XP_016952710.1|DBIA	LOC119080409|XP_037044635.1|BCOP
OG0003208	LOC108035487|XP_016966627.1|DBIA	LOC119071014|XP_037031507.1|BCOP
OG0003209	LOC108036636|XP_016968399.1|DBIA	LOC119072186|XP_037033241.1|BCOP
OG0003210	LOC108026051|XP_016952234.1|DBIA	LOC119076936|XP_037039868.1|BCOP
OG0003211	LOC108026925|XP_016953625.1|DBIA	LOC119066908|XP_037025494.1|BCOP
OG0003212	LOC108031820|XP_016961040.1|DBIA	LOC119082366|XP_037047782.1|BCOP
OG0003213	LOC108036415|XP_016968030.1|DBIA	LOC119067659|XP_037026655.1|BCOP
OG0003214	LOC108030128|XP_016958320.1|DBIA	LOC119071127|XP_037031687.1|BCOP
OG0003215	LOC108036250|XP_016967748.1|DBIA	LOC119071339|XP_037032119.1|BCOP
OG0003216	LOC108029568|XP_016957413.1|DBIA	LOC119070965|XP_037031429.1|BCOP
OG0003217	LOC108029770|XP_016957767.1|DBIA	LOC119071004|XP_037031497.1|BCOP
OG0003218	LOC108028515|XP_016955886.1|DBIA	LOC119067504|XP_037026409.1|BCOP
OG0003219	LOC108034961|XP_016965757.1|DBIA	LOC119085706|XP_037052049.1|BCOP
OG0003220	LOC108033972|XP_016964175.1|DBIA	LOC119076955|XP_037039928.1|BCOP
OG0003221	LOC108033071|XP_016962727.1|DBIA	LOC119069333|XP_037029293.1|BCOP
OG0003222	LOC108029660|XP_016957576.1|DBIA	LOC119072489|XP_037033617.1|BCOP
OG0003223	LOC108030438|XP_016958816.1|DBIA	LOC119074264|XP_037036181.1|BCOP
OG0003224	LOC108022818|XP_016947444.1|DBIA	LOC119071168|XP_037031824.1|BCOP
OG0003225	LOC108033482|XP_016963310.1|DBIA	LOC119068805|XP_037028474.1|BCOP
OG0003226	LOC108036224|XP_016967704.1|DBIA	LOC119073839|XP_037035551.1|BCOP
OG0003228	LOC108024699|XP_016950266.1|DBIA	LOC119085657|XP_037052003.1|BCOP
OG0003229	LOC108028346|XP_016955586.1|DBIA	LOC119071861|XP_037032818.1|BCOP
OG0003231	LOC108035229|XP_016966247.1|DBIA	LOC119084495|XP_037050397.1|BCOP
OG0003250	LOC108031610|XP_016960689.1|DBIA	LOC119067447|XP_037026323.1|BCOP
OG0003251	LOC108025503|XP_016951512.1|DBIA	LOC119069131|XP_037028931.1|BCOP
OG0003252	LOC108031784|XP_016960987.1|DBIA	LOC119070580|XP_037030883.1|BCOP
OG0003253	LOC108027386|XP_016954310.1|DBIA	LOC119067778|XP_037026812.1|BCOP
OG0003254	LOC108027054|XP_016953752.1|DBIA	LOC119083865|XP_037049570.1|BCOP
OG0003255	LOC108025047|XP_016950791.1|DBIA	LOC119068157|XP_037027529.1|BCOP
OG0003256	LOC108024590|XP_016950086.1|DBIA	LOC119067091|XP_037025745.1|BCOP
OG0003257	LOC108023354|XP_016948189.1|DBIA	LOC119068231|XP_037027635.1|BCOP
OG0003258	LOC108027591|XP_016954598.1|DBIA	LOC119068113|XP_037027454.1|BCOP
OG0003259	LOC108028903|XP_016956411.1|DBIA	LOC119067623|XP_037026610.1|BCOP
OG0003260	LOC108025895|XP_016952066.1|DBIA	LOC119068108|XP_037027444.1|BCOP
OG0003261	LOC108024947|XP_016950663.1|DBIA	LOC119069424|XP_037029370.1|BCOP
OG0003262	LOC108031846|XP_016961086.1|DBIA	LOC119069200|XP_037029056.1|BCOP
OG0003263	LOC108023390|XP_016948300.1|DBIA	LOC119076057|XP_037038588.1|BCOP
OG0003264	LOC108028889|XP_016956395.1|DBIA	LOC119068522|XP_037028025.1|BCOP
OG0003265	LOC108032660|XP_016962110.1|DBIA	LOC119077602|XP_037040710.1|BCOP
OG0003266	LOC108027300|XP_016954185.1|DBIA	LOC119067326|XP_037026127.1|BCOP
OG0003267	LOC108035816|XP_016967053.1|DBIA	LOC119070549|XP_037030839.1|BCOP
OG0003268	LOC108024557|XP_016950028.1|DBIA	LOC119082597|XP_037048045.1|BCOP
OG0003269	LOC108025339|XP_016951260.1|DBIA	LOC119082575|XP_037047998.1|BCOP
OG0003270	LOC108035593|XP_016966753.1|DBIA	LOC119080468|XP_037044745.1|BCOP
OG0003271	LOC108035999|XP_016967370.1|DBIA	LOC119079465|XP_037043287.1|BCOP
OG0003272	LOC108035788|XP_016967013.1|DBIA	LOC119067295|XP_037026081.1|BCOP, LOC119073067|XP_037034266.1|BCOP, LOC119082254|XP_037047609.1|BCOP
OG0003273	LOC108029574|XP_016957424.1|DBIA	LOC119080929|XP_037045447.1|BCOP
OG0003274	LOC108023345|XP_016948174.1|DBIA	LOC119070361|XP_037030551.1|BCOP
OG0003275	LOC108033052|XP_016962668.1|DBIA	LOC119075765|XP_037038200.1|BCOP
OG0003276	LOC108024148|XP_016949442.1|DBIA	LOC119067021|XP_037025645.1|BCOP
OG0003277	LOC108036296|XP_016967796.1|DBIA	LOC119068304|XP_037027740.1|BCOP, LOC119080993|XP_037045549.1|BCOP
OG0003278	LOC108025385|XP_016951347.1|DBIA	LOC119081068|XP_037045686.1|BCOP
OG0003279	LOC108023572|XP_016948654.1|DBIA	LOC119070135|XP_037030354.1|BCOP
OG0003280	LOC108031943|XP_016961212.1|DBIA	LOC119069508|XP_037029481.1|BCOP
OG0003281	LOC108032094|XP_016961410.1|DBIA	LOC119069351|XP_037029320.1|BCOP
OG0003282	LOC108023525|XP_016948568.1|DBIA	LOC119067261|XP_037026033.1|BCOP
OG0003283	LOC108032809|XP_016962311.1|DBIA	LOC119075666|XP_037038073.1|BCOP
OG0003284	LOC108022021|XP_016946354.1|DBIA	LOC119068071|XP_037027367.1|BCOP
OG0003285	LOC108025222|XP_016951058.1|DBIA	LOC119067489|XP_037026391.1|BCOP
OG0003286	LOC108025215|XP_016951051.1|DBIA	LOC119068181|XP_037027570.1|BCOP
OG0003287	LOC108035087|XP_016965994.1|DBIA	LOC119068744|XP_037028341.1|BCOP
OG0003288	LOC108031564|XP_016960602.1|DBIA	LOC119076126|XP_037038690.1|BCOP
OG0003289	LOC108026745|XP_016953357.1|DBIA	LOC119071317|XP_037032095.1|BCOP
OG0003290	LOC108024981|XP_016950718.1|DBIA	LOC119068288|XP_037027720.1|BCOP
OG0003291	LOC108028461|XP_016955806.1|DBIA	LOC119085704|XP_037052048.1|BCOP
OG0003292	LOC108026356|XP_016952755.1|DBIA	LOC119068997|XP_037028769.1|BCOP
OG0003293	LOC108023595|XP_016948689.1|DBIA	LOC119080482|XP_037044767.1|BCOP
OG0003294	LOC108022986|XP_016947701.1|DBIA	LOC119068117|XP_037027461.1|BCOP
OG0003295	LOC108028883|XP_016956388.1|DBIA	LOC119067199|XP_037025924.1|BCOP
OG0003296	LOC108024500|XP_016949931.1|DBIA	LOC119066247|XP_037024466.1|BCOP
OG0003297	LOC108031594|XP_016960655.1|DBIA	LOC119068010|XP_037027259.1|BCOP
OG0003298	LOC108023623|XP_016948722.1|DBIA	LOC119070324|XP_037030487.1|BCOP
OG0003299	LOC108024726|XP_016950309.1|DBIA	LOC119082136|XP_037047412.1|BCOP
OG0003300	LOC108031589|XP_016960647.1|DBIA	LOC119068445|XP_037027914.1|BCOP
OG0003301	LOC108022684|XP_016947243.1|DBIA	LOC119067020|XP_037025643.1|BCOP
OG0003302	LOC108025765|XP_016951848.1|DBIA	LOC119068112|XP_037027453.1|BCOP, LOC119069245|XP_037029193.1|BCOP
OG0003303	LOC108023082|XP_016947822.1|DBIA	LOC119070017|XP_037030193.1|BCOP
OG0003304	LOC108024528|XP_016949983.1|DBIA	LOC119081837|XP_037046976.1|BCOP
OG0003305	LOC108024165|XP_016949468.1|DBIA	LOC119068046|XP_037027307.1|BCOP
OG0003306	LOC108029906|XP_016957886.1|DBIA	LOC119070284|XP_037030447.1|BCOP
OG0003307	LOC108025891|XP_016952060.1|DBIA	LOC119069088|XP_037028865.1|BCOP
OG0003308	LOC108029156|XP_016956784.1|DBIA	LOC119070069|XP_037030261.1|BCOP
OG0003309	LOC108027556|XP_016954509.1|DBIA	LOC119069883|XP_037029953.1|BCOP
OG0003310	LOC108023922|XP_016949096.1|DBIA	LOC119069879|XP_037029950.1|BCOP
OG0003311	LOC108024414|XP_016949818.1|DBIA	LOC119067476|XP_037026372.1|BCOP
OG0003312	LOC108024697|XP_016950264.1|DBIA	LOC119075699|XP_037038121.1|BCOP
OG0003313	LOC108023773|XP_016948906.1|DBIA	LOC119069265|XP_037029218.1|BCOP
OG0003314	LOC108026871|XP_016953548.1|DBIA	LOC119069187|XP_037029026.1|BCOP
OG0003315	LOC108024025|XP_016949277.1|DBIA	LOC119067682|XP_037026692.1|BCOP
OG0003316	LOC108025409|XP_016951377.1|DBIA	LOC119068020|XP_037027276.1|BCOP
OG0003317	LOC108031684|XP_016960818.1|DBIA	LOC119074280|XP_037036195.1|BCOP
