Orthogroup	DBIA.longest_only	DHYD.longest_only
OG0004105	LOC108030583|XP_016959040.1|DBIA	LOC111595345|XP_023164787.1|DHYD
OG0004106	LOC108030868|XP_016959505.1|DBIA	LOC111605742|XP_023180212.1|DHYD
OG0004107	LOC108035522|XP_016966679.1|DBIA	LOC111602927|XP_023176043.2|DHYD
OG0004108	LOC108031688|XP_016960826.1|DBIA	LOC111602951|XP_023176081.1|DHYD
OG0004109	LOC108026188|XP_016952467.1|DBIA	LOC111593595|XP_023162220.2|DHYD
OG0004110	LOC108030842|XP_016959466.1|DBIA	LOC111600932|XP_023173068.1|DHYD
OG0004111	LOC108026392|XP_016952803.1|DBIA	LOC111596681|XP_023166753.2|DHYD
OG0004112	LOC108025475|XP_016951476.1|DBIA	LOC111600263|XP_023172079.1|DHYD
OG0004113	LOC108035805|XP_016967040.1|DBIA	LOC111598158|XP_023169014.1|DHYD
OG0004114	LOC108025712|XP_016951756.1|DBIA	LOC111605611|XP_023179994.1|DHYD
OG0004115	LOC108025709|XP_016951749.1|DBIA	LOC111605604|XP_023179985.2|DHYD
OG0004116	LOC108026377|XP_016952787.1|DBIA	LOC111596671|XP_023166744.2|DHYD
OG0004117	LOC108025448|XP_016951435.1|DBIA	LOC111602224|XP_030080287.1|DHYD
OG0004118	LOC108022513|XP_016946972.1|DBIA	LOC111604374|XP_023178214.1|DHYD
OG0004119	LOC108024868|XP_016950504.1|DBIA	LOC111601335|XP_023173633.1|DHYD
OG0004120	LOC108026290|XP_016952645.1|DBIA	LOC111602996|XP_023176160.2|DHYD
OG0004121	LOC108034583|XP_016965004.1|DBIA	LOC111598654|XP_030081138.1|DHYD
OG0004122	LOC108031070|XP_016959765.1|DBIA	LOC111602983|XP_023176147.1|DHYD
OG0004123	LOC108031486|XP_016960460.1|DBIA	LOC111600848|XP_023172921.1|DHYD
OG0004124	LOC108036016|XP_016967430.1|DBIA	LOC111593442|XP_030079420.1|DHYD
OG0004125	LOC108025499|XP_016951503.1|DBIA	LOC111594461|XP_023163526.1|DHYD
OG0004126	LOC108025290|XP_016951163.1|DBIA	LOC111594530|XP_023163633.2|DHYD
OG0004127	LOC108034655|XP_016965086.1|DBIA	LOC111603939|XP_023177536.1|DHYD
OG0004128	LOC108025547|XP_016951568.1|DBIA	LOC111599553|XP_023170987.1|DHYD
OG0004129	LOC108030132|XP_016958335.1|DBIA	LOC111595638|XP_023165220.2|DHYD
OG0004130	LOC108024762|XP_016950364.1|DBIA	LOC111602821|XP_030080087.1|DHYD
OG0004131	LOC108024796|XP_016950403.1|DBIA	LOC111604628|XP_023178525.1|DHYD
OG0004132	LOC108035548|XP_016966706.1|DBIA	LOC111603675|XP_030081542.1|DHYD
OG0004133	LOC108034134|XP_016964412.1|DBIA	LOC111595409|XP_023164890.1|DHYD
OG0004134	LOC108026200|XP_016952482.1|DBIA	LOC111598566|XP_023169635.2|DHYD
OG0004135	LOC108031446|XP_016960368.1|DBIA	LOC111601526|XP_030078793.1|DHYD
OG0004136	LOC108031473|XP_016960423.1|DBIA	LOC111599293|XP_023170664.2|DHYD
OG0004137	LOC108036287|XP_016967788.1|DBIA	LOC111597701|XP_023168307.1|DHYD
OG0004138	LOC108034560|XP_016964978.1|DBIA	LOC111597772|XP_023168400.1|DHYD
OG0004139	LOC108025599|XP_016951624.1|DBIA	LOC111601642|XP_023174090.2|DHYD
OG0004140	LOC108023241|XP_016948008.1|DBIA	LOC111592991|XP_023161261.1|DHYD
OG0004141	LOC108029676|XP_016957610.1|DBIA	LOC111595451|XP_023164947.2|DHYD
OG0004142	LOC108036339|XP_016967875.1|DBIA	LOC111593466|XP_023161996.2|DHYD
OG0004143	LOC108027413|XP_016954340.1|DBIA	LOC111602798|XP_023175860.1|DHYD, LOC115483791|XP_030081909.1|DHYD
OG0004144	LOC108034112|XP_016964383.1|DBIA	LOC111603692|XP_023177163.2|DHYD
OG0004145	LOC108034746|XP_016965183.1|DBIA	LOC111601057|XP_023173243.2|DHYD
OG0004146	LOC108026366|XP_016952772.1|DBIA	LOC111603022|XP_030078813.1|DHYD
OG0004147	LOC108034051|XP_016964297.1|DBIA	LOC111603882|XP_023177466.1|DHYD
OG0004148	LOC108032163|XP_016961499.1|DBIA	LOC111598280|XP_023169226.2|DHYD
OG0004149	LOC108031676|XP_016960805.1|DBIA	LOC111597163|XP_023167489.2|DHYD
OG0004150	LOC108031923|XP_016961184.1|DBIA	LOC115483789|XP_030081907.1|DHYD, LOC111602720|XP_023175737.1|DHYD
OG0004151	LOC108023879|XP_016949051.1|DBIA	LOC111594488|XP_023163564.2|DHYD
OG0004152	LOC108023814|XP_016948949.1|DBIA	LOC111598577|XP_023169651.2|DHYD
OG0004153	LOC108022804|XP_016947427.1|DBIA	LOC111605405|XP_023179674.1|DHYD
OG0004154	LOC108035470|XP_016966607.1|DBIA	LOC111604661|XP_023178586.1|DHYD
OG0004155	LOC108026197|XP_016952478.1|DBIA	LOC111603450|XP_023176806.2|DHYD
OG0004156	LOC108031171|XP_016959880.1|DBIA	LOC111598643|XP_023169759.1|DHYD
OG0004157	LOC108024256|XP_016949632.1|DBIA	LOC111595945|XP_023165679.2|DHYD
OG0004158	LOC108031353|XP_016960113.1|DBIA	LOC111597570|XP_023168137.2|DHYD
OG0004159	LOC108026257|XP_016952600.1|DBIA	LOC111603551|XP_023176953.1|DHYD
OG0004160	LOC108035552|XP_016966710.1|DBIA	LOC111596943|XP_023167166.1|DHYD
OG0004161	LOC108024582|XP_016950070.1|DBIA	LOC111602967|XP_023176115.2|DHYD
OG0004162	LOC108031759|XP_016960956.1|DBIA	LOC111593335|XP_023161814.1|DHYD
OG0004163	LOC108032039|XP_016961339.1|DBIA	LOC111592017|XP_023159777.2|DHYD
OG0004164	LOC108024967|XP_016950695.1|DBIA	LOC111599556|XP_023170991.2|DHYD
OG0004165	LOC108022562|XP_016947047.1|DBIA	LOC111601254|XP_023173522.2|DHYD
OG0004166	LOC108026769|XP_016953402.1|DBIA	LOC111600101|XP_023171830.2|DHYD
OG0004167	LOC108031672|XP_016960801.1|DBIA	LOC111604829|XP_023178821.1|DHYD
OG0004168	LOC108031964|XP_016961242.1|DBIA	LOC111593683|XP_023162344.2|DHYD
OG0004169	LOC108032537|XP_016961898.1|DBIA	LOC111602876|XP_023175971.1|DHYD
OG0004170	LOC108032548|XP_016961918.1|DBIA	LOC111601832|XP_023174428.2|DHYD
OG0004171	LOC108032612|XP_016962038.1|DBIA	LOC111593441|XP_023161961.2|DHYD
OG0004172	LOC108025785|XP_016951895.1|DBIA	LOC111594082|XP_023162993.1|DHYD
OG0004173	LOC108036510|XP_016968201.1|DBIA	LOC111598034|XP_023168831.1|DHYD
OG0004174	LOC108029469|XP_016957208.1|DBIA	LOC111599693|XP_023171171.2|DHYD
OG0004175	LOC108036618|XP_016968373.1|DBIA	LOC111592157|XP_023159975.1|DHYD
OG0004176	LOC108035232|XP_016966251.1|DBIA	LOC111601606|XP_023174039.1|DHYD
OG0004177	LOC108031664|XP_016960789.1|DBIA	LOC111598642|XP_023169758.2|DHYD
OG0004178	LOC108025213|XP_016951049.1|DBIA	LOC111598607|XP_023169707.2|DHYD
OG0004179	LOC108023467|XP_016948473.1|DBIA	LOC111593506|XP_023162059.1|DHYD
OG0004180	LOC108031639|XP_016960743.1|DBIA	LOC111596689|XP_030078659.1|DHYD
OG0004181	LOC108024643|XP_016950182.1|DBIA	LOC111602655|XP_023175599.2|DHYD
OG0004182	LOC108035195|XP_016966176.1|DBIA	LOC111598711|XP_023169866.2|DHYD
OG0004183	LOC108035475|XP_016966614.1|DBIA	LOC111598729|XP_023169889.2|DHYD
OG0004184	LOC108035370|XP_016966459.1|DBIA	LOC111596024|XP_023165820.1|DHYD
OG0004185	LOC108036781|XP_016968611.1|DBIA	LOC111592908|XP_023161123.2|DHYD
OG0004186	LOC108023426|XP_016948401.1|DBIA	LOC111604645|XP_023178565.1|DHYD
OG0004187	LOC108031196|XP_016959906.1|DBIA	LOC111604563|XP_023178430.2|DHYD
OG0004188	LOC108031694|XP_016960840.1|DBIA	LOC111603025|XP_023176223.2|DHYD
OG0004189	LOC108031989|XP_016961273.1|DBIA	LOC111603026|XP_023176224.1|DHYD
OG0004190	LOC108027370|XP_016954284.1|DBIA	LOC111603410|XP_023176757.1|DHYD
OG0004191	LOC108027363|XP_016954274.1|DBIA	LOC111603391|XP_023176722.1|DHYD
OG0004192	LOC108032184|XP_016961528.1|DBIA	LOC111597193|XP_023167531.1|DHYD
OG0004193	LOC108025892|XP_016952063.1|DBIA	LOC111602064|XP_023174746.2|DHYD
OG0004194	LOC108025188|XP_016950988.1|DBIA	LOC111601354|XP_023173654.2|DHYD
OG0004195	LOC108026589|XP_016953040.1|DBIA	LOC111596819|XP_023166954.1|DHYD
OG0004196	LOC108026324|XP_016952705.1|DBIA	LOC111596249|XP_023166148.2|DHYD
OG0004197	LOC108024755|XP_016950353.1|DBIA	LOC115482801|XP_030078770.1|DHYD, LOC111604562|XP_023178429.2|DHYD
OG0004198	LOC108032911|XP_016962464.1|DBIA	LOC111600858|XP_023172945.1|DHYD
OG0004199	LOC108025352|XP_016951304.1|DBIA	LOC111598627|XP_023169735.2|DHYD
OG0004200	LOC108022559|XP_016947042.1|DBIA	LOC111601217|XP_023173480.2|DHYD
OG0004201	LOC108026432|XP_016952857.1|DBIA	LOC111598251|XP_023169183.2|DHYD
OG0004202	LOC108031079|XP_016959774.1|DBIA	LOC111595214|XP_023164592.1|DHYD
OG0004203	LOC108024797|XP_016950406.1|DBIA	LOC111604636|XP_023178546.1|DHYD
OG0004204	LOC108030862|XP_016959496.1|DBIA	LOC111605071|XP_023179172.2|DHYD
OG0004205	LOC108035107|XP_016966025.1|DBIA	LOC111604315|XP_023178135.1|DHYD
OG0004206	LOC108031541|XP_016960567.1|DBIA	LOC111602077|XP_023174776.1|DHYD
OG0004207	LOC108031778|XP_016960981.1|DBIA	LOC111602076|XP_023174775.1|DHYD
OG0004208	LOC108024813|XP_016950426.1|DBIA	LOC111596436|XP_023166420.1|DHYD
OG0004209	LOC108031766|XP_016960962.1|DBIA	LOC111601766|XP_023174274.1|DHYD
OG0004210	LOC108027256|XP_016954106.1|DBIA	LOC111602627|XP_023175556.1|DHYD
OG0004211	LOC108027791|XP_016954848.1|DBIA	LOC111599350|XP_023170747.2|DHYD
OG0004212	LOC108024804|XP_016950415.1|DBIA	LOC111593326|XP_030078690.1|DHYD
OG0004213	LOC108031860|XP_016961103.1|DBIA	LOC111598549|XP_023169609.1|DHYD
OG0004214	LOC108030449|XP_016958830.1|DBIA	LOC111597095|XP_023167404.1|DHYD
OG0004215	LOC108030279|XP_016958594.1|DBIA	LOC111594336|XP_023163351.1|DHYD
OG0004216	LOC108034509|XP_016964919.1|DBIA	LOC111599777|XP_023171309.1|DHYD
OG0004217	LOC108035525|XP_016966683.1|DBIA	LOC111601676|XP_023174143.1|DHYD
OG0004218	LOC108023218|XP_016947977.1|DBIA	LOC111593329|XP_023161805.1|DHYD
OG0004219	LOC108031796|XP_016961003.1|DBIA	LOC111595312|XP_023164740.2|DHYD
OG0004220	LOC108026172|XP_016952417.1|DBIA	LOC111603013|XP_023176187.2|DHYD
OG0004221	LOC108027431|XP_016954366.1|DBIA	LOC111600266|XP_023172082.1|DHYD
OG0004222	LOC108031266|XP_016959994.1|DBIA	LOC111592044|XP_023159807.2|DHYD
OG0004223	LOC108031736|XP_016960912.1|DBIA	LOC111592009|XP_023159762.2|DHYD
OG0004224	LOC108030064|XP_016962183.1|DBIA	LOC115482754|XP_030080673.1|DHYD, LOC111603557|XP_023176962.1|DHYD
OG0004225	LOC108025911|XP_016952085.1|DBIA	LOC111605307|XP_023179532.1|DHYD
OG0004226	LOC108024094|XP_016949361.1|DBIA	LOC111604953|XP_023178997.1|DHYD
OG0004227	LOC108024765|XP_016950367.1|DBIA	LOC111604639|XP_023178550.2|DHYD
OG0004228	LOC108024767|XP_016950369.1|DBIA	LOC111604629|XP_023178527.1|DHYD
OG0004229	LOC108030079|XP_016958181.1|DBIA	LOC111599740|XP_023171268.2|DHYD
OG0004230	LOC108021891|XP_016946174.1|DBIA	LOC111604058|XP_030079995.1|DHYD
OG0004231	LOC108034839|XP_016965451.1|DBIA	LOC111596026|XP_023165822.1|DHYD
OG0004232	LOC108034843|XP_016965462.1|DBIA	LOC111596029|XP_023165825.1|DHYD
OG0004233	LOC108034841|XP_016965458.1|DBIA	LOC111596028|XP_023165824.1|DHYD
OG0004234	LOC108034857|XP_016965494.1|DBIA	LOC111597415|XP_023167878.2|DHYD
OG0004235	LOC108024260|XP_016949635.1|DBIA	LOC111598422|XP_023169432.2|DHYD
OG0004236	LOC108024216|XP_016949573.1|DBIA	LOC111596387|XP_030078727.1|DHYD
OG0004237	LOC108027330|XP_016954229.1|DBIA	LOC111602760|XP_030081739.1|DHYD
OG0004238	LOC108025526|XP_016951540.1|DBIA	LOC111601361|XP_023173664.1|DHYD
OG0004239	LOC108027451|XP_016954392.1|DBIA	LOC111593333|XP_023161812.2|DHYD
OG0004240	LOC108032889|XP_016962413.1|DBIA	LOC111604949|XP_023178988.1|DHYD
OG0004241	LOC108032129|XP_016961451.1|DBIA	LOC111601507|XP_023173869.2|DHYD
OG0004242	LOC108031819|XP_016961038.1|DBIA	LOC111604923|XP_023178939.1|DHYD
OG0004243	LOC108035438|XP_016966561.1|DBIA	LOC111601650|XP_023174100.2|DHYD
OG0004244	LOC108023569|XP_016948653.1|DBIA	LOC111601358|XP_023173657.2|DHYD
OG0004245	LOC108029626|XP_016957511.1|DBIA	LOC111595392|XP_023164862.2|DHYD
OG0004246	LOC108030620|XP_016959108.1|DBIA	LOC115483768|XP_030081870.1|DHYD, LOC111592807|XP_023160986.2|DHYD
OG0004247	LOC108023717|XP_016948837.1|DBIA	LOC111596784|XP_023166905.1|DHYD
OG0004248	LOC108029402|XP_016957123.1|DBIA	LOC111595522|XP_023165070.1|DHYD
OG0004249	LOC108030131|XP_016958338.1|DBIA	LOC111598081|XP_023168895.1|DHYD
OG0004250	LOC108032717|XP_016962187.1|DBIA	LOC111592568|XP_023160634.2|DHYD
OG0004251	LOC108023544|XP_016948610.1|DBIA	LOC111598349|XP_023169323.2|DHYD
OG0004252	LOC108024577|XP_016950065.1|DBIA	LOC111593343|XP_023161823.1|DHYD
OG0004253	LOC108031182|XP_016959891.1|DBIA	LOC111603609|XP_023177041.1|DHYD
OG0004254	LOC108024253|XP_016949625.1|DBIA	LOC111598135|XP_023168964.1|DHYD
OG0004255	LOC108027650|XP_016954656.1|DBIA	LOC111596091|XP_023165920.2|DHYD
OG0004256	LOC108036500|XP_016968182.1|DBIA	LOC111592648|XP_023160766.1|DHYD
OG0004257	LOC108025477|XP_016951478.1|DBIA	LOC111598235|XP_023169166.2|DHYD
OG0004258	LOC108025982|XP_016952164.1|DBIA	LOC111598623|XP_030081624.1|DHYD
OG0004259	LOC108030198|XP_016958444.1|DBIA	LOC111594621|XP_023163783.2|DHYD
OG0004260	LOC108032903|XP_016962437.1|DBIA	LOC111600856|XP_023172937.2|DHYD
OG0004261	LOC108023808|XP_016948937.1|DBIA	LOC111603663|XP_023177115.1|DHYD
OG0004262	LOC108026451|XP_016952879.1|DBIA	LOC111593351|XP_023161832.2|DHYD
OG0004263	LOC108031584|XP_016960641.1|DBIA	LOC111596203|XP_030080802.1|DHYD
OG0004264	LOC108027199|XP_016953995.1|DBIA	LOC111596266|XP_023166176.2|DHYD
OG0004265	LOC108027374|XP_016954290.1|DBIA	LOC111603387|XP_023176718.2|DHYD
OG0004266	LOC108026208|XP_016952506.1|DBIA	LOC111604647|XP_023178571.2|DHYD
OG0004267	LOC108031625|XP_016960719.1|DBIA	LOC111593316|XP_023161787.1|DHYD
OG0004268	LOC108030222|XP_016958491.1|DBIA	LOC111592235|XP_030082038.1|DHYD
OG0004269	LOC108022747|XP_016947329.1|DBIA	LOC111595583|XP_023165157.2|DHYD
OG0004270	LOC108030035|XP_016958095.1|DBIA	LOC111604177|XP_023177890.1|DHYD
OG0004271	LOC108029625|XP_016957506.1|DBIA	LOC111597058|XP_023167352.1|DHYD
OG0004272	LOC108024384|XP_016949777.1|DBIA	LOC111593593|XP_023162217.1|DHYD
OG0004273	LOC108027351|XP_016954259.1|DBIA	LOC111601544|XP_023173947.1|DHYD
OG0004274	LOC108025756|XP_016951840.1|DBIA	LOC111602067|XP_023174753.1|DHYD
OG0004275	LOC108035987|XP_016967324.1|DBIA	LOC111594250|XP_023163231.1|DHYD
OG0004276	LOC108035415|XP_016966526.1|DBIA	LOC111603038|XP_023176236.1|DHYD
OG0004277	LOC108030628|XP_016959121.1|DBIA	LOC111592799|XP_023160974.2|DHYD
OG0004278	LOC108033008|XP_016962624.1|DBIA	LOC115482981|XP_030079454.1|DHYD, LOC111596477|XP_023166501.2|DHYD
OG0004279	LOC108029223|XP_016956906.1|DBIA	LOC111599056|XP_023170345.1|DHYD
OG0004280	LOC108032254|XP_016961611.1|DBIA	LOC111593503|XP_023162042.1|DHYD
OG0004281	LOC108029743|XP_016957723.1|DBIA	LOC111595590|XP_023165168.2|DHYD
OG0004282	LOC108036606|XP_016968356.1|DBIA	LOC111601245|XP_023173512.1|DHYD
OG0004283	LOC108036607|XP_016968357.1|DBIA	LOC111601246|XP_023173513.1|DHYD
OG0004284	LOC108033649|XP_016963573.1|DBIA	LOC111599197|XP_023170556.2|DHYD
OG0004285	LOC108024770|XP_016950373.1|DBIA	LOC111598270|XP_023169215.1|DHYD
OG0004286	LOC108030592|XP_016959056.1|DBIA	LOC111592806|XP_023160983.1|DHYD
OG0004287	LOC108030593|XP_016959057.1|DBIA	LOC111592804|XP_023160980.2|DHYD
OG0004288	LOC108030619|XP_016959106.1|DBIA	LOC111592771|XP_023160940.2|DHYD
OG0004289	LOC108030818|XP_016959414.1|DBIA	LOC111596649|XP_023166715.2|DHYD
OG0004290	LOC108036529|XP_016968236.1|DBIA	LOC111595627|XP_023165205.1|DHYD
OG0004291	LOC108022961|XP_016947670.1|DBIA	LOC111597119|XP_023167447.1|DHYD
OG0004292	LOC108028584|XP_016955984.1|DBIA	LOC111601020|XP_023173194.1|DHYD
OG0004293	LOC108030521|XP_016958897.1|DBIA	LOC111595335|XP_023164765.1|DHYD
OG0004294	LOC108035106|XP_016966023.1|DBIA	LOC111604299|XP_023178097.2|DHYD
OG0004295	LOC108035373|XP_016966462.1|DBIA	LOC111604304|XP_023178103.2|DHYD
OG0004296	LOC108035545|XP_016966703.1|DBIA	LOC111604309|XP_023178114.2|DHYD
OG0004297	LOC108026934|XP_016953636.1|DBIA	LOC111599702|XP_023171199.2|DHYD
OG0004298	LOC108029659|XP_016957575.1|DBIA	LOC111597108|XP_023167419.2|DHYD
OG0004299	LOC108029356|XP_016957036.1|DBIA	LOC111592244|XP_030078511.1|DHYD
OG0004300	LOC108029766|XP_016957761.1|DBIA	LOC111595523|XP_023165071.1|DHYD
OG0004301	LOC108028649|XP_016956063.1|DBIA	LOC111601017|XP_023173189.2|DHYD
OG0004302	LOC108022628|XP_016947165.1|DBIA	LOC111597969|XP_023168710.1|DHYD
OG0004303	LOC108036514|XP_016968208.1|DBIA	LOC111592162|XP_023159982.1|DHYD
OG0004304	LOC108022691|XP_016947251.1|DBIA	LOC111604350|XP_023178183.2|DHYD
OG0004305	LOC108029509|XP_016957281.1|DBIA	LOC111598025|XP_023168805.2|DHYD
OG0004306	LOC108030337|XP_016958689.1|DBIA	LOC111595573|XP_023165138.2|DHYD
OG0004307	LOC108030314|XP_016958641.1|DBIA	LOC111592105|XP_023159902.1|DHYD
OG0004308	LOC108026881|XP_016953566.1|DBIA	LOC111600016|XP_023171689.1|DHYD
OG0004309	LOC108028344|XP_016955587.1|DBIA	LOC111592752|XP_023160916.2|DHYD
OG0004310	LOC108029546|XP_016957348.1|DBIA	LOC111597963|XP_023168703.2|DHYD
OG0004311	LOC108028724|XP_016956174.1|DBIA	LOC111600951|XP_023173095.1|DHYD
OG0004312	LOC108026867|XP_016953541.1|DBIA	LOC111599684|XP_023171157.1|DHYD
OG0004313	LOC108029603|XP_016957465.1|DBIA	LOC111604361|XP_030078557.1|DHYD
OG0004314	LOC108022768|XP_016947364.1|DBIA	LOC111593455|XP_023161985.1|DHYD
OG0004315	LOC108026828|XP_016953488.1|DBIA	LOC111599735|XP_023171260.2|DHYD
OG0004316	LOC108036355|XP_016967920.1|DBIA	LOC111599989|XP_023171652.2|DHYD
OG0004317	LOC108029784|XP_016957783.1|DBIA	LOC111595591|XP_023165169.2|DHYD
OG0004318	LOC108026776|XP_016953418.1|DBIA	LOC111599741|XP_023171270.2|DHYD
OG0004319	LOC108029697|XP_016957650.1|DBIA	LOC111593482|XP_023162015.1|DHYD
OG0004320	LOC108031799|XP_016961007.1|DBIA	LOC111598232|XP_023169162.2|DHYD
OG0004321	LOC108036093|XP_016967533.1|DBIA	LOC111600313|XP_023172139.2|DHYD
OG0004322	LOC108025537|XP_016951558.1|DBIA	LOC111592929|XP_023161155.2|DHYD
OG0004323	LOC108030318|XP_016958655.1|DBIA	LOC111592447|XP_023160398.1|DHYD
OG0004324	LOC108033987|XP_016964200.1|DBIA	LOC111599210|XP_023170575.2|DHYD
OG0004325	LOC108022988|XP_016947705.1|DBIA	LOC111599725|XP_023171237.1|DHYD
OG0004326	LOC108022987|XP_016947702.1|DBIA	LOC111599686|XP_023171159.1|DHYD
OG0004327	LOC108025868|XP_016952030.1|DBIA	LOC111604917|XP_023178936.1|DHYD
OG0004328	LOC108022688|XP_016947249.1|DBIA	LOC111603832|XP_023177364.1|DHYD
OG0004329	LOC108026713|XP_016953305.1|DBIA	LOC111600098|XP_023171826.2|DHYD
OG0004330	LOC108022892|XP_016947579.1|DBIA	LOC111597037|XP_023167318.1|DHYD
OG0004331	LOC108036435|XP_016968064.1|DBIA	LOC111600025|XP_023171706.1|DHYD
OG0004332	LOC108032617|XP_016962045.1|DBIA	LOC111603598|XP_023177029.1|DHYD
OG0004333	LOC108034321|XP_016964685.1|DBIA	LOC111601177|XP_023173424.2|DHYD
OG0004334	LOC108034288|XP_016964637.1|DBIA	LOC111596075|XP_023165900.2|DHYD
OG0004335	LOC108030160|XP_016958379.1|DBIA	LOC111597137|XP_023167466.2|DHYD
OG0004336	LOC108029703|XP_016957659.1|DBIA	LOC111597136|XP_023167465.2|DHYD
OG0004337	LOC108036158|XP_016967639.1|DBIA	LOC111601944|XP_023174567.1|DHYD
OG0004338	LOC108031258|XP_016959989.1|DBIA	LOC111603738|XP_023177223.1|DHYD
OG0004339	LOC108022614|XP_016947143.1|DBIA	LOC111601244|XP_023173510.1|DHYD
OG0004340	LOC108022613|XP_016947142.1|DBIA	LOC111601243|XP_023173509.1|DHYD
OG0004341	LOC108023059|XP_016947795.1|DBIA	LOC111593212|XP_023161630.2|DHYD
OG0004342	LOC108023042|XP_016947771.1|DBIA	LOC111593814|XP_030081997.1|DHYD
OG0004343	LOC108022900|XP_016947594.1|DBIA	LOC111593751|XP_023162525.1|DHYD
OG0004344	LOC108022967|XP_016947677.1|DBIA	LOC111592814|XP_023161022.2|DHYD
OG0004345	LOC108034218|XP_016964548.1|DBIA	LOC111603744|XP_023177231.2|DHYD
OG0004346	LOC108026647|XP_016953163.1|DBIA	LOC111599719|XP_023171226.1|DHYD
OG0004347	LOC108026793|XP_016953443.1|DBIA	LOC111599718|XP_023171225.2|DHYD
OG0004348	LOC108026488|XP_016952926.1|DBIA	LOC111600140|XP_023171884.1|DHYD
OG0004349	LOC108026736|XP_016953337.1|DBIA	LOC111600071|XP_023171772.1|DHYD
OG0004350	LOC108029959|XP_016957951.1|DBIA	LOC111597046|XP_023167331.2|DHYD
OG0004351	LOC108029543|XP_016957340.1|DBIA	LOC111592223|XP_023160067.1|DHYD
OG0004352	LOC108024988|XP_016950732.1|DBIA	LOC111602651|XP_023175592.1|DHYD
OG0004353	LOC108026395|XP_016952806.1|DBIA	LOC111594977|XP_030079660.1|DHYD
OG0004354	LOC108026191|XP_016952470.1|DBIA	LOC111594971|XP_023164239.2|DHYD
OG0004355	LOC108027172|XP_016953943.1|DBIA	LOC111599547|XP_023170973.2|DHYD
OG0004356	LOC108029742|XP_016957722.1|DBIA	LOC111592112|XP_023159910.2|DHYD
OG0004357	LOC108030380|XP_016958738.1|DBIA	LOC111597081|XP_023167382.2|DHYD
OG0004358	LOC108030264|XP_016958576.1|DBIA	LOC111595519|XP_023165067.1|DHYD
OG0004359	LOC108030130|XP_016958329.1|DBIA	LOC111597940|XP_023168664.2|DHYD
OG0004360	LOC108035913|XP_016967175.1|DBIA	LOC111592265|XP_023160130.2|DHYD
OG0004361	LOC108024505|XP_016949940.1|DBIA	LOC111601365|XP_023173667.2|DHYD
OG0004362	LOC108030912|XP_016959595.1|DBIA	LOC111598691|XP_023169824.2|DHYD
OG0004363	LOC108033183|XP_016962913.1|DBIA	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD
OG0004364	LOC108029803|XP_016957806.1|DBIA	LOC111592132|XP_023159936.1|DHYD
OG0004365	LOC108022906|XP_016947599.1|DBIA	LOC111597069|XP_030082036.1|DHYD
OG0004366	LOC108029226|XP_016956908.1|DBIA	LOC111599058|XP_023170347.1|DHYD
OG0004367	LOC108028834|XP_016956314.1|DBIA	LOC111591861|XP_023159510.2|DHYD
OG0004368	LOC108030831|XP_016959441.1|DBIA	LOC111592865|XP_023161078.1|DHYD
OG0004369	LOC108029538|XP_016957337.1|DBIA	LOC111594166|XP_030082051.1|DHYD
OG0004370	LOC108036601|XP_016968351.1|DBIA	LOC111601258|XP_023173531.2|DHYD
OG0004371	LOC108025629|XP_016951654.1|DBIA	LOC111602824|XP_023175903.2|DHYD
OG0004372	LOC108026920|XP_016953620.1|DBIA	LOC111599688|XP_023171161.2|DHYD
OG0004373	LOC108024202|XP_016949546.1|DBIA	LOC111604368|XP_023178207.2|DHYD
OG0004374	LOC108022463|XP_016946860.1|DBIA	LOC111600561|XP_023172480.2|DHYD
OG0004375	LOC108028744|XP_016956201.1|DBIA	LOC111592820|XP_023161012.2|DHYD
OG0004376	LOC108028716|XP_016956161.1|DBIA	LOC111600958|XP_023173105.1|DHYD
OG0004377	LOC108035488|XP_016966628.1|DBIA	LOC111598732|XP_023169892.2|DHYD
OG0004378	LOC108026697|XP_016953274.1|DBIA	LOC111602549|XP_023175470.2|DHYD
OG0004379	LOC108022864|XP_016947531.1|DBIA	LOC111597071|XP_023167368.1|DHYD
OG0004380	LOC108029801|XP_016957805.1|DBIA	LOC111598008|XP_030081243.1|DHYD
OG0004381	LOC108025011|XP_016950759.1|DBIA	LOC111602434|XP_023175255.2|DHYD
OG0004382	LOC108022608|XP_016947133.1|DBIA	LOC111597925|XP_023168645.2|DHYD
OG0004383	LOC108036918|XP_016968819.1|DBIA	LOC111597959|XP_023168691.1|DHYD
OG0004384	LOC108036913|XP_016968814.1|DBIA	LOC111593700|XP_023162415.1|DHYD
OG0004385	LOC108030271|XP_016958585.1|DBIA	LOC111592189|XP_023160024.1|DHYD
OG0004386	LOC108030137|XP_016958341.1|DBIA	LOC111595517|XP_023165065.1|DHYD
OG0004387	LOC108035203|XP_016966200.1|DBIA	LOC111599861|XP_023171449.2|DHYD
OG0004388	LOC108023111|XP_016947866.1|DBIA	LOC111597995|XP_023168742.2|DHYD
OG0004389	LOC108035376|XP_016966469.1|DBIA	LOC111604767|XP_023178732.2|DHYD
OG0004390	LOC108030622|XP_016959114.1|DBIA	LOC111593541|XP_023162125.2|DHYD
OG0004391	LOC108026579|XP_016953020.1|DBIA	LOC111593804|XP_023162602.1|DHYD
OG0004392	LOC108030555|XP_016958938.1|DBIA	LOC111595342|XP_030080254.1|DHYD
