Orthogroup	DBIA.longest_only	BTRY.longest_only
OG0005593	LOC108035325|XP_016966389.1|DBIA	LOC120778056|XP_039965670.1|BTRY
OG0005594	LOC108028390|XP_016955693.1|DBIA	LOC120776833|XP_039963788.1|BTRY
OG0005595	LOC108028389|XP_016955692.1|DBIA	LOC120776831|XP_039963786.1|BTRY
OG0005596	LOC108035618|XP_016966796.1|DBIA	LOC120778860|XP_039966827.1|BTRY
OG0005597	LOC108032060|XP_016961367.1|DBIA	LOC120779552|XP_039967828.1|BTRY
OG0005598	LOC108025378|XP_016951339.1|DBIA	LOC120767353|XP_039949253.1|BTRY
OG0005599	LOC108026708|XP_016953294.1|DBIA	LOC120773074|XP_039957953.1|BTRY
OG0005600	LOC108031855|XP_016961098.1|DBIA	LOC120766873|XP_039948538.1|BTRY
OG0005601	LOC108024017|XP_016949266.1|DBIA	LOC120774145|XP_039959477.1|BTRY
OG0005602	LOC108025084|XP_016950832.1|DBIA	LOC120771916|XP_039956141.1|BTRY
OG0005603	LOC108026527|XP_016952964.1|DBIA	LOC120772391|XP_039956915.1|BTRY
OG0005604	LOC108026807|XP_016953460.1|DBIA	LOC120770189|XP_039953353.1|BTRY
OG0005605	LOC108022696|XP_016947258.1|DBIA	LOC120770372|XP_039953723.1|BTRY
OG0005606	LOC108034040|XP_016964275.1|DBIA	LOC120767445|XP_039949441.1|BTRY
OG0005607	LOC108024352|XP_016949743.1|DBIA	LOC120782486|XP_039970720.1|BTRY
OG0005608	LOC108024380|XP_016949773.1|DBIA	LOC120782485|XP_039970717.1|BTRY
OG0005609	LOC108034552|XP_016964969.1|DBIA	LOC120778870|XP_039966847.1|BTRY
OG0005610	LOC108035293|XP_016966348.1|DBIA	LOC120776651|XP_039963427.1|BTRY
OG0005611	LOC108034820|XP_016965387.1|DBIA	LOC120777061|XP_039964109.1|BTRY
OG0005612	LOC108031586|XP_016960643.1|DBIA	LOC120769095|XP_039951892.1|BTRY
OG0005613	LOC108023394|XP_016948320.1|DBIA	LOC120766350|XP_039947712.1|BTRY
OG0005614	LOC108023816|XP_016948950.1|DBIA	LOC120771293|XP_039955163.1|BTRY
OG0005615	LOC108023877|XP_016949049.1|DBIA	LOC120772602|XP_039957254.1|BTRY
OG0005616	LOC108031395|XP_016960249.1|DBIA	LOC120766663|XP_039948231.1|BTRY
OG0005617	LOC108027306|XP_016954188.1|DBIA	LOC120779370|XP_039967500.1|BTRY
OG0005618	LOC108030462|XP_016958846.1|DBIA	LOC120772329|XP_039956806.1|BTRY
OG0005619	LOC108024605|XP_016950114.1|DBIA	LOC120782793|XP_039971201.1|BTRY
OG0005620	LOC108025748|XP_016951831.1|DBIA	LOC120775237|XP_039961250.1|BTRY
OG0005621	LOC108023706|XP_016948824.1|DBIA	LOC120774496|XP_039960101.1|BTRY
OG0005622	LOC108023413|XP_016948362.1|DBIA	LOC120775977|XP_039962333.1|BTRY, LOC120773389|XP_039958157.1|BTRY
OG0005623	LOC108023554|XP_016948624.1|DBIA	LOC120774747|XP_039960438.1|BTRY
OG0005624	LOC108027291|XP_016954171.1|DBIA	LOC120777353|XP_039964546.1|BTRY
OG0005625	LOC108026214|XP_016952519.1|DBIA	LOC120776560|XP_039963255.1|BTRY
OG0005626	LOC108028866|XP_016956346.1|DBIA	LOC120780247|XP_039968441.1|BTRY
OG0005627	LOC108025242|XP_016951078.1|DBIA	LOC120769829|XP_039952965.1|BTRY
OG0005628	LOC108026189|XP_016952468.1|DBIA	LOC120769419|XP_039952336.1|BTRY
OG0005629	LOC108022805|XP_016947428.1|DBIA	LOC120771074|XP_039954822.1|BTRY
OG0005630	LOC108022717|XP_016947288.1|DBIA	LOC120771100|XP_039954875.1|BTRY
OG0005631	LOC108025916|XP_016952092.1|DBIA	LOC120775133|XP_039961097.1|BTRY
OG0005632	LOC108033607|XP_016963497.1|DBIA	LOC120774114|XP_039959410.1|BTRY
OG0005633	LOC108024521|XP_016949969.1|DBIA	LOC120782461|XP_039970686.1|BTRY
OG0005634	LOC108031621|XP_016960715.1|DBIA	LOC120769140|XP_039951950.1|BTRY
OG0005635	LOC108035140|XP_016966074.1|DBIA	LOC120768515|XP_039951177.1|BTRY
OG0005636	LOC108027227|XP_016954050.1|DBIA	LOC120770618|XP_039954157.1|BTRY
OG0005637	LOC108031840|XP_016961079.1|DBIA	LOC120782613|XP_039970915.1|BTRY
OG0005638	LOC108029730|XP_016957701.1|DBIA	LOC120771295|XP_039955161.1|BTRY
OG0005639	LOC108022773|XP_016947374.1|DBIA	LOC120770213|XP_039953415.1|BTRY
OG0005640	LOC108025386|XP_016951348.1|DBIA	LOC120766226|XP_039947536.1|BTRY
OG0005641	LOC108024229|XP_016949590.1|DBIA	LOC120774783|XP_039960493.1|BTRY
OG0005642	LOC108027259|XP_016954110.1|DBIA	LOC120775853|XP_039962160.1|BTRY
OG0005643	LOC108034582|XP_016965003.1|DBIA	LOC120778756|XP_039966666.1|BTRY
OG0005644	LOC108035551|XP_016966709.1|DBIA	LOC120777697|XP_039965105.1|BTRY
OG0005645	LOC108025718|XP_016951765.1|DBIA	LOC120774006|XP_039959216.1|BTRY
OG0005646	LOC108032048|XP_016961353.1|DBIA	LOC120773953|XP_039959114.1|BTRY
OG0005647	LOC108027261|XP_016954121.1|DBIA	LOC120782136|XP_039970208.1|BTRY
OG0005648	LOC108028298|XP_016955509.1|DBIA	LOC120778992|XP_039967027.1|BTRY
OG0005649	LOC108024126|XP_016949438.1|DBIA, LOC108032887|XP_016962410.1|DBIA	LOC120768825|XP_039951513.1|BTRY
OG0005650	LOC108032921|XP_016962476.1|DBIA	LOC120766456|XP_039947913.1|BTRY
OG0005651	LOC108024230|XP_016949591.1|DBIA	LOC120774228|XP_039959620.1|BTRY
OG0005652	LOC108024559|XP_016950035.1|DBIA	LOC120766201|XP_039947495.1|BTRY
OG0005653	LOC108033911|XP_016964070.1|DBIA	LOC120769482|XP_039952439.1|BTRY
OG0005654	LOC108032918|XP_016962470.1|DBIA	LOC120766667|XP_039948234.1|BTRY
OG0005655	LOC108032162|XP_016961498.1|DBIA	LOC120780172|XP_039968385.1|BTRY
OG0005656	LOC108026291|XP_016952646.1|DBIA	LOC120782420|XP_039970605.1|BTRY
OG0005657	LOC108024576|XP_016950061.1|DBIA	LOC120782268|XP_039970385.1|BTRY
OG0005658	LOC108031986|XP_016961269.1|DBIA	LOC120779394|XP_039967526.1|BTRY
OG0005659	LOC108026268|XP_016952617.1|DBIA	LOC120775111|XP_039961065.1|BTRY
OG0005660	LOC108034865|XP_016965533.1|DBIA	LOC120777081|XP_039964143.1|BTRY
OG0005661	LOC108024603|XP_016950107.1|DBIA	LOC120779092|XP_039967191.1|BTRY
OG0005662	LOC108026221|XP_016952533.1|DBIA	LOC120779081|XP_039967166.1|BTRY
OG0005663	LOC108032511|XP_016961835.1|DBIA	LOC120775534|XP_039961689.1|BTRY
OG0005664	LOC108024816|XP_016950430.1|DBIA	LOC120782175|XP_039970246.1|BTRY
OG0005665	LOC108025365|XP_016951313.1|DBIA	LOC120768989|XP_039951760.1|BTRY
OG0005666	LOC108023405|XP_016948344.1|DBIA	LOC120774857|XP_039960613.1|BTRY
OG0005667	LOC108025711|XP_016951751.1|DBIA	LOC120775983|XP_039962342.1|BTRY
OG0005668	LOC108028530|XP_016955914.1|DBIA	LOC120777487|XP_039964760.1|BTRY
OG0005669	LOC108036740|XP_016968538.1|DBIA	LOC120768996|XP_039951765.1|BTRY
OG0005670	LOC108026117|XP_016952308.1|DBIA	LOC120770992|XP_039954676.1|BTRY
OG0005671	LOC108031062|XP_016959757.1|DBIA	LOC120782226|XP_039970323.1|BTRY
OG0005672	LOC108033971|XP_016964174.1|DBIA	LOC120781542|XP_039969710.1|BTRY
OG0005673	LOC108034877|XP_016965571.1|DBIA	LOC120778260|XP_039965971.1|BTRY
OG0005674	LOC108035277|XP_016966328.1|DBIA	LOC120766679|XP_039948254.1|BTRY
OG0005675	LOC108026413|XP_016952830.1|DBIA	LOC120766960|XP_039948684.1|BTRY
OG0005676	LOC108035446|XP_016966570.1|DBIA	LOC120778050|XP_039965660.1|BTRY
OG0005677	LOC108030144|XP_016958349.1|DBIA	LOC120771791|XP_039955922.1|BTRY
OG0005678	LOC108031731|XP_016960897.1|DBIA	LOC120780731|XP_039968927.1|BTRY
OG0005679	LOC108031763|XP_016960960.1|DBIA	LOC120766244|XP_039947563.1|BTRY
OG0005680	LOC108029127|XP_016956736.1|DBIA	LOC120767963|XP_039950290.1|BTRY
OG0005681	LOC108031935|XP_016961203.1|DBIA	LOC120779623|XP_039967905.1|BTRY
OG0005682	LOC108031934|XP_016961202.1|DBIA	LOC120782400|XP_039970579.1|BTRY
OG0005683	LOC108035169|XP_016966166.1|DBIA	LOC120774194|XP_039959559.1|BTRY
OG0005684	LOC108035622|XP_016966802.1|DBIA	LOC120777760|XP_039965197.1|BTRY
OG0005685	LOC108024185|XP_016949513.1|DBIA	LOC120774208|XP_039959589.1|BTRY
OG0005686	LOC108025548|XP_016951569.1|DBIA	LOC120769196|XP_039952028.1|BTRY
OG0005687	LOC108035973|XP_016967281.1|DBIA	LOC120778206|XP_039965894.1|BTRY
OG0005688	LOC108036436|XP_016968065.1|DBIA	LOC120771659|XP_039955708.1|BTRY
OG0005689	LOC108023743|XP_016948869.1|DBIA	LOC120773454|XP_039958281.1|BTRY
OG0005690	LOC108026166|XP_016952410.1|DBIA	LOC120777970|XP_039965537.1|BTRY
OG0005691	LOC108031392|XP_016960245.1|DBIA	LOC120782254|XP_039970353.1|BTRY
OG0005692	LOC108029199|XP_016956865.1|DBIA	LOC120775832|XP_039962131.1|BTRY
OG0005693	LOC108034492|XP_016964885.1|DBIA	LOC120778175|XP_039965844.1|BTRY
OG0005694	LOC108031781|XP_016960984.1|DBIA	LOC120773428|XP_039958246.1|BTRY
OG0005695	LOC108025170|XP_016950939.1|DBIA	LOC120768845|XP_039951531.1|BTRY
OG0005696	LOC108025176|XP_016950964.1|DBIA	LOC120782463|XP_039970689.1|BTRY
OG0005697	LOC108024514|XP_016949956.1|DBIA	LOC120782460|XP_039970684.1|BTRY
OG0005698	LOC108036419|XP_016968035.1|DBIA	LOC120772699|XP_039957376.1|BTRY
OG0005699	LOC108026345|XP_016952739.1|DBIA	LOC120772516|XP_039957102.1|BTRY
OG0005700	LOC108023514|XP_016948549.1|DBIA	LOC120774871|XP_039960644.1|BTRY
OG0005701	LOC108027803|XP_016954871.1|DBIA	LOC120774882|XP_039960676.1|BTRY
OG0005702	LOC108023952|XP_016949134.1|DBIA	LOC120770142|XP_039953265.1|BTRY
OG0005703	LOC108030408|XP_016958782.1|DBIA	LOC120770848|XP_039954384.1|BTRY
OG0005704	LOC108024168|XP_016949473.1|DBIA	LOC120774327|XP_039959811.1|BTRY
OG0005705	LOC108028230|XP_016955388.1|DBIA	LOC120778233|XP_039965925.1|BTRY
OG0005706	LOC108026322|XP_016952701.1|DBIA	LOC120774540|XP_039960205.1|BTRY
OG0005707	LOC108026301|XP_016952676.1|DBIA	LOC120774809|XP_039960541.1|BTRY
OG0005708	LOC108023321|XP_016948113.1|DBIA	LOC120773417|XP_039958222.1|BTRY
OG0005709	LOC108026370|XP_016952779.1|DBIA	LOC120772940|XP_039957780.1|BTRY
OG0005710	LOC108024356|XP_016949748.1|DBIA	LOC120766501|XP_039947990.1|BTRY
OG0005711	LOC108028095|XP_016955228.1|DBIA	LOC120777380|XP_039964605.1|BTRY
OG0005712	LOC108029214|XP_016956894.1|DBIA	LOC120768505|XP_039951164.1|BTRY
OG0005713	LOC108025050|XP_016950796.1|DBIA	LOC120780238|XP_039968429.1|BTRY
OG0005714	LOC108031741|XP_016960925.1|DBIA	LOC120772457|XP_039957018.1|BTRY
OG0005715	LOC108031620|XP_016960712.1|DBIA	LOC120769126|XP_039951927.1|BTRY
OG0005716	LOC108031501|XP_016960491.1|DBIA	LOC120769018|XP_039951797.1|BTRY
OG0005717	LOC108032924|XP_016962481.1|DBIA	LOC120769149|XP_039951962.1|BTRY
OG0005718	LOC108031097|XP_016959795.1|DBIA	LOC120769180|XP_039952004.1|BTRY
OG0005719	LOC108025354|XP_016951302.1|DBIA	LOC120766643|XP_039948197.1|BTRY
OG0005720	LOC108024880|XP_016950513.1|DBIA	LOC120773610|XP_039958544.1|BTRY
OG0005721	LOC108025437|XP_016951417.1|DBIA	LOC120782525|XP_039970769.1|BTRY, LOC120767725|XP_039949868.1|BTRY
OG0005722	LOC108027401|XP_016954328.1|DBIA	LOC120776657|XP_039963460.1|BTRY
OG0005723	LOC108032856|XP_016962346.1|DBIA, LOC108023804|XP_016948934.1|DBIA	LOC120766613|XP_039948155.1|BTRY
OG0005724	LOC108029591|XP_016957447.1|DBIA	LOC120771715|XP_039955802.1|BTRY
OG0005725	LOC108032155|XP_016961490.1|DBIA	LOC120782577|XP_039970854.1|BTRY
OG0005726	LOC108025620|XP_016951644.1|DBIA	LOC120775461|XP_039961579.1|BTRY
OG0005727	LOC108027318|XP_016954206.1|DBIA	LOC120781520|XP_039969690.1|BTRY
OG0005728	LOC108024536|XP_016949993.1|DBIA	LOC120782224|XP_039970322.1|BTRY
OG0005729	LOC108024534|XP_016949989.1|DBIA	LOC120772612|XP_039957264.1|BTRY
OG0005730	LOC108032016|XP_016961310.1|DBIA	LOC120778019|XP_039965629.1|BTRY
OG0005731	LOC108032015|XP_016961308.1|DBIA	LOC120778012|XP_039965616.1|BTRY
OG0005732	LOC108031445|XP_016960367.1|DBIA	LOC120770093|XP_039953181.1|BTRY
OG0005733	LOC108031442|XP_016960363.1|DBIA	LOC120767027|XP_039948804.1|BTRY
OG0005734	LOC108026212|XP_016952516.1|DBIA	LOC120766644|XP_039948198.1|BTRY
OG0005735	LOC108032922|XP_016962477.1|DBIA	LOC120771674|XP_039955735.1|BTRY
OG0005736	LOC108027209|XP_016954011.1|DBIA	LOC120774357|XP_039959880.1|BTRY
OG0005737	LOC108024674|XP_016950233.1|DBIA	LOC120782240|XP_039970341.1|BTRY
OG0005738	LOC108025458|XP_016951448.1|DBIA	LOC120782734|XP_039971100.1|BTRY
OG0005739	LOC108024729|XP_016950314.1|DBIA	LOC120776003|XP_039962373.1|BTRY
OG0005740	LOC108026143|XP_016952361.1|DBIA	LOC120766881|XP_039948558.1|BTRY
OG0005741	LOC108027408|XP_016954336.1|DBIA	LOC120782430|XP_039970647.1|BTRY
OG0005742	LOC108025425|XP_016951402.1|DBIA	LOC120775179|XP_039961170.1|BTRY
OG0005743	LOC108031856|XP_016961099.1|DBIA	LOC120780408|XP_039968626.1|BTRY
OG0005744	LOC108032114|XP_016961435.1|DBIA	LOC120772665|XP_039957336.1|BTRY
OG0005745	LOC108032877|XP_016962367.1|DBIA	LOC120773898|XP_039959012.1|BTRY
OG0005746	LOC108032859|XP_016962349.1|DBIA	LOC120775477|XP_039961614.1|BTRY
OG0005747	LOC108023805|XP_016948935.1|DBIA, LOC108032935|XP_016962496.1|DBIA	LOC120774893|XP_039960698.1|BTRY
OG0005748	LOC108024889|XP_016950522.1|DBIA	LOC120769512|XP_039952487.1|BTRY
OG0005749	LOC108036053|XP_016967488.1|DBIA	LOC120773889|XP_039958992.1|BTRY
OG0005750	LOC108027319|XP_016954212.1|DBIA	LOC120773169|XP_039958073.1|BTRY
OG0005751	LOC108035137|XP_016966068.1|DBIA	LOC120773760|XP_039958768.1|BTRY
OG0005752	LOC108036473|XP_016968139.1|DBIA	LOC120771417|XP_039955332.1|BTRY
OG0005753	LOC108027827|XP_016954898.1|DBIA	LOC120768470|XP_039951110.1|BTRY
OG0005754	LOC108036569|XP_016968305.1|DBIA	LOC120772135|XP_039956487.1|BTRY
OG0005755	LOC108026918|XP_016953618.1|DBIA	LOC120771599|XP_039955609.1|BTRY
OG0005756	LOC108024607|XP_016950112.1|DBIA	LOC120779120|XP_039967251.1|BTRY
OG0005757	LOC108031857|XP_016961100.1|DBIA	LOC120766192|XP_039947487.1|BTRY
OG0005758	LOC108032892|XP_016962417.1|DBIA	LOC120782704|XP_039971087.1|BTRY
OG0005759	LOC108031536|XP_016960561.1|DBIA	LOC120780503|XP_039968712.1|BTRY
OG0005760	LOC108025334|XP_016951252.1|DBIA	LOC120766886|XP_039948566.1|BTRY
OG0005761	LOC108031638|XP_016960742.1|DBIA	LOC120782277|XP_039970411.1|BTRY
OG0005762	LOC108027286|XP_016954164.1|DBIA	LOC120766207|XP_039947512.1|BTRY
OG0005763	LOC108030162|XP_016958381.1|DBIA	LOC120772019|XP_039956318.1|BTRY
OG0005764	LOC108027171|XP_016953942.1|DBIA	LOC120782376|XP_039970551.1|BTRY
OG0005765	LOC108027166|XP_016953918.1|DBIA	LOC120778925|XP_039966908.1|BTRY
OG0005766	LOC108025200|XP_016951009.1|DBIA	LOC120777663|XP_039965054.1|BTRY
OG0005767	LOC108031631|XP_016960725.1|DBIA	LOC120767084|XP_039948887.1|BTRY
OG0005768	LOC108023333|XP_016948148.1|DBIA	LOC120774367|XP_039959896.1|BTRY
OG0005770	LOC108026183|XP_016952461.1|DBIA	LOC120771398|XP_039955304.1|BTRY
OG0005771	LOC108025250|XP_016951091.1|DBIA	LOC120770949|XP_039954599.1|BTRY
OG0005772	LOC108031629|XP_016960723.1|DBIA	LOC120770608|XP_039954147.1|BTRY
OG0005773	LOC108026067|XP_016952251.1|DBIA	LOC120776597|XP_039963309.1|BTRY
OG0005774	LOC108024525|XP_016949977.1|DBIA	LOC120766427|XP_039947863.1|BTRY
OG0005775	LOC108028021|XP_016955146.1|DBIA	LOC120777443|XP_039964689.1|BTRY
OG0005776	LOC108035670|XP_016966866.1|DBIA	LOC120777748|XP_039965175.1|BTRY
OG0005777	LOC108034237|XP_016964575.1|DBIA	LOC120767041|XP_039948829.1|BTRY
OG0005778	LOC108031425|XP_016960315.1|DBIA	LOC120779417|XP_039967551.1|BTRY, LOC120782664|XP_039970975.1|BTRY
OG0005779	LOC108026237|XP_016952561.1|DBIA	LOC120768234|XP_039950757.1|BTRY
OG0005780	LOC108035316|XP_016966378.1|DBIA	LOC120777743|XP_039965167.1|BTRY
OG0005781	LOC108028112|XP_016955250.1|DBIA	LOC120778550|XP_039966332.1|BTRY
OG0005782	LOC108028560|XP_016955955.1|DBIA	LOC120775827|XP_039962120.1|BTRY
OG0005783	LOC108036670|XP_016968441.1|DBIA	LOC120770861|XP_039954411.1|BTRY
OG0005784	LOC108025441|XP_016951425.1|DBIA	LOC120766730|XP_039948314.1|BTRY
OG0005785	LOC108025371|XP_016951320.1|DBIA	LOC120772848|XP_039957598.1|BTRY
OG0005786	LOC108031588|XP_016960646.1|DBIA	LOC120769105|XP_039951904.1|BTRY
OG0005787	LOC108032919|XP_016962472.1|DBIA	LOC120782563|XP_039970831.1|BTRY
OG0005788	LOC108036528|XP_016968235.1|DBIA	LOC120771278|XP_039955137.1|BTRY
OG0005789	LOC108036865|XP_016968731.1|DBIA	LOC120780439|XP_039968648.1|BTRY
OG0005790	LOC108025249|XP_016951090.1|DBIA	LOC120775323|XP_039961401.1|BTRY
OG0005791	LOC108031953|XP_016961229.1|DBIA	LOC120774226|XP_039959621.1|BTRY
OG0005792	LOC108031954|XP_016961231.1|DBIA	LOC120774241|XP_039959640.1|BTRY
OG0005793	LOC108026274|XP_016952625.1|DBIA	LOC120766770|XP_039948384.1|BTRY
OG0005794	LOC108022803|XP_016947426.1|DBIA	LOC120770844|XP_039954375.1|BTRY
OG0005795	LOC108024146|XP_016949427.1|DBIA	LOC120775039|XP_039960946.1|BTRY
OG0005796	LOC108028018|XP_016955140.1|DBIA	LOC120769138|XP_039951945.1|BTRY
OG0005797	LOC108034945|XP_016965713.1|DBIA	LOC120776346|XP_039962833.1|BTRY
OG0005798	LOC108024579|XP_016950067.1|DBIA	LOC120782417|XP_039970601.1|BTRY
OG0005799	LOC108031472|XP_016960417.1|DBIA	LOC120770139|XP_039953282.1|BTRY
OG0005800	LOC108031491|XP_016960473.1|DBIA	LOC120775793|XP_039962072.1|BTRY
OG0005801	LOC108031490|XP_016960472.1|DBIA	LOC120775786|XP_039962061.1|BTRY
OG0005802	LOC108026224|XP_016952545.1|DBIA	LOC120782360|XP_039970532.1|BTRY
OG0005803	LOC108024546|XP_016950009.1|DBIA	LOC120766301|XP_039947641.1|BTRY
OG0005804	LOC108024856|XP_016950487.1|DBIA	LOC120766598|XP_039948137.1|BTRY
OG0005805	LOC108022837|XP_016947497.1|DBIA	LOC120770589|XP_039954109.1|BTRY
OG0005806	LOC108026008|XP_016952187.1|DBIA	LOC120780249|XP_039968445.1|BTRY
OG0005807	LOC108026111|XP_016952300.1|DBIA	LOC120767089|XP_039948903.1|BTRY
OG0005808	LOC108025829|XP_016951978.1|DBIA	LOC120779402|XP_039967534.1|BTRY
OG0005809	LOC108028605|XP_016956017.1|DBIA	LOC120777368|XP_039964572.1|BTRY
OG0005810	LOC108031719|XP_016960877.1|DBIA	LOC120782710|XP_039971062.1|BTRY
OG0005811	LOC108031720|XP_016960878.1|DBIA	LOC120782711|XP_039971064.1|BTRY
OG0005812	LOC108032097|XP_016961414.1|DBIA	LOC120782643|XP_039970947.1|BTRY
OG0005813	LOC108031059|XP_016959754.1|DBIA	LOC120782531|XP_039970785.1|BTRY
OG0005814	LOC108027392|XP_016954317.1|DBIA	LOC120782312|XP_039970462.1|BTRY
OG0005815	LOC108030159|XP_016958378.1|DBIA	LOC120772600|XP_039957249.1|BTRY
OG0005816	LOC108023860|XP_016949003.1|DBIA	LOC120782828|XP_039971285.1|BTRY
OG0005817	LOC108031628|XP_016960722.1|DBIA	LOC120770599|XP_039954139.1|BTRY
OG0005818	LOC108025394|XP_016951359.1|DBIA	LOC120767820|XP_039950039.1|BTRY
OG0005819	LOC108027368|XP_016954280.1|DBIA	LOC120782603|XP_039970900.1|BTRY
OG0005820	LOC108027369|XP_016954281.1|DBIA	LOC120782606|XP_039970904.1|BTRY
OG0005821	LOC108027394|XP_016954319.1|DBIA	LOC120775446|XP_039961569.1|BTRY
OG0005822	LOC108034307|XP_016964666.1|DBIA	LOC120767553|XP_039949612.1|BTRY
OG0005823	LOC108023697|XP_016948812.1|DBIA	LOC120775335|XP_039961410.1|BTRY
OG0005824	LOC108031683|XP_016960817.1|DBIA	LOC120766288|XP_039947624.1|BTRY
OG0005825	LOC108028104|XP_016955240.1|DBIA	LOC120777279|XP_039964419.1|BTRY
OG0005826	LOC108031821|XP_016961433.1|DBIA	LOC120780455|XP_039968664.1|BTRY
OG0005827	LOC108026011|XP_016952191.1|DBIA	LOC120770123|XP_039953241.1|BTRY
OG0005828	LOC108028368|XP_016955646.1|DBIA	LOC120777072|XP_039964133.1|BTRY
OG0005829	LOC108031813|XP_016961029.1|DBIA	LOC120782893|XP_039947440.1|BTRY
OG0005830	LOC108035161|XP_016966106.1|DBIA	LOC120778496|XP_039966255.1|BTRY
OG0005831	LOC108034572|XP_016964991.1|DBIA	LOC120776972|XP_039963999.1|BTRY
OG0005832	LOC108035699|XP_016966909.1|DBIA	LOC120777999|XP_039965590.1|BTRY
OG0005833	LOC108034853|XP_016965490.1|DBIA	LOC120778928|XP_039966907.1|BTRY
OG0005834	LOC108034859|XP_016965499.1|DBIA	LOC120778931|XP_039966912.1|BTRY
OG0005835	LOC108035694|XP_016966902.1|DBIA	LOC120778005|XP_039965601.1|BTRY
OG0005836	LOC108035595|XP_016966759.1|DBIA	LOC120778742|XP_039966645.1|BTRY
OG0005837	LOC108026267|XP_016952616.1|DBIA	LOC120780245|XP_039968438.1|BTRY
OG0005838	LOC108025449|XP_016951436.1|DBIA	LOC120777945|XP_039965490.1|BTRY
OG0005839	LOC108027856|XP_016954945.1|DBIA	LOC120769311|XP_039952188.1|BTRY
OG0005840	LOC108025602|XP_016951629.1|DBIA	LOC120775143|XP_039961109.1|BTRY
OG0005841	LOC108027142|XP_016953850.1|DBIA	LOC120777742|XP_039965170.1|BTRY
OG0005842	LOC108023747|XP_016948875.1|DBIA	LOC120774753|XP_039960446.1|BTRY
OG0005843	LOC108035424|XP_016966541.1|DBIA	LOC120777542|XP_039964863.1|BTRY
OG0005844	LOC108035911|XP_016967171.1|DBIA	LOC120776820|XP_039963772.1|BTRY
OG0005845	LOC108032894|XP_016962419.1|DBIA	LOC120766160|XP_039947479.1|BTRY
OG0005846	LOC108031374|XP_016960197.1|DBIA	LOC120773793|XP_039958828.1|BTRY
OG0005847	LOC108031752|XP_016960945.1|DBIA	LOC120767031|XP_039948811.1|BTRY
OG0005848	LOC108025787|XP_016951902.1|DBIA	LOC120774390|XP_039959934.1|BTRY
OG0005849	LOC108026293|XP_016952664.1|DBIA	LOC120774345|XP_039959858.1|BTRY
OG0005850	LOC108025731|XP_016951799.1|DBIA	LOC120775349|XP_039961434.1|BTRY
OG0005851	LOC108033959|XP_016964153.1|DBIA	LOC120767803|XP_039950006.1|BTRY
OG0005852	LOC108024836|XP_016950459.1|DBIA	LOC120782204|XP_039970294.1|BTRY
OG0005853	LOC108023220|XP_016947979.1|DBIA	LOC120774248|XP_039959647.1|BTRY
OG0005854	LOC108031474|XP_016960424.1|DBIA	LOC120770178|XP_039953331.1|BTRY
OG0005855	LOC108023639|XP_016948744.1|DBIA	LOC120774708|XP_039960377.1|BTRY, LOC120774933|XP_039960745.1|BTRY
OG0005856	LOC108025745|XP_016951822.1|DBIA	LOC120774523|XP_039960154.1|BTRY
OG0005857	LOC108031351|XP_016960105.1|DBIA	LOC120767045|XP_039948832.1|BTRY
OG0005858	LOC108031587|XP_016960645.1|DBIA	LOC120773085|XP_039957988.1|BTRY
OG0005859	LOC108029272|XP_016956960.1|DBIA	LOC120767270|XP_039949075.1|BTRY
OG0005860	LOC108027239|XP_016954062.1|DBIA	LOC120782816|XP_039971242.1|BTRY
OG0005861	LOC108023863|XP_016949009.1|DBIA	LOC120774948|XP_039960765.1|BTRY
OG0005862	LOC108029359|XP_016957070.1|DBIA	LOC120770152|XP_039953280.1|BTRY
OG0005863	LOC108022938|XP_016947640.1|DBIA	LOC120770211|XP_039953399.1|BTRY
OG0005864	LOC108032069|XP_016961376.1|DBIA	LOC120782318|XP_039970473.1|BTRY
OG0005865	LOC108031412|XP_016960301.1|DBIA	LOC120782534|XP_039970798.1|BTRY
OG0005866	LOC108030458|XP_016958840.1|DBIA	LOC120773071|XP_039957947.1|BTRY
OG0005867	LOC108033287|XP_016963042.1|DBIA	LOC120767579|XP_039949658.1|BTRY
OG0005868	LOC108022962|XP_016947671.1|DBIA	LOC120772291|XP_039956735.1|BTRY
OG0005869	LOC108021980|XP_016946309.1|DBIA	LOC120775498|XP_039961639.1|BTRY
OG0005870	LOC108023627|XP_016948727.1|DBIA	LOC120775838|XP_039962141.1|BTRY
OG0005871	LOC108036518|XP_016968216.1|DBIA	LOC120775752|XP_039962014.1|BTRY
OG0005872	LOC108031571|XP_016960617.1|DBIA	LOC120774887|XP_039960682.1|BTRY
OG0005873	LOC108031582|XP_016960640.1|DBIA	LOC120766172|XP_039947459.1|BTRY
OG0005874	LOC108033125|XP_016962830.1|DBIA	LOC120773544|XP_039958438.1|BTRY
OG0005875	LOC108029751|XP_016957734.1|DBIA	LOC120772883|XP_039957665.1|BTRY
OG0005876	LOC108021964|XP_016946285.1|DBIA	LOC120773618|XP_039958554.1|BTRY, LOC120773617|XP_039958550.1|BTRY
OG0005877	LOC108025780|XP_016951884.1|DBIA	LOC120773591|XP_039958519.1|BTRY
OG0005878	LOC108024295|XP_016949685.1|DBIA, LOC108028612|XP_016956059.1|DBIA	LOC120775739|XP_039961991.1|BTRY
OG0005879	LOC108023725|XP_016948850.1|DBIA	LOC120773656|XP_039958603.1|BTRY
OG0005880	LOC108030844|XP_016959468.1|DBIA	LOC120778010|XP_039965609.1|BTRY
