Orthogroup	DBIA.longest_only	DPSE.longest_only
OG0006029	LOC108029547|XP_016957352.1|DBIA	LOC4805046|XP_001361511.1|DPSE
OG0006030	LOC108031651|XP_016960771.1|DBIA	LOC4800441|XP_001357717.1|DPSE
OG0006031	LOC108030364|XP_016958722.1|DBIA	LOC4804356|XP_001360930.3|DPSE
OG0006032	LOC108027562|XP_016954527.1|DBIA	LOC4814395|XP_015042271.2|DPSE
OG0006033	LOC108023028|XP_016947757.1|DBIA	LOC4803686|XP_001360363.3|DPSE
OG0006034	LOC108031853|XP_016961095.1|DBIA	LOC4801548|XP_003736546.3|DPSE
OG0006035	LOC108026217|XP_016952523.1|DBIA	LOC4802319|XP_001359259.2|DPSE
OG0006036	LOC108032436|XP_016961748.1|DBIA	LOC4817085|XP_001356373.3|DPSE
OG0006037	LOC108022816|XP_016947442.1|DBIA	LOC4803977|XP_033233699.1|DPSE
OG0006038	LOC108027407|XP_016954335.1|DBIA	LOC4802065|XP_001359058.2|DPSE
OG0006039	LOC108029693|XP_016957644.1|DBIA	LOC6899047|XP_002138974.2|DPSE
OG0006040	LOC108029666|XP_016957583.1|DBIA	LOC6898461|XP_002138504.2|DPSE
OG0006041	LOC108023723|XP_016948848.1|DBIA	LOC4814604|XP_001354916.1|DPSE
OG0006042	LOC108030075|XP_016958169.1|DBIA	LOC4805739|XP_004444595.2|DPSE
OG0006043	LOC108028708|XP_016956147.1|DBIA	LOC4813671|XP_001353963.4|DPSE
OG0006044	LOC108024197|XP_016949535.1|DBIA	LOC4814360|XP_001354492.1|DPSE
OG0006045	LOC108035507|XP_016966660.1|DBIA	LOC4805669|XP_001362030.3|DPSE
OG0006046	LOC108022865|XP_016947532.1|DBIA	LOC4804243|XP_001360832.3|DPSE
OG0006047	LOC108035549|XP_016966707.1|DBIA	LOC6900545|XP_002134929.3|DPSE
OG0006048	LOC108030665|XP_016959180.1|DBIA	LOC4813592|XP_001353911.3|DPSE
OG0006049	LOC108023969|XP_016949179.1|DBIA	LOC4815099|XP_001355018.4|DPSE
OG0006050	LOC108025286|XP_016951156.1|DBIA	LOC4800725|XP_001357945.3|DPSE
OG0006051	LOC108023661|XP_016948770.1|DBIA	LOC4815862|XP_001355561.3|DPSE
OG0006052	LOC108022752|XP_016947339.1|DBIA	LOC4804613|XP_001361146.4|DPSE
OG0006053	LOC108034751|XP_016965189.1|DBIA	LOC4814175|XP_001354194.1|DPSE
OG0006054	LOC108024912|XP_016950593.1|DBIA	LOC4811716|XP_033237289.1|DPSE
OG0006055	LOC108027419|XP_016954350.1|DBIA	LOC4800827|XP_001358031.3|DPSE
OG0006056	LOC108030367|XP_016958725.1|DBIA	LOC4805738|XP_001362086.1|DPSE
OG0006057	LOC108030590|XP_016959055.1|DBIA	LOC4812524|XP_001352451.4|DPSE
OG0006058	LOC108031847|XP_016961088.1|DBIA	LOC4801830|XP_001358863.1|DPSE
OG0006059	LOC108035900|XP_016967148.1|DBIA	LOC4813558|XP_001354005.1|DPSE
OG0006060	LOC108035903|XP_016967153.1|DBIA	LOC4813782|XP_001354006.2|DPSE
OG0006061	LOC108027546|XP_016954488.1|DBIA	LOC6901250|XP_002133951.2|DPSE
OG0006062	LOC108024519|XP_016949959.1|DBIA	LOC4803152|XP_001359942.2|DPSE
OG0006063	LOC108034061|XP_016964308.1|DBIA	LOC4817371|XP_001356327.3|DPSE
OG0006064	LOC108036396|XP_016967999.1|DBIA	LOC4805478|XP_033234495.1|DPSE
OG0006065	LOC108035455|XP_016966583.1|DBIA	LOC4813826|XP_001354051.3|DPSE
OG0006066	LOC108030240|XP_016958533.1|DBIA	LOC6898392|XP_015039657.2|DPSE
OG0006067	LOC108029478|XP_016957221.1|DBIA	LOC4805077|XP_033234310.1|DPSE
OG0006068	LOC108024141|XP_016949412.1|DBIA	LOC4815169|XP_001354565.2|DPSE
OG0006069	LOC108028567|XP_016955963.1|DBIA	LOC4813718|XP_033239117.1|DPSE
OG0006070	LOC108030927|XP_016959610.1|DBIA	LOC4812458|XP_001352402.2|DPSE
OG0006071	LOC108024691|XP_016950257.1|DBIA	LOC6896869|XP_002137059.2|DPSE
OG0006072	LOC108034521|XP_016964934.1|DBIA	LOC4812771|XP_001354050.1|DPSE
OG0006073	LOC108031132|XP_016959838.1|DBIA	LOC4813263|XP_001353671.3|DPSE
OG0006074	LOC108026238|XP_016952566.1|DBIA	LOC6902221|XP_002133748.2|DPSE
OG0006075	LOC108023789|XP_016948916.1|DBIA	LOC117183168|XP_033237426.1|DPSE
OG0006076	LOC108023110|XP_016947865.1|DBIA	LOC4803948|XP_001360586.3|DPSE
OG0006077	LOC108030853|XP_016959484.1|DBIA	LOC4811862|XP_033241478.1|DPSE
OG0006078	LOC108030873|XP_016959517.1|DBIA	LOC4811936|XP_001352971.1|DPSE
OG0006079	LOC108028527|XP_016955907.1|DBIA	LOC4811991|XP_001353012.1|DPSE
OG0006080	LOC108030615|XP_016959098.1|DBIA	LOC4812194|XP_001353017.1|DPSE
OG0006081	LOC108036656|XP_016968424.1|DBIA	LOC4805111|XP_001361569.2|DPSE
OG0006082	LOC108036326|XP_016967828.1|DBIA	LOC4805113|XP_001361571.1|DPSE
OG0006083	LOC108035912|XP_016967172.1|DBIA	LOC4813535|XP_001353480.1|DPSE
OG0006084	LOC108030611|XP_016959092.1|DBIA	LOC4813272|XP_015042832.1|DPSE
OG0006085	LOC108030917|XP_016959600.1|DBIA	LOC6896688|XP_002136902.2|DPSE
OG0006086	LOC108030932|XP_016959616.1|DBIA	LOC4812507|XP_015043540.1|DPSE
OG0006087	LOC108036614|XP_016968366.1|DBIA	LOC6898432|XP_002138474.3|DPSE
OG0006088	LOC108028780|XP_016956248.1|DBIA	LOC4813107|XP_001353956.2|DPSE
OG0006089	LOC108032628|XP_016962061.1|DBIA	LOC4815870|XP_001355411.1|DPSE
OG0006090	LOC108035496|XP_016966638.1|DBIA	LOC6900026|XP_002135390.3|DPSE
OG0006091	LOC108035330|XP_016966397.1|DBIA	LOC4812367|XP_001352605.4|DPSE
OG0006092	LOC108033193|XP_016962926.1|DBIA	LOC4814499|XP_033240178.1|DPSE
OG0006093	LOC108036354|XP_016967919.1|DBIA	LOC4803875|XP_001360524.4|DPSE
OG0006094	LOC108030640|XP_016959140.1|DBIA	LOC4812180|XP_001352782.1|DPSE
OG0006095	LOC108036602|XP_016968353.1|DBIA	LOC6898532|XP_004444241.2|DPSE
OG0006096	LOC108022793|XP_016947411.1|DBIA	LOC4803965|XP_001360603.2|DPSE
OG0006097	LOC108028451|XP_016955778.1|DBIA	LOC4813040|XP_033238464.1|DPSE
OG0006098	LOC108036852|XP_016968713.1|DBIA	LOC4817266|XP_001356481.3|DPSE
OG0006099	LOC108030032|XP_016958079.1|DBIA	LOC4804989|XP_001361461.2|DPSE
OG0006100	LOC108022174|XP_016946507.1|DBIA	LOC4803617|XP_001360307.3|DPSE
OG0006101	LOC108034010|XP_016964229.1|DBIA	LOC117184171|XP_033236552.1|DPSE
OG0006102	LOC108026868|XP_016953542.1|DBIA	LOC6903884|XP_002136628.2|DPSE
OG0006103	LOC108025740|XP_016951817.1|DBIA	LOC4814697|XP_001354553.3|DPSE
OG0006104	LOC108022032|XP_016946366.1|DBIA	LOC4814480|XP_001355145.1|DPSE
OG0006105	LOC108022028|XP_016946363.1|DBIA	LOC4814479|XP_033238809.1|DPSE
OG0006106	LOC108030871|XP_016959513.1|DBIA	LOC4813760|XP_015042881.2|DPSE
OG0006107	LOC108022863|XP_016947529.1|DBIA	LOC4805532|XP_001361920.3|DPSE
OG0006108	LOC108023524|XP_016948566.1|DBIA	LOC4815655|XP_001355452.1|DPSE
OG0006109	LOC108030838|XP_016959456.1|DBIA	LOC4813482|XP_001353379.1|DPSE
OG0006110	LOC108035908|XP_016967164.1|DBIA	LOC4813707|XP_001353489.1|DPSE
OG0006111	LOC108022736|XP_016947314.1|DBIA	LOC4805514|XP_001361905.1|DPSE
OG0006112	LOC108026566|XP_016953006.1|DBIA	LOC4804312|XP_001360892.4|DPSE
OG0006113	LOC108035641|XP_016966835.1|DBIA	LOC4812189|XP_001352814.2|DPSE
OG0006114	LOC108026343|XP_016952737.1|DBIA	LOC4801167|XP_001358301.2|DPSE
OG0006115	LOC108023072|XP_016947812.1|DBIA	LOC6898178|XP_002138249.2|DPSE
OG0006116	LOC108030308|XP_016958633.1|DBIA	LOC4804146|XP_001360752.3|DPSE
OG0006117	LOC108022710|XP_016947273.1|DBIA	LOC4803899|XP_001360544.1|DPSE
OG0006118	LOC108036494|XP_016968174.1|DBIA	LOC4804190|XP_015039669.1|DPSE
OG0006119	LOC108029692|XP_016957642.1|DBIA	LOC4805152|XP_001361603.1|DPSE
OG0006120	LOC108023129|XP_016947888.1|DBIA	LOC4805361|XP_033233899.1|DPSE
OG0006121	LOC108030827|XP_016959434.1|DBIA	LOC4811926|XP_001352407.3|DPSE
OG0006122	LOC108024913|XP_016950597.1|DBIA	LOC6899872|XP_002135665.2|DPSE
OG0006123	LOC108023068|XP_016947805.1|DBIA	LOC4805599|XP_033233813.1|DPSE
OG0006124	LOC108026382|XP_016952791.1|DBIA	LOC4801719|XP_001358764.3|DPSE
OG0006125	LOC108035898|XP_016967145.1|DBIA	LOC4813189|XP_015043388.2|DPSE
OG0006126	LOC108028583|XP_016955981.1|DBIA	LOC6900083|XP_015043768.2|DPSE
OG0006127	LOC108030609|XP_016959090.1|DBIA	LOC4812856|XP_001353163.3|DPSE
OG0006128	LOC108030657|XP_016959168.1|DBIA	LOC4813035|XP_001353153.2|DPSE
OG0006129	LOC108030623|XP_016959115.1|DBIA	LOC4813455|XP_001353171.1|DPSE
OG0006130	LOC108030638|XP_016959137.1|DBIA	LOC4812951|XP_001353142.1|DPSE
OG0006131	LOC108030566|XP_016958955.1|DBIA	LOC4813388|XP_001353145.3|DPSE
OG0006132	LOC108030694|XP_016959219.1|DBIA	LOC4812819|XP_001353149.3|DPSE
OG0006133	LOC108030639|XP_016959138.1|DBIA	LOC4812973|XP_001353141.4|DPSE
OG0006134	LOC108030601|XP_016959074.1|DBIA	LOC4813677|XP_033237839.1|DPSE
OG0006135	LOC108030564|XP_016958951.1|DBIA	LOC4813604|XP_033239970.1|DPSE
OG0006136	LOC108035904|XP_016967158.1|DBIA	LOC4813188|XP_001354003.1|DPSE
OG0006137	LOC108034588|XP_016965010.1|DBIA	LOC4812818|XP_001353191.1|DPSE
OG0006138	LOC108029791|XP_016957791.1|DBIA	LOC4803579|XP_001360283.1|DPSE
OG0006139	LOC108029614|XP_016957488.1|DBIA	LOC4805038|XP_001361501.2|DPSE
OG0006140	LOC108026827|XP_016953487.1|DBIA	LOC6899063|XP_033234906.1|DPSE
OG0006141	LOC108036475|XP_016968145.1|DBIA	LOC4805688|XP_033233925.1|DPSE
OG0006142	LOC108035917|XP_016967182.1|DBIA	LOC4812295|XP_001352925.4|DPSE
OG0006143	LOC108028637|XP_016956050.1|DBIA	LOC6900528|XP_033241006.1|DPSE
OG0006144	LOC108034837|XP_016965446.1|DBIA	LOC4812312|XP_001352625.2|DPSE
OG0006145	LOC108034496|XP_016964891.1|DBIA	LOC4813047|XP_001354014.2|DPSE
OG0006146	LOC108036083|XP_016967521.1|DBIA	LOC4818134|XP_001357434.3|DPSE
OG0006147	LOC108031075|XP_016959769.1|DBIA	LOC4800604|XP_001357849.1|DPSE
OG0006148	LOC108028387|XP_016955688.1|DBIA	LOC4813291|XP_001353317.2|DPSE
OG0006149	LOC108028656|XP_016956071.1|DBIA	LOC4812782|XP_001353503.2|DPSE
OG0006150	LOC108028654|XP_016956069.1|DBIA	LOC4812783|XP_001353504.3|DPSE
OG0006151	LOC108034478|XP_016964864.1|DBIA	LOC4816851|XP_001356324.1|DPSE
OG0006152	LOC108026339|XP_016952732.1|DBIA	LOC4802118|XP_001359099.2|DPSE
OG0006153	LOC108036663|XP_016968434.1|DBIA	LOC4804187|XP_001360789.2|DPSE
OG0006154	LOC108026349|XP_016952744.1|DBIA	LOC4803216|XP_001359992.1|DPSE
OG0006155	LOC108031072|XP_016959767.1|DBIA	LOC6896827|XP_002137030.3|DPSE
OG0006156	LOC108031596|XP_016960663.1|DBIA	LOC4803025|XP_001359827.2|DPSE
OG0006157	LOC108026865|XP_016953540.1|DBIA	LOC4804284|XP_001360865.3|DPSE
OG0006158	LOC108035621|XP_016966799.1|DBIA	LOC4813057|XP_001353357.4|DPSE
OG0006159	LOC108023085|XP_016947827.1|DBIA	LOC4803879|XP_033234043.1|DPSE
OG0006160	LOC108026864|XP_016953539.1|DBIA	LOC4804285|XP_001360866.2|DPSE
OG0006161	LOC108036467|XP_016968131.1|DBIA	LOC4804516|XP_001361067.4|DPSE
OG0006162	LOC108024906|XP_016950566.1|DBIA	LOC26534304|XP_015044230.2|DPSE
OG0006163	LOC108022412|XP_016946788.1|DBIA	LOC4803885|XP_002138338.3|DPSE
OG0006165	LOC108030752|XP_016959288.1|DBIA	LOC4812854|XP_001353514.3|DPSE
OG0006166	LOC108032422|XP_016961731.1|DBIA	LOC4816939|XP_001356379.3|DPSE
OG0006167	LOC108026915|XP_016953614.1|DBIA	LOC5495513|XP_001362068.2|DPSE
OG0006168	LOC108028174|XP_016955358.1|DBIA	LOC4815031|XP_001354852.3|DPSE
OG0006169	LOC108032173|XP_016961519.1|DBIA	LOC4815421|XP_001355409.1|DPSE
OG0006170	LOC108026665|XP_016953201.1|DBIA	LOC4803777|XP_001360439.2|DPSE
OG0006171	LOC108034452|XP_016964826.1|DBIA	LOC6902476|XP_002133021.2|DPSE
OG0006172	LOC108028010|XP_016955128.1|DBIA	LOC4813051|XP_001353252.3|DPSE
OG0006173	LOC108027708|XP_016954746.1|DBIA, LOC108027714|XP_016954754.1|DBIA	LOC6903189|XP_002132888.2|DPSE
OG0006174	LOC108028045|XP_016955171.1|DBIA, LOC108028127|XP_016955269.1|DBIA	LOC4813126|XP_001353985.3|DPSE
OG0006175	LOC108022777|XP_016947380.1|DBIA	LOC117183602|XP_033233953.1|DPSE, LOC6898990|XP_002138950.1|DPSE, LOC6898991|XP_002138951.2|DPSE, LOC6898989|XP_002138949.1|DPSE
OG0006176	LOC108033539|XP_016963372.1|DBIA, LOC108033585|XP_016963419.1|DBIA	LOC6902625|XP_002133151.1|DPSE, LOC6903539|XP_002132414.1|DPSE
OG0006177	LOC108034726|XP_016965155.1|DBIA	LOC26532987|XP_015037664.2|DPSE, LOC6902948|XP_002132674.2|DPSE
OG0006178	LOC108022178|XP_016946519.1|DBIA, LOC108022219|XP_016946562.1|DBIA	LOC6899012|XP_002138967.2|DPSE
OG0006179	LOC108029877|XP_016957857.1|DBIA, LOC108027024|XP_016953707.1|DBIA	LOC6900459|XP_002134852.2|DPSE
OG0006181	LOC108031551|XP_016960582.1|DBIA	LOC4801010|XP_003736358.3|DPSE
OG0006182	LOC108031786|XP_016960988.1|DBIA	LOC4800608|XP_001357853.3|DPSE
OG0006183	LOC108031892|XP_016961149.1|DBIA	LOC4801649|XP_001358702.3|DPSE
OG0006184	LOC108032197|XP_016961542.1|DBIA	LOC4800972|XP_001358153.3|DPSE
OG0006185	LOC108026422|XP_016952840.1|DBIA	LOC4801522|XP_001358599.2|DPSE
OG0006186	LOC108032024|XP_016961323.1|DBIA	LOC6896977|XP_002137163.1|DPSE
OG0006187	LOC108025535|XP_016951553.1|DBIA	LOC4800407|XP_001357689.1|DPSE
OG0006188	LOC108023586|XP_016948673.1|DBIA	LOC4816081|XP_015041256.2|DPSE
OG0006189	LOC108023588|XP_016948680.1|DBIA	LOC4815772|XP_001355575.2|DPSE
OG0006190	LOC108031717|XP_016960875.1|DBIA	LOC4801290|XP_001358410.3|DPSE
OG0006191	LOC108024588|XP_016950085.1|DBIA	LOC4801171|XP_001358305.3|DPSE
OG0006192	LOC108023271|XP_016948045.1|DBIA	LOC4815505|XP_001355218.4|DPSE
OG0006193	LOC108023998|XP_016949227.1|DBIA	LOC4815081|XP_001355019.1|DPSE
OG0006194	LOC108025844|XP_016951998.1|DBIA	LOC4815030|XP_015042079.2|DPSE
OG0006195	LOC108026664|XP_016953197.1|DBIA	LOC4815955|XP_001355312.2|DPSE
OG0006196	LOC108032237|XP_016961589.1|DBIA	LOC6897474|XP_033241607.1|DPSE
OG0006197	LOC108035994|XP_016967346.1|DBIA	LOC6899784|XP_033237056.1|DPSE
OG0006198	LOC108023289|XP_016948070.1|DBIA	LOC6901448|XP_033240276.1|DPSE
OG0006199	LOC108026132|XP_016952335.1|DBIA	LOC4801380|XP_001358483.2|DPSE
OG0006200	LOC108024833|XP_016950456.1|DBIA	LOC4801198|XP_001358327.4|DPSE
OG0006201	LOC108035784|XP_016966994.1|DBIA	LOC6901018|XP_015042192.2|DPSE
OG0006202	LOC108035756|XP_016966943.1|DBIA	LOC4814264|XP_001354352.1|DPSE
OG0006203	LOC108033066|XP_016962716.1|DBIA	LOC4814543|XP_015041509.2|DPSE
OG0006204	LOC108024809|XP_016950421.1|DBIA	LOC6896742|XP_002136949.4|DPSE
OG0006205	LOC108023568|XP_016948649.1|DBIA	LOC4815540|XP_001355666.2|DPSE
OG0006206	LOC108025923|XP_016952102.1|DBIA	LOC4811754|XP_033240086.1|DPSE
OG0006207	LOC108033651|XP_016963575.1|DBIA	LOC4818009|XP_001357480.2|DPSE
OG0006208	LOC108029928|XP_016957915.1|DBIA	LOC4812573|XP_001352500.3|DPSE
OG0006209	LOC108024014|XP_016949262.1|DBIA	LOC4816012|XP_001355730.3|DPSE
OG0006210	LOC108023362|XP_016948234.1|DBIA	LOC6901607|XP_015041870.2|DPSE
OG0006211	LOC108032762|XP_016962247.1|DBIA	LOC4817139|XP_001356518.2|DPSE
OG0006212	LOC108032761|XP_016962245.1|DBIA	LOC4816881|XP_015035891.2|DPSE
OG0006213	LOC108024936|XP_016950624.1|DBIA	LOC4802773|XP_001359633.3|DPSE
OG0006214	LOC108025860|XP_016952017.1|DBIA	LOC4815329|XP_033239283.1|DPSE
OG0006215	LOC108028853|XP_016956326.1|DBIA	LOC6901969|XP_033240845.1|DPSE
OG0006216	LOC108025428|XP_016951404.1|DBIA	LOC4800733|XP_001357951.3|DPSE
OG0006217	LOC108023492|XP_016948509.1|DBIA	LOC4815135|XP_001354800.2|DPSE
OG0006218	LOC108032639|XP_016962074.1|DBIA	LOC4816541|XP_001356241.4|DPSE
OG0006219	LOC108023370|XP_016948263.1|DBIA	LOC4815430|XP_015041140.1|DPSE
OG0006220	LOC108028815|XP_016956291.1|DBIA	LOC6900789|XP_002135148.1|DPSE
OG0006221	LOC108025522|XP_016951533.1|DBIA	LOC4800714|XP_001357938.3|DPSE
OG0006222	LOC108025048|XP_016950793.1|DBIA	LOC4800712|XP_001357937.2|DPSE
OG0006223	LOC108027580|XP_016954583.1|DBIA	LOC4814859|XP_001355031.2|DPSE
OG0006224	LOC108023417|XP_016948379.1|DBIA	LOC6902245|XP_033241388.1|DPSE
OG0006225	LOC108036367|XP_016967943.1|DBIA	LOC4815390|XP_001354850.3|DPSE
OG0006226	LOC108036248|XP_016967746.1|DBIA	LOC6898687|XP_002138692.2|DPSE
OG0006227	LOC108032557|XP_016961930.1|DBIA	LOC6901211|XP_002133912.2|DPSE
OG0006228	LOC108026623|XP_016953124.1|DBIA	LOC4804127|XP_001360735.1|DPSE
OG0006229	LOC108035980|XP_016967296.1|DBIA	LOC26532627|XP_033237074.1|DPSE
OG0006230	LOC108024610|XP_016950118.1|DBIA	LOC4815765|XP_015041281.2|DPSE
OG0006231	LOC108023960|XP_016949155.1|DBIA	LOC4814684|XP_015041498.2|DPSE
OG0006232	LOC108025809|XP_016951941.1|DBIA	LOC6899744|XP_033237988.1|DPSE
OG0006233	LOC108025816|XP_016951956.1|DBIA	LOC6899177|XP_033239056.1|DPSE
OG0006234	LOC108024827|XP_016950447.1|DBIA	LOC4815928|XP_001355590.2|DPSE
OG0006235	LOC108027596|XP_016954603.1|DBIA	LOC6901618|XP_002134288.2|DPSE
OG0006236	LOC108026533|XP_016952973.1|DBIA	LOC6904037|XP_002136481.1|DPSE, LOC6901927|XP_033241305.1|DPSE
OG0006237	LOC108023238|XP_016948003.1|DBIA	LOC4815541|XP_001355667.1|DPSE
OG0006238	LOC108025853|XP_016952009.1|DBIA	LOC4814974|XP_015042013.2|DPSE
OG0006239	LOC108033352|XP_016963155.1|DBIA	LOC6901176|XP_002133877.2|DPSE
OG0006240	LOC108025414|XP_016951385.1|DBIA	LOC4800995|XP_033233145.1|DPSE
OG0006241	LOC108024826|XP_016950446.1|DBIA	LOC4815927|XP_001355589.3|DPSE
OG0006242	LOC108036242|XP_016967743.1|DBIA	LOC117184488|XP_033238219.1|DPSE
OG0006243	LOC108032123|XP_016961445.1|DBIA	LOC4801513|XP_001358592.3|DPSE
OG0006244	LOC108032005|XP_016961292.1|DBIA	LOC4800706|XP_001357931.1|DPSE
OG0006245	LOC108031635|XP_016960731.1|DBIA	LOC4801668|XP_001358720.3|DPSE
OG0006246	LOC108025737|XP_016951814.1|DBIA	LOC4814985|XP_001354662.2|DPSE
OG0006247	LOC108026393|XP_016952843.1|DBIA, LOC108036394|XP_016967995.1|DBIA	LOC4805012|XP_033235070.1|DPSE
OG0006248	LOC108032153|XP_016961488.1|DBIA	LOC6896949|XP_002137134.2|DPSE
OG0006249	LOC108027848|XP_016954929.1|DBIA	LOC4817582|XP_001356986.3|DPSE
OG0006250	LOC108033104|XP_016962793.1|DBIA	LOC6902298|XP_015041368.1|DPSE
OG0006251	LOC108025508|XP_016951519.1|DBIA	LOC4800745|XP_001357962.2|DPSE
OG0006252	LOC108027403|XP_016954330.1|DBIA	LOC4800744|XP_001357961.1|DPSE
OG0006253	LOC108025736|XP_016951813.1|DBIA	LOC6901287|XP_002133988.2|DPSE
OG0006254	LOC108033950|XP_016964130.1|DBIA	LOC26533661|XP_033238615.1|DPSE
OG0006255	LOC108031972|XP_016961255.1|DBIA	LOC4800930|XP_001358117.3|DPSE
OG0006256	LOC108033076|XP_016962734.1|DBIA	LOC6902191|XP_002133718.1|DPSE
OG0006257	LOC108023506|XP_016948534.1|DBIA	LOC4814405|XP_015042211.2|DPSE
OG0006258	LOC108033133|XP_016962845.1|DBIA	LOC6902319|XP_033239609.1|DPSE
OG0006259	LOC108031326|XP_016960065.1|DBIA	LOC4801647|XP_001358700.2|DPSE
OG0006260	LOC108023507|XP_016948536.1|DBIA	LOC4815233|XP_001354734.2|DPSE
OG0006261	LOC108034290|XP_016964639.1|DBIA	LOC4817796|XP_033235975.1|DPSE
OG0006262	LOC108027601|XP_016954611.1|DBIA	LOC4814394|XP_001354420.3|DPSE
OG0006263	LOC108024226|XP_016949587.1|DBIA	LOC4814726|XP_001354541.1|DPSE
OG0006264	LOC108023186|XP_016947917.1|DBIA	LOC6901162|XP_015041432.2|DPSE
OG0006265	LOC108036508|XP_016968200.1|DBIA	LOC4803873|XP_001360522.2|DPSE
OG0006266	LOC108023342|XP_016948172.1|DBIA	LOC4814608|XP_033240728.1|DPSE
OG0006267	LOC108033150|XP_016962864.1|DBIA	LOC4814838|XP_015041610.2|DPSE
OG0006268	LOC108026802|XP_016953453.1|DBIA	LOC4804458|XP_001361017.3|DPSE
OG0006269	LOC108031896|XP_016961152.1|DBIA	LOC4800352|XP_001357562.2|DPSE
OG0006270	LOC108027522|XP_016954454.1|DBIA	LOC6901072|XP_002134551.1|DPSE
OG0006271	LOC108032091|XP_016961406.1|DBIA	LOC4801021|XP_001358191.2|DPSE
OG0006272	LOC108024009|XP_016949243.1|DBIA	LOC4814676|XP_015041493.2|DPSE
OG0006273	LOC108030403|XP_016958777.1|DBIA	LOC4803413|XP_001360160.1|DPSE
OG0006274	LOC108035662|XP_016966899.1|DBIA	LOC4815724|XP_001355531.4|DPSE
OG0006275	LOC108025849|XP_016952001.1|DBIA	LOC4815090|XP_001354643.3|DPSE
OG0006276	LOC108027940|XP_016955061.1|DBIA	LOC4814136|XP_033238481.1|DPSE
OG0006277	LOC108027358|XP_016954269.1|DBIA	LOC6897155|XP_015037205.2|DPSE
OG0006278	LOC108023253|XP_016948023.1|DBIA	LOC4816093|XP_001355726.4|DPSE
OG0006279	LOC108025795|XP_016951919.1|DBIA	LOC4814444|XP_033238032.1|DPSE
OG0006280	LOC108028881|XP_016956378.1|DBIA	LOC6901882|XP_015040930.2|DPSE
OG0006281	LOC108028882|XP_016956382.1|DBIA	LOC4815455|XP_033237587.1|DPSE
OG0006282	LOC108024683|XP_016950249.1|DBIA	LOC4814597|XP_001354955.4|DPSE
OG0006283	LOC108024532|XP_016949987.1|DBIA	LOC4801562|XP_001358634.3|DPSE
OG0006284	LOC108035516|XP_016966668.1|DBIA	LOC4812239|XP_001352539.2|DPSE
OG0006285	LOC108024950|XP_016950673.1|DBIA	LOC4802732|XP_001359595.3|DPSE
OG0006286	LOC108025512|XP_016951534.1|DBIA	LOC4801455|XP_001358549.4|DPSE
OG0006287	LOC108025942|XP_016952129.1|DBIA	LOC4815165|XP_001354808.1|DPSE
OG0006288	LOC108025069|XP_016950816.1|DBIA	LOC6896687|XP_002136901.2|DPSE
OG0006289	LOC108024171|XP_016949485.1|DBIA	LOC4801431|XP_001358526.2|DPSE
OG0006290	LOC108023392|XP_016948302.1|DBIA	LOC4815377|XP_001354985.2|DPSE
OG0006291	LOC108036761|XP_016968582.1|DBIA	LOC4816569|XP_001355916.1|DPSE
OG0006292	LOC108024703|XP_016950273.1|DBIA	LOC4815462|XP_033237570.1|DPSE
OG0006293	LOC108028909|XP_016956420.1|DBIA	LOC4813625|XP_001353650.3|DPSE
OG0006294	LOC108023997|XP_016949226.1|DBIA	LOC6901629|XP_015041906.2|DPSE
OG0006295	LOC108023596|XP_016948691.1|DBIA	LOC4816023|XP_001355717.2|DPSE
OG0006296	LOC108024163|XP_016949465.1|DBIA	LOC4814634|XP_001355013.2|DPSE
OG0006297	LOC108023497|XP_016948518.1|DBIA	LOC6901911|XP_015040996.2|DPSE
OG0006298	LOC108024044|XP_016949309.1|DBIA	LOC4815050|XP_001355020.3|DPSE
OG0006299	LOC108025705|XP_016951736.1|DBIA	LOC6901632|XP_015041908.2|DPSE
OG0006300	LOC108025810|XP_016951946.1|DBIA	LOC4815007|XP_001354637.3|DPSE
OG0006301	LOC108025882|XP_016952046.1|DBIA	LOC4814681|XP_001354943.3|DPSE
OG0006302	LOC108025813|XP_016951950.1|DBIA	LOC4814692|XP_033237999.1|DPSE
OG0006303	LOC108030138|XP_016958342.1|DBIA	LOC6898043|XP_002138131.2|DPSE
OG0006304	LOC108024654|XP_016950202.1|DBIA	LOC6896832|XP_002137035.3|DPSE
OG0006305	LOC108024660|XP_016950211.1|DBIA	LOC4800621|XP_033240324.1|DPSE
OG0006306	LOC108026201|XP_016952488.1|DBIA	LOC4802125|XP_033233101.1|DPSE
OG0006307	LOC108023875|XP_016949044.1|DBIA	LOC4801938|XP_001358955.5|DPSE
OG0006308	LOC108033164|XP_016962885.1|DBIA	LOC4814215|XP_001354335.2|DPSE
OG0006309	LOC108023983|XP_016949200.1|DBIA	LOC4815902|XP_001355597.3|DPSE
OG0006310	LOC108027344|XP_016954251.1|DBIA	LOC4801485|XP_001358568.4|DPSE
OG0006311	LOC108023902|XP_016949077.1|DBIA	LOC4815710|XP_001355550.4|DPSE
OG0006312	LOC108024050|XP_016949316.1|DBIA	LOC4815761|XP_001355549.3|DPSE
OG0006313	LOC108023792|XP_016948920.1|DBIA	LOC4815277|XP_001354527.3|DPSE
OG0006314	LOC108032987|XP_016962554.1|DBIA	LOC4811743|XP_001352315.2|DPSE
OG0006315	LOC108025308|XP_016951195.1|DBIA	LOC4800343|XP_003736198.2|DPSE
