Orthogroup	DBIA.longest_only	ASTE.longest_only
OG0003015	LOC108025910|XP_016952084.1|DBIA	LOC118517593|XP_035919767.1|ASTE
OG0003016	LOC108034884|XP_016965581.1|DBIA	LOC118507618|XP_035902227.1|ASTE
OG0003017	LOC108032940|XP_016962502.1|DBIA	LOC118507117|XP_035901015.1|ASTE
OG0003018	LOC108024405|XP_016949806.1|DBIA	LOC118504863|XP_035895792.1|ASTE
OG0003019	LOC108034983|XP_016965799.1|DBIA	LOC118504701|XP_035895423.1|ASTE
OG0003020	LOC108031899|XP_016961155.1|DBIA	LOC118504702|XP_035895427.1|ASTE
OG0003021	LOC108032102|XP_016961420.1|DBIA	LOC118517213|XP_035919084.1|ASTE, LOC118504566|XP_035895074.1|ASTE
OG0003022	LOC108034864|XP_016965532.1|DBIA	LOC118505859|XP_035898132.1|ASTE
OG0003023	LOC108024246|XP_016949617.1|DBIA	LOC118504933|XP_035895919.1|ASTE
OG0003024	LOC108035279|XP_016966331.1|DBIA	LOC118503014|XP_035891725.1|ASTE
OG0003025	LOC108032857|XP_016962347.1|DBIA	LOC118505479|XP_035897186.1|ASTE
OG0003026	LOC108032863|XP_016962352.1|DBIA	LOC118505478|XP_035897184.1|ASTE
OG0003027	LOC108026276|XP_016952628.1|DBIA	LOC118502473|XP_035890598.1|ASTE
OG0003028	LOC108035612|XP_016966787.1|DBIA	LOC118506667|XP_035899990.1|ASTE
OG0003029	LOC108028952|XP_016956483.1|DBIA	LOC118506662|XP_035899975.1|ASTE
OG0003030	LOC108027302|XP_016954183.1|DBIA	LOC118506579|XP_035899829.1|ASTE
OG0003031	LOC108027533|XP_016954465.1|DBIA	LOC118517097|XP_035918847.1|ASTE, LOC118503681|XP_035893116.1|ASTE
OG0003032	LOC108027717|XP_016954756.1|DBIA	LOC118506339|XP_035899215.1|ASTE
OG0003033	LOC108034519|XP_016964931.1|DBIA	LOC118502611|XP_035890871.1|ASTE
OG0003034	LOC108026278|XP_016952631.1|DBIA	LOC118508527|XP_035904293.1|ASTE
OG0003035	LOC108025289|XP_016951162.1|DBIA	LOC118505722|XP_035897796.1|ASTE, LOC118505705|XP_035897751.1|ASTE
OG0003036	LOC108035517|XP_016966672.1|DBIA	LOC118505721|XP_035897795.1|ASTE, LOC118505704|XP_035897750.1|ASTE
OG0003037	LOC108030652|XP_016959159.1|DBIA	LOC118507046|XP_035900898.1|ASTE
OG0003038	LOC108022215|XP_016946558.1|DBIA	LOC118505098|XP_035896294.1|ASTE
OG0003039	LOC108034300|XP_016964652.1|DBIA	LOC118511259|XP_035910022.1|ASTE
OG0003040	LOC108034813|XP_016965347.1|DBIA	LOC118506984|XP_035900745.1|ASTE
OG0003041	LOC108035324|XP_016966388.1|DBIA	LOC118502434|XP_035890555.1|ASTE
OG0003042	LOC108026240|XP_016952565.1|DBIA	LOC118503567|XP_035892875.1|ASTE
OG0003043	LOC108025423|XP_016951396.1|DBIA	LOC118502736|XP_035891193.1|ASTE
OG0003044	LOC108029563|XP_016957403.1|DBIA	LOC118502683|XP_035891085.1|ASTE
OG0003045	LOC108025417|XP_016951387.1|DBIA	LOC118502739|XP_035891196.1|ASTE
OG0003046	LOC108024845|XP_016950472.1|DBIA	LOC118506834|XP_035900439.1|ASTE
OG0003047	LOC108024846|XP_016950473.1|DBIA	LOC118506838|XP_035900444.1|ASTE
OG0003048	LOC108022867|XP_016947535.1|DBIA	LOC118506434|XP_035899447.1|ASTE
OG0003049	LOC108032206|XP_016961555.1|DBIA	LOC118504598|XP_035895156.1|ASTE
OG0003050	LOC108025356|XP_016951305.1|DBIA	LOC118506186|XP_035898867.1|ASTE, LOC118515265|XP_035917844.1|ASTE
OG0003051	LOC108035589|XP_016966748.1|DBIA	LOC118504762|XP_035895583.1|ASTE
OG0003052	LOC108027173|XP_016953946.1|DBIA	LOC118502355|XP_035890435.1|ASTE
OG0003053	LOC108027429|XP_016954364.1|DBIA	LOC118506725|XP_035900149.1|ASTE
OG0003054	LOC108027281|XP_016954158.1|DBIA	LOC118506724|XP_035900148.1|ASTE
OG0003055	LOC108024611|XP_016950121.1|DBIA	LOC118507668|XP_035902344.1|ASTE
OG0003056	LOC108033159|XP_016962877.1|DBIA	LOC118506540|XP_035899720.1|ASTE
OG0003057	LOC108036912|XP_016968807.1|DBIA	LOC118503268|XP_035892221.1|ASTE
OG0003058	LOC108036541|XP_016968253.1|DBIA	LOC118508536|XP_035904308.1|ASTE
OG0003059	LOC108024201|XP_016949540.1|DBIA	LOC118503183|XP_035892052.1|ASTE
OG0003060	LOC108026811|XP_016953465.1|DBIA	LOC118502588|XP_035890832.1|ASTE
OG0003061	LOC108025802|XP_016951935.1|DBIA	LOC118506557|XP_035899770.1|ASTE
OG0003062	LOC108032101|XP_016961419.1|DBIA	LOC118505986|XP_035898441.1|ASTE
OG0003063	LOC108030832|XP_016959443.1|DBIA	LOC118507614|XP_035902218.1|ASTE
OG0003064	LOC108023356|XP_016948222.1|DBIA	LOC118507717|XP_035902507.1|ASTE
OG0003065	LOC108027471|XP_016954405.1|DBIA	LOC118504334|XP_035894570.1|ASTE
OG0003066	LOC108025372|XP_016951329.1|DBIA	LOC118507959|XP_035903179.1|ASTE
OG0003067	LOC108024524|XP_016949975.1|DBIA	LOC118507947|XP_035903165.1|ASTE
OG0003068	LOC108025163|XP_016950928.1|DBIA	LOC118502414|XP_035890531.1|ASTE
OG0003069	LOC108022697|XP_016947260.1|DBIA	LOC118502792|XP_035891285.1|ASTE
OG0003070	LOC108032688|XP_016962153.1|DBIA	LOC118502794|XP_035891289.1|ASTE
OG0003071	LOC108028442|XP_016955765.1|DBIA	LOC118505698|XP_035897738.1|ASTE, LOC118505719|XP_035897793.1|ASTE
OG0003072	LOC108031655|XP_016960779.1|DBIA	LOC118506554|XP_035899755.1|ASTE
OG0003073	LOC108031657|XP_016960780.1|DBIA	LOC118506556|XP_035899766.1|ASTE
OG0003074	LOC108029187|XP_016956848.1|DBIA	LOC118502570|XP_035890785.1|ASTE
OG0003075	LOC108032937|XP_016962503.1|DBIA	LOC118506701|XP_035900081.1|ASTE
OG0003076	LOC108035197|XP_016966180.1|DBIA	LOC118504741|XP_035895515.1|ASTE
OG0003077	LOC108025198|XP_016950994.1|DBIA	LOC118505137|XP_035896370.1|ASTE
OG0003078	LOC108026180|XP_016952443.1|DBIA	LOC118502804|XP_035891318.1|ASTE
OG0003079	LOC108031827|XP_016961050.1|DBIA	LOC118502819|XP_035891364.1|ASTE
OG0003080	LOC108026428|XP_016952852.1|DBIA	LOC118502765|XP_035891242.1|ASTE
OG0003081	LOC108024854|XP_016950485.1|DBIA	LOC118507684|XP_035902378.1|ASTE
OG0003082	LOC108027378|XP_016954297.1|DBIA	LOC118507683|XP_035902376.1|ASTE
OG0003083	LOC108025468|XP_016951461.1|DBIA	LOC118508351|XP_035903939.1|ASTE
OG0003084	LOC108027180|XP_016953957.1|DBIA	LOC118506417|XP_035899399.1|ASTE
OG0003085	LOC108027044|XP_016953733.1|DBIA	LOC118506420|XP_035899411.1|ASTE
OG0003086	LOC108027153|XP_016953863.1|DBIA	LOC118506424|XP_035899414.1|ASTE
OG0003087	LOC108034978|XP_016965785.1|DBIA	LOC118506384|XP_035899311.1|ASTE
OG0003088	LOC108032913|XP_016962466.1|DBIA	LOC118506263|XP_035899057.1|ASTE
OG0003089	LOC108031648|XP_016960767.1|DBIA	LOC118504864|XP_035895794.1|ASTE
OG0003090	LOC108026321|XP_016952699.1|DBIA	LOC118508381|XP_035904010.1|ASTE
OG0003091	LOC108024509|XP_016949945.1|DBIA	LOC118503617|XP_035892995.1|ASTE
OG0003092	LOC108027430|XP_016954365.1|DBIA	LOC118503619|XP_035892997.1|ASTE
OG0003093	LOC108036397|XP_016968003.1|DBIA	LOC118504317|XP_035894529.1|ASTE
OG0003094	LOC108033205|XP_016962941.1|DBIA	LOC118505104|XP_035896300.1|ASTE
OG0003095	LOC108033166|XP_016962887.1|DBIA	LOC118505858|XP_035898131.1|ASTE
OG0003096	LOC108030199|XP_016958445.1|DBIA	LOC118505004|XP_035896083.1|ASTE
OG0003097	LOC108025411|XP_016951382.1|DBIA	LOC118504994|XP_035896065.1|ASTE
OG0003098	LOC108023428|XP_016948405.1|DBIA	LOC118502565|XP_035890780.1|ASTE
OG0003099	LOC108024568|XP_016950056.1|DBIA	LOC118506858|XP_035900481.1|ASTE
OG0003100	LOC108023628|XP_016948728.1|DBIA	LOC118511396|XP_035910323.1|ASTE
OG0003101	LOC108026207|XP_016952498.1|DBIA	LOC118504231|XP_035894341.1|ASTE
OG0003102	LOC108025523|XP_016951535.1|DBIA	LOC118504235|XP_035894350.1|ASTE
OG0003103	LOC108024689|XP_016950254.1|DBIA	LOC118504233|XP_035894345.1|ASTE
OG0003104	LOC108035958|XP_016967255.1|DBIA	LOC118503643|XP_035893040.1|ASTE
OG0003106	LOC108026491|XP_016952929.1|DBIA, LOC108026490|XP_016952928.1|DBIA, LOC108026489|XP_016952927.1|DBIA	LOC118511897|XP_035911421.1|ASTE
OG0003107	LOC108026245|XP_016952579.1|DBIA	LOC118517700|XP_035920018.1|ASTE
OG0003108	LOC108025830|XP_016951976.1|DBIA	LOC118517699|XP_035920016.1|ASTE
OG0003109	LOC108024034|XP_016949296.1|DBIA	LOC118517704|XP_035920032.1|ASTE
OG0003110	LOC108022774|XP_016947377.1|DBIA	LOC118512404|XP_035912683.1|ASTE
OG0003111	LOC108028332|XP_016955604.1|DBIA	LOC118504877|XP_035895822.1|ASTE
OG0003112	LOC108025226|XP_016951065.1|DBIA	LOC118506017|XP_035898496.1|ASTE
OG0003114	LOC108029628|XP_016957509.1|DBIA	LOC118504071|XP_035894010.1|ASTE
OG0003115	LOC108023130|XP_016947889.1|DBIA	LOC118507277|XP_035901475.1|ASTE
OG0003116	LOC108022902|XP_016947596.1|DBIA	LOC118506318|XP_035899161.1|ASTE
OG0003117	LOC108028036|XP_016955162.1|DBIA	LOC118517631|XP_035919835.1|ASTE
OG0003118	LOC108030617|XP_016959103.1|DBIA	LOC118503999|XP_035893843.1|ASTE
OG0003119	LOC108030691|XP_016959215.1|DBIA	LOC118504000|XP_035893848.1|ASTE
OG0003120	LOC108026663|XP_016953191.1|DBIA	LOC118504022|XP_035893885.1|ASTE
OG0003121	LOC108025933|XP_016952119.1|DBIA	LOC118507606|XP_035902173.1|ASTE
OG0003122	LOC108029651|XP_016957564.1|DBIA	LOC118503541|XP_035892833.1|ASTE
OG0003123	LOC108035482|XP_016966621.1|DBIA	LOC118503415|XP_035892543.1|ASTE
OG0003124	LOC108022728|XP_016947301.1|DBIA	LOC118505375|XP_035896971.1|ASTE
OG0003125	LOC108034958|XP_016965739.1|DBIA	LOC118503717|XP_035893175.1|ASTE
OG0003126	LOC108026773|XP_016953406.1|DBIA	LOC118505965|XP_035898394.1|ASTE
OG0003127	LOC108026557|XP_016952997.1|DBIA	LOC118505964|XP_035898393.1|ASTE
OG0003128	LOC108035539|XP_016966695.1|DBIA	LOC118507159|XP_035901102.1|ASTE
OG0003129	LOC108022629|XP_016947166.1|DBIA	LOC118508022|XP_035903304.1|ASTE
OG0003130	LOC108030247|XP_016958542.1|DBIA	LOC118517221|XP_035919100.1|ASTE, LOC118505275|XP_035896739.1|ASTE
OG0003131	LOC108036611|XP_016968362.1|DBIA	LOC118508565|XP_035904357.1|ASTE
OG0003132	LOC108031083|XP_016959778.1|DBIA	LOC118506379|XP_035899304.1|ASTE
OG0003133	LOC108026492|XP_016952930.1|DBIA	LOC118506165|XP_035898829.1|ASTE
OG0003134	LOC108030148|XP_016958357.1|DBIA	LOC118504192|XP_035894261.1|ASTE
OG0003135	LOC108028417|XP_016955727.1|DBIA	LOC118517646|XP_035919865.1|ASTE
OG0003136	LOC108030888|XP_016959544.1|DBIA	LOC118508238|XP_035903741.1|ASTE
OG0003137	LOC108023093|XP_016947842.1|DBIA	LOC118507412|XP_035901766.1|ASTE
OG0003138	LOC108026712|XP_016953303.1|DBIA	LOC118503958|XP_035893738.1|ASTE
OG0003139	LOC108030919|XP_016959603.1|DBIA	LOC118505373|XP_035896969.1|ASTE
OG0003140	LOC108029658|XP_016957574.1|DBIA	LOC118505352|XP_035896916.1|ASTE
OG0003141	LOC108022860|XP_016947525.1|DBIA	LOC118506867|XP_035900496.1|ASTE
OG0003142	LOC108036906|XP_016968782.1|DBIA	LOC118505783|XP_035897972.1|ASTE
OG0003143	LOC108035590|XP_016966749.1|DBIA	LOC118504001|XP_035893850.1|ASTE
OG0003144	LOC108026619|XP_016953093.1|DBIA	LOC118503919|XP_035893618.1|ASTE
OG0003145	LOC108030186|XP_016958423.1|DBIA	LOC118503940|XP_035893706.1|ASTE
OG0003146	LOC108030090|XP_016958216.1|DBIA	LOC118505974|XP_035898415.1|ASTE
OG0003147	LOC108034951|XP_016965724.1|DBIA	LOC118504137|XP_035894118.1|ASTE
OG0003148	LOC108028393|XP_016955695.1|DBIA	LOC118516522|XP_035918349.1|ASTE, LOC118506088|XP_035898661.1|ASTE
OG0003149	LOC108023607|XP_016948703.1|DBIA	LOC118506086|XP_035898658.1|ASTE, LOC118516519|XP_035918347.1|ASTE
OG0003150	LOC108026646|XP_016953161.1|DBIA	LOC118516331|XP_035918025.1|ASTE, LOC118506060|XP_035898595.1|ASTE
OG0003151	LOC108034086|XP_016964341.1|DBIA	LOC118506043|XP_035898566.1|ASTE, LOC118516405|XP_035918161.1|ASTE
OG0003152	LOC108022891|XP_016947578.1|DBIA	LOC118508173|XP_035903615.1|ASTE
OG0003153	LOC108026964|XP_016953668.1|DBIA	LOC118508167|XP_035903608.1|ASTE
OG0003154	LOC108026215|XP_016952520.1|DBIA	LOC118504370|XP_035894667.1|ASTE
OG0003155	LOC108029702|XP_016957658.1|DBIA	LOC118507607|XP_035902176.1|ASTE
OG0003156	LOC108022964|XP_016947672.1|DBIA	LOC118507298|XP_035901555.1|ASTE
OG0003157	LOC108027930|XP_016955047.1|DBIA	LOC118506089|XP_035898662.1|ASTE
OG0003158	LOC108029715|XP_016957679.1|DBIA	LOC118506300|XP_035899139.1|ASTE
OG0003159	LOC108036640|XP_016968402.1|DBIA	LOC118504781|XP_035895616.1|ASTE
OG0003160	LOC108036427|XP_016968044.1|DBIA	LOC118504779|XP_035895612.1|ASTE
OG0003161	LOC108036261|XP_016967761.1|DBIA	LOC118506030|XP_035898541.1|ASTE
OG0003162	LOC108029408|XP_016957130.1|DBIA	LOC118503539|XP_035892831.1|ASTE
OG0003163	LOC108028118|XP_016955276.1|DBIA	LOC118508094|XP_035903466.1|ASTE
OG0003164	LOC108035500|XP_016966647.1|DBIA	LOC118504879|XP_035895827.1|ASTE
OG0003165	LOC108036446|XP_016968075.1|DBIA	LOC118505925|XP_035898314.1|ASTE
OG0003166	LOC108023051|XP_016947783.1|DBIA	LOC118505924|XP_035898313.1|ASTE
OG0003167	LOC108030216|XP_016958474.1|DBIA	LOC118503433|XP_035892570.1|ASTE
OG0003168	LOC108031548|XP_016960573.1|DBIA	LOC118510919|XP_035909218.1|ASTE
OG0003169	LOC108034179|XP_016964485.1|DBIA	LOC118510931|XP_035909243.1|ASTE
OG0003170	LOC108022504|XP_016946955.1|DBIA	LOC118508143|XP_035903562.1|ASTE
OG0003171	LOC108022647|XP_016947192.1|DBIA	LOC118503729|XP_035893235.1|ASTE
OG0003172	LOC108031713|XP_016960867.1|DBIA	LOC118506345|XP_035899222.1|ASTE
OG0003173	LOC108032931|XP_016962490.1|DBIA	LOC118507306|XP_035901573.1|ASTE
OG0003174	LOC108024750|XP_016950345.1|DBIA	LOC118504133|XP_035894114.1|ASTE
OG0003175	LOC108022772|XP_016947369.1|DBIA	LOC118503602|XP_035892960.1|ASTE
OG0003176	LOC108036056|XP_016967487.1|DBIA	LOC118504006|XP_035893855.1|ASTE
OG0003177	LOC108023014|XP_016947736.1|DBIA	LOC118503445|XP_035892603.1|ASTE
OG0003178	LOC108022720|XP_016947294.1|DBIA	LOC118503441|XP_035892598.1|ASTE
OG0003179	LOC108023007|XP_016947729.1|DBIA	LOC118507190|XP_035901156.1|ASTE
OG0003180	LOC108030399|XP_016958772.1|DBIA	LOC118517355|XP_035919248.1|ASTE, LOC118507424|XP_035901787.1|ASTE
OG0003181	LOC108036919|XP_016968820.1|DBIA	LOC118517349|XP_035919242.1|ASTE, LOC118507425|XP_035901788.1|ASTE
OG0003182	LOC108029788|XP_016957787.1|DBIA	LOC118506295|XP_035899120.1|ASTE, LOC118517211|XP_035919074.1|ASTE
OG0003183	LOC108029473|XP_016957217.1|DBIA	LOC118505994|XP_035898460.1|ASTE
OG0003184	LOC108030703|XP_016959232.1|DBIA	LOC118508031|XP_035903325.1|ASTE
OG0003185	LOC108029624|XP_016957505.1|DBIA	LOC118517697|XP_035920014.1|ASTE
OG0003186	LOC108026561|XP_016953000.1|DBIA	LOC118508398|XP_035904053.1|ASTE
OG0003187	LOC108027866|XP_016954968.1|DBIA	LOC118505946|XP_035898363.1|ASTE
OG0003188	LOC108024743|XP_016950335.1|DBIA	LOC118507282|XP_035901486.1|ASTE
OG0003189	LOC108028782|XP_016956250.1|DBIA	LOC118508122|XP_035903522.1|ASTE
OG0003190	LOC108022692|XP_016947253.1|DBIA	LOC118506319|XP_035899163.1|ASTE
OG0003191	LOC108030591|XP_016959054.1|DBIA	LOC118504159|XP_035894185.1|ASTE
OG0003192	LOC108034962|XP_016965758.1|DBIA	LOC118517669|XP_035919941.1|ASTE
OG0003193	LOC108033862|XP_016963990.1|DBIA	LOC118503244|XP_035892158.1|ASTE
OG0003194	LOC108035464|XP_016966599.1|DBIA	LOC118503171|XP_035892029.1|ASTE
OG0003195	LOC108031755|XP_016960949.1|DBIA	LOC118517301|XP_035919181.1|ASTE, LOC118517300|XP_035919180.1|ASTE, LOC118503199|XP_035892077.1|ASTE
OG0003196	LOC108028020|XP_016955144.1|DBIA	LOC118517307|XP_035919185.1|ASTE, LOC118517298|XP_035919178.1|ASTE, LOC118503198|XP_035892076.1|ASTE
OG0003197	LOC108035068|XP_016965949.1|DBIA	LOC118503696|XP_035893140.1|ASTE
OG0003198	LOC108033716|XP_016963738.1|DBIA	LOC118507610|XP_035902179.1|ASTE, LOC118506241|XP_035898996.1|ASTE
OG0003199	LOC108029001|XP_016956537.1|DBIA	LOC118505877|XP_035898196.1|ASTE
OG0003200	LOC108021928|XP_016946240.1|DBIA	LOC118504177|XP_035894220.1|ASTE
OG0003201	LOC108036903|XP_016968775.1|DBIA	LOC118507382|XP_035901722.1|ASTE
OG0003202	LOC108034953|XP_016965729.1|DBIA	LOC118503060|XP_035891820.1|ASTE
OG0003203	LOC108030029|XP_016958064.1|DBIA	LOC118503859|XP_035893472.1|ASTE
OG0003204	LOC108031448|XP_016960369.1|DBIA	LOC118508044|XP_035903346.1|ASTE
OG0003205	LOC108026809|XP_016953461.1|DBIA	LOC118507413|XP_035901769.1|ASTE
OG0003206	LOC108036259|XP_016967759.1|DBIA	LOC118507201|XP_035901176.1|ASTE
OG0003207	LOC108026327|XP_016952710.1|DBIA	LOC118517654|XP_035919874.1|ASTE
OG0003208	LOC108035487|XP_016966627.1|DBIA	LOC118503727|XP_035893230.1|ASTE
OG0003209	LOC108036636|XP_016968399.1|DBIA	LOC118516523|XP_035918350.1|ASTE, LOC118506082|XP_035898655.1|ASTE
OG0003210	LOC108026051|XP_016952234.1|DBIA	LOC118506156|XP_035898819.1|ASTE
OG0003211	LOC108026925|XP_016953625.1|DBIA	LOC118504839|XP_035895736.1|ASTE
OG0003212	LOC108031820|XP_016961040.1|DBIA	LOC118509589|XP_035906255.1|ASTE
OG0003213	LOC108036415|XP_016968030.1|DBIA	LOC118503049|XP_035891777.1|ASTE
OG0003214	LOC108030128|XP_016958320.1|DBIA	LOC118504049|XP_035893946.1|ASTE
OG0003215	LOC108036250|XP_016967748.1|DBIA	LOC118504120|XP_035894103.1|ASTE
OG0003216	LOC108029568|XP_016957413.1|DBIA	LOC118504053|XP_035893974.1|ASTE
OG0003217	LOC108029770|XP_016957767.1|DBIA	LOC118503357|XP_035892441.1|ASTE
OG0003218	LOC108028515|XP_016955886.1|DBIA	LOC118503837|XP_035893439.1|ASTE
OG0003219	LOC108034961|XP_016965757.1|DBIA	LOC118503830|XP_035893429.1|ASTE
OG0003220	LOC108033972|XP_016964175.1|DBIA	LOC118503779|XP_035893344.1|ASTE
OG0003221	LOC108033071|XP_016962727.1|DBIA	LOC118503920|XP_035893626.1|ASTE
OG0003222	LOC108029660|XP_016957576.1|DBIA	LOC118503515|XP_035892760.1|ASTE
OG0003223	LOC108030438|XP_016958816.1|DBIA	LOC118506132|XP_035898759.1|ASTE
OG0003224	LOC108022818|XP_016947444.1|DBIA	LOC118503742|XP_035893267.1|ASTE
OG0003225	LOC108033482|XP_016963310.1|DBIA	LOC118511749|XP_035911107.1|ASTE
OG0003226	LOC108036224|XP_016967704.1|DBIA	LOC118511995|XP_035911625.1|ASTE
OG0003250	LOC108031610|XP_016960689.1|DBIA	LOC118511800|XP_035911228.1|ASTE
OG0003251	LOC108025503|XP_016951512.1|DBIA	LOC118508133|XP_035903532.1|ASTE
OG0003252	LOC108031784|XP_016960987.1|DBIA	LOC118504996|XP_035896069.1|ASTE
OG0003253	LOC108027386|XP_016954310.1|DBIA	LOC118517356|XP_035919260.1|ASTE
OG0003254	LOC108027054|XP_016953752.1|DBIA	LOC118510726|XP_035908831.1|ASTE
OG0003255	LOC108025047|XP_016950791.1|DBIA	LOC118504518|XP_035894947.1|ASTE
OG0003256	LOC108024590|XP_016950086.1|DBIA	LOC118507928|XP_035903146.1|ASTE
OG0003257	LOC108023354|XP_016948189.1|DBIA	LOC118507207|XP_035901190.1|ASTE
OG0003258	LOC108027591|XP_016954598.1|DBIA	LOC118517405|XP_035919372.1|ASTE
OG0003259	LOC108028903|XP_016956411.1|DBIA	LOC118517394|XP_035919337.1|ASTE
OG0003260	LOC108025895|XP_016952066.1|DBIA	LOC118502489|XP_035890614.1|ASTE, LOC118517199|XP_035919049.1|ASTE, LOC118510566|XP_035908449.1|ASTE
OG0003261	LOC108024947|XP_016950663.1|DBIA	LOC118506111|XP_035898704.1|ASTE
OG0003262	LOC108031846|XP_016961086.1|DBIA	LOC118514550|XP_035917434.1|ASTE, LOC118509373|XP_035905807.1|ASTE
OG0003263	LOC108023390|XP_016948300.1|DBIA	LOC118512661|XP_035913303.1|ASTE
OG0003264	LOC108028889|XP_016956395.1|DBIA	LOC118511700|XP_035911007.1|ASTE
OG0003265	LOC108032660|XP_016962110.1|DBIA	LOC118516520|XP_035918351.1|ASTE
OG0003266	LOC108027300|XP_016954185.1|DBIA	LOC118509419|XP_035905930.1|ASTE
OG0003267	LOC108035816|XP_016967053.1|DBIA	LOC118516820|XP_035918584.1|ASTE
OG0003268	LOC108024557|XP_016950028.1|DBIA	LOC118508512|XP_035904255.1|ASTE
OG0003269	LOC108025339|XP_016951260.1|DBIA	LOC118508570|XP_035904365.1|ASTE
OG0003270	LOC108035593|XP_016966753.1|DBIA	LOC118516926|XP_035918669.1|ASTE
OG0003271	LOC108035999|XP_016967370.1|DBIA	LOC118505643|XP_035897619.1|ASTE
OG0003272	LOC108035788|XP_016967013.1|DBIA	LOC118510709|XP_035908805.1|ASTE
OG0003273	LOC108029574|XP_016957424.1|DBIA	LOC118511027|XP_035909500.1|ASTE
OG0003274	LOC108023345|XP_016948174.1|DBIA	LOC118509015|XP_035904930.1|ASTE
OG0003275	LOC108033052|XP_016962668.1|DBIA	LOC118509084|XP_035905113.1|ASTE
OG0003276	LOC108024148|XP_016949442.1|DBIA	LOC118504428|XP_035894760.1|ASTE
OG0003277	LOC108036296|XP_016967796.1|DBIA	LOC118510695|XP_035908769.1|ASTE
OG0003278	LOC108025385|XP_016951347.1|DBIA	LOC118512354|XP_035912549.1|ASTE, LOC118512353|XP_035912548.1|ASTE
OG0003279	LOC108023572|XP_016948654.1|DBIA	LOC118506193|XP_035898882.1|ASTE
OG0003280	LOC108031943|XP_016961212.1|DBIA	LOC118505205|XP_035896586.1|ASTE
OG0003281	LOC108032094|XP_016961410.1|DBIA	LOC118509313|XP_035905662.1|ASTE
OG0003282	LOC108023525|XP_016948568.1|DBIA	LOC118503581|XP_035892917.1|ASTE
OG0003283	LOC108032809|XP_016962311.1|DBIA	LOC118517368|XP_035919278.1|ASTE, LOC118505077|XP_035896257.1|ASTE
OG0003284	LOC108022021|XP_016946354.1|DBIA	LOC118514707|XP_035917673.1|ASTE
OG0003285	LOC108025222|XP_016951058.1|DBIA	LOC118512002|XP_035911648.1|ASTE
OG0003286	LOC108025215|XP_016951051.1|DBIA	LOC118504771|XP_035896008.1|ASTE
OG0003287	LOC108035087|XP_016965994.1|DBIA	LOC118503281|XP_035892257.1|ASTE
OG0003288	LOC108031564|XP_016960602.1|DBIA	LOC118503174|XP_035892042.1|ASTE
OG0003289	LOC108026745|XP_016953357.1|DBIA	LOC118517685|XP_035919989.1|ASTE
OG0003290	LOC108024981|XP_016950718.1|DBIA	LOC118517350|XP_035919243.1|ASTE, LOC118507426|XP_035901789.1|ASTE
OG0003291	LOC108028461|XP_016955806.1|DBIA	LOC118509768|XP_035906803.1|ASTE
OG0003292	LOC108026356|XP_016952755.1|DBIA	LOC118512702|XP_035913430.1|ASTE
OG0003293	LOC108023595|XP_016948689.1|DBIA	LOC118512933|XP_035914006.1|ASTE, LOC118512257|XP_035912317.1|ASTE, LOC118512673|XP_035913335.1|ASTE
OG0003294	LOC108022986|XP_016947701.1|DBIA	LOC118517365|XP_035919276.1|ASTE
OG0003295	LOC108028883|XP_016956388.1|DBIA	LOC118512377|XP_035912642.1|ASTE, LOC118512923|XP_035913976.1|ASTE
OG0003296	LOC108024500|XP_016949931.1|DBIA	LOC118502996|XP_035891701.1|ASTE
OG0003297	LOC108031594|XP_016960655.1|DBIA	LOC118512427|XP_035912757.1|ASTE
OG0003298	LOC108023623|XP_016948722.1|DBIA	LOC118507115|XP_035901017.1|ASTE
OG0003299	LOC108024726|XP_016950309.1|DBIA	LOC118517492|XP_035919582.1|ASTE
OG0003300	LOC108031589|XP_016960647.1|DBIA	LOC118517450|XP_035919489.1|ASTE
OG0003301	LOC108022684|XP_016947243.1|DBIA	LOC118512487|XP_035912884.1|ASTE
OG0003302	LOC108025765|XP_016951848.1|DBIA	LOC118517472|XP_035919537.1|ASTE
OG0003303	LOC108023082|XP_016947822.1|DBIA	LOC118503470|XP_035892659.1|ASTE
OG0003304	LOC108024528|XP_016949983.1|DBIA	LOC118505750|XP_035897859.1|ASTE
OG0003305	LOC108024165|XP_016949468.1|DBIA	LOC118510300|XP_035907821.1|ASTE
OG0003306	LOC108029906|XP_016957886.1|DBIA	LOC118509819|XP_035906914.1|ASTE
OG0003307	LOC108025891|XP_016952060.1|DBIA	LOC118511593|XP_035910751.1|ASTE
OG0003308	LOC108029156|XP_016956784.1|DBIA	LOC118517315|XP_035919228.1|ASTE, LOC118504717|XP_035895453.1|ASTE
OG0003309	LOC108027556|XP_016954509.1|DBIA	LOC118508664|XP_035904394.1|ASTE
OG0003310	LOC108023922|XP_016949096.1|DBIA	LOC118513555|XP_035915397.1|ASTE
OG0003311	LOC108024414|XP_016949818.1|DBIA	LOC118505360|XP_035896937.1|ASTE
OG0003312	LOC108024697|XP_016950264.1|DBIA	LOC118512605|XP_035913170.1|ASTE
OG0003313	LOC108023773|XP_016948906.1|DBIA	LOC118511285|XP_035910087.1|ASTE, LOC118504153|XP_035894175.1|ASTE
OG0003314	LOC108026871|XP_016953548.1|DBIA	LOC118512576|XP_035913090.1|ASTE
OG0003315	LOC108024025|XP_016949277.1|DBIA	LOC118517367|XP_035919282.1|ASTE
