Orthogroup	DBIA.longest_only	CCAP.longest_only
OG0004410	LOC108022654|XP_016947201.1|DBIA	CCAP1982_LOCUS19649|CAD7011561.1|CCAP
OG0004411	LOC108030882|XP_016959528.1|DBIA	CCAP1982_LOCUS13878|CAD7005518.1|CCAP
OG0004412	LOC108030881|XP_016959527.1|DBIA	CCAP1982_LOCUS13877|CAD7005517.1|CCAP
OG0004413	LOC108026840|XP_016953505.1|DBIA	CCAP1982_LOCUS20509|CAD7012425.1|CCAP
OG0004414	LOC108026950|XP_016953652.1|DBIA	CCAP1982_LOCUS21094|CAD7013005.1|CCAP
OG0004415	LOC108030212|XP_016958468.1|DBIA	CCAP1982_LOCUS19883|CAD7011771.1|CCAP
OG0004416	LOC108030391|XP_016958762.1|DBIA	CCAP1982_LOCUS20291|CAD7012189.1|CCAP
OG0004417	LOC108032008|XP_016961295.1|DBIA	CCAP1982_LOCUS2831|CAD6994059.1|CCAP
OG0004418	LOC108030112|XP_016958295.1|DBIA	CCAP1982_LOCUS19614|CAD7011525.1|CCAP
OG0004419	LOC108029570|XP_016957417.1|DBIA	CCAP1982_LOCUS19600|CAD7011504.1|CCAP
OG0004420	LOC108029374|XP_016957091.1|DBIA	CCAP1982_LOCUS20312|CAD7012213.1|CCAP
OG0004421	LOC108028797|XP_016956269.1|DBIA	CCAP1982_LOCUS14175|CAD7005831.1|CCAP
OG0004422	LOC108028098|XP_016955232.1|DBIA	CCAP1982_LOCUS13244|CAD7004859.1|CCAP
OG0004423	LOC108022574|XP_016947081.1|DBIA	CCAP1982_LOCUS20382|CAD7012286.1|CCAP
OG0004424	LOC108022916|XP_016947612.1|DBIA	CCAP1982_LOCUS19754|CAD7011668.1|CCAP
OG0004425	LOC108028347|XP_016955588.1|DBIA	CCAP1982_LOCUS13686|CAD7005326.1|CCAP
OG0004426	LOC108028688|XP_016956121.1|DBIA	CCAP1982_LOCUS14037|CAD7005685.1|CCAP
OG0004427	LOC108030614|XP_016959097.1|DBIA	CCAP1982_LOCUS14259|CAD7005921.1|CCAP
OG0004428	LOC108031576|XP_016960626.1|DBIA	CCAP1982_LOCUS1200|CAD6992336.1|CCAP
OG0004429	LOC108033650|XP_016963574.1|DBIA	CCAP1982_LOCUS8599|CAD7000101.1|CCAP
OG0004430	LOC108034996|XP_016965824.1|DBIA	CCAP1982_LOCUS14673|CAD7006351.1|CCAP
OG0004431	LOC108032172|XP_016961515.1|DBIA	CCAP1982_LOCUS3017|CAD6994256.1|CCAP
OG0004432	LOC108032171|XP_016961514.1|DBIA	CCAP1982_LOCUS3016|CAD6994255.1|CCAP
OG0004433	LOC108030883|XP_016959530.1|DBIA	CCAP1982_LOCUS13534|CAD7005174.1|CCAP
OG0004434	LOC108029673|XP_016957608.1|DBIA	CCAP1982_LOCUS20304|CAD7012203.1|CCAP
OG0004435	LOC108026966|XP_016953670.1|DBIA	CCAP1982_LOCUS19428|CAD7011323.1|CCAP
OG0004436	LOC108036901|XP_016968770.1|DBIA	CCAP1982_LOCUS21153|CAD7013075.1|CCAP, CCAP1982_LOCUS21152|CAD7013074.1|CCAP
OG0004437	LOC108023080|XP_016947819.1|DBIA	CCAP1982_LOCUS21158|CAD7013081.1|CCAP
OG0004438	LOC108036917|XP_016968817.1|DBIA	CCAP1982_LOCUS20396|CAD7012300.1|CCAP
OG0004439	LOC108022462|XP_016946859.1|DBIA	CCAP1982_LOCUS20273|CAD7012171.1|CCAP, CCAP1982_LOCUS20274|CAD7012172.1|CCAP
OG0004440	LOC108022840|XP_016947500.1|DBIA	CCAP1982_LOCUS23019|CAD7015063.1|CCAP
OG0004442	LOC108022650|XP_016947196.1|DBIA	CCAP1982_LOCUS10050|CAD7001556.1|CCAP
OG0004443	LOC108035084|XP_016965989.1|DBIA	CCAP1982_LOCUS13307|CAD7004924.1|CCAP
OG0004444	LOC108036391|XP_016967989.1|DBIA	CCAP1982_LOCUS19916|CAD7011806.1|CCAP
OG0004445	LOC108026943|XP_016953645.1|DBIA	CCAP1982_LOCUS20499|CAD7012413.1|CCAP
OG0004446	LOC108025268|XP_016951119.1|DBIA	CCAP1982_LOCUS3652|CAD6994918.1|CCAP
OG0004447	LOC108026019|XP_016952198.1|DBIA	CCAP1982_LOCUS14437|CAD7006105.1|CCAP
OG0004449	LOC108030624|XP_016959116.1|DBIA	CCAP1982_LOCUS14678|CAD7006356.1|CCAP
OG0004450	LOC108022861|XP_016947526.1|DBIA	CCAP1982_LOCUS20032|CAD7011920.1|CCAP
OG0004451	LOC108022835|XP_016947491.1|DBIA	CCAP1982_LOCUS20147|CAD7012045.1|CCAP
OG0004452	LOC108026948|XP_016953650.1|DBIA	CCAP1982_LOCUS20150|CAD7012048.1|CCAP
OG0004453	LOC108022665|XP_016947222.1|DBIA	CCAP1982_LOCUS19680|CAD7011591.1|CCAP
OG0004454	LOC108031086|XP_016959780.1|DBIA	CCAP1982_LOCUS5157|CAD6996488.1|CCAP
OG0004457	LOC108030621|XP_016959112.1|DBIA	CCAP1982_LOCUS13442|CAD7005078.1|CCAP
OG0004458	LOC108030650|XP_016959157.1|DBIA	CCAP1982_LOCUS14001|CAD7005643.1|CCAP, CCAP1982_LOCUS14004|CAD7005646.1|CCAP
OG0004459	LOC108035909|XP_016967165.1|DBIA	CCAP1982_LOCUS13690|CAD7005330.1|CCAP
OG0004460	LOC108035000|XP_016965828.1|DBIA	CCAP1982_LOCUS12030|CAD7003581.1|CCAP
OG0004461	LOC108030613|XP_016959096.1|DBIA	CCAP1982_LOCUS13905|CAD7005545.1|CCAP
OG0004462	LOC108035920|XP_016967186.1|DBIA	CCAP1982_LOCUS13571|CAD7005211.1|CCAP
OG0004463	LOC108030810|XP_016959396.1|DBIA	CCAP1982_LOCUS13756|CAD7005396.1|CCAP
OG0004465	LOC108035953|XP_016967245.1|DBIA	CCAP1982_LOCUS1606|CAD6992765.1|CCAP
OG0004466	LOC108035948|XP_016967239.1|DBIA	CCAP1982_LOCUS14570|CAD7006244.1|CCAP
OG0004467	LOC108028517|XP_016955889.1|DBIA	CCAP1982_LOCUS13984|CAD7005626.1|CCAP
OG0004468	LOC108028516|XP_016955887.1|DBIA	CCAP1982_LOCUS13983|CAD7005625.1|CCAP
OG0004469	LOC108030701|XP_016959228.1|DBIA	CCAP1982_LOCUS13398|CAD7005026.1|CCAP
OG0004470	LOC108033917|XP_016964077.1|DBIA	CCAP1982_LOCUS8253|CAD6999727.1|CCAP
OG0004471	LOC108031697|XP_016960844.1|DBIA	CCAP1982_LOCUS3738|CAD6995007.1|CCAP
OG0004472	LOC108036620|XP_016968376.1|DBIA	CCAP1982_LOCUS20359|CAD7012263.1|CCAP
OG0004473	LOC108030439|XP_016958818.1|DBIA	CCAP1982_LOCUS21035|CAD7012939.1|CCAP
OG0004474	LOC108030459|XP_016958842.1|DBIA	CCAP1982_LOCUS21033|CAD7012937.1|CCAP
OG0004475	LOC108024195|XP_016949534.1|DBIA	CCAP1982_LOCUS19402|CAD7011295.1|CCAP
OG0004477	LOC108029757|XP_016957746.1|DBIA	CCAP1982_LOCUS20802|CAD7012695.1|CCAP
OG0004478	LOC108023120|XP_016947876.1|DBIA	CCAP1982_LOCUS19606|CAD7011516.1|CCAP
OG0004479	LOC108026914|XP_016953612.1|DBIA	CCAP1982_LOCUS20506|CAD7012422.1|CCAP
OG0004481	LOC108036584|XP_016968329.1|DBIA	CCAP1982_LOCUS7208|CAD6998637.1|CCAP
OG0004482	LOC108025521|XP_016951531.1|DBIA	CCAP1982_LOCUS1748|CAD6992915.1|CCAP, CCAP1982_LOCUS1747|CAD6992914.1|CCAP
OG0004483	LOC108026899|XP_016953597.1|DBIA	CCAP1982_LOCUS20502|CAD7012416.1|CCAP
OG0004484	LOC108027138|XP_016953846.1|DBIA	CCAP1982_LOCUS4678|CAD6995967.1|CCAP
OG0004487	LOC108035414|XP_016966525.1|DBIA	CCAP1982_LOCUS11505|CAD7003042.1|CCAP
OG0004488	LOC108030097|XP_016958273.1|DBIA, LOC108029850|XP_016957828.1|DBIA	CCAP1982_LOCUS22292|CAD7014290.1|CCAP, CCAP1982_LOCUS22291|CAD7014289.1|CCAP
OG0004490	LOC108029774|XP_016957772.1|DBIA	CCAP1982_LOCUS21583|CAD7013523.1|CCAP
OG0004492	LOC108030821|XP_016959424.1|DBIA	CCAP1982_LOCUS13562|CAD7005202.1|CCAP
OG0004494	LOC108031836|XP_016961074.1|DBIA	CCAP1982_LOCUS282|CAD6991352.1|CCAP
OG0004495	LOC108032022|XP_016961321.1|DBIA	CCAP1982_LOCUS3895|CAD6995174.1|CCAP, CCAP1982_LOCUS3894|CAD6995173.1|CCAP, CCAP1982_LOCUS3896|CAD6995175.1|CCAP
OG0004497	LOC108026544|XP_016952983.1|DBIA, LOC108026549|XP_016952988.1|DBIA	CCAP1982_LOCUS23058|CAD7015105.1|CCAP, CCAP1982_LOCUS23059|CAD7015106.1|CCAP
OG0004504	LOC108036887|XP_016968754.1|DBIA	CCAP1982_LOCUS4126|CAD6995408.1|CCAP
OG0004505	LOC108032052|XP_016961355.1|DBIA	CCAP1982_LOCUS1442|CAD6992593.1|CCAP
OG0004506	LOC108024644|XP_016950183.1|DBIA	CCAP1982_LOCUS3919|CAD6995200.1|CCAP
OG0004507	LOC108027416|XP_016954347.1|DBIA	CCAP1982_LOCUS1261|CAD6992397.1|CCAP
OG0004508	LOC108025383|XP_016951345.1|DBIA	CCAP1982_LOCUS3637|CAD6994902.1|CCAP, CCAP1982_LOCUS3634|CAD6994899.1|CCAP
OG0004511	LOC108026247|XP_016952578.1|DBIA	CCAP1982_LOCUS2442|CAD6993632.1|CCAP
OG0004512	LOC108035989|XP_016967328.1|DBIA	CCAP1982_LOCUS9854|CAD7001356.1|CCAP
OG0004513	LOC108036004|XP_016967387.1|DBIA	CCAP1982_LOCUS9560|CAD7001088.1|CCAP
OG0004514	LOC108035986|XP_016967319.1|DBIA	CCAP1982_LOCUS10096|CAD7001602.1|CCAP
OG0004519	LOC108026335|XP_016952727.1|DBIA	CCAP1982_LOCUS36|CAD6991088.1|CCAP
OG0004523	LOC108025294|XP_016951171.1|DBIA	CCAP1982_LOCUS3346|CAD6994609.1|CCAP
OG0004531	LOC108032210|XP_016961559.1|DBIA	CCAP1982_LOCUS2148|CAD6993332.1|CCAP
OG0004535	LOC108034866|XP_016965535.1|DBIA	CCAP1982_LOCUS13345|CAD7004967.1|CCAP
OG0004538	LOC108026759|XP_016953384.1|DBIA	CCAP1982_LOCUS21889|CAD7013872.1|CCAP
OG0004539	LOC108032109|XP_016961428.1|DBIA	CCAP1982_LOCUS3115|CAD6994361.1|CCAP
OG0004541	LOC108022501|XP_016946949.1|DBIA	CCAP1982_LOCUS21023|CAD7012926.1|CCAP
OG0004545	LOC108031611|XP_016960690.1|DBIA	CCAP1982_LOCUS3186|CAD6994435.1|CCAP
OG0004546	LOC108029683|XP_016957626.1|DBIA	CCAP1982_LOCUS22253|CAD7014250.1|CCAP
OG0004550	LOC108021873|XP_016946154.1|DBIA	CCAP1982_LOCUS5352|CAD6996668.1|CCAP
OG0004553	LOC108035038|XP_016965872.1|DBIA	CCAP1982_LOCUS11235|CAD7002761.1|CCAP
OG0004556	LOC108027592|XP_016954599.1|DBIA	CCAP1982_LOCUS9255|CAD7000780.1|CCAP
OG0004559	LOC108024533|XP_016949988.1|DBIA	CCAP1982_LOCUS3867|CAD6995146.1|CCAP
OG0004560	LOC108021931|XP_016946246.1|DBIA	CCAP1982_LOCUS4128|CAD6995411.1|CCAP
OG0004561	LOC108024545|XP_016950007.1|DBIA	CCAP1982_LOCUS2043|CAD6993224.1|CCAP
OG0004562	LOC108032132|XP_016961455.1|DBIA	CCAP1982_LOCUS776|CAD6991885.1|CCAP
OG0004563	LOC108026181|XP_016952458.1|DBIA	CCAP1982_LOCUS4917|CAD6996232.1|CCAP
OG0004564	LOC108030962|XP_016959651.1|DBIA	CCAP1982_LOCUS102|CAD6991162.1|CCAP
OG0004565	LOC108032240|XP_016961593.1|DBIA	CCAP1982_LOCUS1797|CAD6992965.1|CCAP
OG0004569	LOC108024959|XP_016950686.1|DBIA	CCAP1982_LOCUS1664|CAD6992826.1|CCAP
OG0004570	LOC108036407|XP_016968016.1|DBIA	CCAP1982_LOCUS21554|CAD7013494.1|CCAP
OG0004573	LOC108024589|XP_016950089.1|DBIA	CCAP1982_LOCUS3394|CAD6994659.1|CCAP
OG0004576	LOC108032056|XP_016961361.1|DBIA	CCAP1982_LOCUS1658|CAD6992819.1|CCAP
OG0004577	LOC108031176|XP_016959884.1|DBIA	CCAP1982_LOCUS1199|CAD6992335.1|CCAP
OG0004579	LOC108034172|XP_016964475.1|DBIA	CCAP1982_LOCUS6923|CAD6998315.1|CCAP
OG0004580	LOC108031908|XP_016961165.1|DBIA	CCAP1982_LOCUS2352|CAD6993540.1|CCAP
OG0004581	LOC108026231|XP_016952555.1|DBIA	CCAP1982_LOCUS2223|CAD6993408.1|CCAP
OG0004582	LOC108025429|XP_016951405.1|DBIA	CCAP1982_LOCUS1771|CAD6992938.1|CCAP
OG0004585	LOC108025327|XP_016951242.1|DBIA	CCAP1982_LOCUS2137|CAD6993321.1|CCAP
OG0004587	LOC108025216|XP_016951053.1|DBIA	CCAP1982_LOCUS3339|CAD6994601.1|CCAP
OG0004588	LOC108025221|XP_016951057.1|DBIA	CCAP1982_LOCUS3344|CAD6994606.1|CCAP
OG0004590	LOC108025256|XP_016951098.1|DBIA	CCAP1982_LOCUS3189|CAD6994438.1|CCAP
OG0004591	LOC108025382|XP_016951344.1|DBIA	CCAP1982_LOCUS3193|CAD6994442.1|CCAP
OG0004598	LOC108035535|XP_016966691.1|DBIA	CCAP1982_LOCUS12410|CAD7003988.1|CCAP
OG0004599	LOC108032731|XP_016962201.1|DBIA	CCAP1982_LOCUS11923|CAD7003470.1|CCAP
OG0004606	LOC108031347|XP_016960099.1|DBIA	CCAP1982_LOCUS91|CAD6991150.1|CCAP
OG0004610	LOC108025343|XP_016951271.1|DBIA	CCAP1982_LOCUS1859|CAD6993023.1|CCAP
OG0004611	LOC108025349|XP_016951296.1|DBIA	CCAP1982_LOCUS1128|CAD6992259.1|CCAP
OG0004612	LOC108025498|XP_016951501.1|DBIA	CCAP1982_LOCUS1129|CAD6992262.1|CCAP
OG0004613	LOC108026233|XP_016952557.1|DBIA	CCAP1982_LOCUS2221|CAD6993406.1|CCAP
OG0004617	LOC108033962|XP_016964156.1|DBIA	CCAP1982_LOCUS8004|CAD6999480.1|CCAP
OG0004618	LOC108031481|XP_016960447.1|DBIA	CCAP1982_LOCUS31|CAD6991083.1|CCAP
OG0004619	LOC108031569|XP_016960616.1|DBIA	CCAP1982_LOCUS1835|CAD6993000.1|CCAP
OG0004620	LOC108031550|XP_016960581.1|DBIA	CCAP1982_LOCUS1046|CAD6992171.1|CCAP
OG0004621	LOC108025035|XP_016950779.1|DBIA	CCAP1982_LOCUS362|CAD6991436.1|CCAP
OG0004622	LOC108025177|XP_016950978.1|DBIA	CCAP1982_LOCUS1877|CAD6993045.1|CCAP
OG0004623	LOC108026000|XP_016952179.1|DBIA	CCAP1982_LOCUS1607|CAD6992766.1|CCAP
OG0004627	LOC108035080|XP_016965975.1|DBIA	CCAP1982_LOCUS12745|CAD7004326.1|CCAP
OG0004629	LOC108032088|XP_016961402.1|DBIA	CCAP1982_LOCUS1775|CAD6992942.1|CCAP
OG0004630	LOC108025373|XP_016951327.1|DBIA	CCAP1982_LOCUS2124|CAD6993307.1|CCAP
OG0004631	LOC108024784|XP_016950392.1|DBIA	CCAP1982_LOCUS2111|CAD6993296.1|CCAP
OG0004632	LOC108024766|XP_016950372.1|DBIA	CCAP1982_LOCUS2110|CAD6993295.1|CCAP
OG0004633	LOC108026018|XP_016952197.1|DBIA	CCAP1982_LOCUS1609|CAD6992768.1|CCAP
OG0004634	LOC108026418|XP_016952836.1|DBIA	CCAP1982_LOCUS1610|CAD6992769.1|CCAP
OG0004639	LOC108025073|XP_016950820.1|DBIA	CCAP1982_LOCUS3414|CAD6994679.1|CCAP
OG0004640	LOC108025540|XP_016951557.1|DBIA	CCAP1982_LOCUS3419|CAD6994684.1|CCAP
OG0004643	LOC108032202|XP_016961549.1|DBIA	CCAP1982_LOCUS4249|CAD6995538.1|CCAP
OG0004646	LOC108025269|XP_016951120.1|DBIA	CCAP1982_LOCUS3651|CAD6994917.1|CCAP
OG0004651	LOC108031102|XP_016959802.1|DBIA	CCAP1982_LOCUS3048|CAD6994287.1|CCAP, CCAP1982_LOCUS3046|CAD6994285.1|CCAP
OG0004652	LOC108024665|XP_016950221.1|DBIA	CCAP1982_LOCUS2775|CAD6993993.1|CCAP
OG0004653	LOC108030874|XP_016959518.1|DBIA	CCAP1982_LOCUS14289|CAD7005951.1|CCAP
OG0004654	LOC108036162|XP_016967642.1|DBIA	CCAP1982_LOCUS6977|CAD6998377.1|CCAP
OG0004655	LOC108024787|XP_016950393.1|DBIA	CCAP1982_LOCUS3443|CAD6994710.1|CCAP
OG0004657	LOC108027052|XP_016953749.1|DBIA	CCAP1982_LOCUS68|CAD6991123.1|CCAP, CCAP1982_LOCUS67|CAD6991122.1|CCAP
OG0004658	LOC108031410|XP_016960295.1|DBIA	CCAP1982_LOCUS3655|CAD6994922.1|CCAP
OG0004659	LOC108024678|XP_016950237.1|DBIA	CCAP1982_LOCUS4005|CAD6995286.1|CCAP
OG0004660	LOC108031609|XP_016960687.1|DBIA	CCAP1982_LOCUS3701|CAD6994970.1|CCAP
OG0004661	LOC108032092|XP_016961407.1|DBIA	CCAP1982_LOCUS3041|CAD6994280.1|CCAP
OG0004666	LOC108031532|XP_016960556.1|DBIA	CCAP1982_LOCUS1731|CAD6992896.1|CCAP
OG0004670	LOC108025353|XP_016951301.1|DBIA	CCAP1982_LOCUS90|CAD6991148.1|CCAP
OG0004671	LOC108027187|XP_016953976.1|DBIA	CCAP1982_LOCUS2509|CAD6993703.1|CCAP
OG0004672	LOC108024593|XP_016950090.1|DBIA	CCAP1982_LOCUS2039|CAD6993220.1|CCAP
OG0004673	LOC108023881|XP_016949054.1|DBIA	CCAP1982_LOCUS5124|CAD6996452.1|CCAP
OG0004674	LOC108024788|XP_016950395.1|DBIA	CCAP1982_LOCUS2397|CAD6993586.1|CCAP
OG0004675	LOC108024617|XP_016950140.1|DBIA	CCAP1982_LOCUS2401|CAD6993591.1|CCAP
OG0004676	LOC108027276|XP_016954139.1|DBIA	CCAP1982_LOCUS3368|CAD6994633.1|CCAP
OG0004677	LOC108026152|XP_016952374.1|DBIA	CCAP1982_LOCUS2684|CAD6993891.1|CCAP
OG0004678	LOC108026406|XP_016952820.1|DBIA	CCAP1982_LOCUS2683|CAD6993890.1|CCAP
OG0004679	LOC108032167|XP_016961510.1|DBIA	CCAP1982_LOCUS1367|CAD6992518.1|CCAP
OG0004680	LOC108024618|XP_016950144.1|DBIA	CCAP1982_LOCUS2560|CAD6993761.1|CCAP
OG0004681	LOC108031738|XP_016960919.1|DBIA	CCAP1982_LOCUS2511|CAD6993705.1|CCAP
OG0004682	LOC108027869|XP_016954972.1|DBIA	CCAP1982_LOCUS8207|CAD6999677.1|CCAP
OG0004683	LOC108025000|XP_016950748.1|DBIA	CCAP1982_LOCUS2421|CAD6993611.1|CCAP
OG0004684	LOC108031087|XP_016959781.1|DBIA	CCAP1982_LOCUS1441|CAD6992592.1|CCAP
OG0004685	LOC108026295|XP_016952651.1|DBIA	CCAP1982_LOCUS2531|CAD6993733.1|CCAP
OG0004686	LOC108031557|XP_016960589.1|DBIA	CCAP1982_LOCUS2334|CAD6993521.1|CCAP
OG0004687	LOC108026388|XP_016952798.1|DBIA	CCAP1982_LOCUS2485|CAD6993679.1|CCAP, CCAP1982_LOCUS2483|CAD6993677.1|CCAP
OG0004688	LOC108031416|XP_016960305.1|DBIA	CCAP1982_LOCUS4260|CAD6995549.1|CCAP
OG0004689	LOC108024656|XP_016950204.1|DBIA	CCAP1982_LOCUS1804|CAD6992973.1|CCAP, CCAP1982_LOCUS1803|CAD6992972.1|CCAP
OG0004690	LOC108027254|XP_016954098.1|DBIA	CCAP1982_LOCUS3063|CAD6994302.1|CCAP
OG0004691	LOC108026144|XP_016952362.1|DBIA	CCAP1982_LOCUS1485|CAD6992639.1|CCAP
OG0004692	LOC108024389|XP_016949789.1|DBIA	CCAP1982_LOCUS1323|CAD6992467.1|CCAP
OG0004693	LOC108024388|XP_016949786.1|DBIA	CCAP1982_LOCUS1315|CAD6992459.1|CCAP
OG0004694	LOC108026397|XP_016952809.1|DBIA	CCAP1982_LOCUS11231|CAD7002757.1|CCAP
OG0004695	LOC108024661|XP_016950214.1|DBIA	CCAP1982_LOCUS2714|CAD6993926.1|CCAP
OG0004696	LOC108031046|XP_016959736.1|DBIA	CCAP1982_LOCUS1433|CAD6992584.1|CCAP
OG0004699	LOC108031984|XP_016961267.1|DBIA	CCAP1982_LOCUS1048|CAD6992173.1|CCAP
OG0004700	LOC108024944|XP_016950653.1|DBIA	CCAP1982_LOCUS1605|CAD6992764.1|CCAP
OG0004701	LOC108027367|XP_016954279.1|DBIA	CCAP1982_LOCUS79|CAD6991137.1|CCAP
OG0004702	LOC108026213|XP_016952517.1|DBIA	CCAP1982_LOCUS1065|CAD6992193.1|CCAP
OG0004703	LOC108024364|XP_016949756.1|DBIA	CCAP1982_LOCUS1899|CAD6993070.1|CCAP
OG0004704	LOC108031597|XP_016960664.1|DBIA	CCAP1982_LOCUS3255|CAD6994511.1|CCAP
OG0004705	LOC108031636|XP_016960734.1|DBIA	CCAP1982_LOCUS2784|CAD6994004.1|CCAP
OG0004706	LOC108035294|XP_016966349.1|DBIA	CCAP1982_LOCUS13037|CAD7004642.1|CCAP
OG0004707	LOC108033889|XP_016964025.1|DBIA	CCAP1982_LOCUS450|CAD6991532.1|CCAP
OG0004708	LOC108027195|XP_016953988.1|DBIA	CCAP1982_LOCUS4356|CAD6995649.1|CCAP
OG0004709	LOC108032095|XP_016961411.1|DBIA	CCAP1982_LOCUS2905|CAD6994139.1|CCAP
OG0004710	LOC108024600|XP_016950102.1|DBIA	CCAP1982_LOCUS2356|CAD6993544.1|CCAP, CCAP1982_LOCUS2357|CAD6993545.1|CCAP
OG0004711	LOC108025029|XP_016950774.1|DBIA	CCAP1982_LOCUS2993|CAD6994231.1|CCAP, CCAP1982_LOCUS2996|CAD6994234.1|CCAP
OG0004712	LOC108031464|XP_016960392.1|DBIA	CCAP1982_LOCUS1916|CAD6993089.1|CCAP
OG0004713	LOC108026242|XP_016952568.1|DBIA	CCAP1982_LOCUS2675|CAD6993881.1|CCAP, CCAP1982_LOCUS2674|CAD6993880.1|CCAP
OG0004715	LOC108032651|XP_016962095.1|DBIA	CCAP1982_LOCUS6555|CAD6997938.1|CCAP
OG0004716	LOC108026288|XP_016952643.1|DBIA	CCAP1982_LOCUS2689|CAD6993896.1|CCAP
OG0004718	LOC108035351|XP_016966435.1|DBIA	CCAP1982_LOCUS6927|CAD6998322.1|CCAP
OG0004719	LOC108025297|XP_016951176.1|DBIA	CCAP1982_LOCUS1745|CAD6992912.1|CCAP
OG0004720	LOC108026147|XP_016952370.1|DBIA	CCAP1982_LOCUS1057|CAD6992185.1|CCAP
OG0004721	LOC108024564|XP_016950047.1|DBIA	CCAP1982_LOCUS2826|CAD6994052.1|CCAP
OG0004722	LOC108026405|XP_016952818.1|DBIA	CCAP1982_LOCUS1561|CAD6992716.1|CCAP, CCAP1982_LOCUS1565|CAD6992720.1|CCAP
OG0004724	LOC108032158|XP_016961493.1|DBIA	CCAP1982_LOCUS3078|CAD6994321.1|CCAP
OG0004725	LOC108025351|XP_016951300.1|DBIA	CCAP1982_LOCUS3072|CAD6994315.1|CCAP
OG0004726	LOC108024764|XP_016950366.1|DBIA	CCAP1982_LOCUS2703|CAD6993911.1|CCAP
OG0004727	LOC108024649|XP_016950191.1|DBIA	CCAP1982_LOCUS3107|CAD6994353.1|CCAP
OG0004728	LOC108027387|XP_016954311.1|DBIA	CCAP1982_LOCUS3108|CAD6994354.1|CCAP
OG0004730	LOC108034293|XP_016964643.1|DBIA	CCAP1982_LOCUS6397|CAD6997767.1|CCAP
OG0004731	LOC108031802|XP_016961011.1|DBIA	CCAP1982_LOCUS3881|CAD6995160.1|CCAP, CCAP1982_LOCUS3880|CAD6995159.1|CCAP
OG0004732	LOC108032257|XP_016961610.1|DBIA	CCAP1982_LOCUS2464|CAD6993656.1|CCAP
OG0004733	LOC108024694|XP_016950262.1|DBIA	CCAP1982_LOCUS2465|CAD6993657.1|CCAP
OG0004734	LOC108032242|XP_016961595.1|DBIA	CCAP1982_LOCUS1255|CAD6992391.1|CCAP
OG0004735	LOC108023867|XP_016949020.1|DBIA	CCAP1982_LOCUS3670|CAD6994936.1|CCAP
OG0004736	LOC108024550|XP_016950018.1|DBIA	CCAP1982_LOCUS2214|CAD6993398.1|CCAP
OG0004737	LOC108024932|XP_016950619.1|DBIA	CCAP1982_LOCUS2780|CAD6993999.1|CCAP
OG0004738	LOC108024966|XP_016950694.1|DBIA	CCAP1982_LOCUS2778|CAD6993997.1|CCAP
OG0004739	LOC108024529|XP_016949984.1|DBIA	CCAP1982_LOCUS1824|CAD6992993.1|CCAP
OG0004741	LOC108031579|XP_016960632.1|DBIA	CCAP1982_LOCUS2273|CAD6993460.1|CCAP
OG0004742	LOC108035605|XP_016966778.1|DBIA	CCAP1982_LOCUS10245|CAD7001755.1|CCAP
OG0004743	LOC108031976|XP_016961259.1|DBIA	CCAP1982_LOCUS3244|CAD6994498.1|CCAP
OG0004744	LOC108029012|XP_016956547.1|DBIA	CCAP1982_LOCUS4332|CAD6995626.1|CCAP
OG0004745	LOC108032906|XP_016962455.1|DBIA	CCAP1982_LOCUS4326|CAD6995620.1|CCAP
OG0004746	LOC108025329|XP_016951245.1|DBIA	CCAP1982_LOCUS364|CAD6991438.1|CCAP
OG0004747	LOC108025331|XP_016951247.1|DBIA	CCAP1982_LOCUS365|CAD6991439.1|CCAP
OG0004748	LOC108025036|XP_016950780.1|DBIA	CCAP1982_LOCUS367|CAD6991441.1|CCAP
OG0004749	LOC108031730|XP_016960893.1|DBIA	CCAP1982_LOCUS1042|CAD6992167.1|CCAP
OG0004750	LOC108031573|XP_016960620.1|DBIA	CCAP1982_LOCUS3019|CAD6994258.1|CCAP
OG0004751	LOC108026190|XP_016952469.1|DBIA	CCAP1982_LOCUS2032|CAD6993213.1|CCAP
OG0004752	LOC108025158|XP_016950924.1|DBIA	CCAP1982_LOCUS3437|CAD6994702.1|CCAP
OG0004753	LOC108031716|XP_016960874.1|DBIA	CCAP1982_LOCUS2962|CAD6994198.1|CCAP
OG0004754	LOC108024698|XP_016950265.1|DBIA	CCAP1982_LOCUS3310|CAD6994572.1|CCAP
OG0004755	LOC108031749|XP_016960942.1|DBIA	CCAP1982_LOCUS4042|CAD6995324.1|CCAP
OG0004756	LOC108031746|XP_016960936.1|DBIA	CCAP1982_LOCUS4041|CAD6995323.1|CCAP
OG0004757	LOC108024183|XP_016949512.1|DBIA	CCAP1982_LOCUS9369|CAD7000894.1|CCAP, CCAP1982_LOCUS3994|CAD6995273.1|CCAP
OG0004758	LOC108025237|XP_016951076.1|DBIA	CCAP1982_LOCUS5183|CAD6996515.1|CCAP
OG0004759	LOC108031727|XP_016960887.1|DBIA	CCAP1982_LOCUS2086|CAD6993269.1|CCAP
OG0004760	LOC108031890|XP_016961148.1|DBIA	CCAP1982_LOCUS3766|CAD6995036.1|CCAP
OG0004762	LOC108034004|XP_016964223.1|DBIA	CCAP1982_LOCUS4117|CAD6995399.1|CCAP, CCAP1982_LOCUS20831|CAD7012727.1|CCAP
