Orthogroup	DBIA.longest_only	DBUS.longest_only
OG0003659	LOC108028671|XP_016956092.1|DBIA	LOC108598716|XP_017840921.2|DBUS
OG0003660	LOC108029559|XP_016957392.1|DBIA	LOC108600097|XP_017842947.1|DBUS
OG0003661	LOC108035311|XP_016966373.1|DBIA	LOC108599832|XP_033149355.1|DBUS
OG0003662	LOC108028522|XP_016955894.1|DBIA	LOC108600004|XP_017842777.1|DBUS
OG0003663	LOC108028340|XP_016955580.1|DBIA	LOC108598700|XP_017840913.1|DBUS
OG0003664	LOC108028585|XP_016955985.1|DBIA	LOC108600540|XP_017843681.1|DBUS
OG0003665	LOC108022191|XP_016946532.1|DBIA	LOC108595553|XP_017836302.1|DBUS
OG0003666	LOC108030329|XP_016958676.1|DBIA	LOC108597600|XP_017839711.1|DBUS
OG0003667	LOC108034975|XP_016965778.1|DBIA	LOC108600389|XP_033149542.1|DBUS
OG0003668	LOC108034376|XP_016964748.1|DBIA	LOC108594618|XP_033149254.1|DBUS
OG0003669	LOC108036660|XP_016968431.1|DBIA	LOC108595654|XP_017836418.1|DBUS
OG0003670	LOC108036659|XP_016968429.1|DBIA	LOC108595653|XP_017836417.1|DBUS
OG0003671	LOC108022630|XP_016947173.1|DBIA	LOC108596919|XP_017838619.1|DBUS
OG0003672	LOC108026452|XP_016952881.1|DBIA	LOC108604657|XP_017849696.1|DBUS
OG0003673	LOC108026752|XP_016953367.1|DBIA	LOC108596738|XP_017838288.1|DBUS
OG0003674	LOC108036521|XP_016968220.1|DBIA	LOC108597726|XP_017839909.1|DBUS
OG0003675	LOC108029483|XP_016957235.1|DBIA	LOC108596116|XP_017837033.1|DBUS
OG0003676	LOC108029484|XP_016957236.1|DBIA	LOC108596113|XP_017837028.1|DBUS
OG0003677	LOC108031494|XP_016960480.1|DBIA	LOC108602745|XP_017846392.1|DBUS
OG0003678	LOC108035340|XP_016966414.1|DBIA	LOC108600567|XP_033149648.1|DBUS
OG0003679	LOC108035616|XP_016966792.1|DBIA	LOC108600898|XP_017844211.1|DBUS
OG0003680	LOC108023036|XP_016947766.1|DBIA	LOC108595128|XP_033149005.1|DBUS
OG0003683	LOC108030018|XP_016958021.1|DBIA	LOC108596086|XP_017836992.1|DBUS
OG0003684	LOC108034921|XP_016965666.1|DBIA	LOC108600707|XP_017843926.1|DBUS
OG0003685	LOC108030722|XP_016959256.1|DBIA	LOC108598730|XP_017840949.2|DBUS
OG0003686	LOC108036486|XP_016968161.1|DBIA	LOC108597118|XP_017838985.1|DBUS
OG0003687	LOC108022673|XP_016947232.1|DBIA	LOC108596472|XP_017837721.1|DBUS
OG0003688	LOC108026848|XP_016953515.1|DBIA	LOC108595259|XP_017835959.1|DBUS
OG0003689	LOC108030870|XP_016959509.1|DBIA	LOC108600742|XP_017843976.1|DBUS
OG0003690	LOC108028773|XP_016956240.1|DBIA	LOC108598486|XP_017840629.1|DBUS
OG0003691	LOC108030710|XP_016959240.1|DBIA	LOC108598941|XP_017841199.1|DBUS
OG0003692	LOC108030351|XP_016958705.1|DBIA	LOC108596832|XP_017838443.1|DBUS
OG0003693	LOC108029481|XP_016957237.1|DBIA	LOC108599481|XP_017841813.2|DBUS
OG0003694	LOC108035640|XP_016966834.1|DBIA	LOC108600929|XP_017844253.1|DBUS
OG0003695	LOC108035443|XP_016966567.1|DBIA	LOC108599590|XP_017842025.1|DBUS
OG0003696	LOC108029995|XP_016957998.1|DBIA	LOC108595943|XP_017836717.1|DBUS
OG0003697	LOC108022658|XP_016947213.1|DBIA	LOC108596672|XP_017838169.1|DBUS
OG0003698	LOC108035661|XP_016966858.1|DBIA	LOC108598748|XP_017840973.1|DBUS
OG0003699	LOC108022763|XP_016947357.1|DBIA	LOC108597268|XP_033149235.1|DBUS
OG0003700	LOC108022980|XP_016947694.1|DBIA	LOC108597609|XP_017839734.1|DBUS
OG0003701	LOC108036805|XP_016968641.1|DBIA	LOC108598871|XP_017841123.1|DBUS
OG0003702	LOC108035649|XP_016966844.1|DBIA	LOC108598780|XP_017841009.2|DBUS
OG0003703	LOC108035625|XP_016966806.1|DBIA	LOC108598675|XP_017840884.1|DBUS
OG0003704	LOC108034537|XP_016964951.1|DBIA	LOC108599591|XP_017842026.1|DBUS
OG0003705	LOC108029552|XP_016957359.1|DBIA	LOC108596742|XP_017838298.1|DBUS
OG0003706	LOC108028632|XP_016956044.1|DBIA	LOC108598636|XP_017840829.1|DBUS
OG0003707	LOC108030744|XP_016959283.1|DBIA	LOC108600265|XP_017843208.1|DBUS
OG0003708	LOC108034973|XP_016965776.1|DBIA	LOC108598096|XP_033149367.1|DBUS
OG0003709	LOC108030319|XP_016958651.1|DBIA	LOC108596375|XP_017837531.1|DBUS
OG0003710	LOC108030363|XP_016958721.1|DBIA	LOC108596374|XP_017837530.1|DBUS
OG0003711	LOC108030916|XP_016959599.1|DBIA	LOC108600186|XP_017843082.1|DBUS
OG0003712	LOC108022893|XP_016947580.1|DBIA	LOC108597539|XP_017839627.1|DBUS
OG0003713	LOC108029701|XP_016957657.1|DBIA	LOC108597288|XP_017839251.1|DBUS
OG0003714	LOC108029700|XP_016957655.1|DBIA	LOC108597287|XP_017839250.1|DBUS
OG0003715	LOC108034753|XP_016965191.1|DBIA	LOC108599068|XP_017841338.1|DBUS
OG0003716	LOC108028623|XP_016956032.1|DBIA	LOC108600880|XP_017844186.1|DBUS
OG0003717	LOC108034542|XP_016964957.1|DBIA	LOC108598715|XP_017840933.1|DBUS
OG0003718	LOC108034524|XP_016964937.1|DBIA	LOC108600453|XP_017843530.1|DBUS
OG0003719	LOC108035401|XP_016966509.1|DBIA	LOC108598614|XP_017840802.2|DBUS
OG0003720	LOC108027545|XP_016954486.1|DBIA	LOC108606114|XP_017851456.1|DBUS
OG0003721	LOC108026901|XP_016953599.1|DBIA	LOC108597346|XP_017839342.1|DBUS
OG0003722	LOC108028373|XP_016955654.1|DBIA	LOC108600304|XP_017843280.2|DBUS
OG0003723	LOC108035288|XP_016966344.1|DBIA	LOC108598917|XP_017841170.1|DBUS
OG0003724	LOC108028700|XP_016956136.1|DBIA	LOC108600917|XP_017844239.1|DBUS
OG0003725	LOC108030570|XP_016958961.1|DBIA	LOC108600333|XP_017843337.1|DBUS
OG0003726	LOC108035382|XP_016966477.1|DBIA	LOC108600297|XP_017843267.1|DBUS
OG0003727	LOC108028582|XP_016955979.1|DBIA	LOC108599394|XP_033149625.1|DBUS
OG0003728	LOC108024811|XP_016950423.1|DBIA	LOC108603541|XP_017847942.1|DBUS
OG0003729	LOC108034797|XP_016965282.1|DBIA	LOC108599455|XP_017841778.2|DBUS
OG0003730	LOC108034792|XP_016965265.1|DBIA	LOC108600343|XP_017843355.2|DBUS
OG0003731	LOC108035557|XP_016966714.1|DBIA	LOC108601118|XP_017844528.1|DBUS
OG0003732	LOC108028747|XP_016956205.1|DBIA	LOC108600665|XP_017843850.1|DBUS
OG0003733	LOC108030115|XP_016958304.1|DBIA	LOC108600881|XP_017844187.1|DBUS
OG0003734	LOC108028802|XP_016956278.1|DBIA	LOC108600038|XP_017842872.1|DBUS
OG0003735	LOC108026872|XP_016953549.1|DBIA	LOC108597529|XP_017839616.1|DBUS
OG0003736	LOC108030300|XP_016958624.1|DBIA	LOC108595546|XP_017836294.1|DBUS
OG0003737	LOC108026635|XP_016953145.1|DBIA	LOC108596744|XP_017838306.1|DBUS
OG0003738	LOC108026938|XP_016953640.1|DBIA	LOC108596524|XP_017837900.2|DBUS
OG0003739	LOC108030133|XP_016958336.1|DBIA	LOC108597385|XP_017839407.1|DBUS
OG0003740	LOC108030105|XP_016958283.1|DBIA	LOC108596727|XP_017838260.1|DBUS
OG0003741	LOC108028362|XP_016955638.1|DBIA	LOC108598290|XP_017840852.1|DBUS
OG0003742	LOC108035944|XP_016967229.1|DBIA	LOC108600223|XP_017843135.1|DBUS
OG0003743	LOC108029576|XP_016957426.1|DBIA	LOC108597384|XP_017839406.1|DBUS
OG0003744	LOC108030107|XP_016958286.1|DBIA	LOC108595983|XP_017836760.2|DBUS
OG0003745	LOC108022275|XP_016946622.1|DBIA	LOC108597366|XP_017839381.1|DBUS
OG0003746	LOC108022592|XP_016947108.1|DBIA	LOC108597020|XP_017838789.2|DBUS
OG0003747	LOC108034554|XP_016964971.1|DBIA	LOC108598148|XP_033150659.1|DBUS
OG0003748	LOC108035686|XP_016966890.1|DBIA	LOC108599257|XP_017841542.2|DBUS
OG0003749	LOC108035081|XP_016965985.1|DBIA	LOC108601072|XP_017844456.2|DBUS
OG0003750	LOC108035082|XP_016965986.1|DBIA	LOC108598480|XP_017840619.1|DBUS
OG0003751	LOC108034992|XP_016965815.1|DBIA	LOC108600303|XP_033149293.1|DBUS
OG0003752	LOC108035188|XP_016966160.1|DBIA	LOC108600484|XP_017843598.2|DBUS
OG0003753	LOC108028327|XP_016955553.1|DBIA	LOC108601076|XP_017844459.2|DBUS
OG0003754	LOC108028326|XP_016955547.1|DBIA	LOC108600637|XP_017843817.2|DBUS
OG0003755	LOC108034889|XP_016965588.1|DBIA	LOC108598618|XP_017840806.1|DBUS
OG0003756	LOC108032850|XP_016962343.1|DBIA	LOC108597736|XP_017839920.1|DBUS
OG0003757	LOC108022604|XP_016947128.1|DBIA	LOC108595092|XP_017835733.1|DBUS
OG0003758	LOC108029485|XP_016957239.1|DBIA	LOC108596364|XP_017837515.1|DBUS
OG0003759	LOC108034825|XP_016965415.1|DBIA	LOC108599581|XP_017842009.2|DBUS
OG0003760	LOC108022715|XP_016947284.1|DBIA	LOC108597007|XP_017838773.1|DBUS
OG0003761	LOC108035145|XP_016966077.1|DBIA	LOC108598791|XP_017841023.1|DBUS
OG0003762	LOC108035146|XP_016966078.1|DBIA	LOC108598436|XP_017840556.1|DBUS
OG0003763	LOC108028681|XP_016956106.1|DBIA	LOC108598041|XP_033149442.1|DBUS
OG0003764	LOC108028502|XP_016955867.1|DBIA	LOC108598444|XP_033149359.1|DBUS
OG0003765	LOC108032428|XP_016961739.1|DBIA	LOC108603432|XP_017847744.1|DBUS
OG0003766	LOC108023382|XP_016948278.1|DBIA	LOC108605611|XP_017850878.1|DBUS
OG0003767	LOC108030246|XP_016958541.1|DBIA	LOC108597678|XP_017839840.1|DBUS
OG0003768	LOC108023099|XP_016947852.1|DBIA	LOC108594758|XP_017835386.1|DBUS
OG0003769	LOC108022590|XP_016947106.1|DBIA	LOC108596550|XP_017837936.1|DBUS
OG0003770	LOC108036002|XP_016967384.1|DBIA	LOC108607407|XP_017853680.1|DBUS
OG0003771	LOC108034741|XP_016965176.1|DBIA	LOC108600996|XP_033149426.1|DBUS
OG0003772	LOC108028811|XP_016956290.1|DBIA	LOC108599976|XP_017842736.1|DBUS
OG0003773	LOC108036634|XP_016968397.1|DBIA	LOC108595046|XP_017835676.1|DBUS
OG0003774	LOC108036502|XP_016968192.1|DBIA	LOC108596728|XP_017838261.1|DBUS
OG0003775	LOC108024162|XP_016949463.1|DBIA	LOC108606982|XP_017853045.1|DBUS
OG0003776	LOC108030362|XP_016958720.1|DBIA	LOC108597352|XP_017839347.1|DBUS
OG0003777	LOC108029656|XP_016957572.1|DBIA	LOC108597177|XP_017839084.1|DBUS
OG0003778	LOC108022982|XP_016947697.1|DBIA	LOC108597344|XP_017839338.1|DBUS
OG0003779	LOC108029565|XP_016957408.1|DBIA	LOC108596721|XP_033148924.1|DBUS
OG0003780	LOC108022484|XP_016946925.1|DBIA	LOC108596298|XP_017837381.1|DBUS
OG0003781	LOC108036001|XP_016967381.1|DBIA	LOC108607422|XP_017853713.1|DBUS
OG0003782	LOC108023369|XP_016948258.1|DBIA	LOC108606288|XP_017851758.1|DBUS
OG0003783	LOC108024712|XP_016950294.1|DBIA	LOC108604746|XP_017849821.1|DBUS
OG0003784	LOC108036231|XP_016967730.1|DBIA	LOC108597338|XP_017839334.1|DBUS
OG0003785	LOC108035740|XP_016966925.1|DBIA	LOC108595273|XP_017835974.1|DBUS
OG0003786	LOC108036585|XP_016968330.1|DBIA	LOC108597306|XP_017839274.1|DBUS
OG0003787	LOC108036583|XP_016968328.1|DBIA	LOC108594648|XP_017835279.1|DBUS
OG0003788	LOC108026689|XP_016953266.1|DBIA	LOC108595422|XP_017836139.1|DBUS
OG0003789	LOC108036450|XP_016968092.1|DBIA	LOC108597149|XP_033151007.1|DBUS
OG0003790	LOC108028745|XP_016956202.1|DBIA	LOC108598448|XP_017840576.1|DBUS
OG0003791	LOC108027225|XP_016954046.1|DBIA	LOC108604056|XP_017848807.1|DBUS
OG0003792	LOC108022634|XP_016947179.1|DBIA	LOC108595431|XP_017836150.1|DBUS
OG0003793	LOC108022605|XP_016947129.1|DBIA	LOC108595244|XP_017835932.1|DBUS
OG0003794	LOC108026740|XP_016953349.1|DBIA	LOC108596804|XP_017838400.1|DBUS
OG0003795	LOC108034997|XP_016965825.1|DBIA	LOC108598231|XP_017840336.2|DBUS, LOC108601075|XP_017844458.2|DBUS
OG0003796	LOC108025274|XP_016951128.1|DBIA	LOC108603035|XP_017846941.1|DBUS
OG0003797	LOC108032756|XP_016962238.1|DBIA	LOC108607566|XP_017853946.2|DBUS
OG0003798	LOC108036667|XP_016968437.1|DBIA	LOC108596072|XP_017836973.1|DBUS
OG0003799	LOC108026816|XP_016953470.1|DBIA	LOC108596188|XP_033149108.1|DBUS
OG0003800	LOC108032713|XP_016962180.1|DBIA	LOC108598591|XP_033150959.1|DBUS
OG0003801	LOC108032770|XP_016962260.1|DBIA	LOC108601987|XP_017845474.1|DBUS
OG0003802	LOC108032569|XP_016961956.1|DBIA	LOC108607965|XP_017854581.1|DBUS
OG0003803	LOC108025131|XP_016950888.1|DBIA	LOC108603032|XP_017846938.1|DBUS
OG0003804	LOC108029068|XP_016956627.1|DBIA	LOC108607845|XP_033150874.1|DBUS
OG0003805	LOC108036851|XP_016968712.1|DBIA	LOC108608504|XP_017855391.2|DBUS
OG0003806	LOC108036555|XP_016968322.1|DBIA	LOC108608345|XP_017855177.1|DBUS
OG0003807	LOC108036831|XP_016968665.1|DBIA	LOC108608498|XP_017855383.1|DBUS
OG0003808	LOC108028479|XP_016955830.1|DBIA	LOC108600041|XP_017842875.1|DBUS
OG0003809	LOC108034215|XP_016964545.1|DBIA	LOC108596334|XP_017837474.1|DBUS
OG0003810	LOC108022739|XP_016947318.1|DBIA	LOC108596273|XP_017837330.1|DBUS
OG0003811	LOC108026854|XP_016953522.1|DBIA	LOC108596626|XP_017838060.1|DBUS
OG0003812	LOC108036838|XP_016968674.1|DBIA	LOC108603305|XP_033150828.1|DBUS
OG0003813	LOC108034101|XP_016964367.1|DBIA	LOC108596546|XP_017837932.2|DBUS
OG0003814	LOC108034235|XP_016964573.1|DBIA	LOC108608051|XP_017854721.1|DBUS
OG0003815	LOC108031633|XP_016960728.1|DBIA	LOC108603492|XP_017847836.1|DBUS
OG0003816	LOC108032596|XP_016962000.1|DBIA	LOC108607982|XP_017854625.1|DBUS
OG0003817	LOC108032725|XP_016962194.1|DBIA	LOC108594434|XP_017835097.1|DBUS
OG0003818	LOC108034358|XP_016964734.1|DBIA	LOC108594523|XP_017835216.2|DBUS
OG0003819	LOC108029300|XP_016956992.1|DBIA	LOC108594404|XP_017835061.2|DBUS
OG0003820	LOC108031547|XP_016960572.1|DBIA	LOC108603354|XP_017847580.1|DBUS
OG0003821	LOC108023083|XP_016947825.1|DBIA	LOC108597655|XP_017839800.1|DBUS
OG0003822	LOC108031995|XP_016961281.1|DBIA	LOC108599977|XP_017842741.2|DBUS
OG0003823	LOC108032576|XP_016961967.1|DBIA	LOC108604281|XP_017849177.1|DBUS
OG0003824	LOC108032502|XP_016961816.1|DBIA	LOC108608405|XP_017855294.1|DBUS
OG0003825	LOC108034193|XP_016964510.1|DBIA	LOC108596844|XP_017838466.2|DBUS
OG0003826	LOC108028988|XP_016956519.1|DBIA	LOC108603310|XP_017847486.1|DBUS
OG0003827	LOC108032450|XP_016961765.1|DBIA	LOC108607271|XP_017853474.1|DBUS
OG0003828	LOC108032616|XP_016962043.1|DBIA	LOC108600728|XP_017843956.2|DBUS
OG0003829	LOC108032754|XP_016962233.1|DBIA	LOC108602702|XP_017846346.2|DBUS
OG0003830	LOC108033335|XP_016963110.1|DBIA	LOC108608116|XP_017854834.1|DBUS
OG0003831	LOC108031725|XP_016960884.1|DBIA	LOC108602900|XP_017846697.1|DBUS
OG0003832	LOC108034251|XP_016964593.1|DBIA	LOC108599248|XP_017841537.2|DBUS
OG0003834	LOC108033890|XP_016964026.1|DBIA	LOC108598705|XP_017840923.1|DBUS
OG0003835	LOC108032588|XP_016961985.1|DBIA	LOC108607906|XP_017854505.1|DBUS
OG0003836	LOC108033743|XP_016963791.1|DBIA	LOC108596262|XP_017837312.2|DBUS
OG0003837	LOC108034065|XP_016964309.1|DBIA	LOC108599542|XP_017841919.1|DBUS
OG0003838	LOC108032474|XP_016961786.1|DBIA	LOC108606378|XP_017851969.1|DBUS
OG0003839	LOC108032642|XP_016962077.1|DBIA	LOC108594372|XP_017835023.2|DBUS
OG0003840	LOC108029482|XP_016957234.1|DBIA	LOC108596114|XP_017837031.1|DBUS
OG0003841	LOC108029250|XP_016956934.1|DBIA	LOC108596234|XP_017837266.1|DBUS
OG0003842	LOC108033963|XP_016964158.1|DBIA	LOC108608019|XP_033150303.1|DBUS
OG0003843	LOC108032609|XP_016962028.1|DBIA	LOC108607506|XP_017853859.2|DBUS
OG0003844	LOC108032679|XP_016962142.1|DBIA	LOC108608525|XP_017855423.1|DBUS
OG0003845	LOC108029230|XP_016956913.1|DBIA	LOC108607246|XP_033150408.1|DBUS
OG0003846	LOC108032714|XP_016962181.1|DBIA	LOC108594453|XP_017835117.1|DBUS
OG0003847	LOC108032743|XP_016962216.1|DBIA	LOC108608077|XP_017854762.1|DBUS
OG0003848	LOC108024502|XP_016949938.1|DBIA	LOC108604241|XP_017849104.1|DBUS
OG0003849	LOC108036178|XP_016967657.1|DBIA	LOC108596926|XP_017838636.1|DBUS
OG0003850	LOC108034155|XP_016964444.1|DBIA	LOC108607747|XP_033150064.1|DBUS
OG0003851	LOC108030259|XP_016958569.1|DBIA	LOC108597499|XP_017839572.1|DBUS
OG0003852	LOC108036126|XP_016967600.1|DBIA	LOC108594420|XP_017835081.1|DBUS
OG0003853	LOC108030153|XP_016958367.1|DBIA	LOC108596450|XP_017837686.1|DBUS
OG0003854	LOC108034896|XP_016965603.1|DBIA	LOC108606704|XP_017837764.1|DBUS
OG0003855	LOC108034163|XP_016964462.1|DBIA	LOC108608068|XP_017854750.1|DBUS
OG0003856	LOC108033250|XP_016963005.1|DBIA	LOC108603179|XP_017847230.1|DBUS
OG0003857	LOC108032572|XP_016961961.1|DBIA	LOC108594221|XP_017834820.1|DBUS
OG0003858	LOC108024143|XP_016949416.1|DBIA	LOC108606309|XP_017851798.1|DBUS
OG0003859	LOC108033945|XP_016964121.1|DBIA	LOC108608228|XP_017854998.1|DBUS
OG0003860	LOC108022895|XP_016947583.1|DBIA	LOC108597759|XP_017839959.1|DBUS
OG0003861	LOC108027833|XP_016954908.1|DBIA	LOC108608175|XP_017854922.1|DBUS
OG0003862	LOC108033099|XP_016962823.1|DBIA	LOC108608067|XP_017854747.2|DBUS
OG0003863	LOC108032521|XP_016961845.1|DBIA	LOC108607695|XP_033150660.1|DBUS
OG0003864	LOC108032803|XP_016962298.1|DBIA	LOC108603170|XP_017847219.1|DBUS
OG0003865	LOC108025510|XP_016951521.1|DBIA	LOC108601944|XP_017845413.1|DBUS
OG0003866	LOC108034131|XP_016964409.1|DBIA	LOC108594531|XP_017835223.1|DBUS
OG0003867	LOC108031950|XP_016961228.1|DBIA	LOC108604412|XP_017849371.2|DBUS
OG0003868	LOC108033339|XP_016963114.1|DBIA	LOC108603153|XP_017847194.1|DBUS, LOC108605869|XP_017851171.1|DBUS
OG0003869	LOC108033559|XP_016963396.1|DBIA	LOC108608528|XP_017855432.1|DBUS
OG0003870	LOC108033673|XP_016963607.1|DBIA	LOC108607861|XP_033150872.1|DBUS
OG0003871	LOC108034276|XP_016964624.1|DBIA	LOC108598868|XP_017841116.1|DBUS
OG0003872	LOC108022838|XP_016947499.1|DBIA	LOC108595390|XP_017836105.1|DBUS
OG0003873	LOC108034085|XP_016964340.1|DBIA	LOC108601356|XP_017844748.1|DBUS
OG0003874	LOC108033736|XP_016963778.1|DBIA	LOC108607690|XP_017854153.1|DBUS
OG0003875	LOC108034818|XP_016965363.1|DBIA	LOC108594264|XP_017834879.2|DBUS
OG0003876	LOC108027906|XP_016955014.1|DBIA	LOC108596732|XP_017838272.1|DBUS
OG0003877	LOC108032811|XP_016962313.1|DBIA	LOC108599865|XP_017842502.1|DBUS
OG0003878	LOC108033944|XP_016964118.1|DBIA	LOC108608227|XP_017854995.1|DBUS
OG0003879	LOC108030163|XP_016958385.1|DBIA	LOC108598831|XP_017841073.1|DBUS
OG0003880	LOC108028535|XP_016955920.1|DBIA	LOC108601004|XP_017844358.2|DBUS
OG0003881	LOC108022992|XP_016947711.1|DBIA	LOC108596784|XP_017838377.1|DBUS
OG0003882	LOC108030717|XP_016959248.1|DBIA	LOC108596369|XP_017837525.1|DBUS
OG0003883	LOC108023994|XP_016949219.1|DBIA	LOC108606845|XP_017852829.1|DBUS
OG0003884	LOC108032624|XP_016962051.1|DBIA	LOC108608144|XP_017854876.2|DBUS
OG0003885	LOC108034245|XP_016964586.1|DBIA	LOC108607741|XP_017854254.1|DBUS
OG0003886	LOC108034246|XP_016964587.1|DBIA	LOC117135046|XP_033150792.1|DBUS
OG0003887	LOC108029217|XP_016956896.1|DBIA	LOC108594515|XP_017835207.2|DBUS
OG0003888	LOC108032013|XP_016961303.1|DBIA	LOC108603555|XP_017847964.1|DBUS
OG0003890	LOC108035579|XP_016966738.1|DBIA	LOC108595049|XP_017835679.1|DBUS
OG0003891	LOC108032640|XP_016962075.1|DBIA	LOC108608181|XP_017854929.2|DBUS
OG0003892	LOC108034799|XP_016965289.1|DBIA	LOC108599454|XP_017841776.1|DBUS
OG0003893	LOC108036097|XP_016967552.1|DBIA	LOC108608374|XP_017855209.1|DBUS
OG0003894	LOC108033320|XP_016963087.1|DBIA	LOC108597427|XP_017839474.1|DBUS
OG0003895	LOC108022589|XP_016947105.1|DBIA	LOC108605898|XP_017851202.1|DBUS
OG0003896	LOC108022919|XP_016947618.1|DBIA	LOC108597431|XP_017839478.1|DBUS
OG0003897	LOC108022485|XP_016946927.1|DBIA	LOC108596299|XP_017837383.1|DBUS
OG0003898	LOC108033634|XP_016963541.1|DBIA	LOC108601133|XP_017844549.1|DBUS
OG0003899	LOC108029280|XP_016956967.1|DBIA	LOC108607717|XP_017854208.1|DBUS
OG0003900	LOC108027820|XP_016954888.1|DBIA	LOC108598016|XP_017840123.1|DBUS
OG0003901	LOC108032574|XP_016961962.1|DBIA	LOC108600734|XP_017843969.1|DBUS
OG0003902	LOC108033852|XP_016963977.1|DBIA	LOC108594316|XP_017834953.1|DBUS
OG0003903	LOC108036746|XP_016968544.1|DBIA	LOC108608534|XP_017855437.1|DBUS
OG0003904	LOC108036745|XP_016968543.1|DBIA	LOC108608533|XP_017855436.2|DBUS
OG0003905	LOC108032119|XP_016961441.1|DBIA	LOC108601494|XP_033150128.1|DBUS
OG0003906	LOC108036425|XP_016968042.1|DBIA	LOC108595116|XP_017835767.1|DBUS
OG0003907	LOC108028953|XP_016956480.1|DBIA	LOC108598889|XP_017841141.1|DBUS
OG0003908	LOC108029032|XP_016956570.1|DBIA	LOC108598898|XP_033150800.1|DBUS
OG0003909	LOC108022795|XP_016947414.1|DBIA	LOC108597646|XP_017839784.1|DBUS
OG0003910	LOC108027032|XP_016953718.1|DBIA	LOC108596815|XP_017838419.1|DBUS
OG0003911	LOC108027933|XP_016955051.1|DBIA	LOC108600111|XP_017842974.2|DBUS
OG0003912	LOC108032379|XP_016961689.1|DBIA	LOC108599039|XP_017841311.2|DBUS
OG0003913	LOC108032697|XP_016962163.1|DBIA	LOC108599582|XP_017842015.1|DBUS
OG0003914	LOC108033983|XP_016964196.1|DBIA	LOC108608315|XP_017855132.1|DBUS
OG0003915	LOC108023756|XP_016948883.1|DBIA	LOC108607009|XP_017853078.1|DBUS
OG0003916	LOC108034223|XP_016964554.1|DBIA	LOC108598403|XP_017840518.1|DBUS
OG0003917	LOC108034337|XP_016964709.1|DBIA	LOC108607464|XP_017853791.1|DBUS
OG0003918	LOC108034135|XP_016964413.1|DBIA	LOC108601184|XP_017844606.1|DBUS
OG0003919	LOC108027893|XP_016955000.1|DBIA	LOC108597704|XP_033148971.1|DBUS
OG0003920	LOC108026846|XP_016953513.1|DBIA	LOC108596871|XP_017838537.1|DBUS
OG0003921	LOC108033803|XP_016963908.1|DBIA	LOC108607987|XP_017854631.2|DBUS
OG0003922	LOC108033815|XP_016963929.1|DBIA	LOC108594492|XP_017835175.1|DBUS
OG0003923	LOC108036024|XP_016967443.1|DBIA	LOC108607355|XP_017853538.1|DBUS
OG0003924	LOC108029397|XP_016957115.1|DBIA	LOC108595358|XP_017836071.1|DBUS
OG0003925	LOC108029106|XP_016956699.1|DBIA	LOC108608009|XP_033149606.1|DBUS
OG0003926	LOC108029087|XP_016956665.1|DBIA	LOC108607482|XP_017853814.1|DBUS
OG0003927	LOC108036121|XP_016967595.1|DBIA	LOC108597652|XP_017839799.1|DBUS
OG0003928	LOC108034236|XP_016964574.1|DBIA	LOC108598146|XP_033150649.1|DBUS, LOC108597574|XP_017839677.2|DBUS
OG0003929	LOC108033996|XP_016964212.1|DBIA	LOC108608455|XP_017855323.1|DBUS
OG0003930	LOC108034075|XP_016964325.1|DBIA	LOC108594220|XP_017834819.1|DBUS
OG0003931	LOC108033937|XP_016964105.1|DBIA	LOC108606773|XP_017852681.1|DBUS
OG0003932	LOC108030360|XP_016958716.1|DBIA	LOC108594676|XP_017835305.1|DBUS
OG0003933	LOC108027907|XP_016955015.1|DBIA	LOC108598203|XP_017840312.1|DBUS
OG0003934	LOC108036708|XP_016968494.1|DBIA	LOC108603043|XP_017846954.1|DBUS
OG0003935	LOC108030196|XP_016958441.1|DBIA	LOC108597372|XP_017839389.1|DBUS
OG0003936	LOC108030197|XP_016958442.1|DBIA	LOC108596838|XP_017838452.1|DBUS
OG0003937	LOC108029522|XP_016957311.1|DBIA	LOC108596353|XP_017837500.1|DBUS
OG0003938	LOC108029044|XP_016956586.1|DBIA	LOC108607950|XP_017854564.2|DBUS
OG0003939	LOC108029063|XP_016956621.1|DBIA	LOC108606424|XP_017852021.1|DBUS
OG0003940	LOC108029115|XP_016956716.1|DBIA	LOC108608286|XP_017855090.1|DBUS
OG0003941	LOC108029198|XP_016956864.1|DBIA	LOC108607949|XP_017854557.1|DBUS
OG0003942	LOC108036766|XP_016968594.1|DBIA	LOC108594530|XP_033148943.1|DBUS
OG0003943	LOC108029047|XP_016956599.1|DBIA	LOC108607658|XP_017854095.1|DBUS
OG0003945	LOC108022690|XP_016947250.1|DBIA	LOC108595586|XP_017836337.1|DBUS
OG0003946	LOC108034081|XP_016964335.1|DBIA	LOC108596267|XP_017837326.1|DBUS
OG0003947	LOC108034149|XP_016964437.1|DBIA	LOC108594442|XP_017835106.2|DBUS
OG0003948	LOC108034314|XP_016964672.1|DBIA	LOC108600922|XP_017844248.1|DBUS
OG0003949	LOC108033828|XP_016963943.1|DBIA	LOC108607798|XP_017854327.1|DBUS
OG0003950	LOC108035845|XP_016967080.1|DBIA	LOC108597322|XP_017839305.1|DBUS
OG0003951	LOC108030489|XP_016958863.1|DBIA	LOC108600369|XP_017843436.2|DBUS
OG0003952	LOC108033371|XP_016963178.1|DBIA	LOC108607776|XP_017854298.1|DBUS
