Orthogroup	DBIA.longest_only	CPIP.longest_only
OG0003110	LOC108022774|XP_016947377.1|DBIA	LOC120423114|XP_039442726.1|CPIP, LOC120419558|XP_039438216.1|CPIP
OG0003111	LOC108028332|XP_016955604.1|DBIA	LOC120416667|XP_039434413.1|CPIP
OG0003112	LOC108025226|XP_016951065.1|DBIA	LOC120416638|XP_039434383.1|CPIP
OG0003114	LOC108029628|XP_016957509.1|DBIA	LOC120419931|XP_039438730.1|CPIP
OG0003115	LOC108023130|XP_016947889.1|DBIA	LOC120419951|XP_039438745.1|CPIP
OG0003116	LOC108022902|XP_016947596.1|DBIA	LOC120419928|XP_039438727.1|CPIP
OG0003117	LOC108028036|XP_016955162.1|DBIA	LOC120412521|XP_039428949.1|CPIP
OG0003118	LOC108030617|XP_016959103.1|DBIA	LOC120417971|XP_039436144.1|CPIP
OG0003119	LOC108030691|XP_016959215.1|DBIA	LOC120418007|XP_039436185.1|CPIP
OG0003120	LOC108026663|XP_016953191.1|DBIA	LOC120417548|XP_039435564.1|CPIP
OG0003121	LOC108025933|XP_016952119.1|DBIA	LOC120424716|XP_039444836.1|CPIP
OG0003122	LOC108029651|XP_016957564.1|DBIA	LOC120420836|XP_039439891.1|CPIP
OG0003123	LOC108035482|XP_016966621.1|DBIA	LOC120420843|XP_039439894.1|CPIP
OG0003124	LOC108022728|XP_016947301.1|DBIA	LOC120425268|XP_039445646.1|CPIP
OG0003125	LOC108034958|XP_016965739.1|DBIA	LOC120430004|XP_039451037.1|CPIP
OG0003126	LOC108026773|XP_016953406.1|DBIA	LOC120422180|XP_039441489.1|CPIP
OG0003127	LOC108026557|XP_016952997.1|DBIA	LOC120422170|XP_039441481.1|CPIP
OG0003128	LOC108035539|XP_016966695.1|DBIA	LOC120420417|XP_039439370.1|CPIP
OG0003129	LOC108022629|XP_016947166.1|DBIA	LOC120420423|XP_039439377.1|CPIP
OG0003130	LOC108030247|XP_016958542.1|DBIA	LOC120420436|XP_039439397.1|CPIP
OG0003131	LOC108036611|XP_016968362.1|DBIA	LOC120427544|XP_039448353.1|CPIP
OG0003132	LOC108031083|XP_016959778.1|DBIA	LOC120414233|XP_039431277.1|CPIP, LOC120424576|XP_039444676.1|CPIP
OG0003133	LOC108026492|XP_016952930.1|DBIA	LOC120414232|XP_039431276.1|CPIP, LOC120432001|XP_039453067.1|CPIP
OG0003134	LOC108030148|XP_016958357.1|DBIA	LOC120421687|XP_039440858.1|CPIP
OG0003135	LOC108028417|XP_016955727.1|DBIA	LOC120424413|XP_039444458.1|CPIP
OG0003139	LOC108030919|XP_016959603.1|DBIA	LOC120415252|XP_039432652.1|CPIP, LOC120415231|XP_039432622.1|CPIP
OG0003140	LOC108029658|XP_016957574.1|DBIA	LOC120415224|XP_039432613.1|CPIP
OG0003141	LOC108022860|XP_016947525.1|DBIA	LOC120419609|XP_039438283.1|CPIP
OG0003142	LOC108036906|XP_016968782.1|DBIA	LOC120419588|XP_039438250.1|CPIP
OG0003143	LOC108035590|XP_016966749.1|DBIA	LOC120415310|XP_039432724.1|CPIP
OG0003144	LOC108026619|XP_016953093.1|DBIA	LOC120418433|XP_039436750.1|CPIP
OG0003145	LOC108030186|XP_016958423.1|DBIA	LOC120418454|XP_039436813.1|CPIP
OG0003146	LOC108030090|XP_016958216.1|DBIA	LOC120426475|XP_039447172.1|CPIP
OG0003147	LOC108034951|XP_016965724.1|DBIA	LOC120428762|XP_039449778.1|CPIP
OG0003148	LOC108028393|XP_016955695.1|DBIA	LOC120428599|XP_039449556.1|CPIP
OG0003149	LOC108023607|XP_016948703.1|DBIA	LOC120428595|XP_039449552.1|CPIP
OG0003150	LOC108026646|XP_016953161.1|DBIA	LOC120420377|XP_039439315.1|CPIP
OG0003151	LOC108034086|XP_016964341.1|DBIA	LOC120416201|XP_039433821.1|CPIP
OG0003152	LOC108022891|XP_016947578.1|DBIA	LOC120414890|XP_039432147.1|CPIP
OG0003153	LOC108026964|XP_016953668.1|DBIA	LOC120414918|XP_039432184.1|CPIP
OG0003154	LOC108026215|XP_016952520.1|DBIA	LOC120414861|XP_039432114.1|CPIP
OG0003155	LOC108029702|XP_016957658.1|DBIA	LOC120414903|XP_039432166.1|CPIP
OG0003156	LOC108022964|XP_016947672.1|DBIA	LOC120418435|XP_039436774.1|CPIP
OG0003157	LOC108027930|XP_016955047.1|DBIA	LOC120418450|XP_039436807.1|CPIP
OG0003158	LOC108029715|XP_016957679.1|DBIA	LOC120417246|XP_039435139.1|CPIP
OG0003159	LOC108036640|XP_016968402.1|DBIA	LOC120427766|XP_039448612.1|CPIP
OG0003160	LOC108036427|XP_016968044.1|DBIA	LOC120427762|XP_039448606.1|CPIP
OG0003161	LOC108036261|XP_016967761.1|DBIA	LOC120427043|XP_039447808.1|CPIP
OG0003162	LOC108029408|XP_016957130.1|DBIA	LOC120428139|XP_039449058.1|CPIP, LOC120424446|XP_039444511.1|CPIP, LOC120424443|XP_039444510.1|CPIP
OG0003163	LOC108028118|XP_016955276.1|DBIA	LOC120425296|XP_039445698.1|CPIP
OG0003164	LOC108035500|XP_016966647.1|DBIA	LOC120424378|XP_039444414.1|CPIP
OG0003165	LOC108036446|XP_016968075.1|DBIA	LOC120417981|XP_039436155.1|CPIP
OG0003166	LOC108023051|XP_016947783.1|DBIA	LOC120417994|XP_039436172.1|CPIP
OG0003167	LOC108030216|XP_016958474.1|DBIA	LOC120428521|XP_039449478.1|CPIP
OG0003168	LOC108031548|XP_016960573.1|DBIA	LOC120428517|XP_039449472.1|CPIP, LOC120428518|XP_039449473.1|CPIP
OG0003169	LOC108034179|XP_016964485.1|DBIA	LOC120421474|XP_039440625.1|CPIP
OG0003170	LOC108022504|XP_016946955.1|DBIA	LOC120421455|XP_039440600.1|CPIP
OG0003171	LOC108022647|XP_016947192.1|DBIA	LOC120421460|XP_039440605.1|CPIP
OG0003172	LOC108031713|XP_016960867.1|DBIA	LOC120427531|XP_039448331.1|CPIP
OG0003173	LOC108032931|XP_016962490.1|DBIA	LOC120415152|XP_039432521.1|CPIP
OG0003174	LOC108024750|XP_016950345.1|DBIA	LOC120426100|XP_039446737.1|CPIP
OG0003175	LOC108022772|XP_016947369.1|DBIA	LOC120425519|XP_039446002.1|CPIP
OG0003176	LOC108036056|XP_016967487.1|DBIA	LOC120429990|XP_039451017.1|CPIP
OG0003177	LOC108023014|XP_016947736.1|DBIA	LOC120425538|XP_039446033.1|CPIP
OG0003178	LOC108022720|XP_016947294.1|DBIA	LOC120419168|XP_039437754.1|CPIP, LOC120425536|XP_039446030.1|CPIP
OG0003179	LOC108023007|XP_016947729.1|DBIA	LOC120419164|XP_039437748.1|CPIP
OG0003180	LOC108030399|XP_016958772.1|DBIA	LOC120425526|XP_039446014.1|CPIP, LOC120419159|XP_039437742.1|CPIP
OG0003181	LOC108036919|XP_016968820.1|DBIA	LOC120419158|XP_039437741.1|CPIP, LOC120425527|XP_039446015.1|CPIP
OG0003183	LOC108029473|XP_016957217.1|DBIA	LOC120430841|XP_039451902.1|CPIP
OG0003184	LOC108030703|XP_016959232.1|DBIA	LOC120415861|XP_039433432.1|CPIP
OG0003185	LOC108029624|XP_016957505.1|DBIA	LOC120431569|XP_039452610.1|CPIP, LOC120429995|XP_039451026.1|CPIP
OG0003186	LOC108026561|XP_016953000.1|DBIA	LOC120425514|XP_039445996.1|CPIP
OG0003187	LOC108027866|XP_016954968.1|DBIA	LOC120417933|XP_039436104.1|CPIP, LOC120429068|XP_039450150.1|CPIP
OG0003188	LOC108024743|XP_016950335.1|DBIA	LOC120428789|XP_039449823.1|CPIP
OG0003189	LOC108028782|XP_016956250.1|DBIA	LOC120415869|XP_039433439.1|CPIP
OG0003190	LOC108022692|XP_016947253.1|DBIA	LOC120428798|XP_039449831.1|CPIP
OG0003191	LOC108030591|XP_016959054.1|DBIA	LOC120412332|XP_039428666.1|CPIP
OG0003192	LOC108034962|XP_016965758.1|DBIA	LOC120425958|XP_039446537.1|CPIP
OG0003193	LOC108033862|XP_016963990.1|DBIA	LOC120416817|XP_039434631.1|CPIP
OG0003194	LOC108035464|XP_016966599.1|DBIA	LOC120428645|XP_039449621.1|CPIP
OG0003195	LOC108031755|XP_016960949.1|DBIA	LOC120430999|XP_039452093.1|CPIP
OG0003196	LOC108028020|XP_016955144.1|DBIA	LOC120430998|XP_039452092.1|CPIP
OG0003197	LOC108035068|XP_016965949.1|DBIA	LOC120418193|XP_039436429.1|CPIP
OG0003198	LOC108033716|XP_016963738.1|DBIA	LOC120418205|XP_039436446.1|CPIP
OG0003199	LOC108029001|XP_016956537.1|DBIA	LOC120416999|XP_039434875.1|CPIP
OG0003200	LOC108021928|XP_016946240.1|DBIA	LOC120421851|XP_039441073.1|CPIP, LOC120426229|XP_039446902.1|CPIP
OG0003201	LOC108036903|XP_016968775.1|DBIA	LOC120426621|XP_039447347.1|CPIP, LOC120426615|XP_039447341.1|CPIP
OG0003202	LOC108034953|XP_016965729.1|DBIA	LOC120414934|XP_039432199.1|CPIP, LOC120414936|XP_039432201.1|CPIP
OG0003203	LOC108030029|XP_016958064.1|DBIA	LOC120424708|XP_039444821.1|CPIP
OG0003204	LOC108031448|XP_016960369.1|DBIA	LOC120422667|XP_039442106.1|CPIP
OG0003205	LOC108026809|XP_016953461.1|DBIA	LOC120422673|XP_039442115.1|CPIP
OG0003206	LOC108036259|XP_016967759.1|DBIA	LOC120418595|XP_039436975.1|CPIP
OG0003207	LOC108026327|XP_016952710.1|DBIA	LOC120430866|XP_039451924.1|CPIP, LOC120429776|XP_039450768.1|CPIP
OG0003208	LOC108035487|XP_016966627.1|DBIA	LOC120429780|XP_039450773.1|CPIP, LOC120431050|XP_039452138.1|CPIP
OG0003209	LOC108036636|XP_016968399.1|DBIA	LOC120430279|XP_039451305.1|CPIP, LOC120416350|XP_039434015.1|CPIP
OG0003210	LOC108026051|XP_016952234.1|DBIA	LOC120420337|XP_039439266.1|CPIP
OG0003211	LOC108026925|XP_016953625.1|DBIA	LOC120420336|XP_039439265.1|CPIP
OG0003212	LOC108031820|XP_016961040.1|DBIA	LOC120420082|XP_039438945.1|CPIP
OG0003213	LOC108036415|XP_016968030.1|DBIA	LOC120414940|XP_039432204.1|CPIP
OG0003214	LOC108030128|XP_016958320.1|DBIA	LOC120427505|XP_039448293.1|CPIP, LOC120425105|XP_039445433.1|CPIP
OG0003215	LOC108036250|XP_016967748.1|DBIA	LOC120427511|XP_039448307.1|CPIP
OG0003216	LOC108029568|XP_016957413.1|DBIA	LOC120427502|XP_039448290.1|CPIP
OG0003217	LOC108029770|XP_016957767.1|DBIA	LOC120422236|XP_039441557.1|CPIP
OG0003218	LOC108028515|XP_016955886.1|DBIA	LOC120416337|XP_039433998.1|CPIP
OG0003219	LOC108034961|XP_016965757.1|DBIA	LOC120416341|XP_039434002.1|CPIP
OG0003220	LOC108033972|XP_016964175.1|DBIA	LOC120428929|XP_039450005.1|CPIP
OG0003221	LOC108033071|XP_016962727.1|DBIA	LOC120423798|XP_039443651.1|CPIP
OG0003222	LOC108029660|XP_016957576.1|DBIA	LOC120423810|XP_039443664.1|CPIP
OG0003223	LOC108030438|XP_016958816.1|DBIA	LOC120423905|XP_039443819.1|CPIP
OG0003224	LOC108022818|XP_016947444.1|DBIA	LOC120428247|XP_039449163.1|CPIP
OG0003225	LOC108033482|XP_016963310.1|DBIA	LOC120426352|XP_039447047.1|CPIP
OG0003226	LOC108036224|XP_016967704.1|DBIA	LOC120429225|XP_039450373.1|CPIP
OG0003229	LOC108028346|XP_016955586.1|DBIA	LOC120415109|XP_039432462.1|CPIP
OG0003233	LOC108022800|XP_016947422.1|DBIA	LOC120416441|XP_039434128.1|CPIP
OG0003237	LOC108027999|XP_016955115.1|DBIA	LOC120413246|XP_039429909.1|CPIP
OG0003250	LOC108031610|XP_016960689.1|DBIA	LOC120432230|XP_039453341.1|CPIP
OG0003251	LOC108025503|XP_016951512.1|DBIA	LOC120432228|XP_039453338.1|CPIP
OG0003252	LOC108031784|XP_016960987.1|DBIA	LOC120432315|XP_039453433.1|CPIP
OG0003253	LOC108027386|XP_016954310.1|DBIA	LOC120415061|XP_039432382.1|CPIP
OG0003254	LOC108027054|XP_016953752.1|DBIA	LOC120422088|XP_039441370.1|CPIP
OG0003255	LOC108025047|XP_016950791.1|DBIA	LOC120422081|XP_039441361.1|CPIP
OG0003256	LOC108024590|XP_016950086.1|DBIA	LOC120421080|XP_039440161.1|CPIP
OG0003257	LOC108023354|XP_016948189.1|DBIA	LOC120415082|XP_039432418.1|CPIP
OG0003258	LOC108027591|XP_016954598.1|DBIA	LOC120432232|XP_039453342.1|CPIP
OG0003259	LOC108028903|XP_016956411.1|DBIA	LOC120432223|XP_039453332.1|CPIP
OG0003260	LOC108025895|XP_016952066.1|DBIA	LOC120415048|XP_039432356.1|CPIP
OG0003261	LOC108024947|XP_016950663.1|DBIA	LOC120431253|XP_039452325.1|CPIP
OG0003262	LOC108031846|XP_016961086.1|DBIA	LOC120424013|XP_039443961.1|CPIP
OG0003263	LOC108023390|XP_016948300.1|DBIA	LOC120432245|XP_039453353.1|CPIP
OG0003264	LOC108028889|XP_016956395.1|DBIA	LOC120430288|XP_039451315.1|CPIP, LOC120430287|XP_039451314.1|CPIP
OG0003265	LOC108032660|XP_016962110.1|DBIA	LOC120418100|XP_039436305.1|CPIP
OG0003266	LOC108027300|XP_016954185.1|DBIA	LOC120412639|XP_039429132.1|CPIP
OG0003267	LOC108035816|XP_016967053.1|DBIA	LOC120424303|XP_039444321.1|CPIP
OG0003268	LOC108024557|XP_016950028.1|DBIA	LOC120415881|XP_039433491.1|CPIP
OG0003269	LOC108025339|XP_016951260.1|DBIA	LOC120420955|XP_039440046.1|CPIP
OG0003270	LOC108035593|XP_016966753.1|DBIA	LOC120421546|XP_039440743.1|CPIP
OG0003271	LOC108035999|XP_016967370.1|DBIA	LOC120422529|XP_039442285.1|CPIP
OG0003272	LOC108035788|XP_016967013.1|DBIA	LOC120418115|XP_039436324.1|CPIP, LOC120428871|XP_039449931.1|CPIP
OG0003273	LOC108029574|XP_016957424.1|DBIA	LOC120415792|XP_039433384.1|CPIP
OG0003274	LOC108023345|XP_016948174.1|DBIA	LOC120414169|XP_039431159.1|CPIP
OG0003275	LOC108033052|XP_016962668.1|DBIA	LOC120424026|XP_039443980.1|CPIP
OG0003276	LOC108024148|XP_016949442.1|DBIA	LOC120429211|XP_039450365.1|CPIP
OG0003277	LOC108036296|XP_016967796.1|DBIA	LOC120432268|XP_039453382.1|CPIP
OG0003278	LOC108025385|XP_016951347.1|DBIA	LOC120431241|XP_039452315.1|CPIP
OG0003279	LOC108023572|XP_016948654.1|DBIA	LOC120431434|XP_039452489.1|CPIP
OG0003280	LOC108031943|XP_016961212.1|DBIA	LOC120432244|XP_039453351.1|CPIP
OG0003281	LOC108032094|XP_016961410.1|DBIA	LOC120432304|XP_039453424.1|CPIP
OG0003282	LOC108023525|XP_016948568.1|DBIA	LOC120430542|XP_039451588.1|CPIP, LOC120428503|XP_039449447.1|CPIP
OG0003283	LOC108032809|XP_016962311.1|DBIA	LOC120413357|XP_039430074.1|CPIP
OG0003284	LOC108022021|XP_016946354.1|DBIA	LOC120418129|XP_039436341.1|CPIP
OG0003285	LOC108025222|XP_016951058.1|DBIA	LOC120417923|XP_039436117.1|CPIP
OG0003286	LOC108025215|XP_016951051.1|DBIA	LOC120432354|XP_039453481.1|CPIP
OG0003287	LOC108035087|XP_016965994.1|DBIA	LOC120429641|XP_039450602.1|CPIP, LOC120414182|XP_039431194.1|CPIP
OG0003288	LOC108031564|XP_016960602.1|DBIA	LOC120414171|XP_039431163.1|CPIP
OG0003289	LOC108026745|XP_016953357.1|DBIA	LOC120414191|XP_039431206.1|CPIP
OG0003290	LOC108024981|XP_016950718.1|DBIA	LOC120422451|XP_039441828.1|CPIP
OG0003291	LOC108028461|XP_016955806.1|DBIA	LOC120424177|XP_039444165.1|CPIP, LOC120422531|XP_039441926.1|CPIP
OG0003292	LOC108026356|XP_016952755.1|DBIA	LOC120424292|XP_039444308.1|CPIP
OG0003293	LOC108023595|XP_016948689.1|DBIA	LOC120420200|XP_039439118.1|CPIP, LOC120414536|XP_039431680.1|CPIP
OG0003294	LOC108022986|XP_016947701.1|DBIA	LOC120420183|XP_039439093.1|CPIP
OG0003295	LOC108028883|XP_016956388.1|DBIA	LOC120420185|XP_039439097.1|CPIP
OG0003296	LOC108024500|XP_016949931.1|DBIA	LOC120420203|XP_039439125.1|CPIP
OG0003297	LOC108031594|XP_016960655.1|DBIA	LOC120420176|XP_039439076.1|CPIP
OG0003298	LOC108023623|XP_016948722.1|DBIA	LOC120416888|XP_039434715.1|CPIP
OG0003299	LOC108024726|XP_016950309.1|DBIA	LOC120419281|XP_039437880.1|CPIP
OG0003300	LOC108031589|XP_016960647.1|DBIA	LOC120419269|XP_039437861.1|CPIP
OG0003301	LOC108022684|XP_016947243.1|DBIA	LOC120416436|XP_039434124.1|CPIP
OG0003302	LOC108025765|XP_016951848.1|DBIA	LOC120413707|XP_039430561.1|CPIP
OG0003303	LOC108023082|XP_016947822.1|DBIA	LOC120413335|XP_039430045.1|CPIP
OG0003304	LOC108024528|XP_016949983.1|DBIA	LOC120430281|XP_039451307.1|CPIP
OG0003305	LOC108024165|XP_016949468.1|DBIA	LOC120432624|XP_039453811.1|CPIP
OG0003306	LOC108029906|XP_016957886.1|DBIA	LOC120427215|XP_039448009.1|CPIP
OG0003307	LOC108025891|XP_016952060.1|DBIA	LOC120413320|XP_039430019.1|CPIP
OG0003308	LOC108029156|XP_016956784.1|DBIA	LOC120413349|XP_039430061.1|CPIP
OG0003309	LOC108027556|XP_016954509.1|DBIA	LOC120412379|XP_039428742.1|CPIP
OG0003310	LOC108023922|XP_016949096.1|DBIA	LOC120412340|XP_039428678.1|CPIP
OG0003311	LOC108024414|XP_016949818.1|DBIA	LOC120432550|XP_039453715.1|CPIP
OG0003312	LOC108024697|XP_016950264.1|DBIA	LOC120427671|XP_039448485.1|CPIP
OG0003313	LOC108023773|XP_016948906.1|DBIA	LOC120419021|XP_039437552.1|CPIP
OG0003314	LOC108026871|XP_016953548.1|DBIA	LOC120418871|XP_039437371.1|CPIP
OG0003315	LOC108024025|XP_016949277.1|DBIA	LOC120415624|XP_039433157.1|CPIP
OG0003316	LOC108025409|XP_016951377.1|DBIA	LOC120428512|XP_039449457.1|CPIP, LOC120421419|XP_039440560.1|CPIP
OG0003317	LOC108031684|XP_016960818.1|DBIA	LOC120426069|XP_039446686.1|CPIP, LOC120431099|XP_039452188.1|CPIP
OG0003318	LOC108031398|XP_016960254.1|DBIA	LOC120426071|XP_039446689.1|CPIP
OG0003319	LOC108024945|XP_016950655.1|DBIA	LOC120417039|XP_039434919.1|CPIP
OG0003320	LOC108025358|XP_016951307.1|DBIA	LOC120417021|XP_039434894.1|CPIP
OG0003321	LOC108025217|XP_016951054.1|DBIA	LOC120417032|XP_039434909.1|CPIP
OG0003322	LOC108025219|XP_016951055.1|DBIA	LOC120417041|XP_039434924.1|CPIP
OG0003323	LOC108023724|XP_016948849.1|DBIA	LOC120423062|XP_039442701.1|CPIP
OG0003324	LOC108023520|XP_016948556.1|DBIA	LOC120416935|XP_039434783.1|CPIP
OG0003325	LOC108032058|XP_016961362.1|DBIA, LOC108027423|XP_016954360.1|DBIA	LOC120416916|XP_039434756.1|CPIP
OG0003326	LOC108033002|XP_016962616.1|DBIA	LOC120431413|XP_039452472.1|CPIP
OG0003327	LOC108035976|XP_016967287.1|DBIA	LOC120413713|XP_039430568.1|CPIP
OG0003328	LOC108023653|XP_016948762.1|DBIA	LOC120426032|XP_039446643.1|CPIP
OG0003329	LOC108031458|XP_016960383.1|DBIA	LOC120426024|XP_039446632.1|CPIP, LOC120432109|XP_039453175.1|CPIP
OG0003330	LOC108034922|XP_016965667.1|DBIA	LOC120421215|XP_039440352.1|CPIP
OG0003331	LOC108033185|XP_016962916.1|DBIA	LOC120412470|XP_039428891.1|CPIP
OG0003332	LOC108025827|XP_016951971.1|DBIA	LOC120426599|XP_039447324.1|CPIP
OG0003333	LOC108025275|XP_016951129.1|DBIA	LOC120423490|XP_039443261.1|CPIP, LOC120431336|XP_039452401.1|CPIP
OG0003334	LOC108027037|XP_016953726.1|DBIA	LOC120427228|XP_039448026.1|CPIP, LOC120429019|XP_039450094.1|CPIP
OG0003336	LOC108031568|XP_016960615.1|DBIA	LOC120417690|XP_039435760.1|CPIP
OG0003337	LOC108026328|XP_016952711.1|DBIA	LOC120416233|XP_039433862.1|CPIP, LOC120430052|XP_039451080.1|CPIP
OG0003338	LOC108023587|XP_016948678.1|DBIA	LOC120416252|XP_039433889.1|CPIP
OG0003339	LOC108026353|XP_016952749.1|DBIA	LOC120419623|XP_039438298.1|CPIP
OG0003340	LOC108026042|XP_016952225.1|DBIA	LOC120419624|XP_039438301.1|CPIP
OG0003341	LOC108023491|XP_016948508.1|DBIA	LOC120417758|XP_039435853.1|CPIP
OG0003342	LOC108023552|XP_016948618.1|DBIA	LOC120417757|XP_039435850.1|CPIP
OG0003343	LOC108025725|XP_016951781.1|DBIA	LOC120421823|XP_039441035.1|CPIP, LOC120413521|XP_039430330.1|CPIP
OG0003344	LOC108032591|XP_016961992.1|DBIA	LOC120426332|XP_039447026.1|CPIP
OG0003345	LOC108027589|XP_016954596.1|DBIA	LOC120418063|XP_039436602.1|CPIP
OG0003346	LOC108024180|XP_016949498.1|DBIA	LOC120415641|XP_039433173.1|CPIP
OG0003347	LOC108023550|XP_016948619.1|DBIA	LOC120416905|XP_039434737.1|CPIP
OG0003348	LOC108024583|XP_016950076.1|DBIA	LOC120424540|XP_039444638.1|CPIP
OG0003349	LOC108035547|XP_016966705.1|DBIA	LOC120430556|XP_039451605.1|CPIP, LOC120426460|XP_039447158.1|CPIP
OG0003350	LOC108031693|XP_016960838.1|DBIA	LOC120426459|XP_039447155.1|CPIP, LOC120432135|XP_039453199.1|CPIP, LOC120430552|XP_039451600.1|CPIP
OG0003351	LOC108023594|XP_016948686.1|DBIA	LOC120422082|XP_039441362.1|CPIP
OG0003352	LOC108025412|XP_016951383.1|DBIA	LOC120414179|XP_039431187.1|CPIP
OG0003353	LOC108023212|XP_016947972.1|DBIA	LOC120423869|XP_039443751.1|CPIP
OG0003354	LOC108025310|XP_016951200.1|DBIA	LOC120423868|XP_039443749.1|CPIP
OG0003355	LOC108035776|XP_016966974.1|DBIA	LOC120418633|XP_039437049.1|CPIP
OG0003356	LOC108023958|XP_016949152.1|DBIA	LOC120419769|XP_039438568.1|CPIP
OG0003357	LOC108026621|XP_016953122.1|DBIA, LOC108036210|XP_016967694.1|DBIA	LOC120419859|XP_039438673.1|CPIP
OG0003358	LOC108033451|XP_016963272.1|DBIA	LOC120429251|XP_039450398.1|CPIP
OG0003359	LOC108033152|XP_016962867.1|DBIA	LOC120418086|XP_039436288.1|CPIP, LOC120419877|XP_039438672.1|CPIP
OG0003360	LOC108026086|XP_016952277.1|DBIA	LOC120418076|XP_039436267.1|CPIP, LOC120419869|XP_039438662.1|CPIP
OG0003361	LOC108026622|XP_016953123.1|DBIA	LOC120419868|XP_039438658.1|CPIP
OG0003362	LOC108023874|XP_016949043.1|DBIA	LOC120425006|XP_039445311.1|CPIP
OG0003363	LOC108031810|XP_016961022.1|DBIA	LOC120425005|XP_039445305.1|CPIP
OG0003364	LOC108024777|XP_016950382.1|DBIA	LOC120424937|XP_039445176.1|CPIP
OG0003365	LOC108032914|XP_016962467.1|DBIA	LOC120425467|XP_039445933.1|CPIP
OG0003366	LOC108028499|XP_016955863.1|DBIA	LOC120428780|XP_039449800.1|CPIP
OG0003367	LOC108035929|XP_016967208.1|DBIA	LOC120431383|XP_039452447.1|CPIP
OG0003368	LOC108035927|XP_016967205.1|DBIA	LOC120429236|XP_039450380.1|CPIP
OG0003369	LOC108027315|XP_016954203.1|DBIA	LOC120429234|XP_039450379.1|CPIP
OG0003370	LOC108031093|XP_016959789.1|DBIA	LOC120431012|XP_039452104.1|CPIP
OG0003371	LOC108025913|XP_016952087.1|DBIA	LOC120427659|XP_039448467.1|CPIP
OG0003372	LOC108030315|XP_016958643.1|DBIA	LOC120416563|XP_039434233.1|CPIP
OG0003373	LOC108025440|XP_016951424.1|DBIA	LOC120428527|XP_039449490.1|CPIP
OG0003374	LOC108031443|XP_016960403.1|DBIA	LOC120430139|XP_039451160.1|CPIP, LOC120432124|XP_039453193.1|CPIP
OG0003375	LOC108024544|XP_016950001.1|DBIA	LOC120430511|XP_039451540.1|CPIP, LOC120431549|XP_039452592.1|CPIP
OG0003376	LOC108025524|XP_016951538.1|DBIA	LOC120429499|XP_039450505.1|CPIP
OG0003377	LOC108025202|XP_016951014.1|DBIA	LOC120429498|XP_039450503.1|CPIP
OG0003378	LOC108024359|XP_016949752.1|DBIA	LOC120425476|XP_039445945.1|CPIP
OG0003379	LOC108031634|XP_016960730.1|DBIA	LOC120425475|XP_039445944.1|CPIP
OG0003380	LOC108031287|XP_016960019.1|DBIA	LOC120425491|XP_039445973.1|CPIP
OG0003381	LOC108033307|XP_016963069.1|DBIA	LOC120431908|XP_039452973.1|CPIP, LOC120425117|XP_039445459.1|CPIP
OG0003382	LOC108024615|XP_016950130.1|DBIA	LOC120425109|XP_039445438.1|CPIP
OG0003383	LOC108032047|XP_016961349.1|DBIA	LOC120427718|XP_039448553.1|CPIP
OG0003384	LOC108029261|XP_016956946.1|DBIA	LOC120429002|XP_039450076.1|CPIP
OG0003386	LOC108031774|XP_016960972.1|DBIA	LOC120431855|XP_039452925.1|CPIP
OG0003387	LOC108024623|XP_016950150.1|DBIA	LOC120431712|XP_039452773.1|CPIP
OG0003388	LOC108033191|XP_016962923.1|DBIA	LOC120431766|XP_039452821.1|CPIP
OG0003389	LOC108022185|XP_016946526.1|DBIA	LOC120432139|XP_039453204.1|CPIP
OG0003390	LOC108031117|XP_016959817.1|DBIA	LOC120417852|XP_039436005.1|CPIP
OG0003391	LOC108024619|XP_016950146.1|DBIA	LOC120421775|XP_039440976.1|CPIP
OG0003392	LOC108023344|XP_016948178.1|DBIA	LOC120416578|XP_039434250.1|CPIP
OG0003393	LOC108026294|XP_016952649.1|DBIA	LOC120418736|XP_039437143.1|CPIP
OG0003394	LOC108027036|XP_016953725.1|DBIA	LOC120417199|XP_039435099.1|CPIP
OG0003395	LOC108027045|XP_016953735.1|DBIA	LOC120417220|XP_039435115.1|CPIP
OG0003396	LOC108024625|XP_016950153.1|DBIA	LOC120432522|XP_039453673.1|CPIP
OG0003397	LOC108032177|XP_016961520.1|DBIA	LOC120420738|XP_039439766.1|CPIP
OG0003399	LOC108026009|XP_016952189.1|DBIA	LOC120420794|XP_039439841.1|CPIP
OG0003400	LOC108026262|XP_016952608.1|DBIA	LOC120431844|XP_039452907.1|CPIP
OG0003401	LOC108031378|XP_016960213.1|DBIA	LOC120422308|XP_039441633.1|CPIP
OG0003402	LOC108031341|XP_016960094.1|DBIA	LOC120424505|XP_039444590.1|CPIP
OG0003403	LOC108022762|XP_016947356.1|DBIA	LOC120424508|XP_039444595.1|CPIP
OG0003404	LOC108031507|XP_016960505.1|DBIA	LOC120429670|XP_039450632.1|CPIP
OG0003405	LOC108036664|XP_016968435.1|DBIA	LOC120428994|XP_039450066.1|CPIP
OG0003406	LOC108024565|XP_016950049.1|DBIA	LOC120430495|XP_039451526.1|CPIP
OG0003407	LOC108024372|XP_016949764.1|DBIA	LOC120430496|XP_039451527.1|CPIP
OG0003408	LOC108031987|XP_016961271.1|DBIA	LOC120428992|XP_039450065.1|CPIP
OG0003409	LOC108031724|XP_016960882.1|DBIA	LOC120428995|XP_039450068.1|CPIP
