Orthogroup	DBIA.longest_only	CQUI.longest_only
OG0004013	LOC108034059|XP_016964303.1|DBIA	LOC6043470|XP_038109075.1|CQUI
OG0004014	LOC108035476|XP_016966615.1|DBIA	LOC6043461|XP_038111183.1|CQUI
OG0004015	LOC108036744|XP_016968542.1|DBIA	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI
OG0004016	LOC108034129|XP_016964406.1|DBIA	LOC6036119|XP_038106299.1|CQUI
OG0004017	LOC108027831|XP_016954906.1|DBIA	LOC6041781|XP_038108936.1|CQUI
OG0004018	LOC108030304|XP_016958627.1|DBIA	LOC6041785|XP_038112504.1|CQUI
OG0004019	LOC108033988|XP_016964201.1|DBIA	LOC6047977|XP_038111471.1|CQUI
OG0004020	LOC108027838|XP_016954914.1|DBIA	LOC6053858|XP_038111861.1|CQUI
OG0004021	LOC108027816|XP_016954884.1|DBIA	LOC6049729|XP_038109716.1|CQUI
OG0004022	LOC108034069|XP_016964315.1|DBIA	LOC6033336|XP_001843800.2|CQUI
OG0004023	LOC108026578|XP_016953019.1|DBIA	LOC6033344|XP_038112699.1|CQUI
OG0004024	LOC108033625|XP_016963503.1|DBIA	LOC6033360|XP_038108644.1|CQUI
OG0004025	LOC108032618|XP_016962046.1|DBIA	LOC6048073|XP_038107445.1|CQUI
OG0004026	LOC108036080|XP_016967515.1|DBIA	LOC6048102|XP_038108461.1|CQUI
OG0004027	LOC108023116|XP_016947871.1|DBIA	LOC6047235|XP_038112896.1|CQUI, LOC6047227|XP_001864311.1|CQUI
OG0004028	LOC108034113|XP_016964379.1|DBIA	LOC6035744|XP_001845871.2|CQUI
OG0004029	LOC108036115|XP_016967582.1|DBIA	LOC6035735|XP_001845864.2|CQUI
OG0004030	LOC108026770|XP_016953403.1|DBIA	LOC6032147|XP_001842800.2|CQUI
OG0004031	LOC108034255|XP_016964600.1|DBIA	LOC6032156|XP_038113038.1|CQUI
OG0004032	LOC108036825|XP_016968658.1|DBIA	LOC6032174|XP_001842819.2|CQUI
OG0004033	LOC108034011|XP_016964235.1|DBIA	LOC6053250|XP_038110976.1|CQUI
OG0004034	LOC108033811|XP_016963919.1|DBIA	LOC6036026|XP_038108093.1|CQUI
OG0004035	LOC108029045|XP_016956589.1|DBIA	LOC6036325|XP_038112834.1|CQUI
OG0004036	LOC108027760|XP_016954801.1|DBIA	LOC6036328|XP_001846391.1|CQUI
OG0004037	LOC108036754|XP_016968569.1|DBIA	LOC6036336|XP_001846397.2|CQUI
OG0004038	LOC108029110|XP_016956712.1|DBIA	LOC119766959|XP_038109606.1|CQUI
OG0004039	LOC108029076|XP_016956646.1|DBIA	LOC6033334|XP_038112140.1|CQUI
OG0004040	LOC108026790|XP_016953440.1|DBIA	LOC6047971|XP_038109177.1|CQUI
OG0004041	LOC108023663|XP_016948773.1|DBIA	LOC6037995|XP_038109623.1|CQUI
OG0004042	LOC108028329|XP_016955558.1|DBIA	LOC6033311|XP_001843777.1|CQUI
OG0004043	LOC108033858|XP_016963984.1|DBIA	LOC6036008|XP_001846112.1|CQUI
OG0004044	LOC108022022|XP_016946356.1|DBIA	LOC6033610|XP_001844038.2|CQUI
OG0004045	LOC108033413|XP_016963223.1|DBIA	LOC6033613|XP_038110293.1|CQUI
OG0004046	LOC108029135|XP_016956747.1|DBIA	LOC6033619|XP_001844046.2|CQUI
OG0004047	LOC108034153|XP_016964442.1|DBIA	LOC6033624|XP_038111353.1|CQUI
OG0004048	LOC108027828|XP_016954899.1|DBIA	LOC6033625|XP_038109870.1|CQUI
OG0004049	LOC108036854|XP_016968716.1|DBIA	LOC6047482|XP_001864539.2|CQUI
OG0004050	LOC108033920|XP_016964080.1|DBIA	LOC6051854|XP_001868218.2|CQUI, LOC119768916|XP_038116637.1|CQUI
OG0004051	LOC108033823|XP_016963937.1|DBIA	LOC6048351|XP_038109620.1|CQUI
OG0004052	LOC108023311|XP_016948101.1|DBIA	LOC6042664|XP_038122278.1|CQUI
OG0004053	LOC108022853|XP_016947516.1|DBIA	LOC6042662|XP_038119027.1|CQUI
OG0004054	LOC108033412|XP_016963222.1|DBIA	LOC6042656|XP_038121294.1|CQUI
OG0004055	LOC108025206|XP_016951027.1|DBIA	LOC6042641|XP_038119206.1|CQUI
OG0004056	LOC108024977|XP_016950710.1|DBIA	LOC119770120|XP_038120373.1|CQUI
OG0004057	LOC108034480|XP_016964871.1|DBIA	LOC6054097|XP_038116161.1|CQUI
OG0004058	LOC108035258|XP_016966293.1|DBIA	LOC6052560|XP_038118395.1|CQUI
OG0004059	LOC108031911|XP_016961168.1|DBIA	LOC6048802|XP_038118616.1|CQUI
OG0004060	LOC108024507|XP_016949942.1|DBIA	LOC6040514|XP_001849900.2|CQUI
OG0004061	LOC108030733|XP_016959303.1|DBIA	LOC6040508|XP_038118411.1|CQUI
OG0004062	LOC108035429|XP_016966549.1|DBIA	LOC6040506|XP_038118432.1|CQUI
OG0004063	LOC108023689|XP_016948801.1|DBIA	LOC6040499|XP_038115198.1|CQUI
OG0004064	LOC108030584|XP_016959041.1|DBIA	LOC6040496|XP_001849882.1|CQUI
OG0004065	LOC108022556|XP_016947039.1|DBIA	LOC6040492|XP_038117152.1|CQUI
OG0004066	LOC108022497|XP_016946942.1|DBIA	LOC6040491|XP_001849877.1|CQUI
OG0004067	LOC108032631|XP_016962103.1|DBIA	LOC6040490|XP_001849876.2|CQUI
OG0004068	LOC108031124|XP_016959825.1|DBIA	LOC6040480|XP_001849866.2|CQUI
OG0004069	LOC108031581|XP_016960635.1|DBIA	LOC6040481|XP_038116172.1|CQUI
OG0004070	LOC108034677|XP_016965108.1|DBIA	LOC6039007|XP_001848689.1|CQUI
OG0004071	LOC108030803|XP_016959381.1|DBIA	LOC6040507|XP_001849893.2|CQUI
OG0004072	LOC108030807|XP_016959395.1|DBIA	LOC6039004|XP_038119621.1|CQUI
OG0004073	LOC108023553|XP_016948623.1|DBIA	LOC6039000|XP_001848682.1|CQUI
OG0004074	LOC108026676|XP_016953238.1|DBIA	LOC6038990|XP_038118652.1|CQUI
OG0004075	LOC108029771|XP_016957768.1|DBIA	LOC6038984|XP_038119533.1|CQUI
OG0004076	LOC108029622|XP_016957503.1|DBIA	LOC6044757|XP_038116312.1|CQUI
OG0004077	LOC108036730|XP_016968516.1|DBIA	LOC6044741|XP_038118752.1|CQUI
OG0004078	LOC108025418|XP_016951388.1|DBIA	LOC6044734|XP_001862197.1|CQUI
OG0004079	LOC108025300|XP_016951182.1|DBIA, LOC108022033|XP_016946368.1|DBIA	LOC6046837|XP_038121016.1|CQUI
OG0004080	LOC108030282|XP_016958600.1|DBIA	LOC6032209|XP_001842849.1|CQUI
OG0004081	LOC108022581|XP_016947088.1|DBIA	LOC6032216|XP_038121566.1|CQUI
OG0004082	LOC108022851|XP_016947513.1|DBIA	LOC119770633|XP_038121816.1|CQUI
OG0004083	LOC108026206|XP_016952497.1|DBIA	LOC6032224|XP_001842863.1|CQUI
OG0004084	LOC108030834|XP_016959447.1|DBIA	LOC6032232|XP_038122391.1|CQUI
OG0004085	LOC108023286|XP_016948071.1|DBIA	LOC6047985|XP_038114781.1|CQUI
OG0004086	LOC108024560|XP_016950038.1|DBIA	LOC6038138|XP_038120984.1|CQUI
OG0004087	LOC108025689|XP_016951711.1|DBIA	LOC6033024|XP_001843527.2|CQUI
OG0004088	LOC108025527|XP_016951541.1|DBIA	LOC6033048|XP_038121895.1|CQUI
OG0004089	LOC108022015|XP_016946345.1|DBIA	LOC6033056|XP_038120971.1|CQUI
OG0004090	LOC108026187|XP_016952466.1|DBIA	LOC6054337|XP_038114862.1|CQUI
OG0004091	LOC108031711|XP_016960865.1|DBIA	LOC6046351|XP_001863568.2|CQUI
OG0004092	LOC108023565|XP_016948645.1|DBIA	LOC6052288|XP_038121121.1|CQUI
OG0004094	LOC108032990|XP_016962556.1|DBIA	LOC6039438|XP_038119393.1|CQUI
OG0004095	LOC108025380|XP_016951342.1|DBIA	LOC6048703|XP_001865581.2|CQUI
OG0004096	LOC108024561|XP_016950039.1|DBIA	LOC6048708|XP_001865580.2|CQUI
OG0004097	LOC108028638|XP_016956052.1|DBIA	LOC6047986|XP_038114935.1|CQUI
OG0004098	LOC108023456|XP_016948448.1|DBIA	LOC6047987|XP_038114933.1|CQUI
OG0004099	LOC108032885|XP_016962399.1|DBIA	LOC6046054|XP_038120594.1|CQUI, LOC6036617|XP_038108721.1|CQUI, LOC6048031|XP_038121817.1|CQUI
OG0004100	LOC108032934|XP_016962495.1|DBIA	LOC6053060|XP_038121254.1|CQUI
OG0004101	LOC108032929|XP_016962488.1|DBIA	LOC6051676|XP_038118839.1|CQUI
OG0004102	LOC108032901|XP_016962432.1|DBIA	LOC6048766|XP_038118938.1|CQUI
OG0004103	LOC108025416|XP_016951386.1|DBIA	LOC6048761|XP_038121267.1|CQUI
OG0004104	LOC108024817|XP_016950431.1|DBIA	LOC6048763|XP_038118682.1|CQUI
OG0004105	LOC108030583|XP_016959040.1|DBIA	LOC6046232|XP_001863460.1|CQUI
OG0004106	LOC108030868|XP_016959505.1|DBIA	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI
OG0004107	LOC108035522|XP_016966679.1|DBIA	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI
OG0004108	LOC108031688|XP_016960826.1|DBIA	LOC6053487|XP_001869558.2|CQUI
OG0004109	LOC108026188|XP_016952467.1|DBIA	LOC6049909|XP_001866588.2|CQUI
OG0004110	LOC108030842|XP_016959466.1|DBIA	LOC6041938|XP_001851128.1|CQUI
OG0004111	LOC108026392|XP_016952803.1|DBIA	LOC6041928|XP_038115770.1|CQUI
OG0004112	LOC108025475|XP_016951476.1|DBIA	LOC6045490|XP_038115043.1|CQUI
OG0004113	LOC108035805|XP_016967040.1|DBIA	LOC6041791|XP_038119064.1|CQUI
OG0004114	LOC108025712|XP_016951756.1|DBIA	LOC119769384|XP_038117388.1|CQUI
OG0004115	LOC108025709|XP_016951749.1|DBIA	LOC6053164|XP_038114991.1|CQUI
OG0004116	LOC108026377|XP_016952787.1|DBIA	LOC6050623|XP_038121897.1|CQUI
OG0004117	LOC108025448|XP_016951435.1|DBIA	LOC6050661|XP_038120714.1|CQUI
OG0004118	LOC108022513|XP_016946972.1|DBIA	LOC6043255|XP_001857982.2|CQUI
OG0004119	LOC108024868|XP_016950504.1|DBIA	LOC6034967|XP_001845223.1|CQUI
OG0004120	LOC108026290|XP_016952645.1|DBIA	LOC6034974|XP_038116395.1|CQUI
OG0004121	LOC108034583|XP_016965004.1|DBIA	LOC119766073|XP_038106381.1|CQUI, LOC6054578|XP_038119913.1|CQUI
OG0004122	LOC108031070|XP_016959765.1|DBIA	LOC6039381|XP_001848990.2|CQUI
OG0004123	LOC108031486|XP_016960460.1|DBIA	LOC6039406|XP_038115414.1|CQUI
OG0004124	LOC108036016|XP_016967430.1|DBIA	LOC6041802|XP_038116435.1|CQUI
OG0004125	LOC108025499|XP_016951503.1|DBIA	LOC6032252|XP_001842889.1|CQUI
OG0004126	LOC108025290|XP_016951163.1|DBIA	LOC6032253|XP_038121019.1|CQUI
OG0004127	LOC108034655|XP_016965086.1|DBIA	LOC119769827|XP_038119446.1|CQUI
OG0004128	LOC108025547|XP_016951568.1|DBIA	LOC6035003|XP_001845248.2|CQUI
OG0004129	LOC108030132|XP_016958335.1|DBIA	LOC6035017|XP_038119404.1|CQUI
OG0004130	LOC108024762|XP_016950364.1|DBIA	LOC6048694|XP_038118319.1|CQUI
OG0004131	LOC108024796|XP_016950403.1|DBIA	LOC6038151|XP_001847985.2|CQUI
OG0004132	LOC108035548|XP_016966706.1|DBIA	LOC6038147|XP_038116639.1|CQUI
OG0004133	LOC108034134|XP_016964412.1|DBIA	LOC6043883|XP_001861472.1|CQUI
OG0004134	LOC108026200|XP_016952482.1|DBIA	LOC6043890|XP_038116402.1|CQUI
OG0004135	LOC108031446|XP_016960368.1|DBIA	LOC6049547|XP_038120776.1|CQUI
OG0004136	LOC108031473|XP_016960423.1|DBIA	LOC6041234|XP_038116026.1|CQUI
OG0004137	LOC108036287|XP_016967788.1|DBIA	LOC6041206|XP_001850500.2|CQUI
OG0004138	LOC108034560|XP_016964978.1|DBIA	LOC6041198|XP_001850492.1|CQUI
OG0004139	LOC108025599|XP_016951624.1|DBIA	LOC6041197|XP_001850491.2|CQUI
OG0004140	LOC108023241|XP_016948008.1|DBIA	LOC6049603|XP_038121325.1|CQUI
OG0004141	LOC108029676|XP_016957610.1|DBIA	LOC6050607|XP_038121998.1|CQUI
OG0004142	LOC108036339|XP_016967875.1|DBIA	LOC119769965|XP_038119821.1|CQUI
OG0004143	LOC108027413|XP_016954340.1|DBIA	LOC6047728|XP_001864747.2|CQUI
OG0004144	LOC108034112|XP_016964383.1|DBIA	LOC6052571|XP_038119946.1|CQUI
OG0004145	LOC108034746|XP_016965183.1|DBIA	LOC6052241|XP_001868539.2|CQUI
OG0004146	LOC108026366|XP_016952772.1|DBIA	LOC6052243|XP_038116152.1|CQUI
OG0004147	LOC108034051|XP_016964297.1|DBIA	LOC119769801|XP_038119380.1|CQUI
OG0004148	LOC108032163|XP_016961499.1|DBIA	LOC6049617|XP_038115589.1|CQUI
OG0004149	LOC108031676|XP_016960805.1|DBIA	LOC119768692|XP_038115202.1|CQUI
OG0004150	LOC108031923|XP_016961184.1|DBIA	LOC6045145|XP_001862545.1|CQUI
OG0004151	LOC108023879|XP_016949051.1|DBIA	LOC6050764|XP_038117838.1|CQUI
OG0004152	LOC108023814|XP_016948949.1|DBIA	LOC6042039|XP_038119959.1|CQUI
OG0004153	LOC108022804|XP_016947427.1|DBIA	LOC6049383|XP_001866158.2|CQUI
OG0004154	LOC108035470|XP_016966607.1|DBIA	LOC6049389|XP_038116134.1|CQUI
OG0004155	LOC108026197|XP_016952478.1|DBIA	LOC6036924|XP_001846901.2|CQUI
OG0004156	LOC108031171|XP_016959880.1|DBIA	LOC6036926|XP_001846898.2|CQUI
OG0004157	LOC108024256|XP_016949632.1|DBIA	LOC6053540|XP_001869607.2|CQUI
OG0004158	LOC108031353|XP_016960113.1|DBIA	LOC6046282|XP_038121893.1|CQUI
OG0004159	LOC108026257|XP_016952600.1|DBIA	LOC6046284|XP_001863510.2|CQUI
OG0004160	LOC108035552|XP_016966710.1|DBIA	LOC6046285|XP_001863511.2|CQUI
OG0004161	LOC108024582|XP_016950070.1|DBIA	LOC6039822|XP_038117664.1|CQUI
OG0004162	LOC108031759|XP_016960956.1|DBIA	LOC6039811|XP_038121742.1|CQUI
OG0004163	LOC108032039|XP_016961339.1|DBIA	LOC119770783|XP_038122198.1|CQUI
OG0004164	LOC108024967|XP_016950695.1|DBIA	LOC6049252|XP_038116717.1|CQUI
OG0004165	LOC108022562|XP_016947047.1|DBIA	LOC6050142|XP_038120929.1|CQUI
OG0004166	LOC108026769|XP_016953402.1|DBIA	LOC6051606|XP_001868025.2|CQUI
OG0004167	LOC108031672|XP_016960801.1|DBIA	LOC6051959|XP_001868300.2|CQUI
OG0004168	LOC108031964|XP_016961242.1|DBIA	LOC6043764|XP_038116584.1|CQUI
OG0004169	LOC108032537|XP_016961898.1|DBIA	LOC6043781|XP_001861382.2|CQUI
OG0004171	LOC108032612|XP_016962038.1|DBIA	LOC6045790|XP_038118640.1|CQUI
OG0004172	LOC108025785|XP_016951895.1|DBIA	LOC6048628|XP_038116374.1|CQUI
OG0004173	LOC108036510|XP_016968201.1|DBIA	LOC6039717|XP_001849271.2|CQUI
OG0004174	LOC108029469|XP_016957208.1|DBIA	LOC6039714|XP_038118028.1|CQUI
OG0004175	LOC108036618|XP_016968373.1|DBIA	LOC6039706|XP_001849262.2|CQUI
OG0004176	LOC108035232|XP_016966251.1|DBIA	LOC6039685|XP_001849250.2|CQUI
OG0004177	LOC108031664|XP_016960789.1|DBIA	LOC6042974|XP_038122228.1|CQUI
OG0004178	LOC108025213|XP_016951049.1|DBIA	LOC6042957|XP_038115866.1|CQUI
OG0004179	LOC108023467|XP_016948473.1|DBIA	LOC119770456|XP_038121340.1|CQUI, LOC6032506|XP_038116206.1|CQUI
OG0004180	LOC108031639|XP_016960743.1|DBIA	LOC6032526|XP_038116286.1|CQUI
OG0004181	LOC108024643|XP_016950182.1|DBIA	LOC6032550|XP_001843129.2|CQUI
OG0004182	LOC108035195|XP_016966176.1|DBIA	LOC119768655|XP_038114975.1|CQUI, LOC6053956|XP_038115731.1|CQUI
OG0004183	LOC108035475|XP_016966614.1|DBIA	LOC6050274|XP_038118401.1|CQUI
OG0004184	LOC108035370|XP_016966459.1|DBIA	LOC6042562|XP_038118462.1|CQUI
OG0004185	LOC108036781|XP_016968611.1|DBIA	LOC6042561|XP_038116122.1|CQUI
OG0004186	LOC108023426|XP_016948401.1|DBIA	LOC6042560|XP_038118730.1|CQUI, LOC119768977|XP_038116769.1|CQUI
OG0004187	LOC108031196|XP_016959906.1|DBIA	LOC6042546|XP_001852007.2|CQUI
OG0004188	LOC108031694|XP_016960840.1|DBIA	LOC6047146|XP_038116604.1|CQUI
OG0004189	LOC108031989|XP_016961273.1|DBIA	LOC6047145|XP_001864241.2|CQUI
OG0004190	LOC108027370|XP_016954284.1|DBIA	LOC6047140|XP_038117805.1|CQUI
OG0004191	LOC108027363|XP_016954274.1|DBIA	LOC6054662|XP_038120423.1|CQUI
OG0004192	LOC108032184|XP_016961528.1|DBIA	LOC6046833|XP_038115947.1|CQUI
OG0004193	LOC108025892|XP_016952063.1|DBIA	LOC6046831|XP_038118385.1|CQUI
OG0004194	LOC108025188|XP_016950988.1|DBIA	LOC6039515|XP_038118045.1|CQUI
OG0004195	LOC108026589|XP_016953040.1|DBIA	LOC6039504|XP_038114738.1|CQUI
OG0004196	LOC108026324|XP_016952705.1|DBIA	LOC6039502|XP_038114594.1|CQUI
OG0004197	LOC108024755|XP_016950353.1|DBIA	LOC6039495|XP_038120453.1|CQUI
OG0004198	LOC108032911|XP_016962464.1|DBIA	LOC6043432|XP_001859032.1|CQUI
OG0004199	LOC108025352|XP_016951304.1|DBIA	LOC6044522|XP_038118488.1|CQUI
OG0004200	LOC108022559|XP_016947042.1|DBIA	LOC6044504|XP_038119127.1|CQUI
OG0004201	LOC108026432|XP_016952857.1|DBIA	LOC6044505|XP_001862015.2|CQUI
OG0004202	LOC108031079|XP_016959774.1|DBIA	LOC6045560|XP_001862905.2|CQUI
OG0004203	LOC108024797|XP_016950406.1|DBIA	LOC6045565|XP_038122062.1|CQUI
OG0004204	LOC108030862|XP_016959496.1|DBIA	LOC6042292|XP_001851428.2|CQUI
OG0004205	LOC108035107|XP_016966025.1|DBIA	LOC6042269|XP_001851406.2|CQUI
OG0004206	LOC108031541|XP_016960567.1|DBIA	LOC6042264|XP_038118456.1|CQUI
OG0004207	LOC108031778|XP_016960981.1|DBIA	LOC6048488|XP_038119424.1|CQUI
OG0004208	LOC108024813|XP_016950426.1|DBIA	LOC6044293|XP_001861824.2|CQUI
OG0004209	LOC108031766|XP_016960962.1|DBIA	LOC6046906|XP_038121587.1|CQUI
OG0004210	LOC108027256|XP_016954106.1|DBIA	LOC6050401|XP_038114801.1|CQUI
OG0004211	LOC108027791|XP_016954848.1|DBIA	LOC6046398|XP_038114799.1|CQUI
OG0004212	LOC108024804|XP_016950415.1|DBIA	LOC6037572|XP_038118010.1|CQUI
OG0004213	LOC108031860|XP_016961103.1|DBIA	LOC6037556|XP_001847454.1|CQUI
OG0004214	LOC108030449|XP_016958830.1|DBIA	LOC6042261|XP_001851399.1|CQUI
OG0004215	LOC108030279|XP_016958594.1|DBIA	LOC6039223|XP_038118519.1|CQUI
OG0004216	LOC108034509|XP_016964919.1|DBIA	LOC6032731|XP_038119817.1|CQUI
OG0004217	LOC108035525|XP_016966683.1|DBIA	LOC6032732|XP_038116049.1|CQUI
OG0004218	LOC108023218|XP_016947977.1|DBIA	LOC6032753|XP_001843296.2|CQUI
OG0004219	LOC108031796|XP_016961003.1|DBIA	LOC6033837|XP_001844230.1|CQUI
OG0004220	LOC108026172|XP_016952417.1|DBIA	LOC6033834|XP_038116220.1|CQUI
OG0004221	LOC108027431|XP_016954366.1|DBIA	LOC6037780|XP_001847658.2|CQUI
OG0004222	LOC108031266|XP_016959994.1|DBIA	LOC6037772|XP_001847651.2|CQUI
OG0004223	LOC108031736|XP_016960912.1|DBIA	LOC6037769|XP_038115679.1|CQUI
OG0004224	LOC108030064|XP_016962183.1|DBIA	LOC119770415|XP_038121192.1|CQUI, LOC6037763|XP_038121191.1|CQUI
OG0004225	LOC108025911|XP_016952085.1|DBIA	LOC6037761|XP_001847641.1|CQUI
OG0004226	LOC108024094|XP_016949361.1|DBIA	LOC6040838|XP_038122184.1|CQUI
OG0004227	LOC108024765|XP_016950367.1|DBIA	LOC6040828|XP_038115079.1|CQUI
OG0004228	LOC108024767|XP_016950369.1|DBIA	LOC6040819|XP_001850159.1|CQUI
OG0004229	LOC108030079|XP_016958181.1|DBIA	LOC6035854|XP_038114605.1|CQUI
OG0004230	LOC108021891|XP_016946174.1|DBIA	LOC6035833|XP_038117826.1|CQUI
OG0004231	LOC108034839|XP_016965451.1|DBIA	LOC6035821|XP_038115161.1|CQUI
OG0004232	LOC108034843|XP_016965462.1|DBIA	LOC6035819|XP_038115166.1|CQUI
OG0004233	LOC108034841|XP_016965458.1|DBIA	LOC6035818|XP_001845940.1|CQUI
OG0004234	LOC108034857|XP_016965494.1|DBIA	LOC6035805|XP_038120038.1|CQUI
OG0004235	LOC108024260|XP_016949635.1|DBIA	LOC6035802|XP_001845925.2|CQUI
OG0004236	LOC108024216|XP_016949573.1|DBIA	LOC6042760|XP_038118906.1|CQUI
OG0004237	LOC108027330|XP_016954229.1|DBIA	LOC6038979|XP_038118373.1|CQUI
OG0004238	LOC108025526|XP_016951540.1|DBIA	LOC6038963|XP_038120804.1|CQUI
OG0004239	LOC108027451|XP_016954392.1|DBIA	LOC6038962|XP_001848651.2|CQUI
OG0004240	LOC108032889|XP_016962413.1|DBIA	LOC6038956|XP_038120799.1|CQUI
OG0004241	LOC108032129|XP_016961451.1|DBIA	LOC6038950|XP_001848641.1|CQUI
OG0004242	LOC108031819|XP_016961038.1|DBIA	LOC6038947|XP_001848639.2|CQUI
OG0004243	LOC108035438|XP_016966561.1|DBIA	LOC6038944|XP_001848636.2|CQUI
OG0004244	LOC108023569|XP_016948653.1|DBIA	LOC6038941|XP_038120810.1|CQUI
OG0004245	LOC108029626|XP_016957511.1|DBIA	LOC6038940|XP_001848634.1|CQUI
OG0004246	LOC108030620|XP_016959108.1|DBIA	LOC6033996|XP_038119643.1|CQUI
OG0004247	LOC108023717|XP_016948837.1|DBIA	LOC6034001|XP_001844388.2|CQUI
OG0004248	LOC108029402|XP_016957123.1|DBIA	LOC6034005|XP_038118714.1|CQUI
OG0004249	LOC108030131|XP_016958338.1|DBIA	LOC6034043|XP_001844423.1|CQUI
OG0004250	LOC108032717|XP_016962187.1|DBIA	LOC6034047|XP_038117613.1|CQUI
OG0004251	LOC108023544|XP_016948610.1|DBIA	LOC6034054|XP_038119694.1|CQUI
OG0004252	LOC108024577|XP_016950065.1|DBIA	LOC6034055|XP_038119691.1|CQUI
OG0004253	LOC108031182|XP_016959891.1|DBIA	LOC6049657|XP_038122114.1|CQUI
OG0004254	LOC108024253|XP_016949625.1|DBIA	LOC6041879|XP_038122123.1|CQUI
OG0004257	LOC108025477|XP_016951478.1|DBIA	LOC6034657|XP_038112506.1|CQUI
OG0004258	LOC108025982|XP_016952164.1|DBIA	LOC6035077|XP_038105124.1|CQUI
OG0004260	LOC108032903|XP_016962437.1|DBIA	LOC119770635|XP_038121822.1|CQUI, LOC6048841|XP_038121821.1|CQUI
OG0004261	LOC108023808|XP_016948937.1|DBIA	LOC6052411|XP_038122255.1|CQUI
OG0004262	LOC108026451|XP_016952879.1|DBIA	LOC6054737|XP_001870603.2|CQUI
OG0004263	LOC108031584|XP_016960641.1|DBIA	LOC6053525|XP_038108845.1|CQUI
OG0004264	LOC108027199|XP_016953995.1|DBIA	LOC6042811|XP_001870809.1|CQUI
OG0004265	LOC108027374|XP_016954290.1|DBIA	LOC6047603|XP_038111767.1|CQUI
OG0004266	LOC108026208|XP_016952506.1|DBIA	LOC6039962|XP_038111686.1|CQUI
OG0004267	LOC108031625|XP_016960719.1|DBIA	LOC6039956|XP_001849449.1|CQUI
OG0004268	LOC108030222|XP_016958491.1|DBIA	LOC119767183|XP_038111051.1|CQUI
OG0004269	LOC108022747|XP_016947329.1|DBIA	LOC6046180|XP_038110057.1|CQUI
OG0004270	LOC108030035|XP_016958095.1|DBIA	LOC6046185|XP_001863417.1|CQUI
OG0004271	LOC108029625|XP_016957506.1|DBIA	LOC6031648|XP_038104709.1|CQUI
OG0004272	LOC108024384|XP_016949777.1|DBIA	LOC6046194|XP_001863425.2|CQUI
OG0004273	LOC108027351|XP_016954259.1|DBIA	LOC6046192|XP_001863423.1|CQUI
OG0004275	LOC108035987|XP_016967324.1|DBIA	LOC6033773|XP_038111200.1|CQUI
OG0004276	LOC108035415|XP_016966526.1|DBIA	LOC6031502|XP_038110587.1|CQUI
OG0004278	LOC108033008|XP_016962624.1|DBIA	LOC6031454|XP_001842258.2|CQUI
OG0004279	LOC108029223|XP_016956906.1|DBIA	LOC6041139|XP_001850439.2|CQUI
OG0004280	LOC108032254|XP_016961611.1|DBIA	LOC6041134|XP_038108407.1|CQUI
OG0004281	LOC108029743|XP_016957723.1|DBIA	LOC119766819|XP_038108710.1|CQUI, LOC6054066|XP_038109046.1|CQUI
OG0004282	LOC108036606|XP_016968356.1|DBIA	LOC119766970|XP_038109666.1|CQUI
OG0004283	LOC108036607|XP_016968357.1|DBIA	LOC119766971|XP_038109667.1|CQUI
OG0004284	LOC108033649|XP_016963573.1|DBIA	LOC6036903|XP_038110574.1|CQUI
OG0004285	LOC108024770|XP_016950373.1|DBIA	LOC6036911|XP_001846886.2|CQUI
OG0004286	LOC108030592|XP_016959056.1|DBIA	LOC6040037|XP_001849511.1|CQUI
OG0004287	LOC108030593|XP_016959057.1|DBIA	LOC6040039|XP_001849514.2|CQUI
OG0004288	LOC108030619|XP_016959106.1|DBIA	LOC6040049|XP_001849521.1|CQUI
OG0004289	LOC108030818|XP_016959414.1|DBIA	LOC6042529|XP_038114228.1|CQUI
OG0004290	LOC108036529|XP_016968236.1|DBIA	LOC119767857|XP_038113479.1|CQUI
OG0004291	LOC108022961|XP_016947670.1|DBIA	LOC6041433|XP_001850693.1|CQUI
OG0004292	LOC108028584|XP_016955984.1|DBIA	LOC6041436|XP_001850696.1|CQUI
OG0004293	LOC108030521|XP_016958897.1|DBIA	LOC6041439|XP_001850699.2|CQUI
OG0004294	LOC108035106|XP_016966023.1|DBIA	LOC6041444|XP_038112293.1|CQUI
OG0004295	LOC108035373|XP_016966462.1|DBIA	LOC6050956|XP_038108488.1|CQUI
OG0004296	LOC108035545|XP_016966703.1|DBIA	LOC6050959|XP_001867472.2|CQUI
OG0004297	LOC108026934|XP_016953636.1|DBIA	LOC6034299|XP_038111442.1|CQUI
OG0004298	LOC108029659|XP_016957575.1|DBIA	LOC6034273|XP_038109984.1|CQUI
OG0004299	LOC108029356|XP_016957036.1|DBIA	LOC6034268|XP_038113143.1|CQUI
OG0004300	LOC108029766|XP_016957761.1|DBIA	LOC6048678|XP_038112011.1|CQUI
OG0004301	LOC108028649|XP_016956063.1|DBIA	LOC6048679|XP_038112012.1|CQUI
OG0004302	LOC108022628|XP_016947165.1|DBIA	LOC6032393|XP_038112956.1|CQUI
OG0004303	LOC108036514|XP_016968208.1|DBIA	LOC6032357|XP_001842982.1|CQUI
