Orthogroup	DSUB.longest_only	DPER.longest_only
OG0004110	LOC117894159|XP_034656946.1|DSUB	LOC6602180|XP_026847978.1|DPER
OG0004111	LOC117899250|XP_034665023.1|DSUB	LOC6592005|XP_002017433.1|DPER
OG0004112	LOC117895952|XP_034659793.1|DSUB	LOC6591912|XP_002016869.1|DPER
OG0004113	LOC117899059|XP_034664755.1|DSUB	LOC6602631|XP_002027653.1|DPER
OG0004114	LOC117891069|XP_034652138.1|DSUB	LOC6596878|XP_002022093.2|DPER
OG0004115	LOC117891007|XP_034652059.1|DSUB	LOC6596859|XP_026846028.1|DPER
OG0004116	LOC117897326|XP_034661987.1|DSUB	LOC6592010|XP_026850769.1|DPER
OG0004117	LOC117897470|XP_034662212.1|DSUB	LOC6594534|XP_002019426.2|DPER
OG0004118	LOC117891877|XP_034653533.1|DSUB	LOC6590322|XP_002016211.1|DPER
OG0004119	LOC117897357|XP_034662030.1|DSUB	LOC6594300|XP_002019798.1|DPER
OG0004120	LOC117899773|XP_034665935.1|DSUB	LOC6594462|XP_026850240.1|DPER
OG0004121	LOC117892957|XP_034655181.1|DSUB	LOC6599677|XP_026847340.1|DPER
OG0004122	LOC117899222|XP_034664986.1|DSUB	LOC6594099|XP_002019691.1|DPER
OG0004123	LOC117896066|XP_034659976.1|DSUB	LOC6591452|XP_026851078.1|DPER
OG0004124	LOC117892104|XP_034654416.1|DSUB	LOC6597692|XP_026846419.1|DPER
OG0004125	LOC117898854|XP_034664421.1|DSUB	LOC6594895|XP_002020495.1|DPER
OG0004126	LOC117898843|XP_034664409.1|DSUB	LOC6594969|XP_026841149.1|DPER
OG0004127	LOC117901999|XP_034668905.1|DSUB	LOC6589021|XP_002014440.1|DPER
OG0004128	LOC117899790|XP_034665956.1|DSUB	LOC6591557|XP_002017106.1|DPER
OG0004129	LOC117890690|XP_034651570.1|DSUB	LOC6592300|XP_026842422.1|DPER
OG0004130	LOC117903210|XP_034670988.1|DSUB	LOC6597322|XP_002022510.1|DPER
OG0004131	LOC117899799|XP_034665972.1|DSUB	LOC6594174|XP_002019444.2|DPER
OG0004132	LOC117894449|XP_034657437.1|DSUB	LOC6602843|XP_002027811.2|DPER
OG0004133	LOC117900953|XP_034667417.1|DSUB	LOC6595437|XP_002020858.1|DPER
OG0004134	LOC117899759|XP_034665902.1|DSUB	LOC6591337|XP_026850490.1|DPER
OG0004135	LOC117899294|XP_034665097.1|DSUB	LOC6594649|XP_026850398.1|DPER
OG0004136	LOC117897754|XP_034662686.1|DSUB	LOC6592021|XP_026850917.1|DPER
OG0004137	LOC117891904|XP_034653618.1|DSUB	LOC6592785|XP_002018436.1|DPER
OG0004138	LOC117893416|XP_034655919.1|DSUB	LOC6599765|XP_002024885.1|DPER
OG0004139	LOC117903414|XP_034671320.1|DSUB	LOC6598566|XP_026846360.1|DPER
OG0004140	LOC117903689|XP_034671922.1|DSUB	LOC6599985|XP_026849184.1|DPER
OG0004141	LOC117890622|XP_034651461.1|DSUB	LOC6593115|XP_026841062.1|DPER
OG0004142	LOC117903586|XP_034671697.1|DSUB	LOC6602567|XP_002027601.1|DPER
OG0004143	LOC117899363|XP_034665233.1|DSUB	LOC6598702|XP_002023881.1|DPER
OG0004144	LOC117902018|XP_034668959.1|DSUB	LOC6589710|XP_002014460.1|DPER
OG0004145	LOC117894622|XP_034657678.1|DSUB	LOC6599656|XP_002024583.1|DPER
OG0004146	LOC117898974|XP_034664606.1|DSUB	LOC6592101|XP_026840198.1|DPER
OG0004147	LOC117901996|XP_034668901.1|DSUB	LOC6589220|XP_002014445.1|DPER
OG0004148	LOC117899666|XP_034665745.1|DSUB	LOC113564872|XP_026850982.1|DPER
OG0004149	LOC117897825|XP_034662768.1|DSUB	LOC6591423|XP_026849343.1|DPER
OG0004150	LOC117898855|XP_034664422.1|DSUB	LOC6591773|XP_002017134.1|DPER
OG0004151	LOC117897545|XP_034662362.1|DSUB	LOC6588631|XP_002013180.2|DPER
OG0004152	LOC117895958|XP_034659801.1|DSUB	LOC6591404|XP_026840109.1|DPER
OG0004153	LOC117891120|XP_034652216.1|DSUB	LOC6591038|XP_002016630.1|DPER
OG0004154	LOC117894016|XP_034656739.1|DSUB	LOC6599719|XP_002024904.1|DPER
OG0004155	LOC117899413|XP_034665294.1|DSUB	LOC6591630|XP_002017197.1|DPER
OG0004156	LOC117897738|XP_034662665.1|DSUB	LOC6591622|XP_026847742.1|DPER
OG0004157	LOC117902256|XP_034669409.1|DSUB	LOC6597449|XP_026846452.1|DPER
OG0004158	LOC117894190|XP_034656996.1|DSUB	LOC6603281|XP_002028257.2|DPER
OG0004159	LOC117896011|XP_034659899.1|DSUB	LOC6591883|XP_002017081.1|DPER
OG0004160	LOC117895393|XP_034658908.1|DSUB	LOC6595863|XP_026845233.1|DPER
OG0004161	LOC117899791|XP_034665957.1|DSUB	LOC6594019|XP_026850384.1|DPER
OG0004162	LOC117896507|XP_034660750.1|DSUB	LOC6592149|XP_002017285.1|DPER
OG0004163	LOC117898062|XP_034663120.1|DSUB	LOC6594149|XP_026850658.1|DPER
OG0004164	LOC117896477|XP_034660706.1|DSUB	LOC6591975|XP_026851260.1|DPER
OG0004165	LOC117892010|XP_034653792.1|DSUB	LOC6592726|XP_026842051.1|DPER
OG0004166	LOC117890853|XP_034651831.1|DSUB	LOC6590496|XP_026841692.1|DPER
OG0004167	LOC117897092|XP_034661627.1|DSUB	LOC6588647|XP_002013142.1|DPER
OG0004168	LOC117896422|XP_034660630.1|DSUB	LOC6595194|XP_002020229.1|DPER
OG0004169	LOC117893471|XP_034655988.1|DSUB	LOC6597539|XP_026849298.1|DPER
OG0004170	LOC117903084|XP_034670775.1|DSUB	LOC6599167|XP_026848253.1|DPER
OG0004171	LOC117894943|XP_034658161.1|DSUB	LOC6597505|XP_002022653.1|DPER
OG0004172	LOC117889628|XP_034649967.1|DSUB	LOC6599354|XP_002024477.2|DPER
OG0004173	LOC117890193|XP_034650790.1|DSUB	LOC6590701|XP_002016059.1|DPER
OG0004174	LOC117890824|XP_034651789.1|DSUB	LOC6592759|XP_026841006.1|DPER
OG0004175	LOC117890521|XP_034651318.1|DSUB	LOC6590419|XP_002016432.1|DPER
OG0004176	LOC117895807|XP_034659623.1|DSUB	LOC6601207|XP_002026303.1|DPER
OG0004177	LOC117898554|XP_034663929.1|DSUB	LOC6591620|XP_026840921.1|DPER
OG0004178	LOC117896582|XP_034660880.1|DSUB	LOC6594471|XP_026850691.1|DPER
OG0004179	LOC117903540|XP_034671618.1|DSUB	LOC6596889|XP_002022104.1|DPER
OG0004180	LOC117898503|XP_034663835.1|DSUB	LOC6594644|XP_026850412.1|DPER
OG0004181	LOC117898564|XP_034663942.1|DSUB	LOC6587766|XP_002013686.1|DPER
OG0004182	LOC117893822|XP_034656464.1|DSUB	LOC6596154|XP_026845356.1|DPER
OG0004183	LOC117895543|XP_034659137.1|DSUB	LOC6596153|XP_002021165.1|DPER
OG0004184	LOC117893167|XP_034655535.1|DSUB	LOC6601878|XP_002026927.1|DPER
OG0004185	LOC117900663|XP_034666995.1|DSUB	LOC6602260|XP_026843391.1|DPER
OG0004186	LOC117903249|XP_034671043.1|DSUB, LOC117891953|XP_034653707.1|DSUB	LOC6598375|XP_002023400.1|DPER
OG0004187	LOC117898262|XP_034663406.1|DSUB	LOC6591393|XP_002017363.1|DPER
OG0004188	LOC117896514|XP_034660771.1|DSUB	LOC6594454|XP_002019705.1|DPER
OG0004189	LOC117896522|XP_034660782.1|DSUB	LOC6594456|XP_002019707.1|DPER
OG0004190	LOC117898893|XP_034664467.1|DSUB	LOC6594197|XP_002019505.1|DPER
OG0004191	LOC117898899|XP_034664472.1|DSUB	LOC6594194|XP_002019502.2|DPER
OG0004192	LOC117899287|XP_034665087.1|DSUB	LOC6594046|XP_026850302.1|DPER
OG0004193	LOC117902576|XP_034669938.1|DSUB	LOC6599245|XP_026848309.1|DPER
OG0004194	LOC117896689|XP_034661031.1|DSUB	LOC6594180|XP_002019811.1|DPER
OG0004195	LOC117903319|XP_034671152.1|DSUB	LOC6600207|XP_002025307.1|DPER
OG0004196	LOC117896887|XP_034661307.1|DSUB	LOC6587470|XP_002013655.1|DPER
OG0004197	LOC117897078|XP_034661604.1|DSUB	LOC6594544|XP_002019374.1|DPER
OG0004198	LOC117896074|XP_034659994.1|DSUB	LOC6591627|XP_002017194.1|DPER
OG0004199	LOC117896087|XP_034660017.1|DSUB	LOC6591942|XP_002017309.1|DPER
OG0004200	LOC117891056|XP_034652120.1|DSUB	LOC6592725|XP_002018092.1|DPER
OG0004201	LOC117896289|XP_034660397.1|DSUB	LOC6587431|XP_002013037.1|DPER
OG0004202	LOC117897523|XP_034662332.1|DSUB	LOC6587697|XP_002012755.1|DPER
OG0004203	LOC117899800|XP_034665974.1|DSUB	LOC6594173|XP_002019443.1|DPER
OG0004204	LOC117893836|XP_034656491.1|DSUB	LOC6602357|XP_002027436.1|DPER
OG0004205	LOC117894552|XP_034657566.1|DSUB	LOC6596996|XP_002022243.2|DPER
OG0004206	LOC117896722|XP_034661074.1|DSUB	LOC6594412|XP_002019676.1|DPER
OG0004207	LOC117896734|XP_034661090.1|DSUB	LOC6594413|XP_002019677.1|DPER
OG0004208	LOC117898416|XP_034663677.1|DSUB	LOC6594125|XP_026842880.1|DPER
OG0004209	LOC117897333|XP_034661993.1|DSUB	LOC6595273|XP_026850017.1|DPER
OG0004210	LOC117899505|XP_034665446.1|DSUB	LOC6598798|XP_002023909.1|DPER
OG0004211	LOC117901563|XP_034668251.1|DSUB	LOC6589152|XP_002014759.1|DPER
OG0004212	LOC117897549|XP_034662367.1|DSUB	LOC6592147|XP_002017283.1|DPER
OG0004213	LOC117899491|XP_034665430.1|DSUB	LOC6594283|XP_002019609.2|DPER
OG0004214	LOC117891789|XP_034653351.1|DSUB	LOC6600815|XP_002025882.1|DPER
OG0004215	LOC117891750|XP_034653246.1|DSUB	LOC6601561|XP_026842008.1|DPER
OG0004216	LOC117894358|XP_034657240.1|DSUB	LOC6601974|XP_026849616.1|DPER
OG0004217	LOC117895367|XP_034658845.1|DSUB	LOC6600334|XP_002025343.2|DPER
OG0004218	LOC117903870|XP_034672251.1|DSUB	LOC6597565|XP_002022782.1|DPER
OG0004219	LOC117897199|XP_034661792.1|DSUB	LOC6594559|XP_002019578.1|DPER
OG0004220	LOC117895980|XP_034659833.1|DSUB	LOC6591900|XP_026840390.1|DPER
OG0004221	LOC117897884|XP_034662851.1|DSUB	LOC6594543|XP_002019373.1|DPER
OG0004222	LOC117899273|XP_034665062.1|DSUB	LOC6591871|XP_026851159.1|DPER
OG0004223	LOC117898405|XP_034663659.1|DSUB	LOC6591874|XP_026851151.1|DPER
OG0004224	LOC117898215|XP_034663332.1|DSUB	LOC6592051|XP_002017164.1|DPER
OG0004225	LOC117894847|XP_034658405.1|DSUB, LOC117897140|XP_034662114.1|DSUB, LOC117897945|XP_034663343.1|DSUB	LOC6598570|XP_002023633.2|DPER
OG0004226	LOC117896081|XP_034660008.1|DSUB	LOC6592028|XP_026850988.1|DPER
OG0004227	LOC117897223|XP_034661830.1|DSUB	LOC6594176|XP_026850517.1|DPER
OG0004228	LOC117897224|XP_034661832.1|DSUB	LOC6594175|XP_002019445.1|DPER
OG0004229	LOC117890454|XP_034651182.1|DSUB	LOC6603159|XP_026842545.1|DPER
OG0004230	LOC117892081|XP_034653963.1|DSUB	LOC6599120|XP_026849266.1|DPER
OG0004231	LOC117895321|XP_034658779.1|DSUB	LOC6601887|XP_002026936.2|DPER
OG0004232	LOC117895324|XP_034658783.1|DSUB	LOC6601891|XP_026849388.1|DPER
OG0004233	LOC117895323|XP_034658782.1|DSUB	LOC6601892|XP_026849386.1|DPER
OG0004234	LOC117895167|XP_034658519.1|DSUB	LOC6601900|XP_002026949.2|DPER
OG0004235	LOC117903126|XP_034670846.1|DSUB	LOC6599945|XP_002025135.2|DPER
OG0004236	LOC117898347|XP_034663569.1|DSUB	LOC6594184|XP_002019815.1|DPER
OG0004237	LOC117896146|XP_034660110.1|DSUB	LOC6594119|XP_026851013.1|DPER
OG0004238	LOC117897604|XP_034662452.1|DSUB	LOC6594245|XP_002019775.1|DPER
OG0004239	LOC117898080|XP_034663149.1|DSUB	LOC6594536|XP_026845705.1|DPER
OG0004240	LOC117897145|XP_034661705.1|DSUB	LOC6591814|XP_002017235.1|DPER
OG0004241	LOC117897623|XP_034662482.1|DSUB	LOC6591491|XP_026849970.1|DPER
OG0004242	LOC117898910|XP_034664489.1|DSUB	LOC6594694|XP_002019621.1|DPER
OG0004243	LOC117893017|XP_034655264.1|DSUB	LOC6599499|XP_002024719.1|DPER
OG0004244	LOC117896692|XP_034661033.1|DSUB	LOC6594181|XP_002019812.1|DPER
OG0004245	LOC117894699|XP_034657770.1|DSUB	LOC6601020|XP_002026142.1|DPER
OG0004246	LOC117893238|XP_034655686.1|DSUB	LOC6598859|XP_026847767.1|DPER
OG0004247	LOC117897789|XP_034662731.1|DSUB	LOC6600135|XP_002025252.1|DPER
OG0004248	LOC117892307|XP_034654344.1|DSUB	LOC6593241|XP_002018362.1|DPER
OG0004249	LOC117892911|XP_034655115.1|DSUB	LOC6601053|XP_002026108.1|DPER
OG0004250	LOC117902239|XP_034669375.1|DSUB	LOC6593586|XP_002018877.2|DPER
OG0004251	LOC117895598|XP_034659249.1|DSUB	LOC6602753|XP_026847723.1|DPER
OG0004252	LOC117896130|XP_034660082.1|DSUB	LOC6592144|XP_002017280.2|DPER
OG0004253	LOC117899494|XP_034665434.1|DSUB	LOC6594341|XP_026850566.1|DPER
OG0004254	LOC117898541|XP_034663913.1|DSUB	LOC6602895|XP_002027918.1|DPER
OG0004255	LOC117901272|XP_034667857.1|DSUB	LOC6596367|XP_026843726.1|DPER
OG0004256	LOC117892005|XP_034653782.1|DSUB	LOC6601625|XP_026842585.1|DPER
OG0004257	LOC117898610|XP_034664054.1|DSUB	LOC6595011|XP_002020468.1|DPER
OG0004258	LOC117899580|XP_034665585.1|DSUB	LOC6594672|XP_026850223.1|DPER
OG0004259	LOC117892259|XP_034654266.1|DSUB	LOC6601628|XP_002026631.1|DPER
OG0004260	LOC117898646|XP_034664098.1|DSUB	LOC6591958|XP_026850815.1|DPER
OG0004261	LOC117898216|XP_034663335.1|DSUB	LOC6591341|XP_026842028.1|DPER
OG0004262	LOC117896846|XP_034661262.1|DSUB	LOC6592138|XP_002016819.1|DPER
OG0004263	LOC117896659|XP_034660997.1|DSUB	LOC6594106|XP_026850370.1|DPER
OG0004264	LOC117898955|XP_034664584.1|DSUB	LOC6594159|XP_002019568.2|DPER
OG0004265	LOC117898890|XP_034664463.1|DSUB	LOC6594191|XP_002019499.1|DPER
OG0004266	LOC117898511|XP_034663860.1|DSUB	LOC6594216|XP_002019451.1|DPER
OG0004267	LOC117897846|XP_034662802.1|DSUB	LOC6594317|XP_026851274.1|DPER
OG0004268	LOC117892192|XP_034654172.1|DSUB	LOC6600936|XP_026842226.1|DPER
OG0004269	LOC117892302|XP_034654339.1|DSUB	LOC6593246|XP_002018367.1|DPER
OG0004270	LOC117892530|XP_034654725.1|DSUB	LOC113565124|XP_026841728.1|DPER
OG0004271	LOC117891795|XP_034653360.1|DSUB	LOC6590538|XP_002016407.1|DPER
OG0004272	LOC117898359|XP_034663585.1|DSUB	LOC6594578|XP_002019829.1|DPER
OG0004273	LOC117898602|XP_034664042.1|DSUB	LOC6598729|XP_002023876.1|DPER
OG0004274	LOC117903435|XP_034671350.1|DSUB, LOC117903402|XP_034671288.1|DSUB	LOC6600051|XP_002025066.1|DPER
OG0004275	LOC117898863|XP_034664436.1|DSUB	LOC6599974|XP_002025163.1|DPER
OG0004276	LOC117894142|XP_034656927.1|DSUB	LOC6599853|XP_002025002.2|DPER
OG0004277	LOC117895078|XP_034658357.1|DSUB	LOC6600482|XP_002025673.1|DPER
OG0004278	LOC117892959|XP_034655186.1|DSUB	LOC6599313|XP_002024434.1|DPER
OG0004279	LOC117900730|XP_034667095.1|DSUB	LOC6589105|XP_002015038.1|DPER
OG0004280	LOC117889618|XP_034649934.1|DSUB	LOC6597508|XP_026849287.1|DPER
OG0004281	LOC117891132|XP_034652231.1|DSUB	LOC6591068|XP_002015698.1|DPER
OG0004282	LOC117890700|XP_034651601.1|DSUB	LOC6592700|XP_002018503.1|DPER
OG0004283	LOC117890752|XP_034651702.1|DSUB	LOC6592701|XP_002018504.1|DPER
OG0004284	LOC117900100|XP_034666211.1|DSUB	LOC113565576|XP_026843806.1|DPER
OG0004285	LOC117898032|XP_034663062.1|DSUB	LOC6587371|XP_002013486.1|DPER
OG0004286	LOC117895068|XP_034658342.1|DSUB	LOC6602800|XP_002027851.2|DPER
OG0004287	LOC117895070|XP_034658344.1|DSUB	LOC6602801|XP_026847791.1|DPER
OG0004288	LOC117895480|XP_034659050.1|DSUB	LOC6602826|XP_002027860.1|DPER
OG0004289	LOC117895402|XP_034658922.1|DSUB	LOC6602401|XP_026848518.1|DPER
OG0004290	LOC117890740|XP_034651682.1|DSUB	LOC6600891|XP_002025955.2|DPER
OG0004291	LOC117891042|XP_034652102.1|DSUB	LOC6590941|XP_002016174.1|DPER
OG0004292	LOC117893299|XP_034655766.1|DSUB	LOC113566606|XP_026848806.1|DPER
OG0004293	LOC117893814|XP_034656455.1|DSUB	LOC6596044|XP_002021228.1|DPER
OG0004294	LOC117894550|XP_034657562.1|DSUB	LOC6596997|XP_026845706.1|DPER
OG0004295	LOC117893438|XP_034655946.1|DSUB	LOC6596998|XP_002022245.2|DPER
OG0004296	LOC117895742|XP_034659499.1|DSUB	LOC6597001|XP_002022248.1|DPER
OG0004297	LOC117891445|XP_034652815.1|DSUB	LOC6601318|XP_002026369.1|DPER
OG0004298	LOC117890377|XP_034651065.1|DSUB	LOC6590429|XP_026842444.1|DPER
OG0004299	LOC117891140|XP_034652240.1|DSUB	LOC6592336|XP_026840869.1|DPER
OG0004300	LOC117892314|XP_034654356.1|DSUB	LOC6593243|XP_002018364.1|DPER
OG0004301	LOC117893293|XP_034655755.1|DSUB	LOC6602958|XP_002027969.2|DPER
OG0004302	LOC117891573|XP_034652988.1|DSUB	LOC6590516|XP_002016084.1|DPER
OG0004303	LOC117890069|XP_034650599.1|DSUB	LOC6593089|XP_002017722.2|DPER
OG0004304	LOC117891405|XP_034652742.1|DSUB	LOC6590026|XP_026842043.1|DPER
OG0004305	LOC117891112|XP_034652197.1|DSUB	LOC6590695|XP_026842196.1|DPER
OG0004306	LOC117891507|XP_034652889.1|DSUB	LOC6592774|XP_002018016.2|DPER
OG0004307	LOC117890127|XP_034650705.1|DSUB	LOC6602098|XP_002027143.1|DPER
OG0004308	LOC117890927|XP_034651948.1|DSUB	LOC6590492|XP_026842074.1|DPER
OG0004309	LOC117894643|XP_034657706.1|DSUB	LOC6600582|XP_002025637.1|DPER
OG0004310	LOC117889804|XP_034650172.1|DSUB	LOC6592212|XP_026840772.1|DPER
OG0004311	LOC117894750|XP_034657852.1|DSUB	LOC6596031|XP_002021030.1|DPER
OG0004312	LOC117890946|XP_034651972.1|DSUB	LOC6601338|XP_026842221.1|DPER, LOC113565094|XP_026841456.1|DPER
OG0004313	LOC117891756|XP_034653258.1|DSUB	LOC6601355|XP_026841452.1|DPER
OG0004314	LOC117892082|XP_034653959.1|DSUB	LOC6590459|XP_002015850.2|DPER
OG0004315	LOC117891749|XP_034653245.1|DSUB	LOC6601291|XP_002026363.1|DPER
OG0004316	LOC117890357|XP_034651042.1|DSUB	LOC6600972|XP_002026010.1|DPER
OG0004317	LOC117890584|XP_034651413.1|DSUB	LOC6591067|XP_026841735.1|DPER
OG0004318	LOC117889735|XP_034650049.1|DSUB	LOC6601331|XP_026841384.1|DPER
OG0004319	LOC117892589|XP_034654819.1|DSUB	LOC6590801|XP_002015425.1|DPER
OG0004320	LOC117896413|XP_034660620.1|DSUB	LOC6587370|XP_026850773.1|DPER
OG0004321	LOC117901036|XP_034667532.1|DSUB	LOC6593795|XP_002018715.1|DPER
OG0004322	LOC117897056|XP_034661541.1|DSUB	LOC6588415|XP_002013813.1|DPER
OG0004323	LOC117895696|XP_034659434.1|DSUB	LOC6599519|XP_002024647.1|DPER
OG0004324	LOC117902668|XP_034670089.1|DSUB	LOC6593667|XP_002018614.1|DPER
OG0004325	LOC117891298|XP_034652596.1|DSUB	LOC6603194|XP_002028180.1|DPER
OG0004326	LOC117891294|XP_034652590.1|DSUB	LOC6603195|XP_026842119.1|DPER
OG0004327	LOC117903450|XP_034671374.1|DSUB	LOC6603701|XP_026846747.1|DPER
OG0004328	LOC117891460|XP_034652834.1|DSUB	LOC6592427|XP_002018239.1|DPER
OG0004330	LOC117891335|XP_034652646.1|DSUB	LOC6592497|XP_002018399.1|DPER
OG0004331	LOC117890037|XP_034650546.1|DSUB	LOC6600946|XP_002026017.1|DPER
OG0004332	LOC117900036|XP_034666116.1|DSUB	LOC6588671|XP_026844354.1|DPER
OG0004333	LOC117902578|XP_034669963.1|DSUB	LOC6589756|XP_002014729.1|DPER
OG0004334	LOC117901750|XP_034668527.1|DSUB	LOC6588906|XP_002014612.2|DPER
OG0004335	LOC117892332|XP_034654376.1|DSUB	LOC6600807|XP_002025978.1|DPER
OG0004336	LOC117891980|XP_034653746.1|DSUB	LOC6592348|XP_002018295.1|DPER
OG0004337	LOC117902818|XP_034670335.1|DSUB	LOC6588884|XP_002014853.1|DPER
OG0004338	LOC117894482|XP_034657476.1|DSUB	LOC6599634|XP_002024744.1|DPER
OG0004339	LOC117891054|XP_034652117.1|DSUB	LOC6590870|XP_002016162.1|DPER
OG0004340	LOC117891053|XP_034652116.1|DSUB	LOC6590300|XP_002016161.1|DPER
OG0004341	LOC117892093|XP_034653978.1|DSUB	LOC6590461|XP_002015852.1|DPER
OG0004342	LOC117891314|XP_034652617.1|DSUB	LOC6592503|XP_026841924.1|DPER
OG0004343	LOC117890573|XP_034651400.1|DSUB	LOC6592499|XP_026841925.1|DPER
OG0004344	LOC117892649|XP_034654897.1|DSUB	LOC6592538|XP_002018313.1|DPER
OG0004345	LOC117901509|XP_034668170.1|DSUB	LOC6593947|XP_002019011.1|DPER
OG0004346	LOC117891317|XP_034652622.1|DSUB	LOC6601313|XP_026842479.1|DPER
OG0004347	LOC117890518|XP_034651313.1|DSUB	LOC6601315|XP_002026367.1|DPER
OG0004348	LOC117889726|XP_034650039.1|DSUB	LOC113565251|XP_026842852.1|DPER
OG0004349	LOC117892387|XP_034654488.1|DSUB	LOC6589961|XP_026840714.1|DPER
OG0004350	LOC117891928|XP_034653653.1|DSUB	LOC6592747|XP_002017809.1|DPER
OG0004351	LOC117891146|XP_034652284.1|DSUB	LOC6592637|XP_002017858.1|DPER
OG0004352	LOC117896059|XP_034659963.1|DSUB	LOC113567472|XP_026851276.1|DPER
OG0004353	LOC117898779|XP_034664306.1|DSUB	LOC6594923|XP_002020021.1|DPER
OG0004354	LOC117898780|XP_034664307.1|DSUB	LOC6594820|XP_026842299.1|DPER
OG0004355	LOC117897418|XP_034662137.1|DSUB	LOC6591970|XP_026842405.1|DPER
OG0004356	LOC117892147|XP_034654084.1|DSUB	LOC6593255|XP_026841142.1|DPER
OG0004357	LOC117891925|XP_034653647.1|DSUB	LOC6589970|XP_026842515.1|DPER
OG0004358	LOC117890431|XP_034651151.1|DSUB	LOC6590452|XP_002016378.1|DPER
OG0004359	LOC117891821|XP_034653444.1|DSUB	LOC6592454|XP_026840948.1|DPER
OG0004360	LOC117894063|XP_034656807.1|DSUB	LOC6595816|XP_026845518.1|DPER
OG0004361	LOC117897602|XP_034662451.1|DSUB	LOC6594144|XP_002019770.1|DPER
OG0004362	LOC117895363|XP_034658837.1|DSUB	LOC6602794|XP_002027845.1|DPER
OG0004363	LOC117897666|XP_034662558.1|DSUB	LOC6599309|XP_026847162.1|DPER
OG0004364	LOC117891796|XP_034653361.1|DSUB	LOC6590531|XP_026841829.1|DPER
OG0004365	LOC117891702|XP_034653185.1|DSUB	LOC6600864|XP_002025899.1|DPER
OG0004366	LOC117900733|XP_034667099.1|DSUB	LOC6589107|XP_002015040.1|DPER
OG0004367	LOC117895777|XP_034659564.1|DSUB	LOC6603340|XP_026848058.1|DPER
OG0004368	LOC117895353|XP_034658828.1|DSUB	LOC6596169|XP_002021146.1|DPER
OG0004369	LOC117892042|XP_034653858.1|DSUB	LOC6591082|XP_026841910.1|DPER
OG0004370	LOC117890722|XP_034651656.1|DSUB	LOC6592702|XP_026840616.1|DPER
OG0004371	LOC117903300|XP_034671123.1|DSUB	LOC6596897|XP_002021858.1|DPER
OG0004372	LOC117891360|XP_034652686.1|DSUB	LOC6601320|XP_026841642.1|DPER
OG0004373	LOC117892593|XP_034654823.1|DSUB	LOC6590887|XP_002015428.1|DPER
OG0004374	LOC117891158|XP_034652306.1|DSUB	LOC6590637|XP_026841260.1|DPER
OG0004375	LOC117893295|XP_034655759.1|DSUB	LOC6602951|XP_002027962.1|DPER
OG0004376	LOC117894338|XP_034657214.1|DSUB	LOC6595748|XP_002021365.2|DPER
OG0004377	LOC117893790|XP_034656424.1|DSUB	LOC6600243|XP_002025408.1|DPER
OG0004378	LOC117890093|XP_034650644.1|DSUB	LOC6592955|XP_026841480.1|DPER
OG0004379	LOC117891718|XP_034653202.1|DSUB	LOC6600862|XP_002025897.1|DPER
OG0004380	LOC117891186|XP_034652409.1|DSUB	LOC6592213|XP_002017773.1|DPER
OG0004381	LOC117898202|XP_034663314.1|DSUB	LOC6587318|XP_002014189.2|DPER
OG0004382	LOC117892505|XP_034654672.1|DSUB	LOC6590688|XP_002015825.1|DPER
OG0004383	LOC117891347|XP_034652668.1|DSUB	LOC6591247|XP_002015790.1|DPER
OG0004384	LOC117891354|XP_034652677.1|DSUB	LOC6591245|XP_002015788.1|DPER
OG0004385	LOC117892194|XP_034654176.1|DSUB	LOC6600933|XP_002026036.1|DPER
OG0004386	LOC117890410|XP_034651113.1|DSUB	LOC6592798|XP_002017829.1|DPER
OG0004387	LOC117895743|XP_034659500.1|DSUB	LOC6602206|XP_002027214.1|DPER
OG0004388	LOC117890218|XP_034650847.1|DSUB	LOC6590682|XP_026841898.1|DPER
OG0004389	LOC117895824|XP_034659652.1|DSUB	LOC6601877|XP_026849331.1|DPER
OG0004390	LOC117893813|XP_034656452.1|DSUB	LOC6596043|XP_026845476.1|DPER
OG0004391	LOC117890415|XP_034651119.1|DSUB	LOC6590239|XP_026842233.1|DPER
OG0004392	LOC117895820|XP_034659644.1|DSUB	LOC6601867|XP_002026916.2|DPER
OG0004393	LOC117890048|XP_034650560.1|DSUB	LOC6591132|XP_002015926.2|DPER
OG0004394	LOC117892176|XP_034654147.1|DSUB	LOC6590141|XP_026842864.1|DPER
OG0004395	LOC117890390|XP_034651085.1|DSUB	LOC6592378|XP_002018000.1|DPER
OG0004396	LOC117890477|XP_034651233.1|DSUB	LOC6592906|XP_026842373.1|DPER
OG0004397	LOC117891798|XP_034653363.1|DSUB	LOC6590536|XP_002016405.1|DPER
OG0004398	LOC117891802|XP_034653368.1|DSUB	LOC6590535|XP_002016404.1|DPER
OG0004399	LOC117891765|XP_034653296.1|DSUB	LOC6593064|XP_002018287.1|DPER
OG0004400	LOC117898370|XP_034663599.1|DSUB	LOC6594563|XP_002019582.1|DPER
OG0004401	LOC117891170|XP_034652383.1|DSUB	LOC6590672|XP_002015413.1|DPER
OG0004402	LOC117890579|XP_034651407.1|DSUB	LOC6590675|XP_002015416.1|DPER
OG0004403	LOC117889768|XP_034650121.1|DSUB	LOC6590872|XP_026840908.1|DPER
OG0004404	LOC117891454|XP_034652826.1|DSUB	LOC6601552|XP_026841153.1|DPER
OG0004405	LOC117894751|XP_034657853.1|DSUB	LOC6596038|XP_026845628.1|DPER
