Orthogroup	DSUB.longest_only	DHYD.longest_only
OG0004307	LOC117890127|XP_034650705.1|DSUB	LOC111592105|XP_023159902.1|DHYD
OG0004308	LOC117890927|XP_034651948.1|DSUB	LOC111600016|XP_023171689.1|DHYD
OG0004309	LOC117894643|XP_034657706.1|DSUB	LOC111592752|XP_023160916.2|DHYD
OG0004310	LOC117889804|XP_034650172.1|DSUB	LOC111597963|XP_023168703.2|DHYD
OG0004311	LOC117894750|XP_034657852.1|DSUB	LOC111600951|XP_023173095.1|DHYD
OG0004312	LOC117890946|XP_034651972.1|DSUB	LOC111599684|XP_023171157.1|DHYD
OG0004313	LOC117891756|XP_034653258.1|DSUB	LOC111604361|XP_030078557.1|DHYD
OG0004314	LOC117892082|XP_034653959.1|DSUB	LOC111593455|XP_023161985.1|DHYD
OG0004315	LOC117891749|XP_034653245.1|DSUB	LOC111599735|XP_023171260.2|DHYD
OG0004316	LOC117890357|XP_034651042.1|DSUB	LOC111599989|XP_023171652.2|DHYD
OG0004317	LOC117890584|XP_034651413.1|DSUB	LOC111595591|XP_023165169.2|DHYD
OG0004318	LOC117889735|XP_034650049.1|DSUB	LOC111599741|XP_023171270.2|DHYD
OG0004319	LOC117892589|XP_034654819.1|DSUB	LOC111593482|XP_023162015.1|DHYD
OG0004320	LOC117896413|XP_034660620.1|DSUB	LOC111598232|XP_023169162.2|DHYD
OG0004321	LOC117901036|XP_034667532.1|DSUB	LOC111600313|XP_023172139.2|DHYD
OG0004322	LOC117897056|XP_034661541.1|DSUB	LOC111592929|XP_023161155.2|DHYD
OG0004323	LOC117895696|XP_034659434.1|DSUB	LOC111592447|XP_023160398.1|DHYD
OG0004324	LOC117902668|XP_034670089.1|DSUB	LOC111599210|XP_023170575.2|DHYD
OG0004325	LOC117891298|XP_034652596.1|DSUB	LOC111599725|XP_023171237.1|DHYD
OG0004326	LOC117891294|XP_034652590.1|DSUB	LOC111599686|XP_023171159.1|DHYD
OG0004327	LOC117903450|XP_034671374.1|DSUB	LOC111604917|XP_023178936.1|DHYD
OG0004328	LOC117891460|XP_034652834.1|DSUB	LOC111603832|XP_023177364.1|DHYD
OG0004330	LOC117891335|XP_034652646.1|DSUB	LOC111597037|XP_023167318.1|DHYD
OG0004331	LOC117890037|XP_034650546.1|DSUB	LOC111600025|XP_023171706.1|DHYD
OG0004332	LOC117900036|XP_034666116.1|DSUB	LOC111603598|XP_023177029.1|DHYD
OG0004333	LOC117902578|XP_034669963.1|DSUB	LOC111601177|XP_023173424.2|DHYD
OG0004334	LOC117901750|XP_034668527.1|DSUB	LOC111596075|XP_023165900.2|DHYD
OG0004335	LOC117892332|XP_034654376.1|DSUB	LOC111597137|XP_023167466.2|DHYD
OG0004336	LOC117891980|XP_034653746.1|DSUB	LOC111597136|XP_023167465.2|DHYD
OG0004337	LOC117902818|XP_034670335.1|DSUB	LOC111601944|XP_023174567.1|DHYD
OG0004338	LOC117894482|XP_034657476.1|DSUB	LOC111603738|XP_023177223.1|DHYD
OG0004339	LOC117891054|XP_034652117.1|DSUB	LOC111601244|XP_023173510.1|DHYD
OG0004340	LOC117891053|XP_034652116.1|DSUB	LOC111601243|XP_023173509.1|DHYD
OG0004341	LOC117892093|XP_034653978.1|DSUB	LOC111593212|XP_023161630.2|DHYD
OG0004342	LOC117891314|XP_034652617.1|DSUB	LOC111593814|XP_030081997.1|DHYD
OG0004343	LOC117890573|XP_034651400.1|DSUB	LOC111593751|XP_023162525.1|DHYD
OG0004344	LOC117892649|XP_034654897.1|DSUB	LOC111592814|XP_023161022.2|DHYD
OG0004345	LOC117901509|XP_034668170.1|DSUB	LOC111603744|XP_023177231.2|DHYD
OG0004346	LOC117891317|XP_034652622.1|DSUB	LOC111599719|XP_023171226.1|DHYD
OG0004347	LOC117890518|XP_034651313.1|DSUB	LOC111599718|XP_023171225.2|DHYD
OG0004348	LOC117889726|XP_034650039.1|DSUB	LOC111600140|XP_023171884.1|DHYD
OG0004349	LOC117892387|XP_034654488.1|DSUB	LOC111600071|XP_023171772.1|DHYD
OG0004350	LOC117891928|XP_034653653.1|DSUB	LOC111597046|XP_023167331.2|DHYD
OG0004351	LOC117891146|XP_034652284.1|DSUB	LOC111592223|XP_023160067.1|DHYD
OG0004352	LOC117896059|XP_034659963.1|DSUB	LOC111602651|XP_023175592.1|DHYD
OG0004353	LOC117898779|XP_034664306.1|DSUB	LOC111594977|XP_030079660.1|DHYD
OG0004354	LOC117898780|XP_034664307.1|DSUB	LOC111594971|XP_023164239.2|DHYD
OG0004355	LOC117897418|XP_034662137.1|DSUB	LOC111599547|XP_023170973.2|DHYD
OG0004356	LOC117892147|XP_034654084.1|DSUB	LOC111592112|XP_023159910.2|DHYD
OG0004357	LOC117891925|XP_034653647.1|DSUB	LOC111597081|XP_023167382.2|DHYD
OG0004358	LOC117890431|XP_034651151.1|DSUB	LOC111595519|XP_023165067.1|DHYD
OG0004359	LOC117891821|XP_034653444.1|DSUB	LOC111597940|XP_023168664.2|DHYD
OG0004360	LOC117894063|XP_034656807.1|DSUB	LOC111592265|XP_023160130.2|DHYD
OG0004361	LOC117897602|XP_034662451.1|DSUB	LOC111601365|XP_023173667.2|DHYD
OG0004362	LOC117895363|XP_034658837.1|DSUB	LOC111598691|XP_023169824.2|DHYD
OG0004363	LOC117897666|XP_034662558.1|DSUB	LOC111602660|XP_023175652.1|DHYD, LOC115482977|XP_030079451.1|DHYD
OG0004364	LOC117891796|XP_034653361.1|DSUB	LOC111592132|XP_023159936.1|DHYD
OG0004365	LOC117891702|XP_034653185.1|DSUB	LOC111597069|XP_030082036.1|DHYD
OG0004366	LOC117900733|XP_034667099.1|DSUB	LOC111599058|XP_023170347.1|DHYD
OG0004367	LOC117895777|XP_034659564.1|DSUB	LOC111591861|XP_023159510.2|DHYD
OG0004368	LOC117895353|XP_034658828.1|DSUB	LOC111592865|XP_023161078.1|DHYD
OG0004369	LOC117892042|XP_034653858.1|DSUB	LOC111594166|XP_030082051.1|DHYD
OG0004370	LOC117890722|XP_034651656.1|DSUB	LOC111601258|XP_023173531.2|DHYD
OG0004371	LOC117903300|XP_034671123.1|DSUB	LOC111602824|XP_023175903.2|DHYD
OG0004372	LOC117891360|XP_034652686.1|DSUB	LOC111599688|XP_023171161.2|DHYD
OG0004373	LOC117892593|XP_034654823.1|DSUB	LOC111604368|XP_023178207.2|DHYD
OG0004374	LOC117891158|XP_034652306.1|DSUB	LOC111600561|XP_023172480.2|DHYD
OG0004375	LOC117893295|XP_034655759.1|DSUB	LOC111592820|XP_023161012.2|DHYD
OG0004376	LOC117894338|XP_034657214.1|DSUB	LOC111600958|XP_023173105.1|DHYD
OG0004377	LOC117893790|XP_034656424.1|DSUB	LOC111598732|XP_023169892.2|DHYD
OG0004378	LOC117890093|XP_034650644.1|DSUB	LOC111602549|XP_023175470.2|DHYD
OG0004379	LOC117891718|XP_034653202.1|DSUB	LOC111597071|XP_023167368.1|DHYD
OG0004380	LOC117891186|XP_034652409.1|DSUB	LOC111598008|XP_030081243.1|DHYD
OG0004381	LOC117898202|XP_034663314.1|DSUB	LOC111602434|XP_023175255.2|DHYD
OG0004382	LOC117892505|XP_034654672.1|DSUB	LOC111597925|XP_023168645.2|DHYD
OG0004383	LOC117891347|XP_034652668.1|DSUB	LOC111597959|XP_023168691.1|DHYD
OG0004384	LOC117891354|XP_034652677.1|DSUB	LOC111593700|XP_023162415.1|DHYD
OG0004385	LOC117892194|XP_034654176.1|DSUB	LOC111592189|XP_023160024.1|DHYD
OG0004386	LOC117890410|XP_034651113.1|DSUB	LOC111595517|XP_023165065.1|DHYD
OG0004387	LOC117895743|XP_034659500.1|DSUB	LOC111599861|XP_023171449.2|DHYD
OG0004388	LOC117890218|XP_034650847.1|DSUB	LOC111597995|XP_023168742.2|DHYD
OG0004389	LOC117895824|XP_034659652.1|DSUB	LOC111604767|XP_023178732.2|DHYD
OG0004390	LOC117893813|XP_034656452.1|DSUB	LOC111593541|XP_023162125.2|DHYD
OG0004391	LOC117890415|XP_034651119.1|DSUB	LOC111593804|XP_023162602.1|DHYD
OG0004392	LOC117895820|XP_034659644.1|DSUB	LOC111595342|XP_030080254.1|DHYD
OG0004393	LOC117890048|XP_034650560.1|DSUB	LOC111604133|XP_023177818.1|DHYD
OG0004394	LOC117892176|XP_034654147.1|DSUB	LOC111596628|XP_030081352.1|DHYD
OG0004395	LOC117890390|XP_034651085.1|DSUB	LOC111595552|XP_023165113.1|DHYD
OG0004396	LOC117890477|XP_034651233.1|DSUB	LOC111593284|XP_023161728.1|DHYD
OG0004397	LOC117891798|XP_034653363.1|DSUB	LOC111597073|XP_023167371.1|DHYD
OG0004398	LOC117891802|XP_034653368.1|DSUB	LOC111593509|XP_023162068.1|DHYD
OG0004399	LOC117891765|XP_034653296.1|DSUB	LOC111595632|XP_023165209.2|DHYD
OG0004400	LOC117898370|XP_034663599.1|DSUB	LOC111601473|XP_023173826.2|DHYD
OG0004401	LOC117891170|XP_034652383.1|DSUB	LOC111592116|XP_023159915.2|DHYD
OG0004402	LOC117890579|XP_034651407.1|DSUB	LOC111601238|XP_023173504.1|DHYD
OG0004403	LOC117889768|XP_034650121.1|DSUB	LOC111602550|XP_030081967.1|DHYD
OG0004404	LOC117891454|XP_034652826.1|DSUB	LOC111604334|XP_023178162.2|DHYD
OG0004405	LOC117894751|XP_034657853.1|DSUB	LOC111600978|XP_023173129.1|DHYD
OG0004406	LOC117894321|XP_034657189.1|DSUB	LOC111604306|XP_023178107.2|DHYD
OG0004407	LOC117892292|XP_034654325.1|DSUB	LOC111597967|XP_023168708.2|DHYD
OG0004408	LOC117894984|XP_034658220.1|DSUB	LOC111591869|XP_023159519.2|DHYD
OG0004409	LOC117902981|XP_034670552.1|DSUB	LOC111593702|XP_023162416.1|DHYD
OG0004410	LOC117891403|XP_034652739.1|DSUB	LOC111599736|XP_030078584.1|DHYD
OG0004411	LOC117894031|XP_034656761.1|DSUB	LOC111599860|XP_023171448.1|DHYD
OG0004412	LOC117894030|XP_034656760.1|DSUB	LOC111599758|XP_030080649.1|DHYD
OG0004413	LOC117890869|XP_034651849.1|DSUB	LOC111600013|XP_023171686.1|DHYD
OG0004414	LOC117892162|XP_034654118.1|DSUB	LOC111600040|XP_023171731.1|DHYD
OG0004415	LOC117891485|XP_034652856.1|DSUB	LOC111602551|XP_023175474.1|DHYD
OG0004416	LOC117890639|XP_034651481.1|DSUB	LOC111597005|XP_023167277.1|DHYD
OG0004417	LOC117898056|XP_034663113.1|DSUB	LOC111601764|XP_023174272.2|DHYD
OG0004418	LOC117891147|XP_034652288.1|DSUB	LOC111594343|XP_030082047.1|DHYD
OG0004419	LOC117890253|XP_034650893.1|DSUB	LOC111598029|XP_023168825.2|DHYD
OG0004420	LOC117892592|XP_034654822.1|DSUB	LOC111593695|XP_023162386.1|DHYD
OG0004421	LOC117894889|XP_034658061.1|DSUB	LOC111593543|XP_023162131.1|DHYD
OG0004422	LOC117894361|XP_034657245.1|DSUB	LOC111601685|XP_023174158.1|DHYD
OG0004423	LOC117892436|XP_034654567.1|DSUB	LOC111592176|XP_023160002.2|DHYD
OG0004424	LOC117891744|XP_034653238.1|DSUB	LOC111594301|XP_023163306.2|DHYD
OG0004425	LOC117894087|XP_034656847.1|DSUB	LOC111605714|XP_023180167.2|DHYD
OG0004426	LOC117894090|XP_034656849.1|DSUB	LOC111596658|XP_023166731.2|DHYD
OG0004427	LOC117893361|XP_034655843.1|DSUB	LOC111605726|XP_023180186.2|DHYD
OG0004428	LOC117899687|XP_034665771.1|DSUB	LOC111605589|XP_023179961.1|DHYD
OG0004429	LOC117900103|XP_034666216.1|DSUB	LOC111599198|XP_023170557.1|DHYD
OG0004430	LOC117894161|XP_034656953.1|DSUB	LOC111599025|XP_023170307.2|DHYD
OG0004431	LOC117899148|XP_034664848.1|DSUB	LOC111597877|XP_023168571.1|DHYD
OG0004432	LOC117899146|XP_034664845.1|DSUB	LOC111597875|XP_023168568.2|DHYD
OG0004433	LOC117894345|XP_034657223.1|DSUB	LOC111600982|XP_023173140.1|DHYD
OG0004434	LOC117891800|XP_034653365.1|DSUB	LOC111593501|XP_023162040.2|DHYD
OG0004435	LOC117890923|XP_034651944.1|DSUB	LOC111598032|XP_023168828.1|DHYD
OG0004436	LOC117891764|XP_034653292.1|DSUB	LOC111594995|XP_030081915.1|DHYD
OG0004437	LOC117891402|XP_034652738.1|DSUB	LOC111594973|XP_030081994.1|DHYD
OG0004438	LOC117891350|XP_034652672.1|DSUB	LOC111598010|XP_023168774.2|DHYD
OG0004439	LOC117891050|XP_034652114.1|DSUB	LOC111597989|XP_023168735.2|DHYD
OG0004440	LOC117891407|XP_034652745.1|DSUB	LOC111599737|XP_023171264.1|DHYD
OG0004441	LOC117901343|XP_034667944.1|DSUB	LOC111594739|XP_023163946.2|DHYD, LOC111596326|XP_023166259.1|DHYD
OG0004442	LOC117892421|XP_034654545.1|DSUB	LOC111595478|XP_023165013.2|DHYD
OG0004443	LOC117893104|XP_034655428.1|DSUB	LOC111598766|XP_023169948.1|DHYD
OG0004444	LOC117889955|XP_034650403.1|DSUB	LOC111592665|XP_023160792.1|DHYD
OG0004445	LOC117892158|XP_034654109.1|DSUB	LOC111600153|XP_023171911.2|DHYD
OG0004446	LOC117896833|XP_034661238.1|DSUB	LOC111597853|XP_023168532.2|DHYD
OG0004447	LOC117899570|XP_034665574.1|DSUB	LOC111597170|XP_023167498.1|DHYD
OG0004448	LOC117892640|XP_034654886.1|DSUB	LOC111597038|XP_023167319.2|DHYD
OG0004449	LOC117895659|XP_034659367.1|DSUB	LOC111597323|XP_023167723.1|DHYD
OG0004450	LOC117890408|XP_034651110.1|DSUB	LOC111597983|XP_023168727.1|DHYD
OG0004451	LOC117892555|XP_034654757.1|DSUB	LOC111593674|XP_023162333.2|DHYD
OG0004452	LOC117891304|XP_034652603.1|DSUB	LOC111597992|XP_023168739.1|DHYD
OG0004453	LOC117890029|XP_034650535.1|DSUB	LOC111595448|XP_023164943.2|DHYD
OG0004454	LOC117898076|XP_034663142.1|DSUB	LOC111601780|XP_030081564.1|DHYD
OG0004455	LOC117894735|XP_034657824.1|DSUB	LOC111597283|XP_023167666.2|DHYD
OG0004456	LOC117899854|XP_034665987.1|DSUB	LOC111593649|XP_030079410.1|DHYD
OG0004457	LOC117893242|XP_034655697.1|DSUB	LOC115483770|XP_030081871.1|DHYD, LOC111592796|XP_030079988.1|DHYD
OG0004458	LOC117893137|XP_034655480.1|DSUB	LOC111592813|XP_023160992.1|DHYD
OG0004459	LOC117893455|XP_034655964.1|DSUB	LOC111597349|XP_023167763.2|DHYD, LOC111597228|XP_023167588.2|DHYD
OG0004460	LOC117893997|XP_034656703.1|DSUB	LOC111594876|XP_023164130.1|DHYD
OG0004461	LOC117894340|XP_034657216.1|DSUB	LOC111595127|XP_023164467.2|DHYD
OG0004462	LOC117893096|XP_034655419.1|DSUB	LOC111592253|XP_023160102.2|DHYD
OG0004463	LOC117893003|XP_034655248.1|DSUB	LOC111595344|XP_023164786.2|DHYD
OG0004464	LOC117894320|XP_034657181.1|DSUB	LOC111604291|XP_023178080.2|DHYD
OG0004465	LOC117901795|XP_034668597.1|DSUB	LOC111594708|XP_023163899.1|DHYD
OG0004466	LOC117893349|XP_034655829.1|DSUB	LOC111592268|XP_023160134.2|DHYD
OG0004467	LOC117894072|XP_034656817.1|DSUB	LOC115483750|XP_030081859.1|DHYD, LOC111600963|XP_030080876.1|DHYD
OG0004468	LOC117894071|XP_034656816.1|DSUB	LOC111600964|XP_023173114.1|DHYD, LOC115483751|XP_030081860.1|DHYD
OG0004469	LOC117895125|XP_034658425.1|DSUB	LOC111595122|XP_023164460.1|DHYD
OG0004470	LOC117900173|XP_034666309.1|DSUB	LOC111599387|XP_030079236.1|DHYD
OG0004471	LOC117897364|XP_034662044.1|DSUB	LOC111597807|XP_023168460.2|DHYD
OG0004472	LOC117890938|XP_034651963.1|DSUB	LOC111592130|XP_030081998.1|DHYD
OG0004473	LOC117892759|XP_034655075.1|DSUB	LOC111595454|XP_023164955.2|DHYD
OG0004474	LOC117890171|XP_034650761.1|DSUB	LOC111595453|XP_023164954.1|DHYD
OG0004475	LOC117892591|XP_034654821.1|DSUB	LOC111604366|XP_023178204.2|DHYD
OG0004476	LOC117889675|XP_034650005.1|DSUB, LOC117901922|XP_034668781.1|DSUB	LOC111602261|XP_023175023.2|DHYD
OG0004477	LOC117890583|XP_034651412.1|DSUB	LOC111595586|XP_023165165.2|DHYD
OG0004478	LOC117891602|XP_034653026.1|DSUB	LOC111598027|XP_030081227.1|DHYD
OG0004479	LOC117892059|XP_034653883.1|DSUB	LOC111600048|XP_023171741.2|DHYD
OG0004480	LOC117895107|XP_034658406.1|DSUB	LOC111598373|XP_023169352.1|DHYD
OG0004481	LOC117890491|XP_034651272.1|DSUB	LOC111605215|XP_023179409.1|DHYD
OG0004482	LOC117897835|XP_034662789.1|DSUB	LOC111601997|XP_023174653.2|DHYD
OG0004483	LOC117891398|XP_034652732.1|DSUB	LOC111600037|XP_023171723.1|DHYD
OG0004484	LOC117897594|XP_034662440.1|DSUB	LOC111599597|XP_023171050.1|DHYD
OG0004485	LOC117895804|XP_034659620.1|DSUB	LOC111601825|XP_023174417.2|DHYD
OG0004486	LOC117891879|XP_034653536.1|DSUB	LOC111604377|XP_023178216.1|DHYD
OG0004487	LOC117893941|XP_034656621.1|DSUB	LOC111599538|XP_023170960.1|DHYD
OG0004488	LOC117892491|XP_034654648.1|DSUB	LOC111599963|XP_023171626.1|DHYD
OG0004489	LOC117895573|XP_034659184.1|DSUB	LOC111602889|XP_023175992.1|DHYD
OG0004490	LOC117890774|XP_034651735.1|DSUB	LOC111605238|XP_023179442.1|DHYD
OG0004491	LOC117901092|XP_034667610.1|DSUB	LOC111602355|XP_023175133.2|DHYD
OG0004492	LOC117895409|XP_034658932.1|DSUB	LOC111598307|XP_023169263.1|DHYD, LOC111596650|XP_023166716.1|DHYD
OG0004493	LOC117902949|XP_034670462.1|DSUB	LOC111597322|XP_023167722.2|DHYD
OG0004494	LOC117898806|XP_034664342.1|DSUB, LOC117897227|XP_034661837.1|DSUB	LOC111604946|XP_023178985.2|DHYD, LOC111596685|XP_023166759.2|DHYD
OG0004495	LOC117897767|XP_034662703.1|DSUB	LOC111598230|XP_030080647.1|DHYD, LOC111599035|XP_023170318.2|DHYD
OG0004496	LOC117891223|XP_034652460.1|DSUB	LOC111598742|XP_030081485.1|DHYD
OG0004497	LOC117891288|XP_034652571.1|DSUB	LOC111604069|XP_023177716.2|DHYD
OG0004498	LOC117896856|XP_034661275.1|DSUB	LOC111604359|XP_023178195.2|DHYD, LOC111604358|XP_023178194.2|DHYD
OG0004499	LOC117892363|XP_034654464.1|DSUB	LOC111592433|XP_023160388.1|DHYD
OG0004500	LOC117892489|XP_034654646.1|DSUB	LOC111592413|XP_023160357.2|DHYD
OG0004501	LOC117891651|XP_034653091.1|DSUB	LOC111603497|XP_023176875.2|DHYD
OG0004503	LOC117898705|XP_034664214.1|DSUB	LOC111603080|XP_030080770.1|DHYD
OG0004504	LOC117897434|XP_034662164.1|DSUB	LOC111598570|XP_023169639.1|DHYD
OG0004505	LOC117896211|XP_034660232.1|DSUB	LOC111593254|XP_023161682.1|DHYD
OG0004506	LOC117897325|XP_034661986.1|DSUB	LOC111592480|XP_023160464.1|DHYD
OG0004507	LOC117896219|XP_034660244.1|DSUB	LOC111601384|XP_023173691.2|DHYD
OG0004508	LOC117897678|XP_034662580.1|DSUB	LOC111595531|XP_023165085.1|DHYD
OG0004509	LOC117894711|XP_034657784.1|DSUB	LOC111592791|XP_023160966.1|DHYD
OG0004510	LOC117903503|XP_034671477.1|DSUB	LOC111593451|XP_023161976.2|DHYD
OG0004511	LOC117899439|XP_034665334.1|DSUB	LOC111596182|XP_030080771.1|DHYD
OG0004512	LOC117903002|XP_034670628.1|DSUB	LOC111597627|XP_023168198.1|DHYD
OG0004513	LOC117902941|XP_034670441.1|DSUB	LOC111593717|XP_023162451.2|DHYD
OG0004514	LOC117902953|XP_034670469.1|DSUB	LOC111597799|XP_023168448.2|DHYD
OG0004515	LOC117903082|XP_034670771.1|DSUB	LOC111594889|XP_023164142.2|DHYD
OG0004516	LOC117895002|XP_034658285.1|DSUB	LOC111598872|XP_023170089.1|DHYD
OG0004517	LOC117896964|XP_034661404.1|DSUB	LOC111605336|XP_030080094.1|DHYD
OG0004518	LOC117889608|XP_034649918.1|DSUB	LOC111596526|XP_023166561.2|DHYD
OG0004519	LOC117896849|XP_034661264.1|DSUB	LOC111595230|XP_023164634.1|DHYD
OG0004520	LOC117903604|XP_034671746.1|DSUB	LOC111600212|XP_023172001.1|DHYD
OG0004521	LOC117892561|XP_034654773.1|DSUB	LOC111603406|XP_023176748.2|DHYD
OG0004522	LOC117903164|XP_034670900.1|DSUB	LOC111603159|XP_023176404.2|DHYD
OG0004523	LOC117898802|XP_034664336.1|DSUB	LOC111597809|XP_023168463.1|DHYD
OG0004524	LOC117902984|XP_034670616.1|DSUB	LOC111593479|XP_023162009.1|DHYD
OG0004525	LOC117903028|XP_034670650.1|DSUB	LOC111596966|XP_023167206.1|DHYD
OG0004526	LOC117889610|XP_034649926.1|DSUB	LOC111594173|XP_023163126.2|DHYD
OG0004527	LOC117903388|XP_034671267.1|DSUB	LOC111605319|XP_023179551.1|DHYD
OG0004528	LOC117889575|XP_034649872.1|DSUB	LOC111593033|XP_023161367.1|DHYD
OG0004529	LOC117903675|XP_034671902.1|DSUB	LOC111596710|XP_023166798.2|DHYD
OG0004530	LOC117903544|XP_034671626.1|DSUB	LOC111596791|XP_023166915.1|DHYD
OG0004531	LOC117896303|XP_034660416.1|DSUB	LOC111597821|XP_030080657.1|DHYD
OG0004532	LOC117903625|XP_034671781.1|DSUB	LOC111604020|XP_023177637.1|DHYD
OG0004533	LOC117896065|XP_034659978.1|DSUB	LOC111593388|XP_023161877.2|DHYD
OG0004534	LOC117902110|XP_034669116.1|DSUB	LOC111595986|XP_023165741.1|DHYD
OG0004535	LOC117895063|XP_034658334.1|DSUB	LOC111604684|XP_023178618.1|DHYD
OG0004536	LOC117903844|XP_034672198.1|DSUB	LOC111593074|XP_030080115.1|DHYD
OG0004537	LOC117902428|XP_034669688.1|DSUB	LOC111598843|XP_023170047.2|DHYD
OG0004538	LOC117891211|XP_034652441.1|DSUB	LOC111599913|XP_023171505.1|DHYD
OG0004539	LOC117897765|XP_034662701.1|DSUB	LOC111595030|XP_023164319.1|DHYD, LOC115483786|XP_030081902.1|DHYD
OG0004540	LOC117895998|XP_034659884.1|DSUB	LOC111598169|XP_023169029.2|DHYD
OG0004541	LOC117890503|XP_034651288.1|DSUB	LOC111595402|XP_023164879.2|DHYD
OG0004542	LOC117890213|XP_034650841.1|DSUB	LOC111603165|XP_023176411.2|DHYD
OG0004543	LOC117896741|XP_034661100.1|DSUB	LOC111597317|XP_023167714.1|DHYD
OG0004544	LOC117889638|XP_034649987.1|DSUB	LOC111591985|XP_023159706.1|DHYD
OG0004545	LOC117899036|XP_034664686.1|DSUB	LOC111598358|XP_023169337.2|DHYD
OG0004546	LOC117890189|XP_034650786.1|DSUB	LOC111593930|XP_023162776.1|DHYD
OG0004547	LOC117894390|XP_034657288.1|DSUB	LOC111605306|XP_023179531.1|DHYD
OG0004548	LOC117902286|XP_034669458.1|DSUB	LOC111595944|XP_023165678.1|DHYD
OG0004549	LOC117889635|XP_034649984.1|DSUB	LOC111596240|XP_030079687.1|DHYD
OG0004550	LOC117903631|XP_034671793.1|DSUB	LOC111598821|XP_023170019.1|DHYD
OG0004551	LOC117892497|XP_034654664.1|DSUB	LOC111596985|XP_023167237.1|DHYD
OG0004552	LOC117903656|XP_034671854.1|DSUB	LOC111605618|XP_023180024.2|DHYD
OG0004553	LOC117895152|XP_034658480.1|DSUB	LOC111605202|XP_023179378.2|DHYD
OG0004554	LOC117903333|XP_034671170.1|DSUB	LOC111595368|XP_023164822.2|DHYD
OG0004555	LOC117903338|XP_034671175.1|DSUB	LOC111595354|XP_023164799.2|DHYD
OG0004556	LOC117903732|XP_034671977.1|DSUB	LOC111603197|XP_023176453.2|DHYD
OG0004557	LOC117891159|XP_034652326.1|DSUB	LOC111605253|XP_030079966.1|DHYD
OG0004558	LOC117901873|XP_034668725.1|DSUB	LOC115483089|XP_030080041.1|DHYD, LOC111597435|XP_023167908.2|DHYD
OG0004559	LOC117898497|XP_034663830.1|DSUB	LOC111602977|XP_023176139.1|DHYD
OG0004560	LOC117896318|XP_034660440.1|DSUB	LOC111598514|XP_023169556.2|DHYD
OG0004561	LOC117899449|XP_034665348.1|DSUB	LOC111596965|XP_023167210.1|DHYD
OG0004562	LOC117897527|XP_034662336.1|DSUB	LOC111595211|XP_023164588.1|DHYD
OG0004563	LOC117898040|XP_034663087.1|DSUB	LOC111595209|XP_023164585.2|DHYD
OG0004564	LOC117896731|XP_034661086.1|DSUB	LOC111596690|XP_023166771.1|DHYD
OG0004565	LOC117899186|XP_034664938.1|DSUB	LOC111605444|XP_023179729.2|DHYD
OG0004566	LOC117900915|XP_034667756.1|DSUB	LOC115483110|XP_030080132.1|DHYD, LOC111594065|XP_023162965.1|DHYD
OG0004567	LOC117903185|XP_034670924.1|DSUB	LOC111591988|XP_023159712.1|DHYD
OG0004568	LOC117889588|XP_034649887.1|DSUB	LOC111604600|XP_023178482.2|DHYD
OG0004569	LOC117896135|XP_034660093.1|DSUB	LOC111605593|XP_023179969.1|DHYD
OG0004570	LOC117890025|XP_034650531.1|DSUB	LOC111600715|XP_023172741.2|DHYD
OG0004571	LOC117903573|XP_034671680.1|DSUB	LOC111603175|XP_023176424.1|DHYD
OG0004572	LOC117902092|XP_034669079.1|DSUB	LOC111599135|XP_023170467.1|DHYD
OG0004573	LOC117897761|XP_034662697.1|DSUB	LOC111596584|XP_023166631.2|DHYD
OG0004574	LOC117903724|XP_034671965.1|DSUB	LOC111597256|XP_023167627.1|DHYD
OG0004575	LOC117903717|XP_034671954.1|DSUB	LOC111597260|XP_023167632.2|DHYD
OG0004576	LOC117897122|XP_034661666.1|DSUB	LOC111602770|XP_023175801.2|DHYD
OG0004577	LOC117899692|XP_034665787.1|DSUB	LOC111605590|XP_023179962.1|DHYD
OG0004578	LOC117889598|XP_034649903.1|DSUB	LOC111600174|XP_023171936.1|DHYD
OG0004579	LOC117902539|XP_034669858.1|DSUB	LOC111599299|XP_023170670.2|DHYD
OG0004580	LOC117899120|XP_034664804.1|DSUB	LOC111605525|XP_023179854.1|DHYD
OG0004581	LOC117899678|XP_034665758.1|DSUB	LOC111602664|XP_023175616.1|DHYD
OG0004582	LOC117897083|XP_034661612.1|DSUB	LOC111602001|XP_023174658.1|DHYD
OG0004583	LOC117903293|XP_034671114.1|DSUB	LOC111594073|XP_023162980.2|DHYD
OG0004584	LOC117892513|XP_034654687.1|DSUB	LOC111597991|XP_023168738.1|DHYD
OG0004585	LOC117896768|XP_034661134.1|DSUB	LOC111597861|XP_023168551.2|DHYD
OG0004586	LOC117903638|XP_034671852.1|DSUB	LOC111605134|XP_030079418.1|DHYD
OG0004587	LOC117896164|XP_034660130.1|DSUB	LOC111597803|XP_023168456.1|DHYD
OG0004588	LOC117896160|XP_034660128.1|DSUB	LOC111597833|XP_023168497.1|DHYD
OG0004589	LOC117901748|XP_034668529.1|DSUB	LOC111597433|XP_030080051.1|DHYD
OG0004590	LOC117899139|XP_034664833.1|DSUB	LOC111597886|XP_023168589.2|DHYD
OG0004591	LOC117899137|XP_034664830.1|DSUB	LOC111597830|XP_023168494.2|DHYD
OG0004592	LOC117890714|XP_034651684.1|DSUB	LOC111593010|XP_023161313.1|DHYD
