Orthogroup	DSUB.longest_only	DERE.longest_only
OG0005931	LOC117890263|XP_034650911.1|DSUB	LOC6541000|XP_001970756.1|DERE
OG0005932	LOC117891686|XP_034653156.1|DSUB	LOC26526815|XP_026836444.1|DERE
OG0005933	LOC117892295|XP_034654329.1|DSUB	LOC6542533|XP_001970396.1|DERE
OG0005934	LOC117890526|XP_034651335.1|DSUB	LOC6549132|XP_001975587.3|DERE
OG0005935	LOC117892902|XP_034655092.1|DSUB	LOC6544164|XP_001973765.2|DERE
OG0005936	LOC117899970|XP_034666019.1|DSUB	LOC6541733|XP_001970093.1|DERE
OG0005937	LOC117893002|XP_034655247.1|DSUB	LOC6544108|XP_001973763.1|DERE
OG0005938	LOC117889946|XP_034650374.1|DSUB	LOC6548335|XP_026836178.1|DERE
OG0005939	LOC117901309|XP_034667913.1|DSUB	LOC6550592|XP_001978169.1|DERE
OG0005940	LOC117892084|XP_034653964.1|DSUB	LOC6548198|XP_001975081.2|DERE
OG0005941	LOC117891199|XP_034652426.1|DSUB	LOC6548390|XP_001976471.1|DERE
OG0005942	LOC117891757|XP_034653260.1|DSUB	LOC6540960|XP_001970767.1|DERE
OG0005943	LOC117892570|XP_034654783.1|DSUB	LOC6543083|XP_026834091.1|DERE
OG0005944	LOC117890963|XP_034651993.1|DSUB	LOC6541037|XP_026835593.1|DERE
OG0005945	LOC117890005|XP_034650486.1|DSUB	LOC6547162|XP_001976163.1|DERE
OG0005946	LOC117892590|XP_034654820.1|DSUB	LOC6546711|XP_026835703.1|DERE
OG0005947	LOC117892004|XP_034653781.1|DSUB	LOC6548537|XP_026835780.1|DERE
OG0005948	LOC117894860|XP_034658008.1|DSUB	LOC6545254|XP_001973311.1|DERE
OG0005949	LOC117893283|XP_034655740.1|DSUB	LOC6543930|XP_001973665.3|DERE
OG0005950	LOC117900461|XP_034666728.1|DSUB	LOC6543228|XP_015014469.1|DERE
OG0005951	LOC117895876|XP_034659765.1|DSUB	LOC6546099|XP_026833466.1|DERE
OG0005952	LOC117900460|XP_034666726.1|DSUB	LOC6541284|XP_015014912.1|DERE
OG0005953	LOC117899962|XP_034666008.1|DSUB	LOC6548785|XP_001974064.1|DERE
OG0005954	LOC117902666|XP_034670087.1|DSUB	LOC6548781|XP_001974060.1|DERE
OG0005955	LOC117896408|XP_034660615.1|DSUB	LOC6551989|XP_001980797.1|DERE
OG0005956	LOC117891737|XP_034653222.1|DSUB	LOC6546751|XP_001974544.2|DERE
OG0005957	LOC117896840|XP_034661250.1|DSUB	LOC6554674|XP_001981966.1|DERE
OG0005958	LOC117897502|XP_034662283.1|DSUB	LOC6554504|XP_001981738.1|DERE
OG0005959	LOC117900042|XP_034666122.1|DSUB	LOC6542821|XP_001969355.1|DERE
OG0005960	LOC117903456|XP_034671384.1|DSUB	LOC6550209|XP_001977720.1|DERE
OG0005961	LOC117891565|XP_034652977.1|DSUB	LOC6548730|XP_001975400.1|DERE
OG0005962	LOC117889880|XP_034650280.1|DSUB	LOC6547592|XP_001974891.2|DERE
OG0005963	LOC117901610|XP_034668320.1|DSUB	LOC6543023|XP_001969834.1|DERE
OG0005964	LOC117892009|XP_034653791.1|DSUB	LOC6548303|XP_026836002.1|DERE
OG0005965	LOC117890358|XP_034651043.1|DSUB	LOC6542158|XP_001969138.2|DERE
OG0005966	LOC117891057|XP_034652121.1|DSUB	LOC6546831|XP_001975938.1|DERE
OG0005967	LOC117891245|XP_034652482.1|DSUB	LOC6547620|XP_026836555.1|DERE
OG0005968	LOC117890402|XP_034651102.1|DSUB	LOC6547757|XP_015011822.1|DERE
OG0005969	LOC117891021|XP_034652075.1|DSUB	LOC6548130|XP_001976507.3|DERE
OG0005970	LOC117893807|XP_034656446.1|DSUB	LOC6543546|XP_001972299.1|DERE
OG0005971	LOC117891152|XP_034652298.1|DSUB	LOC6549425|XP_001975705.1|DERE
OG0005972	LOC117894241|XP_034657066.1|DSUB	LOC6545927|XP_001973479.1|DERE
OG0005973	LOC117894403|XP_034657305.1|DSUB	LOC6545757|XP_001973401.1|DERE
OG0005974	LOC117894693|XP_034657763.1|DSUB	LOC6545233|XP_015014101.1|DERE
OG0005975	LOC117894244|XP_034657074.1|DSUB	LOC6545925|XP_001973477.1|DERE
OG0005976	LOC117897712|XP_034662625.1|DSUB	LOC113563678|XP_026838537.1|DERE
OG0005977	LOC117892606|XP_034654838.1|DSUB	LOC6547781|XP_001974936.1|DERE
OG0005978	LOC117890081|XP_034650630.1|DSUB	LOC6548276|XP_001975258.1|DERE
OG0005979	LOC117892149|XP_034654085.1|DSUB	LOC6549519|XP_001975811.1|DERE
OG0005980	LOC117889986|XP_034650460.1|DSUB	LOC6542640|XP_001970634.1|DERE
OG0005981	LOC117896273|XP_034660370.1|DSUB	LOC6551262|XP_015010915.1|DERE
OG0005982	LOC117891792|XP_034653355.1|DSUB	LOC6543077|XP_001970627.1|DERE
OG0005983	LOC117892322|XP_034654369.1|DSUB	LOC6550479|XP_001977823.1|DERE
OG0005984	LOC117901080|XP_034667597.1|DSUB	LOC6550064|XP_026837381.1|DERE
OG0005985	LOC117898397|XP_034663649.1|DSUB	LOC6551526|XP_001977169.1|DERE
OG0005986	LOC117903855|XP_034672217.1|DSUB	LOC6550169|XP_001977607.1|DERE
OG0005987	LOC117903399|XP_034671278.1|DSUB	LOC6551667|XP_015011054.1|DERE
OG0005988	LOC117892191|XP_034654169.1|DSUB	LOC6546956|XP_001976025.1|DERE
OG0005989	LOC117891500|XP_034652880.1|DSUB	LOC6549503|XP_001975725.1|DERE
OG0005990	LOC117890028|XP_034650534.1|DSUB	LOC6547040|XP_001974629.1|DERE
OG0005991	LOC117892293|XP_034654326.1|DSUB	LOC6541849|XP_001970401.1|DERE
OG0005992	LOC117895440|XP_034658994.1|DSUB	LOC6546344|XP_001972288.1|DERE
OG0005993	LOC117895441|XP_034658996.1|DSUB	LOC6546346|XP_015013208.1|DERE
OG0005994	LOC117895779|XP_034659566.1|DSUB	LOC6543821|XP_015014144.1|DERE
OG0005995	LOC117893861|XP_034656523.1|DSUB	LOC6545930|XP_001973482.1|DERE
OG0005996	LOC117894795|XP_034657915.1|DSUB	LOC6543927|XP_001973662.1|DERE
OG0005997	LOC117890563|XP_034651388.1|DSUB	LOC6547207|XP_001976156.1|DERE
OG0005998	LOC117893211|XP_034655630.1|DSUB	LOC6545951|XP_001972798.1|DERE
OG0005999	LOC117895015|XP_034658257.1|DSUB	LOC6545236|XP_001971028.1|DERE
OG0006000	LOC117890704|XP_034651612.1|DSUB	LOC6548484|XP_026836753.1|DERE
OG0006001	LOC117893672|XP_034656252.1|DSUB	LOC6544504|XP_015013265.1|DERE
OG0006002	LOC117890370|XP_034651056.1|DSUB	LOC6548017|XP_026836897.1|DERE
OG0006003	LOC117895739|XP_034659497.1|DSUB	LOC6545142|XP_026833295.1|DERE
OG0006004	LOC117898488|XP_034663815.1|DSUB	LOC6552094|XP_001978864.1|DERE
OG0006005	LOC117890781|XP_034651743.1|DSUB	LOC6547111|XP_001976102.1|DERE
OG0006006	LOC117891777|XP_034653334.1|DSUB	LOC6547726|XP_001975015.1|DERE
OG0006007	LOC117891758|XP_034653264.1|DSUB	LOC6542278|XP_001970770.1|DERE
OG0006008	LOC117901547|XP_034668231.1|DSUB	LOC6541324|XP_001968503.1|DERE, LOC113564237|XP_026835627.1|DERE
OG0006009	LOC117894082|XP_034656837.1|DSUB	LOC6545988|XP_026832501.1|DERE
OG0006010	LOC117894782|XP_034657899.1|DSUB	LOC6543896|XP_001973647.3|DERE
OG0006011	LOC117895109|XP_034658403.1|DSUB	LOC6544825|XP_026832478.1|DERE
OG0006012	LOC117893241|XP_034655692.1|DSUB	LOC6544459|XP_026833686.1|DERE
OG0006013	LOC117892667|XP_034654947.1|DSUB	LOC6546622|XP_015011631.1|DERE
OG0006014	LOC117894326|XP_034657201.1|DSUB	LOC6545564|XP_001972668.1|DERE
OG0006015	LOC117890095|XP_034650649.1|DSUB	LOC6548996|XP_001975547.1|DERE
OG0006016	LOC117892290|XP_034654322.1|DSUB	LOC6543133|XP_026834138.1|DERE
OG0006017	LOC117892512|XP_034654685.1|DSUB	LOC6546891|XP_001975972.1|DERE
OG0006018	LOC117892234|XP_034654229.1|DSUB	LOC6547293|XP_001974775.1|DERE
OG0006019	LOC117890149|XP_034650729.1|DSUB	LOC26526063|XP_015012731.1|DERE
OG0006020	LOC117894085|XP_034656843.1|DSUB	LOC6546071|XP_026833266.1|DERE
OG0006021	LOC117895649|XP_034659323.1|DSUB	LOC6545167|XP_001972575.1|DERE
OG0006022	LOC117900044|XP_034666123.1|DSUB	LOC6542492|XP_001969629.1|DERE
OG0006023	LOC117899254|XP_034665032.1|DSUB	LOC6554574|XP_026834675.1|DERE
OG0006024	LOC117903527|XP_034671537.1|DSUB	LOC6550490|XP_026837301.1|DERE
OG0006025	LOC117889937|XP_034650360.1|DSUB	LOC6546852|XP_026835645.1|DERE
OG0006026	LOC117899263|XP_034665049.1|DSUB	LOC6555119|XP_001982261.2|DERE
OG0006027	LOC117892707|XP_034655012.1|DSUB	LOC6549641|XP_001975759.1|DERE
OG0006028	LOC117891568|XP_034652982.1|DSUB	LOC6549557|XP_001975645.1|DERE
OG0006029	LOC117892294|XP_034654327.1|DSUB	LOC6542208|XP_001970404.1|DERE
OG0006030	LOC117897798|XP_034662739.1|DSUB	LOC6554690|XP_001981950.1|DERE
OG0006031	LOC117892638|XP_034654884.1|DSUB	LOC6546923|XP_001975994.3|DERE
OG0006032	LOC117889602|XP_034649911.1|DSUB	LOC6549914|XP_015011401.1|DERE
OG0006033	LOC117892511|XP_034654684.1|DSUB	LOC6546888|XP_001975969.1|DERE
OG0006034	LOC117898707|XP_034664215.1|DSUB	LOC6553471|XP_001979371.2|DERE
OG0006035	LOC117898976|XP_034664608.1|DSUB	LOC6553091|XP_001980110.1|DERE
OG0006036	LOC117900449|XP_034666710.1|DSUB	LOC6543036|XP_001969322.2|DERE
OG0006037	LOC117891909|XP_034653622.1|DSUB	LOC6549081|XP_001975600.1|DERE
OG0006038	LOC117897492|XP_034662274.1|DSUB	LOC6552602|XP_001978995.1|DERE
OG0006039	LOC117891453|XP_034652825.1|DSUB	LOC6540973|XP_001970775.1|DERE
OG0006040	LOC117891150|XP_034652294.1|DSUB	LOC6549269|XP_001975711.1|DERE
OG0006041	LOC117893958|XP_034656647.1|DSUB	LOC6551475|XP_001978508.1|DERE
OG0006042	LOC117891751|XP_034653249.1|DSUB	LOC6546593|XP_026836532.1|DERE
OG0006043	LOC117892929|XP_034655136.1|DSUB	LOC6546390|XP_026833337.1|DERE
OG0006044	LOC117903349|XP_034671190.1|DSUB	LOC6555745|XP_001982448.1|DERE
OG0006045	LOC117891013|XP_034652062.1|DSUB	LOC6541445|XP_001970781.1|DERE
OG0006046	LOC117892115|XP_034654023.1|DSUB	LOC6548165|XP_001975271.2|DERE
OG0006047	LOC117893022|XP_034655270.1|DSUB	LOC6545595|XP_001972707.1|DERE
OG0006048	LOC117893234|XP_034655682.1|DSUB	LOC6544542|XP_001972404.1|DERE
OG0006049	LOC117891059|XP_034652162.1|DSUB	LOC6550103|XP_001978191.1|DERE
OG0006050	LOC117898384|XP_034663630.1|DSUB	LOC6554743|XP_001981086.1|DERE
OG0006051	LOC117894130|XP_034656915.1|DSUB	LOC6551090|XP_001977104.1|DERE
OG0006052	LOC117892648|XP_034654894.1|DSUB	LOC6548456|XP_026836505.1|DERE
OG0006053	LOC117894626|XP_034657683.1|DSUB	LOC6544778|XP_001971684.1|DERE
OG0006054	LOC117902997|XP_034670609.1|DSUB	LOC6555869|XP_001982746.3|DERE
OG0006055	LOC117898584|XP_034664019.1|DSUB	LOC6553671|XP_001980413.1|DERE
OG0006056	LOC117891753|XP_034653256.1|DSUB	LOC6546592|XP_001975481.1|DERE
OG0006057	LOC117895133|XP_034658441.1|DSUB	LOC6545725|XP_026833012.1|DERE
OG0006058	LOC117899744|XP_034665879.1|DSUB	LOC6553880|XP_001979591.1|DERE
OG0006059	LOC117895308|XP_034658759.1|DSUB	LOC6545460|XP_015013160.1|DERE
OG0006060	LOC117895310|XP_034658761.1|DSUB	LOC6545461|XP_026832260.1|DERE
OG0006061	LOC117895280|XP_034658750.1|DSUB	LOC6549937|XP_001978685.1|DERE
OG0006062	LOC117897618|XP_034662475.1|DSUB	LOC6551824|XP_001980585.1|DERE
OG0006063	LOC117901997|XP_034668902.1|DSUB	LOC6541343|XP_001969376.1|DERE
OG0006064	LOC117890701|XP_034651602.1|DSUB	LOC6549594|XP_001975662.1|DERE
OG0006065	LOC117895588|XP_034659228.1|DSUB	LOC6546520|XP_001971273.1|DERE
OG0006066	LOC117890641|XP_034651484.1|DSUB	LOC6543337|XP_026834989.1|DERE
OG0006067	LOC117891723|XP_034653206.1|DSUB	LOC6542186|XP_015014775.1|DERE
OG0006068	LOC117897734|XP_034662663.1|DSUB	LOC6550494|XP_001977809.1|DERE
OG0006069	LOC117894877|XP_034658035.1|DSUB	LOC6546362|XP_001972894.1|DERE
OG0006070	LOC117895689|XP_034659413.1|DSUB	LOC6543918|XP_001973653.1|DERE
OG0006071	LOC117897650|XP_034662516.1|DSUB	LOC6554384|XP_001981507.1|DERE
OG0006072	LOC117895595|XP_034659236.1|DSUB	LOC6546519|XP_001971272.1|DERE
OG0006073	LOC117894189|XP_034656994.1|DSUB	LOC6545204|XP_001971065.1|DERE
OG0006074	LOC117903326|XP_034671160.1|DSUB	LOC6551170|XP_001977068.2|DERE
OG0006075	LOC117902155|XP_034669186.1|DSUB	LOC6551508|XP_001978579.1|DERE
OG0006076	LOC117889721|XP_034650032.1|DSUB	LOC6549057|XP_001975579.1|DERE
OG0006077	LOC117894043|XP_034656783.1|DSUB	LOC6545407|XP_001973376.2|DERE
OG0006078	LOC117895719|XP_034659468.1|DSUB	LOC6545408|XP_001973377.1|DERE
OG0006079	LOC117893105|XP_034655429.1|DSUB	LOC6546118|XP_001973535.1|DERE
OG0006080	LOC117893360|XP_034655842.1|DSUB	LOC6544865|XP_001973161.1|DERE
OG0006081	LOC117891383|XP_034652713.1|DSUB	LOC6543324|XP_015015033.1|DERE
OG0006082	LOC117891394|XP_034652727.1|DSUB	LOC6541272|XP_001969179.1|DERE
OG0006083	LOC117894665|XP_034657732.1|DSUB	LOC6545089|XP_001973275.1|DERE
OG0006084	LOC117895655|XP_034659359.1|DSUB	LOC6544298|XP_015014040.1|DERE
OG0006085	LOC117895681|XP_034659399.1|DSUB	LOC6543901|XP_001973652.2|DERE
OG0006086	LOC117895687|XP_034659405.1|DSUB	LOC6543921|XP_015014155.1|DERE
OG0006087	LOC117892119|XP_034654039.1|DSUB	LOC6548166|XP_001975272.1|DERE
OG0006088	LOC117893596|XP_034656161.1|DSUB	LOC6546359|XP_001972891.1|DERE
OG0006089	LOC117900868|XP_034667319.1|DSUB	LOC6551080|XP_001976948.1|DERE
OG0006090	LOC117894799|XP_034657920.1|DSUB	LOC6545397|XP_026833164.1|DERE
OG0006091	LOC117894102|XP_034656868.1|DSUB	LOC6543964|XP_001972214.3|DERE
OG0006092	LOC117903051|XP_034670681.1|DSUB	LOC26526212|XP_026838232.1|DERE
OG0006093	LOC117891450|XP_034652821.1|DSUB	LOC6541388|XP_001969136.1|DERE
OG0006094	LOC117895036|XP_034658301.1|DSUB	LOC6544479|XP_026833694.1|DERE
OG0006095	LOC117891774|XP_034653328.1|DSUB	LOC6541052|XP_026834687.1|DERE
OG0006096	LOC117892225|XP_034654219.1|DSUB	LOC6549166|XP_001975616.1|DERE
OG0006097	LOC117895875|XP_034659761.1|DSUB	LOC6546318|XP_026832811.1|DERE
OG0006098	LOC117901704|XP_034668464.1|DSUB	LOC6540847|XP_001968130.1|DERE
OG0006099	LOC117890499|XP_034651282.1|DSUB	LOC6548976|XP_001975559.1|DERE
OG0006100	LOC117890650|XP_034651494.1|DSUB	LOC6547328|XP_001976335.1|DERE
OG0006101	LOC117901760|XP_034668539.1|DSUB	LOC6542216|XP_026834342.1|DERE
OG0006102	LOC117890912|XP_034651918.1|DSUB	LOC6547654|XP_001974811.1|DERE
OG0006103	LOC117903703|XP_034671939.1|DSUB	LOC6551516|XP_001977184.1|DERE
OG0006104	LOC117898917|XP_034664520.1|DSUB	LOC6551683|XP_026837254.1|DERE
OG0006105	LOC117896527|XP_034660793.1|DSUB	LOC6551682|XP_001978531.1|DERE
OG0006106	LOC117894300|XP_034657156.1|DSUB	LOC6544133|XP_026833342.1|DERE
OG0006107	LOC117891694|XP_034653174.1|DSUB	LOC6547720|XP_026836798.1|DERE
OG0006108	LOC117902943|XP_034670449.1|DSUB	LOC6555576|XP_026838965.1|DERE
OG0006109	LOC117894312|XP_034657169.1|DSUB	LOC6544259|XP_001973774.1|DERE
OG0006110	LOC117895009|XP_034658250.1|DSUB	LOC6546069|XP_001972810.1|DERE
OG0006111	LOC117889951|XP_034650397.1|DSUB	LOC6547662|XP_001974989.1|DERE
OG0006112	LOC117892166|XP_034654123.1|DSUB	LOC6548112|XP_001976542.1|DERE
OG0006113	LOC117894473|XP_034657464.1|DSUB	LOC6544144|XP_001972999.1|DERE
OG0006114	LOC117896290|XP_034660399.1|DSUB	LOC6555055|XP_001981383.1|DERE
OG0006115	LOC117890857|XP_034651834.1|DSUB	LOC6546846|XP_026836108.1|DERE
OG0006116	LOC117890504|XP_034651290.1|DSUB	LOC6546774|XP_001976001.1|DERE
OG0006117	LOC117891577|XP_034652992.1|DSUB	LOC6548519|XP_001975401.1|DERE
OG0006118	LOC117892130|XP_034654056.1|DSUB	LOC6548001|XP_015011745.1|DERE
OG0006119	LOC117891517|XP_034652904.1|DSUB	LOC6549159|XP_001975719.1|DERE
OG0006120	LOC117891701|XP_034653184.1|DSUB	LOC6546552|XP_001974566.1|DERE
OG0006121	LOC117894974|XP_034658203.1|DSUB	LOC6543925|XP_001973660.1|DERE
OG0006122	LOC117902915|XP_034670380.1|DSUB	LOC6555867|XP_026839234.1|DERE
OG0006123	LOC117891224|XP_034652461.1|DSUB	LOC6548098|XP_026836667.1|DERE
OG0006124	LOC117898946|XP_034664559.1|DSUB	LOC6554943|XP_001982014.1|DERE
OG0006125	LOC117895841|XP_034659684.1|DSUB	LOC6545462|XP_026832439.1|DERE
OG0006126	LOC117893296|XP_034655760.1|DSUB	LOC6544484|XP_026833815.1|DERE
OG0006127	LOC117893818|XP_034656461.1|DSUB	LOC6544604|XP_001973066.1|DERE
OG0006128	LOC117895554|XP_034659151.1|DSUB	LOC6544344|XP_001973087.1|DERE
OG0006129	LOC117893696|XP_034656276.1|DSUB	LOC6546062|XP_001972803.1|DERE
OG0006130	LOC117893146|XP_034655498.1|DSUB	LOC6544532|XP_001973102.2|DERE
OG0006131	LOC117895120|XP_034658419.1|DSUB	LOC6544529|XP_001973099.1|DERE
OG0006132	LOC117895122|XP_034658422.1|DSUB	LOC6544557|XP_001973091.1|DERE
OG0006133	LOC117893147|XP_034655499.1|DSUB	LOC6544533|XP_001973103.1|DERE
OG0006134	LOC117893205|XP_034655620.1|DSUB	LOC6545952|XP_001972799.1|DERE
OG0006135	LOC117895835|XP_034659666.1|DSUB	LOC6544531|XP_026832400.1|DERE
OG0006136	LOC117895843|XP_034659687.1|DSUB	LOC6545463|XP_001972582.1|DERE
OG0006137	LOC117893788|XP_034656423.1|DSUB	LOC6545139|XP_001972770.2|DERE
OG0006138	LOC117892072|XP_034653951.1|DSUB	LOC6541670|XP_001970493.1|DERE
OG0006139	LOC117889928|XP_034650346.1|DSUB	LOC6540790|XP_001970393.1|DERE
OG0006140	LOC117891746|XP_034653243.1|DSUB	LOC6548227|XP_026836679.1|DERE
OG0006141	LOC117892008|XP_034653790.1|DSUB	LOC6548536|XP_026835782.1|DERE
OG0006142	LOC117892933|XP_034655142.1|DSUB	LOC6545335|XP_001973300.3|DERE
OG0006143	LOC117895761|XP_034659524.1|DSUB	LOC6544939|XP_015013155.1|DERE
OG0006144	LOC117895490|XP_034659077.1|DSUB	LOC6545634|XP_026833252.1|DERE
OG0006145	LOC117894156|XP_034656944.1|DSUB	LOC6545761|XP_001973405.1|DERE
OG0006146	LOC117902296|XP_034669467.1|DSUB	LOC6540945|XP_001970292.2|DERE
OG0006147	LOC117896233|XP_034660269.1|DSUB	LOC6552545|XP_001980841.1|DERE
OG0006148	LOC117893132|XP_034655473.1|DSUB	LOC6545228|XP_001973462.2|DERE
OG0006149	LOC117895767|XP_034659532.1|DSUB	LOC6544940|XP_026833616.1|DERE
OG0006150	LOC117895758|XP_034659522.1|DSUB	LOC6544943|XP_001972616.1|DERE
OG0006151	LOC117901995|XP_034668900.1|DSUB	LOC6542385|XP_015014404.1|DERE
OG0006152	LOC117898862|XP_034664431.1|DSUB	LOC6555340|XP_001981865.1|DERE
OG0006153	LOC117890519|XP_034651315.1|DSUB	LOC6547955|XP_015011744.1|DERE
OG0006154	LOC117899592|XP_034665602.1|DSUB	LOC6555381|XP_001981843.1|DERE
OG0006155	LOC117897639|XP_034662505.1|DSUB	LOC6552541|XP_001980837.1|DERE
OG0006156	LOC117899495|XP_034665435.1|DSUB	LOC6552635|XP_001980901.2|DERE
OG0006157	LOC117891030|XP_034652084.1|DSUB	LOC6548051|XP_001976512.1|DERE
OG0006158	LOC117895637|XP_034659290.1|DSUB	LOC6544594|XP_026832880.1|DERE
OG0006159	LOC117891571|XP_034652984.1|DSUB	LOC6549541|XP_001975629.1|DERE
OG0006160	LOC117891027|XP_034652081.1|DSUB	LOC6548052|XP_001976513.1|DERE
OG0006161	LOC117890654|XP_034651512.1|DSUB	LOC6540739|XP_026834756.1|DERE
OG0006162	LOC117902967|XP_034670512.1|DSUB	LOC26526325|XP_001982749.3|DERE
OG0006163	LOC117891601|XP_034653025.1|DSUB	LOC6549337|XP_001975637.1|DERE
OG0006165	LOC117894859|XP_034658007.1|DSUB	LOC6544129|XP_001973681.1|DERE
OG0006166	LOC117902622|XP_034670031.1|DSUB	LOC6542163|XP_001969315.2|DERE
OG0006167	LOC117891888|XP_034653578.1|DSUB	LOC6547971|XP_001975054.1|DERE
OG0006168	LOC117900463|XP_034666733.1|DSUB	LOC6550424|XP_001977038.1|DERE
OG0006169	LOC117901256|XP_034667875.1|DSUB	LOC6551082|XP_001976950.1|DERE
OG0006170	LOC117892175|XP_034654145.1|DSUB	LOC6547861|XP_001975044.1|DERE
OG0006171	LOC117898835|XP_034664402.1|DSUB	LOC6543667|XP_001972965.1|DERE, LOC6552162|XP_001980714.1|DERE
OG0006172	LOC117893448|XP_034655958.1|DSUB	LOC6544067|XP_026832745.1|DERE
OG0006173	LOC117901141|XP_034667675.1|DSUB	LOC6542399|XP_026835188.1|DERE, LOC6540926|XP_001968280.1|DERE
OG0006174	LOC117893627|XP_034656200.1|DSUB	LOC6546432|XP_001972836.1|DERE, LOC6546433|XP_001972837.1|DERE
OG0006175	LOC117890609|XP_034651439.1|DSUB	LOC6547743|XP_026835907.1|DERE
OG0006176	LOC117901266|XP_034667849.1|DSUB, LOC117900745|XP_034667114.1|DSUB	LOC6554087|XP_001979599.1|DERE
OG0006177	LOC117895955|XP_034659797.1|DSUB, LOC117895956|XP_034659799.1|DSUB, LOC117901406|XP_034668031.1|DSUB	LOC26526944|XP_015014363.1|DERE
OG0006178	LOC117891300|XP_034652598.1|DSUB	LOC6547323|XP_001976330.1|DERE, LOC6547321|XP_026835948.1|DERE
OG0006179	LOC117893636|XP_034656214.1|DSUB	LOC6552704|XP_001979023.1|DERE
OG0006181	LOC117897245|XP_034661857.1|DSUB	LOC6553805|XP_001979562.1|DERE
OG0006182	LOC117897848|XP_034662807.1|DSUB	LOC6555138|XP_001982253.1|DERE
OG0006183	LOC117898679|XP_034664153.1|DSUB	LOC6553381|XP_001980198.1|DERE
OG0006184	LOC117896986|XP_034661432.1|DSUB	LOC6554378|XP_026834725.1|DERE
OG0006185	LOC117896920|XP_034661351.1|DSUB	LOC6553050|XP_001980038.1|DERE
OG0006186	LOC117899705|XP_034665803.1|DSUB	LOC6554371|XP_001982354.1|DERE
OG0006187	LOC117899111|XP_034664790.1|DSUB	LOC6554211|XP_026832091.1|DERE
OG0006188	LOC117902470|XP_034669771.1|DSUB	LOC6551538|XP_015010616.1|DERE
OG0006189	LOC117902507|XP_034669825.1|DSUB	LOC6551686|XP_001978482.3|DERE
OG0006190	LOC117897383|XP_034662083.1|DSUB	LOC6554155|XP_001981912.3|DERE
OG0006191	LOC117897252|XP_034661865.1|DSUB	LOC6554604|XP_001981556.1|DERE
OG0006192	LOC117903176|XP_034670912.1|DSUB	LOC6551548|XP_001978496.2|DERE
OG0006193	LOC117890972|XP_034652042.1|DSUB	LOC6550102|XP_001978190.1|DERE
OG0006194	LOC117889614|XP_034649927.1|DSUB	LOC6550506|XP_026837733.1|DERE
OG0006195	LOC117891606|XP_034653034.1|DSUB	LOC6550570|XP_001978123.1|DERE
OG0006196	LOC117899621|XP_034665662.1|DSUB	LOC6552362|XP_015009985.2|DERE
OG0006197	LOC117902989|XP_034670591.1|DSUB	LOC6555821|XP_001982738.1|DERE
OG0006198	LOC117892502|XP_034654673.1|DSUB	LOC6550221|XP_026838056.1|DERE
OG0006199	LOC117896278|XP_034660372.1|DSUB	LOC6554143|XP_001981902.1|DERE
OG0006200	LOC117897729|XP_034662647.1|DSUB	LOC6552317|XP_001979758.1|DERE
OG0006201	LOC117901525|XP_034668196.1|DSUB	LOC6550116|XP_026837503.1|DERE
OG0006202	LOC117902306|XP_034669482.1|DSUB	LOC6550115|XP_001977652.1|DERE
OG0006203	LOC117899419|XP_034665304.1|DSUB	LOC6550139|XP_026838212.1|DERE
OG0006204	LOC117899445|XP_034665342.1|DSUB	LOC6552770|XP_001979955.1|DERE
OG0006205	LOC117889875|XP_034650278.1|DSUB	LOC6549808|XP_001977331.1|DERE
OG0006206	LOC117902095|XP_034669086.1|DSUB	LOC6550712|XP_001978012.1|DERE
OG0006207	LOC117900104|XP_034666218.1|DSUB	LOC6542443|XP_001968812.1|DERE
OG0006208	LOC117895105|XP_034658397.1|DSUB	LOC6544851|XP_001970990.1|DERE
OG0006209	LOC117903114|XP_034670831.1|DSUB	LOC6550535|XP_026838085.1|DERE
OG0006210	LOC117903643|XP_034671816.1|DSUB	LOC6549859|XP_026838491.1|DERE
OG0006211	LOC117901552|XP_034668240.1|DSUB	LOC6541681|XP_001970248.1|DERE
OG0006212	LOC117901549|XP_034668238.1|DSUB	LOC6542179|XP_026835121.1|DERE
OG0006213	LOC117899460|XP_034665365.1|DSUB	LOC6552020|XP_001978785.1|DERE
OG0006214	LOC117894122|XP_034656902.1|DSUB	LOC6550555|XP_001977955.1|DERE
OG0006215	LOC117903403|XP_034671293.1|DSUB	LOC6551614|XP_001978594.3|DERE
OG0006216	LOC117897548|XP_034662366.1|DSUB	LOC6555050|XP_001981620.2|DERE
OG0006217	LOC117894797|XP_034657922.1|DSUB	LOC6549846|XP_001977577.1|DERE
OG0006218	LOC117902454|XP_034669741.1|DSUB	LOC6542360|XP_001969574.1|DERE
OG0006219	LOC117889632|XP_034649982.1|DSUB	LOC6555775|XP_001982533.1|DERE
OG0006220	LOC117893709|XP_034656286.1|DSUB	LOC6546353|XP_001972900.1|DERE
OG0006221	LOC117897600|XP_034662449.1|DSUB	LOC6554852|XP_001981096.1|DERE
OG0006222	LOC117896814|XP_034661210.1|DSUB	LOC6554854|XP_001981098.1|DERE
OG0006223	LOC117901242|XP_034667812.1|DSUB	LOC6551741|XP_001978612.1|DERE
OG0006224	LOC117889886|XP_034650290.1|DSUB	LOC6549806|XP_001977329.3|DERE
OG0006225	LOC117889640|XP_034649989.1|DSUB	LOC6550427|XP_001977041.1|DERE
