Orthogroup	DSUB.longest_only	DFIC.longest_only
OG0004065	LOC117891993|XP_034653764.1|DSUB	LOC108090762|XP_017045085.1|DFIC
OG0004066	LOC117892231|XP_034654225.1|DSUB	LOC108086745|XP_017039274.1|DFIC
OG0004067	LOC117903854|XP_034672213.1|DSUB	LOC108101684|XP_017061602.1|DFIC
OG0004068	LOC117896230|XP_034660257.1|DSUB	LOC108099413|XP_017058419.1|DFIC
OG0004069	LOC117898189|XP_034663296.1|DSUB	LOC108099427|XP_017058445.1|DFIC
OG0004070	LOC117895466|XP_034659032.1|DSUB	LOC108096105|XP_017052970.1|DFIC, LOC108098493|XP_017056902.1|DFIC
OG0004071	LOC117895244|XP_034658646.1|DSUB	LOC108093930|XP_017049800.1|DFIC
OG0004072	LOC117895245|XP_034658647.1|DSUB	LOC108093937|XP_017049813.1|DFIC
OG0004073	LOC117891788|XP_034653354.1|DSUB	LOC108091092|XP_017045596.1|DFIC
OG0004074	LOC117891804|XP_034653376.1|DSUB	LOC108096695|XP_017054001.1|DFIC
OG0004075	LOC117892708|XP_034655015.1|DSUB	LOC108094834|XP_017051122.1|DFIC
OG0004076	LOC117891145|XP_034652282.1|DSUB	LOC108094833|XP_017051120.1|DFIC
OG0004077	LOC117901947|XP_034668810.1|DSUB	LOC108093554|XP_017049179.1|DFIC, LOC108093461|XP_017049066.1|DFIC, LOC108100846|XP_017060415.1|DFIC
OG0004078	LOC117898745|XP_034664258.1|DSUB	LOC108095873|XP_017052665.1|DFIC
OG0004079	LOC117889772|XP_034650128.1|DSUB	LOC108095376|XP_017051944.1|DFIC
OG0004080	LOC117892184|XP_034654162.1|DSUB	LOC108090529|XP_017044741.1|DFIC
OG0004081	LOC117892506|XP_034654676.1|DSUB	LOC108086669|XP_017039139.1|DFIC
OG0004082	LOC117902918|XP_034670384.1|DSUB	LOC108095216|XP_017051719.1|DFIC
OG0004083	LOC117898474|XP_034663796.1|DSUB	LOC108087136|XP_017039823.1|DFIC
OG0004084	LOC117893139|XP_034655485.1|DSUB	LOC108088896|XP_017042384.1|DFIC
OG0004085	LOC117896282|XP_034660376.1|DSUB	LOC108087023|XP_017039680.1|DFIC
OG0004086	LOC117897414|XP_034662132.1|DSUB	LOC108088542|XP_017041877.1|DFIC
OG0004087	LOC117891429|XP_034652794.1|DSUB	LOC108091231|XP_017045826.1|DFIC
OG0004088	LOC117896483|XP_034660713.1|DSUB	LOC108086526|XP_017038943.1|DFIC
OG0004089	LOC117903279|XP_034671078.1|DSUB	LOC108095308|XP_017051860.1|DFIC
OG0004090	LOC117897671|XP_034662561.1|DSUB	LOC108091971|XP_017046867.1|DFIC
OG0004091	LOC117898856|XP_034664423.1|DSUB	LOC108098894|XP_017057575.1|DFIC
OG0004092	LOC117895369|XP_034658850.1|DSUB	LOC108092916|XP_017048262.1|DFIC
OG0004094	LOC117903037|XP_034670658.1|DSUB	LOC108091280|XP_017045883.1|DFIC
OG0004095	LOC117899324|XP_034665149.1|DSUB	LOC108102067|XP_017062196.1|DFIC
OG0004096	LOC117897415|XP_034662133.1|DSUB	LOC108088541|XP_017041875.1|DFIC
OG0004097	LOC117895763|XP_034659528.1|DSUB	LOC108095429|XP_017052027.1|DFIC
OG0004098	LOC117896832|XP_034661237.1|DSUB	LOC108087002|XP_017039628.1|DFIC
OG0004099	LOC117898489|XP_034663816.1|DSUB	LOC108091373|XP_017046014.1|DFIC
OG0004100	LOC117897883|XP_034662850.1|DSUB	LOC108090214|XP_017044296.1|DFIC
OG0004101	LOC117897255|XP_034661870.1|DSUB	LOC108090204|XP_017044283.1|DFIC
OG0004102	LOC117898716|XP_034664225.1|DSUB	LOC108090139|XP_017044166.1|DFIC
OG0004103	LOC117898751|XP_034664264.1|DSUB	LOC108095871|XP_017052663.1|DFIC
OG0004104	LOC117897941|XP_034662924.1|DSUB	LOC108091703|XP_017046530.1|DFIC
OG0004105	LOC117894898|XP_034658080.1|DSUB	LOC108096340|XP_017053374.1|DFIC
OG0004106	LOC117894788|XP_034657908.1|DSUB	LOC108088893|XP_017042381.1|DFIC
OG0004107	LOC117894272|XP_034657119.1|DSUB	LOC108099205|XP_017058069.1|DFIC
OG0004108	LOC117896525|XP_034660786.1|DSUB	LOC108097093|XP_017054643.1|DFIC
OG0004109	LOC117897674|XP_034662573.1|DSUB	LOC108091972|XP_017046871.1|DFIC
OG0004110	LOC117894159|XP_034656946.1|DSUB	LOC108093596|XP_017049211.1|DFIC
OG0004111	LOC117899250|XP_034665023.1|DSUB	LOC108095896|XP_017052700.1|DFIC
OG0004112	LOC117895952|XP_034659793.1|DSUB	LOC108096005|XP_017052844.1|DFIC
OG0004113	LOC117899059|XP_034664755.1|DSUB	LOC108092798|XP_017048058.1|DFIC
OG0004114	LOC117891069|XP_034652138.1|DSUB	LOC108097101|XP_017054656.1|DFIC
OG0004115	LOC117891007|XP_034652059.1|DSUB	LOC108097098|XP_017054651.1|DFIC
OG0004116	LOC117897326|XP_034661987.1|DSUB	LOC108095936|XP_017052762.1|DFIC
OG0004117	LOC117897470|XP_034662212.1|DSUB	LOC108092152|XP_017047159.1|DFIC
OG0004118	LOC117891877|XP_034653533.1|DSUB	LOC108093947|XP_017049832.1|DFIC
OG0004119	LOC117897357|XP_034662030.1|DSUB	LOC108087349|XP_017040177.1|DFIC
OG0004120	LOC117899773|XP_034665935.1|DSUB	LOC108097506|XP_017055310.1|DFIC
OG0004121	LOC117892957|XP_034655181.1|DSUB	LOC108096174|XP_017053046.1|DFIC
OG0004122	LOC117899222|XP_034664986.1|DSUB	LOC108098833|XP_017057478.1|DFIC
OG0004123	LOC117896066|XP_034659976.1|DSUB	LOC108098554|XP_017057041.1|DFIC
OG0004124	LOC117892104|XP_034654416.1|DSUB	LOC108095560|XP_017052191.1|DFIC
OG0004125	LOC117898854|XP_034664421.1|DSUB	LOC108097645|XP_017055565.1|DFIC
OG0004126	LOC117898843|XP_034664409.1|DSUB	LOC108088499|XP_017041814.1|DFIC
OG0004127	LOC117901999|XP_034668905.1|DSUB	LOC108089215|XP_017042854.1|DFIC
OG0004128	LOC117899790|XP_034665956.1|DSUB	LOC108092026|XP_017046954.1|DFIC
OG0004129	LOC117890690|XP_034651570.1|DSUB	LOC108093844|XP_017049666.1|DFIC
OG0004130	LOC117903210|XP_034670988.1|DSUB	LOC108088665|XP_017042083.1|DFIC
OG0004131	LOC117899799|XP_034665972.1|DSUB	LOC108097284|XP_017054982.1|DFIC
OG0004132	LOC117894449|XP_034657437.1|DSUB	LOC108099111|XP_017057926.1|DFIC
OG0004133	LOC117900953|XP_034667417.1|DSUB	LOC108093502|XP_017049081.1|DFIC
OG0004134	LOC117899759|XP_034665902.1|DSUB	LOC108095826|XP_017052595.1|DFIC
OG0004135	LOC117899294|XP_034665097.1|DSUB	LOC108101438|XP_017061254.1|DFIC
OG0004136	LOC117897754|XP_034662686.1|DSUB	LOC108098525|XP_017056992.1|DFIC
OG0004137	LOC117891904|XP_034653618.1|DSUB	LOC108090736|XP_017045047.1|DFIC
OG0004138	LOC117893416|XP_034655919.1|DSUB	LOC108089315|XP_017042980.1|DFIC
OG0004139	LOC117903414|XP_034671320.1|DSUB	LOC108097109|XP_017054675.1|DFIC
OG0004140	LOC117903689|XP_034671922.1|DSUB	LOC108092815|XP_017048080.1|DFIC
OG0004141	LOC117890622|XP_034651461.1|DSUB	LOC108094921|XP_017051260.1|DFIC
OG0004142	LOC117903586|XP_034671697.1|DSUB	LOC108095602|XP_017052256.1|DFIC
OG0004143	LOC117899363|XP_034665233.1|DSUB	LOC108087953|XP_017041031.1|DFIC
OG0004144	LOC117902018|XP_034668959.1|DSUB	LOC108101189|XP_017060922.1|DFIC
OG0004145	LOC117894622|XP_034657678.1|DSUB	LOC108089003|XP_017042563.1|DFIC
OG0004146	LOC117898974|XP_034664606.1|DSUB	LOC108096449|XP_017053545.1|DFIC
OG0004147	LOC117901996|XP_034668901.1|DSUB	LOC108101638|XP_017061542.1|DFIC, LOC108089148|XP_017042759.1|DFIC
OG0004148	LOC117899666|XP_034665745.1|DSUB	LOC108088068|XP_017041205.1|DFIC
OG0004149	LOC117897825|XP_034662768.1|DSUB	LOC108098577|XP_017057102.1|DFIC
OG0004150	LOC117898855|XP_034664422.1|DSUB	LOC108098950|XP_017057647.1|DFIC
OG0004151	LOC117897545|XP_034662362.1|DSUB	LOC108100770|XP_017060295.1|DFIC
OG0004152	LOC117895958|XP_034659801.1|DSUB	LOC108090124|XP_017044145.1|DFIC
OG0004153	LOC117891120|XP_034652216.1|DSUB	LOC108086418|XP_017038809.1|DFIC
OG0004154	LOC117894016|XP_034656739.1|DSUB	LOC108089468|XP_017043208.1|DFIC
OG0004155	LOC117899413|XP_034665294.1|DSUB	LOC108096931|XP_017054376.1|DFIC
OG0004156	LOC117897738|XP_034662665.1|DSUB	LOC108098786|XP_017057410.1|DFIC
OG0004157	LOC117902256|XP_034669409.1|DSUB	LOC108094313|XP_017050334.1|DFIC
OG0004158	LOC117894190|XP_034656996.1|DSUB	LOC108100736|XP_017060262.1|DFIC
OG0004159	LOC117896011|XP_034659899.1|DSUB	LOC108095825|XP_017052594.1|DFIC
OG0004160	LOC117895393|XP_034658908.1|DSUB	LOC108100641|XP_017060133.1|DFIC
OG0004161	LOC117899791|XP_034665957.1|DSUB	LOC108092045|XP_017046976.1|DFIC
OG0004162	LOC117896507|XP_034660750.1|DSUB	LOC108092092|XP_017047071.1|DFIC
OG0004163	LOC117898062|XP_034663120.1|DSUB	LOC108098960|XP_017057662.1|DFIC
OG0004164	LOC117896477|XP_034660706.1|DSUB	LOC108098461|XP_017056855.1|DFIC
OG0004165	LOC117892010|XP_034653792.1|DSUB	LOC108090829|XP_017045179.1|DFIC
OG0004166	LOC117890853|XP_034651831.1|DSUB	LOC108090923|XP_017045343.1|DFIC
OG0004167	LOC117897092|XP_034661627.1|DSUB	LOC108099476|XP_017058521.1|DFIC
OG0004168	LOC117896422|XP_034660630.1|DSUB	LOC108099468|XP_017058507.1|DFIC
OG0004169	LOC117893471|XP_034655988.1|DSUB	LOC108095320|XP_017051886.1|DFIC
OG0004170	LOC117903084|XP_034670775.1|DSUB	LOC108091087|XP_017045588.1|DFIC
OG0004171	LOC117894943|XP_034658161.1|DSUB	LOC108095384|XP_017051952.1|DFIC
OG0004172	LOC117889628|XP_034649967.1|DSUB	LOC108097667|XP_017055605.1|DFIC
OG0004173	LOC117890193|XP_034650790.1|DSUB	LOC108093747|XP_017049502.1|DFIC
OG0004174	LOC117890824|XP_034651789.1|DSUB	LOC108094848|XP_017051140.1|DFIC
OG0004175	LOC117890521|XP_034651318.1|DSUB	LOC108094009|XP_017049925.1|DFIC
OG0004176	LOC117895807|XP_034659623.1|DSUB	LOC108089035|XP_017042622.1|DFIC
OG0004177	LOC117898554|XP_034663929.1|DSUB	LOC108098872|XP_017057548.1|DFIC
OG0004178	LOC117896582|XP_034660880.1|DSUB	LOC108092020|XP_017046945.1|DFIC
OG0004179	LOC117903540|XP_034671618.1|DSUB	LOC108097237|XP_017054899.1|DFIC
OG0004180	LOC117898503|XP_034663835.1|DSUB	LOC108101088|XP_017060778.1|DFIC
OG0004181	LOC117898564|XP_034663942.1|DSUB	LOC108087228|XP_017040001.1|DFIC
OG0004182	LOC117893822|XP_034656464.1|DSUB	LOC108089473|XP_017043219.1|DFIC
OG0004183	LOC117895543|XP_034659137.1|DSUB	LOC108089583|XP_017043429.1|DFIC
OG0004184	LOC117893167|XP_034655535.1|DSUB	LOC108100397|XP_017059759.1|DFIC
OG0004185	LOC117900663|XP_034666995.1|DSUB	LOC108101385|XP_017061192.1|DFIC
OG0004186	LOC117903249|XP_034671043.1|DSUB, LOC117891953|XP_034653707.1|DSUB	LOC108097132|XP_017054716.1|DFIC
OG0004187	LOC117898262|XP_034663406.1|DSUB	LOC108087900|XP_017040967.1|DFIC
OG0004188	LOC117896514|XP_034660771.1|DSUB	LOC108097519|XP_017055337.1|DFIC
OG0004189	LOC117896522|XP_034660782.1|DSUB	LOC108097846|XP_017055870.1|DFIC
OG0004190	LOC117898893|XP_034664467.1|DSUB	LOC108093550|XP_017049135.1|DFIC
OG0004191	LOC117898899|XP_034664472.1|DSUB	LOC108093542|XP_017049124.1|DFIC
OG0004192	LOC117899287|XP_034665087.1|DSUB	LOC108087956|XP_017041034.1|DFIC
OG0004193	LOC117902576|XP_034669938.1|DSUB	LOC108095540|XP_017052158.1|DFIC
OG0004194	LOC117896689|XP_034661031.1|DSUB	LOC108087329|XP_017040149.1|DFIC
OG0004195	LOC117903319|XP_034671152.1|DSUB	LOC108094617|XP_017050788.1|DFIC
OG0004196	LOC117896887|XP_034661307.1|DSUB	LOC108088392|XP_017041630.1|DFIC
OG0004197	LOC117897078|XP_034661604.1|DSUB	LOC108102046|XP_017062157.1|DFIC
OG0004198	LOC117896074|XP_034659994.1|DSUB	LOC108091384|XP_017046055.1|DFIC
OG0004199	LOC117896087|XP_034660017.1|DSUB	LOC108102239|XP_017062467.1|DFIC
OG0004200	LOC117891056|XP_034652120.1|DSUB	LOC108090949|XP_017045382.1|DFIC
OG0004201	LOC117896289|XP_034660397.1|DSUB	LOC108086569|XP_017039015.1|DFIC
OG0004202	LOC117897523|XP_034662332.1|DSUB	LOC108095794|XP_017052544.1|DFIC
OG0004203	LOC117899800|XP_034665974.1|DSUB	LOC108097290|XP_017054995.1|DFIC
OG0004204	LOC117893836|XP_034656491.1|DSUB	LOC108088883|XP_017042369.1|DFIC
OG0004205	LOC117894552|XP_034657566.1|DSUB	LOC108087517|XP_017040409.1|DFIC
OG0004206	LOC117896722|XP_034661074.1|DSUB	LOC108101054|XP_017060730.1|DFIC
OG0004207	LOC117896734|XP_034661090.1|DSUB	LOC108101056|XP_017060732.1|DFIC
OG0004208	LOC117898416|XP_034663677.1|DSUB	LOC108102050|XP_017062164.1|DFIC
OG0004209	LOC117897333|XP_034661993.1|DSUB	LOC108099527|XP_017058584.1|DFIC
OG0004210	LOC117899505|XP_034665446.1|DSUB	LOC108098548|XP_017057034.1|DFIC
OG0004211	LOC117901563|XP_034668251.1|DSUB	LOC108094165|XP_017050106.1|DFIC
OG0004212	LOC117897549|XP_034662367.1|DSUB	LOC108092108|XP_017047092.1|DFIC
OG0004213	LOC117899491|XP_034665430.1|DSUB	LOC108099390|XP_017058377.1|DFIC
OG0004214	LOC117891789|XP_034653351.1|DSUB	LOC108087869|XP_017040942.1|DFIC
OG0004215	LOC117891750|XP_034653246.1|DSUB	LOC108087635|XP_017040581.1|DFIC
OG0004216	LOC117894358|XP_034657240.1|DSUB	LOC108087581|XP_017040502.1|DFIC
OG0004217	LOC117895367|XP_034658845.1|DSUB	LOC108089020|XP_017042594.1|DFIC
OG0004218	LOC117903870|XP_034672251.1|DSUB	LOC108101954|XP_017062029.1|DFIC
OG0004219	LOC117897199|XP_034661792.1|DSUB	LOC108099622|XP_017058734.1|DFIC
OG0004220	LOC117895980|XP_034659833.1|DSUB	LOC108096643|XP_017053897.1|DFIC
OG0004221	LOC117897884|XP_034662851.1|DSUB	LOC108098507|XP_017056923.1|DFIC
OG0004222	LOC117899273|XP_034665062.1|DSUB	LOC108087906|XP_017040973.1|DFIC
OG0004223	LOC117898405|XP_034663659.1|DSUB	LOC108088027|XP_017041141.1|DFIC
OG0004224	LOC117898215|XP_034663332.1|DSUB	LOC108090116|XP_017044131.1|DFIC
OG0004225	LOC117894847|XP_034658405.1|DSUB, LOC117897140|XP_034662114.1|DSUB, LOC117897945|XP_034663343.1|DSUB	LOC108097357|XP_017055086.1|DFIC
OG0004226	LOC117896081|XP_034660008.1|DSUB	LOC108087040|XP_017039703.1|DFIC
OG0004227	LOC117897223|XP_034661830.1|DSUB	LOC108097270|XP_017054960.1|DFIC
OG0004228	LOC117897224|XP_034661832.1|DSUB	LOC108097312|XP_017055022.1|DFIC
OG0004229	LOC117890454|XP_034651182.1|DSUB	LOC108093701|XP_017049380.1|DFIC
OG0004230	LOC117892081|XP_034653963.1|DSUB	LOC108097919|XP_017055942.1|DFIC
OG0004231	LOC117895321|XP_034658779.1|DSUB	LOC108100359|XP_017059683.1|DFIC
OG0004232	LOC117895324|XP_034658783.1|DSUB	LOC108100362|XP_017059689.1|DFIC
OG0004233	LOC117895323|XP_034658782.1|DSUB	LOC108100361|XP_017059688.1|DFIC
OG0004234	LOC117895167|XP_034658519.1|DSUB	LOC108100330|XP_017059627.1|DFIC
OG0004235	LOC117903126|XP_034670846.1|DSUB	LOC108097308|XP_017055014.1|DFIC
OG0004236	LOC117898347|XP_034663569.1|DSUB	LOC108087292|XP_017040092.1|DFIC
OG0004237	LOC117896146|XP_034660110.1|DSUB	LOC108096132|XP_017052998.1|DFIC
OG0004238	LOC117897604|XP_034662452.1|DSUB	LOC108087359|XP_017040188.1|DFIC
OG0004239	LOC117898080|XP_034663149.1|DSUB	LOC108098659|XP_017057223.1|DFIC
OG0004240	LOC117897145|XP_034661705.1|DSUB	LOC108090189|XP_017044265.1|DFIC
OG0004241	LOC117897623|XP_034662482.1|DSUB	LOC108099575|XP_017058667.1|DFIC
OG0004242	LOC117898910|XP_034664489.1|DSUB	LOC108099507|XP_017058559.1|DFIC
OG0004243	LOC117893017|XP_034655264.1|DSUB	LOC108088978|XP_017042509.1|DFIC
OG0004244	LOC117896692|XP_034661033.1|DSUB	LOC108087288|XP_017040086.1|DFIC
OG0004245	LOC117894699|XP_034657770.1|DSUB	LOC108100537|XP_017059985.1|DFIC
OG0004246	LOC117893238|XP_034655686.1|DSUB	LOC108100624|XP_017060112.1|DFIC
OG0004247	LOC117897789|XP_034662731.1|DSUB	LOC108091344|XP_017045981.1|DFIC
OG0004248	LOC117892307|XP_034654344.1|DSUB	LOC108094941|XP_017051291.1|DFIC
OG0004249	LOC117892911|XP_034655115.1|DSUB	LOC108099054|XP_017057809.1|DFIC
OG0004250	LOC117902239|XP_034669375.1|DSUB	LOC108092713|XP_017047928.1|DFIC
OG0004251	LOC117902205|XP_034669316.1|DSUB, LOC117895598|XP_034659249.1|DSUB	LOC108092844|XP_017048140.1|DFIC
OG0004252	LOC117896130|XP_034660082.1|DSUB	LOC108102042|XP_017062154.1|DFIC
OG0004253	LOC117899494|XP_034665434.1|DSUB	LOC108099266|XP_017058130.1|DFIC
OG0004254	LOC117898541|XP_034663913.1|DSUB	LOC108097798|XP_017055818.1|DFIC
OG0004255	LOC117901272|XP_034667857.1|DSUB	LOC108092289|XP_017047314.1|DFIC
OG0004256	LOC117892005|XP_034653782.1|DSUB	LOC108090362|XP_017044476.1|DFIC
OG0004257	LOC117898610|XP_034664054.1|DSUB	LOC108088438|XP_017041702.1|DFIC
OG0004258	LOC117899580|XP_034665585.1|DSUB	LOC108095918|XP_017052734.1|DFIC
OG0004259	LOC117892259|XP_034654266.1|DSUB	LOC108090453|XP_017044634.1|DFIC
OG0004260	LOC117898646|XP_034664098.1|DSUB	LOC108091376|XP_017046029.1|DFIC
OG0004261	LOC117898216|XP_034663335.1|DSUB	LOC108090117|XP_017044133.1|DFIC
OG0004262	LOC117896846|XP_034661262.1|DSUB	LOC108092058|XP_017047007.1|DFIC
OG0004263	LOC117896659|XP_034660997.1|DSUB	LOC108101083|XP_017060771.1|DFIC
OG0004264	LOC117898955|XP_034664584.1|DSUB	LOC108098576|XP_017057101.1|DFIC
OG0004265	LOC117898890|XP_034664463.1|DSUB	LOC108093553|XP_017049138.1|DFIC
OG0004266	LOC117898511|XP_034663860.1|DSUB	LOC108097061|XP_017054588.1|DFIC
OG0004267	LOC117897846|XP_034662802.1|DSUB	LOC108098914|XP_017057605.1|DFIC
OG0004268	LOC117892192|XP_034654172.1|DSUB	LOC108093904|XP_017049752.1|DFIC
OG0004269	LOC117892302|XP_034654339.1|DSUB	LOC108093933|XP_017049799.1|DFIC
OG0004270	LOC117892530|XP_034654725.1|DSUB	LOC108093632|XP_017049279.1|DFIC
OG0004271	LOC117891795|XP_034653360.1|DSUB	LOC108087780|XP_017040800.1|DFIC
OG0004272	LOC117898359|XP_034663585.1|DSUB	LOC108092201|XP_017047216.1|DFIC
OG0004273	LOC117898602|XP_034664042.1|DSUB	LOC108088014|XP_017041114.1|DFIC
OG0004274	LOC117903435|XP_034671350.1|DSUB, LOC117903402|XP_034671288.1|DSUB	LOC108095536|XP_017052152.1|DFIC
OG0004275	LOC117898863|XP_034664436.1|DSUB	LOC108095568|XP_017052207.1|DFIC
OG0004276	LOC117894142|XP_034656927.1|DSUB	LOC108096234|XP_017053119.1|DFIC
OG0004277	LOC117895078|XP_034658357.1|DSUB	LOC108100209|XP_017059474.1|DFIC
OG0004278	LOC117892959|XP_034655186.1|DSUB	LOC108095577|XP_017052218.1|DFIC
OG0004279	LOC117900730|XP_034667095.1|DSUB	LOC108091453|XP_017046141.1|DFIC
OG0004280	LOC117889618|XP_034649934.1|DSUB	LOC108095295|XP_017051827.1|DFIC
OG0004281	LOC117891132|XP_034652231.1|DSUB	LOC108101604|XP_017061507.1|DFIC
OG0004282	LOC117890700|XP_034651601.1|DSUB	LOC108090515|XP_017044723.1|DFIC
OG0004283	LOC117890752|XP_034651702.1|DSUB	LOC108090516|XP_017044724.1|DFIC
OG0004284	LOC117900100|XP_034666211.1|DSUB	LOC108089848|XP_017043782.1|DFIC
OG0004285	LOC117898032|XP_034663062.1|DSUB	LOC108087272|XP_017040068.1|DFIC
OG0004286	LOC117895068|XP_034658342.1|DSUB	LOC108100232|XP_017059498.1|DFIC
OG0004287	LOC117895070|XP_034658344.1|DSUB	LOC108100647|XP_017060141.1|DFIC
OG0004288	LOC117895480|XP_034659050.1|DSUB	LOC108100529|XP_017059979.1|DFIC
OG0004289	LOC117895402|XP_034658922.1|DSUB	LOC108088835|XP_017042290.1|DFIC
OG0004290	LOC117890740|XP_034651682.1|DSUB	LOC108101568|XP_017061466.1|DFIC
OG0004291	LOC117891042|XP_034652102.1|DSUB	LOC108086631|XP_017039095.1|DFIC
OG0004292	LOC117893299|XP_034655766.1|DSUB	LOC108089441|XP_017043167.1|DFIC
OG0004293	LOC117893814|XP_034656455.1|DSUB	LOC108096382|XP_017053428.1|DFIC
OG0004294	LOC117894550|XP_034657562.1|DSUB	LOC108087515|XP_017040407.1|DFIC
OG0004295	LOC117893438|XP_034655946.1|DSUB	LOC108087559|XP_017040473.1|DFIC
OG0004296	LOC117895742|XP_034659499.1|DSUB	LOC108087477|XP_017040342.1|DFIC
OG0004297	LOC117891445|XP_034652815.1|DSUB	LOC108101944|XP_017062018.1|DFIC
OG0004298	LOC117890377|XP_034651065.1|DSUB	LOC108090439|XP_017044606.1|DFIC
OG0004299	LOC117891140|XP_034652240.1|DSUB	LOC108096522|XP_017053640.1|DFIC
OG0004300	LOC117892314|XP_034654356.1|DSUB	LOC108094942|XP_017051292.1|DFIC
OG0004301	LOC117893293|XP_034655755.1|DSUB	LOC108089437|XP_017043160.1|DFIC
OG0004302	LOC117891573|XP_034652988.1|DSUB	LOC108093734|XP_017049478.1|DFIC
OG0004303	LOC117890069|XP_034650599.1|DSUB	LOC108090872|XP_017045255.1|DFIC
OG0004304	LOC117891405|XP_034652742.1|DSUB	LOC108093650|XP_017049297.1|DFIC
OG0004305	LOC117891112|XP_034652197.1|DSUB	LOC108094859|XP_017051156.1|DFIC
OG0004306	LOC117891507|XP_034652889.1|DSUB	LOC108087701|XP_017040706.1|DFIC
OG0004307	LOC117890127|XP_034650705.1|DSUB	LOC108096712|XP_017054036.1|DFIC
OG0004308	LOC117890927|XP_034651948.1|DSUB	LOC108090726|XP_017045027.1|DFIC
OG0004309	LOC117894643|XP_034657706.1|DSUB	LOC108093918|XP_017049778.1|DFIC
OG0004310	LOC117889804|XP_034650172.1|DSUB	LOC108090440|XP_017044607.1|DFIC
OG0004311	LOC117894750|XP_034657852.1|DSUB	LOC108100626|XP_017060116.1|DFIC
OG0004312	LOC117890946|XP_034651972.1|DSUB	LOC108090930|XP_017045355.1|DFIC
OG0004313	LOC117891756|XP_034653258.1|DSUB	LOC108094294|XP_017050286.1|DFIC
OG0004314	LOC117892082|XP_034653959.1|DSUB	LOC108096799|XP_017054170.1|DFIC
OG0004315	LOC117891749|XP_034653245.1|DSUB	LOC108101901|XP_017061958.1|DFIC
OG0004316	LOC117890357|XP_034651042.1|DSUB	LOC108090702|XP_017044982.1|DFIC
OG0004317	LOC117890584|XP_034651413.1|DSUB	LOC108101607|XP_017061509.1|DFIC
OG0004318	LOC117889735|XP_034650049.1|DSUB	LOC108090854|XP_017045222.1|DFIC
OG0004319	LOC117892589|XP_034654819.1|DSUB	LOC108096878|XP_017054301.1|DFIC
OG0004320	LOC117896413|XP_034660620.1|DSUB	LOC108099477|XP_017058522.1|DFIC
OG0004321	LOC117901036|XP_034667532.1|DSUB	LOC108100969|XP_017060609.1|DFIC
OG0004322	LOC117897056|XP_034661541.1|DSUB	LOC108087381|XP_017040210.1|DFIC
OG0004323	LOC117895696|XP_034659434.1|DSUB	LOC108100582|XP_017060050.1|DFIC
OG0004324	LOC117902668|XP_034670089.1|DSUB	LOC108089943|XP_017043922.1|DFIC
OG0004325	LOC117891298|XP_034652596.1|DSUB	LOC108096895|XP_017054329.1|DFIC
OG0004326	LOC117891294|XP_034652590.1|DSUB	LOC108096894|XP_017054328.1|DFIC
OG0004327	LOC117903450|XP_034671374.1|DSUB	LOC108094691|XP_017050905.1|DFIC
OG0004328	LOC117891460|XP_034652834.1|DSUB	LOC108087712|XP_017040721.1|DFIC
OG0004330	LOC117891335|XP_034652646.1|DSUB	LOC108094073|XP_017050003.1|DFIC
OG0004331	LOC117890037|XP_034650546.1|DSUB	LOC108090705|XP_017044987.1|DFIC
OG0004332	LOC117900036|XP_034666116.1|DSUB	LOC108101247|XP_017060992.1|DFIC
OG0004333	LOC117902578|XP_034669963.1|DSUB	LOC108098246|XP_017056524.1|DFIC
OG0004334	LOC117901750|XP_034668527.1|DSUB	LOC108100910|XP_017060513.1|DFIC
OG0004335	LOC117892332|XP_034654376.1|DSUB	LOC108094251|XP_017050199.1|DFIC
OG0004336	LOC117891980|XP_034653746.1|DSUB	LOC108094885|XP_017051209.1|DFIC
OG0004337	LOC117902818|XP_034670335.1|DSUB	LOC108092722|XP_017047940.1|DFIC
OG0004338	LOC117894482|XP_034657476.1|DSUB	LOC108096271|XP_017053222.1|DFIC
OG0004339	LOC117891054|XP_034652117.1|DSUB	LOC108086726|XP_017039241.1|DFIC
OG0004340	LOC117891053|XP_034652116.1|DSUB	LOC108086725|XP_017039240.1|DFIC
OG0004341	LOC117892093|XP_034653978.1|DSUB	LOC108096921|XP_017054361.1|DFIC
OG0004342	LOC117891314|XP_034652617.1|DSUB	LOC108095230|XP_017051739.1|DFIC
OG0004343	LOC117890573|XP_034651400.1|DSUB	LOC108095224|XP_017051730.1|DFIC
OG0004344	LOC117892649|XP_034654897.1|DSUB	LOC108090905|XP_017045310.1|DFIC
OG0004345	LOC117901509|XP_034668170.1|DSUB	LOC108094391|XP_017050445.1|DFIC
OG0004346	LOC117891317|XP_034652622.1|DSUB	LOC108101917|XP_017061982.1|DFIC
OG0004347	LOC117890518|XP_034651313.1|DSUB	LOC108101883|XP_017061915.1|DFIC
OG0004348	LOC117889726|XP_034650039.1|DSUB	LOC108090648|XP_017044915.1|DFIC
OG0004349	LOC117892387|XP_034654488.1|DSUB	LOC108090721|XP_017045013.1|DFIC
OG0004350	LOC117891928|XP_034653653.1|DSUB	LOC108093980|XP_017049878.1|DFIC
OG0004351	LOC117891146|XP_034652284.1|DSUB	LOC108096642|XP_017053895.1|DFIC
OG0004352	LOC117896059|XP_034659963.1|DSUB	LOC108098573|XP_017057096.1|DFIC
OG0004353	LOC117898779|XP_034664306.1|DSUB	LOC108095920|XP_017052741.1|DFIC
