Orthogroup	DSUB.longest_only	SLEB.longest_only
OG0005732	LOC117899268|XP_034665057.1|DSUB	LOC115623776|XP_030374175.1|SLEB
OG0005733	LOC117899267|XP_034665052.1|DSUB	LOC115623775|XP_030374172.1|SLEB
OG0005734	LOC117899577|XP_034665581.1|DSUB	LOC115624197|XP_030374659.1|SLEB
OG0005735	LOC117898647|XP_034664108.1|DSUB	LOC115625117|XP_030375884.1|SLEB
OG0005736	LOC117896962|XP_034661398.1|DSUB	LOC115625123|XP_030375897.1|SLEB
OG0005737	LOC117899573|XP_034665577.1|DSUB	LOC115624067|XP_030374512.1|SLEB
OG0005738	LOC117897427|XP_034662156.1|DSUB	LOC115623583|XP_030373843.1|SLEB
OG0005739	LOC117899574|XP_034665578.1|DSUB	LOC115623883|XP_030374294.1|SLEB
OG0005740	LOC117896886|XP_034661306.1|DSUB	LOC115620681|XP_030369907.1|SLEB
OG0005741	LOC117897494|XP_034662275.1|DSUB	LOC115623483|XP_030373712.1|SLEB
OG0005742	LOC117898358|XP_034663582.1|DSUB	LOC115624394|XP_030374967.1|SLEB
OG0005743	LOC117898234|XP_034663363.1|DSUB	LOC115625506|XP_030376429.1|SLEB
OG0005744	LOC117898909|XP_034664488.1|DSUB	LOC115623529|XP_030373770.1|SLEB
OG0005745	LOC117897485|XP_034662241.1|DSUB	LOC115623726|XP_030374069.1|SLEB
OG0005746	LOC117898086|XP_034663157.1|DSUB	LOC115624060|XP_030374504.1|SLEB
OG0005747	LOC117897450|XP_034662185.1|DSUB	LOC115623572|XP_030373828.1|SLEB
OG0005748	LOC117897350|XP_034662021.1|DSUB	LOC115623738|XP_030374109.1|SLEB
OG0005749	LOC117898150|XP_034663243.1|DSUB	LOC115626661|XP_030377935.1|SLEB
OG0005750	LOC117897132|XP_034661691.1|DSUB	LOC115625258|XP_030376114.1|SLEB
OG0005751	LOC117893414|XP_034655916.1|DSUB	LOC115628305|XP_030380212.1|SLEB
OG0005752	LOC117891538|XP_034652940.1|DSUB	LOC115620808|XP_030370126.1|SLEB
OG0005753	LOC117902494|XP_034669809.1|DSUB	LOC115630457|XP_030382883.1|SLEB
OG0005754	LOC117892127|XP_034654049.1|DSUB	LOC115633814|XP_030387158.1|SLEB
OG0005755	LOC117891025|XP_034652078.1|DSUB	LOC115624396|XP_030374981.1|SLEB
OG0005756	LOC117899244|XP_034665013.1|DSUB	LOC115624132|XP_030374588.1|SLEB
OG0005757	LOC117898235|XP_034663364.1|DSUB	LOC115625499|XP_030376419.1|SLEB
OG0005758	LOC117896460|XP_034660683.1|DSUB	LOC115624052|XP_030374492.1|SLEB
OG0005759	LOC117899625|XP_034665670.1|DSUB	LOC115621776|XP_030371390.1|SLEB
OG0005760	LOC117896857|XP_034661276.1|DSUB	LOC115624110|XP_030374563.1|SLEB
OG0005761	LOC117898501|XP_034663834.1|DSUB	LOC115624468|XP_030375031.1|SLEB, LOC115623331|XP_030373454.1|SLEB
OG0005762	LOC117897688|XP_034662596.1|DSUB	LOC115623822|XP_030374226.1|SLEB
OG0005763	LOC117892416|XP_034654540.1|DSUB	LOC115628266|XP_030380149.1|SLEB
OG0005764	LOC117897142|XP_034661702.1|DSUB	LOC115624373|XP_030374907.1|SLEB
OG0005765	LOC117897130|XP_034661675.1|DSUB	LOC115624371|XP_030374898.1|SLEB
OG0005766	LOC117898575|XP_034663981.1|DSUB	LOC115623517|XP_030373757.1|SLEB
OG0005767	LOC117899656|XP_034665728.1|DSUB	LOC115622020|XP_030371736.1|SLEB
OG0005768	LOC117902443|XP_034669730.1|DSUB	LOC115629861|XP_030382309.1|SLEB
OG0005769	LOC117898807|XP_034664347.1|DSUB	LOC115624078|XP_030374528.1|SLEB
OG0005770	LOC117897510|XP_034662300.1|DSUB	LOC115621789|XP_030371420.1|SLEB
OG0005771	LOC117898394|XP_034663643.1|DSUB	LOC115621715|XP_030371290.1|SLEB
OG0005772	LOC117898939|XP_034664548.1|DSUB	LOC115625231|XP_030376076.1|SLEB
OG0005773	LOC117898527|XP_034663888.1|DSUB	LOC115625434|XP_030376340.1|SLEB
OG0005774	LOC117899421|XP_034665302.1|DSUB	LOC115623415|XP_030373585.1|SLEB
OG0005775	LOC117894408|XP_034657310.1|DSUB	LOC115622587|XP_030372441.1|SLEB
OG0005776	LOC117894251|XP_034657095.1|DSUB	LOC115632113|XP_030384966.1|SLEB
OG0005777	LOC117900271|XP_034666473.1|DSUB	LOC115628515|XP_030380526.1|SLEB
OG0005778	LOC117899501|XP_034665441.1|DSUB	LOC115624472|XP_030375034.1|SLEB
OG0005779	LOC117898038|XP_034663084.1|DSUB	LOC115620508|XP_030369627.1|SLEB
OG0005780	LOC117894986|XP_034658222.1|DSUB	LOC115622563|XP_030372393.1|SLEB
OG0005781	LOC117894950|XP_034658167.1|DSUB	LOC115623111|XP_030373178.1|SLEB
OG0005782	LOC117893718|XP_034656296.1|DSUB	LOC115622981|XP_030372993.1|SLEB
OG0005783	LOC117890009|XP_034650497.1|DSUB	LOC115634145|XP_030387578.1|SLEB
OG0005784	LOC117896416|XP_034660621.1|DSUB	LOC115623655|XP_030373970.1|SLEB
OG0005785	LOC117897301|XP_034661933.1|DSUB	LOC115623463|XP_030373680.1|SLEB
OG0005786	LOC117898408|XP_034663668.1|DSUB	LOC115624408|XP_030375003.1|SLEB
OG0005787	LOC117897777|XP_034662714.1|DSUB	LOC115625045|XP_030375754.1|SLEB
OG0005788	LOC117890699|XP_034651600.1|DSUB	LOC115620585|XP_030369755.1|SLEB
OG0005789	LOC117896069|XP_034659983.1|DSUB	LOC115621436|XP_030370950.1|SLEB
OG0005790	LOC117897284|XP_034661910.1|DSUB	LOC115621332|XP_030370813.1|SLEB
OG0005791	LOC117898515|XP_034663872.1|DSUB	LOC115625169|XP_030375969.1|SLEB
OG0005792	LOC117898529|XP_034663889.1|DSUB	LOC115622420|XP_030372215.1|SLEB
OG0005793	LOC117898522|XP_034663880.1|DSUB	LOC115625613|XP_030376609.1|SLEB
OG0005794	LOC117891119|XP_034652215.1|DSUB	LOC115633844|XP_030387195.1|SLEB
OG0005795	LOC117897952|XP_034662945.1|DSUB	LOC115624046|XP_030374486.1|SLEB
OG0005796	LOC117894402|XP_034657302.1|DSUB	LOC115622581|XP_030372431.1|SLEB
OG0005797	LOC117895874|XP_034659760.1|DSUB	LOC115622537|XP_030372360.1|SLEB
OG0005798	LOC117897553|XP_034662372.1|DSUB	LOC115623635|XP_030373936.1|SLEB
OG0005799	LOC117896252|XP_034660313.1|DSUB	LOC115624370|XP_030374892.1|SLEB
OG0005800	LOC117897144|XP_034661704.1|DSUB	LOC115624134|XP_030374590.1|SLEB
OG0005801	LOC117897143|XP_034661703.1|DSUB	LOC115624133|XP_030374589.1|SLEB
OG0005802	LOC117896102|XP_034660045.1|DSUB	LOC115625513|XP_030376437.1|SLEB
OG0005803	LOC117896255|XP_034660328.1|DSUB	LOC115623952|XP_030374376.1|SLEB
OG0005804	LOC117897780|XP_034662719.1|DSUB	LOC115623657|XP_030373974.1|SLEB
OG0005805	LOC117890296|XP_034650955.1|DSUB	LOC115623736|XP_030374112.1|SLEB
OG0005806	LOC117898822|XP_034664377.1|DSUB	LOC115625604|XP_030376597.1|SLEB
OG0005807	LOC117896997|XP_034661448.1|DSUB	LOC115625413|XP_030376312.1|SLEB
OG0005808	LOC117903551|XP_034671645.1|DSUB	LOC115626692|XP_030377979.1|SLEB
OG0005809	LOC117895579|XP_034659195.1|DSUB	LOC115628372|XP_030380310.1|SLEB
OG0005810	LOC117896258|XP_034660340.1|DSUB	LOC115623521|XP_030373762.1|SLEB
OG0005811	LOC117896261|XP_034660342.1|DSUB	LOC115623522|XP_030373763.1|SLEB
OG0005812	LOC117897627|XP_034662487.1|DSUB	LOC115624001|XP_030374433.1|SLEB, LOC115624470|XP_030375033.1|SLEB
OG0005813	LOC117899020|XP_034664672.1|DSUB	LOC115625564|XP_030376518.1|SLEB
OG0005814	LOC117897484|XP_034662238.1|DSUB	LOC115625180|XP_030376005.1|SLEB
OG0005815	LOC117892329|XP_034654373.1|DSUB	LOC115624646|XP_030375281.1|SLEB
OG0005816	LOC117899338|XP_034665167.1|DSUB	LOC115620352|XP_030369413.1|SLEB
OG0005817	LOC117898936|XP_034664543.1|DSUB	LOC115625163|XP_030375955.1|SLEB
OG0005818	LOC117897125|XP_034661668.1|DSUB	LOC115624066|XP_030374511.1|SLEB
OG0005819	LOC117897006|XP_034661463.1|DSUB	LOC115623805|XP_030374208.1|SLEB
OG0005820	LOC117897007|XP_034661464.1|DSUB	LOC115623806|XP_030374209.1|SLEB
OG0005821	LOC117897399|XP_034662109.1|DSUB	LOC115625116|XP_030375882.1|SLEB
OG0005822	LOC117902606|XP_034670008.1|DSUB	LOC115625871|XP_030376941.1|SLEB
OG0005823	LOC117898302|XP_034663508.1|DSUB	LOC115627504|XP_030379054.1|SLEB
OG0005824	LOC117899190|XP_034664943.1|DSUB	LOC115621592|XP_030371143.1|SLEB
OG0005825	LOC117893267|XP_034655726.1|DSUB	LOC115622737|XP_030372639.1|SLEB
OG0005826	LOC117898101|XP_034663172.1|DSUB	LOC115621284|XP_030370747.1|SLEB
OG0005827	LOC117896443|XP_034660664.1|DSUB	LOC115624014|XP_030374446.1|SLEB
OG0005828	LOC117895263|XP_034658677.1|DSUB	LOC115632118|XP_030384980.1|SLEB
OG0005829	LOC117899492|XP_034665432.1|DSUB	LOC115623372|XP_030373523.1|SLEB
OG0005830	LOC117893166|XP_034655534.1|DSUB	LOC115628230|XP_030380093.1|SLEB
OG0005831	LOC117895319|XP_034658773.1|DSUB	LOC115628429|XP_030380377.1|SLEB
OG0005832	LOC117895318|XP_034658772.1|DSUB	LOC115628428|XP_030380376.1|SLEB
OG0005833	LOC117895165|XP_034658516.1|DSUB	LOC115628394|XP_030380340.1|SLEB
OG0005834	LOC117895170|XP_034658524.1|DSUB	LOC115628402|XP_030380350.1|SLEB
OG0005835	LOC117894490|XP_034657488.1|DSUB	LOC115628313|XP_030380227.1|SLEB
OG0005836	LOC117894742|XP_034657832.1|DSUB	LOC115632712|XP_030385814.1|SLEB
OG0005837	LOC117898821|XP_034664376.1|DSUB	LOC115625603|XP_030376596.1|SLEB
OG0005838	LOC117897471|XP_034662213.1|DSUB	LOC115625224|XP_030376068.1|SLEB
OG0005839	LOC117900223|XP_034666397.1|DSUB	LOC115630480|XP_030382920.1|SLEB
OG0005840	LOC117898351|XP_034663575.1|DSUB	LOC115624391|XP_030374962.1|SLEB
OG0005841	LOC117896147|XP_034660113.1|DSUB	LOC115623823|XP_030374227.1|SLEB
OG0005842	LOC117891982|XP_034653752.1|DSUB	LOC115629826|XP_030382261.1|SLEB
OG0005843	LOC117893896|XP_034656564.1|DSUB	LOC115633080|XP_030386316.1|SLEB
OG0005844	LOC117894663|XP_034657730.1|DSUB	LOC115622098|XP_030371802.1|SLEB
OG0005845	LOC117897147|XP_034661707.1|DSUB	LOC115623411|XP_030373581.1|SLEB
OG0005846	LOC117898295|XP_034663442.1|DSUB	LOC115623597|XP_030373859.1|SLEB
OG0005847	LOC117898905|XP_034664481.1|DSUB	LOC115624252|XP_030374735.1|SLEB
OG0005848	LOC117893316|XP_034655798.1|DSUB	LOC115629138|XP_030381343.1|SLEB
OG0005849	LOC117903529|XP_034671592.1|DSUB	LOC115626687|XP_030377975.1|SLEB
OG0005850	LOC117903525|XP_034671535.1|DSUB	LOC115627874|XP_030379618.1|SLEB
OG0005851	LOC117899972|XP_034666022.1|DSUB	LOC115630015|XP_030382500.1|SLEB, LOC115625776|XP_030376805.1|SLEB
OG0005852	LOC117898348|XP_034663570.1|DSUB	LOC115623456|XP_030373672.1|SLEB
OG0005853	LOC117903873|XP_034672253.1|DSUB	LOC115629860|XP_030382307.1|SLEB
OG0005854	LOC117896257|XP_034660339.1|DSUB	LOC115623762|XP_030374158.1|SLEB
OG0005855	LOC117901407|XP_034668036.1|DSUB	LOC115628935|XP_030381067.1|SLEB
OG0005856	LOC117902026|XP_034668979.1|DSUB	LOC115629295|XP_030381598.1|SLEB
OG0005857	LOC117898524|XP_034663884.1|DSUB	LOC115623847|XP_030374250.1|SLEB
OG0005858	LOC117898407|XP_034663666.1|DSUB	LOC115624407|XP_030375002.1|SLEB
OG0005859	LOC117900548|XP_034666843.1|DSUB	LOC115631487|XP_030384103.1|SLEB
OG0005860	LOC117898682|XP_034664156.1|DSUB	LOC115624395|XP_030374968.1|SLEB
OG0005861	LOC117898934|XP_034664534.1|DSUB	LOC115620393|XP_030369463.1|SLEB
OG0005862	LOC117890547|XP_034651362.1|DSUB	LOC115634511|XP_030388138.1|SLEB
OG0005863	LOC117890909|XP_034651914.1|DSUB	LOC115620437|XP_030369528.1|SLEB
OG0005864	LOC117898296|XP_034663458.1|DSUB	LOC115623598|XP_030373871.1|SLEB
OG0005865	LOC117896101|XP_034660044.1|DSUB	LOC115623792|XP_030374194.1|SLEB
OG0005866	LOC117892419|XP_034654543.1|DSUB	LOC115624726|XP_030375410.1|SLEB
OG0005867	LOC117901912|XP_034668768.1|DSUB	LOC115631274|XP_030383845.1|SLEB
OG0005868	LOC117891041|XP_034652101.1|DSUB	LOC115633901|XP_030387265.1|SLEB
OG0005869	LOC117889845|XP_034650233.1|DSUB	LOC115627151|XP_030378590.1|SLEB
OG0005870	LOC117897311|XP_034661957.1|DSUB	LOC115627138|XP_030378574.1|SLEB
OG0005871	LOC117894995|XP_034658236.1|DSUB	LOC115627272|XP_030378762.1|SLEB
OG0005872	LOC117896470|XP_034660695.1|DSUB	LOC115620902|XP_030370250.1|SLEB
OG0005873	LOC117898192|XP_034663302.1|DSUB	LOC115625620|XP_030376621.1|SLEB
OG0005874	LOC117893273|XP_034655733.1|DSUB	LOC115629254|XP_030381530.1|SLEB
OG0005875	LOC117891173|XP_034652387.1|DSUB	LOC115627590|XP_030379176.1|SLEB
OG0005876	LOC117897198|XP_034661795.1|DSUB	LOC115629319|XP_030381628.1|SLEB
OG0005877	LOC117891782|XP_034653384.1|DSUB	LOC115629092|XP_030381265.1|SLEB
OG0005878	LOC117903188|XP_034670941.1|DSUB	LOC115626724|XP_030378030.1|SLEB
OG0005879	LOC117891691|XP_034653172.1|DSUB	LOC115626670|XP_030377952.1|SLEB
OG0005880	LOC117895682|XP_034659400.1|DSUB	LOC115622595|XP_030372452.1|SLEB
OG0005881	LOC117894166|XP_034656958.1|DSUB	LOC115622702|XP_030372592.1|SLEB
OG0005882	LOC117894046|XP_034656791.1|DSUB	LOC115628025|XP_030379821.1|SLEB
OG0005883	LOC117894714|XP_034657786.1|DSUB	LOC115633125|XP_030386377.1|SLEB
OG0005884	LOC117893476|XP_034655990.1|DSUB	LOC115632314|XP_030385275.1|SLEB
OG0005885	LOC117894980|XP_034658211.1|DSUB	LOC115622642|XP_030372510.1|SLEB
OG0005886	LOC117894400|XP_034657299.1|DSUB	LOC115623161|XP_030373234.1|SLEB
OG0005887	LOC117894160|XP_034656947.1|DSUB	LOC115622268|XP_030372030.1|SLEB
OG0005888	LOC117895542|XP_034659135.1|DSUB	LOC115632579|XP_030385660.1|SLEB
OG0005889	LOC117893306|XP_034655775.1|DSUB	LOC115622194|XP_030371945.1|SLEB
OG0005890	LOC117890536|XP_034651352.1|DSUB	LOC115628864|XP_030380976.1|SLEB
OG0005891	LOC117895481|XP_034659051.1|DSUB	LOC115623211|XP_030373300.1|SLEB
OG0005892	LOC117895073|XP_034658353.1|DSUB	LOC115622329|XP_030372098.1|SLEB
OG0005893	LOC117893679|XP_034656259.1|DSUB	LOC115624758|XP_030375450.1|SLEB
OG0005894	LOC117893680|XP_034656260.1|DSUB	LOC115624759|XP_030375451.1|SLEB
OG0005895	LOC117893681|XP_034656261.1|DSUB	LOC115624760|XP_030375452.1|SLEB
OG0005896	LOC117895207|XP_034658587.1|DSUB	LOC115626340|XP_030377550.1|SLEB
OG0005897	LOC117894219|XP_034657026.1|DSUB	LOC115622132|XP_030371845.1|SLEB
OG0005898	LOC117903641|XP_034671815.1|DSUB	LOC115629952|XP_030382420.1|SLEB
OG0005899	LOC117890897|XP_034651882.1|DSUB	LOC115624569|XP_030375157.1|SLEB
OG0005900	LOC117900230|XP_034666407.1|DSUB	LOC115631604|XP_030384266.1|SLEB
OG0005901	LOC117889989|XP_034650463.1|DSUB	LOC115623023|XP_030373064.1|SLEB
OG0005902	LOC117890737|XP_034651680.1|DSUB	LOC115627722|XP_030379335.1|SLEB
OG0005903	LOC117899602|XP_034665616.1|DSUB	LOC115623972|XP_030374401.1|SLEB
OG0005904	LOC117898566|XP_034663944.1|DSUB	LOC115620318|XP_030369371.1|SLEB
OG0005905	LOC117895307|XP_034658758.1|DSUB	LOC115622182|XP_030371931.1|SLEB
OG0005906	LOC117895721|XP_034659469.1|DSUB	LOC115623258|XP_030373388.1|SLEB
OG0005907	LOC117894972|XP_034658200.1|DSUB	LOC115624707|XP_030375389.1|SLEB
OG0005908	LOC117895834|XP_034659663.1|DSUB	LOC115623345|XP_030373488.1|SLEB
OG0005909	LOC117893925|XP_034656597.1|DSUB	LOC115632975|XP_030386145.1|SLEB
OG0005910	LOC117890432|XP_034651152.1|DSUB	LOC115619973|XP_030368872.1|SLEB
OG0005911	LOC117890434|XP_034651154.1|DSUB	LOC115633952|XP_030387330.1|SLEB
OG0005912	LOC117891599|XP_034653021.1|DSUB	LOC115630852|XP_030383348.1|SLEB
OG0005913	LOC117897817|XP_034662758.1|DSUB	LOC115621068|XP_030370454.1|SLEB
OG0005914	LOC117892337|XP_034654381.1|DSUB	LOC115619951|XP_030368840.1|SLEB
OG0005915	LOC117892338|XP_034654382.1|DSUB	LOC115628732|XP_030380799.1|SLEB
OG0005916	LOC117891656|XP_034653101.1|DSUB	LOC115624788|XP_030375491.1|SLEB
OG0005917	LOC117891822|XP_034653450.1|DSUB	LOC115633872|XP_030387232.1|SLEB
OG0005918	LOC117903814|XP_034672145.1|DSUB	LOC115627500|XP_030379048.1|SLEB
OG0005919	LOC117891382|XP_034652712.1|DSUB	LOC115634256|XP_030387713.1|SLEB
OG0005920	LOC117890463|XP_034651202.1|DSUB	LOC115632174|XP_030385070.1|SLEB
OG0005921	LOC117893572|XP_034656135.1|DSUB	LOC115628300|XP_030380208.1|SLEB
OG0005922	LOC117903248|XP_034671042.1|DSUB, LOC117891875|XP_034653535.1|DSUB	LOC115629111|XP_030381300.1|SLEB
OG0005923	LOC117894771|XP_034657885.1|DSUB	LOC115623007|XP_030373038.1|SLEB
OG0005924	LOC117894777|XP_034657894.1|DSUB	LOC115623011|XP_030373042.1|SLEB
OG0005925	LOC117894287|XP_034657137.1|DSUB	LOC115622711|XP_030372602.1|SLEB
OG0005926	LOC117896346|XP_034660484.1|DSUB	LOC115626787|XP_030378113.1|SLEB
OG0005927	LOC117899523|XP_034665472.1|DSUB	LOC115625522|XP_030376447.1|SLEB
OG0005928	LOC117891169|XP_034652386.1|DSUB	LOC115627469|XP_030379001.1|SLEB
OG0005929	LOC117893554|XP_034656100.1|DSUB	LOC115633976|XP_030387357.1|SLEB
OG0005930	LOC117892424|XP_034654549.1|DSUB	LOC115624908|XP_030375616.1|SLEB
OG0005931	LOC117890263|XP_034650911.1|DSUB	LOC115624545|XP_030375131.1|SLEB
OG0005932	LOC117891686|XP_034653156.1|DSUB	LOC115624648|XP_030375284.1|SLEB
OG0005933	LOC117892295|XP_034654329.1|DSUB	LOC115622966|XP_030372979.1|SLEB
OG0005934	LOC117890526|XP_034651335.1|DSUB	LOC115620751|XP_030370010.1|SLEB
OG0005935	LOC117892902|XP_034655092.1|DSUB	LOC115633066|XP_030386291.1|SLEB
OG0005936	LOC117899970|XP_034666019.1|DSUB	LOC115625898|XP_030376987.1|SLEB
OG0005937	LOC117893002|XP_034655247.1|DSUB	LOC115632429|XP_030385430.1|SLEB
OG0005938	LOC117889946|XP_034650374.1|DSUB	LOC115627894|XP_030379650.1|SLEB
OG0005939	LOC117901309|XP_034667913.1|DSUB	LOC115627206|XP_030378684.1|SLEB
OG0005940	LOC117892084|XP_034653964.1|DSUB	LOC115634349|XP_030387865.1|SLEB
OG0005942	LOC117891757|XP_034653260.1|DSUB	LOC115624644|XP_030375276.1|SLEB
OG0005943	LOC117892570|XP_034654783.1|DSUB	LOC115624519|XP_030375095.1|SLEB
OG0005944	LOC117890963|XP_034651993.1|DSUB	LOC115624568|XP_030375156.1|SLEB
OG0005945	LOC117890005|XP_034650486.1|DSUB	LOC115634712|XP_030388455.1|SLEB
OG0005946	LOC117892590|XP_034654820.1|DSUB	LOC115630186|XP_030382616.1|SLEB, LOC115620157|XP_030369145.1|SLEB
OG0005947	LOC117892004|XP_034653781.1|DSUB	LOC115625558|XP_030376514.1|SLEB
OG0005948	LOC117894860|XP_034658008.1|DSUB	LOC115628334|XP_030380257.1|SLEB
OG0005949	LOC117893283|XP_034655740.1|DSUB	LOC115632710|XP_030385812.1|SLEB
OG0005950	LOC117900461|XP_034666728.1|DSUB	LOC115631689|XP_030384371.1|SLEB
OG0005951	LOC117895876|XP_034659765.1|DSUB	LOC115632403|XP_030385398.1|SLEB
OG0005952	LOC117900460|XP_034666726.1|DSUB	LOC115631688|XP_030384369.1|SLEB
OG0005953	LOC117899962|XP_034666008.1|DSUB	LOC115628594|XP_030380639.1|SLEB
OG0005954	LOC117902666|XP_034670087.1|DSUB	LOC115628588|XP_030380631.1|SLEB
OG0005955	LOC117896408|XP_034660615.1|DSUB	LOC115623374|XP_030373529.1|SLEB
OG0005956	LOC117891737|XP_034653222.1|DSUB	LOC115634707|XP_030388447.1|SLEB
OG0005957	LOC117896840|XP_034661250.1|DSUB	LOC115624041|XP_030374478.1|SLEB
OG0005958	LOC117897502|XP_034662283.1|DSUB	LOC115624029|XP_030374466.1|SLEB
OG0005959	LOC117900042|XP_034666122.1|DSUB	LOC115625880|XP_030376957.1|SLEB
OG0005960	LOC117903456|XP_034671384.1|DSUB	LOC115627131|XP_030378564.1|SLEB, LOC115630745|XP_030383259.1|SLEB
OG0005961	LOC117891565|XP_034652977.1|DSUB	LOC115631876|XP_030384588.1|SLEB
OG0005962	LOC117889880|XP_034650280.1|DSUB	LOC115624909|XP_030375617.1|SLEB
OG0005963	LOC117901610|XP_034668320.1|DSUB	LOC115631519|XP_030384148.1|SLEB
OG0005964	LOC117892009|XP_034653791.1|DSUB	LOC115632093|XP_030384932.1|SLEB
OG0005965	LOC117890358|XP_034651043.1|DSUB	LOC115633883|XP_030387247.1|SLEB
OG0005966	LOC117891057|XP_034652121.1|DSUB	LOC115629744|XP_030382138.1|SLEB
OG0005967	LOC117891245|XP_034652482.1|DSUB	LOC115634757|XP_030388509.1|SLEB
OG0005968	LOC117890402|XP_034651102.1|DSUB	LOC115628424|XP_030380375.1|SLEB
OG0005969	LOC117891021|XP_034652075.1|DSUB	LOC115633340|XP_030386637.1|SLEB
OG0005970	LOC117893807|XP_034656446.1|DSUB	LOC115632233|XP_030385153.1|SLEB
OG0005971	LOC117891152|XP_034652298.1|DSUB	LOC115633677|XP_030386991.1|SLEB
OG0005972	LOC117894241|XP_034657066.1|DSUB	LOC115628188|XP_030380034.1|SLEB
OG0005973	LOC117894403|XP_034657305.1|DSUB	LOC115622582|XP_030372433.1|SLEB
OG0005974	LOC117894693|XP_034657763.1|DSUB	LOC115624558|XP_030375145.1|SLEB
OG0005975	LOC117894244|XP_034657074.1|DSUB	LOC115632663|XP_030385756.1|SLEB, LOC115630024|XP_030382520.1|SLEB
OG0005976	LOC117897712|XP_034662625.1|DSUB	LOC115624063|XP_030374509.1|SLEB
OG0005977	LOC117892606|XP_034654838.1|DSUB	LOC115623108|XP_030373177.1|SLEB
OG0005978	LOC117890081|XP_034650630.1|DSUB	LOC115634532|XP_030388201.1|SLEB
OG0005979	LOC117892149|XP_034654085.1|DSUB	LOC115624688|XP_030375354.1|SLEB
OG0005980	LOC117889986|XP_034650460.1|DSUB	LOC115628146|XP_030379977.1|SLEB
OG0005981	LOC117896273|XP_034660370.1|DSUB	LOC115626711|XP_030378006.1|SLEB
OG0005983	LOC117892322|XP_034654369.1|DSUB	LOC115627339|XP_030378844.1|SLEB
OG0005984	LOC117901080|XP_034667597.1|DSUB	LOC115627063|XP_030378469.1|SLEB
OG0005985	LOC117898397|XP_034663649.1|DSUB	LOC115626962|XP_030378337.1|SLEB
OG0005986	LOC117903855|XP_034672217.1|DSUB	LOC115629854|XP_030382296.1|SLEB
OG0005987	LOC117903399|XP_034671278.1|DSUB	LOC115629532|XP_030381868.1|SLEB
OG0005988	LOC117892191|XP_034654169.1|DSUB	LOC115624737|XP_030375422.1|SLEB
OG0005989	LOC117891500|XP_034652880.1|DSUB	LOC115631713|XP_030384404.1|SLEB
OG0005990	LOC117890028|XP_034650534.1|DSUB	LOC115634554|XP_030388230.1|SLEB, LOC115627594|XP_030379177.1|SLEB
OG0005991	LOC117892293|XP_034654326.1|DSUB	LOC115634331|XP_030387848.1|SLEB
OG0005992	LOC117895440|XP_034658994.1|DSUB	LOC115622936|XP_030372926.1|SLEB
OG0005993	LOC117895441|XP_034658996.1|DSUB	LOC115622426|XP_030372222.1|SLEB
OG0005994	LOC117895779|XP_034659566.1|DSUB	LOC115626032|XP_030377143.1|SLEB, LOC115628160|XP_030379992.1|SLEB
OG0005996	LOC117894795|XP_034657915.1|DSUB	LOC115633099|XP_030386340.1|SLEB
OG0005997	LOC117890563|XP_034651388.1|DSUB	LOC115629916|XP_030382382.1|SLEB, LOC115629156|XP_030381391.1|SLEB
OG0005998	LOC117893211|XP_034655630.1|DSUB	LOC115632543|XP_030385618.1|SLEB
OG0005999	LOC117895015|XP_034658257.1|DSUB	LOC115628276|XP_030380165.1|SLEB
OG0006000	LOC117890704|XP_034651612.1|DSUB	LOC115631788|XP_030384489.1|SLEB
OG0006001	LOC117893672|XP_034656252.1|DSUB	LOC115622345|XP_030372117.1|SLEB
OG0006002	LOC117890370|XP_034651056.1|DSUB	LOC115631768|XP_030384467.1|SLEB
OG0006003	LOC117895739|XP_034659497.1|DSUB	LOC115624672|XP_030375329.1|SLEB
OG0006005	LOC117890781|XP_034651743.1|DSUB	LOC115633775|XP_030387109.1|SLEB
OG0006006	LOC117891777|XP_034653334.1|DSUB	LOC115624730|XP_030375416.1|SLEB
OG0006007	LOC117891758|XP_034653264.1|DSUB	LOC115624624|XP_030375238.1|SLEB
OG0006008	LOC117901547|XP_034668231.1|DSUB	LOC115631979|XP_030384740.1|SLEB
OG0006009	LOC117894082|XP_034656837.1|DSUB	LOC115630064|XP_030382557.1|SLEB
OG0006010	LOC117894782|XP_034657899.1|DSUB	LOC115624956|XP_030375669.1|SLEB
OG0006011	LOC117895109|XP_034658403.1|DSUB	LOC115632310|XP_030385271.1|SLEB
OG0006012	LOC117893241|XP_034655692.1|DSUB	LOC115622370|XP_030372147.1|SLEB
OG0006013	LOC117892667|XP_034654947.1|DSUB	LOC115625990|XP_030377134.1|SLEB
OG0006014	LOC117894326|XP_034657201.1|DSUB	LOC115622821|XP_030372756.1|SLEB
OG0006015	LOC117890095|XP_034650649.1|DSUB	LOC115627062|XP_030378472.1|SLEB
OG0006016	LOC117892290|XP_034654322.1|DSUB	LOC115634329|XP_030387846.1|SLEB
OG0006017	LOC117892512|XP_034654685.1|DSUB	LOC115624608|XP_030375218.1|SLEB
OG0006018	LOC117892234|XP_034654229.1|DSUB	LOC115622123|XP_030371839.1|SLEB
OG0006019	LOC117890149|XP_034650729.1|DSUB	LOC115633766|XP_030387100.1|SLEB
OG0006020	LOC117894085|XP_034656843.1|DSUB	LOC115625643|XP_030376634.1|SLEB
OG0006021	LOC117895649|XP_034659323.1|DSUB	LOC115624633|XP_030375252.1|SLEB
