Orthogroup	DSUB.longest_only	DEUG.longest_only
OG0005871	LOC117894995|XP_034658236.1|DSUB	LOC108118392|XP_017086558.1|DEUG
OG0005872	LOC117896470|XP_034660695.1|DSUB	LOC108109554|XP_017073614.1|DEUG
OG0005873	LOC117898192|XP_034663302.1|DSUB	LOC108108292|XP_017071785.1|DEUG
OG0005874	LOC117893273|XP_034655733.1|DSUB	LOC108110057|XP_017074423.1|DEUG
OG0005875	LOC117891173|XP_034652387.1|DSUB	LOC108109275|XP_017073256.1|DEUG
OG0005876	LOC117897198|XP_034661795.1|DSUB	LOC108110294|XP_017074781.1|DEUG
OG0005877	LOC117891782|XP_034653384.1|DSUB	LOC108104938|XP_017066785.1|DEUG
OG0005878	LOC117903188|XP_034670941.1|DSUB	LOC108103854|XP_017065044.1|DEUG
OG0005879	LOC117891691|XP_034653172.1|DSUB	LOC108117459|XP_017085372.1|DEUG
OG0005880	LOC117895682|XP_034659400.1|DSUB	LOC108108814|XP_017072489.1|DEUG
OG0005881	LOC117894166|XP_034656958.1|DSUB	LOC108106025|XP_017068363.1|DEUG
OG0005882	LOC117894046|XP_034656791.1|DSUB	LOC108102984|XP_017063783.1|DEUG
OG0005883	LOC117894714|XP_034657786.1|DSUB	LOC108104678|XP_017066358.1|DEUG
OG0005884	LOC117893476|XP_034655990.1|DSUB	LOC108114563|XP_017081102.1|DEUG
OG0005885	LOC117894980|XP_034658211.1|DSUB	LOC108105985|XP_017068304.1|DEUG
OG0005886	LOC117894400|XP_034657299.1|DSUB	LOC108107561|XP_017070604.1|DEUG
OG0005887	LOC117894160|XP_034656947.1|DSUB	LOC108105996|XP_017068322.1|DEUG
OG0005888	LOC117895542|XP_034659135.1|DSUB	LOC108116768|XP_017084286.1|DEUG
OG0005889	LOC117893306|XP_034655775.1|DSUB	LOC108108026|XP_017071379.1|DEUG
OG0005890	LOC117890536|XP_034651352.1|DSUB	LOC108103683|XP_017064761.1|DEUG
OG0005891	LOC117895481|XP_034659051.1|DSUB	LOC108114447|XP_017080935.1|DEUG
OG0005892	LOC117895073|XP_034658353.1|DSUB	LOC108114543|XP_017081077.1|DEUG
OG0005893	LOC117893679|XP_034656259.1|DSUB	LOC108104297|XP_017065760.1|DEUG
OG0005894	LOC117893680|XP_034656260.1|DSUB	LOC108104298|XP_017065761.1|DEUG
OG0005895	LOC117893681|XP_034656261.1|DSUB	LOC108104299|XP_017065762.1|DEUG
OG0005896	LOC117895207|XP_034658587.1|DSUB	LOC108114638|XP_017081196.1|DEUG
OG0005897	LOC117894219|XP_034657026.1|DSUB	LOC108104016|XP_017065335.1|DEUG, LOC108113832|XP_017080029.1|DEUG
OG0005898	LOC117903641|XP_034671815.1|DSUB	LOC108110039|XP_017074386.1|DEUG
OG0005899	LOC117890897|XP_034651882.1|DSUB	LOC108113225|XP_017079251.1|DEUG
OG0005900	LOC117900230|XP_034666407.1|DSUB	LOC108110864|XP_017075600.1|DEUG
OG0005901	LOC117889989|XP_034650463.1|DSUB	LOC108112953|XP_017078842.1|DEUG
OG0005902	LOC117890737|XP_034651680.1|DSUB	LOC108106512|XP_017069095.1|DEUG
OG0005903	LOC117899602|XP_034665616.1|DSUB	LOC108116377|XP_017083706.1|DEUG
OG0005904	LOC117898566|XP_034663944.1|DSUB	LOC108116659|XP_017084139.1|DEUG
OG0005905	LOC117895307|XP_034658758.1|DSUB	LOC108107887|XP_017071166.1|DEUG
OG0005906	LOC117895721|XP_034659469.1|DSUB	LOC108108508|XP_017072065.1|DEUG
OG0005907	LOC117894972|XP_034658200.1|DSUB	LOC108114335|XP_017080750.1|DEUG
OG0005908	LOC117895834|XP_034659663.1|DSUB	LOC108117348|XP_017085210.1|DEUG
OG0005909	LOC117893925|XP_034656597.1|DSUB	LOC108108805|XP_017072477.1|DEUG
OG0005910	LOC117890432|XP_034651152.1|DSUB	LOC108113083|XP_017079018.1|DEUG
OG0005911	LOC117890434|XP_034651154.1|DSUB	LOC108113084|XP_017079019.1|DEUG
OG0005912	LOC117891599|XP_034653021.1|DSUB	LOC108112657|XP_017078276.1|DEUG
OG0005913	LOC117897817|XP_034662758.1|DSUB	LOC108115652|XP_017082696.1|DEUG
OG0005914	LOC117892337|XP_034654381.1|DSUB	LOC108106264|XP_017068719.1|DEUG
OG0005915	LOC117892338|XP_034654382.1|DSUB	LOC108106586|XP_017069257.1|DEUG
OG0005916	LOC117891656|XP_034653101.1|DSUB	LOC108109184|XP_017073103.1|DEUG
OG0005917	LOC117891822|XP_034653450.1|DSUB	LOC108111909|XP_017077037.1|DEUG
OG0005918	LOC117903814|XP_034672145.1|DSUB	LOC108117438|XP_017085347.1|DEUG
OG0005919	LOC117891382|XP_034652712.1|DSUB	LOC108104758|XP_017066482.1|DEUG
OG0005920	LOC117890463|XP_034651202.1|DSUB	LOC108113067|XP_017078994.1|DEUG
OG0005921	LOC117893572|XP_034656135.1|DSUB	LOC108113715|XP_017079889.1|DEUG
OG0005922	LOC117903248|XP_034671042.1|DSUB, LOC117891875|XP_034653535.1|DSUB	LOC108104385|XP_017065911.1|DEUG
OG0005923	LOC117894771|XP_034657885.1|DSUB	LOC108108224|XP_017071681.1|DEUG
OG0005924	LOC117894777|XP_034657894.1|DSUB	LOC108106011|XP_017068346.1|DEUG
OG0005925	LOC117894287|XP_034657137.1|DSUB	LOC108108197|XP_017071638.1|DEUG
OG0005926	LOC117896346|XP_034660484.1|DSUB	LOC108103432|XP_017064391.1|DEUG
OG0005927	LOC117899523|XP_034665472.1|DSUB	LOC108115298|XP_017082182.1|DEUG
OG0005928	LOC117891169|XP_034652386.1|DSUB	LOC108109693|XP_017073793.1|DEUG
OG0005929	LOC117893554|XP_034656100.1|DSUB	LOC108114195|XP_017080502.1|DEUG
OG0005930	LOC117892424|XP_034654549.1|DSUB	LOC108106336|XP_017068800.1|DEUG
OG0005931	LOC117890263|XP_034650911.1|DSUB	LOC108114920|XP_017081596.1|DEUG
OG0005932	LOC117891686|XP_034653156.1|DSUB	LOC108113122|XP_017079112.1|DEUG
OG0005933	LOC117892295|XP_034654329.1|DSUB	LOC108104537|XP_017066160.1|DEUG
OG0005934	LOC117890526|XP_034651335.1|DSUB	LOC108106494|XP_017069073.1|DEUG
OG0005935	LOC117892902|XP_034655092.1|DSUB	LOC108116771|XP_017084290.1|DEUG
OG0005936	LOC117899970|XP_034666019.1|DSUB	LOC108107167|XP_017070069.1|DEUG
OG0005937	LOC117893002|XP_034655247.1|DSUB	LOC108116774|XP_017084294.1|DEUG
OG0005938	LOC117889946|XP_034650374.1|DSUB	LOC108112944|XP_017078830.1|DEUG
OG0005939	LOC117901309|XP_034667913.1|DSUB	LOC108102966|XP_017063756.1|DEUG
OG0005940	LOC117892084|XP_034653964.1|DSUB	LOC108112840|XP_017078637.1|DEUG
OG0005941	LOC117891199|XP_034652426.1|DSUB	LOC108107436|XP_017070462.1|DEUG
OG0005942	LOC117891757|XP_034653260.1|DSUB	LOC108111621|XP_017076642.1|DEUG
OG0005943	LOC117892570|XP_034654783.1|DSUB	LOC108114904|XP_017081566.1|DEUG
OG0005944	LOC117890963|XP_034651993.1|DSUB	LOC108114919|XP_017081595.1|DEUG
OG0005945	LOC117890005|XP_034650486.1|DSUB	LOC108112769|XP_017078521.1|DEUG
OG0005946	LOC117892590|XP_034654820.1|DSUB	LOC108112307|XP_017077621.1|DEUG
OG0005947	LOC117892004|XP_034653781.1|DSUB	LOC108112538|XP_017077953.1|DEUG
OG0005948	LOC117894860|XP_034658008.1|DSUB	LOC108108555|XP_017072125.1|DEUG
OG0005949	LOC117893283|XP_034655740.1|DSUB	LOC108108678|XP_017072272.1|DEUG
OG0005950	LOC117900461|XP_034666728.1|DSUB	LOC108112296|XP_017077613.1|DEUG
OG0005951	LOC117895876|XP_034659765.1|DSUB	LOC108114577|XP_017081118.1|DEUG
OG0005952	LOC117900460|XP_034666726.1|DSUB	LOC108112287|XP_017077603.1|DEUG
OG0005953	LOC117899962|XP_034666008.1|DSUB	LOC108115547|XP_017082541.1|DEUG
OG0005954	LOC117902666|XP_034670087.1|DSUB	LOC108115534|XP_017082525.1|DEUG
OG0005955	LOC117896408|XP_034660615.1|DSUB	LOC108109865|XP_017074146.1|DEUG
OG0005956	LOC117891737|XP_034653222.1|DSUB	LOC108112879|XP_017078713.1|DEUG
OG0005957	LOC117896840|XP_034661250.1|DSUB	LOC108117556|XP_017085554.1|DEUG
OG0005958	LOC117897502|XP_034662283.1|DSUB	LOC108113656|XP_017079817.1|DEUG
OG0005959	LOC117900042|XP_034666122.1|DSUB	LOC108110907|XP_017075657.1|DEUG
OG0005960	LOC117903456|XP_034671384.1|DSUB	LOC108106040|XP_017068380.1|DEUG
OG0005961	LOC117891565|XP_034652977.1|DSUB	LOC108112653|XP_017078273.1|DEUG
OG0005962	LOC117889880|XP_034650280.1|DSUB	LOC108108872|XP_017072579.1|DEUG
OG0005963	LOC117901610|XP_034668320.1|DSUB	LOC108112457|XP_017077802.1|DEUG
OG0005964	LOC117892009|XP_034653791.1|DSUB	LOC108113200|XP_017079219.1|DEUG
OG0005965	LOC117890358|XP_034651043.1|DSUB	LOC108104811|XP_017066582.1|DEUG
OG0005966	LOC117891057|XP_034652121.1|DSUB	LOC108106745|XP_017069472.1|DEUG
OG0005967	LOC117891245|XP_034652482.1|DSUB	LOC108109165|XP_017073077.1|DEUG
OG0005968	LOC117890402|XP_034651102.1|DSUB	LOC108109280|XP_017073261.1|DEUG
OG0005969	LOC117891021|XP_034652075.1|DSUB	LOC108107452|XP_017070490.1|DEUG
OG0005970	LOC117893807|XP_034656446.1|DSUB	LOC108114664|XP_017081232.1|DEUG
OG0005971	LOC117891152|XP_034652298.1|DSUB	LOC108106416|XP_017068928.1|DEUG
OG0005972	LOC117894241|XP_034657066.1|DSUB	LOC108114530|XP_017081054.1|DEUG
OG0005973	LOC117894403|XP_034657305.1|DSUB	LOC108107562|XP_017070608.1|DEUG
OG0005974	LOC117894693|XP_034657763.1|DSUB	LOC108114328|XP_017080736.1|DEUG
OG0005975	LOC117894244|XP_034657074.1|DSUB	LOC108114618|XP_017081174.1|DEUG
OG0005976	LOC117897712|XP_034662625.1|DSUB	LOC108105291|XP_017067272.1|DEUG
OG0005977	LOC117892606|XP_034654838.1|DSUB	LOC108109252|XP_017073223.1|DEUG
OG0005978	LOC117890081|XP_034650630.1|DSUB	LOC108112479|XP_017077827.1|DEUG
OG0005979	LOC117892149|XP_034654085.1|DSUB	LOC108112049|XP_017077291.1|DEUG
OG0005980	LOC117889986|XP_034650460.1|DSUB	LOC108113360|XP_017079413.1|DEUG
OG0005981	LOC117896273|XP_034660370.1|DSUB	LOC108104348|XP_017065842.1|DEUG
OG0005982	LOC117891792|XP_034653355.1|DSUB	LOC108113317|XP_017079362.1|DEUG
OG0005983	LOC117892322|XP_034654369.1|DSUB	LOC108105029|XP_017066915.1|DEUG
OG0005984	LOC117901080|XP_034667597.1|DSUB	LOC108105368|XP_017067390.1|DEUG
OG0005985	LOC117898397|XP_034663649.1|DSUB	LOC108111852|XP_017076950.1|DEUG
OG0005986	LOC117903855|XP_034672217.1|DSUB	LOC108117621|XP_017085638.1|DEUG
OG0005987	LOC117903399|XP_034671278.1|DSUB	LOC108105069|XP_017066978.1|DEUG
OG0005988	LOC117892191|XP_034654169.1|DSUB	LOC108106610|XP_017069298.1|DEUG
OG0005989	LOC117891500|XP_034652880.1|DSUB	LOC108106520|XP_017069114.1|DEUG
OG0005990	LOC117890028|XP_034650534.1|DSUB	LOC108113013|XP_017078923.1|DEUG
OG0005991	LOC117892293|XP_034654326.1|DSUB	LOC108104496|XP_017066099.1|DEUG
OG0005992	LOC117895440|XP_034658994.1|DSUB	LOC108114573|XP_017081113.1|DEUG
OG0005993	LOC117895441|XP_034658996.1|DSUB	LOC108114574|XP_017081114.1|DEUG
OG0005994	LOC117895779|XP_034659566.1|DSUB	LOC108108712|XP_017072333.1|DEUG
OG0005995	LOC117893861|XP_034656523.1|DSUB	LOC108114714|XP_017081305.1|DEUG
OG0005996	LOC117894795|XP_034657915.1|DSUB	LOC108108690|XP_017072284.1|DEUG
OG0005997	LOC117890563|XP_034651388.1|DSUB	LOC108113136|XP_017079132.1|DEUG
OG0005998	LOC117893211|XP_034655630.1|DSUB	LOC108104253|XP_017065691.1|DEUG
OG0005999	LOC117895015|XP_034658257.1|DSUB	LOC108104738|XP_017066464.1|DEUG
OG0006000	LOC117890704|XP_034651612.1|DSUB	LOC108112595|XP_017078134.1|DEUG
OG0006001	LOC117893672|XP_034656252.1|DSUB	LOC108107624|XP_017070682.1|DEUG
OG0006002	LOC117890370|XP_034651056.1|DSUB	LOC108107284|XP_017070227.1|DEUG
OG0006003	LOC117895739|XP_034659497.1|DSUB	LOC108104300|XP_017065763.1|DEUG
OG0006004	LOC117898488|XP_034663815.1|DSUB	LOC108114966|XP_017081662.1|DEUG
OG0006005	LOC117890781|XP_034651743.1|DSUB	LOC108106430|XP_017068947.1|DEUG
OG0006006	LOC117891777|XP_034653334.1|DSUB	LOC108109096|XP_017072968.1|DEUG
OG0006007	LOC117891758|XP_034653264.1|DSUB	LOC108111618|XP_017076637.1|DEUG
OG0006008	LOC117901547|XP_034668231.1|DSUB	LOC108110931|XP_017075701.1|DEUG
OG0006009	LOC117894082|XP_034656837.1|DSUB	LOC108114363|XP_017080799.1|DEUG
OG0006010	LOC117894782|XP_034657899.1|DSUB	LOC108108727|XP_017072349.1|DEUG
OG0006011	LOC117895109|XP_034658403.1|DSUB	LOC108104647|XP_017066316.1|DEUG
OG0006012	LOC117893241|XP_034655692.1|DSUB	LOC108114194|XP_017080494.1|DEUG
OG0006013	LOC117892667|XP_034654947.1|DSUB	LOC108112121|XP_017077361.1|DEUG
OG0006014	LOC117894326|XP_034657201.1|DSUB	LOC108104009|XP_017065322.1|DEUG
OG0006015	LOC117890095|XP_034650649.1|DSUB	LOC108106530|XP_017069154.1|DEUG
OG0006016	LOC117892290|XP_034654322.1|DSUB	LOC108104535|XP_017066158.1|DEUG
OG0006017	LOC117892512|XP_034654685.1|DSUB	LOC108106760|XP_017069489.1|DEUG
OG0006018	LOC117892234|XP_034654229.1|DSUB	LOC108111991|XP_017077208.1|DEUG
OG0006019	LOC117890149|XP_034650729.1|DSUB	LOC108113296|XP_017079336.1|DEUG
OG0006020	LOC117894085|XP_034656843.1|DSUB	LOC108114466|XP_017080963.1|DEUG
OG0006021	LOC117895649|XP_034659323.1|DSUB	LOC108107966|XP_017071295.1|DEUG
OG0006022	LOC117900044|XP_034666123.1|DSUB	LOC108111066|XP_017075883.1|DEUG
OG0006023	LOC117899254|XP_034665032.1|DSUB	LOC108113603|XP_017079747.1|DEUG
OG0006024	LOC117903527|XP_034671537.1|DSUB	LOC108103795|XP_017064915.1|DEUG
OG0006025	LOC117889937|XP_034650360.1|DSUB	LOC108106522|XP_017069119.1|DEUG
OG0006026	LOC117899263|XP_034665049.1|DSUB	LOC108115645|XP_017082688.1|DEUG
OG0006027	LOC117892707|XP_034655012.1|DSUB	LOC108114892|XP_017081539.1|DEUG
OG0006028	LOC117891568|XP_034652982.1|DSUB	LOC108106775|XP_017069505.1|DEUG
OG0006029	LOC117892294|XP_034654327.1|DSUB	LOC108104548|XP_017066178.1|DEUG
OG0006030	LOC117897798|XP_034662739.1|DSUB	LOC108117508|XP_017085485.1|DEUG
OG0006031	LOC117892638|XP_034654884.1|DSUB	LOC108106759|XP_017069487.1|DEUG
OG0006032	LOC117889602|XP_034649911.1|DSUB	LOC108117710|XP_017085751.1|DEUG
OG0006033	LOC117892511|XP_034654684.1|DSUB	LOC108106755|XP_017069484.1|DEUG
OG0006034	LOC117898707|XP_034664215.1|DSUB	LOC108110157|XP_017074568.1|DEUG
OG0006035	LOC117898976|XP_034664608.1|DSUB	LOC108116413|XP_017083786.1|DEUG
OG0006036	LOC117900449|XP_034666710.1|DSUB	LOC108110508|XP_017075077.1|DEUG
OG0006037	LOC117891909|XP_034653622.1|DSUB	LOC108106534|XP_017069161.1|DEUG
OG0006038	LOC117897492|XP_034662274.1|DSUB	LOC108115397|XP_017082323.1|DEUG
OG0006039	LOC117891453|XP_034652825.1|DSUB	LOC108111623|XP_017076646.1|DEUG
OG0006040	LOC117891150|XP_034652294.1|DSUB	LOC108106248|XP_017068703.1|DEUG
OG0006041	LOC117893958|XP_034656647.1|DSUB	LOC108103702|XP_017064787.1|DEUG
OG0006042	LOC117891751|XP_034653249.1|DSUB	LOC108112512|XP_017077889.1|DEUG
OG0006043	LOC117892929|XP_034655136.1|DSUB	LOC108108628|XP_017072217.1|DEUG
OG0006044	LOC117903349|XP_034671190.1|DSUB	LOC108105462|XP_017067551.1|DEUG
OG0006045	LOC117891013|XP_034652062.1|DSUB	LOC108110353|XP_017074881.1|DEUG
OG0006046	LOC117892115|XP_034654023.1|DSUB	LOC108112924|XP_017078805.1|DEUG
OG0006047	LOC117893022|XP_034655270.1|DSUB	LOC108106023|XP_017068361.1|DEUG
OG0006048	LOC117893234|XP_034655682.1|DSUB	LOC108114650|XP_017081211.1|DEUG
OG0006049	LOC117891059|XP_034652162.1|DSUB	LOC108102932|XP_017063682.1|DEUG
OG0006050	LOC117898384|XP_034663630.1|DSUB	LOC108105208|XP_017067150.1|DEUG
OG0006051	LOC117894130|XP_034656915.1|DSUB	LOC108117550|XP_017085551.1|DEUG
OG0006052	LOC117892648|XP_034654894.1|DSUB	LOC108107374|XP_017070370.1|DEUG
OG0006053	LOC117894626|XP_034657683.1|DSUB	LOC108109900|XP_017074196.1|DEUG
OG0006054	LOC117902997|XP_034670609.1|DSUB	LOC108108672|XP_017072269.1|DEUG
OG0006055	LOC117898584|XP_034664019.1|DSUB	LOC108111815|XP_017076908.1|DEUG
OG0006056	LOC117891753|XP_034653256.1|DSUB	LOC108113228|XP_017079254.1|DEUG
OG0006057	LOC117895133|XP_034658441.1|DSUB	LOC108102845|XP_017063526.1|DEUG
OG0006058	LOC117899744|XP_034665879.1|DSUB	LOC108117262|XP_017085104.1|DEUG
OG0006059	LOC117895308|XP_034658759.1|DSUB	LOC108107969|XP_017071298.1|DEUG
OG0006060	LOC117895310|XP_034658761.1|DSUB	LOC108107971|XP_017071302.1|DEUG
OG0006061	LOC117895280|XP_034658750.1|DSUB	LOC108117700|XP_017085727.1|DEUG
OG0006062	LOC117897618|XP_034662475.1|DSUB	LOC108116342|XP_017083646.1|DEUG
OG0006063	LOC117901997|XP_034668902.1|DSUB	LOC108111169|XP_017076037.1|DEUG
OG0006064	LOC117890701|XP_034651602.1|DSUB	LOC108106591|XP_017069263.1|DEUG
OG0006065	LOC117895588|XP_034659228.1|DSUB	LOC108107687|XP_017070780.1|DEUG
OG0006066	LOC117890641|XP_034651484.1|DSUB	LOC108112130|XP_017077369.1|DEUG
OG0006067	LOC117891723|XP_034653206.1|DSUB	LOC108104472|XP_017066026.1|DEUG
OG0006068	LOC117897734|XP_034662663.1|DSUB	LOC108105010|XP_017066879.1|DEUG
OG0006069	LOC117894877|XP_034658035.1|DSUB	LOC108108612|XP_017072200.1|DEUG
OG0006070	LOC117895689|XP_034659413.1|DSUB	LOC108108677|XP_017072271.1|DEUG
OG0006071	LOC117897650|XP_034662516.1|DSUB	LOC108115863|XP_017082977.1|DEUG
OG0006072	LOC117895595|XP_034659236.1|DSUB	LOC108107574|XP_017070624.1|DEUG
OG0006073	LOC117894189|XP_034656994.1|DSUB	LOC108104745|XP_017066475.1|DEUG
OG0006074	LOC117903326|XP_034671160.1|DSUB	LOC108104352|XP_017065847.1|DEUG
OG0006075	LOC117902155|XP_034669186.1|DSUB	LOC108117430|XP_017085332.1|DEUG
OG0006076	LOC117889721|XP_034650032.1|DSUB	LOC108106800|XP_017069533.1|DEUG
OG0006077	LOC117894043|XP_034656783.1|DSUB	LOC108108750|XP_017072397.1|DEUG
OG0006078	LOC117895719|XP_034659468.1|DSUB	LOC108108781|XP_017072441.1|DEUG
OG0006079	LOC117893105|XP_034655429.1|DSUB	LOC108114197|XP_017080504.1|DEUG
OG0006080	LOC117893360|XP_034655842.1|DSUB	LOC108117350|XP_017085214.1|DEUG
OG0006081	LOC117891383|XP_034652713.1|DSUB	LOC108104797|XP_017066555.1|DEUG
OG0006082	LOC117891394|XP_034652727.1|DSUB	LOC108104818|XP_017066591.1|DEUG
OG0006083	LOC117894665|XP_034657732.1|DSUB	LOC108108532|XP_017072093.1|DEUG
OG0006084	LOC117895655|XP_034659359.1|DSUB	LOC108118229|XP_017086300.1|DEUG
OG0006085	LOC117895681|XP_034659399.1|DSUB	LOC108108813|XP_017072488.1|DEUG
OG0006086	LOC117895687|XP_034659405.1|DSUB	LOC108108816|XP_017072496.1|DEUG
OG0006087	LOC117892119|XP_034654039.1|DSUB	LOC108112925|XP_017078806.1|DEUG
OG0006088	LOC117893596|XP_034656161.1|DSUB	LOC108108652|XP_017072244.1|DEUG
OG0006089	LOC117900868|XP_034667319.1|DSUB	LOC108104439|XP_017065987.1|DEUG
OG0006090	LOC117894799|XP_034657920.1|DSUB	LOC108114253|XP_017080636.1|DEUG
OG0006091	LOC117894102|XP_034656868.1|DSUB	LOC108114595|XP_017081140.1|DEUG
OG0006092	LOC117903051|XP_034670681.1|DSUB	LOC108103874|XP_017065089.1|DEUG
OG0006093	LOC117891450|XP_034652821.1|DSUB	LOC108104809|XP_017066580.1|DEUG
OG0006094	LOC117895036|XP_034658301.1|DSUB	LOC108114584|XP_017081127.1|DEUG
OG0006095	LOC117891774|XP_034653328.1|DSUB	LOC108104528|XP_017066149.1|DEUG
OG0006096	LOC117892225|XP_034654219.1|DSUB	LOC108106658|XP_017069368.1|DEUG
OG0006097	LOC117895875|XP_034659761.1|DSUB	LOC108108504|XP_017072059.1|DEUG
OG0006098	LOC117901704|XP_034668464.1|DSUB	LOC108104186|XP_017065615.1|DEUG
OG0006099	LOC117890499|XP_034651282.1|DSUB	LOC108106389|XP_017068884.1|DEUG
OG0006100	LOC117890650|XP_034651494.1|DSUB	LOC108113286|XP_017079325.1|DEUG
OG0006101	LOC117901760|XP_034668539.1|DSUB	LOC108110889|XP_017075636.1|DEUG
OG0006102	LOC117890912|XP_034651918.1|DSUB	LOC108109235|XP_017073196.1|DEUG
OG0006103	LOC117903703|XP_034671939.1|DSUB	LOC108117596|XP_017085599.1|DEUG
OG0006104	LOC117898917|XP_034664520.1|DSUB	LOC108104931|XP_017066773.1|DEUG
OG0006105	LOC117896527|XP_034660793.1|DSUB	LOC108104932|XP_017066774.1|DEUG
OG0006106	LOC117894300|XP_034657156.1|DSUB	LOC108108788|XP_017072451.1|DEUG
OG0006107	LOC117891694|XP_034653174.1|DSUB	LOC108109107|XP_017072984.1|DEUG
OG0006108	LOC117902943|XP_034670449.1|DSUB	LOC108118530|XP_017086768.1|DEUG
OG0006109	LOC117894312|XP_034657169.1|DSUB	LOC108116766|XP_017084281.1|DEUG
OG0006110	LOC117895009|XP_034658250.1|DSUB	LOC108108493|XP_017072036.1|DEUG
OG0006111	LOC117889951|XP_034650397.1|DSUB	LOC108109161|XP_017073073.1|DEUG
OG0006112	LOC117892166|XP_034654123.1|DSUB	LOC108107346|XP_017070334.1|DEUG
OG0006113	LOC117894473|XP_034657464.1|DSUB	LOC108114175|XP_017080469.1|DEUG
OG0006114	LOC117896290|XP_034660399.1|DSUB	LOC108116044|XP_017083232.1|DEUG
OG0006115	LOC117890857|XP_034651834.1|DSUB	LOC108106364|XP_017068833.1|DEUG
OG0006116	LOC117890504|XP_034651290.1|DSUB	LOC108106748|XP_017069476.1|DEUG
OG0006117	LOC117891577|XP_034652992.1|DSUB	LOC108112656|XP_017078275.1|DEUG
OG0006118	LOC117892130|XP_034654056.1|DSUB	LOC108112616|XP_017078196.1|DEUG
OG0006119	LOC117891517|XP_034652904.1|DSUB	LOC108106687|XP_017069409.1|DEUG
OG0006120	LOC117891701|XP_034653184.1|DSUB	LOC108112187|XP_017077488.1|DEUG, LOC108118268|XP_017086355.1|DEUG
OG0006121	LOC117894974|XP_034658203.1|DSUB	LOC108108754|XP_017072402.1|DEUG
OG0006122	LOC117902915|XP_034670380.1|DSUB	LOC108108884|XP_017072601.1|DEUG
OG0006123	LOC117891224|XP_034652461.1|DSUB	LOC108107472|XP_017070508.1|DEUG
OG0006124	LOC117898946|XP_034664559.1|DSUB	LOC108116571|XP_017084001.1|DEUG, LOC108116529|XP_017083957.1|DEUG
OG0006125	LOC117895841|XP_034659684.1|DSUB	LOC108108058|XP_017071422.1|DEUG
OG0006126	LOC117893296|XP_034655760.1|DSUB	LOC108102751|XP_017063392.1|DEUG
OG0006127	LOC117893818|XP_034656461.1|DSUB	LOC108104291|XP_017065754.1|DEUG
OG0006128	LOC117895554|XP_034659151.1|DSUB	LOC108118244|XP_017086322.1|DEUG
OG0006129	LOC117893696|XP_034656276.1|DSUB	LOC108104296|XP_017065759.1|DEUG
OG0006130	LOC117893146|XP_034655498.1|DSUB	LOC108118214|XP_017086273.1|DEUG
OG0006131	LOC117895120|XP_034658419.1|DSUB	LOC108118219|XP_017086284.1|DEUG
OG0006132	LOC117895122|XP_034658422.1|DSUB	LOC108118238|XP_017086312.1|DEUG
OG0006133	LOC117893147|XP_034655499.1|DSUB	LOC108118215|XP_017086274.1|DEUG
OG0006134	LOC117893205|XP_034655620.1|DSUB	LOC108104287|XP_017065746.1|DEUG
OG0006135	LOC117895835|XP_034659666.1|DSUB	LOC108118213|XP_017086271.1|DEUG
OG0006136	LOC117895843|XP_034659687.1|DSUB	LOC108108060|XP_017071426.1|DEUG
OG0006137	LOC117893788|XP_034656423.1|DSUB	LOC108104258|XP_017065695.1|DEUG
OG0006138	LOC117892072|XP_034653951.1|DSUB	LOC108105396|XP_017067430.1|DEUG
OG0006139	LOC117889928|XP_034650346.1|DSUB	LOC108104561|XP_017066193.1|DEUG
OG0006140	LOC117891746|XP_034653243.1|DSUB	LOC108107388|XP_017070394.1|DEUG
OG0006141	LOC117892008|XP_034653790.1|DSUB	LOC108112905|XP_017078761.1|DEUG
OG0006142	LOC117892933|XP_034655142.1|DSUB	LOC108108516|XP_017072075.1|DEUG
OG0006143	LOC117895761|XP_034659524.1|DSUB	LOC108114471|XP_017080968.1|DEUG
OG0006144	LOC117895490|XP_034659077.1|DSUB	LOC108105992|XP_017068315.1|DEUG
OG0006145	LOC117894156|XP_034656944.1|DSUB	LOC108107569|XP_017070617.1|DEUG
OG0006146	LOC117902296|XP_034669467.1|DSUB	LOC108106137|XP_017068518.1|DEUG
OG0006147	LOC117896233|XP_034660269.1|DSUB	LOC108110253|XP_017074733.1|DEUG
OG0006148	LOC117893132|XP_034655473.1|DSUB	LOC108114421|XP_017080897.1|DEUG
OG0006149	LOC117895767|XP_034659532.1|DSUB	LOC108114474|XP_017080972.1|DEUG
OG0006150	LOC117895758|XP_034659522.1|DSUB	LOC108114470|XP_017080966.1|DEUG
OG0006151	LOC117901995|XP_034668900.1|DSUB	LOC108110772|XP_017075478.1|DEUG
OG0006152	LOC117898862|XP_034664431.1|DSUB	LOC108113761|XP_017079946.1|DEUG
OG0006153	LOC117890519|XP_034651315.1|DSUB	LOC108113337|XP_017079385.1|DEUG
OG0006154	LOC117899592|XP_034665602.1|DSUB	LOC108113696|XP_017079862.1|DEUG
OG0006155	LOC117897639|XP_034662505.1|DSUB	LOC108109845|XP_017074090.1|DEUG
OG0006156	LOC117899495|XP_034665435.1|DSUB	LOC108109493|XP_017073519.1|DEUG
OG0006157	LOC117891030|XP_034652084.1|DSUB	LOC108107490|XP_017070525.1|DEUG
OG0006158	LOC117895637|XP_034659290.1|DSUB	LOC108107730|XP_017070867.1|DEUG
OG0006159	LOC117891571|XP_034652984.1|DSUB	LOC108106792|XP_017069526.1|DEUG
