Orthogroup	DSUB.longest_only	CQUI.longest_only
OG0004323	LOC117895696|XP_034659434.1|DSUB	LOC6047680|XP_038106637.1|CQUI
OG0004324	LOC117902668|XP_034670089.1|DSUB	LOC6047679|XP_001864709.2|CQUI
OG0004325	LOC117891298|XP_034652596.1|DSUB	LOC6047673|XP_001864704.1|CQUI
OG0004326	LOC117891294|XP_034652590.1|DSUB	LOC6044177|XP_038110207.1|CQUI
OG0004327	LOC117903450|XP_034671374.1|DSUB	LOC6040765|XP_038112124.1|CQUI
OG0004328	LOC117891460|XP_034652834.1|DSUB	LOC6040780|XP_001850125.2|CQUI, LOC6051636|XP_001868042.1|CQUI
OG0004330	LOC117891335|XP_034652646.1|DSUB	LOC6036622|XP_038111446.1|CQUI
OG0004331	LOC117890037|XP_034650546.1|DSUB	LOC6036630|XP_001846657.1|CQUI
OG0004332	LOC117900036|XP_034666116.1|DSUB	LOC6051515|XP_001867950.2|CQUI
OG0004333	LOC117902578|XP_034669963.1|DSUB	LOC6044815|XP_001862266.2|CQUI
OG0004334	LOC117901750|XP_034668527.1|DSUB	LOC6044817|XP_038109304.1|CQUI
OG0004335	LOC117892332|XP_034654376.1|DSUB	LOC6045076|XP_001862488.1|CQUI
OG0004336	LOC117891980|XP_034653746.1|DSUB	LOC6045072|XP_001862484.1|CQUI
OG0004337	LOC117902818|XP_034670335.1|DSUB	LOC6045069|XP_001862481.1|CQUI
OG0004338	LOC117894482|XP_034657476.1|DSUB	LOC6038117|XP_038111473.1|CQUI
OG0004339	LOC117891054|XP_034652117.1|DSUB	LOC6054142|XP_001870105.1|CQUI
OG0004340	LOC117891053|XP_034652116.1|DSUB	LOC6038113|XP_001847950.2|CQUI
OG0004341	LOC117892093|XP_034653978.1|DSUB	LOC6035706|XP_001845838.2|CQUI
OG0004342	LOC117891314|XP_034652617.1|DSUB	LOC6038374|XP_038112331.1|CQUI
OG0004343	LOC117890573|XP_034651400.1|DSUB	LOC6054184|XP_038108105.1|CQUI
OG0004344	LOC117892649|XP_034654897.1|DSUB	LOC6047105|XP_038111836.1|CQUI
OG0004345	LOC117901509|XP_034668170.1|DSUB	LOC119767536|XP_038112283.1|CQUI
OG0004346	LOC117891317|XP_034652622.1|DSUB	LOC6040287|XP_038111916.1|CQUI
OG0004347	LOC117890518|XP_034651313.1|DSUB	LOC6050443|XP_038107507.1|CQUI
OG0004348	LOC117889726|XP_034650039.1|DSUB	LOC6039651|XP_038113920.1|CQUI
OG0004349	LOC117892387|XP_034654488.1|DSUB	LOC6052069|XP_038109511.1|CQUI
OG0004350	LOC117891928|XP_034653653.1|DSUB	LOC6054402|XP_038108548.1|CQUI
OG0004351	LOC117891146|XP_034652284.1|DSUB	LOC6037695|XP_038114443.1|CQUI
OG0004352	LOC117896059|XP_034659963.1|DSUB	LOC6048300|XP_001865238.1|CQUI
OG0004353	LOC117898779|XP_034664306.1|DSUB	LOC6037703|XP_038114452.1|CQUI
OG0004354	LOC117898780|XP_034664307.1|DSUB	LOC6037704|XP_001847589.2|CQUI
OG0004355	LOC117897418|XP_034662137.1|DSUB	LOC6037719|XP_001847600.2|CQUI
OG0004356	LOC117892147|XP_034654084.1|DSUB	LOC6037729|XP_001847610.2|CQUI
OG0004357	LOC117891925|XP_034653647.1|DSUB	LOC6042464|XP_038112637.1|CQUI
OG0004358	LOC117890431|XP_034651151.1|DSUB	LOC6040550|XP_038108102.1|CQUI
OG0004359	LOC117891821|XP_034653444.1|DSUB	LOC6042450|XP_038107722.1|CQUI
OG0004360	LOC117894063|XP_034656807.1|DSUB	LOC6046092|XP_038121012.1|CQUI
OG0004361	LOC117897602|XP_034662451.1|DSUB	LOC6035961|XP_001846069.1|CQUI
OG0004362	LOC117895363|XP_034658837.1|DSUB	LOC6035958|XP_038113879.1|CQUI
OG0004363	LOC117897666|XP_034662558.1|DSUB	LOC6035948|XP_001846058.1|CQUI
OG0004364	LOC117891796|XP_034653361.1|DSUB	LOC6035932|XP_001846042.1|CQUI
OG0004365	LOC117891702|XP_034653185.1|DSUB	LOC6052171|XP_038112431.1|CQUI
OG0004366	LOC117900733|XP_034667099.1|DSUB	LOC6035703|XP_038113431.1|CQUI
OG0004367	LOC117895777|XP_034659564.1|DSUB	LOC6035696|XP_038109842.1|CQUI
OG0004368	LOC117895353|XP_034658828.1|DSUB	LOC6035688|XP_001845822.1|CQUI
OG0004369	LOC117892042|XP_034653858.1|DSUB	LOC6035666|XP_038111304.1|CQUI
OG0004370	LOC117890722|XP_034651656.1|DSUB	LOC6034169|XP_038109336.1|CQUI
OG0004371	LOC117903300|XP_034671123.1|DSUB	LOC119766864|XP_038109015.1|CQUI
OG0004372	LOC117891360|XP_034652686.1|DSUB	LOC119767097|XP_038110647.1|CQUI
OG0004373	LOC117892593|XP_034654823.1|DSUB	LOC6051247|XP_001867716.1|CQUI
OG0004374	LOC117891158|XP_034652306.1|DSUB	LOC6037820|XP_038110849.1|CQUI
OG0004375	LOC117893295|XP_034655759.1|DSUB	LOC6048572|XP_001865475.2|CQUI
OG0004376	LOC117894338|XP_034657214.1|DSUB	LOC6045914|XP_038110130.1|CQUI
OG0004377	LOC117893790|XP_034656424.1|DSUB	LOC6034186|XP_038109179.1|CQUI
OG0004378	LOC117890093|XP_034650644.1|DSUB	LOC6034196|XP_038108793.1|CQUI
OG0004379	LOC117891718|XP_034653202.1|DSUB	LOC6034214|XP_001844567.1|CQUI
OG0004380	LOC117891186|XP_034652409.1|DSUB	LOC6037825|XP_001847700.2|CQUI
OG0004381	LOC117898202|XP_034663314.1|DSUB	LOC6040362|XP_038112194.1|CQUI
OG0004382	LOC117892505|XP_034654672.1|DSUB	LOC6042953|XP_038108762.1|CQUI
OG0004383	LOC117891347|XP_034652668.1|DSUB	LOC6042951|XP_001870889.2|CQUI
OG0004384	LOC117891354|XP_034652677.1|DSUB	LOC6042950|XP_001870888.2|CQUI
OG0004385	LOC117892194|XP_034654176.1|DSUB	LOC6035908|XP_001846020.1|CQUI
OG0004386	LOC117890410|XP_034651113.1|DSUB	LOC6046619|XP_038108624.1|CQUI
OG0004387	LOC117895743|XP_034659500.1|DSUB	LOC6031716|XP_038113535.1|CQUI, LOC6031718|XP_038106145.1|CQUI
OG0004388	LOC117890218|XP_034650847.1|DSUB	LOC6031710|XP_038111077.1|CQUI
OG0004389	LOC117895824|XP_034659652.1|DSUB	LOC6031709|XP_038109086.1|CQUI
OG0004390	LOC117893813|XP_034656452.1|DSUB	LOC6031680|XP_038109090.1|CQUI
OG0004391	LOC117890415|XP_034651119.1|DSUB	LOC6049844|XP_038111031.1|CQUI
OG0004392	LOC117895820|XP_034659644.1|DSUB	LOC119768106|XP_038114469.1|CQUI
OG0004393	LOC117890048|XP_034650560.1|DSUB	LOC6049953|XP_038110103.1|CQUI
OG0004394	LOC117892176|XP_034654147.1|DSUB	LOC6041658|XP_038110140.1|CQUI
OG0004395	LOC117890390|XP_034651085.1|DSUB	LOC6051875|XP_038112934.1|CQUI
OG0004396	LOC117890477|XP_034651233.1|DSUB	LOC6049708|XP_038107810.1|CQUI
OG0004397	LOC117891798|XP_034653363.1|DSUB	LOC6049704|XP_001866423.1|CQUI
OG0004398	LOC117891802|XP_034653368.1|DSUB	LOC6049712|XP_001866421.1|CQUI
OG0004399	LOC117891765|XP_034653296.1|DSUB	LOC6054519|XP_038108347.1|CQUI
OG0004400	LOC117898370|XP_034663599.1|DSUB	LOC6034224|XP_001844577.2|CQUI
OG0004401	LOC117891170|XP_034652383.1|DSUB	LOC6034222|XP_038108982.1|CQUI
OG0004402	LOC117890579|XP_034651407.1|DSUB	LOC6034218|XP_001844571.1|CQUI
OG0004403	LOC117889768|XP_034650121.1|DSUB	LOC6052726|XP_038110924.1|CQUI
OG0004404	LOC117891454|XP_034652826.1|DSUB	LOC6034705|XP_038109552.1|CQUI
OG0004405	LOC117894751|XP_034657853.1|DSUB	LOC6034691|XP_038109486.1|CQUI
OG0004406	LOC117894321|XP_034657189.1|DSUB	LOC6034677|XP_001844965.2|CQUI
OG0004407	LOC117892292|XP_034654325.1|DSUB	LOC6034674|XP_038113331.1|CQUI
OG0004408	LOC117894984|XP_034658220.1|DSUB	LOC6045957|XP_001863235.2|CQUI
OG0004409	LOC117902981|XP_034670552.1|DSUB	LOC6047645|XP_038106383.1|CQUI
OG0004410	LOC117891403|XP_034652739.1|DSUB	LOC6049876|XP_038112260.1|CQUI
OG0004411	LOC117894031|XP_034656761.1|DSUB	LOC6049874|XP_038112256.1|CQUI
OG0004412	LOC117894030|XP_034656760.1|DSUB	LOC6049132|XP_038111131.1|CQUI
OG0004413	LOC117890869|XP_034651849.1|DSUB	LOC6049568|XP_038110876.1|CQUI
OG0004414	LOC117892162|XP_034654118.1|DSUB	LOC6047652|XP_038106139.1|CQUI
OG0004415	LOC117891485|XP_034652856.1|DSUB	LOC6032315|XP_038109935.1|CQUI
OG0004416	LOC117890639|XP_034651481.1|DSUB	LOC6032329|XP_001842959.1|CQUI
OG0004417	LOC117898056|XP_034663113.1|DSUB	LOC6032331|XP_001842961.2|CQUI
OG0004418	LOC117891147|XP_034652288.1|DSUB	LOC6032336|XP_038107700.1|CQUI
OG0004419	LOC117890253|XP_034650893.1|DSUB	LOC6032348|XP_038107931.1|CQUI
OG0004420	LOC117892592|XP_034654822.1|DSUB	LOC6038343|XP_001848158.2|CQUI
OG0004421	LOC117894889|XP_034658061.1|DSUB	LOC6038359|XP_038112016.1|CQUI
OG0004422	LOC117894361|XP_034657245.1|DSUB	LOC6045587|XP_001862927.1|CQUI
OG0004423	LOC117892436|XP_034654567.1|DSUB	LOC6042349|XP_001851481.2|CQUI
OG0004424	LOC117891744|XP_034653238.1|DSUB	LOC6040172|XP_038112149.1|CQUI
OG0004425	LOC117894087|XP_034656847.1|DSUB	LOC6040181|XP_001849632.1|CQUI
OG0004426	LOC117894090|XP_034656849.1|DSUB	LOC6040187|XP_001849638.1|CQUI
OG0004427	LOC117893361|XP_034655843.1|DSUB	LOC6044032|XP_001861604.2|CQUI
OG0004428	LOC117899687|XP_034665771.1|DSUB	LOC6044040|XP_038113685.1|CQUI
OG0004429	LOC117900103|XP_034666216.1|DSUB	LOC6052259|XP_038110794.1|CQUI
OG0004430	LOC117894161|XP_034656953.1|DSUB	LOC6044281|XP_038106035.1|CQUI
OG0004431	LOC117899148|XP_034664848.1|DSUB	LOC6053388|XP_001869486.2|CQUI
OG0004432	LOC117899146|XP_034664845.1|DSUB	LOC6053390|XP_038114397.1|CQUI
OG0004433	LOC117894345|XP_034657223.1|DSUB	LOC6040428|XP_001849786.2|CQUI
OG0004434	LOC117891800|XP_034653365.1|DSUB	LOC6046502|XP_001863688.2|CQUI
OG0004435	LOC117890923|XP_034651944.1|DSUB	LOC6042192|XP_001851336.2|CQUI
OG0004436	LOC117891764|XP_034653292.1|DSUB	LOC6043836|XP_038109461.1|CQUI
OG0004437	LOC117891402|XP_034652738.1|DSUB	LOC6049653|XP_038112914.1|CQUI
OG0004438	LOC117891350|XP_034652672.1|DSUB	LOC6043043|XP_001855135.1|CQUI
OG0004439	LOC117891050|XP_034652114.1|DSUB	LOC6043048|XP_038109857.1|CQUI
OG0004440	LOC117891407|XP_034652745.1|DSUB	LOC6043049|XP_001855160.1|CQUI
OG0004441	LOC117901343|XP_034667944.1|DSUB	LOC6036094|XP_001846187.1|CQUI
OG0004442	LOC117892421|XP_034654545.1|DSUB	LOC6052296|XP_038106051.1|CQUI
OG0004443	LOC117893104|XP_034655428.1|DSUB	LOC6037435|XP_038113014.1|CQUI
OG0004444	LOC117889955|XP_034650403.1|DSUB	LOC6037453|XP_001847365.1|CQUI
OG0004445	LOC117892158|XP_034654109.1|DSUB	LOC6053881|XP_038112120.1|CQUI
OG0004446	LOC117896833|XP_034661238.1|DSUB	LOC119767467|XP_038112057.1|CQUI
OG0004447	LOC117899570|XP_034665574.1|DSUB	LOC6054087|XP_001870059.1|CQUI
OG0004448	LOC117892640|XP_034654886.1|DSUB	LOC6051141|XP_001867621.1|CQUI
OG0004449	LOC117895659|XP_034659367.1|DSUB	LOC6032267|XP_038112344.1|CQUI
OG0004450	LOC117890408|XP_034651110.1|DSUB	LOC6043121|XP_001855932.2|CQUI
OG0004451	LOC117892555|XP_034654757.1|DSUB	LOC6051935|XP_038109907.1|CQUI
OG0004452	LOC117891304|XP_034652603.1|DSUB	LOC6036723|XP_001846727.1|CQUI
OG0004453	LOC117890029|XP_034650535.1|DSUB	LOC6053900|XP_038111023.1|CQUI
OG0004454	LOC117898076|XP_034663142.1|DSUB	LOC6051086|XP_001867567.2|CQUI
OG0004455	LOC117894735|XP_034657824.1|DSUB	LOC6049827|XP_001866528.2|CQUI
OG0004456	LOC117899854|XP_034665987.1|DSUB	LOC6049828|XP_038110980.1|CQUI
OG0004457	LOC117893242|XP_034655697.1|DSUB	LOC6049829|XP_038113642.1|CQUI
OG0004458	LOC117893137|XP_034655480.1|DSUB	LOC6049834|XP_038114092.1|CQUI
OG0004459	LOC117893455|XP_034655964.1|DSUB	LOC6043036|XP_038113686.1|CQUI
OG0004460	LOC117893997|XP_034656703.1|DSUB	LOC6051203|XP_001867679.2|CQUI
OG0004461	LOC117894340|XP_034657216.1|DSUB	LOC6052535|XP_038107429.1|CQUI
OG0004462	LOC117893096|XP_034655419.1|DSUB	LOC6037650|XP_001847537.2|CQUI
OG0004463	LOC117893003|XP_034655248.1|DSUB	LOC6037654|XP_038111327.1|CQUI
OG0004464	LOC117894320|XP_034657181.1|DSUB	LOC6037655|XP_038109004.1|CQUI
OG0004465	LOC117901795|XP_034668597.1|DSUB	LOC6037664|XP_001847551.2|CQUI
OG0004466	LOC117893349|XP_034655829.1|DSUB	LOC119767739|XP_038113033.1|CQUI
OG0004467	LOC117894072|XP_034656817.1|DSUB	LOC6037680|XP_038113819.1|CQUI
OG0004468	LOC117894071|XP_034656816.1|DSUB	LOC6053597|XP_038113318.1|CQUI
OG0004469	LOC117895125|XP_034658425.1|DSUB	LOC6037688|XP_038109555.1|CQUI
OG0004470	LOC117900173|XP_034666309.1|DSUB	LOC6034524|XP_038107939.1|CQUI
OG0004471	LOC117897364|XP_034662044.1|DSUB	LOC6034535|XP_038107558.1|CQUI
OG0004472	LOC117890938|XP_034651963.1|DSUB	LOC6037231|XP_001847162.2|CQUI
OG0004473	LOC117892759|XP_034655075.1|DSUB	LOC6037226|XP_001847156.2|CQUI
OG0004474	LOC117890171|XP_034650761.1|DSUB	LOC6037225|XP_001847155.2|CQUI
OG0004475	LOC117892591|XP_034654821.1|DSUB	LOC6040570|XP_001849950.2|CQUI
OG0004476	LOC117889675|XP_034650005.1|DSUB, LOC117901922|XP_034668781.1|DSUB	LOC119767036|XP_038110210.1|CQUI
OG0004477	LOC117890583|XP_034651412.1|DSUB	LOC6040559|XP_001849941.2|CQUI
OG0004478	LOC117891602|XP_034653026.1|DSUB	LOC6040555|XP_038111992.1|CQUI
OG0004479	LOC117892059|XP_034653883.1|DSUB	LOC6040800|XP_001850139.2|CQUI
OG0004480	LOC117895107|XP_034658406.1|DSUB	LOC6040723|XP_001850076.2|CQUI
OG0004481	LOC117890491|XP_034651272.1|DSUB	LOC119765079|XP_038104137.1|CQUI
OG0004482	LOC117897835|XP_034662789.1|DSUB	LOC6038661|XP_038104035.1|CQUI
OG0004483	LOC117891398|XP_034652732.1|DSUB	LOC6048655|XP_038119598.1|CQUI
OG0004484	LOC117897594|XP_034662440.1|DSUB	LOC6049249|XP_038122253.1|CQUI
OG0004485	LOC117895804|XP_034659620.1|DSUB	LOC6041373|XP_038112278.1|CQUI
OG0004486	LOC117891879|XP_034653536.1|DSUB	LOC6038124|XP_038111955.1|CQUI
OG0004487	LOC117893941|XP_034656621.1|DSUB	LOC6039882|XP_001849382.1|CQUI
OG0004489	LOC117895573|XP_034659184.1|DSUB	LOC119769130|XP_038116959.1|CQUI
OG0004490	LOC117890774|XP_034651735.1|DSUB	LOC119769609|XP_038118647.1|CQUI
OG0004504	LOC117897434|XP_034662164.1|DSUB	LOC6044333|XP_001861863.1|CQUI
OG0004505	LOC117896211|XP_034660232.1|DSUB	LOC6038319|XP_038104606.1|CQUI
OG0004506	LOC117897325|XP_034661986.1|DSUB	LOC6044317|XP_001861849.2|CQUI
OG0004507	LOC117896219|XP_034660244.1|DSUB	LOC6042742|XP_038105247.1|CQUI
OG0004508	LOC117897678|XP_034662580.1|DSUB	LOC6041687|XP_038122612.1|CQUI
OG0004509	LOC117894711|XP_034657784.1|DSUB	LOC6041676|XP_038105528.1|CQUI
OG0004510	LOC117903503|XP_034671477.1|DSUB	LOC6044331|XP_001861861.2|CQUI
OG0004511	LOC117899439|XP_034665334.1|DSUB	LOC6046428|XP_038117632.1|CQUI
OG0004512	LOC117903002|XP_034670628.1|DSUB	LOC6038321|XP_038106795.1|CQUI
OG0004513	LOC117902941|XP_034670441.1|DSUB	LOC6038316|XP_038122522.1|CQUI
OG0004514	LOC117902953|XP_034670469.1|DSUB	LOC6038310|XP_038116441.1|CQUI
OG0004515	LOC117903082|XP_034670771.1|DSUB	LOC6054699|XP_038116622.1|CQUI
OG0004516	LOC117895002|XP_034658285.1|DSUB	LOC6051308|XP_038104873.1|CQUI
OG0004517	LOC117896964|XP_034661404.1|DSUB	LOC6041760|XP_038105640.1|CQUI
OG0004518	LOC117889608|XP_034649918.1|DSUB	LOC6035155|XP_038105094.1|CQUI
OG0004519	LOC117896849|XP_034661264.1|DSUB	LOC6048964|XP_001865800.2|CQUI
OG0004520	LOC117903604|XP_034671746.1|DSUB	LOC6054819|XP_038115444.1|CQUI
OG0004521	LOC117892561|XP_034654773.1|DSUB	LOC6046563|XP_038116157.1|CQUI
OG0004522	LOC117903164|XP_034670900.1|DSUB	LOC6046577|XP_038121576.1|CQUI
OG0004523	LOC117898802|XP_034664336.1|DSUB	LOC6045733|XP_038104022.1|CQUI
OG0004524	LOC117902984|XP_034670616.1|DSUB	LOC6047023|XP_038105348.1|CQUI
OG0004525	LOC117903028|XP_034670650.1|DSUB	LOC6052563|XP_038116645.1|CQUI
OG0004526	LOC117889610|XP_034649926.1|DSUB	LOC6052566|XP_038122841.1|CQUI
OG0004527	LOC117903388|XP_034671267.1|DSUB	LOC6049033|XP_001865861.2|CQUI
OG0004529	LOC117903675|XP_034671902.1|DSUB	LOC6041771|XP_038113297.1|CQUI
OG0004530	LOC117903544|XP_034671626.1|DSUB	LOC6053077|XP_001869231.1|CQUI
OG0004531	LOC117896303|XP_034660416.1|DSUB	LOC6040435|XP_038104003.1|CQUI
OG0004532	LOC117903625|XP_034671781.1|DSUB	LOC6044974|XP_038104897.1|CQUI
OG0004533	LOC117896065|XP_034659978.1|DSUB	LOC6046580|XP_038105033.1|CQUI
OG0004534	LOC117902110|XP_034669116.1|DSUB	LOC6047052|XP_001864160.1|CQUI
OG0004535	LOC117895063|XP_034658334.1|DSUB	LOC6039348|XP_001848966.2|CQUI
OG0004536	LOC117903844|XP_034672198.1|DSUB	LOC6054180|XP_038122455.1|CQUI
OG0004537	LOC117902428|XP_034669688.1|DSUB	LOC6047241|XP_038112455.1|CQUI
OG0004538	LOC117891211|XP_034652441.1|DSUB	LOC6039273|XP_038118326.1|CQUI
OG0004539	LOC117897765|XP_034662701.1|DSUB	LOC6049921|XP_038104483.1|CQUI
OG0004540	LOC117895998|XP_034659884.1|DSUB	LOC6035131|XP_038113239.1|CQUI
OG0004541	LOC117890503|XP_034651288.1|DSUB	LOC6037962|XP_038114417.1|CQUI
OG0004542	LOC117890213|XP_034650841.1|DSUB	LOC6037963|XP_038116044.1|CQUI
OG0004543	LOC117896741|XP_034661100.1|DSUB	LOC6050461|XP_038104463.1|CQUI
OG0004544	LOC117889638|XP_034649987.1|DSUB	LOC6051135|XP_038115739.1|CQUI
OG0004545	LOC117899036|XP_034664686.1|DSUB	LOC6051119|XP_001867603.2|CQUI
OG0004546	LOC117890189|XP_034650786.1|DSUB	LOC6051127|XP_001867611.2|CQUI
OG0004547	LOC117894390|XP_034657288.1|DSUB	LOC6045717|XP_001863026.2|CQUI
OG0004548	LOC117902286|XP_034669458.1|DSUB	LOC6052315|XP_001868609.2|CQUI
OG0004549	LOC117889635|XP_034649984.1|DSUB	LOC6052351|XP_038110438.1|CQUI
OG0004550	LOC117903631|XP_034671793.1|DSUB	LOC6053904|XP_038104969.1|CQUI
OG0004551	LOC117892497|XP_034654664.1|DSUB	LOC6047720|XP_038122700.1|CQUI
OG0004552	LOC117903656|XP_034671854.1|DSUB	LOC6047714|XP_038109886.1|CQUI
OG0004553	LOC117895152|XP_034658480.1|DSUB	LOC6037038|XP_038121452.1|CQUI
OG0004554	LOC117903333|XP_034671170.1|DSUB	LOC6046909|XP_038104039.1|CQUI
OG0004555	LOC117903338|XP_034671175.1|DSUB	LOC6046912|XP_038105550.1|CQUI
OG0004556	LOC117903732|XP_034671977.1|DSUB	LOC6050817|XP_001867349.2|CQUI
OG0004557	LOC117891159|XP_034652326.1|DSUB	LOC6051312|XP_038113046.1|CQUI
OG0004558	LOC117901873|XP_034668725.1|DSUB	LOC6053159|XP_038113667.1|CQUI
OG0004559	LOC117898497|XP_034663830.1|DSUB	LOC6035093|XP_001845329.2|CQUI
OG0004560	LOC117896318|XP_034660440.1|DSUB	LOC6051618|XP_038108788.1|CQUI
OG0004561	LOC117899449|XP_034665348.1|DSUB	LOC6051622|XP_038104690.1|CQUI
OG0004562	LOC117897527|XP_034662336.1|DSUB	LOC6052936|XP_038122801.1|CQUI
OG0004563	LOC117898040|XP_034663087.1|DSUB	LOC6051001|XP_038105076.1|CQUI
OG0004564	LOC117896731|XP_034661086.1|DSUB	LOC6048480|XP_038105200.1|CQUI
OG0004565	LOC117899186|XP_034664938.1|DSUB	LOC6048476|XP_001865387.2|CQUI
OG0004566	LOC117900915|XP_034667756.1|DSUB	LOC6054125|XP_038117418.1|CQUI
OG0004567	LOC117903185|XP_034670924.1|DSUB	LOC6048187|XP_038107860.1|CQUI
OG0004568	LOC117889588|XP_034649887.1|DSUB	LOC6048455|XP_038111137.1|CQUI
OG0004569	LOC117896135|XP_034660093.1|DSUB	LOC6050385|XP_038111966.1|CQUI
OG0004570	LOC117890025|XP_034650531.1|DSUB	LOC6038448|XP_038105388.1|CQUI
OG0004571	LOC117903573|XP_034671680.1|DSUB	LOC6048970|XP_038111393.1|CQUI
OG0004572	LOC117902092|XP_034669079.1|DSUB	LOC119767347|XP_038111665.1|CQUI, LOC6049187|XP_001865991.1|CQUI
OG0004573	LOC117897761|XP_034662697.1|DSUB	LOC6041275|XP_038104486.1|CQUI
OG0004574	LOC117903724|XP_034671965.1|DSUB	LOC6044158|XP_001861707.1|CQUI
OG0004575	LOC117903717|XP_034671954.1|DSUB	LOC6044160|XP_038114472.1|CQUI
OG0004576	LOC117897122|XP_034661666.1|DSUB	LOC6049186|XP_001865990.1|CQUI
OG0004577	LOC117899692|XP_034665787.1|DSUB	LOC6037953|XP_001847804.1|CQUI
OG0004578	LOC117889598|XP_034649903.1|DSUB	LOC6042727|XP_038116263.1|CQUI
OG0004579	LOC117902539|XP_034669858.1|DSUB	LOC119769910|XP_038119941.1|CQUI
OG0004580	LOC117899120|XP_034664804.1|DSUB	LOC6051042|XP_001867535.2|CQUI
OG0004581	LOC117899678|XP_034665758.1|DSUB	LOC6053194|XP_038117809.1|CQUI
OG0004582	LOC117897083|XP_034661612.1|DSUB	LOC6045262|XP_038122702.1|CQUI
OG0004583	LOC117903293|XP_034671114.1|DSUB	LOC6052125|XP_038104612.1|CQUI
OG0004584	LOC117892513|XP_034654687.1|DSUB	LOC6052126|XP_001868442.2|CQUI
OG0004585	LOC117896768|XP_034661134.1|DSUB	LOC119765345|XP_038104987.1|CQUI
OG0004586	LOC117903638|XP_034671852.1|DSUB	LOC6050929|XP_038104034.1|CQUI
OG0004587	LOC117896164|XP_034660130.1|DSUB	LOC6045948|XP_038105657.1|CQUI
OG0004588	LOC117896160|XP_034660128.1|DSUB	LOC6045954|XP_001863228.1|CQUI
OG0004589	LOC117901748|XP_034668529.1|DSUB	LOC6045348|XP_038104219.1|CQUI
OG0004590	LOC117899139|XP_034664833.1|DSUB	LOC6035104|XP_038122870.1|CQUI
OG0004591	LOC117899137|XP_034664830.1|DSUB	LOC6035105|XP_038105687.1|CQUI
OG0004592	LOC117890714|XP_034651684.1|DSUB	LOC6035111|XP_038113017.1|CQUI
OG0004593	LOC117903890|XP_034672283.1|DSUB	LOC6035120|XP_038105529.1|CQUI
OG0004594	LOC117895872|XP_034659788.1|DSUB	LOC6040457|XP_038110915.1|CQUI
OG0004595	LOC117889647|XP_034650002.1|DSUB	LOC6040461|XP_001849848.2|CQUI
OG0004596	LOC117890361|XP_034651049.1|DSUB	LOC6052837|XP_038104294.1|CQUI
OG0004597	LOC117903863|XP_034672241.1|DSUB	LOC6046918|XP_001864043.2|CQUI
OG0004598	LOC117894037|XP_034656775.1|DSUB	LOC119767056|XP_038110423.1|CQUI
OG0004599	LOC117892403|XP_034654521.1|DSUB, LOC117902371|XP_034669578.1|DSUB	LOC6035348|XP_001845559.2|CQUI
OG0004600	LOC117903902|XP_034672297.1|DSUB	LOC6048191|XP_001865145.1|CQUI
OG0004601	LOC117903277|XP_034671070.1|DSUB	LOC6052430|XP_038104097.1|CQUI
OG0004602	LOC117900028|XP_034666110.1|DSUB	LOC6044995|XP_001862419.2|CQUI
OG0004603	LOC117901439|XP_034668074.1|DSUB	LOC6044768|XP_001862228.2|CQUI
OG0004604	LOC117890221|XP_034650853.1|DSUB	LOC6044773|XP_001862232.2|CQUI
OG0004605	LOC117889865|XP_034650267.1|DSUB	LOC6037524|XP_038105381.1|CQUI, LOC6051449|XP_038122451.1|CQUI
OG0004606	LOC117898512|XP_034663861.1|DSUB	LOC6040734|XP_038107461.1|CQUI
OG0004607	LOC117894076|XP_034656840.1|DSUB	LOC6039036|XP_038105073.1|CQUI
OG0004608	LOC117892062|XP_034653894.1|DSUB	LOC6039054|XP_038105592.1|CQUI
OG0004609	LOC117893516|XP_034656050.1|DSUB	LOC6045132|XP_001862534.1|CQUI
OG0004610	LOC117896702|XP_034661045.1|DSUB	LOC6045381|XP_038104655.1|CQUI
OG0004611	LOC117896852|XP_034661268.1|DSUB	LOC6034328|XP_038115400.1|CQUI
OG0004612	LOC117897768|XP_034662704.1|DSUB	LOC6034326|XP_001844659.1|CQUI
OG0004613	LOC117899681|XP_034665761.1|DSUB	LOC6036970|XP_038105799.1|CQUI
OG0004614	LOC117903659|XP_034671871.1|DSUB	LOC6053763|XP_038105797.1|CQUI
OG0004615	LOC117903439|XP_034671354.1|DSUB	LOC6036976|XP_038104225.1|CQUI
OG0004616	LOC117890809|XP_034651775.1|DSUB	LOC6036981|XP_001846948.1|CQUI
OG0004617	LOC117900921|XP_034667375.1|DSUB	LOC6053777|XP_001869806.1|CQUI
OG0004618	LOC117898816|XP_034664369.1|DSUB, LOC117891907|XP_034653624.1|DSUB	LOC6036883|XP_038123011.1|CQUI
OG0004619	LOC117896469|XP_034660694.1|DSUB	LOC6049474|XP_001866227.2|CQUI
OG0004620	LOC117897242|XP_034661852.1|DSUB	LOC6050630|XP_001867201.2|CQUI
OG0004621	LOC117897263|XP_034661878.1|DSUB	LOC6037925|XP_001847782.1|CQUI
OG0004622	LOC117896618|XP_034660944.1|DSUB	LOC6038472|XP_038113212.1|CQUI
OG0004623	LOC117897723|XP_034662641.1|DSUB	LOC6038474|XP_001848271.2|CQUI
OG0004625	LOC117903594|XP_034671711.1|DSUB	LOC6042687|XP_038111477.1|CQUI
OG0004626	LOC117903366|XP_034671212.1|DSUB	LOC6038421|XP_038104812.1|CQUI
OG0004627	LOC117893159|XP_034655516.1|DSUB	LOC6054024|XP_038115572.1|CQUI
