Orthogroup	DSUB.longest_only	ASTE.longest_only
OG0003453	LOC117893916|XP_034656589.1|DSUB	LOC118506943|XP_035900653.1|ASTE
OG0003454	LOC117900632|XP_034666952.1|DSUB	LOC118503276|XP_035892247.1|ASTE
OG0003455	LOC117898321|XP_034663530.1|DSUB	LOC118506892|XP_035900562.1|ASTE
OG0003456	LOC117890398|XP_034651093.1|DSUB	LOC118506877|XP_035900514.1|ASTE
OG0003457	LOC117898057|XP_034663114.1|DSUB	LOC118506872|XP_035900503.1|ASTE
OG0003458	LOC117897478|XP_034662230.1|DSUB	LOC118506869|XP_035900498.1|ASTE
OG0003459	LOC117898026|XP_034663055.1|DSUB	LOC118507189|XP_035901155.1|ASTE
OG0003460	LOC117897855|XP_034662817.1|DSUB	LOC118507905|XP_035903053.1|ASTE
OG0003461	LOC117898535|XP_034663896.1|DSUB	LOC118507882|XP_035903004.1|ASTE
OG0003462	LOC117895781|XP_034659570.1|DSUB	LOC118507902|XP_035903050.1|ASTE
OG0003463	LOC117899477|XP_034665398.1|DSUB	LOC118506444|XP_035899472.1|ASTE
OG0003464	LOC117896406|XP_034660612.1|DSUB	LOC118507910|XP_035903095.1|ASTE
OG0003465	LOC117896579|XP_034660875.1|DSUB	LOC118504905|XP_035895867.1|ASTE
OG0003466	LOC117897336|XP_034661998.1|DSUB	LOC118507876|XP_035902980.1|ASTE
OG0003467	LOC117898204|XP_034663316.1|DSUB	LOC118507871|XP_035902971.1|ASTE
OG0003468	LOC117897993|XP_034663010.1|DSUB	LOC118507865|XP_035902964.1|ASTE
OG0003469	LOC117896302|XP_034660415.1|DSUB	LOC118517619|XP_035919809.1|ASTE
OG0003470	LOC117898243|XP_034663380.1|DSUB	LOC118507829|XP_035902820.1|ASTE
OG0003471	LOC117902235|XP_034669364.1|DSUB	LOC118507837|XP_035902845.1|ASTE
OG0003472	LOC117901994|XP_034668896.1|DSUB	LOC118513812|XP_035915933.1|ASTE
OG0003473	LOC117900217|XP_034666392.1|DSUB	LOC118505176|XP_035896521.1|ASTE
OG0003474	LOC117898436|XP_034663722.1|DSUB	LOC118506460|XP_035899515.1|ASTE
OG0003475	LOC117896201|XP_034660216.1|DSUB	LOC118504287|XP_035894458.1|ASTE
OG0003476	LOC117902960|XP_034670492.1|DSUB	LOC118502700|XP_035891127.1|ASTE
OG0003477	LOC117899686|XP_034665768.1|DSUB	LOC118504690|XP_035895403.1|ASTE
OG0003478	LOC117897328|XP_034661988.1|DSUB	LOC118504437|XP_035894782.1|ASTE
OG0003479	LOC117897636|XP_034662501.1|DSUB	LOC118508302|XP_035903849.1|ASTE
OG0003480	LOC117897018|XP_034661480.1|DSUB	LOC118503229|XP_035892121.1|ASTE
OG0003481	LOC117897321|XP_034661983.1|DSUB	LOC118503228|XP_035892120.1|ASTE
OG0003482	LOC117898051|XP_034663101.1|DSUB	LOC118503227|XP_035892119.1|ASTE
OG0003483	LOC117897539|XP_034662352.1|DSUB	LOC118502931|XP_035891570.1|ASTE
OG0003484	LOC117899517|XP_034665461.1|DSUB	LOC118515297|XP_035917866.1|ASTE, LOC118506371|XP_035899286.1|ASTE
OG0003485	LOC117897152|XP_034661715.1|DSUB	LOC118506797|XP_035900312.1|ASTE
OG0003486	LOC117897482|XP_034662236.1|DSUB	LOC118502439|XP_035890560.1|ASTE
OG0003487	LOC117898059|XP_034663117.1|DSUB	LOC118502966|XP_035891623.1|ASTE
OG0003488	LOC117896184|XP_034660162.1|DSUB	LOC118507997|XP_035903261.1|ASTE
OG0003489	LOC117897628|XP_034662489.1|DSUB	LOC118507570|XP_035902088.1|ASTE
OG0003490	LOC117897246|XP_034661858.1|DSUB	LOC118517182|XP_035918987.1|ASTE, LOC118504678|XP_035895377.1|ASTE
OG0003491	LOC117897558|XP_034662380.1|DSUB	LOC118505146|XP_035896410.1|ASTE
OG0003492	LOC117898166|XP_034663266.1|DSUB	LOC118505235|XP_035896662.1|ASTE
OG0003493	LOC117896985|XP_034661431.1|DSUB	LOC118506361|XP_035899268.1|ASTE
OG0003494	LOC117899572|XP_034665576.1|DSUB	LOC118503112|XP_035891944.1|ASTE
OG0003495	LOC117901466|XP_034668120.1|DSUB	LOC118507842|XP_035902864.1|ASTE
OG0003496	LOC117896376|XP_034660545.1|DSUB	LOC118507849|XP_035902873.1|ASTE
OG0003497	LOC117897271|XP_034661887.1|DSUB	LOC118507814|XP_035902777.1|ASTE
OG0003498	LOC117897550|XP_034662368.1|DSUB	LOC118508379|XP_035904008.1|ASTE
OG0003499	LOC117897631|XP_034662495.1|DSUB	LOC118503462|XP_035892640.1|ASTE
OG0003500	LOC117900469|XP_034666740.1|DSUB	LOC118505442|XP_035897132.1|ASTE
OG0003501	LOC117899118|XP_034664798.1|DSUB	LOC118507480|XP_035901881.1|ASTE
OG0003502	LOC117898429|XP_034663711.1|DSUB	LOC118517709|XP_035920046.1|ASTE
OG0003503	LOC117896166|XP_034660134.1|DSUB	LOC118511915|XP_035911444.1|ASTE
OG0003504	LOC117898787|XP_034664316.1|DSUB	LOC118509112|XP_035905175.1|ASTE
OG0003505	LOC117896780|XP_034661166.1|DSUB	LOC118511923|XP_035911455.1|ASTE
OG0003506	LOC117896174|XP_034660147.1|DSUB	LOC118511953|XP_035911556.1|ASTE
OG0003507	LOC117899082|XP_034664743.1|DSUB	LOC118511940|XP_035911530.1|ASTE
OG0003508	LOC117893950|XP_034656630.1|DSUB	LOC118502947|XP_035891590.1|ASTE
OG0003509	LOC117896367|XP_034660534.1|DSUB	LOC118506817|XP_035900397.1|ASTE
OG0003510	LOC117898561|XP_034663938.1|DSUB	LOC118502833|XP_035891402.1|ASTE
OG0003511	LOC117897944|XP_034662928.1|DSUB	LOC118502821|XP_035891380.1|ASTE
OG0003512	LOC117897882|XP_034662849.1|DSUB	LOC118517175|XP_035918976.1|ASTE, LOC118505195|XP_035896560.1|ASTE
OG0003513	LOC117897854|XP_034662816.1|DSUB	LOC118507802|XP_035902753.1|ASTE
OG0003514	LOC117897977|XP_034662980.1|DSUB	LOC118503189|XP_035892063.1|ASTE
OG0003515	LOC117890507|XP_034651298.1|DSUB	LOC118508579|XP_035904376.1|ASTE
OG0003516	LOC117899528|XP_034665485.1|DSUB	LOC118502952|XP_035891602.1|ASTE
OG0003517	LOC117896802|XP_034661192.1|DSUB	LOC118507742|XP_035902636.1|ASTE
OG0003518	LOC117898630|XP_034664082.1|DSUB	LOC118507782|XP_035902709.1|ASTE
OG0003519	LOC117893737|XP_034656353.1|DSUB	LOC118512121|XP_035911992.1|ASTE
OG0003520	LOC117893110|XP_034655437.1|DSUB	LOC118512047|XP_035911772.1|ASTE
OG0003521	LOC117895664|XP_034659375.1|DSUB	LOC118512087|XP_035911943.1|ASTE
OG0003522	LOC117891195|XP_034652421.1|DSUB	LOC118511457|XP_035910451.1|ASTE
OG0003523	LOC117901465|XP_034668119.1|DSUB	LOC118511455|XP_035910449.1|ASTE
OG0003524	LOC117892576|XP_034654799.1|DSUB	LOC118511459|XP_035910454.1|ASTE
OG0003525	LOC117892242|XP_034654243.1|DSUB	LOC118511462|XP_035910456.1|ASTE
OG0003526	LOC117896593|XP_034660910.1|DSUB	LOC118511469|XP_035910480.1|ASTE
OG0003527	LOC117889873|XP_034650273.1|DSUB	LOC118511471|XP_035910485.1|ASTE
OG0003529	LOC117902380|XP_034669590.1|DSUB	LOC118511485|XP_035910530.1|ASTE
OG0003530	LOC117895715|XP_034659459.1|DSUB	LOC118511487|XP_035910532.1|ASTE
OG0003531	LOC117899789|XP_034665955.1|DSUB	LOC118511495|XP_035910547.1|ASTE
OG0003532	LOC117895293|XP_034658738.1|DSUB	LOC118510169|XP_035907577.1|ASTE
OG0003533	LOC117895671|XP_034659383.1|DSUB	LOC118514423|XP_035917219.1|ASTE
OG0003534	LOC117894452|XP_034657440.1|DSUB	LOC118514432|XP_035917227.1|ASTE
OG0003535	LOC117895339|XP_034658807.1|DSUB	LOC118509834|XP_035906918.1|ASTE
OG0003536	LOC117892412|XP_034654533.1|DSUB	LOC118512962|XP_035914081.1|ASTE
OG0003537	LOC117891896|XP_034653590.1|DSUB	LOC118512208|XP_035912214.1|ASTE
OG0003538	LOC117890188|XP_034650785.1|DSUB	LOC118512190|XP_035912176.1|ASTE
OG0003539	LOC117891280|XP_034652558.1|DSUB	LOC118512192|XP_035912180.1|ASTE
OG0003540	LOC117893393|XP_034655882.1|DSUB	LOC118512183|XP_035912166.1|ASTE
OG0003541	LOC117897039|XP_034661512.1|DSUB	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE
OG0003542	LOC117892721|XP_034655031.1|DSUB	LOC118508908|XP_035904662.1|ASTE
OG0003543	LOC117902937|XP_034670436.1|DSUB	LOC118508895|XP_035904624.1|ASTE
OG0003544	LOC117893911|XP_034656583.1|DSUB	LOC118512086|XP_035911942.1|ASTE
OG0003545	LOC117895439|XP_034658989.1|DSUB	LOC118512107|XP_035911972.1|ASTE
OG0003547	LOC117892734|XP_034655047.1|DSUB	LOC118508876|XP_035904575.1|ASTE
OG0003548	LOC117889760|XP_034650097.1|DSUB	LOC118508870|XP_035904555.1|ASTE
OG0003549	LOC117889761|XP_034650099.1|DSUB	LOC118508882|XP_035904588.1|ASTE
OG0003550	LOC117891676|XP_034653142.1|DSUB	LOC118508885|XP_035904607.1|ASTE
OG0003551	LOC117891847|XP_034653489.1|DSUB	LOC118508862|XP_035904515.1|ASTE
OG0003552	LOC117891548|XP_034652955.1|DSUB	LOC118512023|XP_035911701.1|ASTE
OG0003553	LOC117892446|XP_034654579.1|DSUB	LOC118512022|XP_035911699.1|ASTE
OG0003554	LOC117894039|XP_034656777.1|DSUB	LOC118510475|XP_035908236.1|ASTE
OG0003555	LOC117893908|XP_034656577.1|DSUB	LOC118509020|XP_035904938.1|ASTE
OG0003556	LOC117893623|XP_034656191.1|DSUB	LOC118509603|XP_035906291.1|ASTE
OG0003557	LOC117893857|XP_034656517.1|DSUB	LOC118509607|XP_035906308.1|ASTE
OG0003558	LOC117895846|XP_034659695.1|DSUB	LOC118511268|XP_035910037.1|ASTE
OG0003559	LOC117895817|XP_034659634.1|DSUB	LOC118511499|XP_035910556.1|ASTE
OG0003560	LOC117893912|XP_034656584.1|DSUB	LOC118508914|XP_035904669.1|ASTE
OG0003561	LOC117892600|XP_034654830.1|DSUB	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE
OG0003562	LOC117891699|XP_034653182.1|DSUB	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE
OG0003563	LOC117896239|XP_034660277.1|DSUB	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE
OG0003564	LOC117895043|XP_034658311.1|DSUB	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE
OG0003565	LOC117893992|XP_034656693.1|DSUB	LOC118510559|XP_035908435.1|ASTE
OG0003566	LOC117899547|XP_034665521.1|DSUB	LOC118509922|XP_035907130.1|ASTE
OG0003567	LOC117890345|XP_034651026.1|DSUB	LOC118509512|XP_035906091.1|ASTE
OG0003568	LOC117889766|XP_034650106.1|DSUB	LOC118511369|XP_035910240.1|ASTE
OG0003569	LOC117895587|XP_034659227.1|DSUB	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE
OG0003570	LOC117890948|XP_034651976.1|DSUB	LOC118509626|XP_035906391.1|ASTE
OG0003571	LOC117893050|XP_034655320.1|DSUB	LOC118509641|XP_035906441.1|ASTE
OG0003572	LOC117890034|XP_034650543.1|DSUB	LOC118512944|XP_035914044.1|ASTE
OG0003573	LOC117890124|XP_034650694.1|DSUB	LOC118512995|XP_035914144.1|ASTE
OG0003574	LOC117893024|XP_034655273.1|DSUB	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE
OG0003575	LOC117893404|XP_034655895.1|DSUB	LOC118510495|XP_035908282.1|ASTE
OG0003576	LOC117893568|XP_034656129.1|DSUB	LOC118509244|XP_035905451.1|ASTE
OG0003577	LOC117895502|XP_034659090.1|DSUB	LOC118510540|XP_035908390.1|ASTE
OG0003578	LOC117893294|XP_034655758.1|DSUB	LOC118512201|XP_035912200.1|ASTE
OG0003579	LOC117892083|XP_034653960.1|DSUB	LOC118512198|XP_035912195.1|ASTE
OG0003580	LOC117890313|XP_034650991.1|DSUB	LOC118510518|XP_035908342.1|ASTE
OG0003581	LOC117895276|XP_034658700.1|DSUB	LOC118510521|XP_035908353.1|ASTE
OG0003582	LOC117895442|XP_034658998.1|DSUB	LOC118510469|XP_035908220.1|ASTE
OG0003583	LOC117892349|XP_034654440.1|DSUB	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE
OG0003584	LOC117891277|XP_034652545.1|DSUB	LOC118512090|XP_035911947.1|ASTE
OG0003585	LOC117892968|XP_034655192.1|DSUB	LOC118512129|XP_035912029.1|ASTE
OG0003586	LOC117902916|XP_034670382.1|DSUB	LOC118512139|XP_035912050.1|ASTE
OG0003587	LOC117901620|XP_034668338.1|DSUB	LOC118512150|XP_035912079.1|ASTE
OG0003588	LOC117898301|XP_034663462.1|DSUB	LOC118512159|XP_035912100.1|ASTE
OG0003589	LOC117890664|XP_034651528.1|DSUB	LOC118508833|XP_035904472.1|ASTE
OG0003590	LOC117894365|XP_034657254.1|DSUB	LOC118510454|XP_035908179.1|ASTE
OG0003591	LOC117892982|XP_034655222.1|DSUB	LOC118510449|XP_035908143.1|ASTE
OG0003592	LOC117894463|XP_034657454.1|DSUB	LOC118509943|XP_035907168.1|ASTE
OG0003593	LOC117894128|XP_034656909.1|DSUB	LOC118509539|XP_035906164.1|ASTE
OG0003594	LOC117893298|XP_034655764.1|DSUB	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE
OG0003595	LOC117890212|XP_034650835.1|DSUB	LOC118512692|XP_035913378.1|ASTE
OG0003596	LOC117891066|XP_034652130.1|DSUB	LOC118509433|XP_035905915.1|ASTE
OG0003597	LOC117892408|XP_034654529.1|DSUB	LOC118510552|XP_035908419.1|ASTE
OG0003598	LOC117894968|XP_034658193.1|DSUB	LOC118512745|XP_035913524.1|ASTE
OG0003599	LOC117902695|XP_034670127.1|DSUB	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE
OG0003600	LOC117895640|XP_034659295.1|DSUB	LOC118513087|XP_035914349.1|ASTE
OG0003601	LOC117891312|XP_034652614.1|DSUB	LOC118513037|XP_035914211.1|ASTE
OG0003602	LOC117891210|XP_034652440.1|DSUB	LOC118510268|XP_035907759.1|ASTE
OG0003603	LOC117895808|XP_034659625.1|DSUB	LOC118509496|XP_035906043.1|ASTE
OG0003604	LOC117900310|XP_034666521.1|DSUB	LOC118509499|XP_035906050.1|ASTE
OG0003605	LOC117898493|XP_034663824.1|DSUB	LOC118505337|XP_035896884.1|ASTE
OG0003606	LOC117890367|XP_034651053.1|DSUB	LOC118509930|XP_035907152.1|ASTE
OG0003607	LOC117890589|XP_034651416.1|DSUB	LOC118510067|XP_035907352.1|ASTE
OG0003608	LOC117893792|XP_034656426.1|DSUB	LOC118510071|XP_035907357.1|ASTE
OG0003609	LOC117891784|XP_034653345.1|DSUB	LOC118509532|XP_035906145.1|ASTE
OG0003610	LOC117893924|XP_034656596.1|DSUB	LOC118509526|XP_035906129.1|ASTE
OG0003611	LOC117893726|XP_034656332.1|DSUB	LOC118512931|XP_035913982.1|ASTE
OG0003612	LOC117891526|XP_034652917.1|DSUB	LOC118509729|XP_035906744.1|ASTE
OG0003613	LOC117890425|XP_034651136.1|DSUB	LOC118509758|XP_035906781.1|ASTE
OG0003614	LOC117890101|XP_034650656.1|DSUB	LOC118509770|XP_035906801.1|ASTE
OG0003615	LOC117891620|XP_034653047.1|DSUB	LOC118509895|XP_035907035.1|ASTE
OG0003616	LOC117891839|XP_034653480.1|DSUB	LOC118511422|XP_035910398.1|ASTE
OG0003617	LOC117890019|XP_034650515.1|DSUB	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE
OG0003618	LOC117890018|XP_034650512.1|DSUB	LOC118511426|XP_035910405.1|ASTE
OG0003619	LOC117891010|XP_034652057.1|DSUB	LOC118512840|XP_035913786.1|ASTE
OG0003620	LOC117892718|XP_034655029.1|DSUB	LOC118512836|XP_035913781.1|ASTE
OG0003621	LOC117895452|XP_034659015.1|DSUB	LOC118512802|XP_035913634.1|ASTE
OG0003622	LOC117895450|XP_034659010.1|DSUB	LOC118512800|XP_035913631.1|ASTE
OG0003623	LOC117890826|XP_034651794.1|DSUB	LOC118510416|XP_035908078.1|ASTE
OG0003624	LOC117891213|XP_034652446.1|DSUB	LOC118511439|XP_035910429.1|ASTE
OG0003625	LOC117890334|XP_034651017.1|DSUB	LOC118511437|XP_035910425.1|ASTE
OG0003626	LOC117891666|XP_034653122.1|DSUB	LOC118514209|XP_035916795.1|ASTE
OG0003627	LOC117892464|XP_034654605.1|DSUB	LOC118512834|XP_035913778.1|ASTE
OG0003628	LOC117892152|XP_034654091.1|DSUB	LOC118510546|XP_035908407.1|ASTE
OG0003629	LOC117891103|XP_034652181.1|DSUB	LOC118514242|XP_035916840.1|ASTE
OG0003630	LOC117892159|XP_034654110.1|DSUB	LOC118514228|XP_035916820.1|ASTE
OG0003631	LOC117893829|XP_034656477.1|DSUB	LOC118514252|XP_035916859.1|ASTE
OG0003632	LOC117894936|XP_034658130.1|DSUB	LOC118512313|XP_035912457.1|ASTE
OG0003633	LOC117892331|XP_034654375.1|DSUB	LOC118511570|XP_035910707.1|ASTE
OG0003634	LOC117894864|XP_034658015.1|DSUB	LOC118509443|XP_035905944.1|ASTE
OG0003635	LOC117893039|XP_034655298.1|DSUB	LOC118510366|XP_035907968.1|ASTE
OG0003636	LOC117889968|XP_034650422.1|DSUB	LOC118511520|XP_035910601.1|ASTE
OG0003637	LOC117889905|XP_034650317.1|DSUB	LOC118510477|XP_035908246.1|ASTE
OG0003638	LOC117894404|XP_034657307.1|DSUB	LOC118512897|XP_035913902.1|ASTE
OG0003639	LOC117900320|XP_034666543.1|DSUB	LOC118512899|XP_035913907.1|ASTE
OG0003640	LOC117889893|XP_034650294.1|DSUB	LOC118511377|XP_035910264.1|ASTE
OG0003641	LOC117892182|XP_034654159.1|DSUB	LOC118509741|XP_035906764.1|ASTE
OG0003642	LOC117892723|XP_034655035.1|DSUB	LOC118509762|XP_035906786.1|ASTE
OG0003643	LOC117892725|XP_034655039.1|DSUB	LOC118509772|XP_035906804.1|ASTE
OG0003644	LOC117891276|XP_034652544.1|DSUB	LOC118512794|XP_035913609.1|ASTE
OG0003645	LOC117893251|XP_034655708.1|DSUB	LOC118513487|XP_035915203.1|ASTE
OG0003646	LOC117895298|XP_034658747.1|DSUB	LOC118513484|XP_035915197.1|ASTE
OG0003647	LOC117895526|XP_034659123.1|DSUB	LOC118511263|XP_035910027.1|ASTE
OG0003648	LOC117902219|XP_034669343.1|DSUB	LOC118514452|XP_035917262.1|ASTE
OG0003649	LOC117898623|XP_034664070.1|DSUB	LOC118511447|XP_035910441.1|ASTE
OG0003650	LOC117902703|XP_034670140.1|DSUB, LOC117897959|XP_034662956.1|DSUB	LOC118511444|XP_035910437.1|ASTE
OG0003651	LOC117898850|XP_034664418.1|DSUB	LOC118514396|XP_035917170.1|ASTE
OG0003652	LOC117894605|XP_034657647.1|DSUB	LOC118510225|XP_035907683.1|ASTE
OG0003653	LOC117894823|XP_034657960.1|DSUB	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE
OG0003654	LOC117893943|XP_034656624.1|DSUB	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE
OG0003655	LOC117900758|XP_034667131.1|DSUB	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE
OG0003656	LOC117893886|XP_034656549.1|DSUB	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE
OG0003657	LOC117893046|XP_034655314.1|DSUB	LOC118512888|XP_035913883.1|ASTE
OG0003658	LOC117897303|XP_034661941.1|DSUB	LOC118514261|XP_035916870.1|ASTE
OG0003659	LOC117894330|XP_034657205.1|DSUB	LOC118514253|XP_035916860.1|ASTE
OG0003660	LOC117893705|XP_034656283.1|DSUB, LOC117895103|XP_034658390.1|DSUB	LOC118510302|XP_035907822.1|ASTE
OG0003661	LOC117894346|XP_034657226.1|DSUB	LOC118510216|XP_035907670.1|ASTE
OG0003662	LOC117893656|XP_034656238.1|DSUB	LOC118513272|XP_035914732.1|ASTE
OG0003663	LOC117895519|XP_034659114.1|DSUB	LOC118511399|XP_035910327.1|ASTE
OG0003664	LOC117895489|XP_034659072.1|DSUB	LOC118511390|XP_035910302.1|ASTE
OG0003665	LOC117892353|XP_034654448.1|DSUB	LOC118509733|XP_035906755.1|ASTE
OG0003666	LOC117890873|XP_034651854.1|DSUB	LOC118509612|XP_035906315.1|ASTE
OG0003667	LOC117895707|XP_034659446.1|DSUB	LOC118509621|XP_035906359.1|ASTE
OG0003668	LOC117890413|XP_034651115.1|DSUB	LOC118511332|XP_035910156.1|ASTE
OG0003669	LOC117891950|XP_034653697.1|DSUB	LOC118511546|XP_035910647.1|ASTE
OG0003670	LOC117891948|XP_034653693.1|DSUB	LOC118511544|XP_035910644.1|ASTE
OG0003671	LOC117889747|XP_034650077.1|DSUB	LOC118510273|XP_035907769.1|ASTE
OG0003672	LOC117899595|XP_034665605.1|DSUB	LOC118510287|XP_035907796.1|ASTE
OG0003673	LOC117890114|XP_034650676.1|DSUB	LOC118514330|XP_035917022.1|ASTE
OG0003674	LOC117890061|XP_034650590.1|DSUB	LOC118511255|XP_035909998.1|ASTE
OG0003675	LOC117891611|XP_034653038.1|DSUB	LOC118509878|XP_035907010.1|ASTE
OG0003676	LOC117891610|XP_034653035.1|DSUB	LOC118509875|XP_035906997.1|ASTE
OG0003677	LOC117898141|XP_034663228.1|DSUB	LOC118509452|XP_035905964.1|ASTE
OG0003678	LOC117892972|XP_034655201.1|DSUB	LOC118512843|XP_035913788.1|ASTE
OG0003679	LOC117894289|XP_034657140.1|DSUB	LOC118512857|XP_035913833.1|ASTE
OG0003680	LOC117890976|XP_034652005.1|DSUB	LOC118511376|XP_035910263.1|ASTE
OG0003681	LOC117891895|XP_034653589.1|DSUB	LOC118512283|XP_035912398.1|ASTE
OG0003682	LOC117898576|XP_034663986.1|DSUB	LOC118512252|XP_035912298.1|ASTE
OG0003683	LOC117891097|XP_034652172.1|DSUB	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE
OG0003684	LOC117895210|XP_034658592.1|DSUB	LOC118512876|XP_035913862.1|ASTE
OG0003685	LOC117895674|XP_034659387.1|DSUB	LOC118512255|XP_035912301.1|ASTE
OG0003686	LOC117890244|XP_034650881.1|DSUB	LOC118512019|XP_035911691.1|ASTE
OG0003687	LOC117891707|XP_034653191.1|DSUB	LOC118512808|XP_035913653.1|ASTE
OG0003688	LOC117891838|XP_034653479.1|DSUB	LOC118512809|XP_035913654.1|ASTE
OG0003689	LOC117895613|XP_034659253.1|DSUB	LOC118512815|XP_035913673.1|ASTE
OG0003690	LOC117895497|XP_034659083.1|DSUB	LOC118512816|XP_035913674.1|ASTE
OG0003691	LOC117895656|XP_034659362.1|DSUB	LOC118512820|XP_035913688.1|ASTE
OG0003692	LOC117890836|XP_034651810.1|DSUB	LOC118509716|XP_035906696.1|ASTE
OG0003693	LOC117895106|XP_034658398.1|DSUB	LOC118512229|XP_035912244.1|ASTE
OG0003694	LOC117894811|XP_034657937.1|DSUB	LOC118514241|XP_035916838.1|ASTE
OG0003695	LOC117893512|XP_034656042.1|DSUB	LOC118508937|XP_035904739.1|ASTE
OG0003696	LOC117890802|XP_034651767.1|DSUB	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE
OG0003697	LOC117890485|XP_034651261.1|DSUB	LOC118513184|XP_035914543.1|ASTE
OG0003698	LOC117895666|XP_034659380.1|DSUB	LOC118509763|XP_035906787.1|ASTE
OG0003699	LOC117890489|XP_034651268.1|DSUB	LOC118509780|XP_035906812.1|ASTE
OG0003700	LOC117892278|XP_034654289.1|DSUB	LOC118509693|XP_035906650.1|ASTE
OG0003701	LOC117902814|XP_034670330.1|DSUB	LOC118509771|XP_035906802.1|ASTE
OG0003702	LOC117894873|XP_034658031.1|DSUB	LOC118509761|XP_035906785.1|ASTE
OG0003703	LOC117894061|XP_034656805.1|DSUB	LOC118511882|XP_035911400.1|ASTE
OG0003704	LOC117894002|XP_034656716.1|DSUB	LOC118511878|XP_035911394.1|ASTE
OG0003705	LOC117892608|XP_034654840.1|DSUB	LOC118512306|XP_035912430.1|ASTE
OG0003706	LOC117894581|XP_034657614.1|DSUB	LOC118512867|XP_035913848.1|ASTE
OG0003707	LOC117893889|XP_034656552.1|DSUB	LOC118512871|XP_035913855.1|ASTE
OG0003708	LOC117893394|XP_034655884.1|DSUB	LOC118510150|XP_035907547.1|ASTE
OG0003709	LOC117891505|XP_034652887.1|DSUB	LOC118513269|XP_035914729.1|ASTE
OG0003710	LOC117891495|XP_034652874.1|DSUB	LOC118513464|XP_035915133.1|ASTE
OG0003711	LOC117894256|XP_034657101.1|DSUB	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE
OG0003712	LOC117891566|XP_034652979.1|DSUB	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE
OG0003713	LOC117892706|XP_034655011.1|DSUB	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE
OG0003714	LOC117889794|XP_034650158.1|DSUB	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE
OG0003715	LOC117895811|XP_034659628.1|DSUB	LOC118514619|XP_035917509.1|ASTE
OG0003716	LOC117893786|XP_034656421.1|DSUB	LOC118509406|XP_035905864.1|ASTE
OG0003717	LOC117893984|XP_034656689.1|DSUB	LOC118508827|XP_035904465.1|ASTE
OG0003718	LOC117893314|XP_034655793.1|DSUB	LOC118509911|XP_035907083.1|ASTE
OG0003719	LOC117894120|XP_034656893.1|DSUB	LOC118509552|XP_035906196.1|ASTE
OG0003720	LOC117903138|XP_034670866.1|DSUB	LOC118511283|XP_035910070.1|ASTE
OG0003721	LOC117890911|XP_034651917.1|DSUB	LOC118511286|XP_035910084.1|ASTE
OG0003722	LOC117895708|XP_034659447.1|DSUB	LOC118511319|XP_035910125.1|ASTE
OG0003723	LOC117895222|XP_034658608.1|DSUB	LOC118511312|XP_035910119.1|ASTE
OG0003724	LOC117895460|XP_034659024.1|DSUB	LOC118512266|XP_035912339.1|ASTE
OG0003725	LOC117894448|XP_034657432.1|DSUB	LOC118514229|XP_035916821.1|ASTE
OG0003726	LOC117895371|XP_034658848.1|DSUB	LOC118514244|XP_035916844.1|ASTE
OG0003728	LOC117896244|XP_034660292.1|DSUB	LOC118508855|XP_035904501.1|ASTE
OG0003729	LOC117893552|XP_034656093.1|DSUB	LOC118508850|XP_035904495.1|ASTE
OG0003730	LOC117893271|XP_034655730.1|DSUB	LOC118510262|XP_035907740.1|ASTE
OG0003731	LOC117895436|XP_034658981.1|DSUB	LOC118509402|XP_035905856.1|ASTE
OG0003732	LOC117894378|XP_034657274.1|DSUB	LOC118509392|XP_035905832.1|ASTE
OG0003733	LOC117893761|XP_034656390.1|DSUB	LOC118509391|XP_035905831.1|ASTE
OG0003734	LOC117895284|XP_034658711.1|DSUB	LOC118510094|XP_035907404.1|ASTE
