Orthogroup	DSUB.longest_only	HILL.longest_only
OG0005301	LOC117902019|XP_034668960.1|DSUB	LOC119652601|XP_037912758.1|HILL
OG0005302	LOC117890726|XP_034651666.1|DSUB	LOC119650681|XP_037909572.1|HILL
OG0005303	LOC117900175|XP_034666311.1|DSUB	LOC119658595|XP_037921987.1|HILL
OG0005304	LOC117902339|XP_034669529.1|DSUB	LOC119651646|XP_037911249.1|HILL
OG0005305	LOC117892519|XP_034654697.1|DSUB	LOC119646930|XP_037903542.1|HILL
OG0005306	LOC117901515|XP_034668178.1|DSUB	LOC119651384|XP_037910891.1|HILL
OG0005307	LOC117900247|XP_034666436.1|DSUB	LOC119651688|XP_037911320.1|HILL
OG0005308	LOC117902320|XP_034669499.1|DSUB	LOC119650845|XP_037909918.1|HILL
OG0005309	LOC117901218|XP_034667776.1|DSUB	LOC119654679|XP_037916110.1|HILL
OG0005310	LOC117902801|XP_034670313.1|DSUB	LOC119647787|XP_037904906.1|HILL
OG0005311	LOC117900877|XP_034667296.1|DSUB	LOC119646262|XP_037902592.1|HILL
OG0005312	LOC117900351|XP_034666587.1|DSUB	LOC119646717|XP_037903224.1|HILL
OG0005313	LOC117901838|XP_034668664.1|DSUB	LOC119647473|XP_037904343.1|HILL
OG0005314	LOC117900378|XP_034666621.1|DSUB	LOC119656543|XP_037918831.1|HILL
OG0005315	LOC117900584|XP_034666885.1|DSUB	LOC119656035|XP_037918233.1|HILL
OG0005316	LOC117892521|XP_034654699.1|DSUB	LOC119661640|XP_037926996.1|HILL
OG0005317	LOC117900413|XP_034666662.1|DSUB	LOC119657812|XP_037920850.1|HILL
OG0005318	LOC117902104|XP_034669100.1|DSUB	LOC119652166|XP_037912040.1|HILL
OG0005319	LOC117900353|XP_034666591.1|DSUB	LOC119653237|XP_037913764.1|HILL
OG0005320	LOC117902632|XP_034670043.1|DSUB	LOC119650698|XP_037909612.1|HILL
OG0005321	LOC117900501|XP_034666781.1|DSUB	LOC119656143|XP_037918403.1|HILL
OG0005322	LOC117900511|XP_034666796.1|DSUB	LOC119654989|XP_037916581.1|HILL
OG0005323	LOC117900976|XP_034667455.1|DSUB	LOC119651991|XP_037911836.1|HILL
OG0005324	LOC117901225|XP_034667786.1|DSUB	LOC119651052|XP_037910306.1|HILL
OG0005325	LOC117902696|XP_034670128.1|DSUB	LOC119651220|XP_037910603.1|HILL
OG0005326	LOC117902182|XP_034669245.1|DSUB	LOC119652645|XP_037912821.1|HILL
OG0005327	LOC117901325|XP_034667925.1|DSUB	LOC119652105|XP_037911971.1|HILL
OG0005328	LOC117899386|XP_034665259.1|DSUB	LOC119657547|XP_037920427.1|HILL
OG0005329	LOC117895240|XP_034658640.1|DSUB	LOC119649430|XP_037907506.1|HILL
OG0005330	LOC117895238|XP_034658638.1|DSUB	LOC119649899|XP_037908221.1|HILL
OG0005331	LOC117900155|XP_034666283.1|DSUB	LOC119658837|XP_037922508.1|HILL
OG0005332	LOC117901810|XP_034668615.1|DSUB	LOC119647140|XP_037903861.1|HILL
OG0005333	LOC117901543|XP_034668225.1|DSUB	LOC119651891|XP_037911644.1|HILL
OG0005334	LOC117902332|XP_034669518.1|DSUB	LOC119646540|XP_037902939.1|HILL
OG0005335	LOC117891799|XP_034653364.1|DSUB	LOC119646541|XP_037902941.1|HILL
OG0005336	LOC117892675|XP_034654963.1|DSUB	LOC119646593|XP_037903015.1|HILL
OG0005337	LOC117891404|XP_034652741.1|DSUB	LOC119656145|XP_037918406.1|HILL
OG0005338	LOC117901204|XP_034667749.1|DSUB	LOC119653036|XP_037913415.1|HILL
OG0005339	LOC117902305|XP_034669478.1|DSUB	LOC119653083|XP_037913503.1|HILL
OG0005340	LOC117900887|XP_034667307.1|DSUB	LOC119652642|XP_037912816.1|HILL
OG0005341	LOC117890479|XP_034651236.1|DSUB	LOC119655922|XP_037918018.1|HILL
OG0005342	LOC117902070|XP_034669046.1|DSUB	LOC119650574|XP_037909322.1|HILL
OG0005343	LOC117890956|XP_034651988.1|DSUB	LOC119660746|XP_037925402.1|HILL
OG0005344	LOC117890290|XP_034650945.1|DSUB	LOC119655394|XP_037917199.1|HILL
OG0005345	LOC117900876|XP_034667293.1|DSUB	LOC119652721|XP_037912942.1|HILL
OG0005346	LOC117900249|XP_034666439.1|DSUB	LOC119648550|XP_037906248.1|HILL
OG0005347	LOC117901701|XP_034668453.1|DSUB	LOC119656378|XP_037918724.1|HILL
OG0005348	LOC117902327|XP_034669508.1|DSUB	LOC119646931|XP_037903544.1|HILL
OG0005349	LOC117901794|XP_034668596.1|DSUB	LOC119656779|XP_037919294.1|HILL
OG0005350	LOC117901354|XP_034667954.1|DSUB	LOC119651331|XP_037910804.1|HILL
OG0005351	LOC117895292|XP_034658736.1|DSUB	LOC119650514|XP_037909291.1|HILL
OG0005352	LOC117900747|XP_034667116.1|DSUB	LOC119653236|XP_037913753.1|HILL
OG0005353	LOC117890508|XP_034651299.1|DSUB	LOC119654431|XP_037915760.1|HILL
OG0005354	LOC117902688|XP_034670114.1|DSUB	LOC119650588|XP_037909356.1|HILL
OG0005355	LOC117899998|XP_034666061.1|DSUB	LOC119652338|XP_037912287.1|HILL
OG0005356	LOC117900002|XP_034666064.1|DSUB	LOC119652090|XP_037911957.1|HILL
OG0005357	LOC117900369|XP_034666610.1|DSUB	LOC119658215|XP_037921410.1|HILL
OG0005358	LOC117900132|XP_034666249.1|DSUB	LOC119651409|XP_037910929.1|HILL
OG0005359	LOC117890412|XP_034651114.1|DSUB	LOC119650054|XP_037908474.1|HILL
OG0005360	LOC117894668|XP_034657736.1|DSUB	LOC119648381|XP_037906043.1|HILL
OG0005361	LOC117900776|XP_034667148.1|DSUB	LOC119650985|XP_037910179.1|HILL
OG0005362	LOC117902284|XP_034669448.1|DSUB	LOC119651644|XP_037911247.1|HILL
OG0005363	LOC117900851|XP_034667262.1|DSUB	LOC119652427|XP_037912479.1|HILL
OG0005364	LOC117889948|XP_034650378.1|DSUB	LOC119646986|XP_037903626.1|HILL
OG0005365	LOC117900352|XP_034666588.1|DSUB	LOC119655858|XP_037917910.1|HILL
OG0005366	LOC117900149|XP_034666273.1|DSUB	LOC119646222|XP_037902537.1|HILL
OG0005367	LOC117900148|XP_034666272.1|DSUB	LOC119649754|XP_037907978.1|HILL
OG0005368	LOC117897893|XP_034662862.1|DSUB	LOC119660829|XP_037925619.1|HILL
OG0005369	LOC117901931|XP_034668790.1|DSUB	LOC119646563|XP_037902970.1|HILL
OG0005370	LOC117900456|XP_034666719.1|DSUB	LOC119652224|XP_037912100.1|HILL
OG0005371	LOC117901816|XP_034668624.1|DSUB	LOC119652181|XP_037912053.1|HILL
OG0005372	LOC117898115|XP_034663193.1|DSUB	LOC119653124|XP_037913578.1|HILL
OG0005373	LOC117900741|XP_034667107.1|DSUB	LOC119652560|XP_037912695.1|HILL
OG0005374	LOC117902768|XP_034670252.1|DSUB	LOC119646738|XP_037903244.1|HILL
OG0005375	LOC117902766|XP_034670249.1|DSUB	LOC119646737|XP_037903243.1|HILL
OG0005376	LOC117902736|XP_034670202.1|DSUB	LOC119656987|XP_037919651.1|HILL
OG0005377	LOC117895565|XP_034659172.1|DSUB	LOC119654262|XP_037915458.1|HILL
OG0005378	LOC117901023|XP_034667515.1|DSUB	LOC119652955|XP_037913278.1|HILL
OG0005379	LOC117900053|XP_034666140.1|DSUB	LOC119651984|XP_037911827.1|HILL
OG0005380	LOC117901452|XP_034668089.1|DSUB	LOC119653070|XP_037913478.1|HILL
OG0005382	LOC117902485|XP_034669788.1|DSUB	LOC119646569|XP_037902980.1|HILL
OG0005383	LOC117895456|XP_034659019.1|DSUB	LOC119648086|XP_037905507.1|HILL
OG0005384	LOC117896115|XP_034660061.1|DSUB	LOC119659325|XP_037923287.1|HILL
OG0005385	LOC117891976|XP_034653742.1|DSUB	LOC119660827|XP_037925615.1|HILL
OG0005386	LOC117891001|XP_034652048.1|DSUB	LOC119647233|XP_037904017.1|HILL
OG0005387	LOC117896132|XP_034660084.1|DSUB	LOC119651414|XP_037910936.1|HILL
OG0005388	LOC117900112|XP_034666227.1|DSUB	LOC119646258|XP_037902589.1|HILL
OG0005389	LOC117902640|XP_034670055.1|DSUB	LOC119656938|XP_037919570.1|HILL
OG0005390	LOC117902719|XP_034670175.1|DSUB	LOC119646335|XP_037902725.1|HILL
OG0005391	LOC117902721|XP_034670177.1|DSUB	LOC119646511|XP_037902935.1|HILL
OG0005392	LOC117900903|XP_034667353.1|DSUB	LOC119660997|XP_037926024.1|HILL
OG0005393	LOC117897664|XP_034662553.1|DSUB	LOC119650629|XP_037909465.1|HILL
OG0005394	LOC117900899|XP_034667341.1|DSUB	LOC119650089|XP_037908530.1|HILL
OG0005395	LOC117900487|XP_034666763.1|DSUB	LOC119659737|XP_037923927.1|HILL
OG0005396	LOC117902789|XP_034670285.1|DSUB	LOC119654364|XP_037915641.1|HILL
OG0005397	LOC117902802|XP_034670314.1|DSUB	LOC119646847|XP_037903396.1|HILL
OG0005398	LOC117899179|XP_034664931.1|DSUB	LOC119655264|XP_037916990.1|HILL
OG0005399	LOC117891242|XP_034652478.1|DSUB	LOC119646246|XP_037902568.1|HILL
OG0005400	LOC117891109|XP_034652192.1|DSUB	LOC119646919|XP_037903521.1|HILL
OG0005401	LOC117900358|XP_034666598.1|DSUB	LOC119656809|XP_037919358.1|HILL
OG0005402	LOC117900357|XP_034666597.1|DSUB	LOC119661647|XP_037927007.1|HILL
OG0005403	LOC117902795|XP_034670304.1|DSUB	LOC119646621|XP_037903057.1|HILL
OG0005404	LOC117902796|XP_034670305.1|DSUB	LOC119646943|XP_037903560.1|HILL
OG0005405	LOC117890910|XP_034651915.1|DSUB	LOC119661428|XP_037926701.1|HILL
OG0005406	LOC117890901|XP_034651887.1|DSUB	LOC119661331|XP_037926560.1|HILL
OG0005407	LOC117890760|XP_034651712.1|DSUB	LOC119654173|XP_037915287.1|HILL
OG0005408	LOC117902225|XP_034669349.1|DSUB	LOC119646556|XP_037902961.1|HILL
OG0005409	LOC117901491|XP_034668150.1|DSUB	LOC119646889|XP_037903453.1|HILL
OG0005410	LOC117902230|XP_034669355.1|DSUB	LOC119661774|XP_037927176.1|HILL
OG0005411	LOC117890394|XP_034651090.1|DSUB	LOC119656478|XP_037918733.1|HILL
OG0005412	LOC117892377|XP_034654477.1|DSUB	LOC119661694|XP_037927068.1|HILL
OG0005413	LOC117891523|XP_034652912.1|DSUB	LOC119646464|XP_037902841.1|HILL
OG0005414	LOC117894114|XP_034656889.1|DSUB	LOC119657952|XP_037921082.1|HILL
OG0005415	LOC117903535|XP_034671612.1|DSUB	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL
OG0005416	LOC117890878|XP_034651861.1|DSUB	LOC119660974|XP_037925977.1|HILL
OG0005417	LOC117901469|XP_034668122.1|DSUB	LOC119650980|XP_037910170.1|HILL
OG0005418	LOC117901595|XP_034668298.1|DSUB	LOC119650979|XP_037910169.1|HILL
OG0005419	LOC117901787|XP_034668587.1|DSUB	LOC119651754|XP_037911419.1|HILL
OG0005420	LOC117901633|XP_034668354.1|DSUB	LOC119652570|XP_037912712.1|HILL
OG0005421	LOC117902386|XP_034669598.1|DSUB	LOC119652112|XP_037911980.1|HILL
OG0005422	LOC117903455|XP_034671381.1|DSUB	LOC119655932|XP_037918043.1|HILL
OG0005423	LOC117902459|XP_034669750.1|DSUB	LOC119652599|XP_037912755.1|HILL
OG0005424	LOC117889757|XP_034650093.1|DSUB	LOC119656074|XP_037918287.1|HILL
OG0005425	LOC117903154|XP_034670881.1|DSUB	LOC119658439|XP_037921770.1|HILL
OG0005426	LOC117889856|XP_034650247.1|DSUB	LOC119649251|XP_037907250.1|HILL
OG0005427	LOC117900375|XP_034666618.1|DSUB	LOC119653128|XP_037913584.1|HILL
OG0005428	LOC117902491|XP_034669803.1|DSUB	LOC119661030|XP_037926118.1|HILL
OG0005429	LOC117902335|XP_034669523.1|DSUB	LOC119651246|XP_037910654.1|HILL
OG0005430	LOC117902337|XP_034669527.1|DSUB	LOC119651997|XP_037911848.1|HILL
OG0005431	LOC117901067|XP_034667570.1|DSUB	LOC119652223|XP_037912099.1|HILL
OG0005432	LOC117902188|XP_034669255.1|DSUB	LOC119651624|XP_037911214.1|HILL
OG0005433	LOC117890757|XP_034651709.1|DSUB	LOC119646327|XP_037902680.1|HILL
OG0005434	LOC117902446|XP_034669731.1|DSUB	LOC119651786|XP_037911472.1|HILL
OG0005435	LOC117902190|XP_034669257.1|DSUB	LOC119651275|XP_037910708.1|HILL
OG0005436	LOC117902189|XP_034669256.1|DSUB	LOC119651396|XP_037910905.1|HILL
OG0005437	LOC117896854|XP_034661273.1|DSUB	LOC119659891|XP_037924141.1|HILL
OG0005438	LOC117900817|XP_034667201.1|DSUB	LOC119647222|XP_037903981.1|HILL
OG0005439	LOC117899122|XP_034664806.1|DSUB	LOC119661359|XP_037926596.1|HILL
OG0005440	LOC117902400|XP_034669623.1|DSUB	LOC119647081|XP_037903766.1|HILL
OG0005441	LOC117900497|XP_034666777.1|DSUB	LOC119657186|XP_037919908.1|HILL
OG0005442	LOC117900122|XP_034666238.1|DSUB	LOC119646481|XP_037902862.1|HILL
OG0005443	LOC117901111|XP_034667635.1|DSUB	LOC119646559|XP_037902965.1|HILL
OG0005444	LOC117901155|XP_034667696.1|DSUB	LOC119646166|XP_037902470.1|HILL
OG0005445	LOC117901291|XP_034667877.1|DSUB	LOC119661108|XP_037926232.1|HILL
OG0005447	LOC117902214|XP_034669331.1|DSUB	LOC119647191|XP_037903930.1|HILL
OG0005448	LOC117890208|XP_034650830.1|DSUB	LOC119651901|XP_037911654.1|HILL
OG0005449	LOC117896631|XP_034660968.1|DSUB	LOC119653570|XP_037914226.1|HILL
OG0005450	LOC117897451|XP_034662187.1|DSUB	LOC119652062|XP_037911930.1|HILL
OG0005452	LOC117890707|XP_034651623.1|DSUB	LOC119647246|XP_037904048.1|HILL
OG0005453	LOC117898904|XP_034664478.1|DSUB	LOC119651183|XP_037910542.1|HILL
OG0005454	LOC117901706|XP_034668467.1|DSUB	LOC119654712|XP_037916163.1|HILL
OG0005455	LOC117892213|XP_034654204.1|DSUB	LOC119652415|XP_037912461.1|HILL
OG0005456	LOC117902288|XP_034669456.1|DSUB	LOC119651529|XP_037911089.1|HILL
OG0005457	LOC117902175|XP_034669208.1|DSUB	LOC119652309|XP_037912248.1|HILL
OG0005458	LOC117901568|XP_034668257.1|DSUB	LOC119647455|XP_037904317.1|HILL
OG0005459	LOC117902077|XP_034669058.1|DSUB	LOC119657539|XP_037920413.1|HILL
OG0005460	LOC117900099|XP_034666210.1|DSUB	LOC119646902|XP_037903498.1|HILL
OG0005461	LOC117901450|XP_034668086.1|DSUB	LOC119651211|XP_037910590.1|HILL
OG0005462	LOC117901241|XP_034667808.1|DSUB	LOC119651521|XP_037911079.1|HILL
OG0005463	LOC117895085|XP_034658373.1|DSUB	LOC119651915|XP_037911672.1|HILL
OG0005464	LOC117902750|XP_034670228.1|DSUB	LOC119653228|XP_037913743.1|HILL
OG0005465	LOC117902174|XP_034669206.1|DSUB	LOC119650592|XP_037909367.1|HILL
OG0005466	LOC117902172|XP_034669204.1|DSUB	LOC119652978|XP_037913316.1|HILL
OG0005467	LOC117897533|XP_034662345.1|DSUB	LOC119659295|XP_037923235.1|HILL
OG0005468	LOC117902785|XP_034670282.1|DSUB	LOC119661730|XP_037927125.1|HILL
OG0005469	LOC117901371|XP_034667972.1|DSUB	LOC119661372|XP_037926618.1|HILL
OG0005470	LOC117902291|XP_034669460.1|DSUB	LOC119661371|XP_037926617.1|HILL
OG0005471	LOC117900018|XP_034666095.1|DSUB	LOC119661553|XP_037926871.1|HILL
OG0005472	LOC117902580|XP_034669964.1|DSUB	LOC119647388|XP_037904207.1|HILL
OG0005473	LOC117900106|XP_034666220.1|DSUB	LOC119657346|XP_037920151.1|HILL
OG0005474	LOC117900431|XP_034666692.1|DSUB	LOC119647057|XP_037903741.1|HILL
OG0005475	LOC117900430|XP_034666691.1|DSUB	LOC119651520|XP_037911082.1|HILL
OG0005476	LOC117890621|XP_034651454.1|DSUB	LOC119654790|XP_037916266.1|HILL
OG0005477	LOC117893440|XP_034655950.1|DSUB	LOC119652425|XP_037912476.1|HILL
OG0005478	LOC117902084|XP_034669068.1|DSUB	LOC119658633|XP_037922084.1|HILL
OG0005479	LOC117902081|XP_034669065.1|DSUB	LOC119657193|XP_037919929.1|HILL
OG0005480	LOC117902085|XP_034669069.1|DSUB	LOC119657203|XP_037919941.1|HILL
OG0005481	LOC117902370|XP_034669577.1|DSUB	LOC119657575|XP_037920472.1|HILL
OG0005482	LOC117902710|XP_034670164.1|DSUB	LOC119655307|XP_037917068.1|HILL
OG0005483	LOC117898045|XP_034663095.1|DSUB	LOC119646331|XP_037902683.1|HILL
OG0005484	LOC117900452|XP_034666715.1|DSUB	LOC119646196|XP_037902507.1|HILL
OG0005485	LOC117890600|XP_034651430.1|DSUB	LOC119646512|XP_037902895.1|HILL
OG0005486	LOC117892018|XP_034653802.1|DSUB	LOC119647250|XP_037904056.1|HILL
OG0005487	LOC117901360|XP_034667961.1|DSUB	LOC119660700|XP_037925267.1|HILL
OG0005488	LOC117901220|XP_034667780.1|DSUB	LOC119661682|XP_037927049.1|HILL
OG0005489	LOC117902745|XP_034670219.1|DSUB	LOC119661697|XP_037927071.1|HILL
OG0005490	LOC117902738|XP_034670205.1|DSUB	LOC119653558|XP_037914202.1|HILL
OG0005491	LOC117902432|XP_034669695.1|DSUB	LOC119647497|XP_037904384.1|HILL
OG0005492	LOC117900512|XP_034666797.1|DSUB	LOC119646810|XP_037903339.1|HILL
OG0005493	LOC117901099|XP_034667618.1|DSUB	LOC119651911|XP_037911665.1|HILL
OG0005494	LOC117891443|XP_034652811.1|DSUB	LOC119661402|XP_037926659.1|HILL
OG0005495	LOC117891647|XP_034653085.1|DSUB	LOC119659568|XP_037923649.1|HILL
OG0005496	LOC117898670|XP_034664137.1|DSUB	LOC119647274|XP_037904093.1|HILL
OG0005497	LOC117902631|XP_034670042.1|DSUB	LOC119648029|XP_037905381.1|HILL
OG0005498	LOC117902637|XP_034670050.1|DSUB	LOC119646726|XP_037903234.1|HILL
OG0005499	LOC117902614|XP_034670017.1|DSUB	LOC119647316|XP_037904171.1|HILL
OG0005500	LOC117902618|XP_034670021.1|DSUB	LOC119647318|XP_037904173.1|HILL
OG0005501	LOC117901238|XP_034667804.1|DSUB	LOC119657241|XP_037919987.1|HILL
OG0005502	LOC117901239|XP_034667805.1|DSUB	LOC119646584|XP_037903006.1|HILL
OG0005503	LOC117901528|XP_034668199.1|DSUB	LOC119652351|XP_037912342.1|HILL
OG0005504	LOC117901569|XP_034668259.1|DSUB	LOC119661333|XP_037926563.1|HILL
OG0005506	LOC117901592|XP_034668292.1|DSUB	LOC119647086|XP_037903778.1|HILL
OG0005507	LOC117900231|XP_034666408.1|DSUB	LOC119661140|XP_037926269.1|HILL
OG0005508	LOC117899987|XP_034666047.1|DSUB	LOC119646805|XP_037903326.1|HILL
OG0005509	LOC117902807|XP_034670320.1|DSUB	LOC119651569|XP_037911134.1|HILL
OG0005510	LOC117900126|XP_034666241.1|DSUB	LOC119650815|XP_037909881.1|HILL
OG0005511	LOC117900785|XP_034667196.1|DSUB	LOC119655562|XP_037917421.1|HILL
OG0005512	LOC117896308|XP_034660422.1|DSUB	LOC119651273|XP_037910706.1|HILL
OG0005513	LOC117900848|XP_034667258.1|DSUB	LOC119648193|XP_037905716.1|HILL
OG0005514	LOC117897576|XP_034662419.1|DSUB	LOC119652459|XP_037912551.1|HILL
OG0005515	LOC117892379|XP_034654481.1|DSUB	LOC119654506|XP_037915873.1|HILL
OG0005516	LOC117900846|XP_034667254.1|DSUB	LOC119654500|XP_037915860.1|HILL
OG0005517	LOC117902192|XP_034669277.1|DSUB	LOC119650830|XP_037909895.1|HILL
OG0005518	LOC117901658|XP_034668388.1|DSUB	LOC119646824|XP_037903371.1|HILL
OG0005519	LOC117890527|XP_034651336.1|DSUB	LOC119661119|XP_037926242.1|HILL
OG0005520	LOC117901006|XP_034667493.1|DSUB	LOC119651631|XP_037911223.1|HILL
OG0005521	LOC117901500|XP_034668161.1|DSUB	LOC119655622|XP_037917522.1|HILL
OG0005522	LOC117895415|XP_034658940.1|DSUB	LOC119661285|XP_037926489.1|HILL
OG0005523	LOC117901508|XP_034668169.1|DSUB	LOC119661248|XP_037926415.1|HILL
OG0005524	LOC117902096|XP_034669084.1|DSUB	LOC119646315|XP_037902663.1|HILL
OG0005525	LOC117900041|XP_034666121.1|DSUB	LOC119660839|XP_037925645.1|HILL
OG0005526	LOC117901583|XP_034668280.1|DSUB	LOC119646405|XP_037902777.1|HILL
OG0005527	LOC117902964|XP_034670507.1|DSUB	LOC119660986|XP_037925999.1|HILL
OG0005528	LOC117900298|XP_034666502.1|DSUB	LOC119661637|XP_037926988.1|HILL
OG0005529	LOC117900199|XP_034666351.1|DSUB	LOC119650714|XP_037909652.1|HILL
OG0005530	LOC117901613|XP_034668323.1|DSUB	LOC119651714|XP_037911362.1|HILL
OG0005531	LOC117892992|XP_034655235.1|DSUB	LOC119647578|XP_037904513.1|HILL
OG0005532	LOC117901213|XP_034667771.1|DSUB	LOC119653134|XP_037913594.1|HILL
OG0005533	LOC117900226|XP_034666402.1|DSUB	LOC119653843|XP_037914819.1|HILL
OG0005534	LOC117894720|XP_034657798.1|DSUB	LOC119657210|XP_037919948.1|HILL
OG0005535	LOC117900216|XP_034666391.1|DSUB	LOC119647248|XP_037904052.1|HILL
OG0005536	LOC117900951|XP_034667415.1|DSUB	LOC119661379|XP_037926626.1|HILL
OG0005538	LOC117900488|XP_034666764.1|DSUB	LOC119646617|XP_037903051.1|HILL
OG0005539	LOC117902237|XP_034669371.1|DSUB	LOC119646371|XP_037902735.1|HILL
OG0005540	LOC117900573|XP_034666873.1|DSUB	LOC119649400|XP_037907456.1|HILL
OG0005541	LOC117902008|XP_034668947.1|DSUB	LOC119650106|XP_037908558.1|HILL
OG0005542	LOC117893032|XP_034655282.1|DSUB	LOC119660742|XP_037925376.1|HILL
OG0005543	LOC117901303|XP_034667900.1|DSUB	LOC119650693|XP_037909597.1|HILL
OG0005544	LOC117901953|XP_034668818.1|DSUB	LOC119651880|XP_037911624.1|HILL
OG0005545	LOC117901531|XP_034668210.1|DSUB	LOC119646324|XP_037902672.1|HILL
OG0005546	LOC117900675|XP_034667011.1|DSUB	LOC119650636|XP_037909487.1|HILL
OG0005547	LOC117902793|XP_034670301.1|DSUB	LOC119657357|XP_037920161.1|HILL
OG0005548	LOC117902782|XP_034670274.1|DSUB	LOC119661500|XP_037926795.1|HILL
OG0005549	LOC117900359|XP_034666599.1|DSUB	LOC119661209|XP_037926360.1|HILL
OG0005550	LOC117900514|XP_034666800.1|DSUB	LOC119647202|XP_037903946.1|HILL
OG0005551	LOC117890598|XP_034651426.1|DSUB	LOC119650777|XP_037909816.1|HILL
OG0005552	LOC117890686|XP_034651564.1|DSUB	LOC119650770|XP_037909805.1|HILL
OG0005553	LOC117901566|XP_034668255.1|DSUB	LOC119649148|XP_037907090.1|HILL
OG0005554	LOC117902273|XP_034669424.1|DSUB	LOC119647262|XP_037904072.1|HILL
OG0005555	LOC117901603|XP_034668307.1|DSUB	LOC119653258|XP_037917587.1|HILL
OG0005556	LOC117901109|XP_034667633.1|DSUB	LOC119646121|XP_037906169.1|HILL
OG0005557	LOC117901397|XP_034668021.1|DSUB	LOC119655753|XP_037917738.1|HILL
OG0005558	LOC117899345|XP_034665192.1|DSUB	LOC119647302|XP_037904132.1|HILL
OG0005559	LOC117901801|XP_034668605.1|DSUB	LOC119658355|XP_037921645.1|HILL
OG0005560	LOC117900160|XP_034666291.1|DSUB	LOC119650689|XP_037909586.1|HILL
OG0005561	LOC117891160|XP_034652342.1|DSUB	LOC119661303|XP_037926520.1|HILL
OG0005562	LOC117902427|XP_034669678.1|DSUB	LOC119656555|XP_037918859.1|HILL
OG0005563	LOC117902942|XP_034670442.1|DSUB	LOC119660880|XP_037925723.1|HILL
OG0005564	LOC117901580|XP_034668273.1|DSUB	LOC119652983|XP_037913335.1|HILL
OG0005565	LOC117902323|XP_034669503.1|DSUB	LOC119646553|XP_037902959.1|HILL
OG0005566	LOC117902325|XP_034669505.1|DSUB	LOC119661559|XP_037926878.1|HILL
OG0005567	LOC117898329|XP_034663544.1|DSUB	LOC119652047|XP_037911910.1|HILL
OG0005568	LOC117902215|XP_034669332.1|DSUB	LOC119661735|XP_037927129.1|HILL
OG0005569	LOC117900049|XP_034666133.1|DSUB	LOC119651309|XP_037910763.1|HILL
OG0005570	LOC117902741|XP_034670209.1|DSUB	LOC119646448|XP_037902828.1|HILL
OG0005571	LOC117890135|XP_034650712.1|DSUB	LOC119655241|XP_037916954.1|HILL
OG0005572	LOC117892173|XP_034654142.1|DSUB	LOC119657478|XP_037920329.1|HILL
OG0005573	LOC117899238|XP_034665003.1|DSUB	LOC119653788|XP_037914719.1|HILL
OG0005574	LOC117891974|XP_034653737.1|DSUB	LOC119660712|XP_037925283.1|HILL
OG0005575	LOC117899428|XP_034665318.1|DSUB	LOC119659769|XP_037923956.1|HILL
OG0005576	LOC117890359|XP_034651044.1|DSUB	LOC119660947|XP_037925884.1|HILL
OG0005577	LOC117894384|XP_034657281.1|DSUB	LOC119647520|XP_037904416.1|HILL
OG0005578	LOC117894748|XP_034657850.1|DSUB	LOC119649918|XP_037908248.1|HILL
OG0005579	LOC117894752|XP_034657857.1|DSUB	LOC119649919|XP_037908251.1|HILL
OG0005580	LOC117893729|XP_034656341.1|DSUB	LOC119649472|XP_037907557.1|HILL
OG0005581	LOC117902498|XP_034670230.1|DSUB	LOC119653747|XP_037914601.1|HILL
OG0005582	LOC117893731|XP_034656345.1|DSUB	LOC119647557|XP_037904477.1|HILL
OG0005583	LOC117894328|XP_034657203.1|DSUB	LOC119649686|XP_037907876.1|HILL
OG0005584	LOC117901720|XP_034668488.1|DSUB	LOC119654943|XP_037916527.1|HILL
OG0005585	LOC117897373|XP_034662062.1|DSUB	LOC119660026|XP_037924331.1|HILL
OG0005586	LOC117898231|XP_034663356.1|DSUB	LOC119659706|XP_037923887.1|HILL
OG0005587	LOC117901420|XP_034668046.1|DSUB	LOC119660256|XP_037924638.1|HILL
OG0005588	LOC117893714|XP_034656292.1|DSUB	LOC119658763|XP_037922384.1|HILL
OG0005589	LOC117898908|XP_034664487.1|DSUB	LOC119658771|XP_037922395.1|HILL
OG0005590	LOC117891181|XP_034652398.1|DSUB	LOC119657166|XP_037919884.1|HILL
OG0005591	LOC117903011|XP_034670646.1|DSUB	LOC119660300|XP_037924701.1|HILL
OG0005592	LOC117896281|XP_034660375.1|DSUB	LOC119659453|XP_037923466.1|HILL
OG0005593	LOC117893956|XP_034656641.1|DSUB	LOC119650335|XP_037908918.1|HILL
OG0005594	LOC117894635|XP_034657697.1|DSUB	LOC119650334|XP_037908917.1|HILL
OG0005595	LOC117894630|XP_034657687.1|DSUB	LOC119650333|XP_037908916.1|HILL
OG0005596	LOC117895469|XP_034659037.1|DSUB	LOC119649270|XP_037907287.1|HILL
OG0005597	LOC117898941|XP_034664550.1|DSUB	LOC119660153|XP_037924483.1|HILL
OG0005598	LOC117896685|XP_034661027.1|DSUB	LOC119659410|XP_037923410.1|HILL
OG0005599	LOC117892171|XP_034654140.1|DSUB	LOC119652547|XP_037912682.1|HILL
OG0005600	LOC117898223|XP_034663348.1|DSUB	LOC119649115|XP_037907043.1|HILL
OG0005601	LOC117894197|XP_034657007.1|DSUB	LOC119653662|XP_037914420.1|HILL
