Orthogroup	DSUB.longest_only	DBIA.longest_only
OG0005107	LOC117894667|XP_034657735.1|DSUB	LOC108035659|XP_016966856.1|DBIA
OG0005108	LOC117891253|XP_034652514.1|DSUB	LOC108036910|XP_016968804.1|DBIA
OG0005109	LOC117903766|XP_034672070.1|DSUB	LOC108032605|XP_016962025.1|DBIA
OG0005110	LOC117894042|XP_034656782.1|DSUB	LOC108035005|XP_016965837.1|DBIA
OG0005111	LOC117894587|XP_034657623.1|DSUB	LOC108028631|XP_016956041.1|DBIA
OG0005112	LOC117894303|XP_034657160.1|DSUB	LOC108031207|XP_016959933.1|DBIA
OG0005113	LOC117894597|XP_034657638.1|DSUB	LOC108028633|XP_016956045.1|DBIA
OG0005114	LOC117893122|XP_034655462.1|DSUB	LOC108035570|XP_016966728.1|DBIA
OG0005115	LOC117902210|XP_034669320.1|DSUB	LOC108027770|XP_016954821.1|DBIA
OG0005116	LOC117893967|XP_034656658.1|DSUB	LOC108035404|XP_016966513.1|DBIA
OG0005117	LOC117891918|XP_034653636.1|DSUB	LOC108023424|XP_016948399.1|DBIA
OG0005118	LOC117902020|XP_034668968.1|DSUB	LOC108034120|XP_016964396.1|DBIA
OG0005119	LOC117890204|XP_034650803.1|DSUB	LOC108026669|XP_016953205.1|DBIA
OG0005120	LOC117895474|XP_034659043.1|DSUB	LOC108035448|XP_016966573.1|DBIA
OG0005121	LOC117894257|XP_034657102.1|DSUB	LOC108030735|XP_016959266.1|DBIA
OG0005122	LOC117893369|XP_034655853.1|DSUB	LOC108028598|XP_016956004.1|DBIA
OG0005123	LOC117895099|XP_034658387.1|DSUB	LOC108028793|XP_016956263.1|DBIA
OG0005124	LOC117893969|XP_034656661.1|DSUB	LOC108035101|XP_016966016.1|DBIA
OG0005125	LOC117893961|XP_034656648.1|DSUB	LOC108035098|XP_016966011.1|DBIA
OG0005126	LOC117895326|XP_034658787.1|DSUB	LOC108035379|XP_016966474.1|DBIA
OG0005127	LOC117894375|XP_034657270.1|DSUB	LOC108034879|XP_016965573.1|DBIA
OG0005128	LOC117890086|XP_034650635.1|DSUB	LOC108030267|XP_016958579.1|DBIA
OG0005129	LOC117894086|XP_034656845.1|DSUB	LOC108028569|XP_016955965.1|DBIA
OG0005130	LOC117893107|XP_034655431.1|DSUB	LOC108028528|XP_016955908.1|DBIA
OG0005131	LOC117895600|XP_034659239.1|DSUB	LOC108028445|XP_016955770.1|DBIA
OG0005132	LOC117892988|XP_034655231.1|DSUB	LOC108028425|XP_016955744.1|DBIA
OG0005133	LOC117894734|XP_034657823.1|DSUB	LOC108035604|XP_016966772.1|DBIA
OG0005134	LOC117894439|XP_034657396.1|DSUB	LOC108030568|XP_016958958.1|DBIA
OG0005135	LOC117895396|XP_034658915.1|DSUB	LOC108035431|XP_016966552.1|DBIA
OG0005136	LOC117895675|XP_034659388.1|DSUB	LOC108035377|XP_016966470.1|DBIA
OG0005137	LOC117899050|XP_034664701.1|DSUB	LOC108024667|XP_016950225.1|DBIA
OG0005138	LOC117895464|XP_034659030.1|DSUB	LOC108028107|XP_016955242.1|DBIA
OG0005139	LOC117894569|XP_034657595.1|DSUB	LOC108028303|XP_016955514.1|DBIA
OG0005140	LOC117902221|XP_034669345.1|DSUB	LOC108027774|XP_016954825.1|DBIA
OG0005141	LOC117891532|XP_034652924.1|DSUB	LOC108036449|XP_016968086.1|DBIA
OG0005142	LOC117894113|XP_034656884.1|DSUB	LOC108035477|XP_016966616.1|DBIA
OG0005143	LOC117895156|XP_034658485.1|DSUB	LOC108035039|XP_016965874.1|DBIA
OG0005144	LOC117895160|XP_034658506.1|DSUB	LOC108034589|XP_016965011.1|DBIA
OG0005145	LOC117895158|XP_034658504.1|DSUB	LOC108035664|XP_016966861.1|DBIA
OG0005146	LOC117895797|XP_034659605.1|DSUB	LOC108028377|XP_016955659.1|DBIA
OG0005147	LOC117895801|XP_034659613.1|DSUB	LOC108028379|XP_016955664.1|DBIA
OG0005148	LOC117895491|XP_034659078.1|DSUB	LOC108030574|XP_016958989.1|DBIA
OG0005149	LOC117891706|XP_034653190.1|DSUB	LOC108022671|XP_016947231.1|DBIA
OG0005150	LOC117894804|XP_034657929.1|DSUB	LOC108035282|XP_016966336.1|DBIA
OG0005151	LOC117893843|XP_034656500.1|DSUB	LOC108035208|XP_016966207.1|DBIA
OG0005152	LOC117895047|XP_034658316.1|DSUB	LOC108035537|XP_016966693.1|DBIA
OG0005153	LOC117895435|XP_034658980.1|DSUB	LOC108035556|XP_016966713.1|DBIA
OG0005154	LOC117895433|XP_034658974.1|DSUB	LOC108035058|XP_016965932.1|DBIA
OG0005155	LOC117895285|XP_034658714.1|DSUB	LOC108031064|XP_016959761.1|DBIA
OG0005156	LOC117898960|XP_034664589.1|DSUB	LOC108027332|XP_016954233.1|DBIA
OG0005157	LOC117891553|XP_034652963.1|DSUB	LOC108026634|XP_016953144.1|DBIA
OG0005158	LOC117895246|XP_034658648.1|DSUB	LOC108028276|XP_016955469.1|DBIA
OG0005159	LOC117893324|XP_034655804.1|DSUB	LOC108035427|XP_016966547.1|DBIA
OG0005160	LOC117893500|XP_034656029.1|DSUB	LOC108028122|XP_016955261.1|DBIA
OG0005161	LOC117891365|XP_034652691.1|DSUB	LOC108026858|XP_016953528.1|DBIA
OG0005162	LOC117899973|XP_034666027.1|DSUB	LOC108023651|XP_016948760.1|DBIA
OG0005163	LOC117895437|XP_034658982.1|DSUB	LOC108030816|XP_016959405.1|DBIA
OG0005164	LOC117894233|XP_034657041.1|DSUB	LOC108035483|XP_016966622.1|DBIA
OG0005165	LOC117890303|XP_034650968.1|DSUB	LOC108030201|XP_016958447.1|DBIA
OG0005166	LOC117899176|XP_034664928.1|DSUB	LOC108032942|XP_016962505.1|DBIA
OG0005167	LOC117899181|XP_034664932.1|DSUB	LOC108032871|XP_016962360.1|DBIA
OG0005168	LOC117893485|XP_034656008.1|DSUB	LOC108035454|XP_016966581.1|DBIA
OG0005169	LOC117892986|XP_034655229.1|DSUB	LOC108035067|XP_016965947.1|DBIA
OG0005170	LOC117892978|XP_034655211.1|DSUB	LOC108035065|XP_016965944.1|DBIA
OG0005171	LOC117892983|XP_034655224.1|DSUB	LOC108035066|XP_016965946.1|DBIA
OG0005172	LOC117891885|XP_034653573.1|DSUB	LOC108026822|XP_016953478.1|DBIA
OG0005173	LOC117891423|XP_034652784.1|DSUB	LOC108030440|XP_016958819.1|DBIA
OG0005174	LOC117892132|XP_034654059.1|DSUB	LOC108023056|XP_016947792.1|DBIA
OG0005175	LOC117891623|XP_034653050.1|DSUB	LOC108022597|XP_016947119.1|DBIA
OG0005176	LOC117891310|XP_034652611.1|DSUB	LOC108029749|XP_016957731.1|DBIA
OG0005177	LOC117890818|XP_034651779.1|DSUB	LOC108023005|XP_016947725.1|DBIA
OG0005178	LOC117895141|XP_034658456.1|DSUB	LOC108035677|XP_016966876.1|DBIA
OG0005179	LOC117895408|XP_034658931.1|DSUB	LOC108034827|XP_016965425.1|DBIA
OG0005180	LOC117895564|XP_034659171.1|DSUB	LOC108028524|XP_016955900.1|DBIA
OG0005181	LOC117889629|XP_034649973.1|DSUB	LOC108025930|XP_016952112.1|DBIA
OG0005182	LOC117889982|XP_034650454.1|DSUB	LOC108036441|XP_016968068.1|DBIA
OG0005183	LOC117892066|XP_034653943.1|DSUB	LOC108036365|XP_016967935.1|DBIA
OG0005184	LOC117892064|XP_034653940.1|DSUB	LOC108036549|XP_016968269.1|DBIA
OG0005185	LOC117890661|XP_034651525.1|DSUB	LOC108036241|XP_016967739.1|DBIA
OG0005186	LOC117889774|XP_034650126.1|DSUB	LOC108022585|XP_016947099.1|DBIA
OG0005187	LOC117891415|XP_034652773.1|DSUB	LOC108030095|XP_016958231.1|DBIA
OG0005188	LOC117890669|XP_034651536.1|DSUB	LOC108030273|XP_016958587.1|DBIA
OG0005189	LOC117902233|XP_034669365.1|DSUB	LOC108024199|XP_016949538.1|DBIA
OG0005190	LOC117894132|XP_034656917.1|DSUB	LOC108035703|XP_016966914.1|DBIA
OG0005191	LOC117896111|XP_034660056.1|DSUB	LOC108024574|XP_016950064.1|DBIA
OG0005192	LOC117891854|XP_034653499.1|DSUB	LOC108023071|XP_016947809.1|DBIA
OG0005193	LOC117890659|XP_034651522.1|DSUB	LOC108036480|XP_016968149.1|DBIA
OG0005194	LOC117892262|XP_034654268.1|DSUB	LOC108029564|XP_016957406.1|DBIA
OG0005195	LOC117892539|XP_034654737.1|DSUB	LOC108030037|XP_016958097.1|DBIA
OG0005196	LOC117894685|XP_034657755.1|DSUB	LOC108028763|XP_016956226.1|DBIA
OG0005197	LOC117892715|XP_034655026.1|DSUB	LOC108026956|XP_016953658.1|DBIA
OG0005198	LOC117894147|XP_034656933.1|DSUB	LOC108035936|XP_016967217.1|DBIA
OG0005199	LOC117891667|XP_034653123.1|DSUB	LOC108030142|XP_016958347.1|DBIA
OG0005200	LOC117890727|XP_034651670.1|DSUB	LOC108022483|XP_016946922.1|DBIA
OG0005201	LOC117891641|XP_034653077.1|DSUB	LOC108022445|XP_016946837.1|DBIA
OG0005202	LOC117892659|XP_034654936.1|DSUB	LOC108036571|XP_016968308.1|DBIA
OG0005203	LOC117890695|XP_034651581.1|DSUB	LOC108036344|XP_016967900.1|DBIA
OG0005204	LOC117900010|XP_034666085.1|DSUB	LOC108034092|XP_016964348.1|DBIA
OG0005205	LOC117901290|XP_034667876.1|DSUB	LOC108034716|XP_016965149.1|DBIA
OG0005206	LOC117889980|XP_034650452.1|DSUB	LOC108022974|XP_016947688.1|DBIA
OG0005207	LOC117892151|XP_034654090.1|DSUB	LOC108036400|XP_016968007.1|DBIA
OG0005208	LOC117890261|XP_034650909.1|DSUB	LOC108036268|XP_016967768.1|DBIA
OG0005209	LOC117900326|XP_034666547.1|DSUB	LOC108029212|XP_016956892.1|DBIA
OG0005210	LOC117901132|XP_034667664.1|DSUB	LOC108029152|XP_016956774.1|DBIA
OG0005211	LOC117893631|XP_034656205.1|DSUB	LOC108030860|XP_016959492.1|DBIA
OG0005212	LOC117892724|XP_034655037.1|DSUB	LOC108026820|XP_016953476.1|DBIA
OG0005213	LOC117902148|XP_034669211.1|DSUB	LOC108023408|XP_016948355.1|DBIA
OG0005214	LOC117902777|XP_034670264.1|DSUB	LOC108036759|XP_016968577.1|DBIA
OG0005215	LOC117900186|XP_034666323.1|DSUB	LOC108029235|XP_016956918.1|DBIA
OG0005216	LOC117901306|XP_034667907.1|DSUB	LOC108036103|XP_016967564.1|DBIA
OG0005217	LOC117902466|XP_034669763.1|DSUB	LOC108033784|XP_016963877.1|DBIA
OG0005218	LOC117902517|XP_034669832.1|DSUB	LOC108036785|XP_016968618.1|DBIA
OG0005219	LOC117891771|XP_034653318.1|DSUB	LOC108036603|XP_016968354.1|DBIA
OG0005220	LOC117893953|XP_034656636.1|DSUB	LOC108028879|XP_016956379.1|DBIA
OG0005221	LOC117901685|XP_034668419.1|DSUB	LOC108032802|XP_016962297.1|DBIA
OG0005222	LOC117900947|XP_034667406.1|DSUB	LOC108033619|XP_016963472.1|DBIA
OG0005223	LOC117902238|XP_034669372.1|DSUB	LOC108032674|XP_016962132.1|DBIA
OG0005224	LOC117902203|XP_034669310.1|DSUB	LOC108036724|XP_016968512.1|DBIA
OG0005225	LOC117900942|XP_034667400.1|DSUB	LOC108027653|XP_016954659.1|DBIA
OG0005226	LOC117902790|XP_034670289.1|DSUB	LOC108036763|XP_016968584.1|DBIA
OG0005227	LOC117902062|XP_034669026.1|DSUB	LOC108034201|XP_016964521.1|DBIA
OG0005228	LOC117902059|XP_034669022.1|DSUB	LOC108033662|XP_016963588.1|DBIA
OG0005229	LOC117900820|XP_034667214.1|DSUB	LOC108029150|XP_016956770.1|DBIA
OG0005230	LOC117900459|XP_034666723.1|DSUB	LOC108033769|XP_016963854.1|DBIA
OG0005231	LOC117900090|XP_034666192.1|DSUB	LOC108033324|XP_016963102.1|DBIA
OG0005232	LOC117900423|XP_034666675.1|DSUB	LOC108027824|XP_016954894.1|DBIA
OG0005233	LOC117900805|XP_034667183.1|DSUB	LOC108028981|XP_016956510.1|DBIA
OG0005234	LOC117901546|XP_034668230.1|DSUB	LOC108032763|XP_016962248.1|DBIA
OG0005235	LOC117900567|XP_034666866.1|DSUB	LOC108033933|XP_016964101.1|DBIA
OG0005236	LOC117902368|XP_034669575.1|DSUB	LOC108027680|XP_016954715.1|DBIA
OG0005237	LOC117901118|XP_034667644.1|DSUB	LOC108027837|XP_016954911.1|DBIA
OG0005238	LOC117902748|XP_034670226.1|DSUB	LOC108027734|XP_016954775.1|DBIA
OG0005239	LOC117900232|XP_034666409.1|DSUB	LOC108036125|XP_016967599.1|DBIA
OG0005240	LOC117901085|XP_034667600.1|DSUB	LOC108034277|XP_016964625.1|DBIA
OG0005241	LOC117900685|XP_034667023.1|DSUB	LOC108027783|XP_016954836.1|DBIA
OG0005242	LOC117900218|XP_034666393.1|DSUB	LOC108033856|XP_016963980.1|DBIA
OG0005243	LOC117900819|XP_034667209.1|DSUB	LOC108029121|XP_016956727.1|DBIA
OG0005244	LOC117898303|XP_034663466.1|DSUB	LOC108031666|XP_016960792.1|DBIA
OG0005245	LOC117896402|XP_034660606.1|DSUB	LOC108027292|XP_016954174.1|DBIA
OG0005246	LOC117902480|XP_034669782.1|DSUB	LOC108029169|XP_016956803.1|DBIA
OG0005247	LOC117889977|XP_034650448.1|DSUB	LOC108022686|XP_016947247.1|DBIA
OG0005248	LOC117899217|XP_034664981.1|DSUB	LOC108031413|XP_016960302.1|DBIA
OG0005249	LOC117897348|XP_034662019.1|DSUB	LOC108023968|XP_016949181.1|DBIA
OG0005250	LOC117901427|XP_034668060.1|DSUB	LOC108033725|XP_016963760.1|DBIA
OG0005251	LOC117901581|XP_034668274.1|DSUB	LOC108033970|XP_016964171.1|DBIA
OG0005252	LOC117902285|XP_034669449.1|DSUB	LOC108033632|XP_016963539.1|DBIA
OG0005253	LOC117902004|XP_034668940.1|DSUB	LOC108033624|XP_016963486.1|DBIA
OG0005254	LOC117901881|XP_034668729.1|DSUB	LOC108032385|XP_016961695.1|DBIA
OG0005255	LOC117901388|XP_034668012.1|DSUB	LOC108032746|XP_016962222.1|DBIA
OG0005256	LOC117900528|XP_034666818.1|DSUB	LOC108024076|XP_016949336.1|DBIA
OG0005257	LOC117901038|XP_034667538.1|DSUB	LOC108036143|XP_016967620.1|DBIA
OG0005258	LOC117902033|XP_034668984.1|DSUB	LOC108032707|XP_016962175.1|DBIA
OG0005259	LOC117900372|XP_034666613.1|DSUB	LOC108032636|XP_016962069.1|DBIA
OG0005260	LOC117900374|XP_034666617.1|DSUB	LOC108032635|XP_016962068.1|DBIA
OG0005261	LOC117902164|XP_034669193.1|DSUB	LOC108034012|XP_016964230.1|DBIA
OG0005262	LOC117902169|XP_034669200.1|DSUB	LOC108029175|XP_016956817.1|DBIA
OG0005263	LOC117901042|XP_034667541.1|DSUB	LOC108032643|XP_016962078.1|DBIA
OG0005264	LOC117897730|XP_034662649.1|DSUB	LOC108024834|XP_016950457.1|DBIA
OG0005265	LOC117900606|XP_034666911.1|DSUB	LOC108032657|XP_016962102.1|DBIA
OG0005266	LOC117900535|XP_034666825.1|DSUB	LOC108032716|XP_016962186.1|DBIA
OG0005267	LOC117900154|XP_034666282.1|DSUB	LOC108027776|XP_016954827.1|DBIA
OG0005268	LOC117900151|XP_034666277.1|DSUB	LOC108027772|XP_016954823.1|DBIA
OG0005269	LOC117900058|XP_034666151.1|DSUB	LOC108027855|XP_016954942.1|DBIA
OG0005270	LOC117902571|XP_034669921.1|DSUB	LOC108034329|XP_016964695.1|DBIA
OG0005271	LOC117901232|XP_034667795.1|DSUB	LOC108033740|XP_016963787.1|DBIA
OG0005272	LOC117901235|XP_034667799.1|DSUB	LOC108034064|XP_016964307.1|DBIA
OG0005273	LOC117902346|XP_034669540.1|DSUB	LOC108036061|XP_016967493.1|DBIA
OG0005274	LOC117900680|XP_034667017.1|DSUB	LOC108033976|XP_016964183.1|DBIA
OG0005275	LOC117902376|XP_034669585.1|DSUB	LOC108034489|XP_016964886.1|DBIA
OG0005276	LOC117900588|XP_034666889.1|DSUB	LOC108029243|XP_016956927.1|DBIA
OG0005277	LOC117900185|XP_034666321.1|DSUB	LOC108029301|XP_016956993.1|DBIA
OG0005278	LOC117892520|XP_034654698.1|DSUB	LOC108030241|XP_016958536.1|DBIA
OG0005279	LOC117901730|XP_034668503.1|DSUB	LOC108021857|XP_016946134.1|DBIA
OG0005280	LOC117902735|XP_034670201.1|DSUB	LOC108027877|XP_016954982.1|DBIA
OG0005281	LOC117900893|XP_034667315.1|DSUB	LOC108029128|XP_016956738.1|DBIA
OG0005282	LOC117897135|XP_034661696.1|DSUB	LOC108027304|XP_016954186.1|DBIA
OG0005283	LOC117898470|XP_034663791.1|DSUB	LOC108026362|XP_016952765.1|DBIA
OG0005284	LOC117900098|XP_034666209.1|DSUB	LOC108033777|XP_016963866.1|DBIA
OG0005285	LOC117900097|XP_034666208.1|DSUB	LOC108034281|XP_016964629.1|DBIA
OG0005286	LOC117902746|XP_034670222.1|DSUB	LOC108027782|XP_016954834.1|DBIA
OG0005287	LOC117902739|XP_034670206.1|DSUB	LOC108027780|XP_016954832.1|DBIA
OG0005288	LOC117902706|XP_034670152.1|DSUB	LOC108033693|XP_016963681.1|DBIA
OG0005289	LOC117900979|XP_034667463.1|DSUB	LOC108027345|XP_016954255.1|DBIA
OG0005290	LOC117898225|XP_034663351.1|DSUB	LOC108027299|XP_016954181.1|DBIA
OG0005291	LOC117902423|XP_034669673.1|DSUB	LOC108032349|XP_016961649.1|DBIA
OG0005292	LOC117899950|XP_034665993.1|DSUB	LOC108032541|XP_016961903.1|DBIA
OG0005294	LOC117900864|XP_034667277.1|DSUB	LOC108034175|XP_016964476.1|DBIA
OG0005295	LOC117902421|XP_034669671.1|DSUB	LOC108032564|XP_016961936.1|DBIA
OG0005296	LOC117896224|XP_034660250.1|DSUB	LOC108027206|XP_016954005.1|DBIA
OG0005297	LOC117902619|XP_034670026.1|DSUB	LOC108036119|XP_016967592.1|DBIA
OG0005298	LOC117900144|XP_034666267.1|DSUB	LOC108032738|XP_016962212.1|DBIA
OG0005299	LOC117897717|XP_034662633.1|DSUB	LOC108025479|XP_016951481.1|DBIA
OG0005300	LOC117903375|XP_034671235.1|DSUB	LOC108023793|XP_016948921.1|DBIA
OG0005301	LOC117902019|XP_034668960.1|DSUB	LOC108034794|XP_016965275.1|DBIA
OG0005302	LOC117890726|XP_034651666.1|DSUB	LOC108030265|XP_016958577.1|DBIA
OG0005303	LOC117900175|XP_034666311.1|DSUB	LOC108033932|XP_016964100.1|DBIA
OG0005304	LOC117902339|XP_034669529.1|DSUB	LOC108034296|XP_016964647.1|DBIA
OG0005305	LOC117892519|XP_034654697.1|DSUB	LOC108030242|XP_016958537.1|DBIA
OG0005306	LOC117901515|XP_034668178.1|DSUB	LOC108034905|XP_016965627.1|DBIA
OG0005307	LOC117900247|XP_034666436.1|DSUB	LOC108033401|XP_016963209.1|DBIA
OG0005308	LOC117902320|XP_034669499.1|DSUB	LOC108033905|XP_016964060.1|DBIA
OG0005309	LOC117901218|XP_034667776.1|DSUB	LOC108034666|XP_016965097.1|DBIA
OG0005310	LOC117902801|XP_034670313.1|DSUB	LOC108036137|XP_016967612.1|DBIA
OG0005311	LOC117900877|XP_034667296.1|DSUB	LOC108033927|XP_016964091.1|DBIA
OG0005312	LOC117900351|XP_034666587.1|DSUB	LOC108036760|XP_016968579.1|DBIA
OG0005313	LOC117901838|XP_034668664.1|DSUB	LOC108034881|XP_016965578.1|DBIA
OG0005314	LOC117900378|XP_034666621.1|DSUB	LOC108033984|XP_016964197.1|DBIA
OG0005315	LOC117900584|XP_034666885.1|DSUB	LOC108033794|XP_016963893.1|DBIA
OG0005316	LOC117892521|XP_034654699.1|DSUB	LOC108030195|XP_016958439.1|DBIA
OG0005317	LOC117900413|XP_034666662.1|DSUB	LOC108034592|XP_016965017.1|DBIA
OG0005318	LOC117902104|XP_034669100.1|DSUB	LOC108032711|XP_016962185.1|DBIA
OG0005319	LOC117900353|XP_034666591.1|DSUB	LOC108029167|XP_016956801.1|DBIA
OG0005320	LOC117902632|XP_034670043.1|DSUB	LOC108032666|XP_016962115.1|DBIA
OG0005321	LOC117900501|XP_034666781.1|DSUB	LOC108034068|XP_016964312.1|DBIA
OG0005322	LOC117900511|XP_034666796.1|DSUB	LOC108032670|XP_016962122.1|DBIA
OG0005323	LOC117900976|XP_034667455.1|DSUB	LOC108032614|XP_016962039.1|DBIA
OG0005324	LOC117901225|XP_034667786.1|DSUB	LOC108032726|XP_016962195.1|DBIA
OG0005325	LOC117902696|XP_034670128.1|DSUB	LOC108027779|XP_016954831.1|DBIA
OG0005326	LOC117902182|XP_034669245.1|DSUB	LOC108032816|XP_016962319.1|DBIA
OG0005327	LOC117901325|XP_034667925.1|DSUB	LOC108032785|XP_016962277.1|DBIA
OG0005328	LOC117899386|XP_034665259.1|DSUB	LOC108024620|XP_016950147.1|DBIA
OG0005329	LOC117895240|XP_034658640.1|DSUB	LOC108029779|XP_016957781.1|DBIA
OG0005330	LOC117895238|XP_034658638.1|DSUB	LOC108029769|XP_016957770.1|DBIA
OG0005331	LOC117900155|XP_034666283.1|DSUB	LOC108029181|XP_016956833.1|DBIA
OG0005332	LOC117901810|XP_034668615.1|DSUB	LOC108034272|XP_016964619.1|DBIA
OG0005333	LOC117901543|XP_034668225.1|DSUB	LOC108034297|XP_016964648.1|DBIA
OG0005334	LOC117902332|XP_034669518.1|DSUB	LOC108034009|XP_016964228.1|DBIA
OG0005335	LOC117891799|XP_034653364.1|DSUB	LOC108029672|XP_016957607.1|DBIA
OG0005336	LOC117892675|XP_034654963.1|DSUB	LOC108036353|XP_016967918.1|DBIA
OG0005337	LOC117891404|XP_034652741.1|DSUB	LOC108022841|XP_016947501.1|DBIA
OG0005338	LOC117901204|XP_034667749.1|DSUB	LOC108034822|XP_016965414.1|DBIA
OG0005339	LOC117902305|XP_034669478.1|DSUB	LOC108033290|XP_016963045.1|DBIA
OG0005340	LOC117900887|XP_034667307.1|DSUB	LOC108034742|XP_016965180.1|DBIA
OG0005341	LOC117890479|XP_034651236.1|DSUB	LOC108029797|XP_016957800.1|DBIA
OG0005342	LOC117902070|XP_034669046.1|DSUB	LOC108034132|XP_016964410.1|DBIA
OG0005343	LOC117890956|XP_034651988.1|DSUB	LOC108030390|XP_016958761.1|DBIA
OG0005344	LOC117890290|XP_034650945.1|DSUB	LOC108029968|XP_016957962.1|DBIA
OG0005345	LOC117900876|XP_034667293.1|DSUB	LOC108034310|XP_016964669.1|DBIA
OG0005346	LOC117900249|XP_034666439.1|DSUB	LOC108033424|XP_016963234.1|DBIA
OG0005347	LOC117901701|XP_034668453.1|DSUB	LOC108029174|XP_016956813.1|DBIA
OG0005348	LOC117902327|XP_034669508.1|DSUB	LOC108034534|XP_016964952.1|DBIA
OG0005349	LOC117901794|XP_034668596.1|DSUB	LOC108035125|XP_016966049.1|DBIA
OG0005350	LOC117901354|XP_034667954.1|DSUB	LOC108033249|XP_016963004.1|DBIA
OG0005351	LOC117895292|XP_034658736.1|DSUB	LOC108034809|XP_016965332.1|DBIA
OG0005352	LOC117900747|XP_034667116.1|DSUB	LOC108033956|XP_016964143.1|DBIA
OG0005353	LOC117890508|XP_034651299.1|DSUB	LOC108023017|XP_016947741.1|DBIA
OG0005354	LOC117902688|XP_034670114.1|DSUB	LOC108027758|XP_016954800.1|DBIA
OG0005355	LOC117899998|XP_034666061.1|DSUB	LOC108029093|XP_016956672.1|DBIA
OG0005356	LOC117900002|XP_034666064.1|DSUB	LOC108029096|XP_016956675.1|DBIA
OG0005357	LOC117900369|XP_034666610.1|DSUB	LOC108033893|XP_016964033.1|DBIA
OG0005358	LOC117900132|XP_034666249.1|DSUB	LOC108033873|XP_016964004.1|DBIA
OG0005359	LOC117890412|XP_034651114.1|DSUB	LOC108022473|XP_016946911.1|DBIA
OG0005360	LOC117894668|XP_034657736.1|DSUB	LOC108035950|XP_016967242.1|DBIA
OG0005361	LOC117900776|XP_034667148.1|DSUB	LOC108033979|XP_016964189.1|DBIA
OG0005362	LOC117902284|XP_034669448.1|DSUB	LOC108034819|XP_016965389.1|DBIA
OG0005363	LOC117900851|XP_034667262.1|DSUB	LOC108034238|XP_016964576.1|DBIA
OG0005364	LOC117889948|XP_034650378.1|DSUB	LOC108022920|XP_016947620.1|DBIA
OG0005365	LOC117900352|XP_034666588.1|DSUB	LOC108033909|XP_016964064.1|DBIA
OG0005366	LOC117900149|XP_034666273.1|DSUB	LOC108034041|XP_016964276.1|DBIA
OG0005367	LOC117900148|XP_034666272.1|DSUB	LOC108034000|XP_016964217.1|DBIA
OG0005368	LOC117897893|XP_034662862.1|DSUB	LOC108031112|XP_016959812.1|DBIA
OG0005369	LOC117901931|XP_034668790.1|DSUB	LOC108027750|XP_016954791.1|DBIA
OG0005370	LOC117900456|XP_034666719.1|DSUB	LOC108033814|XP_016963928.1|DBIA
OG0005371	LOC117901816|XP_034668624.1|DSUB	LOC108034250|XP_016964592.1|DBIA
OG0005372	LOC117898115|XP_034663193.1|DSUB	LOC108032027|XP_016961326.1|DBIA
OG0005373	LOC117900741|XP_034667107.1|DSUB	LOC108021884|XP_016946211.1|DBIA
OG0005374	LOC117902768|XP_034670252.1|DSUB	LOC108035104|XP_016966026.1|DBIA
OG0005375	LOC117902766|XP_034670249.1|DSUB	LOC108035097|XP_016966013.1|DBIA
OG0005376	LOC117902736|XP_034670202.1|DSUB	LOC108027755|XP_016954796.1|DBIA
OG0005377	LOC117895565|XP_034659172.1|DSUB	LOC108029266|XP_016956957.1|DBIA
OG0005378	LOC117901023|XP_034667515.1|DSUB	LOC108027788|XP_016954845.1|DBIA
OG0005379	LOC117900053|XP_034666140.1|DSUB	LOC108036163|XP_016967643.1|DBIA
OG0005380	LOC117901452|XP_034668089.1|DSUB	LOC108027886|XP_016954993.1|DBIA
OG0005381	LOC117900174|XP_034666310.1|DSUB	LOC108033699|XP_016963691.1|DBIA
OG0005382	LOC117902485|XP_034669788.1|DSUB	LOC108033709|XP_016963720.1|DBIA
OG0005383	LOC117895456|XP_034659019.1|DSUB	LOC108028660|XP_016956077.1|DBIA
OG0005384	LOC117896115|XP_034660061.1|DSUB	LOC108023419|XP_016948388.1|DBIA
OG0005385	LOC117891976|XP_034653742.1|DSUB	LOC108029677|XP_016957615.1|DBIA
OG0005386	LOC117891001|XP_034652048.1|DSUB	LOC108036678|XP_016968449.1|DBIA
OG0005387	LOC117896132|XP_034660084.1|DSUB	LOC108031430|XP_016960322.1|DBIA
OG0005388	LOC117900112|XP_034666227.1|DSUB	LOC108034338|XP_016964710.1|DBIA
OG0005389	LOC117902640|XP_034670055.1|DSUB	LOC108033966|XP_016964164.1|DBIA
OG0005390	LOC117902719|XP_034670175.1|DSUB	LOC108029089|XP_016956666.1|DBIA
OG0005391	LOC117902721|XP_034670177.1|DSUB	LOC108029091|XP_016956668.1|DBIA
OG0005392	LOC117900903|XP_034667353.1|DSUB	LOC108033349|XP_016963147.1|DBIA
OG0005393	LOC117897664|XP_034662553.1|DSUB	LOC108025595|XP_016951617.1|DBIA
OG0005394	LOC117900899|XP_034667341.1|DSUB	LOC108033861|XP_016963989.1|DBIA
OG0005395	LOC117900487|XP_034666763.1|DSUB	LOC108033672|XP_016963606.1|DBIA
OG0005396	LOC117902789|XP_034670285.1|DSUB	LOC108036067|XP_016967500.1|DBIA
OG0005397	LOC117902802|XP_034670314.1|DSUB	LOC108036049|XP_016967480.1|DBIA
OG0005398	LOC117899179|XP_034664931.1|DSUB	LOC108032858|XP_016962348.1|DBIA
