Orthogroup	DSUB.longest_only	DNOV.longest_only
OG0003798	LOC117889806|XP_034650174.1|DSUB	LOC115762162|XP_030560139.1|DNOV
OG0003799	LOC117892440|XP_034654572.1|DSUB	LOC115758416|XP_030554928.1|DNOV
OG0003800	LOC117901244|XP_034667810.1|DSUB	LOC115763472|XP_030561917.1|DNOV
OG0003801	LOC117901866|XP_034668712.1|DSUB	LOC115763525|XP_030561989.1|DNOV
OG0003802	LOC117902617|XP_034670019.1|DSUB	LOC115763014|XP_030561263.1|DNOV
OG0003803	LOC117897728|XP_034662646.1|DSUB	LOC115764890|XP_030564036.1|DNOV
OG0003804	LOC117901965|XP_034668837.1|DSUB	LOC115763323|XP_030561683.1|DNOV
OG0003805	LOC117901211|XP_034667765.1|DSUB	LOC115765559|XP_030565056.1|DNOV
OG0003806	LOC117901475|XP_034668130.1|DSUB	LOC115759818|XP_030556770.1|DNOV
OG0003807	LOC117902639|XP_034670053.1|DSUB	LOC115759191|XP_030555928.1|DNOV
OG0003808	LOC117893493|XP_034656018.1|DSUB	LOC115771048|XP_030572449.1|DNOV
OG0003809	LOC117902234|XP_034669363.1|DSUB	LOC115759763|XP_030556678.1|DNOV
OG0003810	LOC117890045|XP_034650555.1|DSUB	LOC115757683|XP_030553884.1|DNOV
OG0003811	LOC117889985|XP_034650459.1|DSUB	LOC115758490|XP_030555035.1|DNOV
OG0003812	LOC117902007|XP_034668945.1|DSUB	LOC115759247|XP_030556007.1|DNOV
OG0003813	LOC117902015|XP_034668953.1|DSUB	LOC115759777|XP_030556703.1|DNOV
OG0003814	LOC117901400|XP_034668025.1|DSUB	LOC115765493|XP_030564960.1|DNOV
OG0003815	LOC117899657|XP_034665731.1|DSUB	LOC115771923|XP_030573681.1|DNOV
OG0003816	LOC117902098|XP_034669091.1|DSUB	LOC115769296|XP_030569883.1|DNOV
OG0003817	LOC117902035|XP_034668989.1|DSUB	LOC115763478|XP_030561924.1|DNOV
OG0003818	LOC117900211|XP_034666382.1|DSUB	LOC115758367|XP_030554815.1|DNOV
OG0003819	LOC117901089|XP_034667607.1|DSUB	LOC115759295|XP_030556057.1|DNOV
OG0003820	LOC117897626|XP_034662486.1|DSUB	LOC115766123|XP_030565804.1|DNOV
OG0003821	LOC117891569|XP_034652983.1|DSUB	LOC115759328|XP_030556103.1|DNOV
OG0003822	LOC117902447|XP_034669733.1|DSUB	LOC115758869|XP_030555521.1|DNOV
OG0003823	LOC117900808|XP_034667187.1|DSUB	LOC115759887|XP_030556862.1|DNOV
OG0003824	LOC117901172|XP_034667717.1|DSUB	LOC115763572|XP_030562051.1|DNOV
OG0003825	LOC117900410|XP_034666658.1|DSUB	LOC115763497|XP_030561952.1|DNOV
OG0003826	LOC117901785|XP_034668585.1|DSUB	LOC115760186|XP_030557275.1|DNOV
OG0003827	LOC117902036|XP_034668990.1|DSUB	LOC115763422|XP_030561841.1|DNOV
OG0003828	LOC117902034|XP_034668985.1|DSUB	LOC115763351|XP_030561729.1|DNOV
OG0003829	LOC117902714|XP_034670167.1|DSUB	LOC115769173|XP_030569738.1|DNOV
OG0003830	LOC117900201|XP_034666354.1|DSUB	LOC115758717|XP_030555330.1|DNOV
OG0003831	LOC117899141|XP_034664839.1|DSUB	LOC115761521|XP_030559152.1|DNOV
OG0003832	LOC117901850|XP_034668690.1|DSUB	LOC115759192|XP_030555929.1|DNOV
OG0003833	LOC117900683|XP_034667020.1|DSUB	LOC115759194|XP_030555933.1|DNOV
OG0003834	LOC117900125|XP_034666240.1|DSUB, LOC117899967|XP_034666013.1|DSUB	LOC115759883|XP_030556858.1|DNOV
OG0003835	LOC117902773|XP_034670257.1|DSUB	LOC115763353|XP_030561734.1|DNOV
OG0003836	LOC117901240|XP_034667807.1|DSUB	LOC115758339|XP_030554773.1|DNOV
OG0003837	LOC117901237|XP_034667802.1|DSUB	LOC115759149|XP_030555862.1|DNOV
OG0003838	LOC117900515|XP_034666802.1|DSUB	LOC115759975|XP_030556988.1|DNOV
OG0003839	LOC117900237|XP_034666417.1|DSUB	LOC115769207|XP_030569774.1|DNOV
OG0003840	LOC117891613|XP_034653041.1|DSUB	LOC115762074|XP_030560027.1|DNOV
OG0003841	LOC117901357|XP_034667958.1|DSUB	LOC115758340|XP_030554774.1|DNOV
OG0003842	LOC117902161|XP_034669191.1|DSUB	LOC115763142|XP_030561452.1|DNOV
OG0003843	LOC117902125|XP_034669142.1|DSUB	LOC115769311|XP_030569901.1|DNOV
OG0003844	LOC117900047|XP_034666130.1|DSUB	LOC115763582|XP_030562062.1|DNOV
OG0003845	LOC117901079|XP_034667583.1|DSUB	LOC115759120|XP_030555823.1|DNOV
OG0003846	LOC117900450|XP_034666711.1|DSUB	LOC115763343|XP_030561714.1|DNOV
OG0003847	LOC117901506|XP_034668167.1|DSUB	LOC115763252|XP_030561590.1|DNOV
OG0003848	LOC117896559|XP_034660852.1|DSUB	LOC115771618|XP_030573256.1|DNOV
OG0003849	LOC117892033|XP_034653848.1|DSUB	LOC115761318|XP_030558914.1|DNOV
OG0003850	LOC117901661|XP_034668391.1|DSUB	LOC115769211|XP_030569781.1|DNOV
OG0003851	LOC117892265|XP_034654275.1|DSUB	LOC115762075|XP_030560024.1|DNOV
OG0003852	LOC117900235|XP_034666415.1|DSUB	LOC115760305|XP_030557453.1|DNOV
OG0003853	LOC117890457|XP_034651191.1|DSUB	LOC115761011|XP_030558481.1|DNOV
OG0003854	LOC117901514|XP_034668176.1|DSUB	LOC115758573|XP_030555147.1|DNOV
OG0003855	LOC117902767|XP_034670251.1|DSUB	LOC115758413|XP_030554921.1|DNOV, LOC115758412|XP_030554920.1|DNOV
OG0003856	LOC117900713|XP_034667065.1|DSUB	LOC115759261|XP_030556023.1|DNOV
OG0003857	LOC117900336|XP_034666565.1|DSUB	LOC115765476|XP_030564916.1|DNOV
OG0003858	LOC117903561|XP_034671655.1|DSUB	LOC115769128|XP_030569694.1|DNOV
OG0003859	LOC117900214|XP_034666387.1|DSUB	LOC115758782|XP_030555413.1|DNOV
OG0003860	LOC117891711|XP_034653196.1|DSUB	LOC115762283|XP_030560307.1|DNOV
OG0003861	LOC117902654|XP_034670073.1|DSUB	LOC115763424|XP_030561843.1|DNOV
OG0003862	LOC117901714|XP_034668482.1|DSUB	LOC115758680|XP_030555280.1|DNOV
OG0003863	LOC117902417|XP_034669659.1|DSUB	LOC115763085|XP_030561376.1|DNOV
OG0003864	LOC117901687|XP_034668420.1|DSUB	LOC115763205|XP_030561530.1|DNOV
OG0003865	LOC117899467|XP_034665374.1|DSUB	LOC115759555|XP_030556377.1|DNOV
OG0003866	LOC117902027|XP_034668977.1|DSUB	LOC115763084|XP_030561374.1|DNOV
OG0003867	LOC117900530|XP_034666820.1|DSUB	LOC115759980|XP_030556993.1|DNOV
OG0003868	LOC117902381|XP_034669591.1|DSUB	LOC115768693|XP_030569240.1|DNOV
OG0003869	LOC117900715|XP_034667070.1|DSUB	LOC115759103|XP_030555801.1|DNOV
OG0003870	LOC117902698|XP_034670133.1|DSUB	LOC115767709|XP_030567863.1|DNOV
OG0003871	LOC117901542|XP_034668224.1|DSUB	LOC115758643|XP_030555239.1|DNOV
OG0003872	LOC117891406|XP_034652743.1|DSUB	LOC115761558|XP_030559206.1|DNOV
OG0003873	LOC117899959|XP_034666005.1|DSUB	LOC115768546|XP_030569014.1|DNOV
OG0003874	LOC117901434|XP_034668068.1|DSUB	LOC115763095|XP_030561392.1|DNOV
OG0003875	LOC117901889|XP_034668742.1|DSUB	LOC115763341|XP_030561710.1|DNOV
OG0003876	LOC117900179|XP_034666315.1|DSUB	LOC115758550|XP_030555107.1|DNOV
OG0003877	LOC117900190|XP_034666330.1|DSUB	LOC115763402|XP_030561812.1|DNOV
OG0003878	LOC117900973|XP_034667448.1|DSUB	LOC115758595|XP_030555175.1|DNOV
OG0003879	LOC117892915|XP_034655119.1|DSUB	LOC115762567|XP_030560710.1|DNOV
OG0003880	LOC117893803|XP_034656438.1|DSUB	LOC115770455|XP_030571593.1|DNOV
OG0003881	LOC117892053|XP_034653872.1|DSUB	LOC115760519|XP_030557747.1|DNOV
OG0003882	LOC117892507|XP_034654677.1|DSUB	LOC115762061|XP_030560007.1|DNOV
OG0003883	LOC117896241|XP_034660289.1|DSUB	LOC115765359|XP_030564734.1|DNOV
OG0003884	LOC117902435|XP_034669708.1|DSUB	LOC115769316|XP_030569910.1|DNOV
OG0003885	LOC117901682|XP_034668416.1|DSUB	LOC115763047|XP_030561331.1|DNOV
OG0003886	LOC117901679|XP_034668413.1|DSUB	LOC115763043|XP_030561324.1|DNOV
OG0003887	LOC117901329|XP_034667929.1|DSUB	LOC115758341|XP_030554775.1|DNOV
OG0003888	LOC117898817|XP_034664370.1|DSUB	LOC115761618|XP_030559306.1|DNOV
OG0003889	LOC117901619|XP_034668337.1|DSUB	LOC115758628|XP_030555223.1|DNOV
OG0003890	LOC117894912|XP_034658099.1|DSUB	LOC115771071|XP_030572483.1|DNOV
OG0003891	LOC117902455|XP_034669743.1|DSUB	LOC115769294|XP_030569880.1|DNOV
OG0003893	LOC117902662|XP_034670081.1|DSUB	LOC115769228|XP_030569800.1|DNOV
OG0003894	LOC117902311|XP_034669485.1|DSUB	LOC115763060|XP_030561346.1|DNOV
OG0003895	LOC117889952|XP_034650398.1|DSUB	LOC115765385|XP_030564770.1|DNOV
OG0003896	LOC117890709|XP_034651627.1|DSUB	LOC115758471|XP_030555011.1|DNOV
OG0003897	LOC117890744|XP_034651690.1|DSUB	LOC115759997|XP_030557015.1|DNOV
OG0003898	LOC117902290|XP_034669459.1|DSUB	LOC115763322|XP_030561682.1|DNOV
OG0003899	LOC117902479|XP_034669781.1|DSUB	LOC115765924|XP_030565531.1|DNOV, LOC115765925|XP_030565532.1|DNOV
OG0003900	LOC117902740|XP_034670208.1|DSUB	LOC115765988|XP_030565612.1|DNOV
OG0003901	LOC117900243|XP_034666422.1|DSUB	LOC115765471|XP_030564911.1|DNOV
OG0003902	LOC117900238|XP_034666418.1|DSUB	LOC115765468|XP_030564907.1|DNOV
OG0003903	LOC117900334|XP_034666563.1|DSUB	LOC115758446|XP_030554970.1|DNOV
OG0003904	LOC117900333|XP_034666562.1|DSUB	LOC115758445|XP_030554969.1|DNOV
OG0003905	LOC117899524|XP_034665475.1|DSUB	LOC115761836|XP_030559677.1|DNOV
OG0003906	LOC117891040|XP_034652100.1|DSUB	LOC115766529|XP_030566355.1|DNOV
OG0003907	LOC117900823|XP_034667221.1|DSUB	LOC115765900|XP_030565502.1|DNOV
OG0003908	LOC117900826|XP_034667225.1|DSUB	LOC115765902|XP_030565505.1|DNOV
OG0003909	LOC117891544|XP_034652946.1|DSUB	LOC115762230|XP_030560227.1|DNOV
OG0003910	LOC117902076|XP_034669062.1|DSUB	LOC115762234|XP_030560236.1|DNOV
OG0003911	LOC117900722|XP_034667081.1|DSUB	LOC115768541|XP_030569007.1|DNOV
OG0003912	LOC117901761|XP_034668540.1|DSUB	LOC115763054|XP_030561339.1|DNOV
OG0003913	LOC117902102|XP_034669096.1|DSUB	LOC115769264|XP_030569834.1|DNOV
OG0003915	LOC117893965|XP_034656660.1|DSUB	LOC115768977|XP_030569553.1|DNOV
OG0003916	LOC117902064|XP_034669030.1|DSUB	LOC115758403|XP_030554911.1|DNOV
OG0003917	LOC117900107|XP_034666221.1|DSUB	LOC115765915|XP_030565521.1|DNOV
OG0003918	LOC117901789|XP_034668590.1|DSUB	LOC115760199|XP_030557291.1|DNOV
OG0003919	LOC117900611|XP_034666923.1|DSUB	LOC115758788|XP_030555418.1|DNOV
OG0003920	LOC117891834|XP_034653476.1|DSUB	LOC115762144|XP_030560115.1|DNOV
OG0003921	LOC117901389|XP_034668014.1|DSUB	LOC115763203|XP_030561528.1|DNOV
OG0003922	LOC117900458|XP_034666722.1|DSUB	LOC115758844|XP_030555484.1|DNOV
OG0003923	LOC117902993|XP_034670600.1|DSUB	LOC115766718|XP_030566514.1|DNOV
OG0003924	LOC117890234|XP_034650863.1|DSUB	LOC115760626|XP_030557937.1|DNOV
OG0003925	LOC117899977|XP_034666028.1|DSUB	LOC115758610|XP_030555201.1|DNOV
OG0003926	LOC117902718|XP_034670174.1|DSUB	LOC115758431|XP_030554947.1|DNOV
OG0003927	LOC117900935|XP_034667392.1|DSUB	LOC115760182|XP_030557271.1|DNOV
OG0003928	LOC117900265|XP_034666465.1|DSUB	LOC115759860|XP_030556824.1|DNOV
OG0003929	LOC117900457|XP_034666720.1|DSUB	LOC115759203|XP_030555949.1|DNOV
OG0003930	LOC117902609|XP_034670012.1|DSUB	LOC115760084|XP_030557128.1|DNOV
OG0003931	LOC117902595|XP_034669987.1|DSUB	LOC115759783|XP_030556711.1|DNOV
OG0003932	LOC117891413|XP_034652751.1|DSUB	LOC115760724|XP_030558058.1|DNOV
OG0003933	LOC117902429|XP_034669686.1|DSUB	LOC115768558|XP_030569031.1|DNOV
OG0003934	LOC117900643|XP_034666965.1|DSUB	LOC115758962|XP_030555625.1|DNOV
OG0003935	LOC117890455|XP_034651183.1|DSUB	LOC115760879|XP_030558301.1|DNOV
OG0003936	LOC117890469|XP_034651215.1|DSUB	LOC115760748|XP_030558085.1|DNOV
OG0003937	LOC117892366|XP_034654468.1|DSUB	LOC115762244|XP_030560249.1|DNOV
OG0003938	LOC117902213|XP_034669323.1|DSUB	LOC115759758|XP_030556667.1|DNOV
OG0003939	LOC117901944|XP_034668807.1|DSUB	LOC115758530|XP_030555081.1|DNOV
OG0003940	LOC117902222|XP_034669346.1|DSUB	LOC115758518|XP_030555071.1|DNOV
OG0003941	LOC117902227|XP_034669351.1|DSUB	LOC115760082|XP_030557124.1|DNOV
OG0003942	LOC117901612|XP_034668322.1|DSUB	LOC115758712|XP_030555321.1|DNOV
OG0003943	LOC117902229|XP_034669354.1|DSUB	LOC115758332|XP_030554762.1|DNOV
OG0003944	LOC117900904|XP_034667354.1|DSUB	LOC115759916|XP_030556909.1|DNOV
OG0003945	LOC117889981|XP_034650453.1|DSUB	LOC115760644|XP_030557966.1|DNOV
OG0003946	LOC117901299|XP_034667894.1|DSUB	LOC115763474|XP_030561918.1|DNOV
OG0003947	LOC117901422|XP_034668049.1|DSUB	LOC115763496|XP_030561949.1|DNOV
OG0003948	LOC117901468|XP_034668121.1|DSUB	LOC115760276|XP_030557407.1|DNOV
OG0003949	LOC117901462|XP_034668106.1|DSUB	LOC115760272|XP_030557402.1|DNOV
OG0003950	LOC117901718|XP_034668485.1|DSUB	LOC115758927|XP_030555585.1|DNOV
OG0003951	LOC117902114|XP_034669119.1|DSUB	LOC115759197|XP_030555936.1|DNOV
OG0003952	LOC117901533|XP_034668213.1|DSUB	LOC115758570|XP_030555142.1|DNOV
OG0003953	LOC117902565|XP_034669898.1|DSUB	LOC115760259|XP_030557381.1|DNOV
OG0003954	LOC117894293|XP_034657144.1|DSUB	LOC115762821|XP_030561042.1|DNOV
OG0003955	LOC117901558|XP_034668247.1|DSUB	LOC115763097|XP_030561395.1|DNOV
OG0003956	LOC117900485|XP_034666760.1|DSUB	LOC115767700|XP_030567853.1|DNOV
OG0003957	LOC117894617|XP_034657667.1|DSUB	LOC115770988|XP_030572339.1|DNOV
OG0003958	LOC117894089|XP_034656853.1|DSUB	LOC115766412|XP_030566191.1|DNOV
OG0003959	LOC117890627|XP_034651467.1|DSUB	LOC115762225|XP_030560220.1|DNOV
OG0003960	LOC117890239|XP_034650877.1|DSUB	LOC115767836|XP_030568038.1|DNOV
OG0003961	LOC117902587|XP_034669977.1|DSUB	LOC115758801|XP_030555435.1|DNOV
OG0003962	LOC117901025|XP_034667519.1|DSUB	LOC115758432|XP_030554948.1|DNOV
OG0003963	LOC117901858|XP_034668703.1|DSUB	LOC115763456|XP_030561888.1|DNOV
OG0003964	LOC117900432|XP_034666693.1|DSUB	LOC115760165|XP_030557245.1|DNOV
OG0003965	LOC117902159|XP_034669189.1|DSUB	LOC115760123|XP_030557181.1|DNOV
OG0003966	LOC117901861|XP_034668707.1|DSUB	LOC115758466|XP_030554999.1|DNOV
OG0003967	LOC117891808|XP_034653382.1|DSUB	LOC115760555|XP_030557812.1|DNOV
OG0003968	LOC117890285|XP_034650938.1|DSUB	LOC115761017|XP_030558492.1|DNOV
OG0003969	LOC117890808|XP_034651774.1|DSUB	LOC115759959|XP_030556965.1|DNOV
OG0003970	LOC117902476|XP_034669776.1|DSUB	LOC115765888|XP_030565489.1|DNOV
OG0003971	LOC117902329|XP_034669512.1|DSUB	LOC115759756|XP_030556658.1|DNOV
OG0003972	LOC117893209|XP_034655628.1|DSUB	LOC115770536|XP_030571700.1|DNOV
OG0003973	LOC117891962|XP_034653725.1|DSUB	LOC115762115|XP_030560079.1|DNOV
OG0003974	LOC117890162|XP_034650749.1|DSUB	LOC115758011|XP_030554367.1|DNOV
OG0003975	LOC117902118|XP_034669127.1|DSUB	LOC115763086|XP_030561384.1|DNOV
OG0003976	LOC117900394|XP_034666639.1|DSUB	LOC115763448|XP_030561877.1|DNOV
OG0003977	LOC117902245|XP_034669381.1|DSUB	LOC115763513|XP_030561971.1|DNOV
OG0003978	LOC117895753|XP_034659516.1|DSUB	LOC115769808|XP_030570636.1|DNOV
OG0003979	LOC117900006|XP_034666071.1|DSUB	LOC115765453|XP_030564877.1|DNOV
OG0003980	LOC117896524|XP_034660785.1|DSUB	LOC115766241|XP_030565964.1|DNOV, LOC115766056|XP_030565697.1|DNOV
OG0003981	LOC117901702|XP_034668458.1|DSUB	LOC115765568|XP_030565072.1|DNOV
OG0003982	LOC117902664|XP_034670084.1|DSUB	LOC115769232|XP_030569804.1|DNOV
OG0003983	LOC117900192|XP_034666333.1|DSUB	LOC115763384|XP_030561784.1|DNOV
OG0003984	LOC117901233|XP_034667796.1|DSUB	LOC115759146|XP_030555858.1|DNOV
OG0003985	LOC117900623|XP_034666942.1|DSUB	LOC115759145|XP_030555857.1|DNOV
OG0003986	LOC117900550|XP_034666844.1|DSUB	LOC115760153|XP_030557224.1|DNOV
OG0003987	LOC117900301|XP_034666506.1|DSUB	LOC115759774|XP_030556701.1|DNOV
OG0003988	LOC117900551|XP_034666845.1|DSUB	LOC115758889|XP_030555545.1|DNOV
OG0003989	LOC117900429|XP_034666690.1|DSUB	LOC115760164|XP_030557241.1|DNOV
OG0003990	LOC117900325|XP_034666546.1|DSUB	LOC115759052|XP_030555736.1|DNOV
OG0003991	LOC117902349|XP_034669550.1|DSUB	LOC115763344|XP_030561716.1|DNOV
OG0003992	LOC117902087|XP_034669071.1|DSUB	LOC115763106|XP_030561409.1|DNOV
OG0003993	LOC117900888|XP_034667310.1|DSUB	LOC115760106|XP_030557158.1|DNOV
OG0003994	LOC117896966|XP_034661401.1|DSUB	LOC115764635|XP_030563664.1|DNOV
OG0003995	LOC117890864|XP_034651842.1|DSUB	LOC115760624|XP_030557934.1|DNOV
OG0003996	LOC117891128|XP_034652223.1|DSUB	LOC115760944|XP_030558385.1|DNOV
OG0003997	LOC117900424|XP_034666679.1|DSUB	LOC115759906|XP_030556891.1|DNOV
OG0003998	LOC117899978|XP_034666029.1|DSUB	LOC115759715|XP_030556576.1|DNOV
OG0003999	LOC117901862|XP_034668709.1|DSUB	LOC115758711|XP_030555320.1|DNOV
OG0004000	LOC117903165|XP_034670901.1|DSUB	LOC115767290|XP_030567382.1|DNOV
OG0004001	LOC117889869|XP_034650268.1|DSUB	LOC115760484|XP_030557684.1|DNOV
OG0004002	LOC117902635|XP_034670048.1|DSUB	LOC115763015|XP_030561266.1|DNOV
OG0004003	LOC117902568|XP_034669917.1|DSUB	LOC115758556|XP_030555115.1|DNOV
OG0004004	LOC117902797|XP_034670306.1|DSUB	LOC115758768|XP_030555391.1|DNOV
OG0004005	LOC117900109|XP_034666223.1|DSUB	LOC115765955|XP_030565563.1|DNOV
OG0004006	LOC117901596|XP_034668300.1|DSUB	LOC115762983|XP_030561225.1|DNOV
OG0004007	LOC117900718|XP_034667072.1|DSUB	LOC115759104|XP_030555802.1|DNOV
OG0004008	LOC117902012|XP_034668951.1|DSUB	LOC115758370|XP_030554819.1|DNOV
OG0004009	LOC117901490|XP_034668149.1|DSUB	LOC115758502|XP_030555048.1|DNOV
OG0004010	LOC117902126|XP_034669144.1|DSUB	LOC115769300|XP_030569887.1|DNOV
OG0004011	LOC117901756|XP_034668534.1|DSUB	LOC115763171|XP_030561485.1|DNOV
OG0004012	LOC117896309|XP_034660424.1|DSUB	LOC115772102|XP_030573927.1|DNOV
OG0004013	LOC117900063|XP_034666158.1|DSUB	LOC115769260|XP_030569830.1|DNOV
OG0004014	LOC117893207|XP_034655624.1|DSUB	LOC115770187|XP_030571208.1|DNOV
OG0004015	LOC117900205|XP_034666370.1|DSUB	LOC115758443|XP_030554963.1|DNOV
OG0004016	LOC117901134|XP_034667667.1|DSUB	LOC115763962|XP_030562620.1|DNOV
OG0004017	LOC117902365|XP_034669571.1|DSUB	LOC115765903|XP_030565506.1|DNOV
OG0004018	LOC117892316|XP_034654360.1|DSUB	LOC115762490|XP_030560586.1|DNOV
OG0004019	LOC117900602|XP_034666905.1|DSUB	LOC115759779|XP_030556706.1|DNOV
OG0004020	LOC117900027|XP_034666105.1|DSUB	LOC115758863|XP_030555512.1|DNOV
OG0004021	LOC117900613|XP_034666926.1|DSUB	LOC115759023|XP_030555695.1|DNOV
OG0004022	LOC117902061|XP_034669024.1|DSUB	LOC115758402|XP_030554909.1|DNOV
OG0004023	LOC117891529|XP_034652921.1|DSUB	LOC115767424|XP_030567560.1|DNOV
OG0004024	LOC117901856|XP_034668699.1|DSUB	LOC115760042|XP_030557070.1|DNOV
OG0004025	LOC117900037|XP_034666117.1|DSUB	LOC115760072|XP_030557111.1|DNOV
OG0004026	LOC117901640|XP_034668362.1|DSUB	LOC115759037|XP_030555719.1|DNOV
OG0004027	LOC117890349|XP_034651033.1|DSUB	LOC115764448|XP_030563317.1|DNOV
OG0004028	LOC117902150|XP_034669178.1|DSUB	LOC115763494|XP_030561946.1|DNOV
OG0004029	LOC117902625|XP_034670033.1|DSUB	LOC115763413|XP_030561825.1|DNOV
OG0004030	LOC117890854|XP_034651832.1|DSUB	LOC115758024|XP_030554393.1|DNOV
OG0004031	LOC117900287|XP_034666489.1|DSUB	LOC115759252|XP_030556013.1|DNOV
OG0004032	LOC117902108|XP_034669107.1|DSUB	LOC115763610|XP_030562098.1|DNOV
OG0004033	LOC117900701|XP_034667044.1|DSUB	LOC115763586|XP_030562065.1|DNOV
OG0004034	LOC117902658|XP_034670077.1|DSUB	LOC115766011|XP_030565643.1|DNOV
OG0004035	LOC117902216|XP_034669333.1|DSUB	LOC115758395|XP_030554888.1|DNOV
OG0004036	LOC117900055|XP_034666143.1|DSUB	LOC115763138|XP_030561442.1|DNOV
OG0004037	LOC117900661|XP_034666987.1|DSUB	LOC115758858|XP_030555506.1|DNOV
OG0004038	LOC117900821|XP_034667219.1|DSUB	LOC115765911|XP_030565517.1|DNOV
OG0004039	LOC117902778|XP_034670265.1|DSUB	LOC115759955|XP_030556958.1|DNOV
OG0004040	LOC117892144|XP_034654074.1|DSUB	LOC115759544|XP_030556362.1|DNOV
OG0004041	LOC117901135|XP_034667672.1|DSUB	LOC115765274|XP_030564624.1|DNOV
OG0004042	LOC117893981|XP_034656684.1|DSUB	LOC115771066|XP_030572478.1|DNOV
OG0004043	LOC117900220|XP_034666395.1|DSUB	LOC115760093|XP_030557137.1|DNOV
OG0004044	LOC117903238|XP_034671032.1|DSUB	LOC115768816|XP_030569374.1|DNOV
OG0004045	LOC117900196|XP_034666346.1|DSUB	LOC115763023|XP_030561281.1|DNOV
OG0004046	LOC117901956|XP_034668823.1|DSUB	LOC115765843|XP_030565429.1|DNOV
OG0004047	LOC117901318|XP_034667919.1|DSUB	LOC115759836|XP_030556789.1|DNOV
OG0004048	LOC117902073|XP_034669054.1|DSUB	LOC115768560|XP_030569034.1|DNOV
OG0004049	LOC117901707|XP_034668469.1|DSUB	LOC115758952|XP_030555611.1|DNOV
OG0004050	LOC117900117|XP_034666234.1|DSUB	LOC115759797|XP_030556738.1|DNOV
OG0004051	LOC117901938|XP_034668798.1|DSUB	LOC115758536|XP_030555089.1|DNOV
OG0004052	LOC117903260|XP_034671054.1|DSUB	LOC115766816|XP_030566711.1|DNOV
OG0004053	LOC117890778|XP_034651740.1|DSUB	LOC115762252|XP_030560264.1|DNOV
OG0004054	LOC117900580|XP_034666880.1|DSUB	LOC115767719|XP_030567884.1|DNOV
OG0004055	LOC117899426|XP_034665315.1|DSUB	LOC115761830|XP_030559632.1|DNOV
OG0004056	LOC117899459|XP_034665363.1|DSUB	LOC115764772|XP_030563872.1|DNOV
OG0004057	LOC117894401|XP_034657300.1|DSUB	LOC115769089|XP_030569663.1|DNOV
OG0004058	LOC117893005|XP_034655252.1|DSUB	LOC115769349|XP_030569976.1|DNOV
OG0004059	LOC117896990|XP_034661438.1|DSUB	LOC115763835|XP_030562454.1|DNOV
OG0004060	LOC117897607|XP_034662461.1|DSUB	LOC115765776|XP_030565308.1|DNOV
OG0004061	LOC117896179|XP_034660157.1|DSUB	LOC115766869|XP_030566789.1|DNOV
OG0004062	LOC117895395|XP_034658914.1|DSUB	LOC115767661|XP_030567809.1|DNOV
OG0004063	LOC117902135|XP_034669164.1|DSUB	LOC115766392|XP_030566164.1|DNOV
OG0004064	LOC117894283|XP_034657132.1|DSUB	LOC115771407|XP_030572967.1|DNOV
OG0004065	LOC117891993|XP_034653764.1|DSUB	LOC115758714|XP_030555357.1|DNOV
OG0004066	LOC117892231|XP_034654225.1|DSUB	LOC115764227|XP_030563005.1|DNOV
OG0004067	LOC117903854|XP_034672213.1|DSUB	LOC115768751|XP_030569299.1|DNOV
OG0004068	LOC117896230|XP_034660257.1|DSUB	LOC115770940|XP_030572260.1|DNOV
OG0004069	LOC117898189|XP_034663296.1|DSUB	LOC115770931|XP_030572248.1|DNOV
OG0004070	LOC117895466|XP_034659032.1|DSUB	LOC115767150|XP_030567181.1|DNOV
OG0004071	LOC117895244|XP_034658646.1|DSUB	LOC115770439|XP_030571573.1|DNOV
OG0004072	LOC117895245|XP_034658647.1|DSUB	LOC115770332|XP_030571430.1|DNOV
OG0004073	LOC117891788|XP_034653354.1|DSUB	LOC115768169|XP_030568527.1|DNOV
OG0004074	LOC117891804|XP_034653376.1|DSUB	LOC115761527|XP_030559162.1|DNOV
OG0004075	LOC117892708|XP_034655015.1|DSUB	LOC115764573|XP_030563571.1|DNOV
OG0004076	LOC117891145|XP_034652282.1|DSUB	LOC115764572|XP_030563563.1|DNOV
OG0004077	LOC117901947|XP_034668810.1|DSUB	LOC115759870|XP_030556840.1|DNOV
OG0004078	LOC117898745|XP_034664258.1|DSUB	LOC115765728|XP_030565251.1|DNOV
OG0004079	LOC117889772|XP_034650128.1|DSUB	LOC115764341|XP_030563154.1|DNOV
OG0004080	LOC117892184|XP_034654162.1|DSUB	LOC115760822|XP_030558204.1|DNOV
OG0004081	LOC117892506|XP_034654676.1|DSUB	LOC115758120|XP_030554536.1|DNOV
OG0004082	LOC117902918|XP_034670384.1|DSUB	LOC115766737|XP_030566560.1|DNOV
OG0004083	LOC117898474|XP_034663796.1|DSUB	LOC115764847|XP_030563958.1|DNOV
OG0004084	LOC117893139|XP_034655485.1|DSUB	LOC115771424|XP_030572985.1|DNOV
OG0004085	LOC117896282|XP_034660376.1|DSUB	LOC115765701|XP_030565221.1|DNOV
OG0004086	LOC117897414|XP_034662132.1|DSUB	LOC115765018|XP_030564231.1|DNOV
OG0004087	LOC117891429|XP_034652794.1|DSUB	LOC115768873|XP_030569440.1|DNOV
OG0004088	LOC117896483|XP_034660713.1|DSUB	LOC115772005|XP_030573797.1|DNOV
