Orthogroup	DSUB.longest_only	DMEL.longest_only
OG0005819	LOC117897006|XP_034661463.1|DSUB	CG10098|NP_649694.1|DMEL
OG0005820	LOC117897007|XP_034661464.1|DSUB	CG10068|NP_649695.1|DMEL
OG0005821	LOC117897399|XP_034662109.1|DSUB	Dpck|NP_649692.2|DMEL
OG0005822	LOC117902606|XP_034670008.1|DSUB	Coprox|NP_524777.1|DMEL
OG0005823	LOC117898302|XP_034663508.1|DSUB	CG5800|NP_573230.1|DMEL
OG0005824	LOC117899190|XP_034664943.1|DSUB	CycC|NP_476848.1|DMEL
OG0005825	LOC117893267|XP_034655726.1|DSUB	CG7394|NP_001137933.1|DMEL
OG0005826	LOC117898101|XP_034663172.1|DSUB	Alg-2|NP_001104459.2|DMEL
OG0005827	LOC117896443|XP_034660664.1|DSUB	CG4743|NP_651415.1|DMEL
OG0005828	LOC117895263|XP_034658677.1|DSUB	Sf3b6|NP_648037.1|DMEL
OG0005829	LOC117899492|XP_034665432.1|DSUB	CG8223|NP_649828.1|DMEL
OG0005830	LOC117893166|XP_034655534.1|DSUB	Ras64B|NP_523917.2|DMEL
OG0005831	LOC117895319|XP_034658773.1|DSUB	nab|NP_001014557.3|DMEL
OG0005832	LOC117895318|XP_034658772.1|DSUB	mas|NP_523919.1|DMEL
OG0005833	LOC117895165|XP_034658516.1|DSUB	CG43367|NP_001189048.2|DMEL
OG0005834	LOC117895170|XP_034658524.1|DSUB	Cpr64Ac|NP_647874.1|DMEL
OG0005835	LOC117894490|XP_034657488.1|DSUB	CG14997|NP_647877.1|DMEL
OG0005836	LOC117894742|XP_034657832.1|DSUB	CG18265|NP_648982.1|DMEL
OG0005837	LOC117898821|XP_034664376.1|DSUB	Golgin84|NP_651250.2|DMEL
OG0005838	LOC117897471|XP_034662213.1|DSUB	pasi1|NP_650655.1|DMEL
OG0005839	LOC117900223|XP_034666397.1|DSUB	Tnpo-SR|NP_001259961.1|DMEL
OG0005840	LOC117898351|XP_034663575.1|DSUB	mTerf5|NP_650693.1|DMEL
OG0005841	LOC117896147|XP_034660113.1|DSUB	Nlg3|NP_001036685.2|DMEL
OG0005842	LOC117891982|XP_034653752.1|DSUB	CG14812|NP_569946.1|DMEL
OG0005843	LOC117893896|XP_034656564.1|DSUB	dlp|NP_524071.2|DMEL
OG0005844	LOC117894663|XP_034657730.1|DSUB	Uggt|NP_524151.2|DMEL
OG0005845	LOC117897147|XP_034661707.1|DSUB	rtp|NP_649520.1|DMEL
OG0005846	LOC117898295|XP_034663442.1|DSUB	pyd|NP_001246998.1|DMEL
OG0005847	LOC117898905|XP_034664481.1|DSUB	Kcmf1|NP_731305.2|DMEL
OG0005848	LOC117893316|XP_034655798.1|DSUB	vap|NP_523361.1|DMEL
OG0005849	LOC117903529|XP_034671592.1|DSUB	eag|NP_001036275.1|DMEL
OG0005850	LOC117903525|XP_034671535.1|DSUB	dpr18|NP_573102.1|DMEL
OG0005851	LOC117899972|XP_034666022.1|DSUB	CG13773|NP_609081.1|DMEL
OG0005852	LOC117898348|XP_034663570.1|DSUB	Irbp|NP_536773.1|DMEL
OG0005853	LOC117903873|XP_034672253.1|DSUB	CG32554|NP_728102.1|DMEL
OG0005854	LOC117896257|XP_034660339.1|DSUB	ImpE3|NP_524908.1|DMEL
OG0005855	LOC117901407|XP_034668036.1|DSUB	CG42594|NP_001162668.2|DMEL
OG0005856	LOC117902026|XP_034668979.1|DSUB	shi|NP_001259588.1|DMEL
OG0005857	LOC117898524|XP_034663884.1|DSUB	Surf6|NP_524408.1|DMEL
OG0005858	LOC117898407|XP_034663666.1|DSUB	KLHL18|NP_650143.1|DMEL
OG0005859	LOC117900548|XP_034666843.1|DSUB	CG5828|NP_608907.1|DMEL
OG0005860	LOC117898682|XP_034664156.1|DSUB	lap|NP_001163538.1|DMEL
OG0005861	LOC117898934|XP_034664534.1|DSUB	faf|NP_524612.2|DMEL
OG0005862	LOC117890547|XP_034651362.1|DSUB	mtt|NP_001260806.1|DMEL
OG0005863	LOC117890909|XP_034651914.1|DSUB	Pi3K59F|NP_477133.1|DMEL
OG0005864	LOC117898296|XP_034663458.1|DSUB	CG8379|NP_996185.1|DMEL
OG0005865	LOC117896101|XP_034660044.1|DSUB	Syx18|NP_524485.1|DMEL
OG0005866	LOC117892419|XP_034654543.1|DSUB	CG13197|NP_610696.1|DMEL
OG0005867	LOC117901912|XP_034668768.1|DSUB	CG13258|NP_001246041.1|DMEL
OG0005868	LOC117891041|XP_034652101.1|DSUB	CG12863|NP_610973.3|DMEL
OG0005869	LOC117889845|XP_034650233.1|DSUB	mRpL30|NP_525073.1|DMEL
OG0005870	LOC117897311|XP_034661957.1|DSUB	CG3857|NP_996330.1|DMEL
OG0005871	LOC117894995|XP_034658236.1|DSUB	CG15747|NP_727694.1|DMEL
OG0005872	LOC117896470|XP_034660695.1|DSUB	ND-42|NP_524445.1|DMEL
OG0005873	LOC117898192|XP_034663302.1|DSUB	beag|NP_649865.1|DMEL
OG0005874	LOC117893273|XP_034655733.1|DSUB	Graf|NP_996441.2|DMEL
OG0005875	LOC117891173|XP_034652387.1|DSUB	sand|NP_610349.1|DMEL
OG0005876	LOC117897198|XP_034661795.1|DSUB	bi|NP_001259238.1|DMEL
OG0005877	LOC117891782|XP_034653384.1|DSUB	eIF5|NP_573098.1|DMEL
OG0005878	LOC117903188|XP_034670941.1|DSUB	hwt|NP_001259484.1|DMEL
OG0005879	LOC117891691|XP_034653172.1|DSUB	Mvb12|NP_573268.1|DMEL
OG0005880	LOC117895682|XP_034659400.1|DSUB	S1P|NP_649337.2|DMEL
OG0005881	LOC117894166|XP_034656958.1|DSUB	NHP2|NP_651965.1|DMEL
OG0005882	LOC117894046|XP_034656791.1|DSUB	CalpC|NP_573118.2|DMEL
OG0005883	LOC117894714|XP_034657786.1|DSUB	DIP2|NP_612019.2|DMEL
OG0005884	LOC117893476|XP_034655990.1|DSUB	CG10584|NP_649278.1|DMEL
OG0005885	LOC117894980|XP_034658211.1|DSUB	CG8833|NP_648669.1|DMEL
OG0005886	LOC117894400|XP_034657299.1|DSUB	Su_z_12|NP_730465.1|DMEL
OG0005887	LOC117894160|XP_034656947.1|DSUB	Helz|NP_001261848.1|DMEL
OG0005888	LOC117895542|XP_034659135.1|DSUB	jim|NP_001262221.1|DMEL
OG0005889	LOC117893306|XP_034655775.1|DSUB	CG10948|NP_729844.1|DMEL
OG0005890	LOC117890536|XP_034651352.1|DSUB	Pop1|NP_572236.3|DMEL
OG0005891	LOC117895481|XP_034659051.1|DSUB	CG18815|NP_001261719.1|DMEL
OG0005892	LOC117895073|XP_034658353.1|DSUB	mtTFB1|NP_648499.1|DMEL
OG0005893	LOC117893679|XP_034656259.1|DSUB	Prp31|NP_648756.1|DMEL
OG0005894	LOC117893680|XP_034656260.1|DSUB	CG7011|NP_648758.1|DMEL
OG0005895	LOC117893681|XP_034656261.1|DSUB	CG6878|NP_648757.1|DMEL
OG0005896	LOC117895207|XP_034658587.1|DSUB	l_3_77CDf|NP_649242.1|DMEL
OG0005897	LOC117894219|XP_034657026.1|DSUB	CG10738|NP_729905.2|DMEL
OG0005898	LOC117903641|XP_034671815.1|DSUB	CG6227|NP_573020.2|DMEL
OG0005899	LOC117890897|XP_034651882.1|DSUB	Inos|NP_477405.1|DMEL
OG0005900	LOC117900230|XP_034666407.1|DSUB	Ipk2|NP_608535.1|DMEL
OG0005901	LOC117889989|XP_034650463.1|DSUB	PIG-M|NP_611600.1|DMEL
OG0005902	LOC117890737|XP_034651680.1|DSUB	CG8531|NP_610945.1|DMEL
OG0005903	LOC117899602|XP_034665616.1|DSUB	SdhC|NP_001262472.1|DMEL
OG0005904	LOC117898566|XP_034663944.1|DSUB	CG10214|NP_651184.1|DMEL
OG0005905	LOC117895307|XP_034658758.1|DSUB	Ac76E|NP_001246838.1|DMEL
OG0005906	LOC117895721|XP_034659469.1|DSUB	fz2|NP_001262037.1|DMEL
OG0005907	LOC117894972|XP_034658200.1|DSUB	CG14183|NP_649172.3|DMEL
OG0005908	LOC117895834|XP_034659663.1|DSUB	Arl1|NP_524098.2|DMEL
OG0005909	LOC117893925|XP_034656597.1|DSUB	CG43980|NP_001262185.1|DMEL
OG0005910	LOC117890432|XP_034651152.1|DSUB	Lis-1|NP_477160.1|DMEL
OG0005911	LOC117890434|XP_034651154.1|DSUB	CG8441|NP_611094.1|DMEL
OG0005912	LOC117891599|XP_034653021.1|DSUB	CG44242|NP_001188957.1|DMEL
OG0005913	LOC117897817|XP_034662758.1|DSUB	Gclm|NP_732780.1|DMEL
OG0005914	LOC117892337|XP_034654381.1|DSUB	Sox15|NP_523739.2|DMEL
OG0005915	LOC117892338|XP_034654382.1|DSUB	VGAT|NP_610938.1|DMEL
OG0005916	LOC117891656|XP_034653101.1|DSUB	CG34396|NP_611547.2|DMEL
OG0005917	LOC117891822|XP_034653450.1|DSUB	CG7137|NP_611400.1|DMEL
OG0005918	LOC117903814|XP_034672145.1|DSUB	CG10932|NP_572414.1|DMEL
OG0005919	LOC117891382|XP_034652712.1|DSUB	CG30340|NP_724812.2|DMEL
OG0005920	LOC117890463|XP_034651202.1|DSUB	Mlf|NP_995847.1|DMEL
OG0005921	LOC117893572|XP_034656135.1|DSUB	CG2021|NP_647660.1|DMEL
OG0005922	LOC117903248|XP_034671042.1|DSUB, LOC117891875|XP_034653535.1|DSUB	CG14803|NP_569950.1|DMEL
OG0005923	LOC117894771|XP_034657885.1|DSUB	viaf|NP_524032.2|DMEL
OG0005924	LOC117894777|XP_034657894.1|DSUB	endos|NP_648684.1|DMEL
OG0005925	LOC117894287|XP_034657137.1|DSUB	Ent3|NP_648608.2|DMEL
OG0005926	LOC117896346|XP_034660484.1|DSUB	GIIIspla2|NP_572454.2|DMEL
OG0005927	LOC117899523|XP_034665472.1|DSUB	Rab23|NP_649574.1|DMEL
OG0005928	LOC117891169|XP_034652386.1|DSUB	CG15309|NP_001096936.1|DMEL
OG0005929	LOC117893554|XP_034656100.1|DSUB	Oseg4|NP_647653.1|DMEL
OG0005930	LOC117892424|XP_034654549.1|DSUB	CG13196|NP_610695.1|DMEL
OG0005931	LOC117890263|XP_034650911.1|DSUB	Debcl|NP_788278.1|DMEL
OG0005932	LOC117891686|XP_034653156.1|DSUB	Synj|NP_569729.1|DMEL
OG0005933	LOC117892295|XP_034654329.1|DSUB	CG8243|NP_610424.1|DMEL
OG0005934	LOC117890526|XP_034651335.1|DSUB	Spred|NP_001260979.1|DMEL
OG0005935	LOC117892902|XP_034655092.1|DSUB	SPoCk|NP_001262220.1|DMEL
OG0005936	LOC117899970|XP_034666019.1|DSUB	Fgop2|NP_609084.1|DMEL
OG0005937	LOC117893002|XP_034655247.1|DSUB	l_3_04053|NP_649414.1|DMEL
OG0005938	LOC117889946|XP_034650374.1|DSUB	CG8910|NP_611167.2|DMEL
OG0005939	LOC117901309|XP_034667913.1|DSUB	mRpS25|NP_511153.1|DMEL
OG0005940	LOC117892084|XP_034653964.1|DSUB	CG10082|NP_726095.2|DMEL
OG0005941	LOC117891199|XP_034652426.1|DSUB	GlyT|NP_611836.2|DMEL
OG0005942	LOC117891757|XP_034653260.1|DSUB	Pld|NP_001137610.1|DMEL
OG0005943	LOC117892570|XP_034654783.1|DSUB	jing|NP_001097200.1|DMEL
OG0005944	LOC117890963|XP_034651993.1|DSUB	Trap1|NP_477439.2|DMEL
OG0005945	LOC117890005|XP_034650486.1|DSUB	CG12325|NP_610618.1|DMEL
OG0005946	LOC117892590|XP_034654820.1|DSUB	CG8646|NP_610807.3|DMEL
OG0005947	LOC117892004|XP_034653781.1|DSUB	Alk|NP_652600.1|DMEL
OG0005948	LOC117894860|XP_034658008.1|DSUB	mRpL21|NP_649095.2|DMEL
OG0005949	LOC117893283|XP_034655740.1|DSUB	Atox1|NP_001262184.1|DMEL
OG0005950	LOC117900461|XP_034666728.1|DSUB	CG6201|NP_609489.1|DMEL
OG0005951	LOC117895876|XP_034659765.1|DSUB	dpr6|NP_001287018.1|DMEL
OG0005952	LOC117900460|XP_034666726.1|DSUB	l_2_gd1|NP_001245976.1|DMEL
OG0005953	LOC117899962|XP_034666008.1|DSUB	Mpp6|NP_523609.3|DMEL
OG0005954	LOC117902666|XP_034670087.1|DSUB	CG9246|NP_610095.1|DMEL
OG0005955	LOC117896408|XP_034660615.1|DSUB	Son|NP_649914.1|DMEL
OG0005956	LOC117891737|XP_034653222.1|DSUB	Smurf|NP_523779.1|DMEL
OG0005957	LOC117896840|XP_034661250.1|DSUB	CG13625|NP_651272.1|DMEL
OG0005958	LOC117897502|XP_034662283.1|DSUB	CG5913|NP_651439.2|DMEL
OG0005959	LOC117900042|XP_034666122.1|DSUB	CG4537|NP_001097135.1|DMEL
OG0005960	LOC117903456|XP_034671384.1|DSUB	CG7326|NP_573335.1|DMEL
OG0005961	LOC117891565|XP_034652977.1|DSUB	Shark|NP_524743.2|DMEL
OG0005962	LOC117889880|XP_034650280.1|DSUB	CG34199|NP_001097380.1|DMEL
OG0005963	LOC117901610|XP_034668320.1|DSUB	Cog8|NP_609503.2|DMEL
OG0005964	LOC117892009|XP_034653791.1|DSUB	CngB|NP_611607.2|DMEL
OG0005965	LOC117890358|XP_034651043.1|DSUB	CG30010|NP_724847.2|DMEL
OG0005966	LOC117891057|XP_034652121.1|DSUB	ana3|NP_610765.1|DMEL
OG0005967	LOC117891245|XP_034652482.1|DSUB	RpS18|NP_476964.1|DMEL
OG0005968	LOC117890402|XP_034651102.1|DSUB	Ate1|NP_001261101.1|DMEL
OG0005969	LOC117891021|XP_034652075.1|DSUB	alpha-Catr|NP_726389.4|DMEL
OG0005970	LOC117893807|XP_034656446.1|DSUB	CG11811|NP_648408.1|DMEL
OG0005971	LOC117891152|XP_034652298.1|DSUB	mRpL53|NP_725343.1|DMEL
OG0005972	LOC117894241|XP_034657066.1|DSUB	fbl|NP_524870.1|DMEL
OG0005973	LOC117894403|XP_034657305.1|DSUB	Prp3|NP_649156.1|DMEL
OG0005974	LOC117894693|XP_034657763.1|DSUB	eRF1|NP_001262105.1|DMEL
OG0005975	LOC117894244|XP_034657074.1|DSUB	CG5498|NP_730525.2|DMEL
OG0005976	LOC117897712|XP_034662625.1|DSUB	Tgs1|NP_732316.2|DMEL
OG0005977	LOC117892606|XP_034654838.1|DSUB	maf-S|NP_001286639.1|DMEL
OG0005978	LOC117890081|XP_034650630.1|DSUB	CG6984|NP_611187.1|DMEL
OG0005979	LOC117892149|XP_034654085.1|DSUB	Spt-I|NP_610842.1|DMEL
OG0005980	LOC117889986|XP_034650460.1|DSUB	CG11123|NP_610276.1|DMEL
OG0005981	LOC117896273|XP_034660370.1|DSUB	CkIIbeta|NP_996415.1|DMEL
OG0005982	LOC117891792|XP_034653355.1|DSUB	CG11141|NP_610282.1|DMEL
OG0005983	LOC117892322|XP_034654369.1|DSUB	CG14234|NP_001356951.1|DMEL
OG0005984	LOC117901080|XP_034667597.1|DSUB	wcy|NP_001259636.1|DMEL
OG0005985	LOC117898397|XP_034663649.1|DSUB	CG11122|NP_572685.2|DMEL
OG0005986	LOC117903855|XP_034672217.1|DSUB	Arp8|NP_573251.1|DMEL
OG0005987	LOC117903399|XP_034671278.1|DSUB	l_1_G0289|NP_572621.1|DMEL
OG0005988	LOC117892191|XP_034654169.1|DSUB	Sln|NP_610706.1|DMEL
OG0005989	LOC117891500|XP_034652880.1|DSUB	fl_2_d|NP_523732.2|DMEL
OG0005990	LOC117890028|XP_034650534.1|DSUB	Nup75|NP_611300.2|DMEL
OG0005991	LOC117892293|XP_034654326.1|DSUB	Pgi|NP_523663.1|DMEL
OG0005992	LOC117895440|XP_034658994.1|DSUB	hay|NP_001137931.1|DMEL
OG0005993	LOC117895441|XP_034658996.1|DSUB	E_z_|NP_001261682.1|DMEL
OG0005994	LOC117895779|XP_034659566.1|DSUB	M6|NP_001262166.1|DMEL
OG0005995	LOC117893861|XP_034656523.1|DSUB	CG13248|NP_649219.1|DMEL
OG0005996	LOC117894795|XP_034657915.1|DSUB	ORMDL|NP_730669.1|DMEL
OG0005997	LOC117890563|XP_034651388.1|DSUB	Taf5|NP_476957.1|DMEL
OG0005998	LOC117893211|XP_034655630.1|DSUB	CG13458|NP_648748.1|DMEL
OG0005999	LOC117895015|XP_034658257.1|DSUB	Cypl|NP_523874.1|DMEL
OG0006000	LOC117890704|XP_034651612.1|DSUB	Psi|NP_995862.1|DMEL
OG0006001	LOC117893672|XP_034656252.1|DSUB	CG34342|NP_001097509.3|DMEL
OG0006002	LOC117890370|XP_034651056.1|DSUB	Cpes|NP_477376.1|DMEL
OG0006003	LOC117895739|XP_034659497.1|DSUB	mnd|NP_524074.1|DMEL
OG0006004	LOC117898488|XP_034663815.1|DSUB	Hus1-like|NP_477426.1|DMEL
OG0006005	LOC117890781|XP_034651743.1|DSUB	CG13220|NP_610664.1|DMEL
OG0006006	LOC117891777|XP_034653334.1|DSUB	Hmg-2|NP_611553.1|DMEL
OG0006007	LOC117891758|XP_034653264.1|DSUB	Ttc7|NP_652063.1|DMEL
OG0006008	LOC117901547|XP_034668231.1|DSUB	CG3558|NP_001137777.1|DMEL
OG0006009	LOC117894082|XP_034656837.1|DSUB	ZnT77C|NP_649233.2|DMEL
OG0006010	LOC117894782|XP_034657899.1|DSUB	Wnk|NP_001262171.2|DMEL
OG0006011	LOC117895109|XP_034658403.1|DSUB	NitFhit|NP_525122.1|DMEL
OG0006012	LOC117893241|XP_034655692.1|DSUB	Mob2|NP_729715.2|DMEL
OG0006013	LOC117892667|XP_034654947.1|DSUB	NAT1|NP_001033943.2|DMEL
OG0006014	LOC117894326|XP_034657201.1|DSUB	Vps36|NP_648660.1|DMEL
OG0006015	LOC117890095|XP_034650649.1|DSUB	Rpb12|NP_001097319.1|DMEL
OG0006016	LOC117892290|XP_034654322.1|DSUB	lin|NP_524815.1|DMEL
OG0006017	LOC117892512|XP_034654685.1|DSUB	wash|NP_610739.1|DMEL
OG0006018	LOC117892234|XP_034654229.1|DSUB	CG15118|NP_611396.1|DMEL
OG0006019	LOC117890149|XP_034650729.1|DSUB	CG42497|NP_001163242.1|DMEL
OG0006020	LOC117894085|XP_034656843.1|DSUB	Hpd|NP_730536.1|DMEL
OG0006021	LOC117895649|XP_034659323.1|DSUB	Hip1|NP_648597.2|DMEL
OG0006022	LOC117900044|XP_034666123.1|DSUB	beta'COP|NP_524836.2|DMEL
OG0006023	LOC117899254|XP_034665032.1|DSUB	RpL27|NP_651417.1|DMEL
OG0006024	LOC117903527|XP_034671537.1|DSUB	para|NP_001259619.1|DMEL
OG0006025	LOC117889937|XP_034650360.1|DSUB	Cam|NP_523710.1|DMEL
OG0006026	LOC117899263|XP_034665049.1|DSUB	CG5326|NP_651060.1|DMEL
OG0006027	LOC117892707|XP_034655012.1|DSUB	arr|NP_524737.2|DMEL
OG0006028	LOC117891568|XP_034652982.1|DSUB	Tfb1|NP_610957.1|DMEL
OG0006029	LOC117892294|XP_034654327.1|DSUB	CCT8|NP_610418.1|DMEL
OG0006030	LOC117897798|XP_034662739.1|DSUB	Rpb10|NP_651280.1|DMEL
OG0006031	LOC117892638|XP_034654884.1|DSUB	Drep1|NP_001260909.1|DMEL
OG0006032	LOC117889602|XP_034649911.1|DSUB	CG34120|NP_001285513.1|DMEL
OG0006033	LOC117892511|XP_034654684.1|DSUB	CG33964|NP_001033941.1|DMEL
OG0006034	LOC117898707|XP_034664215.1|DSUB	Ir93a|NP_650924.3|DMEL
OG0006035	LOC117898976|XP_034664608.1|DSUB	Pbp45|NP_650499.1|DMEL
OG0006036	LOC117900449|XP_034666710.1|DSUB	CG4382|NP_609301.2|DMEL
OG0006037	LOC117891909|XP_034653622.1|DSUB	mspo|NP_725407.1|DMEL
OG0006038	LOC117897492|XP_034662274.1|DSUB	CG1218|NP_649589.1|DMEL
OG0006039	LOC117891453|XP_034652825.1|DSUB	Ptr|NP_001246145.1|DMEL
OG0006040	LOC117891150|XP_034652294.1|DSUB	CG13344|NP_610915.2|DMEL
OG0006041	LOC117893958|XP_034656647.1|DSUB	cm|NP_788873.1|DMEL
OG0006042	LOC117891751|XP_034653249.1|DSUB	fus|NP_524691.1|DMEL
OG0006043	LOC117892929|XP_034655136.1|DSUB	Prestin|NP_649024.1|DMEL
OG0006044	LOC117903349|XP_034671190.1|DSUB	TRAM|NP_726710.1|DMEL
OG0006045	LOC117891013|XP_034652062.1|DSUB	SmydA-5|NP_610202.3|DMEL
OG0006046	LOC117892115|XP_034654023.1|DSUB	Dark|NP_725637.1|DMEL
OG0006047	LOC117893022|XP_034655270.1|DSUB	Pex1|NP_652016.1|DMEL
OG0006048	LOC117893234|XP_034655682.1|DSUB	rt|NP_524025.2|DMEL
OG0006049	LOC117891059|XP_034652162.1|DSUB	CG11674|NP_572948.1|DMEL
OG0006050	LOC117898384|XP_034663630.1|DSUB	Gcn2|NP_001263142.1|DMEL
OG0006051	LOC117894130|XP_034656915.1|DSUB	e_y_2|NP_524846.1|DMEL
OG0006052	LOC117892648|XP_034654894.1|DSUB	uzip|NP_523861.1|DMEL
OG0006053	LOC117894626|XP_034657683.1|DSUB	Arl5|NP_648201.1|DMEL
OG0006054	LOC117902997|XP_034670609.1|DSUB	CG31998|NP_726548.1|DMEL
OG0006055	LOC117898584|XP_034664019.1|DSUB	Dip-C|NP_650192.1|DMEL
OG0006056	LOC117891753|XP_034653256.1|DSUB	CG8207|NP_611051.2|DMEL
OG0006057	LOC117895133|XP_034658441.1|DSUB	Myo61F|NP_476934.2|DMEL
OG0006058	LOC117899744|XP_034665879.1|DSUB	EndoA|NP_732383.1|DMEL
OG0006059	LOC117895308|XP_034658759.1|DSUB	Atg1|NP_001163433.1|DMEL
OG0006060	LOC117895310|XP_034658761.1|DSUB	CG42709|NP_648600.1|DMEL
OG0006061	LOC117895280|XP_034658750.1|DSUB	fliI|NP_525097.1|DMEL
OG0006062	LOC117897618|XP_034662475.1|DSUB	CG14701|NP_650057.1|DMEL
OG0006063	LOC117901997|XP_034668902.1|DSUB	CG13126|NP_609330.1|DMEL
OG0006064	LOC117890701|XP_034651602.1|DSUB	Opa1|NP_725369.1|DMEL
OG0006065	LOC117895588|XP_034659228.1|DSUB	CG9004|NP_647717.1|DMEL
OG0006066	LOC117890641|XP_034651484.1|DSUB	fa2h|NP_610279.3|DMEL
OG0006067	LOC117891723|XP_034653206.1|DSUB	RyR|NP_001246211.1|DMEL
OG0006068	LOC117897734|XP_034662663.1|DSUB	Zw|NP_523411.1|DMEL
OG0006069	LOC117894877|XP_034658035.1|DSUB	Grd|NP_524131.1|DMEL
OG0006070	LOC117895689|XP_034659413.1|DSUB	EMC10|NP_730662.2|DMEL
OG0006071	LOC117897650|XP_034662516.1|DSUB	Ets98B|NP_524535.2|DMEL
OG0006072	LOC117895595|XP_034659236.1|DSUB	mRpL23|NP_523889.1|DMEL
OG0006073	LOC117894189|XP_034656994.1|DSUB	dpr20|NP_612066.1|DMEL
OG0006074	LOC117903326|XP_034671160.1|DSUB	ATP7|NP_572756.3|DMEL
OG0006075	LOC117902155|XP_034669186.1|DSUB	ND-MNLL|NP_572416.1|DMEL
OG0006076	LOC117889721|XP_034650032.1|DSUB	NaPi-T|NP_525116.2|DMEL
OG0006077	LOC117894043|XP_034656783.1|DSUB	verm|NP_001163469.1|DMEL
OG0006078	LOC117895719|XP_034659468.1|DSUB	serp|NP_730444.1|DMEL
OG0006079	LOC117893105|XP_034655429.1|DSUB	CG11399|NP_649254.2|DMEL
OG0006080	LOC117893360|XP_034655842.1|DSUB	mib1|NP_648826.2|DMEL
OG0006081	LOC117891383|XP_034652713.1|DSUB	Urod|NP_610501.1|DMEL
OG0006082	LOC117891394|XP_034652727.1|DSUB	RpL31|NP_610503.1|DMEL
OG0006083	LOC117894665|XP_034657732.1|DSUB	CG3961|NP_730369.1|DMEL
OG0006084	LOC117895655|XP_034659359.1|DSUB	dbo|NP_524989.2|DMEL
OG0006085	LOC117895681|XP_034659399.1|DSUB	SMC5|NP_996141.2|DMEL
OG0006086	LOC117895687|XP_034659405.1|DSUB	TfAP-2|NP_001262178.1|DMEL
OG0006087	LOC117892119|XP_034654039.1|DSUB	CG8963|NP_611180.1|DMEL
OG0006088	LOC117893596|XP_034656161.1|DSUB	MED19|NP_649016.1|DMEL
OG0006089	LOC117900868|XP_034667319.1|DSUB	snf|NP_511045.1|DMEL
OG0006090	LOC117894799|XP_034657920.1|DSUB	RAF2|NP_730163.1|DMEL
OG0006091	LOC117894102|XP_034656868.1|DSUB	CG16711|NP_648347.2|DMEL
OG0006092	LOC117903051|XP_034670681.1|DSUB	CG9784|NP_001259623.1|DMEL
OG0006093	LOC117891450|XP_034652821.1|DSUB	Ntmt|NP_001350855.1|DMEL
OG0006094	LOC117895036|XP_034658301.1|DSUB	Klp68D|NP_524029.2|DMEL
OG0006095	LOC117891774|XP_034653328.1|DSUB	Vang|NP_001260819.1|DMEL
OG0006096	LOC117892225|XP_034654219.1|DSUB	RpI1|NP_523743.1|DMEL
OG0006097	LOC117895875|XP_034659761.1|DSUB	MYPT-75D|NP_649049.1|DMEL
OG0006098	LOC117901704|XP_034668464.1|DSUB	CG3709|NP_608500.1|DMEL
OG0006099	LOC117890499|XP_034651282.1|DSUB	CG10257|NP_611008.2|DMEL
OG0006100	LOC117890650|XP_034651494.1|DSUB	twi|NP_523816.2|DMEL
OG0006101	LOC117901760|XP_034668539.1|DSUB	CG5096|NP_723576.1|DMEL
OG0006102	LOC117890912|XP_034651918.1|DSUB	Arl6|NP_611421.1|DMEL
OG0006103	LOC117903703|XP_034671939.1|DSUB	C901|NP_572673.1|DMEL
OG0006104	LOC117898917|XP_034664520.1|DSUB	Atg5|NP_572390.1|DMEL
OG0006105	LOC117896527|XP_034660793.1|DSUB	brk|NP_511069.3|DMEL
OG0006106	LOC117894300|XP_034657156.1|DSUB	Syn1|NP_524205.2|DMEL
OG0006107	LOC117891694|XP_034653174.1|DSUB	Tmtc3|NP_477246.2|DMEL
OG0006108	LOC117902943|XP_034670449.1|DSUB	Tsp2A|NP_525037.1|DMEL
OG0006109	LOC117894312|XP_034657169.1|DSUB	EMC4|NP_649424.1|DMEL
OG0006110	LOC117895009|XP_034658250.1|DSUB	Atg3|NP_649059.1|DMEL
OG0006111	LOC117889951|XP_034650397.1|DSUB	CG3295|NP_611536.1|DMEL
OG0006112	LOC117892166|XP_034654123.1|DSUB	RpL39|NP_477314.1|DMEL
OG0006113	LOC117894473|XP_034657464.1|DSUB	CG9951|NP_648929.1|DMEL
OG0006114	LOC117896290|XP_034660399.1|DSUB	eIF2D|NP_477481.1|DMEL
OG0006115	LOC117890857|XP_034651834.1|DSUB	CG17739|NP_610757.1|DMEL
OG0006116	LOC117890504|XP_034651290.1|DSUB	otk|NP_523705.2|DMEL
OG0006117	LOC117891577|XP_034652992.1|DSUB	CG44243|NP_611097.2|DMEL
OG0006119	LOC117891517|XP_034652904.1|DSUB	Syngr|NP_610908.1|DMEL
OG0006120	LOC117891701|XP_034653184.1|DSUB	PIG-A|NP_611257.1|DMEL
OG0006121	LOC117894974|XP_034658203.1|DSUB	Alg11|NP_649340.1|DMEL
OG0006122	LOC117902915|XP_034670380.1|DSUB	CG31999|NP_726551.2|DMEL
OG0006123	LOC117891224|XP_034652461.1|DSUB	CG13579|NP_001261169.1|DMEL
OG0006124	LOC117898946|XP_034664559.1|DSUB	shps|NP_651239.1|DMEL
OG0006125	LOC117895841|XP_034659684.1|DSUB	Sap130|NP_729834.1|DMEL
OG0006126	LOC117893296|XP_034655760.1|DSUB	Cln7|NP_001261508.1|DMEL
OG0006127	LOC117893818|XP_034656461.1|DSUB	Tollo|NP_524757.1|DMEL
