Orthogroup	DSUB.longest_only	DBUS.longest_only
OG0004506	LOC117897325|XP_034661986.1|DSUB	LOC108603565|XP_017847971.1|DBUS
OG0004507	LOC117896219|XP_034660244.1|DSUB	LOC108602255|XP_017845798.1|DBUS
OG0004508	LOC117897678|XP_034662580.1|DSUB	LOC108601774|XP_017845189.1|DBUS
OG0004509	LOC117894711|XP_034657784.1|DSUB	LOC108598406|XP_017840517.2|DBUS
OG0004510	LOC117903503|XP_034671477.1|DSUB	LOC108606219|XP_033150188.1|DBUS
OG0004511	LOC117899439|XP_034665334.1|DSUB	LOC108603610|XP_017848047.1|DBUS
OG0004512	LOC117903002|XP_034670628.1|DSUB	LOC108607391|XP_017853642.1|DBUS
OG0004513	LOC117902941|XP_034670441.1|DSUB	LOC108607333|XP_017853497.1|DBUS
OG0004514	LOC117902953|XP_034670469.1|DSUB	LOC108607397|XP_017853660.1|DBUS
OG0004515	LOC117903082|XP_034670771.1|DSUB	LOC108605378|XP_017850536.1|DBUS
OG0004516	LOC117895002|XP_034658285.1|DSUB	LOC108605175|XP_017850250.1|DBUS
OG0004517	LOC117896964|XP_034661404.1|DSUB	LOC108606675|XP_017852499.1|DBUS
OG0004518	LOC117889608|XP_034649918.1|DSUB	LOC108606583|XP_017852301.2|DBUS
OG0004519	LOC117896849|XP_034661264.1|DSUB	LOC108604499|XP_017849484.1|DBUS
OG0004520	LOC117903604|XP_034671746.1|DSUB	LOC108606339|XP_017851871.1|DBUS
OG0004521	LOC117892561|XP_034654773.1|DSUB	LOC108597191|XP_017839108.1|DBUS
OG0004522	LOC117903164|XP_034670900.1|DSUB	LOC108607161|XP_017853300.1|DBUS
OG0004523	LOC117898802|XP_034664336.1|DSUB	LOC108604162|XP_017848981.1|DBUS
OG0004524	LOC117902984|XP_034670616.1|DSUB	LOC108607219|XP_017853380.1|DBUS
OG0004525	LOC117903028|XP_034670650.1|DSUB	LOC108606375|XP_017851918.1|DBUS
OG0004526	LOC117889610|XP_034649926.1|DSUB	LOC108604944|XP_033150370.1|DBUS
OG0004527	LOC117903388|XP_034671267.1|DSUB	LOC108605465|XP_017850639.1|DBUS
OG0004528	LOC117889575|XP_034649872.1|DSUB	LOC108607240|XP_017853406.1|DBUS
OG0004529	LOC117903675|XP_034671902.1|DSUB	LOC108606334|XP_017851849.1|DBUS
OG0004530	LOC117903544|XP_034671626.1|DSUB	LOC108605699|XP_017850979.1|DBUS
OG0004531	LOC117896303|XP_034660416.1|DSUB	LOC108601623|XP_033150120.1|DBUS
OG0004532	LOC117903625|XP_034671781.1|DSUB	LOC108606740|XP_017852624.1|DBUS
OG0004533	LOC117896065|XP_034659978.1|DSUB	LOC108605986|XP_017851297.1|DBUS
OG0004534	LOC117902110|XP_034669116.1|DSUB	LOC108605630|XP_017850902.1|DBUS
OG0004535	LOC117895063|XP_034658334.1|DSUB	LOC108600093|XP_017842944.2|DBUS
OG0004536	LOC117903844|XP_034672198.1|DSUB	LOC108606620|XP_017852392.1|DBUS
OG0004537	LOC117902428|XP_034669688.1|DSUB	LOC108605249|XP_033150154.1|DBUS
OG0004538	LOC117891211|XP_034652441.1|DSUB	LOC108597353|XP_017839348.1|DBUS
OG0004539	LOC117897765|XP_034662701.1|DSUB	LOC108603493|XP_033150093.1|DBUS
OG0004540	LOC117895998|XP_034659884.1|DSUB	LOC108606998|XP_017853061.1|DBUS
OG0004541	LOC117890503|XP_034651288.1|DSUB	LOC108596289|XP_017837367.1|DBUS
OG0004542	LOC117890213|XP_034650841.1|DSUB	LOC108606784|XP_017852705.1|DBUS
OG0004543	LOC117896741|XP_034661100.1|DSUB	LOC108606939|XP_017852979.1|DBUS
OG0004544	LOC117889638|XP_034649987.1|DSUB	LOC108607037|XP_017853119.1|DBUS
OG0004545	LOC117899036|XP_034664686.1|DSUB	LOC108603884|XP_017848545.1|DBUS
OG0004546	LOC117890189|XP_034650786.1|DSUB	LOC108597533|XP_017839622.1|DBUS
OG0004547	LOC117894390|XP_034657288.1|DSUB	LOC108605633|XP_017850905.1|DBUS
OG0004548	LOC117902286|XP_034669458.1|DSUB	LOC108605288|XP_017850424.1|DBUS
OG0004549	LOC117889635|XP_034649984.1|DSUB	LOC108605241|XP_033150206.1|DBUS
OG0004550	LOC117903631|XP_034671793.1|DSUB	LOC108605577|XP_017850836.1|DBUS
OG0004551	LOC117892497|XP_034654664.1|DSUB	LOC108596483|XP_017837749.1|DBUS
OG0004552	LOC117903656|XP_034671854.1|DSUB	LOC108606535|XP_033150327.1|DBUS
OG0004553	LOC117895152|XP_034658480.1|DSUB	LOC108599489|XP_017841825.2|DBUS
OG0004554	LOC117903333|XP_034671170.1|DSUB	LOC108607028|XP_017853106.1|DBUS
OG0004555	LOC117903338|XP_034671175.1|DSUB	LOC108605903|XP_017851205.1|DBUS
OG0004556	LOC117903732|XP_034671977.1|DSUB	LOC108605645|XP_017850917.1|DBUS
OG0004557	LOC117891159|XP_034652326.1|DSUB	LOC108604938|XP_017849997.1|DBUS
OG0004558	LOC117901873|XP_034668725.1|DSUB	LOC108606362|XP_017851901.1|DBUS
OG0004559	LOC117898497|XP_034663830.1|DSUB	LOC108595309|XP_017836015.1|DBUS, LOC108601842|XP_017845276.1|DBUS
OG0004560	LOC117896318|XP_034660440.1|DSUB	LOC108595217|XP_033150930.1|DBUS
OG0004561	LOC117899449|XP_034665348.1|DSUB	LOC108604819|XP_017849918.1|DBUS
OG0004562	LOC117897527|XP_034662336.1|DSUB	LOC108604764|XP_017849847.1|DBUS
OG0004563	LOC117898040|XP_034663087.1|DSUB	LOC108604398|XP_017849345.1|DBUS
OG0004564	LOC117896731|XP_034661086.1|DSUB	LOC108601536|XP_017844923.1|DBUS
OG0004565	LOC117899186|XP_034664938.1|DSUB	LOC108603105|XP_017847098.1|DBUS
OG0004566	LOC117900915|XP_034667756.1|DSUB	LOC108605474|XP_017850650.1|DBUS
OG0004567	LOC117903185|XP_034670924.1|DSUB	LOC108605666|XP_017850943.1|DBUS
OG0004568	LOC117889588|XP_034649887.1|DSUB	LOC108606480|XP_017852105.1|DBUS
OG0004569	LOC117896135|XP_034660093.1|DSUB	LOC108603717|XP_033149796.1|DBUS
OG0004570	LOC117890025|XP_034650531.1|DSUB	LOC108597328|XP_017839309.1|DBUS
OG0004571	LOC117903573|XP_034671680.1|DSUB	LOC108602394|XP_017845995.1|DBUS, LOC108607192|XP_017853340.1|DBUS
OG0004572	LOC117902092|XP_034669079.1|DSUB	LOC108597362|XP_017839378.1|DBUS
OG0004573	LOC117897761|XP_034662697.1|DSUB	LOC108604440|XP_017849406.1|DBUS
OG0004574	LOC117903724|XP_034671965.1|DSUB	LOC108606011|XP_017851325.1|DBUS
OG0004575	LOC117903717|XP_034671954.1|DSUB	LOC108606991|XP_017853054.1|DBUS
OG0004576	LOC117897122|XP_034661666.1|DSUB	LOC108604655|XP_017849693.1|DBUS
OG0004577	LOC117899692|XP_034665787.1|DSUB	LOC108602550|XP_017846174.2|DBUS
OG0004578	LOC117889598|XP_034649903.1|DSUB	LOC108606561|XP_017852262.1|DBUS
OG0004579	LOC117902539|XP_034669858.1|DSUB	LOC108608324|XP_017855146.1|DBUS
OG0004580	LOC117899120|XP_034664804.1|DSUB	LOC108601390|XP_017844778.1|DBUS
OG0004581	LOC117899678|XP_034665758.1|DSUB	LOC108603038|XP_017846946.1|DBUS
OG0004582	LOC117897083|XP_034661612.1|DSUB	LOC108604722|XP_017849789.1|DBUS
OG0004583	LOC117903293|XP_034671114.1|DSUB	LOC108606788|XP_017852719.1|DBUS
OG0004584	LOC117892513|XP_034654687.1|DSUB	LOC108596096|XP_017837004.1|DBUS
OG0004585	LOC117896768|XP_034661134.1|DSUB	LOC108601920|XP_017845387.1|DBUS
OG0004586	LOC117903638|XP_034671852.1|DSUB	LOC108607056|XP_017853157.1|DBUS
OG0004587	LOC117896164|XP_034660130.1|DSUB	LOC108603660|XP_017848136.1|DBUS
OG0004588	LOC117896160|XP_034660128.1|DSUB	LOC108603690|XP_017848201.1|DBUS
OG0004590	LOC117899139|XP_034664833.1|DSUB	LOC108603628|XP_017848075.1|DBUS
OG0004591	LOC117899137|XP_034664830.1|DSUB	LOC108604450|XP_017849418.1|DBUS
OG0004592	LOC117890714|XP_034651684.1|DSUB	LOC108607248|XP_017853419.1|DBUS
OG0004593	LOC117903890|XP_034672283.1|DSUB	LOC108606442|XP_017852042.1|DBUS
OG0004594	LOC117895872|XP_034659788.1|DSUB	LOC108605133|XP_017850188.1|DBUS
OG0004595	LOC117889647|XP_034650002.1|DSUB	LOC108606816|XP_017852780.1|DBUS
OG0004596	LOC117890361|XP_034651049.1|DSUB	LOC108605016|XP_017850072.1|DBUS
OG0004597	LOC117903863|XP_034672241.1|DSUB	LOC108605849|XP_017851147.1|DBUS
OG0004598	LOC117894037|XP_034656775.1|DSUB	LOC108601107|XP_017844513.1|DBUS
OG0004599	LOC117892403|XP_034654521.1|DSUB, LOC117902371|XP_034669578.1|DSUB	LOC108601312|XP_017844704.1|DBUS
OG0004600	LOC117903902|XP_034672297.1|DSUB	LOC108605639|XP_017850910.1|DBUS
OG0004601	LOC117903277|XP_034671070.1|DSUB	LOC108605056|XP_017850112.1|DBUS
OG0004602	LOC117900028|XP_034666110.1|DSUB	LOC108606116|XP_017851458.1|DBUS
OG0004603	LOC117901439|XP_034668074.1|DSUB	LOC108599845|XP_017842462.1|DBUS
OG0004604	LOC117890221|XP_034650853.1|DSUB	LOC108605324|XP_033150297.1|DBUS, LOC108605988|XP_017851298.1|DBUS
OG0004605	LOC117889865|XP_034650267.1|DSUB	LOC108605396|XP_033150432.1|DBUS
OG0004606	LOC117898512|XP_034663861.1|DSUB	LOC108602928|XP_017846758.1|DBUS
OG0004607	LOC117894076|XP_034656840.1|DSUB	LOC108604937|XP_033150245.1|DBUS
OG0004608	LOC117892062|XP_034653894.1|DSUB	LOC108605196|XP_017850279.1|DBUS
OG0004609	LOC117893516|XP_034656050.1|DSUB	LOC108606556|XP_017852246.1|DBUS
OG0004610	LOC117896702|XP_034661045.1|DSUB	LOC108602285|XP_017845842.1|DBUS
OG0004611	LOC117896852|XP_034661268.1|DSUB	LOC108604370|XP_017849306.1|DBUS
OG0004612	LOC117897768|XP_034662704.1|DSUB	LOC108602025|XP_017845516.1|DBUS
OG0004613	LOC117899681|XP_034665761.1|DSUB	LOC108603045|XP_017846952.1|DBUS
OG0004614	LOC117903659|XP_034671871.1|DSUB	LOC108605653|XP_017850928.1|DBUS
OG0004615	LOC117903439|XP_034671354.1|DSUB	LOC108606500|XP_017852154.1|DBUS
OG0004616	LOC117890809|XP_034651775.1|DSUB	LOC108605155|XP_017850222.1|DBUS
OG0004617	LOC117900921|XP_034667375.1|DSUB	LOC108596937|XP_017838662.1|DBUS
OG0004618	LOC117898816|XP_034664369.1|DSUB, LOC117891907|XP_034653624.1|DSUB	LOC108601358|XP_017844746.1|DBUS
OG0004619	LOC117896469|XP_034660694.1|DSUB	LOC108602898|XP_017846694.1|DBUS
OG0004620	LOC117897242|XP_034661852.1|DSUB	LOC108604030|XP_017848770.1|DBUS
OG0004621	LOC117897263|XP_034661878.1|DSUB	LOC108604041|XP_017848792.1|DBUS
OG0004622	LOC117896618|XP_034660944.1|DSUB	LOC108604611|XP_017849639.1|DBUS
OG0004623	LOC117897723|XP_034662641.1|DSUB	LOC108603030|XP_017846934.1|DBUS
OG0004624	LOC117898228|XP_034663354.1|DSUB	LOC108603449|XP_017847768.1|DBUS
OG0004625	LOC117903594|XP_034671711.1|DSUB	LOC108606478|XP_033150266.1|DBUS
OG0004626	LOC117903366|XP_034671212.1|DSUB	LOC108606655|XP_017852461.1|DBUS
OG0004627	LOC117893159|XP_034655516.1|DSUB	LOC108600033|XP_017842850.1|DBUS
OG0004628	LOC117902577|XP_034669954.1|DSUB	LOC108605758|XP_017851049.1|DBUS
OG0004629	LOC117897568|XP_034662401.1|DSUB	LOC108603025|XP_017846922.1|DBUS
OG0004630	LOC117899525|XP_034665477.1|DSUB	LOC108603697|XP_017848212.1|DBUS
OG0004631	LOC117896340|XP_034660475.1|DSUB	LOC108604148|XP_017848952.1|DBUS
OG0004632	LOC117896338|XP_034660469.1|DSUB	LOC108604147|XP_017848950.1|DBUS
OG0004633	LOC117897719|XP_034662635.1|DSUB	LOC108601755|XP_017845167.1|DBUS
OG0004634	LOC117896937|XP_034661370.1|DSUB	LOC108602824|XP_017846547.1|DBUS
OG0004635	LOC117899478|XP_034665403.1|DSUB	LOC108606616|XP_017852377.1|DBUS
OG0004636	LOC117900064|XP_034666566.1|DSUB	LOC108606467|XP_017852079.1|DBUS
OG0004637	LOC117903512|XP_034671512.1|DSUB	LOC108606814|XP_017852777.1|DBUS
OG0004638	LOC117891479|XP_034652853.1|DSUB	LOC108606840|XP_017850777.1|DBUS
OG0004639	LOC117899369|XP_034665240.1|DSUB	LOC108601820|XP_017845246.1|DBUS
OG0004640	LOC117899342|XP_034665184.1|DSUB	LOC108602364|XP_017845955.1|DBUS
OG0004641	LOC117896562|XP_034660899.1|DSUB	LOC108606435|XP_017852036.1|DBUS
OG0004642	LOC117897289|XP_034661925.1|DSUB	LOC108605585|XP_017850845.1|DBUS
OG0004643	LOC117897842|XP_034662799.1|DSUB	LOC108602110|XP_017845624.1|DBUS
OG0004644	LOC117889584|XP_034649882.1|DSUB	LOC108606609|XP_017852367.1|DBUS
OG0004646	LOC117896834|XP_034661239.1|DSUB	LOC108604373|XP_017849311.1|DBUS
OG0004647	LOC117903629|XP_034671790.1|DSUB	LOC108605884|XP_017851185.1|DBUS
OG0004648	LOC117903829|XP_034672172.1|DSUB	LOC108605520|XP_017850759.1|DBUS
OG0004649	LOC117903851|XP_034672206.1|DSUB	LOC108606042|XP_033150457.1|DBUS
OG0004650	LOC117900466|XP_034666732.1|DSUB	LOC108608316|XP_017855133.1|DBUS
OG0004651	LOC117898196|XP_034663307.1|DSUB	LOC108601993|XP_017845481.1|DBUS
OG0004652	LOC117898656|XP_034664120.1|DSUB	LOC108602760|XP_017846420.1|DBUS
OG0004653	LOC117894418|XP_034657320.1|DSUB	LOC108598281|XP_017840386.2|DBUS
OG0004654	LOC117900050|XP_034666137.1|DSUB	LOC108603140|XP_017847170.2|DBUS
OG0004655	LOC117898700|XP_034664209.1|DSUB	LOC108604491|XP_017849472.1|DBUS
OG0004656	LOC117901477|XP_034668136.1|DSUB	LOC108606352|XP_017851889.1|DBUS
OG0004657	LOC117896574|XP_034660866.1|DSUB	LOC108601471|XP_017844859.1|DBUS
OG0004659	LOC117897622|XP_034662479.1|DSUB	LOC108602085|XP_017845597.1|DBUS
OG0004660	LOC117899034|XP_034664683.1|DSUB	LOC108603885|XP_017848547.1|DBUS
OG0004661	LOC117896169|XP_034660142.1|DSUB	LOC108604010|XP_017848742.1|DBUS
OG0004662	LOC117897454|XP_034662191.1|DSUB	LOC108603313|XP_017847511.1|DBUS
OG0004663	LOC117899007|XP_034664650.1|DSUB	LOC108604953|XP_033150160.1|DBUS
OG0004664	LOC117903563|XP_034671659.1|DSUB	LOC108606858|XP_017852847.1|DBUS
OG0004665	LOC117889637|XP_034649990.1|DSUB	LOC108605651|XP_017850924.1|DBUS
OG0004666	LOC117898122|XP_034663201.1|DSUB	LOC108603776|XP_017848357.1|DBUS
OG0004667	LOC117898126|XP_034663209.1|DSUB	LOC108604599|XP_017849624.1|DBUS
OG0004668	LOC117903637|XP_034671802.1|DSUB	LOC108606822|XP_017852794.1|DBUS
OG0004669	LOC117899968|XP_034666017.1|DSUB	LOC108608386|XP_017855228.1|DBUS
OG0004670	LOC117899468|XP_034665376.1|DSUB	LOC108601729|XP_017845138.1|DBUS
OG0004671	LOC117899349|XP_034665193.1|DSUB	LOC108601949|XP_017845422.1|DBUS
OG0004672	LOC117899440|XP_034665335.1|DSUB	LOC108601271|XP_017844659.1|DBUS
OG0004673	LOC117898938|XP_034664545.1|DSUB	LOC108604761|XP_017849840.1|DBUS
OG0004674	LOC117896193|XP_034660175.1|DSUB	LOC108601660|XP_017845049.1|DBUS
OG0004675	LOC117896192|XP_034660173.1|DSUB	LOC108603118|XP_017847116.1|DBUS
OG0004676	LOC117898923|XP_034664526.1|DSUB	LOC108603442|XP_017847755.1|DBUS
OG0004677	LOC117897031|XP_034661501.1|DSUB	LOC108604367|XP_017849297.1|DBUS
OG0004678	LOC117898469|XP_034663789.1|DSUB	LOC108603580|XP_017848005.1|DBUS
OG0004679	LOC117899057|XP_034664715.1|DSUB	LOC108601348|XP_017844734.1|DBUS
OG0004680	LOC117895989|XP_034659865.1|DSUB	LOC108603872|XP_017848532.1|DBUS
OG0004681	LOC117896994|XP_034661442.1|DSUB	LOC108603595|XP_017848025.1|DBUS
OG0004682	LOC117902091|XP_034669078.1|DSUB	LOC108604718|XP_017849788.1|DBUS
OG0004683	LOC117899542|XP_034665512.1|DSUB	LOC108604559|XP_033150016.1|DBUS, LOC108602104|XP_033149777.1|DBUS
OG0004685	LOC117898158|XP_034663255.1|DSUB	LOC108604402|XP_017849351.1|DBUS
OG0004686	LOC117899234|XP_034664999.1|DSUB	LOC108603857|XP_017848503.1|DBUS
OG0004687	LOC117897309|XP_034661953.1|DSUB	LOC108601756|XP_017845168.1|DBUS
OG0004688	LOC117898680|XP_034664154.1|DSUB	LOC108603096|XP_017847081.1|DBUS
OG0004689	LOC117899043|XP_034664693.1|DSUB	LOC108603458|XP_017847778.1|DBUS
OG0004690	LOC117898627|XP_034664074.1|DSUB	LOC108603367|XP_017847614.1|DBUS
OG0004691	LOC117898184|XP_034663290.1|DSUB	LOC108602818|XP_017846538.1|DBUS
OG0004692	LOC117897946|XP_034662932.1|DSUB	LOC108603182|XP_017847229.1|DBUS
OG0004693	LOC117897507|XP_034662287.1|DSUB	LOC108603639|XP_017848089.1|DBUS
OG0004694	LOC117898859|XP_034664427.1|DSUB	LOC108604382|XP_017849326.1|DBUS
OG0004695	LOC117896183|XP_034660158.1|DSUB	LOC108603114|XP_033149998.1|DBUS
OG0004696	LOC117898672|XP_034664143.1|DSUB	LOC108601446|XP_017844833.1|DBUS
OG0004697	LOC117898925|XP_034664530.1|DSUB	LOC108605573|XP_017850830.1|DBUS
OG0004698	LOC117903317|XP_034671145.1|DSUB	LOC108605698|XP_017850978.1|DBUS
OG0004699	LOC117897247|XP_034661859.1|DSUB	LOC108603528|XP_017847911.1|DBUS
OG0004700	LOC117899008|XP_034664647.1|DSUB	LOC108601896|XP_017845359.1|DBUS
OG0004701	LOC117897616|XP_034662472.1|DSUB	LOC108602801|XP_017846513.1|DBUS
OG0004702	LOC117895992|XP_034659869.1|DSUB	LOC108603020|XP_017846906.1|DBUS
OG0004703	LOC117899068|XP_034664726.1|DSUB	LOC108602053|XP_017845555.1|DBUS
OG0004704	LOC117896324|XP_034660450.1|DSUB	LOC108603175|XP_017847224.2|DBUS
OG0004705	LOC117899550|XP_034665529.1|DSUB	LOC108603475|XP_017847805.1|DBUS
OG0004706	LOC117893033|XP_034655283.1|DSUB	LOC108600108|XP_017842967.2|DBUS
OG0004707	LOC117899966|XP_034666012.1|DSUB	LOC108604656|XP_017849694.1|DBUS
OG0004708	LOC117899720|XP_034665830.1|DSUB	LOC108604690|XP_017849735.1|DBUS
OG0004709	LOC117896601|XP_034660923.1|DSUB	LOC108601746|XP_017845155.1|DBUS
OG0004710	LOC117898199|XP_034663310.1|DSUB	LOC108603670|XP_033150148.1|DBUS
OG0004711	LOC117899438|XP_034665333.1|DSUB	LOC108601569|XP_017844956.1|DBUS
OG0004712	LOC117899684|XP_034665765.1|DSUB	LOC108601541|XP_033149875.1|DBUS
OG0004713	LOC117897020|XP_034661484.1|DSUB	LOC108604173|XP_017849000.1|DBUS
OG0004714	LOC117899568|XP_034665569.1|DSUB	LOC108603665|XP_017848147.1|DBUS
OG0004715	LOC117902040|XP_034668995.1|DSUB	LOC108607567|XP_017853947.2|DBUS
OG0004716	LOC117897019|XP_034661483.1|DSUB	LOC108601556|XP_017844944.1|DBUS
OG0004717	LOC117899180|XP_034664934.1|DSUB	LOC108607243|XP_033150182.1|DBUS
OG0004718	LOC117900714|XP_034667067.1|DSUB	LOC108608527|XP_017855429.1|DBUS
OG0004719	LOC117896246|XP_034660296.1|DSUB	LOC108604039|XP_017848787.1|DBUS
OG0004720	LOC117898425|XP_034663706.1|DSUB	LOC108602097|XP_017845609.1|DBUS
OG0004721	LOC117899014|XP_034664662.1|DSUB	LOC108603434|XP_017847743.1|DBUS
OG0004722	LOC117899075|XP_034664736.1|DSUB	LOC108601866|XP_017845313.1|DBUS
OG0004723	LOC117903201|XP_034670978.1|DSUB	LOC108599020|XP_017841290.1|DBUS, LOC108605499|XP_017850734.1|DBUS
OG0004724	LOC117896561|XP_034660854.1|DSUB	LOC108604242|XP_017849105.1|DBUS
OG0004725	LOC117896952|XP_034661387.1|DSUB	LOC108604277|XP_017849168.1|DBUS
OG0004726	LOC117896182|XP_034660156.1|DSUB	LOC108603597|XP_017848028.1|DBUS
OG0004727	LOC117897652|XP_034662520.1|DSUB	LOC108603732|XP_017848269.1|DBUS
OG0004728	LOC117898010|XP_034663030.1|DSUB	LOC108604349|XP_017849268.1|DBUS
OG0004729	LOC117900309|XP_034666525.1|DSUB, LOC117895717|XP_034659467.1|DSUB	LOC108605682|XP_017850963.1|DBUS
OG0004730	LOC117902727|XP_034670189.1|DSUB	LOC108600632|XP_017843813.1|DBUS
OG0004731	LOC117898440|XP_034663736.1|DSUB	LOC108601770|XP_017845184.1|DBUS
OG0004732	LOC117899312|XP_034665129.1|DSUB	LOC108601793|XP_017845218.1|DBUS
OG0004733	LOC117899313|XP_034665130.1|DSUB	LOC108604534|XP_017849538.1|DBUS
OG0004734	LOC117899698|XP_034665793.1|DSUB	LOC108604681|XP_017849726.1|DBUS
OG0004735	LOC117897985|XP_034662989.1|DSUB	LOC108603763|XP_017848334.1|DBUS
OG0004736	LOC117899530|XP_034665489.1|DSUB	LOC108603292|XP_017847452.1|DBUS
OG0004737	LOC117897124|XP_034661667.1|DSUB	LOC108602719|XP_017846363.1|DBUS
OG0004738	LOC117897452|XP_034662188.1|DSUB	LOC108604054|XP_017848805.1|DBUS
OG0004739	LOC117898494|XP_034663825.1|DSUB	LOC108603245|XP_017847363.1|DBUS
OG0004740	LOC117898089|XP_034663160.1|DSUB	LOC108602113|XP_017845627.1|DBUS
OG0004741	LOC117899647|XP_034665713.1|DSUB	LOC108603316|XP_017847517.1|DBUS
OG0004742	LOC117902976|XP_034670527.1|DSUB	LOC108607359|XP_017853542.1|DBUS
OG0004743	LOC117896236|XP_034660273.1|DSUB	LOC108602990|XP_017846873.1|DBUS
OG0004744	LOC117901382|XP_034668000.1|DSUB	LOC108596807|XP_017838409.2|DBUS
OG0004745	LOC117896131|XP_034660083.1|DSUB	LOC108601486|XP_017844873.1|DBUS
OG0004746	LOC117898023|XP_034663047.1|DSUB	LOC108603864|XP_017848520.1|DBUS
OG0004747	LOC117898025|XP_034663053.1|DSUB	LOC108603865|XP_017848521.1|DBUS
OG0004748	LOC117898021|XP_034663044.1|DSUB	LOC108603750|XP_017848313.1|DBUS
OG0004749	LOC117899749|XP_034665886.1|DSUB	LOC108603833|XP_017848461.1|DBUS
OG0004750	LOC117896472|XP_034660697.1|DSUB	LOC108602905|XP_017846702.1|DBUS
OG0004751	LOC117898255|XP_034663400.1|DSUB	LOC108603725|XP_017848255.1|DBUS
OG0004752	LOC117899373|XP_034665244.1|DSUB	LOC108604107|XP_017848877.1|DBUS
OG0004753	LOC117897382|XP_034662082.1|DSUB	LOC108603804|XP_017848391.1|DBUS
OG0004754	LOC117898657|XP_034664123.1|DSUB	LOC108602761|XP_017846422.1|DBUS
OG0004755	LOC117899662|XP_034665736.1|DSUB	LOC108601717|XP_017845124.1|DBUS
OG0004756	LOC117899658|XP_034665732.1|DSUB	LOC108601813|XP_017845239.1|DBUS
OG0004757	LOC117897660|XP_034662535.1|DSUB	LOC108602875|XP_017846653.1|DBUS
OG0004758	LOC117897554|XP_034662373.1|DSUB	LOC108604597|XP_017849619.1|DBUS
OG0004759	LOC117896428|XP_034660640.1|DSUB	LOC108604209|XP_017849059.1|DBUS
OG0004760	LOC117899475|XP_034665395.1|DSUB	LOC108602300|XP_017845869.1|DBUS
OG0004761	LOC117896576|XP_034660870.1|DSUB	LOC108604344|XP_017849261.1|DBUS
OG0004762	LOC117901677|XP_034668410.1|DSUB	LOC108607737|XP_017854250.2|DBUS
OG0004763	LOC117896620|XP_034660949.1|DSUB	LOC108601983|XP_017845467.1|DBUS
OG0004764	LOC117897585|XP_034662430.1|DSUB	LOC108604248|XP_017849118.1|DBUS
OG0004765	LOC117897332|XP_034661992.1|DSUB	LOC108601617|XP_017845005.1|DBUS
OG0004766	LOC117897441|XP_034662172.1|DSUB	LOC108604462|XP_017849431.1|DBUS
OG0004767	LOC117897624|XP_034662483.1|DSUB	LOC108603296|XP_017847457.1|DBUS
OG0004768	LOC117899604|XP_034665618.1|DSUB	LOC108604434|XP_017849397.1|DBUS
OG0004769	LOC117902411|XP_034669644.1|DSUB	LOC108603050|XP_017846968.1|DBUS
OG0004770	LOC117897359|XP_034662032.1|DSUB	LOC108603252|XP_017847380.1|DBUS
OG0004771	LOC117898882|XP_034664456.1|DSUB	LOC108602186|XP_017845720.1|DBUS
OG0004772	LOC117896682|XP_034661023.1|DSUB	LOC108603938|XP_033150008.1|DBUS, LOC108603946|XP_017848627.2|DBUS, LOC108603939|XP_033149855.1|DBUS
OG0004773	LOC117896200|XP_034660215.1|DSUB	LOC108603067|XP_017847001.1|DBUS
OG0004774	LOC117896198|XP_034660186.1|DSUB	LOC108603068|XP_017847011.2|DBUS
OG0004775	LOC117898447|XP_034663745.1|DSUB	LOC108602161|XP_017845683.1|DBUS
OG0004776	LOC117890156|XP_034650740.1|DSUB	LOC108597629|XP_017839761.1|DBUS
OG0004777	LOC117897163|XP_034661725.1|DSUB	LOC117135101|XP_033150992.1|DBUS
OG0004778	LOC117901522|XP_034668190.1|DSUB	LOC108608410|XP_017855258.2|DBUS
OG0004779	LOC117898563|XP_034663940.1|DSUB	LOC108603347|XP_017847568.1|DBUS
OG0004780	LOC117900257|XP_034666447.1|DSUB	LOC108603516|XP_017847900.1|DBUS
OG0004781	LOC117896234|XP_034660270.1|DSUB	LOC108602993|XP_033150133.1|DBUS
OG0004782	LOC117898422|XP_034663694.1|DSUB	LOC108604758|XP_017849836.1|DBUS
OG0004783	LOC117891306|XP_034652645.1|DSUB	LOC108606518|XP_017852180.1|DBUS
OG0004784	LOC117896979|XP_034661425.1|DSUB	LOC108602485|XP_017846097.1|DBUS
OG0004785	LOC117896674|XP_034661011.1|DSUB	LOC108602195|XP_017845733.1|DBUS
OG0004786	LOC117896835|XP_034661241.1|DSUB	LOC108602476|XP_017846089.1|DBUS
OG0004787	LOC117896042|XP_034659941.1|DSUB	LOC108601462|XP_017844849.1|DBUS
OG0004788	LOC117897466|XP_034662204.1|DSUB	LOC108602484|XP_017846096.1|DBUS
OG0004789	LOC117897331|XP_034661991.1|DSUB	LOC108601463|XP_017844851.1|DBUS
OG0004790	LOC117898058|XP_034663116.1|DSUB	LOC108601927|XP_017845392.1|DBUS
OG0004791	LOC117898386|XP_034663632.1|DSUB	LOC108603236|XP_017847345.1|DBUS
OG0004792	LOC117898798|XP_034664330.1|DSUB	LOC108603943|XP_017848625.1|DBUS
OG0004793	LOC117898391|XP_034663639.1|DSUB	LOC108603122|XP_017847130.1|DBUS
OG0004794	LOC117899683|XP_034665764.1|DSUB	LOC108604188|XP_017849027.1|DBUS
OG0004795	LOC117898869|XP_034664439.1|DSUB	LOC108603335|XP_017847549.1|DBUS
