Orthogroup	DSUB.longest_only	DSAN.longest_only
OG0004476	LOC117889675|XP_034650005.1|DSUB, LOC117901922|XP_034668781.1|DSUB	LOC120458834|XP_039502591.1|DSAN
OG0004477	LOC117890583|XP_034651412.1|DSUB	LOC120448079|XP_039485789.1|DSAN
OG0004478	LOC117891602|XP_034653026.1|DSUB	LOC120444922|XP_039480853.1|DSAN
OG0004479	LOC117892059|XP_034653883.1|DSUB	LOC120445418|XP_039481768.1|DSAN
OG0004480	LOC117895107|XP_034658406.1|DSUB	LOC120455185|XP_039497057.1|DSAN
OG0004481	LOC117890491|XP_034651272.1|DSUB	LOC120447004|XP_039484244.1|DSAN
OG0004482	LOC117897835|XP_034662789.1|DSUB	LOC120453406|XP_039494030.1|DSAN
OG0004483	LOC117891398|XP_034652732.1|DSUB	LOC120444800|XP_039480681.1|DSAN
OG0004484	LOC117897594|XP_034662440.1|DSUB	LOC120452391|XP_039492540.1|DSAN
OG0004485	LOC117895804|XP_034659620.1|DSUB	LOC120455288|XP_039497261.1|DSAN
OG0004486	LOC117891879|XP_034653536.1|DSUB	LOC120447106|XP_039484451.1|DSAN
OG0004487	LOC117893941|XP_034656621.1|DSUB	LOC120450348|XP_039489257.1|DSAN
OG0004488	LOC117892491|XP_034654648.1|DSUB	LOC120443738|XP_039478927.1|DSAN
OG0004489	LOC117895573|XP_034659184.1|DSUB	LOC120450428|XP_039489372.1|DSAN
OG0004490	LOC117890774|XP_034651735.1|DSUB	LOC120445705|XP_039482199.1|DSAN
OG0004491	LOC117901092|XP_034667610.1|DSUB	LOC120458011|XP_039501443.1|DSAN
OG0004492	LOC117895409|XP_034658932.1|DSUB	LOC120447521|XP_039484886.1|DSAN
OG0004493	LOC117902949|XP_034670462.1|DSUB	LOC120449520|XP_039487966.1|DSAN
OG0004494	LOC117898806|XP_034664342.1|DSUB, LOC117897227|XP_034661837.1|DSUB	LOC120452196|XP_039492245.1|DSAN
OG0004495	LOC117897767|XP_034662703.1|DSUB	LOC120453853|XP_039494690.1|DSAN
OG0004497	LOC117891288|XP_034652571.1|DSUB	LOC120446497|XP_039483439.1|DSAN
OG0004498	LOC117896856|XP_034661275.1|DSUB	LOC120453397|XP_039494019.1|DSAN
OG0004499	LOC117892363|XP_034654464.1|DSUB	LOC120458741|XP_039502438.1|DSAN
OG0004500	LOC117892489|XP_034654646.1|DSUB	LOC120446811|XP_039483906.1|DSAN
OG0004501	LOC117891651|XP_034653091.1|DSUB	LOC120445329|XP_039481588.1|DSAN
OG0004502	LOC117889991|XP_034650466.1|DSUB	LOC120444272|XP_039479720.1|DSAN
OG0004503	LOC117898705|XP_034664214.1|DSUB	LOC120453414|XP_039494046.1|DSAN
OG0004504	LOC117897434|XP_034662164.1|DSUB	LOC120448526|XP_039486498.1|DSAN
OG0004505	LOC117896211|XP_034660232.1|DSUB	LOC120452806|XP_039493140.1|DSAN
OG0004506	LOC117897325|XP_034661986.1|DSUB	LOC120451309|XP_039490812.1|DSAN
OG0004507	LOC117896219|XP_034660244.1|DSUB	LOC120452390|XP_039492539.1|DSAN
OG0004508	LOC117897678|XP_034662580.1|DSUB	LOC120453042|XP_039493496.1|DSAN
OG0004509	LOC117894711|XP_034657784.1|DSUB	LOC120447767|XP_039485248.1|DSAN
OG0004510	LOC117903503|XP_034671477.1|DSUB	LOC120457247|XP_039500570.1|DSAN
OG0004511	LOC117899439|XP_034665334.1|DSUB	LOC120451761|XP_039491623.1|DSAN
OG0004512	LOC117903002|XP_034670628.1|DSUB	LOC120454905|XP_039496515.1|DSAN
OG0004513	LOC117902941|XP_034670441.1|DSUB	LOC120454842|XP_039496268.1|DSAN
OG0004514	LOC117902953|XP_034670469.1|DSUB	LOC120454924|XP_039496611.1|DSAN
OG0004515	LOC117903082|XP_034670771.1|DSUB	LOC120454969|XP_039496684.1|DSAN
OG0004516	LOC117895002|XP_034658285.1|DSUB	LOC120456704|XP_039499609.1|DSAN
OG0004517	LOC117896964|XP_034661404.1|DSUB	LOC120456775|XP_039499707.1|DSAN
OG0004518	LOC117889608|XP_034649918.1|DSUB	LOC120457361|XP_039500818.1|DSAN
OG0004519	LOC117896849|XP_034661264.1|DSUB	LOC120453516|XP_039494198.1|DSAN
OG0004520	LOC117903604|XP_034671746.1|DSUB	LOC120455348|XP_039497375.1|DSAN
OG0004521	LOC117892561|XP_034654773.1|DSUB	LOC120458601|XP_039502239.1|DSAN
OG0004522	LOC117903164|XP_034670900.1|DSUB	LOC120456676|XP_039499567.1|DSAN
OG0004523	LOC117898802|XP_034664336.1|DSUB	LOC120450975|XP_039490201.1|DSAN
OG0004524	LOC117902984|XP_034670616.1|DSUB	LOC120456951|XP_039500028.1|DSAN
OG0004525	LOC117903028|XP_034670650.1|DSUB	LOC120455547|XP_039497820.1|DSAN
OG0004526	LOC117889610|XP_034649926.1|DSUB	LOC120455169|XP_039497030.1|DSAN
OG0004527	LOC117903388|XP_034671267.1|DSUB	LOC120456959|XP_039500038.1|DSAN
OG0004528	LOC117889575|XP_034649872.1|DSUB	LOC120455385|XP_039497446.1|DSAN
OG0004529	LOC117903675|XP_034671902.1|DSUB	LOC120456886|XP_039499916.1|DSAN
OG0004530	LOC117903544|XP_034671626.1|DSUB	LOC120457112|XP_039500258.1|DSAN
OG0004531	LOC117896303|XP_034660416.1|DSUB	LOC120452568|XP_039492784.1|DSAN
OG0004532	LOC117903625|XP_034671781.1|DSUB	LOC120457223|XP_039500529.1|DSAN
OG0004533	LOC117896065|XP_034659978.1|DSUB	LOC120455640|XP_039497964.1|DSAN
OG0004534	LOC117902110|XP_034669116.1|DSUB	LOC120446526|XP_039483472.1|DSAN
OG0004535	LOC117895063|XP_034658334.1|DSUB	LOC120450230|XP_039489042.1|DSAN
OG0004536	LOC117903844|XP_034672198.1|DSUB	LOC120456341|XP_039499049.1|DSAN
OG0004537	LOC117902428|XP_034669688.1|DSUB	LOC120455505|XP_039497702.1|DSAN
OG0004538	LOC117891211|XP_034652441.1|DSUB	LOC120445429|XP_039481790.1|DSAN
OG0004539	LOC117897765|XP_034662701.1|DSUB	LOC120452833|XP_039493192.1|DSAN
OG0004540	LOC117895998|XP_034659884.1|DSUB	LOC120456130|XP_039498693.1|DSAN
OG0004541	LOC117890503|XP_034651288.1|DSUB	LOC120444347|XP_039479858.1|DSAN
OG0004542	LOC117890213|XP_034650841.1|DSUB	LOC120456305|XP_039498987.1|DSAN
OG0004543	LOC117896741|XP_034661100.1|DSUB	LOC120455933|XP_039498394.1|DSAN
OG0004544	LOC117889638|XP_034649987.1|DSUB	LOC120456286|XP_039498961.1|DSAN
OG0004545	LOC117899036|XP_034664686.1|DSUB	LOC120454681|XP_039496131.1|DSAN
OG0004546	LOC117890189|XP_034650786.1|DSUB	LOC120444827|XP_039480717.1|DSAN
OG0004547	LOC117894390|XP_034657288.1|DSUB	LOC120456385|XP_039499144.1|DSAN
OG0004548	LOC117902286|XP_034669458.1|DSUB	LOC120457284|XP_039500659.1|DSAN
OG0004549	LOC117889635|XP_034649984.1|DSUB	LOC120457198|XP_039500486.1|DSAN
OG0004550	LOC117903631|XP_034671793.1|DSUB	LOC120456184|XP_039498792.1|DSAN
OG0004551	LOC117892497|XP_034654664.1|DSUB	LOC120445888|XP_039482472.1|DSAN
OG0004552	LOC117903656|XP_034671854.1|DSUB	LOC120455281|XP_039497238.1|DSAN
OG0004553	LOC117895152|XP_034658480.1|DSUB	LOC120447613|XP_039485021.1|DSAN
OG0004554	LOC117903333|XP_034671170.1|DSUB	LOC120454971|XP_039496687.1|DSAN
OG0004555	LOC117903338|XP_034671175.1|DSUB	LOC120456537|XP_039499349.1|DSAN
OG0004556	LOC117903732|XP_034671977.1|DSUB	LOC120455045|XP_039496827.1|DSAN
OG0004557	LOC117891159|XP_034652326.1|DSUB	LOC120457251|XP_039500578.1|DSAN
OG0004558	LOC117901873|XP_034668725.1|DSUB	LOC120455896|XP_039498327.1|DSAN
OG0004559	LOC117898497|XP_034663830.1|DSUB	LOC120453083|XP_039493544.1|DSAN
OG0004560	LOC117896318|XP_034660440.1|DSUB	LOC120457867|XP_039501325.1|DSAN
OG0004561	LOC117899449|XP_034665348.1|DSUB	LOC120453619|XP_039494332.1|DSAN
OG0004562	LOC117897527|XP_034662336.1|DSUB	LOC120453632|XP_039494357.1|DSAN
OG0004563	LOC117898040|XP_034663087.1|DSUB	LOC120454587|XP_039495969.1|DSAN
OG0004564	LOC117896731|XP_034661086.1|DSUB	LOC120452204|XP_039492258.1|DSAN
OG0004565	LOC117899186|XP_034664938.1|DSUB	LOC120454097|XP_039495041.1|DSAN
OG0004566	LOC117900915|XP_034667756.1|DSUB	LOC120455117|XP_039496943.1|DSAN
OG0004567	LOC117903185|XP_034670924.1|DSUB	LOC120456225|XP_039498843.1|DSAN
OG0004568	LOC117889588|XP_034649887.1|DSUB	LOC120457345|XP_039500788.1|DSAN
OG0004569	LOC117896135|XP_034660093.1|DSUB	LOC120451155|XP_039490520.1|DSAN
OG0004570	LOC117890025|XP_034650531.1|DSUB	LOC120444313|XP_039479790.1|DSAN
OG0004571	LOC117903573|XP_034671680.1|DSUB	LOC120457176|XP_039500405.1|DSAN
OG0004572	LOC117902092|XP_034669079.1|DSUB	LOC120458782|XP_039502497.1|DSAN
OG0004573	LOC117897761|XP_034662697.1|DSUB	LOC120451316|XP_039490819.1|DSAN
OG0004574	LOC117903724|XP_034671965.1|DSUB	LOC120456484|XP_039499282.1|DSAN
OG0004575	LOC117903717|XP_034671954.1|DSUB	LOC120455418|XP_039497500.1|DSAN
OG0004576	LOC117897122|XP_034661666.1|DSUB	LOC120451002|XP_039490248.1|DSAN
OG0004577	LOC117899692|XP_034665787.1|DSUB	LOC120453906|XP_039494771.1|DSAN
OG0004578	LOC117889598|XP_034649903.1|DSUB	LOC120455649|XP_039497974.1|DSAN
OG0004579	LOC117902539|XP_034669858.1|DSUB	LOC120451097|XP_039490470.1|DSAN
OG0004580	LOC117899120|XP_034664804.1|DSUB	LOC120454445|XP_039495681.1|DSAN
OG0004581	LOC117899678|XP_034665758.1|DSUB	LOC120454340|XP_039495485.1|DSAN
OG0004582	LOC117897083|XP_034661612.1|DSUB	LOC120452634|XP_039492878.1|DSAN
OG0004583	LOC117903293|XP_034671114.1|DSUB	LOC120456102|XP_039498641.1|DSAN
OG0004584	LOC117892513|XP_034654687.1|DSUB	LOC120445519|XP_039481912.1|DSAN
OG0004585	LOC117896768|XP_034661134.1|DSUB	LOC120452253|XP_039492315.1|DSAN
OG0004586	LOC117903638|XP_034671852.1|DSUB	LOC120457092|XP_039500212.1|DSAN
OG0004587	LOC117896164|XP_034660130.1|DSUB	LOC120451845|XP_039491755.1|DSAN
OG0004588	LOC117896160|XP_034660128.1|DSUB	LOC120452102|XP_039492112.1|DSAN
OG0004589	LOC117901748|XP_034668529.1|DSUB	LOC120456900|XP_039499936.1|DSAN
OG0004590	LOC117899139|XP_034664833.1|DSUB	LOC120453117|XP_039493590.1|DSAN
OG0004591	LOC117899137|XP_034664830.1|DSUB	LOC120451223|XP_039490640.1|DSAN
OG0004592	LOC117890714|XP_034651684.1|DSUB	LOC120455460|XP_039497616.1|DSAN
OG0004593	LOC117903890|XP_034672283.1|DSUB	LOC120456918|XP_039499986.1|DSAN
OG0004594	LOC117895872|XP_034659788.1|DSUB	LOC120456605|XP_039499449.1|DSAN
OG0004595	LOC117889647|XP_034650002.1|DSUB	LOC120456468|XP_039499250.1|DSAN
OG0004596	LOC117890361|XP_034651049.1|DSUB	LOC120456271|XP_039498933.1|DSAN
OG0004597	LOC117903863|XP_034672241.1|DSUB	LOC120455026|XP_039496791.1|DSAN
OG0004598	LOC117894037|XP_034656775.1|DSUB	LOC120449069|XP_039487301.1|DSAN
OG0004599	LOC117892403|XP_034654521.1|DSUB, LOC117902371|XP_034669578.1|DSUB	LOC120455608|XP_039497926.1|DSAN
OG0004600	LOC117903902|XP_034672297.1|DSUB	LOC120456340|XP_039499048.1|DSAN
OG0004601	LOC117903277|XP_034671070.1|DSUB	LOC120455928|XP_039498388.1|DSAN
OG0004602	LOC117900028|XP_034666110.1|DSUB	LOC120455532|XP_039497755.1|DSAN
OG0004603	LOC117901439|XP_034668074.1|DSUB	LOC120458042|XP_039501485.1|DSAN
OG0004604	LOC117890221|XP_034650853.1|DSUB	LOC120455859|XP_039498264.1|DSAN
OG0004605	LOC117889865|XP_034650267.1|DSUB	LOC120456465|XP_039499245.1|DSAN
OG0004606	LOC117898512|XP_034663861.1|DSUB	LOC120451771|XP_039491635.1|DSAN
OG0004607	LOC117894076|XP_034656840.1|DSUB	LOC120456035|XP_039498539.1|DSAN
OG0004608	LOC117892062|XP_034653894.1|DSUB	LOC120457273|XP_039500631.1|DSAN
OG0004609	LOC117893516|XP_034656050.1|DSUB	LOC120455815|XP_039498210.1|DSAN
OG0004610	LOC117896702|XP_034661045.1|DSUB	LOC120452931|XP_039493336.1|DSAN
OG0004611	LOC117896852|XP_034661268.1|DSUB	LOC120451963|XP_039491921.1|DSAN
OG0004612	LOC117897768|XP_034662704.1|DSUB	LOC120453018|XP_039493469.1|DSAN
OG0004613	LOC117899681|XP_034665761.1|DSUB	LOC120454343|XP_039495489.1|DSAN
OG0004614	LOC117903659|XP_034671871.1|DSUB	LOC120457108|XP_039500251.1|DSAN
OG0004615	LOC117903439|XP_034671354.1|DSUB	LOC120455372|XP_039497418.1|DSAN
OG0004616	LOC117890809|XP_034651775.1|DSUB	LOC120456447|XP_039499218.1|DSAN
OG0004617	LOC117900921|XP_034667375.1|DSUB	LOC120445843|XP_039482406.1|DSAN
OG0004618	LOC117898816|XP_034664369.1|DSUB, LOC117891907|XP_034653624.1|DSUB	LOC120454691|XP_039496157.1|DSAN
OG0004619	LOC117896469|XP_034660694.1|DSUB	LOC120451102|XP_039490442.1|DSAN
OG0004620	LOC117897242|XP_034661852.1|DSUB	LOC120454601|XP_039495992.1|DSAN
OG0004621	LOC117897263|XP_034661878.1|DSUB	LOC120451640|XP_039491434.1|DSAN
OG0004622	LOC117896618|XP_034660944.1|DSUB	LOC120452616|XP_039492852.1|DSAN
OG0004623	LOC117897723|XP_034662641.1|DSUB	LOC120453461|XP_039494112.1|DSAN
OG0004624	LOC117898228|XP_034663354.1|DSUB	LOC120454071|XP_039495016.1|DSAN
OG0004625	LOC117903594|XP_034671711.1|DSUB	LOC120454952|XP_039496654.1|DSAN
OG0004626	LOC117903366|XP_034671212.1|DSUB	LOC120457259|XP_039500597.1|DSAN
OG0004627	LOC117893159|XP_034655516.1|DSUB	LOC120447455|XP_039484745.1|DSAN
OG0004628	LOC117902577|XP_034669954.1|DSUB	LOC120456628|XP_039499483.1|DSAN
OG0004629	LOC117897568|XP_034662401.1|DSUB	LOC120451356|XP_039490926.1|DSAN
OG0004630	LOC117899525|XP_034665477.1|DSUB	LOC120451608|XP_039491375.1|DSAN
OG0004631	LOC117896340|XP_034660475.1|DSUB	LOC120453095|XP_039493560.1|DSAN
OG0004632	LOC117896338|XP_034660469.1|DSUB	LOC120453091|XP_039493554.1|DSAN
OG0004633	LOC117897719|XP_034662635.1|DSUB	LOC120451772|XP_039491636.1|DSAN
OG0004634	LOC117896937|XP_034661370.1|DSUB	LOC120452686|XP_039492971.1|DSAN
OG0004635	LOC117899478|XP_034665403.1|DSUB	LOC120455217|XP_039497116.1|DSAN
OG0004636	LOC117900064|XP_034666566.1|DSUB	LOC120457099|XP_039500221.1|DSAN
OG0004637	LOC117903512|XP_034671512.1|DSUB	LOC120455198|XP_039497076.1|DSAN
OG0004638	LOC117891479|XP_034652853.1|DSUB	LOC120455991|XP_039498482.1|DSAN
OG0004639	LOC117899369|XP_034665240.1|DSUB	LOC120453889|XP_039494739.1|DSAN
OG0004640	LOC117899342|XP_034665184.1|DSUB	LOC120453818|XP_039494634.1|DSAN
OG0004641	LOC117896562|XP_034660899.1|DSUB	LOC120456679|XP_039499570.1|DSAN
OG0004642	LOC117897289|XP_034661925.1|DSUB	LOC120450609|XP_039489678.1|DSAN
OG0004643	LOC117897842|XP_034662799.1|DSUB	LOC120454105|XP_039495065.1|DSAN, LOC120454104|XP_039495061.1|DSAN
OG0004644	LOC117889584|XP_034649882.1|DSUB	LOC120455070|XP_039496856.1|DSAN
OG0004645	LOC117901960|XP_034668831.1|DSUB	LOC120446292|XP_039483123.1|DSAN
OG0004646	LOC117896834|XP_034661239.1|DSUB	LOC120453828|XP_039494656.1|DSAN
OG0004647	LOC117903629|XP_034671790.1|DSUB	LOC120457224|XP_039500532.1|DSAN
OG0004648	LOC117903829|XP_034672172.1|DSUB	LOC120456155|XP_039498726.1|DSAN
OG0004649	LOC117903851|XP_034672206.1|DSUB	LOC120456065|XP_039498589.1|DSAN
OG0004650	LOC117900466|XP_034666732.1|DSUB	LOC120447140|XP_039484512.1|DSAN
OG0004651	LOC117898196|XP_034663307.1|DSUB	LOC120451792|XP_039491679.1|DSAN
OG0004652	LOC117898656|XP_034664120.1|DSUB	LOC120450794|XP_039489889.1|DSAN
OG0004653	LOC117894418|XP_034657320.1|DSUB	LOC120450461|XP_039489415.1|DSAN
OG0004654	LOC117900050|XP_034666137.1|DSUB	LOC120454933|XP_039496627.1|DSAN
OG0004655	LOC117898700|XP_034664209.1|DSUB	LOC120452529|XP_039492727.1|DSAN
OG0004656	LOC117901477|XP_034668136.1|DSUB	LOC120456808|XP_039499779.1|DSAN
OG0004657	LOC117896574|XP_034660866.1|DSUB	LOC120453758|XP_039494525.1|DSAN
OG0004659	LOC117897622|XP_034662479.1|DSUB	LOC120452219|XP_039492279.1|DSAN
OG0004660	LOC117899034|XP_034664683.1|DSUB	LOC120454679|XP_039496128.1|DSAN
OG0004661	LOC117896169|XP_034660142.1|DSUB	LOC120452256|XP_039492319.1|DSAN
OG0004662	LOC117897454|XP_034662191.1|DSUB	LOC120453486|XP_039494154.1|DSAN
OG0004663	LOC117899007|XP_034664650.1|DSUB	LOC120456487|XP_039499285.1|DSAN
OG0004664	LOC117903563|XP_034671659.1|DSUB	LOC120456488|XP_039499286.1|DSAN
OG0004665	LOC117889637|XP_034649990.1|DSUB	LOC120456018|XP_039498516.1|DSAN
OG0004666	LOC117898122|XP_034663201.1|DSUB	LOC120450919|XP_039490117.1|DSAN
OG0004667	LOC117898126|XP_034663209.1|DSUB	LOC120452744|XP_039493053.1|DSAN
OG0004668	LOC117903637|XP_034671802.1|DSUB	LOC120456470|XP_039499253.1|DSAN
OG0004669	LOC117899968|XP_034666017.1|DSUB	LOC120458793|XP_039502521.1|DSAN
OG0004670	LOC117899468|XP_034665376.1|DSUB	LOC120452577|XP_039492794.1|DSAN
OG0004671	LOC117899349|XP_034665193.1|DSUB	LOC120452702|XP_039492992.1|DSAN
OG0004672	LOC117899440|XP_034665335.1|DSUB	LOC120451703|XP_039491534.1|DSAN
OG0004673	LOC117898938|XP_034664545.1|DSUB	LOC120451291|XP_039490776.1|DSAN
OG0004674	LOC117896193|XP_034660175.1|DSUB	LOC120453015|XP_039493465.1|DSAN
OG0004675	LOC117896192|XP_034660173.1|DSUB	LOC120451094|XP_039490433.1|DSAN
OG0004676	LOC117898923|XP_034664526.1|DSUB	LOC120451763|XP_039491625.1|DSAN
OG0004677	LOC117897031|XP_034661501.1|DSUB	LOC120452624|XP_039492864.1|DSAN
OG0004678	LOC117898469|XP_034663789.1|DSUB	LOC120451779|XP_039491656.1|DSAN
OG0004679	LOC117899057|XP_034664715.1|DSUB	LOC120451905|XP_039491848.1|DSAN
OG0004680	LOC117895989|XP_034659865.1|DSUB	LOC120452754|XP_039493066.1|DSAN
OG0004681	LOC117896994|XP_034661442.1|DSUB	LOC120451852|XP_039491777.1|DSAN
OG0004682	LOC117902091|XP_034669078.1|DSUB	LOC120450265|XP_039489097.1|DSAN
OG0004683	LOC117899542|XP_034665512.1|DSUB	LOC120452054|XP_039492052.1|DSAN
OG0004684	LOC117897984|XP_034662987.1|DSUB	LOC120451371|XP_039490955.1|DSAN
OG0004685	LOC117898158|XP_034663255.1|DSUB	LOC120451099|XP_039490437.1|DSAN
OG0004686	LOC117899234|XP_034664999.1|DSUB	LOC120453335|XP_039493935.1|DSAN
OG0004687	LOC117897309|XP_034661953.1|DSUB	LOC120453543|XP_039494229.1|DSAN
OG0004688	LOC117898680|XP_034664154.1|DSUB	LOC120453796|XP_039494604.1|DSAN
OG0004689	LOC117899043|XP_034664693.1|DSUB	LOC120454538|XP_039495849.1|DSAN
OG0004690	LOC117898627|XP_034664074.1|DSUB	LOC120454457|XP_039495703.1|DSAN
OG0004691	LOC117898184|XP_034663290.1|DSUB	LOC120454557|XP_039495882.1|DSAN
OG0004692	LOC117897946|XP_034662932.1|DSUB	LOC120453950|XP_039494829.1|DSAN
OG0004693	LOC117897507|XP_034662287.1|DSUB	LOC120452350|XP_039492456.1|DSAN
OG0004694	LOC117898859|XP_034664427.1|DSUB	LOC120452463|XP_039492628.1|DSAN
OG0004695	LOC117896183|XP_034660158.1|DSUB	LOC120451322|XP_039490828.1|DSAN
OG0004696	LOC117898672|XP_034664143.1|DSUB	LOC120453521|XP_039494202.1|DSAN
OG0004697	LOC117898925|XP_034664530.1|DSUB	LOC120456527|XP_039499331.1|DSAN
OG0004698	LOC117903317|XP_034671145.1|DSUB	LOC120456260|XP_039498917.1|DSAN
OG0004699	LOC117897247|XP_034661859.1|DSUB	LOC120450991|XP_039490228.1|DSAN
OG0004700	LOC117899008|XP_034664647.1|DSUB	LOC120452330|XP_039492423.1|DSAN
OG0004701	LOC117897616|XP_034662472.1|DSUB	LOC120452532|XP_039492730.1|DSAN
OG0004702	LOC117895992|XP_034659869.1|DSUB	LOC120450773|XP_039489863.1|DSAN
OG0004703	LOC117899068|XP_034664726.1|DSUB	LOC120453280|XP_039493840.1|DSAN
OG0004704	LOC117896324|XP_034660450.1|DSUB	LOC120451146|XP_039490507.1|DSAN
OG0004705	LOC117899550|XP_034665529.1|DSUB	LOC120450852|XP_039489998.1|DSAN
OG0004706	LOC117893033|XP_034655283.1|DSUB	LOC120450076|XP_039488796.1|DSAN
OG0004707	LOC117899966|XP_034666012.1|DSUB	LOC120444039|XP_039479478.1|DSAN
OG0004708	LOC117899720|XP_034665830.1|DSUB	LOC120450758|XP_039489830.1|DSAN
OG0004709	LOC117896601|XP_034660923.1|DSUB	LOC120453224|XP_039493752.1|DSAN
OG0004710	LOC117898199|XP_034663310.1|DSUB	LOC120452197|XP_039492249.1|DSAN
OG0004711	LOC117899438|XP_034665333.1|DSUB	LOC120454590|XP_039495975.1|DSAN
OG0004712	LOC117899684|XP_034665765.1|DSUB	LOC120454595|XP_039495981.1|DSAN
OG0004713	LOC117897020|XP_034661484.1|DSUB	LOC120454360|XP_039495516.1|DSAN
OG0004714	LOC117899568|XP_034665569.1|DSUB	LOC120451659|XP_039491468.1|DSAN
OG0004715	LOC117902040|XP_034668995.1|DSUB	LOC120458826|XP_039502580.1|DSAN
OG0004716	LOC117897019|XP_034661483.1|DSUB	LOC120454375|XP_039495545.1|DSAN
OG0004717	LOC117899180|XP_034664934.1|DSUB	LOC120456472|XP_039499264.1|DSAN
OG0004718	LOC117900714|XP_034667067.1|DSUB	LOC120453449|XP_039494099.1|DSAN
OG0004719	LOC117896246|XP_034660296.1|DSUB	LOC120454630|XP_039496040.1|DSAN
OG0004720	LOC117898425|XP_034663706.1|DSUB	LOC120450771|XP_039489861.1|DSAN
OG0004721	LOC117899014|XP_034664662.1|DSUB	LOC120453418|XP_039494051.1|DSAN
OG0004722	LOC117899075|XP_034664736.1|DSUB	LOC120452049|XP_039492046.1|DSAN
OG0004723	LOC117903201|XP_034670978.1|DSUB	LOC120455853|XP_039498258.1|DSAN
OG0004724	LOC117896561|XP_034660854.1|DSUB	LOC120453184|XP_039493681.1|DSAN
OG0004725	LOC117896952|XP_034661387.1|DSUB	LOC120454702|XP_039496172.1|DSAN
OG0004726	LOC117896182|XP_034660156.1|DSUB	LOC120453240|XP_039493775.1|DSAN
OG0004727	LOC117897652|XP_034662520.1|DSUB	LOC120451685|XP_039491502.1|DSAN
OG0004728	LOC117898010|XP_034663030.1|DSUB	LOC120450793|XP_039489888.1|DSAN
OG0004729	LOC117900309|XP_034666525.1|DSUB, LOC117895717|XP_034659467.1|DSUB	LOC120456879|XP_039499911.1|DSAN
OG0004730	LOC117902727|XP_034670189.1|DSUB	LOC120449255|XP_039487572.1|DSAN
OG0004731	LOC117898440|XP_034663736.1|DSUB	LOC120451827|XP_039491735.1|DSAN
OG0004732	LOC117899312|XP_034665129.1|DSUB	LOC120453435|XP_039494076.1|DSAN
OG0004733	LOC117899313|XP_034665130.1|DSUB	LOC120451636|XP_039491428.1|DSAN
OG0004734	LOC117899698|XP_034665793.1|DSUB	LOC120452977|XP_039493407.1|DSAN
OG0004735	LOC117897985|XP_034662989.1|DSUB	LOC120452362|XP_039492474.1|DSAN
OG0004736	LOC117899530|XP_034665489.1|DSUB	LOC120454512|XP_039495803.1|DSAN
OG0004737	LOC117897124|XP_034661667.1|DSUB	LOC120452008|XP_039491979.1|DSAN
OG0004738	LOC117897452|XP_034662188.1|DSUB	LOC120451861|XP_039491794.1|DSAN
OG0004739	LOC117898494|XP_034663825.1|DSUB	LOC120453080|XP_039493541.1|DSAN
OG0004740	LOC117898089|XP_034663160.1|DSUB	LOC120453131|XP_039493614.1|DSAN
OG0004741	LOC117899647|XP_034665713.1|DSUB	LOC120454509|XP_039495796.1|DSAN
OG0004742	LOC117902976|XP_034670527.1|DSUB	LOC120454887|XP_039496418.1|DSAN
OG0004743	LOC117896236|XP_034660273.1|DSUB	LOC120451828|XP_039491737.1|DSAN
OG0004744	LOC117901382|XP_034668000.1|DSUB	LOC120452375|XP_039492504.1|DSAN
OG0004745	LOC117896131|XP_034660083.1|DSUB	LOC120451375|XP_039490960.1|DSAN
OG0004746	LOC117898023|XP_034663047.1|DSUB	LOC120451639|XP_039491433.1|DSAN
OG0004747	LOC117898025|XP_034663053.1|DSUB	LOC120451644|XP_039491439.1|DSAN
OG0004748	LOC117898021|XP_034663044.1|DSUB	LOC120450879|XP_039490039.1|DSAN
OG0004749	LOC117899749|XP_034665886.1|DSUB	LOC120452468|XP_039492638.1|DSAN
OG0004750	LOC117896472|XP_034660697.1|DSUB	LOC120451104|XP_039490445.1|DSAN
OG0004751	LOC117898255|XP_034663400.1|DSUB	LOC120451252|XP_039490708.1|DSAN
OG0004752	LOC117899373|XP_034665244.1|DSUB	LOC120452374|XP_039492500.1|DSAN
OG0004753	LOC117897382|XP_034662082.1|DSUB	LOC120451501|XP_039491187.1|DSAN
OG0004754	LOC117898657|XP_034664123.1|DSUB	LOC120451344|XP_039490860.1|DSAN
OG0004755	LOC117899662|XP_034665736.1|DSUB	LOC120454609|XP_039496005.1|DSAN
OG0004756	LOC117899658|XP_034665732.1|DSUB	LOC120454607|XP_039496002.1|DSAN
OG0004757	LOC117897660|XP_034662535.1|DSUB	LOC120454366|XP_039495524.1|DSAN
OG0004758	LOC117897554|XP_034662373.1|DSUB	LOC120452396|XP_039492545.1|DSAN
OG0004759	LOC117896428|XP_034660640.1|DSUB	LOC120454197|XP_039495225.1|DSAN
OG0004760	LOC117899475|XP_034665395.1|DSUB	LOC120451541|XP_039491257.1|DSAN
OG0004761	LOC117896576|XP_034660870.1|DSUB	LOC120451244|XP_039490690.1|DSAN
OG0004762	LOC117901677|XP_034668410.1|DSUB	LOC120452016|XP_039491996.1|DSAN
OG0004763	LOC117896620|XP_034660949.1|DSUB	LOC120453063|XP_039493522.1|DSAN
OG0004764	LOC117897585|XP_034662430.1|DSUB	LOC120453032|XP_039493486.1|DSAN
OG0004765	LOC117897332|XP_034661992.1|DSUB	LOC120452277|XP_039492342.1|DSAN
