Orthogroup	DSUB.longest_only	DSUZ.longest_only
OG0004706	LOC117893033|XP_034655283.1|DSUB	LOC108013089|XP_016934212.2|DSUZ
OG0004707	LOC117899966|XP_034666012.1|DSUB	LOC108020472|XP_016944288.1|DSUZ
OG0004708	LOC117899720|XP_034665830.1|DSUB	LOC118878009|XP_036674944.1|DSUZ
OG0004709	LOC117896601|XP_034660923.1|DSUB	LOC108014397|XP_016935995.2|DSUZ, LOC118877653|XP_036673158.1|DSUZ
OG0004710	LOC117898199|XP_034663310.1|DSUB	LOC108017485|XP_036674245.1|DSUZ
OG0004711	LOC117899438|XP_034665333.1|DSUB	LOC108006356|XP_036675369.1|DSUZ
OG0004712	LOC117899684|XP_034665765.1|DSUB	LOC108017541|XP_016940106.1|DSUZ, LOC108010989|XP_016931498.1|DSUZ
OG0004713	LOC117897020|XP_034661484.1|DSUB	LOC108015742|XP_036673234.1|DSUZ
OG0004714	LOC117899568|XP_034665569.1|DSUB	LOC108020623|XP_016944461.1|DSUZ
OG0004715	LOC117902040|XP_034668995.1|DSUB	LOC108005876|XP_016924748.1|DSUZ
OG0004716	LOC117897019|XP_034661483.1|DSUB	LOC108015747|XP_036673408.1|DSUZ
OG0004717	LOC117899180|XP_034664934.1|DSUB	LOC108015011|XP_016936728.1|DSUZ
OG0004718	LOC117900714|XP_034667067.1|DSUB	LOC108007124|XP_016926220.1|DSUZ
OG0004719	LOC117896246|XP_034660296.1|DSUB	LOC108018269|XP_036675343.1|DSUZ
OG0004720	LOC117898425|XP_034663706.1|DSUB	LOC108007462|XP_016926623.1|DSUZ
OG0004721	LOC117899014|XP_034664662.1|DSUB	LOC108017495|XP_036674614.1|DSUZ
OG0004722	LOC117899075|XP_034664736.1|DSUB	LOC108007241|XP_036674431.1|DSUZ
OG0004723	LOC117903201|XP_034670978.1|DSUB	LOC108019200|XP_016942478.1|DSUZ
OG0004724	LOC117896561|XP_034660854.1|DSUB	LOC108014888|XP_016936595.1|DSUZ
OG0004725	LOC117896952|XP_034661387.1|DSUB	LOC118879480|XP_036678245.1|DSUZ, LOC108016165|XP_036675392.1|DSUZ
OG0004726	LOC117896182|XP_034660156.1|DSUB	LOC108019517|XP_036673353.1|DSUZ
OG0004727	LOC117897652|XP_034662520.1|DSUB	LOC108011083|XP_036674415.1|DSUZ
OG0004728	LOC117898010|XP_034663030.1|DSUB	LOC108018685|XP_016941746.2|DSUZ
OG0004729	LOC117900309|XP_034666525.1|DSUB, LOC117895717|XP_034659467.1|DSUB	LOC108013692|XP_016935100.1|DSUZ
OG0004730	LOC117902727|XP_034670189.1|DSUB	LOC108005349|XP_016924082.1|DSUZ
OG0004731	LOC117898440|XP_034663736.1|DSUB	LOC108020112|XP_036672663.1|DSUZ
OG0004732	LOC117899312|XP_034665129.1|DSUB	LOC108013928|XP_036674092.1|DSUZ
OG0004733	LOC117899313|XP_034665130.1|DSUB	LOC108020775|XP_036674326.1|DSUZ
OG0004734	LOC117899698|XP_034665793.1|DSUB	LOC108016195|XP_016938311.2|DSUZ
OG0004735	LOC117897985|XP_034662989.1|DSUB	LOC108010821|XP_016931265.2|DSUZ
OG0004736	LOC117899530|XP_034665489.1|DSUB	LOC108007603|XP_036673488.1|DSUZ
OG0004737	LOC117897124|XP_034661667.1|DSUB	LOC108011596|XP_036673665.1|DSUZ
OG0004738	LOC117897452|XP_034662188.1|DSUB	LOC108011639|XP_016932316.1|DSUZ
OG0004739	LOC117898494|XP_034663825.1|DSUB	LOC108007851|XP_016927102.2|DSUZ
OG0004740	LOC117898089|XP_034663160.1|DSUB	LOC108011495|XP_016932134.1|DSUZ
OG0004741	LOC117899647|XP_034665713.1|DSUB	LOC108014894|XP_016936603.2|DSUZ
OG0004742	LOC117902976|XP_034670527.1|DSUB	LOC108006240|XP_036677232.1|DSUZ
OG0004743	LOC117896236|XP_034660273.1|DSUB	LOC108014142|XP_016935662.2|DSUZ
OG0004744	LOC117901382|XP_034668000.1|DSUB	LOC108010293|XP_016930657.1|DSUZ
OG0004745	LOC117896131|XP_034660083.1|DSUB	LOC118878085|XP_036675246.1|DSUZ
OG0004746	LOC117898023|XP_034663047.1|DSUB	LOC108019491|XP_016942808.2|DSUZ
OG0004747	LOC117898025|XP_034663053.1|DSUB	LOC108016513|XP_016938675.2|DSUZ
OG0004748	LOC117898021|XP_034663044.1|DSUB	LOC108016507|XP_036675635.1|DSUZ
OG0004749	LOC117899749|XP_034665886.1|DSUB	LOC108017079|XP_016939529.2|DSUZ
OG0004750	LOC117896472|XP_034660697.1|DSUB	LOC108011349|XP_036672908.1|DSUZ
OG0004751	LOC117898255|XP_034663400.1|DSUB	LOC108006413|XP_036673300.1|DSUZ
OG0004752	LOC117899373|XP_034665244.1|DSUB	LOC108016157|XP_016938265.2|DSUZ
OG0004753	LOC117897382|XP_034662082.1|DSUB	LOC108017311|XP_016939824.2|DSUZ
OG0004754	LOC117898657|XP_034664123.1|DSUB	LOC108014830|XP_016936518.2|DSUZ
OG0004755	LOC117899662|XP_034665736.1|DSUB	LOC108007813|XP_016927068.1|DSUZ
OG0004756	LOC117899658|XP_034665732.1|DSUB	LOC108007810|XP_036674624.1|DSUZ
OG0004757	LOC117897660|XP_034662535.1|DSUB	LOC108014134|XP_036673947.1|DSUZ
OG0004758	LOC117897554|XP_034662373.1|DSUB	LOC108014836|XP_016936527.2|DSUZ
OG0004759	LOC117896428|XP_034660640.1|DSUB	LOC108006087|XP_036672930.1|DSUZ
OG0004760	LOC117899475|XP_034665395.1|DSUB	LOC108018583|XP_036674127.1|DSUZ
OG0004761	LOC117896576|XP_034660870.1|DSUB	LOC108018315|XP_036674683.1|DSUZ
OG0004762	LOC117901677|XP_034668410.1|DSUB	LOC108021250|XP_016945357.1|DSUZ
OG0004763	LOC117896620|XP_034660949.1|DSUB	LOC118877723|XP_036673560.1|DSUZ, LOC108017508|XP_036677901.1|DSUZ
OG0004764	LOC117897585|XP_034662430.1|DSUB	LOC108017207|XP_036674520.1|DSUZ
OG0004765	LOC117897332|XP_034661992.1|DSUB	LOC108011479|XP_036673961.1|DSUZ
OG0004766	LOC117897441|XP_034662172.1|DSUB	LOC108011473|XP_036674009.1|DSUZ
OG0004767	LOC117897624|XP_034662483.1|DSUB	LOC108011635|XP_016932313.2|DSUZ
OG0004768	LOC117899604|XP_034665618.1|DSUB	LOC108011621|XP_016932291.1|DSUZ
OG0004769	LOC117902411|XP_034669644.1|DSUB	LOC108008892|XP_016928288.1|DSUZ
OG0004770	LOC117897359|XP_034662032.1|DSUB	LOC118877730|XP_036673610.1|DSUZ
OG0004771	LOC117898882|XP_034664456.1|DSUB	LOC108015508|XP_016937454.2|DSUZ
OG0004772	LOC117896682|XP_034661023.1|DSUB	LOC108006107|XP_016925042.2|DSUZ
OG0004773	LOC117896200|XP_034660215.1|DSUB	LOC108010576|XP_036673864.1|DSUZ, LOC118877943|XP_036674529.1|DSUZ
OG0004774	LOC117896198|XP_034660186.1|DSUB	LOC108010574|XP_036674530.1|DSUZ, LOC118877818|XP_036673866.1|DSUZ
OG0004775	LOC117898447|XP_034663745.1|DSUB	LOC108020120|XP_036672499.1|DSUZ
OG0004776	LOC117890156|XP_034650740.1|DSUB	LOC108017747|XP_016940348.1|DSUZ
OG0004777	LOC117897163|XP_034661725.1|DSUB	LOC108004838|XP_016923403.1|DSUZ
OG0004778	LOC117901522|XP_034668190.1|DSUB	LOC108006160|XP_016925102.1|DSUZ
OG0004779	LOC117898563|XP_034663940.1|DSUB	LOC108011886|XP_036674170.1|DSUZ
OG0004780	LOC117900257|XP_034666447.1|DSUB	LOC108009976|XP_016930240.1|DSUZ
OG0004781	LOC117896234|XP_034660270.1|DSUB	LOC108010943|XP_036672649.1|DSUZ
OG0004782	LOC117898422|XP_034663694.1|DSUB	LOC108007463|XP_036673439.1|DSUZ
OG0004783	LOC117891306|XP_034652645.1|DSUB	LOC108006516|XP_016925529.2|DSUZ
OG0004784	LOC117896979|XP_034661425.1|DSUB	LOC108007598|XP_016926788.2|DSUZ
OG0004785	LOC117896674|XP_034661011.1|DSUB	LOC108016040|XP_016938124.1|DSUZ
OG0004786	LOC117896835|XP_034661241.1|DSUB	LOC118877992|XP_036674826.1|DSUZ
OG0004787	LOC117896042|XP_034659941.1|DSUB	LOC108016043|XP_016938127.1|DSUZ
OG0004788	LOC117897466|XP_034662204.1|DSUB	LOC108015993|XP_036675146.1|DSUZ
OG0004790	LOC117898058|XP_034663116.1|DSUB	LOC108020307|XP_016943928.1|DSUZ
OG0004791	LOC117898386|XP_034663632.1|DSUB	LOC108010847|XP_016931308.1|DSUZ
OG0004792	LOC117898798|XP_034664330.1|DSUB	LOC108013824|XP_016935292.2|DSUZ
OG0004793	LOC117898391|XP_034663639.1|DSUB	LOC108015486|XP_016937407.2|DSUZ
OG0004794	LOC117899683|XP_034665764.1|DSUB	LOC108010993|XP_036674256.1|DSUZ, LOC108017547|XP_036672626.1|DSUZ
OG0004795	LOC117898869|XP_034664439.1|DSUB	LOC108020242|XP_016943854.2|DSUZ, LOC118878585|XP_036677511.1|DSUZ
OG0004796	LOC117898304|XP_034663470.1|DSUB	LOC108014891|XP_036672600.1|DSUZ
OG0004797	LOC117896599|XP_034660916.1|DSUB	LOC118877629|XP_036673018.1|DSUZ, LOC108014387|XP_036673183.1|DSUZ
OG0004798	LOC117896294|XP_034660406.1|DSUB	LOC108007228|XP_016926354.2|DSUZ
OG0004799	LOC117899515|XP_034665459.1|DSUB	LOC108018474|XP_036673179.1|DSUZ
OG0004800	LOC117899733|XP_034665868.1|DSUB	LOC108015937|XP_036674462.1|DSUZ
OG0004801	LOC117899584|XP_034665592.1|DSUB	LOC108005017|XP_036673399.1|DSUZ
OG0004802	LOC117896203|XP_034660221.1|DSUB	LOC108010546|XP_036674561.1|DSUZ
OG0004803	LOC117899634|XP_034665683.1|DSUB	LOC108014761|XP_036673481.1|DSUZ
OG0004804	LOC117899605|XP_034665625.1|DSUB	LOC108011622|XP_016932296.1|DSUZ
OG0004805	LOC117897112|XP_034661653.1|DSUB	LOC108008017|XP_036673959.1|DSUZ
OG0004806	LOC117902212|XP_034669327.1|DSUB	LOC108005295|XP_016923986.1|DSUZ
OG0004807	LOC117896033|XP_034659932.1|DSUB	LOC108006616|XP_016925628.2|DSUZ
OG0004808	LOC117897802|XP_034662742.1|DSUB	LOC108013887|XP_016935382.2|DSUZ
OG0004809	LOC117896333|XP_034660464.1|DSUB	LOC108019432|XP_016942744.2|DSUZ, LOC108010566|XP_016930935.1|DSUZ
OG0004810	LOC117897272|XP_034661889.1|DSUB	LOC108010595|XP_016930971.1|DSUZ, LOC118877819|XP_036673884.1|DSUZ
OG0004811	LOC117894081|XP_034656834.1|DSUB	LOC108013190|XP_016934383.1|DSUZ
OG0004812	LOC117897316|XP_034661959.1|DSUB	LOC108015848|XP_036672948.1|DSUZ
OG0004813	LOC117898695|XP_034664201.1|DSUB	LOC108014740|XP_016936410.2|DSUZ
OG0004814	LOC117896127|XP_034660075.1|DSUB	LOC108016204|XP_036674046.1|DSUZ
OG0004815	LOC117901440|XP_034668116.1|DSUB	LOC108004718|XP_016923226.1|DSUZ
OG0004816	LOC117903313|XP_034671140.1|DSUB	LOC108014972|XP_036676769.1|DSUZ
OG0004817	LOC117903311|XP_034671136.1|DSUB	LOC108015029|XP_016936748.1|DSUZ
OG0004818	LOC117897120|XP_034661664.1|DSUB	LOC108006109|XP_016925045.1|DSUZ
OG0004819	LOC117898465|XP_034663779.1|DSUB	LOC108011037|XP_016931577.1|DSUZ
OG0004820	LOC117897102|XP_034661638.1|DSUB	LOC108013938|XP_016935437.2|DSUZ
OG0004821	LOC117898878|XP_034664452.1|DSUB	LOC108015525|XP_016937484.2|DSUZ
OG0004822	LOC117898207|XP_034663319.1|DSUB	LOC108017456|XP_036674249.1|DSUZ
OG0004823	LOC117896678|XP_034661014.1|DSUB	LOC108010999|XP_036674705.1|DSUZ, LOC108017539|XP_036672834.1|DSUZ
OG0004824	LOC117896679|XP_034661018.1|DSUB	LOC108017552|XP_016940124.2|DSUZ, LOC108010985|XP_036674707.1|DSUZ
OG0004825	LOC117902946|XP_034670451.1|DSUB	LOC108020371|XP_016944092.1|DSUZ
OG0004826	LOC117896175|XP_034660149.1|DSUB	LOC108018562|XP_016941606.2|DSUZ
OG0004827	LOC117897184|XP_034661774.1|DSUB	LOC108011655|XP_016932339.2|DSUZ
OG0004828	LOC117898565|XP_034663943.1|DSUB	LOC108011902|XP_016932641.1|DSUZ
OG0004829	LOC117897032|XP_034661502.1|DSUB	LOC108015784|XP_036673345.1|DSUZ
OG0004830	LOC117899199|XP_034664963.1|DSUB	LOC108018352|XP_036672585.1|DSUZ
OG0004831	LOC117894580|XP_034657613.1|DSUB	LOC108013446|XP_016934810.1|DSUZ
OG0004832	LOC117897296|XP_034661931.1|DSUB	LOC108008065|XP_016927337.1|DSUZ
OG0004833	LOC117898221|XP_034663344.1|DSUB	LOC108016279|XP_016938397.1|DSUZ
OG0004834	LOC117898464|XP_034663778.1|DSUB	LOC108007859|XP_016927112.2|DSUZ
OG0004835	LOC117897934|XP_034662916.1|DSUB	LOC108007835|XP_036674577.1|DSUZ
OG0004836	LOC117897851|XP_034662812.1|DSUB	LOC108008018|XP_016927291.1|DSUZ
OG0004837	LOC117894653|XP_034657720.1|DSUB	LOC108012602|XP_016933511.1|DSUZ
OG0004838	LOC117896865|XP_034661286.1|DSUB	LOC108010914|XP_016931403.2|DSUZ
OG0004839	LOC117899196|XP_034664954.1|DSUB	LOC108006461|XP_036674661.1|DSUZ
OG0004840	LOC117897346|XP_034662010.1|DSUB	LOC108017596|XP_016940175.2|DSUZ
OG0004841	LOC117901684|XP_034668418.1|DSUB	LOC108005364|XP_016924108.1|DSUZ
OG0004842	LOC117898159|XP_034663258.1|DSUB	LOC108010731|XP_016931149.2|DSUZ
OG0004843	LOC117897053|XP_034661536.1|DSUB	LOC108017511|XP_016940064.1|DSUZ
OG0004844	LOC117900275|XP_034666475.1|DSUB	LOC108011984|XP_016932741.1|DSUZ
OG0004845	LOC117896433|XP_034660653.1|DSUB	LOC108006946|XP_036675192.1|DSUZ
OG0004846	LOC117900433|XP_034666694.1|DSUB	LOC108021151|XP_016945211.1|DSUZ
OG0004847	LOC117900427|XP_034666684.1|DSUB	LOC108021150|XP_016945210.1|DSUZ
OG0004848	LOC117898203|XP_034663315.1|DSUB	LOC108020250|XP_016943863.2|DSUZ, LOC118876786|XP_036677517.1|DSUZ
OG0004849	LOC117901553|XP_034668241.1|DSUB	LOC108014560|XP_016936200.2|DSUZ
OG0004850	LOC117896335|XP_034660466.1|DSUB	LOC108006588|XP_036674974.1|DSUZ
OG0004851	LOC117898146|XP_034663236.1|DSUB	LOC108013978|XP_016935483.1|DSUZ
OG0004852	LOC117898629|XP_034664079.1|DSUB	LOC108014234|XP_036675139.1|DSUZ
OG0004853	LOC117892180|XP_034654157.1|DSUB	LOC108009130|XP_016928722.1|DSUZ
OG0004854	LOC117894942|XP_034658155.1|DSUB	LOC108013232|XP_016934449.1|DSUZ
OG0004855	LOC117893244|XP_034655699.1|DSUB	LOC108017059|XP_036671831.1|DSUZ
OG0004856	LOC117894126|XP_034656905.1|DSUB	LOC108006854|XP_036670672.1|DSUZ
OG0004857	LOC117894957|XP_034658178.1|DSUB	LOC108012324|XP_036670283.1|DSUZ
OG0004858	LOC117894123|XP_034656898.1|DSUB	LOC108006869|XP_016925927.2|DSUZ
OG0004859	LOC117894136|XP_034656922.1|DSUB	LOC108006816|XP_036671613.1|DSUZ
OG0004860	LOC117894352|XP_034657232.1|DSUB	LOC108012391|XP_016933238.1|DSUZ
OG0004861	LOC117895871|XP_034659741.1|DSUB	LOC108013035|XP_036672352.1|DSUZ
OG0004862	LOC117894440|XP_034657398.1|DSUB	LOC108012947|XP_036671276.1|DSUZ
OG0004863	LOC117894565|XP_034657590.1|DSUB	LOC108011449|XP_036671493.1|DSUZ
OG0004864	LOC117895359|XP_034658834.1|DSUB	LOC108020208|XP_016943817.1|DSUZ
OG0004865	LOC117898783|XP_034664310.1|DSUB	LOC108017460|XP_016939983.2|DSUZ
OG0004866	LOC117893910|XP_034656581.1|DSUB	LOC108005877|XP_036671330.1|DSUZ
OG0004867	LOC117891649|XP_034653089.1|DSUB	LOC108009219|XP_016928868.1|DSUZ
OG0004868	LOC117890473|XP_034651227.1|DSUB	LOC118878886|XP_036677788.1|DSUZ, LOC108010970|XP_036669924.1|DSUZ
OG0004869	LOC117892409|XP_034654530.1|DSUB	LOC108018056|XP_016940935.1|DSUZ
OG0004870	LOC117891065|XP_034652129.1|DSUB	LOC108018187|XP_016941180.1|DSUZ
OG0004871	LOC117892445|XP_034654578.1|DSUB	LOC108010056|XP_016930357.1|DSUZ
OG0004872	LOC117891646|XP_034653084.1|DSUB	LOC108008371|XP_016927701.1|DSUZ
OG0004873	LOC117902804|XP_034670316.1|DSUB	LOC108021252|XP_016945363.1|DSUZ
OG0004874	LOC117897503|XP_034662285.1|DSUB	LOC108011766|XP_016932486.1|DSUZ
OG0004875	LOC117903452|XP_034671376.1|DSUB	LOC108011217|XP_016931798.1|DSUZ
OG0004876	LOC117900168|XP_034666305.1|DSUB	LOC108015344|XP_016937241.1|DSUZ
OG0004877	LOC117895038|XP_034658303.1|DSUB	LOC108015425|XP_016937348.2|DSUZ
OG0004878	LOC117891200|XP_034652427.1|DSUB	LOC108018210|XP_016941216.1|DSUZ
OG0004879	LOC117891155|XP_034652304.1|DSUB	LOC108009159|XP_036669443.1|DSUZ
OG0004880	LOC117893867|XP_034656530.1|DSUB	LOC108011062|XP_016931614.1|DSUZ
OG0004881	LOC117895642|XP_034659316.1|DSUB	LOC108013290|XP_036671059.1|DSUZ
OG0004882	LOC117893919|XP_034656592.1|DSUB	LOC108005773|XP_016924590.1|DSUZ
OG0004883	LOC117895225|XP_034658612.1|DSUB	LOC108007178|XP_016926299.2|DSUZ
OG0004884	LOC117891663|XP_034653112.1|DSUB	LOC108017978|XP_016940796.1|DSUZ
OG0004885	LOC117890748|XP_034651696.1|DSUB	LOC108019866|XP_016943411.1|DSUZ
OG0004886	LOC117890461|XP_034651199.1|DSUB	LOC108009203|XP_016928851.1|DSUZ
OG0004887	LOC117891860|XP_034653513.1|DSUB	LOC108017824|XP_016940465.2|DSUZ
OG0004888	LOC117892615|XP_034654856.1|DSUB	LOC108017987|XP_016940818.1|DSUZ
OG0004889	LOC117891902|XP_034653616.1|DSUB	LOC108009511|XP_016929420.1|DSUZ
OG0004890	LOC117889972|XP_034650429.1|DSUB	LOC108018231|XP_016941242.1|DSUZ
OG0004891	LOC117903587|XP_034671698.1|DSUB	LOC108005184|XP_016923857.1|DSUZ
OG0004892	LOC117890163|XP_034650750.1|DSUB	LOC108018196|XP_036669977.1|DSUZ
OG0004893	LOC117891235|XP_034652472.1|DSUB, LOC117889753|XP_034650090.1|DSUB	LOC108009165|XP_016928767.1|DSUZ
OG0004894	LOC117891510|XP_034652895.1|DSUB	LOC108017781|XP_016940395.1|DSUZ
OG0004895	LOC117892118|XP_034654038.1|DSUB	LOC108009847|XP_016930029.1|DSUZ
OG0004896	LOC117890310|XP_034650981.1|DSUB	LOC108018131|XP_016941068.1|DSUZ
OG0004897	LOC117892110|XP_034654013.1|DSUB	LOC108018158|XP_016941117.1|DSUZ
OG0004898	LOC117891675|XP_034653137.1|DSUB	LOC108009320|XP_036669677.1|DSUZ
OG0004899	LOC117891543|XP_034652944.1|DSUB	LOC108009305|XP_016929043.1|DSUZ
OG0004900	LOC117890346|XP_034651028.1|DSUB	LOC108009964|XP_016930214.1|DSUZ
OG0004901	LOC117892450|XP_034654586.1|DSUB	LOC108008326|XP_016927638.1|DSUZ
OG0004902	LOC117895394|XP_034658911.1|DSUB	LOC108012394|XP_016933241.1|DSUZ
OG0004903	LOC117892457|XP_034654596.1|DSUB	LOC108009426|XP_016929244.1|DSUZ
OG0004904	LOC117898472|XP_034663794.1|DSUB	LOC108015751|XP_036673287.1|DSUZ
OG0004905	LOC117890330|XP_034651011.1|DSUB	LOC108009825|XP_016929999.1|DSUZ
OG0004906	LOC117893620|XP_034656188.1|DSUB	LOC108013337|XP_016934629.1|DSUZ
OG0004907	LOC117893918|XP_034656591.1|DSUB	LOC108005775|XP_016924593.2|DSUZ
OG0004908	LOC117894170|XP_034656963.1|DSUB	LOC108013506|XP_016934882.1|DSUZ
OG0004909	LOC117895421|XP_034658948.1|DSUB	LOC108012883|XP_016933863.1|DSUZ
OG0004910	LOC117895418|XP_034658942.1|DSUB	LOC108012882|XP_016933862.1|DSUZ
OG0004911	LOC117894907|XP_034658093.1|DSUB	LOC108007182|XP_036670453.1|DSUZ
OG0004912	LOC117893621|XP_034656189.1|DSUB	LOC108013338|XP_016934633.1|DSUZ
OG0004913	LOC117892601|XP_034654832.1|DSUB	LOC108008541|XP_016927901.1|DSUZ
OG0004914	LOC117889828|XP_034650200.1|DSUB	LOC108010117|XP_016930431.1|DSUZ
OG0004915	LOC117890264|XP_034650912.1|DSUB	LOC108010134|XP_016930451.1|DSUZ
OG0004916	LOC117892174|XP_034654144.1|DSUB	LOC108010247|XP_016930590.1|DSUZ
OG0004917	LOC117894107|XP_034656873.1|DSUB	LOC108012979|XP_016934033.1|DSUZ
OG0004918	LOC117894103|XP_034656869.1|DSUB	LOC108012977|XP_016934030.1|DSUZ
OG0004919	LOC117899371|XP_034665242.1|DSUB	LOC108010796|XP_016931214.1|DSUZ
OG0004920	LOC117894155|XP_034656943.1|DSUB	LOC108012366|XP_016933209.1|DSUZ
OG0004921	LOC117895049|XP_034658318.1|DSUB	LOC108005902|XP_016924787.1|DSUZ
OG0004922	LOC117895410|XP_034658933.1|DSUB	LOC108012243|XP_036672396.1|DSUZ
OG0004923	LOC117893288|XP_034655746.1|DSUB	LOC108020040|XP_016943622.1|DSUZ
OG0004924	LOC117895256|XP_034658667.1|DSUB	LOC108012810|XP_016933738.1|DSUZ
OG0004925	LOC117894737|XP_034657827.1|DSUB	LOC108013569|XP_016934980.1|DSUZ
OG0004926	LOC117893749|XP_034656376.1|DSUB	LOC108012523|XP_016933426.1|DSUZ
OG0004927	LOC117893724|XP_034656316.1|DSUB	LOC108012887|XP_036670902.1|DSUZ
OG0004928	LOC117892486|XP_034654643.1|DSUB	LOC108018037|XP_036669746.1|DSUZ
OG0004929	LOC117895559|XP_034659159.1|DSUB	LOC108012802|XP_016933728.1|DSUZ
OG0004930	LOC117891868|XP_034653521.1|DSUB	LOC108009112|XP_016928672.1|DSUZ
OG0004931	LOC117892603|XP_034654834.1|DSUB	LOC108008379|XP_016927711.1|DSUZ
OG0004932	LOC117895104|XP_034658396.1|DSUB	LOC108013046|XP_016934146.1|DSUZ
OG0004933	LOC117891662|XP_034653109.1|DSUB	LOC108017962|XP_016940721.1|DSUZ
OG0004934	LOC117891032|XP_034652089.1|DSUB	LOC108008426|XP_016927764.1|DSUZ
OG0004935	LOC117892402|XP_034654519.1|DSUB	LOC108018036|XP_016940902.1|DSUZ
OG0004936	LOC117893049|XP_034655317.1|DSUB	LOC108005880|XP_036672418.1|DSUZ
OG0004937	LOC117895247|XP_034658649.1|DSUB	LOC108013567|XP_036670958.1|DSUZ
OG0004938	LOC117893335|XP_034655816.1|DSUB	LOC108006841|XP_016925880.2|DSUZ
OG0004939	LOC117895430|XP_034658970.1|DSUB	LOC108020447|XP_036672459.1|DSUZ, LOC118877327|XP_036671510.1|DSUZ
OG0004940	LOC117895427|XP_034658956.1|DSUB	LOC108005713|XP_036671524.1|DSUZ, LOC108017020|XP_036672468.1|DSUZ
OG0004941	LOC117893391|XP_034655879.1|DSUB	LOC108007480|XP_036671153.1|DSUZ
OG0004942	LOC117895780|XP_034659569.1|DSUB	LOC108005875|XP_016924744.1|DSUZ
OG0004943	LOC117895806|XP_034659621.1|DSUB	LOC108013279|XP_016934539.1|DSUZ
OG0004944	LOC117894341|XP_034657219.1|DSUB	LOC108013601|XP_016935027.1|DSUZ
OG0004945	LOC117890066|XP_034650596.1|DSUB	LOC108017790|XP_016940422.1|DSUZ
OG0004946	LOC117894783|XP_034657900.1|DSUB	LOC108006916|XP_016926005.2|DSUZ
OG0004947	LOC117893932|XP_034656606.1|DSUB	LOC108013527|XP_016934912.1|DSUZ
OG0004948	LOC117894891|XP_034658065.1|DSUB	LOC108013502|XP_016934877.1|DSUZ
OG0004949	LOC117893893|XP_034656561.1|DSUB	LOC108013501|XP_016934876.1|DSUZ
OG0004950	LOC117893399|XP_034655889.1|DSUB	LOC108012933|XP_016933957.1|DSUZ
OG0004951	LOC117898660|XP_034664126.1|DSUB	LOC108017496|XP_016940037.1|DSUZ
OG0004952	LOC117894069|XP_034656813.1|DSUB	LOC108013592|XP_016935010.1|DSUZ
OG0004953	LOC117893401|XP_034655891.1|DSUB	LOC118877213|XP_036670481.1|DSUZ
OG0004954	LOC117893396|XP_034655885.1|DSUB	LOC108007486|XP_016926657.2|DSUZ
OG0004955	LOC117893065|XP_034655363.1|DSUB	LOC108012486|XP_016933384.1|DSUZ
OG0004956	LOC117891184|XP_034652401.1|DSUB	LOC108009401|XP_016929209.1|DSUZ
OG0004957	LOC117894664|XP_034657731.1|DSUB	LOC108007094|XP_036670862.1|DSUZ
OG0004958	LOC117894434|XP_034657388.1|DSUB	LOC108012984|XP_016934043.1|DSUZ
OG0004959	LOC117894678|XP_034657746.1|DSUB	LOC108012986|XP_016934045.1|DSUZ
OG0004960	LOC117893108|XP_034655432.1|DSUB	LOC108012983|XP_016934038.1|DSUZ
OG0004961	LOC117891080|XP_034652151.1|DSUB	LOC108008407|XP_016927742.1|DSUZ
OG0004962	LOC117895224|XP_034658610.1|DSUB	LOC108013076|XP_016934185.1|DSUZ
OG0004963	LOC117895006|XP_034658244.1|DSUB	LOC108015807|XP_036670567.1|DSUZ
OG0004964	LOC117893544|XP_034656085.1|DSUB	LOC108013268|XP_016934518.1|DSUZ
OG0004965	LOC117893301|XP_034655768.1|DSUB	LOC108005783|XP_016924601.1|DSUZ
OG0004966	LOC117893290|XP_034655750.1|DSUB	LOC108005908|XP_036670930.1|DSUZ
OG0004967	LOC117892410|XP_034654531.1|DSUB	LOC108017793|XP_016940426.1|DSUZ
OG0004968	LOC117894964|XP_034658188.1|DSUB	LOC118877357|XP_036671708.1|DSUZ
OG0004969	LOC117890462|XP_034651201.1|DSUB	LOC108017784|XP_016940414.1|DSUZ
OG0004970	LOC117894959|XP_034658180.1|DSUB	LOC108020199|XP_036671723.1|DSUZ
OG0004971	LOC117894962|XP_034658184.1|DSUB	LOC108020209|XP_036670981.1|DSUZ
OG0004972	LOC117893304|XP_034655772.1|DSUB	LOC108005786|XP_016924605.1|DSUZ
OG0004973	LOC117894715|XP_034657788.1|DSUB	LOC108012855|XP_016933810.1|DSUZ
OG0004974	LOC117894941|XP_034658154.1|DSUB	LOC108013455|XP_016934820.1|DSUZ
OG0004975	LOC117894112|XP_034656883.1|DSUB	LOC108020058|XP_016943645.1|DSUZ
OG0004976	LOC117895732|XP_034659478.1|DSUB	LOC108011836|XP_016932563.1|DSUZ
OG0004977	LOC117891209|XP_034652439.1|DSUB	LOC108008365|XP_016927691.1|DSUZ
OG0004978	LOC117892677|XP_034654966.1|DSUB	LOC108017989|XP_016940820.1|DSUZ
OG0004979	LOC117895810|XP_034659627.1|DSUB	LOC108012794|XP_016933717.1|DSUZ
OG0004980	LOC117894098|XP_034656861.1|DSUB	LOC108005674|XP_016924487.1|DSUZ
OG0004981	LOC117894837|XP_034657976.1|DSUB	LOC108020714|XP_016944571.2|DSUZ, LOC108020757|XP_016944624.2|DSUZ
