Orthogroup	DSUB.longest_only	CPIP.longest_only
OG0003277	LOC117890266|XP_034650916.1|DSUB	LOC120432268|XP_039453382.1|CPIP
OG0003278	LOC117896891|XP_034661314.1|DSUB	LOC120431241|XP_039452315.1|CPIP
OG0003279	LOC117902438|XP_034669715.1|DSUB	LOC120431434|XP_039452489.1|CPIP
OG0003280	LOC117899204|XP_034664967.1|DSUB	LOC120432244|XP_039453351.1|CPIP
OG0003281	LOC117897095|XP_034661630.1|DSUB	LOC120432304|XP_039453424.1|CPIP
OG0003282	LOC117902378|XP_034669593.1|DSUB	LOC120430542|XP_039451588.1|CPIP, LOC120428503|XP_039449447.1|CPIP
OG0003283	LOC117900264|XP_034666464.1|DSUB	LOC120413357|XP_039430074.1|CPIP
OG0003284	LOC117903609|XP_034671757.1|DSUB	LOC120418129|XP_039436341.1|CPIP
OG0003285	LOC117896871|XP_034661292.1|DSUB	LOC120417923|XP_039436117.1|CPIP
OG0003286	LOC117896119|XP_034660063.1|DSUB	LOC120432354|XP_039453481.1|CPIP
OG0003287	LOC117893423|XP_034655931.1|DSUB	LOC120429641|XP_039450602.1|CPIP, LOC120414182|XP_039431194.1|CPIP
OG0003288	LOC117896232|XP_034660259.1|DSUB	LOC120414171|XP_039431163.1|CPIP
OG0003289	LOC117890775|XP_034651736.1|DSUB	LOC120414191|XP_039431206.1|CPIP
OG0003290	LOC117896442|XP_034660663.1|DSUB	LOC120422451|XP_039441828.1|CPIP
OG0003291	LOC117894816|XP_034657946.1|DSUB	LOC120424177|XP_039444165.1|CPIP, LOC120422531|XP_039441926.1|CPIP
OG0003292	LOC117895864|XP_034659726.1|DSUB	LOC120424292|XP_039444308.1|CPIP
OG0003293	LOC117898364|XP_034663594.1|DSUB	LOC120420200|XP_039439118.1|CPIP, LOC120414536|XP_039431680.1|CPIP
OG0003294	LOC117891693|XP_034653173.1|DSUB	LOC120420183|XP_039439093.1|CPIP
OG0003295	LOC117900898|XP_034667336.1|DSUB	LOC120420185|XP_039439097.1|CPIP
OG0003296	LOC117898545|XP_034663914.1|DSUB	LOC120420203|XP_039439125.1|CPIP
OG0003297	LOC117898475|XP_034663798.1|DSUB	LOC120420176|XP_039439076.1|CPIP
OG0003298	LOC117899548|XP_034665531.1|DSUB	LOC120416888|XP_039434715.1|CPIP
OG0003299	LOC117899446|XP_034665343.1|DSUB	LOC120419281|XP_039437880.1|CPIP
OG0003300	LOC117896884|XP_034661303.1|DSUB	LOC120419269|XP_039437861.1|CPIP
OG0003301	LOC117891258|XP_034652521.1|DSUB	LOC120416436|XP_039434124.1|CPIP
OG0003302	LOC117901768|XP_034668971.1|DSUB	LOC120413707|XP_039430561.1|CPIP
OG0003303	LOC117891353|XP_034652675.1|DSUB	LOC120413335|XP_039430045.1|CPIP
OG0003304	LOC117898492|XP_034663820.1|DSUB	LOC120430281|XP_039451307.1|CPIP
OG0003305	LOC117902266|XP_034669420.1|DSUB	LOC120432624|XP_039453811.1|CPIP
OG0003306	LOC117892335|XP_034654378.1|DSUB	LOC120427215|XP_039448009.1|CPIP
OG0003307	LOC117895812|XP_034659631.1|DSUB	LOC120413320|XP_039430019.1|CPIP
OG0003308	LOC117900229|XP_034666406.1|DSUB	LOC120413349|XP_039430061.1|CPIP
OG0003309	LOC117903481|XP_034671430.1|DSUB	LOC120412379|XP_039428742.1|CPIP
OG0003310	LOC117890041|XP_034650553.1|DSUB	LOC120412340|XP_039428678.1|CPIP
OG0003311	LOC117898360|XP_034663586.1|DSUB	LOC120432550|XP_039453715.1|CPIP
OG0003312	LOC117899318|XP_034665141.1|DSUB	LOC120427671|XP_039448485.1|CPIP
OG0003313	LOC117901283|XP_034667871.1|DSUB	LOC120419021|XP_039437552.1|CPIP
OG0003314	LOC117892619|XP_034654861.1|DSUB	LOC120418871|XP_039437371.1|CPIP
OG0003315	LOC117903400|XP_034671284.1|DSUB	LOC120415624|XP_039433157.1|CPIP
OG0003316	LOC117898198|XP_034663309.1|DSUB	LOC120428512|XP_039449457.1|CPIP, LOC120421419|XP_039440560.1|CPIP
OG0003317	LOC117899184|XP_034664936.1|DSUB	LOC120426069|XP_039446686.1|CPIP, LOC120431099|XP_039452188.1|CPIP
OG0003318	LOC117898453|XP_034663766.1|DSUB	LOC120426071|XP_039446689.1|CPIP
OG0003319	LOC117899009|XP_034664649.1|DSUB	LOC120417039|XP_039434919.1|CPIP
OG0003320	LOC117899617|XP_034665652.1|DSUB	LOC120417021|XP_039434894.1|CPIP
OG0003321	LOC117897598|XP_034662447.1|DSUB	LOC120417032|XP_039434909.1|CPIP
OG0003322	LOC117896165|XP_034660132.1|DSUB	LOC120417041|XP_039434924.1|CPIP
OG0003323	LOC117892289|XP_034654309.1|DSUB	LOC120423062|XP_039442701.1|CPIP
OG0003324	LOC117901524|XP_034668394.1|DSUB	LOC120416935|XP_039434783.1|CPIP
OG0003325	LOC117896634|XP_034660969.1|DSUB	LOC120416916|XP_039434756.1|CPIP
OG0003326	LOC117900009|XP_034666087.1|DSUB	LOC120431413|XP_039452472.1|CPIP
OG0003327	LOC117902947|XP_034670454.1|DSUB	LOC120413713|XP_039430568.1|CPIP
OG0003328	LOC117903380|XP_034671241.1|DSUB	LOC120426032|XP_039446643.1|CPIP
OG0003329	LOC117899748|XP_034665884.1|DSUB	LOC120426024|XP_039446632.1|CPIP, LOC120432109|XP_039453175.1|CPIP
OG0003330	LOC117895212|XP_034658594.1|DSUB	LOC120421215|XP_039440352.1|CPIP
OG0003331	LOC117894137|XP_034656926.1|DSUB	LOC120412470|XP_039428891.1|CPIP
OG0003332	LOC117893506|XP_034656038.1|DSUB	LOC120426599|XP_039447324.1|CPIP
OG0003333	LOC117896207|XP_034660227.1|DSUB	LOC120423490|XP_039443261.1|CPIP, LOC120431336|XP_039452401.1|CPIP
OG0003334	LOC117897176|XP_034661766.1|DSUB	LOC120427228|XP_039448026.1|CPIP, LOC120429019|XP_039450094.1|CPIP
OG0003336	LOC117896468|XP_034660693.1|DSUB	LOC120417690|XP_039435760.1|CPIP
OG0003337	LOC117896697|XP_034661041.1|DSUB	LOC120416233|XP_039433862.1|CPIP, LOC120430052|XP_039451080.1|CPIP
OG0003338	LOC117896407|XP_034660614.1|DSUB	LOC120416252|XP_039433889.1|CPIP
OG0003339	LOC117897012|XP_034661475.1|DSUB	LOC120419623|XP_039438298.1|CPIP
OG0003340	LOC117898133|XP_034663218.1|DSUB	LOC120419624|XP_039438301.1|CPIP
OG0003341	LOC117894806|XP_034657934.1|DSUB	LOC120417758|XP_039435853.1|CPIP
OG0003342	LOC117891759|XP_034653270.1|DSUB	LOC120417757|XP_039435850.1|CPIP
OG0003343	LOC117903602|XP_034671734.1|DSUB	LOC120421823|XP_039441035.1|CPIP, LOC120413521|XP_039430330.1|CPIP
OG0003344	LOC117900422|XP_034666674.1|DSUB	LOC120426332|XP_039447026.1|CPIP
OG0003345	LOC117903731|XP_034671975.1|DSUB	LOC120418063|XP_039436602.1|CPIP
OG0003346	LOC117897762|XP_034662698.1|DSUB	LOC120415641|XP_039433173.1|CPIP
OG0003347	LOC117897058|XP_034661544.1|DSUB	LOC120416905|XP_039434737.1|CPIP
OG0003348	LOC117897760|XP_034662696.1|DSUB	LOC120424540|XP_039444638.1|CPIP
OG0003349	LOC117903086|XP_034670781.1|DSUB	LOC120430556|XP_039451605.1|CPIP, LOC120426460|XP_039447158.1|CPIP
OG0003350	LOC117897561|XP_034662388.1|DSUB	LOC120426459|XP_039447155.1|CPIP, LOC120432135|XP_039453199.1|CPIP, LOC120430552|XP_039451600.1|CPIP
OG0003351	LOC117897126|XP_034661669.1|DSUB, LOC117894582|XP_034657619.1|DSUB	LOC120422082|XP_039441362.1|CPIP
OG0003352	LOC117896976|XP_034661422.1|DSUB	LOC120414179|XP_039431187.1|CPIP
OG0003353	LOC117897169|XP_034661737.1|DSUB	LOC120423869|XP_039443751.1|CPIP
OG0003354	LOC117899727|XP_034665862.1|DSUB	LOC120423868|XP_039443749.1|CPIP
OG0003355	LOC117903355|XP_034671196.1|DSUB	LOC120418633|XP_039437049.1|CPIP
OG0003356	LOC117903179|XP_034670914.1|DSUB	LOC120419769|XP_039438568.1|CPIP
OG0003357	LOC117903182|XP_034670920.1|DSUB	LOC120419859|XP_039438673.1|CPIP
OG0003358	LOC117901471|XP_034668125.1|DSUB	LOC120429251|XP_039450398.1|CPIP
OG0003359	LOC117894428|XP_034657424.1|DSUB	LOC120418086|XP_039436288.1|CPIP, LOC120419877|XP_039438672.1|CPIP
OG0003360	LOC117903847|XP_034672196.1|DSUB	LOC120418076|XP_039436267.1|CPIP, LOC120419869|XP_039438662.1|CPIP
OG0003361	LOC117892663|XP_034654942.1|DSUB	LOC120419868|XP_039438658.1|CPIP
OG0003362	LOC117897987|XP_034663002.1|DSUB	LOC120425006|XP_039445311.1|CPIP
OG0003363	LOC117896404|XP_034660609.1|DSUB	LOC120425005|XP_039445305.1|CPIP
OG0003364	LOC117899427|XP_034665316.1|DSUB	LOC120424937|XP_039445176.1|CPIP
OG0003365	LOC117897225|XP_034661834.1|DSUB	LOC120425467|XP_039445933.1|CPIP
OG0003366	LOC117895098|XP_034658386.1|DSUB	LOC120428780|XP_039449800.1|CPIP
OG0003367	LOC117895755|XP_034659518.1|DSUB	LOC120431383|XP_039452447.1|CPIP
OG0003368	LOC117895751|XP_034659512.1|DSUB	LOC120429236|XP_039450380.1|CPIP
OG0003369	LOC117896543|XP_034660817.1|DSUB	LOC120429234|XP_039450379.1|CPIP
OG0003370	LOC117898124|XP_034663206.1|DSUB	LOC120431012|XP_039452104.1|CPIP
OG0003371	LOC117902597|XP_034669998.1|DSUB	LOC120427659|XP_039448467.1|CPIP
OG0003372	LOC117890128|XP_034650706.1|DSUB	LOC120416563|XP_039434233.1|CPIP
OG0003373	LOC117897264|XP_034661880.1|DSUB	LOC120428527|XP_039449490.1|CPIP
OG0003374	LOC117903104|XP_034670813.1|DSUB	LOC120430139|XP_039451160.1|CPIP, LOC120432124|XP_039453193.1|CPIP
OG0003375	LOC117896821|XP_034661215.1|DSUB	LOC120430511|XP_039451540.1|CPIP, LOC120431549|XP_039452592.1|CPIP
OG0003376	LOC117897837|XP_034662792.1|DSUB	LOC120429499|XP_039450505.1|CPIP
OG0003377	LOC117896249|XP_034660299.1|DSUB	LOC120429498|XP_039450503.1|CPIP
OG0003378	LOC117903018|XP_034670647.1|DSUB, LOC117896299|XP_034660411.1|DSUB	LOC120425476|XP_039445945.1|CPIP
OG0003379	LOC117896178|XP_034660154.1|DSUB	LOC120425475|XP_039445944.1|CPIP
OG0003380	LOC117896908|XP_034661336.1|DSUB	LOC120425491|XP_039445973.1|CPIP
OG0003381	LOC117896348|XP_034660494.1|DSUB	LOC120431908|XP_039452973.1|CPIP, LOC120425117|XP_039445459.1|CPIP
OG0003382	LOC117896188|XP_034660166.1|DSUB	LOC120425109|XP_039445438.1|CPIP
OG0003383	LOC117898273|XP_034663419.1|DSUB	LOC120427718|XP_039448553.1|CPIP
OG0003384	LOC117901502|XP_034668163.1|DSUB	LOC120429002|XP_039450076.1|CPIP
OG0003386	LOC117899306|XP_034665122.1|DSUB	LOC120431855|XP_039452925.1|CPIP
OG0003387	LOC117898740|XP_034664250.1|DSUB	LOC120431712|XP_039452773.1|CPIP
OG0003388	LOC117900517|XP_034666807.1|DSUB	LOC120431766|XP_039452821.1|CPIP
OG0003389	LOC117891338|XP_034652649.1|DSUB	LOC120432139|XP_039453204.1|CPIP
OG0003390	LOC117896319|XP_034660442.1|DSUB	LOC120417852|XP_039436005.1|CPIP
OG0003391	LOC117895991|XP_034659868.1|DSUB	LOC120421775|XP_039440976.1|CPIP
OG0003392	LOC117899740|XP_034665876.1|DSUB	LOC120416578|XP_039434250.1|CPIP
OG0003393	LOC117898155|XP_034663251.1|DSUB	LOC120418736|XP_039437143.1|CPIP
OG0003394	LOC117896529|XP_034660791.1|DSUB	LOC120417199|XP_039435099.1|CPIP
OG0003395	LOC117896555|XP_034660832.1|DSUB	LOC120417220|XP_039435115.1|CPIP
OG0003396	LOC117898964|XP_034664594.1|DSUB	LOC120432522|XP_039453673.1|CPIP
OG0003397	LOC117898246|XP_034663382.1|DSUB	LOC120420738|XP_039439766.1|CPIP
OG0003399	LOC117898081|XP_034663150.1|DSUB	LOC120420794|XP_039439841.1|CPIP
OG0003400	LOC117899194|XP_034664948.1|DSUB	LOC120431844|XP_039452907.1|CPIP
OG0003401	LOC117897367|XP_034662047.1|DSUB	LOC120422308|XP_039441633.1|CPIP
OG0003402	LOC117896024|XP_034659923.1|DSUB	LOC120424505|XP_039444590.1|CPIP
OG0003403	LOC117890488|XP_034651267.1|DSUB	LOC120424508|XP_039444595.1|CPIP
OG0003404	LOC117897387|XP_034662086.1|DSUB	LOC120429670|XP_039450632.1|CPIP
OG0003405	LOC117891947|XP_034653692.1|DSUB	LOC120428994|XP_039450066.1|CPIP
OG0003406	LOC117899015|XP_034664665.1|DSUB	LOC120430495|XP_039451526.1|CPIP
OG0003407	LOC117899366|XP_034665236.1|DSUB	LOC120430496|XP_039451527.1|CPIP
OG0003408	LOC117899183|XP_034664935.1|DSUB	LOC120428992|XP_039450065.1|CPIP
OG0003409	LOC117899138|XP_034664831.1|DSUB	LOC120428995|XP_039450068.1|CPIP
OG0003410	LOC117899037|XP_034664688.1|DSUB	LOC120426738|XP_039447449.1|CPIP
OG0003411	LOC117898663|XP_034664130.1|DSUB	LOC120421806|XP_039441017.1|CPIP
OG0003412	LOC117896888|XP_034661308.1|DSUB	LOC120421803|XP_039441015.1|CPIP
OG0003413	LOC117897265|XP_034661881.1|DSUB	LOC120416938|XP_039434792.1|CPIP
OG0003414	LOC117895082|XP_034658368.1|DSUB	LOC120415563|XP_039433073.1|CPIP, LOC120415828|XP_039433397.1|CPIP
OG0003415	LOC117899116|XP_034664801.1|DSUB	LOC120416615|XP_039434351.1|CPIP
OG0003416	LOC117897605|XP_034662453.1|DSUB	LOC120416649|XP_039434396.1|CPIP
OG0003417	LOC117898491|XP_034663819.1|DSUB	LOC120415604|XP_039433134.1|CPIP
OG0003418	LOC117897292|XP_034661924.1|DSUB	LOC120418739|XP_039437148.1|CPIP, LOC120421090|XP_039440167.1|CPIP
OG0003419	LOC117897555|XP_034662376.1|DSUB	LOC120418744|XP_039437154.1|CPIP, LOC120421095|XP_039440172.1|CPIP
OG0003420	LOC117895993|XP_034659871.1|DSUB	LOC120421091|XP_039440168.1|CPIP, LOC120418741|XP_039437151.1|CPIP
OG0003421	LOC117896286|XP_034660382.1|DSUB	LOC120428659|XP_039449640.1|CPIP
OG0003422	LOC117896298|XP_034660410.1|DSUB	LOC120428662|XP_039449644.1|CPIP, LOC120427075|XP_039447847.1|CPIP
OG0003423	LOC117891705|XP_034653188.1|DSUB	LOC120431603|XP_039452641.1|CPIP
OG0003424	LOC117895965|XP_034659811.1|DSUB	LOC120426011|XP_039446617.1|CPIP
OG0003425	LOC117896602|XP_034660926.1|DSUB	LOC120426250|XP_039446922.1|CPIP
OG0003426	LOC117896557|XP_034660844.1|DSUB	LOC120422541|XP_039441939.1|CPIP
OG0003427	LOC117896493|XP_034660724.1|DSUB	LOC120422566|XP_039441986.1|CPIP
OG0003428	LOC117894431|XP_034657384.1|DSUB	LOC120425750|XP_039446290.1|CPIP
OG0003429	LOC117891219|XP_034652455.1|DSUB	LOC120418342|XP_039436625.1|CPIP
OG0003430	LOC117902935|XP_034670430.1|DSUB	LOC120415617|XP_039433150.1|CPIP
OG0003431	LOC117896253|XP_034660320.1|DSUB	LOC120427247|XP_039448036.1|CPIP
OG0003432	LOC117896775|XP_034661143.1|DSUB	LOC120423828|XP_039443690.1|CPIP
OG0003433	LOC117896684|XP_034661026.1|DSUB	LOC120418352|XP_039436639.1|CPIP
OG0003434	LOC117889646|XP_034650001.1|DSUB	LOC120428288|XP_039449214.1|CPIP
OG0003435	LOC117896951|XP_034661386.1|DSUB	LOC120418355|XP_039436642.1|CPIP
OG0003436	LOC117896695|XP_034661038.1|DSUB	LOC120431628|XP_039452674.1|CPIP
OG0003437	LOC117896694|XP_034661037.1|DSUB	LOC120431609|XP_039452650.1|CPIP
OG0003438	LOC117899546|XP_034665519.1|DSUB	LOC120426010|XP_039446616.1|CPIP
OG0003439	LOC117897038|XP_034661510.1|DSUB	LOC120426249|XP_039446921.1|CPIP
OG0003440	LOC117898438|XP_034663732.1|DSUB	LOC120416206|XP_039433881.1|CPIP
OG0003441	LOC117900674|XP_034667010.1|DSUB	LOC120427891|XP_039448759.1|CPIP
OG0003442	LOC117896049|XP_034659949.1|DSUB	LOC120427894|XP_039448762.1|CPIP
OG0003443	LOC117893076|XP_034655385.1|DSUB	LOC120420269|XP_039439202.1|CPIP, LOC120422149|XP_039441454.1|CPIP
OG0003444	LOC117894787|XP_034657907.1|DSUB	LOC120417068|XP_039434963.1|CPIP
OG0003445	LOC117903665|XP_034671881.1|DSUB	LOC120416132|XP_039433738.1|CPIP
OG0003446	LOC117902014|XP_034668957.1|DSUB	LOC120415639|XP_039433175.1|CPIP
OG0003447	LOC117902958|XP_034670486.1|DSUB	LOC120415538|XP_039433041.1|CPIP
OG0003448	LOC117897869|XP_034662834.1|DSUB	LOC120414263|XP_039431310.1|CPIP
OG0003449	LOC117896265|XP_034660347.1|DSUB	LOC120414286|XP_039431351.1|CPIP
OG0003450	LOC117898258|XP_034663404.1|DSUB	LOC120424270|XP_039444266.1|CPIP
OG0003451	LOC117898961|XP_034664591.1|DSUB	LOC120424239|XP_039444237.1|CPIP
OG0003452	LOC117898959|XP_034664587.1|DSUB	LOC120424238|XP_039444236.1|CPIP
OG0003453	LOC117893916|XP_034656589.1|DSUB	LOC120425389|XP_039445840.1|CPIP
OG0003454	LOC117900632|XP_034666952.1|DSUB	LOC120425385|XP_039445834.1|CPIP
OG0003455	LOC117898321|XP_034663530.1|DSUB	LOC120425387|XP_039445838.1|CPIP
OG0003456	LOC117890398|XP_034651093.1|DSUB	LOC120423420|XP_039443157.1|CPIP
OG0003457	LOC117898057|XP_034663114.1|DSUB	LOC120423423|XP_039443163.1|CPIP
OG0003458	LOC117897478|XP_034662230.1|DSUB	LOC120425717|XP_039446258.1|CPIP
OG0003459	LOC117898026|XP_034663055.1|DSUB	LOC120429646|XP_039450606.1|CPIP
OG0003460	LOC117897855|XP_034662817.1|DSUB	LOC120417204|XP_039435104.1|CPIP
OG0003461	LOC117898535|XP_034663896.1|DSUB	LOC120414291|XP_039431356.1|CPIP
OG0003462	LOC117895781|XP_034659570.1|DSUB	LOC120425428|XP_039445890.1|CPIP
OG0003463	LOC117899477|XP_034665398.1|DSUB	LOC120424455|XP_039444522.1|CPIP
OG0003464	LOC117896406|XP_034660612.1|DSUB	LOC120427287|XP_039448072.1|CPIP
OG0003465	LOC117896579|XP_034660875.1|DSUB	LOC120431816|XP_039452869.1|CPIP
OG0003466	LOC117897336|XP_034661998.1|DSUB	LOC120421019|XP_039440075.1|CPIP
OG0003469	LOC117896302|XP_034660415.1|DSUB	LOC120430499|XP_039451530.1|CPIP
OG0003470	LOC117898243|XP_034663380.1|DSUB	LOC120428674|XP_039449657.1|CPIP
OG0003471	LOC117902235|XP_034669364.1|DSUB	LOC120428672|XP_039449656.1|CPIP
OG0003472	LOC117901994|XP_034668896.1|DSUB	LOC120421173|XP_039440302.1|CPIP
OG0003473	LOC117900217|XP_034666392.1|DSUB	LOC120423964|XP_039443886.1|CPIP
OG0003474	LOC117898436|XP_034663722.1|DSUB	LOC120425161|XP_039445524.1|CPIP
OG0003475	LOC117896201|XP_034660216.1|DSUB	LOC120426217|XP_039446859.1|CPIP
OG0003476	LOC117902960|XP_034670492.1|DSUB	LOC120427409|XP_039448205.1|CPIP
OG0003477	LOC117899686|XP_034665768.1|DSUB	LOC120424766|XP_039444904.1|CPIP
OG0003478	LOC117897328|XP_034661988.1|DSUB	LOC120421098|XP_039440177.1|CPIP
OG0003479	LOC117897636|XP_034662501.1|DSUB	LOC120417002|XP_039434879.1|CPIP
OG0003480	LOC117897018|XP_034661480.1|DSUB	LOC120428960|XP_039450033.1|CPIP
OG0003481	LOC117897321|XP_034661983.1|DSUB	LOC120428962|XP_039450035.1|CPIP
OG0003482	LOC117898051|XP_034663101.1|DSUB	LOC120428959|XP_039450031.1|CPIP
OG0003483	LOC117897539|XP_034662352.1|DSUB	LOC120425990|XP_039446582.1|CPIP
OG0003484	LOC117899517|XP_034665461.1|DSUB	LOC120422026|XP_039441284.1|CPIP
OG0003485	LOC117897152|XP_034661715.1|DSUB	LOC120430263|XP_039451282.1|CPIP
OG0003486	LOC117897482|XP_034662236.1|DSUB	LOC120430268|XP_039451289.1|CPIP
OG0003487	LOC117898059|XP_034663117.1|DSUB	LOC120422548|XP_039441949.1|CPIP
OG0003488	LOC117896184|XP_034660162.1|DSUB	LOC120432485|XP_039453636.1|CPIP
OG0003489	LOC117897628|XP_034662489.1|DSUB	LOC120414300|XP_039431368.1|CPIP
OG0003490	LOC117897246|XP_034661858.1|DSUB	LOC120414284|XP_039431348.1|CPIP
OG0003491	LOC117897558|XP_034662380.1|DSUB	LOC120414290|XP_039431355.1|CPIP
OG0003492	LOC117898166|XP_034663266.1|DSUB	LOC120427279|XP_039448063.1|CPIP
OG0003493	LOC117896985|XP_034661431.1|DSUB	LOC120431388|XP_039452452.1|CPIP, LOC120430174|XP_039451189.1|CPIP
OG0003494	LOC117899572|XP_034665576.1|DSUB	LOC120429624|XP_039450588.1|CPIP
OG0003495	LOC117901466|XP_034668120.1|DSUB	LOC120423840|XP_039443722.1|CPIP
OG0003496	LOC117896376|XP_034660545.1|DSUB	LOC120421779|XP_039440982.1|CPIP
OG0003497	LOC117897271|XP_034661887.1|DSUB	LOC120423822|XP_039443679.1|CPIP
OG0003498	LOC117897550|XP_034662368.1|DSUB	LOC120423812|XP_039443666.1|CPIP
OG0003499	LOC117897631|XP_034662495.1|DSUB	LOC120423830|XP_039443704.1|CPIP
OG0003500	LOC117900469|XP_034666740.1|DSUB	LOC120424631|XP_039444731.1|CPIP
OG0003502	LOC117898429|XP_034663711.1|DSUB	LOC120417089|XP_039434999.1|CPIP
OG0003503	LOC117896166|XP_034660134.1|DSUB	LOC120425050|XP_039445357.1|CPIP
OG0003504	LOC117898787|XP_034664316.1|DSUB	LOC120425079|XP_039445409.1|CPIP
OG0003505	LOC117896780|XP_034661166.1|DSUB	LOC120425072|XP_039445382.1|CPIP
OG0003506	LOC117896174|XP_034660147.1|DSUB	LOC120420771|XP_039439814.1|CPIP
OG0003507	LOC117899082|XP_034664743.1|DSUB	LOC120420749|XP_039439779.1|CPIP
OG0003508	LOC117893950|XP_034656630.1|DSUB	LOC120414265|XP_039431318.1|CPIP
OG0003509	LOC117896367|XP_034660534.1|DSUB	LOC120425654|XP_039446169.1|CPIP
OG0003510	LOC117898561|XP_034663938.1|DSUB	LOC120425391|XP_039445842.1|CPIP
OG0003511	LOC117897944|XP_034662928.1|DSUB	LOC120425379|XP_039445826.1|CPIP, LOC120423575|XP_039443367.1|CPIP
OG0003512	LOC117897882|XP_034662849.1|DSUB	LOC120432131|XP_039453198.1|CPIP
OG0003513	LOC117897854|XP_034662816.1|DSUB	LOC120422588|XP_039442013.1|CPIP
OG0003515	LOC117890507|XP_034651298.1|DSUB	LOC120425435|XP_039445900.1|CPIP
OG0003516	LOC117899528|XP_034665485.1|DSUB	LOC120425433|XP_039445897.1|CPIP
OG0003517	LOC117896802|XP_034661192.1|DSUB	LOC120417083|XP_039434995.1|CPIP
OG0003518	LOC117898630|XP_034664082.1|DSUB	LOC120428062|XP_039448955.1|CPIP
OG0003519	LOC117893737|XP_034656353.1|DSUB	LOC120428068|XP_039448970.1|CPIP
OG0003520	LOC117893110|XP_034655437.1|DSUB	LOC120428064|XP_039448957.1|CPIP
OG0003521	LOC117895664|XP_034659375.1|DSUB	LOC120428073|XP_039448981.1|CPIP
OG0003522	LOC117891195|XP_034652421.1|DSUB	LOC120428076|XP_039448986.1|CPIP
OG0003523	LOC117901465|XP_034668119.1|DSUB	LOC120420489|XP_039439469.1|CPIP, LOC120413890|XP_039430798.1|CPIP
OG0003524	LOC117892576|XP_034654799.1|DSUB	LOC120428074|XP_039448984.1|CPIP
OG0003525	LOC117892242|XP_034654243.1|DSUB	LOC120430975|XP_039452041.1|CPIP
OG0003527	LOC117889873|XP_034650273.1|DSUB	LOC120430984|XP_039452080.1|CPIP
OG0003529	LOC117902380|XP_034669590.1|DSUB	LOC120428690|XP_039449692.1|CPIP
OG0003530	LOC117895715|XP_034659459.1|DSUB	LOC120428693|XP_039449695.1|CPIP
OG0003531	LOC117899789|XP_034665955.1|DSUB	LOC120427603|XP_039448414.1|CPIP
OG0003532	LOC117895293|XP_034658738.1|DSUB	LOC120427613|XP_039448428.1|CPIP
OG0003533	LOC117895671|XP_034659383.1|DSUB	LOC120423003|XP_039442559.1|CPIP
OG0003534	LOC117894452|XP_034657440.1|DSUB	LOC120424419|XP_039444463.1|CPIP
OG0003535	LOC117895339|XP_034658807.1|DSUB	LOC120430253|XP_039451272.1|CPIP
OG0003536	LOC117892412|XP_034654533.1|DSUB	LOC120421746|XP_039440953.1|CPIP
OG0003537	LOC117891896|XP_034653590.1|DSUB	LOC120424166|XP_039444150.1|CPIP
OG0003538	LOC117890188|XP_034650785.1|DSUB	LOC120424173|XP_039444159.1|CPIP
OG0003539	LOC117891280|XP_034652558.1|DSUB	LOC120424169|XP_039444152.1|CPIP
OG0003540	LOC117893393|XP_034655882.1|DSUB	LOC120424180|XP_039444170.1|CPIP
OG0003541	LOC117897039|XP_034661512.1|DSUB	LOC120417819|XP_039435959.1|CPIP
OG0003542	LOC117892721|XP_034655031.1|DSUB	LOC120417805|XP_039435937.1|CPIP
OG0003543	LOC117902937|XP_034670436.1|DSUB	LOC120417813|XP_039435950.1|CPIP
OG0003544	LOC117893911|XP_034656583.1|DSUB	LOC120417798|XP_039435930.1|CPIP
OG0003545	LOC117895439|XP_034658989.1|DSUB	LOC120419759|XP_039438516.1|CPIP
OG0003547	LOC117892734|XP_034655047.1|DSUB	LOC120419505|XP_039438136.1|CPIP
OG0003548	LOC117889760|XP_034650097.1|DSUB	LOC120419500|XP_039438125.1|CPIP
OG0003549	LOC117889761|XP_034650099.1|DSUB	LOC120419503|XP_039438135.1|CPIP
OG0003550	LOC117891676|XP_034653142.1|DSUB	LOC120429771|XP_039450762.1|CPIP
OG0003551	LOC117891847|XP_034653489.1|DSUB	LOC120417809|XP_039435942.1|CPIP
OG0003552	LOC117891548|XP_034652955.1|DSUB	LOC120430257|XP_039451276.1|CPIP, LOC120419775|XP_039438541.1|CPIP
OG0003553	LOC117892446|XP_034654579.1|DSUB	LOC120419731|XP_039438457.1|CPIP, LOC120430258|XP_039451277.1|CPIP
OG0003554	LOC117894039|XP_034656777.1|DSUB	LOC120419746|XP_039438483.1|CPIP
OG0003555	LOC117893908|XP_034656577.1|DSUB	LOC120417397|XP_039435358.1|CPIP
OG0003556	LOC117893623|XP_034656191.1|DSUB	LOC120427109|XP_039447893.1|CPIP, LOC120427466|XP_039448270.1|CPIP
OG0003557	LOC117893857|XP_034656517.1|DSUB	LOC120431873|XP_039452937.1|CPIP, LOC120427123|XP_039447910.1|CPIP
OG0003558	LOC117895846|XP_034659695.1|DSUB	LOC120414214|XP_039431247.1|CPIP
OG0003559	LOC117895817|XP_034659634.1|DSUB	LOC120429274|XP_039450425.1|CPIP
OG0003560	LOC117893912|XP_034656584.1|DSUB	LOC120422644|XP_039442081.1|CPIP
OG0003561	LOC117892600|XP_034654830.1|DSUB	LOC120422627|XP_039442056.1|CPIP
OG0003562	LOC117891699|XP_034653182.1|DSUB	LOC120422625|XP_039442053.1|CPIP
