Orthogroup	DSUB.longest_only	DSIM.longest_only
OG0004928	LOC117892486|XP_034654643.1|DSUB	LOC6735207|XP_016028485.2|DSIM
OG0004929	LOC117895559|XP_034659159.1|DSUB	LOC6736219|XP_016029693.1|DSIM
OG0004930	LOC117891868|XP_034653521.1|DSUB	LOC6734060|XP_016027063.1|DSIM
OG0004931	LOC117892603|XP_034654834.1|DSUB	LOC6735418|XP_002082360.1|DSIM
OG0004932	LOC117895104|XP_034658396.1|DSUB	LOC6736211|XP_016029655.1|DSIM
OG0004933	LOC117891662|XP_034653109.1|DSUB	LOC6734792|XP_016027993.1|DSIM
OG0004934	LOC117891032|XP_034652089.1|DSUB	LOC6735980|XP_002082889.1|DSIM
OG0004935	LOC117892402|XP_034654519.1|DSUB	LOC6735115|XP_016028372.1|DSIM
OG0004936	LOC117893049|XP_034655317.1|DSUB	LOC6736795|XP_039149210.1|DSIM
OG0004937	LOC117895247|XP_034658649.1|DSUB	LOC6736994|XP_002083841.2|DSIM
OG0004938	LOC117893335|XP_034655816.1|DSUB	LOC27209155|XP_016030856.1|DSIM
OG0004939	LOC117895430|XP_034658970.1|DSUB	LOC6738672|XP_002085474.1|DSIM
OG0004940	LOC117895427|XP_034658956.1|DSUB	LOC6738675|XP_016032504.1|DSIM
OG0004941	LOC117893391|XP_034655879.1|DSUB	LOC6738249|XP_002085061.1|DSIM
OG0004942	LOC117895780|XP_034659569.1|DSUB	LOC6736889|XP_016030537.1|DSIM
OG0004943	LOC117895806|XP_034659621.1|DSUB	LOC6737264|XP_016030971.1|DSIM
OG0004944	LOC117894341|XP_034657219.1|DSUB	LOC6736516|XP_002083386.2|DSIM
OG0004945	LOC117890066|XP_034650596.1|DSUB	LOC6733273|XP_002080336.1|DSIM
OG0004946	LOC117894783|XP_034657900.1|DSUB	LOC6739012|XP_016032841.1|DSIM
OG0004947	LOC117893932|XP_034656606.1|DSUB	LOC6736386|XP_039150166.1|DSIM
OG0004948	LOC117894891|XP_034658065.1|DSUB	LOC6736388|XP_002083260.2|DSIM
OG0004949	LOC117893893|XP_034656561.1|DSUB	LOC6736392|XP_039150125.1|DSIM
OG0004950	LOC117893399|XP_034655889.1|DSUB	LOC6736216|XP_016029659.1|DSIM
OG0004951	LOC117898660|XP_034664126.1|DSUB	LOC6729902|XP_002105204.1|DSIM
OG0004952	LOC117894069|XP_034656813.1|DSUB	LOC6737789|XP_002084617.1|DSIM
OG0004953	LOC117893401|XP_034655891.1|DSUB	LOC6738262|XP_002085073.1|DSIM
OG0004954	LOC117893396|XP_034655885.1|DSUB	LOC6738260|XP_002085071.2|DSIM
OG0004955	LOC117893065|XP_034655363.1|DSUB	LOC6737060|XP_002083907.1|DSIM
OG0004956	LOC117891184|XP_034652401.1|DSUB	LOC6733809|XP_002080853.2|DSIM
OG0004957	LOC117894664|XP_034657731.1|DSUB	LOC6739607|XP_016030177.1|DSIM
OG0004958	LOC117894434|XP_034657388.1|DSUB	LOC6737784|XP_002084612.2|DSIM
OG0004959	LOC117894678|XP_034657746.1|DSUB	LOC6737783|XP_016031565.2|DSIM
OG0004960	LOC117893108|XP_034655432.1|DSUB	LOC6737782|XP_016031563.1|DSIM
OG0004961	LOC117891080|XP_034652151.1|DSUB	LOC27208567|XP_016026899.1|DSIM
OG0004962	LOC117895224|XP_034658610.1|DSUB	LOC6738952|XP_002085747.1|DSIM
OG0004963	LOC117895006|XP_034658244.1|DSUB	LOC6738601|XP_016032446.1|DSIM
OG0004964	LOC117893544|XP_034656085.1|DSUB	LOC6737501|XP_016031297.2|DSIM
OG0004965	LOC117893301|XP_034655768.1|DSUB	LOC6737120|XP_002083967.1|DSIM
OG0004966	LOC117893290|XP_034655750.1|DSUB	LOC6737121|XP_002083968.1|DSIM
OG0004967	LOC117892410|XP_034654531.1|DSUB	LOC6733249|XP_002080312.2|DSIM
OG0004968	LOC117894964|XP_034658188.1|DSUB	LOC6736777|XP_002083633.3|DSIM
OG0004969	LOC117890462|XP_034651201.1|DSUB	LOC6734681|XP_002081688.1|DSIM
OG0004970	LOC117894959|XP_034658180.1|DSUB	LOC6736776|XP_016030412.1|DSIM
OG0004971	LOC117894962|XP_034658184.1|DSUB	LOC6736774|XP_016030404.1|DSIM
OG0004972	LOC117893304|XP_034655772.1|DSUB	LOC120284201|XP_039148938.1|DSIM
OG0004973	LOC117894715|XP_034657788.1|DSUB	LOC6734402|XP_002081423.1|DSIM
OG0004974	LOC117894941|XP_034658154.1|DSUB	LOC6737775|XP_002084603.1|DSIM
OG0004975	LOC117894112|XP_034656883.1|DSUB	LOC6736764|XP_002083620.1|DSIM
OG0004976	LOC117895732|XP_034659478.1|DSUB	LOC27206254|XP_016030304.1|DSIM
OG0004977	LOC117891209|XP_034652439.1|DSUB	LOC6735920|XP_002082830.1|DSIM
OG0004978	LOC117892677|XP_034654966.1|DSUB	LOC6735117|XP_016028389.1|DSIM
OG0004979	LOC117895810|XP_034659627.1|DSUB	LOC6737258|XP_002084098.1|DSIM
OG0004980	LOC117894098|XP_034656861.1|DSUB	LOC6738168|XP_002084981.1|DSIM
OG0004981	LOC117894837|XP_034657976.1|DSUB	LOC6738649|XP_002085451.1|DSIM
OG0004982	LOC117894176|XP_034656972.1|DSUB	LOC6738645|XP_002085447.1|DSIM
OG0004983	LOC117893791|XP_034656425.1|DSUB	LOC6737515|XP_002084351.2|DSIM
OG0004984	LOC117894225|XP_034657032.1|DSUB	LOC6737033|XP_016030667.1|DSIM
OG0004985	LOC117895570|XP_034659181.1|DSUB	LOC6736368|XP_016029865.1|DSIM
OG0004986	LOC117893922|XP_034656595.1|DSUB	LOC6738533|XP_002085339.1|DSIM
OG0004987	LOC117895397|XP_034658916.1|DSUB	LOC6738386|XP_016032212.1|DSIM
OG0004989	LOC117895398|XP_034658917.1|DSUB	LOC6738387|XP_002085196.1|DSIM
OG0004990	LOC117890516|XP_034651311.1|DSUB	LOC6735461|XP_002082400.1|DSIM
OG0004991	LOC117892567|XP_034654780.1|DSUB	LOC6739392|XP_016027097.1|DSIM
OG0004992	LOC117892568|XP_034654781.1|DSUB	LOC6739396|XP_002076302.1|DSIM
OG0004993	LOC117894914|XP_034658100.1|DSUB	LOC6737790|XP_002084618.1|DSIM
OG0004994	LOC117893477|XP_034655991.1|DSUB	LOC6736617|XP_002083473.2|DSIM
OG0004995	LOC117894918|XP_034658108.1|DSUB	LOC6736671|XP_039150182.1|DSIM
OG0004996	LOC117895451|XP_034659014.1|DSUB	LOC6737379|XP_002084217.1|DSIM
OG0004997	LOC117891536|XP_034652938.1|DSUB	LOC6734704|XP_002081711.1|DSIM
OG0004998	LOC117891271|XP_034652537.1|DSUB	LOC6734611|XP_002081619.1|DSIM
OG0004999	LOC117893016|XP_034655263.1|DSUB	LOC6736857|XP_016030502.1|DSIM
OG0005000	LOC117892031|XP_034653846.1|DSUB	LOC6733875|XP_002080919.1|DSIM
OG0005001	LOC117895295|XP_034658740.1|DSUB	LOC6737222|XP_039149818.1|DSIM
OG0005002	LOC117899102|XP_034664773.1|DSUB	LOC6728389|XP_002103737.2|DSIM
OG0005003	LOC117893581|XP_034656145.1|DSUB	LOC6737232|XP_016030941.1|DSIM
OG0005004	LOC117894741|XP_034657831.1|DSUB	LOC6737063|XP_002083910.1|DSIM
OG0005005	LOC117893785|XP_034656420.1|DSUB	LOC6738664|XP_016032486.1|DSIM
OG0005006	LOC117895131|XP_034658436.1|DSUB	LOC6736317|XP_016029792.1|DSIM
OG0005007	LOC117893492|XP_034656017.1|DSUB	LOC6738486|XP_002085292.1|DSIM
OG0005008	LOC117894180|XP_034656977.1|DSUB	LOC6736266|XP_016029755.1|DSIM
OG0005009	LOC117893365|XP_034655847.1|DSUB	LOC6738463|XP_002085270.1|DSIM
OG0005010	LOC117893364|XP_034655846.1|DSUB	LOC27209292|XP_016031492.1|DSIM
OG0005011	LOC117889842|XP_034650225.1|DSUB	LOC27208453|XP_016029364.1|DSIM
OG0005012	LOC117893474|XP_034655987.1|DSUB	LOC6738941|XP_002085736.1|DSIM
OG0005013	LOC117896226|XP_034660252.1|DSUB	LOC6728840|XP_002104174.2|DSIM
OG0005014	LOC117895058|XP_034658329.1|DSUB	LOC6737507|XP_039149050.1|DSIM
OG0005015	LOC117894818|XP_034657951.1|DSUB	LOC6738741|XP_002085541.3|DSIM
OG0005016	LOC117894840|XP_034657979.1|DSUB	LOC6738233|XP_002085045.1|DSIM
OG0005017	LOC117895273|XP_034658689.1|DSUB	LOC6739626|XP_016031001.1|DSIM
OG0005018	LOC117892904|XP_034655100.1|DSUB	LOC6736223|XP_016029733.1|DSIM
OG0005019	LOC117893098|XP_034655421.1|DSUB	LOC27207525|XP_016032127.1|DSIM
OG0005020	LOC117890924|XP_034651946.1|DSUB	LOC6733801|XP_002080845.1|DSIM
OG0005021	LOC117901585|XP_034668285.1|DSUB	LOC6731800|XP_002078935.1|DSIM
OG0005022	LOC117895277|XP_034658702.1|DSUB	LOC6736373|XP_002083249.1|DSIM
OG0005023	LOC117890170|XP_034650760.1|DSUB	LOC6733768|XP_016026723.1|DSIM
OG0005024	LOC117893564|XP_034656124.1|DSUB	LOC6736401|XP_039150126.1|DSIM
OG0005025	LOC117895515|XP_034659111.1|DSUB	LOC27209462|XP_016031163.1|DSIM
OG0005026	LOC117895303|XP_034658753.1|DSUB	LOC6737216|XP_002084056.1|DSIM
OG0005027	LOC117893936|XP_034656611.1|DSUB	LOC6736693|XP_039149095.1|DSIM
OG0005028	LOC117898012|XP_034663032.1|DSUB	LOC6728344|XP_016034970.1|DSIM
OG0005029	LOC117894682|XP_034657751.1|DSUB	LOC6738481|XP_002085288.2|DSIM
OG0005030	LOC117895108|XP_034658402.1|DSUB	LOC6736206|XP_002083101.1|DSIM
OG0005031	LOC117893518|XP_034656048.1|DSUB	LOC6737568|XP_016031357.1|DSIM
OG0005032	LOC117893284|XP_034655741.1|DSUB	LOC6738964|XP_016032791.1|DSIM
OG0005033	LOC117893085|XP_034655397.1|DSUB	LOC27208506|XP_016030547.1|DSIM
OG0005034	LOC117893087|XP_034655401.1|DSUB	LOC27209473|XP_016030549.1|DSIM
OG0005035	LOC117894662|XP_034657728.1|DSUB	LOC6738959|XP_016032785.1|DSIM
OG0005036	LOC117894351|XP_034657231.1|DSUB	LOC6736504|XP_002083374.1|DSIM
OG0005037	LOC117894486|XP_034657484.1|DSUB	LOC6737419|XP_016031185.1|DSIM
OG0005038	LOC117893089|XP_034655405.1|DSUB	LOC6736648|XP_016030242.1|DSIM
OG0005039	LOC117902364|XP_034669570.1|DSUB	LOC6730952|XP_002078115.1|DSIM
OG0005040	LOC117892990|XP_034655233.1|DSUB	LOC6738987|XP_002085782.2|DSIM
OG0005041	LOC117895227|XP_034658614.1|DSUB	LOC6738951|XP_002085746.1|DSIM
OG0005042	LOC117893074|XP_034655383.1|DSUB	LOC6736526|XP_002083396.2|DSIM
OG0005043	LOC117890610|XP_034651440.1|DSUB	LOC27206904|XP_016028815.1|DSIM
OG0005044	LOC117890899|XP_034651885.1|DSUB	LOC6735478|XP_002082417.1|DSIM
OG0005045	LOC117889957|XP_034650406.1|DSUB	LOC6735475|XP_016028814.1|DSIM
OG0005046	LOC117890817|XP_034651778.1|DSUB	LOC6735119|XP_002082096.1|DSIM
OG0005047	LOC117895192|XP_034658565.1|DSUB	LOC6737841|XP_002084669.1|DSIM
OG0005048	LOC117894586|XP_034657622.1|DSUB	LOC6737840|XP_002084668.1|DSIM
OG0005049	LOC117895845|XP_034659691.1|DSUB	LOC6738957|XP_039149584.1|DSIM
OG0005050	LOC117890255|XP_034650895.1|DSUB	LOC6739397|XP_016027096.1|DSIM
OG0005051	LOC117893645|XP_034656222.1|DSUB	LOC6738973|XP_016032800.1|DSIM
OG0005052	LOC117893649|XP_034656229.1|DSUB	LOC6738975|XP_002085770.1|DSIM
OG0005053	LOC117900313|XP_034666534.1|DSUB	LOC6731662|XP_002078802.1|DSIM
OG0005054	LOC117893592|XP_034656157.1|DSUB	LOC6738842|XP_016032662.1|DSIM
OG0005055	LOC117903520|XP_034671525.1|DSUB	LOC6726480|XP_016040095.1|DSIM
OG0005056	LOC117891466|XP_034652840.1|DSUB	LOC6734622|XP_016027773.1|DSIM
OG0005057	LOC117895865|XP_034659722.1|DSUB	LOC6737151|XP_016030792.1|DSIM
OG0005058	LOC117894387|XP_034657284.1|DSUB	LOC6736860|XP_039149199.1|DSIM
OG0005059	LOC117890274|XP_034650924.1|DSUB	LOC6736119|XP_016029507.1|DSIM
OG0005060	LOC117890916|XP_034651929.1|DSUB	LOC6736118|XP_016029501.1|DSIM
OG0005061	LOC117900874|XP_034667290.1|DSUB	LOC6731221|XP_002078380.2|DSIM
OG0005062	LOC117892058|XP_034653878.1|DSUB	LOC6735970|XP_016029327.1|DSIM
OG0005063	LOC117892000|XP_034653779.1|DSUB	LOC6730394|XP_002102052.1|DSIM
OG0005064	LOC117893740|XP_034656360.1|DSUB	LOC6738244|XP_002085056.1|DSIM
OG0005065	LOC117890424|XP_034651135.1|DSUB	LOC6733393|XP_016026315.1|DSIM
OG0005066	LOC117891256|XP_034652516.1|DSUB	LOC6734786|XP_002081789.2|DSIM
OG0005067	LOC117890862|XP_034651840.1|DSUB	LOC6735684|XP_016029054.1|DSIM
OG0005068	LOC117892967|XP_034655191.1|DSUB	LOC6738552|XP_002085357.2|DSIM
OG0005069	LOC117891484|XP_034652855.1|DSUB	LOC6733467|XP_002080524.1|DSIM
OG0005070	LOC117891023|XP_034652076.1|DSUB	LOC6739507|XP_016029346.1|DSIM
OG0005071	LOC117895071|XP_034658346.1|DSUB	LOC6737695|XP_016031463.1|DSIM
OG0005072	LOC117902904|XP_034670355.1|DSUB	LOC27206706|XP_016037648.1|DSIM
OG0005073	LOC117890874|XP_034651857.1|DSUB	LOC6735068|XP_002082045.1|DSIM
OG0005074	LOC117895290|XP_034658726.1|DSUB	LOC6737210|XP_016030905.1|DSIM
OG0005075	LOC117891890|XP_034653582.1|DSUB	LOC6735562|XP_002082482.1|DSIM
OG0005076	LOC117891546|XP_034652953.1|DSUB	LOC6733939|XP_002080983.2|DSIM
OG0005078	LOC117893042|XP_034655308.1|DSUB	LOC6736655|XP_016030256.1|DSIM
OG0005079	LOC117891952|XP_034653702.1|DSUB	LOC6736160|XP_016029568.1|DSIM
OG0005080	LOC117895230|XP_034658618.1|DSUB	LOC6736555|XP_016030133.1|DSIM
OG0005081	LOC117890096|XP_034650650.1|DSUB	LOC6733302|XP_016026225.1|DSIM
OG0005082	LOC117895658|XP_034659366.1|DSUB	LOC6738204|XP_002085017.1|DSIM
OG0005083	LOC117903760|XP_034672060.1|DSUB, LOC117901897|XP_034668752.1|DSUB	LOC6731433|XP_002078584.1|DSIM
OG0005084	LOC117895336|XP_034658804.1|DSUB	LOC6737993|XP_039149684.1|DSIM
OG0005085	LOC117895501|XP_034659089.1|DSUB	LOC6737624|XP_039149899.1|DSIM
OG0005086	LOC117890834|XP_034651808.1|DSUB	LOC6733375|XP_002080432.2|DSIM
OG0005087	LOC117894442|XP_034657409.1|DSUB	LOC6737488|XP_016031270.1|DSIM
OG0005088	LOC117890849|XP_034651825.1|DSUB	LOC6733933|XP_039147400.1|DSIM
OG0005089	LOC117890847|XP_034651822.1|DSUB	LOC6733935|XP_002080979.1|DSIM
OG0005090	LOC117892554|XP_034654756.1|DSUB	LOC6735251|XP_002082224.1|DSIM
OG0005091	LOC117890710|XP_034651630.1|DSUB	LOC6734204|XP_039148067.1|DSIM
OG0005092	LOC117895713|XP_034659456.1|DSUB	LOC6737166|XP_002084012.1|DSIM
OG0005093	LOC117894817|XP_034657949.1|DSUB	LOC6738745|XP_016032556.1|DSIM
OG0005094	LOC117893195|XP_034655596.1|DSUB	LOC6736653|XP_039149939.1|DSIM
OG0005095	LOC117891957|XP_034653711.1|DSUB	LOC6736149|XP_016029535.1|DSIM
OG0005096	LOC117900633|XP_034666953.1|DSUB	LOC6730790|XP_002077958.1|DSIM
OG0005097	LOC117891428|XP_034652790.1|DSUB	LOC6735586|XP_016028948.1|DSIM
OG0005098	LOC117892208|XP_034654199.1|DSUB	LOC6736092|XP_016029486.1|DSIM
OG0005099	LOC117892285|XP_034654296.1|DSUB	LOC6736135|XP_002083035.1|DSIM
OG0005100	LOC117892280|XP_034654291.1|DSUB	LOC6736136|XP_016029525.1|DSIM
OG0005101	LOC117896735|XP_034661092.1|DSUB	LOC6727374|XP_002102759.1|DSIM
OG0005102	LOC117889949|XP_034650379.1|DSUB	LOC6735474|XP_016028781.1|DSIM
OG0005103	LOC117891020|XP_034652073.1|DSUB	LOC6735983|XP_002082892.1|DSIM
OG0005104	LOC117901040|XP_034667540.1|DSUB	LOC6731519|XP_002078667.1|DSIM
OG0005105	LOC117894001|XP_034656715.1|DSUB	LOC6738448|XP_002085255.1|DSIM
OG0005106	LOC117893230|XP_034655673.1|DSUB	LOC6736537|XP_039150056.1|DSIM
OG0005107	LOC117894667|XP_034657735.1|DSUB	LOC6736579|XP_002083441.1|DSIM
OG0005108	LOC117891253|XP_034652514.1|DSUB	LOC6734442|XP_002081462.1|DSIM
OG0005109	LOC117903766|XP_034672070.1|DSUB	LOC6725663|XP_002106669.2|DSIM
OG0005110	LOC117894042|XP_034656782.1|DSUB	LOC6738354|XP_002085164.2|DSIM
OG0005111	LOC117894587|XP_034657623.1|DSUB	LOC6736920|XP_016030566.1|DSIM
OG0005112	LOC117894303|XP_034657160.1|DSUB	LOC6736310|XP_002083194.1|DSIM
OG0005113	LOC117894597|XP_034657638.1|DSUB	LOC6736919|XP_016030570.1|DSIM
OG0005114	LOC117893122|XP_034655462.1|DSUB	LOC6736467|XP_002083338.1|DSIM
OG0005115	LOC117902210|XP_034669320.1|DSUB	LOC6731023|XP_016023512.1|DSIM
OG0005116	LOC117893967|XP_034656658.1|DSUB	LOC6738378|XP_002085187.1|DSIM
OG0005117	LOC117891918|XP_034653636.1|DSUB	LOC6739933|XP_039152697.1|DSIM
OG0005118	LOC117902020|XP_034668968.1|DSUB	LOC6731695|XP_002078831.2|DSIM
OG0005119	LOC117890204|XP_034650803.1|DSUB	LOC6734599|XP_016027731.1|DSIM
OG0005120	LOC117895474|XP_034659043.1|DSUB	LOC6736416|XP_016029919.1|DSIM
OG0005121	LOC117894257|XP_034657102.1|DSUB	LOC6738694|XP_002085496.1|DSIM
OG0005122	LOC117893369|XP_034655853.1|DSUB	LOC6737909|XP_016031684.1|DSIM
OG0005123	LOC117895099|XP_034658387.1|DSUB	LOC6738591|XP_002085395.1|DSIM
OG0005124	LOC117893969|XP_034656661.1|DSUB	LOC6738368|XP_039149611.1|DSIM
OG0005125	LOC117893961|XP_034656648.1|DSUB	LOC6738370|XP_039149596.1|DSIM
OG0005126	LOC117895326|XP_034658787.1|DSUB	LOC6737279|XP_016030996.1|DSIM
OG0005127	LOC117894375|XP_034657270.1|DSUB	LOC6736442|XP_002083313.1|DSIM
OG0005128	LOC117890086|XP_034650635.1|DSUB	LOC6734250|XP_016027300.1|DSIM
OG0005129	LOC117894086|XP_034656845.1|DSUB	LOC6738860|XP_016032683.1|DSIM
OG0005130	LOC117893107|XP_034655431.1|DSUB	LOC6738904|XP_002085699.1|DSIM
OG0005131	LOC117895600|XP_034659239.1|DSUB	LOC6737142|XP_016030768.1|DSIM
OG0005132	LOC117892988|XP_034655231.1|DSUB	LOC6737612|XP_002084444.1|DSIM
OG0005133	LOC117894734|XP_034657823.1|DSUB	LOC6736619|XP_016030206.1|DSIM
OG0005134	LOC117894439|XP_034657396.1|DSUB	LOC6737836|XP_016031610.2|DSIM
OG0005135	LOC117895396|XP_034658915.1|DSUB	LOC27206271|XP_016029927.1|DSIM
OG0005136	LOC117895675|XP_034659388.1|DSUB	LOC6736426|XP_016029930.1|DSIM
OG0005137	LOC117899050|XP_034664701.1|DSUB	LOC27207840|XP_016036565.1|DSIM
OG0005138	LOC117895464|XP_034659030.1|DSUB	LOC6736898|XP_002083751.1|DSIM
OG0005139	LOC117894569|XP_034657595.1|DSUB	LOC6736962|XP_016030601.1|DSIM
OG0005140	LOC117902221|XP_034669345.1|DSUB	LOC6731024|XP_002078185.1|DSIM
OG0005141	LOC117891532|XP_034652924.1|DSUB	LOC6734701|XP_039147840.1|DSIM
OG0005142	LOC117894113|XP_034656884.1|DSUB	LOC6737325|XP_002084163.1|DSIM
OG0005143	LOC117895156|XP_034658485.1|DSUB	LOC6737318|XP_016031039.1|DSIM
OG0005144	LOC117895160|XP_034658506.1|DSUB	LOC6737320|XP_002084158.1|DSIM
OG0005145	LOC117895158|XP_034658504.1|DSUB	LOC6737322|XP_002084160.1|DSIM
OG0005146	LOC117895797|XP_034659605.1|DSUB	LOC6738996|XP_002085791.1|DSIM
OG0005147	LOC117895801|XP_034659613.1|DSUB	LOC6738995|XP_016032822.1|DSIM
OG0005148	LOC117895491|XP_034659078.1|DSUB	LOC6737415|XP_016031175.1|DSIM
OG0005149	LOC117891706|XP_034653190.1|DSUB	LOC6734986|XP_002081968.1|DSIM
OG0005150	LOC117894804|XP_034657929.1|DSUB	LOC6738312|XP_002085122.1|DSIM
OG0005151	LOC117893843|XP_034656500.1|DSUB	LOC6736759|XP_002083615.2|DSIM
OG0005152	LOC117895047|XP_034658316.1|DSUB	LOC6736755|XP_002083611.1|DSIM
OG0005153	LOC117895435|XP_034658980.1|DSUB	LOC6736753|XP_002083609.1|DSIM
OG0005154	LOC117895433|XP_034658974.1|DSUB	LOC6736751|XP_016030376.1|DSIM
OG0005155	LOC117895285|XP_034658714.1|DSUB	LOC6736220|XP_039149392.1|DSIM
OG0005156	LOC117898960|XP_034664589.1|DSUB	LOC6727239|XP_002102631.1|DSIM
OG0005157	LOC117891553|XP_034652963.1|DSUB	LOC6735686|XP_016029057.1|DSIM
OG0005158	LOC117895246|XP_034658648.1|DSUB	LOC6737002|XP_016030628.1|DSIM
OG0005159	LOC117893324|XP_034655804.1|DSUB	LOC6738345|XP_016032191.2|DSIM
OG0005160	LOC117893500|XP_034656029.1|DSUB	LOC6739659|XP_002076553.1|DSIM
OG0005161	LOC117891365|XP_034652691.1|DSUB	LOC6739516|XP_016029406.1|DSIM
OG0005162	LOC117899973|XP_034666027.1|DSUB	LOC6725514|XP_002106527.1|DSIM
OG0005163	LOC117895437|XP_034658982.1|DSUB	LOC6739106|XP_002085899.1|DSIM
OG0005164	LOC117894233|XP_034657041.1|DSUB	LOC27209466|XP_016031585.1|DSIM
OG0005165	LOC117890303|XP_034650968.1|DSUB	LOC6733237|XP_016026117.1|DSIM
OG0005166	LOC117899176|XP_034664928.1|DSUB	LOC6726803|XP_002102210.1|DSIM
OG0005167	LOC117899181|XP_034664932.1|DSUB	LOC6726802|XP_002102209.2|DSIM
OG0005168	LOC117893485|XP_034656008.1|DSUB	LOC6738414|XP_002085223.2|DSIM
OG0005169	LOC117892986|XP_034655229.1|DSUB	LOC6736717|XP_016030329.1|DSIM
OG0005170	LOC117892978|XP_034655211.1|DSUB	LOC6736716|XP_016030326.1|DSIM
OG0005171	LOC117892983|XP_034655224.1|DSUB	LOC6736715|XP_002083571.1|DSIM
OG0005172	LOC117891885|XP_034653573.1|DSUB	LOC6735560|XP_016028897.1|DSIM
OG0005173	LOC117891423|XP_034652784.1|DSUB	LOC6733289|XP_002080352.3|DSIM
OG0005174	LOC117892132|XP_034654059.1|DSUB	LOC6735889|XP_016029244.1|DSIM
OG0005175	LOC117891623|XP_034653050.1|DSUB	LOC6735870|XP_002082780.2|DSIM
OG0005176	LOC117891310|XP_034652611.1|DSUB	LOC6735158|XP_016028438.1|DSIM
OG0005177	LOC117890818|XP_034651779.1|DSUB	LOC6735872|XP_016029235.1|DSIM
OG0005178	LOC117895141|XP_034658456.1|DSUB	LOC6737290|XP_002084130.1|DSIM
OG0005179	LOC117895408|XP_034658931.1|DSUB	LOC6737307|XP_002084147.2|DSIM
OG0005180	LOC117895564|XP_034659171.1|DSUB	LOC6736364|XP_016029857.1|DSIM
OG0005181	LOC117889629|XP_034649973.1|DSUB	LOC6726132|XP_016039646.1|DSIM
OG0005182	LOC117889982|XP_034650454.1|DSUB	LOC6733679|XP_016026650.1|DSIM
OG0005183	LOC117892066|XP_034653943.1|DSUB	LOC6733870|XP_016026892.1|DSIM
OG0005184	LOC117892064|XP_034653940.1|DSUB	LOC6733867|XP_039147390.1|DSIM
OG0005185	LOC117890661|XP_034651525.1|DSUB	LOC6733694|XP_016026666.1|DSIM
OG0005186	LOC117889774|XP_034650126.1|DSUB	LOC6733982|XP_016027015.1|DSIM
OG0005187	LOC117891415|XP_034652773.1|DSUB	LOC6733290|XP_039147935.1|DSIM
OG0005188	LOC117890669|XP_034651536.1|DSUB	LOC6735118|XP_016028393.1|DSIM
OG0005189	LOC117902233|XP_034669365.1|DSUB	LOC6726438|XP_016039996.1|DSIM
OG0005190	LOC117894132|XP_034656917.1|DSUB	LOC6737191|XP_002084037.2|DSIM
OG0005191	LOC117896111|XP_034660056.1|DSUB	LOC6727837|XP_016034423.1|DSIM
OG0005192	LOC117891854|XP_034653499.1|DSUB	LOC6735026|XP_016028300.1|DSIM
OG0005193	LOC117890659|XP_034651522.1|DSUB	LOC6733698|XP_039147806.1|DSIM
OG0005194	LOC117892262|XP_034654268.1|DSUB	LOC6735409|XP_039147352.1|DSIM
OG0005195	LOC117892539|XP_034654737.1|DSUB	LOC6733405|XP_002080462.2|DSIM
OG0005196	LOC117894685|XP_034657755.1|DSUB	LOC6738839|XP_002085639.1|DSIM
OG0005197	LOC117892715|XP_034655026.1|DSUB	LOC6739518|XP_016029419.1|DSIM
OG0005198	LOC117894147|XP_034656933.1|DSUB	LOC6737854|XP_002084682.3|DSIM
OG0005199	LOC117891667|XP_034653123.1|DSUB	LOC6734631|XP_002081639.1|DSIM
OG0005200	LOC117890727|XP_034651670.1|DSUB	LOC6734898|XP_002081895.1|DSIM
OG0005201	LOC117891641|XP_034653077.1|DSUB	LOC6736166|XP_002083066.1|DSIM
OG0005202	LOC117892659|XP_034654936.1|DSUB	LOC27208914|XP_016026360.1|DSIM
OG0005203	LOC117890695|XP_034651581.1|DSUB	LOC6734461|XP_039147503.1|DSIM
OG0005204	LOC117900010|XP_034666085.1|DSUB	LOC6731258|XP_016023814.1|DSIM
OG0005205	LOC117901290|XP_034667876.1|DSUB	LOC6730860|XP_016023286.1|DSIM
OG0005206	LOC117889980|XP_034650452.1|DSUB	LOC6735895|XP_002082805.1|DSIM
OG0005207	LOC117892151|XP_034654090.1|DSUB	LOC6733714|XP_002080761.2|DSIM
OG0005208	LOC117890261|XP_034650909.1|DSUB	LOC27207579|XP_039147861.1|DSIM
OG0005209	LOC117900326|XP_034666547.1|DSUB	LOC6732387|XP_002079508.3|DSIM
OG0005210	LOC117901132|XP_034667664.1|DSUB	LOC6732386|XP_039151677.1|DSIM
OG0005211	LOC117893631|XP_034656205.1|DSUB	LOC6739101|XP_016032942.1|DSIM
OG0005212	LOC117892724|XP_034655037.1|DSUB	LOC27207041|XP_016029418.1|DSIM
OG0005213	LOC117902148|XP_034669211.1|DSUB	LOC6725301|XP_002106319.1|DSIM
OG0005214	LOC117902777|XP_034670264.1|DSUB	LOC6731431|XP_016024054.1|DSIM
OG0005215	LOC117900186|XP_034666323.1|DSUB	LOC6730909|XP_016023340.1|DSIM
OG0005216	LOC117901306|XP_034667907.1|DSUB	LOC6732811|XP_002079924.1|DSIM
OG0005217	LOC117902466|XP_034669763.1|DSUB	LOC6733089|XP_039146949.1|DSIM
OG0005218	LOC117902517|XP_034669832.1|DSUB	LOC6731582|XP_016024258.1|DSIM
OG0005219	LOC117891771|XP_034653318.1|DSUB	LOC6733663|XP_002080710.1|DSIM
