Orthogroup	DSUB.longest_only	DANA.longest_only
OG0005371	LOC117901816|XP_034668624.1|DSUB	LOC6498445|XP_001962833.1|DANA
OG0005372	LOC117898115|XP_034663193.1|DSUB	LOC6505686|XP_001964457.1|DANA
OG0005373	LOC117900741|XP_034667107.1|DSUB	LOC6498653|XP_032308663.1|DANA
OG0005374	LOC117902768|XP_034670252.1|DSUB	LOC6497369|XP_001962225.1|DANA
OG0005375	LOC117902766|XP_034670249.1|DSUB	LOC6498169|XP_001962224.2|DANA
OG0005376	LOC117902736|XP_034670202.1|DSUB	LOC6503806|XP_001965245.2|DANA
OG0005377	LOC117895565|XP_034659172.1|DSUB	LOC6507605|XP_001955990.1|DANA
OG0005378	LOC117901023|XP_034667515.1|DSUB	LOC6497542|XP_001961863.3|DANA
OG0005379	LOC117900053|XP_034666140.1|DSUB	LOC6497429|XP_001962101.2|DANA
OG0005380	LOC117901452|XP_034668089.1|DSUB	LOC6497992|XP_001961852.2|DANA
OG0005381	LOC117900174|XP_034666310.1|DSUB	LOC6497634|XP_001961670.2|DANA
OG0005382	LOC117902485|XP_034669788.1|DSUB	LOC6506907|XP_014760582.1|DANA
OG0005383	LOC117895456|XP_034659019.1|DSUB	LOC6493407|XP_032310777.1|DANA
OG0005384	LOC117896115|XP_034660061.1|DSUB	LOC6499318|XP_001954881.1|DANA
OG0005385	LOC117891976|XP_034653742.1|DSUB	LOC6495522|XP_001959031.1|DANA
OG0005386	LOC117891001|XP_034652048.1|DSUB	LOC6494143|XP_014762648.1|DANA
OG0005387	LOC117896132|XP_034660084.1|DSUB	LOC6500845|XP_032305746.1|DANA
OG0005388	LOC117900112|XP_034666227.1|DSUB	LOC6498320|XP_001962532.1|DANA
OG0005389	LOC117902640|XP_034670055.1|DSUB	LOC6506002|XP_001965063.1|DANA
OG0005390	LOC117902719|XP_034670175.1|DSUB	LOC6498523|XP_001962990.1|DANA
OG0005391	LOC117902721|XP_034670177.1|DSUB	LOC6498521|XP_001962988.1|DANA
OG0005392	LOC117900903|XP_034667353.1|DSUB	LOC6497920|XP_001961713.1|DANA
OG0005393	LOC117897664|XP_034662553.1|DSUB	LOC6500867|XP_001954068.1|DANA
OG0005394	LOC117900899|XP_034667341.1|DSUB	LOC6497921|XP_001961715.1|DANA
OG0005395	LOC117900487|XP_034666763.1|DSUB	LOC6497873|XP_001961618.1|DANA
OG0005396	LOC117902789|XP_034670285.1|DSUB	LOC6498081|XP_001962045.1|DANA
OG0005397	LOC117902802|XP_034670314.1|DSUB	LOC6498080|XP_001962044.1|DANA
OG0005398	LOC117899179|XP_034664931.1|DSUB	LOC6500035|XP_001953349.2|DANA
OG0005399	LOC117891242|XP_034652478.1|DSUB	LOC6495427|XP_032306827.1|DANA
OG0005400	LOC117891109|XP_034652192.1|DSUB	LOC6495567|XP_032306577.1|DANA
OG0005401	LOC117900358|XP_034666598.1|DSUB	LOC6497457|XP_001962033.1|DANA
OG0005402	LOC117900357|XP_034666597.1|DSUB	LOC6498076|XP_001962035.1|DANA
OG0005403	LOC117902795|XP_034670304.1|DSUB	LOC6497454|XP_001962040.1|DANA
OG0005404	LOC117902796|XP_034670305.1|DSUB	LOC6498078|XP_001962039.1|DANA
OG0005405	LOC117890910|XP_034651915.1|DSUB	LOC6495856|XP_001959716.1|DANA
OG0005406	LOC117890901|XP_034651887.1|DSUB	LOC6495004|XP_001959237.2|DANA
OG0005407	LOC117890760|XP_034651712.1|DSUB	LOC6494184|XP_001960809.1|DANA
OG0005408	LOC117902225|XP_034669349.1|DSUB	LOC6498512|XP_032311268.1|DANA
OG0005409	LOC117901491|XP_034668150.1|DSUB	LOC6505488|XP_001964941.2|DANA
OG0005410	LOC117902230|XP_034669355.1|DSUB	LOC6498519|XP_001962986.1|DANA
OG0005411	LOC117890394|XP_034651090.1|DSUB	LOC6495704|XP_001959406.1|DANA
OG0005412	LOC117892377|XP_034654477.1|DSUB	LOC6495711|XP_001959417.1|DANA
OG0005413	LOC117891523|XP_034652912.1|DSUB	LOC6495773|XP_001959544.1|DANA
OG0005414	LOC117894114|XP_034656889.1|DSUB	LOC6503029|XP_001963378.1|DANA
OG0005415	LOC117903535|XP_034671612.1|DSUB	LOC6502271|XP_032309375.1|DANA
OG0005416	LOC117890878|XP_034651861.1|DSUB	LOC6494577|XP_001960069.1|DANA
OG0005417	LOC117901469|XP_034668122.1|DSUB	LOC6497619|XP_001961699.1|DANA
OG0005418	LOC117901595|XP_034668298.1|DSUB	LOC6498161|XP_001962208.1|DANA
OG0005419	LOC117901787|XP_034668587.1|DSUB	LOC6498595|XP_001963128.1|DANA
OG0005420	LOC117901633|XP_034668354.1|DSUB	LOC6498238|XP_001962366.1|DANA
OG0005421	LOC117902386|XP_034669598.1|DSUB	LOC6498301|XP_032307611.1|DANA
OG0005422	LOC117903455|XP_034671381.1|DSUB	LOC6501820|XP_001966861.1|DANA
OG0005423	LOC117902459|XP_034669750.1|DSUB	LOC6505412|XP_001964884.1|DANA
OG0005424	LOC117889757|XP_034650093.1|DSUB	LOC6495589|XP_001959155.1|DANA
OG0005425	LOC117903154|XP_034670881.1|DSUB	LOC6502031|XP_032308622.1|DANA
OG0005426	LOC117889856|XP_034650247.1|DSUB	LOC6495933|XP_001959877.1|DANA
OG0005427	LOC117900375|XP_034666618.1|DSUB	LOC6498026|XP_001961918.1|DANA
OG0005428	LOC117902491|XP_034669803.1|DSUB	LOC6497338|XP_001962294.1|DANA
OG0005429	LOC117902335|XP_034669523.1|DSUB	LOC6504207|XP_001965155.1|DANA
OG0005430	LOC117902337|XP_034669527.1|DSUB	LOC6506339|XP_032310996.1|DANA
OG0005431	LOC117901067|XP_034667570.1|DSUB	LOC6504194|XP_032311252.1|DANA
OG0005432	LOC117902188|XP_034669255.1|DSUB	LOC6505413|XP_001966910.2|DANA
OG0005433	LOC117890757|XP_034651709.1|DSUB	LOC6495959|XP_001959934.1|DANA
OG0005434	LOC117902446|XP_034669731.1|DSUB	LOC6496696|XP_032309174.1|DANA
OG0005435	LOC117902190|XP_034669257.1|DSUB	LOC26514146|XP_032309149.1|DANA
OG0005436	LOC117902189|XP_034669256.1|DSUB	LOC6505391|XP_001966904.2|DANA
OG0005437	LOC117896854|XP_034661273.1|DSUB	LOC6499863|XP_001953747.1|DANA
OG0005438	LOC117900817|XP_034667201.1|DSUB	LOC6497884|XP_001961644.1|DANA
OG0005439	LOC117899122|XP_034664806.1|DSUB	LOC6500171|XP_032305776.1|DANA
OG0005440	LOC117902400|XP_034669623.1|DSUB	LOC6497850|XP_001961568.2|DANA
OG0005441	LOC117900497|XP_034666777.1|DSUB	LOC6498459|XP_001962870.1|DANA
OG0005442	LOC117900122|XP_034666238.1|DSUB	LOC6498073|XP_001962025.1|DANA
OG0005443	LOC117901111|XP_034667635.1|DSUB	LOC6498570|XP_001963090.2|DANA
OG0005444	LOC117901155|XP_034667696.1|DSUB	LOC6507456|XP_001965382.1|DANA
OG0005445	LOC117901291|XP_034667877.1|DSUB	LOC6498625|XP_001963180.1|DANA
OG0005446	LOC117900842|XP_034667246.1|DSUB	LOC6498144|XP_001962170.1|DANA
OG0005447	LOC117902214|XP_034669331.1|DSUB	LOC6506243|XP_001965141.1|DANA
OG0005448	LOC117890208|XP_034650830.1|DSUB	LOC6494735|XP_001959760.1|DANA
OG0005449	LOC117896631|XP_034660968.1|DSUB	LOC6502717|XP_001963655.1|DANA
OG0005450	LOC117897451|XP_034662187.1|DSUB	LOC6499232|XP_001955056.1|DANA
OG0005451	LOC117899988|XP_034666048.1|DSUB	LOC6497628|XP_032307399.1|DANA
OG0005452	LOC117890707|XP_034651623.1|DSUB	LOC6494185|XP_014762663.1|DANA
OG0005453	LOC117898904|XP_034664478.1|DSUB	LOC6501207|XP_001954764.1|DANA
OG0005454	LOC117901706|XP_034668467.1|DSUB	LOC6498478|XP_001962905.1|DANA
OG0005455	LOC117892213|XP_034654204.1|DSUB	LOC6496472|XP_001960971.1|DANA
OG0005456	LOC117902288|XP_034669456.1|DSUB	LOC6497525|XP_001961905.1|DANA
OG0005457	LOC117902175|XP_034669208.1|DSUB	LOC6498022|XP_014761931.1|DANA
OG0005458	LOC117901568|XP_034668257.1|DSUB	LOC6507017|XP_014760592.1|DANA
OG0005459	LOC117902077|XP_034669058.1|DSUB	LOC6504219|XP_001965136.1|DANA
OG0005460	LOC117900099|XP_034666210.1|DSUB	LOC6497571|XP_001961793.1|DANA
OG0005461	LOC117901450|XP_034668086.1|DSUB	LOC6497516|XP_001961923.1|DANA
OG0005462	LOC117901241|XP_034667808.1|DSUB	LOC6497515|XP_001961925.1|DANA
OG0005463	LOC117895085|XP_034658373.1|DSUB	LOC6507244|XP_001956401.1|DANA
OG0005464	LOC117902750|XP_034670228.1|DSUB	LOC6497517|XP_001961922.1|DANA
OG0005465	LOC117902174|XP_034669206.1|DSUB	LOC6498023|XP_032307301.1|DANA
OG0005466	LOC117902172|XP_034669204.1|DSUB	LOC6498020|XP_032307431.1|DANA
OG0005467	LOC117897533|XP_034662345.1|DSUB	LOC6499491|XP_001954523.1|DANA
OG0005468	LOC117902785|XP_034670282.1|DSUB	LOC6497447|XP_001962058.1|DANA
OG0005469	LOC117901371|XP_034667972.1|DSUB	LOC6497506|XP_001961943.1|DANA
OG0005470	LOC117902291|XP_034669460.1|DSUB	LOC6497505|XP_001961945.1|DANA
OG0005471	LOC117900018|XP_034666095.1|DSUB	LOC6498182|XP_032307601.1|DANA, LOC6497359|XP_001962250.2|DANA
OG0005472	LOC117902580|XP_034669964.1|DSUB	LOC6498181|XP_032307603.1|DANA
OG0005473	LOC117900106|XP_034666220.1|DSUB	LOC6497567|XP_001961799.1|DANA
OG0005474	LOC117900431|XP_034666692.1|DSUB	LOC6506073|XP_032311025.1|DANA
OG0005475	LOC117900430|XP_034666691.1|DSUB	LOC6504240|XP_001965106.1|DANA
OG0005476	LOC117890621|XP_034651454.1|DSUB	LOC6502507|XP_001960988.2|DANA
OG0005477	LOC117893440|XP_034655950.1|DSUB	LOC6507197|XP_032310795.1|DANA
OG0005478	LOC117902084|XP_034669068.1|DSUB	LOC6506701|XP_001965228.1|DANA
OG0005479	LOC117902081|XP_034669065.1|DSUB	LOC6503907|XP_001965227.2|DANA
OG0005480	LOC117902085|XP_034669069.1|DSUB	LOC6506690|XP_001965225.1|DANA
OG0005481	LOC117902370|XP_034669577.1|DSUB	LOC6497489|XP_001961976.1|DANA
OG0005482	LOC117902710|XP_034670164.1|DSUB	LOC6497491|XP_032307461.1|DANA
OG0005483	LOC117898045|XP_034663095.1|DSUB	LOC6501071|XP_001954505.1|DANA
OG0005484	LOC117900452|XP_034666715.1|DSUB	LOC6497348|XP_001962269.1|DANA
OG0005485	LOC117890600|XP_034651430.1|DSUB	LOC6494059|XP_032306258.1|DANA
OG0005486	LOC117892018|XP_034653802.1|DSUB	LOC6495574|XP_001959123.1|DANA
OG0005487	LOC117901360|XP_034667961.1|DSUB	LOC6497953|XP_001961787.1|DANA
OG0005488	LOC117901220|XP_034667780.1|DSUB	LOC6497952|XP_001961786.1|DANA
OG0005489	LOC117902745|XP_034670219.1|DSUB	LOC6497972|XP_001961821.1|DANA
OG0005490	LOC117902738|XP_034670205.1|DSUB	LOC6497971|XP_001961820.1|DANA
OG0005491	LOC117902432|XP_034669695.1|DSUB	LOC6496841|XP_014761392.1|DANA
OG0005492	LOC117900512|XP_034666797.1|DSUB	LOC6497413|XP_001962134.1|DANA
OG0005493	LOC117901099|XP_034667618.1|DSUB	LOC6498283|XP_032307694.1|DANA
OG0005494	LOC117891443|XP_034652811.1|DSUB	LOC6496136|XP_001960316.1|DANA
OG0005495	LOC117891647|XP_034653085.1|DSUB	LOC6494380|XP_001960430.3|DANA
OG0005496	LOC117898670|XP_034664137.1|DSUB	LOC6500768|XP_014766706.1|DANA
OG0005497	LOC117902631|XP_034670042.1|DSUB	LOC6498261|XP_001962419.1|DANA
OG0005498	LOC117902637|XP_034670050.1|DSUB	LOC6497273|XP_001962420.1|DANA
OG0005499	LOC117902614|XP_034670017.1|DSUB	LOC6497271|XP_001962423.1|DANA
OG0005500	LOC117902618|XP_034670021.1|DSUB	LOC6498264|XP_001962424.1|DANA
OG0005501	LOC117901238|XP_034667804.1|DSUB	LOC6497513|XP_001961928.1|DANA
OG0005502	LOC117901239|XP_034667805.1|DSUB	LOC6498029|XP_001961927.1|DANA
OG0005503	LOC117901528|XP_034668199.1|DSUB	LOC6497586|XP_032307776.1|DANA
OG0005504	LOC117901569|XP_034668259.1|DSUB	LOC6503512|XP_001965299.1|DANA
OG0005506	LOC117901592|XP_034668292.1|DSUB	LOC6497378|XP_001962207.1|DANA
OG0005507	LOC117900231|XP_034666408.1|DSUB	LOC6507125|XP_001965314.3|DANA
OG0005508	LOC117899987|XP_034666047.1|DSUB	LOC6496886|XP_001963208.1|DANA
OG0005509	LOC117902807|XP_034670320.1|DSUB	LOC6497443|XP_001962063.1|DANA
OG0005510	LOC117900126|XP_034666241.1|DSUB	LOC116656088|XP_032311432.1|DANA
OG0005511	LOC117900785|XP_034667196.1|DSUB	LOC6504609|XP_001966533.2|DANA
OG0005512	LOC117896308|XP_034660422.1|DSUB	LOC6501623|XP_014767135.1|DANA
OG0005513	LOC117900848|XP_034667258.1|DSUB	LOC6502196|XP_001966053.1|DANA
OG0005514	LOC117897576|XP_034662419.1|DSUB	LOC6500844|XP_001954024.1|DANA
OG0005515	LOC117892379|XP_034654481.1|DSUB	LOC6494331|XP_001960521.1|DANA
OG0005516	LOC117900846|XP_034667254.1|DSUB	LOC6498581|XP_001963108.1|DANA
OG0005517	LOC117902192|XP_034669277.1|DSUB	LOC6497230|XP_032307479.1|DANA
OG0005518	LOC117901658|XP_034668388.1|DSUB	LOC6497313|XP_001962338.2|DANA
OG0005519	LOC117890527|XP_034651336.1|DSUB	LOC6495149|XP_001958956.1|DANA
OG0005520	LOC117901006|XP_034667493.1|DSUB	LOC6496894|XP_001963194.1|DANA
OG0005521	LOC117901500|XP_034668161.1|DSUB	LOC6496895|XP_001963192.1|DANA
OG0005522	LOC117895415|XP_034658940.1|DSUB	LOC6507191|XP_001956515.2|DANA
OG0005523	LOC117901508|XP_034668169.1|DSUB	LOC6503763|XP_001965250.1|DANA
OG0005524	LOC117902096|XP_034669084.1|DSUB	LOC6497772|XP_014761813.1|DANA
OG0005525	LOC117900041|XP_034666121.1|DSUB	LOC6498048|XP_001961966.2|DANA
OG0005526	LOC117901583|XP_034668280.1|DSUB	LOC6496941|XP_001963087.1|DANA
OG0005527	LOC117902964|XP_034670507.1|DSUB	LOC26515324|XP_032308630.1|DANA
OG0005528	LOC117900298|XP_034666502.1|DSUB	LOC6498665|XP_001963273.1|DANA
OG0005529	LOC117900199|XP_034666351.1|DSUB	LOC6497146|XP_032311092.1|DANA
OG0005530	LOC117901613|XP_034668323.1|DSUB	LOC6497727|XP_032307503.1|DANA
OG0005531	LOC117892992|XP_034655235.1|DSUB	LOC6493150|XP_001957152.1|DANA
OG0005532	LOC117901213|XP_034667771.1|DSUB	LOC6497680|XP_032307690.1|DANA
OG0005533	LOC117900226|XP_034666402.1|DSUB	LOC6502734|XP_001967337.1|DANA
OG0005534	LOC117894720|XP_034657798.1|DSUB	LOC6507668|XP_001956116.1|DANA
OG0005535	LOC117900216|XP_034666391.1|DSUB	LOC6497423|XP_001962117.1|DANA
OG0005536	LOC117900951|XP_034667415.1|DSUB	LOC6497596|XP_001961740.2|DANA
OG0005537	LOC117900015|XP_034666091.1|DSUB	LOC6497048|XP_001962853.1|DANA
OG0005538	LOC117900488|XP_034666764.1|DSUB	LOC6497665|XP_032307729.1|DANA
OG0005539	LOC117902237|XP_034669371.1|DSUB	LOC6497470|XP_001962017.1|DANA
OG0005540	LOC117900573|XP_034666873.1|DSUB	LOC6497691|XP_001961558.2|DANA
OG0005541	LOC117902008|XP_034668947.1|DSUB	LOC6503426|XP_001965318.1|DANA
OG0005542	LOC117893032|XP_034655282.1|DSUB	LOC6506548|XP_001957673.2|DANA
OG0005543	LOC117901303|XP_034667900.1|DSUB	LOC6498648|XP_014762217.1|DANA
OG0005544	LOC117901953|XP_034668818.1|DSUB	LOC6503362|XP_032311439.1|DANA
OG0005545	LOC117901531|XP_034668210.1|DSUB	LOC6497588|XP_001961756.1|DANA
OG0005546	LOC117900675|XP_034667011.1|DSUB	LOC6506786|XP_001965251.1|DANA
OG0005547	LOC117902793|XP_034670301.1|DSUB	LOC6497452|XP_001962043.3|DANA
OG0005548	LOC117902782|XP_034670274.1|DSUB	LOC6497455|XP_001962038.1|DANA
OG0005549	LOC117900359|XP_034666599.1|DSUB	LOC6497456|XP_001962036.1|DANA
OG0005550	LOC117900514|XP_034666800.1|DSUB	LOC6498326|XP_032307302.1|DANA
OG0005551	LOC117890598|XP_034651426.1|DSUB	LOC6493987|XP_001961195.1|DANA
OG0005552	LOC117890686|XP_034651564.1|DSUB	LOC6496582|XP_001961196.1|DANA
OG0005553	LOC117901566|XP_034668255.1|DSUB	LOC6507039|XP_001965298.1|DANA
OG0005554	LOC117902273|XP_034669424.1|DSUB	LOC6497833|XP_032307658.1|DANA
OG0005555	LOC117901603|XP_034668307.1|DSUB	LOC6497866|XP_001961598.1|DANA
OG0005556	LOC117901109|XP_034667633.1|DSUB	LOC6497674|XP_001961597.1|DANA
OG0005557	LOC117901397|XP_034668021.1|DSUB	LOC6503556|XP_001965290.1|DANA
OG0005558	LOC117899345|XP_034665192.1|DSUB	LOC6501966|XP_032308183.1|DANA
OG0005559	LOC117901801|XP_034668605.1|DSUB	LOC6497379|XP_001962205.1|DANA
OG0005560	LOC117900160|XP_034666291.1|DSUB	LOC6506995|XP_001965291.1|DANA
OG0005561	LOC117891160|XP_034652342.1|DSUB	LOC6504963|XP_001965727.1|DANA
OG0005562	LOC117902427|XP_034669678.1|DSUB	LOC6497239|XP_014761572.1|DANA
OG0005563	LOC117902942|XP_034670442.1|DSUB	LOC6504554|XP_032312053.1|DANA
OG0005564	LOC117901580|XP_034668273.1|DSUB	LOC6496949|XP_014761441.1|DANA
OG0005565	LOC117902323|XP_034669503.1|DSUB	LOC6497919|XP_014761892.1|DANA
OG0005566	LOC117902325|XP_034669505.1|DSUB	LOC6497614|XP_001961712.1|DANA
OG0005567	LOC117898329|XP_034663544.1|DSUB	LOC6505693|XP_001964442.2|DANA
OG0005568	LOC117902215|XP_034669332.1|DSUB	LOC6504213|XP_001965143.1|DANA
OG0005569	LOC117900049|XP_034666133.1|DSUB	LOC6498116|XP_001962106.3|DANA
OG0005570	LOC117902741|XP_034670209.1|DSUB	LOC6497558|XP_001961822.2|DANA
OG0005571	LOC117890135|XP_034650712.1|DSUB	LOC6496153|XP_032307139.1|DANA
OG0005572	LOC117892173|XP_034654142.1|DSUB	LOC6494961|XP_001959322.1|DANA
OG0005573	LOC117899238|XP_034665003.1|DSUB	LOC6500860|XP_032305984.1|DANA
OG0005574	LOC117891974|XP_034653737.1|DSUB	LOC6494573|XP_032307290.1|DANA
OG0005575	LOC117899428|XP_034665318.1|DSUB	LOC6500316|XP_001952959.2|DANA
OG0005576	LOC117890359|XP_034651044.1|DSUB	LOC6494721|XP_001959797.1|DANA
OG0005577	LOC117894384|XP_034657281.1|DSUB	LOC6506327|XP_001958090.1|DANA
OG0005578	LOC117894748|XP_034657850.1|DSUB	LOC6507108|XP_001956658.2|DANA
OG0005579	LOC117894752|XP_034657857.1|DSUB	LOC26515581|XP_014765746.1|DANA
OG0005580	LOC117893729|XP_034656341.1|DSUB	LOC6493724|XP_001958311.1|DANA
OG0005581	LOC117902498|XP_034670230.1|DSUB	LOC6503023|XP_032308984.1|DANA
OG0005582	LOC117893731|XP_034656345.1|DSUB	LOC6493798|XP_001958459.2|DANA
OG0005583	LOC117894328|XP_034657203.1|DSUB	LOC6493039|XP_001956921.1|DANA
OG0005584	LOC117901720|XP_034668488.1|DSUB	LOC6498211|XP_001962307.2|DANA
OG0005585	LOC117897373|XP_034662062.1|DSUB	LOC6500441|XP_001953218.1|DANA
OG0005586	LOC117898231|XP_034663356.1|DSUB	LOC6503459|XP_001967521.2|DANA
OG0005587	LOC117901420|XP_034668046.1|DSUB	LOC6496877|XP_001963225.1|DANA
OG0005588	LOC117893714|XP_034656292.1|DSUB	LOC6493525|XP_032309824.1|DANA
OG0005589	LOC117898908|XP_034664487.1|DSUB	LOC6499371|XP_001954769.1|DANA
OG0005590	LOC117891181|XP_034652398.1|DSUB	LOC6493935|XP_001961291.1|DANA
OG0005591	LOC117903011|XP_034670646.1|DSUB	LOC6505256|XP_001965636.2|DANA
OG0005592	LOC117896281|XP_034660375.1|DSUB	LOC6499856|XP_001953766.1|DANA
OG0005593	LOC117893956|XP_034656641.1|DSUB	LOC6507476|XP_001955934.1|DANA
OG0005594	LOC117894635|XP_034657697.1|DSUB	LOC6507422|XP_001956045.1|DANA
OG0005595	LOC117894630|XP_034657687.1|DSUB	LOC6507633|XP_001956044.2|DANA
OG0005596	LOC117895469|XP_034659037.1|DSUB	LOC6507465|XP_001955957.1|DANA
OG0005597	LOC117898941|XP_034664550.1|DSUB	LOC6505638|XP_014760740.1|DANA
OG0005598	LOC117896685|XP_034661027.1|DSUB	LOC6501568|XP_001955491.1|DANA
OG0005599	LOC117892171|XP_034654140.1|DSUB	LOC6495657|XP_001959320.1|DANA
OG0005600	LOC117898223|XP_034663348.1|DSUB	LOC6500502|XP_001953355.1|DANA
OG0005601	LOC117894197|XP_034657007.1|DSUB	LOC6502925|XP_001963577.1|DANA
OG0005602	LOC117897971|XP_034662973.1|DSUB	LOC6499303|XP_001954910.1|DANA
OG0005603	LOC117890942|XP_034651968.1|DSUB	LOC6495168|XP_001958922.3|DANA
OG0005604	LOC117890383|XP_034651075.1|DSUB	LOC6495474|XP_001958924.3|DANA
OG0005605	LOC117889882|XP_034650282.1|DSUB	LOC6495689|XP_014763457.1|DANA
OG0005606	LOC117902730|XP_034670194.1|DSUB	LOC6506106|XP_001965115.1|DANA
OG0005607	LOC117898361|XP_034663587.1|DSUB	LOC6500935|XP_001954202.1|DANA
OG0005608	LOC117898349|XP_034663571.1|DSUB	LOC6500936|XP_001954205.1|DANA
OG0005609	LOC117893920|XP_034656593.1|DSUB	LOC6507015|XP_001956819.1|DANA
OG0005610	LOC117893037|XP_034655297.1|DSUB	LOC6507724|XP_001956224.1|DANA
OG0005611	LOC117895040|XP_034658305.1|DSUB	LOC6506839|XP_001957140.2|DANA
OG0005612	LOC117898404|XP_034663656.1|DSUB	LOC6500012|XP_001953407.1|DANA
OG0005613	LOC117896114|XP_034660060.1|DSUB	LOC6499313|XP_001954889.1|DANA
OG0005614	LOC117895960|XP_034659802.1|DSUB	LOC6500493|XP_001953340.2|DANA
OG0005615	LOC117899337|XP_034665166.1|DSUB	LOC6505905|XP_032305489.1|DANA
OG0005616	LOC117896385|XP_034660581.1|DSUB	LOC6494350|XP_001965934.1|DANA
OG0005617	LOC117896439|XP_034660658.1|DSUB	LOC6499448|XP_001954622.3|DANA
OG0005618	LOC117892534|XP_034654730.1|DSUB	LOC6494657|XP_001959921.1|DANA
OG0005619	LOC117897763|XP_034662699.1|DSUB	LOC6499705|XP_001954094.1|DANA
OG0005620	LOC117903298|XP_034671121.1|DSUB	LOC6502974|XP_001963487.2|DANA
OG0005621	LOC117903874|XP_034672254.1|DSUB	LOC6503608|XP_001964069.3|DANA
OG0005622	LOC117902303|XP_034669515.1|DSUB	LOC6503540|XP_001964188.1|DANA
OG0005623	LOC117903653|XP_034671847.1|DSUB	LOC6504619|XP_032309244.1|DANA
OG0005624	LOC117896401|XP_034660603.1|DSUB	LOC6500429|XP_032305900.1|DANA
OG0005625	LOC117898972|XP_034664604.1|DSUB	LOC6499270|XP_032307376.1|DANA
OG0005626	LOC117903470|XP_034671412.1|DSUB	LOC6503683|XP_001963937.1|DANA
OG0005627	LOC117898379|XP_034663613.1|DSUB	LOC6499410|XP_001954696.1|DANA
OG0005628	LOC117898256|XP_034663402.1|DSUB	LOC6505647|XP_001964536.1|DANA
OG0005629	LOC117891121|XP_034652217.1|DSUB	LOC6495248|XP_001958763.1|DANA
OG0005630	LOC117890238|XP_034650868.1|DSUB	LOC6495363|XP_032306303.1|DANA
OG0005631	LOC117903702|XP_034671935.1|DSUB	LOC6503182|XP_001963598.2|DANA
OG0005632	LOC117903532|XP_034671602.1|DSUB	LOC6503580|XP_032309436.1|DANA
OG0005633	LOC117896588|XP_034660903.1|DSUB	LOC6505790|XP_032305581.1|DANA
OG0005634	LOC117896384|XP_034660579.1|DSUB	LOC6500607|XP_001953550.1|DANA
OG0005635	LOC117901590|XP_034668290.1|DSUB	LOC6498557|XP_001963057.2|DANA
OG0005636	LOC117897425|XP_034662153.1|DSUB	LOC6501136|XP_014766899.1|DANA
OG0005637	LOC117897093|XP_034661628.1|DSUB	LOC6499128|XP_001955246.1|DANA
OG0005638	LOC117892494|XP_034654657.1|DSUB	LOC6495114|XP_001959022.1|DANA
OG0005639	LOC117891766|XP_034653297.1|DSUB	LOC6495816|XP_001959646.2|DANA
OG0005640	LOC117896763|XP_034661129.1|DSUB	LOC6501164|XP_001954673.1|DANA
OG0005641	LOC117903798|XP_034672119.1|DSUB	LOC6505305|XP_001965723.2|DANA
OG0005642	LOC117899510|XP_034665452.1|DSUB	LOC6500047|XP_001953322.1|DANA
OG0005643	LOC117893338|XP_034655818.1|DSUB	LOC6507688|XP_001956150.1|DANA
OG0005644	LOC117894319|XP_034657180.1|DSUB	LOC6507302|XP_001956285.1|DANA
OG0005645	LOC117890671|XP_034651543.1|DSUB	LOC6505300|XP_001965715.1|DANA
OG0005646	LOC117894498|XP_034657501.1|DSUB	LOC6503639|XP_001964019.1|DANA
OG0005647	LOC117901737|XP_034668513.1|DSUB	LOC6497330|XP_001962308.1|DANA
OG0005648	LOC117895511|XP_034659100.1|DSUB	LOC6507200|XP_001956497.1|DANA
OG0005649	LOC117897769|XP_034662705.1|DSUB	LOC6501678|XP_001955746.1|DANA
OG0005650	LOC117897259|XP_034661874.1|DSUB	LOC6498887|XP_001955739.1|DANA
OG0005651	LOC117896082|XP_034660051.1|DSUB, LOC117896162|XP_034660169.1|DSUB	LOC6504486|XP_001966996.1|DANA
OG0005652	LOC117899709|XP_034665807.1|DSUB	LOC6501488|XP_001955353.1|DANA
OG0005653	LOC117900005|XP_034666070.1|DSUB	LOC6498605|XP_001963148.1|DANA
OG0005654	LOC117899415|XP_034665296.1|DSUB	LOC6501126|XP_001954597.1|DANA
OG0005655	LOC117896526|XP_034660789.1|DSUB	LOC6494285|XP_001965944.1|DANA
OG0005656	LOC117899775|XP_034665939.1|DSUB	LOC6494567|XP_032312339.1|DANA
OG0005657	LOC117896129|XP_034660077.1|DSUB	LOC6501702|XP_001955798.3|DANA
OG0005658	LOC117897206|XP_034661800.1|DSUB	LOC6500147|XP_001953130.1|DANA
OG0005659	LOC117898771|XP_034664296.1|DSUB	LOC6500058|XP_032305724.1|DANA
OG0005660	LOC117895062|XP_034658333.1|DSUB	LOC6493398|XP_001957670.2|DANA
OG0005661	LOC117899241|XP_034665008.1|DSUB	LOC6501252|XP_001954854.1|DANA
OG0005662	LOC117896754|XP_034661116.1|DSUB	LOC6501161|XP_001954667.1|DANA
OG0005663	LOC117896730|XP_034661089.1|DSUB	LOC6503642|XP_001964013.1|DANA
OG0005664	LOC117897215|XP_034661815.1|DSUB	LOC6501462|XP_014767053.1|DANA
OG0005665	LOC117897276|XP_034661897.1|DSUB	LOC6503424|XP_001967454.1|DANA
OG0005666	LOC117899518|XP_034665467.1|DSUB	LOC6505082|XP_001965505.3|DANA
OG0005667	LOC117891022|XP_034652079.1|DSUB	LOC6504151|XP_001964278.2|DANA
