Orthogroup	DSUB.longest_only	CCAP.longest_only
OG0004968	LOC117894964|XP_034658188.1|DSUB	CCAP1982_LOCUS13312|CAD7004929.1|CCAP
OG0004969	LOC117890462|XP_034651201.1|DSUB	CCAP1982_LOCUS22918|CAD7014954.1|CCAP
OG0004970	LOC117894959|XP_034658180.1|DSUB	CCAP1982_LOCUS13313|CAD7004930.1|CCAP
OG0004971	LOC117894962|XP_034658184.1|DSUB	CCAP1982_LOCUS13316|CAD7004933.1|CCAP
OG0004973	LOC117894715|XP_034657788.1|DSUB	CCAP1982_LOCUS11325|CAD7002856.1|CCAP
OG0004974	LOC117894941|XP_034658154.1|DSUB	CCAP1982_LOCUS11581|CAD7003119.1|CCAP
OG0004975	LOC117894112|XP_034656883.1|DSUB	CCAP1982_LOCUS11169|CAD7002691.1|CCAP
OG0004976	LOC117895732|XP_034659478.1|DSUB	CCAP1982_LOCUS10789|CAD7002297.1|CCAP
OG0004977	LOC117891209|XP_034652439.1|DSUB	CCAP1982_LOCUS21891|CAD7013875.1|CCAP
OG0004978	LOC117892677|XP_034654966.1|DSUB	CCAP1982_LOCUS21950|CAD7013939.1|CCAP
OG0004979	LOC117895810|XP_034659627.1|DSUB	CCAP1982_LOCUS13004|CAD7004609.1|CCAP
OG0004980	LOC117894098|XP_034656861.1|DSUB	CCAP1982_LOCUS14626|CAD7006304.1|CCAP
OG0004981	LOC117894837|XP_034657976.1|DSUB	CCAP1982_LOCUS14604|CAD7006281.1|CCAP
OG0004982	LOC117894176|XP_034656972.1|DSUB	CCAP1982_LOCUS14602|CAD7006279.1|CCAP
OG0004983	LOC117893791|XP_034656425.1|DSUB	CCAP1982_LOCUS11734|CAD7003272.1|CCAP
OG0004984	LOC117894225|XP_034657032.1|DSUB	CCAP1982_LOCUS11733|CAD7003271.1|CCAP
OG0004985	LOC117895570|XP_034659181.1|DSUB	CCAP1982_LOCUS10871|CAD7002377.1|CCAP
OG0004986	LOC117893922|XP_034656595.1|DSUB	CCAP1982_LOCUS14170|CAD7005825.1|CCAP
OG0004987	LOC117895397|XP_034658916.1|DSUB	CCAP1982_LOCUS11806|CAD7003347.1|CCAP, CCAP1982_LOCUS11807|CAD7003348.1|CCAP
OG0004989	LOC117895398|XP_034658917.1|DSUB	CCAP1982_LOCUS11808|CAD7003349.1|CCAP
OG0004991	LOC117892567|XP_034654780.1|DSUB	CCAP1982_LOCUS7099|CAD6998510.1|CCAP
OG0004992	LOC117892568|XP_034654781.1|DSUB	CCAP1982_LOCUS7098|CAD6998509.1|CCAP
OG0004993	LOC117894914|XP_034658100.1|DSUB	CCAP1982_LOCUS10828|CAD7002342.1|CCAP
OG0004994	LOC117893477|XP_034655991.1|DSUB	CCAP1982_LOCUS12503|CAD7004078.1|CCAP
OG0004995	LOC117894918|XP_034658108.1|DSUB	CCAP1982_LOCUS12512|CAD7004089.1|CCAP
OG0004996	LOC117895451|XP_034659014.1|DSUB	CCAP1982_LOCUS12841|CAD7004434.1|CCAP, CCAP1982_LOCUS12856|CAD7004450.1|CCAP
OG0004997	LOC117891536|XP_034652938.1|DSUB	CCAP1982_LOCUS22646|CAD7014658.1|CCAP
OG0004998	LOC117891271|XP_034652537.1|DSUB	CCAP1982_LOCUS21862|CAD7013842.1|CCAP
OG0004999	LOC117893016|XP_034655263.1|DSUB	CCAP1982_LOCUS13324|CAD7004945.1|CCAP
OG0005000	LOC117892031|XP_034653846.1|DSUB	CCAP1982_LOCUS22669|CAD7014685.1|CCAP
OG0005001	LOC117895295|XP_034658740.1|DSUB	CCAP1982_LOCUS13213|CAD7004824.1|CCAP, CCAP1982_LOCUS13199|CAD7004810.1|CCAP
OG0005002	LOC117899102|XP_034664773.1|DSUB	CCAP1982_LOCUS178|CAD6991242.1|CCAP
OG0005003	LOC117893581|XP_034656145.1|DSUB	CCAP1982_LOCUS13033|CAD7004638.1|CCAP
OG0005004	LOC117894741|XP_034657831.1|DSUB	CCAP1982_LOCUS10812|CAD7002322.1|CCAP
OG0005005	LOC117893785|XP_034656420.1|DSUB	CCAP1982_LOCUS12878|CAD7004473.1|CCAP
OG0005006	LOC117895131|XP_034658436.1|DSUB	CCAP1982_LOCUS12899|CAD7004499.1|CCAP
OG0005007	LOC117893492|XP_034656017.1|DSUB	CCAP1982_LOCUS11360|CAD7002891.1|CCAP
OG0005008	LOC117894180|XP_034656977.1|DSUB	CCAP1982_LOCUS12254|CAD7003821.1|CCAP, CCAP1982_LOCUS12253|CAD7003820.1|CCAP
OG0005009	LOC117893365|XP_034655847.1|DSUB	CCAP1982_LOCUS11320|CAD7002851.1|CCAP
OG0005010	LOC117893364|XP_034655846.1|DSUB	CCAP1982_LOCUS21495|CAD7013430.1|CCAP
OG0005011	LOC117889842|XP_034650225.1|DSUB	CCAP1982_LOCUS19574|CAD7011474.1|CCAP
OG0005012	LOC117893474|XP_034655987.1|DSUB	CCAP1982_LOCUS13294|CAD7004910.1|CCAP
OG0005014	LOC117895058|XP_034658329.1|DSUB	CCAP1982_LOCUS12085|CAD7003647.1|CCAP
OG0005015	LOC117894818|XP_034657951.1|DSUB	CCAP1982_LOCUS11811|CAD7003352.1|CCAP
OG0005016	LOC117894840|XP_034657979.1|DSUB	CCAP1982_LOCUS12339|CAD7003911.1|CCAP
OG0005017	LOC117895273|XP_034658689.1|DSUB	CCAP1982_LOCUS11881|CAD7003425.1|CCAP
OG0005018	LOC117892904|XP_034655100.1|DSUB	CCAP1982_LOCUS12314|CAD7003884.1|CCAP
OG0005019	LOC117893098|XP_034655421.1|DSUB	CCAP1982_LOCUS10965|CAD7002476.1|CCAP
OG0005020	LOC117890924|XP_034651946.1|DSUB	CCAP1982_LOCUS21901|CAD7013886.1|CCAP
OG0005021	LOC117901585|XP_034668285.1|DSUB	CCAP1982_LOCUS5712|CAD6997058.1|CCAP
OG0005022	LOC117895277|XP_034658702.1|DSUB	CCAP1982_LOCUS14729|CAD7006409.1|CCAP
OG0005023	LOC117890170|XP_034650760.1|DSUB	CCAP1982_LOCUS21236|CAD7013165.1|CCAP
OG0005024	LOC117893564|XP_034656124.1|DSUB	CCAP1982_LOCUS14920|CAD7006611.1|CCAP
OG0005025	LOC117895515|XP_034659111.1|DSUB	CCAP1982_LOCUS13207|CAD7004818.1|CCAP
OG0005026	LOC117895303|XP_034658753.1|DSUB	CCAP1982_LOCUS12994|CAD7004599.1|CCAP
OG0005027	LOC117893936|XP_034656611.1|DSUB	CCAP1982_LOCUS13047|CAD7004652.1|CCAP
OG0005028	LOC117898012|XP_034663032.1|DSUB	CCAP1982_LOCUS2226|CAD6993411.1|CCAP
OG0005029	LOC117894682|XP_034657751.1|DSUB	CCAP1982_LOCUS11906|CAD7003452.1|CCAP
OG0005030	LOC117895108|XP_034658402.1|DSUB	CCAP1982_LOCUS12572|CAD7004152.1|CCAP
OG0005031	LOC117893518|XP_034656048.1|DSUB	CCAP1982_LOCUS11794|CAD7003334.1|CCAP
OG0005032	LOC117893284|XP_034655741.1|DSUB	CCAP1982_LOCUS12957|CAD7004561.1|CCAP
OG0005033	LOC117893085|XP_034655397.1|DSUB	CCAP1982_LOCUS12947|CAD7004550.1|CCAP
OG0005034	LOC117893087|XP_034655401.1|DSUB	CCAP1982_LOCUS12946|CAD7004549.1|CCAP
OG0005035	LOC117894662|XP_034657728.1|DSUB	CCAP1982_LOCUS11911|CAD7003458.1|CCAP
OG0005036	LOC117894351|XP_034657231.1|DSUB	CCAP1982_LOCUS14422|CAD7006090.1|CCAP
OG0005037	LOC117894486|XP_034657484.1|DSUB	CCAP1982_LOCUS11831|CAD7003372.1|CCAP
OG0005038	LOC117893089|XP_034655405.1|DSUB	CCAP1982_LOCUS11572|CAD7003109.1|CCAP
OG0005039	LOC117902364|XP_034669570.1|DSUB	CCAP1982_LOCUS8174|CAD6999640.1|CCAP
OG0005040	LOC117892990|XP_034655233.1|DSUB	CCAP1982_LOCUS13023|CAD7004628.1|CCAP
OG0005041	LOC117895227|XP_034658614.1|DSUB	CCAP1982_LOCUS14418|CAD7006086.1|CCAP
OG0005042	LOC117893074|XP_034655383.1|DSUB	CCAP1982_LOCUS14946|CAD7006641.1|CCAP
OG0005043	LOC117890610|XP_034651440.1|DSUB	CCAP1982_LOCUS21798|CAD7013775.1|CCAP
OG0005044	LOC117890899|XP_034651885.1|DSUB	CCAP1982_LOCUS21797|CAD7013774.1|CCAP
OG0005045	LOC117889957|XP_034650406.1|DSUB	CCAP1982_LOCUS21790|CAD7013766.1|CCAP
OG0005046	LOC117890817|XP_034651778.1|DSUB	CCAP1982_LOCUS22761|CAD7014792.1|CCAP
OG0005047	LOC117895192|XP_034658565.1|DSUB	CCAP1982_LOCUS10777|CAD7002283.1|CCAP
OG0005048	LOC117894586|XP_034657622.1|DSUB	CCAP1982_LOCUS10779|CAD7002286.1|CCAP
OG0005049	LOC117895845|XP_034659691.1|DSUB	CCAP1982_LOCUS11912|CAD7003459.1|CCAP
OG0005050	LOC117890255|XP_034650895.1|DSUB	CCAP1982_LOCUS7096|CAD6998507.1|CCAP
OG0005051	LOC117893645|XP_034656222.1|DSUB	CCAP1982_LOCUS13086|CAD7004692.1|CCAP
OG0005052	LOC117893649|XP_034656229.1|DSUB	CCAP1982_LOCUS13089|CAD7004696.1|CCAP
OG0005053	LOC117900313|XP_034666534.1|DSUB	CCAP1982_LOCUS5614|CAD6996946.1|CCAP
OG0005054	LOC117893592|XP_034656157.1|DSUB	CCAP1982_LOCUS14249|CAD7005909.1|CCAP
OG0005056	LOC117891466|XP_034652840.1|DSUB	CCAP1982_LOCUS21850|CAD7013830.1|CCAP
OG0005057	LOC117895865|XP_034659722.1|DSUB	CCAP1982_LOCUS12376|CAD7003953.1|CCAP
OG0005058	LOC117894387|XP_034657284.1|DSUB	CCAP1982_LOCUS11271|CAD7002801.1|CCAP
OG0005059	LOC117890274|XP_034650924.1|DSUB	CCAP1982_LOCUS7228|CAD6998663.1|CCAP
OG0005060	LOC117890916|XP_034651929.1|DSUB	CCAP1982_LOCUS7229|CAD6998664.1|CCAP
OG0005061	LOC117900874|XP_034667290.1|DSUB	CCAP1982_LOCUS5455|CAD6996780.1|CCAP
OG0005062	LOC117892058|XP_034653878.1|DSUB	CCAP1982_LOCUS21113|CAD7013028.1|CCAP
OG0005063	LOC117892000|XP_034653779.1|DSUB	CCAP1982_LOCUS23290|CAD7015345.1|CCAP
OG0005064	LOC117893740|XP_034656360.1|DSUB	CCAP1982_LOCUS12051|CAD7003605.1|CCAP
OG0005065	LOC117890424|XP_034651135.1|DSUB	CCAP1982_LOCUS22008|CAD7014001.1|CCAP
OG0005066	LOC117891256|XP_034652516.1|DSUB	CCAP1982_LOCUS22428|CAD7014432.1|CCAP
OG0005067	LOC117890862|XP_034651840.1|DSUB	CCAP1982_LOCUS22969|CAD7015012.1|CCAP
OG0005069	LOC117891484|XP_034652855.1|DSUB	CCAP1982_LOCUS21672|CAD7013621.1|CCAP
OG0005070	LOC117891023|XP_034652076.1|DSUB	CCAP1982_LOCUS19568|CAD7011468.1|CCAP
OG0005071	LOC117895071|XP_034658346.1|DSUB	CCAP1982_LOCUS14018|CAD7005662.1|CCAP
OG0005073	LOC117890874|XP_034651857.1|DSUB	CCAP1982_LOCUS21903|CAD7013889.1|CCAP
OG0005074	LOC117895290|XP_034658726.1|DSUB	CCAP1982_LOCUS10831|CAD7002346.1|CCAP
OG0005075	LOC117891890|XP_034653582.1|DSUB	CCAP1982_LOCUS21635|CAD7013579.1|CCAP
OG0005076	LOC117891546|XP_034652953.1|DSUB	CCAP1982_LOCUS22720|CAD7014742.1|CCAP
OG0005078	LOC117893042|XP_034655308.1|DSUB	CCAP1982_LOCUS11549|CAD7003086.1|CCAP
OG0005079	LOC117891952|XP_034653702.1|DSUB	CCAP1982_LOCUS22929|CAD7014969.1|CCAP
OG0005080	LOC117895230|XP_034658618.1|DSUB	CCAP1982_LOCUS12763|CAD7004347.1|CCAP
OG0005081	LOC117890096|XP_034650650.1|DSUB	CCAP1982_LOCUS23388|CAD7015447.1|CCAP
OG0005082	LOC117895658|XP_034659366.1|DSUB	CCAP1982_LOCUS14317|CAD7005980.1|CCAP
OG0005084	LOC117895336|XP_034658804.1|DSUB	CCAP1982_LOCUS14164|CAD7005818.1|CCAP
OG0005085	LOC117895501|XP_034659089.1|DSUB	CCAP1982_LOCUS14158|CAD7005812.1|CCAP
OG0005086	LOC117890834|XP_034651808.1|DSUB	CCAP1982_LOCUS21676|CAD7013626.1|CCAP
OG0005087	LOC117894442|XP_034657409.1|DSUB	CCAP1982_LOCUS12119|CAD7003682.1|CCAP
OG0005088	LOC117890849|XP_034651825.1|DSUB	CCAP1982_LOCUS22730|CAD7014753.1|CCAP
OG0005089	LOC117890847|XP_034651822.1|DSUB	CCAP1982_LOCUS22728|CAD7014751.1|CCAP
OG0005090	LOC117892554|XP_034654756.1|DSUB	CCAP1982_LOCUS20145|CAD7012043.1|CCAP
OG0005091	LOC117890710|XP_034651630.1|DSUB	CCAP1982_LOCUS21588|CAD7013528.1|CCAP
OG0005093	LOC117894817|XP_034657949.1|DSUB	CCAP1982_LOCUS11672|CAD7003212.1|CCAP
OG0005094	LOC117893195|XP_034655596.1|DSUB	CCAP1982_LOCUS11553|CAD7003090.1|CCAP
OG0005095	LOC117891957|XP_034653711.1|DSUB	CCAP1982_LOCUS22746|CAD7014773.1|CCAP
OG0005096	LOC117900633|XP_034666953.1|DSUB	CCAP1982_LOCUS5579|CAD6996906.1|CCAP
OG0005097	LOC117891428|XP_034652790.1|DSUB	CCAP1982_LOCUS22877|CAD7014913.1|CCAP
OG0005098	LOC117892208|XP_034654199.1|DSUB	CCAP1982_LOCUS22814|CAD7014847.1|CCAP
OG0005099	LOC117892285|XP_034654296.1|DSUB	CCAP1982_LOCUS22422|CAD7014426.1|CCAP
OG0005100	LOC117892280|XP_034654291.1|DSUB	CCAP1982_LOCUS22423|CAD7014427.1|CCAP
OG0005101	LOC117896735|XP_034661092.1|DSUB	CCAP1982_LOCUS629|CAD6991716.1|CCAP
OG0005102	LOC117889949|XP_034650379.1|DSUB	CCAP1982_LOCUS21789|CAD7013764.1|CCAP
OG0005103	LOC117891020|XP_034652073.1|DSUB	CCAP1982_LOCUS19567|CAD7011467.1|CCAP
OG0005105	LOC117894001|XP_034656715.1|DSUB	CCAP1982_LOCUS12018|CAD7003569.1|CCAP, CCAP1982_LOCUS12021|CAD7003572.1|CCAP
OG0005106	LOC117893230|XP_034655673.1|DSUB	CCAP1982_LOCUS13154|CAD7004764.1|CCAP, CCAP1982_LOCUS13151|CAD7004760.1|CCAP
OG0005107	LOC117894667|XP_034657735.1|DSUB	CCAP1982_LOCUS11286|CAD7002815.1|CCAP
OG0005108	LOC117891253|XP_034652514.1|DSUB	CCAP1982_LOCUS21876|CAD7013857.1|CCAP
OG0005110	LOC117894042|XP_034656782.1|DSUB	CCAP1982_LOCUS11756|CAD7003294.1|CCAP
OG0005111	LOC117894587|XP_034657623.1|DSUB	CCAP1982_LOCUS10912|CAD7002421.1|CCAP
OG0005112	LOC117894303|XP_034657160.1|DSUB	CCAP1982_LOCUS10915|CAD7002424.1|CCAP
OG0005113	LOC117894597|XP_034657638.1|DSUB	CCAP1982_LOCUS10914|CAD7002423.1|CCAP
OG0005114	LOC117893122|XP_034655462.1|DSUB	CCAP1982_LOCUS11402|CAD7002937.1|CCAP
OG0005115	LOC117902210|XP_034669320.1|DSUB	CCAP1982_LOCUS9125|CAD7000651.1|CCAP
OG0005116	LOC117893967|XP_034656658.1|DSUB	CCAP1982_LOCUS11754|CAD7003292.1|CCAP
OG0005118	LOC117902020|XP_034668968.1|DSUB	CCAP1982_LOCUS5705|CAD6997051.1|CCAP
OG0005119	LOC117890204|XP_034650803.1|DSUB	CCAP1982_LOCUS21355|CAD7013284.1|CCAP
OG0005120	LOC117895474|XP_034659043.1|DSUB	CCAP1982_LOCUS12996|CAD7004601.1|CCAP
OG0005121	LOC117894257|XP_034657102.1|DSUB	CCAP1982_LOCUS12864|CAD7004458.1|CCAP
OG0005122	LOC117893369|XP_034655853.1|DSUB	CCAP1982_LOCUS12862|CAD7004456.1|CCAP, CCAP1982_LOCUS12853|CAD7004447.1|CCAP
OG0005123	LOC117895099|XP_034658387.1|DSUB	CCAP1982_LOCUS14325|CAD7005989.1|CCAP
OG0005125	LOC117893961|XP_034656648.1|DSUB	CCAP1982_LOCUS11993|CAD7003543.1|CCAP
OG0005126	LOC117895326|XP_034658787.1|DSUB	CCAP1982_LOCUS10816|CAD7002326.1|CCAP
OG0005127	LOC117894375|XP_034657270.1|DSUB	CCAP1982_LOCUS11385|CAD7002919.1|CCAP
OG0005128	LOC117890086|XP_034650635.1|DSUB	CCAP1982_LOCUS23102|CAD7015153.1|CCAP
OG0005129	LOC117894086|XP_034656845.1|DSUB	CCAP1982_LOCUS14042|CAD7005690.1|CCAP
OG0005130	LOC117893107|XP_034655431.1|DSUB	CCAP1982_LOCUS14256|CAD7005918.1|CCAP
OG0005131	LOC117895600|XP_034659239.1|DSUB	CCAP1982_LOCUS12361|CAD7003939.1|CCAP
OG0005132	LOC117892988|XP_034655231.1|DSUB	CCAP1982_LOCUS11055|CAD7002567.1|CCAP
OG0005133	LOC117894734|XP_034657823.1|DSUB	CCAP1982_LOCUS12500|CAD7004075.1|CCAP
OG0005134	LOC117894439|XP_034657396.1|DSUB	CCAP1982_LOCUS12244|CAD7003811.1|CCAP
OG0005135	LOC117895396|XP_034658915.1|DSUB	CCAP1982_LOCUS11607|CAD7003146.1|CCAP
OG0005136	LOC117895675|XP_034659388.1|DSUB	CCAP1982_LOCUS11605|CAD7003144.1|CCAP
OG0005137	LOC117899050|XP_034664701.1|DSUB	CCAP1982_LOCUS448|CAD6991529.1|CCAP
OG0005138	LOC117895464|XP_034659030.1|DSUB	CCAP1982_LOCUS14907|CAD7006596.1|CCAP
OG0005139	LOC117894569|XP_034657595.1|DSUB	CCAP1982_LOCUS11908|CAD7003454.1|CCAP
OG0005140	LOC117902221|XP_034669345.1|DSUB	CCAP1982_LOCUS8839|CAD7000357.1|CCAP
OG0005141	LOC117891532|XP_034652924.1|DSUB	CCAP1982_LOCUS22651|CAD7014663.1|CCAP
OG0005142	LOC117894113|XP_034656884.1|DSUB	CCAP1982_LOCUS11247|CAD7002774.1|CCAP
OG0005143	LOC117895156|XP_034658485.1|DSUB	CCAP1982_LOCUS11233|CAD7002759.1|CCAP, CCAP1982_LOCUS11236|CAD7002762.1|CCAP
OG0005144	LOC117895160|XP_034658506.1|DSUB	CCAP1982_LOCUS11238|CAD7002764.1|CCAP, CCAP1982_LOCUS11237|CAD7002763.1|CCAP
OG0005145	LOC117895158|XP_034658504.1|DSUB	CCAP1982_LOCUS11241|CAD7002766.1|CCAP
OG0005146	LOC117895797|XP_034659605.1|DSUB	CCAP1982_LOCUS13009|CAD7004614.1|CCAP, CCAP1982_LOCUS13008|CAD7004613.1|CCAP, CCAP1982_LOCUS13010|CAD7004615.1|CCAP
OG0005147	LOC117895801|XP_034659613.1|DSUB	CCAP1982_LOCUS13012|CAD7004617.1|CCAP
OG0005148	LOC117895491|XP_034659078.1|DSUB	CCAP1982_LOCUS12980|CAD7004585.1|CCAP
OG0005149	LOC117891706|XP_034653190.1|DSUB	CCAP1982_LOCUS23347|CAD7015404.1|CCAP
OG0005150	LOC117894804|XP_034657929.1|DSUB	CCAP1982_LOCUS11735|CAD7003273.1|CCAP
OG0005151	LOC117893843|XP_034656500.1|DSUB	CCAP1982_LOCUS12320|CAD7003890.1|CCAP
OG0005152	LOC117895047|XP_034658316.1|DSUB	CCAP1982_LOCUS12318|CAD7003888.1|CCAP
OG0005153	LOC117895435|XP_034658980.1|DSUB	CCAP1982_LOCUS12326|CAD7003897.1|CCAP
OG0005154	LOC117895433|XP_034658974.1|DSUB	CCAP1982_LOCUS12707|CAD7004288.1|CCAP
OG0005155	LOC117895285|XP_034658714.1|DSUB	CCAP1982_LOCUS14824|CAD7006510.1|CCAP
OG0005156	LOC117898960|XP_034664589.1|DSUB	CCAP1982_LOCUS77|CAD6991134.1|CCAP
OG0005157	LOC117891553|XP_034652963.1|DSUB	CCAP1982_LOCUS22962|CAD7015005.1|CCAP
OG0005158	LOC117895246|XP_034658648.1|DSUB	CCAP1982_LOCUS12420|CAD7003998.1|CCAP
OG0005159	LOC117893324|XP_034655804.1|DSUB	CCAP1982_LOCUS12407|CAD7003984.1|CCAP
OG0005160	LOC117893500|XP_034656029.1|DSUB	CCAP1982_LOCUS12808|CAD7004398.1|CCAP
OG0005161	LOC117891365|XP_034652691.1|DSUB	CCAP1982_LOCUS7171|CAD6998593.1|CCAP
OG0005163	LOC117895437|XP_034658982.1|DSUB	CCAP1982_LOCUS14159|CAD7005813.1|CCAP
OG0005164	LOC117894233|XP_034657041.1|DSUB	CCAP1982_LOCUS11218|CAD7002744.1|CCAP
OG0005165	LOC117890303|XP_034650968.1|DSUB	CCAP1982_LOCUS4891|CAD6996201.1|CCAP
OG0005166	LOC117899176|XP_034664928.1|DSUB	CCAP1982_LOCUS5047|CAD6996368.1|CCAP
OG0005167	LOC117899181|XP_034664932.1|DSUB	CCAP1982_LOCUS5048|CAD6996369.1|CCAP
OG0005168	LOC117893485|XP_034656008.1|DSUB	CCAP1982_LOCUS11173|CAD7002696.1|CCAP
OG0005169	LOC117892986|XP_034655229.1|DSUB	CCAP1982_LOCUS11179|CAD7002702.1|CCAP
OG0005170	LOC117892978|XP_034655211.1|DSUB	CCAP1982_LOCUS11178|CAD7002701.1|CCAP
OG0005171	LOC117892983|XP_034655224.1|DSUB	CCAP1982_LOCUS11180|CAD7002703.1|CCAP
OG0005172	LOC117891885|XP_034653573.1|DSUB	CCAP1982_LOCUS21644|CAD7013589.1|CCAP
OG0005173	LOC117891423|XP_034652784.1|DSUB	CCAP1982_LOCUS22295|CAD7014293.1|CCAP
OG0005174	LOC117892132|XP_034654059.1|DSUB	CCAP1982_LOCUS22036|CAD7014030.1|CCAP
OG0005175	LOC117891623|XP_034653050.1|DSUB	CCAP1982_LOCUS22017|CAD7014011.1|CCAP
OG0005176	LOC117891310|XP_034652611.1|DSUB	CCAP1982_LOCUS21771|CAD7013740.1|CCAP
OG0005177	LOC117890818|XP_034651779.1|DSUB	CCAP1982_LOCUS22022|CAD7014016.1|CCAP
OG0005178	LOC117895141|XP_034658456.1|DSUB	CCAP1982_LOCUS11224|CAD7002750.1|CCAP
OG0005179	LOC117895408|XP_034658931.1|DSUB	CCAP1982_LOCUS11191|CAD7002716.1|CCAP
OG0005180	LOC117895564|XP_034659171.1|DSUB	CCAP1982_LOCUS14936|CAD7006629.1|CCAP
OG0005182	LOC117889982|XP_034650454.1|DSUB	CCAP1982_LOCUS21616|CAD7013558.1|CCAP
OG0005183	LOC117892066|XP_034653943.1|DSUB	CCAP1982_LOCUS21611|CAD7013553.1|CCAP
OG0005184	LOC117892064|XP_034653940.1|DSUB	CCAP1982_LOCUS21607|CAD7013548.1|CCAP
OG0005185	LOC117890661|XP_034651525.1|DSUB	CCAP1982_LOCUS22002|CAD7013993.1|CCAP
OG0005186	LOC117889774|XP_034650126.1|DSUB	CCAP1982_LOCUS21752|CAD7013715.1|CCAP
OG0005187	LOC117891415|XP_034652773.1|DSUB	CCAP1982_LOCUS22294|CAD7014292.1|CCAP
OG0005188	LOC117890669|XP_034651536.1|DSUB	CCAP1982_LOCUS22762|CAD7014793.1|CCAP
OG0005190	LOC117894132|XP_034656917.1|DSUB	CCAP1982_LOCUS11444|CAD7002981.1|CCAP
OG0005191	LOC117896111|XP_034660056.1|DSUB	CCAP1982_LOCUS264|CAD6991335.1|CCAP
OG0005192	LOC117891854|XP_034653499.1|DSUB	CCAP1982_LOCUS23091|CAD7015141.1|CCAP, CCAP1982_LOCUS23093|CAD7015143.1|CCAP
OG0005193	LOC117890659|XP_034651522.1|DSUB	CCAP1982_LOCUS23365|CAD7015423.1|CCAP
OG0005194	LOC117892262|XP_034654268.1|DSUB	CCAP1982_LOCUS7190|CAD6998616.1|CCAP
OG0005195	LOC117892539|XP_034654737.1|DSUB	CCAP1982_LOCUS22634|CAD7014645.1|CCAP
OG0005196	LOC117894685|XP_034657755.1|DSUB	CCAP1982_LOCUS14239|CAD7005899.1|CCAP
OG0005197	LOC117892715|XP_034655026.1|DSUB	CCAP1982_LOCUS22401|CAD7014409.1|CCAP
OG0005198	LOC117894147|XP_034656933.1|DSUB	CCAP1982_LOCUS10739|CAD7002244.1|CCAP, CCAP1982_LOCUS10738|CAD7002242.1|CCAP, CCAP1982_LOCUS10736|CAD7002240.1|CCAP
OG0005199	LOC117891667|XP_034653123.1|DSUB	CCAP1982_LOCUS21243|CAD7013172.1|CCAP
OG0005200	LOC117890727|XP_034651670.1|DSUB	CCAP1982_LOCUS23197|CAD7015248.1|CCAP
OG0005201	LOC117891641|XP_034653077.1|DSUB	CCAP1982_LOCUS7252|CAD6998695.1|CCAP
OG0005202	LOC117892659|XP_034654936.1|DSUB	CCAP1982_LOCUS21195|CAD7013122.1|CCAP
OG0005203	LOC117890695|XP_034651581.1|DSUB	CCAP1982_LOCUS7149|CAD6998568.1|CCAP
OG0005204	LOC117900010|XP_034666085.1|DSUB	CCAP1982_LOCUS6398|CAD6997769.1|CCAP
OG0005205	LOC117901290|XP_034667876.1|DSUB	CCAP1982_LOCUS6921|CAD6998312.1|CCAP
OG0005206	LOC117889980|XP_034650452.1|DSUB	CCAP1982_LOCUS22250|CAD7014247.1|CCAP
OG0005207	LOC117892151|XP_034654090.1|DSUB	CCAP1982_LOCUS22905|CAD7014942.1|CCAP
OG0005208	LOC117890261|XP_034650909.1|DSUB	CCAP1982_LOCUS22121|CAD7014114.1|CCAP
OG0005209	LOC117900326|XP_034666547.1|DSUB	CCAP1982_LOCUS5437|CAD6996758.1|CCAP
OG0005210	LOC117901132|XP_034667664.1|DSUB	CCAP1982_LOCUS5436|CAD6996757.1|CCAP
OG0005211	LOC117893631|XP_034656205.1|DSUB	CCAP1982_LOCUS11690|CAD7003229.1|CCAP
OG0005212	LOC117892724|XP_034655037.1|DSUB	CCAP1982_LOCUS7176|CAD6998601.1|CCAP
OG0005213	LOC117902148|XP_034669211.1|DSUB	CCAP1982_LOCUS5508|CAD6996835.1|CCAP
OG0005214	LOC117902777|XP_034670264.1|DSUB	CCAP1982_LOCUS7805|CAD6999276.1|CCAP
OG0005215	LOC117900186|XP_034666323.1|DSUB	CCAP1982_LOCUS8738|CAD7000246.1|CCAP
OG0005216	LOC117901306|XP_034667907.1|DSUB	CCAP1982_LOCUS7739|CAD6999205.1|CCAP
OG0005217	LOC117902466|XP_034669763.1|DSUB	CCAP1982_LOCUS6400|CAD6997772.1|CCAP
OG0005218	LOC117902517|XP_034669832.1|DSUB	CCAP1982_LOCUS5377|CAD6996693.1|CCAP
OG0005219	LOC117891771|XP_034653318.1|DSUB	CCAP1982_LOCUS22495|CAD7014493.1|CCAP
OG0005220	LOC117893953|XP_034656636.1|DSUB	CCAP1982_LOCUS12769|CAD7004354.1|CCAP
OG0005221	LOC117901685|XP_034668419.1|DSUB	CCAP1982_LOCUS5724|CAD6997071.1|CCAP
OG0005222	LOC117900947|XP_034667406.1|DSUB	CCAP1982_LOCUS7540|CAD6998993.1|CCAP
OG0005223	LOC117902238|XP_034669372.1|DSUB	CCAP1982_LOCUS5696|CAD6997038.1|CCAP
OG0005224	LOC117902203|XP_034669310.1|DSUB	CCAP1982_LOCUS9099|CAD7000625.1|CCAP
OG0005225	LOC117900942|XP_034667400.1|DSUB	CCAP1982_LOCUS5399|CAD6996717.1|CCAP
OG0005226	LOC117902790|XP_034670289.1|DSUB	CCAP1982_LOCUS8836|CAD7000354.1|CCAP
