Orthogroup	DSUB.longest_only	AAEG.longest_only
OG0003672	LOC117899595|XP_034665605.1|DSUB	LOC110676045|XP_021698198.1|AAEG
OG0003673	LOC117890114|XP_034650676.1|DSUB	LOC5575822|XP_001662247.2|AAEG
OG0003674	LOC117890061|XP_034650590.1|DSUB	LOC5567851|XP_021698252.1|AAEG
OG0003675	LOC117891611|XP_034653038.1|DSUB	LOC5567856|XP_001651881.1|AAEG
OG0003676	LOC117891610|XP_034653035.1|DSUB	LOC5567854|XP_021698257.1|AAEG
OG0003677	LOC117898141|XP_034663228.1|DSUB	LOC5576040|XP_001662376.1|AAEG
OG0003678	LOC117892972|XP_034655201.1|DSUB	LOC5564253|XP_021712464.1|AAEG, LOC110676109|XP_021698350.1|AAEG
OG0003679	LOC117894289|XP_034657140.1|DSUB	LOC5564308|XP_001648652.1|AAEG
OG0003680	LOC117890976|XP_034652005.1|DSUB	LOC5568838|XP_001658204.2|AAEG
OG0003681	LOC117891895|XP_034653589.1|DSUB	LOC5568875|XP_021698385.1|AAEG
OG0003682	LOC117898576|XP_034663986.1|DSUB	LOC5568874|XP_021698400.1|AAEG
OG0003683	LOC117891097|XP_034652172.1|DSUB	LOC5572106|XP_021698409.1|AAEG
OG0003684	LOC117895210|XP_034658592.1|DSUB	LOC5574160|XP_001655069.1|AAEG
OG0003685	LOC117895674|XP_034659387.1|DSUB	LOC5571938|XP_021698447.1|AAEG
OG0003686	LOC117890244|XP_034650881.1|DSUB	LOC5569619|XP_001652901.1|AAEG
OG0003687	LOC117891707|XP_034653191.1|DSUB	LOC5569616|XP_021698472.1|AAEG
OG0003688	LOC117891838|XP_034653479.1|DSUB	LOC5565346|XP_001649689.1|AAEG
OG0003689	LOC117895613|XP_034659253.1|DSUB	LOC5563919|XP_021698485.1|AAEG
OG0003690	LOC117895497|XP_034659083.1|DSUB	LOC5569604|XP_021698487.1|AAEG
OG0003691	LOC117895656|XP_034659362.1|DSUB	LOC110676131|XP_021698493.1|AAEG, LOC110675143|XP_021695216.1|AAEG
OG0003692	LOC117890836|XP_034651810.1|DSUB	LOC5569591|XP_021698549.1|AAEG
OG0003693	LOC117895106|XP_034658398.1|DSUB	LOC5570788|XP_001653292.1|AAEG
OG0003694	LOC117894811|XP_034657937.1|DSUB	LOC5570794|XP_001653296.1|AAEG
OG0003695	LOC117893512|XP_034656042.1|DSUB	LOC5564902|XP_001649245.2|AAEG
OG0003696	LOC117890802|XP_034651767.1|DSUB	LOC5579150|XP_021698648.1|AAEG
OG0003697	LOC117890485|XP_034651261.1|DSUB	LOC5572295|XP_021698721.1|AAEG
OG0003698	LOC117895666|XP_034659380.1|DSUB	LOC5572284|XP_001653969.1|AAEG
OG0003699	LOC117890489|XP_034651268.1|DSUB	LOC5567317|XP_021698753.1|AAEG
OG0003700	LOC117892278|XP_034654289.1|DSUB	LOC5572272|XP_001653957.2|AAEG
OG0003701	LOC117902814|XP_034670330.1|DSUB	LOC5572269|XP_001653954.1|AAEG
OG0003702	LOC117894873|XP_034658031.1|DSUB	LOC5572266|XP_001653951.1|AAEG
OG0003703	LOC117894061|XP_034656805.1|DSUB	LOC5574042|XP_021698766.1|AAEG
OG0003704	LOC117894002|XP_034656716.1|DSUB	LOC5575360|XP_001661892.2|AAEG
OG0003705	LOC117892608|XP_034654840.1|DSUB	LOC5572191|XP_021698801.1|AAEG
OG0003706	LOC117894581|XP_034657614.1|DSUB	LOC5565819|XP_021698841.1|AAEG
OG0003707	LOC117893889|XP_034656552.1|DSUB	LOC5575064|XP_021698851.1|AAEG
OG0003708	LOC117893394|XP_034655884.1|DSUB	LOC5566015|XP_021698872.1|AAEG
OG0003709	LOC117891505|XP_034652887.1|DSUB	LOC5566018|XP_001650384.2|AAEG
OG0003710	LOC117891495|XP_034652874.1|DSUB	LOC5566025|XP_021698881.1|AAEG
OG0003711	LOC117894256|XP_034657101.1|DSUB	LOC5574346|XP_001661381.1|AAEG
OG0003712	LOC117891566|XP_034652979.1|DSUB	LOC5565753|XP_001650112.2|AAEG
OG0003713	LOC117892706|XP_034655011.1|DSUB	LOC5574343|XP_001661378.2|AAEG
OG0003714	LOC117889794|XP_034650158.1|DSUB	LOC5574341|XP_021698911.1|AAEG
OG0003715	LOC117895811|XP_034659628.1|DSUB	LOC5577796|XP_021698955.1|AAEG
OG0003716	LOC117893786|XP_034656421.1|DSUB	LOC23687946|XP_021698970.1|AAEG
OG0003717	LOC117893984|XP_034656689.1|DSUB	LOC5577272|XP_001656371.1|AAEG
OG0003718	LOC117893314|XP_034655793.1|DSUB	LOC5574567|XP_021699003.1|AAEG
OG0003719	LOC117894120|XP_034656893.1|DSUB	LOC110676244|XP_021699030.1|AAEG
OG0003720	LOC117903138|XP_034670866.1|DSUB	LOC5573291|XP_021699052.1|AAEG
OG0003721	LOC117890911|XP_034651917.1|DSUB	LOC5573292|XP_001654507.1|AAEG
OG0003722	LOC117895708|XP_034659447.1|DSUB	LOC5564044|XP_021699093.1|AAEG
OG0003723	LOC117895222|XP_034658608.1|DSUB	LOC5577458|XP_001663389.1|AAEG
OG0003724	LOC117895460|XP_034659024.1|DSUB	LOC5575702|XP_001662153.1|AAEG
OG0003725	LOC117894448|XP_034657432.1|DSUB	LOC5575495|XP_021699130.1|AAEG
OG0003726	LOC117895371|XP_034658848.1|DSUB	LOC5579263|XP_021699132.1|AAEG
OG0003727	LOC117895803|XP_034659616.1|DSUB	LOC5565706|XP_021699195.1|AAEG
OG0003728	LOC117896244|XP_034660292.1|DSUB	LOC5566098|XP_021699212.1|AAEG
OG0003729	LOC117893552|XP_034656093.1|DSUB	LOC5566099|XP_021699209.1|AAEG
OG0003730	LOC117893271|XP_034655730.1|DSUB	LOC5573007|XP_021699256.1|AAEG
OG0003731	LOC117895436|XP_034658981.1|DSUB	LOC5574538|XP_001655189.2|AAEG
OG0003732	LOC117894378|XP_034657274.1|DSUB	LOC5575610|XP_021699284.1|AAEG
OG0003733	LOC117893761|XP_034656390.1|DSUB	LOC5572983|XP_001654307.2|AAEG
OG0003734	LOC117895284|XP_034658711.1|DSUB	LOC5578843|XP_021699297.1|AAEG
OG0003735	LOC117892620|XP_034654862.1|DSUB	LOC5578853|XP_021699343.1|AAEG
OG0003736	LOC117891635|XP_034653072.1|DSUB	LOC5578854|XP_001664061.1|AAEG
OG0003737	LOC117891555|XP_034652967.1|DSUB	LOC5578877|XP_001664064.2|AAEG
OG0003738	LOC117890670|XP_034651537.1|DSUB	LOC5572868|XP_001660627.2|AAEG
OG0003739	LOC117890950|XP_034651982.1|DSUB	LOC5572863|XP_021699395.1|AAEG
OG0003740	LOC117890951|XP_034651983.1|DSUB	LOC5564603|XP_021699399.1|AAEG
OG0003741	LOC117893771|XP_034656401.1|DSUB	LOC5564600|XP_001648946.1|AAEG
OG0003742	LOC117894054|XP_034656798.1|DSUB	LOC5575203|XP_001661842.1|AAEG
OG0003743	LOC117891483|XP_034652854.1|DSUB	LOC5575925|XP_021699449.1|AAEG
OG0003744	LOC117890957|XP_034651989.1|DSUB	LOC5575924|XP_001655915.2|AAEG
OG0003745	LOC117890283|XP_034650936.1|DSUB	LOC5575920|XP_001655911.1|AAEG
OG0003746	LOC117889944|XP_034650372.1|DSUB	LOC5575915|XP_021699455.1|AAEG
OG0003747	LOC117893521|XP_034656052.1|DSUB	LOC5570352|XP_021699456.1|AAEG
OG0003748	LOC117894954|XP_034658175.1|DSUB	LOC5570351|XP_021699457.1|AAEG
OG0003749	LOC117893102|XP_034655424.1|DSUB	LOC5570349|XP_001653178.1|AAEG
OG0003750	LOC117893103|XP_034655425.1|DSUB	LOC5570348|XP_021699463.1|AAEG
OG0003751	LOC117895635|XP_034659281.1|DSUB	LOC5570347|XP_021699465.1|AAEG
OG0003752	LOC117894073|XP_034656818.1|DSUB	LOC110680767|XP_021712245.1|AAEG, LOC5570328|XP_021699497.1|AAEG
OG0003753	LOC117893977|XP_034656675.1|DSUB	LOC5570324|XP_001653151.2|AAEG
OG0003754	LOC117893963|XP_034656653.1|DSUB	LOC5570322|XP_001653149.2|AAEG
OG0003755	LOC117893486|XP_034656009.1|DSUB	LOC5578490|XP_021699523.1|AAEG
OG0003756	LOC117892268|XP_034654281.1|DSUB	LOC5570727|XP_001659319.2|AAEG
OG0003757	LOC117891954|XP_034653704.1|DSUB	LOC5574455|XP_021699561.1|AAEG
OG0003758	LOC117892575|XP_034654794.1|DSUB	LOC5576991|XP_001663093.2|AAEG
OG0003759	LOC117895401|XP_034658920.1|DSUB	LOC5576979|XP_021699583.1|AAEG
OG0003760	LOC117890117|XP_034650679.1|DSUB	LOC110680436|XP_021711925.1|AAEG, LOC5576976|XP_021699594.1|AAEG
OG0003761	LOC117895136|XP_034658447.1|DSUB	LOC5576975|XP_001663070.2|AAEG
OG0003762	LOC117895139|XP_034658454.1|DSUB	LOC5576974|XP_021699600.1|AAEG
OG0003763	LOC117895255|XP_034658663.1|DSUB	LOC110681304|XP_021712753.1|AAEG, LOC5568335|XP_021699608.1|AAEG
OG0003764	LOC117894570|XP_034657596.1|DSUB	LOC5574473|XP_021699619.1|AAEG
OG0003765	LOC117902457|XP_034669745.1|DSUB	LOC5574474|XP_001655133.2|AAEG
OG0003766	LOC117903819|XP_034672190.1|DSUB	LOC5567477|XP_001657450.1|AAEG
OG0003767	LOC117891283|XP_034652565.1|DSUB	LOC5570866|XP_001659377.1|AAEG
OG0003768	LOC117889810|XP_034650180.1|DSUB	LOC110676375|XP_021699654.1|AAEG
OG0003769	LOC117889775|XP_034650131.1|DSUB	LOC5570876|XP_001659386.1|AAEG
OG0003770	LOC117902912|XP_034670362.1|DSUB	LOC5578270|XP_021699665.1|AAEG
OG0003771	LOC117894619|XP_034657674.1|DSUB	LOC5578261|XP_021699680.1|AAEG
OG0003772	LOC117893727|XP_034656339.1|DSUB	LOC5569280|XP_001652813.2|AAEG
OG0003773	LOC117891899|XP_034653594.1|DSUB	LOC5569281|XP_021699682.1|AAEG
OG0003774	LOC117890030|XP_034650537.1|DSUB	LOC5575621|XP_021699693.1|AAEG
OG0003775	LOC117897701|XP_034662617.1|DSUB	LOC5576380|XP_001662596.2|AAEG
OG0003776	LOC117891424|XP_034652785.1|DSUB	LOC5569572|XP_001658638.2|AAEG
OG0003777	LOC117891451|XP_034652823.1|DSUB	LOC5567697|XP_001651861.1|AAEG
OG0003778	LOC117890001|XP_034650479.1|DSUB	LOC5567695|XP_021699793.1|AAEG
OG0003779	LOC117892266|XP_034654276.1|DSUB	LOC5565718|XP_021699822.1|AAEG
OG0003780	LOC117890735|XP_034651678.1|DSUB	LOC5574832|XP_021699838.1|AAEG
OG0003781	LOC117902955|XP_034670481.1|DSUB	LOC5574828|XP_001661659.2|AAEG
OG0003782	LOC117889630|XP_034649975.1|DSUB	LOC5574827|XP_021699848.1|AAEG
OG0003783	LOC117898738|XP_034664248.1|DSUB	LOC5574637|XP_001661554.1|AAEG
OG0003784	LOC117890317|XP_034650994.1|DSUB	LOC5574642|XP_021699899.1|AAEG
OG0003785	LOC117890678|XP_034651550.1|DSUB	LOC5574646|XP_001661565.1|AAEG
OG0003786	LOC117890486|XP_034651264.1|DSUB	LOC5572038|XP_001660145.2|AAEG
OG0003787	LOC117890493|XP_034651274.1|DSUB	LOC5572039|XP_021699913.1|AAEG
OG0003788	LOC117891029|XP_034652083.1|DSUB	LOC5572041|XP_001660149.2|AAEG
OG0003789	LOC117892654|XP_034654902.1|DSUB	LOC5572048|XP_021699945.1|AAEG, LOC110680878|XP_021712359.1|AAEG
OG0003790	LOC117893300|XP_034655767.1|DSUB	LOC5564189|XP_001648526.1|AAEG
OG0003791	LOC117897422|XP_034662148.1|DSUB	LOC5569986|XP_021700012.1|AAEG
OG0003792	LOC117891401|XP_034652736.1|DSUB	LOC110681220|XP_021712682.1|AAEG, LOC5574372|XP_001661424.1|AAEG
OG0003793	LOC117891960|XP_034653723.1|DSUB	LOC5575905|XP_021700119.1|AAEG
OG0003794	LOC117889752|XP_034650089.1|DSUB	LOC5575899|XP_021700127.1|AAEG
OG0003795	LOC117894025|XP_034656753.1|DSUB	LOC5578895|XP_001664101.2|AAEG
OG0003796	LOC117897718|XP_034662634.1|DSUB	LOC5576279|XP_021700136.1|AAEG
OG0003797	LOC117902048|XP_034669005.1|DSUB	LOC5565480|XP_021700166.1|AAEG
OG0003798	LOC117889806|XP_034650174.1|DSUB	LOC5570378|XP_021700169.1|AAEG
OG0003799	LOC117892440|XP_034654572.1|DSUB	LOC5570383|XP_021700181.1|AAEG
OG0003800	LOC117901244|XP_034667810.1|DSUB	LOC5568035|XP_021700198.1|AAEG
OG0003801	LOC117901866|XP_034668712.1|DSUB	LOC5580248|XP_021700214.1|AAEG
OG0003802	LOC117902617|XP_034670019.1|DSUB	LOC5580249|XP_021700218.1|AAEG
OG0003803	LOC117897728|XP_034662646.1|DSUB	LOC110681064|XP_021712524.1|AAEG, LOC110675168|XP_021695247.1|AAEG
OG0003804	LOC117901965|XP_034668837.1|DSUB	LOC5570937|XP_021700238.1|AAEG
OG0003805	LOC117901211|XP_034667765.1|DSUB	LOC5570930|XP_021700245.1|AAEG
OG0003806	LOC117901475|XP_034668130.1|DSUB	LOC5570932|XP_001659404.1|AAEG
OG0003807	LOC117902639|XP_034670053.1|DSUB	LOC5577719|XP_021700253.1|AAEG
OG0003808	LOC117893493|XP_034656018.1|DSUB	LOC110680907|XP_021712384.1|AAEG, LOC5571158|XP_021700301.1|AAEG
OG0003809	LOC117902234|XP_034669363.1|DSUB	LOC110681459|XP_021712912.1|AAEG, LOC5568632|XP_021700313.1|AAEG, LOC5568637|XP_001652464.1|AAEG
OG0003810	LOC117890045|XP_034650555.1|DSUB	LOC5567649|XP_021700330.1|AAEG
OG0003811	LOC117889985|XP_034650459.1|DSUB	LOC5578151|XP_001663723.2|AAEG
OG0003812	LOC117902007|XP_034668945.1|DSUB	LOC5571946|XP_021700429.1|AAEG
OG0003813	LOC117902015|XP_034668953.1|DSUB	LOC5569380|XP_021700450.1|AAEG
OG0003814	LOC117901400|XP_034668025.1|DSUB	LOC5569498|XP_021700472.1|AAEG
OG0003815	LOC117899657|XP_034665731.1|DSUB	LOC5579340|XP_001647648.2|AAEG
OG0003816	LOC117902098|XP_034669091.1|DSUB	LOC5569510|XP_001658595.1|AAEG
OG0003817	LOC117902035|XP_034668989.1|DSUB	LOC5576950|XP_001663045.1|AAEG
OG0003818	LOC117900211|XP_034666382.1|DSUB	LOC110680414|XP_021711906.1|AAEG, LOC110676540|XP_021700504.1|AAEG
OG0003819	LOC117901089|XP_034667607.1|DSUB	LOC5577422|XP_001656497.1|AAEG
OG0003820	LOC117897626|XP_034662486.1|DSUB	LOC5578366|XP_001656937.1|AAEG
OG0003821	LOC117891569|XP_034652983.1|DSUB	LOC5578355|XP_001656925.1|AAEG
OG0003822	LOC117902447|XP_034669733.1|DSUB	LOC5566424|XP_001650824.1|AAEG
OG0003823	LOC117900808|XP_034667187.1|DSUB	LOC5566438|XP_021700561.1|AAEG
OG0003824	LOC117901172|XP_034667717.1|DSUB	LOC110676558|XP_021700624.1|AAEG
OG0003825	LOC117900410|XP_034666658.1|DSUB	LOC5570915|XP_021700627.1|AAEG
OG0003826	LOC117901785|XP_034668585.1|DSUB	LOC5570911|XP_001653388.1|AAEG
OG0003827	LOC117902036|XP_034668990.1|DSUB	LOC5570902|XP_001653379.1|AAEG
OG0003828	LOC117902034|XP_034668985.1|DSUB	LOC5570900|XP_021700654.1|AAEG
OG0003829	LOC117902714|XP_034670167.1|DSUB	LOC5570899|XP_021700658.1|AAEG
OG0003830	LOC117900201|XP_034666354.1|DSUB	LOC5572922|XP_001654255.1|AAEG
OG0003831	LOC117899141|XP_034664839.1|DSUB	LOC5572925|XP_001654260.2|AAEG
OG0003832	LOC117901850|XP_034668690.1|DSUB	LOC5572928|XP_001654263.2|AAEG
OG0003833	LOC117900683|XP_034667020.1|DSUB	LOC5572931|XP_011493072.1|AAEG
OG0003834	LOC117900125|XP_034666240.1|DSUB, LOC117899967|XP_034666013.1|DSUB	LOC5574737|XP_021700707.1|AAEG
OG0003835	LOC117902773|XP_034670257.1|DSUB	LOC5571425|XP_021700750.1|AAEG
OG0003836	LOC117901240|XP_034667807.1|DSUB	LOC5566327|XP_001650716.1|AAEG
OG0003837	LOC117901237|XP_034667802.1|DSUB	LOC5574285|XP_021700779.1|AAEG, LOC110681472|XP_021712930.1|AAEG
OG0003838	LOC117900515|XP_034666802.1|DSUB	LOC5570424|XP_001659134.1|AAEG
OG0003839	LOC117900237|XP_034666417.1|DSUB	LOC5570432|XP_001659139.1|AAEG
OG0003840	LOC117891613|XP_034653041.1|DSUB	LOC5572643|XP_001654142.1|AAEG
OG0003841	LOC117901357|XP_034667958.1|DSUB	LOC5572652|XP_001654152.1|AAEG
OG0003842	LOC117902161|XP_034669191.1|DSUB	LOC5572664|XP_021700838.1|AAEG
OG0003843	LOC117902125|XP_034669142.1|DSUB	LOC5565770|XP_021700878.1|AAEG
OG0003844	LOC117900047|XP_034666130.1|DSUB	LOC5565771|XP_001650123.1|AAEG
OG0003845	LOC117901079|XP_034667583.1|DSUB	LOC5565769|XP_021695269.1|AAEG
OG0003846	LOC117900450|XP_034666711.1|DSUB	LOC110680286|XP_021711798.1|AAEG, LOC5565758|XP_021700904.1|AAEG
OG0003847	LOC117901506|XP_034668167.1|DSUB	LOC5565762|XP_021700917.1|AAEG
OG0003848	LOC117896559|XP_034660852.1|DSUB	LOC5564298|XP_021700923.1|AAEG
OG0003849	LOC117892033|XP_034653848.1|DSUB	LOC5565399|XP_001649729.1|AAEG
OG0003850	LOC117901661|XP_034668391.1|DSUB	LOC5565389|XP_001649742.3|AAEG
OG0003851	LOC117892265|XP_034654275.1|DSUB	LOC5569185|XP_001652768.1|AAEG
OG0003852	LOC117900235|XP_034666415.1|DSUB	LOC5564491|XP_001648836.1|AAEG
OG0003853	LOC117890457|XP_034651191.1|DSUB	LOC5564509|XP_021701084.1|AAEG
OG0003854	LOC117901514|XP_034668176.1|DSUB	LOC110680469|XP_021711969.1|AAEG, LOC5566992|XP_001651385.1|AAEG
OG0003855	LOC117902767|XP_034670251.1|DSUB	LOC5566966|XP_021701101.1|AAEG
OG0003856	LOC117900713|XP_034667065.1|DSUB	LOC110676661|XP_021701104.1|AAEG
OG0003857	LOC117900336|XP_034666565.1|DSUB	LOC5566516|XP_021701149.1|AAEG
OG0003858	LOC117903561|XP_034671655.1|DSUB	LOC5577280|XP_021706730.1|AAEG
OG0003859	LOC117900214|XP_034666387.1|DSUB	LOC5575679|XP_021701224.1|AAEG
OG0003860	LOC117891711|XP_034653196.1|DSUB	LOC5577025|XP_001656312.1|AAEG
OG0003861	LOC117902654|XP_034670073.1|DSUB	LOC5574497|XP_001655160.1|AAEG
OG0003862	LOC117901714|XP_034668482.1|DSUB	LOC5574499|XP_001655162.2|AAEG
OG0003863	LOC117902417|XP_034669659.1|DSUB	LOC5574500|XP_021701250.1|AAEG
OG0003864	LOC117901687|XP_034668420.1|DSUB	LOC5574502|XP_001655165.1|AAEG
OG0003865	LOC117899467|XP_034665374.1|DSUB	LOC5574507|XP_021701271.1|AAEG
OG0003866	LOC117902027|XP_034668977.1|DSUB	LOC110673980|XP_021701277.1|AAEG
OG0003867	LOC117900530|XP_034666820.1|DSUB	LOC5578951|XP_001664130.1|AAEG
OG0003868	LOC117902381|XP_034669591.1|DSUB	LOC110681235|XP_021712696.1|AAEG, LOC5568820|XP_021701334.1|AAEG
OG0003869	LOC117900715|XP_034667070.1|DSUB	LOC110681451|XP_021712902.1|AAEG, LOC5568827|XP_001658193.1|AAEG
OG0003870	LOC117902698|XP_034670133.1|DSUB	LOC5564986|XP_021701355.1|AAEG
OG0003871	LOC117901542|XP_034668224.1|DSUB	LOC5564996|XP_001649341.1|AAEG
OG0003872	LOC117891406|XP_034652743.1|DSUB	LOC5568984|XP_001658271.2|AAEG
OG0003873	LOC117899959|XP_034666005.1|DSUB	LOC5568982|XP_001658273.1|AAEG
OG0003874	LOC117901434|XP_034668068.1|DSUB	LOC5568981|XP_021701391.1|AAEG
OG0003875	LOC117901889|XP_034668742.1|DSUB	LOC110676724|XP_021701400.1|AAEG
OG0003876	LOC117900179|XP_034666315.1|DSUB	LOC5578796|XP_001657170.1|AAEG
OG0003877	LOC117900190|XP_034666330.1|DSUB	LOC5578760|XP_001657128.2|AAEG
OG0003878	LOC117900973|XP_034667448.1|DSUB	LOC110680375|XP_021711875.1|AAEG, LOC5578759|XP_021701450.1|AAEG
OG0003879	LOC117892915|XP_034655119.1|DSUB	LOC5578755|XP_001657123.1|AAEG
OG0003880	LOC117893803|XP_034656438.1|DSUB	LOC5578162|XP_021701461.1|AAEG
OG0003881	LOC117892053|XP_034653872.1|DSUB	LOC5574041|XP_021701485.1|AAEG
OG0003882	LOC117892507|XP_034654677.1|DSUB	LOC5574609|XP_021701494.1|AAEG
OG0003883	LOC117896241|XP_034660289.1|DSUB	LOC5570959|XP_001659425.2|AAEG
OG0003884	LOC117902435|XP_034669708.1|DSUB	LOC5577114|XP_021701499.1|AAEG
OG0003885	LOC117901682|XP_034668416.1|DSUB	LOC5577113|XP_001663201.1|AAEG
OG0003886	LOC117901679|XP_034668413.1|DSUB	LOC5577220|XP_001656323.1|AAEG
OG0003887	LOC117901329|XP_034667929.1|DSUB	LOC5564147|XP_021701513.1|AAEG
OG0003888	LOC117898817|XP_034664370.1|DSUB	LOC5578320|XP_021701538.1|AAEG
OG0003889	LOC117901619|XP_034668337.1|DSUB	LOC5568234|XP_001657931.2|AAEG
OG0003890	LOC117894912|XP_034658099.1|DSUB	LOC5579391|XP_001647695.2|AAEG
OG0003891	LOC117902455|XP_034669743.1|DSUB	LOC5569335|XP_001658435.2|AAEG
OG0003892	LOC117893565|XP_034656126.1|DSUB	LOC5569337|XP_001658441.1|AAEG
OG0003893	LOC117902662|XP_034670081.1|DSUB	LOC5580262|XP_001656142.2|AAEG
OG0003894	LOC117902311|XP_034669485.1|DSUB	LOC5580255|XP_001656145.1|AAEG
OG0003895	LOC117889952|XP_034650398.1|DSUB	LOC5564478|XP_021701633.1|AAEG
OG0003896	LOC117890709|XP_034651627.1|DSUB	LOC110675203|XP_021695308.1|AAEG, LOC5574678|XP_021701641.1|AAEG
OG0003897	LOC117890744|XP_034651690.1|DSUB	LOC5574676|XP_001661589.1|AAEG
OG0003898	LOC117902290|XP_034669459.1|DSUB	LOC5565516|XP_001649871.1|AAEG
OG0003899	LOC117902479|XP_034669781.1|DSUB	LOC5572627|XP_001660492.2|AAEG
OG0003900	LOC117902740|XP_034670208.1|DSUB	LOC5566914|XP_021701727.1|AAEG
OG0003901	LOC117900243|XP_034666422.1|DSUB	LOC5566913|XP_001651326.2|AAEG
OG0003902	LOC117900238|XP_034666418.1|DSUB	LOC5566912|XP_021701729.1|AAEG
OG0003903	LOC117900334|XP_034666563.1|DSUB	LOC5566910|XP_021701732.1|AAEG
OG0003904	LOC117900333|XP_034666562.1|DSUB	LOC5566942|XP_021701730.1|AAEG
OG0003905	LOC117899524|XP_034665475.1|DSUB	LOC5566941|XP_001651320.2|AAEG
OG0003906	LOC117891040|XP_034652100.1|DSUB	LOC5577215|XP_001663311.2|AAEG
OG0003907	LOC117900823|XP_034667221.1|DSUB	LOC5577205|XP_001663301.2|AAEG
OG0003908	LOC117900826|XP_034667225.1|DSUB	LOC5578247|XP_001663771.2|AAEG
OG0003909	LOC117891544|XP_034652946.1|DSUB	LOC5573102|XP_021701809.1|AAEG
OG0003910	LOC117902076|XP_034669062.1|DSUB	LOC5573103|XP_001654410.1|AAEG
OG0003911	LOC117900722|XP_034667081.1|DSUB	LOC5571554|XP_001659778.1|AAEG
OG0003912	LOC117901761|XP_034668540.1|DSUB	LOC5571558|XP_001659780.1|AAEG
OG0003913	LOC117902102|XP_034669096.1|DSUB	LOC5579488|XP_021701836.1|AAEG
OG0003914	LOC117900464|XP_034666730.1|DSUB	LOC110676828|XP_021701843.1|AAEG, LOC5569389|XP_001658466.1|AAEG
OG0003915	LOC117893965|XP_034656660.1|DSUB	LOC110680818|XP_021712289.1|AAEG, LOC5569390|XP_001658463.1|AAEG
OG0003916	LOC117902064|XP_034669030.1|DSUB	LOC5578582|XP_001663974.1|AAEG
OG0003917	LOC117900107|XP_034666221.1|DSUB	LOC5574513|XP_001661482.2|AAEG
OG0003918	LOC117901789|XP_034668590.1|DSUB	LOC5564615|XP_001648965.1|AAEG
OG0003919	LOC117900611|XP_034666923.1|DSUB	LOC5565707|XP_021701922.1|AAEG
OG0003920	LOC117891834|XP_034653476.1|DSUB	LOC5577107|XP_021701929.1|AAEG
OG0003921	LOC117901389|XP_034668014.1|DSUB	LOC5577565|XP_021701958.1|AAEG
OG0003922	LOC117900458|XP_034666722.1|DSUB	LOC5564612|XP_021701961.1|AAEG
OG0003923	LOC117902993|XP_034670600.1|DSUB	LOC5569850|XP_001658744.1|AAEG
OG0003924	LOC117890234|XP_034650863.1|DSUB	LOC5569853|XP_001658748.2|AAEG
OG0003925	LOC117899977|XP_034666028.1|DSUB	LOC110676861|XP_021701992.1|AAEG
OG0003926	LOC117902718|XP_034670174.1|DSUB	LOC5569863|XP_001658759.1|AAEG
OG0003927	LOC117900935|XP_034667392.1|DSUB	LOC5579066|XP_001664223.1|AAEG
OG0003928	LOC117900265|XP_034666465.1|DSUB	LOC5563851|XP_001648170.1|AAEG
OG0003929	LOC117900457|XP_034666720.1|DSUB	LOC5573389|XP_001654560.1|AAEG
OG0003930	LOC117902609|XP_034670012.1|DSUB	LOC5573392|XP_001654565.1|AAEG
OG0003931	LOC117902595|XP_034669987.1|DSUB	LOC5573396|XP_021702068.1|AAEG
OG0003932	LOC117891413|XP_034652751.1|DSUB	LOC5573081|XP_021702121.1|AAEG
OG0003933	LOC117902429|XP_034669686.1|DSUB	LOC5567715|XP_021702146.1|AAEG
OG0003934	LOC117900643|XP_034666965.1|DSUB	LOC5568869|XP_021702147.1|AAEG
OG0003935	LOC117890455|XP_034651183.1|DSUB	LOC5567315|XP_001651750.1|AAEG
OG0003936	LOC117890469|XP_034651215.1|DSUB	LOC5567314|XP_001651749.1|AAEG
OG0003937	LOC117892366|XP_034654468.1|DSUB	LOC5570833|XP_021702175.1|AAEG
OG0003938	LOC117902213|XP_034669323.1|DSUB	LOC5570830|XP_021702177.1|AAEG
OG0003939	LOC117901944|XP_034668807.1|DSUB	LOC5570829|XP_021702178.1|AAEG
OG0003940	LOC117902222|XP_034669346.1|DSUB	LOC5570827|XP_001653335.1|AAEG
OG0003941	LOC117902227|XP_034669351.1|DSUB	LOC5570828|XP_001653334.1|AAEG
OG0003942	LOC117901612|XP_034668322.1|DSUB	LOC5565708|XP_021702207.1|AAEG
OG0003943	LOC117902229|XP_034669354.1|DSUB	LOC5580320|XP_021702225.1|AAEG
OG0003944	LOC117900904|XP_034667354.1|DSUB	LOC5573510|XP_001654647.1|AAEG
OG0003945	LOC117889981|XP_034650453.1|DSUB	LOC5577630|XP_001656628.1|AAEG
OG0003946	LOC117901299|XP_034667894.1|DSUB	LOC5575174|XP_021702277.1|AAEG
OG0003947	LOC117901422|XP_034668049.1|DSUB	LOC5575166|XP_021702282.1|AAEG
OG0003948	LOC117901468|XP_034668121.1|DSUB	LOC5575152|XP_001655529.2|AAEG
OG0003949	LOC117901462|XP_034668106.1|DSUB	LOC5575149|XP_021702305.1|AAEG
OG0003950	LOC117901718|XP_034668485.1|DSUB	LOC5566375|XP_021702361.1|AAEG
OG0003951	LOC117902114|XP_034669119.1|DSUB	LOC5566382|XP_021702373.1|AAEG
OG0003952	LOC117901533|XP_034668213.1|DSUB	LOC5569445|XP_001658534.2|AAEG
