Orthogroup	DSUB.longest_only	DALB.longest_only
OG0005095	LOC117891957|XP_034653711.1|DSUB	LOC117569851|XP_034107074.1|DALB
OG0005096	LOC117900633|XP_034666953.1|DSUB	LOC117564106|XP_034098647.1|DALB
OG0005097	LOC117891428|XP_034652790.1|DSUB	LOC117570524|XP_034108117.1|DALB
OG0005098	LOC117892208|XP_034654199.1|DSUB	LOC117571474|XP_034109523.1|DALB
OG0005099	LOC117892285|XP_034654296.1|DSUB	LOC117570802|XP_034108549.1|DALB
OG0005100	LOC117892280|XP_034654291.1|DSUB	LOC117570801|XP_034108548.1|DALB
OG0005101	LOC117896735|XP_034661092.1|DSUB	LOC117575287|XP_034115322.1|DALB
OG0005102	LOC117889949|XP_034650379.1|DSUB	LOC117568278|XP_034104662.1|DALB
OG0005103	LOC117891020|XP_034652073.1|DSUB	LOC117571444|XP_034109479.1|DALB
OG0005104	LOC117901040|XP_034667540.1|DSUB	LOC117563447|XP_034097677.1|DALB
OG0005105	LOC117894001|XP_034656715.1|DSUB	LOC117572482|XP_034111222.1|DALB
OG0005106	LOC117893230|XP_034655673.1|DSUB	LOC117572593|XP_034111376.1|DALB
OG0005107	LOC117894667|XP_034657735.1|DSUB	LOC117567082|XP_034102727.1|DALB
OG0005108	LOC117891253|XP_034652514.1|DSUB	LOC117572441|XP_034111163.1|DALB
OG0005109	LOC117903766|XP_034672070.1|DSUB	LOC117565062|XP_034099938.1|DALB
OG0005110	LOC117894042|XP_034656782.1|DSUB	LOC117572582|XP_034111357.1|DALB
OG0005111	LOC117894587|XP_034657623.1|DSUB	LOC117567378|XP_034103212.1|DALB
OG0005112	LOC117894303|XP_034657160.1|DSUB	LOC117566955|XP_034102488.1|DALB
OG0005113	LOC117894597|XP_034657638.1|DSUB	LOC117567379|XP_034103214.1|DALB
OG0005114	LOC117893122|XP_034655462.1|DSUB	LOC117569881|XP_034107111.1|DALB
OG0005115	LOC117902210|XP_034669320.1|DSUB	LOC117564073|XP_034098589.1|DALB
OG0005116	LOC117893967|XP_034656658.1|DSUB	LOC117570381|XP_034107867.1|DALB
OG0005117	LOC117891918|XP_034653636.1|DSUB	LOC117564118|XP_034098670.1|DALB
OG0005118	LOC117902020|XP_034668968.1|DSUB	LOC117565897|XP_034101134.1|DALB
OG0005119	LOC117890204|XP_034650803.1|DSUB	LOC117570385|XP_034107873.1|DALB
OG0005120	LOC117895474|XP_034659043.1|DSUB	LOC117570347|XP_034107795.1|DALB
OG0005121	LOC117894257|XP_034657102.1|DSUB	LOC117570081|XP_034107412.1|DALB
OG0005122	LOC117893369|XP_034655853.1|DSUB	LOC117567441|XP_034103340.1|DALB
OG0005123	LOC117895099|XP_034658387.1|DSUB	LOC117572623|XP_034111470.1|DALB
OG0005124	LOC117893969|XP_034656661.1|DSUB	LOC117566359|XP_034101738.1|DALB
OG0005125	LOC117893961|XP_034656648.1|DSUB	LOC117567637|XP_034103633.1|DALB
OG0005126	LOC117895326|XP_034658787.1|DSUB	LOC117571505|XP_034109565.1|DALB
OG0005127	LOC117894375|XP_034657270.1|DSUB	LOC117569101|XP_034106010.1|DALB
OG0005128	LOC117890086|XP_034650635.1|DSUB	LOC117568669|XP_034105364.1|DALB
OG0005129	LOC117894086|XP_034656845.1|DSUB	LOC117570488|XP_034108070.1|DALB
OG0005130	LOC117893107|XP_034655431.1|DSUB	LOC117571813|XP_034110074.1|DALB
OG0005131	LOC117895600|XP_034659239.1|DSUB	LOC117571407|XP_034109435.1|DALB
OG0005132	LOC117892988|XP_034655231.1|DSUB	LOC117566852|XP_034102335.1|DALB
OG0005133	LOC117894734|XP_034657823.1|DSUB	LOC117570965|XP_034108798.1|DALB
OG0005134	LOC117894439|XP_034657396.1|DSUB	LOC117567570|XP_034103531.1|DALB
OG0005135	LOC117895396|XP_034658915.1|DSUB	LOC117567887|XP_034104049.1|DALB
OG0005136	LOC117895675|XP_034659388.1|DSUB	LOC117568250|XP_034104620.1|DALB
OG0005137	LOC117899050|XP_034664701.1|DSUB	LOC117576708|XP_034117614.1|DALB
OG0005138	LOC117895464|XP_034659030.1|DSUB	LOC117568783|XP_034105511.1|DALB
OG0005139	LOC117894569|XP_034657595.1|DSUB	LOC117570158|XP_034107515.1|DALB
OG0005140	LOC117902221|XP_034669345.1|DSUB	LOC117566127|XP_034101496.1|DALB
OG0005141	LOC117891532|XP_034652924.1|DSUB	LOC117572415|XP_034111088.1|DALB
OG0005142	LOC117894113|XP_034656884.1|DSUB	LOC117569408|XP_034106436.1|DALB
OG0005143	LOC117895156|XP_034658485.1|DSUB	LOC117572013|XP_034110425.1|DALB
OG0005144	LOC117895160|XP_034658506.1|DSUB	LOC117569335|XP_034106356.1|DALB
OG0005145	LOC117895158|XP_034658504.1|DSUB	LOC117569918|XP_034107154.1|DALB
OG0005146	LOC117895797|XP_034659605.1|DSUB	LOC117570476|XP_034108051.1|DALB
OG0005147	LOC117895801|XP_034659613.1|DSUB	LOC117570478|XP_034108054.1|DALB
OG0005148	LOC117895491|XP_034659078.1|DSUB	LOC117568453|XP_034105019.1|DALB
OG0005149	LOC117891706|XP_034653190.1|DSUB	LOC117570690|XP_034108383.1|DALB
OG0005150	LOC117894804|XP_034657929.1|DSUB	LOC117567935|XP_034104116.1|DALB
OG0005151	LOC117893843|XP_034656500.1|DSUB	LOC117567600|XP_034103578.1|DALB
OG0005152	LOC117895047|XP_034658316.1|DSUB	LOC117571620|XP_034109733.1|DALB
OG0005153	LOC117895435|XP_034658980.1|DSUB	LOC117571613|XP_034109724.1|DALB
OG0005154	LOC117895433|XP_034658974.1|DSUB	LOC117571611|XP_034109721.1|DALB
OG0005155	LOC117895285|XP_034658714.1|DSUB	LOC117570038|XP_034107353.1|DALB
OG0005156	LOC117898960|XP_034664589.1|DSUB	LOC117574076|XP_034113601.1|DALB
OG0005157	LOC117891553|XP_034652963.1|DSUB	LOC117568619|XP_034105289.1|DALB
OG0005158	LOC117895246|XP_034658648.1|DSUB	LOC117567830|XP_034103965.1|DALB
OG0005159	LOC117893324|XP_034655804.1|DSUB	LOC117569525|XP_034106615.1|DALB
OG0005160	LOC117893500|XP_034656029.1|DSUB	LOC117572038|XP_034110492.1|DALB
OG0005161	LOC117891365|XP_034652691.1|DSUB	LOC117570832|XP_034108595.1|DALB
OG0005162	LOC117899973|XP_034666027.1|DSUB	LOC117578223|XP_034119487.1|DALB
OG0005163	LOC117895437|XP_034658982.1|DSUB	LOC117566950|XP_034102473.1|DALB
OG0005164	LOC117894233|XP_034657041.1|DSUB	LOC117567856|XP_034104006.1|DALB
OG0005165	LOC117890303|XP_034650968.1|DSUB	LOC117572765|XP_034111741.1|DALB
OG0005166	LOC117899176|XP_034664928.1|DSUB	LOC117576049|XP_034116471.1|DALB
OG0005167	LOC117899181|XP_034664932.1|DSUB	LOC117576053|XP_034116476.1|DALB
OG0005168	LOC117893485|XP_034656008.1|DSUB	LOC117567486|XP_034103406.1|DALB
OG0005169	LOC117892986|XP_034655229.1|DSUB	LOC117572667|XP_034111563.1|DALB
OG0005170	LOC117892978|XP_034655211.1|DSUB	LOC117572664|XP_034111552.1|DALB
OG0005171	LOC117892983|XP_034655224.1|DSUB	LOC117572666|XP_034111562.1|DALB
OG0005172	LOC117891885|XP_034653573.1|DSUB	LOC117569529|XP_034106623.1|DALB
OG0005173	LOC117891423|XP_034652784.1|DSUB	LOC117571678|XP_034109810.1|DALB
OG0005174	LOC117892132|XP_034654059.1|DSUB	LOC117570310|XP_034107743.1|DALB
OG0005175	LOC117891623|XP_034653050.1|DSUB	LOC117570295|XP_034107707.1|DALB
OG0005176	LOC117891310|XP_034652611.1|DSUB	LOC117570227|XP_034107620.1|DALB
OG0005177	LOC117890818|XP_034651779.1|DSUB	LOC117569878|XP_034107108.1|DALB
OG0005178	LOC117895141|XP_034658456.1|DSUB	LOC117567123|XP_034102821.1|DALB
OG0005179	LOC117895408|XP_034658931.1|DSUB	LOC117572019|XP_034110458.1|DALB
OG0005180	LOC117895564|XP_034659171.1|DSUB	LOC117572399|XP_034111070.1|DALB
OG0005181	LOC117889629|XP_034649973.1|DSUB	LOC117563453|XP_034097695.1|DALB
OG0005182	LOC117889982|XP_034650454.1|DSUB	LOC117567339|XP_034103151.1|DALB
OG0005183	LOC117892066|XP_034653943.1|DSUB	LOC117567629|XP_034103614.1|DALB
OG0005184	LOC117892064|XP_034653940.1|DSUB	LOC117567967|XP_034104167.1|DALB
OG0005185	LOC117890661|XP_034651525.1|DSUB	LOC117567702|XP_034103724.1|DALB
OG0005186	LOC117889774|XP_034650126.1|DSUB	LOC117566570|XP_034102003.1|DALB
OG0005187	LOC117891415|XP_034652773.1|DSUB	LOC117571680|XP_034109812.1|DALB
OG0005188	LOC117890669|XP_034651536.1|DSUB	LOC117572714|XP_034111668.1|DALB
OG0005189	LOC117902233|XP_034669365.1|DSUB	LOC117565514|XP_034100558.1|DALB
OG0005190	LOC117894132|XP_034656917.1|DSUB	LOC117571026|XP_034108876.1|DALB
OG0005191	LOC117896111|XP_034660056.1|DSUB	LOC117575886|XP_034116217.1|DALB, LOC117575887|XP_034116219.1|DALB
OG0005192	LOC117891854|XP_034653499.1|DSUB	LOC117567443|XP_034103342.1|DALB
OG0005193	LOC117890659|XP_034651522.1|DSUB	LOC117569385|XP_034106406.1|DALB
OG0005194	LOC117892262|XP_034654268.1|DSUB	LOC117570568|XP_034108191.1|DALB
OG0005195	LOC117892539|XP_034654737.1|DSUB	LOC117570377|XP_034107862.1|DALB
OG0005196	LOC117894685|XP_034657755.1|DSUB	LOC117567738|XP_034103814.1|DALB
OG0005197	LOC117892715|XP_034655026.1|DSUB	LOC117570831|XP_034108594.1|DALB
OG0005198	LOC117894147|XP_034656933.1|DSUB	LOC117569624|XP_034106752.1|DALB
OG0005199	LOC117891667|XP_034653123.1|DSUB	LOC117566911|XP_034102422.1|DALB
OG0005200	LOC117890727|XP_034651670.1|DSUB	LOC117566888|XP_034102391.1|DALB
OG0005201	LOC117891641|XP_034653077.1|DSUB	LOC117570433|XP_034107980.1|DALB
OG0005202	LOC117892659|XP_034654936.1|DSUB	LOC117571188|XP_034109116.1|DALB
OG0005203	LOC117890695|XP_034651581.1|DSUB	LOC117568615|XP_034105267.1|DALB
OG0005204	LOC117900010|XP_034666085.1|DSUB	LOC117564885|XP_034099724.1|DALB
OG0005205	LOC117901290|XP_034667876.1|DSUB	LOC117564344|XP_034098945.1|DALB
OG0005206	LOC117889980|XP_034650452.1|DSUB	LOC117569435|XP_034106488.1|DALB
OG0005207	LOC117892151|XP_034654090.1|DSUB	LOC117566378|XP_034101772.1|DALB
OG0005208	LOC117890261|XP_034650909.1|DSUB	LOC117569667|XP_034106804.1|DALB
OG0005209	LOC117900326|XP_034666547.1|DSUB	LOC117563291|XP_034097425.1|DALB
OG0005210	LOC117901132|XP_034667664.1|DSUB	LOC117563289|XP_034097422.1|DALB
OG0005211	LOC117893631|XP_034656205.1|DSUB	LOC117570602|XP_034108237.1|DALB
OG0005212	LOC117892724|XP_034655037.1|DSUB	LOC117570840|XP_034108611.1|DALB
OG0005213	LOC117902148|XP_034669211.1|DSUB	LOC117577994|XP_034118983.1|DALB
OG0005214	LOC117902777|XP_034670264.1|DSUB	LOC117565882|XP_034101112.1|DALB
OG0005215	LOC117900186|XP_034666323.1|DSUB	LOC117566013|XP_034101324.1|DALB
OG0005216	LOC117901306|XP_034667907.1|DSUB	LOC117563658|XP_034097964.1|DALB
OG0005217	LOC117902466|XP_034669763.1|DSUB	LOC117577417|XP_034118215.1|DALB
OG0005218	LOC117902517|XP_034669832.1|DSUB	LOC117564768|XP_034099556.1|DALB
OG0005219	LOC117891771|XP_034653318.1|DSUB	LOC117569889|XP_034107120.1|DALB
OG0005220	LOC117893953|XP_034656636.1|DSUB	LOC117569357|XP_034106381.1|DALB
OG0005221	LOC117901685|XP_034668419.1|DSUB	LOC117565713|XP_034100852.1|DALB
OG0005222	LOC117900947|XP_034667406.1|DSUB	LOC117565326|XP_034100255.1|DALB
OG0005223	LOC117902238|XP_034669372.1|DSUB	LOC117565150|XP_034100020.1|DALB
OG0005224	LOC117902203|XP_034669310.1|DSUB	LOC117563887|XP_034098336.1|DALB
OG0005226	LOC117902790|XP_034670289.1|DSUB	LOC117563382|XP_034097580.1|DALB
OG0005227	LOC117902062|XP_034669026.1|DSUB	LOC117565876|XP_034101107.1|DALB
OG0005228	LOC117902059|XP_034669022.1|DSUB	LOC117565873|XP_034101104.1|DALB
OG0005229	LOC117900820|XP_034667214.1|DSUB	LOC117566050|XP_034101392.1|DALB
OG0005230	LOC117900459|XP_034666723.1|DSUB	LOC117566183|XP_034101579.1|DALB
OG0005231	LOC117900090|XP_034666192.1|DSUB	LOC117565352|XP_034100301.1|DALB
OG0005232	LOC117900423|XP_034666675.1|DSUB	LOC117564756|XP_034099540.1|DALB
OG0005233	LOC117900805|XP_034667183.1|DSUB	LOC117564159|XP_034098717.1|DALB
OG0005234	LOC117901546|XP_034668230.1|DSUB	LOC117565136|XP_034099997.1|DALB
OG0005235	LOC117900567|XP_034666866.1|DSUB	LOC117563245|XP_034097347.1|DALB
OG0005236	LOC117902368|XP_034669575.1|DSUB	LOC117565588|XP_034100678.1|DALB
OG0005237	LOC117901118|XP_034667644.1|DSUB	LOC117564152|XP_034098709.1|DALB
OG0005238	LOC117902748|XP_034670226.1|DSUB	LOC117564153|XP_034098710.1|DALB
OG0005239	LOC117900232|XP_034666409.1|DSUB	LOC117566077|XP_034101446.1|DALB
OG0005240	LOC117901085|XP_034667600.1|DSUB	LOC117565241|XP_034100143.1|DALB
OG0005241	LOC117900685|XP_034667023.1|DSUB	LOC117563502|XP_034097765.1|DALB
OG0005243	LOC117900819|XP_034667209.1|DSUB	LOC117566203|XP_034101620.1|DALB
OG0005244	LOC117898303|XP_034663466.1|DSUB	LOC117574239|XP_034113843.1|DALB
OG0005245	LOC117896402|XP_034660606.1|DSUB	LOC117576878|XP_034117878.1|DALB
OG0005246	LOC117902480|XP_034669782.1|DSUB	LOC117563568|XP_034097841.1|DALB
OG0005247	LOC117889977|XP_034650448.1|DSUB	LOC117566918|XP_034102430.1|DALB
OG0005248	LOC117899217|XP_034664981.1|DSUB	LOC117571544|XP_034109631.1|DALB
OG0005249	LOC117897348|XP_034662019.1|DSUB	LOC117573323|XP_034112322.1|DALB
OG0005250	LOC117901427|XP_034668060.1|DSUB	LOC117577400|XP_034118198.1|DALB
OG0005251	LOC117901581|XP_034668274.1|DSUB	LOC117564481|XP_034099173.1|DALB
OG0005252	LOC117902285|XP_034669449.1|DSUB	LOC117565662|XP_034100775.1|DALB
OG0005253	LOC117902004|XP_034668940.1|DSUB	LOC117563782|XP_034098179.1|DALB
OG0005254	LOC117901881|XP_034668729.1|DSUB	LOC117563444|XP_034097672.1|DALB
OG0005255	LOC117901388|XP_034668012.1|DSUB	LOC117563443|XP_034097671.1|DALB
OG0005256	LOC117900528|XP_034666818.1|DSUB	LOC117564112|XP_034098656.1|DALB
OG0005257	LOC117901038|XP_034667538.1|DSUB	LOC117565373|XP_034100332.1|DALB
OG0005258	LOC117902033|XP_034668984.1|DSUB	LOC117564546|XP_034099260.1|DALB
OG0005259	LOC117900372|XP_034666613.1|DSUB	LOC117563470|XP_034097716.1|DALB
OG0005260	LOC117900374|XP_034666617.1|DSUB	LOC117563472|XP_034097719.1|DALB
OG0005261	LOC117902164|XP_034669193.1|DSUB	LOC117566197|XP_034101605.1|DALB
OG0005262	LOC117902169|XP_034669200.1|DSUB	LOC117563741|XP_034098112.1|DALB
OG0005263	LOC117901042|XP_034667541.1|DSUB	LOC117563640|XP_034097940.1|DALB
OG0005264	LOC117897730|XP_034662649.1|DSUB	LOC117576183|XP_034116664.1|DALB
OG0005265	LOC117900606|XP_034666911.1|DSUB	LOC117564643|XP_034099394.1|DALB
OG0005266	LOC117900535|XP_034666825.1|DSUB	LOC117563492|XP_034097745.1|DALB
OG0005267	LOC117900154|XP_034666282.1|DSUB	LOC117563651|XP_034097952.1|DALB
OG0005268	LOC117900151|XP_034666277.1|DSUB	LOC117563650|XP_034097951.1|DALB
OG0005269	LOC117900058|XP_034666151.1|DSUB	LOC117563711|XP_034098049.1|DALB
OG0005270	LOC117902571|XP_034669921.1|DSUB	LOC117564628|XP_034099375.1|DALB
OG0005271	LOC117901232|XP_034667795.1|DSUB	LOC117578375|XP_034119696.1|DALB
OG0005272	LOC117901235|XP_034667799.1|DSUB	LOC117565603|XP_034100695.1|DALB
OG0005273	LOC117902346|XP_034669540.1|DSUB	LOC117563457|XP_034097701.1|DALB
OG0005274	LOC117900680|XP_034667017.1|DSUB	LOC117564140|XP_034098694.1|DALB
OG0005275	LOC117902376|XP_034669585.1|DSUB	LOC117564472|XP_034099161.1|DALB
OG0005276	LOC117900588|XP_034666889.1|DSUB	LOC117564747|XP_034099528.1|DALB
OG0005277	LOC117900185|XP_034666321.1|DSUB	LOC117566010|XP_034101322.1|DALB
OG0005278	LOC117892520|XP_034654698.1|DSUB	LOC117571250|XP_034109194.1|DALB
OG0005279	LOC117901730|XP_034668503.1|DSUB	LOC117564397|XP_034099009.1|DALB
OG0005280	LOC117902735|XP_034670201.1|DSUB	LOC117565868|XP_034101096.1|DALB
OG0005281	LOC117900893|XP_034667315.1|DSUB	LOC117564898|XP_034099739.1|DALB
OG0005282	LOC117897135|XP_034661696.1|DSUB	LOC117573414|XP_034112510.1|DALB
OG0005283	LOC117898470|XP_034663791.1|DSUB	LOC117574169|XP_034113751.1|DALB
OG0005284	LOC117900098|XP_034666209.1|DSUB	LOC117566008|XP_034101320.1|DALB
OG0005285	LOC117900097|XP_034666208.1|DSUB	LOC117566007|XP_034101319.1|DALB
OG0005286	LOC117902746|XP_034670222.1|DSUB	LOC117565872|XP_034101099.1|DALB
OG0005287	LOC117902739|XP_034670206.1|DSUB	LOC117564668|XP_034099423.1|DALB
OG0005288	LOC117902706|XP_034670152.1|DSUB	LOC117564536|XP_034099249.1|DALB
OG0005289	LOC117900979|XP_034667463.1|DSUB	LOC117564482|XP_034099177.1|DALB
OG0005290	LOC117898225|XP_034663351.1|DSUB	LOC117574057|XP_034113564.1|DALB
OG0005294	LOC117900864|XP_034667277.1|DSUB	LOC117563404|XP_034097628.1|DALB
OG0005296	LOC117896224|XP_034660250.1|DSUB	LOC117573775|XP_034113065.1|DALB
OG0005297	LOC117902619|XP_034670026.1|DSUB	LOC117565077|XP_034099918.1|DALB
OG0005298	LOC117900144|XP_034666267.1|DSUB	LOC117565411|XP_034100388.1|DALB
OG0005299	LOC117897717|XP_034662633.1|DSUB	LOC117575128|XP_034115122.1|DALB
OG0005300	LOC117903375|XP_034671235.1|DSUB	LOC117577769|XP_034118573.1|DALB
OG0005301	LOC117902019|XP_034668960.1|DSUB	LOC117565824|XP_034101019.1|DALB
OG0005302	LOC117890726|XP_034651666.1|DSUB	LOC117568254|XP_034104627.1|DALB
OG0005303	LOC117900175|XP_034666311.1|DSUB	LOC117564719|XP_034099493.1|DALB
OG0005304	LOC117902339|XP_034669529.1|DSUB	LOC117564249|XP_034098844.1|DALB
OG0005305	LOC117892519|XP_034654697.1|DSUB	LOC117568068|XP_034104319.1|DALB
OG0005306	LOC117901515|XP_034668178.1|DSUB	LOC117564450|XP_034099118.1|DALB
OG0005307	LOC117900247|XP_034666436.1|DSUB	LOC117564212|XP_034098787.1|DALB
OG0005308	LOC117902320|XP_034669499.1|DSUB	LOC117564108|XP_034098649.1|DALB
OG0005309	LOC117901218|XP_034667776.1|DSUB	LOC117578378|XP_034119702.1|DALB
OG0005310	LOC117902801|XP_034670313.1|DSUB	LOC117564442|XP_034099072.1|DALB
OG0005311	LOC117900877|XP_034667296.1|DSUB	LOC117564005|XP_034098487.1|DALB
OG0005312	LOC117900351|XP_034666587.1|DSUB	LOC117563321|XP_034097472.1|DALB
OG0005313	LOC117901838|XP_034668664.1|DSUB	LOC117563310|XP_034097449.1|DALB
OG0005314	LOC117900378|XP_034666621.1|DSUB	LOC117564602|XP_034099349.1|DALB
OG0005315	LOC117900584|XP_034666885.1|DSUB	LOC117563475|XP_034097723.1|DALB
OG0005316	LOC117892521|XP_034654699.1|DSUB	LOC117570570|XP_034108196.1|DALB
OG0005317	LOC117900413|XP_034666662.1|DSUB	LOC117563951|XP_034098415.1|DALB
OG0005318	LOC117902104|XP_034669100.1|DSUB	LOC117565660|XP_034100773.1|DALB
OG0005319	LOC117900353|XP_034666591.1|DSUB	LOC117563948|XP_034098411.1|DALB
OG0005320	LOC117902632|XP_034670043.1|DSUB	LOC117566060|XP_034101407.1|DALB
OG0005321	LOC117900501|XP_034666781.1|DSUB	LOC117566143|XP_034101520.1|DALB
OG0005322	LOC117900511|XP_034666796.1|DSUB	LOC117565887|XP_034101119.1|DALB
OG0005323	LOC117900976|XP_034667455.1|DSUB	LOC117563667|XP_034097976.1|DALB
OG0005324	LOC117901225|XP_034667786.1|DSUB	LOC117564248|XP_034098841.1|DALB
OG0005326	LOC117902182|XP_034669245.1|DSUB	LOC117564251|XP_034098846.1|DALB
OG0005327	LOC117901325|XP_034667925.1|DSUB	LOC117578403|XP_034119748.1|DALB
OG0005328	LOC117899386|XP_034665259.1|DSUB	LOC117576028|XP_034116428.1|DALB
OG0005329	LOC117895240|XP_034658640.1|DSUB	LOC117571933|XP_034110313.1|DALB
OG0005330	LOC117895238|XP_034658638.1|DSUB	LOC117570718|XP_034108420.1|DALB
OG0005331	LOC117900155|XP_034666283.1|DSUB	LOC117563652|XP_034097953.1|DALB
OG0005332	LOC117901810|XP_034668615.1|DSUB	LOC117564036|XP_034098531.1|DALB
OG0005333	LOC117901543|XP_034668225.1|DSUB	LOC117565493|XP_034100491.1|DALB
OG0005334	LOC117902332|XP_034669518.1|DSUB	LOC117563464|XP_034097707.1|DALB
OG0005335	LOC117891799|XP_034653364.1|DSUB	LOC117570276|XP_034107685.1|DALB
OG0005336	LOC117892675|XP_034654963.1|DSUB	LOC117569084|XP_034105990.1|DALB
OG0005337	LOC117891404|XP_034652741.1|DSUB	LOC117569846|XP_034107066.1|DALB
OG0005338	LOC117901204|XP_034667749.1|DSUB	LOC117563546|XP_034097815.1|DALB
OG0005339	LOC117902305|XP_034669478.1|DSUB	LOC117563426|XP_034097651.1|DALB
OG0005340	LOC117900887|XP_034667307.1|DSUB	LOC117563293|XP_034097427.1|DALB
OG0005341	LOC117890479|XP_034651236.1|DSUB	LOC117572778|XP_034111764.1|DALB
OG0005342	LOC117902070|XP_034669046.1|DSUB	LOC117564778|XP_034099567.1|DALB
OG0005343	LOC117890956|XP_034651988.1|DSUB	LOC117569857|XP_034107081.1|DALB
OG0005344	LOC117890290|XP_034650945.1|DSUB	LOC117569283|XP_034106280.1|DALB
OG0005345	LOC117900876|XP_034667293.1|DSUB	LOC117563367|XP_034097557.1|DALB
OG0005346	LOC117900249|XP_034666439.1|DSUB	LOC117563262|XP_034097376.1|DALB
OG0005347	LOC117901701|XP_034668453.1|DSUB	LOC117564101|XP_034098638.1|DALB
OG0005348	LOC117902327|XP_034669508.1|DSUB	LOC117563309|XP_034097448.1|DALB
OG0005349	LOC117901794|XP_034668596.1|DSUB	LOC117565541|XP_034100576.1|DALB
OG0005350	LOC117901354|XP_034667954.1|DSUB	LOC117565462|XP_034100457.1|DALB
OG0005351	LOC117895292|XP_034658736.1|DSUB	LOC117569298|XP_034106297.1|DALB
OG0005352	LOC117900747|XP_034667116.1|DSUB	LOC117564205|XP_034098776.1|DALB
OG0005353	LOC117890508|XP_034651299.1|DSUB	LOC117572208|XP_034110768.1|DALB
OG0005354	LOC117902688|XP_034670114.1|DSUB	LOC117563804|XP_034098228.1|DALB
OG0005355	LOC117899998|XP_034666061.1|DSUB	LOC117564117|XP_034098665.1|DALB
OG0005356	LOC117900002|XP_034666064.1|DSUB	LOC117564125|XP_034098674.1|DALB
OG0005357	LOC117900369|XP_034666610.1|DSUB	LOC117565198|XP_034100093.1|DALB
OG0005358	LOC117900132|XP_034666249.1|DSUB	LOC117563799|XP_034098222.1|DALB, LOC117565702|XP_034100834.1|DALB
OG0005359	LOC117890412|XP_034651114.1|DSUB	LOC117572639|XP_034111500.1|DALB
OG0005360	LOC117894668|XP_034657736.1|DSUB	LOC117569274|XP_034106267.1|DALB
OG0005363	LOC117900851|XP_034667262.1|DSUB	LOC117565177|XP_034100066.1|DALB
OG0005364	LOC117889948|XP_034650378.1|DSUB	LOC117569909|XP_034107139.1|DALB
OG0005365	LOC117900352|XP_034666588.1|DSUB	LOC117564204|XP_034098772.1|DALB
OG0005366	LOC117900149|XP_034666273.1|DSUB	LOC117564886|XP_034099725.1|DALB
OG0005367	LOC117900148|XP_034666272.1|DSUB	LOC117563991|XP_034098471.1|DALB
OG0005368	LOC117897893|XP_034662862.1|DSUB	LOC117576316|XP_034116862.1|DALB
OG0005369	LOC117901931|XP_034668790.1|DSUB	LOC117564894|XP_034099733.1|DALB
OG0005370	LOC117900456|XP_034666719.1|DSUB	LOC117564082|XP_034098601.1|DALB
OG0005371	LOC117901816|XP_034668624.1|DSUB	LOC117563482|XP_034097734.1|DALB
OG0005372	LOC117898115|XP_034663193.1|DSUB	LOC117574392|XP_034114121.1|DALB
OG0005373	LOC117900741|XP_034667107.1|DSUB	LOC117565704|XP_034100836.1|DALB
OG0005374	LOC117902768|XP_034670252.1|DSUB	LOC117563344|XP_034097513.1|DALB
OG0005375	LOC117902766|XP_034670249.1|DSUB	LOC117564953|XP_034099799.1|DALB
OG0005376	LOC117902736|XP_034670202.1|DSUB	LOC117566230|XP_034101666.1|DALB
OG0005377	LOC117895565|XP_034659172.1|DSUB	LOC117572499|XP_034111241.1|DALB
OG0005378	LOC117901023|XP_034667515.1|DSUB	LOC117564913|XP_034099758.1|DALB
OG0005379	LOC117900053|XP_034666140.1|DSUB	LOC117564732|XP_034099510.1|DALB
OG0005380	LOC117901452|XP_034668089.1|DSUB	LOC117563580|XP_034097857.1|DALB
OG0005381	LOC117900174|XP_034666310.1|DSUB	LOC117565491|XP_034100487.1|DALB
OG0005382	LOC117902485|XP_034669788.1|DSUB	LOC117565911|XP_034101155.1|DALB
OG0005383	LOC117895456|XP_034659019.1|DSUB	LOC117569629|XP_034106758.1|DALB
OG0005384	LOC117896115|XP_034660061.1|DSUB	LOC117575889|XP_034116221.1|DALB
OG0005385	LOC117891976|XP_034653742.1|DSUB	LOC117568748|XP_034105467.1|DALB
OG0005386	LOC117891001|XP_034652048.1|DSUB	LOC117571152|XP_034109050.1|DALB
OG0005387	LOC117896132|XP_034660084.1|DSUB	LOC117574123|XP_034113667.1|DALB
OG0005388	LOC117900112|XP_034666227.1|DSUB	LOC117565634|XP_034100735.1|DALB
OG0005389	LOC117902640|XP_034670055.1|DSUB	LOC117565936|XP_034101212.1|DALB
OG0005390	LOC117902719|XP_034670175.1|DSUB	LOC117563272|XP_034097391.1|DALB
OG0005391	LOC117902721|XP_034670177.1|DSUB	LOC117563276|XP_034097396.1|DALB
OG0005392	LOC117900903|XP_034667353.1|DSUB	LOC117566031|XP_034101366.1|DALB
OG0005393	LOC117897664|XP_034662553.1|DSUB	LOC117576641|XP_034117461.1|DALB
OG0005394	LOC117900899|XP_034667341.1|DSUB	LOC117563904|XP_034098358.1|DALB
OG0005395	LOC117900487|XP_034666763.1|DSUB	LOC117564571|XP_034099297.1|DALB
OG0005396	LOC117902789|XP_034670285.1|DSUB	LOC117563592|XP_034097869.1|DALB
OG0005397	LOC117902802|XP_034670314.1|DSUB	LOC117565362|XP_034100316.1|DALB
OG0005398	LOC117899179|XP_034664931.1|DSUB	LOC117576051|XP_034116473.1|DALB
OG0005399	LOC117891242|XP_034652478.1|DSUB	LOC117570185|XP_034107557.1|DALB
