Orthogroup	DSUB.longest_only	DMAU.longest_only
OG0005336	LOC117892675|XP_034654963.1|DSUB	LOC117138260|XP_033156114.1|DMAU
OG0005337	LOC117891404|XP_034652741.1|DSUB	LOC117135588|XP_033151813.1|DMAU
OG0005338	LOC117901204|XP_034667749.1|DSUB	LOC117150023|XP_033172790.1|DMAU
OG0005339	LOC117902305|XP_034669478.1|DSUB	LOC117150333|XP_033173071.1|DMAU
OG0005340	LOC117900887|XP_034667307.1|DSUB	LOC117143913|XP_033164721.1|DMAU
OG0005341	LOC117890479|XP_034651236.1|DSUB	LOC117136739|XP_033153662.1|DMAU
OG0005342	LOC117902070|XP_034669046.1|DSUB	LOC117146478|XP_033168612.1|DMAU
OG0005343	LOC117890956|XP_034651988.1|DSUB	LOC117137346|XP_033154633.1|DMAU
OG0005344	LOC117890290|XP_034650945.1|DSUB	LOC117136697|XP_033153606.1|DMAU
OG0005345	LOC117900876|XP_034667293.1|DSUB	LOC117150861|XP_033173849.1|DMAU
OG0005346	LOC117900249|XP_034666439.1|DSUB	LOC117150588|XP_033173435.1|DMAU
OG0005347	LOC117901701|XP_034668453.1|DSUB	LOC117141391|XP_033160701.1|DMAU
OG0005348	LOC117902327|XP_034669508.1|DSUB	LOC117135220|XP_033151220.1|DMAU
OG0005349	LOC117901794|XP_034668596.1|DSUB	LOC117138761|XP_033156856.1|DMAU
OG0005350	LOC117901354|XP_034667954.1|DSUB	LOC117150613|XP_033173470.1|DMAU
OG0005351	LOC117895292|XP_034658736.1|DSUB	LOC117141306|XP_033160582.1|DMAU
OG0005352	LOC117900747|XP_034667116.1|DSUB	LOC117150646|XP_033173514.1|DMAU
OG0005353	LOC117890508|XP_034651299.1|DSUB	LOC117138353|XP_033156290.1|DMAU
OG0005354	LOC117902688|XP_034670114.1|DSUB	LOC117135272|XP_033151325.1|DMAU
OG0005355	LOC117899998|XP_034666061.1|DSUB	LOC117135341|XP_033151431.1|DMAU
OG0005356	LOC117900002|XP_034666064.1|DSUB	LOC117138002|XP_033155694.1|DMAU
OG0005357	LOC117900369|XP_034666610.1|DSUB	LOC117139369|XP_033157512.1|DMAU
OG0005358	LOC117900132|XP_034666249.1|DSUB	LOC117135284|XP_033151344.1|DMAU
OG0005359	LOC117890412|XP_034651114.1|DSUB	LOC117135539|XP_033151709.1|DMAU
OG0005360	LOC117894668|XP_034657736.1|DSUB	LOC117139073|XP_033157074.1|DMAU
OG0005361	LOC117900776|XP_034667148.1|DSUB	LOC117139790|XP_033158298.1|DMAU
OG0005362	LOC117902284|XP_034669448.1|DSUB	LOC117135504|XP_033151629.1|DMAU
OG0005363	LOC117900851|XP_034667262.1|DSUB	LOC117148817|XP_033172357.1|DMAU
OG0005364	LOC117889948|XP_034650378.1|DSUB	LOC117137231|XP_033154480.1|DMAU
OG0005365	LOC117900352|XP_034666588.1|DSUB	LOC117143037|XP_033163325.1|DMAU
OG0005366	LOC117900149|XP_034666273.1|DSUB	LOC117143158|XP_033163559.1|DMAU
OG0005367	LOC117900148|XP_034666272.1|DSUB	LOC117143101|XP_033163476.1|DMAU
OG0005368	LOC117897893|XP_034662862.1|DSUB	LOC117144504|XP_033165584.1|DMAU
OG0005369	LOC117901931|XP_034668790.1|DSUB	LOC117151069|XP_033174202.1|DMAU
OG0005370	LOC117900456|XP_034666719.1|DSUB	LOC117149505|XP_033172686.1|DMAU
OG0005371	LOC117901816|XP_034668624.1|DSUB	LOC117150714|XP_033173620.1|DMAU
OG0005372	LOC117898115|XP_034663193.1|DSUB	LOC117146054|XP_033167884.1|DMAU
OG0005373	LOC117900741|XP_034667107.1|DSUB	LOC117137692|XP_033155190.1|DMAU
OG0005374	LOC117902768|XP_034670252.1|DSUB	LOC117150252|XP_033172943.1|DMAU
OG0005375	LOC117902766|XP_034670249.1|DSUB	LOC117150251|XP_033172942.1|DMAU
OG0005376	LOC117902736|XP_034670202.1|DSUB	LOC117138793|XP_033156859.1|DMAU
OG0005377	LOC117895565|XP_034659172.1|DSUB	LOC117142113|XP_033161899.1|DMAU
OG0005378	LOC117901023|XP_034667515.1|DSUB	LOC117148781|XP_033172316.1|DMAU
OG0005379	LOC117900053|XP_034666140.1|DSUB	LOC117150349|XP_033173095.1|DMAU
OG0005380	LOC117901452|XP_034668089.1|DSUB	LOC117148033|XP_033171101.1|DMAU
OG0005381	LOC117900174|XP_034666310.1|DSUB	LOC117151096|XP_033174236.1|DMAU
OG0005382	LOC117902485|XP_034669788.1|DSUB	LOC117135215|XP_033151209.1|DMAU
OG0005383	LOC117895456|XP_034659019.1|DSUB	LOC117141086|XP_033160293.1|DMAU
OG0005384	LOC117896115|XP_034660061.1|DSUB	LOC117145855|XP_033167566.1|DMAU
OG0005385	LOC117891976|XP_034653742.1|DSUB	LOC117138387|XP_033156350.1|DMAU
OG0005386	LOC117891001|XP_034652048.1|DSUB	LOC117137784|XP_033155299.1|DMAU
OG0005387	LOC117896132|XP_034660084.1|DSUB	LOC117146096|XP_033167959.1|DMAU
OG0005388	LOC117900112|XP_034666227.1|DSUB	LOC117140193|XP_033158869.1|DMAU
OG0005389	LOC117902640|XP_034670055.1|DSUB	LOC117139775|XP_033158315.1|DMAU
OG0005390	LOC117902719|XP_034670175.1|DSUB	LOC117150757|XP_033173685.1|DMAU
OG0005391	LOC117902721|XP_034670177.1|DSUB	LOC117150759|XP_033173687.1|DMAU
OG0005392	LOC117900903|XP_034667353.1|DSUB	LOC117147014|XP_033169593.1|DMAU
OG0005393	LOC117897664|XP_034662553.1|DSUB	LOC117145427|XP_033166965.1|DMAU
OG0005394	LOC117900899|XP_034667341.1|DSUB	LOC117137178|XP_033154396.1|DMAU
OG0005395	LOC117900487|XP_034666763.1|DSUB	LOC117150867|XP_033173877.1|DMAU
OG0005396	LOC117902789|XP_034670285.1|DSUB	LOC117151056|XP_033174166.1|DMAU
OG0005397	LOC117902802|XP_034670314.1|DSUB	LOC117150386|XP_033173139.1|DMAU
OG0005398	LOC117899179|XP_034664931.1|DSUB	LOC117142254|XP_033162004.1|DMAU
OG0005399	LOC117891242|XP_034652478.1|DSUB	LOC117137092|XP_033154265.1|DMAU
OG0005400	LOC117891109|XP_034652192.1|DSUB	LOC117137338|XP_033154621.1|DMAU
OG0005401	LOC117900358|XP_034666598.1|DSUB	LOC117144219|XP_033165168.1|DMAU
OG0005402	LOC117900357|XP_034666597.1|DSUB	LOC117144251|XP_033165224.1|DMAU
OG0005403	LOC117902795|XP_034670304.1|DSUB	LOC117138030|XP_033155733.1|DMAU
OG0005404	LOC117902796|XP_034670305.1|DSUB	LOC117138039|XP_033155745.1|DMAU
OG0005405	LOC117890910|XP_034651915.1|DSUB	LOC117135966|XP_033152459.1|DMAU
OG0005406	LOC117890901|XP_034651887.1|DSUB	LOC117136968|XP_033154028.1|DMAU
OG0005407	LOC117890760|XP_034651712.1|DSUB	LOC117135430|XP_033151483.1|DMAU
OG0005408	LOC117902225|XP_034669349.1|DSUB	LOC117139309|XP_033157447.1|DMAU
OG0005409	LOC117901491|XP_034668150.1|DSUB	LOC117150220|XP_033172907.1|DMAU
OG0005410	LOC117902230|XP_034669355.1|DSUB	LOC117151047|XP_033174158.1|DMAU
OG0005411	LOC117890394|XP_034651090.1|DSUB	LOC117137129|XP_033154319.1|DMAU
OG0005412	LOC117892377|XP_034654477.1|DSUB	LOC117135793|XP_033152177.1|DMAU
OG0005413	LOC117891523|XP_034652912.1|DSUB	LOC117138283|XP_033156145.1|DMAU
OG0005414	LOC117894114|XP_034656889.1|DSUB	LOC117148210|XP_033171390.1|DMAU
OG0005415	LOC117903535|XP_034671612.1|DSUB	LOC117148947|XP_033172576.1|DMAU
OG0005416	LOC117890878|XP_034651861.1|DSUB	LOC117137063|XP_033154167.1|DMAU
OG0005417	LOC117901469|XP_034668122.1|DSUB	LOC117150961|XP_033174031.1|DMAU
OG0005418	LOC117901595|XP_034668298.1|DSUB	LOC117143073|XP_033163434.1|DMAU
OG0005419	LOC117901787|XP_034668587.1|DSUB	LOC117145878|XP_033167597.1|DMAU
OG0005420	LOC117901633|XP_034668354.1|DSUB	LOC117150478|XP_033173268.1|DMAU
OG0005421	LOC117902386|XP_034669598.1|DSUB	LOC117150549|XP_033173372.1|DMAU
OG0005422	LOC117903455|XP_034671381.1|DSUB	LOC117148034|XP_033171098.1|DMAU
OG0005423	LOC117902459|XP_034669750.1|DSUB	LOC117145137|XP_033166591.1|DMAU
OG0005424	LOC117889757|XP_034650093.1|DSUB	LOC117138536|XP_033156565.1|DMAU
OG0005425	LOC117903154|XP_034670881.1|DSUB	LOC117147371|XP_033170128.1|DMAU
OG0005426	LOC117889856|XP_034650247.1|DSUB	LOC117136405|XP_033153192.1|DMAU
OG0005427	LOC117900375|XP_034666618.1|DSUB	LOC117137504|XP_033154879.1|DMAU
OG0005428	LOC117902491|XP_034669803.1|DSUB	LOC117150895|XP_033173923.1|DMAU
OG0005429	LOC117902335|XP_034669523.1|DSUB	LOC117150243|XP_033172930.1|DMAU
OG0005430	LOC117902337|XP_034669527.1|DSUB	LOC117150245|XP_033172932.1|DMAU
OG0005431	LOC117901067|XP_034667570.1|DSUB	LOC117142467|XP_033162368.1|DMAU
OG0005432	LOC117902188|XP_034669255.1|DSUB	LOC117146882|XP_033169371.1|DMAU
OG0005433	LOC117890757|XP_034651709.1|DSUB	LOC117137838|XP_033155421.1|DMAU
OG0005434	LOC117902446|XP_034669731.1|DSUB	LOC117135237|XP_033151266.1|DMAU
OG0005435	LOC117902190|XP_034669257.1|DSUB	LOC117145106|XP_033166516.1|DMAU
OG0005436	LOC117902189|XP_034669256.1|DSUB	LOC117138194|XP_033156038.1|DMAU
OG0005437	LOC117896854|XP_034661273.1|DSUB	LOC117145051|XP_033166449.1|DMAU
OG0005438	LOC117900817|XP_034667201.1|DSUB	LOC117135968|XP_033152468.1|DMAU
OG0005439	LOC117899122|XP_034664806.1|DSUB	LOC117144378|XP_033165399.1|DMAU
OG0005440	LOC117902400|XP_034669623.1|DSUB	LOC117150977|XP_033174050.1|DMAU
OG0005441	LOC117900497|XP_034666777.1|DSUB	LOC117139939|XP_033158518.1|DMAU
OG0005442	LOC117900122|XP_034666238.1|DSUB	LOC117150296|XP_033173009.1|DMAU
OG0005443	LOC117901111|XP_034667635.1|DSUB	LOC117145486|XP_033167057.1|DMAU
OG0005444	LOC117901155|XP_034667696.1|DSUB	LOC117150924|XP_033173977.1|DMAU
OG0005445	LOC117901291|XP_034667877.1|DSUB	LOC117140505|XP_033159379.1|DMAU
OG0005446	LOC117900842|XP_034667246.1|DSUB	LOC117150207|XP_033172893.1|DMAU
OG0005447	LOC117902214|XP_034669331.1|DSUB	LOC117135209|XP_033151188.1|DMAU
OG0005448	LOC117890208|XP_034650830.1|DSUB	LOC117138419|XP_033156408.1|DMAU
OG0005449	LOC117896631|XP_034660968.1|DSUB	LOC117148460|XP_033171723.1|DMAU
OG0005450	LOC117897451|XP_034662187.1|DSUB	LOC117144276|XP_033165270.1|DMAU
OG0005451	LOC117899988|XP_034666048.1|DSUB	LOC117139667|XP_033158034.1|DMAU
OG0005452	LOC117890707|XP_034651623.1|DSUB	LOC117135428|XP_033151479.1|DMAU
OG0005453	LOC117898904|XP_034664478.1|DSUB	LOC117143389|XP_033163962.1|DMAU
OG0005454	LOC117901706|XP_034668467.1|DSUB	LOC117135181|XP_033151138.1|DMAU
OG0005455	LOC117892213|XP_034654204.1|DSUB	LOC117136337|XP_033153088.1|DMAU
OG0005456	LOC117902288|XP_034669456.1|DSUB	LOC117142483|XP_033162402.1|DMAU
OG0005457	LOC117902175|XP_034669208.1|DSUB	LOC117150205|XP_033172890.1|DMAU
OG0005458	LOC117901568|XP_034668257.1|DSUB	LOC117144979|XP_033166340.1|DMAU
OG0005459	LOC117902077|XP_034669058.1|DSUB	LOC117139079|XP_033157088.1|DMAU
OG0005460	LOC117900099|XP_034666210.1|DSUB	LOC117140174|XP_033158845.1|DMAU
OG0005461	LOC117901450|XP_034668086.1|DSUB	LOC117135229|XP_033151239.1|DMAU
OG0005462	LOC117901241|XP_034667808.1|DSUB	LOC117135230|XP_033151240.1|DMAU
OG0005463	LOC117895085|XP_034658373.1|DSUB	LOC117141814|XP_033161358.1|DMAU
OG0005464	LOC117902750|XP_034670228.1|DSUB	LOC117150587|XP_033173433.1|DMAU
OG0005465	LOC117902174|XP_034669206.1|DSUB	LOC117135218|XP_033151216.1|DMAU
OG0005466	LOC117902172|XP_034669204.1|DSUB	LOC117148388|XP_033171645.1|DMAU
OG0005467	LOC117897533|XP_034662345.1|DSUB	LOC117142680|XP_033162709.1|DMAU
OG0005468	LOC117902785|XP_034670282.1|DSUB	LOC117151066|XP_033174198.1|DMAU
OG0005469	LOC117901371|XP_034667972.1|DSUB	LOC117149350|XP_033172660.1|DMAU
OG0005470	LOC117902291|XP_034669460.1|DSUB	LOC117150820|XP_033173773.1|DMAU
OG0005471	LOC117900018|XP_034666095.1|DSUB	LOC117138658|XP_033156785.1|DMAU
OG0005472	LOC117902580|XP_034669964.1|DSUB	LOC117139200|XP_033157307.1|DMAU
OG0005473	LOC117900106|XP_034666220.1|DSUB	LOC117143828|XP_033164568.1|DMAU
OG0005474	LOC117900431|XP_034666692.1|DSUB	LOC117144692|XP_033165910.1|DMAU
OG0005475	LOC117900430|XP_034666691.1|DSUB	LOC117144682|XP_033165899.1|DMAU
OG0005476	LOC117890621|XP_034651454.1|DSUB	LOC117138277|XP_033156136.1|DMAU
OG0005477	LOC117893440|XP_034655950.1|DSUB	LOC117141794|XP_033161326.1|DMAU
OG0005478	LOC117902084|XP_034669068.1|DSUB	LOC117142711|XP_033162765.1|DMAU
OG0005479	LOC117902081|XP_034669065.1|DSUB	LOC117142702|XP_033162753.1|DMAU
OG0005480	LOC117902085|XP_034669069.1|DSUB	LOC117142721|XP_033162778.1|DMAU
OG0005481	LOC117902370|XP_034669577.1|DSUB	LOC117139168|XP_033157223.1|DMAU
OG0005482	LOC117902710|XP_034670164.1|DSUB	LOC117149239|XP_033172650.1|DMAU
OG0005483	LOC117898045|XP_034663095.1|DSUB	LOC117143578|XP_033164216.1|DMAU
OG0005484	LOC117900452|XP_034666715.1|DSUB	LOC117150796|XP_033173745.1|DMAU
OG0005485	LOC117890600|XP_034651430.1|DSUB	LOC117137453|XP_033154784.1|DMAU
OG0005486	LOC117892018|XP_034653802.1|DSUB	LOC117137022|XP_033154110.1|DMAU
OG0005487	LOC117901360|XP_034667961.1|DSUB	LOC117135311|XP_033151397.1|DMAU
OG0005488	LOC117901220|XP_034667780.1|DSUB	LOC117135312|XP_033151398.1|DMAU
OG0005489	LOC117902745|XP_034670219.1|DSUB	LOC117149103|XP_033172641.1|DMAU
OG0005490	LOC117902738|XP_034670205.1|DSUB	LOC117135243|XP_033151279.1|DMAU
OG0005491	LOC117902432|XP_034669695.1|DSUB	LOC117135199|XP_033151172.1|DMAU
OG0005492	LOC117900512|XP_034666797.1|DSUB	LOC117138900|XP_033156866.1|DMAU
OG0005493	LOC117901099|XP_034667618.1|DSUB	LOC117150811|XP_033173761.1|DMAU
OG0005494	LOC117891443|XP_034652811.1|DSUB	LOC117135728|XP_033152062.1|DMAU
OG0005495	LOC117891647|XP_034653085.1|DSUB	LOC117137814|XP_033155384.1|DMAU
OG0005496	LOC117898670|XP_034664137.1|DSUB	LOC117143981|XP_033164810.1|DMAU
OG0005497	LOC117902631|XP_034670042.1|DSUB	LOC117150213|XP_033172901.1|DMAU
OG0005498	LOC117902637|XP_034670050.1|DSUB	LOC117150214|XP_033172902.1|DMAU
OG0005499	LOC117902614|XP_034670017.1|DSUB	LOC117135286|XP_033151346.1|DMAU
OG0005500	LOC117902618|XP_034670021.1|DSUB	LOC117135288|XP_033151348.1|DMAU
OG0005501	LOC117901238|XP_034667804.1|DSUB	LOC117150721|XP_033173635.1|DMAU
OG0005502	LOC117901239|XP_034667805.1|DSUB	LOC117150728|XP_033173648.1|DMAU
OG0005503	LOC117901528|XP_034668199.1|DSUB	LOC117140938|XP_033160029.1|DMAU
OG0005504	LOC117901569|XP_034668259.1|DSUB	LOC117135516|XP_033151702.1|DMAU
OG0005506	LOC117901592|XP_034668292.1|DSUB	LOC117143016|XP_033163281.1|DMAU
OG0005507	LOC117900231|XP_034666408.1|DSUB	LOC117142101|XP_033161881.1|DMAU
OG0005508	LOC117899987|XP_034666047.1|DSUB	LOC117148862|XP_033172425.1|DMAU
OG0005509	LOC117902807|XP_034670320.1|DSUB	LOC117137618|XP_033155039.1|DMAU
OG0005510	LOC117900126|XP_034666241.1|DSUB	LOC117146259|XP_033168110.1|DMAU
OG0005511	LOC117900785|XP_034667196.1|DSUB	LOC117148691|XP_033172125.1|DMAU
OG0005512	LOC117896308|XP_034660422.1|DSUB	LOC117145141|XP_033166571.1|DMAU
OG0005513	LOC117900848|XP_034667258.1|DSUB	LOC117147047|XP_033169686.1|DMAU
OG0005514	LOC117897576|XP_034662419.1|DSUB	LOC117144081|XP_033164987.1|DMAU
OG0005515	LOC117892379|XP_034654481.1|DSUB	LOC117135778|XP_033152139.1|DMAU
OG0005516	LOC117900846|XP_034667254.1|DSUB	LOC117141951|XP_033161602.1|DMAU
OG0005517	LOC117902192|XP_034669277.1|DSUB	LOC117139389|XP_033157548.1|DMAU
OG0005518	LOC117901658|XP_034668388.1|DSUB	LOC117139747|XP_033158203.1|DMAU
OG0005519	LOC117890527|XP_034651336.1|DSUB	LOC117136704|XP_033153614.1|DMAU
OG0005520	LOC117901006|XP_034667493.1|DSUB	LOC117138669|XP_033156813.1|DMAU
OG0005521	LOC117901500|XP_034668161.1|DSUB	LOC117136527|XP_033153367.1|DMAU
OG0005522	LOC117895415|XP_034658940.1|DSUB	LOC117141288|XP_033160553.1|DMAU
OG0005523	LOC117901508|XP_034668169.1|DSUB	LOC117138636|XP_033156782.1|DMAU
OG0005524	LOC117902096|XP_034669084.1|DSUB	LOC117150313|XP_033173036.1|DMAU
OG0005525	LOC117900041|XP_034666121.1|DSUB	LOC117150247|XP_033172939.1|DMAU
OG0005526	LOC117901583|XP_034668280.1|DSUB	LOC117150772|XP_033173743.1|DMAU
OG0005527	LOC117902964|XP_034670507.1|DSUB	LOC117146279|XP_033168165.1|DMAU
OG0005528	LOC117900298|XP_034666502.1|DSUB	LOC117141198|XP_033160443.1|DMAU
OG0005529	LOC117900199|XP_034666351.1|DSUB	LOC117138530|XP_033156562.1|DMAU
OG0005530	LOC117901613|XP_034668323.1|DSUB	LOC117135585|XP_033151808.1|DMAU
OG0005531	LOC117892992|XP_034655235.1|DSUB	LOC117141901|XP_033161494.1|DMAU
OG0005532	LOC117901213|XP_034667771.1|DSUB	LOC117144809|XP_033166360.1|DMAU
OG0005533	LOC117900226|XP_034666402.1|DSUB	LOC117136065|XP_033152609.1|DMAU
OG0005534	LOC117894720|XP_034657798.1|DSUB	LOC117140151|XP_033158813.1|DMAU
OG0005535	LOC117900216|XP_034666391.1|DSUB	LOC117150952|XP_033174016.1|DMAU
OG0005536	LOC117900951|XP_034667415.1|DSUB	LOC117143939|XP_033164752.1|DMAU
OG0005537	LOC117900015|XP_034666091.1|DSUB	LOC117150262|XP_033172960.1|DMAU
OG0005538	LOC117900488|XP_034666764.1|DSUB	LOC117139627|XP_033157978.1|DMAU
OG0005539	LOC117902237|XP_034669371.1|DSUB	LOC117148024|XP_033171088.1|DMAU
OG0005540	LOC117900573|XP_034666873.1|DSUB	LOC117150198|XP_033172878.1|DMAU
OG0005541	LOC117902008|XP_034668947.1|DSUB	LOC117141987|XP_033161696.1|DMAU
OG0005542	LOC117893032|XP_034655282.1|DSUB	LOC117141964|XP_033161652.1|DMAU
OG0005543	LOC117901303|XP_034667900.1|DSUB	LOC117147467|XP_033170252.1|DMAU
OG0005544	LOC117901953|XP_034668818.1|DSUB	LOC117150458|XP_033173240.1|DMAU
OG0005545	LOC117901531|XP_034668210.1|DSUB	LOC117150346|XP_033173086.1|DMAU
OG0005546	LOC117900675|XP_034667011.1|DSUB	LOC117138408|XP_033156423.1|DMAU
OG0005547	LOC117902793|XP_034670301.1|DSUB	LOC117150659|XP_033173537.1|DMAU
OG0005548	LOC117902782|XP_034670274.1|DSUB	LOC117136913|XP_033153931.1|DMAU
OG0005549	LOC117900359|XP_034666599.1|DSUB	LOC117144258|XP_033165238.1|DMAU
OG0005550	LOC117900514|XP_034666800.1|DSUB	LOC117139488|XP_033157703.1|DMAU
OG0005551	LOC117890598|XP_034651426.1|DSUB	LOC117137301|XP_033154569.1|DMAU
OG0005552	LOC117890686|XP_034651564.1|DSUB	LOC117136790|XP_033153737.1|DMAU
OG0005553	LOC117901566|XP_034668255.1|DSUB	LOC117135429|XP_033151524.1|DMAU
OG0005554	LOC117902273|XP_034669424.1|DSUB	LOC117150793|XP_033173736.1|DMAU
OG0005555	LOC117901603|XP_034668307.1|DSUB	LOC117150316|XP_033173039.1|DMAU
OG0005556	LOC117901109|XP_034667633.1|DSUB	LOC117147505|XP_033170304.1|DMAU
OG0005557	LOC117901397|XP_034668021.1|DSUB	LOC117135202|XP_033151177.1|DMAU
OG0005558	LOC117899345|XP_034665192.1|DSUB	LOC117146853|XP_033169309.1|DMAU
OG0005559	LOC117901801|XP_034668605.1|DSUB	LOC117143030|XP_033163312.1|DMAU
OG0005560	LOC117900160|XP_034666291.1|DSUB	LOC117135200|XP_033151174.1|DMAU
OG0005561	LOC117891160|XP_034652342.1|DSUB	LOC117147598|XP_033170439.1|DMAU
OG0005562	LOC117902427|XP_034669678.1|DSUB	LOC117150278|XP_033172980.1|DMAU
OG0005563	LOC117902942|XP_034670442.1|DSUB	LOC117146321|XP_033168272.1|DMAU
OG0005564	LOC117901580|XP_034668273.1|DSUB	LOC117135125|XP_033151038.1|DMAU
OG0005565	LOC117902323|XP_034669503.1|DSUB	LOC117146997|XP_033169570.1|DMAU
OG0005566	LOC117902325|XP_034669505.1|DSUB	LOC117147006|XP_033169583.1|DMAU
OG0005567	LOC117898329|XP_034663544.1|DSUB	LOC117142592|XP_033162556.1|DMAU
OG0005568	LOC117902215|XP_034669332.1|DSUB	LOC117139002|XP_033156986.1|DMAU
OG0005569	LOC117900049|XP_034666133.1|DSUB	LOC117148945|XP_033172577.1|DMAU
OG0005570	LOC117902741|XP_034670209.1|DSUB	LOC117149356|XP_033172664.1|DMAU
OG0005571	LOC117890135|XP_034650712.1|DSUB	LOC117135863|XP_033152283.1|DMAU
OG0005572	LOC117892173|XP_034654142.1|DSUB	LOC117135488|XP_033151601.1|DMAU
OG0005573	LOC117899238|XP_034665003.1|DSUB	LOC117142838|XP_033162962.1|DMAU
OG0005574	LOC117891974|XP_034653737.1|DSUB	LOC117136652|XP_033153539.1|DMAU
OG0005575	LOC117899428|XP_034665318.1|DSUB	LOC117142226|XP_033161968.1|DMAU
OG0005576	LOC117890359|XP_034651044.1|DSUB	LOC117135848|XP_033152256.1|DMAU
OG0005577	LOC117894384|XP_034657281.1|DSUB	LOC117139164|XP_033157214.1|DMAU
OG0005578	LOC117894748|XP_034657850.1|DSUB	LOC117141536|XP_033160921.1|DMAU
OG0005579	LOC117894752|XP_034657857.1|DSUB	LOC117141539|XP_033160929.1|DMAU
OG0005580	LOC117893729|XP_034656341.1|DSUB	LOC117140916|XP_033159992.1|DMAU
OG0005581	LOC117902498|XP_034670230.1|DSUB	LOC117146690|XP_033168954.1|DMAU
OG0005582	LOC117893731|XP_034656345.1|DSUB	LOC117139512|XP_033157760.1|DMAU
OG0005583	LOC117894328|XP_034657203.1|DSUB	LOC117140841|XP_033159856.1|DMAU
OG0005584	LOC117901720|XP_034668488.1|DSUB	LOC117148260|XP_033171462.1|DMAU
OG0005585	LOC117897373|XP_034662062.1|DSUB	LOC117146093|XP_033167956.1|DMAU
OG0005586	LOC117898231|XP_034663356.1|DSUB	LOC117145236|XP_033166703.1|DMAU
OG0005587	LOC117901420|XP_034668046.1|DSUB	LOC117148520|XP_033171862.1|DMAU
OG0005588	LOC117893714|XP_034656292.1|DSUB	LOC117140299|XP_033159034.1|DMAU
OG0005589	LOC117898908|XP_034664487.1|DSUB	LOC117143392|XP_033163969.1|DMAU
OG0005590	LOC117891181|XP_034652398.1|DSUB	LOC117138094|XP_033155835.1|DMAU
OG0005591	LOC117903011|XP_034670646.1|DSUB	LOC117146367|XP_033168410.1|DMAU
OG0005592	LOC117896281|XP_034660375.1|DSUB	LOC117143921|XP_033164726.1|DMAU
OG0005593	LOC117893956|XP_034656641.1|DSUB	LOC117139449|XP_033157648.1|DMAU
OG0005594	LOC117894635|XP_034657697.1|DSUB	LOC117139485|XP_033157697.1|DMAU
OG0005595	LOC117894630|XP_034657687.1|DSUB	LOC117139484|XP_033157696.1|DMAU
OG0005596	LOC117895469|XP_034659037.1|DSUB	LOC117141830|XP_033161376.1|DMAU
OG0005597	LOC117898941|XP_034664550.1|DSUB	LOC117142863|XP_033163011.1|DMAU
OG0005598	LOC117896685|XP_034661027.1|DSUB	LOC117143353|XP_033163917.1|DMAU
OG0005599	LOC117892171|XP_034654140.1|DSUB	LOC117135487|XP_033151599.1|DMAU
OG0005600	LOC117898223|XP_034663348.1|DSUB	LOC117144727|XP_033165961.1|DMAU
OG0005601	LOC117894197|XP_034657007.1|DSUB	LOC117147340|XP_033170089.1|DMAU
OG0005602	LOC117897971|XP_034662973.1|DSUB	LOC117145111|XP_033166522.1|DMAU
OG0005603	LOC117890942|XP_034651968.1|DSUB	LOC117137545|XP_033154932.1|DMAU
OG0005604	LOC117890383|XP_034651075.1|DSUB	LOC117135884|XP_033152322.1|DMAU
OG0005605	LOC117889882|XP_034650282.1|DSUB	LOC117138213|XP_033156041.1|DMAU
OG0005606	LOC117902730|XP_034670194.1|DSUB	LOC117138318|XP_033156235.1|DMAU
OG0005607	LOC117898361|XP_034663587.1|DSUB	LOC117145340|XP_033166845.1|DMAU
OG0005608	LOC117898349|XP_034663571.1|DSUB	LOC117145333|XP_033166833.1|DMAU
OG0005609	LOC117893920|XP_034656593.1|DSUB	LOC117141278|XP_033160538.1|DMAU
OG0005610	LOC117893037|XP_034655297.1|DSUB	LOC117139175|XP_033157229.1|DMAU
OG0005611	LOC117895040|XP_034658305.1|DSUB	LOC117139797|XP_033158303.1|DMAU
OG0005612	LOC117898404|XP_034663656.1|DSUB	LOC117142248|XP_033161992.1|DMAU
OG0005613	LOC117896114|XP_034660060.1|DSUB	LOC117145018|XP_033166404.1|DMAU
OG0005614	LOC117895960|XP_034659802.1|DSUB	LOC117143112|XP_033163485.1|DMAU
OG0005615	LOC117899337|XP_034665166.1|DSUB	LOC117146077|XP_033167914.1|DMAU
OG0005616	LOC117896385|XP_034660581.1|DSUB	LOC117144558|XP_033165694.1|DMAU
OG0005617	LOC117896439|XP_034660658.1|DSUB	LOC117143135|XP_033163518.1|DMAU
OG0005618	LOC117892534|XP_034654730.1|DSUB	LOC117135769|XP_033152126.1|DMAU
OG0005619	LOC117897763|XP_034662699.1|DSUB	LOC117143096|XP_033163466.1|DMAU
OG0005620	LOC117903298|XP_034671121.1|DSUB	LOC117146671|XP_033168910.1|DMAU
OG0005621	LOC117903874|XP_034672254.1|DSUB	LOC117147024|XP_033169609.1|DMAU
OG0005622	LOC117902303|XP_034669515.1|DSUB	LOC117148509|XP_033171805.1|DMAU
OG0005623	LOC117903653|XP_034671847.1|DSUB	LOC117146417|XP_033168507.1|DMAU
OG0005624	LOC117896401|XP_034660603.1|DSUB	LOC117142858|XP_033162996.1|DMAU
OG0005625	LOC117898972|XP_034664604.1|DSUB	LOC117142529|XP_033162466.1|DMAU
OG0005626	LOC117903470|XP_034671412.1|DSUB	LOC117148224|XP_033171405.1|DMAU
OG0005627	LOC117898379|XP_034663613.1|DSUB	LOC117145656|XP_033167277.1|DMAU
