Orthogroup	DSUB.longest_only	BCOP.longest_only
OG0003572	LOC117890034|XP_034650543.1|DSUB	LOC119073854|XP_037035606.1|BCOP, LOC119073859|XP_037035619.1|BCOP
OG0003573	LOC117890124|XP_034650694.1|DSUB	LOC119079235|XP_037042922.1|BCOP
OG0003574	LOC117893024|XP_034655273.1|DSUB	LOC119079895|XP_037043878.1|BCOP, LOC119079623|XP_037043514.1|BCOP
OG0003575	LOC117893404|XP_034655895.1|DSUB	LOC119070233|XP_037030399.1|BCOP, LOC119081332|XP_037046017.1|BCOP
OG0003576	LOC117893568|XP_034656129.1|DSUB	LOC119081237|XP_037045859.1|BCOP
OG0003577	LOC117895502|XP_034659090.1|DSUB	LOC119081605|XP_037046534.1|BCOP
OG0003578	LOC117893294|XP_034655758.1|DSUB	LOC119073468|XP_037034867.1|BCOP
OG0003579	LOC117892083|XP_034653960.1|DSUB	LOC119073452|XP_037034840.1|BCOP
OG0003580	LOC117890313|XP_034650991.1|DSUB	LOC119081389|XP_037046171.1|BCOP
OG0003581	LOC117895276|XP_034658700.1|DSUB	LOC119080962|XP_037045489.1|BCOP
OG0003582	LOC117895442|XP_034658998.1|DSUB	LOC119084885|XP_037050926.1|BCOP
OG0003583	LOC117892349|XP_034654440.1|DSUB	LOC119083657|XP_037049327.1|BCOP
OG0003584	LOC117891277|XP_034652545.1|DSUB	LOC119079798|XP_037043754.1|BCOP
OG0003585	LOC117892968|XP_034655192.1|DSUB	LOC119084241|XP_037050036.1|BCOP
OG0003586	LOC117902916|XP_034670382.1|DSUB	LOC119078508|XP_037042000.1|BCOP
OG0003587	LOC117901620|XP_034668338.1|DSUB	LOC119073266|XP_037034538.1|BCOP
OG0003588	LOC117898301|XP_034663462.1|DSUB	LOC119082342|XP_037047749.1|BCOP
OG0003589	LOC117890664|XP_034651528.1|DSUB	LOC119067387|XP_037026206.1|BCOP
OG0003590	LOC117894365|XP_034657254.1|DSUB	LOC119080605|XP_037044900.1|BCOP
OG0003591	LOC117892982|XP_034655222.1|DSUB	LOC119082185|XP_037047502.1|BCOP, LOC119083219|XP_037048781.1|BCOP
OG0003592	LOC117894463|XP_034657454.1|DSUB	LOC119080284|XP_037044449.1|BCOP
OG0003593	LOC117894128|XP_034656909.1|DSUB	LOC119073708|XP_037035210.1|BCOP
OG0003594	LOC117893298|XP_034655764.1|DSUB	LOC119080446|XP_037044706.1|BCOP
OG0003595	LOC117890212|XP_034650835.1|DSUB	LOC119079575|XP_037043457.1|BCOP
OG0003596	LOC117891066|XP_034652130.1|DSUB	LOC119079762|XP_037043737.1|BCOP
OG0003597	LOC117892408|XP_034654529.1|DSUB	LOC119081361|XP_037046107.1|BCOP
OG0003598	LOC117894968|XP_034658193.1|DSUB	LOC119080919|XP_037045430.1|BCOP
OG0003599	LOC117902695|XP_034670127.1|DSUB	LOC119073782|XP_037035354.1|BCOP
OG0003600	LOC117895640|XP_034659295.1|DSUB	LOC119074333|XP_037036319.1|BCOP
OG0003601	LOC117891312|XP_034652614.1|DSUB	LOC119075453|XP_037037785.1|BCOP
OG0003602	LOC117891210|XP_034652440.1|DSUB	LOC119081770|XP_037046862.1|BCOP
OG0003603	LOC117895808|XP_034659625.1|DSUB	LOC119080638|XP_037044946.1|BCOP
OG0003604	LOC117900310|XP_034666521.1|DSUB	LOC119080138|XP_037044249.1|BCOP
OG0003605	LOC117898493|XP_034663824.1|DSUB	LOC119078861|XP_037042472.1|BCOP
OG0003606	LOC117890367|XP_034651053.1|DSUB	LOC119085209|XP_037051416.1|BCOP
OG0003607	LOC117890589|XP_034651416.1|DSUB	LOC119079247|XP_037042923.1|BCOP, LOC119076033|XP_037038546.1|BCOP, LOC119074277|XP_037036192.1|BCOP
OG0003608	LOC117893792|XP_034656426.1|DSUB	LOC119073314|XP_037034597.1|BCOP
OG0003609	LOC117891784|XP_034653345.1|DSUB	LOC119067661|XP_037026658.1|BCOP
OG0003610	LOC117893924|XP_034656596.1|DSUB	LOC119083696|XP_037049376.1|BCOP, LOC119083697|XP_037049378.1|BCOP
OG0003611	LOC117893726|XP_034656332.1|DSUB	LOC119077922|XP_037041208.1|BCOP
OG0003612	LOC117891526|XP_034652917.1|DSUB	LOC119073622|XP_037035101.1|BCOP
OG0003613	LOC117890425|XP_034651136.1|DSUB	LOC119079392|XP_037043174.1|BCOP
OG0003614	LOC117890101|XP_034650656.1|DSUB	LOC119079393|XP_037043176.1|BCOP
OG0003615	LOC117891620|XP_034653047.1|DSUB	LOC119080387|XP_037044592.1|BCOP
OG0003616	LOC117891839|XP_034653480.1|DSUB	LOC119074483|XP_037036525.1|BCOP
OG0003617	LOC117890019|XP_034650515.1|DSUB	LOC119084168|XP_037049920.1|BCOP
OG0003618	LOC117890018|XP_034650512.1|DSUB	LOC119084167|XP_037049918.1|BCOP
OG0003619	LOC117891010|XP_034652057.1|DSUB	LOC119081327|XP_037046010.1|BCOP
OG0003620	LOC117892718|XP_034655029.1|DSUB	LOC119080238|XP_037044383.1|BCOP
OG0003621	LOC117895452|XP_034659015.1|DSUB	LOC119085425|XP_037051734.1|BCOP
OG0003622	LOC117895450|XP_034659010.1|DSUB	LOC119079364|XP_037043110.1|BCOP
OG0003623	LOC117890826|XP_034651794.1|DSUB	LOC119074015|XP_037035845.1|BCOP
OG0003624	LOC117891213|XP_034652446.1|DSUB	LOC119083604|XP_037049235.1|BCOP
OG0003625	LOC117890334|XP_034651017.1|DSUB	LOC119071262|XP_037032011.1|BCOP
OG0003626	LOC117891666|XP_034653122.1|DSUB	LOC119080699|XP_037045049.1|BCOP
OG0003627	LOC117892464|XP_034654605.1|DSUB	LOC119082094|XP_037047356.1|BCOP
OG0003628	LOC117892152|XP_034654091.1|DSUB	LOC119080691|XP_037045025.1|BCOP
OG0003629	LOC117891103|XP_034652181.1|DSUB	LOC119077475|XP_037040578.1|BCOP
OG0003630	LOC117892159|XP_034654110.1|DSUB	LOC119080696|XP_037045040.1|BCOP
OG0003631	LOC117893829|XP_034656477.1|DSUB	LOC119079986|XP_037044038.1|BCOP
OG0003632	LOC117894936|XP_034658130.1|DSUB	LOC119080114|XP_037044240.1|BCOP
OG0003633	LOC117892331|XP_034654375.1|DSUB	LOC119066827|XP_037025385.1|BCOP
OG0003634	LOC117894864|XP_034658015.1|DSUB	LOC119073510|XP_037034923.1|BCOP
OG0003635	LOC117893039|XP_034655298.1|DSUB	LOC119081774|XP_037046870.1|BCOP
OG0003636	LOC117889968|XP_034650422.1|DSUB	LOC119080845|XP_037045302.1|BCOP
OG0003637	LOC117889905|XP_034650317.1|DSUB	LOC119073405|XP_037034733.1|BCOP
OG0003638	LOC117894404|XP_034657307.1|DSUB	LOC119067865|XP_037027016.1|BCOP
OG0003639	LOC117900320|XP_034666543.1|DSUB	LOC119068610|XP_037028167.1|BCOP
OG0003640	LOC117889893|XP_034650294.1|DSUB	LOC119066939|XP_037025552.1|BCOP
OG0003641	LOC117892182|XP_034654159.1|DSUB	LOC119073599|XP_037035067.1|BCOP
OG0003642	LOC117892723|XP_034655035.1|DSUB	LOC119081071|XP_037045688.1|BCOP
OG0003643	LOC117892725|XP_034655039.1|DSUB	LOC119081149|XP_037045792.1|BCOP
OG0003644	LOC117891276|XP_034652544.1|DSUB	LOC119073996|XP_037035818.1|BCOP
OG0003645	LOC117893251|XP_034655708.1|DSUB	LOC119079305|XP_037042990.1|BCOP
OG0003646	LOC117895298|XP_034658747.1|DSUB	LOC119075190|XP_037037477.1|BCOP, LOC119084040|XP_037049769.1|BCOP, LOC119069102|XP_037028889.1|BCOP
OG0003647	LOC117895526|XP_034659123.1|DSUB	LOC119073352|XP_037034645.1|BCOP
OG0003648	LOC117902219|XP_034669343.1|DSUB	LOC119073743|XP_037035296.1|BCOP
OG0003649	LOC117898623|XP_034664070.1|DSUB	LOC119080788|XP_037045253.1|BCOP
OG0003650	LOC117902703|XP_034670140.1|DSUB, LOC117897959|XP_034662956.1|DSUB	LOC119083466|XP_037049083.1|BCOP, LOC119079713|XP_037043665.1|BCOP
OG0003651	LOC117898850|XP_034664418.1|DSUB	LOC119081815|XP_037046945.1|BCOP
OG0003652	LOC117894605|XP_034657647.1|DSUB	LOC119073669|XP_037035169.1|BCOP
OG0003653	LOC117894823|XP_034657960.1|DSUB	LOC119080413|XP_037044647.1|BCOP
OG0003654	LOC117893943|XP_034656624.1|DSUB	LOC119076601|XP_037039351.1|BCOP
OG0003655	LOC117900758|XP_034667131.1|DSUB	LOC119079516|XP_037043373.1|BCOP
OG0003656	LOC117893886|XP_034656549.1|DSUB	LOC119076597|XP_037039345.1|BCOP
OG0003657	LOC117893046|XP_034655314.1|DSUB	LOC119081395|XP_037046176.1|BCOP
OG0003658	LOC117897303|XP_034661941.1|DSUB	LOC119079349|XP_037043073.1|BCOP
OG0003659	LOC117894330|XP_034657205.1|DSUB	LOC119073810|XP_037035478.1|BCOP
OG0003660	LOC117893705|XP_034656283.1|DSUB, LOC117895103|XP_034658390.1|DSUB	LOC119081333|XP_037046018.1|BCOP
OG0003661	LOC117894346|XP_034657226.1|DSUB	LOC119074159|XP_037036058.1|BCOP
OG0003662	LOC117893656|XP_034656238.1|DSUB	LOC119080799|XP_037045265.1|BCOP
OG0003663	LOC117895519|XP_034659114.1|DSUB	LOC119077997|XP_037041272.1|BCOP
OG0003664	LOC117895489|XP_034659072.1|DSUB	LOC119080423|XP_037044665.1|BCOP
OG0003665	LOC117892353|XP_034654448.1|DSUB	LOC119073363|XP_037034665.1|BCOP
OG0003666	LOC117890873|XP_034651854.1|DSUB	LOC119079414|XP_037043211.1|BCOP
OG0003667	LOC117895707|XP_034659446.1|DSUB	LOC119081606|XP_037046537.1|BCOP
OG0003668	LOC117890413|XP_034651115.1|DSUB	LOC119073256|XP_037034525.1|BCOP
OG0003669	LOC117891950|XP_034653697.1|DSUB	LOC119067289|XP_037026073.1|BCOP
OG0003670	LOC117891948|XP_034653693.1|DSUB	LOC119079273|XP_037042950.1|BCOP
OG0003672	LOC117899595|XP_034665605.1|DSUB	LOC119077932|XP_037041209.1|BCOP
OG0003673	LOC117890114|XP_034650676.1|DSUB	LOC119073947|XP_037035717.1|BCOP
OG0003674	LOC117890061|XP_034650590.1|DSUB	LOC119074503|XP_037036553.1|BCOP
OG0003675	LOC117891611|XP_034653038.1|DSUB	LOC119079691|XP_037043647.1|BCOP
OG0003676	LOC117891610|XP_034653035.1|DSUB	LOC119073373|XP_037034691.1|BCOP
OG0003677	LOC117898141|XP_034663228.1|DSUB	LOC119079391|XP_037043173.1|BCOP
OG0003678	LOC117892972|XP_034655201.1|DSUB	LOC119079996|XP_037044058.1|BCOP
OG0003679	LOC117894289|XP_034657140.1|DSUB	LOC119083354|XP_037048962.1|BCOP, LOC119075045|XP_037037335.1|BCOP
OG0003680	LOC117890976|XP_034652005.1|DSUB	LOC119083652|XP_037049323.1|BCOP
OG0003681	LOC117891895|XP_034653589.1|DSUB	LOC119083721|XP_037049412.1|BCOP
OG0003682	LOC117898576|XP_034663986.1|DSUB	LOC119080875|XP_037045345.1|BCOP
OG0003683	LOC117891097|XP_034652172.1|DSUB	LOC119084824|XP_037050799.1|BCOP
OG0003684	LOC117895210|XP_034658592.1|DSUB	LOC119075195|XP_037037484.1|BCOP
OG0003685	LOC117895674|XP_034659387.1|DSUB	LOC119080833|XP_037045283.1|BCOP
OG0003686	LOC117890244|XP_034650881.1|DSUB	LOC119081655|XP_037046632.1|BCOP
OG0003687	LOC117891707|XP_034653191.1|DSUB	LOC119074022|XP_037035855.1|BCOP
OG0003688	LOC117891838|XP_034653479.1|DSUB	LOC119074038|XP_037035879.1|BCOP
OG0003689	LOC117895613|XP_034659253.1|DSUB	LOC119076968|XP_037039955.1|BCOP, LOC119080026|XP_037044103.1|BCOP
OG0003690	LOC117895497|XP_034659083.1|DSUB	LOC119073354|XP_037034647.1|BCOP
OG0003691	LOC117895656|XP_034659362.1|DSUB	LOC119079332|XP_037043035.1|BCOP
OG0003692	LOC117890836|XP_034651810.1|DSUB	LOC119079336|XP_037043058.1|BCOP
OG0003693	LOC117895106|XP_034658398.1|DSUB	LOC119080195|XP_037044330.1|BCOP
OG0003694	LOC117894811|XP_034657937.1|DSUB	LOC119074937|XP_037037224.1|BCOP, LOC119081065|XP_037045676.1|BCOP
OG0003695	LOC117893512|XP_034656042.1|DSUB	LOC119081127|XP_037045766.1|BCOP
OG0003696	LOC117890802|XP_034651767.1|DSUB	LOC119078188|XP_037041557.1|BCOP
OG0003697	LOC117890485|XP_034651261.1|DSUB	LOC119079885|XP_037043861.1|BCOP
OG0003698	LOC117895666|XP_034659380.1|DSUB	LOC119073238|XP_037034448.1|BCOP
OG0003699	LOC117890489|XP_034651268.1|DSUB	LOC119081643|XP_037046617.1|BCOP
OG0003700	LOC117892278|XP_034654289.1|DSUB	LOC119081646|XP_037046625.1|BCOP
OG0003701	LOC117902814|XP_034670330.1|DSUB	LOC119074807|XP_037036986.1|BCOP
OG0003702	LOC117894873|XP_034658031.1|DSUB	LOC119067833|XP_037026902.1|BCOP
OG0003703	LOC117894061|XP_034656805.1|DSUB	LOC119080867|XP_037045340.1|BCOP
OG0003704	LOC117894002|XP_034656716.1|DSUB	LOC119080855|XP_037045324.1|BCOP
OG0003705	LOC117892608|XP_034654840.1|DSUB	LOC119081343|XP_037046043.1|BCOP
OG0003706	LOC117894581|XP_034657614.1|DSUB	LOC119079568|XP_037043443.1|BCOP, LOC119079567|XP_037043442.1|BCOP, LOC119073576|XP_037035036.1|BCOP
OG0003707	LOC117893889|XP_034656552.1|DSUB	LOC119069576|XP_037029559.1|BCOP
OG0003708	LOC117893394|XP_034655884.1|DSUB	LOC119073819|XP_037035491.1|BCOP
OG0003709	LOC117891505|XP_034652887.1|DSUB	LOC119080731|XP_037045166.1|BCOP
OG0003710	LOC117891495|XP_034652874.1|DSUB	LOC119079743|XP_037043707.1|BCOP
OG0003711	LOC117894256|XP_034657101.1|DSUB	LOC119079357|XP_037043097.1|BCOP
OG0003712	LOC117891566|XP_034652979.1|DSUB	LOC119081351|XP_037046091.1|BCOP
OG0003713	LOC117892706|XP_034655011.1|DSUB	LOC119081353|XP_037046094.1|BCOP
OG0003714	LOC117889794|XP_034650158.1|DSUB	LOC119073529|XP_037034963.1|BCOP
OG0003715	LOC117895811|XP_034659628.1|DSUB	LOC119080646|XP_037044954.1|BCOP
OG0003716	LOC117893786|XP_034656421.1|DSUB	LOC119077481|XP_037040589.1|BCOP
OG0003717	LOC117893984|XP_034656689.1|DSUB	LOC119079521|XP_037043388.1|BCOP
OG0003718	LOC117893314|XP_034655793.1|DSUB	LOC119075088|XP_037037377.1|BCOP
OG0003720	LOC117903138|XP_034670866.1|DSUB	LOC119066294|XP_037024564.1|BCOP, LOC119070174|XP_037030378.1|BCOP
OG0003721	LOC117890911|XP_034651917.1|DSUB	LOC119080782|XP_037045246.1|BCOP
OG0003722	LOC117895708|XP_034659447.1|DSUB	LOC119073049|XP_037034258.1|BCOP
OG0003723	LOC117895222|XP_034658608.1|DSUB	LOC119074826|XP_037037015.1|BCOP
OG0003724	LOC117895460|XP_034659024.1|DSUB	LOC119077488|XP_037040596.1|BCOP
OG0003725	LOC117894448|XP_034657432.1|DSUB	LOC119081058|XP_037045668.1|BCOP
OG0003726	LOC117895371|XP_034658848.1|DSUB	LOC119079899|XP_037043883.1|BCOP
OG0003727	LOC117895803|XP_034659616.1|DSUB	LOC119084899|XP_037050947.1|BCOP
OG0003728	LOC117896244|XP_034660292.1|DSUB	LOC119074444|XP_037036471.1|BCOP
OG0003729	LOC117893552|XP_034656093.1|DSUB	LOC119080660|XP_037044975.1|BCOP
OG0003730	LOC117893271|XP_034655730.1|DSUB	LOC119079308|XP_037042994.1|BCOP
OG0003731	LOC117895436|XP_034658981.1|DSUB	LOC119080257|XP_037044402.1|BCOP
OG0003732	LOC117894378|XP_034657274.1|DSUB	LOC119079946|XP_037043951.1|BCOP
OG0003733	LOC117893761|XP_034656390.1|DSUB	LOC119079956|XP_037043962.1|BCOP
OG0003734	LOC117895284|XP_034658711.1|DSUB	LOC119079937|XP_037043936.1|BCOP
OG0003735	LOC117892620|XP_034654862.1|DSUB	LOC119074081|XP_037035929.1|BCOP
OG0003736	LOC117891635|XP_034653072.1|DSUB	LOC119074127|XP_037036004.1|BCOP
OG0003737	LOC117891555|XP_034652967.1|DSUB	LOC119069794|XP_037029835.1|BCOP
OG0003738	LOC117890670|XP_034651537.1|DSUB	LOC119074497|XP_037036544.1|BCOP
OG0003739	LOC117890950|XP_034651982.1|DSUB	LOC119075777|XP_037038232.1|BCOP
OG0003740	LOC117890951|XP_034651983.1|DSUB	LOC119079328|XP_037043019.1|BCOP
OG0003741	LOC117893771|XP_034656401.1|DSUB	LOC119079954|XP_037043960.1|BCOP
OG0003742	LOC117894054|XP_034656798.1|DSUB	LOC119080759|XP_037045214.1|BCOP
OG0003743	LOC117891483|XP_034652854.1|DSUB	LOC119079327|XP_037043018.1|BCOP
OG0003744	LOC117890957|XP_034651989.1|DSUB	LOC119080174|XP_037044294.1|BCOP
OG0003745	LOC117890283|XP_034650936.1|DSUB	LOC119081838|XP_037046973.1|BCOP
OG0003746	LOC117889944|XP_034650372.1|DSUB	LOC119074496|XP_037036543.1|BCOP
OG0003747	LOC117893521|XP_034656052.1|DSUB	LOC119075077|XP_037037369.1|BCOP
OG0003748	LOC117894954|XP_034658175.1|DSUB	LOC119075213|XP_037037498.1|BCOP
OG0003749	LOC117893102|XP_034655424.1|DSUB	LOC119075200|XP_037037492.1|BCOP
OG0003750	LOC117893103|XP_034655425.1|DSUB	LOC119075224|XP_037037510.1|BCOP
OG0003751	LOC117895635|XP_034659281.1|DSUB	LOC119080838|XP_037045293.1|BCOP
OG0003752	LOC117894073|XP_034656818.1|DSUB	LOC119081211|XP_037045826.1|BCOP
OG0003753	LOC117893977|XP_034656675.1|DSUB	LOC119084971|XP_037051018.1|BCOP
OG0003754	LOC117893963|XP_034656653.1|DSUB	LOC119081210|XP_037045825.1|BCOP
OG0003755	LOC117893486|XP_034656009.1|DSUB	LOC119080702|XP_037045056.1|BCOP
OG0003756	LOC117892268|XP_034654281.1|DSUB	LOC119073981|XP_037035786.1|BCOP
OG0003757	LOC117891954|XP_034653704.1|DSUB	LOC119079616|XP_037043507.1|BCOP
OG0003758	LOC117892575|XP_034654794.1|DSUB	LOC119083608|XP_037049242.1|BCOP
OG0003759	LOC117895401|XP_034658920.1|DSUB	LOC119073249|XP_037034492.1|BCOP
OG0003760	LOC117890117|XP_034650679.1|DSUB	LOC119081043|XP_037045643.1|BCOP
OG0003761	LOC117895136|XP_034658447.1|DSUB	LOC119073258|XP_037034526.1|BCOP
OG0003762	LOC117895139|XP_034658454.1|DSUB	LOC119080427|XP_037044674.1|BCOP
OG0003763	LOC117895255|XP_034658663.1|DSUB	LOC119085718|XP_037052065.1|BCOP
OG0003764	LOC117894570|XP_034657596.1|DSUB	LOC119073807|XP_037035467.1|BCOP
OG0003765	LOC117902457|XP_034669745.1|DSUB	LOC119083718|XP_037049410.1|BCOP
OG0003766	LOC117903819|XP_034672190.1|DSUB	LOC119066567|XP_037025009.1|BCOP, LOC119066702|XP_037025195.1|BCOP
OG0003767	LOC117891283|XP_034652565.1|DSUB	LOC119067110|XP_037025772.1|BCOP
OG0003768	LOC117889810|XP_034650180.1|DSUB	LOC119073375|XP_037034694.1|BCOP
OG0003769	LOC117889775|XP_034650131.1|DSUB	LOC119079481|XP_037043320.1|BCOP
OG0003770	LOC117902912|XP_034670362.1|DSUB	LOC119079467|XP_037043292.1|BCOP
OG0003771	LOC117894619|XP_034657674.1|DSUB	LOC119076409|XP_037039041.1|BCOP
OG0003772	LOC117893727|XP_034656339.1|DSUB	LOC119080516|XP_037044820.1|BCOP
OG0003773	LOC117891899|XP_034653594.1|DSUB	LOC119074008|XP_037035836.1|BCOP
OG0003774	LOC117890030|XP_034650537.1|DSUB	LOC119073936|XP_037035702.1|BCOP
OG0003775	LOC117897701|XP_034662617.1|DSUB	LOC119081406|XP_037046195.1|BCOP
OG0003776	LOC117891424|XP_034652785.1|DSUB	LOC119073884|XP_037035660.1|BCOP
OG0003777	LOC117891451|XP_034652823.1|DSUB	LOC119073634|XP_037035122.1|BCOP, LOC119075462|XP_037037801.1|BCOP
OG0003778	LOC117890001|XP_034650479.1|DSUB	LOC119073640|XP_037035128.1|BCOP, LOC119072196|XP_037033263.1|BCOP, LOC119079682|XP_037043634.1|BCOP, LOC119083988|XP_037049696.1|BCOP
OG0003779	LOC117892266|XP_034654276.1|DSUB	LOC119080590|XP_037044878.1|BCOP
OG0003780	LOC117890735|XP_034651678.1|DSUB	LOC119074594|XP_037036731.1|BCOP
OG0003781	LOC117902955|XP_034670481.1|DSUB	LOC119080944|XP_037045467.1|BCOP
OG0003782	LOC117889630|XP_034649975.1|DSUB	LOC119076436|XP_037039081.1|BCOP
OG0003783	LOC117898738|XP_034664248.1|DSUB	LOC119070338|XP_037030521.1|BCOP, LOC119079028|XP_037042704.1|BCOP
OG0003784	LOC117890317|XP_034650994.1|DSUB	LOC119073399|XP_037034724.1|BCOP
OG0003785	LOC117890678|XP_034651550.1|DSUB	LOC119073553|XP_037035004.1|BCOP
OG0003786	LOC117890486|XP_034651264.1|DSUB	LOC119083385|XP_037048994.1|BCOP, LOC119082163|XP_037047466.1|BCOP
OG0003787	LOC117890493|XP_034651274.1|DSUB	LOC119083217|XP_037048779.1|BCOP, LOC119082177|XP_037047486.1|BCOP, LOC119083383|XP_037048991.1|BCOP
OG0003788	LOC117891029|XP_034652083.1|DSUB	LOC119084812|XP_037050779.1|BCOP
OG0003789	LOC117892654|XP_034654902.1|DSUB	LOC119079981|XP_037044027.1|BCOP
OG0003790	LOC117893300|XP_034655767.1|DSUB	LOC119081478|XP_037046371.1|BCOP
OG0003791	LOC117897422|XP_034662148.1|DSUB	LOC119073072|XP_037034274.1|BCOP, LOC119082164|XP_037047467.1|BCOP
OG0003792	LOC117891401|XP_034652736.1|DSUB	LOC119085213|XP_037051419.1|BCOP
OG0003793	LOC117891960|XP_034653723.1|DSUB	LOC119080053|XP_037044154.1|BCOP
OG0003794	LOC117889752|XP_034650089.1|DSUB	LOC119084547|XP_037050455.1|BCOP, LOC119083961|XP_037049663.1|BCOP, LOC119082953|XP_037048496.1|BCOP
OG0003795	LOC117894025|XP_034656753.1|DSUB	LOC119073496|XP_037034902.1|BCOP
OG0003796	LOC117897718|XP_034662634.1|DSUB	LOC119084951|XP_037050991.1|BCOP
OG0003797	LOC117902048|XP_034669005.1|DSUB	LOC119070823|XP_037031218.1|BCOP
OG0003798	LOC117889806|XP_034650174.1|DSUB	LOC119073279|XP_037034557.1|BCOP
OG0003799	LOC117892440|XP_034654572.1|DSUB	LOC119073272|XP_037034550.1|BCOP
OG0003800	LOC117901244|XP_034667810.1|DSUB	LOC119070805|XP_037031180.1|BCOP
OG0003801	LOC117901866|XP_034668712.1|DSUB	LOC119083153|XP_037048694.1|BCOP
OG0003802	LOC117902617|XP_034670019.1|DSUB	LOC119075293|XP_037037600.1|BCOP
OG0003803	LOC117897728|XP_034662646.1|DSUB	LOC119066948|XP_037025563.1|BCOP
OG0003804	LOC117901965|XP_034668837.1|DSUB	LOC119066039|XP_037024152.1|BCOP
OG0003805	LOC117901211|XP_034667765.1|DSUB	LOC119085180|XP_037051383.1|BCOP
OG0003806	LOC117901475|XP_034668130.1|DSUB	LOC119070911|XP_037031336.1|BCOP
OG0003807	LOC117902639|XP_034670053.1|DSUB	LOC119077159|XP_037040244.1|BCOP
OG0003808	LOC117893493|XP_034656018.1|DSUB	LOC119084845|XP_037050847.1|BCOP
OG0003809	LOC117902234|XP_034669363.1|DSUB	LOC119074006|XP_037035835.1|BCOP
OG0003810	LOC117890045|XP_034650555.1|DSUB	LOC119076188|XP_037038755.1|BCOP
OG0003811	LOC117889985|XP_034650459.1|DSUB	LOC119070969|XP_037031436.1|BCOP
OG0003812	LOC117902007|XP_034668945.1|DSUB	LOC119074140|XP_037036031.1|BCOP, LOC119066325|XP_037024612.1|BCOP
OG0003813	LOC117902015|XP_034668953.1|DSUB	LOC119070915|XP_037031344.1|BCOP
OG0003814	LOC117901400|XP_034668025.1|DSUB	LOC119066746|XP_037025266.1|BCOP
OG0003815	LOC117899657|XP_034665731.1|DSUB	LOC119066366|XP_037024680.1|BCOP
OG0003816	LOC117902098|XP_034669091.1|DSUB	LOC119070892|XP_037031312.1|BCOP
OG0003817	LOC117902035|XP_034668989.1|DSUB	LOC119070797|XP_037031173.1|BCOP
OG0003818	LOC117900211|XP_034666382.1|DSUB	LOC119077006|XP_037040011.1|BCOP
OG0003819	LOC117901089|XP_034667607.1|DSUB	LOC119077017|XP_037040024.1|BCOP
OG0003820	LOC117897626|XP_034662486.1|DSUB	LOC119073506|XP_037034917.1|BCOP
OG0003821	LOC117891569|XP_034652983.1|DSUB	LOC119081767|XP_037046856.1|BCOP
OG0003822	LOC117902447|XP_034669733.1|DSUB	LOC119078871|XP_037042481.1|BCOP
OG0003823	LOC117900808|XP_034667187.1|DSUB	LOC119066744|XP_037025262.1|BCOP
OG0003824	LOC117901172|XP_034667717.1|DSUB	LOC119085885|XP_037052296.1|BCOP
OG0003825	LOC117900410|XP_034666658.1|DSUB	LOC119077097|XP_037040149.1|BCOP
OG0003826	LOC117901785|XP_034668585.1|DSUB	LOC119081923|XP_037047071.1|BCOP
OG0003827	LOC117902036|XP_034668990.1|DSUB	LOC119081936|XP_037047087.1|BCOP
OG0003828	LOC117902034|XP_034668985.1|DSUB	LOC119081938|XP_037047089.1|BCOP
OG0003829	LOC117902714|XP_034670167.1|DSUB	LOC119081939|XP_037047095.1|BCOP
OG0003830	LOC117900201|XP_034666354.1|DSUB	LOC119076988|XP_037039988.1|BCOP
OG0003831	LOC117899141|XP_034664839.1|DSUB	LOC119069427|XP_037029378.1|BCOP
OG0003832	LOC117901850|XP_034668690.1|DSUB	LOC119075662|XP_037038066.1|BCOP
OG0003833	LOC117900683|XP_034667020.1|DSUB	LOC119077002|XP_037040005.1|BCOP
OG0003834	LOC117900125|XP_034666240.1|DSUB, LOC117899967|XP_034666013.1|DSUB	LOC119066264|XP_037024513.1|BCOP
OG0003835	LOC117902773|XP_034670257.1|DSUB	LOC119079855|XP_037043820.1|BCOP
OG0003836	LOC117901240|XP_034667807.1|DSUB	LOC119084582|XP_037050527.1|BCOP
OG0003837	LOC117901237|XP_034667802.1|DSUB	LOC119084583|XP_037050528.1|BCOP
OG0003838	LOC117900515|XP_034666802.1|DSUB	LOC119072928|XP_037034143.1|BCOP, LOC119072907|XP_037034123.1|BCOP
OG0003839	LOC117900237|XP_034666417.1|DSUB	LOC119066643|XP_037025105.1|BCOP
OG0003840	LOC117891613|XP_034653041.1|DSUB	LOC119078711|XP_037042278.1|BCOP
OG0003841	LOC117901357|XP_034667958.1|DSUB	LOC119083200|XP_037048756.1|BCOP
OG0003842	LOC117902161|XP_034669191.1|DSUB	LOC119083135|XP_037048668.1|BCOP
OG0003843	LOC117902125|XP_034669142.1|DSUB	LOC119082088|XP_037047346.1|BCOP
OG0003844	LOC117900047|XP_034666130.1|DSUB	LOC119082006|XP_037047217.1|BCOP
OG0003845	LOC117901079|XP_034667583.1|DSUB	LOC119072737|XP_037033908.1|BCOP
OG0003846	LOC117900450|XP_034666711.1|DSUB	LOC119078472|XP_037041921.1|BCOP
OG0003847	LOC117901506|XP_034668167.1|DSUB	LOC119078479|XP_037041930.1|BCOP
OG0003848	LOC117896559|XP_034660852.1|DSUB	LOC119072784|XP_037033968.1|BCOP
OG0003849	LOC117892033|XP_034653848.1|DSUB	LOC119081835|XP_037046969.1|BCOP
