Orthogroup	DSUB.longest_only	DVIR.longest_only
OG0005924	LOC117894777|XP_034657894.1|DSUB	LOC6633697|XP_002057292.1|DVIR, LOC6622616|XP_002047700.1|DVIR
OG0005925	LOC117894287|XP_034657137.1|DSUB	LOC6622709|XP_002048456.1|DVIR
OG0005926	LOC117896346|XP_034660484.1|DSUB	LOC6632040|XP_002055506.2|DVIR
OG0005927	LOC117899523|XP_034665472.1|DSUB	LOC6629599|XP_032292420.1|DVIR
OG0005928	LOC117891169|XP_034652386.1|DSUB	LOC26530859|XP_032295404.1|DVIR
OG0005929	LOC117893554|XP_034656100.1|DSUB	LOC6636858|XP_032291496.1|DVIR
OG0005930	LOC117892424|XP_034654549.1|DSUB	LOC6626102|XP_032292986.1|DVIR
OG0005931	LOC117890263|XP_034650911.1|DSUB	LOC6626314|XP_032292987.1|DVIR
OG0005932	LOC117891686|XP_034653156.1|DSUB	LOC26531624|XP_015030349.1|DVIR
OG0005933	LOC117892295|XP_034654329.1|DSUB	LOC6624987|XP_002048918.1|DVIR
OG0005934	LOC117890526|XP_034651335.1|DSUB	LOC6625005|XP_032292834.1|DVIR
OG0005935	LOC117892902|XP_034655092.1|DSUB	LOC6622127|XP_002047680.1|DVIR
OG0005936	LOC117899970|XP_034666019.1|DSUB	LOC6627463|XP_002052485.1|DVIR
OG0005937	LOC117893002|XP_034655247.1|DSUB	LOC6622832|XP_002047682.1|DVIR
OG0005938	LOC117889946|XP_034650374.1|DSUB	LOC6625038|XP_032293184.1|DVIR
OG0005939	LOC117901309|XP_034667913.1|DSUB	LOC6631489|XP_002054926.1|DVIR
OG0005940	LOC117892084|XP_034653964.1|DSUB	LOC6625628|XP_015029670.1|DVIR
OG0005941	LOC117891199|XP_034652426.1|DSUB	LOC6625175|XP_032293098.1|DVIR
OG0005942	LOC117891757|XP_034653260.1|DSUB	LOC6625246|XP_032293026.1|DVIR
OG0005943	LOC117892570|XP_034654783.1|DSUB	LOC6625248|XP_032293021.1|DVIR
OG0005944	LOC117890963|XP_034651993.1|DSUB	LOC6624855|XP_002049203.1|DVIR
OG0005945	LOC117890005|XP_034650486.1|DSUB	LOC6626411|XP_002050052.1|DVIR
OG0005946	LOC117892590|XP_034654820.1|DSUB	LOC6625551|XP_002049001.2|DVIR
OG0005947	LOC117892004|XP_034653781.1|DSUB	LOC6625724|XP_032293129.1|DVIR
OG0005948	LOC117894860|XP_034658008.1|DSUB	LOC116649725|XP_032290875.1|DVIR
OG0005949	LOC117893283|XP_034655740.1|DSUB	LOC6623994|XP_002048660.3|DVIR
OG0005950	LOC117900461|XP_034666728.1|DSUB	LOC6627912|XP_002051762.3|DVIR
OG0005951	LOC117895876|XP_034659765.1|DSUB	LOC6622346|XP_015031250.1|DVIR
OG0005952	LOC117900460|XP_034666726.1|DSUB	LOC6627913|XP_015027973.1|DVIR
OG0005953	LOC117899962|XP_034666008.1|DSUB	LOC6635635|XP_002059240.1|DVIR
OG0005954	LOC117902666|XP_034670087.1|DSUB	LOC6627467|XP_002052898.1|DVIR
OG0005955	LOC117896408|XP_034660615.1|DSUB	LOC6632764|XP_002056369.1|DVIR
OG0005956	LOC117891737|XP_034653222.1|DSUB	LOC6627226|XP_002049855.1|DVIR
OG0005957	LOC117896840|XP_034661250.1|DSUB	LOC6629876|XP_002053385.1|DVIR
OG0005958	LOC117897502|XP_034662283.1|DSUB	LOC6629570|XP_002054853.1|DVIR
OG0005959	LOC117900042|XP_034666122.1|DSUB	LOC6629092|XP_002052439.1|DVIR
OG0005960	LOC117903456|XP_034671384.1|DSUB	LOC6632071|XP_002054975.1|DVIR
OG0005961	LOC117891565|XP_034652977.1|DSUB	LOC6626690|XP_002049415.1|DVIR
OG0005962	LOC117889880|XP_034650280.1|DSUB	LOC6626770|XP_002049834.1|DVIR
OG0005963	LOC117901610|XP_034668320.1|DSUB	LOC6628941|XP_002051245.1|DVIR
OG0005964	LOC117892009|XP_034653791.1|DSUB	LOC6625899|XP_015029397.1|DVIR
OG0005965	LOC117890358|XP_034651043.1|DSUB	LOC6627188|XP_015029860.1|DVIR
OG0005966	LOC117891057|XP_034652121.1|DSUB	LOC6625982|XP_002050060.1|DVIR
OG0005967	LOC117891245|XP_034652482.1|DSUB	LOC6625068|XP_002049081.1|DVIR
OG0005968	LOC117890402|XP_034651102.1|DSUB	LOC6625072|XP_015029674.1|DVIR
OG0005969	LOC117891021|XP_034652075.1|DSUB	LOC6625438|XP_032292475.1|DVIR
OG0005970	LOC117893807|XP_034656446.1|DSUB	LOC6624158|XP_002046276.1|DVIR
OG0005971	LOC117891152|XP_034652298.1|DSUB	LOC6624788|XP_002049339.1|DVIR
OG0005972	LOC117894241|XP_034657066.1|DSUB	LOC6624484|XP_002047605.1|DVIR
OG0005973	LOC117894403|XP_034657305.1|DSUB	LOC6622169|XP_002048485.1|DVIR
OG0005974	LOC117894693|XP_034657763.1|DSUB	LOC6622466|XP_002048139.1|DVIR
OG0005975	LOC117894244|XP_034657074.1|DSUB	LOC6624710|XP_002047604.1|DVIR
OG0005976	LOC117897712|XP_034662625.1|DSUB	LOC6630283|XP_002054894.1|DVIR
OG0005977	LOC117892606|XP_034654838.1|DSUB	LOC6635843|XP_032292117.1|DVIR
OG0005978	LOC117890081|XP_034650630.1|DSUB	LOC6625116|XP_002049496.2|DVIR
OG0005979	LOC117892149|XP_034654085.1|DSUB	LOC6625411|XP_002049845.1|DVIR
OG0005980	LOC117889986|XP_034650460.1|DSUB	LOC6626205|XP_032292833.1|DVIR
OG0005981	LOC117896273|XP_034660370.1|DSUB	LOC6633443|XP_032288729.1|DVIR
OG0005982	LOC117891792|XP_034653355.1|DSUB	LOC6626222|XP_002049798.1|DVIR
OG0005983	LOC117892322|XP_034654369.1|DSUB	LOC6634561|XP_002057978.1|DVIR
OG0005984	LOC117901080|XP_034667597.1|DSUB	LOC6632068|XP_032295399.1|DVIR
OG0005985	LOC117898397|XP_034663649.1|DSUB	LOC6634548|XP_032296427.1|DVIR
OG0005986	LOC117903855|XP_034672217.1|DSUB	LOC6634586|XP_002058087.2|DVIR
OG0005987	LOC117903399|XP_034671278.1|DSUB	LOC6636144|XP_015024177.1|DVIR
OG0005988	LOC117892191|XP_034654169.1|DSUB	LOC6626284|XP_032293094.1|DVIR
OG0005989	LOC117891500|XP_034652880.1|DSUB	LOC6624834|XP_032292721.1|DVIR
OG0005990	LOC117890028|XP_034650534.1|DSUB	LOC6625788|XP_002049586.1|DVIR
OG0005991	LOC117892293|XP_034654326.1|DSUB	LOC6626516|XP_032293045.1|DVIR
OG0005992	LOC117895440|XP_034658994.1|DSUB	LOC6624107|XP_002047852.1|DVIR
OG0005993	LOC117895441|XP_034658996.1|DSUB	LOC6624012|XP_015030587.1|DVIR
OG0005994	LOC117895779|XP_034659566.1|DSUB	LOC6624719|XP_002047614.1|DVIR
OG0005995	LOC117893861|XP_034656523.1|DSUB	LOC6624662|XP_002047608.1|DVIR
OG0005996	LOC117894795|XP_034657915.1|DSUB	LOC6624129|XP_002048665.1|DVIR
OG0005997	LOC117890563|XP_034651388.1|DSUB	LOC6626687|XP_002049824.1|DVIR
OG0005998	LOC117893211|XP_034655630.1|DSUB	LOC6622645|XP_002047984.1|DVIR
OG0005999	LOC117895015|XP_034658257.1|DSUB	LOC6630561|XP_002053279.1|DVIR
OG0006000	LOC117890704|XP_034651612.1|DSUB	LOC6627075|XP_032292903.1|DVIR
OG0006001	LOC117893672|XP_034656252.1|DSUB	LOC6623561|XP_002047379.2|DVIR
OG0006002	LOC117890370|XP_034651056.1|DSUB	LOC116651094|XP_032292796.1|DVIR, LOC6625014|XP_015029316.1|DVIR
OG0006003	LOC117895739|XP_034659497.1|DSUB	LOC6622649|XP_002047992.1|DVIR
OG0006004	LOC117898488|XP_034663815.1|DSUB	LOC6632633|XP_002056634.1|DVIR
OG0006005	LOC117890781|XP_034651743.1|DSUB	LOC116651425|XP_032293640.1|DVIR, LOC6636495|XP_002059857.1|DVIR
OG0006006	LOC117891777|XP_034653334.1|DSUB	LOC6626560|XP_002049810.1|DVIR
OG0006007	LOC117891758|XP_034653264.1|DSUB	LOC6625244|XP_002049197.2|DVIR
OG0006008	LOC117901547|XP_034668231.1|DSUB	LOC6628925|XP_032294447.1|DVIR
OG0006009	LOC117894082|XP_034656837.1|DSUB	LOC6624354|XP_002048108.1|DVIR
OG0006010	LOC117894782|XP_034657899.1|DSUB	LOC6624657|XP_032291085.1|DVIR
OG0006011	LOC117895109|XP_034658403.1|DSUB	LOC6623152|XP_002046121.2|DVIR
OG0006012	LOC117893241|XP_034655692.1|DSUB	LOC6623378|XP_032290011.1|DVIR
OG0006013	LOC117892667|XP_034654947.1|DSUB	LOC6626072|XP_002048759.3|DVIR
OG0006014	LOC117894326|XP_034657201.1|DSUB	LOC6622559|XP_002047967.1|DVIR
OG0006015	LOC117890095|XP_034650649.1|DSUB	LOC6626489|XP_002049688.1|DVIR
OG0006016	LOC117892290|XP_034654322.1|DSUB	LOC6626517|XP_015029626.1|DVIR
OG0006017	LOC117892512|XP_034654685.1|DSUB	LOC6626089|XP_002049398.2|DVIR
OG0006018	LOC117892234|XP_034654229.1|DSUB	LOC6635367|XP_002058891.1|DVIR
OG0006019	LOC117890149|XP_034650729.1|DSUB	LOC26531831|XP_015030374.1|DVIR
OG0006020	LOC117894085|XP_034656843.1|DSUB	LOC6624671|XP_002048117.1|DVIR
OG0006021	LOC117895649|XP_034659323.1|DSUB	LOC6622657|XP_002048146.1|DVIR
OG0006022	LOC117900044|XP_034666123.1|DSUB	LOC6634223|XP_002057672.1|DVIR
OG0006023	LOC117899254|XP_034665032.1|DSUB	LOC6632983|XP_002056486.1|DVIR
OG0006024	LOC117903527|XP_034671537.1|DSUB	LOC6631799|XP_032295060.1|DVIR
OG0006025	LOC117889937|XP_034650360.1|DSUB	LOC6626229|XP_015029465.1|DVIR
OG0006026	LOC117899263|XP_034665049.1|DSUB	LOC6629637|XP_002054842.1|DVIR
OG0006027	LOC117892707|XP_034655012.1|DSUB	LOC6635341|XP_032293207.1|DVIR
OG0006028	LOC117891568|XP_034652982.1|DSUB	LOC6627067|XP_002050186.1|DVIR
OG0006029	LOC117892294|XP_034654327.1|DSUB	LOC6626513|XP_002048911.1|DVIR
OG0006030	LOC117897798|XP_034662739.1|DSUB	LOC6630602|XP_002053021.1|DVIR
OG0006031	LOC117892638|XP_034654884.1|DSUB	LOC6625649|XP_002049564.3|DVIR
OG0006032	LOC117889602|XP_034649911.1|DSUB	LOC6631594|XP_032295444.1|DVIR
OG0006033	LOC117892511|XP_034654684.1|DSUB	LOC6626371|XP_002049394.1|DVIR
OG0006034	LOC117898707|XP_034664215.1|DSUB	LOC6629734|XP_002054138.2|DVIR
OG0006035	LOC117898976|XP_034664608.1|DSUB	LOC6631069|XP_002053214.1|DVIR
OG0006036	LOC117900449|XP_034666710.1|DSUB	LOC6634036|XP_002057773.1|DVIR
OG0006037	LOC117891909|XP_034653622.1|DSUB	LOC6626862|XP_032293103.1|DVIR
OG0006038	LOC117897492|XP_034662274.1|DSUB	LOC6630505|XP_002053449.1|DVIR
OG0006039	LOC117891453|XP_034652825.1|DSUB	LOC6626844|XP_002049194.2|DVIR
OG0006040	LOC117891150|XP_034652294.1|DSUB	LOC6624792|XP_002049343.1|DVIR
OG0006041	LOC117893958|XP_034656647.1|DSUB	LOC6634500|XP_002057912.1|DVIR
OG0006042	LOC117891751|XP_034653249.1|DSUB	LOC6624926|XP_002049351.2|DVIR
OG0006043	LOC117892929|XP_034655136.1|DSUB	LOC6624428|XP_032289889.1|DVIR
OG0006044	LOC117903349|XP_034671190.1|DSUB	LOC6635499|XP_032296024.1|DVIR
OG0006045	LOC117891013|XP_034652062.1|DSUB	LOC6624838|XP_002049182.1|DVIR
OG0006046	LOC117892115|XP_034654023.1|DSUB	LOC6635408|XP_032293208.1|DVIR
OG0006047	LOC117893022|XP_034655270.1|DSUB	LOC6623021|XP_015031445.1|DVIR
OG0006048	LOC117893234|XP_034655682.1|DSUB	LOC6622249|XP_032289872.1|DVIR
OG0006049	LOC117891059|XP_034652162.1|DSUB	LOC6628006|XP_032293621.1|DVIR, LOC6636105|XP_002059647.1|DVIR
OG0006050	LOC117898384|XP_034663630.1|DSUB	LOC6631055|XP_032294808.1|DVIR
OG0006051	LOC117894130|XP_034656915.1|DSUB	LOC6633785|XP_002056957.1|DVIR
OG0006052	LOC117892648|XP_034654894.1|DSUB	LOC6624819|XP_002048977.2|DVIR
OG0006053	LOC117894626|XP_034657683.1|DSUB	LOC6622047|XP_002046401.1|DVIR, LOC116650144|XP_032289353.1|DVIR
OG0006054	LOC117902997|XP_034670609.1|DSUB	LOC6636190|XP_015024016.2|DVIR
OG0006055	LOC117898584|XP_034664019.1|DSUB	LOC6629843|XP_002054464.1|DVIR
OG0006056	LOC117891753|XP_034653256.1|DSUB	LOC6624925|XP_002049350.1|DVIR
OG0006057	LOC117895133|XP_034658441.1|DSUB	LOC6622706|XP_002047035.2|DVIR
OG0006058	LOC117899744|XP_034665879.1|DSUB	LOC6635107|XP_015024959.1|DVIR
OG0006059	LOC117895308|XP_034658759.1|DSUB	LOC6622677|XP_002048464.1|DVIR, LOC116649865|XP_032288973.1|DVIR
OG0006060	LOC117895310|XP_034658761.1|DSUB	LOC116649731|XP_032289937.1|DVIR, LOC6622760|XP_032288974.1|DVIR
OG0006061	LOC117895280|XP_034658750.1|DSUB	LOC6631470|XP_002055027.2|DVIR
OG0006062	LOC117897618|XP_034662475.1|DSUB	LOC6629660|XP_002053599.1|DVIR
OG0006063	LOC117901997|XP_034668902.1|DSUB	LOC6633958|XP_002057761.2|DVIR
OG0006064	LOC117890701|XP_034651602.1|DSUB	LOC6626320|XP_002050697.1|DVIR
OG0006065	LOC117895588|XP_034659228.1|DSUB	LOC6624148|XP_002047419.1|DVIR
OG0006066	LOC117890641|XP_034651484.1|DSUB	LOC6626209|XP_002049795.1|DVIR
OG0006067	LOC117891723|XP_034653206.1|DSUB	LOC6625935|XP_032293349.1|DVIR
OG0006068	LOC117897734|XP_034662663.1|DSUB	LOC6634818|XP_002058207.3|DVIR
OG0006069	LOC117894877|XP_034658035.1|DSUB	LOC6622285|XP_032290046.1|DVIR
OG0006070	LOC117895689|XP_034659413.1|DSUB	LOC6630521|XP_002054020.1|DVIR
OG0006071	LOC117897650|XP_034662516.1|DSUB	LOC6633185|XP_002055973.2|DVIR
OG0006072	LOC117895595|XP_034659236.1|DSUB	LOC6623354|XP_002047418.1|DVIR
OG0006073	LOC117894189|XP_034656994.1|DSUB	LOC6623477|XP_002047370.2|DVIR
OG0006074	LOC117903326|XP_034671160.1|DSUB	LOC6633455|XP_002057338.2|DVIR
OG0006075	LOC117902155|XP_034669186.1|DSUB	LOC116649734|XP_032296601.1|DVIR
OG0006076	LOC117889721|XP_034650032.1|DSUB	LOC6626941|XP_002050079.1|DVIR
OG0006077	LOC117894043|XP_034656783.1|DSUB	LOC6622987|XP_002047560.2|DVIR
OG0006078	LOC117895719|XP_034659468.1|DSUB	LOC6622992|XP_002047561.1|DVIR
OG0006079	LOC117893105|XP_034655429.1|DSUB	LOC6622292|XP_002048085.1|DVIR
OG0006080	LOC117893360|XP_034655842.1|DSUB	LOC6624368|XP_002048087.1|DVIR
OG0006081	LOC117891383|XP_034652713.1|DSUB	LOC6626733|XP_002049277.1|DVIR
OG0006082	LOC117891394|XP_034652727.1|DSUB	LOC6626735|XP_002049279.1|DVIR
OG0006083	LOC117894665|XP_034657732.1|DSUB	LOC6623555|XP_032291089.1|DVIR
OG0006084	LOC117895655|XP_034659359.1|DSUB	LOC6622349|XP_015030453.1|DVIR
OG0006085	LOC117895681|XP_034659399.1|DSUB	LOC6622719|XP_002048007.1|DVIR
OG0006086	LOC117895687|XP_034659405.1|DSUB	LOC6622163|XP_032290394.1|DVIR
OG0006087	LOC117892119|XP_034654039.1|DSUB	LOC6635409|XP_032293214.1|DVIR
OG0006088	LOC117893596|XP_034656161.1|DSUB	LOC6622270|XP_002048398.1|DVIR
OG0006089	LOC117900868|XP_034667319.1|DSUB	LOC6633736|XP_002057021.1|DVIR
OG0006090	LOC117894799|XP_034657920.1|DSUB	LOC6623412|XP_032290911.1|DVIR
OG0006091	LOC117894102|XP_034656868.1|DSUB	LOC6623899|XP_032290506.1|DVIR
OG0006092	LOC117903051|XP_034670681.1|DSUB	LOC26531317|XP_015024204.2|DVIR
OG0006093	LOC117891450|XP_034652821.1|DSUB	LOC6627190|XP_002049932.2|DVIR
OG0006094	LOC117895036|XP_034658301.1|DSUB	LOC6623551|XP_002048629.1|DVIR
OG0006095	LOC117891774|XP_034653328.1|DSUB	LOC6635795|XP_002059383.3|DVIR
OG0006096	LOC117892225|XP_034654219.1|DSUB	LOC6626625|XP_002049701.1|DVIR
OG0006097	LOC117895875|XP_034659761.1|DSUB	LOC6623845|XP_002048263.1|DVIR
OG0006098	LOC117901704|XP_034668464.1|DSUB	LOC6628763|XP_002051903.1|DVIR
OG0006099	LOC117890499|XP_034651282.1|DSUB	LOC6625878|XP_002049679.1|DVIR
OG0006100	LOC117890650|XP_034651494.1|DSUB	LOC6627136|XP_002049430.1|DVIR
OG0006101	LOC117901760|XP_034668539.1|DSUB	LOC6636647|XP_032289190.1|DVIR
OG0006102	LOC117890912|XP_034651918.1|DSUB	LOC6627099|XP_002049942.1|DVIR
OG0006103	LOC117903703|XP_034671939.1|DSUB	LOC6634572|XP_032296290.1|DVIR
OG0006104	LOC117898917|XP_034664520.1|DSUB	LOC6636101|XP_032295511.1|DVIR
OG0006105	LOC117896527|XP_034660793.1|DSUB	LOC6636100|XP_032295680.1|DVIR
OG0006106	LOC117894300|XP_034657156.1|DSUB	LOC6624579|XP_015031571.1|DVIR
OG0006107	LOC117891694|XP_034653174.1|DSUB	LOC6625690|XP_002049816.1|DVIR
OG0006108	LOC117902943|XP_034670449.1|DSUB	LOC6631764|XP_002055172.1|DVIR
OG0006109	LOC117894312|XP_034657169.1|DSUB	LOC6622773|XP_002047667.1|DVIR
OG0006110	LOC117895009|XP_034658250.1|DSUB	LOC6622877|XP_002048032.1|DVIR
OG0006111	LOC117889951|XP_034650397.1|DSUB	LOC6626816|XP_032292085.1|DVIR
OG0006112	LOC117892166|XP_034654123.1|DSUB	LOC116651059|XP_032292639.1|DVIR
OG0006113	LOC117894473|XP_034657464.1|DSUB	LOC6622639|XP_002046686.1|DVIR
OG0006114	LOC117896290|XP_034660399.1|DSUB	LOC6634954|XP_002058588.1|DVIR
OG0006115	LOC117890857|XP_034651834.1|DSUB	LOC6626068|XP_002049376.1|DVIR
OG0006116	LOC117890504|XP_034651290.1|DSUB	LOC6626738|XP_002049572.2|DVIR
OG0006117	LOC117891577|XP_034652992.1|DSUB	LOC6626879|XP_002049155.1|DVIR
OG0006118	LOC117892130|XP_034654056.1|DSUB	LOC6625880|XP_032293010.1|DVIR
OG0006119	LOC117891517|XP_034652904.1|DSUB	LOC6625098|XP_002049549.1|DVIR
OG0006120	LOC117891701|XP_034653184.1|DSUB	LOC6624821|XP_002048979.1|DVIR
OG0006121	LOC117894974|XP_034658203.1|DSUB	LOC6622090|XP_002048017.1|DVIR
OG0006122	LOC117902915|XP_034670380.1|DSUB	LOC6636262|XP_002059731.2|DVIR
OG0006123	LOC117891224|XP_034652461.1|DSUB	LOC6624970|XP_002049478.3|DVIR
OG0006124	LOC117898946|XP_034664559.1|DSUB	LOC6630034|XP_002054025.1|DVIR
OG0006125	LOC117895841|XP_034659684.1|DSUB	LOC116649749|XP_032288970.1|DVIR, LOC6622077|XP_015030438.1|DVIR
OG0006126	LOC117893296|XP_034655760.1|DSUB	LOC6624091|XP_002046876.1|DVIR
OG0006127	LOC117893818|XP_034656461.1|DSUB	LOC6623569|XP_002048224.1|DVIR
OG0006128	LOC117895554|XP_034659151.1|DSUB	LOC6623671|XP_002048243.1|DVIR
OG0006129	LOC117893696|XP_034656276.1|DSUB	LOC6622967|XP_002048216.1|DVIR
OG0006130	LOC117893146|XP_034655498.1|DSUB	LOC6624555|XP_002048260.1|DVIR
OG0006131	LOC117895120|XP_034658419.1|DSUB	LOC6623777|XP_002048257.1|DVIR
OG0006132	LOC117895122|XP_034658422.1|DSUB	LOC6623219|XP_002048248.1|DVIR
OG0006133	LOC117893147|XP_034655499.1|DSUB	LOC6623805|XP_002048261.1|DVIR
OG0006134	LOC117893205|XP_034655620.1|DSUB	LOC6622666|XP_032290700.1|DVIR
OG0006135	LOC117895835|XP_034659666.1|DSUB	LOC6623628|XP_032290507.1|DVIR
OG0006136	LOC117895843|XP_034659687.1|DSUB	LOC6622161|XP_002048462.1|DVIR, LOC116649861|XP_032288968.1|DVIR
OG0006137	LOC117893788|XP_034656423.1|DSUB	LOC6622675|XP_002047994.1|DVIR
OG0006138	LOC117892072|XP_034653951.1|DSUB	LOC6627282|XP_032292813.1|DVIR
OG0006139	LOC117889928|XP_034650346.1|DSUB	LOC6624990|XP_002048921.2|DVIR
OG0006140	LOC117891746|XP_034653243.1|DSUB	LOC6625920|XP_002049459.1|DVIR
OG0006141	LOC117892008|XP_034653790.1|DSUB	LOC6625723|XP_002049017.1|DVIR
OG0006142	LOC117892933|XP_034655142.1|DSUB	LOC6623029|XP_032290511.1|DVIR
OG0006143	LOC117895761|XP_034659524.1|DSUB	LOC6622561|XP_015031533.1|DVIR
OG0006144	LOC117895490|XP_034659077.1|DSUB	LOC6624321|XP_002048519.1|DVIR
OG0006145	LOC117894156|XP_034656944.1|DSUB	LOC6622960|XP_015031539.1|DVIR
OG0006146	LOC117902296|XP_034669467.1|DSUB	LOC6634371|XP_032293703.1|DVIR
OG0006147	LOC117896233|XP_034660269.1|DSUB	LOC6629587|XP_002052994.1|DVIR
OG0006148	LOC117893132|XP_034655473.1|DSUB	LOC6622847|XP_002048024.1|DVIR
OG0006149	LOC117895767|XP_034659532.1|DSUB	LOC116649857|XP_032288964.1|DVIR, LOC6624602|XP_002048439.1|DVIR
OG0006150	LOC117895758|XP_034659522.1|DSUB	LOC116650470|XP_032290033.1|DVIR, LOC6622552|XP_002048438.1|DVIR
OG0006151	LOC117901995|XP_034668900.1|DSUB	LOC6633955|XP_002057758.1|DVIR
OG0006152	LOC117898862|XP_034664431.1|DSUB	LOC6630856|XP_002052951.2|DVIR
OG0006153	LOC117890519|XP_034651315.1|DSUB	LOC6624966|XP_002049327.1|DVIR
OG0006154	LOC117899592|XP_034665602.1|DSUB	LOC6629677|XP_002053660.1|DVIR
OG0006155	LOC117897639|XP_034662505.1|DSUB	LOC6629591|XP_002052998.1|DVIR
OG0006156	LOC117899495|XP_034665435.1|DSUB	LOC6629421|XP_002053155.2|DVIR
OG0006157	LOC117891030|XP_034652084.1|DSUB	LOC6635395|XP_032293203.1|DVIR
OG0006158	LOC117895637|XP_034659290.1|DSUB	LOC6622365|XP_002046968.2|DVIR
OG0006159	LOC117891571|XP_034652984.1|DSUB	LOC6626629|XP_002049413.2|DVIR
OG0006160	LOC117891027|XP_034652081.1|DSUB	LOC6635398|XP_002058841.1|DVIR
OG0006161	LOC117890654|XP_034651512.1|DSUB	LOC6625698|XP_032291946.1|DVIR
OG0006162	LOC117902967|XP_034670512.1|DSUB	LOC6636257|XP_032290066.1|DVIR
OG0006163	LOC117891601|XP_034653025.1|DSUB	LOC6624798|XP_032291710.1|DVIR
OG0006165	LOC117894859|XP_034658007.1|DSUB	LOC6623876|XP_002048647.2|DVIR
OG0006166	LOC117902622|XP_034670031.1|DSUB	LOC6627343|XP_002052454.1|DVIR
OG0006167	LOC117891888|XP_034653578.1|DSUB	LOC6624765|XP_032291919.1|DVIR, LOC6624764|XP_002050728.2|DVIR, LOC6624763|XP_002050727.1|DVIR
OG0006168	LOC117900463|XP_034666733.1|DSUB	LOC6636041|XP_002059568.1|DVIR
OG0006168	LOC117896405|XP_034660613.1|DSUB	LOC6636040|XP_002059567.1|DVIR
OG0006169	LOC117901256|XP_034667875.1|DSUB	LOC6633740|XP_002057025.1|DVIR, LOC6633738|XP_002057023.1|DVIR
OG0006170	LOC117892175|XP_034654145.1|DSUB	LOC6631309|XP_002055052.3|DVIR
OG0006171	LOC117898835|XP_034664402.1|DSUB	LOC6623170|XP_002046725.1|DVIR
OG0006172	LOC117893448|XP_034655958.1|DSUB	LOC6623001|XP_002046675.1|DVIR
OG0006173	LOC117901141|XP_034667675.1|DSUB	LOC6627622|XP_002051713.1|DVIR
OG0006174	LOC117893627|XP_034656200.1|DSUB	LOC6624424|XP_002048374.1|DVIR
OG0006175	LOC117890609|XP_034651439.1|DSUB	LOC6625967|XP_002050961.2|DVIR, LOC6625966|XP_002050960.2|DVIR
OG0006176	LOC117901266|XP_034667849.1|DSUB, LOC117900745|XP_034667114.1|DSUB	LOC6634084|XP_032293622.1|DVIR
OG0006177	LOC117895955|XP_034659797.1|DSUB, LOC117895956|XP_034659799.1|DSUB, LOC117901406|XP_034668031.1|DSUB	LOC26530520|XP_015030218.1|DVIR
OG0006181	LOC117897245|XP_034661857.1|DSUB	LOC6629713|XP_002053075.1|DVIR
OG0006182	LOC117897848|XP_034662807.1|DSUB	LOC6629535|XP_002053969.1|DVIR
OG0006183	LOC117898679|XP_034664153.1|DSUB	LOC6629641|XP_032294972.1|DVIR
OG0006184	LOC117896986|XP_034661432.1|DSUB	LOC6630405|XP_002054193.1|DVIR
OG0006185	LOC117896920|XP_034661351.1|DSUB	LOC6634882|XP_002058501.1|DVIR
OG0006186	LOC117899705|XP_034665803.1|DSUB	LOC6630411|XP_032295331.1|DVIR
OG0006187	LOC117899111|XP_034664790.1|DSUB	LOC6632427|XP_002056099.1|DVIR
OG0006188	LOC117902470|XP_034669771.1|DSUB	LOC6633574|XP_015025482.1|DVIR
OG0006189	LOC117902507|XP_034669825.1|DSUB	LOC6633575|XP_002057079.1|DVIR
OG0006190	LOC117897383|XP_034662083.1|DSUB	LOC6632506|XP_002056011.1|DVIR
OG0006191	LOC117897252|XP_034661865.1|DSUB	LOC6630963|XP_002054740.1|DVIR
OG0006192	LOC117903176|XP_034670912.1|DSUB	LOC6633631|XP_002057275.2|DVIR
OG0006193	LOC117890972|XP_034652042.1|DSUB	LOC6631574|XP_002055039.2|DVIR
OG0006194	LOC117889614|XP_034649927.1|DSUB	LOC6636670|XP_002060148.1|DVIR
OG0006195	LOC117891606|XP_034653034.1|DSUB	LOC6634438|XP_002058053.2|DVIR
OG0006196	LOC117899621|XP_034665662.1|DSUB	LOC6629303|XP_015027287.1|DVIR
OG0006198	LOC117892502|XP_034654673.1|DSUB	LOC6633687|XP_032296502.1|DVIR
OG0006199	LOC117896278|XP_034660372.1|DSUB	LOC6631120|XP_002054240.1|DVIR
OG0006200	LOC117897729|XP_034662647.1|DSUB	LOC6630685|XP_002054408.2|DVIR
OG0006201	LOC117901525|XP_034668196.1|DSUB	LOC6632124|XP_032295718.1|DVIR
OG0006202	LOC117902306|XP_034669482.1|DSUB	LOC6632003|XP_002055095.2|DVIR
OG0006203	LOC117899419|XP_034665304.1|DSUB	LOC6636109|XP_032296203.1|DVIR
OG0006204	LOC117899445|XP_034665342.1|DSUB	LOC6630404|XP_002054269.2|DVIR
OG0006205	LOC117889875|XP_034650278.1|DSUB	LOC26530651|XP_032289310.1|DVIR
OG0006206	LOC117902095|XP_034669086.1|DSUB	LOC6634294|XP_002057446.1|DVIR
OG0006207	LOC117900104|XP_034666218.1|DSUB	LOC6628181|XP_002052915.1|DVIR
OG0006208	LOC117895105|XP_034658397.1|DSUB	LOC6628701|XP_002052566.1|DVIR
OG0006209	LOC117903114|XP_034670831.1|DSUB	LOC6631743|XP_002055463.1|DVIR
OG0006210	LOC117903643|XP_034671816.1|DSUB	LOC6635536|XP_002059106.2|DVIR
