Orthogroup	DNOV.longest_only	AALB.longest_only
OG0003981	LOC115765568|XP_030565072.1|DNOV	LOC118457433|XP_035774911.1|AALB
OG0003982	LOC115769232|XP_030569804.1|DNOV	LOC118457436|XP_035774917.1|AALB
OG0003983	LOC115763384|XP_030561784.1|DNOV	LOC118457437|XP_035774919.1|AALB
OG0003984	LOC115759146|XP_030555858.1|DNOV	LOC118460301|XP_035780397.1|AALB
OG0003985	LOC115759145|XP_030555857.1|DNOV	LOC118460300|XP_035780396.1|AALB
OG0003986	LOC115760153|XP_030557224.1|DNOV	LOC118459125|XP_035778087.1|AALB
OG0003987	LOC115759774|XP_030556701.1|DNOV	LOC118462016|XP_035783858.1|AALB
OG0003988	LOC115758889|XP_030555545.1|DNOV	LOC118459247|XP_035778350.1|AALB
OG0003989	LOC115760164|XP_030557241.1|DNOV	LOC118461960|XP_035783755.1|AALB
OG0003990	LOC115759052|XP_030555736.1|DNOV	LOC118468329|XP_035794969.1|AALB
OG0003991	LOC115763344|XP_030561716.1|DNOV	LOC118467379|XP_035793708.1|AALB
OG0003992	LOC115763106|XP_030561409.1|DNOV	LOC118467431|XP_035793818.1|AALB
OG0003993	LOC115760106|XP_030557158.1|DNOV	LOC118456603|XP_035773396.1|AALB
OG0003994	LOC115764635|XP_030563664.1|DNOV	LOC118460716|XP_035781153.1|AALB
OG0003995	LOC115760624|XP_030557934.1|DNOV	LOC118468601|XP_035795480.1|AALB
OG0003996	LOC115760944|XP_030558385.1|DNOV	LOC118458223|XP_035776380.1|AALB
OG0003997	LOC115759906|XP_030556891.1|DNOV	LOC118457915|XP_035775809.1|AALB
OG0003998	LOC115759715|XP_030556576.1|DNOV	LOC118468332|XP_035794972.1|AALB
OG0003999	LOC115758711|XP_030555320.1|DNOV	LOC118458121|XP_035776188.1|AALB
OG0004000	LOC115767290|XP_030567382.1|DNOV	LOC118457239|XP_035774513.1|AALB
OG0004001	LOC115760484|XP_030557684.1|DNOV	LOC118459413|XP_035778608.1|AALB
OG0004002	LOC115763015|XP_030561266.1|DNOV	LOC118459843|XP_035779504.1|AALB
OG0004003	LOC115758556|XP_030555115.1|DNOV	LOC118460000|XP_035779807.1|AALB
OG0004004	LOC115758768|XP_030555391.1|DNOV	LOC118460002|XP_035779808.1|AALB
OG0004005	LOC115765955|XP_030565563.1|DNOV	LOC118460003|XP_035779809.1|AALB
OG0004006	LOC115762983|XP_030561225.1|DNOV	LOC118457077|XP_035774250.1|AALB
OG0004007	LOC115759104|XP_030555802.1|DNOV	LOC118457085|XP_035774266.1|AALB
OG0004008	LOC115758370|XP_030554819.1|DNOV	LOC118460687|XP_035781080.1|AALB
OG0004009	LOC115758502|XP_030555048.1|DNOV	LOC118458776|XP_035777492.1|AALB
OG0004010	LOC115769300|XP_030569887.1|DNOV	LOC118457983|XP_035775932.1|AALB
OG0004011	LOC115763171|XP_030561485.1|DNOV	LOC118458734|XP_035777397.1|AALB
OG0004012	LOC115772102|XP_030573927.1|DNOV	LOC118458381|XP_035776680.1|AALB
OG0004013	LOC115769260|XP_030569830.1|DNOV	LOC118460607|XP_035780937.1|AALB
OG0004014	LOC115770187|XP_030571208.1|DNOV	LOC118460606|XP_035780936.1|AALB
OG0004015	LOC115758443|XP_030554963.1|DNOV	LOC118459204|XP_035778267.1|AALB
OG0004016	LOC115763962|XP_030562620.1|DNOV	LOC118459027|XP_035777925.1|AALB
OG0004017	LOC115765903|XP_030565506.1|DNOV	LOC118456503|XP_035773224.1|AALB
OG0004018	LOC115762490|XP_030560586.1|DNOV	LOC118461401|XP_035782560.1|AALB
OG0004019	LOC115759779|XP_030556706.1|DNOV	LOC118459110|XP_035778067.1|AALB, LOC118458661|XP_035777250.1|AALB
OG0004020	LOC115758863|XP_030555512.1|DNOV	LOC118458078|XP_035776126.1|AALB
OG0004021	LOC115759023|XP_030555695.1|DNOV	LOC118459640|XP_035779113.1|AALB
OG0004022	LOC115758402|XP_030554909.1|DNOV	LOC118458490|XP_035776935.1|AALB
OG0004023	LOC115767424|XP_030567560.1|DNOV	LOC118461553|XP_035782896.1|AALB
OG0004024	LOC115760042|XP_030557070.1|DNOV	LOC118469079|XP_035796464.1|AALB
OG0004025	LOC115760072|XP_030557111.1|DNOV	LOC118467248|XP_035793424.1|AALB
OG0004026	LOC115759037|XP_030555719.1|DNOV	LOC118468001|XP_035794867.1|AALB
OG0004027	LOC115764448|XP_030563317.1|DNOV	LOC118458610|XP_035777179.1|AALB
OG0004028	LOC115763494|XP_030561946.1|DNOV	LOC118461865|XP_035783566.1|AALB
OG0004029	LOC115763413|XP_030561825.1|DNOV	LOC118458184|XP_035776305.1|AALB
OG0004030	LOC115758024|XP_030554393.1|DNOV	LOC118459395|XP_035778598.1|AALB
OG0004031	LOC115759252|XP_030556013.1|DNOV	LOC118457685|XP_035775345.1|AALB
OG0004032	LOC115763610|XP_030562098.1|DNOV	LOC118461840|XP_035783508.1|AALB
OG0004033	LOC115763586|XP_030562065.1|DNOV	LOC118461834|XP_035783488.1|AALB
OG0004034	LOC115766011|XP_030565643.1|DNOV	LOC118468432|XP_035795088.1|AALB
OG0004035	LOC115758395|XP_030554888.1|DNOV	LOC118459759|XP_035779345.1|AALB
OG0004036	LOC115763138|XP_030561442.1|DNOV	LOC118459757|XP_035779342.1|AALB
OG0004037	LOC115758858|XP_030555506.1|DNOV	LOC118460507|XP_035780760.1|AALB
OG0004038	LOC115765911|XP_030565517.1|DNOV	LOC118457503|XP_035775033.1|AALB
OG0004039	LOC115759955|XP_030556958.1|DNOV	LOC118458482|XP_035776921.1|AALB
OG0004040	LOC115759544|XP_030556362.1|DNOV	LOC118458659|XP_035777245.1|AALB
OG0004041	LOC115765274|XP_030564624.1|DNOV	LOC118456625|XP_035773439.1|AALB
OG0004042	LOC115771066|XP_030572478.1|DNOV	LOC118467688|XP_035794364.1|AALB
OG0004043	LOC115760093|XP_030557137.1|DNOV	LOC118467681|XP_035794349.1|AALB
OG0004044	LOC115768816|XP_030569374.1|DNOV	LOC118468900|XP_035796093.1|AALB
OG0004045	LOC115763023|XP_030561281.1|DNOV	LOC118468916|XP_035796117.1|AALB
OG0004046	LOC115765843|XP_030565429.1|DNOV	LOC118468907|XP_035796105.1|AALB
OG0004047	LOC115759836|XP_030556789.1|DNOV	LOC118468903|XP_035796096.1|AALB
OG0004048	LOC115768560|XP_030569034.1|DNOV	LOC118468905|XP_035796100.1|AALB
OG0004049	LOC115758952|XP_030555611.1|DNOV	LOC118457249|XP_035774530.1|AALB
OG0004050	LOC115759797|XP_030556738.1|DNOV	LOC118456214|XP_035772687.1|AALB
OG0004051	LOC115758536|XP_030555089.1|DNOV	LOC118460508|XP_035780761.1|AALB
OG0004052	LOC115766816|XP_030566711.1|DNOV	LOC118463830|XP_035786611.1|AALB
OG0004054	LOC115767719|XP_030567884.1|DNOV	LOC118463596|XP_035786149.1|AALB
OG0004055	LOC115761830|XP_030559632.1|DNOV	LOC118457506|XP_035775038.1|AALB
OG0004056	LOC115764772|XP_030563872.1|DNOV	LOC118458967|XP_035777843.1|AALB
OG0004057	LOC115769089|XP_030569663.1|DNOV	LOC118456648|XP_035773479.1|AALB
OG0004058	LOC115769349|XP_030569976.1|DNOV	LOC118460392|XP_035780561.1|AALB
OG0004059	LOC115763835|XP_030562454.1|DNOV	LOC118460348|XP_035780479.1|AALB
OG0004060	LOC115765776|XP_030565308.1|DNOV	LOC118464215|XP_035787279.1|AALB
OG0004061	LOC115766869|XP_030566789.1|DNOV	LOC118468490|XP_035795210.1|AALB
OG0004062	LOC115767661|XP_030567809.1|DNOV	LOC118469000|XP_035796322.1|AALB
OG0004063	LOC115766392|XP_030566164.1|DNOV	LOC118468807|XP_035795907.1|AALB
OG0004064	LOC115771407|XP_030572967.1|DNOV	LOC118468806|XP_035795906.1|AALB
OG0004065	LOC115758714|XP_030555357.1|DNOV	LOC118456546|XP_035773305.1|AALB
OG0004066	LOC115764227|XP_030563005.1|DNOV	LOC118456557|XP_035773320.1|AALB
OG0004067	LOC115768751|XP_030569299.1|DNOV	LOC118456547|XP_035773306.1|AALB
OG0004069	LOC115770931|XP_030572248.1|DNOV	LOC118456543|XP_035773292.1|AALB
OG0004070	LOC115767150|XP_030567181.1|DNOV	LOC118458282|XP_035776498.1|AALB
OG0004071	LOC115770439|XP_030571573.1|DNOV	LOC118461906|XP_035783654.1|AALB
OG0004072	LOC115770332|XP_030571430.1|DNOV	LOC118457160|XP_035774380.1|AALB
OG0004073	LOC115768169|XP_030568527.1|DNOV	LOC118461425|XP_035782626.1|AALB
OG0004074	LOC115761527|XP_030559162.1|DNOV	LOC118461423|XP_035782624.1|AALB
OG0004075	LOC115764573|XP_030563571.1|DNOV	LOC118456433|XP_035773083.1|AALB
OG0004076	LOC115764572|XP_030563563.1|DNOV	LOC118459893|XP_035779586.1|AALB
OG0004077	LOC115759870|XP_030556840.1|DNOV	LOC118459461|XP_035778761.1|AALB
OG0004078	LOC115765728|XP_030565251.1|DNOV	LOC118459484|XP_035778790.1|AALB
OG0004079	LOC115764341|XP_030563154.1|DNOV	LOC118458733|XP_035777396.1|AALB
OG0004080	LOC115760822|XP_030558204.1|DNOV	LOC118456954|XP_035774023.1|AALB
OG0004081	LOC115758120|XP_030554536.1|DNOV	LOC118456936|XP_035773979.1|AALB
OG0004082	LOC115766737|XP_030566560.1|DNOV	LOC118458629|XP_035777212.1|AALB
OG0004083	LOC115764847|XP_030563958.1|DNOV	LOC118458632|XP_035777214.1|AALB
OG0004084	LOC115771424|XP_030572985.1|DNOV	LOC118461787|XP_035783409.1|AALB
OG0004085	LOC115765701|XP_030565221.1|DNOV	LOC118460781|XP_035781279.1|AALB
OG0004086	LOC115765018|XP_030564231.1|DNOV	LOC118459903|XP_035779623.1|AALB
OG0004087	LOC115768873|XP_030569440.1|DNOV	LOC118457337|XP_035774726.1|AALB
OG0004088	LOC115772005|XP_030573797.1|DNOV	LOC118456643|XP_035773475.1|AALB
OG0004089	LOC115764382|XP_030563205.1|DNOV	LOC118461221|XP_035782189.1|AALB
OG0004090	LOC115770635|XP_030571840.1|DNOV	LOC118461220|XP_035782187.1|AALB
OG0004091	LOC115764827|XP_030563936.1|DNOV	LOC118459483|XP_035778788.1|AALB
OG0004092	LOC115767575|XP_030567721.1|DNOV	LOC118459917|XP_035779651.1|AALB
OG0004094	LOC115769060|XP_030569634.1|DNOV	LOC118468865|XP_035796040.1|AALB
OG0004095	LOC115767933|XP_030568166.1|DNOV	LOC118459340|XP_035778505.1|AALB
OG0004096	LOC115765020|XP_030564233.1|DNOV	LOC118459339|XP_035778504.1|AALB
OG0004097	LOC115767956|XP_030568209.1|DNOV	LOC118460959|XP_035781627.1|AALB
OG0004098	LOC115770236|XP_030571300.1|DNOV, LOC115760222|XP_030557686.1|DNOV	LOC118460953|XP_035781622.1|AALB
OG0004099	LOC115763886|XP_030562523.1|DNOV	LOC118459863|XP_035779531.1|AALB
OG0004100	LOC115763718|XP_030562270.1|DNOV	LOC118458356|XP_035776601.1|AALB
OG0004101	LOC115763799|XP_030562403.1|DNOV	LOC118458043|XP_035776055.1|AALB
OG0004102	LOC115763908|XP_030562574.1|DNOV	LOC118460343|XP_035780462.1|AALB
OG0004103	LOC115765790|XP_030565335.1|DNOV	LOC118460346|XP_035780477.1|AALB
OG0004104	LOC115761529|XP_030559160.1|DNOV	LOC118460345|XP_035780475.1|AALB
OG0004105	LOC115771399|XP_030572949.1|DNOV	LOC118468483|XP_035795197.1|AALB
OG0004106	LOC115771527|XP_030573125.1|DNOV	LOC118461050|XP_035781834.1|AALB
OG0004107	LOC115770972|XP_030572296.1|DNOV	LOC118461040|XP_035781821.1|AALB
OG0004108	LOC115766260|XP_030565979.1|DNOV, LOC115766051|XP_030565691.1|DNOV	LOC118461051|XP_035781835.1|AALB
OG0004109	LOC115770637|XP_030571844.1|DNOV	LOC118461025|XP_035781773.1|AALB
OG0004110	LOC115771450|XP_030573024.1|DNOV	LOC118461047|XP_035781831.1|AALB
OG0004111	LOC115763899|XP_030562542.1|DNOV	LOC118458791|XP_035777525.1|AALB
OG0004112	LOC115770758|XP_030572031.1|DNOV	LOC118468814|XP_035795923.1|AALB
OG0004113	LOC115768295|XP_030568700.1|DNOV	LOC118462079|XP_035783987.1|AALB
OG0004114	LOC115768580|XP_030569084.1|DNOV	LOC118459751|XP_035779335.1|AALB
OG0004115	LOC115768586|XP_030569092.1|DNOV	LOC118459744|XP_035779314.1|AALB
OG0004116	LOC115763826|XP_030562439.1|DNOV	LOC118461705|XP_035783219.1|AALB
OG0004117	LOC115758870|XP_030555522.1|DNOV	LOC118458353|XP_035776597.1|AALB
OG0004118	LOC115767493|XP_030567661.1|DNOV	LOC118458692|XP_035777324.1|AALB
OG0004119	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV	LOC118458828|XP_035777609.1|AALB
OG0004120	LOC115766200|XP_030565910.1|DNOV	LOC118460579|XP_035780885.1|AALB
OG0004121	LOC115766980|XP_030566936.1|DNOV	LOC118457734|XP_035775421.1|AALB
OG0004122	LOC115766253|XP_030565973.1|DNOV, LOC115766073|XP_030565738.1|DNOV	LOC118467063|XP_035792985.1|AALB
OG0004123	LOC115765690|XP_030565208.1|DNOV	LOC118468604|XP_035795484.1|AALB
OG0004124	LOC115767394|XP_030567518.1|DNOV	LOC118468991|XP_035796309.1|AALB
OG0004125	LOC115761237|XP_030558791.1|DNOV	LOC118457443|XP_035774927.1|AALB
OG0004126	LOC115761333|XP_030558926.1|DNOV	LOC118456570|XP_035773332.1|AALB
OG0004127	LOC115763357|XP_030561742.1|DNOV	LOC118457377|XP_035774805.1|AALB
OG0004128	LOC115759526|XP_030556335.1|DNOV	LOC118461106|XP_035781917.1|AALB, LOC118461107|XP_035781918.1|AALB
OG0004129	LOC115761122|XP_030558619.1|DNOV	LOC118460097|XP_035780015.1|AALB
OG0004130	LOC115766488|XP_030566310.1|DNOV, LOC115766489|XP_030566312.1|DNOV	LOC118456149|XP_035772557.1|AALB
OG0004131	LOC115770731|XP_030571993.1|DNOV	LOC118461817|XP_035783462.1|AALB
OG0004132	LOC115769773|XP_030570598.1|DNOV	LOC118461810|XP_035783452.1|AALB
OG0004133	LOC115760297|XP_030557444.1|DNOV	LOC118461804|XP_035783443.1|AALB
OG0004134	LOC115760405|XP_030557572.1|DNOV	LOC118461793|XP_035783422.1|AALB
OG0004135	LOC115770647|XP_030571868.1|DNOV	LOC118469063|XP_035796429.1|AALB
OG0004136	LOC115763856|XP_030562491.1|DNOV	LOC118459464|XP_035778764.1|AALB
OG0004137	LOC115760921|XP_030558355.1|DNOV	LOC118461182|XP_035782102.1|AALB
OG0004138	LOC115762934|XP_030561175.1|DNOV	LOC118458478|XP_035776914.1|AALB
OG0004139	LOC115768065|XP_030568375.1|DNOV	LOC118458477|XP_035776913.1|AALB
OG0004140	LOC115768982|XP_030569557.1|DNOV	LOC118459550|XP_035778924.1|AALB
OG0004141	LOC115757909|XP_030554224.1|DNOV	LOC118456160|XP_035772576.1|AALB
OG0004142	LOC115767326|XP_030567429.1|DNOV	LOC118458018|XP_035776015.1|AALB
OG0004143	LOC115764673|XP_030563720.1|DNOV	LOC118457212|XP_035774478.1|AALB
OG0004144	LOC115759778|XP_030556704.1|DNOV	LOC118457193|XP_035774436.1|AALB
OG0004145	LOC115770991|XP_030572343.1|DNOV	LOC118456973|XP_035774063.1|AALB
OG0004146	LOC115770720|XP_030571978.1|DNOV	LOC118456972|XP_035774061.1|AALB
OG0004147	LOC115763606|XP_030562094.1|DNOV	LOC118459717|XP_035779270.1|AALB
OG0004148	LOC115761502|XP_030559129.1|DNOV	LOC118456655|XP_035773496.1|AALB
OG0004149	LOC115763731|XP_030562288.1|DNOV	LOC118458090|XP_035776144.1|AALB
OG0004150	LOC115761773|XP_030559563.1|DNOV	LOC118457455|XP_035774945.1|AALB
OG0004151	LOC115772087|XP_030573905.1|DNOV	LOC118469053|XP_035796412.1|AALB
OG0004152	LOC115767944|XP_030568183.1|DNOV	LOC118457616|XP_035775223.1|AALB
OG0004153	LOC115764443|XP_030563359.1|DNOV	LOC118468622|XP_035795526.1|AALB
OG0004154	LOC115762624|XP_030560784.1|DNOV	LOC118468620|XP_035795523.1|AALB
OG0004155	LOC115761645|XP_030559339.1|DNOV	LOC118461868|XP_035783583.1|AALB
OG0004156	LOC115766214|XP_030565925.1|DNOV	LOC118460226|XP_035780246.1|AALB
OG0004157	LOC115766416|XP_030566197.1|DNOV	LOC118458728|XP_035777388.1|AALB
OG0004158	LOC115770352|XP_030571450.1|DNOV	LOC118461932|XP_035783699.1|AALB
OG0004159	LOC115759625|XP_030556470.1|DNOV	LOC118461938|XP_035783706.1|AALB
OG0004160	LOC115767659|XP_030567807.1|DNOV	LOC118461930|XP_035783697.1|AALB
OG0004161	LOC115766096|XP_030565765.1|DNOV	LOC118460596|XP_035780915.1|AALB
OG0004162	LOC115770660|XP_030571886.1|DNOV	LOC118461066|XP_035781851.1|AALB
OG0004163	LOC115766165|XP_030565868.1|DNOV	LOC118456539|XP_035773279.1|AALB
OG0004164	LOC115764844|XP_030563952.1|DNOV	LOC118468982|XP_035796266.1|AALB
OG0004165	LOC115772060|XP_030573867.1|DNOV	LOC118468988|XP_035796295.1|AALB
OG0004166	LOC115762601|XP_030560756.1|DNOV	LOC118456565|XP_035773326.1|AALB
OG0004167	LOC115763700|XP_030562249.1|DNOV	LOC118468515|XP_035795246.1|AALB
OG0004168	LOC115761975|XP_030559878.1|DNOV	LOC118457810|XP_035775563.1|AALB
OG0004169	LOC115767192|XP_030567243.1|DNOV	LOC118457485|XP_035775002.1|AALB
OG0004170	LOC115758552|XP_030555109.1|DNOV, LOC115767079|XP_030567083.1|DNOV	LOC118461929|XP_035783696.1|AALB
OG0004171	LOC115768609|XP_030569123.1|DNOV	LOC118461931|XP_035783698.1|AALB
OG0004172	LOC115765251|XP_030564585.1|DNOV	LOC118468451|XP_035795119.1|AALB
OG0004173	LOC115767456|XP_030567617.1|DNOV	LOC118460855|XP_035781454.1|AALB
OG0004174	LOC115764559|XP_030563540.1|DNOV	LOC118460852|XP_035781449.1|AALB
OG0004175	LOC115758161|XP_030554560.1|DNOV	LOC118461398|XP_035782556.1|AALB
OG0004176	LOC115767158|XP_030567193.1|DNOV	LOC118461799|XP_035783435.1|AALB
OG0004177	LOC115766150|XP_030565847.1|DNOV	LOC118460771|XP_035781259.1|AALB
OG0004178	LOC115767937|XP_030568169.1|DNOV	LOC118460712|XP_035781135.1|AALB
OG0004179	LOC115768486|XP_030568929.1|DNOV	LOC118460650|XP_035781007.1|AALB
OG0004180	LOC115763751|XP_030562316.1|DNOV	LOC118457205|XP_035774453.1|AALB
OG0004181	LOC115764606|XP_030563609.1|DNOV	LOC118460051|XP_035779921.1|AALB
OG0004182	LOC115771252|XP_030572716.1|DNOV	LOC118461609|XP_035783028.1|AALB
OG0004183	LOC115771141|XP_030572571.1|DNOV	LOC118461610|XP_035783037.1|AALB
OG0004184	LOC115762733|XP_030560927.1|DNOV	LOC118460872|XP_035781500.1|AALB
OG0004185	LOC115758859|XP_030555507.1|DNOV	LOC118460511|XP_035780768.1|AALB
OG0004186	LOC115768864|XP_030569428.1|DNOV	LOC118460870|XP_035781494.1|AALB
OG0004187	LOC115763848|XP_030562477.1|DNOV	LOC118459040|XP_035777954.1|AALB
OG0004188	LOC115766244|XP_030565967.1|DNOV, LOC115766054|XP_030565692.1|DNOV	LOC118460899|XP_035781534.1|AALB
OG0004189	LOC115766240|XP_030565962.1|DNOV, LOC115766055|XP_030565696.1|DNOV	LOC118461487|XP_035782760.1|AALB
OG0004190	LOC115761755|XP_030559518.1|DNOV	LOC118457405|XP_035774863.1|AALB
OG0004191	LOC115761758|XP_030559523.1|DNOV	LOC118457408|XP_035774869.1|AALB
OG0004192	LOC115765640|XP_030565158.1|DNOV	LOC118460482|XP_035780717.1|AALB
OG0004193	LOC115768615|XP_030569131.1|DNOV	LOC118461071|XP_035781856.1|AALB
OG0004194	LOC115765739|XP_030565263.1|DNOV	LOC118458507|XP_035776967.1|AALB
OG0004195	LOC115767962|XP_030568221.1|DNOV	LOC118458502|XP_035776955.1|AALB
OG0004196	LOC115764964|XP_030564149.1|DNOV	LOC118458499|XP_035776946.1|AALB
OG0004197	LOC115767879|XP_030568101.1|DNOV	LOC118458514|XP_035776978.1|AALB
OG0004198	LOC115765766|XP_030565292.1|DNOV	LOC118457759|XP_035775471.1|AALB
OG0004199	LOC115770915|XP_030572223.1|DNOV	LOC118457390|XP_035774820.1|AALB
OG0004200	LOC115761453|XP_030559083.1|DNOV	LOC118459513|XP_035778849.1|AALB
OG0004201	LOC115761230|XP_030558782.1|DNOV	LOC118459511|XP_035778847.1|AALB
OG0004202	LOC115771877|XP_030573621.1|DNOV	LOC118459517|XP_035778852.1|AALB
OG0004203	LOC115770697|XP_030571953.1|DNOV	LOC118459518|XP_035778854.1|AALB
OG0004204	LOC115771398|XP_030572947.1|DNOV	LOC118461500|XP_035782816.1|AALB
OG0004205	LOC115770469|XP_030571607.1|DNOV	LOC118460426|XP_035780610.1|AALB
OG0004206	LOC115763710|XP_030562264.1|DNOV	LOC118461302|XP_035782380.1|AALB
OG0004207	LOC115763712|XP_030562265.1|DNOV	LOC118461315|XP_035782404.1|AALB
OG0004208	LOC115767888|XP_030568114.1|DNOV	LOC118461313|XP_035782400.1|AALB
OG0004209	LOC115761960|XP_030559859.1|DNOV	LOC118468873|XP_035796052.1|AALB
OG0004210	LOC115764138|XP_030562872.1|DNOV	LOC118459007|XP_035777904.1|AALB
OG0004211	LOC115758486|XP_030555024.1|DNOV	LOC118460371|XP_035780516.1|AALB
OG0004212	LOC115770694|XP_030571947.1|DNOV	LOC118460069|XP_035779961.1|AALB
OG0004213	LOC115770662|XP_030571889.1|DNOV	LOC118457973|XP_035775911.1|AALB
OG0004214	LOC115765261|XP_030564605.1|DNOV	LOC118456645|XP_035773477.1|AALB
OG0004215	LOC115757835|XP_030554127.1|DNOV	LOC118459335|XP_035778497.1|AALB
OG0004216	LOC115770331|XP_030571429.1|DNOV	LOC118461982|XP_035783806.1|AALB
OG0004217	LOC115769789|XP_030570616.1|DNOV	LOC118461981|XP_035783805.1|AALB
OG0004218	LOC115770780|XP_030572060.1|DNOV	LOC118460833|XP_035781389.1|AALB
OG0004219	LOC115759553|XP_030556375.1|DNOV	LOC118468296|XP_035794917.1|AALB
OG0004220	LOC115770825|XP_030572107.1|DNOV	LOC118458457|XP_035776843.1|AALB
OG0004221	LOC115770924|XP_030572242.1|DNOV	LOC118459449|XP_035778743.1|AALB
OG0004222	LOC115770907|XP_030572210.1|DNOV	LOC118459450|XP_035778744.1|AALB
OG0004223	LOC115761949|XP_030559846.1|DNOV	LOC118459823|XP_035779474.1|AALB
OG0004224	LOC115759401|XP_030556147.1|DNOV	LOC118459822|XP_035779471.1|AALB
OG0004225	LOC115767865|XP_030568084.1|DNOV	LOC118459825|XP_035779478.1|AALB
OG0004226	LOC115770643|XP_030571862.1|DNOV	LOC118468794|XP_035795895.1|AALB
OG0004227	LOC115770856|XP_030572153.1|DNOV	LOC118456743|XP_035773688.1|AALB
OG0004228	LOC115770732|XP_030571997.1|DNOV	LOC118457967|XP_035775902.1|AALB
OG0004230	LOC115766469|XP_030566271.1|DNOV	LOC118460091|XP_035780001.1|AALB
OG0004231	LOC115762773|XP_030560983.1|DNOV	LOC118468592|XP_035795439.1|AALB
OG0004232	LOC115762777|XP_030560986.1|DNOV	LOC118468594|XP_035795443.1|AALB
OG0004233	LOC115762776|XP_030560985.1|DNOV	LOC118468593|XP_035795440.1|AALB
OG0004234	LOC115762902|XP_030561138.1|DNOV	LOC118460617|XP_035780952.1|AALB
OG0004235	LOC115764316|XP_030563115.1|DNOV	LOC118458220|XP_035776372.1|AALB
OG0004236	LOC115764727|XP_030563796.1|DNOV	LOC118457709|XP_035775382.1|AALB
OG0004237	LOC115761511|XP_030559140.1|DNOV	LOC118457912|XP_035775802.1|AALB
OG0004238	LOC115765775|XP_030565307.1|DNOV	LOC118461501|XP_035782818.1|AALB
OG0004239	LOC115770684|XP_030571930.1|DNOV	LOC118461504|XP_035782823.1|AALB
OG0004240	LOC115763649|XP_030562176.1|DNOV	LOC118461496|XP_035782813.1|AALB
OG0004241	LOC115770847|XP_030572142.1|DNOV	LOC118458757|XP_035777443.1|AALB
OG0004242	LOC115766125|XP_030565807.1|DNOV	LOC118458758|XP_035777444.1|AALB
OG0004243	LOC115771180|XP_030572625.1|DNOV	LOC118459351|XP_035778527.1|AALB
OG0004244	LOC115765680|XP_030565199.1|DNOV	LOC118459362|XP_035778553.1|AALB
OG0004245	LOC115769865|XP_030570723.1|DNOV	LOC118459361|XP_035778552.1|AALB
OG0004246	LOC115766411|XP_030566194.1|DNOV	LOC118461255|XP_035782263.1|AALB
OG0004247	LOC115767992|XP_030568254.1|DNOV	LOC118459608|XP_035779058.1|AALB
OG0004248	LOC115757904|XP_030554214.1|DNOV	LOC118459611|XP_035779062.1|AALB
OG0004249	LOC115768093|XP_030568437.1|DNOV	LOC118456524|XP_035773261.1|AALB
OG0004250	LOC115763505|XP_030561962.1|DNOV	LOC118456515|XP_035773244.1|AALB
OG0004251	LOC115766420|XP_030566202.1|DNOV	LOC118456508|XP_035773230.1|AALB
OG0004252	LOC115766227|XP_030565946.1|DNOV	LOC118456510|XP_035773237.1|AALB
OG0004253	LOC115759647|XP_030556496.1|DNOV	LOC118458309|XP_035776537.1|AALB
OG0004254	LOC115768316|XP_030568725.1|DNOV	LOC118460179|XP_035780176.1|AALB
OG0004257	LOC115761179|XP_030558702.1|DNOV	LOC118459353|XP_035778530.1|AALB
OG0004258	LOC115766101|XP_030565776.1|DNOV	LOC118458591|XP_035777148.1|AALB
OG0004259	LOC115766561|XP_030566399.1|DNOV	LOC118458594|XP_035777152.1|AALB
OG0004260	LOC115765791|XP_030565336.1|DNOV	LOC118458138|XP_035776219.1|AALB
OG0004261	LOC115759665|XP_030556522.1|DNOV	LOC118458143|XP_035776230.1|AALB
OG0004262	LOC115770911|XP_030572216.1|DNOV	LOC118460021|XP_035779846.1|AALB
OG0004263	LOC115759482|XP_030556276.1|DNOV	LOC118460826|XP_035781362.1|AALB
OG0004264	LOC115764620|XP_030563642.1|DNOV	LOC118461485|XP_035782754.1|AALB
OG0004265	LOC115761601|XP_030559262.1|DNOV	LOC118457290|XP_035774645.1|AALB
OG0004266	LOC115770954|XP_030572282.1|DNOV	LOC118466582|XP_035792035.1|AALB
OG0004267	LOC115770710|XP_030571967.1|DNOV	LOC118466588|XP_035792040.1|AALB
OG0004268	LOC115758271|XP_030554694.1|DNOV	LOC118466380|XP_035791498.1|AALB
OG0004269	LOC115757793|XP_030554066.1|DNOV	LOC118467516|XP_035793964.1|AALB
OG0004270	LOC115764639|XP_030563671.1|DNOV	LOC118464629|XP_035787967.1|AALB
OG0004271	LOC115761574|XP_030559224.1|DNOV	LOC118460020|XP_035779844.1|AALB
OG0004272	LOC115770632|XP_030571838.1|DNOV	LOC118467522|XP_035793977.1|AALB
OG0004273	LOC115771759|XP_030573469.1|DNOV	LOC118467523|XP_035793978.1|AALB
OG0004275	LOC115765319|XP_030564679.1|DNOV	LOC118467221|XP_035793363.1|AALB
OG0004276	LOC115769642|XP_030570416.1|DNOV	LOC118464190|XP_035787241.1|AALB
OG0004278	LOC115767585|XP_030567731.1|DNOV	LOC118466567|XP_035792004.1|AALB
OG0004279	LOC115765895|XP_030565498.1|DNOV	LOC118466565|XP_035792001.1|AALB
OG0004280	LOC115768625|XP_030569149.1|DNOV	LOC118466555|XP_035791972.1|AALB
