Orthogroup	DNOV.longest_only	DHYD.longest_only
OG0005640	LOC115766236|XP_030565960.1|DNOV	LOC111592036|XP_023159799.2|DHYD
OG0005641	LOC115767195|XP_030567246.1|DNOV	LOC111604741|XP_023178683.2|DHYD
OG0005642	LOC115764143|XP_030562876.1|DNOV	LOC111602629|XP_023175558.1|DHYD
OG0005643	LOC115769917|XP_030570801.1|DNOV	LOC111598731|XP_023169891.2|DHYD
OG0005644	LOC115769915|XP_030570798.1|DNOV	LOC111598746|XP_023169915.2|DHYD
OG0005645	LOC115768363|XP_030568792.1|DNOV	LOC111603351|XP_023176663.2|DHYD
OG0005646	LOC115768270|XP_030568663.1|DNOV	LOC111593516|XP_023162071.2|DHYD
OG0005647	LOC115758653|XP_030555254.1|DNOV	LOC111597138|XP_023167467.1|DHYD
OG0005648	LOC115766168|XP_030565873.1|DNOV	LOC111604468|XP_023178318.1|DHYD
OG0005649	LOC115763749|XP_030562314.1|DNOV	LOC111595739|XP_023165361.1|DHYD
OG0005650	LOC115763788|XP_030562376.1|DNOV	LOC111604878|XP_023178883.2|DHYD
OG0005651	LOC115765387|XP_030564772.1|DNOV	LOC111603379|XP_023176698.2|DHYD
OG0005652	LOC115761653|XP_030559352.1|DNOV	LOC111595923|XP_023165644.2|DHYD
OG0005653	LOC115758666|XP_030555264.1|DNOV	LOC111601252|XP_023173523.2|DHYD
OG0005654	LOC115765767|XP_030565293.1|DNOV	LOC111600860|XP_023172947.2|DHYD
OG0005655	LOC115766261|XP_030565980.1|DNOV, LOC115766076|XP_030565740.1|DNOV	LOC111602989|XP_023176154.2|DHYD
OG0005656	LOC115766090|XP_030565760.1|DNOV	LOC111602960|XP_023176104.2|DHYD
OG0005657	LOC115766226|XP_030565942.1|DNOV	LOC111593342|XP_023161821.2|DHYD
OG0005658	LOC115763702|XP_030562251.1|DNOV	LOC111604991|XP_023179077.1|DHYD
OG0005659	LOC115761772|XP_030559561.1|DNOV	LOC111602829|XP_023175909.2|DHYD
OG0005660	LOC115762861|XP_030561097.1|DNOV	LOC111604683|XP_023178616.2|DHYD
OG0005661	LOC115761698|XP_030559429.1|DNOV	LOC111603411|XP_023176761.1|DHYD
OG0005662	LOC115766063|XP_030565720.1|DNOV	LOC111598620|XP_023169722.2|DHYD
OG0005663	LOC115768259|XP_030568648.1|DNOV	LOC111597262|XP_023167641.1|DHYD
OG0005664	LOC115764915|XP_030564078.1|DNOV	LOC111593236|XP_030079662.1|DHYD
OG0005665	LOC115770664|XP_030571891.1|DNOV	LOC111600261|XP_023172078.1|DHYD
OG0005666	LOC115767844|XP_030568052.1|DNOV	LOC111592366|XP_023160298.2|DHYD
OG0005667	LOC115768578|XP_030569079.1|DNOV	LOC111605597|XP_023179972.2|DHYD
OG0005668	LOC115766909|XP_030566851.1|DNOV	LOC111604438|XP_023178271.2|DHYD
OG0005669	LOC115758491|XP_030555032.1|DNOV	LOC111592895|XP_023161103.2|DHYD
OG0005670	LOC115766174|XP_030565877.1|DNOV	LOC111604809|XP_023178797.2|DHYD
OG0005671	LOC115771695|XP_030573372.1|DNOV	LOC111595973|XP_023165719.2|DHYD
OG0005672	LOC115763946|XP_030562601.1|DNOV	LOC111594395|XP_023163429.1|DHYD
OG0005673	LOC115769648|XP_030570421.1|DNOV	LOC111603050|XP_023176272.2|DHYD
OG0005674	LOC115769363|XP_030570009.1|DNOV	LOC111604432|XP_030080633.1|DHYD
OG0005675	LOC115761301|XP_030558888.1|DNOV	LOC111603435|XP_023176788.1|DHYD
OG0005676	LOC115766916|XP_030566858.1|DNOV	LOC111598657|XP_023169775.2|DHYD
OG0005677	LOC115760064|XP_030557105.1|DNOV	LOC111600627|XP_023172598.2|DHYD
OG0005678	LOC115766120|XP_030565800.1|DNOV	LOC111604837|XP_023178834.2|DHYD
OG0005679	LOC115766034|XP_030565665.1|DNOV	LOC111598603|XP_023169689.2|DHYD
OG0005680	LOC115765502|XP_030564974.1|DNOV	LOC111596231|XP_023166116.1|DHYD
OG0005681	LOC115770656|XP_030571881.1|DNOV	LOC111599766|XP_030078750.1|DHYD
OG0005682	LOC115770655|XP_030571880.1|DNOV	LOC111599765|XP_023171290.1|DHYD
OG0005683	LOC115767390|XP_030567513.1|DNOV	LOC111593508|XP_030079446.1|DHYD
OG0005684	LOC115762562|XP_030560706.1|DNOV	LOC111592841|XP_023161037.1|DHYD
OG0005685	LOC115767077|XP_030567080.1|DNOV	LOC111601906|XP_023174522.1|DHYD
OG0005686	LOC115759527|XP_030556336.1|DNOV	LOC111599554|XP_023170988.1|DHYD
OG0005687	LOC115771521|XP_030573115.1|DNOV	LOC111592260|XP_023160116.2|DHYD
OG0005688	LOC115763229|XP_030561567.1|DNOV	LOC111600023|XP_023171705.1|DHYD
OG0005689	LOC115768336|XP_030568760.1|DNOV	LOC111603169|XP_023176417.2|DHYD
OG0005690	LOC115764127|XP_030562857.1|DNOV	LOC111597168|XP_023167497.1|DHYD
OG0005691	LOC115770908|XP_030572212.1|DNOV	LOC111593352|XP_023161833.2|DHYD
OG0005692	LOC115765883|XP_030565483.1|DNOV	LOC111599213|XP_023170578.2|DHYD
OG0005693	LOC115769487|XP_030570165.1|DNOV	LOC111593090|XP_023161454.2|DHYD
OG0005694	LOC115770716|XP_030571976.1|DNOV	LOC111601388|XP_023173697.2|DHYD
OG0005695	LOC115759624|XP_030556468.1|DNOV	LOC111603550|XP_023176952.1|DHYD
OG0005696	LOC115759626|XP_030556473.1|DNOV	LOC111603619|XP_023177057.1|DHYD
OG0005697	LOC115759432|XP_030556199.1|DNOV	LOC111603613|XP_023177046.2|DHYD
OG0005698	LOC115762224|XP_030560219.1|DNOV	LOC111602096|XP_023174798.1|DHYD
OG0005699	LOC115770946|XP_030572264.1|DNOV	LOC111604869|XP_023178873.2|DHYD
OG0005700	LOC115766818|XP_030566714.1|DNOV	LOC111602404|XP_023175195.2|DHYD
OG0005701	LOC115758582|XP_030555160.1|DNOV	LOC111595851|XP_023165531.2|DHYD
OG0005702	LOC115768393|XP_030568827.1|DNOV	LOC111593000|XP_023161329.1|DHYD
OG0005703	LOC115765248|XP_030564579.1|DNOV	LOC111597091|XP_023167396.1|DHYD
OG0005704	LOC115768747|XP_030569294.1|DNOV	LOC111605123|XP_023179247.2|DHYD
OG0005705	LOC115762806|XP_030561020.1|DNOV	LOC111597774|XP_030079473.1|DHYD
OG0005706	LOC115765019|XP_030564232.1|DNOV	LOC111594958|XP_023164224.2|DHYD
OG0005707	LOC115766364|XP_030566123.1|DNOV	LOC111604023|XP_030079983.1|DHYD
OG0005708	LOC115767018|XP_030567003.1|DNOV	LOC111601879|XP_023174489.1|DHYD
OG0005709	LOC115764962|XP_030564146.1|DNOV	LOC111596247|XP_023166147.1|DHYD
OG0005710	LOC115766064|XP_030565724.1|DNOV	LOC111598518|XP_023169562.1|DHYD
OG0005711	LOC115767810|XP_030568006.1|DNOV	LOC111604458|XP_023178305.1|DHYD
OG0005712	LOC115759856|XP_030556819.1|DNOV	LOC111595010|XP_023164284.2|DHYD
OG0005713	LOC115765603|XP_030565115.1|DNOV	LOC111595179|XP_023164526.2|DHYD
OG0005714	LOC115761912|XP_030559789.1|DNOV	LOC111601781|XP_023174309.2|DHYD
OG0005715	LOC115759521|XP_030556327.1|DNOV	LOC111599550|XP_023170982.2|DHYD
OG0005716	LOC115763684|XP_030562222.1|DNOV	LOC111604853|XP_023178854.1|DHYD
OG0005717	LOC115763660|XP_030562192.1|DNOV	LOC111604907|XP_023178917.1|DHYD
OG0005718	LOC115764775|XP_030563874.1|DNOV	LOC111599565|XP_023171002.2|DHYD
OG0005719	LOC115765656|XP_030565173.1|DNOV	LOC111595598|XP_023165179.2|DHYD
OG0005720	LOC115765664|XP_030565181.1|DNOV	LOC111601331|XP_023173629.1|DHYD
OG0005721	LOC115765687|XP_030565205.1|DNOV	LOC111595160|XP_023164509.2|DHYD
OG0005722	LOC115761754|XP_030559515.1|DNOV	LOC111603457|XP_023176813.2|DHYD
OG0005723	LOC115767923|XP_030568151.1|DNOV	LOC111598641|XP_023169756.1|DHYD
OG0005724	LOC115766508|XP_030566325.1|DNOV	LOC111593545|XP_023162160.2|DHYD
OG0005725	LOC115759554|XP_030556376.1|DNOV	LOC111599570|XP_023171009.2|DHYD
OG0005726	LOC115765314|XP_030564673.1|DNOV	LOC111592363|XP_023160292.1|DHYD
OG0005727	LOC115759429|XP_030556197.1|DNOV	LOC111603595|XP_023177021.2|DHYD
OG0005728	LOC115761321|XP_030558913.1|DNOV	LOC111603402|XP_023176737.1|DHYD
OG0005729	LOC115759558|XP_030556381.1|DNOV	LOC111603586|XP_023177009.2|DHYD
OG0005730	LOC115759571|XP_030556397.1|DNOV	LOC111603632|XP_023177069.1|DHYD
OG0005731	LOC115759569|XP_030556394.1|DNOV	LOC111603631|XP_023177068.1|DHYD
OG0005732	LOC115770962|XP_030572292.1|DNOV	LOC111592049|XP_023159814.1|DHYD
OG0005733	LOC115770641|XP_030571851.1|DNOV	LOC111592026|XP_023159787.1|DHYD
OG0005734	LOC115767945|XP_030568184.1|DNOV	LOC111598645|XP_023169760.2|DHYD
OG0005735	LOC115765627|XP_030565137.1|DNOV	LOC111600829|XP_023172899.2|DHYD
OG0005736	LOC115765795|XP_030565362.1|DNOV	LOC111600849|XP_023172923.1|DHYD
OG0005737	LOC115766182|XP_030565884.1|DNOV	LOC111592033|XP_023159795.2|DHYD
OG0005738	LOC115770669|XP_030571896.1|DNOV	LOC111593315|XP_023161780.1|DHYD
OG0005739	LOC115767893|XP_030568122.1|DNOV	LOC111604557|XP_023178418.1|DHYD
OG0005740	LOC115764992|XP_030564188.1|DNOV	LOC111596261|XP_023166165.2|DHYD
OG0005741	LOC115765705|XP_030565227.1|DNOV	LOC111600259|XP_023172075.2|DHYD
OG0005742	LOC115764764|XP_030563860.1|DNOV	LOC111595512|XP_023165061.1|DHYD
OG0005743	LOC115766224|XP_030565940.1|DNOV	LOC111598495|XP_023169521.1|DHYD
OG0005744	LOC115766126|XP_030565808.1|DNOV	LOC111604916|XP_023178933.1|DHYD
OG0005745	LOC115763646|XP_030562172.1|DNOV	LOC111604925|XP_023178954.2|DHYD
OG0005746	LOC115763666|XP_030562197.1|DNOV	LOC111604876|XP_023178881.2|DHYD
OG0005747	LOC115767919|XP_030568148.1|DNOV	LOC111598535|XP_023169591.1|DHYD
OG0005748	LOC115765649|XP_030565166.1|DNOV	LOC111601333|XP_023173631.2|DHYD
OG0005749	LOC115768598|XP_030569108.1|DNOV	LOC111592030|XP_023159829.1|DHYD
OG0005750	LOC115765692|XP_030565210.1|DNOV	LOC111603031|XP_023176229.2|DHYD
OG0005751	LOC115762933|XP_030561174.1|DNOV	LOC111597771|XP_023168399.1|DHYD
OG0005752	LOC115761146|XP_030558675.1|DNOV	LOC111594020|XP_023162892.1|DHYD
OG0005753	LOC115763345|XP_030561718.1|DNOV	LOC111601145|XP_023173380.1|DHYD
OG0005754	LOC115757801|XP_030554079.1|DNOV, LOC115758164|XP_030554565.1|DNOV	LOC111592107|XP_023159906.2|DHYD
OG0005755	LOC115760431|XP_030557602.1|DNOV	LOC111600042|XP_023171735.2|DHYD
OG0005756	LOC115761581|XP_030559230.1|DNOV	LOC111603447|XP_023176801.1|DHYD
OG0005757	LOC115766225|XP_030565941.1|DNOV	LOC111598496|XP_023169522.1|DHYD
OG0005758	LOC115763653|XP_030562181.1|DNOV	LOC111604950|XP_023178992.2|DHYD
OG0005759	LOC115760420|XP_030557586.1|DNOV	LOC111598638|XP_030081637.1|DHYD
OG0005760	LOC115763823|XP_030562434.1|DNOV	LOC111596444|XP_023166435.1|DHYD
OG0005761	LOC115763685|XP_030562225.1|DNOV	LOC111596698|XP_023166784.2|DHYD
OG0005762	LOC115763626|XP_030562108.1|DNOV	LOC111596433|XP_023166415.2|DHYD
OG0005763	LOC115761610|XP_030559275.1|DNOV	LOC111597695|XP_023168299.2|DHYD
OG0005764	LOC115765786|XP_030565326.1|DNOV	LOC111600297|XP_023172120.1|DHYD
OG0005765	LOC115765785|XP_030565319.1|DNOV	LOC111600296|XP_030078803.1|DHYD
OG0005766	LOC115765621|XP_030565131.1|DNOV	LOC111601360|XP_023173661.2|DHYD
OG0005767	LOC115771922|XP_030573678.1|DNOV	LOC115482751|XP_030080616.1|DHYD, LOC111595028|XP_030081900.1|DHYD
OG0005768	LOC115768828|XP_030569388.1|DNOV	LOC111593993|XP_023162852.1|DHYD
OG0005769	LOC115763640|XP_030562133.1|DNOV	LOC111604947|XP_023178986.2|DHYD
OG0005770	LOC115771871|XP_030573613.1|DNOV	LOC111595219|XP_023164601.2|DHYD
OG0005771	LOC115761684|XP_030559399.1|DNOV	LOC111594827|XP_023164059.1|DHYD
OG0005772	LOC115757707|XP_030553921.1|DNOV	LOC111596826|XP_023166968.2|DHYD
OG0005773	LOC115770715|XP_030571975.1|DNOV	LOC111604640|XP_023178554.1|DHYD
OG0005774	LOC115767904|XP_030568137.1|DNOV	LOC111604579|XP_023178449.1|DHYD
OG0005775	LOC115770127|XP_030571124.1|DNOV	LOC111604473|XP_023178325.1|DHYD
OG0005776	LOC115770117|XP_030571099.1|DNOV	LOC111599856|XP_023171443.2|DHYD
OG0005777	LOC115759861|XP_030556825.1|DNOV	LOC111603923|XP_023177516.2|DHYD
OG0005779	LOC115772113|XP_030573944.1|DNOV	LOC111595208|XP_030080603.1|DHYD
OG0005780	LOC115769159|XP_030569720.1|DNOV	LOC111604405|XP_023178225.2|DHYD
OG0005781	LOC115769933|XP_030570838.1|DNOV	LOC111604478|XP_023178331.1|DHYD
OG0005782	LOC115769925|XP_030570826.1|DNOV	LOC111604477|XP_023178330.2|DHYD
OG0005783	LOC115759740|XP_030556636.1|DNOV	LOC111600047|XP_023171740.2|DHYD
OG0005784	LOC115759427|XP_030556187.1|DNOV	LOC111604213|XP_023177946.2|DHYD
OG0005785	LOC115759425|XP_030556182.1|DNOV	LOC111604242|XP_023177992.2|DHYD
OG0005786	LOC115761860|XP_030559713.1|DNOV	LOC111599873|XP_023171457.2|DHYD
OG0005787	LOC115765768|XP_030565296.1|DNOV	LOC111600861|XP_023172948.1|DHYD
OG0005788	LOC115760876|XP_030558298.1|DNOV	LOC111595635|XP_023165217.2|DHYD
OG0005789	LOC115761906|XP_030559784.1|DNOV	LOC111598597|XP_023169680.2|DHYD
OG0005790	LOC115761682|XP_030559398.1|DNOV	LOC111594816|XP_023164046.1|DHYD
OG0005791	LOC115770676|XP_030571918.1|DNOV	LOC111599768|XP_030078748.1|DHYD
OG0005792	LOC115770677|XP_030571920.1|DNOV	LOC111604624|XP_023178521.1|DHYD
OG0005793	LOC115770770|XP_030572043.1|DNOV	LOC111604623|XP_023178518.1|DHYD
OG0005794	LOC115764367|XP_030563233.1|DNOV	LOC111605404|XP_023179673.1|DHYD
OG0005795	LOC115761714|XP_030559451.1|DNOV	LOC111603440|XP_023176794.2|DHYD
OG0005796	LOC115766509|XP_030566330.1|DNOV	LOC111604423|XP_023178248.2|DHYD
OG0005797	LOC115769675|XP_030570449.1|DNOV	LOC111598678|XP_023169807.1|DHYD
OG0005798	LOC115766230|XP_030565948.1|DNOV	LOC111593345|XP_023161825.1|DHYD
OG0005799	LOC115763853|XP_030562482.1|DNOV	LOC111599291|XP_023170658.2|DHYD
OG0005800	LOC115763859|XP_030562493.1|DNOV	LOC111599762|XP_023171287.2|DHYD
OG0005801	LOC115763857|XP_030562492.1|DNOV	LOC111599290|XP_023170657.2|DHYD
OG0005802	LOC115770937|XP_030572255.1|DNOV	LOC111604790|XP_023178770.2|DHYD
OG0005803	LOC115766172|XP_030565874.1|DNOV	LOC111603466|XP_023176822.2|DHYD
OG0005804	LOC115765659|XP_030565178.1|DNOV	LOC111601338|XP_023173635.1|DHYD
OG0005805	LOC115757798|XP_030554075.1|DNOV	LOC111594316|XP_023163326.1|DHYD
OG0005806	LOC115770787|XP_030572067.1|DNOV	LOC111593354|XP_023161834.2|DHYD
OG0005807	LOC115770862|XP_030572159.1|DNOV	LOC111593367|XP_023161850.2|DHYD
OG0005808	LOC115766814|XP_030566709.1|DNOV	LOC111591891|XP_023159566.2|DHYD
OG0005809	LOC115771196|XP_030572654.1|DNOV	LOC111602890|XP_023175993.1|DHYD
OG0005810	LOC115763861|XP_030562495.1|DNOV	LOC111597161|XP_023167486.1|DHYD
OG0005811	LOC115763862|XP_030562497.1|DNOV	LOC111597162|XP_023167487.2|DHYD
OG0005812	LOC115770781|XP_030572061.1|DNOV	LOC111593323|XP_023161798.1|DHYD
OG0005813	LOC115757740|XP_030553984.1|DNOV	LOC111598074|XP_023168880.1|DHYD
OG0005814	LOC115765737|XP_030565262.1|DNOV	LOC111601302|XP_023173585.2|DHYD
OG0005815	LOC115760344|XP_030557486.1|DNOV	LOC111597134|XP_023167462.2|DHYD
OG0005816	LOC115771624|XP_030573266.1|DNOV	LOC111594485|XP_023163560.2|DHYD
OG0005817	LOC115771856|XP_030573596.1|DNOV	LOC111596817|XP_023166956.1|DHYD
OG0005818	LOC115765769|XP_030565301.1|DNOV	LOC111603002|XP_023176168.2|DHYD
OG0005819	LOC115759436|XP_030556211.1|DNOV	LOC111603576|XP_023176995.1|DHYD
OG0005820	LOC115759437|XP_030556212.1|DNOV	LOC111603577|XP_023176996.1|DHYD
OG0005821	LOC115759582|XP_030556410.1|DNOV	LOC111603567|XP_023176982.1|DHYD
OG0005822	LOC115760121|XP_030557177.1|DNOV	LOC111598779|XP_023169960.1|DHYD
OG0005823	LOC115768319|XP_030568728.1|DNOV	LOC111598150|XP_023168998.2|DHYD
OG0005824	LOC115761634|XP_030559324.1|DNOV	LOC111605449|XP_023179733.1|DHYD, LOC115483097|XP_030080066.1|DHYD
OG0005825	LOC115767224|XP_030567292.1|DNOV	LOC111592802|XP_023160977.1|DHYD
OG0005826	LOC115760365|XP_030557513.1|DNOV	LOC111598572|XP_023169641.1|DHYD
OG0005827	LOC115763902|XP_030562547.1|DNOV	LOC111596683|XP_023166755.2|DHYD
OG0005828	LOC115769583|XP_030570319.1|DNOV	LOC111595666|XP_023165257.1|DHYD
OG0005829	LOC115759561|XP_030556387.1|DNOV	LOC111603575|XP_023176993.2|DHYD
OG0005830	LOC115762839|XP_030561073.1|DNOV	LOC111596012|XP_023165800.1|DHYD
OG0005831	LOC115762893|XP_030561128.1|DNOV	LOC111596033|XP_023165830.1|DHYD
OG0005832	LOC115762894|XP_030561129.1|DNOV	LOC111596032|XP_023165828.2|DHYD
OG0005833	LOC115762904|XP_030561141.1|DNOV	LOC111598803|XP_030079498.1|DHYD
OG0005834	LOC115762866|XP_030561100.1|DNOV	LOC111599439|XP_023170862.1|DHYD
OG0005835	LOC115762602|XP_030560753.1|DNOV	LOC111597424|XP_023167890.2|DHYD
OG0005836	LOC115771211|XP_030572670.1|DNOV	LOC111594886|XP_030081481.1|DHYD
OG0005837	LOC115770850|XP_030572147.1|DNOV	LOC111593375|XP_023161860.2|DHYD
OG0005838	LOC115758871|XP_030555523.1|DNOV	LOC111601746|XP_023174256.1|DHYD
OG0005839	LOC115763423|XP_030561842.1|DNOV	LOC111596055|XP_023165871.2|DHYD
OG0005840	LOC115764739|XP_030563815.1|DNOV	LOC111595476|XP_023165014.2|DHYD
OG0005841	LOC115761259|XP_030558832.1|DNOV	LOC111602729|XP_023175744.2|DHYD
OG0005842	LOC115765124|XP_030564380.1|DNOV	LOC111595949|XP_023165687.2|DHYD
OG0005843	LOC115770044|XP_030570985.1|DNOV	LOC111599827|XP_023171387.1|DHYD
OG0005844	LOC115771558|XP_030573163.1|DNOV	LOC111592262|XP_023160123.2|DHYD
OG0005845	LOC115763667|XP_030562198.1|DNOV	LOC111604952|XP_023178996.1|DHYD
OG0005846	LOC115770671|XP_030571899.1|DNOV	LOC111601416|XP_023173747.2|DHYD
OG0005847	LOC115766122|XP_030565803.1|DNOV	LOC111604922|XP_023178938.1|DHYD
OG0005848	LOC115767771|XP_030567954.1|DNOV	LOC111605549|XP_023179882.2|DHYD
OG0005849	LOC115766821|XP_030566717.1|DNOV	LOC111591880|XP_023159550.2|DHYD
OG0005850	LOC115766297|XP_030566031.1|DNOV	LOC111592715|XP_030079339.1|DHYD
OG0005851	LOC115759891|XP_030556866.1|DNOV	LOC111605022|XP_023179121.1|DHYD
OG0005852	LOC115761680|XP_030559396.1|DNOV	LOC111603407|XP_023176744.2|DHYD
OG0005853	LOC115768898|XP_030569474.1|DNOV	LOC111596723|XP_023166820.2|DHYD
OG0005854	LOC115763860|XP_030562494.1|DNOV	LOC111597160|XP_030078713.1|DHYD
OG0005855	LOC115764253|XP_030563031.1|DNOV	LOC111601830|XP_030079366.1|DHYD
OG0005856	LOC115768332|XP_030568750.1|DNOV	LOC111598181|XP_030078863.1|DHYD
OG0005857	LOC115763869|XP_030562507.1|DNOV	LOC111596688|XP_023166762.1|DHYD
OG0005858	LOC115761972|XP_030559875.1|DNOV	LOC111592043|XP_030081550.1|DHYD
OG0005859	LOC115758533|XP_030555085.1|DNOV	LOC111599302|XP_023170680.2|DHYD
OG0005860	LOC115761766|XP_030559539.1|DNOV	LOC111603408|XP_023176745.2|DHYD
OG0005861	LOC115757749|XP_030554006.1|DNOV	LOC111597232|XP_023167595.2|DHYD
OG0005862	LOC115762134|XP_030560104.1|DNOV	LOC111602598|XP_023175525.2|DHYD
OG0005863	LOC115760556|XP_030557821.1|DNOV	LOC111603830|XP_023177360.2|DHYD
OG0005864	LOC115770672|XP_030571915.1|DNOV	LOC111601505|XP_030078763.1|DHYD
OG0005865	LOC115770778|XP_030572058.1|DNOV	LOC111593332|XP_023161811.2|DHYD
OG0005866	LOC115758177|XP_030554578.1|DNOV	LOC111592202|XP_023160037.2|DHYD
OG0005867	LOC115758796|XP_030555430.1|DNOV	LOC111602526|XP_023175380.2|DHYD
OG0005868	LOC115762726|XP_030560920.1|DNOV	LOC111597117|XP_023167445.2|DHYD
OG0005869	LOC115767785|XP_030567973.1|DNOV	LOC111600243|XP_023172089.1|DHYD
OG0005870	LOC115767735|XP_030567907.1|DNOV	LOC111598125|XP_023168953.2|DHYD
OG0005871	LOC115768788|XP_030569345.1|DNOV	LOC111604942|XP_023178983.2|DHYD
OG0005872	LOC115761286|XP_030558870.1|DNOV	LOC111597873|XP_023168565.2|DHYD
OG0005873	LOC115770936|XP_030572253.1|DNOV	LOC111604827|XP_023178818.1|DHYD
OG0005874	LOC115769158|XP_030569716.1|DNOV	LOC111602808|XP_023175869.1|DHYD
OG0005875	LOC115764353|XP_030563175.1|DNOV	LOC111593309|XP_023161772.2|DHYD
OG0005876	LOC115767982|XP_030568240.1|DNOV	LOC111596796|XP_023166924.2|DHYD
OG0005877	LOC115768328|XP_030568745.1|DNOV	LOC111598174|XP_023169038.1|DHYD
OG0005878	LOC115768587|XP_030569093.1|DNOV	LOC111605673|XP_023180109.2|DHYD
OG0005879	LOC115766458|XP_030566250.1|DNOV	LOC111604028|XP_023177652.2|DHYD
OG0005880	LOC115770148|XP_030571160.1|DNOV	LOC111592325|XP_023160218.1|DHYD
OG0005881	LOC115770161|XP_030571180.1|DNOV	LOC111604320|XP_023178142.1|DHYD
OG0005882	LOC115766387|XP_030566152.1|DNOV	LOC111595355|XP_023164801.1|DHYD
OG0005883	LOC115768068|XP_030568380.1|DNOV	LOC111596507|XP_023166537.1|DHYD
OG0005884	LOC115762716|XP_030560903.1|DNOV	LOC111600456|XP_023172326.2|DHYD
OG0005885	LOC115766892|XP_030566828.1|DNOV	LOC111603453|XP_023176811.2|DHYD
OG0005886	LOC115770186|XP_030571211.1|DNOV	LOC111604420|XP_023178244.2|DHYD
OG0005887	LOC115770062|XP_030571018.1|DNOV	LOC111604283|XP_023178066.2|DHYD
OG0005888	LOC115771488|XP_030573073.1|DNOV	LOC111595333|XP_030081874.1|DHYD
OG0005889	LOC115765760|XP_030565286.1|DNOV	LOC111597226|XP_023167580.1|DHYD
OG0005890	LOC115764415|XP_030563272.1|DNOV	LOC111598408|XP_023169415.2|DHYD
OG0005891	LOC115767383|XP_030567507.1|DNOV	LOC111592792|XP_023160967.1|DHYD
OG0005892	LOC115766289|XP_030566021.1|DNOV	LOC111592774|XP_023160946.1|DHYD
OG0005893	LOC115770529|XP_030571688.1|DNOV	LOC111595112|XP_023164448.1|DHYD
OG0005894	LOC115770530|XP_030571689.1|DNOV	LOC111595113|XP_023164449.1|DHYD
OG0005895	LOC115770531|XP_030571691.1|DNOV	LOC111595114|XP_023164450.1|DHYD
OG0005896	LOC115770228|XP_030571295.1|DNOV	LOC111605695|XP_023180137.1|DHYD
OG0005897	LOC115770270|XP_030571351.1|DNOV	LOC111597460|XP_030080165.1|DHYD
OG0005898	LOC115766439|XP_030566228.1|DNOV	LOC111604053|XP_030079991.1|DHYD
OG0005899	LOC115759142|XP_030555854.1|DNOV	LOC111597023|XP_023167301.1|DHYD
OG0005900	LOC115765934|XP_030565540.1|DNOV	LOC111599180|XP_023170533.2|DHYD
OG0005901	LOC115760477|XP_030557672.1|DNOV	LOC111599704|XP_023171201.2|DHYD
OG0005902	LOC115761022|XP_030558496.1|DNOV	LOC111593738|XP_023162499.1|DHYD
OG0005903	LOC115770558|XP_030571731.1|DNOV	LOC111600244|XP_023172051.1|DHYD
OG0005904	LOC115764798|XP_030563905.1|DNOV	LOC111602686|XP_023175679.1|DHYD
OG0005905	LOC115768157|XP_030568515.1|DNOV	LOC111604449|XP_030079270.1|DHYD
OG0005906	LOC115771436|XP_030573001.1|DNOV	LOC115482744|XP_030078756.1|DHYD
OG0005907	LOC115770195|XP_030571217.1|DNOV	LOC111592332|XP_023160226.1|DHYD
OG0005908	LOC115771501|XP_030573087.1|DNOV	LOC111598099|XP_023168918.1|DHYD
OG0005909	LOC115768285|XP_030568687.1|DNOV, LOC115769777|XP_030570602.1|DNOV	LOC111600960|XP_023173107.2|DHYD
OG0005910	LOC115767502|XP_030567673.1|DNOV	LOC111597938|XP_023168661.1|DHYD
OG0005911	LOC115767499|XP_030567668.1|DNOV	LOC111597915|XP_023168624.1|DHYD
OG0005912	LOC115767500|XP_030567669.1|DNOV	LOC111597971|XP_023168712.1|DHYD
OG0005913	LOC115761622|XP_030559311.1|DNOV	LOC111599464|XP_023170902.1|DHYD, LOC111602604|XP_023175531.1|DHYD
OG0005914	LOC115760791|XP_030558147.1|DNOV	LOC111599641|XP_030081376.1|DHYD
OG0005915	LOC115761052|XP_030558527.1|DNOV	LOC111599640|XP_023171083.2|DHYD
OG0005916	LOC115761178|XP_030558704.1|DNOV	LOC111597113|XP_023167437.2|DHYD
OG0005917	LOC115764491|XP_030563438.1|DNOV	LOC111597990|XP_023168737.2|DHYD
OG0005918	LOC115766425|XP_030566209.1|DNOV	LOC111604033|XP_023177658.1|DHYD
OG0005919	LOC115758185|XP_030554585.1|DNOV	LOC111592231|XP_030081980.1|DHYD
OG0005920	LOC115758157|XP_030554554.1|DNOV	LOC111592137|XP_023159944.2|DHYD
OG0005922	LOC115768862|XP_030569425.1|DNOV	LOC111604773|XP_023178749.2|DHYD
OG0005923	LOC115768427|XP_030568852.1|DNOV	LOC111599224|XP_023170589.1|DHYD
OG0005924	LOC115771426|XP_030572989.1|DNOV	LOC111601007|XP_023173174.1|DHYD
OG0005925	LOC115769799|XP_030570630.1|DNOV	LOC111597348|XP_023167762.2|DHYD
OG0005926	LOC115765281|XP_030564631.1|DNOV	LOC111594994|XP_023164262.1|DHYD
OG0005927	LOC115765665|XP_030565182.1|DNOV	LOC111600869|XP_023172967.1|DHYD
OG0005928	LOC115764304|XP_030563099.1|DNOV	LOC111603100|XP_023176327.1|DHYD
OG0005929	LOC115768077|XP_030568401.1|DNOV	LOC111596968|XP_023167212.2|DHYD
