Orthogroup	DNOV.longest_only	DBUS.longest_only
OG0005519	LOC115760863|XP_030558277.1|DNOV	LOC108597497|XP_017839569.1|DBUS
OG0005520	LOC115759984|XP_030556998.1|DNOV	LOC108608422|XP_017855274.1|DBUS
OG0005521	LOC115759800|XP_030556743.1|DNOV	LOC108601111|XP_017844520.1|DBUS
OG0005522	LOC115769564|XP_030570279.1|DNOV	LOC108598073|XP_033149334.1|DBUS
OG0005523	LOC115758978|XP_030555640.1|DNOV	LOC108601301|XP_017844114.2|DBUS
OG0005524	LOC115763400|XP_030561804.1|DNOV	LOC108608378|XP_017855214.1|DBUS
OG0005525	LOC115760074|XP_030557112.1|DNOV	LOC108597519|XP_017839605.2|DBUS
OG0005526	LOC115760139|XP_030557204.1|DNOV	LOC108599494|XP_017841833.1|DBUS
OG0005528	LOC115760031|XP_030557058.1|DNOV	LOC108599558|XP_017841945.1|DBUS
OG0005529	LOC115763518|XP_030561980.1|DNOV	LOC108594436|XP_033149122.1|DBUS
OG0005531	LOC115769622|XP_030570385.1|DNOV	LOC108600376|XP_017843405.1|DBUS
OG0005532	LOC115765486|XP_030564938.1|DNOV	LOC108607809|XP_017854343.1|DBUS
OG0005533	LOC115763427|XP_030561847.1|DNOV	LOC108608041|XP_017854711.2|DBUS
OG0005534	LOC115768100|XP_030568453.1|DNOV	LOC108599696|XP_017842182.1|DBUS
OG0005535	LOC115758422|XP_030554933.1|DNOV	LOC108607655|XP_017854086.1|DBUS
OG0005536	LOC115763007|XP_030561257.1|DNOV	LOC108607729|XP_017854242.2|DBUS
OG0005537	LOC115759070|XP_030555760.1|DNOV	LOC108594223|XP_017834823.1|DBUS
OG0005538	LOC115767716|XP_030567880.1|DNOV	LOC108594234|XP_017834835.2|DBUS
OG0005539	LOC115759767|XP_030556686.1|DNOV	LOC108596339|XP_017837486.1|DBUS
OG0005540	LOC115765990|XP_030565613.1|DNOV	LOC108608463|XP_017855336.1|DBUS
OG0005541	LOC115758372|XP_030554824.1|DNOV	LOC108608100|XP_017854797.1|DBUS
OG0005542	LOC115762790|XP_030561003.1|DNOV	LOC108599638|XP_017842099.1|DBUS
OG0005543	LOC115763581|XP_030562061.1|DNOV	LOC108607524|XP_017853890.1|DBUS
OG0005544	LOC115765982|XP_030565604.1|DNOV	LOC108608454|XP_017855322.1|DBUS
OG0005545	LOC115759060|XP_030555747.1|DNOV	LOC108607775|XP_017854295.1|DBUS
OG0005546	LOC115758882|XP_030555537.1|DNOV	LOC108594296|XP_033150244.1|DBUS
OG0005547	LOC115759843|XP_030556798.1|DNOV	LOC108601335|XP_017844726.1|DBUS
OG0005548	LOC115759882|XP_030556857.1|DNOV	LOC108607887|XP_017854480.1|DBUS
OG0005549	LOC115759899|XP_030556880.1|DNOV	LOC108607891|XP_017854485.1|DBUS
OG0005550	LOC115759722|XP_030556598.1|DNOV	LOC108608275|XP_017855071.2|DBUS, LOC117134980|XP_033150554.1|DBUS
OG0005551	LOC115760632|XP_030557944.1|DNOV	LOC108597077|XP_017838902.1|DBUS
OG0005552	LOC115760918|XP_030558351.1|DNOV	LOC108597627|XP_017839759.1|DBUS
OG0005553	LOC115758330|XP_030554759.1|DNOV	LOC108598327|XP_017840436.1|DBUS
OG0005554	LOC115765479|XP_030564926.1|DNOV	LOC108596270|XP_033150870.1|DBUS
OG0005555	LOC115765578|XP_030565086.1|DNOV	LOC108599853|XP_017842474.1|DBUS
OG0005556	LOC115765576|XP_030565085.1|DNOV	LOC108599809|XP_017842382.2|DBUS
OG0005557	LOC115758652|XP_030555249.1|DNOV	LOC108602437|XP_017846050.1|DBUS
OG0005558	LOC115765489|XP_030564945.1|DNOV	LOC108599770|XP_017842322.2|DBUS
OG0005559	LOC115762982|XP_030561224.1|DNOV	LOC108608264|XP_017855047.2|DBUS
OG0005560	LOC115758651|XP_030555246.1|DNOV	LOC108607608|XP_017854003.1|DBUS
OG0005561	LOC115764237|XP_030563011.1|DNOV	LOC108605614|XP_017850884.1|DBUS
OG0005562	LOC115768540|XP_030569001.1|DNOV	LOC108608418|XP_017855265.2|DBUS
OG0005563	LOC115766774|XP_030566646.1|DNOV	LOC108607344|XP_017853517.1|DBUS
OG0005564	LOC115760267|XP_030557397.1|DNOV	LOC108607472|XP_033149412.1|DBUS
OG0005565	LOC115765464|XP_030564902.1|DNOV	LOC108607848|XP_017854418.1|DBUS
OG0005566	LOC115765465|XP_030564903.1|DNOV	LOC108607850|XP_017854419.1|DBUS
OG0005567	LOC115762019|XP_030559946.1|DNOV	LOC108602257|XP_017845800.1|DBUS
OG0005568	LOC115765574|XP_030565083.1|DNOV	LOC108606155|XP_017851499.1|DBUS
OG0005569	LOC115759031|XP_030555707.1|DNOV	LOC108599927|XP_033150842.1|DBUS
OG0005570	LOC115765968|XP_030565581.1|DNOV	LOC108608023|XP_017854690.1|DBUS
OG0005571	LOC115766571|XP_030566414.1|DNOV	LOC108597093|XP_017838945.1|DBUS
OG0005572	LOC115760601|XP_030557901.1|DNOV	LOC108597715|XP_017839894.1|DBUS
OG0005573	LOC115766179|XP_030565881.1|DNOV	LOC108604081|XP_017848844.1|DBUS
OG0005574	LOC115759061|XP_030555752.1|DNOV	LOC108596264|XP_017837310.1|DBUS
OG0005575	LOC115761827|XP_030559629.1|DNOV	LOC108602624|XP_017846252.1|DBUS
OG0005576	LOC115764017|XP_030562710.1|DNOV	LOC108595996|XP_017836772.1|DBUS
OG0005577	LOC115770242|XP_030571309.1|DNOV, LOC115758482|XP_030555396.1|DNOV	LOC108598773|XP_017841002.1|DBUS
OG0005578	LOC115770310|XP_030571404.1|DNOV	LOC108598279|XP_033149535.1|DBUS
OG0005579	LOC115770157|XP_030571169.1|DNOV	LOC108600856|XP_017844148.1|DBUS
OG0005580	LOC115762691|XP_030560873.1|DNOV	LOC108599978|XP_017842737.1|DBUS
OG0005581	LOC115767588|XP_030567734.1|DNOV	LOC108606420|XP_017852005.1|DBUS
OG0005582	LOC115769346|XP_030569974.1|DNOV	LOC108600956|XP_017844292.1|DBUS
OG0005583	LOC115771030|XP_030572425.1|DNOV	LOC108599891|XP_017842568.1|DBUS
OG0005584	LOC115758548|XP_030555104.1|DNOV	LOC108597019|XP_017838792.2|DBUS
OG0005585	LOC115759486|XP_030556282.1|DNOV	LOC108604676|XP_017849719.1|DBUS
OG0005586	LOC115759412|XP_030556162.1|DNOV	LOC108602249|XP_017845789.1|DBUS
OG0005587	LOC115757841|XP_030554133.1|DNOV	LOC108595498|XP_017836239.1|DBUS
OG0005588	LOC115770096|XP_030571065.1|DNOV	LOC108600694|XP_017843900.1|DBUS
OG0005589	LOC115766124|XP_030565805.1|DNOV	LOC108601964|XP_017845439.1|DBUS
OG0005590	LOC115762813|XP_030561034.1|DNOV	LOC108595250|XP_017835943.1|DBUS
OG0005591	LOC115766282|XP_030566010.1|DNOV	LOC108607194|XP_017853344.1|DBUS
OG0005592	LOC115765670|XP_030565193.1|DNOV	LOC108604668|XP_017849709.1|DBUS
OG0005593	LOC115769905|XP_030570786.1|DNOV	LOC108600932|XP_017844258.1|DBUS
OG0005594	LOC115769985|XP_030570908.1|DNOV	LOC108599561|XP_017841946.1|DBUS
OG0005595	LOC115769984|XP_030570905.1|DNOV	LOC108599557|XP_017841940.1|DBUS
OG0005596	LOC115767139|XP_030567164.1|DNOV	LOC108600346|XP_017843358.2|DBUS
OG0005597	LOC115757757|XP_030554026.1|DNOV	LOC108601950|XP_017845423.1|DBUS
OG0005598	LOC115764863|XP_030564000.1|DNOV	LOC108601739|XP_017845148.1|DBUS
OG0005599	LOC115760597|XP_030557891.1|DNOV	LOC108596857|XP_017838490.1|DBUS
OG0005600	LOC115766220|XP_030565934.1|DNOV	LOC108602232|XP_017845769.1|DBUS
OG0005601	LOC115768771|XP_030569321.1|DNOV	LOC108607068|XP_017853174.1|DBUS
OG0005602	LOC115765601|XP_030565114.1|DNOV	LOC108602738|XP_017846379.1|DBUS
OG0005603	LOC115764212|XP_030562966.1|DNOV	LOC108596617|XP_017838051.1|DBUS
OG0005604	LOC115764528|XP_030563490.1|DNOV	LOC108596968|XP_017838705.1|DBUS
OG0005605	LOC115764577|XP_030563584.1|DNOV	LOC108596403|XP_033149026.1|DBUS
OG0005606	LOC115759286|XP_030556048.1|DNOV	LOC108608506|XP_017855396.2|DBUS
OG0005607	LOC115770648|XP_030571870.1|DNOV	LOC108603818|XP_017848434.1|DBUS
OG0005608	LOC115770838|XP_030572132.1|DNOV	LOC108604747|XP_017849822.1|DBUS
OG0005609	LOC115769375|XP_030570019.1|DNOV	LOC108600271|XP_017843219.1|DBUS
OG0005610	LOC115762563|XP_030560707.1|DNOV	LOC108600110|XP_017842970.2|DBUS
OG0005611	LOC115771175|XP_030572618.1|DNOV	LOC108599734|XP_017842226.1|DBUS
OG0005612	LOC115761859|XP_030559712.1|DNOV	LOC108604485|XP_017849463.1|DBUS
OG0005613	LOC115770644|XP_030571866.1|DNOV	LOC108604694|XP_017849740.1|DBUS
OG0005614	LOC115767894|XP_030568123.1|DNOV	LOC108604270|XP_017849155.1|DBUS
OG0005615	LOC115757729|XP_030553964.1|DNOV	LOC108602402|XP_033149807.1|DBUS
OG0005616	LOC115766191|XP_030565894.1|DNOV	LOC108603785|XP_017848369.1|DBUS
OG0005617	LOC115764676|XP_030563724.1|DNOV	LOC108604116|XP_017848889.1|DBUS
OG0005618	LOC115762048|XP_030559985.1|DNOV	LOC108596509|XP_017837839.1|DBUS
OG0005619	LOC115761770|XP_030559559.1|DNOV	LOC108603992|XP_017848711.1|DBUS
OG0005620	LOC115771367|XP_030572911.1|DNOV	LOC108606448|XP_017852051.1|DBUS
OG0005621	LOC115766446|XP_030566233.1|DNOV	LOC108605289|XP_017850425.1|DBUS
OG0005622	LOC115768024|XP_030568303.1|DNOV	LOC108607138|XP_017853264.1|DBUS
OG0005623	LOC115768666|XP_030569206.1|DNOV	LOC108606703|XP_017852567.1|DBUS
OG0005624	LOC115766044|XP_030565677.1|DNOV	LOC108604037|XP_017848783.1|DBUS
OG0005625	LOC115770831|XP_030572126.1|DNOV	LOC108602917|XP_017846741.1|DBUS
OG0005626	LOC115766376|XP_030566136.1|DNOV	LOC108605949|XP_017851259.1|DBUS
OG0005627	LOC115763680|XP_030562211.1|DNOV	LOC108603253|XP_017847381.1|DBUS
OG0005628	LOC115764959|XP_030564141.1|DNOV	LOC108601986|XP_017845470.1|DBUS
OG0005629	LOC115771258|XP_030572736.1|DNOV	LOC108597641|XP_017839778.1|DBUS
OG0005630	LOC115762130|XP_030560096.1|DNOV	LOC108597087|XP_017838931.1|DBUS
OG0005631	LOC115767548|XP_030567690.1|DNOV	LOC108605569|XP_017850825.1|DBUS
OG0005632	LOC115768474|XP_030568909.1|DNOV	LOC108605132|XP_017850187.1|DBUS
OG0005633	LOC115759414|XP_030556164.1|DNOV	LOC108602866|XP_017846643.1|DBUS
OG0005634	LOC115759522|XP_030556329.1|DNOV	LOC108603734|XP_017848272.1|DBUS
OG0005635	LOC115763944|XP_030562597.1|DNOV	LOC108607866|XP_017854448.1|DBUS
OG0005636	LOC115764691|XP_030563744.1|DNOV	LOC108602966|XP_017846835.1|DBUS
OG0005637	LOC115763634|XP_030562123.1|DNOV	LOC108601727|XP_017845135.1|DBUS
OG0005638	LOC115757986|XP_030554334.1|DNOV	LOC108597625|XP_017839757.1|DBUS
OG0005639	LOC115765233|XP_030564549.1|DNOV	LOC108597196|XP_017839115.1|DBUS
OG0005640	LOC115766236|XP_030565960.1|DNOV	LOC108604767|XP_017849850.1|DBUS
OG0005641	LOC115767195|XP_030567246.1|DNOV	LOC108605503|XP_017850741.1|DBUS
OG0005642	LOC115764143|XP_030562876.1|DNOV	LOC108603223|XP_017847310.1|DBUS
OG0005643	LOC115769917|XP_030570801.1|DNOV	LOC108599392|XP_017841688.1|DBUS
OG0005644	LOC115769915|XP_030570798.1|DNOV	LOC108599388|XP_017841684.1|DBUS
OG0005645	LOC115768363|XP_030568792.1|DNOV	LOC108604950|XP_017850009.1|DBUS
OG0005646	LOC115768270|XP_030568663.1|DNOV	LOC108604964|XP_017850023.1|DBUS
OG0005647	LOC115758653|XP_030555254.1|DNOV	LOC108595742|XP_017836517.1|DBUS
OG0005648	LOC115766168|XP_030565873.1|DNOV	LOC108598460|XP_017840594.1|DBUS
OG0005649	LOC115763749|XP_030562314.1|DNOV	LOC108601897|XP_017845362.1|DBUS
OG0005650	LOC115763788|XP_030562376.1|DNOV	LOC108604615|XP_017849643.1|DBUS
OG0005651	LOC115765387|XP_030564772.1|DNOV	LOC108605527|XP_017850767.2|DBUS
OG0005652	LOC115761653|XP_030559352.1|DNOV	LOC108603160|XP_017847204.1|DBUS
OG0005653	LOC115758666|XP_030555264.1|DNOV	LOC108602958|XP_017846816.2|DBUS
OG0005654	LOC115765767|XP_030565293.1|DNOV	LOC108604698|XP_017849746.1|DBUS
OG0005655	LOC115766261|XP_030565980.1|DNOV, LOC115766076|XP_030565740.1|DNOV	LOC108604052|XP_017848804.1|DBUS
OG0005656	LOC115766090|XP_030565760.1|DNOV	LOC108601853|XP_017845292.1|DBUS
OG0005657	LOC115766226|XP_030565942.1|DNOV	LOC108603438|XP_017847749.1|DBUS
OG0005658	LOC115763702|XP_030562251.1|DNOV	LOC108604649|XP_017849688.1|DBUS
OG0005659	LOC115761772|XP_030559561.1|DNOV	LOC108603956|XP_017848640.1|DBUS
OG0005660	LOC115762861|XP_030561097.1|DNOV	LOC108598106|XP_033149312.1|DBUS
OG0005661	LOC115761698|XP_030559429.1|DNOV	LOC108602980|XP_017846855.1|DBUS
OG0005662	LOC115766063|XP_030565720.1|DNOV	LOC108601315|XP_017844703.1|DBUS
OG0005663	LOC115768259|XP_030568648.1|DNOV	LOC108605929|XP_017851238.1|DBUS
OG0005664	LOC115764915|XP_030564078.1|DNOV	LOC108604271|XP_017849157.1|DBUS
OG0005665	LOC115770664|XP_030571891.1|DNOV	LOC108603779|XP_017848362.1|DBUS
OG0005666	LOC115767844|XP_030568052.1|DNOV	LOC108607039|XP_017853123.1|DBUS
OG0005667	LOC115768578|XP_030569079.1|DNOV	LOC108606726|XP_017852603.1|DBUS
OG0005668	LOC115766909|XP_030566851.1|DNOV	LOC108599595|XP_017842030.1|DBUS
OG0005669	LOC115758491|XP_030555032.1|DNOV	LOC108607444|XP_017853767.1|DBUS
OG0005670	LOC115766174|XP_030565877.1|DNOV	LOC108604674|XP_017849714.1|DBUS
OG0005671	LOC115771695|XP_030573372.1|DNOV	LOC108601421|XP_017844808.1|DBUS
OG0005672	LOC115763946|XP_030562601.1|DNOV	LOC108608047|XP_017854716.1|DBUS
OG0005673	LOC115769648|XP_030570421.1|DNOV	LOC108600963|XP_033149563.1|DBUS
OG0005674	LOC115769363|XP_030570009.1|DNOV	LOC108598355|XP_033149460.1|DBUS
OG0005675	LOC115761301|XP_030558888.1|DNOV	LOC108601829|XP_017845259.1|DBUS
OG0005676	LOC115766916|XP_030566858.1|DNOV	LOC108601167|XP_017844588.1|DBUS
OG0005677	LOC115760064|XP_030557105.1|DNOV	LOC108597420|XP_017839459.1|DBUS
OG0005678	LOC115766120|XP_030565800.1|DNOV	LOC108603352|XP_017847576.1|DBUS
OG0005679	LOC115766034|XP_030565665.1|DNOV	LOC108601478|XP_017844866.1|DBUS
OG0005680	LOC115765502|XP_030564974.1|DNOV	LOC108608313|XP_017855129.2|DBUS
OG0005681	LOC115770656|XP_030571881.1|DNOV	LOC108604120|XP_017848895.1|DBUS
OG0005682	LOC115770655|XP_030571880.1|DNOV	LOC108603842|XP_017848480.1|DBUS
OG0005683	LOC115767390|XP_030567513.1|DNOV	LOC108606541|XP_017852222.1|DBUS
OG0005684	LOC115762562|XP_030560706.1|DNOV	LOC108600109|XP_017842969.2|DBUS
OG0005685	LOC115767077|XP_030567080.1|DNOV	LOC108605534|XP_017850776.1|DBUS
OG0005686	LOC115759527|XP_030556336.1|DNOV	LOC108602265|XP_017845809.1|DBUS
OG0005687	LOC115771521|XP_030573115.1|DNOV	LOC108601126|XP_017844536.1|DBUS
OG0005688	LOC115763229|XP_030561567.1|DNOV	LOC108595989|XP_017836766.2|DBUS
OG0005689	LOC115768336|XP_030568760.1|DNOV	LOC108607044|XP_017853139.1|DBUS
OG0005690	LOC115764127|XP_030562857.1|DNOV	LOC108601508|XP_033149856.1|DBUS
OG0005691	LOC115770908|XP_030572212.1|DNOV	LOC108603794|XP_017848379.2|DBUS
OG0005692	LOC115765883|XP_030565483.1|DNOV	LOC108594327|XP_017834966.2|DBUS
OG0005693	LOC115769487|XP_030570165.1|DNOV	LOC108598819|XP_017841057.1|DBUS
OG0005694	LOC115770716|XP_030571976.1|DNOV	LOC108603728|XP_017848260.1|DBUS
OG0005695	LOC115759624|XP_030556468.1|DNOV	LOC108602872|XP_017846649.1|DBUS
OG0005696	LOC115759626|XP_030556473.1|DNOV	LOC108602874|XP_017846652.1|DBUS
OG0005697	LOC115759432|XP_030556199.1|DNOV	LOC108602863|XP_017846640.1|DBUS
OG0005698	LOC115762224|XP_030560219.1|DNOV	LOC108597588|XP_017839696.1|DBUS
OG0005699	LOC115770946|XP_030572264.1|DNOV	LOC108604427|XP_017849384.1|DBUS
OG0005700	LOC115766818|XP_030566714.1|DNOV	LOC108606937|XP_033150333.1|DBUS
OG0005701	LOC115758582|XP_030555160.1|DNOV	LOC108595587|XP_017836338.1|DBUS
OG0005702	LOC115768393|XP_030568827.1|DNOV	LOC108605852|XP_017851151.1|DBUS
OG0005703	LOC115765248|XP_030564579.1|DNOV	LOC108595266|XP_017835968.1|DBUS
OG0005704	LOC115768747|XP_030569294.1|DNOV	LOC108605220|XP_017850317.1|DBUS
OG0005705	LOC115762806|XP_030561020.1|DNOV	LOC108598958|XP_017841217.1|DBUS
OG0005706	LOC115765019|XP_030564232.1|DNOV	LOC108603724|XP_017848254.1|DBUS
OG0005707	LOC115766364|XP_030566123.1|DNOV	LOC108606657|XP_017852467.1|DBUS
OG0005708	LOC115767018|XP_030567003.1|DNOV	LOC108606738|XP_017852622.1|DBUS
OG0005709	LOC115764962|XP_030564146.1|DNOV	LOC108601726|XP_017845134.1|DBUS
OG0005710	LOC115766064|XP_030565724.1|DNOV	LOC108602804|XP_017846515.1|DBUS
OG0005711	LOC115767810|XP_030568006.1|DNOV	LOC108600990|XP_017844342.1|DBUS
OG0005712	LOC115759856|XP_030556819.1|DNOV	LOC108608080|XP_017854764.1|DBUS
OG0005713	LOC115765603|XP_030565115.1|DNOV	LOC108601754|XP_017845166.1|DBUS
OG0005714	LOC115761912|XP_030559789.1|DNOV	LOC108604441|XP_017849408.1|DBUS
OG0005715	LOC115759521|XP_030556327.1|DNOV	LOC108603736|XP_017848274.1|DBUS
OG0005716	LOC115763684|XP_030562222.1|DNOV	LOC108604156|XP_033149891.1|DBUS
OG0005717	LOC115763660|XP_030562192.1|DNOV	LOC108604097|XP_017848868.1|DBUS
OG0005718	LOC115764775|XP_030563874.1|DNOV	LOC108604639|XP_017849678.1|DBUS
OG0005719	LOC115765656|XP_030565173.1|DNOV	LOC108604185|XP_017849021.1|DBUS
OG0005720	LOC115765664|XP_030565181.1|DNOV	LOC108602200|XP_017845738.1|DBUS
OG0005721	LOC115765687|XP_030565205.1|DNOV	LOC108604219|XP_017849073.1|DBUS
OG0005722	LOC115761754|XP_030559515.1|DNOV	LOC108604785|XP_017849872.1|DBUS
OG0005723	LOC115767923|XP_030568151.1|DNOV	LOC108602164|XP_017845686.1|DBUS
OG0005724	LOC115766508|XP_030566325.1|DNOV	LOC108596577|XP_017837990.1|DBUS
OG0005725	LOC115759554|XP_030556376.1|DNOV	LOC108602020|XP_017845512.1|DBUS
OG0005726	LOC115765314|XP_030564673.1|DNOV	LOC108605608|XP_017850874.1|DBUS
OG0005727	LOC115759429|XP_030556197.1|DNOV	LOC108603984|XP_017848700.1|DBUS
OG0005728	LOC115761321|XP_030558913.1|DNOV	LOC108601676|XP_017845074.1|DBUS
OG0005729	LOC115759558|XP_030556381.1|DNOV	LOC108601250|XP_033149890.1|DBUS
OG0005730	LOC115759571|XP_030556397.1|DNOV	LOC108601738|XP_017845147.1|DBUS
OG0005731	LOC115759569|XP_030556394.1|DNOV	LOC108601737|XP_017845146.1|DBUS
OG0005732	LOC115770962|XP_030572292.1|DNOV	LOC108603510|XP_017847876.1|DBUS
OG0005733	LOC115770641|XP_030571851.1|DNOV	LOC108603509|XP_017847872.1|DBUS
OG0005734	LOC115767945|XP_030568184.1|DNOV	LOC108603746|XP_017848308.1|DBUS
OG0005735	LOC115765627|XP_030565137.1|DNOV	LOC108603423|XP_017847713.1|DBUS
OG0005736	LOC115765795|XP_030565362.1|DNOV	LOC108603424|XP_017847719.1|DBUS
OG0005737	LOC115766182|XP_030565884.1|DNOV	LOC108604442|XP_017849409.1|DBUS
OG0005738	LOC115770669|XP_030571896.1|DNOV	LOC108604202|XP_017849045.1|DBUS
OG0005739	LOC115767893|XP_030568122.1|DNOV	LOC108604089|XP_017848857.1|DBUS
OG0005740	LOC115764992|XP_030564188.1|DNOV	LOC108604754|XP_017849831.1|DBUS
OG0005741	LOC115765705|XP_030565227.1|DNOV	LOC108601786|XP_017845201.1|DBUS
OG0005742	LOC115764764|XP_030563860.1|DNOV	LOC108601948|XP_017845421.1|DBUS
OG0005743	LOC115766224|XP_030565940.1|DNOV	LOC108602044|XP_017845541.1|DBUS
OG0005744	LOC115766126|XP_030565808.1|DNOV	LOC108601731|XP_017845141.1|DBUS
OG0005745	LOC115763646|XP_030562172.1|DNOV	LOC108602914|XP_017846714.1|DBUS
OG0005746	LOC115763666|XP_030562197.1|DNOV	LOC108604623|XP_017849660.1|DBUS
OG0005747	LOC115767919|XP_030568148.1|DNOV	LOC108602205|XP_017845741.1|DBUS
OG0005748	LOC115765649|XP_030565166.1|DNOV	LOC108601941|XP_017845410.1|DBUS
OG0005749	LOC115768598|XP_030569108.1|DNOV	LOC108605148|XP_017850211.1|DBUS
OG0005750	LOC115765692|XP_030565210.1|DNOV	LOC108603707|XP_017848236.1|DBUS
OG0005751	LOC115762933|XP_030561174.1|DNOV	LOC108599982|XP_017842743.2|DBUS
OG0005752	LOC115761146|XP_030558675.1|DNOV	LOC108596915|XP_017838612.1|DBUS
OG0005753	LOC115763345|XP_030561718.1|DNOV	LOC108608174|XP_033148916.1|DBUS
OG0005754	LOC115757801|XP_030554079.1|DNOV, LOC115758164|XP_030554565.1|DNOV	LOC108596052|XP_017836934.1|DBUS
OG0005755	LOC115760431|XP_030557602.1|DNOV	LOC108595153|XP_017835807.1|DBUS
OG0005756	LOC115761581|XP_030559230.1|DNOV	LOC108602976|XP_017846850.1|DBUS
OG0005757	LOC115766225|XP_030565941.1|DNOV	LOC108602043|XP_017845540.1|DBUS
OG0005758	LOC115763653|XP_030562181.1|DNOV	LOC108604096|XP_017848866.1|DBUS
OG0005759	LOC115760420|XP_030557586.1|DNOV	LOC108602740|XP_017846380.1|DBUS
OG0005760	LOC115763823|XP_030562434.1|DNOV	LOC108601714|XP_017845120.1|DBUS
OG0005761	LOC115763685|XP_030562225.1|DNOV	LOC108603973|XP_017848673.1|DBUS
OG0005762	LOC115763626|XP_030562108.1|DNOV	LOC108602853|XP_017846616.1|DBUS
OG0005763	LOC115761610|XP_030559275.1|DNOV	LOC108597746|XP_017839942.1|DBUS
OG0005764	LOC115765786|XP_030565326.1|DNOV	LOC108603514|XP_017847892.1|DBUS
OG0005765	LOC115765785|XP_030565319.1|DNOV	LOC108603511|XP_017847878.1|DBUS
OG0005766	LOC115765621|XP_030565131.1|DNOV	LOC108603583|XP_017848012.1|DBUS
OG0005767	LOC115771922|XP_030573678.1|DNOV	LOC108603491|XP_017847835.1|DBUS
OG0005768	LOC115768828|XP_030569388.1|DNOV	LOC108606932|XP_017852972.1|DBUS
OG0005769	LOC115763640|XP_030562133.1|DNOV	LOC108603191|XP_017847257.1|DBUS
OG0005770	LOC115771871|XP_030573613.1|DNOV	LOC108601646|XP_017845034.1|DBUS
OG0005771	LOC115761684|XP_030559399.1|DNOV	LOC108603128|XP_017847137.1|DBUS
OG0005772	LOC115757707|XP_030553921.1|DNOV	LOC108603847|XP_017848489.1|DBUS
OG0005773	LOC115770715|XP_030571975.1|DNOV	LOC108602488|XP_017846102.1|DBUS
OG0005774	LOC115767904|XP_030568137.1|DNOV	LOC108602325|XP_017845901.1|DBUS
OG0005775	LOC115770127|XP_030571124.1|DNOV	LOC108600972|XP_017844322.2|DBUS
OG0005776	LOC115770117|XP_030571099.1|DNOV	LOC108600906|XP_017844221.1|DBUS
OG0005777	LOC115759861|XP_030556825.1|DNOV	LOC108597587|XP_017839699.1|DBUS
OG0005779	LOC115772113|XP_030573944.1|DNOV	LOC108603893|XP_017848556.1|DBUS
OG0005780	LOC115769159|XP_030569720.1|DNOV	LOC108600783|XP_017844041.1|DBUS
OG0005781	LOC115769933|XP_030570838.1|DNOV	LOC108600613|XP_017843780.1|DBUS
OG0005782	LOC115769925|XP_030570826.1|DNOV	LOC108600740|XP_017843974.1|DBUS
OG0005783	LOC115759740|XP_030556636.1|DNOV	LOC108596158|XP_017837152.1|DBUS
OG0005784	LOC115759427|XP_030556187.1|DNOV	LOC108601790|XP_017845214.1|DBUS
OG0005785	LOC115759425|XP_030556182.1|DNOV	LOC108603959|XP_017848645.1|DBUS
OG0005786	LOC115761860|XP_030559713.1|DNOV	LOC108602105|XP_017845618.1|DBUS
OG0005787	LOC115765768|XP_030565296.1|DNOV	LOC108604699|XP_017849747.1|DBUS
OG0005788	LOC115760876|XP_030558298.1|DNOV	LOC108597534|XP_017839623.1|DBUS
OG0005789	LOC115761906|XP_030559784.1|DNOV	LOC108602449|XP_017846059.1|DBUS
OG0005790	LOC115761682|XP_030559398.1|DNOV	LOC108603123|XP_017847131.1|DBUS
OG0005791	LOC115770676|XP_030571918.1|DNOV	LOC108603841|XP_017848478.1|DBUS
OG0005792	LOC115770677|XP_030571920.1|DNOV	LOC108603843|XP_017848481.1|DBUS
OG0005793	LOC115770770|XP_030572043.1|DNOV	LOC108601992|XP_017845478.1|DBUS
OG0005794	LOC115764367|XP_030563233.1|DNOV	LOC108597258|XP_017839204.1|DBUS
OG0005795	LOC115761714|XP_030559451.1|DNOV	LOC108601670|XP_017845061.1|DBUS
OG0005796	LOC115766509|XP_030566330.1|DNOV	LOC108600100|XP_017842958.1|DBUS
OG0005797	LOC115769675|XP_030570449.1|DNOV	LOC108601033|XP_017844401.1|DBUS
OG0005798	LOC115766230|XP_030565948.1|DNOV	LOC108603441|XP_017847754.1|DBUS
OG0005799	LOC115763853|XP_030562482.1|DNOV	LOC108602805|XP_017846516.1|DBUS
OG0005800	LOC115763859|XP_030562493.1|DNOV	LOC108603602|XP_017848038.1|DBUS
OG0005801	LOC115763857|XP_030562492.1|DNOV	LOC108603601|XP_017848036.1|DBUS
OG0005802	LOC115770937|XP_030572255.1|DNOV	LOC108601594|XP_017844983.1|DBUS
OG0005803	LOC115766172|XP_030565874.1|DNOV	LOC108603379|XP_017847636.1|DBUS
OG0005804	LOC115765659|XP_030565178.1|DNOV	LOC108602253|XP_017845795.1|DBUS
OG0005805	LOC115757798|XP_030554075.1|DNOV	LOC108597269|XP_017839220.1|DBUS
OG0005806	LOC115770787|XP_030572067.1|DNOV	LOC108604739|XP_017849810.1|DBUS
OG0005807	LOC115770862|XP_030572159.1|DNOV	LOC108601526|XP_017844914.1|DBUS
OG0005808	LOC115766814|XP_030566709.1|DNOV	LOC108604915|XP_017849974.1|DBUS
OG0005809	LOC115771196|XP_030572654.1|DNOV	LOC108599528|XP_017841892.1|DBUS
OG0005810	LOC115763861|XP_030562495.1|DNOV	LOC108602813|XP_017846533.1|DBUS
