Orthogroup	DNOV.longest_only	DSEC.longest_only
OG0006271	LOC115761957|XP_030559855.1|DNOV	LOC6606950|XP_002031744.2|DSEC
OG0006272	LOC115765323|XP_030564683.1|DNOV	LOC6618447|XP_032581411.1|DSEC
OG0006273	LOC115760237|XP_030557355.1|DNOV	LOC6607898|XP_002032652.1|DSEC
OG0006274	LOC115768785|XP_030569342.1|DNOV	LOC6618666|XP_032581001.1|DSEC
OG0006275	LOC115767817|XP_030568014.1|DNOV	LOC6616187|XP_002040552.1|DSEC
OG0006276	LOC115762694|XP_030560876.1|DNOV	LOC6610180|XP_002034788.1|DSEC
OG0006277	LOC115764526|XP_030563484.1|DNOV	LOC6614342|XP_032577543.1|DSEC
OG0006278	LOC115764306|XP_030563104.1|DNOV	LOC6618091|XP_002042389.1|DSEC
OG0006279	LOC115767813|XP_030568005.1|DNOV	LOC6620974|XP_032580184.1|DSEC
OG0006280	LOC115765225|XP_030564527.1|DNOV	LOC6620342|XP_002044550.2|DSEC
OG0006281	LOC115765224|XP_030564526.1|DNOV	LOC6620344|XP_002044552.1|DSEC
OG0006282	LOC115767388|XP_030567511.1|DNOV	LOC6615067|XP_002039484.2|DSEC
OG0006283	LOC115764614|XP_030563632.1|DNOV	LOC6607621|XP_002032389.1|DSEC
OG0006284	LOC115762649|XP_030560814.1|DNOV	LOC6605893|XP_002030706.1|DSEC
OG0006285	LOC115761559|XP_030559203.1|DNOV	LOC116801772|XP_032579110.1|DSEC
OG0006286	LOC115761584|XP_030559234.1|DNOV	LOC6613768|XP_002038237.2|DSEC
OG0006287	LOC115767190|XP_030567241.1|DNOV	LOC6619925|XP_002044137.1|DSEC
OG0006288	LOC115771838|XP_030573580.1|DNOV	LOC6612919|XP_002037411.2|DSEC
OG0006289	LOC115761768|XP_030559557.1|DNOV	LOC6613738|XP_002038208.1|DSEC
OG0006290	LOC115767256|XP_030567327.1|DNOV	LOC6619735|XP_032580383.1|DSEC
OG0006291	LOC115758444|XP_030554968.1|DNOV	LOC6617807|XP_002042119.2|DSEC
OG0006292	LOC115769088|XP_030569660.1|DNOV	LOC6618561|XP_032580885.1|DSEC
OG0006293	LOC115769979|XP_030570900.1|DNOV	LOC6610344|XP_002034930.1|DSEC
OG0006294	LOC115767820|XP_030568017.1|DNOV	LOC6618515|XP_032580703.1|DSEC
OG0006295	LOC115767324|XP_030567425.1|DNOV	LOC6612192|XP_002036710.2|DSEC
OG0006296	LOC115765273|XP_030564623.1|DNOV	LOC6614975|XP_032580759.1|DSEC
OG0006297	LOC115768784|XP_030569340.1|DNOV	LOC6618108|XP_032581646.1|DSEC
OG0006298	LOC115765165|XP_030564437.1|DNOV	LOC6618517|XP_032581483.1|DSEC
OG0006299	LOC115765386|XP_030564771.1|DNOV	LOC6612570|XP_032580895.1|DSEC
OG0006300	LOC115767798|XP_030567989.1|DNOV	LOC6616181|XP_032581190.1|DSEC
OG0006301	LOC115768220|XP_030568605.1|DNOV	LOC6615095|XP_002039511.2|DSEC
OG0006302	LOC115768164|XP_030568520.1|DNOV	LOC6617621|XP_032580553.1|DSEC
OG0006303	LOC115761147|XP_030558676.1|DNOV	LOC6608767|XP_002033490.2|DSEC
OG0006304	LOC115771614|XP_030573246.1|DNOV	LOC6612610|XP_032579436.1|DSEC
OG0006305	LOC115772128|XP_030573966.1|DNOV	LOC6612614|XP_032576757.1|DSEC
OG0006306	LOC115760350|XP_030557496.1|DNOV	LOC116801694|XP_032578683.1|DSEC
OG0006307	LOC115771609|XP_030573232.1|DNOV	LOC6619536|XP_032578613.1|DSEC
OG0006308	LOC115766374|XP_030566133.1|DNOV	LOC6618007|XP_002042315.1|DSEC
OG0006309	LOC115766377|XP_030566138.1|DNOV	LOC6617981|XP_032581708.1|DSEC
OG0006310	LOC115771957|XP_030573725.1|DNOV	LOC6614031|XP_002038485.1|DSEC
OG0006311	LOC115768149|XP_030568503.1|DNOV	LOC6620161|XP_032581331.1|DSEC
OG0006312	LOC115768160|XP_030568516.1|DNOV	LOC6620160|XP_032581328.1|DSEC
OG0006313	LOC115768891|XP_030569463.1|DNOV	LOC6620254|XP_002044462.1|DSEC
OG0006314	LOC115766291|XP_030566018.1|DNOV	LOC6619979|XP_032580732.1|DSEC
OG0006315	LOC115764925|XP_030564091.1|DNOV	LOC6612952|XP_032576276.1|DSEC
OG0006316	LOC115762466|XP_030560535.1|DNOV	LOC6620337|XP_002044545.1|DSEC
OG0006317	LOC115768814|XP_030569371.1|DNOV	LOC6619005|XP_002043250.1|DSEC
OG0006318	LOC115766419|XP_030566201.1|DNOV	LOC6614981|XP_002039398.1|DSEC
OG0006319	LOC115761482|XP_030559112.1|DNOV	LOC6608414|XP_002033148.1|DSEC
OG0006320	LOC115765355|XP_030564728.1|DNOV	LOC6617487|XP_002041804.2|DSEC
OG0006321	LOC115767267|XP_030567352.1|DNOV	LOC6619771|XP_002043984.1|DSEC
OG0006322	LOC115765284|XP_030564635.1|DNOV	LOC6620442|XP_002044650.1|DSEC
OG0006323	LOC115768656|XP_030569192.1|DNOV	LOC6619995|XP_002044207.1|DSEC
OG0006324	LOC115768808|XP_030569364.1|DNOV	LOC6616095|XP_002040460.2|DSEC
OG0006325	LOC115757771|XP_030554056.1|DNOV	LOC6619199|XP_002043420.1|DSEC
OG0006326	LOC115770029|XP_030570955.1|DNOV	LOC116801099|XP_032574624.1|DSEC
OG0006327	LOC115771963|XP_030573736.1|DNOV	LOC6617135|XP_002041462.1|DSEC
OG0006328	LOC115761200|XP_030558740.1|DNOV	LOC6607503|XP_002032272.1|DSEC
OG0006329	LOC115766875|XP_030566797.1|DNOV	LOC6618651|XP_032582694.1|DSEC
OG0006330	LOC115772034|XP_030573824.1|DNOV	LOC6607841|XP_032576457.1|DSEC
OG0006331	LOC115767312|XP_030567410.1|DNOV	LOC6618052|XP_002042350.1|DSEC
OG0006332	LOC115767614|XP_030567771.1|DNOV	LOC6618627|XP_002042886.1|DSEC
OG0006333	LOC115771307|XP_030572805.1|DNOV	LOC6618427|XP_032582465.1|DSEC
OG0006334	LOC115767380|XP_030567500.1|DNOV	LOC6612197|XP_002036714.1|DSEC
OG0006335	LOC115764753|XP_030563838.1|DNOV	LOC6607536|XP_002032305.1|DSEC
OG0006336	LOC115768214|XP_030568588.1|DNOV	LOC6617586|XP_002041899.1|DSEC
OG0006337	LOC115771321|XP_030572845.1|DNOV	LOC6617637|XP_002041950.1|DSEC
OG0006338	LOC115771677|XP_030573352.1|DNOV	LOC6613823|XP_002038292.1|DSEC
OG0006339	LOC115768244|XP_030568631.1|DNOV	LOC6619990|XP_032580727.1|DSEC
OG0006340	LOC115768216|XP_030568593.1|DNOV	LOC6615102|XP_002039518.1|DSEC
OG0006341	LOC115766348|XP_030566104.1|DNOV	LOC6617486|XP_032581210.1|DSEC
OG0006342	LOC115766414|XP_030566195.1|DNOV	LOC6617484|XP_032580983.1|DSEC
OG0006343	LOC115766363|XP_030566122.1|DNOV	LOC6617481|XP_002041798.2|DSEC
OG0006344	LOC115767208|XP_030567261.1|DNOV	LOC6617999|XP_032581617.1|DSEC
OG0006345	LOC115771656|XP_030573321.1|DNOV	LOC6607461|XP_032579591.1|DSEC
OG0006346	LOC115764224|XP_030562998.1|DNOV	LOC6612676|XP_002037179.1|DSEC
OG0006347	LOC115757706|XP_030553918.1|DNOV	LOC6607713|XP_032577284.1|DSEC
OG0006348	LOC115767868|XP_030568086.1|DNOV	LOC6616197|XP_002040562.2|DSEC
OG0006349	LOC115765088|XP_030564328.1|DNOV	LOC6616050|XP_002040416.2|DSEC
OG0006350	LOC115764889|XP_030564031.1|DNOV	LOC6612727|XP_002037230.1|DSEC
OG0006351	LOC115768806|XP_030569362.1|DNOV	LOC6615060|XP_032582643.1|DSEC
OG0006352	LOC115757813|XP_030554095.1|DNOV	LOC6609216|XP_002033907.1|DSEC
OG0006353	LOC115761391|XP_030559006.1|DNOV	LOC6612822|XP_002037323.1|DSEC
OG0006354	LOC115771880|XP_030573625.1|DNOV	LOC6607487|XP_002032256.2|DSEC
OG0006355	LOC115767857|XP_030568074.1|DNOV	LOC6617467|XP_002041784.2|DSEC
OG0006356	LOC115767367|XP_030567485.1|DNOV	LOC6616081|XP_002040447.1|DSEC
OG0006357	LOC115768306|XP_030568711.1|DNOV	LOC6618102|XP_032582141.1|DSEC
OG0006358	LOC115762796|XP_030561010.1|DNOV	LOC6610360|XP_002034946.1|DSEC
OG0006359	LOC115764169|XP_030562913.1|DNOV	LOC6606276|XP_002031081.1|DSEC
OG0006360	LOC115768742|XP_030569288.1|DNOV	LOC6612300|XP_002036810.1|DSEC
OG0006361	LOC115763762|XP_030562336.1|DNOV	LOC6614138|XP_032578201.1|DSEC
OG0006362	LOC115768484|XP_030568925.1|DNOV	LOC6616162|XP_032581086.1|DSEC
OG0006363	LOC115766997|XP_030566978.1|DNOV	LOC6614950|XP_032581506.1|DSEC
OG0006364	LOC115760088|XP_030557133.1|DNOV	LOC6617712|XP_002042024.2|DSEC
OG0006365	LOC115764393|XP_030563231.1|DNOV	LOC6615154|XP_002039570.1|DSEC
OG0006366	LOC115764299|XP_030563092.1|DNOV	LOC6615151|XP_032581126.1|DSEC
OG0006367	LOC115765422|XP_030564828.1|DNOV	LOC6620460|XP_002044667.1|DSEC
OG0006368	LOC115759602|XP_030556433.1|DNOV	LOC6612883|XP_032577684.1|DSEC
OG0006369	LOC115759610|XP_030556442.1|DNOV	LOC6612886|XP_032576295.1|DSEC
OG0006371	LOC115771949|XP_030573712.1|DNOV	LOC6612917|XP_002037409.1|DSEC
OG0006372	LOC115771947|XP_030573709.1|DNOV	LOC6617128|XP_002041455.1|DSEC
OG0006373	LOC115767233|XP_030567291.1|DNOV	LOC6619839|XP_032581642.1|DSEC
OG0006374	LOC115769052|XP_030569622.1|DNOV	LOC6620157|XP_032580346.1|DSEC
OG0006375	LOC115768269|XP_030568662.1|DNOV	LOC6620482|XP_032580562.1|DSEC
OG0006376	LOC115765226|XP_030564529.1|DNOV	LOC6620459|XP_002044666.2|DSEC
OG0006377	LOC115764374|XP_030563196.1|DNOV	LOC6614890|XP_002039307.1|DSEC
OG0006378	LOC115764939|XP_030564112.1|DNOV	LOC6612734|XP_032578158.1|DSEC
OG0006379	LOC115766901|XP_030566838.1|DNOV	LOC6619584|XP_032580950.1|DSEC
OG0006380	LOC115768774|XP_030569325.1|DNOV	LOC6612498|XP_002037006.1|DSEC
OG0006381	LOC115767261|XP_030567344.1|DNOV	LOC6618511|XP_002042771.2|DSEC
OG0006382	LOC115767381|XP_030567501.1|DNOV	LOC6618621|XP_002042880.1|DSEC
OG0006383	LOC115767793|XP_030567984.1|DNOV	LOC6618646|XP_032582362.1|DSEC
OG0006384	LOC115766870|XP_030566791.1|DNOV	LOC6618645|XP_032582363.1|DSEC
OG0006385	LOC115771829|XP_030573569.1|DNOV	LOC6621093|XP_032578931.1|DSEC
OG0006386	LOC115759793|XP_030556732.1|DNOV	LOC6611421|XP_002035965.1|DSEC
OG0006387	LOC115759424|XP_030556181.1|DNOV	LOC6612860|XP_002037352.1|DSEC
OG0006388	LOC115767344|XP_030567455.1|DNOV	LOC6612198|XP_032581819.1|DSEC
OG0006389	LOC115767346|XP_030567456.1|DNOV	LOC6612199|XP_002036716.1|DSEC
OG0006390	LOC115764769|XP_030563867.1|DNOV	LOC6616633|XP_002040990.1|DSEC
OG0006391	LOC115761368|XP_030558977.1|DNOV	LOC6606564|XP_002031365.1|DSEC
OG0006392	LOC115767591|XP_030567744.1|DNOV	LOC6612377|XP_032580397.1|DSEC
OG0006393	LOC115758950|XP_030555609.1|DNOV	LOC6613689|XP_002038159.2|DSEC
OG0006394	LOC115771732|XP_030573418.1|DNOV	LOC6621082|XP_002045273.1|DSEC
OG0006395	LOC115764860|XP_030563994.1|DNOV	LOC6607140|XP_002031926.1|DSEC
OG0006396	LOC115769003|XP_030569573.1|DNOV	LOC6615044|XP_002039461.1|DSEC
OG0006397	LOC115768460|XP_030568891.1|DNOV	LOC6612552|XP_002037060.1|DSEC
OG0006398	LOC115768770|XP_030569320.1|DNOV	LOC6612289|XP_002036799.2|DSEC
OG0006399	LOC115767964|XP_030568223.1|DNOV	LOC6620486|XP_002044693.1|DSEC
OG0006400	LOC115767963|XP_030568222.1|DNOV	LOC6620483|XP_002044692.1|DSEC
OG0006401	LOC115770318|XP_030571414.1|DNOV	LOC6618350|XP_002042621.2|DSEC
OG0006402	LOC115770929|XP_030572246.1|DNOV	LOC6620057|XP_002044269.1|DSEC
OG0006403	LOC115766232|XP_030565952.1|DNOV	LOC6620064|XP_002044276.1|DSEC
OG0006404	LOC115766231|XP_030565949.1|DNOV	LOC6606774|XP_002031571.1|DSEC
OG0006405	LOC115769731|XP_030570527.1|DNOV	LOC6605562|XP_032574864.1|DSEC
OG0006406	LOC115764634|XP_030563663.1|DNOV	LOC6612636|XP_002037140.1|DSEC
OG0006407	LOC115767303|XP_030567398.1|DNOV	LOC6619849|XP_032580096.1|DSEC
OG0006408	LOC115768224|XP_030568610.1|DNOV	LOC6615100|XP_002039516.1|DSEC
OG0006409	LOC115766912|XP_030566852.1|DNOV	LOC6619919|XP_032581747.1|DSEC
OG0006410	LOC115769044|XP_030569613.1|DNOV	LOC6617957|XP_032580011.1|DSEC
OG0006411	LOC115765189|XP_030564477.1|DNOV	LOC6620311|XP_002044519.1|DSEC
OG0006412	LOC115764078|XP_030562787.1|DNOV	LOC6617074|XP_002041402.1|DSEC
OG0006413	LOC115771987|XP_030573766.1|DNOV	LOC6617076|XP_032576962.1|DSEC
OG0006414	LOC115761435|XP_030559063.1|DNOV	LOC6607227|XP_032577930.1|DSEC
OG0006415	LOC115766292|XP_030566020.1|DNOV	LOC6617513|XP_032580802.1|DSEC
OG0006416	LOC115767241|XP_030567301.1|DNOV	LOC6618976|XP_002043221.1|DSEC
OG0006417	LOC115763339|XP_030561706.1|DNOV	LOC6613177|XP_002037658.1|DSEC
OG0006418	LOC115765243|XP_030564563.1|DNOV	LOC6618004|XP_002042312.2|DSEC
OG0006419	LOC115771662|XP_030573333.1|DNOV	LOC6612986|XP_032578310.1|DSEC
OG0006420	LOC115764794|XP_030563898.1|DNOV	LOC6607627|XP_002032395.1|DSEC
OG0006421	LOC115758881|XP_030555535.1|DNOV	LOC6613512|XP_002037980.1|DSEC
OG0006422	LOC115758619|XP_030555212.1|DNOV	LOC6613519|XP_032583240.1|DSEC
OG0006423	LOC115772020|XP_030573813.1|DNOV	LOC6607425|XP_002032194.1|DSEC
OG0006424	LOC115771768|XP_030573480.1|DNOV	LOC6607426|XP_002032195.1|DSEC
OG0006425	LOC115772019|XP_030573812.1|DNOV	LOC6607423|XP_032578699.1|DSEC
OG0006426	LOC115772018|XP_030573811.1|DNOV	LOC6607422|XP_002032191.1|DSEC
OG0006427	LOC115764886|XP_030564028.1|DNOV	LOC6618701|XP_002042960.1|DSEC
OG0006428	LOC115761187|XP_030558710.1|DNOV	LOC6620082|XP_002044294.1|DSEC
OG0006429	LOC115764845|XP_030563954.1|DNOV	LOC6607665|XP_032576818.1|DSEC
OG0006430	LOC115770227|XP_030571293.1|DNOV	LOC6616327|XP_002040687.1|DSEC
OG0006431	LOC115770586|XP_030571771.1|DNOV	LOC6612757|XP_002037260.2|DSEC
OG0006432	LOC115768627|XP_030569150.1|DNOV	LOC6620511|XP_002044711.1|DSEC
OG0006433	LOC115764632|XP_030563661.1|DNOV	LOC6607637|XP_002032402.1|DSEC
OG0006434	LOC115760052|XP_030557084.1|DNOV	LOC6611952|XP_002036469.1|DSEC
OG0006435	LOC115765024|XP_030564241.1|DNOV	LOC6621063|XP_032577780.1|DSEC
OG0006436	LOC115766211|XP_030565926.1|DNOV	LOC6617994|XP_002042302.1|DSEC
OG0006437	LOC115771309|XP_030572811.1|DNOV	LOC6618428|XP_032582467.1|DSEC
OG0006438	LOC115765890|XP_030565491.1|DNOV	LOC6617253|XP_002041580.1|DSEC
OG0006439	LOC115771959|XP_030573728.1|DNOV	LOC6616857|XP_002041193.1|DSEC
OG0006440	LOC115771960|XP_030573729.1|DNOV	LOC6616858|XP_002041194.1|DSEC
OG0006441	LOC115764132|XP_030562863.1|DNOV	LOC6614053|XP_002038507.2|DSEC
OG0006442	LOC115761920|XP_030559798.1|DNOV	LOC6607799|XP_032576572.1|DSEC
OG0006443	LOC115765591|XP_030565100.1|DNOV	LOC6614140|XP_002038593.1|DSEC
OG0006444	LOC115761544|XP_030559186.1|DNOV	LOC6612812|XP_002037313.1|DSEC
OG0006445	LOC115765094|XP_030564338.1|DNOV	LOC6615902|XP_032580932.1|DSEC
OG0006448	LOC115764100|XP_030562813.1|DNOV	LOC6607702|XP_032577810.1|DSEC
OG0006449	LOC115764045|XP_030562745.1|DNOV	LOC6607699|XP_002032463.2|DSEC
OG0006450	LOC115760301|XP_030557448.1|DNOV	LOC6614486|XP_002038919.1|DSEC
OG0006451	LOC115767056|XP_030567050.1|DNOV	LOC6619779|XP_032582149.1|DSEC
OG0006452	LOC115763372|XP_030561766.1|DNOV	LOC6619637|XP_002043852.1|DSEC
OG0006453	LOC115771076|XP_030572488.1|DNOV	LOC6606097|XP_002030906.1|DSEC
OG0006454	LOC115767025|XP_030567008.1|DNOV	LOC6615925|XP_002040293.2|DSEC
OG0006455	LOC115763980|XP_030562645.1|DNOV	LOC6613801|XP_032577948.1|DSEC
OG0006456	LOC115759587|XP_030556416.1|DNOV	LOC6613805|XP_002038274.1|DSEC
OG0006457	LOC115761749|XP_030559508.1|DNOV	LOC6606535|XP_002031336.1|DSEC
OG0006459	LOC115764732|XP_030563803.1|DNOV	LOC6607446|XP_002032215.1|DSEC
OG0006460	LOC115764082|XP_030562791.1|DNOV	LOC6607675|XP_032577655.1|DSEC
OG0006461	LOC115764073|XP_030562781.1|DNOV	LOC6620035|XP_002044247.2|DSEC
OG0006462	LOC115771828|XP_030573568.1|DNOV	LOC6607605|XP_032578271.1|DSEC
OG0006463	LOC115771958|XP_030573727.1|DNOV	LOC6606250|XP_032578170.1|DSEC
OG0006465	LOC115767301|XP_030567396.1|DNOV	LOC6616069|XP_002040435.1|DSEC
OG0006466	LOC115765376|XP_030564759.1|DNOV	LOC6616173|XP_032582022.1|DSEC
OG0006467	LOC115759511|XP_030556314.1|DNOV	LOC6613731|XP_032577154.1|DSEC
OG0006468	LOC115764015|XP_030562704.1|DNOV	LOC6607696|XP_002032460.1|DSEC
OG0006469	LOC115768764|XP_030569313.1|DNOV	LOC6615058|XP_002039475.1|DSEC
OG0006470	LOC115770048|XP_030570991.1|DNOV	LOC6605871|XP_032575361.1|DSEC
OG0006471	LOC115764062|XP_030562770.1|DNOV	LOC6607684|XP_002032448.1|DSEC
OG0006472	LOC115764133|XP_030562865.1|DNOV	LOC6607681|XP_002032445.1|DSEC
OG0006473	LOC115769784|XP_030570611.1|DNOV	LOC6605100|XP_032574453.1|DSEC
OG0006474	LOC115764527|XP_030563486.1|DNOV	LOC6609483|XP_002034168.1|DSEC
OG0006475	LOC115763991|XP_030562667.1|DNOV	LOC6614100|XP_002038554.1|DSEC
OG0006476	LOC115767343|XP_030567454.1|DNOV	LOC6612201|XP_002036718.1|DSEC
OG0006477	LOC115768357|XP_030568784.1|DNOV	LOC6612576|XP_002037081.1|DSEC
OG0006478	LOC115764723|XP_030563785.1|DNOV	LOC6607655|XP_002032420.2|DSEC
OG0006479	LOC115764756|XP_030563843.1|DNOV	LOC6607657|XP_032576814.1|DSEC
OG0006480	LOC115761100|XP_030558586.1|DNOV	LOC6608062|XP_002032810.1|DSEC
OG0006481	LOC115760201|XP_030557294.1|DNOV	LOC6617689|XP_002042001.1|DSEC
OG0006482	LOC115761636|XP_030559327.1|DNOV	LOC6612655|XP_002037159.1|DSEC
OG0006483	LOC115761746|XP_030559503.1|DNOV	LOC6607830|XP_032577706.1|DSEC
OG0006484	LOC115761454|XP_030559080.1|DNOV	LOC6607831|XP_032577704.1|DSEC
OG0006485	LOC115764981|XP_030564169.1|DNOV	LOC6607287|XP_002032066.2|DSEC
OG0006486	LOC115765734|XP_030565260.1|DNOV	LOC6606928|XP_032578091.1|DSEC
OG0006487	LOC115771766|XP_030573478.1|DNOV	LOC6606983|XP_032579464.1|DSEC
OG0006488	LOC115769526|XP_030570228.1|DNOV	LOC6610235|XP_032573695.1|DSEC
OG0006489	LOC115757665|XP_030553842.1|DNOV	LOC6612617|XP_002037121.1|DSEC
OG0006490	LOC115766171|XP_030565872.1|DNOV	LOC6620062|XP_002044274.2|DSEC
OG0006491	LOC115759762|XP_030556677.1|DNOV	LOC6614573|XP_002039001.1|DSEC
OG0006492	LOC115771861|XP_030573602.1|DNOV	LOC6614032|XP_002038486.2|DSEC
OG0006493	LOC115765128|XP_030564384.1|DNOV	LOC6618074|XP_002042372.1|DSEC
OG0006494	LOC115767410|XP_030567545.1|DNOV	LOC6620361|XP_032582206.1|DSEC
OG0006495	LOC115768246|XP_030568635.1|DNOV	LOC6619976|XP_032580711.1|DSEC
OG0006496	LOC115764067|XP_030562775.1|DNOV	LOC6607685|XP_002032449.1|DSEC
OG0006497	LOC115761600|XP_030559260.1|DNOV	LOC6606596|XP_002031397.1|DSEC
OG0006498	LOC115761319|XP_030558911.1|DNOV	LOC6606598|XP_002031399.1|DSEC
OG0006499	LOC115771822|XP_030573562.1|DNOV	LOC6612974|XP_032576258.1|DSEC
OG0006500	LOC115758510|XP_030555061.1|DNOV	LOC6611947|XP_002036464.2|DSEC
OG0006501	LOC115761307|XP_030558896.1|DNOV	LOC6612821|XP_002037322.1|DSEC
OG0006502	LOC115761736|XP_030559481.1|DNOV	LOC6612826|XP_032577590.1|DSEC
OG0006503	LOC115761572|XP_030559219.1|DNOV	LOC6612828|XP_032576849.1|DSEC
OG0006504	LOC115761256|XP_030558830.1|DNOV	LOC6612829|XP_002037330.1|DSEC
OG0006505	LOC115764950|XP_030564132.1|DNOV	LOC6612745|XP_002037248.1|DSEC
OG0006506	LOC115771003|XP_030572365.1|DNOV	LOC6604924|XP_002029767.1|DSEC
OG0006507	LOC115767884|XP_030568110.1|DNOV	LOC6616693|XP_032577888.1|DSEC
OG0006508	LOC115767895|XP_030568125.1|DNOV	LOC6616691|XP_032577003.1|DSEC
OG0006509	LOC115768235|XP_030568620.1|DNOV	LOC6615107|XP_002039523.1|DSEC
OG0006510	LOC115761835|XP_030559675.1|DNOV	LOC6606956|XP_002031749.2|DSEC
OG0006511	LOC115761303|XP_030558890.1|DNOV	LOC6606594|XP_032576227.1|DSEC
OG0006512	LOC115771955|XP_030573719.1|DNOV	LOC6619233|XP_002043452.1|DSEC
OG0006513	LOC115761536|XP_030559168.1|DNOV	LOC6606585|XP_032578793.1|DSEC
OG0006514	LOC115757686|XP_030553883.1|DNOV	LOC6619630|XP_002043845.1|DSEC
OG0006515	LOC115757684|XP_030553881.1|DNOV	LOC6620516|XP_002044720.1|DSEC
OG0006516	LOC115762012|XP_030559941.1|DNOV	LOC6607788|XP_002032547.1|DSEC
OG0006517	LOC115761978|XP_030559884.1|DNOV	LOC6607784|XP_002032543.1|DSEC
OG0006518	LOC115761831|XP_030559643.1|DNOV	LOC6607786|XP_032578491.1|DSEC
OG0006519	LOC115761980|XP_030559887.1|DNOV	LOC6607783|XP_002032542.2|DSEC
OG0006520	LOC115759462|XP_030556256.1|DNOV	LOC6612797|XP_032577454.1|DSEC
OG0006521	LOC115764647|XP_030563680.1|DNOV	LOC6606419|XP_002031223.1|DSEC
OG0006522	LOC115759406|XP_030556157.1|DNOV	LOC6612793|XP_002037294.1|DSEC
OG0006523	LOC115765047|XP_030564280.1|DNOV	LOC6606271|XP_002031076.1|DSEC
OG0006524	LOC115759869|XP_030556839.1|DNOV	LOC6611418|XP_002035962.1|DSEC
OG0006526	LOC115764186|XP_030562933.1|DNOV	LOC6614091|XP_002038545.2|DSEC
OG0006527	LOC115764037|XP_030562733.1|DNOV	LOC6614089|XP_002038543.1|DSEC
OG0006528	LOC115764188|XP_030562934.1|DNOV	LOC6614088|XP_002038542.1|DSEC
OG0006529	LOC115764189|XP_030562935.1|DNOV	LOC6614086|XP_002038540.1|DSEC
OG0006530	LOC115764190|XP_030562936.1|DNOV	LOC6614084|XP_002038538.1|DSEC
OG0006531	LOC115764137|XP_030562871.1|DNOV	LOC6614080|XP_002038534.1|DSEC
OG0006532	LOC115764148|XP_030562884.1|DNOV	LOC6614073|XP_002038527.2|DSEC
OG0006533	LOC115759025|XP_030555701.1|DNOV	LOC6615440|XP_002039822.1|DSEC
OG0006534	LOC115765022|XP_030564237.1|DNOV	LOC6606266|XP_002031071.1|DSEC
OG0006535	LOC115764087|XP_030562798.1|DNOV	LOC6607671|XP_002032436.1|DSEC
OG0006536	LOC115757727|XP_030553960.1|DNOV	LOC6614042|XP_002038496.1|DSEC
OG0006537	LOC115757773|XP_030554058.1|DNOV	LOC6617090|XP_002041417.1|DSEC
OG0006538	LOC115764762|XP_030563858.1|DNOV	LOC6617180|XP_032577351.1|DSEC
OG0006539	LOC115763978|XP_030562643.1|DNOV	LOC6618763|XP_032578304.1|DSEC
OG0006540	LOC115771751|XP_030573460.1|DNOV	LOC6607346|XP_032576471.1|DSEC
OG0006541	LOC115764229|XP_030563006.1|DNOV	LOC6612670|XP_002037174.1|DSEC
OG0006542	LOC115764231|XP_030563008.1|DNOV	LOC6612671|XP_002037175.1|DSEC
OG0006543	LOC115771913|XP_030573662.1|DNOV	LOC6617106|XP_032579180.1|DSEC
OG0006544	LOC115763815|XP_030562427.1|DNOV	LOC6620067|XP_032578064.1|DSEC
OG0006545	LOC115766417|XP_030566198.1|DNOV	LOC6615876|XP_002040246.1|DSEC
OG0006546	LOC115768649|XP_030569180.1|DNOV	LOC6607527|XP_032579387.1|DSEC
OG0006547	LOC115762007|XP_030559934.1|DNOV	LOC6607778|XP_032579414.1|DSEC
OG0006548	LOC115761423|XP_030559044.1|DNOV	LOC6606530|XP_002031331.1|DSEC
OG0006549	LOC115770820|XP_030572102.1|DNOV	LOC6616886|XP_002041222.1|DSEC
OG0006550	LOC115772091|XP_030573911.1|DNOV	LOC6619504|XP_032578322.1|DSEC
OG0006551	LOC115766285|XP_030566013.1|DNOV	LOC116802150|XP_032581365.1|DSEC
OG0006552	LOC115766266|XP_030565989.1|DNOV	LOC6614893|XP_002039310.1|DSEC
OG0006553	LOC115771864|XP_030573604.1|DNOV	LOC6617138|XP_002041465.1|DSEC
OG0006554	LOC115764020|XP_030562709.1|DNOV	LOC6614375|XP_032576691.1|DSEC
OG0006555	LOC115764737|XP_030563812.1|DNOV	LOC6613787|XP_002038256.1|DSEC
OG0006556	LOC115764097|XP_030562810.1|DNOV	LOC6606490|XP_002031291.2|DSEC
OG0006557	LOC115770665|XP_030571892.1|DNOV	LOC6606827|XP_002031624.1|DSEC
OG0006558	LOC115761694|XP_030559421.1|DNOV	LOC6607550|XP_032577243.1|DSEC
OG0006559	LOC115759536|XP_030556347.1|DNOV	LOC6607033|XP_032577034.1|DSEC
OG0006560	LOC115761643|XP_030559336.1|DNOV	LOC6612747|XP_002037250.1|DSEC
OG0006561	LOC115761685|XP_030559400.1|DNOV	LOC6612748|XP_002037251.1|DSEC
OG0006562	LOC115761626|XP_030559316.1|DNOV	LOC6617149|XP_002041476.1|DSEC
OG0006563	LOC115771836|XP_030573577.1|DNOV	LOC6621947|XP_032577194.1|DSEC
OG0006564	LOC115771847|XP_030573588.1|DNOV	LOC6606682|XP_002031482.2|DSEC
OG0006565	LOC115771704|XP_030573384.1|DNOV	LOC6616868|XP_032579512.1|DSEC
OG0006566	LOC115757717|XP_030553939.1|DNOV	LOC6606370|XP_032579306.1|DSEC
OG0006567	LOC115761875|XP_030559738.1|DNOV	LOC6607567|XP_002032336.1|DSEC
