Orthogroup	DNOV.longest_only	DSUZ.longest_only
OG0005814	LOC115765737|XP_030565262.1|DNOV	LOC108004868|XP_016923438.1|DSUZ
OG0005815	LOC115760344|XP_030557486.1|DNOV	LOC108018009|XP_016940856.2|DSUZ
OG0005816	LOC115771624|XP_030573266.1|DNOV	LOC108010809|XP_036675250.1|DSUZ
OG0005817	LOC115771856|XP_030573596.1|DNOV	LOC108006112|XP_016925047.2|DSUZ
OG0005818	LOC115765769|XP_030565301.1|DNOV	LOC108016304|XP_036675488.1|DSUZ
OG0005819	LOC115759436|XP_030556211.1|DNOV	LOC108017136|XP_016939602.1|DSUZ
OG0005820	LOC115759437|XP_030556212.1|DNOV	LOC108017137|XP_016939603.1|DSUZ
OG0005821	LOC115759582|XP_030556410.1|DNOV	LOC108017140|XP_016939609.2|DSUZ
OG0005822	LOC115760121|XP_030557177.1|DNOV	LOC108006176|XP_016925103.1|DSUZ
OG0005823	LOC115768319|XP_030568728.1|DNOV	LOC108016602|XP_016938781.1|DSUZ
OG0005824	LOC115761634|XP_030559324.1|DNOV	LOC108015726|XP_016937755.1|DSUZ
OG0005825	LOC115767224|XP_030567292.1|DNOV	LOC108016390|XP_036672017.1|DSUZ
OG0005826	LOC115760365|XP_030557513.1|DNOV	LOC108020600|XP_036678230.1|DSUZ, LOC118879221|XP_036678007.1|DSUZ, LOC118879459|XP_036678231.1|DSUZ
OG0005827	LOC115763902|XP_030562547.1|DNOV	LOC108019978|XP_016943551.1|DSUZ
OG0005828	LOC115769583|XP_030570319.1|DNOV	LOC108012561|XP_016933465.1|DSUZ
OG0005829	LOC115759561|XP_030556387.1|DNOV	LOC108018554|XP_036672963.1|DSUZ
OG0005830	LOC115762839|XP_030561073.1|DNOV	LOC108020050|XP_016943635.1|DSUZ
OG0005831	LOC115762893|XP_030561128.1|DNOV	LOC108020029|XP_036671387.1|DSUZ
OG0005832	LOC115762894|XP_030561129.1|DNOV	LOC108010759|XP_036672047.1|DSUZ
OG0005833	LOC115762904|XP_030561141.1|DNOV	LOC108020021|XP_036671788.1|DSUZ
OG0005834	LOC115762866|XP_030561100.1|DNOV	LOC108020045|XP_016943630.1|DSUZ
OG0005835	LOC115762602|XP_030560753.1|DNOV	LOC108018429|XP_036671921.1|DSUZ
OG0005836	LOC115771211|XP_030572670.1|DNOV	LOC108013635|XP_016935069.1|DSUZ
OG0005837	LOC115770850|XP_030572147.1|DNOV	LOC108020661|XP_016944510.2|DSUZ
OG0005838	LOC115758871|XP_030555523.1|DNOV	LOC108011395|XP_016932004.1|DSUZ
OG0005839	LOC115763423|XP_030561842.1|DNOV	LOC108021183|XP_016945253.1|DSUZ
OG0005840	LOC115764739|XP_030563815.1|DNOV	LOC108018592|XP_036673549.1|DSUZ
OG0005841	LOC115761259|XP_030558832.1|DNOV	LOC108019970|XP_036675080.1|DSUZ
OG0005842	LOC115765124|XP_030564380.1|DNOV	LOC108016674|XP_016938881.1|DSUZ
OG0005843	LOC115770044|XP_030570985.1|DNOV	LOC108013451|XP_016934817.1|DSUZ
OG0005844	LOC115771558|XP_030573163.1|DNOV	LOC108020728|XP_016944588.2|DSUZ
OG0005845	LOC115763667|XP_030562198.1|DNOV	LOC108006953|XP_016926047.2|DSUZ
OG0005846	LOC115770671|XP_030571899.1|DNOV	LOC108018525|XP_036673083.1|DSUZ
OG0005847	LOC115766122|XP_030565803.1|DNOV	LOC108011557|XP_036672964.1|DSUZ
OG0005848	LOC115767771|XP_030567954.1|DNOV	LOC108019122|XP_016942342.1|DSUZ
OG0005849	LOC115766821|XP_030566717.1|DNOV	LOC108005330|XP_036677172.1|DSUZ
OG0005850	LOC115766297|XP_030566031.1|DNOV	LOC108006319|XP_016925310.1|DSUZ
OG0005851	LOC115759891|XP_030556866.1|DNOV	LOC108021096|XP_016945111.1|DSUZ
OG0005852	LOC115761680|XP_030559396.1|DNOV	LOC108010624|XP_016931005.2|DSUZ
OG0005853	LOC115768898|XP_030569474.1|DNOV	LOC108016867|XP_016939230.1|DSUZ
OG0005854	LOC115763860|XP_030562494.1|DNOV	LOC108016360|XP_016938482.1|DSUZ, LOC118877611|XP_036672857.1|DSUZ
OG0005855	LOC115764253|XP_030563031.1|DNOV	LOC108016561|XP_036676521.1|DSUZ
OG0005856	LOC115768332|XP_030568750.1|DNOV	LOC108019080|XP_016942232.1|DSUZ
OG0005857	LOC115763869|XP_030562507.1|DNOV	LOC108015967|XP_016938038.1|DSUZ
OG0005858	LOC115761972|XP_030559875.1|DNOV	LOC108019277|XP_036673821.1|DSUZ
OG0005859	LOC115758533|XP_030555085.1|DNOV	LOC108005615|XP_016924417.1|DSUZ
OG0005860	LOC115761766|XP_030559539.1|DNOV	LOC108017128|XP_036674789.1|DSUZ
OG0005861	LOC115757749|XP_030554006.1|DNOV	LOC108010804|XP_036675621.1|DSUZ
OG0005862	LOC115762134|XP_030560104.1|DNOV	LOC108019579|XP_016942905.1|DSUZ
OG0005863	LOC115760556|XP_030557821.1|DNOV	LOC108009581|XP_016929537.1|DSUZ
OG0005864	LOC115770672|XP_030571915.1|DNOV	LOC108018556|XP_036673039.1|DSUZ
OG0005865	LOC115770778|XP_030572058.1|DNOV	LOC118877851|XP_036674025.1|DSUZ
OG0005866	LOC115758177|XP_030554578.1|DNOV	LOC108010291|XP_016930650.1|DSUZ
OG0005867	LOC115758796|XP_030555430.1|DNOV	LOC108021054|XP_016945050.1|DSUZ
OG0005868	LOC115762726|XP_030560920.1|DNOV	LOC108008366|XP_016927692.1|DSUZ
OG0005869	LOC115767785|XP_030567973.1|DNOV	LOC108016613|XP_016938793.1|DSUZ
OG0005870	LOC115767735|XP_030567907.1|DNOV	LOC108016934|XP_016939353.1|DSUZ
OG0005871	LOC115768788|XP_030569345.1|DNOV	LOC108005164|XP_016923828.1|DSUZ
OG0005872	LOC115761286|XP_030558870.1|DNOV	LOC108018578|XP_036672907.1|DSUZ
OG0005873	LOC115770936|XP_030572253.1|DNOV	LOC108016375|XP_036672953.1|DSUZ
OG0005874	LOC115769158|XP_030569716.1|DNOV	LOC108019139|XP_016942372.1|DSUZ
OG0005875	LOC115764353|XP_030563175.1|DNOV	LOC108019925|XP_016943524.1|DSUZ
OG0005876	LOC115767982|XP_030568240.1|DNOV	LOC108016568|XP_036676349.1|DSUZ
OG0005877	LOC115768328|XP_030568745.1|DNOV	LOC118876747|XP_036676382.1|DSUZ
OG0005878	LOC115768587|XP_030569093.1|DNOV	LOC108005386|XP_036677264.1|DSUZ
OG0005879	LOC115766458|XP_030566250.1|DNOV	LOC108016614|XP_016938794.1|DSUZ
OG0005880	LOC115770148|XP_030571160.1|DNOV	LOC108017634|XP_016940227.2|DSUZ
OG0005881	LOC115770161|XP_030571180.1|DNOV	LOC108012617|XP_016933526.1|DSUZ
OG0005882	LOC115766387|XP_030566152.1|DNOV	LOC108006345|XP_016925349.1|DSUZ
OG0005883	LOC115768068|XP_030568380.1|DNOV	LOC108012853|XP_016933808.1|DSUZ
OG0005884	LOC115762716|XP_030560903.1|DNOV	LOC108012378|XP_016933222.1|DSUZ
OG0005885	LOC115766892|XP_030566828.1|DNOV	LOC108012429|XP_016933282.1|DSUZ
OG0005886	LOC115770186|XP_030571211.1|DNOV	LOC108012236|XP_036672399.1|DSUZ
OG0005887	LOC115770062|XP_030571018.1|DNOV	LOC108012277|XP_036670566.1|DSUZ
OG0005888	LOC115771488|XP_030573073.1|DNOV	LOC108007664|XP_036672003.1|DSUZ
OG0005889	LOC115765760|XP_030565286.1|DNOV	LOC108020269|XP_036670692.1|DSUZ
OG0005890	LOC115764415|XP_030563272.1|DNOV	LOC108015308|XP_016937176.1|DSUZ
OG0005891	LOC115767383|XP_030567507.1|DNOV	LOC108014500|XP_036670386.1|DSUZ
OG0005892	LOC115766289|XP_030566021.1|DNOV	LOC108010704|XP_036671654.1|DSUZ
OG0005893	LOC115770529|XP_030571688.1|DNOV	LOC108014257|XP_016935784.1|DSUZ
OG0005894	LOC115770530|XP_030571689.1|DNOV	LOC108014259|XP_036671824.1|DSUZ
OG0005895	LOC115770531|XP_030571691.1|DNOV	LOC108014258|XP_016935785.1|DSUZ
OG0005896	LOC115770228|XP_030571295.1|DNOV	LOC108012311|XP_036670552.1|DSUZ
OG0005897	LOC115770270|XP_030571351.1|DNOV	LOC108013259|XP_036671080.1|DSUZ
OG0005898	LOC115766439|XP_030566228.1|DNOV	LOC108005439|XP_016924216.2|DSUZ
OG0005899	LOC115759142|XP_030555854.1|DNOV	LOC108018201|XP_016941206.1|DSUZ
OG0005900	LOC115765934|XP_030565540.1|DNOV	LOC108019955|XP_016943536.1|DSUZ
OG0005901	LOC115760477|XP_030557672.1|DNOV	LOC108009698|XP_016929744.1|DSUZ
OG0005902	LOC115761022|XP_030558496.1|DNOV	LOC108009418|XP_016929234.1|DSUZ
OG0005903	LOC115770558|XP_030571731.1|DNOV	LOC108006032|XP_016924964.2|DSUZ
OG0005904	LOC115764798|XP_030563905.1|DNOV	LOC108011891|XP_016932627.2|DSUZ
OG0005905	LOC115768157|XP_030568515.1|DNOV	LOC108005554|XP_036670499.1|DSUZ
OG0005906	LOC115771436|XP_030573001.1|DNOV	LOC118876780|XP_036671089.1|DSUZ, LOC118877518|XP_036672447.1|DSUZ
OG0005907	LOC115770195|XP_030571217.1|DNOV	LOC108004814|XP_016923372.2|DSUZ
OG0005908	LOC115771501|XP_030573087.1|DNOV	LOC108013778|XP_016935232.1|DSUZ
OG0005909	LOC115768285|XP_030568687.1|DNOV, LOC115769777|XP_030570602.1|DNOV	LOC108017603|XP_036671344.1|DSUZ
OG0005910	LOC115767502|XP_030567673.1|DNOV	LOC108009779|XP_016929904.1|DSUZ
OG0005911	LOC115767499|XP_030567668.1|DNOV	LOC108009780|XP_016929905.1|DSUZ
OG0005912	LOC115767500|XP_030567669.1|DNOV	LOC108009100|XP_016928652.1|DSUZ
OG0005913	LOC115761622|XP_030559311.1|DNOV	LOC108005985|XP_016924915.2|DSUZ
OG0005914	LOC115760791|XP_030558147.1|DNOV	LOC108008546|XP_016927906.1|DSUZ
OG0005915	LOC115761052|XP_030558527.1|DNOV	LOC108009157|XP_016928752.1|DSUZ
OG0005916	LOC115761178|XP_030558704.1|DNOV	LOC108010163|XP_016930491.1|DSUZ
OG0005917	LOC115764491|XP_030563438.1|DNOV	LOC108017831|XP_016940473.1|DSUZ
OG0005918	LOC115766425|XP_030566209.1|DNOV	LOC108021817|XP_016946110.1|DSUZ
OG0005919	LOC115758185|XP_030554585.1|DNOV	LOC108009145|XP_016928738.1|DSUZ
OG0005920	LOC115758157|XP_030554554.1|DNOV	LOC108018133|XP_016941075.2|DSUZ
OG0005922	LOC115768862|XP_030569425.1|DNOV	LOC108016776|XP_016939031.1|DSUZ
OG0005923	LOC115768427|XP_030568852.1|DNOV	LOC118877386|XP_036671876.1|DSUZ
OG0005924	LOC115771426|XP_030572989.1|DNOV	LOC108013126|XP_016934292.1|DSUZ
OG0005925	LOC115769799|XP_030570630.1|DNOV	LOC108020272|XP_016943884.1|DSUZ
OG0005926	LOC115765281|XP_030564631.1|DNOV	LOC108018949|XP_016942041.1|DSUZ
OG0005927	LOC115765665|XP_030565182.1|DNOV	LOC108007993|XP_036674982.1|DSUZ
OG0005928	LOC115764304|XP_030563099.1|DNOV	LOC108015233|XP_016937065.1|DSUZ
OG0005929	LOC115768077|XP_030568401.1|DNOV	LOC108013626|XP_036670297.1|DSUZ
OG0005930	LOC115757862|XP_030554157.1|DNOV	LOC108009223|XP_016928874.1|DSUZ
OG0005931	LOC115758023|XP_030554387.1|DNOV	LOC108018011|XP_016940858.1|DSUZ
OG0005932	LOC115771725|XP_030573413.1|DNOV	LOC108009688|XP_016929724.1|DSUZ
OG0005933	LOC115764585|XP_030563595.1|DNOV	LOC108018002|XP_016940841.1|DSUZ
OG0005934	LOC115761995|XP_030559926.1|DNOV	LOC108009877|XP_016930072.1|DSUZ
OG0005935	LOC115771400|XP_030572950.1|DNOV	LOC108007704|XP_036672281.1|DSUZ
OG0005936	LOC115760181|XP_030557269.1|DNOV	LOC108011716|XP_016932430.1|DSUZ
OG0005937	LOC115771402|XP_030572958.1|DNOV	LOC108007695|XP_016926919.2|DSUZ
OG0005938	LOC115764466|XP_030563367.1|DNOV	LOC108008241|XP_036669055.1|DSUZ
OG0005939	LOC115765184|XP_030564473.1|DNOV	LOC108006537|XP_016925552.1|DSUZ
OG0005940	LOC115766516|XP_030566340.1|DNOV	LOC108009439|XP_016929270.1|DSUZ
OG0005941	LOC115758178|XP_030554579.1|DNOV	LOC108009987|XP_016930250.1|DSUZ
OG0005942	LOC115758169|XP_030554570.1|DNOV	LOC108019871|XP_016943422.1|DSUZ
OG0005943	LOC115758170|XP_030554571.1|DNOV	LOC108018087|XP_016940977.1|DSUZ
OG0005944	LOC115758291|XP_030554717.1|DNOV	LOC108017777|XP_016940390.1|DSUZ
OG0005945	LOC115761896|XP_030559766.1|DNOV	LOC108009516|XP_016929425.1|DSUZ
OG0005946	LOC115764507|XP_030563458.1|DNOV	LOC108019887|XP_016943452.1|DSUZ
OG0005947	LOC115766586|XP_030566432.1|DNOV	LOC108009633|XP_016929612.1|DSUZ
OG0005948	LOC115771471|XP_030573054.1|DNOV	LOC108020442|XP_016944252.1|DSUZ, LOC118877542|XP_036672494.1|DSUZ
OG0005949	LOC115769553|XP_030570257.1|DNOV	LOC108017612|XP_016940194.1|DSUZ
OG0005950	LOC115759262|XP_030556024.1|DNOV	LOC108005551|XP_016924337.1|DSUZ
OG0005951	LOC115769880|XP_030570744.1|DNOV	LOC108013630|XP_016935064.1|DSUZ
OG0005952	LOC115758721|XP_030555332.1|DNOV	LOC108018358|XP_016941393.1|DSUZ
OG0005953	LOC115768563|XP_030569038.1|DNOV	LOC108019928|XP_016943530.1|DSUZ
OG0005954	LOC115765943|XP_030565549.1|DNOV	LOC108021213|XP_016945300.1|DSUZ
OG0005955	LOC115761697|XP_030559427.1|DNOV	LOC108014041|XP_016935547.2|DSUZ
OG0005956	LOC115765539|XP_030565026.1|DNOV	LOC108009578|XP_036669384.1|DSUZ
OG0005957	LOC115770777|XP_030572057.1|DNOV	LOC108011470|XP_016932106.2|DSUZ
OG0005958	LOC115764638|XP_030563667.1|DNOV	LOC108011765|XP_016932485.2|DSUZ
OG0005959	LOC115759864|XP_030556831.1|DNOV	LOC108005379|XP_016924131.1|DSUZ
OG0005960	LOC115765192|XP_030564479.1|DNOV	LOC108011226|XP_016931813.1|DSUZ
OG0005961	LOC115757976|XP_030554317.1|DNOV	LOC108009096|XP_016928649.1|DSUZ
OG0005962	LOC115762106|XP_030560071.1|DNOV	LOC108008970|XP_016928393.1|DSUZ
OG0005963	LOC115759016|XP_030555688.1|DNOV	LOC108006619|XP_016925635.1|DSUZ
OG0005964	LOC115761718|XP_030559460.1|DNOV	LOC108010086|XP_016930392.1|DSUZ
OG0005965	LOC115764001|XP_030562684.1|DNOV	LOC108010219|XP_016930552.1|DSUZ
OG0005966	LOC115759377|XP_030556145.1|DNOV	LOC108009917|XP_016930132.1|DSUZ
OG0005967	LOC115766540|XP_030566369.1|DNOV	LOC108018225|XP_016941233.1|DSUZ
OG0005968	LOC115766510|XP_030566328.1|DNOV	LOC108018166|XP_016941146.1|DSUZ
OG0005969	LOC115757943|XP_030554278.1|DNOV	LOC108010200|XP_016930533.1|DSUZ
OG0005970	LOC115762914|XP_030561155.1|DNOV	LOC108012414|XP_016933264.1|DSUZ
OG0005971	LOC115757808|XP_030554090.1|DNOV	LOC108019751|XP_016943185.1|DSUZ
OG0005972	LOC115771509|XP_030573100.1|DNOV	LOC108005820|XP_016924638.1|DSUZ
OG0005973	LOC115769129|XP_030569698.1|DNOV	LOC108005791|XP_036670886.1|DSUZ
OG0005974	LOC115770527|XP_030571686.1|DNOV	LOC108005884|XP_016924755.1|DSUZ
OG0005975	LOC115771511|XP_030573106.1|DNOV	LOC108005821|XP_016924643.1|DSUZ
OG0005976	LOC115764686|XP_030563735.1|DNOV	LOC108018604|XP_016941653.2|DSUZ
OG0005977	LOC115762111|XP_030560075.1|DNOV	LOC108008380|XP_016927712.1|DSUZ
OG0005978	LOC115757790|XP_030554063.1|DNOV	LOC108009974|XP_016930229.1|DSUZ
OG0005979	LOC115761621|XP_030559314.1|DNOV	LOC108019858|XP_016943390.1|DSUZ
OG0005980	LOC115760331|XP_030557479.1|DNOV	LOC108017800|XP_016940434.1|DSUZ
OG0005981	LOC115766809|XP_030566694.1|DNOV	LOC108005297|XP_016923995.1|DSUZ
OG0005982	LOC115761930|XP_030559825.1|DNOV	LOC108018238|XP_016941253.1|DSUZ
OG0005983	LOC115768775|XP_030569327.1|DNOV	LOC108013670|XP_036676730.1|DSUZ
OG0005984	LOC115766397|XP_030566174.1|DNOV	LOC108005395|XP_036676987.1|DSUZ
OG0005985	LOC115768300|XP_030568705.1|DNOV	LOC108021794|XP_036677109.1|DSUZ
OG0005986	LOC115768885|XP_030569457.1|DNOV	LOC108016790|XP_016939046.1|DSUZ
OG0005987	LOC115769097|XP_030569667.1|DNOV	LOC108019135|XP_016942366.1|DSUZ
OG0005988	LOC115758228|XP_030554639.1|DNOV	LOC108010136|XP_036669111.1|DSUZ
OG0005989	LOC115757837|XP_030554129.1|DNOV	LOC108019872|XP_016943429.1|DSUZ
OG0005990	LOC115757875|XP_030554174.1|DNOV	LOC108006188|XP_036669108.1|DSUZ
OG0005991	LOC115764511|XP_030563467.1|DNOV	LOC108017955|XP_016940712.1|DSUZ
OG0005992	LOC115770500|XP_030571654.1|DNOV	LOC108013265|XP_016934513.1|DSUZ
OG0005993	LOC115770501|XP_030571655.1|DNOV	LOC108013266|XP_016934515.1|DSUZ
OG0005994	LOC115771526|XP_030573123.1|DNOV	LOC108006914|XP_016926000.1|DSUZ
OG0005995	LOC115771534|XP_030573132.1|DNOV	LOC108005777|XP_036671793.1|DSUZ
OG0005996	LOC115769387|XP_030570042.1|DNOV	LOC108017615|XP_016940198.2|DSUZ
OG0005997	LOC115772025|XP_030573819.1|DNOV	LOC108010044|XP_016930342.1|DSUZ
OG0005998	LOC115770035|XP_030570961.1|DNOV	LOC108012559|XP_016933461.1|DSUZ
OG0005999	LOC115770839|XP_030572133.1|DNOV	LOC108013155|XP_016934336.1|DSUZ
OG0006000	LOC115763100|XP_030561435.1|DNOV	LOC108008242|XP_036669717.1|DSUZ
OG0006001	LOC115769456|XP_030570128.1|DNOV	LOC108012702|XP_016933619.1|DSUZ
OG0006002	LOC115761537|XP_030559174.1|DNOV	LOC108008341|XP_016927658.1|DSUZ
OG0006003	LOC115770104|XP_030571080.1|DNOV	LOC108013594|XP_016935012.1|DSUZ
OG0006004	LOC115763750|XP_030562315.1|DNOV	LOC108005936|XP_016924849.2|DSUZ
OG0006005	LOC115762186|XP_030560168.1|DNOV	LOC108009459|XP_016929318.1|DSUZ
OG0006006	LOC115762265|XP_030560289.1|DNOV	LOC108009464|XP_016929332.1|DSUZ
OG0006007	LOC115767454|XP_030567615.1|DNOV	LOC108019914|XP_016943505.1|DSUZ
OG0006008	LOC115760295|XP_030557438.1|DNOV	LOC108021142|XP_016945194.2|DSUZ
OG0006009	LOC115770505|XP_030571660.1|DNOV	LOC108013070|XP_036672110.1|DSUZ
OG0006010	LOC115771382|XP_030572926.1|DNOV	LOC108006904|XP_016925984.2|DSUZ
OG0006011	LOC115762549|XP_030560683.1|DNOV	LOC108012929|XP_016933952.1|DSUZ
OG0006012	LOC115768994|XP_030569566.1|DNOV	LOC108017376|XP_036672166.1|DSUZ
OG0006013	LOC115760729|XP_030558063.1|DNOV	LOC108017728|XP_016940327.2|DSUZ
OG0006014	LOC115770468|XP_030571606.1|DNOV	LOC108012557|XP_016933459.1|DSUZ
OG0006015	LOC115759093|XP_030555790.1|DNOV	LOC108008868|XP_016928262.1|DSUZ
OG0006016	LOC115764583|XP_030563592.1|DNOV	LOC108017999|XP_016940838.1|DSUZ
OG0006017	LOC115757995|XP_030554348.1|DNOV	LOC108008342|XP_016927659.1|DSUZ
OG0006018	LOC115764441|XP_030563309.1|DNOV	LOC108018193|XP_016941193.1|DSUZ
OG0006019	LOC115764464|XP_030563365.1|DNOV	LOC108010242|XP_016930583.1|DSUZ
OG0006020	LOC115770221|XP_030571281.1|DNOV	LOC108013192|XP_016934389.1|DSUZ
OG0006021	LOC115770287|XP_030571382.1|DNOV	LOC118877437|XP_036672146.1|DSUZ
OG0006022	LOC115763364|XP_030561752.1|DNOV	LOC108021258|XP_016945370.1|DSUZ
OG0006023	LOC115763903|XP_030562548.1|DNOV	LOC108018433|XP_016941481.1|DSUZ
OG0006024	LOC115765171|XP_030564451.1|DNOV	LOC108011109|XP_036677112.1|DSUZ
OG0006025	LOC115757957|XP_030554292.1|DNOV	LOC108009775|XP_036669048.1|DSUZ
OG0006026	LOC115764654|XP_030563696.1|DNOV	LOC108012186|XP_016932970.2|DSUZ
OG0006027	LOC115760456|XP_030557633.1|DNOV	LOC108019728|XP_016943137.1|DSUZ
OG0006028	LOC115760567|XP_030557841.1|DNOV	LOC108008321|XP_016927628.1|DSUZ
OG0006029	LOC115764499|XP_030563448.1|DNOV	LOC108017775|XP_016940387.1|DSUZ
OG0006030	LOC115761964|XP_030559865.1|DNOV	LOC108011493|XP_036673958.1|DSUZ
OG0006031	LOC115757846|XP_030554140.1|DNOV	LOC108008311|XP_016927618.1|DSUZ
OG0006032	LOC115765254|XP_030564591.1|DNOV	LOC108015245|XP_016937083.1|DSUZ
OG0006033	LOC115758003|XP_030554360.1|DNOV	LOC108008330|XP_016927644.1|DSUZ
OG0006034	LOC115771678|XP_030573353.1|DNOV	LOC108018497|XP_036674050.1|DSUZ, LOC108019423|XP_036673831.1|DSUZ
OG0006035	LOC115770834|XP_030572129.1|DNOV	LOC108014578|XP_016936222.2|DSUZ
OG0006036	LOC115763554|XP_030562032.1|DNOV	LOC108009378|XP_016929174.1|DSUZ
OG0006037	LOC115758257|XP_030554672.1|DNOV	LOC108009682|XP_016929716.1|DSUZ
OG0006038	LOC115765704|XP_030565226.1|DNOV	LOC108014354|XP_016935928.1|DSUZ
OG0006039	LOC115767432|XP_030567584.1|DNOV	LOC108019910|XP_016943498.1|DSUZ
OG0006040	LOC115758021|XP_030554385.1|DNOV	LOC108019855|XP_016943387.1|DSUZ
OG0006041	LOC115768979|XP_030569555.1|DNOV	LOC108016610|XP_016938790.1|DSUZ
OG0006042	LOC115758026|XP_030554390.1|DNOV	LOC108017697|XP_036670091.1|DSUZ
OG0006043	LOC115769738|XP_030570537.1|DNOV	LOC108018644|XP_036671426.1|DSUZ
OG0006044	LOC115767039|XP_030567028.1|DNOV	LOC108015262|XP_016937108.1|DSUZ
OG0006045	LOC115767447|XP_030567604.1|DNOV	LOC108010969|XP_016931479.1|DSUZ
OG0006046	LOC115760487|XP_030557695.1|DNOV	LOC108009795|XP_016929946.1|DSUZ
OG0006047	LOC115770042|XP_030570982.1|DNOV	LOC108013593|XP_016935011.1|DSUZ
OG0006048	LOC115769004|XP_030569577.1|DNOV	LOC108016393|XP_016938529.2|DSUZ
OG0006049	LOC115758909|XP_030555565.1|DNOV, LOC115767264|XP_030567349.1|DNOV	LOC108006558|XP_016925577.1|DSUZ
OG0006050	LOC115771612|XP_030573241.1|DNOV	LOC108010833|XP_016931288.2|DSUZ
OG0006051	LOC115766888|XP_030566819.1|DNOV	LOC108016961|XP_016939385.1|DSUZ
OG0006052	LOC115764492|XP_030563439.1|DNOV	LOC108008302|XP_016927608.1|DSUZ
OG0006053	LOC115762831|XP_030561058.1|DNOV	LOC108013449|XP_016934814.1|DSUZ
OG0006054	LOC115766728|XP_030566545.1|DNOV	LOC108020397|XP_016944164.1|DSUZ
OG0006055	LOC115771733|XP_030573419.1|DNOV	LOC108018404|XP_016941450.2|DSUZ
OG0006056	LOC115758027|XP_030554396.1|DNOV	LOC108017830|XP_016940472.1|DSUZ
OG0006057	LOC115769602|XP_030570350.1|DNOV	LOC108013390|XP_016934722.1|DSUZ
OG0006058	LOC115764076|XP_030562784.1|DNOV	LOC108020123|XP_016943713.1|DSUZ
OG0006059	LOC115769749|XP_030570556.1|DNOV	LOC108007276|XP_036670442.1|DSUZ
OG0006060	LOC115769757|XP_030570571.1|DNOV	LOC108007282|XP_016926411.2|DSUZ
OG0006061	LOC115767877|XP_030568099.1|DNOV	LOC108015190|XP_016936999.2|DSUZ
OG0006062	LOC115765784|XP_030565318.1|DNOV	LOC108006206|XP_016925132.2|DSUZ
OG0006063	LOC115763607|XP_030562095.1|DNOV	LOC108021413|XP_016945614.1|DSUZ
OG0006064	LOC115760591|XP_030557880.1|DNOV	LOC108009383|XP_016929180.1|DSUZ
OG0006065	LOC115769948|XP_030570853.1|DNOV	LOC108013456|XP_016934821.1|DSUZ
OG0006066	LOC115761921|XP_030559803.1|DNOV	LOC108017819|XP_016940458.1|DSUZ
OG0006067	LOC115764452|XP_030563328.1|DNOV	LOC108019716|XP_016943104.1|DSUZ
OG0006068	LOC115769013|XP_030569584.1|DNOV	LOC108015140|XP_016936899.1|DSUZ
OG0006069	LOC115768790|XP_030569349.1|DNOV	LOC108017645|XP_036672410.1|DSUZ
OG0006070	LOC115771973|XP_030573753.1|DNOV	LOC108014606|XP_016936258.1|DSUZ
OG0006071	LOC115764999|XP_030564199.1|DNOV	LOC108013874|XP_036673322.1|DSUZ
OG0006072	LOC115769954|XP_030570859.1|DNOV	LOC108012467|XP_016933348.1|DSUZ
OG0006073	LOC115769793|XP_030570621.1|DNOV	LOC108013606|XP_016935035.1|DSUZ
OG0006074	LOC115768853|XP_030569413.1|DNOV	LOC108005319|XP_016924022.1|DSUZ
OG0006075	LOC115768263|XP_030568653.1|DNOV	LOC108004566|XP_016922991.1|DSUZ
OG0006076	LOC115762626|XP_030560792.1|DNOV	LOC108008440|XP_016927779.1|DSUZ
OG0006077	LOC115771442|XP_030573011.1|DNOV	LOC108020321|XP_036670705.1|DSUZ
OG0006078	LOC115771441|XP_030573010.1|DNOV	LOC108011065|XP_016931617.2|DSUZ
OG0006079	LOC115770302|XP_030571397.1|DNOV	LOC108012837|XP_016933793.1|DSUZ
OG0006080	LOC115770300|XP_030571396.1|DNOV	LOC108014019|XP_016935517.2|DSUZ
OG0006081	LOC115758296|XP_030554723.1|DNOV	LOC108008385|XP_016927717.1|DSUZ
OG0006082	LOC115758305|XP_030554733.1|DNOV	LOC108009151|XP_016928745.1|DSUZ
OG0006083	LOC115771559|XP_030573164.1|DNOV	LOC108020729|XP_036672162.1|DSUZ
OG0006084	LOC115767826|XP_030568030.1|DNOV	LOC108011793|XP_036671247.1|DSUZ
OG0006085	LOC115770424|XP_030571553.1|DNOV	LOC108006882|XP_036671665.1|DSUZ
OG0006086	LOC115770250|XP_030571321.1|DNOV	LOC108017611|XP_036671253.1|DSUZ
OG0006087	LOC115760489|XP_030557696.1|DNOV	LOC108010085|XP_016930388.1|DSUZ
OG0006088	LOC115766536|XP_030566368.1|DNOV	LOC108010488|XP_016930847.2|DSUZ
OG0006089	LOC115768277|XP_030568675.1|DNOV	LOC108004575|XP_016923004.1|DSUZ
OG0006090	LOC115762705|XP_030560889.1|DNOV	LOC108011302|XP_036671188.1|DSUZ
OG0006091	LOC115762779|XP_030560990.1|DNOV	LOC108013360|XP_016934670.1|DSUZ
OG0006092	LOC115768840|XP_030569397.1|DNOV	LOC108011112|XP_016931673.1|DSUZ
OG0006093	LOC115763967|XP_030562631.1|DNOV	LOC108010217|XP_016930550.1|DSUZ
OG0006094	LOC115768409|XP_030568841.1|DNOV	LOC108018660|XP_016941722.1|DSUZ
OG0006095	LOC115762103|XP_030560065.1|DNOV	LOC108010182|XP_016930513.1|DSUZ
