Orthogroup	DNOV.longest_only	CQUI.longest_only
OG0003907	LOC115765900|XP_030565502.1|DNOV	LOC6046364|XP_001863581.2|CQUI
OG0003908	LOC115765902|XP_030565505.1|DNOV	LOC6046365|XP_001863582.2|CQUI
OG0003909	LOC115762230|XP_030560227.1|DNOV	LOC6035251|XP_038107907.1|CQUI
OG0003910	LOC115762234|XP_030560236.1|DNOV	LOC6035252|XP_001845477.1|CQUI
OG0003911	LOC115768541|XP_030569007.1|DNOV	LOC6035267|XP_001845489.1|CQUI
OG0003912	LOC115763054|XP_030561339.1|DNOV	LOC6033192|XP_038113174.1|CQUI
OG0003913	LOC115769264|XP_030569834.1|DNOV	LOC6033199|XP_038114237.1|CQUI
OG0003915	LOC115768977|XP_030569553.1|DNOV	LOC6033212|XP_001843689.2|CQUI
OG0003916	LOC115758403|XP_030554911.1|DNOV	LOC6040012|XP_001849487.1|CQUI
OG0003917	LOC115765915|XP_030565521.1|DNOV	LOC6040866|XP_001850196.2|CQUI
OG0003918	LOC115760199|XP_030557291.1|DNOV	LOC6031259|XP_001842089.2|CQUI
OG0003919	LOC115758788|XP_030555418.1|DNOV	LOC6041526|XP_038109718.1|CQUI
OG0003920	LOC115762144|XP_030560115.1|DNOV	LOC6041532|XP_001850780.1|CQUI
OG0003921	LOC115763203|XP_030561528.1|DNOV	LOC6036061|XP_038108481.1|CQUI
OG0003922	LOC115758844|XP_030555484.1|DNOV	LOC6042870|XP_001870851.2|CQUI
OG0003923	LOC115766718|XP_030566514.1|DNOV	LOC6052522|XP_001868780.1|CQUI
OG0003924	LOC115760626|XP_030557937.1|DNOV	LOC6052517|XP_038108718.1|CQUI
OG0003925	LOC115758610|XP_030555201.1|DNOV	LOC6036646|XP_038107951.1|CQUI
OG0003926	LOC115758431|XP_030554947.1|DNOV	LOC6036651|XP_001846678.2|CQUI
OG0003927	LOC115760182|XP_030557271.1|DNOV	LOC6046033|XP_001863294.2|CQUI
OG0003928	LOC115759860|XP_030556824.1|DNOV	LOC6033189|XP_001843669.2|CQUI
OG0003929	LOC115759203|XP_030555949.1|DNOV	LOC6033179|XP_038114437.1|CQUI
OG0003930	LOC115760084|XP_030557128.1|DNOV	LOC6033283|XP_001843753.2|CQUI
OG0003931	LOC115759783|XP_030556711.1|DNOV	LOC6033287|XP_038108021.1|CQUI
OG0003932	LOC115760724|XP_030558058.1|DNOV	LOC6036993|XP_038113039.1|CQUI
OG0003933	LOC115768558|XP_030569031.1|DNOV	LOC6048401|XP_038111122.1|CQUI
OG0003934	LOC115758962|XP_030555625.1|DNOV	LOC6048406|XP_001865324.2|CQUI
OG0003935	LOC115760879|XP_030558301.1|DNOV	LOC6043726|XP_038107603.1|CQUI
OG0003936	LOC115760748|XP_030558085.1|DNOV	LOC6043725|XP_001861346.1|CQUI
OG0003937	LOC115762244|XP_030560249.1|DNOV	LOC6033098|XP_038111241.1|CQUI
OG0003938	LOC115759758|XP_030556667.1|DNOV	LOC6033105|XP_038114430.1|CQUI
OG0003939	LOC115758530|XP_030555081.1|DNOV	LOC6054454|XP_038111258.1|CQUI
OG0003940	LOC115758518|XP_030555071.1|DNOV	LOC6033108|XP_001843603.2|CQUI
OG0003941	LOC115760082|XP_030557124.1|DNOV	LOC6033109|XP_038111262.1|CQUI
OG0003942	LOC115758712|XP_030555321.1|DNOV	LOC6033122|XP_038111572.1|CQUI
OG0003943	LOC115758332|XP_030554762.1|DNOV	LOC6048231|XP_038113230.1|CQUI
OG0003944	LOC115759916|XP_030556909.1|DNOV	LOC6044257|XP_001861796.1|CQUI
OG0003945	LOC115760644|XP_030557966.1|DNOV	LOC119767019|XP_038110185.1|CQUI
OG0003946	LOC115763474|XP_030561918.1|DNOV	LOC6035280|XP_038111693.1|CQUI
OG0003947	LOC115763496|XP_030561949.1|DNOV	LOC6035274|XP_038110146.1|CQUI
OG0003948	LOC115760276|XP_030557407.1|DNOV	LOC6036175|XP_038111514.1|CQUI
OG0003949	LOC115760272|XP_030557402.1|DNOV	LOC6036172|XP_038112061.1|CQUI
OG0003950	LOC115758927|XP_030555585.1|DNOV	LOC6038625|XP_038111059.1|CQUI
OG0003951	LOC115759197|XP_030555936.1|DNOV	LOC6038613|XP_038107372.1|CQUI
OG0003952	LOC115758570|XP_030555142.1|DNOV	LOC6033759|XP_001844167.2|CQUI
OG0003953	LOC115760259|XP_030557381.1|DNOV	LOC119768018|XP_038114217.1|CQUI, LOC6033753|XP_038109025.1|CQUI
OG0003954	LOC115762821|XP_030561042.1|DNOV	LOC6033741|XP_038111254.1|CQUI
OG0003955	LOC115763097|XP_030561395.1|DNOV	LOC6052825|XP_038114291.1|CQUI, LOC6043222|XP_038106062.1|CQUI
OG0003956	LOC115767700|XP_030567853.1|DNOV	LOC6031181|XP_038108389.1|CQUI
OG0003957	LOC115770988|XP_030572339.1|DNOV	LOC6033143|XP_038110679.1|CQUI
OG0003958	LOC115766412|XP_030566191.1|DNOV	LOC6033148|XP_001843637.2|CQUI
OG0003959	LOC115762225|XP_030560220.1|DNOV	LOC6033261|XP_038107519.1|CQUI
OG0003960	LOC115767836|XP_030568038.1|DNOV	LOC6033232|XP_038113766.1|CQUI
OG0003961	LOC115758801|XP_030555435.1|DNOV	LOC6041541|XP_001850788.2|CQUI
OG0003962	LOC115758432|XP_030554948.1|DNOV	LOC6040127|XP_001849586.1|CQUI
OG0003963	LOC115763456|XP_030561888.1|DNOV	LOC6037538|XP_038110070.1|CQUI
OG0003964	LOC115760165|XP_030557245.1|DNOV	LOC6037545|XP_038109875.1|CQUI
OG0003965	LOC115760123|XP_030557181.1|DNOV	LOC6050518|XP_038111968.1|CQUI
OG0003967	LOC115760555|XP_030557812.1|DNOV	LOC6041584|XP_038112034.1|CQUI
OG0003968	LOC115761017|XP_030558492.1|DNOV	LOC6048612|XP_038111891.1|CQUI
OG0003969	LOC115759959|XP_030556965.1|DNOV	LOC6032916|XP_038107052.1|CQUI
OG0003970	LOC115765888|XP_030565489.1|DNOV	LOC6031868|XP_038113838.1|CQUI
OG0003971	LOC115759756|XP_030556658.1|DNOV	LOC6036443|XP_038108462.1|CQUI
OG0003972	LOC115770536|XP_030571700.1|DNOV	LOC6036444|XP_038107978.1|CQUI
OG0003973	LOC115762115|XP_030560079.1|DNOV	LOC6036449|XP_001846500.2|CQUI
OG0003974	LOC115758011|XP_030554367.1|DNOV	LOC6036470|XP_038109656.1|CQUI
OG0003975	LOC115763086|XP_030561384.1|DNOV	LOC6036481|XP_038113867.1|CQUI
OG0003976	LOC115763448|XP_030561877.1|DNOV	LOC6034401|XP_001844719.2|CQUI
OG0003977	LOC115763513|XP_030561971.1|DNOV	LOC6034400|XP_038112337.1|CQUI
OG0003978	LOC115769808|XP_030570636.1|DNOV	LOC119767640|XP_038112573.1|CQUI
OG0003979	LOC115765453|XP_030564877.1|DNOV	LOC6038881|XP_001848580.1|CQUI
OG0003980	LOC115766241|XP_030565964.1|DNOV, LOC115766056|XP_030565697.1|DNOV	LOC6038882|XP_001848581.1|CQUI
OG0003981	LOC115765568|XP_030565072.1|DNOV	LOC6038883|XP_038108742.1|CQUI
OG0003982	LOC115769232|XP_030569804.1|DNOV	LOC6038884|XP_001848583.2|CQUI
OG0003983	LOC115763384|XP_030561784.1|DNOV	LOC6038885|XP_038113321.1|CQUI
OG0003984	LOC115759146|XP_030555858.1|DNOV	LOC6036439|XP_038112741.1|CQUI
OG0003985	LOC115759145|XP_030555857.1|DNOV	LOC6036433|XP_038108732.1|CQUI
OG0003986	LOC115760153|XP_030557224.1|DNOV	LOC6038013|XP_038113377.1|CQUI
OG0003987	LOC115759774|XP_030556701.1|DNOV	LOC6038014|XP_038110646.1|CQUI
OG0003988	LOC115758889|XP_030555545.1|DNOV	LOC6047238|XP_038111315.1|CQUI
OG0003989	LOC115760164|XP_030557241.1|DNOV	LOC6035771|XP_038109362.1|CQUI
OG0003990	LOC115759052|XP_030555736.1|DNOV	LOC6035782|XP_038109675.1|CQUI
OG0003991	LOC115763344|XP_030561716.1|DNOV	LOC6035784|XP_038109844.1|CQUI
OG0003992	LOC115763106|XP_030561409.1|DNOV	LOC6035789|XP_001845913.2|CQUI
OG0003993	LOC115760106|XP_030557158.1|DNOV	LOC6045008|XP_038108291.1|CQUI
OG0003994	LOC115764635|XP_030563664.1|DNOV	LOC119767200|XP_038111176.1|CQUI
OG0003995	LOC115760624|XP_030557934.1|DNOV	LOC6053400|XP_001869494.2|CQUI
OG0003996	LOC115760944|XP_030558385.1|DNOV	LOC6036135|XP_001846228.1|CQUI
OG0003997	LOC115759906|XP_030556891.1|DNOV	LOC6054365|XP_038109595.1|CQUI
OG0003998	LOC115759715|XP_030556576.1|DNOV	LOC6045776|XP_038112750.1|CQUI
OG0003999	LOC115758711|XP_030555320.1|DNOV	LOC6045769|XP_001863072.1|CQUI
OG0004000	LOC115767290|XP_030567382.1|DNOV	LOC6034347|XP_038113204.1|CQUI
OG0004001	LOC115760484|XP_030557684.1|DNOV	LOC6034384|XP_038113314.1|CQUI
OG0004002	LOC115763015|XP_030561266.1|DNOV	LOC6034395|XP_038109098.1|CQUI
OG0004003	LOC115758556|XP_030555115.1|DNOV	LOC6039845|XP_038113654.1|CQUI
OG0004004	LOC115758768|XP_030555391.1|DNOV	LOC6039842|XP_001849349.2|CQUI
OG0004005	LOC115765955|XP_030565563.1|DNOV	LOC6039840|XP_038111465.1|CQUI
OG0004006	LOC115762983|XP_030561225.1|DNOV	LOC6034869|XP_001845139.2|CQUI
OG0004007	LOC115759104|XP_030555802.1|DNOV	LOC6034873|XP_001845142.1|CQUI
OG0004008	LOC115758370|XP_030554819.1|DNOV	LOC6034877|XP_038107745.1|CQUI
OG0004009	LOC115758502|XP_030555048.1|DNOV	LOC6046643|XP_001863794.2|CQUI
OG0004010	LOC115769300|XP_030569887.1|DNOV	LOC6048811|XP_038114221.1|CQUI
OG0004011	LOC115763171|XP_030561485.1|DNOV	LOC6050778|XP_001867333.2|CQUI
OG0004012	LOC115772102|XP_030573927.1|DNOV	LOC6049536|XP_038109284.1|CQUI
OG0004013	LOC115769260|XP_030569830.1|DNOV	LOC6043470|XP_038109075.1|CQUI
OG0004014	LOC115770187|XP_030571208.1|DNOV	LOC6043461|XP_038111183.1|CQUI
OG0004015	LOC115758443|XP_030554963.1|DNOV	LOC119767726|XP_038112992.1|CQUI, LOC6046111|XP_038112993.1|CQUI
OG0004016	LOC115763962|XP_030562620.1|DNOV	LOC6036119|XP_038106299.1|CQUI
OG0004017	LOC115765903|XP_030565506.1|DNOV	LOC6041781|XP_038108936.1|CQUI
OG0004018	LOC115762490|XP_030560586.1|DNOV	LOC6041785|XP_038112504.1|CQUI
OG0004019	LOC115759779|XP_030556706.1|DNOV	LOC6047977|XP_038111471.1|CQUI
OG0004020	LOC115758863|XP_030555512.1|DNOV	LOC6053858|XP_038111861.1|CQUI
OG0004021	LOC115759023|XP_030555695.1|DNOV	LOC6049729|XP_038109716.1|CQUI
OG0004022	LOC115758402|XP_030554909.1|DNOV	LOC6033336|XP_001843800.2|CQUI
OG0004023	LOC115767424|XP_030567560.1|DNOV	LOC6033344|XP_038112699.1|CQUI
OG0004024	LOC115760042|XP_030557070.1|DNOV	LOC6033360|XP_038108644.1|CQUI
OG0004025	LOC115760072|XP_030557111.1|DNOV	LOC6048073|XP_038107445.1|CQUI
OG0004026	LOC115759037|XP_030555719.1|DNOV	LOC6048102|XP_038108461.1|CQUI
OG0004027	LOC115764448|XP_030563317.1|DNOV	LOC6047235|XP_038112896.1|CQUI, LOC6047227|XP_001864311.1|CQUI
OG0004028	LOC115763494|XP_030561946.1|DNOV	LOC6035744|XP_001845871.2|CQUI
OG0004029	LOC115763413|XP_030561825.1|DNOV	LOC6035735|XP_001845864.2|CQUI
OG0004030	LOC115758024|XP_030554393.1|DNOV	LOC6032147|XP_001842800.2|CQUI
OG0004031	LOC115759252|XP_030556013.1|DNOV	LOC6032156|XP_038113038.1|CQUI
OG0004032	LOC115763610|XP_030562098.1|DNOV	LOC6032174|XP_001842819.2|CQUI
OG0004033	LOC115763586|XP_030562065.1|DNOV	LOC6053250|XP_038110976.1|CQUI
OG0004034	LOC115766011|XP_030565643.1|DNOV	LOC6036026|XP_038108093.1|CQUI
OG0004035	LOC115758395|XP_030554888.1|DNOV	LOC6036325|XP_038112834.1|CQUI
OG0004036	LOC115763138|XP_030561442.1|DNOV	LOC6036328|XP_001846391.1|CQUI
OG0004037	LOC115758858|XP_030555506.1|DNOV	LOC6036336|XP_001846397.2|CQUI
OG0004038	LOC115765911|XP_030565517.1|DNOV	LOC119766959|XP_038109606.1|CQUI
OG0004039	LOC115759955|XP_030556958.1|DNOV	LOC6033334|XP_038112140.1|CQUI
OG0004040	LOC115759544|XP_030556362.1|DNOV	LOC6047971|XP_038109177.1|CQUI
OG0004041	LOC115765274|XP_030564624.1|DNOV	LOC6037995|XP_038109623.1|CQUI
OG0004042	LOC115771066|XP_030572478.1|DNOV	LOC6033311|XP_001843777.1|CQUI
OG0004043	LOC115760093|XP_030557137.1|DNOV	LOC6036008|XP_001846112.1|CQUI
OG0004044	LOC115768816|XP_030569374.1|DNOV	LOC6033610|XP_001844038.2|CQUI
OG0004045	LOC115763023|XP_030561281.1|DNOV	LOC6033613|XP_038110293.1|CQUI
OG0004046	LOC115765843|XP_030565429.1|DNOV	LOC6033619|XP_001844046.2|CQUI
OG0004047	LOC115759836|XP_030556789.1|DNOV	LOC6033624|XP_038111353.1|CQUI
OG0004048	LOC115768560|XP_030569034.1|DNOV	LOC6033625|XP_038109870.1|CQUI
OG0004049	LOC115758952|XP_030555611.1|DNOV	LOC6047482|XP_001864539.2|CQUI
OG0004050	LOC115759797|XP_030556738.1|DNOV	LOC6051854|XP_001868218.2|CQUI, LOC119768916|XP_038116637.1|CQUI
OG0004051	LOC115758536|XP_030555089.1|DNOV	LOC6048351|XP_038109620.1|CQUI
OG0004052	LOC115766816|XP_030566711.1|DNOV	LOC6042664|XP_038122278.1|CQUI
OG0004053	LOC115762252|XP_030560264.1|DNOV	LOC6042662|XP_038119027.1|CQUI
OG0004054	LOC115767719|XP_030567884.1|DNOV	LOC6042656|XP_038121294.1|CQUI
OG0004055	LOC115761830|XP_030559632.1|DNOV	LOC6042641|XP_038119206.1|CQUI
OG0004056	LOC115764772|XP_030563872.1|DNOV	LOC119770120|XP_038120373.1|CQUI
OG0004057	LOC115769089|XP_030569663.1|DNOV	LOC6054097|XP_038116161.1|CQUI
OG0004058	LOC115769349|XP_030569976.1|DNOV	LOC6052560|XP_038118395.1|CQUI
OG0004059	LOC115763835|XP_030562454.1|DNOV	LOC6048802|XP_038118616.1|CQUI
OG0004060	LOC115765776|XP_030565308.1|DNOV	LOC6040514|XP_001849900.2|CQUI
OG0004061	LOC115766869|XP_030566789.1|DNOV	LOC6040508|XP_038118411.1|CQUI
OG0004062	LOC115767661|XP_030567809.1|DNOV	LOC6040506|XP_038118432.1|CQUI
OG0004063	LOC115766392|XP_030566164.1|DNOV	LOC6040499|XP_038115198.1|CQUI
OG0004064	LOC115771407|XP_030572967.1|DNOV	LOC6040496|XP_001849882.1|CQUI
OG0004065	LOC115758714|XP_030555357.1|DNOV	LOC6040492|XP_038117152.1|CQUI
OG0004066	LOC115764227|XP_030563005.1|DNOV	LOC6040491|XP_001849877.1|CQUI
OG0004067	LOC115768751|XP_030569299.1|DNOV	LOC6040490|XP_001849876.2|CQUI
OG0004068	LOC115770940|XP_030572260.1|DNOV	LOC6040480|XP_001849866.2|CQUI
OG0004069	LOC115770931|XP_030572248.1|DNOV	LOC6040481|XP_038116172.1|CQUI
OG0004070	LOC115767150|XP_030567181.1|DNOV	LOC6039007|XP_001848689.1|CQUI
OG0004071	LOC115770439|XP_030571573.1|DNOV	LOC6040507|XP_001849893.2|CQUI
OG0004072	LOC115770332|XP_030571430.1|DNOV	LOC6039004|XP_038119621.1|CQUI
OG0004073	LOC115768169|XP_030568527.1|DNOV	LOC6039000|XP_001848682.1|CQUI
OG0004074	LOC115761527|XP_030559162.1|DNOV	LOC6038990|XP_038118652.1|CQUI
OG0004075	LOC115764573|XP_030563571.1|DNOV	LOC6038984|XP_038119533.1|CQUI
OG0004076	LOC115764572|XP_030563563.1|DNOV	LOC6044757|XP_038116312.1|CQUI
OG0004077	LOC115759870|XP_030556840.1|DNOV	LOC6044741|XP_038118752.1|CQUI
OG0004078	LOC115765728|XP_030565251.1|DNOV	LOC6044734|XP_001862197.1|CQUI
OG0004079	LOC115764341|XP_030563154.1|DNOV	LOC6046837|XP_038121016.1|CQUI
OG0004080	LOC115760822|XP_030558204.1|DNOV	LOC6032209|XP_001842849.1|CQUI
OG0004081	LOC115758120|XP_030554536.1|DNOV	LOC6032216|XP_038121566.1|CQUI
OG0004082	LOC115766737|XP_030566560.1|DNOV	LOC119770633|XP_038121816.1|CQUI
OG0004083	LOC115764847|XP_030563958.1|DNOV	LOC6032224|XP_001842863.1|CQUI
OG0004084	LOC115771424|XP_030572985.1|DNOV	LOC6032232|XP_038122391.1|CQUI
OG0004085	LOC115765701|XP_030565221.1|DNOV	LOC6047985|XP_038114781.1|CQUI
OG0004086	LOC115765018|XP_030564231.1|DNOV	LOC6038138|XP_038120984.1|CQUI
OG0004087	LOC115768873|XP_030569440.1|DNOV	LOC6033024|XP_001843527.2|CQUI
OG0004088	LOC115772005|XP_030573797.1|DNOV	LOC6033048|XP_038121895.1|CQUI
OG0004089	LOC115764382|XP_030563205.1|DNOV	LOC6033056|XP_038120971.1|CQUI
OG0004090	LOC115770635|XP_030571840.1|DNOV	LOC6054337|XP_038114862.1|CQUI
OG0004091	LOC115764827|XP_030563936.1|DNOV	LOC6046351|XP_001863568.2|CQUI
OG0004092	LOC115767575|XP_030567721.1|DNOV	LOC6052288|XP_038121121.1|CQUI
OG0004094	LOC115769060|XP_030569634.1|DNOV	LOC6039438|XP_038119393.1|CQUI
OG0004095	LOC115767933|XP_030568166.1|DNOV	LOC6048703|XP_001865581.2|CQUI
OG0004096	LOC115765020|XP_030564233.1|DNOV	LOC6048708|XP_001865580.2|CQUI
OG0004097	LOC115767956|XP_030568209.1|DNOV	LOC6047986|XP_038114935.1|CQUI
OG0004098	LOC115770236|XP_030571300.1|DNOV, LOC115760222|XP_030557686.1|DNOV	LOC6047987|XP_038114933.1|CQUI
OG0004099	LOC115763886|XP_030562523.1|DNOV	LOC6046054|XP_038120594.1|CQUI, LOC6036617|XP_038108721.1|CQUI, LOC6048031|XP_038121817.1|CQUI
OG0004100	LOC115763718|XP_030562270.1|DNOV	LOC6053060|XP_038121254.1|CQUI
OG0004101	LOC115763799|XP_030562403.1|DNOV	LOC6051676|XP_038118839.1|CQUI
OG0004102	LOC115763908|XP_030562574.1|DNOV	LOC6048766|XP_038118938.1|CQUI
OG0004103	LOC115765790|XP_030565335.1|DNOV	LOC6048761|XP_038121267.1|CQUI
OG0004104	LOC115761529|XP_030559160.1|DNOV	LOC6048763|XP_038118682.1|CQUI
OG0004105	LOC115771399|XP_030572949.1|DNOV	LOC6046232|XP_001863460.1|CQUI
OG0004106	LOC115771527|XP_030573125.1|DNOV	LOC119770856|XP_038122370.1|CQUI, LOC6046240|XP_038118814.1|CQUI
OG0004107	LOC115770972|XP_030572296.1|DNOV	LOC6046239|XP_038118812.1|CQUI, LOC119770857|XP_038122389.1|CQUI
OG0004108	LOC115766260|XP_030565979.1|DNOV, LOC115766051|XP_030565691.1|DNOV	LOC6053487|XP_001869558.2|CQUI
OG0004109	LOC115770637|XP_030571844.1|DNOV	LOC6049909|XP_001866588.2|CQUI
OG0004110	LOC115771450|XP_030573024.1|DNOV	LOC6041938|XP_001851128.1|CQUI
OG0004111	LOC115763899|XP_030562542.1|DNOV	LOC6041928|XP_038115770.1|CQUI
OG0004112	LOC115770758|XP_030572031.1|DNOV	LOC6045490|XP_038115043.1|CQUI
OG0004113	LOC115768295|XP_030568700.1|DNOV	LOC6041791|XP_038119064.1|CQUI
OG0004114	LOC115768580|XP_030569084.1|DNOV	LOC119769384|XP_038117388.1|CQUI
OG0004115	LOC115768586|XP_030569092.1|DNOV	LOC6053164|XP_038114991.1|CQUI
OG0004116	LOC115763826|XP_030562439.1|DNOV	LOC6050623|XP_038121897.1|CQUI
OG0004117	LOC115758870|XP_030555522.1|DNOV	LOC6050661|XP_038120714.1|CQUI
OG0004118	LOC115767493|XP_030567661.1|DNOV	LOC6043255|XP_001857982.2|CQUI
OG0004119	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV	LOC6034967|XP_001845223.1|CQUI
OG0004120	LOC115766200|XP_030565910.1|DNOV	LOC6034974|XP_038116395.1|CQUI
OG0004121	LOC115766980|XP_030566936.1|DNOV	LOC119766073|XP_038106381.1|CQUI, LOC6054578|XP_038119913.1|CQUI
OG0004122	LOC115766253|XP_030565973.1|DNOV, LOC115766073|XP_030565738.1|DNOV	LOC6039381|XP_001848990.2|CQUI
OG0004123	LOC115765690|XP_030565208.1|DNOV	LOC6039406|XP_038115414.1|CQUI
OG0004124	LOC115767394|XP_030567518.1|DNOV	LOC6041802|XP_038116435.1|CQUI
OG0004125	LOC115761237|XP_030558791.1|DNOV	LOC6032252|XP_001842889.1|CQUI
OG0004126	LOC115761333|XP_030558926.1|DNOV	LOC6032253|XP_038121019.1|CQUI
OG0004127	LOC115763357|XP_030561742.1|DNOV	LOC119769827|XP_038119446.1|CQUI
OG0004128	LOC115759526|XP_030556335.1|DNOV	LOC6035003|XP_001845248.2|CQUI
OG0004129	LOC115761122|XP_030558619.1|DNOV	LOC6035017|XP_038119404.1|CQUI
OG0004130	LOC115766488|XP_030566310.1|DNOV, LOC115766489|XP_030566312.1|DNOV	LOC6048694|XP_038118319.1|CQUI
OG0004131	LOC115770731|XP_030571993.1|DNOV	LOC6038151|XP_001847985.2|CQUI
OG0004132	LOC115769773|XP_030570598.1|DNOV	LOC6038147|XP_038116639.1|CQUI
OG0004133	LOC115760297|XP_030557444.1|DNOV	LOC6043883|XP_001861472.1|CQUI
OG0004134	LOC115760405|XP_030557572.1|DNOV	LOC6043890|XP_038116402.1|CQUI
OG0004135	LOC115770647|XP_030571868.1|DNOV	LOC6049547|XP_038120776.1|CQUI
OG0004136	LOC115763856|XP_030562491.1|DNOV	LOC6041234|XP_038116026.1|CQUI
OG0004137	LOC115760921|XP_030558355.1|DNOV	LOC6041206|XP_001850500.2|CQUI
OG0004138	LOC115762934|XP_030561175.1|DNOV	LOC6041198|XP_001850492.1|CQUI
OG0004139	LOC115768065|XP_030568375.1|DNOV	LOC6041197|XP_001850491.2|CQUI
OG0004140	LOC115768982|XP_030569557.1|DNOV	LOC6049603|XP_038121325.1|CQUI
OG0004141	LOC115757909|XP_030554224.1|DNOV	LOC6050607|XP_038121998.1|CQUI
OG0004142	LOC115767326|XP_030567429.1|DNOV	LOC119769965|XP_038119821.1|CQUI
OG0004143	LOC115764673|XP_030563720.1|DNOV	LOC6047728|XP_001864747.2|CQUI
OG0004144	LOC115759778|XP_030556704.1|DNOV	LOC6052571|XP_038119946.1|CQUI
OG0004145	LOC115770991|XP_030572343.1|DNOV	LOC6052241|XP_001868539.2|CQUI
OG0004146	LOC115770720|XP_030571978.1|DNOV	LOC6052243|XP_038116152.1|CQUI
OG0004147	LOC115763606|XP_030562094.1|DNOV	LOC119769801|XP_038119380.1|CQUI
OG0004148	LOC115761502|XP_030559129.1|DNOV	LOC6049617|XP_038115589.1|CQUI
OG0004149	LOC115763731|XP_030562288.1|DNOV	LOC119768692|XP_038115202.1|CQUI
OG0004150	LOC115761773|XP_030559563.1|DNOV	LOC6045145|XP_001862545.1|CQUI
OG0004151	LOC115772087|XP_030573905.1|DNOV	LOC6050764|XP_038117838.1|CQUI
OG0004152	LOC115767944|XP_030568183.1|DNOV	LOC6042039|XP_038119959.1|CQUI
OG0004153	LOC115764443|XP_030563359.1|DNOV	LOC6049383|XP_001866158.2|CQUI
OG0004154	LOC115762624|XP_030560784.1|DNOV	LOC6049389|XP_038116134.1|CQUI
OG0004155	LOC115761645|XP_030559339.1|DNOV	LOC6036924|XP_001846901.2|CQUI
OG0004156	LOC115766214|XP_030565925.1|DNOV	LOC6036926|XP_001846898.2|CQUI
OG0004157	LOC115766416|XP_030566197.1|DNOV	LOC6053540|XP_001869607.2|CQUI
OG0004158	LOC115770352|XP_030571450.1|DNOV	LOC6046282|XP_038121893.1|CQUI
OG0004159	LOC115759625|XP_030556470.1|DNOV	LOC6046284|XP_001863510.2|CQUI
OG0004160	LOC115767659|XP_030567807.1|DNOV	LOC6046285|XP_001863511.2|CQUI
OG0004161	LOC115766096|XP_030565765.1|DNOV	LOC6039822|XP_038117664.1|CQUI
OG0004162	LOC115770660|XP_030571886.1|DNOV	LOC6039811|XP_038121742.1|CQUI
OG0004163	LOC115766165|XP_030565868.1|DNOV	LOC119770783|XP_038122198.1|CQUI
OG0004164	LOC115764844|XP_030563952.1|DNOV	LOC6049252|XP_038116717.1|CQUI
OG0004165	LOC115772060|XP_030573867.1|DNOV	LOC6050142|XP_038120929.1|CQUI
OG0004166	LOC115762601|XP_030560756.1|DNOV	LOC6051606|XP_001868025.2|CQUI
OG0004167	LOC115763700|XP_030562249.1|DNOV	LOC6051959|XP_001868300.2|CQUI
OG0004168	LOC115761975|XP_030559878.1|DNOV	LOC6043764|XP_038116584.1|CQUI
OG0004169	LOC115767192|XP_030567243.1|DNOV	LOC6043781|XP_001861382.2|CQUI
OG0004171	LOC115768609|XP_030569123.1|DNOV	LOC6045790|XP_038118640.1|CQUI
OG0004172	LOC115765251|XP_030564585.1|DNOV	LOC6048628|XP_038116374.1|CQUI
OG0004173	LOC115767456|XP_030567617.1|DNOV	LOC6039717|XP_001849271.2|CQUI
OG0004174	LOC115764559|XP_030563540.1|DNOV	LOC6039714|XP_038118028.1|CQUI
OG0004175	LOC115758161|XP_030554560.1|DNOV	LOC6039706|XP_001849262.2|CQUI
OG0004176	LOC115767158|XP_030567193.1|DNOV	LOC6039685|XP_001849250.2|CQUI
OG0004177	LOC115766150|XP_030565847.1|DNOV	LOC6042974|XP_038122228.1|CQUI
OG0004178	LOC115767937|XP_030568169.1|DNOV	LOC6042957|XP_038115866.1|CQUI
OG0004179	LOC115768486|XP_030568929.1|DNOV	LOC119770456|XP_038121340.1|CQUI, LOC6032506|XP_038116206.1|CQUI
OG0004180	LOC115763751|XP_030562316.1|DNOV	LOC6032526|XP_038116286.1|CQUI
OG0004181	LOC115764606|XP_030563609.1|DNOV	LOC6032550|XP_001843129.2|CQUI
OG0004182	LOC115771252|XP_030572716.1|DNOV	LOC119768655|XP_038114975.1|CQUI, LOC6053956|XP_038115731.1|CQUI
OG0004183	LOC115771141|XP_030572571.1|DNOV	LOC6050274|XP_038118401.1|CQUI
OG0004184	LOC115762733|XP_030560927.1|DNOV	LOC6042562|XP_038118462.1|CQUI
OG0004185	LOC115758859|XP_030555507.1|DNOV	LOC6042561|XP_038116122.1|CQUI
OG0004186	LOC115768864|XP_030569428.1|DNOV	LOC6042560|XP_038118730.1|CQUI, LOC119768977|XP_038116769.1|CQUI
OG0004187	LOC115763848|XP_030562477.1|DNOV	LOC6042546|XP_001852007.2|CQUI
OG0004188	LOC115766244|XP_030565967.1|DNOV, LOC115766054|XP_030565692.1|DNOV	LOC6047146|XP_038116604.1|CQUI
OG0004189	LOC115766240|XP_030565962.1|DNOV, LOC115766055|XP_030565696.1|DNOV	LOC6047145|XP_001864241.2|CQUI
OG0004190	LOC115761755|XP_030559518.1|DNOV	LOC6047140|XP_038117805.1|CQUI
OG0004191	LOC115761758|XP_030559523.1|DNOV	LOC6054662|XP_038120423.1|CQUI
