Orthogroup	DNOV.longest_only	DMAU.longest_only
OG0003442	LOC115761814|XP_030559625.1|DNOV	LOC117145369|XP_033166883.1|DMAU
OG0003443	LOC115769817|XP_030570645.1|DNOV	LOC117141241|XP_033160494.1|DMAU
OG0003444	LOC115770283|XP_030571375.1|DNOV	LOC117141503|XP_033160880.1|DMAU
OG0003445	LOC115768699|XP_030569244.1|DNOV	LOC117148808|XP_033172343.1|DMAU
OG0003446	LOC115768110|XP_030568474.1|DNOV	LOC117146858|XP_033169322.1|DMAU
OG0003447	LOC115766797|XP_030566681.1|DNOV	LOC117146263|XP_033168125.1|DMAU
OG0003448	LOC115764006|XP_030562686.1|DNOV	LOC117144069|XP_033164970.1|DMAU
OG0003449	LOC115764872|XP_030564011.1|DNOV	LOC117144226|XP_033165181.1|DMAU
OG0003450	LOC115761401|XP_030559019.1|DNOV	LOC117145551|XP_033167139.1|DMAU
OG0003451	LOC115770928|XP_030572245.1|DNOV	LOC117142672|XP_033162696.1|DMAU
OG0003452	LOC115770768|XP_030572038.1|DNOV	LOC117144164|XP_033165090.1|DMAU
OG0003453	LOC115769371|XP_030570015.1|DNOV	LOC117139769|XP_033158256.1|DMAU
OG0003454	LOC115763368|XP_030561757.1|DNOV	LOC117144873|XP_033166176.1|DMAU
OG0003455	LOC115761928|XP_030559819.1|DNOV	LOC117144025|XP_033164874.1|DMAU
OG0003456	LOC115760823|XP_030558206.1|DNOV	LOC117138679|XP_033156823.1|DMAU
OG0003457	LOC115763780|XP_030562360.1|DNOV	LOC117145481|XP_033167049.1|DMAU
OG0003458	LOC115767929|XP_030568159.1|DNOV	LOC117145397|XP_033166923.1|DMAU
OG0003459	LOC115770625|XP_030571828.1|DNOV	LOC117145936|XP_033167704.1|DMAU
OG0003460	LOC115771729|XP_030573414.1|DNOV	LOC117145675|XP_033167300.1|DMAU
OG0003461	LOC115761802|XP_030559605.1|DNOV	LOC117142519|XP_033162450.1|DMAU
OG0003462	LOC115769574|XP_030570298.1|DNOV	LOC117139815|XP_033158337.1|DMAU
OG0003463	LOC115759483|XP_030556277.1|DNOV	LOC117143500|XP_033164111.1|DMAU
OG0003464	LOC115771708|XP_030573387.1|DNOV	LOC117143770|XP_033164489.1|DMAU
OG0003465	LOC115764873|XP_030564012.1|DNOV	LOC117144228|XP_033165184.1|DMAU
OG0003466	LOC115761560|XP_030559204.1|DNOV	LOC117144112|XP_033165023.1|DMAU
OG0003467	LOC115771778|XP_030573497.1|DNOV	LOC117145972|XP_033167768.1|DMAU
OG0003468	LOC115771726|XP_030573410.1|DNOV	LOC117145785|XP_033167455.1|DMAU
OG0003469	LOC115759463|XP_030556257.1|DNOV	LOC117142548|XP_033162489.1|DMAU
OG0003470	LOC115764745|XP_030563821.1|DNOV	LOC117144296|XP_033165292.1|DMAU
OG0003471	LOC115759764|XP_030556679.1|DNOV	LOC117150905|XP_033173941.1|DMAU
OG0003472	LOC115763419|XP_030561837.1|DNOV	LOC117150180|XP_033172905.1|DMAU
OG0003473	LOC115760117|XP_030557172.1|DNOV	LOC117144600|XP_033165785.1|DMAU
OG0003474	LOC115771944|XP_030573703.1|DNOV	LOC117144220|XP_033165164.1|DMAU
OG0003475	LOC115757734|XP_030553979.1|DNOV	LOC117144056|XP_033164954.1|DMAU
OG0003476	LOC115767950|XP_030568189.1|DNOV	LOC117146277|XP_033168163.1|DMAU
OG0003477	LOC115766088|XP_030565758.1|DNOV	LOC117142748|XP_033162817.1|DMAU
OG0003478	LOC115764866|XP_030564004.1|DNOV	LOC117145310|XP_033166794.1|DMAU
OG0003479	LOC115761981|XP_030559888.1|DNOV	LOC117142442|XP_033162296.1|DMAU
OG0003480	LOC115764128|XP_030562858.1|DNOV	LOC117144617|XP_033165802.1|DMAU
OG0003481	LOC115764185|XP_030562932.1|DNOV	LOC117145109|XP_033166520.1|DMAU
OG0003482	LOC115764034|XP_030562730.1|DNOV	LOC117144699|XP_033165914.1|DMAU
OG0003483	LOC115764196|XP_030562943.1|DNOV	LOC117143508|XP_033164121.1|DMAU
OG0003484	LOC115771791|XP_030573521.1|DNOV	LOC117144638|XP_033165825.1|DMAU
OG0003485	LOC115761625|XP_030559315.1|DNOV	LOC117144563|XP_033165699.1|DMAU
OG0003486	LOC115761470|XP_030559097.1|DNOV	LOC117144948|XP_033166294.1|DMAU
OG0003487	LOC115764043|XP_030562743.1|DNOV	LOC117145733|XP_033167384.1|DMAU
OG0003488	LOC115764864|XP_030564001.1|DNOV	LOC117142936|XP_033163139.1|DMAU
OG0003489	LOC115761899|XP_030559769.1|DNOV	LOC117142417|XP_033162261.1|DMAU
OG0003490	LOC115761863|XP_030559715.1|DNOV	LOC117143583|XP_033164222.1|DMAU
OG0003491	LOC115764743|XP_030563819.1|DNOV	LOC117144615|XP_033165800.1|DMAU
OG0003492	LOC115764156|XP_030562892.1|DNOV	LOC117142666|XP_033162689.1|DMAU
OG0003493	LOC115771749|XP_030573455.1|DNOV	LOC117144350|XP_033165354.1|DMAU
OG0003494	LOC115766085|XP_030565754.1|DNOV	LOC117142617|XP_033162593.1|DMAU
OG0003495	LOC115759956|XP_030556959.1|DNOV	LOC117150960|XP_033174030.1|DMAU
OG0003496	LOC115761216|XP_030558766.1|DNOV	LOC117144239|XP_033165200.1|DMAU
OG0003497	LOC115757695|XP_030553898.1|DNOV	LOC117143579|XP_033164217.1|DMAU
OG0003498	LOC115760366|XP_030557514.1|DNOV	LOC117141680|XP_033161167.1|DMAU
OG0003499	LOC115761884|XP_030559746.1|DNOV	LOC117143465|XP_033164067.1|DMAU
OG0003500	LOC115763548|XP_030562025.1|DNOV	LOC117142621|XP_033162603.1|DMAU
OG0003501	LOC115761651|XP_030559351.1|DNOV	LOC117143132|XP_033163514.1|DMAU
OG0003502	LOC115771929|XP_030573687.1|DNOV	LOC117145570|XP_033167166.1|DMAU
OG0003503	LOC115771851|XP_030573593.1|DNOV	LOC117142618|XP_033162594.1|DMAU
OG0003504	LOC115765046|XP_030564279.1|DNOV	LOC117143278|XP_033163748.1|DMAU
OG0003505	LOC115764052|XP_030562754.1|DNOV	LOC117144791|XP_033166059.1|DMAU
OG0003506	LOC115764736|XP_030563810.1|DNOV	LOC117143855|XP_033164608.1|DMAU
OG0003507	LOC115761481|XP_030559108.1|DNOV	LOC117144475|XP_033165538.1|DMAU
OG0003508	LOC115769645|XP_030570415.1|DNOV	LOC117139444|XP_033157640.1|DMAU
OG0003509	LOC115761191|XP_030558722.1|DNOV	LOC117143189|XP_033163616.1|DMAU
OG0003510	LOC115764605|XP_030563607.1|DNOV	LOC117142276|XP_033162047.1|DMAU
OG0003511	LOC115764623|XP_030563646.1|DNOV	LOC117142596|XP_033162562.1|DMAU
OG0003512	LOC115772105|XP_030573930.1|DNOV	LOC117145175|XP_033166615.1|DMAU
OG0003513	LOC115771800|XP_030573530.1|DNOV	LOC117143474|XP_033164079.1|DMAU
OG0003514	LOC115764896|XP_030564047.1|DNOV	LOC117144924|XP_033166266.1|DMAU
OG0003515	LOC115757970|XP_030554311.1|DNOV	LOC117135767|XP_033152124.1|DMAU
OG0003516	LOC115761419|XP_030559036.1|DNOV	LOC117143211|XP_033163648.1|DMAU
OG0003517	LOC115765631|XP_030565142.1|DNOV	LOC117144469|XP_033165525.1|DMAU
OG0003518	LOC115765615|XP_030565126.1|DNOV	LOC117144991|XP_033166353.1|DMAU
OG0003519	LOC115769392|XP_030570048.1|DNOV	LOC117139094|XP_033157113.1|DMAU
OG0003520	LOC115769713|XP_030570502.1|DNOV	LOC117141020|XP_033160185.1|DMAU
OG0003521	LOC115769408|XP_030570070.1|DNOV	LOC117142074|XP_033161844.1|DMAU
OG0003522	LOC115770431|XP_030571561.1|DNOV	LOC117137485|XP_033154855.1|DMAU
OG0003523	LOC115759748|XP_030556647.1|DNOV	LOC117150957|XP_033174027.1|DMAU
OG0003524	LOC115766866|XP_030566787.1|DNOV	LOC117148943|XP_033172559.1|DMAU
OG0003525	LOC115762511|XP_030560614.1|DNOV	LOC117136094|XP_033152664.1|DMAU
OG0003526	LOC115767913|XP_030568143.1|DNOV	LOC117143473|XP_033164078.1|DMAU
OG0003527	LOC115762480|XP_030560570.1|DNOV	LOC117136653|XP_033153540.1|DMAU
OG0003529	LOC115763930|XP_030562581.1|DNOV	LOC117135222|XP_033151229.1|DMAU
OG0003530	LOC115771120|XP_030572544.1|DNOV	LOC117139308|XP_033157443.1|DMAU
OG0003531	LOC115770021|XP_030570937.1|DNOV	LOC117145649|XP_033167269.1|DMAU
OG0003532	LOC115769570|XP_030570286.1|DNOV	LOC117141885|XP_033161470.1|DMAU
OG0003533	LOC115771098|XP_030572517.1|DNOV	LOC117140062|XP_033158698.1|DMAU
OG0003534	LOC115769785|XP_030570613.1|DNOV	LOC117140772|XP_033159747.1|DMAU
OG0003535	LOC115769965|XP_030570875.1|DNOV	LOC117141761|XP_033161278.1|DMAU
OG0003536	LOC115757960|XP_030554300.1|DNOV	LOC117138163|XP_033155934.1|DMAU
OG0003537	LOC115760865|XP_030558279.1|DNOV	LOC117136751|XP_033153674.1|DMAU
OG0003538	LOC115760843|XP_030558247.1|DNOV	LOC117136641|XP_033153524.1|DMAU
OG0003539	LOC115760833|XP_030558225.1|DNOV	LOC117136085|XP_033152649.1|DMAU
OG0003540	LOC115770783|XP_030572063.1|DNOV	LOC117139745|XP_033158196.1|DMAU
OG0003541	LOC115763971|XP_030562632.1|DNOV	LOC117142348|XP_033162158.1|DMAU
OG0003542	LOC115758371|XP_030554826.1|DNOV	LOC117138651|XP_033156769.1|DMAU
OG0003543	LOC115767017|XP_030567002.1|DNOV	LOC117148408|XP_033171667.1|DMAU
OG0003544	LOC115769321|XP_030569915.1|DNOV	LOC117140660|XP_033159595.1|DMAU
OG0003545	LOC115770099|XP_030571071.1|DNOV	LOC117140480|XP_033159321.1|DMAU
OG0003546	LOC115771493|XP_030573077.1|DNOV	LOC117139402|XP_033157561.1|DMAU
OG0003547	LOC115760557|XP_030557822.1|DNOV	LOC117138635|XP_033156738.1|DMAU
OG0003548	LOC115762470|XP_030560547.1|DNOV	LOC117137921|XP_033155560.1|DMAU
OG0003549	LOC115762471|XP_030560550.1|DNOV	LOC117136774|XP_033153713.1|DMAU
OG0003550	LOC115761080|XP_030558559.1|DNOV	LOC117138451|XP_033156465.1|DMAU
OG0003551	LOC115761132|XP_030558652.1|DNOV	LOC117136858|XP_033153848.1|DMAU
OG0003552	LOC115762258|XP_030560273.1|DNOV	LOC117138128|XP_033155884.1|DMAU
OG0003553	LOC115761955|XP_030559857.1|DNOV	LOC117136931|XP_033153963.1|DMAU
OG0003554	LOC115765803|XP_030565367.1|DNOV	LOC117141345|XP_033160639.1|DMAU
OG0003555	LOC115769366|XP_030570008.1|DNOV	LOC117141269|XP_033160530.1|DMAU
OG0003556	LOC115762707|XP_030560890.1|DNOV	LOC117139805|XP_033158319.1|DMAU
OG0003557	LOC115762729|XP_030560923.1|DNOV	LOC117139811|XP_033158332.1|DMAU
OG0003558	LOC115766919|XP_030566860.1|DNOV	LOC117139001|XP_033156980.1|DMAU
OG0003559	LOC115770976|XP_030572300.1|DNOV	LOC117139282|XP_033157400.1|DMAU
OG0003560	LOC115769812|XP_030570641.1|DNOV	LOC117141098|XP_033160305.1|DMAU
OG0003561	LOC115762219|XP_030560213.1|DNOV	LOC117137628|XP_033155050.1|DMAU
OG0003562	LOC115762282|XP_030560306.1|DNOV	LOC117136791|XP_033153738.1|DMAU
OG0003563	LOC115763996|XP_030562675.1|DNOV	LOC117143110|XP_033163483.1|DMAU
OG0003564	LOC115771248|XP_030572709.1|DNOV	LOC117140348|XP_033159089.1|DMAU
OG0003565	LOC115766960|XP_030566908.1|DNOV	LOC117140241|XP_033158934.1|DMAU
OG0003566	LOC115764220|XP_030562991.1|DNOV	LOC117143040|XP_033163368.1|DMAU
OG0003567	LOC115760605|XP_030557908.1|DNOV	LOC117136326|XP_033153071.1|DMAU
OG0003568	LOC115762166|XP_030560143.1|DNOV	LOC117135565|XP_033151763.1|DMAU
OG0003569	LOC115769947|XP_030570852.1|DNOV	LOC117140136|XP_033158793.1|DMAU
OG0003570	LOC115760786|XP_030558141.1|DNOV	LOC117138581|XP_033156647.1|DMAU
OG0003571	LOC115766964|XP_030566911.1|DNOV	LOC117140695|XP_033159648.1|DMAU
OG0003572	LOC115762306|XP_030560332.1|DNOV	LOC117136604|XP_033153478.1|DMAU
OG0003573	LOC115758289|XP_030554714.1|DNOV	LOC117135820|XP_033152219.1|DMAU
OG0003574	LOC115771259|XP_030572733.1|DNOV	LOC117139243|XP_033157344.1|DMAU
OG0003575	LOC115762756|XP_030560957.1|DNOV	LOC117139962|XP_033158552.1|DMAU
OG0003576	LOC115771169|XP_030572611.1|DNOV	LOC117140662|XP_033159597.1|DMAU
OG0003577	LOC115769692|XP_030570475.1|DNOV	LOC117141880|XP_033161460.1|DMAU
OG0003578	LOC115762736|XP_030560929.1|DNOV	LOC117141076|XP_033160265.1|DMAU
OG0003579	LOC115763917|XP_030562576.1|DNOV	LOC117135883|XP_033152320.1|DMAU
OG0003580	LOC115767427|XP_030567565.1|DNOV	LOC117135424|XP_033151470.1|DMAU
OG0003581	LOC115762812|XP_030561036.1|DNOV	LOC117142111|XP_033161898.1|DMAU
OG0003582	LOC115770038|XP_030570964.1|DNOV	LOC117141725|XP_033161234.1|DMAU
OG0003583	LOC115765044|XP_030564281.1|DNOV	LOC117136213|XP_033152872.1|DMAU
OG0003584	LOC115760831|XP_030558218.1|DNOV	LOC117138464|XP_033156481.1|DMAU
OG0003585	LOC115768348|XP_030568775.1|DNOV	LOC117140161|XP_033158825.1|DMAU
OG0003586	LOC115766759|XP_030566601.1|DNOV	LOC117146302|XP_033168229.1|DMAU
OG0003587	LOC115758563|XP_030555132.1|DNOV	LOC117150925|XP_033173981.1|DMAU
OG0003588	LOC115759508|XP_030556308.1|DNOV	LOC117142982|XP_033163224.1|DMAU
OG0003589	LOC115761060|XP_030558538.1|DNOV	LOC117137034|XP_033154130.1|DMAU
OG0003590	LOC115769649|XP_030570422.1|DNOV, LOC115769650|XP_030570423.1|DNOV	LOC117139448|XP_033157646.1|DMAU
OG0003591	LOC115769977|XP_030570896.1|DNOV	LOC117140063|XP_033158699.1|DMAU
OG0003592	LOC115770398|XP_030571510.1|DNOV	LOC117141015|XP_033160166.1|DMAU
OG0003593	LOC115766443|XP_030566294.1|DNOV	LOC117140261|XP_033158957.1|DMAU
OG0003594	LOC115771285|XP_030572767.1|DNOV	LOC117141670|XP_033161156.1|DMAU
OG0003595	LOC115762450|XP_030560512.1|DNOV	LOC117136953|XP_033153993.1|DMAU
OG0003596	LOC115770377|XP_030571524.1|DNOV	LOC117136176|XP_033152809.1|DMAU
OG0003597	LOC115757952|XP_030554288.1|DNOV	LOC117138160|XP_033155928.1|DMAU
OG0003598	LOC115762710|XP_030560895.1|DNOV	LOC117140815|XP_033159811.1|DMAU
OG0003599	LOC115767439|XP_030567594.1|DNOV	LOC117136408|XP_033153203.1|DMAU
OG0003600	LOC115771073|XP_030572485.1|DNOV	LOC117139737|XP_033158169.1|DMAU
OG0003601	LOC115761067|XP_030558544.1|DNOV	LOC117137461|XP_033154796.1|DMAU
OG0003602	LOC115762117|XP_030560081.1|DNOV	LOC117136417|XP_033153217.1|DMAU
OG0003603	LOC115767127|XP_030567149.1|DNOV	LOC117141200|XP_033160442.1|DMAU
OG0003604	LOC115762974|XP_030561212.1|DNOV	LOC117151026|XP_033174126.1|DMAU
OG0003605	LOC115764795|XP_030563899.1|DNOV	LOC117144415|XP_033165447.1|DMAU
OG0003606	LOC115761120|XP_030558621.1|DNOV	LOC117136285|XP_033153011.1|DMAU
OG0003607	LOC115760562|XP_030557827.1|DNOV	LOC117135889|XP_033152327.1|DMAU
OG0003608	LOC115769390|XP_030570045.1|DNOV	LOC117141184|XP_033160413.1|DMAU
OG0003609	LOC115762033|XP_030559959.1|DNOV	LOC117136807|XP_033153763.1|DMAU
OG0003610	LOC115766108|XP_030565792.1|DNOV	LOC117140294|XP_033159022.1|DMAU
OG0003611	LOC115762557|XP_030560695.1|DNOV	LOC117140918|XP_033159993.1|DMAU
OG0003612	LOC115762289|XP_030560314.1|DNOV	LOC117137947|XP_033155600.1|DMAU
OG0003613	LOC115761225|XP_030558778.1|DNOV	LOC117136657|XP_033153549.1|DMAU
OG0003614	LOC115761234|XP_030558790.1|DNOV	LOC117136658|XP_033153550.1|DMAU
OG0003615	LOC115760766|XP_030558111.1|DNOV	LOC117138550|XP_033156600.1|DMAU
OG0003616	LOC115762374|XP_030560414.1|DNOV	LOC117135998|XP_033152504.1|DMAU
OG0003617	LOC115762502|XP_030560600.1|DNOV	LOC117135870|XP_033152296.1|DMAU
OG0003618	LOC115762501|XP_030560599.1|DNOV	LOC117135869|XP_033152294.1|DMAU
OG0003619	LOC115771079|XP_030572494.1|DNOV	LOC117135690|XP_033151983.1|DMAU
OG0003620	LOC115764303|XP_030563102.1|DNOV	LOC117137359|XP_033154651.1|DMAU
OG0003621	LOC115762941|XP_030561184.1|DNOV	LOC117139730|XP_033158158.1|DMAU
OG0003622	LOC115762940|XP_030561181.1|DNOV	LOC117139728|XP_033158155.1|DMAU
OG0003623	LOC115760438|XP_030557614.1|DNOV, LOC115764487|XP_030563435.1|DNOV	LOC117135943|XP_033152415.1|DMAU
OG0003624	LOC115762452|XP_030560515.1|DNOV	LOC117138406|XP_033156375.1|DMAU
OG0003625	LOC115762401|XP_030560446.1|DNOV	LOC117136655|XP_033153546.1|DMAU
OG0003626	LOC115760719|XP_030558047.1|DNOV	LOC117137849|XP_033155448.1|DMAU
OG0003627	LOC115759692|XP_030556549.1|DNOV	LOC117136634|XP_033153516.1|DMAU
OG0003628	LOC115762204|XP_030560188.1|DNOV	LOC117137927|XP_033155569.1|DMAU
OG0003629	LOC115760802|XP_030558161.1|DNOV	LOC117136465|XP_033153287.1|DMAU
OG0003630	LOC115760516|XP_030557745.1|DNOV	LOC117136186|XP_033152822.1|DMAU
OG0003631	LOC115771388|XP_030572933.1|DNOV	LOC117139397|XP_033157555.1|DMAU
OG0003632	LOC115771147|XP_030572578.1|DNOV	LOC117140373|XP_033159129.1|DMAU
OG0003633	LOC115762137|XP_030560107.1|DNOV	LOC117137763|XP_033155273.1|DMAU
OG0003634	LOC115771126|XP_030572552.1|DNOV	LOC117140633|XP_033159549.1|DMAU
OG0003635	LOC115769596|XP_030570342.1|DNOV	LOC117140176|XP_033158842.1|DMAU
OG0003636	LOC115760844|XP_030558249.1|DNOV	LOC117136534|XP_033153374.1|DMAU
OG0003637	LOC115760504|XP_030557723.1|DNOV	LOC117138308|XP_033156203.1|DMAU
OG0003638	LOC115768338|XP_030568765.1|DNOV	LOC117139443|XP_033157638.1|DMAU
OG0003639	LOC115758969|XP_030555631.1|DNOV	LOC117139987|XP_033158588.1|DMAU
OG0003640	LOC115760613|XP_030557922.1|DNOV	LOC117135435|XP_033151490.1|DMAU
OG0003641	LOC115761079|XP_030558558.1|DNOV	LOC117137833|XP_033155413.1|DMAU
OG0003642	LOC115765025|XP_030564248.1|DNOV	LOC117137992|XP_033155668.1|DMAU
OG0003643	LOC115758377|XP_030554840.1|DNOV	LOC117137363|XP_033154655.1|DMAU
OG0003644	LOC115760829|XP_030558214.1|DNOV	LOC117136368|XP_033153140.1|DMAU
OG0003645	LOC115771467|XP_030573050.1|DNOV	LOC117139162|XP_033157212.1|DMAU
OG0003646	LOC115769403|XP_030570066.1|DNOV	LOC117140647|XP_033159578.1|DMAU
OG0003647	LOC115771469|XP_030573052.1|DNOV	LOC117141897|XP_033161489.1|DMAU
OG0003648	LOC115758515|XP_030555067.1|DNOV	LOC117139010|XP_033156998.1|DMAU
OG0003649	LOC115760384|XP_030557538.1|DNOV	LOC117143206|XP_033163642.1|DMAU
OG0003650	LOC115767348|XP_030567458.1|DNOV	LOC117147374|XP_033170134.1|DMAU
OG0003651	LOC115761315|XP_030558906.1|DNOV	LOC117142775|XP_033162854.1|DMAU
OG0003652	LOC115770180|XP_030571201.1|DNOV	LOC117141422|XP_033160742.1|DMAU
OG0003653	LOC115769265|XP_030569838.1|DNOV	LOC117141156|XP_033160386.1|DMAU
OG0003654	LOC115762921|XP_030561162.1|DNOV	LOC117142038|XP_033161799.1|DMAU
OG0003655	LOC115769164|XP_030569722.1|DNOV	LOC117136530|XP_033153406.1|DMAU
OG0003656	LOC115770363|XP_030571466.1|DNOV	LOC117139384|XP_033157536.1|DMAU
OG0003657	LOC115769911|XP_030570793.1|DNOV	LOC117141125|XP_033160340.1|DMAU
OG0003658	LOC115761575|XP_030559221.1|DNOV	LOC117145358|XP_033166871.1|DMAU
OG0003659	LOC115770051|XP_030570995.1|DNOV	LOC117141165|XP_033160393.1|DMAU
OG0003660	LOC115768090|XP_030568426.1|DNOV	LOC117141631|XP_033161062.1|DMAU
OG0003661	LOC115771277|XP_030572757.1|DNOV	LOC117139788|XP_033158293.1|DMAU
OG0003662	LOC115767692|XP_030567849.1|DNOV	LOC117139971|XP_033158563.1|DMAU
OG0003663	LOC115769814|XP_030570643.1|DNOV	LOC117141881|XP_033161463.1|DMAU
OG0003664	LOC115769887|XP_030570758.1|DNOV	LOC117141396|XP_033160704.1|DMAU
OG0003665	LOC115767370|XP_030567525.1|DNOV	LOC117137714|XP_033155178.1|DMAU
OG0003666	LOC115759426|XP_030556188.1|DNOV	LOC117138093|XP_033155834.1|DMAU
OG0003667	LOC115766961|XP_030566909.1|DNOV	LOC117140855|XP_033159873.1|DMAU
OG0003668	LOC115761009|XP_030558484.1|DNOV	LOC117135549|XP_033151734.1|DMAU
OG0003669	LOC115760873|XP_030558294.1|DNOV	LOC117137700|XP_033155160.1|DMAU
OG0003670	LOC115760871|XP_030558290.1|DNOV	LOC117137698|XP_033155159.1|DMAU
OG0003671	LOC115761083|XP_030558563.1|DNOV	LOC117135537|XP_033151707.1|DMAU
OG0003672	LOC115764808|XP_030563916.1|DNOV	LOC117144253|XP_033165223.1|DMAU
OG0003673	LOC115762035|XP_030559961.1|DNOV	LOC117136278|XP_033153001.1|DMAU
OG0003674	LOC115760565|XP_030557832.1|DNOV	LOC117137734|XP_033155205.1|DMAU
OG0003675	LOC115757800|XP_030554118.1|DNOV	LOC117137591|XP_033154993.1|DMAU
OG0003676	LOC115772109|XP_030553828.1|DNOV	LOC117137588|XP_033154987.1|DMAU
OG0003677	LOC115760347|XP_030557488.1|DNOV	LOC117139409|XP_033157577.1|DMAU
OG0003678	LOC115770203|XP_030571255.1|DNOV	LOC117139601|XP_033157923.1|DMAU
OG0003679	LOC115770204|XP_030571256.1|DNOV	LOC117141005|XP_033160151.1|DMAU
OG0003680	LOC115760561|XP_030557826.1|DNOV	LOC117135888|XP_033152326.1|DMAU
OG0003681	LOC115762174|XP_030560153.1|DNOV	LOC117136622|XP_033153501.1|DMAU
OG0003682	LOC115771738|XP_030573425.1|DNOV	LOC117145166|XP_033166605.1|DMAU
OG0003683	LOC115761110|XP_030558598.1|DNOV	LOC117135758|XP_033152107.1|DMAU
OG0003684	LOC115769615|XP_030570373.1|DNOV	LOC117141572|XP_033160976.1|DMAU
OG0003685	LOC115771186|XP_030572639.1|DNOV	LOC117140061|XP_033158695.1|DMAU
OG0003686	LOC115760671|XP_030557997.1|DNOV	LOC117135656|XP_033151930.1|DMAU
OG0003687	LOC115760978|XP_030558441.1|DNOV	LOC117135774|XP_033152134.1|DMAU
OG0003688	LOC115762146|XP_030560118.1|DNOV	LOC117135993|XP_033152499.1|DMAU
OG0003689	LOC115770224|XP_030571285.1|DNOV	LOC117140506|XP_033159366.1|DMAU
OG0003690	LOC115769668|XP_030570441.1|DNOV	LOC117140764|XP_033159738.1|DMAU
OG0003691	LOC115769735|XP_030570530.1|DNOV	LOC117141290|XP_033160557.1|DMAU
OG0003692	LOC115762505|XP_030560605.1|DNOV	LOC117135506|XP_033151628.1|DMAU
OG0003693	LOC115762766|XP_030560970.1|DNOV	LOC117141769|XP_033161291.1|DMAU
OG0003694	LOC115762612|XP_030560768.1|DNOV	LOC117139675|XP_033158043.1|DMAU
OG0003695	LOC115770953|XP_030572279.1|DNOV	LOC117139831|XP_033158363.1|DMAU
OG0003696	LOC115760254|XP_030557378.1|DNOV	LOC117136265|XP_033152977.1|DMAU
OG0003697	LOC115771058|XP_030572473.1|DNOV	LOC117137871|XP_033155486.1|DMAU
OG0003698	LOC115769468|XP_030570142.1|DNOV	LOC117142076|XP_033161846.1|DMAU
OG0003699	LOC115764721|XP_030563788.1|DNOV	LOC117135697|XP_033151993.1|DMAU
OG0003700	LOC115762057|XP_030559998.1|DNOV	LOC117138057|XP_033155768.1|DMAU
OG0003701	LOC115760101|XP_030557150.1|DNOV	LOC117150365|XP_033173116.1|DMAU
OG0003702	LOC115770084|XP_030571054.1|DNOV	LOC117142129|XP_033161924.1|DMAU
OG0003703	LOC115771021|XP_030572401.1|DNOV	LOC117139844|XP_033158381.1|DMAU
OG0003704	LOC115771074|XP_030572486.1|DNOV	LOC117139832|XP_033158364.1|DMAU
OG0003705	LOC115764841|XP_030563953.1|DNOV	LOC117138420|XP_033156411.1|DMAU
OG0003706	LOC115769850|XP_030570687.1|DNOV	LOC117140928|XP_033160014.1|DMAU
OG0003707	LOC115769835|XP_030570669.1|DNOV	LOC117140922|XP_033160005.1|DMAU
OG0003708	LOC115762755|XP_030560956.1|DNOV	LOC117140535|XP_033159414.1|DMAU
OG0003709	LOC115760852|XP_030558263.1|DNOV	LOC117138282|XP_033156142.1|DMAU
OG0003710	LOC115760851|XP_030558262.1|DNOV	LOC117137047|XP_033154146.1|DMAU
OG0003711	LOC115771554|XP_030573160.1|DNOV	LOC117140092|XP_033158739.1|DMAU
OG0003712	LOC115763287|XP_030561636.1|DNOV	LOC117135499|XP_033151612.1|DMAU
OG0003713	LOC115758392|XP_030554866.1|DNOV	LOC117135832|XP_033152233.1|DMAU
OG0003714	LOC115758387|XP_030554851.1|DNOV	LOC117135830|XP_033152231.1|DMAU
OG0003715	LOC115767126|XP_030567147.1|DNOV	LOC117141201|XP_033160444.1|DMAU
OG0003716	LOC115769776|XP_030570601.1|DNOV	LOC117141748|XP_033161262.1|DMAU
OG0003717	LOC115769972|XP_030570884.1|DNOV	LOC117139024|XP_033157013.1|DMAU
OG0003718	LOC115762948|XP_030561194.1|DNOV	LOC117139088|XP_033157097.1|DMAU
OG0003719	LOC115770081|XP_030571050.1|DNOV	LOC117139760|XP_033158218.1|DMAU
OG0003720	LOC115765401|XP_030564796.1|DNOV	LOC117146742|XP_033169089.1|DMAU
OG0003721	LOC115762195|XP_030560177.1|DNOV	LOC117135997|XP_033152503.1|DMAU
OG0003722	LOC115770999|XP_030572359.1|DNOV	LOC117139307|XP_033157441.1|DMAU
OG0003723	LOC115769673|XP_030570448.1|DNOV	LOC117141578|XP_033160981.1|DMAU
OG0003724	LOC115769712|XP_030570501.1|DNOV	LOC117140183|XP_033158850.1|DMAU
OG0003725	LOC115770540|XP_030571704.1|DNOV	LOC117140637|XP_033159555.1|DMAU
OG0003726	LOC115769919|XP_030570804.1|DNOV	LOC117139624|XP_033157969.1|DMAU
OG0003727	LOC115769398|XP_030570059.1|DNOV	LOC117139499|XP_033157718.1|DMAU
OG0003728	LOC115770806|XP_030572089.1|DNOV	LOC117142740|XP_033162802.1|DMAU
OG0003730	LOC115771557|XP_030573162.1|DNOV	LOC117140152|XP_033158814.1|DMAU
OG0003731	LOC115762945|XP_030561190.1|DNOV	LOC117140383|XP_033159140.1|DMAU
OG0003732	LOC115770023|XP_030570938.1|DNOV	LOC117139872|XP_033158420.1|DMAU
OG0003733	LOC115771291|XP_030572774.1|DNOV	LOC117139658|XP_033158013.1|DMAU
