Orthogroup	DNOV.longest_only	AAEG.longest_only
OG0004011	LOC115763171|XP_030561485.1|DNOV	LOC5575573|XP_001662051.2|AAEG
OG0004012	LOC115772102|XP_030573927.1|DNOV	LOC5575560|XP_021703498.1|AAEG
OG0004013	LOC115769260|XP_030569830.1|DNOV	LOC5566981|XP_021703518.1|AAEG
OG0004014	LOC115770187|XP_030571208.1|DNOV	LOC5566973|XP_001651394.2|AAEG
OG0004015	LOC115758443|XP_030554963.1|DNOV	LOC5566986|XP_001651391.2|AAEG
OG0004016	LOC115763962|XP_030562620.1|DNOV	LOC5568000|XP_021703527.1|AAEG
OG0004017	LOC115765903|XP_030565506.1|DNOV	LOC5568007|XP_001657813.1|AAEG
OG0004018	LOC115762490|XP_030560586.1|DNOV	LOC5568003|XP_001657811.1|AAEG
OG0004019	LOC115759779|XP_030556706.1|DNOV	LOC5572061|XP_001653827.1|AAEG
OG0004020	LOC115758863|XP_030555512.1|DNOV	LOC5565854|XP_001650201.1|AAEG
OG0004021	LOC115759023|XP_030555695.1|DNOV	LOC5565832|XP_001650202.1|AAEG
OG0004022	LOC115758402|XP_030554909.1|DNOV	LOC5565846|XP_001650206.1|AAEG
OG0004023	LOC115767424|XP_030567560.1|DNOV	LOC5565831|XP_021703615.1|AAEG
OG0004024	LOC115760042|XP_030557070.1|DNOV	LOC5565862|XP_021703629.1|AAEG
OG0004025	LOC115760072|XP_030557111.1|DNOV	LOC5573443|XP_001654613.1|AAEG
OG0004026	LOC115759037|XP_030555719.1|DNOV	LOC5573444|XP_021703673.1|AAEG
OG0004027	LOC115764448|XP_030563317.1|DNOV	LOC5569805|XP_001653020.2|AAEG, LOC5569811|XP_001653029.1|AAEG
OG0004028	LOC115763494|XP_030561946.1|DNOV	LOC5575523|XP_001662027.2|AAEG
OG0004029	LOC115763413|XP_030561825.1|DNOV	LOC5575522|XP_021703720.1|AAEG
OG0004030	LOC115758024|XP_030554393.1|DNOV	LOC5564922|XP_001649283.2|AAEG
OG0004031	LOC115759252|XP_030556013.1|DNOV	LOC5564940|XP_021703761.1|AAEG
OG0004032	LOC115763610|XP_030562098.1|DNOV	LOC5570853|XP_021703771.1|AAEG
OG0004033	LOC115763586|XP_030562065.1|DNOV	LOC5570858|XP_001653364.2|AAEG
OG0004034	LOC115766011|XP_030565643.1|DNOV	LOC5565916|XP_001650272.2|AAEG
OG0004035	LOC115758395|XP_030554888.1|DNOV	LOC5565892|XP_001650264.1|AAEG
OG0004036	LOC115763138|XP_030561442.1|DNOV	LOC5565901|XP_001650262.2|AAEG
OG0004037	LOC115758858|XP_030555506.1|DNOV	LOC5565894|XP_021703833.1|AAEG
OG0004038	LOC115765911|XP_030565517.1|DNOV	LOC5565923|XP_001650245.1|AAEG
OG0004039	LOC115759955|XP_030556958.1|DNOV	LOC5569703|XP_001658690.2|AAEG
OG0004040	LOC115759544|XP_030556362.1|DNOV	LOC5569717|XP_021703878.1|AAEG
OG0004041	LOC115765274|XP_030564624.1|DNOV	LOC5569718|XP_001658707.2|AAEG
OG0004042	LOC115771066|XP_030572478.1|DNOV	LOC5568190|XP_001652129.1|AAEG
OG0004043	LOC115760093|XP_030557137.1|DNOV	LOC5568194|XP_001652133.2|AAEG
OG0004044	LOC115768816|XP_030569374.1|DNOV	LOC5568080|XP_021703990.1|AAEG, LOC110680421|XP_021711911.1|AAEG
OG0004045	LOC115763023|XP_030561281.1|DNOV	LOC5568078|XP_001652015.1|AAEG
OG0004046	LOC115765843|XP_030565429.1|DNOV	LOC5568069|XP_001652009.2|AAEG
OG0004047	LOC115759836|XP_030556789.1|DNOV	LOC5568071|XP_001652005.2|AAEG, LOC110680527|XP_021712016.1|AAEG
OG0004048	LOC115768560|XP_030569034.1|DNOV	LOC5568072|XP_021703998.1|AAEG
OG0004049	LOC115758952|XP_030555611.1|DNOV	LOC5567336|XP_001651760.1|AAEG
OG0004050	LOC115759797|XP_030556738.1|DNOV	LOC110677250|XP_021704051.1|AAEG
OG0004051	LOC115758536|XP_030555089.1|DNOV	LOC5569754|XP_021704088.1|AAEG
OG0004052	LOC115766816|XP_030566711.1|DNOV	LOC5568566|XP_021705802.1|AAEG
OG0004053	LOC115762252|XP_030560264.1|DNOV	LOC5568564|XP_001652392.1|AAEG
OG0004054	LOC115767719|XP_030567884.1|DNOV	LOC5568561|XP_001652388.2|AAEG
OG0004055	LOC115761830|XP_030559632.1|DNOV	LOC5563804|XP_001648087.1|AAEG
OG0004056	LOC115764772|XP_030563872.1|DNOV	LOC110678315|XP_021706704.1|AAEG
OG0004057	LOC115769089|XP_030569663.1|DNOV	LOC5567857|XP_001651894.1|AAEG
OG0004058	LOC115769349|XP_030569976.1|DNOV	LOC5570311|XP_001653134.2|AAEG
OG0004059	LOC115763835|XP_030562454.1|DNOV	LOC5570317|XP_001653143.2|AAEG
OG0004060	LOC115765776|XP_030565308.1|DNOV	LOC5571892|XP_001653802.1|AAEG
OG0004061	LOC115766869|XP_030566789.1|DNOV	LOC110680828|XP_021712307.1|AAEG, LOC5571896|XP_021711085.1|AAEG
OG0004062	LOC115767661|XP_030567809.1|DNOV	LOC5571900|XP_021708280.1|AAEG
OG0004063	LOC115766392|XP_030566164.1|DNOV	LOC5570208|XP_001658980.2|AAEG
OG0004064	LOC115771407|XP_030572967.1|DNOV	LOC5570203|XP_021704586.1|AAEG
OG0004065	LOC115758714|XP_030555357.1|DNOV	LOC5570214|XP_021708074.1|AAEG
OG0004066	LOC115764227|XP_030563005.1|DNOV	LOC5570206|XP_001658991.1|AAEG
OG0004067	LOC115768751|XP_030569299.1|DNOV	LOC5570202|XP_001658992.1|AAEG
OG0004068	LOC115770940|XP_030572260.1|DNOV	LOC110678426|XP_021706975.1|AAEG, LOC110680232|XP_021711738.1|AAEG
OG0004069	LOC115770931|XP_030572248.1|DNOV	LOC110680236|XP_021711743.1|AAEG, LOC5570227|XP_021708396.1|AAEG
OG0004070	LOC115767150|XP_030567181.1|DNOV	LOC5572846|XP_001660602.1|AAEG
OG0004071	LOC115770439|XP_030571573.1|DNOV	LOC5572847|XP_001660604.1|AAEG
OG0004072	LOC115770332|XP_030571430.1|DNOV	LOC5572842|XP_021705818.1|AAEG
OG0004073	LOC115768169|XP_030568527.1|DNOV	LOC5564312|XP_001648677.1|AAEG
OG0004074	LOC115761527|XP_030559162.1|DNOV	LOC5564297|XP_001648670.1|AAEG
OG0004075	LOC115764573|XP_030563571.1|DNOV	LOC5564325|XP_021704706.1|AAEG
OG0004076	LOC115764572|XP_030563563.1|DNOV	LOC5570142|XP_021706308.1|AAEG
OG0004077	LOC115759870|XP_030556840.1|DNOV	LOC5570127|XP_021706331.1|AAEG
OG0004078	LOC115765728|XP_030565251.1|DNOV	LOC5568065|XP_001651996.1|AAEG
OG0004079	LOC115764341|XP_030563154.1|DNOV	LOC5568041|XP_001651974.1|AAEG
OG0004080	LOC115760822|XP_030558204.1|DNOV	LOC5575105|XP_001661827.1|AAEG
OG0004081	LOC115758120|XP_030554536.1|DNOV	LOC5575101|XP_021705926.1|AAEG
OG0004082	LOC115766737|XP_030566560.1|DNOV	LOC23687533|XP_011493503.2|AAEG
OG0004083	LOC115764847|XP_030563958.1|DNOV	LOC5572242|XP_001653925.1|AAEG
OG0004084	LOC115771424|XP_030572985.1|DNOV	LOC5572241|XP_021707226.1|AAEG
OG0004085	LOC115765701|XP_030565221.1|DNOV	LOC5576657|XP_001656191.2|AAEG
OG0004086	LOC115765018|XP_030564231.1|DNOV	LOC5578570|XP_021708287.1|AAEG
OG0004087	LOC115768873|XP_030569440.1|DNOV	LOC5577436|XP_001663363.1|AAEG
OG0004088	LOC115772005|XP_030573797.1|DNOV	LOC5571136|XP_001659576.1|AAEG
OG0004089	LOC115764382|XP_030563205.1|DNOV	LOC5571132|XP_001659572.2|AAEG
OG0004090	LOC115770635|XP_030571840.1|DNOV	LOC110681362|XP_021712802.1|AAEG, LOC5567375|XP_021706973.1|AAEG
OG0004091	LOC115764827|XP_030563936.1|DNOV	LOC5574405|XP_001655112.1|AAEG
OG0004092	LOC115767575|XP_030567721.1|DNOV	LOC110680883|XP_021712365.1|AAEG, LOC5580263|XP_021710443.1|AAEG
OG0004094	LOC115769060|XP_030569634.1|DNOV	LOC5576941|XP_001663023.1|AAEG
OG0004095	LOC115767933|XP_030568166.1|DNOV	LOC5568149|XP_001652095.1|AAEG
OG0004096	LOC115765020|XP_030564233.1|DNOV	LOC5568148|XP_021704321.1|AAEG
OG0004097	LOC115767956|XP_030568209.1|DNOV	LOC5575637|XP_021706343.1|AAEG
OG0004098	LOC115770236|XP_030571300.1|DNOV, LOC115760222|XP_030557686.1|DNOV	LOC5575638|XP_001655783.1|AAEG
OG0004099	LOC115763886|XP_030562523.1|DNOV	LOC23687777|XP_021710575.1|AAEG
OG0004100	LOC115763718|XP_030562270.1|DNOV	LOC5570074|XP_001653060.2|AAEG
OG0004101	LOC115763799|XP_030562403.1|DNOV	LOC5570075|XP_021704728.1|AAEG
OG0004102	LOC115763908|XP_030562574.1|DNOV	LOC110677897|XP_021705464.1|AAEG
OG0004103	LOC115765790|XP_030565335.1|DNOV	LOC5570080|XP_001653066.1|AAEG
OG0004104	LOC115761529|XP_030559160.1|DNOV	LOC5570081|XP_021706073.1|AAEG
OG0004105	LOC115771399|XP_030572949.1|DNOV	LOC110680567|XP_021712044.1|AAEG, LOC5574518|XP_021708213.1|AAEG
OG0004106	LOC115771527|XP_030573125.1|DNOV	LOC5573981|XP_001655002.2|AAEG
OG0004107	LOC115770972|XP_030572296.1|DNOV	LOC5573984|XP_001655003.1|AAEG
OG0004108	LOC115766260|XP_030565979.1|DNOV, LOC115766051|XP_030565691.1|DNOV	LOC5573965|XP_001655006.1|AAEG
OG0004109	LOC115770637|XP_030571844.1|DNOV	LOC5573966|XP_001655011.1|AAEG
OG0004110	LOC115771450|XP_030573024.1|DNOV	LOC5573974|XP_001655016.1|AAEG
OG0004111	LOC115763899|XP_030562542.1|DNOV	LOC5573976|XP_001655018.1|AAEG
OG0004112	LOC115770758|XP_030572031.1|DNOV	LOC5566869|XP_001651296.1|AAEG, LOC5566575|XP_021706046.1|AAEG
OG0004113	LOC115768295|XP_030568700.1|DNOV	LOC5566563|XP_021704187.1|AAEG
OG0004114	LOC115768580|XP_030569084.1|DNOV	LOC5566570|XP_001650959.1|AAEG
OG0004115	LOC115768586|XP_030569092.1|DNOV	LOC110681174|XP_021712640.1|AAEG, LOC5566567|XP_021704593.1|AAEG
OG0004116	LOC115763826|XP_030562439.1|DNOV	LOC5564521|XP_021710988.1|AAEG
OG0004117	LOC115758870|XP_030555522.1|DNOV	LOC5578740|XP_021705140.1|AAEG
OG0004118	LOC115767493|XP_030567661.1|DNOV	LOC5573337|XP_001660824.1|AAEG
OG0004119	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV	LOC5567547|XP_001657521.1|AAEG
OG0004120	LOC115766200|XP_030565910.1|DNOV	LOC110679441|XP_021709713.1|AAEG
OG0004121	LOC115766980|XP_030566936.1|DNOV	LOC110680219|XP_021711725.1|AAEG, LOC5568792|XP_001658157.2|AAEG
OG0004122	LOC115766253|XP_030565973.1|DNOV, LOC115766073|XP_030565738.1|DNOV	LOC5567386|XP_021708202.1|AAEG
OG0004123	LOC115765690|XP_030565208.1|DNOV	LOC5576834|XP_021708342.1|AAEG
OG0004124	LOC115767394|XP_030567518.1|DNOV	LOC5578019|XP_021707647.1|AAEG
OG0004125	LOC115761237|XP_030558791.1|DNOV	LOC5577996|XP_001656734.1|AAEG
OG0004126	LOC115761333|XP_030558926.1|DNOV	LOC5577995|XP_021709960.1|AAEG
OG0004127	LOC115763357|XP_030561742.1|DNOV	LOC5565979|XP_021705544.1|AAEG
OG0004128	LOC115759526|XP_030556335.1|DNOV	LOC5577451|XP_001663377.1|AAEG
OG0004129	LOC115761122|XP_030558619.1|DNOV	LOC5579176|XP_021710519.1|AAEG
OG0004130	LOC115766488|XP_030566310.1|DNOV, LOC115766489|XP_030566312.1|DNOV	LOC5564275|XP_021705228.1|AAEG
OG0004131	LOC115770731|XP_030571993.1|DNOV	LOC5566157|XP_001650538.2|AAEG
OG0004132	LOC115769773|XP_030570598.1|DNOV	LOC5566156|XP_021708264.1|AAEG
OG0004133	LOC115760297|XP_030557444.1|DNOV	LOC5566155|XP_021706247.1|AAEG
OG0004134	LOC115760405|XP_030557572.1|DNOV	LOC5566678|XP_021707190.1|AAEG
OG0004135	LOC115770647|XP_030571868.1|DNOV	LOC5579293|XP_021711565.1|AAEG
OG0004136	LOC115763856|XP_030562491.1|DNOV	LOC5568849|XP_021705190.1|AAEG
OG0004137	LOC115760921|XP_030558355.1|DNOV	LOC5575031|XP_021710049.1|AAEG
OG0004138	LOC115762934|XP_030561175.1|DNOV	LOC5570968|XP_001659432.1|AAEG
OG0004139	LOC115768065|XP_030568375.1|DNOV	LOC5570967|XP_001659433.2|AAEG
OG0004140	LOC115768982|XP_030569557.1|DNOV	LOC5573549|XP_001654684.1|AAEG
OG0004141	LOC115757909|XP_030554224.1|DNOV	LOC5576331|XP_021711252.1|AAEG
OG0004142	LOC115767326|XP_030567429.1|DNOV	LOC5563635|XP_021705224.1|AAEG
OG0004143	LOC115764673|XP_030563720.1|DNOV	LOC5563654|XP_001647884.1|AAEG
OG0004144	LOC115759778|XP_030556704.1|DNOV	LOC5575009|XP_001661752.1|AAEG
OG0004145	LOC115770991|XP_030572343.1|DNOV	LOC5575013|XP_021707018.1|AAEG
OG0004146	LOC115770720|XP_030571978.1|DNOV	LOC5570148|XP_001658950.2|AAEG
OG0004147	LOC115763606|XP_030562094.1|DNOV	LOC110678601|XP_021707392.1|AAEG, LOC5564857|XP_001649219.1|AAEG
OG0004148	LOC115761502|XP_030559129.1|DNOV	LOC5576785|XP_021704579.1|AAEG
OG0004149	LOC115763731|XP_030562288.1|DNOV	LOC110678682|XP_021707580.1|AAEG
OG0004150	LOC115761773|XP_030559563.1|DNOV	LOC5575408|XP_001661928.2|AAEG
OG0004151	LOC115772087|XP_030573905.1|DNOV	LOC110681018|XP_021712472.1|AAEG, LOC5574820|XP_021710923.1|AAEG
OG0004152	LOC115767944|XP_030568183.1|DNOV	LOC5567059|XP_021707475.1|AAEG
OG0004153	LOC115764443|XP_030563359.1|DNOV	LOC5566935|XP_001651349.2|AAEG
OG0004154	LOC115762624|XP_030560784.1|DNOV	LOC5566936|XP_001651351.1|AAEG
OG0004155	LOC115761645|XP_030559339.1|DNOV	LOC5564347|XP_021705904.1|AAEG
OG0004156	LOC115766214|XP_030565925.1|DNOV	LOC5564356|XP_001648702.2|AAEG
OG0004157	LOC115766416|XP_030566197.1|DNOV	LOC5564352|XP_001648705.1|AAEG
OG0004158	LOC115770352|XP_030571450.1|DNOV	LOC110681135|XP_021712601.1|AAEG, LOC5566890|XP_021706408.1|AAEG
OG0004159	LOC115759625|XP_030556470.1|DNOV	LOC110681134|XP_021712600.1|AAEG, LOC5566844|XP_001651262.1|AAEG
OG0004160	LOC115767659|XP_030567807.1|DNOV	LOC110681137|XP_021712602.1|AAEG, LOC5566879|XP_001651261.1|AAEG
OG0004161	LOC115766096|XP_030565765.1|DNOV	LOC5575301|XP_021709548.1|AAEG
OG0004162	LOC115770660|XP_030571886.1|DNOV	LOC5572563|XP_001654078.2|AAEG
OG0004163	LOC115766165|XP_030565868.1|DNOV	LOC5572570|XP_021704577.1|AAEG
OG0004164	LOC115764844|XP_030563952.1|DNOV	LOC5577087|XP_021706999.1|AAEG
OG0004165	LOC115772060|XP_030573867.1|DNOV	LOC5575775|XP_001662199.1|AAEG
OG0004166	LOC115762601|XP_030560756.1|DNOV	LOC110680827|XP_021712306.1|AAEG, LOC5576273|XP_001662562.1|AAEG
OG0004167	LOC115763700|XP_030562249.1|DNOV	LOC5569283|XP_001652819.2|AAEG
OG0004168	LOC115761975|XP_030559878.1|DNOV	LOC5580142|XP_021704229.1|AAEG
OG0004169	LOC115767192|XP_030567243.1|DNOV	LOC110681292|XP_021712745.1|AAEG, LOC110677894|XP_021705420.1|AAEG
OG0004170	LOC115758552|XP_030555109.1|DNOV, LOC115767079|XP_030567083.1|DNOV	LOC5576101|XP_021709845.1|AAEG
OG0004171	LOC115768609|XP_030569123.1|DNOV	LOC5576096|XP_021704208.1|AAEG
OG0004172	LOC115765251|XP_030564585.1|DNOV	LOC5573800|XP_021704200.1|AAEG
OG0004173	LOC115767456|XP_030567617.1|DNOV	LOC5571075|XP_021704199.1|AAEG
OG0004174	LOC115764559|XP_030563540.1|DNOV	LOC5571073|XP_021705600.1|AAEG
OG0004175	LOC115758161|XP_030554560.1|DNOV	LOC5571069|XP_021711674.1|AAEG
OG0004176	LOC115767158|XP_030567193.1|DNOV	LOC5571059|XP_001659495.1|AAEG
OG0004177	LOC115766150|XP_030565847.1|DNOV	LOC5575615|XP_021709477.1|AAEG
OG0004178	LOC115767937|XP_030568169.1|DNOV	LOC23687700|XP_021707715.1|AAEG
OG0004179	LOC115768486|XP_030568929.1|DNOV	LOC5567259|XP_021706629.1|AAEG
OG0004180	LOC115763751|XP_030562316.1|DNOV	LOC5574666|XP_021711097.1|AAEG
OG0004181	LOC115764606|XP_030563609.1|DNOV	LOC23687827|XP_021707711.1|AAEG
OG0004182	LOC115771252|XP_030572716.1|DNOV	LOC5567586|XP_021709422.1|AAEG
OG0004183	LOC115771141|XP_030572571.1|DNOV	LOC5574876|XP_021705871.1|AAEG
OG0004184	LOC115762733|XP_030560927.1|DNOV	LOC5568503|XP_001652323.1|AAEG
OG0004185	LOC115758859|XP_030555507.1|DNOV	LOC5568500|XP_021710070.1|AAEG
OG0004186	LOC115768864|XP_030569428.1|DNOV	LOC5568499|XP_001652327.1|AAEG
OG0004187	LOC115763848|XP_030562477.1|DNOV	LOC5568509|XP_001652333.2|AAEG
OG0004188	LOC115766244|XP_030565967.1|DNOV, LOC115766054|XP_030565692.1|DNOV	LOC5575998|XP_021709796.1|AAEG
OG0004189	LOC115766240|XP_030565962.1|DNOV, LOC115766055|XP_030565696.1|DNOV	LOC5575997|XP_001655962.2|AAEG
OG0004190	LOC115761755|XP_030559518.1|DNOV	LOC5575992|XP_021705688.1|AAEG
OG0004191	LOC115761758|XP_030559523.1|DNOV	LOC5575991|XP_001655946.2|AAEG
OG0004192	LOC115765640|XP_030565158.1|DNOV	LOC5565476|XP_021705041.1|AAEG
OG0004193	LOC115768615|XP_030569131.1|DNOV	LOC5575719|XP_021705862.1|AAEG
OG0004194	LOC115765739|XP_030565263.1|DNOV	LOC110681154|XP_021712613.1|AAEG, LOC110678343|XP_021706789.1|AAEG
OG0004195	LOC115767962|XP_030568221.1|DNOV	LOC5568218|XP_021708416.1|AAEG
OG0004196	LOC115764964|XP_030564149.1|DNOV	LOC5568215|XP_021711241.1|AAEG
OG0004197	LOC115767879|XP_030568101.1|DNOV	LOC5568212|XP_001652143.1|AAEG, LOC110677770|XP_021704846.1|AAEG
OG0004198	LOC115765766|XP_030565292.1|DNOV	LOC5572967|XP_001654296.1|AAEG
OG0004199	LOC115770915|XP_030572223.1|DNOV	LOC5567598|XP_021711623.1|AAEG
OG0004200	LOC115761453|XP_030559083.1|DNOV	LOC5569649|XP_001652910.1|AAEG
OG0004201	LOC115761230|XP_030558782.1|DNOV	LOC5569648|XP_001652911.1|AAEG
OG0004202	LOC115771877|XP_030573621.1|DNOV	LOC5569650|XP_001652913.1|AAEG, LOC110681464|XP_021712915.1|AAEG
OG0004203	LOC115770697|XP_030571953.1|DNOV	LOC5569653|XP_021712919.1|AAEG, LOC110674001|XP_021709106.1|AAEG
OG0004204	LOC115771398|XP_030572947.1|DNOV	LOC5569658|XP_021706639.1|AAEG
OG0004205	LOC115770469|XP_030571607.1|DNOV	LOC5564180|XP_001648494.1|AAEG
OG0004206	LOC115763710|XP_030562264.1|DNOV	LOC5564157|XP_021709566.1|AAEG
OG0004207	LOC115763712|XP_030562265.1|DNOV	LOC5564160|XP_021706244.1|AAEG
OG0004208	LOC115767888|XP_030568114.1|DNOV	LOC5564181|XP_001648503.2|AAEG
OG0004209	LOC115761960|XP_030559859.1|DNOV	LOC5564172|XP_011493224.1|AAEG
OG0004210	LOC115764138|XP_030562872.1|DNOV	LOC5572320|XP_001653995.1|AAEG, LOC110680761|XP_021712241.1|AAEG
OG0004211	LOC115758486|XP_030555024.1|DNOV	LOC110681056|XP_021712512.1|AAEG, LOC5573888|XP_021705984.1|AAEG
OG0004212	LOC115770694|XP_030571947.1|DNOV	LOC5575808|XP_021708196.1|AAEG
OG0004213	LOC115770662|XP_030571889.1|DNOV	LOC5578459|XP_001656981.1|AAEG
OG0004214	LOC115765261|XP_030564605.1|DNOV	LOC5578445|XP_001656966.1|AAEG
OG0004215	LOC115757835|XP_030554127.1|DNOV	LOC110678926|XP_021708267.1|AAEG, LOC5563974|XP_001648285.1|AAEG
OG0004216	LOC115770331|XP_030571429.1|DNOV	LOC110677901|XP_021705502.1|AAEG, LOC5574128|XP_021712285.1|AAEG
OG0004217	LOC115769789|XP_030570616.1|DNOV	LOC110680817|XP_021712284.1|AAEG, LOC5574130|XP_001661200.1|AAEG
OG0004218	LOC115770780|XP_030572060.1|DNOV	LOC5579953|XP_001652244.1|AAEG
OG0004219	LOC115759553|XP_030556375.1|DNOV	LOC5578893|XP_001664104.1|AAEG
OG0004220	LOC115770825|XP_030572107.1|DNOV	LOC110673999|XP_021706910.1|AAEG, LOC5568671|XP_021712478.1|AAEG
OG0004221	LOC115770924|XP_030572242.1|DNOV	LOC5570877|XP_001659396.1|AAEG
OG0004222	LOC115770907|XP_030572210.1|DNOV	LOC5570888|XP_001659399.2|AAEG
OG0004223	LOC115761949|XP_030559846.1|DNOV	LOC110680787|XP_021712266.1|AAEG, LOC5570891|XP_021709761.1|AAEG
OG0004224	LOC115759401|XP_030556147.1|DNOV	LOC5577812|XP_021710701.1|AAEG
OG0004225	LOC115767865|XP_030568084.1|DNOV	LOC5577814|XP_021710704.1|AAEG
OG0004226	LOC115770643|XP_030571862.1|DNOV	LOC5567156|XP_021708629.1|AAEG
OG0004227	LOC115770856|XP_030572153.1|DNOV	LOC5567150|XP_021708808.1|AAEG
OG0004228	LOC115770732|XP_030571997.1|DNOV	LOC5567167|XP_001651576.2|AAEG
OG0004230	LOC115766469|XP_030566271.1|DNOV	LOC5573606|XP_001654740.2|AAEG
OG0004231	LOC115762773|XP_030560983.1|DNOV	LOC5573595|XP_021704945.1|AAEG
OG0004232	LOC115762777|XP_030560986.1|DNOV	LOC5573593|XP_021707465.1|AAEG
OG0004233	LOC115762776|XP_030560985.1|DNOV	LOC5573592|XP_001654726.1|AAEG
OG0004234	LOC115762902|XP_030561138.1|DNOV	LOC5573583|XP_021704844.1|AAEG
OG0004235	LOC115764316|XP_030563115.1|DNOV	LOC5573580|XP_001654714.2|AAEG
OG0004236	LOC115764727|XP_030563796.1|DNOV	LOC110678282|XP_021706609.1|AAEG
OG0004237	LOC115761511|XP_030559140.1|DNOV	LOC5577221|XP_001656324.2|AAEG
OG0004238	LOC115765775|XP_030565307.1|DNOV	LOC5577325|XP_001656402.1|AAEG
OG0004239	LOC115770684|XP_030571930.1|DNOV	LOC5577326|XP_001656403.1|AAEG
OG0004240	LOC115763649|XP_030562176.1|DNOV	LOC110681333|XP_021712777.1|AAEG, LOC5577334|XP_021710798.1|AAEG
OG0004241	LOC115770847|XP_030572142.1|DNOV	LOC5577338|XP_001656415.1|AAEG
OG0004242	LOC115766125|XP_030565807.1|DNOV	LOC5577340|XP_001656417.2|AAEG
OG0004243	LOC115771180|XP_030572625.1|DNOV	LOC5577344|XP_001656421.2|AAEG
OG0004244	LOC115765680|XP_030565199.1|DNOV	LOC5577345|XP_001656422.2|AAEG
OG0004245	LOC115769865|XP_030570723.1|DNOV	LOC5577346|XP_021707110.1|AAEG
OG0004246	LOC115766411|XP_030566194.1|DNOV	LOC5577362|XP_021704241.1|AAEG
OG0004247	LOC115767992|XP_030568254.1|DNOV	LOC5577367|XP_001656447.1|AAEG
OG0004248	LOC115757904|XP_030554214.1|DNOV	LOC5577372|XP_021711575.1|AAEG
OG0004249	LOC115768093|XP_030568437.1|DNOV	LOC5568851|XP_001652563.1|AAEG
OG0004250	LOC115763505|XP_030561962.1|DNOV	LOC5568848|XP_021706755.1|AAEG
OG0004251	LOC115766420|XP_030566202.1|DNOV	LOC5568854|XP_021710481.1|AAEG
OG0004252	LOC115766227|XP_030565946.1|DNOV	LOC5568859|XP_021709655.1|AAEG
OG0004253	LOC115759647|XP_030556496.1|DNOV	LOC5566950|XP_021707806.1|AAEG
OG0004254	LOC115768316|XP_030568725.1|DNOV	LOC5575050|XP_021707421.1|AAEG
OG0004255	LOC115759218|XP_030555970.1|DNOV	LOC110680332|XP_021711847.1|AAEG, LOC5575047|XP_001655484.2|AAEG
OG0004256	LOC115766542|XP_030566371.1|DNOV	LOC5569013|XP_021710091.1|AAEG
OG0004257	LOC115761179|XP_030558702.1|DNOV	LOC5569010|XP_021709529.1|AAEG
OG0004258	LOC115766101|XP_030565776.1|DNOV	LOC5569008|XP_021706020.1|AAEG
OG0004259	LOC115766561|XP_030566399.1|DNOV	LOC5569007|XP_021706950.1|AAEG
OG0004260	LOC115765791|XP_030565336.1|DNOV	LOC5568996|XP_021709567.1|AAEG
OG0004261	LOC115759665|XP_030556522.1|DNOV	LOC110680348|XP_021711859.1|AAEG, LOC110681252|XP_021712712.1|AAEG, LOC5570802|XP_021705513.1|AAEG
OG0004262	LOC115770911|XP_030572216.1|DNOV	LOC5568205|XP_021705143.1|AAEG
OG0004263	LOC115759482|XP_030556276.1|DNOV	LOC5580156|XP_021710439.1|AAEG
OG0004264	LOC115764620|XP_030563642.1|DNOV	LOC5580161|XP_001661636.1|AAEG
OG0004265	LOC115761601|XP_030559262.1|DNOV	LOC5575423|XP_001661948.1|AAEG
OG0004266	LOC115770954|XP_030572282.1|DNOV	LOC5566945|XP_001651362.1|AAEG
OG0004267	LOC115770710|XP_030571967.1|DNOV	LOC5565702|XP_001650059.1|AAEG
OG0004268	LOC115758271|XP_030554694.1|DNOV	LOC110679302|XP_021709310.1|AAEG
OG0004269	LOC115757793|XP_030554066.1|DNOV	LOC5577029|XP_021705488.1|AAEG
OG0004270	LOC115764639|XP_030563671.1|DNOV	LOC5577035|XP_001663131.1|AAEG
OG0004271	LOC115761574|XP_030559224.1|DNOV	LOC5564788|XP_001649113.1|AAEG
OG0004272	LOC115770632|XP_030571838.1|DNOV	LOC5564782|XP_001649116.1|AAEG
OG0004273	LOC115771759|XP_030573469.1|DNOV	LOC5564793|XP_001649117.1|AAEG
OG0004275	LOC115765319|XP_030564679.1|DNOV	LOC5572255|XP_021704144.1|AAEG
OG0004276	LOC115769642|XP_030570416.1|DNOV	LOC5570021|XP_001658911.2|AAEG
OG0004277	LOC115769733|XP_030570532.1|DNOV	LOC5570040|XP_001658930.1|AAEG
OG0004278	LOC115767585|XP_030567731.1|DNOV	LOC5570045|XP_001658935.1|AAEG
OG0004279	LOC115765895|XP_030565498.1|DNOV	LOC5568017|XP_001657838.1|AAEG
OG0004280	LOC115768625|XP_030569149.1|DNOV	LOC5568022|XP_021709415.1|AAEG
OG0004281	LOC115757985|XP_030554333.1|DNOV	LOC5579834|XP_001651509.2|AAEG
OG0004282	LOC115760669|XP_030557999.1|DNOV	LOC5579832|XP_001651505.2|AAEG
OG0004283	LOC115760680|XP_030558010.1|DNOV	LOC5579829|XP_021711510.1|AAEG
OG0004284	LOC115765962|XP_030565575.1|DNOV	LOC5578193|XP_001656834.1|AAEG
OG0004285	LOC115761364|XP_030558972.1|DNOV	LOC5578203|XP_001656845.2|AAEG
