Orthogroup	DNOV.longest_only	DMIR.longest_only
OG0005155	LOC115765823|XP_030565406.1|DNOV	LOC108153276|XP_017138634.1|DMIR
OG0005156	LOC115770927|XP_030572244.1|DNOV	LOC108155032|XP_017141084.1|DMIR
OG0005157	LOC115761138|XP_030558658.1|DNOV	LOC108159055|XP_017147484.1|DMIR, LOC117192446|XP_033253020.1|DMIR
OG0005158	LOC115769474|XP_030570152.1|DNOV	LOC108165480|XP_033243580.1|DMIR
OG0005159	LOC115765819|XP_030565403.1|DNOV, LOC115767665|XP_030567812.1|DNOV	LOC108151671|XP_017135898.1|DMIR
OG0005160	LOC115771070|XP_030572482.1|DNOV	LOC108153547|XP_017139102.1|DMIR
OG0005161	LOC115760703|XP_030558032.1|DNOV	LOC108158897|XP_017147173.1|DMIR
OG0005162	LOC115764385|XP_030563211.1|DNOV	LOC108164707|XP_017156070.1|DMIR
OG0005163	LOC115770025|XP_030570940.1|DNOV	LOC108152407|XP_017137202.1|DMIR
OG0005164	LOC115771007|XP_030572368.1|DNOV	LOC108153324|XP_017138729.1|DMIR
OG0005165	LOC115758250|XP_030554666.1|DNOV	LOC108159917|XP_017149039.1|DMIR
OG0005166	LOC115767898|XP_030568131.1|DNOV	LOC108156159|XP_017142976.1|DMIR
OG0005167	LOC115767903|XP_030568136.1|DNOV	LOC108156163|XP_017142980.1|DMIR
OG0005168	LOC115769936|XP_030570837.1|DNOV	LOC108151854|XP_017136228.1|DMIR
OG0005169	LOC115770440|XP_030571574.1|DNOV	LOC108153389|XP_017138853.1|DMIR
OG0005170	LOC115770364|XP_030571467.1|DNOV	LOC108153388|XP_017138851.1|DMIR
OG0005171	LOC115770125|XP_030571119.1|DNOV	LOC108153607|XP_017139192.1|DMIR
OG0005172	LOC115761043|XP_030558518.1|DNOV	LOC117193459|XP_033254108.1|DMIR, LOC108160145|XP_017149443.1|DMIR
OG0005173	LOC115762520|XP_030560640.1|DNOV	LOC108159418|XP_017148174.1|DMIR
OG0005174	LOC115760946|XP_030558388.1|DNOV	LOC108160565|XP_033247495.1|DMIR
OG0005175	LOC115760566|XP_030557836.1|DNOV	LOC108158533|XP_017146419.1|DMIR
OG0005176	LOC115757774|XP_030554061.1|DNOV	LOC108159364|XP_017148078.1|DMIR, LOC117191069|XP_033251926.1|DMIR
OG0005177	LOC115760741|XP_030558078.1|DNOV	LOC108160673|XP_033247498.1|DMIR
OG0005178	LOC115769584|XP_030570320.1|DNOV	LOC108151104|XP_017134991.1|DMIR
OG0005179	LOC115771094|XP_030572512.1|DNOV	LOC108152502|XP_017137374.1|DMIR
OG0005180	LOC115771190|XP_030572644.1|DNOV	LOC108151859|XP_017136232.1|DMIR
OG0005181	LOC115765245|XP_030564566.1|DNOV	LOC108158142|XP_017145853.1|DMIR
OG0005182	LOC115762068|XP_030560016.1|DNOV	LOC108158822|XP_017147002.1|DMIR
OG0005183	LOC115761296|XP_030558902.1|DNOV	LOC108158511|XP_017146376.1|DMIR, LOC117193385|XP_033254023.1|DMIR
OG0005184	LOC115765402|XP_030564803.1|DNOV	LOC117185939|XP_033247196.1|DMIR, LOC108158509|XP_033254001.1|DMIR
OG0005185	LOC115759467|XP_030556264.1|DNOV	LOC108158837|XP_017147046.1|DMIR
OG0005186	LOC115762190|XP_030560173.1|DNOV	LOC117192807|XP_033253452.1|DMIR, LOC108159711|XP_017148717.1|DMIR
OG0005187	LOC115762528|XP_030560667.1|DNOV	LOC117189757|XP_033250725.1|DMIR, LOC108159416|XP_033246321.1|DMIR
OG0005188	LOC115761114|XP_030558605.1|DNOV	LOC117193182|XP_033253817.1|DMIR, LOC108159208|XP_017147773.1|DMIR
OG0005189	LOC115768701|XP_030569250.1|DNOV	LOC108162887|XP_033244346.1|DMIR
OG0005190	LOC115770488|XP_030571635.1|DNOV	LOC108153577|XP_017139145.1|DMIR
OG0005191	LOC115770714|XP_030571974.1|DNOV	LOC108157138|XP_017144528.1|DMIR
OG0005192	LOC115764952|XP_030564144.1|DNOV	LOC108160537|XP_033247357.1|DMIR
OG0005193	LOC115762107|XP_030560068.1|DNOV	LOC117187886|XP_033246705.1|DMIR, LOC108160184|XP_017149500.2|DMIR
OG0005194	LOC115762071|XP_030560020.1|DNOV	LOC108159457|XP_017148245.2|DMIR, LOC117185929|XP_033246558.1|DMIR
OG0005195	LOC115764680|XP_030563732.1|DNOV	LOC108158121|XP_017145789.2|DMIR, LOC117185845|XP_033247943.1|DMIR
OG0005196	LOC115771550|XP_030573155.1|DNOV	LOC108153038|XP_017138285.1|DMIR
OG0005197	LOC115760950|XP_030558399.1|DNOV	LOC108159897|XP_017149009.1|DMIR, LOC117190988|XP_033251860.1|DMIR
OG0005198	LOC115770427|XP_030571555.1|DNOV	LOC108153027|XP_017138271.1|DMIR
OG0005199	LOC115760032|XP_030557063.1|DNOV	LOC108159739|XP_017148765.1|DMIR, LOC117192800|XP_033253447.1|DMIR
OG0005200	LOC115759966|XP_030556979.1|DNOV	LOC117185740|XP_033250884.1|DMIR, LOC108159957|XP_017149116.1|DMIR
OG0005201	LOC115760985|XP_030558451.1|DNOV	LOC108158557|XP_017146462.1|DMIR, LOC117191352|XP_033252137.1|DMIR
OG0005202	LOC115765117|XP_030564408.1|DNOV	LOC108160002|XP_017149215.2|DMIR, LOC117187989|XP_033246955.1|DMIR
OG0005203	LOC115760966|XP_030558418.1|DNOV	LOC108159216|XP_017147785.1|DMIR
OG0005204	LOC115759003|XP_030555671.1|DNOV	LOC108163631|XP_017154526.1|DMIR
OG0005205	LOC115758776|XP_030555402.1|DNOV	LOC108163930|XP_017154952.1|DMIR
OG0005206	LOC115762156|XP_030560130.1|DNOV	LOC108160120|XP_017149402.1|DMIR
OG0005207	LOC115762150|XP_030560122.1|DNOV	LOC108158730|XP_017146823.1|DMIR
OG0005208	LOC115762444|XP_030560505.1|DNOV	LOC108158163|XP_017145875.1|DMIR, LOC117194040|XP_033254576.1|DMIR
OG0005209	LOC115758451|XP_030554979.1|DNOV	LOC108163559|XP_017154413.1|DMIR
OG0005210	LOC115758995|XP_030555658.1|DNOV	LOC108162485|XP_017152724.1|DMIR
OG0005211	LOC115771582|XP_030573202.1|DNOV	LOC108151363|XP_017135411.1|DMIR
OG0005212	LOC115760959|XP_030558411.1|DNOV	LOC108162583|XP_017152884.1|DMIR
OG0005213	LOC115767996|XP_030568261.1|DNOV	LOC108162406|XP_017152624.1|DMIR
OG0005214	LOC115759807|XP_030556755.1|DNOV	LOC108162609|XP_017152917.2|DMIR
OG0005215	LOC115760056|XP_030557093.1|DNOV	LOC108162983|XP_017153478.1|DMIR
OG0005216	LOC115763585|XP_030562064.1|DNOV	LOC108163223|XP_017153868.1|DMIR
OG0005217	LOC115763164|XP_030561475.1|DNOV	LOC108163456|XP_017154234.1|DMIR
OG0005218	LOC115763197|XP_030561518.1|DNOV	LOC108163701|XP_017154625.1|DMIR
OG0005219	LOC115762031|XP_030559954.1|DNOV	LOC108159084|XP_017147528.1|DMIR
OG0005220	LOC115769974|XP_030570892.1|DNOV	LOC108151642|XP_017135837.1|DMIR
OG0005221	LOC115763204|XP_030561529.1|DNOV	LOC108163074|XP_017153643.1|DMIR
OG0005222	LOC115765538|XP_030565019.1|DNOV	LOC108162105|XP_033248993.1|DMIR
OG0005223	LOC115763509|XP_030561966.1|DNOV	LOC108163725|XP_017154667.1|DMIR
OG0005224	LOC115758984|XP_030555647.1|DNOV	LOC108162447|XP_017152678.2|DMIR
OG0005225	LOC115763564|XP_030562043.1|DNOV	LOC108162648|XP_017152967.1|DMIR
OG0005226	LOC115759862|XP_030556826.1|DNOV	LOC108162698|XP_017153037.1|DMIR
OG0005227	LOC115758365|XP_030554812.1|DNOV	LOC108161894|XP_017151778.1|DMIR
OG0005228	LOC115758364|XP_030554811.1|DNOV	LOC108161890|XP_017151774.1|DMIR
OG0005229	LOC115765974|XP_030565587.1|DNOV	LOC108162101|XP_017152150.1|DMIR
OG0005230	LOC115758750|XP_030555368.1|DNOV	LOC108161626|XP_017151412.1|DMIR
OG0005231	LOC115765515|XP_030564993.1|DNOV	LOC108163534|XP_017154376.1|DMIR
OG0005232	LOC115763068|XP_030561356.1|DNOV	LOC108163035|XP_017153573.1|DMIR
OG0005233	LOC115758353|XP_030554796.1|DNOV	LOC108162493|XP_017152735.1|DMIR
OG0005234	LOC115769251|XP_030569823.1|DNOV	LOC108163942|XP_033249258.1|DMIR
OG0005235	LOC115759935|XP_030556934.1|DNOV	LOC108161737|XP_017151550.1|DMIR
OG0005236	LOC115765986|XP_030565609.1|DNOV	LOC108163398|XP_017154149.1|DMIR
OG0005237	LOC115765881|XP_030565481.1|DNOV	LOC108162829|XP_017153247.1|DMIR
OG0005238	LOC115765942|XP_030565547.1|DNOV	LOC108161495|XP_017151259.1|DMIR
OG0005239	LOC115760303|XP_030557450.1|DNOV	LOC108162069|XP_017152103.1|DMIR
OG0005240	LOC115768664|XP_030569205.1|DNOV	LOC108161609|XP_017151397.2|DMIR
OG0005241	LOC115766004|XP_030565633.1|DNOV	LOC108162830|XP_033248700.1|DMIR
OG0005242	LOC115760089|XP_030557134.1|DNOV	LOC108162927|XP_033249645.1|DMIR
OG0005243	LOC115765873|XP_030565470.1|DNOV	LOC108162098|XP_017152148.1|DMIR
OG0005244	LOC115761704|XP_030559435.1|DNOV	LOC108155653|XP_017142094.1|DMIR
OG0005245	LOC115766046|XP_030565679.1|DNOV	LOC108155031|XP_017141083.1|DMIR
OG0005246	LOC115765889|XP_030565490.1|DNOV	LOC108161818|XP_017151667.1|DMIR
OG0005247	LOC115760885|XP_030558307.1|DNOV	LOC117193084|XP_033253700.1|DMIR, LOC108158713|XP_017146745.1|DMIR
OG0005248	LOC115768604|XP_030569117.1|DNOV	LOC108155150|XP_017141299.1|DMIR
OG0005249	LOC115765646|XP_030565164.1|DNOV	LOC108155612|XP_033245137.1|DMIR
OG0005250	LOC115763073|XP_030561368.1|DNOV	LOC108162369|XP_017152572.1|DMIR
OG0005251	LOC115759720|XP_030556590.1|DNOV	LOC108161319|XP_017151034.2|DMIR
OG0005252	LOC115763461|XP_030561895.1|DNOV	LOC108161923|XP_017151828.1|DMIR
OG0005253	LOC115768566|XP_030569045.1|DNOV	LOC108161796|XP_033248800.1|DMIR
OG0005254	LOC115763420|XP_030561838.1|DNOV	LOC108163449|XP_017154226.1|DMIR
OG0005255	LOC115763602|XP_030562088.1|DNOV	LOC108163448|XP_017154224.1|DMIR
OG0005256	LOC115759855|XP_030556817.1|DNOV	LOC117188833|XP_033249180.1|DMIR
OG0005257	LOC115763524|XP_030561988.1|DNOV	LOC108163850|XP_017154854.1|DMIR
OG0005258	LOC115762989|XP_030561234.1|DNOV	LOC108162547|XP_017152821.1|DMIR
OG0005259	LOC115769167|XP_030569726.1|DNOV	LOC108161673|XP_017151468.1|DMIR
OG0005260	LOC115769169|XP_030569732.1|DNOV	LOC108161680|XP_017151476.1|DMIR
OG0005261	LOC115763144|XP_030561454.1|DNOV	LOC108162738|XP_033248623.1|DMIR
OG0005262	LOC115759903|XP_030556885.1|DNOV	LOC108163589|XP_017154457.1|DMIR
OG0005263	LOC115763442|XP_030561867.1|DNOV	LOC108163900|XP_033250074.1|DMIR
OG0005264	LOC115772130|XP_030573971.1|DNOV	LOC108157446|XP_017144992.1|DMIR
OG0005265	LOC115769163|XP_030569719.1|DNOV	LOC108163055|XP_017153616.1|DMIR
OG0005266	LOC115763316|XP_030561672.1|DNOV	LOC108162569|XP_017152858.1|DMIR
OG0005267	LOC115758890|XP_030555546.1|DNOV	LOC108162286|XP_017152435.1|DMIR
OG0005268	LOC115758887|XP_030555542.1|DNOV	LOC108162281|XP_017152429.2|DMIR
OG0005269	LOC115763404|XP_030561814.1|DNOV	LOC108161723|XP_017151532.1|DMIR
OG0005270	LOC115758920|XP_030555579.1|DNOV	LOC117188734|XP_033248913.1|DMIR, LOC108163898|XP_017154906.1|DMIR
OG0005271	LOC115759144|XP_030555855.1|DNOV	LOC108162755|XP_017153124.1|DMIR
OG0005272	LOC115758338|XP_030554772.1|DNOV	LOC108163619|XP_017154506.1|DMIR
OG0005273	LOC115759325|XP_030556097.1|DNOV	LOC108163816|XP_017154796.1|DMIR
OG0005274	LOC115759258|XP_030556018.1|DNOV	LOC108161631|XP_017151420.1|DMIR
OG0005275	LOC115768661|XP_030569201.1|DNOV	LOC108162201|XP_017152301.2|DMIR
OG0005276	LOC115760317|XP_030557465.1|DNOV	LOC108164257|XP_017155386.1|DMIR
OG0005277	LOC115759919|XP_030556914.1|DNOV	LOC108162982|XP_017153477.1|DMIR
OG0005278	LOC115762157|XP_030560131.1|DNOV	LOC108158617|XP_033252552.1|DMIR, LOC117188170|XP_033247502.1|DMIR, LOC117191905|XP_033252551.1|DMIR
OG0005279	LOC115758683|XP_030555284.1|DNOV	LOC108162956|XP_017153444.1|DMIR
OG0005280	LOC115765951|XP_030565560.1|DNOV	LOC108163452|XP_017154229.1|DMIR
OG0005281	LOC115759112|XP_030555814.1|DNOV	LOC108164163|XP_017155259.2|DMIR
OG0005282	LOC115765661|XP_030565179.1|DNOV	LOC108156455|XP_017143406.1|DMIR
OG0005283	LOC115764816|XP_030563924.1|DNOV	LOC108154879|XP_017140809.1|DMIR
OG0005284	LOC115765948|XP_030565555.1|DNOV	LOC108161886|XP_033250023.1|DMIR
OG0005285	LOC115765952|XP_030565561.1|DNOV	LOC108161878|XP_017151760.1|DMIR
OG0005286	LOC115766010|XP_030565641.1|DNOV	LOC108162598|XP_017152905.1|DMIR
OG0005287	LOC115766009|XP_030565638.1|DNOV	LOC108162595|XP_017152902.1|DMIR
OG0005288	LOC115759917|XP_030556911.1|DNOV	LOC108164294|XP_017155430.1|DMIR
OG0005289	LOC115760060|XP_030557099.1|DNOV	LOC117188712|XP_033248856.1|DMIR
OG0005290	LOC115759410|XP_030556161.1|DNOV	LOC108156764|XP_017143917.1|DMIR
OG0005291	LOC115763488|XP_030561939.1|DNOV	LOC108163169|XP_017153790.1|DMIR
OG0005292	LOC115763333|XP_030561698.1|DNOV	LOC108163024|XP_017153554.1|DMIR
OG0005293	LOC115759292|XP_030556054.1|DNOV	LOC108162536|XP_033249446.1|DMIR
OG0005294	LOC115760091|XP_030557135.1|DNOV	LOC108163419|XP_017154176.1|DMIR
OG0005295	LOC115763487|XP_030561937.1|DNOV	LOC108163167|XP_033248763.1|DMIR
OG0005296	LOC115765638|XP_030565150.1|DNOV	LOC108156125|XP_017142924.1|DMIR
OG0005297	LOC115763391|XP_030561790.1|DNOV	LOC108162714|XP_017153064.1|DMIR
OG0005298	LOC115758587|XP_030555166.1|DNOV	LOC108162250|XP_017152387.1|DMIR
OG0005299	LOC115765050|XP_030564284.1|DNOV	LOC108155911|XP_017142546.1|DMIR
OG0005300	LOC115768142|XP_030568497.1|DNOV	LOC108164591|XP_017155905.1|DMIR
OG0005301	LOC115759853|XP_030556810.1|DNOV	LOC108162052|XP_017152076.1|DMIR
OG0005302	LOC115764252|XP_030563034.1|DNOV	LOC108160093|XP_033247021.1|DMIR, LOC117189798|XP_033250751.1|DMIR
OG0005303	LOC115758708|XP_030555317.1|DNOV	LOC108163667|XP_017154579.1|DMIR
OG0005304	LOC115759223|XP_030555978.1|DNOV	LOC108163014|XP_017153538.1|DMIR
OG0005305	LOC115762158|XP_030560132.1|DNOV	LOC117191909|XP_033252555.1|DMIR, LOC108158615|XP_017146579.1|DMIR
OG0005306	LOC115759243|XP_030556002.1|DNOV	LOC108164086|XP_017155163.1|DMIR
OG0005307	LOC115758826|XP_030555464.1|DNOV	LOC108164117|XP_017155203.1|DMIR
OG0005308	LOC115758707|XP_030555316.1|DNOV	LOC108163020|XP_017153547.1|DMIR
OG0005309	LOC115758819|XP_030555456.1|DNOV	LOC108162905|XP_017153364.1|DMIR
OG0005310	LOC115759847|XP_030556802.1|DNOV	LOC108161781|XP_017151611.1|DMIR
OG0005311	LOC115765483|XP_030564934.1|DNOV	LOC108163904|XP_017154919.2|DMIR
OG0005312	LOC115758441|XP_030554956.1|DNOV	LOC108161976|XP_017151924.2|DMIR
OG0005313	LOC115759898|XP_030556874.1|DNOV	LOC108161604|XP_017151380.1|DMIR
OG0005314	LOC115759710|XP_030556570.1|DNOV	LOC108163132|XP_017153735.1|DMIR
OG0005315	LOC115765887|XP_030565488.1|DNOV	LOC108162697|XP_033250108.1|DMIR
OG0005316	LOC115762270|XP_030560291.1|DNOV	LOC117191904|XP_033252547.1|DMIR, LOC108158619|XP_033247503.1|DMIR
OG0005317	LOC115759008|XP_030555676.1|DNOV	LOC108162177|XP_017152259.1|DMIR
OG0005318	LOC115759354|XP_030556136.1|DNOV	LOC108162425|XP_017152641.1|DMIR
OG0005319	LOC115759178|XP_030555913.1|DNOV	LOC108163081|XP_017153649.1|DMIR
OG0005320	LOC115763210|XP_030561537.1|DNOV	LOC108163196|XP_017153830.1|DMIR
OG0005321	LOC115765469|XP_030564908.1|DNOV	LOC108163363|XP_017154101.1|DMIR
OG0005322	LOC115759851|XP_030556807.1|DNOV	LOC108163262|XP_017153921.1|DMIR
OG0005323	LOC115763305|XP_030561656.1|DNOV	LOC108163073|XP_017153637.1|DMIR
OG0005324	LOC115758832|XP_030555469.1|DNOV	LOC108162249|XP_017152385.1|DMIR
OG0005325	LOC115763517|XP_030561979.1|DNOV	LOC108163175|XP_017153798.1|DMIR
OG0005326	LOC115759336|XP_030556114.1|DNOV	LOC108162255|XP_017152391.1|DMIR
OG0005327	LOC115763036|XP_030561309.1|DNOV	LOC108164052|XP_017155119.1|DMIR
OG0005328	LOC115771598|XP_030573213.1|DNOV	LOC108155175|XP_017141334.1|DMIR
OG0005329	LOC115770382|XP_030571490.1|DNOV	LOC108153175|XP_017138472.1|DMIR
OG0005330	LOC115770380|XP_030571489.1|DNOV	LOC108153174|XP_017138471.1|DMIR
OG0005331	LOC115758891|XP_030555547.1|DNOV	LOC108162287|XP_017152436.1|DMIR
OG0005332	LOC115763240|XP_030561576.1|DNOV	LOC108163502|XP_017154316.1|DMIR
OG0005333	LOC115760270|XP_030557400.1|DNOV	LOC108163980|XP_017155030.1|DMIR
OG0005334	LOC115763928|XP_030562579.1|DNOV	LOC108161332|XP_017151059.1|DMIR
OG0005335	LOC115758242|XP_030554659.1|DNOV	LOC108159041|XP_017147453.1|DMIR
OG0005336	LOC115763207|XP_030561535.1|DNOV	LOC108158796|XP_017146971.1|DMIR
OG0005337	LOC115762016|XP_030559947.1|DNOV	LOC108159398|XP_017148123.1|DMIR
OG0005338	LOC115763342|XP_030561712.1|DNOV	LOC108161253|XP_033249468.1|DMIR
OG0005339	LOC115763279|XP_030561618.1|DNOV	LOC108162801|XP_017153197.1|DMIR
OG0005340	LOC115763380|XP_030561777.1|DNOV	LOC108163468|XP_017154254.1|DMIR
OG0005341	LOC115761548|XP_030559194.1|DNOV	LOC117192903|XP_033253534.1|DMIR, LOC108160117|XP_017149399.1|DMIR
OG0005342	LOC115760063|XP_030557103.1|DNOV	LOC108163626|XP_017154514.1|DMIR
OG0005343	LOC115762413|XP_030560462.1|DNOV	LOC108158106|XP_017145763.1|DMIR, LOC117192444|XP_033253017.1|DMIR
OG0005344	LOC115758090|XP_030554468.1|DNOV	LOC108158270|XP_017145996.1|DMIR, LOC117189377|XP_033250392.1|DMIR
OG0005345	LOC115763541|XP_030562018.1|DNOV	LOC108162851|XP_017153283.1|DMIR
OG0005346	LOC115760174|XP_030557258.1|DNOV	LOC117187853|XP_033246627.1|DMIR, LOC108162119|XP_017152182.2|DMIR
OG0005347	LOC115758489|XP_030555028.1|DNOV	LOC108162690|XP_017153027.1|DMIR
OG0005348	LOC115759719|XP_030556586.1|DNOV	LOC108161316|XP_017151025.1|DMIR
OG0005349	LOC115759747|XP_030556645.1|DNOV	LOC108161614|XP_017151402.1|DMIR
OG0005350	LOC115759260|XP_030556022.1|DNOV	LOC108161634|XP_017151424.1|DMIR
OG0005351	LOC115769647|XP_030570420.1|DNOV	LOC108151825|XP_017136180.1|DMIR
OG0005352	LOC115759724|XP_030556601.1|DNOV	LOC108161605|XP_017151388.1|DMIR
OG0005353	LOC115757879|XP_030554179.1|DNOV	LOC108158552|XP_017146455.1|DMIR
OG0005354	LOC115763278|XP_030561617.1|DNOV	LOC108161837|XP_017151685.1|DMIR
OG0005355	LOC115758380|XP_030554841.1|DNOV	LOC108162584|XP_017152886.2|DMIR
OG0005356	LOC115758389|XP_030554849.1|DNOV	LOC108162586|XP_017152890.1|DMIR
OG0005357	LOC115759027|XP_030555699.1|DNOV	LOC108163094|XP_017153668.1|DMIR
OG0005358	LOC115763285|XP_030561630.1|DNOV	LOC108161418|XP_017151163.1|DMIR
OG0005359	LOC115758112|XP_030554496.1|DNOV	LOC117194134|XP_033254675.1|DMIR, LOC108158604|XP_017146555.1|DMIR
OG0005360	LOC115771430|XP_030572994.1|DNOV	LOC108153425|XP_017138917.1|DMIR
OG0005361	LOC115759877|XP_030556850.1|DNOV	LOC108163305|XP_017154007.2|DMIR
OG0005362	LOC115763406|XP_030561818.1|DNOV	LOC108162044|XP_017152060.1|DMIR
OG0005363	LOC115759076|XP_030555766.1|DNOV	LOC108163598|XP_017154472.1|DMIR
OG0005364	LOC115758483|XP_030555023.1|DNOV	LOC108158357|XP_017146099.1|DMIR
OG0005365	LOC115759900|XP_030556881.1|DNOV	LOC108163018|XP_017153543.1|DMIR
OG0005366	LOC115760299|XP_030557447.1|DNOV	LOC108163564|XP_017154418.1|DMIR
OG0005367	LOC115760298|XP_030557445.1|DNOV	LOC108163654|XP_017154562.1|DMIR
OG0005368	LOC115761873|XP_030559736.1|DNOV	LOC108156274|XP_017143132.1|DMIR
OG0005369	LOC115760257|XP_030557379.1|DNOV	LOC108162011|XP_017151991.1|DMIR
OG0005370	LOC115758807|XP_030555444.1|DNOV	LOC108163292|XP_017153982.1|DMIR
OG0005371	LOC115758677|XP_030555278.1|DNOV	LOC108164062|XP_017155133.1|DMIR
OG0005372	LOC115759499|XP_030556297.1|DNOV	LOC108156550|XP_017143558.1|DMIR
OG0005373	LOC115758460|XP_030554993.1|DNOV	LOC108161916|XP_017151817.1|DMIR
OG0005374	LOC115758554|XP_030555112.1|DNOV	LOC108162183|XP_017152264.1|DMIR
OG0005375	LOC115758553|XP_030555110.1|DNOV	LOC108162180|XP_017152260.1|DMIR
OG0005376	LOC115765879|XP_030565477.1|DNOV	LOC108163606|XP_017154485.1|DMIR
OG0005377	LOC115762789|XP_030561002.1|DNOV	LOC108151798|XP_017136137.1|DMIR
OG0005378	LOC115758874|XP_030555529.1|DNOV	LOC108161525|XP_017151292.1|DMIR
OG0005379	LOC115759048|XP_030555731.1|DNOV	LOC108162073|XP_017152110.1|DMIR
OG0005380	LOC115758998|XP_030555659.1|DNOV	LOC108164013|XP_017155077.1|DMIR
OG0005381	LOC115760116|XP_030557171.1|DNOV	LOC108162853|XP_017153286.1|DMIR
OG0005382	LOC115759157|XP_030555886.1|DNOV	LOC108162822|XP_033248552.1|DMIR
OG0005383	LOC115771077|XP_030572489.1|DNOV	LOC108151387|XP_033243200.1|DMIR
OG0005384	LOC115770835|XP_030572130.1|DNOV	LOC108157436|XP_017144979.1|DMIR
OG0005385	LOC115761862|XP_030559719.1|DNOV	LOC117185792|XP_033246261.1|DMIR, LOC108159884|XP_017148987.2|DMIR
OG0005386	LOC115759309|XP_030556080.1|DNOV	LOC108160878|XP_017150636.1|DMIR
OG0005387	LOC115761791|XP_030559584.1|DNOV	LOC108155441|XP_017141742.1|DMIR
OG0005388	LOC115765916|XP_030565522.1|DNOV	LOC108161835|XP_017151682.1|DMIR
OG0005389	LOC115760196|XP_030557286.1|DNOV	LOC108162921|XP_017153392.1|DMIR
OG0005390	LOC115758433|XP_030554949.1|DNOV	LOC108162356|XP_017152551.1|DMIR
OG0005391	LOC115758437|XP_030554954.1|DNOV	LOC108162360|XP_017152554.1|DMIR
OG0005392	LOC115765466|XP_030564904.1|DNOV	LOC108162029|XP_017152036.1|DMIR
OG0005393	LOC115761539|XP_030559181.1|DNOV	LOC108154176|XP_033244279.1|DMIR
OG0005394	LOC115765506|XP_030564983.1|DNOV	LOC108162762|XP_017153138.1|DMIR
OG0005395	LOC115767705|XP_030567858.1|DNOV	LOC108162980|XP_017153475.1|DMIR
OG0005396	LOC115760341|XP_030557480.1|DNOV, LOC115759842|XP_030556796.1|DNOV	LOC108161776|XP_017151604.1|DMIR
OG0005397	LOC115759849|XP_030556805.1|DNOV	LOC108161782|XP_017151613.1|DMIR
OG0005398	LOC115767900|XP_030568132.1|DNOV	LOC108156162|XP_017142979.1|DMIR
OG0005399	LOC115761077|XP_030558555.1|DNOV	LOC108160622|XP_017150226.1|DMIR
OG0005400	LOC115760916|XP_030558347.1|DNOV	LOC108160805|XP_017150518.1|DMIR
OG0005401	LOC115760221|XP_030557334.1|DNOV	LOC108163551|XP_017154401.1|DMIR
OG0005402	LOC115759974|XP_030556986.1|DNOV	LOC108163550|XP_017154400.1|DMIR
OG0005403	LOC115759845|XP_030556800.1|DNOV	LOC108161777|XP_017151606.1|DMIR
OG0005404	LOC115759846|XP_030556801.1|DNOV	LOC108161780|XP_017151610.1|DMIR
OG0005405	LOC115762194|XP_030560176.1|DNOV	LOC108160685|XP_017150327.2|DMIR, LOC117188093|XP_033247313.1|DMIR
OG0005406	LOC115760797|XP_030558153.1|DNOV	LOC108158636|XP_017146607.2|DMIR, LOC117185838|XP_033247294.1|DMIR
OG0005407	LOC115760757|XP_030558096.1|DNOV	LOC108158360|XP_017146103.2|DMIR, LOC117188463|XP_033248267.1|DMIR
OG0005408	LOC115760081|XP_030557123.1|DNOV	LOC108161966|XP_017151914.1|DMIR
OG0005409	LOC115759249|XP_030556010.1|DNOV	LOC108162374|XP_017152577.1|DMIR
OG0005410	LOC115758333|XP_030554763.1|DNOV	LOC108161903|XP_017151791.1|DMIR
OG0005411	LOC115760679|XP_030558006.1|DNOV	LOC117191379|XP_033252157.1|DMIR, LOC117191348|XP_033252134.1|DMIR, LOC108160972|XP_017150758.1|DMIR
OG0005412	LOC115760983|XP_030558446.1|DNOV	LOC108158148|XP_017145857.1|DMIR
OG0005413	LOC115761033|XP_030558507.1|DNOV	LOC108160066|XP_017149304.2|DMIR, LOC117188006|XP_033247011.1|DMIR
OG0005414	LOC115768184|XP_030568552.1|DNOV	LOC108164677|XP_017156021.1|DMIR
OG0005415	LOC115765084|XP_030564319.1|DNOV	LOC108153574|XP_033242764.1|DMIR
OG0005416	LOC115760857|XP_030558269.1|DNOV	LOC117192719|XP_033253344.1|DMIR, LOC108158115|XP_017145781.1|DMIR
OG0005417	LOC115759909|XP_030556894.1|DNOV	LOC108162318|XP_017152488.1|DMIR
OG0005418	LOC115763259|XP_030561597.1|DNOV	LOC108163389|XP_017154134.1|DMIR
OG0005419	LOC115763059|XP_030561345.1|DNOV	LOC108162843|XP_017153274.2|DMIR
OG0005420	LOC115759697|XP_030556557.1|DNOV	LOC108164122|XP_017155208.1|DMIR
OG0005421	LOC115759242|XP_030556001.1|DNOV	LOC108164328|XP_017155472.1|DMIR
OG0005422	LOC115765137|XP_030564395.1|DNOV	LOC108153278|XP_033252430.1|DMIR
OG0005423	LOC115760324|XP_030557469.1|DNOV	LOC108163111|XP_017153695.1|DMIR
OG0005424	LOC115762077|XP_030560029.1|DNOV	LOC117187881|XP_033246671.1|DMIR, LOC108159728|XP_017148749.2|DMIR
OG0005425	LOC115766326|XP_030566077.1|DNOV	LOC108157425|XP_017144968.1|DMIR
OG0005426	LOC115765498|XP_030564971.1|DNOV	LOC108160282|XP_017149653.1|DMIR, LOC117185942|XP_033253258.1|DMIR
