Orthogroup	DNOV.longest_only	CPIP.longest_only
OG0004951	LOC115761592|XP_030559247.1|DNOV	LOC120422833|XP_039442304.1|CPIP
OG0004952	LOC115769585|XP_030570321.1|DNOV	LOC120422881|XP_039442375.1|CPIP
OG0004953	LOC115762650|XP_030560816.1|DNOV	LOC120422824|XP_039442293.1|CPIP
OG0004954	LOC115762802|XP_030561018.1|DNOV	LOC120426107|XP_039446747.1|CPIP
OG0004955	LOC115771035|XP_030572431.1|DNOV	LOC120426297|XP_039446983.1|CPIP
OG0004956	LOC115762524|XP_030560643.1|DNOV	LOC120425879|XP_039446437.1|CPIP
OG0004957	LOC115769567|XP_030570282.1|DNOV	LOC120425349|XP_039445784.1|CPIP
OG0004958	LOC115771105|XP_030572524.1|DNOV	LOC120428812|XP_039449847.1|CPIP
OG0004959	LOC115771132|XP_030572560.1|DNOV	LOC120428821|XP_039449862.1|CPIP
OG0004960	LOC115771121|XP_030572545.1|DNOV	LOC120428816|XP_039449853.1|CPIP
OG0004961	LOC115761257|XP_030558834.1|DNOV	LOC120428817|XP_039449857.1|CPIP
OG0004962	LOC115770523|XP_030571681.1|DNOV	LOC120425973|XP_039446561.1|CPIP
OG0004963	LOC115770355|XP_030571453.1|DNOV	LOC120425970|XP_039446557.1|CPIP
OG0004964	LOC115769724|XP_030570516.1|DNOV	LOC120429650|XP_039450609.1|CPIP
OG0004965	LOC115771288|XP_030572770.1|DNOV	LOC120415766|XP_039433307.1|CPIP
OG0004966	LOC115771287|XP_030572768.1|DNOV	LOC120415744|XP_039433284.1|CPIP
OG0004967	LOC115758208|XP_030554652.1|DNOV	LOC120415760|XP_039433301.1|CPIP
OG0004968	LOC115762709|XP_030560893.1|DNOV	LOC120428571|XP_039449538.1|CPIP
OG0004969	LOC115760537|XP_030557782.1|DNOV	LOC120428563|XP_039449525.1|CPIP
OG0004970	LOC115762618|XP_030560776.1|DNOV	LOC120428564|XP_039449526.1|CPIP
OG0004971	LOC115762757|XP_030560958.1|DNOV	LOC120428565|XP_039449529.1|CPIP
OG0004972	LOC115770996|XP_030572351.1|DNOV	LOC120427235|XP_039448033.1|CPIP
OG0004973	LOC115768099|XP_030568452.1|DNOV	LOC120424872|XP_039445064.1|CPIP
OG0004974	LOC115771127|XP_030572553.1|DNOV	LOC120424881|XP_039445079.1|CPIP
OG0004975	LOC115762599|XP_030560751.1|DNOV	LOC120424792|XP_039444934.1|CPIP
OG0004976	LOC115766923|XP_030566868.1|DNOV	LOC120424794|XP_039444938.1|CPIP
OG0004977	LOC115762042|XP_030559972.1|DNOV	LOC120418885|XP_039437352.1|CPIP
OG0004978	LOC115760803|XP_030558162.1|DNOV	LOC120418867|XP_039437336.1|CPIP
OG0004979	LOC115767129|XP_030567151.1|DNOV	LOC120430073|XP_039451100.1|CPIP
OG0004980	LOC115770151|XP_030571166.1|DNOV	LOC120430112|XP_039451134.1|CPIP
OG0004981	LOC115771577|XP_030573191.1|DNOV	LOC120426778|XP_039447488.1|CPIP
OG0004982	LOC115771574|XP_030573188.1|DNOV	LOC120426620|XP_039447351.1|CPIP
OG0004983	LOC115769389|XP_030570044.1|DNOV	LOC120427270|XP_039448061.1|CPIP
OG0004984	LOC115769752|XP_030570554.1|DNOV	LOC120422850|XP_039442330.1|CPIP
OG0004985	LOC115771192|XP_030572646.1|DNOV	LOC120430756|XP_039451801.1|CPIP, LOC120430313|XP_039451340.1|CPIP
OG0004986	LOC115766093|XP_030565767.1|DNOV	LOC120416551|XP_039434215.1|CPIP
OG0004987	LOC115769878|XP_030570740.1|DNOV	LOC120430753|XP_039451794.1|CPIP
OG0004988	LOC115771188|XP_030572642.1|DNOV	LOC120430322|XP_039451355.1|CPIP, LOC120430752|XP_039451793.1|CPIP
OG0004989	LOC115769753|XP_030570557.1|DNOV	LOC120416557|XP_039434223.1|CPIP
OG0004990	LOC115762205|XP_030560190.1|DNOV	LOC120429257|XP_039450406.1|CPIP
OG0004991	LOC115760533|XP_030557771.1|DNOV	LOC120420680|XP_039439711.1|CPIP
OG0004992	LOC115760534|XP_030557772.1|DNOV	LOC120420662|XP_039439690.1|CPIP
OG0004994	LOC115766946|XP_030566894.1|DNOV	LOC120428626|XP_039449609.1|CPIP
OG0004995	LOC115767119|XP_030567136.1|DNOV	LOC120431470|XP_039452518.1|CPIP
OG0004996	LOC115762592|XP_030560740.1|DNOV	LOC120431466|XP_039452514.1|CPIP
OG0004997	LOC115760552|XP_030557809.1|DNOV	LOC120427040|XP_039447803.1|CPIP
OG0004998	LOC115760615|XP_030557924.1|DNOV	LOC120421548|XP_039440708.1|CPIP
OG0004999	LOC115771179|XP_030572624.1|DNOV	LOC120421540|XP_039440703.1|CPIP
OG0005000	LOC115771756|XP_030573470.1|DNOV	LOC120421541|XP_039440704.1|CPIP
OG0005001	LOC115771244|XP_030572705.1|DNOV	LOC120421537|XP_039440696.1|CPIP
OG0005002	LOC115770738|XP_030572000.1|DNOV	LOC120420113|XP_039438996.1|CPIP
OG0005003	LOC115762949|XP_030561195.1|DNOV	LOC120413162|XP_039429804.1|CPIP
OG0005004	LOC115771078|XP_030572490.1|DNOV	LOC120413190|XP_039429837.1|CPIP
OG0005005	LOC115769826|XP_030570660.1|DNOV	LOC120413212|XP_039429865.1|CPIP
OG0005006	LOC115769510|XP_030570202.1|DNOV	LOC120413177|XP_039429823.1|CPIP
OG0005007	LOC115771047|XP_030572446.1|DNOV	LOC120419238|XP_039437828.1|CPIP, LOC120413182|XP_039429830.1|CPIP
OG0005008	LOC115770486|XP_030571629.1|DNOV	LOC120413179|XP_039429826.1|CPIP
OG0005009	LOC115769509|XP_030570200.1|DNOV	LOC120413184|XP_039429832.1|CPIP
OG0005010	LOC115767142|XP_030567171.1|DNOV	LOC120428755|XP_039449771.1|CPIP
OG0005011	LOC115761726|XP_030559471.1|DNOV	LOC120428747|XP_039449759.1|CPIP
OG0005012	LOC115770113|XP_030571089.1|DNOV	LOC120413225|XP_039429885.1|CPIP
OG0005013	LOC115770934|XP_030572251.1|DNOV	LOC120418477|XP_039436847.1|CPIP
OG0005014	LOC115769637|XP_030570409.1|DNOV	LOC120413164|XP_039429808.1|CPIP
OG0005015	LOC115769214|XP_030569789.1|DNOV	LOC120413196|XP_039429845.1|CPIP
OG0005016	LOC115769494|XP_030570173.1|DNOV	LOC120418495|XP_039436866.1|CPIP
OG0005017	LOC115767152|XP_030567184.1|DNOV	LOC120424863|XP_039445050.1|CPIP
OG0005018	LOC115765836|XP_030565422.1|DNOV	LOC120424831|XP_039444993.1|CPIP
OG0005019	LOC115767696|XP_030567850.1|DNOV	LOC120424830|XP_039444992.1|CPIP
OG0005020	LOC115762133|XP_030560102.1|DNOV	LOC120420088|XP_039438953.1|CPIP
OG0005021	LOC115759902|XP_030556884.1|DNOV	LOC120420066|XP_039438919.1|CPIP
OG0005022	LOC115762791|XP_030561004.1|DNOV	LOC120420060|XP_039438908.1|CPIP
OG0005023	LOC115763907|XP_030562572.1|DNOV	LOC120420061|XP_039438909.1|CPIP
OG0005025	LOC115771468|XP_030573051.1|DNOV	LOC120429151|XP_039450290.1|CPIP
OG0005026	LOC115769405|XP_030570068.1|DNOV	LOC120429157|XP_039450299.1|CPIP
OG0005027	LOC115766978|XP_030566933.1|DNOV	LOC120416524|XP_039434174.1|CPIP
OG0005028	LOC115761398|XP_030559015.1|DNOV	LOC120416510|XP_039434161.1|CPIP
OG0005029	LOC115771046|XP_030572445.1|DNOV	LOC120416487|XP_039434140.1|CPIP
OG0005030	LOC115762548|XP_030560682.1|DNOV	LOC120428830|XP_039449875.1|CPIP
OG0005031	LOC115762745|XP_030560942.1|DNOV	LOC120430776|XP_039451819.1|CPIP
OG0005032	LOC115767465|XP_030567634.1|DNOV	LOC120413472|XP_039430243.1|CPIP
OG0005033	LOC115769736|XP_030570533.1|DNOV	LOC120413444|XP_039430207.1|CPIP
OG0005034	LOC115769721|XP_030570512.1|DNOV	LOC120429603|XP_039450569.1|CPIP
OG0005035	LOC115767476|XP_030567643.1|DNOV	LOC120418036|XP_039436215.1|CPIP
OG0005036	LOC115771281|XP_030572762.1|DNOV	LOC120418030|XP_039436211.1|CPIP
OG0005037	LOC115769612|XP_030570369.1|DNOV	LOC120418031|XP_039436212.1|CPIP
OG0005038	LOC115769397|XP_030570058.1|DNOV	LOC120418931|XP_039437401.1|CPIP
OG0005039	LOC115765882|XP_030565482.1|DNOV	LOC120418922|XP_039437386.1|CPIP
OG0005040	LOC115769621|XP_030570381.1|DNOV	LOC120418912|XP_039437374.1|CPIP
OG0005041	LOC115770524|XP_030571682.1|DNOV	LOC120418938|XP_039437410.1|CPIP
OG0005042	LOC115769930|XP_030570832.1|DNOV	LOC120418910|XP_039437372.1|CPIP
OG0005043	LOC115761001|XP_030558471.1|DNOV	LOC120418914|XP_039437379.1|CPIP
OG0005044	LOC115760998|XP_030558469.1|DNOV	LOC120418909|XP_039437370.1|CPIP
OG0005049	LOC115768638|XP_030569171.1|DNOV	LOC120420676|XP_039439708.1|CPIP
OG0005050	LOC115760527|XP_030557766.1|DNOV	LOC120420647|XP_039439660.1|CPIP
OG0005051	LOC115768545|XP_030569017.1|DNOV	LOC120420652|XP_039439670.1|CPIP
OG0005052	LOC115767681|XP_030567838.1|DNOV	LOC120420674|XP_039439705.1|CPIP
OG0005053	LOC115758817|XP_030555454.1|DNOV	LOC120412395|XP_039428779.1|CPIP
OG0005054	LOC115771508|XP_030573097.1|DNOV	LOC120412373|XP_039428730.1|CPIP
OG0005055	LOC115768765|XP_030569314.1|DNOV	LOC120412398|XP_039428788.1|CPIP
OG0005056	LOC115760714|XP_030558041.1|DNOV	LOC120412424|XP_039428819.1|CPIP
OG0005057	LOC115770984|XP_030572330.1|DNOV	LOC120413439|XP_039430188.1|CPIP
OG0005058	LOC115771299|XP_030572786.1|DNOV	LOC120413476|XP_039430249.1|CPIP
OG0005059	LOC115762339|XP_030560365.1|DNOV	LOC120414620|XP_039431784.1|CPIP
OG0005060	LOC115761118|XP_030558612.1|DNOV	LOC120414643|XP_039431813.1|CPIP
OG0005061	LOC115763540|XP_030562017.1|DNOV	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP
OG0005062	LOC115763031|XP_030561303.1|DNOV	LOC120412582|XP_039429026.1|CPIP
OG0005063	LOC115760870|XP_030558288.1|DNOV	LOC120421550|XP_039440711.1|CPIP
OG0005064	LOC115770050|XP_030570993.1|DNOV	LOC120424851|XP_039445034.1|CPIP
OG0005065	LOC115761834|XP_030559673.1|DNOV	LOC120412906|XP_039429472.1|CPIP
OG0005066	LOC115760941|XP_030558381.1|DNOV	LOC120412896|XP_039429460.1|CPIP
OG0005067	LOC115762034|XP_030559960.1|DNOV	LOC120430655|XP_039451695.1|CPIP
OG0005068	LOC115766770|XP_030566635.1|DNOV	LOC120428827|XP_039449869.1|CPIP
OG0005069	LOC115760649|XP_030557973.1|DNOV	LOC120422298|XP_039441624.1|CPIP
OG0005070	LOC115759115|XP_030555821.1|DNOV	LOC120420354|XP_039439284.1|CPIP
OG0005071	LOC115765918|XP_030565526.1|DNOV	LOC120420358|XP_039439291.1|CPIP
OG0005072	LOC115764434|XP_030563297.1|DNOV	LOC120426781|XP_039447489.1|CPIP
OG0005073	LOC115760955|XP_030558403.1|DNOV	LOC120416575|XP_039434242.1|CPIP
OG0005074	LOC115769646|XP_030570419.1|DNOV	LOC120416564|XP_039434229.1|CPIP
OG0005075	LOC115760688|XP_030558015.1|DNOV	LOC120420073|XP_039438930.1|CPIP
OG0005076	LOC115762257|XP_030560272.1|DNOV	LOC120420080|XP_039438941.1|CPIP
OG0005078	LOC115767171|XP_030567214.1|DNOV	LOC120419978|XP_039438787.1|CPIP
OG0005079	LOC115761092|XP_030558574.1|DNOV	LOC120414138|XP_039431106.1|CPIP
OG0005080	LOC115770068|XP_030571026.1|DNOV	LOC120418547|XP_039436913.1|CPIP
OG0005081	LOC115762177|XP_030560157.1|DNOV	LOC120418527|XP_039436897.1|CPIP
OG0005082	LOC115769804|XP_030570632.1|DNOV	LOC120418528|XP_039436899.1|CPIP
OG0005083	LOC115767210|XP_030567264.1|DNOV	LOC120418530|XP_039436900.1|CPIP
OG0005084	LOC115766195|XP_030565908.1|DNOV	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP
OG0005085	LOC115766222|XP_030565939.1|DNOV	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP
OG0005086	LOC115762504|XP_030560604.1|DNOV	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP
OG0005087	LOC115769344|XP_030569964.1|DNOV	LOC120431426|XP_039452480.1|CPIP
OG0005088	LOC115762085|XP_030560038.1|DNOV	LOC120414436|XP_039431555.1|CPIP
OG0005089	LOC115762082|XP_030560034.1|DNOV	LOC120414481|XP_039431609.1|CPIP
OG0005090	LOC115757932|XP_030554260.1|DNOV	LOC120432578|XP_039453744.1|CPIP
OG0005091	LOC115762359|XP_030560389.1|DNOV	LOC120414463|XP_039431586.1|CPIP
OG0005092	LOC115770188|XP_030571209.1|DNOV	LOC120426140|XP_039446791.1|CPIP
OG0005093	LOC115767792|XP_030567987.1|DNOV	LOC120426135|XP_039446771.1|CPIP
OG0005094	LOC115767143|XP_030567167.1|DNOV	LOC120417615|XP_039435663.1|CPIP
OG0005095	LOC115762395|XP_030560436.1|DNOV	LOC120417605|XP_039435645.1|CPIP
OG0005096	LOC115763369|XP_030561760.1|DNOV	LOC120417619|XP_039435667.1|CPIP
OG0005097	LOC115760588|XP_030557876.1|DNOV	LOC120416046|XP_039433637.1|CPIP
OG0005098	LOC115763583|XP_030562102.1|DNOV	LOC120416047|XP_039433639.1|CPIP
OG0005099	LOC115762379|XP_030560419.1|DNOV	LOC120423595|XP_039443390.1|CPIP
OG0005100	LOC115762216|XP_030560209.1|DNOV	LOC120423622|XP_039443424.1|CPIP
OG0005101	LOC115770799|XP_030572082.1|DNOV	LOC120423604|XP_039443403.1|CPIP
OG0005102	LOC115771566|XP_030573180.1|DNOV	LOC120419517|XP_039438151.1|CPIP
OG0005103	LOC115759074|XP_030555767.1|DNOV	LOC120419522|XP_039438166.1|CPIP
OG0005104	LOC115763594|XP_030562076.1|DNOV	LOC120413407|XP_039430146.1|CPIP
OG0005105	LOC115771204|XP_030572664.1|DNOV	LOC120413431|XP_039430176.1|CPIP
OG0005107	LOC115769324|XP_030569920.1|DNOV	LOC120413382|XP_039430114.1|CPIP
OG0005108	LOC115761128|XP_030558648.1|DNOV	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP
OG0005109	LOC115764419|XP_030563276.1|DNOV	LOC120417530|XP_039435546.1|CPIP
OG0005110	LOC115765818|XP_030565401.1|DNOV	LOC120420040|XP_039438875.1|CPIP
OG0005111	LOC115769851|XP_030570690.1|DNOV	LOC120427787|XP_039448643.1|CPIP
OG0005112	LOC115769960|XP_030570866.1|DNOV	LOC120427785|XP_039448640.1|CPIP
OG0005113	LOC115769550|XP_030570253.1|DNOV	LOC120427783|XP_039448638.1|CPIP
OG0005114	LOC115769810|XP_030570639.1|DNOV	LOC120429198|XP_039450340.1|CPIP
OG0005115	LOC115765573|XP_030565082.1|DNOV	LOC120422286|XP_039441610.1|CPIP
OG0005116	LOC115769846|XP_030570682.1|DNOV	LOC120424974|XP_039445264.1|CPIP
OG0005117	LOC115768865|XP_030569430.1|DNOV	LOC120424977|XP_039445268.1|CPIP
OG0005118	LOC115759803|XP_030556746.1|DNOV	LOC120424982|XP_039445284.1|CPIP
OG0005119	LOC115762479|XP_030560563.1|DNOV	LOC120431356|XP_039452418.1|CPIP
OG0005120	LOC115767133|XP_030567155.1|DNOV	LOC120421624|XP_039440786.1|CPIP
OG0005121	LOC115769428|XP_030570095.1|DNOV	LOC120421674|XP_039440838.1|CPIP
OG0005122	LOC115769730|XP_030570526.1|DNOV	LOC120424488|XP_039444565.1|CPIP
OG0005123	LOC115769795|XP_030570623.1|DNOV	LOC120424498|XP_039444582.1|CPIP
OG0005124	LOC115769968|XP_030570881.1|DNOV	LOC120424477|XP_039444546.1|CPIP
OG0005125	LOC115769772|XP_030570597.1|DNOV	LOC120424495|XP_039444576.1|CPIP
OG0005126	LOC115767163|XP_030567203.1|DNOV	LOC120423518|XP_039443295.1|CPIP
OG0005127	LOC115769654|XP_030570426.1|DNOV	LOC120423507|XP_039443282.1|CPIP
OG0005128	LOC115760730|XP_030558065.1|DNOV	LOC120420909|XP_039439968.1|CPIP
OG0005129	LOC115770165|XP_030571183.1|DNOV	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP
OG0005130	LOC115770306|XP_030571401.1|DNOV	LOC120430133|XP_039451153.1|CPIP
OG0005132	LOC115770279|XP_030571367.1|DNOV	LOC120412631|XP_039429120.1|CPIP
OG0005133	LOC115766926|XP_030566870.1|DNOV	LOC120412593|XP_039429057.1|CPIP
OG0005134	LOC115770392|XP_030571500.1|DNOV	LOC120412581|XP_039429025.1|CPIP
OG0005135	LOC115767660|XP_030567808.1|DNOV	LOC120412623|XP_039429107.1|CPIP
OG0005136	LOC115767658|XP_030567805.1|DNOV	LOC120412587|XP_039429034.1|CPIP
OG0005137	LOC115761654|XP_030559355.1|DNOV	LOC120428832|XP_039449881.1|CPIP
OG0005138	LOC115769535|XP_030570236.1|DNOV	LOC120416503|XP_039434154.1|CPIP
OG0005139	LOC115767666|XP_030567813.1|DNOV	LOC120416504|XP_039434155.1|CPIP
OG0005140	LOC115758517|XP_030555070.1|DNOV	LOC120416523|XP_039434173.1|CPIP
OG0005141	LOC115761145|XP_030558673.1|DNOV	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP
OG0005142	LOC115771144|XP_030572575.1|DNOV	LOC120426296|XP_039446981.1|CPIP
OG0005143	LOC115770983|XP_030572314.1|DNOV	LOC120415768|XP_039433310.1|CPIP
OG0005144	LOC115771143|XP_030572573.1|DNOV	LOC120415816|XP_039433374.1|CPIP
OG0005145	LOC115771157|XP_030572589.1|DNOV	LOC120415818|XP_039433376.1|CPIP
OG0005146	LOC115769491|XP_030570169.1|DNOV	LOC120415809|XP_039433370.1|CPIP
OG0005147	LOC115769394|XP_030570057.1|DNOV	LOC120415810|XP_039433371.1|CPIP
OG0005148	LOC115770442|XP_030571576.1|DNOV	LOC120418654|XP_039437033.1|CPIP
OG0005149	LOC115760977|XP_030558440.1|DNOV	LOC120418652|XP_039437030.1|CPIP
OG0005150	LOC115762608|XP_030560764.1|DNOV	LOC120418673|XP_039437056.1|CPIP
OG0005151	LOC115762824|XP_030561046.1|DNOV	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP
OG0005152	LOC115762825|XP_030561047.1|DNOV	LOC120418659|XP_039437040.1|CPIP
OG0005153	LOC115762943|XP_030561189.1|DNOV	LOC120418665|XP_039437050.1|CPIP
OG0005154	LOC115762942|XP_030561186.1|DNOV	LOC120418680|XP_039437070.1|CPIP
OG0005155	LOC115765823|XP_030565406.1|DNOV	LOC120419001|XP_039437507.1|CPIP
OG0005156	LOC115770927|XP_030572244.1|DNOV	LOC120427117|XP_039447904.1|CPIP
OG0005157	LOC115761138|XP_030558658.1|DNOV	LOC120427130|XP_039447918.1|CPIP
OG0005158	LOC115769474|XP_030570152.1|DNOV	LOC120419527|XP_039438173.1|CPIP
OG0005159	LOC115765819|XP_030565403.1|DNOV, LOC115767665|XP_030567812.1|DNOV	LOC120419525|XP_039438171.1|CPIP
OG0005160	LOC115771070|XP_030572482.1|DNOV	LOC120419520|XP_039438163.1|CPIP
OG0005161	LOC115760703|XP_030558032.1|DNOV	LOC120422697|XP_039442142.1|CPIP
OG0005162	LOC115764385|XP_030563211.1|DNOV	LOC120422702|XP_039442147.1|CPIP
OG0005163	LOC115770025|XP_030570940.1|DNOV	LOC120417455|XP_039435446.1|CPIP
OG0005164	LOC115771007|XP_030572368.1|DNOV	LOC120417458|XP_039435449.1|CPIP
OG0005165	LOC115758250|XP_030554666.1|DNOV	LOC120429715|XP_039450688.1|CPIP
OG0005166	LOC115767898|XP_030568131.1|DNOV	LOC120421404|XP_039440540.1|CPIP
OG0005167	LOC115767903|XP_030568136.1|DNOV	LOC120421405|XP_039440541.1|CPIP
OG0005168	LOC115769936|XP_030570837.1|DNOV	LOC120421394|XP_039440529.1|CPIP
OG0005169	LOC115770440|XP_030571574.1|DNOV	LOC120421393|XP_039440528.1|CPIP
OG0005170	LOC115770364|XP_030571467.1|DNOV	LOC120421391|XP_039440525.1|CPIP
OG0005171	LOC115770125|XP_030571119.1|DNOV	LOC120421392|XP_039440527.1|CPIP
OG0005172	LOC115761043|XP_030558518.1|DNOV	LOC120421386|XP_039440514.1|CPIP
OG0005173	LOC115762520|XP_030560640.1|DNOV	LOC120431184|XP_039452260.1|CPIP
OG0005174	LOC115760946|XP_030558388.1|DNOV	LOC120431186|XP_039452262.1|CPIP
OG0005175	LOC115760566|XP_030557836.1|DNOV	LOC120421921|XP_039441155.1|CPIP
OG0005176	LOC115757774|XP_030554061.1|DNOV	LOC120421930|XP_039441169.1|CPIP
OG0005177	LOC115760741|XP_030558078.1|DNOV	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP
OG0005178	LOC115769584|XP_030570320.1|DNOV	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP
OG0005179	LOC115771094|XP_030572512.1|DNOV	LOC120421898|XP_039441130.1|CPIP
OG0005180	LOC115771190|XP_030572644.1|DNOV	LOC120430636|XP_039451665.1|CPIP
OG0005181	LOC115765245|XP_030564566.1|DNOV	LOC120431061|XP_039452148.1|CPIP
OG0005182	LOC115762068|XP_030560016.1|DNOV	LOC120431062|XP_039452149.1|CPIP
OG0005183	LOC115761296|XP_030558902.1|DNOV	LOC120431056|XP_039452144.1|CPIP
OG0005184	LOC115765402|XP_030564803.1|DNOV	LOC120427289|XP_039448075.1|CPIP
OG0005185	LOC115759467|XP_030556264.1|DNOV	LOC120427293|XP_039448079.1|CPIP
OG0005186	LOC115762190|XP_030560173.1|DNOV	LOC120427296|XP_039448084.1|CPIP
OG0005187	LOC115762528|XP_030560667.1|DNOV	LOC120418809|XP_039437240.1|CPIP
OG0005188	LOC115761114|XP_030558605.1|DNOV	LOC120418812|XP_039437257.1|CPIP
OG0005189	LOC115768701|XP_030569250.1|DNOV	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP
OG0005191	LOC115770714|XP_030571974.1|DNOV	LOC120429227|XP_039450375.1|CPIP
OG0005196	LOC115771550|XP_030573155.1|DNOV	LOC120429042|XP_039450114.1|CPIP
OG0005199	LOC115760032|XP_030557063.1|DNOV	LOC120428478|XP_039449426.1|CPIP
OG0005200	LOC115759966|XP_030556979.1|DNOV	LOC120424300|XP_039444319.1|CPIP
OG0005201	LOC115760985|XP_030558451.1|DNOV	LOC120424220|XP_039444208.1|CPIP
OG0005202	LOC115765117|XP_030564408.1|DNOV	LOC120413952|XP_039430889.1|CPIP
OG0005211	LOC115771582|XP_030573202.1|DNOV	LOC120425448|XP_039445914.1|CPIP
OG0005212	LOC115760959|XP_030558411.1|DNOV	LOC120425446|XP_039445913.1|CPIP
OG0005213	LOC115767996|XP_030568261.1|DNOV	LOC120422192|XP_039441507.1|CPIP
OG0005214	LOC115759807|XP_030556755.1|DNOV	LOC120414729|XP_039431968.1|CPIP
OG0005215	LOC115760056|XP_030557093.1|DNOV	LOC120414647|XP_039431828.1|CPIP
OG0005216	LOC115763585|XP_030562064.1|DNOV	LOC120414706|XP_039431948.1|CPIP
OG0005217	LOC115763164|XP_030561475.1|DNOV	LOC120414646|XP_039431818.1|CPIP
OG0005219	LOC115762031|XP_030559954.1|DNOV	LOC120414659|XP_039431853.1|CPIP
OG0005220	LOC115769974|XP_030570892.1|DNOV	LOC120414656|XP_039431849.1|CPIP
OG0005221	LOC115763204|XP_030561529.1|DNOV	LOC120414672|XP_039431887.1|CPIP
OG0005222	LOC115765538|XP_030565019.1|DNOV	LOC120414652|XP_039431836.1|CPIP
OG0005223	LOC115763509|XP_030561966.1|DNOV	LOC120414655|XP_039431847.1|CPIP
OG0005224	LOC115758984|XP_030555647.1|DNOV	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP
OG0005225	LOC115763564|XP_030562043.1|DNOV	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP
OG0005226	LOC115759862|XP_030556826.1|DNOV	LOC120431198|XP_039452275.1|CPIP
OG0005227	LOC115758365|XP_030554812.1|DNOV	LOC120431192|XP_039452268.1|CPIP
OG0005228	LOC115758364|XP_030554811.1|DNOV	LOC120431190|XP_039452266.1|CPIP
OG0005229	LOC115765974|XP_030565587.1|DNOV	LOC120431282|XP_039452354.1|CPIP
OG0005230	LOC115758750|XP_030555368.1|DNOV	LOC120427685|XP_039448505.1|CPIP
OG0005231	LOC115765515|XP_030564993.1|DNOV	LOC120422793|XP_039442267.1|CPIP
OG0005232	LOC115763068|XP_030561356.1|DNOV	LOC120422785|XP_039442257.1|CPIP
OG0005233	LOC115758353|XP_030554796.1|DNOV	LOC120422805|XP_039442281.1|CPIP
OG0005234	LOC115769251|XP_030569823.1|DNOV	LOC120425848|XP_039446401.1|CPIP
OG0005235	LOC115759935|XP_030556934.1|DNOV	LOC120415484|XP_039432986.1|CPIP
OG0005236	LOC115765986|XP_030565609.1|DNOV	LOC120415483|XP_039432983.1|CPIP
OG0005237	LOC115765881|XP_030565481.1|DNOV	LOC120415481|XP_039432980.1|CPIP
OG0005238	LOC115765942|XP_030565547.1|DNOV	LOC120415473|XP_039432968.1|CPIP
OG0005239	LOC115760303|XP_030557450.1|DNOV	LOC120419188|XP_039437792.1|CPIP
OG0005240	LOC115768664|XP_030569205.1|DNOV	LOC120422788|XP_039442261.1|CPIP
OG0005241	LOC115766004|XP_030565633.1|DNOV	LOC120422783|XP_039442250.1|CPIP
OG0005242	LOC115760089|XP_030557134.1|DNOV	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP
OG0005243	LOC115765873|XP_030565470.1|DNOV	LOC120415693|XP_039433221.1|CPIP
OG0005244	LOC115761704|XP_030559435.1|DNOV	LOC120415669|XP_039433186.1|CPIP
OG0005245	LOC115766046|XP_030565679.1|DNOV	LOC120415676|XP_039433197.1|CPIP
OG0005246	LOC115765889|XP_030565490.1|DNOV	LOC120415690|XP_039433219.1|CPIP
OG0005247	LOC115760885|XP_030558307.1|DNOV	LOC120415685|XP_039433203.1|CPIP
OG0005248	LOC115768604|XP_030569117.1|DNOV	LOC120424566|XP_039444669.1|CPIP
OG0005249	LOC115765646|XP_030565164.1|DNOV	LOC120423659|XP_039443475.1|CPIP
OG0005250	LOC115763073|XP_030561368.1|DNOV	LOC120423673|XP_039443492.1|CPIP
OG0005251	LOC115759720|XP_030556590.1|DNOV	LOC120418290|XP_039436551.1|CPIP
OG0005252	LOC115763461|XP_030561895.1|DNOV	LOC120418314|XP_039436577.1|CPIP
OG0005253	LOC115768566|XP_030569045.1|DNOV	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP
OG0005254	LOC115763420|XP_030561838.1|DNOV	LOC120422990|XP_039442534.1|CPIP
OG0005255	LOC115763602|XP_030562088.1|DNOV	LOC120422984|XP_039442528.1|CPIP
OG0005256	LOC115759855|XP_030556817.1|DNOV	LOC120422989|XP_039442533.1|CPIP
OG0005257	LOC115763524|XP_030561988.1|DNOV	LOC120422991|XP_039442536.1|CPIP
