Orthogroup	DNOV.longest_only	BTRY.longest_only
OG0004528	LOC115764276|XP_030563062.1|DNOV	LOC120774447|XP_039960030.1|BTRY, LOC120774449|XP_039960031.1|BTRY
OG0004529	LOC115768794|XP_030569350.1|DNOV	LOC120775172|XP_039961157.1|BTRY
OG0004530	LOC115765203|XP_030564501.1|DNOV	LOC120775544|XP_039961703.1|BTRY
OG0004531	LOC115765064|XP_030564298.1|DNOV	LOC120769017|XP_039951831.1|BTRY
OG0004532	LOC115766350|XP_030566108.1|DNOV	LOC120774158|XP_039959502.1|BTRY
OG0004533	LOC115767397|XP_030567520.1|DNOV	LOC120775931|XP_039962272.1|BTRY
OG0004534	LOC115765276|XP_030564626.1|DNOV	LOC120774966|XP_039960789.1|BTRY, LOC120774856|XP_039960612.1|BTRY
OG0004535	LOC115762927|XP_030561167.1|DNOV	LOC120776408|XP_039962966.1|BTRY
OG0004536	LOC115764256|XP_030563035.1|DNOV, LOC115764286|XP_030563077.1|DNOV	LOC120773705|XP_039958673.1|BTRY
OG0004537	LOC115767402|XP_030567527.1|DNOV	LOC120775647|XP_039961836.1|BTRY
OG0004538	LOC115762043|XP_030559973.1|DNOV	LOC120770950|XP_039954596.1|BTRY
OG0004539	LOC115771924|XP_030573682.1|DNOV	LOC120766949|XP_039948667.1|BTRY
OG0004540	LOC115767732|XP_030567903.1|DNOV	LOC120775097|XP_039961038.1|BTRY
OG0004541	LOC115757978|XP_030554319.1|DNOV	LOC120772806|XP_039957524.1|BTRY
OG0004542	LOC115764378|XP_030563200.1|DNOV	LOC120775109|XP_039961060.1|BTRY, LOC120775047|XP_039960957.1|BTRY
OG0004543	LOC115768260|XP_030568649.1|DNOV	LOC120778250|XP_039965949.1|BTRY
OG0004544	LOC115768153|XP_030568508.1|DNOV	LOC120774745|XP_039960435.1|BTRY
OG0004545	LOC115761362|XP_030558970.1|DNOV	LOC120782298|XP_039970438.1|BTRY
OG0004546	LOC115760848|XP_030558260.1|DNOV	LOC120770566|XP_039954078.1|BTRY
OG0004547	LOC115766908|XP_030566846.1|DNOV	LOC120775224|XP_039961225.1|BTRY
OG0004548	LOC115765145|XP_030564410.1|DNOV	LOC120773883|XP_039958987.1|BTRY
OG0004549	LOC115768777|XP_030569329.1|DNOV	LOC120773754|XP_039958754.1|BTRY
OG0004550	LOC115769020|XP_030569590.1|DNOV	LOC120768589|XP_039951283.1|BTRY
OG0004551	LOC115772051|XP_030573856.1|DNOV	LOC120774355|XP_039959874.1|BTRY
OG0004552	LOC115768569|XP_030569053.1|DNOV	LOC120774120|XP_039959424.1|BTRY
OG0004553	LOC115770982|XP_030572313.1|DNOV	LOC120776595|XP_039963302.1|BTRY
OG0004554	LOC115767870|XP_030568090.1|DNOV	LOC120774429|XP_039959997.1|BTRY
OG0004555	LOC115767869|XP_030568089.1|DNOV	LOC120775012|XP_039960886.1|BTRY
OG0004556	LOC115764263|XP_030563045.1|DNOV	LOC120775059|XP_039960974.1|BTRY
OG0004557	LOC115768435|XP_030568853.1|DNOV	LOC120775261|XP_039961276.1|BTRY, LOC120774591|XP_039960256.1|BTRY
OG0004558	LOC115765394|XP_030564784.1|DNOV	LOC120781963|XP_039970067.1|BTRY
OG0004559	LOC115764615|XP_030563633.1|DNOV	LOC120782528|XP_039970773.1|BTRY
OG0004560	LOC115760372|XP_030557529.1|DNOV	LOC120780307|XP_039968532.1|BTRY
OG0004561	LOC115771904|XP_030573653.1|DNOV	LOC120781283|XP_039969417.1|BTRY
OG0004562	LOC115771879|XP_030573624.1|DNOV	LOC120766461|XP_039947924.1|BTRY
OG0004563	LOC115772114|XP_030573946.1|DNOV	LOC120782883|XP_039971366.1|BTRY
OG0004564	LOC115763894|XP_030562532.1|DNOV	LOC120782782|XP_039971184.1|BTRY
OG0004565	LOC115771793|XP_030573523.1|DNOV	LOC120772017|XP_039956320.1|BTRY
OG0004566	LOC115765310|XP_030564668.1|DNOV	LOC120774918|XP_039960728.1|BTRY
OG0004567	LOC115768159|XP_030568513.1|DNOV	LOC120774554|XP_039960219.1|BTRY
OG0004568	LOC115768453|XP_030568874.1|DNOV	LOC120775277|XP_039961307.1|BTRY
OG0004569	LOC115761719|XP_030559457.1|DNOV	LOC120777108|XP_039964186.1|BTRY
OG0004570	LOC115765370|XP_030564757.1|DNOV	LOC120770519|XP_039953994.1|BTRY
OG0004571	LOC115767013|XP_030566996.1|DNOV	LOC120775139|XP_039961103.1|BTRY
OG0004572	LOC115760111|XP_030557164.1|DNOV	LOC120775322|XP_039961396.1|BTRY
OG0004573	LOC115761666|XP_030559372.1|DNOV	LOC120772558|XP_039957181.1|BTRY
OG0004574	LOC115768915|XP_030569505.1|DNOV	LOC120774560|XP_039960227.1|BTRY
OG0004575	LOC115768922|XP_030569518.1|DNOV	LOC120773458|XP_039958286.1|BTRY
OG0004576	LOC115759505|XP_030556306.1|DNOV	LOC120777848|XP_039965321.1|BTRY
OG0004577	LOC115761595|XP_030559252.1|DNOV	LOC120774868|XP_039960638.1|BTRY
OG0004578	LOC115771315|XP_030572834.1|DNOV	LOC120776123|XP_039962585.1|BTRY
OG0004579	LOC115759105|XP_030555804.1|DNOV	LOC120767341|XP_039949225.1|BTRY
OG0004580	LOC115761752|XP_030559513.1|DNOV	LOC120769292|XP_039952156.1|BTRY
OG0004581	LOC115764168|XP_030562912.1|DNOV	LOC120771039|XP_039954773.1|BTRY
OG0004582	LOC115757658|XP_030553831.1|DNOV	LOC120766280|XP_039947616.1|BTRY
OG0004583	LOC115765326|XP_030564687.1|DNOV	LOC120773619|XP_039958555.1|BTRY
OG0004584	LOC115757848|XP_030554143.1|DNOV	LOC120774299|XP_039959755.1|BTRY
OG0004585	LOC115764948|XP_030564129.1|DNOV	LOC120781311|XP_039969445.1|BTRY
OG0004586	LOC115768524|XP_030568975.1|DNOV	LOC120773863|XP_039958953.1|BTRY
OG0004587	LOC115764949|XP_030564130.1|DNOV	LOC120776164|XP_039962708.1|BTRY
OG0004588	LOC115764985|XP_030564172.1|DNOV	LOC120782543|XP_039970808.1|BTRY
OG0004589	LOC115765361|XP_030564739.1|DNOV	LOC120775414|XP_039961516.1|BTRY
OG0004590	LOC115765080|XP_030564315.1|DNOV	LOC120766583|XP_039948113.1|BTRY
OG0004591	LOC115765049|XP_030564283.1|DNOV	LOC120773644|XP_039958589.1|BTRY
OG0004592	LOC115765179|XP_030564461.1|DNOV	LOC120775596|XP_039961769.1|BTRY
OG0004593	LOC115766839|XP_030566742.1|DNOV	LOC120775386|XP_039961481.1|BTRY
OG0004594	LOC115765221|XP_030564521.1|DNOV	LOC120775552|XP_039961713.1|BTRY
OG0004595	LOC115768272|XP_030568669.1|DNOV	LOC120775471|XP_039961600.1|BTRY
OG0004596	LOC115768150|XP_030568504.1|DNOV	LOC120776190|XP_039962749.1|BTRY
OG0004597	LOC115768897|XP_030569472.1|DNOV	LOC120774245|XP_039959644.1|BTRY
OG0004598	LOC115765829|XP_030565413.1|DNOV	LOC120777750|XP_039965179.1|BTRY
OG0004599	LOC115760140|XP_030557205.1|DNOV	LOC120778510|XP_039966275.1|BTRY
OG0004600	LOC115768839|XP_030569396.1|DNOV	LOC120774042|XP_039959276.1|BTRY
OG0004601	LOC115768844|XP_030569400.1|DNOV	LOC120775395|XP_039961489.1|BTRY
OG0004602	LOC115765268|XP_030564617.1|DNOV	LOC120774443|XP_039960018.1|BTRY
OG0004603	LOC115765885|XP_030565486.1|DNOV	LOC120774541|XP_039960202.1|BTRY
OG0004604	LOC115764330|XP_030563140.1|DNOV	LOC120774422|XP_039959985.1|BTRY
OG0004605	LOC115764421|XP_030563280.1|DNOV	LOC120775939|XP_039962280.1|BTRY
OG0004606	LOC115763690|XP_030562231.1|DNOV	LOC120771834|XP_039956012.1|BTRY
OG0004607	LOC115768170|XP_030568528.1|DNOV	LOC120774984|XP_039960824.1|BTRY
OG0004608	LOC115768616|XP_030569132.1|DNOV	LOC120775886|XP_039962197.1|BTRY
OG0004609	LOC115765246|XP_030564570.1|DNOV	LOC120774282|XP_039959708.1|BTRY, LOC120774280|XP_039959706.1|BTRY
OG0004610	LOC115757762|XP_030554034.1|DNOV	LOC120782654|XP_039970974.1|BTRY
OG0004611	LOC115759509|XP_030556309.1|DNOV	LOC120770833|XP_039954360.1|BTRY
OG0004612	LOC115759577|XP_030556405.1|DNOV	LOC120766263|XP_039947584.1|BTRY
OG0004613	LOC115764170|XP_030562914.1|DNOV	LOC120782354|XP_039970523.1|BTRY
OG0004614	LOC115764271|XP_030563056.1|DNOV	LOC120773928|XP_039959059.1|BTRY
OG0004615	LOC115768198|XP_030568572.1|DNOV	LOC120775215|XP_039961214.1|BTRY
OG0004616	LOC115765086|XP_030564326.1|DNOV	LOC120774395|XP_039959947.1|BTRY
OG0004617	LOC115758954|XP_030555613.1|DNOV	LOC120767967|XP_039950305.1|BTRY
OG0004618	LOC115771979|XP_030573759.1|DNOV	LOC120771173|XP_039954998.1|BTRY
OG0004619	LOC115761245|XP_030558801.1|DNOV	LOC120781350|XP_039969487.1|BTRY
OG0004620	LOC115761967|XP_030559869.1|DNOV	LOC120778466|XP_039966212.1|BTRY
OG0004621	LOC115770830|XP_030572125.1|DNOV	LOC120778279|XP_039966003.1|BTRY
OG0004622	LOC115761732|XP_030559477.1|DNOV	LOC120768917|XP_039951629.1|BTRY
OG0004623	LOC115764888|XP_030564030.1|DNOV	LOC120782722|XP_039971080.1|BTRY
OG0004624	LOC115759415|XP_030556167.1|DNOV	LOC120775382|XP_039961476.1|BTRY
OG0004625	LOC115767737|XP_030567909.1|DNOV	LOC120776196|XP_039962756.1|BTRY
OG0004626	LOC115765097|XP_030564341.1|DNOV	LOC120776118|XP_039962563.1|BTRY
OG0004627	LOC115762836|XP_030561062.1|DNOV	LOC120778937|XP_039966918.1|BTRY
OG0004628	LOC115768903|XP_030569480.1|DNOV	LOC120774283|XP_039959709.1|BTRY
OG0004629	LOC115771999|XP_030573789.1|DNOV	LOC120772294|XP_039956740.1|BTRY
OG0004630	LOC115764893|XP_030564040.1|DNOV	LOC120772741|XP_039957439.1|BTRY
OG0004631	LOC115761239|XP_030558793.1|DNOV	LOC120767092|XP_039948905.1|BTRY
OG0004632	LOC115761238|XP_030558792.1|DNOV	LOC120768696|XP_039951424.1|BTRY
OG0004633	LOC115765013|XP_030564226.1|DNOV	LOC120766438|XP_039947881.1|BTRY
OG0004634	LOC115764923|XP_030564089.1|DNOV	LOC120782886|XP_039971369.1|BTRY, LOC120766325|XP_039947683.1|BTRY
OG0004635	LOC115767848|XP_030568058.1|DNOV	LOC120775319|XP_039961390.1|BTRY
OG0004636	LOC115765155|XP_030564428.1|DNOV	LOC120773663|XP_039958614.1|BTRY
OG0004637	LOC115767565|XP_030567707.1|DNOV	LOC120773969|XP_039959140.1|BTRY
OG0004638	LOC115768048|XP_030568341.1|DNOV	LOC120773836|XP_039958892.1|BTRY
OG0004639	LOC115771948|XP_030573711.1|DNOV	LOC120782419|XP_039970604.1|BTRY
OG0004640	LOC115771637|XP_030573297.1|DNOV	LOC120767992|XP_039950388.1|BTRY
OG0004641	LOC115767974|XP_030568233.1|DNOV	LOC120774083|XP_039959345.1|BTRY
OG0004642	LOC115767578|XP_030567723.1|DNOV	LOC120773823|XP_039958867.1|BTRY
OG0004643	LOC115770774|XP_030572052.1|DNOV	LOC120781372|XP_039969513.1|BTRY
OG0004644	LOC115769124|XP_030569689.1|DNOV	LOC120775137|XP_039961102.1|BTRY
OG0004645	LOC115765947|XP_030565553.1|DNOV	LOC120775836|XP_039962134.1|BTRY
OG0004646	LOC115765031|XP_030564253.1|DNOV	LOC120776090|XP_039962505.1|BTRY
OG0004647	LOC115768275|XP_030568673.1|DNOV	LOC120776009|XP_039962382.1|BTRY
OG0004648	LOC115764373|XP_030563195.1|DNOV	LOC120775262|XP_039961280.1|BTRY
OG0004649	LOC115766900|XP_030566837.1|DNOV	LOC120775298|XP_039961350.1|BTRY
OG0004650	LOC115763297|XP_030561645.1|DNOV	LOC120774471|XP_039960061.1|BTRY
OG0004651	LOC115772016|XP_030573807.1|DNOV	LOC120766452|XP_039947907.1|BTRY
OG0004652	LOC115761571|XP_030559217.1|DNOV	LOC120766594|XP_039948131.1|BTRY
OG0004653	LOC115770362|XP_030571470.1|DNOV	LOC120779178|XP_039967354.1|BTRY
OG0004654	LOC115759047|XP_030555730.1|DNOV	LOC120769513|XP_039952484.1|BTRY
OG0004655	LOC115771623|XP_030573263.1|DNOV	LOC120766502|XP_039947991.1|BTRY
OG0004656	LOC115767112|XP_030567125.1|DNOV	LOC120774082|XP_039959344.1|BTRY
OG0004657	LOC115766025|XP_030565656.1|DNOV	LOC120766332|XP_039947692.1|BTRY
OG0004658	LOC115762004|XP_030559933.1|DNOV	LOC120782522|XP_039970765.1|BTRY
OG0004659	LOC115761874|XP_030559737.1|DNOV	LOC120766395|XP_039947775.1|BTRY
OG0004660	LOC115761363|XP_030558971.1|DNOV	LOC120766338|XP_039947697.1|BTRY
OG0004661	LOC115771931|XP_030573691.1|DNOV	LOC120782057|XP_039970150.1|BTRY
OG0004662	LOC115761767|XP_030559556.1|DNOV	LOC120773989|XP_039959186.1|BTRY
OG0004663	LOC115768618|XP_030569135.1|DNOV	LOC120774780|XP_039960487.1|BTRY
OG0004664	LOC115768623|XP_030569141.1|DNOV	LOC120774287|XP_039959714.1|BTRY
OG0004665	LOC115768444|XP_030568863.1|DNOV	LOC120775280|XP_039961313.1|BTRY
OG0004666	LOC115759517|XP_030556320.1|DNOV	LOC120782229|XP_039970329.1|BTRY
OG0004667	LOC115759500|XP_030556301.1|DNOV	LOC120766446|XP_039947888.1|BTRY
OG0004668	LOC115766400|XP_030566177.1|DNOV	LOC120775007|XP_039960874.1|BTRY
OG0004669	LOC115760188|XP_030557278.1|DNOV	LOC120767469|XP_039949493.1|BTRY
OG0004670	LOC115759472|XP_030556266.1|DNOV	LOC120771853|XP_039956033.1|BTRY
OG0004671	LOC115761310|XP_030558900.1|DNOV	LOC120781501|XP_039969661.1|BTRY
OG0004672	LOC115771696|XP_030573373.1|DNOV	LOC120766922|XP_039948601.1|BTRY
OG0004673	LOC115771604|XP_030573226.1|DNOV	LOC120774969|XP_039960796.1|BTRY
OG0004674	LOC115764996|XP_030564193.1|DNOV	LOC120766952|XP_039948670.1|BTRY
OG0004675	LOC115764854|XP_030563983.1|DNOV	LOC120766951|XP_039948665.1|BTRY
OG0004676	LOC115764011|XP_030562695.1|DNOV	LOC120766365|XP_039947728.1|BTRY
OG0004677	LOC115764085|XP_030562795.1|DNOV	LOC120773848|XP_039958923.1|BTRY
OG0004678	LOC115764815|XP_030563922.1|DNOV	LOC120778184|XP_039965859.1|BTRY
OG0004679	LOC115770878|XP_030572174.1|DNOV	LOC120766968|XP_039948692.1|BTRY
OG0004680	LOC115771610|XP_030573236.1|DNOV	LOC120767575|XP_039949653.1|BTRY
OG0004681	LOC115764720|XP_030563780.1|DNOV	LOC120772810|XP_039957537.1|BTRY
OG0004682	LOC115763107|XP_030561411.1|DNOV	LOC120767994|XP_039950345.1|BTRY
OG0004683	LOC115761801|XP_030559604.1|DNOV	LOC120777148|XP_039964230.1|BTRY
OG0004684	LOC115771764|XP_030573477.1|DNOV	LOC120766282|XP_039947617.1|BTRY
OG0004685	LOC115765041|XP_030564270.1|DNOV	LOC120766514|XP_039948010.1|BTRY
OG0004686	LOC115766127|XP_030565809.1|DNOV	LOC120774585|XP_039960253.1|BTRY
OG0004687	LOC115764982|XP_030564170.1|DNOV	LOC120781424|XP_039969581.1|BTRY
OG0004688	LOC115765639|XP_030565156.1|DNOV	LOC120766790|XP_039948422.1|BTRY
OG0004689	LOC115772097|XP_030573919.1|DNOV	LOC120782484|XP_039970721.1|BTRY
OG0004690	LOC115765582|XP_030565090.1|DNOV	LOC120770502|XP_039954004.1|BTRY
OG0004691	LOC115764935|XP_030564106.1|DNOV	LOC120776843|XP_039963806.1|BTRY
OG0004692	LOC115764625|XP_030563649.1|DNOV	LOC120766975|XP_039948700.1|BTRY
OG0004693	LOC115764766|XP_030563862.1|DNOV	LOC120775761|XP_039962031.1|BTRY
OG0004695	LOC115764855|XP_030563984.1|DNOV	LOC120766906|XP_039948591.1|BTRY
OG0004696	LOC115772012|XP_030573802.1|DNOV	LOC120767325|XP_039949199.1|BTRY
OG0004697	LOC115766467|XP_030566269.1|DNOV	LOC120775049|XP_039960960.1|BTRY
OG0004698	LOC115765382|XP_030564765.1|DNOV	LOC120775734|XP_039961986.1|BTRY
OG0004699	LOC115761961|XP_030559862.1|DNOV	LOC120766478|XP_039947954.1|BTRY
OG0004700	LOC115761716|XP_030559454.1|DNOV	LOC120780766|XP_039968954.1|BTRY
OG0004701	LOC115770930|XP_030572247.1|DNOV	LOC120782180|XP_039970253.1|BTRY
OG0004702	LOC115764722|XP_030563784.1|DNOV	LOC120766590|XP_039948127.1|BTRY
OG0004703	LOC115761309|XP_030558899.1|DNOV	LOC120782335|XP_039970498.1|BTRY
OG0004704	LOC115761885|XP_030559748.1|DNOV	LOC120773471|XP_039958324.1|BTRY
OG0004705	LOC115764221|XP_030562995.1|DNOV	LOC120782764|XP_039971164.1|BTRY
OG0004706	LOC115762561|XP_030560705.1|DNOV	LOC120776650|XP_039963422.1|BTRY
OG0004708	LOC115764617|XP_030563637.1|DNOV	LOC120782815|XP_039971240.1|BTRY
OG0004709	LOC115764742|XP_030563818.1|DNOV	LOC120782826|XP_039971279.1|BTRY
OG0004710	LOC115771773|XP_030573488.1|DNOV	LOC120774557|XP_039960228.1|BTRY
OG0004711	LOC115764831|XP_030563939.1|DNOV	LOC120766247|XP_039947562.1|BTRY
OG0004712	LOC115761605|XP_030559267.1|DNOV	LOC120782028|XP_039970123.1|BTRY
OG0004713	LOC115763966|XP_030562623.1|DNOV	LOC120766307|XP_039947662.1|BTRY
OG0004714	LOC115764116|XP_030562838.1|DNOV	LOC120780669|XP_039968872.1|BTRY
OG0004715	LOC115769281|XP_030569866.1|DNOV	LOC120768328|XP_039950902.1|BTRY
OG0004716	LOC115764063|XP_030562771.1|DNOV	LOC120769237|XP_039952074.1|BTRY
OG0004717	LOC115764428|XP_030563289.1|DNOV	LOC120774382|XP_039959926.1|BTRY
OG0004718	LOC115759101|XP_030555798.1|DNOV	LOC120769447|XP_039952371.1|BTRY
OG0004719	LOC115771763|XP_030573475.1|DNOV	LOC120768434|XP_039951054.1|BTRY
OG0004720	LOC115764759|XP_030563854.1|DNOV	LOC120775934|XP_039962278.1|BTRY
OG0004721	LOC115761381|XP_030558993.1|DNOV	LOC120777159|XP_039964647.1|BTRY
OG0004722	LOC115764201|XP_030562950.1|DNOV	LOC120774290|XP_039959734.1|BTRY
OG0004723	LOC115768223|XP_030568609.1|DNOV	LOC120774247|XP_039959646.1|BTRY
OG0004724	LOC115771619|XP_030573257.1|DNOV	LOC120766897|XP_039948580.1|BTRY
OG0004725	LOC115761585|XP_030559235.1|DNOV	LOC120766898|XP_039948581.1|BTRY
OG0004726	LOC115764972|XP_030564157.1|DNOV	LOC120766279|XP_039947615.1|BTRY
OG0004727	LOC115761317|XP_030558908.1|DNOV	LOC120766542|XP_039948053.1|BTRY
OG0004728	LOC115761337|XP_030558934.1|DNOV	LOC120767085|XP_039948890.1|BTRY
OG0004729	LOC115764283|XP_030563074.1|DNOV	LOC120775770|XP_039962037.1|BTRY
OG0004730	LOC115758650|XP_030555245.1|DNOV	LOC120767661|XP_039949768.1|BTRY
OG0004731	LOC115771780|XP_030573500.1|DNOV	LOC120774510|XP_039960139.1|BTRY
OG0004732	LOC115771860|XP_030573601.1|DNOV	LOC120780744|XP_039968938.1|BTRY
OG0004733	LOC115757767|XP_030554052.1|DNOV	LOC120777334|XP_039964514.1|BTRY
OG0004734	LOC115761810|XP_030559616.1|DNOV	LOC120779453|XP_039967646.1|BTRY
OG0004735	LOC115771982|XP_030573762.1|DNOV	LOC120766418|XP_039947815.1|BTRY
OG0004736	LOC115757662|XP_030553839.1|DNOV	LOC120767053|XP_039948840.1|BTRY
OG0004737	LOC115764136|XP_030562870.1|DNOV	LOC120775301|XP_039961362.1|BTRY
OG0004738	LOC115763998|XP_030562677.1|DNOV	LOC120779148|XP_039967300.1|BTRY
OG0004739	LOC115764612|XP_030563628.1|DNOV	LOC120781342|XP_039969480.1|BTRY
OG0004740	LOC115761922|XP_030559799.1|DNOV	LOC120782207|XP_039970295.1|BTRY
OG0004741	LOC115764226|XP_030563000.1|DNOV	LOC120782821|XP_039971269.1|BTRY
OG0004742	LOC115766769|XP_030566625.1|DNOV	LOC120780088|XP_039968300.1|BTRY, LOC120780068|XP_039968277.1|BTRY
OG0004743	LOC115763995|XP_030562674.1|DNOV	LOC120766577|XP_039948104.1|BTRY
OG0004744	LOC115763039|XP_030561317.1|DNOV	LOC120782839|XP_039971299.1|BTRY
OG0004745	LOC115763673|XP_030562205.1|DNOV	LOC120775364|XP_039961464.1|BTRY
OG0004746	LOC115770623|XP_030571821.1|DNOV	LOC120769208|XP_039952038.1|BTRY
OG0004747	LOC115770624|XP_030571822.1|DNOV	LOC120769216|XP_039952048.1|BTRY
OG0004748	LOC115770756|XP_030572028.1|DNOV	LOC120772470|XP_039957046.1|BTRY
OG0004749	LOC115771868|XP_030573607.1|DNOV	LOC120778428|XP_039966147.1|BTRY
OG0004750	LOC115761288|XP_030558871.1|DNOV	LOC120766543|XP_039948054.1|BTRY
OG0004751	LOC115764960|XP_030564143.1|DNOV	LOC120769428|XP_039952347.1|BTRY
OG0004752	LOC115771938|XP_030573697.1|DNOV	LOC120782316|XP_039970466.1|BTRY
OG0004753	LOC115761747|XP_030559506.1|DNOV	LOC120780032|XP_039968248.1|BTRY
OG0004754	LOC115761799|XP_030559602.1|DNOV	LOC120768876|XP_039951567.1|BTRY
OG0004755	LOC115771976|XP_030573755.1|DNOV	LOC120773393|XP_039958177.1|BTRY
OG0004756	LOC115771839|XP_030573581.1|DNOV	LOC120773391|XP_039958163.1|BTRY
OG0004757	LOC115761538|XP_030559177.1|DNOV	LOC120766414|XP_039947800.1|BTRY
OG0004758	LOC115765722|XP_030565246.1|DNOV	LOC120776508|XP_039963149.1|BTRY
OG0004759	LOC115771903|XP_030573650.1|DNOV	LOC120782390|XP_039970566.1|BTRY
OG0004760	LOC115759441|XP_030556222.1|DNOV	LOC120766662|XP_039948230.1|BTRY
OG0004761	LOC115764871|XP_030564009.1|DNOV	LOC120780582|XP_039968776.1|BTRY
OG0004762	LOC115763042|XP_030561323.1|DNOV	LOC120780937|XP_039969100.1|BTRY, LOC120773068|XP_039957939.1|BTRY
OG0004763	LOC115761569|XP_030559215.1|DNOV	LOC120766735|XP_039948321.1|BTRY
OG0004764	LOC115764733|XP_030563806.1|DNOV	LOC120782550|XP_039970813.1|BTRY
OG0004765	LOC115762014|XP_030559943.1|DNOV	LOC120780837|XP_039969015.1|BTRY
OG0004766	LOC115761977|XP_030559882.1|DNOV	LOC120780308|XP_039968535.1|BTRY
OG0004767	LOC115761557|XP_030559200.1|DNOV	LOC120774604|XP_039960648.1|BTRY
OG0004768	LOC115766185|XP_030565888.1|DNOV	LOC120774368|XP_039959900.1|BTRY
OG0004769	LOC115759152|XP_030555868.1|DNOV	LOC120766842|XP_039948487.1|BTRY
OG0004770	LOC115765652|XP_030565169.1|DNOV	LOC120782716|XP_039971072.1|BTRY
OG0004771	LOC115759445|XP_030556228.1|DNOV	LOC120782567|XP_039970838.1|BTRY
OG0004772	LOC115759614|XP_030556453.1|DNOV	LOC120778484|XP_039966654.1|BTRY
OG0004773	LOC115757731|XP_030553967.1|DNOV	LOC120766357|XP_039947724.1|BTRY
OG0004774	LOC115757732|XP_030553968.1|DNOV	LOC120766367|XP_039947735.1|BTRY
OG0004775	LOC115764134|XP_030562867.1|DNOV	LOC120766571|XP_039948097.1|BTRY
OG0004776	LOC115762201|XP_030560185.1|DNOV	LOC120770515|XP_039953987.1|BTRY
OG0004777	LOC115761989|XP_030559905.1|DNOV	LOC120780454|XP_039968663.1|BTRY
OG0004778	LOC115769309|XP_030569898.1|DNOV	LOC120767877|XP_039950137.1|BTRY
OG0004779	LOC115764796|XP_030563900.1|DNOV	LOC120766385|XP_039947756.1|BTRY
OG0004780	LOC115765933|XP_030565539.1|DNOV	LOC120768286|XP_039950847.1|BTRY
OG0004781	LOC115764865|XP_030564002.1|DNOV	LOC120777363|XP_039964569.1|BTRY
OG0004782	LOC115764725|XP_030563793.1|DNOV	LOC120778557|XP_039966349.1|BTRY
OG0004783	LOC115767265|XP_030567350.1|DNOV	LOC120775914|XP_039962241.1|BTRY
OG0004784	LOC115764091|XP_030562804.1|DNOV	LOC120771552|XP_039955551.1|BTRY
OG0004785	LOC115764111|XP_030562831.1|DNOV	LOC120779907|XP_039968189.1|BTRY
OG0004786	LOC115764112|XP_030562834.1|DNOV	LOC120766597|XP_039948136.1|BTRY
OG0004787	LOC115764193|XP_030562940.1|DNOV	LOC120766912|XP_039948593.1|BTRY
OG0004788	LOC115764157|XP_030562894.1|DNOV	LOC120779521|XP_039967787.1|BTRY
OG0004789	LOC115764194|XP_030562941.1|DNOV	LOC120782544|XP_039970847.1|BTRY
OG0004790	LOC115771643|XP_030573305.1|DNOV	LOC120766447|XP_039947889.1|BTRY
OG0004791	LOC115772014|XP_030573804.1|DNOV	LOC120772315|XP_039956769.1|BTRY
OG0004792	LOC115768639|XP_030569170.1|DNOV	LOC120780449|XP_039968660.1|BTRY
OG0004793	LOC115761681|XP_030559397.1|DNOV	LOC120767784|XP_039949973.1|BTRY
OG0004794	LOC115766087|XP_030565757.1|DNOV	LOC120781453|XP_039969604.1|BTRY
OG0004795	LOC115761247|XP_030558807.1|DNOV	LOC120782800|XP_039971211.1|BTRY
OG0004796	LOC115759461|XP_030556255.1|DNOV	LOC120766317|XP_039947672.1|BTRY
OG0004797	LOC115757726|XP_030553951.1|DNOV	LOC120767094|XP_039948908.1|BTRY
OG0004798	LOC115763973|XP_030562636.1|DNOV	LOC120776948|XP_039963973.1|BTRY
OG0004799	LOC115771799|XP_030573528.1|DNOV	LOC120770776|XP_039954292.1|BTRY
OG0004800	LOC115764641|XP_030563672.1|DNOV	LOC120780180|XP_039968391.1|BTRY
OG0004801	LOC115766162|XP_030565864.1|DNOV	LOC120779695|XP_039967996.1|BTRY
OG0004802	LOC115771933|XP_030573693.1|DNOV	LOC120766215|XP_039947519.1|BTRY
OG0004803	LOC115771832|XP_030573572.1|DNOV	LOC120766649|XP_039948211.1|BTRY
OG0004804	LOC115766047|XP_030565684.1|DNOV	LOC120768081|XP_039950547.1|BTRY
OG0004805	LOC115761948|XP_030559844.1|DNOV	LOC120782494|XP_039970729.1|BTRY
OG0004806	LOC115768137|XP_030568491.1|DNOV	LOC120775829|XP_039962124.1|BTRY
OG0004808	LOC115761224|XP_030558774.1|DNOV	LOC120781662|XP_039970038.1|BTRY
OG0004809	LOC115757698|XP_030553902.1|DNOV	LOC120766164|XP_039947445.1|BTRY
OG0004810	LOC115757696|XP_030553900.1|DNOV	LOC120770658|XP_039954186.1|BTRY
OG0004811	LOC115770218|XP_030571275.1|DNOV	LOC120777485|XP_039964756.1|BTRY
OG0004812	LOC115761990|XP_030559907.1|DNOV	LOC120771936|XP_039956171.1|BTRY
OG0004813	LOC115771622|XP_030573262.1|DNOV	LOC120766269|XP_039947592.1|BTRY
OG0004814	LOC115757663|XP_030553840.1|DNOV	LOC120779510|XP_039967765.1|BTRY
OG0004815	LOC115768753|XP_030569300.1|DNOV	LOC120773451|XP_039958276.1|BTRY
OG0004816	LOC115764242|XP_030563019.1|DNOV	LOC120776005|XP_039962371.1|BTRY
OG0004817	LOC115764259|XP_030563038.1|DNOV	LOC120774361|XP_039959881.1|BTRY
