Orthogroup	DNOV.longest_only	DVIR.longest_only
OG0005018	LOC115765836|XP_030565422.1|DNOV	LOC6622803|XP_002046482.1|DVIR
OG0005019	LOC115767696|XP_030567850.1|DNOV	LOC6624270|XP_002046538.1|DVIR
OG0005020	LOC115762133|XP_030560102.1|DNOV	LOC6626064|XP_002048854.1|DVIR
OG0005021	LOC115759902|XP_030556884.1|DNOV	LOC6629060|XP_002052388.1|DVIR
OG0005022	LOC115762791|XP_030561004.1|DNOV	LOC6624283|XP_002046372.1|DVIR
OG0005023	LOC115763907|XP_030562572.1|DNOV	LOC6625337|XP_015030006.1|DVIR
OG0005025	LOC115771468|XP_030573051.1|DNOV	LOC6622752|XP_002047727.1|DVIR
OG0005026	LOC115769405|XP_030570068.1|DNOV	LOC6624608|XP_002047143.1|DVIR
OG0005027	LOC115766978|XP_030566933.1|DNOV	LOC6636918|XP_032291512.1|DVIR
OG0005028	LOC115761398|XP_030559015.1|DNOV	LOC6633123|XP_032289645.1|DVIR
OG0005029	LOC115771046|XP_030572445.1|DNOV	LOC6623153|XP_002046825.1|DVIR
OG0005030	LOC115762548|XP_030560682.1|DNOV	LOC6623113|XP_002046120.2|DVIR
OG0005031	LOC115762745|XP_030560942.1|DNOV	LOC6624137|XP_032290454.1|DVIR
OG0005032	LOC115767465|XP_030567634.1|DNOV	LOC6624618|XP_002048275.1|DVIR
OG0005033	LOC115769736|XP_030570533.1|DNOV	LOC6623889|XP_032290399.1|DVIR
OG0005034	LOC115769721|XP_030570512.1|DNOV	LOC26531534|XP_015031754.1|DVIR
OG0005035	LOC115767476|XP_030567643.1|DNOV	LOC6623567|XP_002048270.2|DVIR
OG0005036	LOC115771281|XP_030572762.1|DNOV	LOC6624534|XP_002046629.1|DVIR
OG0005037	LOC115769612|XP_030570369.1|DNOV	LOC6623164|XP_015031277.1|DVIR
OG0005038	LOC115769397|XP_030570058.1|DNOV	LOC6624732|XP_002047186.1|DVIR
OG0005039	LOC115765882|XP_030565482.1|DNOV	LOC6635702|XP_032294555.1|DVIR
OG0005040	LOC115769621|XP_030570381.1|DNOV	LOC6623863|XP_002047170.1|DVIR
OG0005041	LOC115770524|XP_030571682.1|DNOV	LOC6623316|XP_002047756.1|DVIR
OG0005042	LOC115769930|XP_030570832.1|DNOV	LOC6623746|XP_002047351.1|DVIR
OG0005043	LOC115761001|XP_030558471.1|DNOV	LOC6625964|XP_002050958.1|DVIR
OG0005044	LOC115760998|XP_030558469.1|DNOV	LOC6627171|XP_002050956.1|DVIR
OG0005045	LOC115758182|XP_030554586.1|DNOV	LOC6626818|XP_015029949.1|DVIR
OG0005046	LOC115761116|XP_030558607.1|DNOV	LOC6625074|XP_002050979.1|DVIR
OG0005047	LOC115770410|XP_030571531.1|DNOV	LOC6622888|XP_002048165.1|DVIR
OG0005048	LOC115770369|XP_030571475.1|DNOV	LOC6622491|XP_002048167.1|DVIR
OG0005049	LOC115768638|XP_030569171.1|DNOV	LOC6623879|XP_032291132.1|DVIR
OG0005050	LOC115760527|XP_030557766.1|DNOV	LOC6626918|XP_032292357.1|DVIR
OG0005051	LOC115768545|XP_030569017.1|DNOV	LOC6623809|XP_002048285.1|DVIR
OG0005052	LOC115767681|XP_030567838.1|DNOV	LOC6623945|XP_002048287.1|DVIR
OG0005053	LOC115758817|XP_030555454.1|DNOV	LOC6628802|XP_002051225.1|DVIR
OG0005054	LOC115771508|XP_030573097.1|DNOV	LOC6624527|XP_002047603.3|DVIR
OG0005055	LOC115768765|XP_030569314.1|DNOV	LOC6634554|XP_002057971.2|DVIR
OG0005056	LOC115760714|XP_030558041.1|DNOV	LOC6625486|XP_032291943.1|DVIR
OG0005057	LOC115770984|XP_030572330.1|DNOV	LOC6622900|XP_002046671.2|DVIR
OG0005058	LOC115771299|XP_030572786.1|DNOV	LOC6622264|XP_032291220.1|DVIR
OG0005059	LOC115762339|XP_030560365.1|DNOV	LOC6625423|XP_032292510.1|DVIR
OG0005060	LOC115761118|XP_030558612.1|DNOV	LOC6625046|XP_032292509.1|DVIR
OG0005061	LOC115763540|XP_030562017.1|DNOV	LOC6634216|XP_002057809.1|DVIR
OG0005062	LOC115763031|XP_030561303.1|DNOV	LOC6625229|XP_015029871.1|DVIR
OG0005063	LOC115760870|XP_030558288.1|DNOV	LOC6626801|XP_032292566.1|DVIR
OG0005064	LOC115770050|XP_030570993.1|DNOV	LOC6622514|XP_002048186.1|DVIR
OG0005065	LOC115761834|XP_030559673.1|DNOV	LOC6625710|XP_032291565.1|DVIR
OG0005066	LOC115760941|XP_030558381.1|DNOV	LOC6624852|XP_015030145.1|DVIR
OG0005067	LOC115762034|XP_030559960.1|DNOV	LOC6636372|XP_002059901.1|DVIR
OG0005068	LOC115766770|XP_030566635.1|DNOV	LOC6624189|XP_002048353.1|DVIR
OG0005069	LOC115760649|XP_030557973.1|DNOV	LOC6625056|XP_032292232.1|DVIR
OG0005070	LOC115759115|XP_030555821.1|DNOV	LOC6625742|XP_032292491.1|DVIR
OG0005071	LOC115765918|XP_030565526.1|DNOV	LOC6623465|XP_002048605.1|DVIR
OG0005072	LOC115764434|XP_030563297.1|DNOV	LOC6631762|XP_002055170.1|DVIR
OG0005073	LOC115760955|XP_030558403.1|DNOV	LOC6626808|XP_002050925.1|DVIR
OG0005074	LOC115769646|XP_030570419.1|DNOV	LOC6624272|XP_015030668.2|DVIR
OG0005075	LOC115760688|XP_030558015.1|DNOV	LOC6624766|XP_002050730.1|DVIR
OG0005076	LOC115762257|XP_030560272.1|DNOV	LOC6635924|XP_002059364.1|DVIR
OG0005078	LOC115767171|XP_030567214.1|DNOV	LOC6624716|XP_002046579.2|DVIR
OG0005079	LOC115761092|XP_030558574.1|DNOV	LOC6626598|XP_015029120.2|DVIR
OG0005080	LOC115770068|XP_030571026.1|DNOV	LOC6623149|XP_002047750.1|DVIR
OG0005081	LOC115762177|XP_030560157.1|DNOV	LOC6636342|XP_002059941.2|DVIR
OG0005082	LOC115769804|XP_030570632.1|DNOV	LOC6624419|XP_002048677.1|DVIR
OG0005083	LOC115767210|XP_030567264.1|DNOV	LOC6631650|XP_002055340.1|DVIR
OG0005084	LOC115766195|XP_030565908.1|DNOV	LOC6623825|XP_032289927.1|DVIR
OG0005085	LOC115766222|XP_030565939.1|DNOV	LOC6622379|XP_002048531.2|DVIR
OG0005086	LOC115762504|XP_030560604.1|DNOV	LOC6635792|XP_002059381.1|DVIR
OG0005087	LOC115769344|XP_030569964.1|DNOV	LOC6622892|XP_032291148.1|DVIR
OG0005088	LOC115762085|XP_030560038.1|DNOV	LOC6635932|XP_032292201.1|DVIR
OG0005089	LOC115762082|XP_030560034.1|DNOV	LOC6635930|XP_002059369.1|DVIR
OG0005090	LOC115757932|XP_030554260.1|DNOV	LOC6625274|XP_002049365.1|DVIR
OG0005091	LOC115762359|XP_030560389.1|DNOV	LOC6636316|XP_002059876.2|DVIR
OG0005092	LOC115770188|XP_030571209.1|DNOV	LOC6622434|XP_002048195.1|DVIR
OG0005093	LOC115767792|XP_030567987.1|DNOV	LOC6623047|XP_032289965.1|DVIR
OG0005094	LOC115767143|XP_030567167.1|DNOV	LOC6624729|XP_002046581.3|DVIR
OG0005095	LOC115762395|XP_030560436.1|DNOV	LOC6635834|XP_002059469.1|DVIR
OG0005096	LOC115763369|XP_030561760.1|DNOV	LOC6634192|XP_002057785.1|DVIR
OG0005097	LOC115760588|XP_030557876.1|DNOV	LOC6626760|XP_002050711.1|DVIR
OG0005098	LOC115763583|XP_030562102.1|DNOV	LOC6625889|XP_002050360.1|DVIR
OG0005099	LOC115762379|XP_030560419.1|DNOV	LOC6626784|XP_002048870.1|DVIR
OG0005100	LOC115762216|XP_030560209.1|DNOV	LOC6626785|XP_002048871.1|DVIR
OG0005101	LOC115770799|XP_030572082.1|DNOV	LOC6630192|XP_002053261.1|DVIR
OG0005102	LOC115771566|XP_030573180.1|DNOV	LOC6626817|XP_015029933.1|DVIR
OG0005103	LOC115759074|XP_030555767.1|DNOV	LOC6625789|XP_002049985.1|DVIR
OG0005104	LOC115763594|XP_030562076.1|DNOV	LOC6634381|XP_002057575.1|DVIR
OG0005105	LOC115771204|XP_030572664.1|DNOV	LOC6623238|XP_002046714.1|DVIR
OG0005107	LOC115769324|XP_030569920.1|DNOV	LOC6624352|XP_002046970.2|DVIR
OG0005108	LOC115761128|XP_030558648.1|DNOV	LOC6626466|XP_002050706.1|DVIR
OG0005109	LOC115764419|XP_030563276.1|DNOV	LOC6632175|XP_015026309.1|DVIR
OG0005110	LOC115765818|XP_030565401.1|DNOV	LOC6622936|XP_002046499.1|DVIR
OG0005111	LOC115769851|XP_030570690.1|DNOV	LOC6622569|XP_032290872.1|DVIR
OG0005112	LOC115769960|XP_030570866.1|DNOV	LOC6622757|XP_002047045.1|DVIR
OG0005113	LOC115769550|XP_030570253.1|DNOV	LOC6622564|XP_002047007.2|DVIR
OG0005114	LOC115769810|XP_030570639.1|DNOV	LOC6624202|XP_032290358.1|DVIR
OG0005115	LOC115765573|XP_030565082.1|DNOV	LOC6635773|XP_032294707.1|DVIR
OG0005116	LOC115769846|XP_030570682.1|DNOV	LOC6622617|XP_002047018.1|DVIR
OG0005117	LOC115768865|XP_030569430.1|DNOV	LOC6633494|XP_002057353.1|DVIR
OG0005118	LOC115759803|XP_030556746.1|DNOV	LOC6629152|XP_002052446.1|DVIR
OG0005119	LOC115762479|XP_030560563.1|DNOV	LOC6636470|XP_032292123.1|DVIR
OG0005120	LOC115767133|XP_030567155.1|DNOV	LOC6622725|XP_002046550.2|DVIR
OG0005121	LOC115769428|XP_030570095.1|DNOV	LOC6622650|XP_032290318.1|DVIR
OG0005122	LOC115769730|XP_030570526.1|DNOV	LOC6624381|XP_002047468.1|DVIR
OG0005123	LOC115769795|XP_030570623.1|DNOV	LOC6624157|XP_002048669.1|DVIR
OG0005124	LOC115769968|XP_030570881.1|DNOV	LOC6622599|XP_032291048.1|DVIR
OG0005125	LOC115769772|XP_030570597.1|DNOV	LOC6622602|XP_032291047.1|DVIR
OG0005126	LOC115767163|XP_030567203.1|DNOV	LOC6624260|XP_002046603.1|DVIR
OG0005127	LOC115769654|XP_030570426.1|DNOV	LOC6624294|XP_002047447.1|DVIR
OG0005128	LOC115760730|XP_030558065.1|DNOV	LOC6626256|XP_032291861.1|DVIR
OG0005129	LOC115770165|XP_030571183.1|DNOV	LOC6623633|XP_002048115.1|DVIR
OG0005130	LOC115770306|XP_030571401.1|DNOV	LOC6622697|XP_002048086.3|DVIR
OG0005131	LOC115770812|XP_030572097.1|DNOV	LOC6622542|XP_032290300.1|DVIR
OG0005132	LOC115770279|XP_030571367.1|DNOV	LOC6623264|XP_002047811.1|DVIR
OG0005133	LOC115766926|XP_030566870.1|DNOV	LOC6636564|XP_002060068.1|DVIR
OG0005134	LOC115770392|XP_030571500.1|DNOV	LOC6622608|XP_002048171.1|DVIR
OG0005135	LOC115767660|XP_030567808.1|DNOV	LOC6623319|XP_002046542.1|DVIR
OG0005136	LOC115767658|XP_030567805.1|DNOV	LOC6622130|XP_002046540.1|DVIR
OG0005137	LOC115761654|XP_030559355.1|DNOV	LOC6630446|XP_002053721.1|DVIR
OG0005138	LOC115769535|XP_030570236.1|DNOV	LOC6623836|XP_002047395.1|DVIR
OG0005139	LOC115767666|XP_030567813.1|DNOV	LOC6624404|XP_002046533.2|DVIR
OG0005140	LOC115758517|XP_030555070.1|DNOV	LOC6629217|XP_002051937.2|DVIR
OG0005141	LOC115761145|XP_030558673.1|DNOV	LOC6626717|XP_002050667.2|DVIR
OG0005142	LOC115771144|XP_030572575.1|DNOV	LOC6623507|XP_002046765.1|DVIR
OG0005143	LOC115770983|XP_030572314.1|DNOV	LOC6623381|XP_015031169.1|DVIR
OG0005144	LOC115771143|XP_030572573.1|DNOV	LOC6623459|XP_032291174.1|DVIR
OG0005145	LOC115771157|XP_030572589.1|DNOV	LOC6623458|XP_002046763.1|DVIR
OG0005146	LOC115769491|XP_030570169.1|DNOV	LOC6624605|XP_002047182.1|DVIR
OG0005147	LOC115769394|XP_030570057.1|DNOV	LOC6624644|XP_032291198.1|DVIR
OG0005148	LOC115770442|XP_030571576.1|DNOV	LOC6623457|XP_002048198.1|DVIR
OG0005149	LOC115760977|XP_030558440.1|DNOV	LOC6625729|XP_002051050.1|DVIR
OG0005150	LOC115762608|XP_030560764.1|DNOV	LOC6623849|XP_002046232.1|DVIR
OG0005151	LOC115762824|XP_030561046.1|DNOV	LOC6624248|XP_002046341.1|DVIR
OG0005152	LOC115762825|XP_030561047.1|DNOV	LOC6623927|XP_002046337.1|DVIR
OG0005153	LOC115762943|XP_030561189.1|DNOV	LOC116650506|XP_032290175.1|DVIR, LOC6624322|XP_002046335.1|DVIR
OG0005154	LOC115762942|XP_030561186.1|DNOV	LOC6624119|XP_002046333.1|DVIR
OG0005155	LOC115765823|XP_030565406.1|DNOV	LOC6622813|XP_002046480.2|DVIR
OG0005156	LOC115770927|XP_030572244.1|DNOV	LOC6629418|XP_002053152.1|DVIR
OG0005157	LOC115761138|XP_030558658.1|DNOV	LOC6625795|XP_002050893.1|DVIR
OG0005158	LOC115769474|XP_030570152.1|DNOV	LOC6623375|XP_002047308.1|DVIR
OG0005159	LOC115765819|XP_030565403.1|DNOV, LOC115767665|XP_030567812.1|DNOV	LOC6622114|XP_002046508.1|DVIR
OG0005160	LOC115771070|XP_030572482.1|DNOV	LOC6623711|XP_002046814.2|DVIR
OG0005161	LOC115760703|XP_030558032.1|DNOV	LOC6625336|XP_002050418.1|DVIR
OG0005162	LOC115764385|XP_030563211.1|DNOV	LOC6632050|XP_002055247.1|DVIR
OG0005163	LOC115770025|XP_030570940.1|DNOV	LOC6622450|XP_002047955.1|DVIR
OG0005164	LOC115771007|XP_030572368.1|DNOV	LOC26531093|XP_015031691.1|DVIR
OG0005165	LOC115758250|XP_030554666.1|DNOV	LOC6624857|XP_002049205.1|DVIR
OG0005166	LOC115767898|XP_030568131.1|DNOV	LOC6632898|XP_002056749.1|DVIR
OG0005167	LOC115767903|XP_030568136.1|DNOV	LOC6632897|XP_002056748.1|DVIR
OG0005168	LOC115769936|XP_030570837.1|DNOV	LOC6622840|XP_002047245.1|DVIR
OG0005169	LOC115770440|XP_030571574.1|DNOV	LOC6623167|XP_032290690.1|DVIR
OG0005170	LOC115770364|XP_030571467.1|DNOV	LOC6623110|XP_032290600.1|DVIR
OG0005171	LOC115770125|XP_030571119.1|DNOV	LOC6623092|XP_002047765.1|DVIR
OG0005172	LOC115761043|XP_030558518.1|DNOV	LOC6624750|XP_032291945.1|DVIR
OG0005173	LOC115762520|XP_030560640.1|DNOV	LOC6635951|XP_002059393.2|DVIR
OG0005174	LOC115760946|XP_030558388.1|DNOV	LOC6626836|XP_002050838.1|DVIR
OG0005175	LOC115760566|XP_030557836.1|DNOV	LOC6626897|XP_032292026.1|DVIR
OG0005176	LOC115757774|XP_030554061.1|DNOV	LOC6625202|XP_032292142.1|DVIR
OG0005177	LOC115760741|XP_030558078.1|DNOV	LOC6626899|XP_015029068.2|DVIR
OG0005178	LOC115769584|XP_030570320.1|DNOV	LOC6622333|XP_002046965.1|DVIR
OG0005179	LOC115771094|XP_030572512.1|DNOV	LOC6623390|XP_002046750.1|DVIR
OG0005180	LOC115771190|XP_030572644.1|DNOV	LOC6624715|XP_002046643.2|DVIR
OG0005181	LOC115765245|XP_030564566.1|DNOV	LOC6631483|XP_015026679.1|DVIR
OG0005182	LOC115762068|XP_030560016.1|DNOV	LOC6635973|XP_032292632.1|DVIR
OG0005183	LOC115761296|XP_030558902.1|DNOV	LOC6625542|XP_015030046.1|DVIR
OG0005184	LOC115765402|XP_030564803.1|DNOV	LOC6625539|XP_032291690.1|DVIR
OG0005185	LOC115759467|XP_030556264.1|DNOV	LOC6625707|XP_002050328.1|DVIR
OG0005186	LOC115762190|XP_030560173.1|DNOV	LOC6635860|XP_002059482.1|DVIR
OG0005187	LOC115762528|XP_030560667.1|DNOV	LOC6635950|XP_032292592.1|DVIR
OG0005188	LOC115761114|XP_030558605.1|DNOV	LOC6625075|XP_002050980.1|DVIR
OG0005189	LOC115768701|XP_030569250.1|DNOV	LOC6631616|XP_015026502.1|DVIR, LOC116652140|XP_032295976.1|DVIR
OG0005190	LOC115770488|XP_030571635.1|DNOV	LOC6624040|XP_002048305.1|DVIR
OG0005191	LOC115770714|XP_030571974.1|DNOV	LOC6631066|XP_032291052.1|DVIR
OG0005192	LOC115764952|XP_030564144.1|DNOV	LOC6626048|XP_032291888.1|DVIR
OG0005193	LOC115762107|XP_030560068.1|DNOV	LOC6625695|XP_002048845.2|DVIR
OG0005194	LOC115762071|XP_030560020.1|DNOV	LOC6635826|XP_002059462.1|DVIR
OG0005195	LOC115764680|XP_030563732.1|DNOV	LOC6625943|XP_002050340.1|DVIR
OG0005196	LOC115771550|XP_030573155.1|DNOV	LOC6622690|XP_002047600.1|DVIR
OG0005197	LOC115760950|XP_030558399.1|DNOV	LOC6625316|XP_002050411.2|DVIR
OG0005198	LOC115770427|XP_030571555.1|DNOV	LOC6622710|XP_002048157.3|DVIR
OG0005199	LOC115760032|XP_030557063.1|DNOV	LOC6625341|XP_002050423.3|DVIR
OG0005200	LOC115759966|XP_030556979.1|DNOV	LOC6625896|XP_032291713.1|DVIR
OG0005201	LOC115760985|XP_030558451.1|DNOV	LOC6625263|XP_002050626.1|DVIR
OG0005202	LOC115765117|XP_030564408.1|DNOV	LOC6626350|XP_002050351.2|DVIR
OG0005203	LOC115760966|XP_030558418.1|DNOV	LOC6626928|XP_032292573.1|DVIR
OG0005204	LOC115759003|XP_030555671.1|DNOV	LOC6627903|XP_002051396.2|DVIR
OG0005205	LOC115758776|XP_030555402.1|DNOV	LOC6628235|XP_032294617.1|DVIR
OG0005206	LOC115762156|XP_030560130.1|DNOV	LOC6636358|XP_002059887.1|DVIR
OG0005207	LOC115762150|XP_030560122.1|DNOV	LOC6636500|XP_032291727.1|DVIR
OG0005208	LOC115762444|XP_030560505.1|DNOV	LOC6626065|XP_002048855.1|DVIR
OG0005209	LOC115758451|XP_030554979.1|DNOV	LOC6628654|XP_002051504.1|DVIR
OG0005210	LOC115758995|XP_030555658.1|DNOV	LOC6628655|XP_032293411.1|DVIR
OG0005211	LOC115771582|XP_030573202.1|DNOV	LOC6622431|XP_002047711.1|DVIR
OG0005212	LOC115760959|XP_030558411.1|DNOV	LOC6625317|XP_032291560.1|DVIR
OG0005213	LOC115767996|XP_030568261.1|DNOV	LOC6633552|XP_002057249.1|DVIR
OG0005214	LOC115759807|XP_030556755.1|DNOV	LOC6627794|XP_032294398.1|DVIR
OG0005215	LOC115760056|XP_030557093.1|DNOV	LOC6627721|XP_002052514.1|DVIR
OG0005216	LOC115763585|XP_030562064.1|DNOV	LOC6634218|XP_002057667.3|DVIR
OG0005217	LOC115763164|XP_030561475.1|DNOV	LOC6628566|XP_032293573.1|DVIR
OG0005218	LOC115763197|XP_030561518.1|DNOV	LOC6627387|XP_002051077.1|DVIR
OG0005219	LOC115762031|XP_030559954.1|DNOV	LOC6635798|XP_002059386.1|DVIR
OG0005220	LOC115769974|XP_030570892.1|DNOV	LOC6622880|XP_002047237.1|DVIR
OG0005221	LOC115763204|XP_030561529.1|DNOV	LOC6627667|XP_002051107.2|DVIR
OG0005222	LOC115765538|XP_030565019.1|DNOV	LOC6635768|XP_032294706.1|DVIR
OG0005223	LOC115763509|XP_030561966.1|DNOV	LOC6634226|XP_002057675.1|DVIR
OG0005224	LOC115758984|XP_030555647.1|DNOV	LOC6629082|XP_002051605.2|DVIR
OG0005225	LOC115763564|XP_030562043.1|DNOV	LOC6634100|XP_002057711.1|DVIR
OG0005226	LOC115759862|XP_030556826.1|DNOV	LOC6627791|XP_032293961.1|DVIR
OG0005227	LOC115758365|XP_030554812.1|DNOV	LOC6627827|XP_002051751.1|DVIR
OG0005228	LOC115758364|XP_030554811.1|DNOV	LOC6627733|XP_002051750.1|DVIR
OG0005229	LOC115765974|XP_030565587.1|DNOV	LOC6628724|XP_032294040.1|DVIR
OG0005230	LOC115758750|XP_030555368.1|DNOV	LOC6627914|XP_032294488.1|DVIR
OG0005231	LOC115765515|XP_030564993.1|DNOV	LOC6635754|XP_002059111.1|DVIR
OG0005232	LOC115763068|XP_030561356.1|DNOV	LOC6628732|XP_032293429.1|DVIR
OG0005233	LOC115758353|XP_030554796.1|DNOV	LOC6628660|XP_002051510.1|DVIR
OG0005234	LOC115769251|XP_030569823.1|DNOV	LOC6634292|XP_032289007.1|DVIR
OG0005235	LOC115759935|XP_030556934.1|DNOV	LOC6628344|XP_002052675.1|DVIR
OG0005236	LOC115765986|XP_030565609.1|DNOV	LOC6635700|XP_032294563.1|DVIR
OG0005237	LOC115765881|XP_030565481.1|DNOV	LOC6635703|XP_002059276.1|DVIR
OG0005238	LOC115765942|XP_030565547.1|DNOV	LOC6635683|XP_002059278.1|DVIR
OG0005239	LOC115760303|XP_030557450.1|DNOV	LOC6628751|XP_032294406.1|DVIR, LOC116649721|XP_032296027.1|DVIR
OG0005240	LOC115768664|XP_030569205.1|DNOV	LOC6636620|XP_002060083.1|DVIR
OG0005241	LOC115766004|XP_030565633.1|DNOV	LOC6628252|XP_002052931.1|DVIR
OG0005242	LOC115760089|XP_030557134.1|DNOV	LOC6629201|XP_002052620.1|DVIR
OG0005243	LOC115765873|XP_030565470.1|DNOV	LOC6628725|XP_015028570.1|DVIR
OG0005244	LOC115761704|XP_030559435.1|DNOV	LOC6630426|XP_002053738.1|DVIR
OG0005245	LOC115766046|XP_030565679.1|DNOV	LOC6629718|XP_002053675.3|DVIR
OG0005246	LOC115765889|XP_030565490.1|DNOV	LOC6627598|XP_002052829.1|DVIR
OG0005247	LOC115760885|XP_030558307.1|DNOV	LOC6625872|XP_002050792.1|DVIR
OG0005248	LOC115768604|XP_030569117.1|DNOV	LOC6636057|XP_015024185.1|DVIR
OG0005249	LOC115765646|XP_030565164.1|DNOV	LOC6629362|XP_002053571.1|DVIR
OG0005250	LOC115763073|XP_030561368.1|DNOV	LOC6634076|XP_002057897.2|DVIR
OG0005251	LOC115759720|XP_030556590.1|DNOV	LOC6627379|XP_032294058.1|DVIR
OG0005252	LOC115763461|XP_030561895.1|DNOV	LOC6633911|XP_015025311.1|DVIR
OG0005253	LOC115768566|XP_030569045.1|DNOV	LOC6635673|XP_015024545.1|DVIR
OG0005254	LOC115763420|XP_030561838.1|DNOV	LOC6633938|XP_002057608.1|DVIR
OG0005255	LOC115763602|XP_030562088.1|DNOV	LOC6633937|XP_002057607.1|DVIR
OG0005256	LOC115759855|XP_030556817.1|DNOV	LOC6629179|XP_002052374.2|DVIR
OG0005257	LOC115763524|XP_030561988.1|DNOV	LOC6634151|XP_002057628.2|DVIR
OG0005258	LOC115762989|XP_030561234.1|DNOV	LOC6634070|XP_002057872.1|DVIR
OG0005259	LOC115769167|XP_030569726.1|DNOV	LOC6634135|XP_002057523.2|DVIR
OG0005260	LOC115769169|XP_030569732.1|DNOV	LOC6634157|XP_032289010.1|DVIR
OG0005261	LOC115763144|XP_030561454.1|DNOV	LOC6627824|XP_002051137.2|DVIR
OG0005262	LOC115759903|XP_030556885.1|DNOV	LOC6628096|XP_002052420.1|DVIR
OG0005263	LOC115763442|XP_030561867.1|DNOV	LOC6633909|XP_002057602.2|DVIR
OG0005264	LOC115772130|XP_030573971.1|DNOV	LOC6630686|XP_002054409.2|DVIR
OG0005265	LOC115769163|XP_030569719.1|DNOV	LOC6634300|XP_002057452.1|DVIR
OG0005266	LOC115763316|XP_030561672.1|DNOV	LOC6633931|XP_002057620.1|DVIR
OG0005267	LOC115758890|XP_030555546.1|DNOV	LOC6628890|XP_002052091.1|DVIR
OG0005268	LOC115758887|XP_030555542.1|DNOV	LOC6628891|XP_015028761.1|DVIR
OG0005269	LOC115763404|XP_030561814.1|DNOV	LOC6629118|XP_002052110.1|DVIR
OG0005270	LOC115758920|XP_030555579.1|DNOV	LOC6629213|XP_002051263.1|DVIR
OG0005271	LOC115759144|XP_030555855.1|DNOV	LOC6628466|XP_002051541.1|DVIR
OG0005272	LOC115758338|XP_030554772.1|DNOV	LOC6628469|XP_032293802.1|DVIR
OG0005273	LOC115759325|XP_030556097.1|DNOV	LOC6628905|XP_002051549.1|DVIR
OG0005274	LOC115759258|XP_030556018.1|DNOV	LOC6629243|XP_002051267.1|DVIR
OG0005275	LOC115768661|XP_030569201.1|DNOV	LOC6636618|XP_002060084.2|DVIR
OG0005276	LOC115760317|XP_030557465.1|DNOV	LOC6628025|XP_015028648.1|DVIR
OG0005277	LOC115759919|XP_030556914.1|DNOV	LOC6627722|XP_002052515.1|DVIR
OG0005278	LOC115762157|XP_030560131.1|DNOV	LOC6635845|XP_002059457.1|DVIR
OG0005279	LOC115758683|XP_030555284.1|DNOV	LOC6628169|XP_015028192.1|DVIR
OG0005280	LOC115765951|XP_030565560.1|DNOV	LOC6628212|XP_002052941.1|DVIR
OG0005281	LOC115759112|XP_030555814.1|DNOV	LOC6627356|XP_032294194.1|DVIR
OG0005282	LOC115765661|XP_030565179.1|DNOV	LOC6630460|XP_002053457.1|DVIR
OG0005283	LOC115764816|XP_030563924.1|DNOV	LOC6631191|XP_002054836.1|DVIR
OG0005284	LOC115765948|XP_030565555.1|DNOV	LOC6627472|XP_002052903.2|DVIR
OG0005285	LOC115765952|XP_030565561.1|DNOV	LOC6627473|XP_002052904.1|DVIR
OG0005286	LOC115766010|XP_030565641.1|DNOV	LOC6628254|XP_015028557.1|DVIR
OG0005287	LOC115766009|XP_030565638.1|DNOV	LOC6628208|XP_002052937.1|DVIR
OG0005288	LOC115759917|XP_030556911.1|DNOV	LOC6628362|XP_002052551.1|DVIR
OG0005289	LOC115760060|XP_030557099.1|DNOV	LOC6627380|XP_002052400.1|DVIR
OG0005290	LOC115759410|XP_030556161.1|DNOV	LOC6630765|XP_002054624.1|DVIR
OG0005291	LOC115763488|XP_030561939.1|DNOV	LOC6634273|XP_002057690.1|DVIR
OG0005292	LOC115763333|XP_030561698.1|DNOV	LOC6634271|XP_002057688.1|DVIR
OG0005293	LOC115759292|XP_030556054.1|DNOV	LOC6628499|XP_002051494.1|DVIR
OG0005294	LOC115760091|XP_030557135.1|DNOV	LOC6629202|XP_002052621.1|DVIR
OG0005295	LOC115763487|XP_030561937.1|DNOV	LOC6634274|XP_032293647.1|DVIR
OG0005296	LOC115765638|XP_030565150.1|DNOV	LOC6629598|XP_002053551.2|DVIR
OG0005297	LOC115763391|XP_030561790.1|DNOV	LOC6634375|XP_015025240.1|DVIR
OG0005298	LOC115758587|XP_030555166.1|DNOV	LOC6628795|XP_002051218.1|DVIR
OG0005299	LOC115765050|XP_030564284.1|DNOV	LOC6632260|XP_002055895.1|DVIR
OG0005300	LOC115768142|XP_030568497.1|DNOV	LOC116652295|XP_032296494.1|DVIR, LOC6634497|XP_002058235.1|DVIR
OG0005301	LOC115759853|XP_030556810.1|DNOV	LOC6629149|XP_015028671.1|DVIR
OG0005302	LOC115764252|XP_030563034.1|DNOV	LOC6627207|XP_032291849.1|DVIR
OG0005303	LOC115758708|XP_030555317.1|DNOV	LOC6628663|XP_032294534.1|DVIR
OG0005304	LOC115759223|XP_030555978.1|DNOV	LOC6628332|XP_002051204.1|DVIR
OG0005305	LOC115762158|XP_030560132.1|DNOV	LOC6635844|XP_002059456.1|DVIR
OG0005306	LOC115759243|XP_030556002.1|DNOV	LOC6627708|XP_032293911.1|DVIR
OG0005307	LOC115758826|XP_030555464.1|DNOV	LOC6627810|XP_002051772.1|DVIR
OG0005308	LOC115758707|XP_030555316.1|DNOV	LOC6627978|XP_002051784.1|DVIR
