Orthogroup	DNOV.longest_only	DKIK.longest_only
OG0003481	LOC115764185|XP_030562932.1|DNOV	LOC108085606|XP_017037766.1|DKIK
OG0003482	LOC115764034|XP_030562730.1|DNOV	LOC108085654|XP_017037833.1|DKIK
OG0003483	LOC115764196|XP_030562943.1|DNOV	LOC108070673|XP_017016735.1|DKIK
OG0003484	LOC115771791|XP_030573521.1|DNOV	LOC108071439|XP_017017685.1|DKIK
OG0003485	LOC115761625|XP_030559315.1|DNOV	LOC108074066|XP_017021427.1|DKIK
OG0003486	LOC115761470|XP_030559097.1|DNOV	LOC108074065|XP_017021425.1|DKIK
OG0003487	LOC115764043|XP_030562743.1|DNOV	LOC108075723|XP_017023752.1|DKIK
OG0003488	LOC115764864|XP_030564001.1|DNOV	LOC108083717|XP_017035110.1|DKIK
OG0003489	LOC115761899|XP_030559769.1|DNOV	LOC108073404|XP_017020485.1|DKIK
OG0003490	LOC115761863|XP_030559715.1|DNOV	LOC108073170|XP_017020168.1|DKIK
OG0003491	LOC115764743|XP_030563819.1|DNOV	LOC108083962|XP_017035458.1|DKIK
OG0003492	LOC115764156|XP_030562892.1|DNOV	LOC108085734|XP_017037951.1|DKIK
OG0003493	LOC115771749|XP_030573455.1|DNOV	LOC108073577|XP_017020753.1|DKIK
OG0003494	LOC115766085|XP_030565754.1|DNOV	LOC108077726|XP_017026670.1|DKIK
OG0003495	LOC115759956|XP_030556959.1|DNOV	LOC108085360|XP_017037419.1|DKIK
OG0003496	LOC115761216|XP_030558766.1|DNOV	LOC108077870|XP_017026896.1|DKIK
OG0003497	LOC115757695|XP_030553898.1|DNOV	LOC108071318|XP_017017515.1|DKIK
OG0003499	LOC115761884|XP_030559746.1|DNOV	LOC108073499|XP_017020655.1|DKIK
OG0003500	LOC115763548|XP_030562025.1|DNOV	LOC108082713|XP_017033710.1|DKIK
OG0003501	LOC115761651|XP_030559351.1|DNOV	LOC108074117|XP_017021505.1|DKIK
OG0003502	LOC115771929|XP_030573687.1|DNOV	LOC108071404|XP_017017635.1|DKIK
OG0003503	LOC115771851|XP_030573593.1|DNOV	LOC108081145|XP_017031671.1|DKIK
OG0003504	LOC115765046|XP_030564279.1|DNOV	LOC108081194|XP_017031749.1|DKIK
OG0003505	LOC115764052|XP_030562754.1|DNOV	LOC108084169|XP_017035743.1|DKIK
OG0003506	LOC115764736|XP_030563810.1|DNOV	LOC108070699|XP_017016772.1|DKIK
OG0003507	LOC115761481|XP_030559108.1|DNOV	LOC108071291|XP_017017472.1|DKIK
OG0003508	LOC115769645|XP_030570415.1|DNOV	LOC108075181|XP_017023003.1|DKIK
OG0003509	LOC115761191|XP_030558722.1|DNOV	LOC108084283|XP_017035929.1|DKIK
OG0003510	LOC115764605|XP_030563607.1|DNOV	LOC108081126|XP_017031633.1|DKIK
OG0003511	LOC115764623|XP_030563646.1|DNOV	LOC108075542|XP_017023534.1|DKIK
OG0003512	LOC115772105|XP_030573930.1|DNOV	LOC108081264|XP_017031849.1|DKIK
OG0003513	LOC115771800|XP_030573530.1|DNOV	LOC108071360|XP_017017591.1|DKIK
OG0003514	LOC115764896|XP_030564047.1|DNOV	LOC108071466|XP_017017719.1|DKIK
OG0003515	LOC115757970|XP_030554311.1|DNOV	LOC108082407|XP_017033245.1|DKIK
OG0003516	LOC115761419|XP_030559036.1|DNOV	LOC108074070|XP_017021430.1|DKIK
OG0003517	LOC115765631|XP_030565142.1|DNOV	LOC108071457|XP_017017708.1|DKIK
OG0003518	LOC115765615|XP_030565126.1|DNOV	LOC108080493|XP_017030743.1|DKIK
OG0003519	LOC115769392|XP_030570048.1|DNOV	LOC108078865|XP_017028461.1|DKIK
OG0003520	LOC115769713|XP_030570502.1|DNOV	LOC108078786|XP_017028327.1|DKIK
OG0003521	LOC115769408|XP_030570070.1|DNOV	LOC108078876|XP_017028490.1|DKIK
OG0003522	LOC115770431|XP_030571561.1|DNOV	LOC108073097|XP_017020073.1|DKIK
OG0003523	LOC115759748|XP_030556647.1|DNOV	LOC108085367|XP_017037429.1|DKIK
OG0003524	LOC115766866|XP_030566787.1|DNOV	LOC108083510|XP_017034808.1|DKIK
OG0003525	LOC115762511|XP_030560614.1|DNOV	LOC108076421|XP_017024751.1|DKIK
OG0003526	LOC115767913|XP_030568143.1|DNOV	LOC108085407|XP_017037464.1|DKIK
OG0003527	LOC115762480|XP_030560570.1|DNOV	LOC108078249|XP_017027462.1|DKIK
OG0003529	LOC115763930|XP_030562581.1|DNOV	LOC108077303|XP_017026073.1|DKIK
OG0003530	LOC115771120|XP_030572544.1|DNOV	LOC108078103|XP_017027198.1|DKIK
OG0003531	LOC115770021|XP_030570937.1|DNOV	LOC108075663|XP_017023701.1|DKIK
OG0003532	LOC115769570|XP_030570286.1|DNOV	LOC108070583|XP_017016626.1|DKIK
OG0003533	LOC115771098|XP_030572517.1|DNOV	LOC108078924|XP_017028558.1|DKIK
OG0003534	LOC115769785|XP_030570613.1|DNOV	LOC108078949|XP_017028588.1|DKIK
OG0003535	LOC115769965|XP_030570875.1|DNOV	LOC108075211|XP_017023037.1|DKIK
OG0003536	LOC115757960|XP_030554300.1|DNOV	LOC108076436|XP_017024780.1|DKIK
OG0003537	LOC115760865|XP_030558279.1|DNOV	LOC108074757|XP_017022422.1|DKIK
OG0003538	LOC115760843|XP_030558247.1|DNOV	LOC108073018|XP_017019965.1|DKIK
OG0003539	LOC115760833|XP_030558225.1|DNOV	LOC108082454|XP_017033315.1|DKIK
OG0003540	LOC115770783|XP_030572063.1|DNOV	LOC108079116|XP_017028845.1|DKIK
OG0003541	LOC115763971|XP_030562632.1|DNOV	LOC108084542|XP_017036269.1|DKIK
OG0003542	LOC115758371|XP_030554826.1|DNOV	LOC108078157|XP_017027293.1|DKIK
OG0003543	LOC115767017|XP_030567002.1|DNOV	LOC108080336|XP_017030524.1|DKIK
OG0003544	LOC115769321|XP_030569915.1|DNOV	LOC108071546|XP_017017813.1|DKIK
OG0003545	LOC115770099|XP_030571071.1|DNOV	LOC108084788|XP_017036621.1|DKIK
OG0003546	LOC115771493|XP_030573077.1|DNOV	LOC108083262|XP_017034460.1|DKIK
OG0003547	LOC115760557|XP_030557822.1|DNOV	LOC108076364|XP_017024653.1|DKIK
OG0003548	LOC115762470|XP_030560547.1|DNOV	LOC108078356|XP_017027660.1|DKIK
OG0003549	LOC115762471|XP_030560550.1|DNOV	LOC108078376|XP_017027698.1|DKIK
OG0003550	LOC115761080|XP_030558559.1|DNOV	LOC108073089|XP_017020059.1|DKIK
OG0003551	LOC115761132|XP_030558652.1|DNOV	LOC108072971|XP_017019895.1|DKIK
OG0003552	LOC115762258|XP_030560273.1|DNOV	LOC108072090|XP_017018590.1|DKIK
OG0003553	LOC115761955|XP_030559857.1|DNOV	LOC108073124|XP_017020110.1|DKIK
OG0003554	LOC115765803|XP_030565367.1|DNOV	LOC108079832|XP_017029821.1|DKIK
OG0003555	LOC115769366|XP_030570008.1|DNOV	LOC108079759|XP_017029670.1|DKIK
OG0003556	LOC115762707|XP_030560890.1|DNOV	LOC108083632|XP_017034991.1|DKIK
OG0003557	LOC115762729|XP_030560923.1|DNOV	LOC108083687|XP_017035057.1|DKIK
OG0003558	LOC115766919|XP_030566860.1|DNOV	LOC108078822|XP_017028396.1|DKIK
OG0003559	LOC115770976|XP_030572300.1|DNOV	LOC108083100|XP_017034245.1|DKIK
OG0003560	LOC115769812|XP_030570641.1|DNOV	LOC108071555|XP_017017823.1|DKIK
OG0003561	LOC115762219|XP_030560213.1|DNOV	LOC108076705|XP_017025152.1|DKIK
OG0003562	LOC115762282|XP_030560306.1|DNOV	LOC108073028|XP_017019977.1|DKIK
OG0003563	LOC115763996|XP_030562675.1|DNOV	LOC108084620|XP_017036395.1|DKIK
OG0003564	LOC115771248|XP_030572709.1|DNOV	LOC108083718|XP_017035113.1|DKIK
OG0003565	LOC115766960|XP_030566908.1|DNOV	LOC108079839|XP_017029831.1|DKIK
OG0003566	LOC115764220|XP_030562991.1|DNOV	LOC108075518|XP_017023495.1|DKIK
OG0003567	LOC115760605|XP_030557908.1|DNOV	LOC108078284|XP_017027537.1|DKIK
OG0003568	LOC115762166|XP_030560143.1|DNOV	LOC108078298|XP_017027567.1|DKIK
OG0003569	LOC115769947|XP_030570852.1|DNOV	LOC108075049|XP_017022816.1|DKIK
OG0003570	LOC115760786|XP_030558141.1|DNOV	LOC108072986|XP_017019917.1|DKIK
OG0003571	LOC115766964|XP_030566911.1|DNOV	LOC108078621|XP_017028033.1|DKIK
OG0003572	LOC115762306|XP_030560332.1|DNOV	LOC108082517|XP_017033433.1|DKIK
OG0003573	LOC115758289|XP_030554714.1|DNOV	LOC108085124|XP_017037114.1|DKIK
OG0003574	LOC115771259|XP_030572733.1|DNOV	LOC108070595|XP_017016653.1|DKIK
OG0003575	LOC115762756|XP_030560957.1|DNOV	LOC108078710|XP_017028160.1|DKIK
OG0003576	LOC115771169|XP_030572611.1|DNOV	LOC108078937|XP_017028575.1|DKIK
OG0003577	LOC115769692|XP_030570475.1|DNOV	LOC108084407|XP_017036094.1|DKIK
OG0003578	LOC115762736|XP_030560929.1|DNOV	LOC108071540|XP_017017804.1|DKIK
OG0003579	LOC115763917|XP_030562576.1|DNOV	LOC108073004|XP_017019946.1|DKIK
OG0003580	LOC115767427|XP_030567565.1|DNOV	LOC108076764|XP_017025253.1|DKIK
OG0003581	LOC115762812|XP_030561036.1|DNOV	LOC108079820|XP_017029791.1|DKIK
OG0003582	LOC115770038|XP_030570964.1|DNOV	LOC108071922|XP_017018371.1|DKIK
OG0003583	LOC115765044|XP_030564281.1|DNOV	LOC108085129|XP_017037120.1|DKIK
OG0003584	LOC115760831|XP_030558218.1|DNOV	LOC108082529|XP_017033446.1|DKIK
OG0003585	LOC115768348|XP_030568775.1|DNOV	LOC108080573|XP_017030866.1|DKIK, LOC108080648|XP_017030961.1|DKIK
OG0003586	LOC115766759|XP_030566601.1|DNOV	LOC108085500|XP_017037613.1|DKIK
OG0003587	LOC115758563|XP_030555132.1|DNOV	LOC108074449|XP_017021979.1|DKIK
OG0003588	LOC115759508|XP_030556308.1|DNOV	LOC108085702|XP_017037902.1|DKIK
OG0003589	LOC115761060|XP_030558538.1|DNOV	LOC108078072|XP_017027126.1|DKIK
OG0003590	LOC115769649|XP_030570422.1|DNOV, LOC115769650|XP_030570423.1|DNOV	LOC108075282|XP_017023159.1|DKIK
OG0003591	LOC115769977|XP_030570896.1|DNOV	LOC108079113|XP_017028841.1|DKIK
OG0003592	LOC115770398|XP_030571510.1|DNOV	LOC108070494|XP_017016478.1|DKIK
OG0003593	LOC115766443|XP_030566294.1|DNOV	LOC108070561|XP_017016579.1|DKIK
OG0003594	LOC115771285|XP_030572767.1|DNOV	LOC108084414|XP_017036106.1|DKIK
OG0003595	LOC115762450|XP_030560512.1|DNOV	LOC108078432|XP_017027799.1|DKIK
OG0003596	LOC115770377|XP_030571524.1|DNOV	LOC108076335|XP_017024608.1|DKIK
OG0003597	LOC115757952|XP_030554288.1|DNOV	LOC108076435|XP_017024779.1|DKIK
OG0003598	LOC115762710|XP_030560895.1|DNOV	LOC108078955|XP_017028599.1|DKIK
OG0003599	LOC115767439|XP_030567594.1|DNOV	LOC108075855|XP_017023934.1|DKIK
OG0003600	LOC115771073|XP_030572485.1|DNOV	LOC108077507|XP_017026330.1|DKIK
OG0003601	LOC115761067|XP_030558544.1|DNOV	LOC108077950|XP_017026978.1|DKIK
OG0003602	LOC115762117|XP_030560081.1|DNOV	LOC108076427|XP_017024765.1|DKIK
OG0003603	LOC115767127|XP_030567149.1|DNOV	LOC108078578|XP_017027986.1|DKIK
OG0003604	LOC115762974|XP_030561212.1|DNOV	LOC108073656|XP_017020872.1|DKIK
OG0003605	LOC115764795|XP_030563899.1|DNOV	LOC108081249|XP_017031822.1|DKIK
OG0003606	LOC115761120|XP_030558621.1|DNOV	LOC108073022|XP_017019969.1|DKIK
OG0003607	LOC115760562|XP_030557827.1|DNOV	LOC108073035|XP_017019985.1|DKIK
OG0003608	LOC115769390|XP_030570045.1|DNOV	LOC108078943|XP_017028581.1|DKIK, LOC108078941|XP_017028580.1|DKIK
OG0003609	LOC115762033|XP_030559959.1|DNOV	LOC108078208|XP_017027381.1|DKIK
OG0003610	LOC115766108|XP_030565792.1|DNOV	LOC108080671|XP_017030992.1|DKIK
OG0003611	LOC115762557|XP_030560695.1|DNOV	LOC108078716|XP_017028188.1|DKIK
OG0003612	LOC115762289|XP_030560314.1|DNOV	LOC108078016|XP_017027066.1|DKIK
OG0003613	LOC115761225|XP_030558778.1|DNOV	LOC108072177|XP_017018721.1|DKIK
OG0003614	LOC115761234|XP_030558790.1|DNOV	LOC108072178|XP_017018723.1|DKIK
OG0003615	LOC115760766|XP_030558111.1|DNOV	LOC108074207|XP_017021634.1|DKIK
OG0003616	LOC115762374|XP_030560414.1|DNOV	LOC108076760|XP_017025249.1|DKIK
OG0003618	LOC115762501|XP_030560599.1|DNOV	LOC108072924|XP_017019758.1|DKIK
OG0003619	LOC115771079|XP_030572494.1|DNOV	LOC108081797|XP_017032516.1|DKIK
OG0003620	LOC115764303|XP_030563102.1|DNOV	LOC108070895|XP_017017030.1|DKIK
OG0003621	LOC115762941|XP_030561184.1|DNOV	LOC108078768|XP_017028298.1|DKIK
OG0003622	LOC115762940|XP_030561181.1|DNOV	LOC108078766|XP_017028293.1|DKIK
OG0003623	LOC115760438|XP_030557614.1|DNOV, LOC115764487|XP_030563435.1|DNOV	LOC108070833|XP_017016945.1|DKIK
OG0003624	LOC115762452|XP_030560515.1|DNOV	LOC108076537|XP_017024939.1|DKIK
OG0003625	LOC115762401|XP_030560446.1|DNOV	LOC108076776|XP_017025269.1|DKIK
OG0003626	LOC115760719|XP_030558047.1|DNOV	LOC108078123|XP_017027235.1|DKIK
OG0003627	LOC115759692|XP_030556549.1|DNOV	LOC108082569|XP_017033515.1|DKIK
OG0003628	LOC115762204|XP_030560188.1|DNOV	LOC108078143|XP_017027271.1|DKIK
OG0003629	LOC115760802|XP_030558161.1|DNOV	LOC108080948|XP_017031348.1|DKIK
OG0003630	LOC115760516|XP_030557745.1|DNOV	LOC108072171|XP_017018710.1|DKIK
OG0003631	LOC115771388|XP_030572933.1|DNOV	LOC108083281|XP_017034499.1|DKIK
OG0003632	LOC115771147|XP_030572578.1|DNOV	LOC108070557|XP_017016571.1|DKIK
OG0003633	LOC115762137|XP_030560107.1|DNOV	LOC108078256|XP_017027479.1|DKIK
OG0003634	LOC115771126|XP_030572552.1|DNOV	LOC108077545|XP_017026426.1|DKIK
OG0003635	LOC115769596|XP_030570342.1|DNOV	LOC108073997|XP_017021339.1|DKIK
OG0003636	LOC115760844|XP_030558249.1|DNOV	LOC108078126|XP_017027239.1|DKIK
OG0003637	LOC115760504|XP_030557723.1|DNOV	LOC108077995|XP_017027037.1|DKIK
OG0003638	LOC115768338|XP_030568765.1|DNOV	LOC108074003|XP_017021353.1|DKIK
OG0003639	LOC115758969|XP_030555631.1|DNOV	LOC108077086|XP_017025742.1|DKIK
OG0003640	LOC115760613|XP_030557922.1|DNOV	LOC108078213|XP_017027389.1|DKIK
OG0003641	LOC115761079|XP_030558558.1|DNOV	LOC108082591|XP_017033545.1|DKIK
OG0003642	LOC115765025|XP_030564248.1|DNOV	LOC108078110|XP_017027203.1|DKIK
OG0003643	LOC115758377|XP_030554840.1|DNOV	LOC108070829|XP_017016936.1|DKIK
OG0003644	LOC115760829|XP_030558214.1|DNOV	LOC108082453|XP_017033313.1|DKIK
OG0003645	LOC115771467|XP_030573050.1|DNOV	LOC108075085|XP_017022858.1|DKIK
OG0003646	LOC115769403|XP_030570066.1|DNOV	LOC108070569|XP_017016610.1|DKIK
OG0003647	LOC115771469|XP_030573052.1|DNOV	LOC108078933|XP_017028570.1|DKIK
OG0003648	LOC115758515|XP_030555067.1|DNOV	LOC108086228|XP_017038585.1|DKIK
OG0003649	LOC115760384|XP_030557538.1|DNOV	LOC108073459|XP_017020583.1|DKIK
OG0003650	LOC115767348|XP_030567458.1|DNOV	LOC108080506|XP_017030764.1|DKIK
OG0003651	LOC115761315|XP_030558906.1|DNOV	LOC108085878|XP_017038128.1|DKIK
OG0003652	LOC115770180|XP_030571201.1|DNOV	LOC108070461|XP_017016431.1|DKIK
OG0003653	LOC115769265|XP_030569838.1|DNOV	LOC108073920|XP_017021207.1|DKIK
OG0003654	LOC115762921|XP_030561162.1|DNOV	LOC108078798|XP_017028352.1|DKIK
OG0003655	LOC115769164|XP_030569722.1|DNOV	LOC108082805|XP_017033852.1|DKIK
OG0003656	LOC115770363|XP_030571466.1|DNOV	LOC108070439|XP_017016403.1|DKIK
OG0003657	LOC115769911|XP_030570793.1|DNOV	LOC108073324|XP_017020374.1|DKIK
OG0003658	LOC115761575|XP_030559221.1|DNOV	LOC108073210|XP_017020227.1|DKIK
OG0003659	LOC115770051|XP_030570995.1|DNOV	LOC108083056|XP_017034176.1|DKIK
OG0003660	LOC115768090|XP_030568426.1|DNOV	LOC108079078|XP_017028790.1|DKIK
OG0003661	LOC115771277|XP_030572757.1|DNOV	LOC108075154|XP_017022930.1|DKIK
OG0003662	LOC115767692|XP_030567849.1|DNOV	LOC108085820|XP_017038060.1|DKIK
OG0003663	LOC115769814|XP_030570643.1|DNOV	LOC108084408|XP_017036095.1|DKIK
OG0003664	LOC115769887|XP_030570758.1|DNOV	LOC108084417|XP_017036110.1|DKIK
OG0003665	LOC115767370|XP_030567525.1|DNOV	LOC108085144|XP_017037153.1|DKIK
OG0003666	LOC115759426|XP_030556188.1|DNOV	LOC108070537|XP_017016550.1|DKIK
OG0003667	LOC115766961|XP_030566909.1|DNOV	LOC108079789|XP_017029735.1|DKIK
OG0003668	LOC115761009|XP_030558484.1|DNOV	LOC108071978|XP_017018441.1|DKIK
OG0003669	LOC115760873|XP_030558294.1|DNOV	LOC108078489|XP_017027860.1|DKIK
OG0003670	LOC115760871|XP_030558290.1|DNOV	LOC108078487|XP_017027859.1|DKIK
OG0003671	LOC115761083|XP_030558563.1|DNOV	LOC108076381|XP_017024681.1|DKIK
OG0003672	LOC115764808|XP_030563916.1|DNOV	LOC108071368|XP_017017600.1|DKIK
OG0003673	LOC115762035|XP_030559961.1|DNOV	LOC108076789|XP_017025289.1|DKIK
OG0003674	LOC115760565|XP_030557832.1|DNOV	LOC108078310|XP_017027592.1|DKIK
OG0003675	LOC115757800|XP_030554118.1|DNOV	LOC108076643|XP_017025064.1|DKIK
OG0003676	LOC115772109|XP_030553828.1|DNOV	LOC108076638|XP_017025054.1|DKIK
OG0003677	LOC115760347|XP_030557488.1|DNOV	LOC108070580|XP_017016627.1|DKIK
OG0003678	LOC115770203|XP_030571255.1|DNOV	LOC108073464|XP_017020591.1|DKIK
OG0003679	LOC115770204|XP_030571256.1|DNOV	LOC108073571|XP_017020746.1|DKIK
OG0003680	LOC115760561|XP_030557826.1|DNOV	LOC108073044|XP_017019996.1|DKIK
OG0003681	LOC115762174|XP_030560153.1|DNOV	LOC108082603|XP_017033565.1|DKIK
OG0003682	LOC115771738|XP_030573425.1|DNOV	LOC108077777|XP_017026763.1|DKIK
OG0003683	LOC115761110|XP_030558598.1|DNOV	LOC108081010|XP_017031435.1|DKIK
OG0003684	LOC115769615|XP_030570373.1|DNOV	LOC108078760|XP_017028285.1|DKIK
OG0003685	LOC115771186|XP_030572639.1|DNOV	LOC108078629|XP_017028042.1|DKIK
OG0003686	LOC115760671|XP_030557997.1|DNOV	LOC108078227|XP_017027416.1|DKIK
OG0003687	LOC115760978|XP_030558441.1|DNOV	LOC108072964|XP_017019885.1|DKIK
OG0003688	LOC115762146|XP_030560118.1|DNOV	LOC108078183|XP_017027338.1|DKIK
OG0003689	LOC115770224|XP_030571285.1|DNOV	LOC108072798|XP_017019575.1|DKIK
OG0003690	LOC115769668|XP_030570441.1|DNOV	LOC108080672|XP_017030994.1|DKIK
OG0003691	LOC115769735|XP_030570530.1|DNOV	LOC108083640|XP_017035000.1|DKIK
OG0003692	LOC115762505|XP_030560605.1|DNOV	LOC108073042|XP_017019994.1|DKIK
OG0003693	LOC115762766|XP_030560970.1|DNOV	LOC108079105|XP_017028832.1|DKIK
OG0003694	LOC115762612|XP_030560768.1|DNOV	LOC108071488|XP_017017739.1|DKIK
OG0003695	LOC115770953|XP_030572279.1|DNOV	LOC108077543|XP_017026421.1|DKIK
OG0003696	LOC115760254|XP_030557378.1|DNOV	LOC108073085|XP_017020041.1|DKIK
OG0003697	LOC115771058|XP_030572473.1|DNOV	LOC108085148|XP_017037156.1|DKIK
OG0003698	LOC115769468|XP_030570142.1|DNOV	LOC108078939|XP_017028577.1|DKIK
OG0003699	LOC115764721|XP_030563788.1|DNOV	LOC108070883|XP_017017017.1|DKIK
OG0003700	LOC115762057|XP_030559998.1|DNOV	LOC108074746|XP_017022409.1|DKIK
OG0003701	LOC115760101|XP_030557150.1|DNOV	LOC108077104|XP_017025787.1|DKIK
OG0003702	LOC115770084|XP_030571054.1|DNOV	LOC108083160|XP_017034336.1|DKIK
OG0003703	LOC115771021|XP_030572401.1|DNOV	LOC108079836|XP_017029825.1|DKIK
OG0003704	LOC115771074|XP_030572486.1|DNOV	LOC108077476|XP_017026284.1|DKIK
OG0003705	LOC115764841|XP_030563953.1|DNOV	LOC108076737|XP_017025208.1|DKIK
OG0003706	LOC115769850|XP_030570687.1|DNOV	LOC108083141|XP_017034312.1|DKIK
OG0003707	LOC115769835|XP_030570669.1|DNOV	LOC108073946|XP_017021251.1|DKIK
OG0003708	LOC115762755|XP_030560956.1|DNOV	LOC108078782|XP_017028319.1|DKIK
OG0003709	LOC115760852|XP_030558263.1|DNOV	LOC108081790|XP_017032496.1|DKIK
OG0003710	LOC115760851|XP_030558262.1|DNOV	LOC108081827|XP_017032556.1|DKIK
OG0003711	LOC115771554|XP_030573160.1|DNOV	LOC108083299|XP_017034526.1|DKIK
OG0003712	LOC115763287|XP_030561636.1|DNOV	LOC108074655|XP_017022261.1|DKIK
OG0003713	LOC115758392|XP_030554866.1|DNOV	LOC108076792|XP_017025299.1|DKIK
OG0003714	LOC115758387|XP_030554851.1|DNOV	LOC108076791|XP_017025298.1|DKIK
OG0003715	LOC115767126|XP_030567147.1|DNOV	LOC108078853|XP_017028437.1|DKIK
OG0003716	LOC115769776|XP_030570601.1|DNOV	LOC108075262|XP_017023117.1|DKIK
OG0003717	LOC115769972|XP_030570884.1|DNOV	LOC108079797|XP_017029765.1|DKIK
OG0003718	LOC115762948|XP_030561194.1|DNOV	LOC108072659|XP_017019381.1|DKIK
OG0003719	LOC115770081|XP_030571050.1|DNOV	LOC108083075|XP_017034203.1|DKIK
OG0003720	LOC115765401|XP_030564796.1|DNOV	LOC108074175|XP_017021600.1|DKIK
OG0003721	LOC115762195|XP_030560177.1|DNOV	LOC108078323|XP_017027611.1|DKIK
OG0003722	LOC115770999|XP_030572359.1|DNOV	LOC108078302|XP_017027578.1|DKIK
OG0003723	LOC115769673|XP_030570448.1|DNOV	LOC108078762|XP_017028289.1|DKIK
OG0003724	LOC115769712|XP_030570501.1|DNOV	LOC108086008|XP_017038309.1|DKIK
OG0003725	LOC115770540|XP_030571704.1|DNOV	LOC108070436|XP_017016394.1|DKIK
OG0003726	LOC115769919|XP_030570804.1|DNOV	LOC108086010|XP_017038311.1|DKIK
OG0003727	LOC115769398|XP_030570059.1|DNOV	LOC108078820|XP_017028393.1|DKIK
OG0003728	LOC115770806|XP_030572089.1|DNOV	LOC108084309|XP_017035962.1|DKIK
OG0003730	LOC115771557|XP_030573162.1|DNOV	LOC108075060|XP_017022830.1|DKIK
OG0003731	LOC115762945|XP_030561190.1|DNOV	LOC108079877|XP_017029882.1|DKIK
OG0003732	LOC115770023|XP_030570938.1|DNOV	LOC108073514|XP_017020676.1|DKIK
OG0003733	LOC115771291|XP_030572774.1|DNOV	LOC108080529|XP_017030821.1|DKIK
OG0003734	LOC115765812|XP_030565394.1|DNOV	LOC108078535|XP_017027939.1|DKIK
OG0003735	LOC115760289|XP_030557425.1|DNOV	LOC108072094|XP_017018597.1|DKIK
OG0003736	LOC115760778|XP_030558128.1|DNOV	LOC108081183|XP_017031731.1|DKIK
OG0003737	LOC115760642|XP_030557962.1|DNOV	LOC108078178|XP_017027331.1|DKIK
OG0003738	LOC115763508|XP_030561969.1|DNOV	LOC108076166|XP_017024381.1|DKIK
OG0003739	LOC115760760|XP_030558101.1|DNOV	LOC108076753|XP_017025239.1|DKIK
OG0003740	LOC115760787|XP_030558143.1|DNOV	LOC108073034|XP_017019984.1|DKIK
OG0003741	LOC115771294|XP_030572779.1|DNOV	LOC108080765|XP_017031118.1|DKIK
OG0003742	LOC115771431|XP_030572995.1|DNOV	LOC108085512|XP_017037624.1|DKIK
OG0003743	LOC115760881|XP_030558304.1|DNOV	LOC108076639|XP_017025059.1|DKIK
OG0003744	LOC115760790|XP_030558146.1|DNOV	LOC108072987|XP_017019924.1|DKIK
OG0003745	LOC115762123|XP_030560088.1|DNOV	LOC108072893|XP_017019705.1|DKIK
OG0003746	LOC115771774|XP_030573493.1|DNOV	LOC108078151|XP_017027283.1|DKIK
OG0003747	LOC115771243|XP_030572704.1|DNOV	LOC108083005|XP_017034118.1|DKIK
OG0003748	LOC115771114|XP_030572538.1|DNOV	LOC108083024|XP_017034145.1|DKIK
OG0003749	LOC115771255|XP_030572726.1|DNOV	LOC108073986|XP_017021327.1|DKIK
OG0003750	LOC115771008|XP_030572373.1|DNOV	LOC108083137|XP_017034305.1|DKIK
OG0003751	LOC115771254|XP_030572719.1|DNOV	LOC108073950|XP_017021255.1|DKIK
OG0003752	LOC115769935|XP_030570836.1|DNOV	LOC108078821|XP_017028394.1|DKIK
OG0003753	LOC115771057|XP_030572465.1|DNOV	LOC108079126|XP_017028859.1|DKIK
OG0003754	LOC115771042|XP_030572441.1|DNOV	LOC108079075|XP_017028786.1|DKIK
OG0003755	LOC115769938|XP_030570841.1|DNOV	LOC108078845|XP_017028429.1|DKIK
OG0003756	LOC115759802|XP_030556748.1|DNOV	LOC108075762|XP_017023810.1|DKIK
OG0003757	LOC115762113|XP_030560077.1|DNOV	LOC108072346|XP_017018926.1|DKIK
OG0003758	LOC115757714|XP_030553936.1|DNOV	LOC108082471|XP_017033351.1|DKIK
OG0003759	LOC115771091|XP_030572504.1|DNOV	LOC108077509|XP_017026350.1|DKIK
OG0003760	LOC115758923|XP_030555584.1|DNOV	LOC108072995|XP_017019931.1|DKIK
OG0003761	LOC115769748|XP_030570551.1|DNOV	LOC108077514|XP_017026367.1|DKIK
OG0003762	LOC115769897|XP_030570776.1|DNOV	LOC108077516|XP_017026368.1|DKIK
OG0003763	LOC115762654|XP_030560820.1|DNOV	LOC108071656|XP_017017941.1|DKIK
OG0003764	LOC115762762|XP_030560965.1|DNOV	LOC108071658|XP_017017946.1|DKIK
OG0003765	LOC115769233|XP_030569806.1|DNOV	LOC108085305|XP_017037351.1|DKIK
OG0003766	LOC115768522|XP_030568973.1|DNOV	LOC108076053|XP_017024227.1|DKIK
OG0003767	LOC115760838|XP_030558242.1|DNOV	LOC108082457|XP_017033322.1|DKIK
OG0003768	LOC115762385|XP_030560425.1|DNOV	LOC108078434|XP_017027804.1|DKIK
OG0003769	LOC115762081|XP_030560033.1|DNOV	LOC108078231|XP_017027422.1|DKIK
OG0003770	LOC115766722|XP_030566533.1|DNOV	LOC108077515|XP_017026371.1|DKIK
OG0003771	LOC115762645|XP_030560811.1|DNOV	LOC108072803|XP_017019583.1|DKIK
OG0003772	LOC115762690|XP_030560872.1|DNOV	LOC108078713|XP_017028186.1|DKIK
OG0003773	LOC115760943|XP_030558383.1|DNOV	LOC108078435|XP_017027805.1|DKIK
