Orthogroup	DNOV.longest_only	DPSE.longest_only
OG0005899	LOC115759142|XP_030555854.1|DNOV	LOC4804173|XP_001360777.1|DPSE
OG0005900	LOC115765934|XP_030565540.1|DNOV	LOC4817122|XP_001356421.2|DPSE
OG0005901	LOC115760477|XP_030557672.1|DNOV	LOC4803696|XP_001360373.1|DPSE
OG0005902	LOC115761022|XP_030558496.1|DNOV	LOC4805484|XP_001361879.3|DPSE
OG0005903	LOC115770558|XP_030571731.1|DNOV	LOC4803140|XP_003736918.1|DPSE
OG0005904	LOC115764798|XP_030563905.1|DNOV	LOC4801567|XP_001358637.4|DPSE
OG0005905	LOC115768157|XP_030568515.1|DNOV	LOC4813656|XP_015043393.2|DPSE
OG0005906	LOC115771436|XP_030573001.1|DNOV	LOC4812483|XP_033237974.1|DPSE
OG0005907	LOC115770195|XP_030571217.1|DNOV	LOC4812330|XP_001352405.4|DPSE
OG0005908	LOC115771501|XP_030573087.1|DNOV	LOC4812206|XP_001353022.1|DPSE
OG0005909	LOC115768285|XP_030568687.1|DNOV, LOC115769777|XP_030570602.1|DNOV	LOC6900539|XP_002134923.3|DPSE
OG0005910	LOC115767502|XP_030567673.1|DNOV	LOC4803869|XP_001360518.1|DPSE
OG0005911	LOC115767499|XP_030567668.1|DNOV	LOC4803868|XP_001360517.3|DPSE
OG0005912	LOC115767500|XP_030567669.1|DNOV	LOC6898276|XP_033234145.1|DPSE
OG0005913	LOC115761622|XP_030559311.1|DNOV	LOC4801531|XP_001358607.2|DPSE
OG0005914	LOC115760791|XP_030558147.1|DNOV	LOC4805348|XP_001361762.2|DPSE
OG0005915	LOC115761052|XP_030558527.1|DNOV	LOC4805347|XP_001361761.1|DPSE
OG0005916	LOC115761178|XP_030558704.1|DNOV	LOC6898994|XP_004444535.2|DPSE
OG0005917	LOC115764491|XP_030563438.1|DNOV	LOC4804606|XP_001361139.3|DPSE
OG0005918	LOC115766425|XP_030566209.1|DNOV	LOC4814560|XP_001355207.2|DPSE
OG0005919	LOC115758185|XP_030554585.1|DNOV	LOC6898789|XP_002138765.3|DPSE
OG0005920	LOC115758157|XP_030554554.1|DNOV	LOC4805565|XP_004444548.3|DPSE
OG0005922	LOC115768862|XP_030569425.1|DNOV	LOC4814962|XP_001354742.4|DPSE
OG0005923	LOC115768427|XP_030568852.1|DNOV	LOC4812843|XP_001353290.2|DPSE
OG0005924	LOC115771426|XP_030572989.1|DNOV	LOC4813387|XP_001353292.1|DPSE
OG0005925	LOC115769799|XP_030570630.1|DNOV	LOC4812764|XP_001353999.1|DPSE
OG0005926	LOC115765281|XP_030564631.1|DNOV	LOC4815231|XP_001354773.2|DPSE
OG0005927	LOC115765665|XP_030565182.1|DNOV	LOC4802048|XP_033241612.1|DPSE
OG0005928	LOC115764304|XP_030563099.1|DNOV	LOC6901004|XP_002134630.1|DPSE
OG0005929	LOC115768077|XP_030568401.1|DNOV	LOC4812094|XP_033238988.1|DPSE
OG0005930	LOC115757862|XP_030554157.1|DNOV	LOC4805400|XP_001361805.3|DPSE
OG0005931	LOC115758023|XP_030554387.1|DNOV	LOC4805585|XP_001361966.2|DPSE
OG0005932	LOC115771725|XP_030573413.1|DNOV	LOC4805277|XP_015040517.2|DPSE
OG0005933	LOC115764585|XP_030563595.1|DNOV	LOC4805039|XP_001361504.3|DPSE
OG0005934	LOC115761995|XP_030559926.1|DNOV	LOC4803990|XP_001360623.4|DPSE
OG0005935	LOC115771400|XP_030572950.1|DNOV	LOC4813494|XP_001353367.4|DPSE
OG0005936	LOC115760181|XP_030557269.1|DNOV	LOC4816213|XP_001355775.3|DPSE
OG0005937	LOC115771402|XP_030572958.1|DNOV	LOC4812473|XP_001352401.2|DPSE
OG0005938	LOC115764466|XP_030563367.1|DNOV	LOC4804180|XP_033233979.1|DPSE
OG0005939	LOC115765184|XP_030564473.1|DNOV	LOC4814945|XP_001354816.1|DPSE
OG0005940	LOC115766516|XP_030566340.1|DNOV	LOC6898191|XP_015039287.2|DPSE
OG0005941	LOC115758178|XP_030554579.1|DNOV	LOC4803395|XP_033233928.1|DPSE
OG0005942	LOC115758169|XP_030554570.1|DNOV	LOC4805577|XP_033234620.1|DPSE
OG0005943	LOC115758170|XP_030554571.1|DNOV	LOC6899052|XP_033234615.1|DPSE
OG0005944	LOC115758291|XP_030554717.1|DNOV	LOC4805582|XP_001361963.1|DPSE
OG0005945	LOC115761896|XP_030559766.1|DNOV	LOC4805310|XP_001361730.2|DPSE
OG0005946	LOC115764507|XP_030563458.1|DNOV	LOC4803380|XP_033233891.1|DPSE
OG0005947	LOC115766586|XP_030566432.1|DNOV	LOC4805689|XP_001362048.3|DPSE
OG0005948	LOC115771471|XP_030573054.1|DNOV	LOC4812484|XP_001352932.1|DPSE
OG0005949	LOC115769553|XP_030570257.1|DNOV	LOC4813676|XP_001353525.3|DPSE
OG0005950	LOC115759262|XP_030556024.1|DNOV	LOC4817324|XP_001356788.3|DPSE
OG0005951	LOC115769880|XP_030570744.1|DNOV	LOC6900643|XP_033240780.1|DPSE
OG0005952	LOC115758721|XP_030555332.1|DNOV	LOC4817348|XP_015036193.2|DPSE
OG0005953	LOC115768563|XP_030569038.1|DNOV	LOC4818187|XP_001357499.2|DPSE
OG0005954	LOC115765943|XP_030565549.1|DNOV	LOC4818183|XP_001357495.1|DPSE
OG0005955	LOC115761697|XP_030559427.1|DNOV	LOC4802708|XP_001359575.2|DPSE
OG0005956	LOC115765539|XP_030565026.1|DNOV	LOC4804677|XP_001361200.4|DPSE
OG0005957	LOC115770777|XP_030572057.1|DNOV	LOC4803321|XP_001360084.3|DPSE
OG0005958	LOC115764638|XP_030563667.1|DNOV	LOC6897518|XP_002137667.2|DPSE
OG0005959	LOC115759864|XP_030556831.1|DNOV	LOC4817406|XP_001356346.4|DPSE
OG0005960	LOC115765192|XP_030564479.1|DNOV	LOC4814564|XP_001355101.3|DPSE
OG0005961	LOC115757976|XP_030554317.1|DNOV	LOC4803900|XP_001360545.3|DPSE
OG0005962	LOC115762106|XP_030560071.1|DNOV	LOC6898554|XP_033234239.1|DPSE
OG0005963	LOC115759016|XP_030555688.1|DNOV	LOC4817243|XP_033235982.1|DPSE
OG0005964	LOC115761718|XP_030559460.1|DNOV	LOC6898825|XP_015040505.2|DPSE
OG0005965	LOC115764001|XP_030562684.1|DNOV	LOC6898961|XP_002138921.3|DPSE
OG0005966	LOC115759377|XP_030556145.1|DNOV	LOC4804262|XP_001360846.3|DPSE
OG0005967	LOC115766540|XP_030566369.1|DNOV	LOC4804495|XP_001361051.1|DPSE
OG0005968	LOC115766510|XP_030566328.1|DNOV	LOC6898501|XP_002138542.2|DPSE
OG0005969	LOC115757943|XP_030554278.1|DNOV	LOC117183615|XP_033234032.1|DPSE
OG0005970	LOC115762914|XP_030561155.1|DNOV	LOC4812488|XP_001352756.2|DPSE
OG0005971	LOC115757808|XP_030554090.1|DNOV	LOC4804376|XP_001360947.1|DPSE
OG0005972	LOC115771509|XP_030573100.1|DNOV	LOC4813971|XP_015043502.1|DPSE
OG0005973	LOC115769129|XP_030569698.1|DNOV	LOC4813766|XP_001354018.1|DPSE
OG0005974	LOC115770527|XP_030571686.1|DNOV	LOC4813018|XP_015042743.2|DPSE
OG0005975	LOC115771511|XP_030573106.1|DNOV	LOC4813973|XP_001354130.3|DPSE
OG0005976	LOC115764686|XP_030563735.1|DNOV	LOC4802236|XP_001359198.3|DPSE
OG0005977	LOC115762111|XP_030560075.1|DNOV	LOC4804427|XP_001360993.1|DPSE
OG0005978	LOC115757790|XP_030554063.1|DNOV	LOC4805387|XP_001361796.4|DPSE
OG0005979	LOC115761621|XP_030559314.1|DNOV	LOC4804658|XP_001361185.1|DPSE
OG0005980	LOC115760331|XP_030557479.1|DNOV	LOC4803498|XP_001360213.1|DPSE
OG0005981	LOC115766809|XP_030566694.1|DNOV	LOC6901386|XP_033238800.1|DPSE
OG0005982	LOC115761930|XP_030559825.1|DNOV	LOC4804171|XP_001360775.2|DPSE
OG0005983	LOC115768775|XP_030569327.1|DNOV	LOC4814862|XP_001354900.1|DPSE
OG0005984	LOC115766397|XP_030566174.1|DNOV	LOC6901206|XP_033238133.1|DPSE
OG0005985	LOC115768300|XP_030568705.1|DNOV	LOC6902136|XP_033239858.1|DPSE
OG0005986	LOC115768885|XP_030569457.1|DNOV	LOC4814636|XP_033241001.1|DPSE
OG0005987	LOC115769097|XP_030569667.1|DNOV	LOC4815824|XP_015041302.2|DPSE
OG0005988	LOC115758228|XP_030554639.1|DNOV	LOC4805412|XP_015040638.2|DPSE
OG0005989	LOC115757837|XP_030554129.1|DNOV	LOC4805158|XP_001361607.3|DPSE
OG0005990	LOC115757875|XP_030554174.1|DNOV	LOC4804158|XP_015039650.2|DPSE
OG0005991	LOC115764511|XP_030563467.1|DNOV	LOC4805043|XP_001361508.1|DPSE
OG0005992	LOC115770500|XP_030571654.1|DNOV	LOC4813754|XP_001353779.2|DPSE
OG0005993	LOC115770501|XP_030571655.1|DNOV	LOC4813247|XP_015043165.1|DPSE
OG0005994	LOC115771526|XP_030573123.1|DNOV	LOC4813962|XP_001354121.2|DPSE
OG0005995	LOC115771534|XP_030573132.1|DNOV	LOC4813968|XP_033240272.1|DPSE
OG0005996	LOC115769387|XP_030570042.1|DNOV	LOC4812827|XP_033238668.1|DPSE
OG0005997	LOC115772025|XP_030573819.1|DNOV	LOC4804885|XP_001361373.4|DPSE
OG0005998	LOC115770035|XP_030570961.1|DNOV	LOC4812833|XP_001353175.4|DPSE
OG0005999	LOC115770839|XP_030572133.1|DNOV	LOC4814104|XP_001354248.2|DPSE
OG0006000	LOC115763100|XP_030561435.1|DNOV	LOC6903880|XP_002136631.1|DPSE
OG0006001	LOC115769456|XP_030570128.1|DNOV	LOC4813293|XP_015043113.2|DPSE
OG0006002	LOC115761537|XP_030559174.1|DNOV	LOC26534028|XP_033234083.1|DPSE
OG0006003	LOC115770104|XP_030571080.1|DNOV	LOC6900362|XP_033241439.1|DPSE
OG0006004	LOC115763750|XP_030562315.1|DNOV	LOC4802518|XP_015037883.2|DPSE
OG0006005	LOC115762186|XP_030560168.1|DNOV	LOC4804744|XP_001361256.2|DPSE
OG0006006	LOC115762265|XP_030560289.1|DNOV	LOC4805537|XP_001361924.4|DPSE
OG0006007	LOC115767454|XP_030567615.1|DNOV	LOC4805575|XP_001361958.2|DPSE
OG0006008	LOC115760295|XP_030557438.1|DNOV	LOC26532143|XP_033241563.1|DPSE, LOC6902872|XP_033235370.1|DPSE
OG0006009	LOC115770505|XP_030571660.1|DNOV	LOC4812024|XP_033237505.1|DPSE
OG0006010	LOC115771382|XP_030572926.1|DNOV	LOC4813953|XP_033241454.1|DPSE
OG0006011	LOC115762549|XP_030560683.1|DNOV	LOC6899980|XP_002135347.2|DPSE
OG0006012	LOC115768994|XP_030569566.1|DNOV	LOC4813912|XP_033239743.1|DPSE
OG0006013	LOC115760729|XP_030558063.1|DNOV	LOC6898803|XP_033234864.1|DPSE
OG0006014	LOC115770468|XP_030571606.1|DNOV	LOC4812531|XP_001352903.1|DPSE
OG0006015	LOC115759093|XP_030555790.1|DNOV	LOC6898494|XP_002138535.1|DPSE
OG0006016	LOC115764583|XP_030563592.1|DNOV	LOC4805042|XP_001361507.3|DPSE
OG0006017	LOC115757995|XP_030554348.1|DNOV	LOC4803688|XP_001360365.3|DPSE
OG0006018	LOC115764441|XP_030563309.1|DNOV	LOC4805744|XP_001362091.2|DPSE
OG0006019	LOC115764464|XP_030563365.1|DNOV	LOC26533621|XP_015039274.1|DPSE
OG0006020	LOC115770221|XP_030571281.1|DNOV	LOC4812282|XP_001352980.4|DPSE
OG0006021	LOC115770287|XP_030571382.1|DNOV	LOC6900490|XP_033238214.1|DPSE
OG0006022	LOC115763364|XP_030561752.1|DNOV	LOC4817970|XP_001357332.2|DPSE
OG0006023	LOC115763903|XP_030562548.1|DNOV	LOC4802667|XP_001359539.1|DPSE
OG0006024	LOC115765171|XP_030564451.1|DNOV	LOC4814623|XP_033241007.1|DPSE
OG0006025	LOC115757957|XP_030554292.1|DNOV	LOC6898181|XP_033233571.1|DPSE
OG0006026	LOC115764654|XP_030563696.1|DNOV	LOC4800614|XP_001357859.1|DPSE
OG0006027	LOC115760456|XP_030557633.1|DNOV	LOC4804381|XP_001360952.2|DPSE
OG0006028	LOC115760567|XP_030557841.1|DNOV	LOC4803891|XP_033233842.1|DPSE
OG0006029	LOC115764499|XP_030563448.1|DNOV	LOC4805046|XP_001361511.1|DPSE
OG0006030	LOC115761964|XP_030559865.1|DNOV	LOC4800441|XP_001357717.1|DPSE
OG0006031	LOC115757846|XP_030554140.1|DNOV	LOC4804356|XP_001360930.3|DPSE
OG0006032	LOC115765254|XP_030564591.1|DNOV	LOC4814395|XP_015042271.2|DPSE
OG0006033	LOC115758003|XP_030554360.1|DNOV	LOC4803686|XP_001360363.3|DPSE
OG0006034	LOC115771678|XP_030573353.1|DNOV	LOC4801548|XP_003736546.3|DPSE
OG0006035	LOC115770834|XP_030572129.1|DNOV	LOC4802319|XP_001359259.2|DPSE
OG0006036	LOC115763554|XP_030562032.1|DNOV	LOC4817085|XP_001356373.3|DPSE
OG0006037	LOC115758257|XP_030554672.1|DNOV	LOC4803977|XP_033233699.1|DPSE
OG0006038	LOC115765704|XP_030565226.1|DNOV	LOC4802065|XP_001359058.2|DPSE
OG0006039	LOC115767432|XP_030567584.1|DNOV	LOC6899047|XP_002138974.2|DPSE
OG0006040	LOC115758021|XP_030554385.1|DNOV	LOC6898461|XP_002138504.2|DPSE
OG0006041	LOC115768979|XP_030569555.1|DNOV	LOC4814604|XP_001354916.1|DPSE
OG0006042	LOC115758026|XP_030554390.1|DNOV	LOC4805739|XP_004444595.2|DPSE
OG0006043	LOC115769738|XP_030570537.1|DNOV	LOC4813671|XP_001353963.4|DPSE
OG0006044	LOC115767039|XP_030567028.1|DNOV	LOC4814360|XP_001354492.1|DPSE
OG0006045	LOC115767447|XP_030567604.1|DNOV	LOC4805669|XP_001362030.3|DPSE
OG0006046	LOC115760487|XP_030557695.1|DNOV	LOC4804243|XP_001360832.3|DPSE
OG0006047	LOC115770042|XP_030570982.1|DNOV	LOC6900545|XP_002134929.3|DPSE
OG0006048	LOC115769004|XP_030569577.1|DNOV	LOC4813592|XP_001353911.3|DPSE
OG0006049	LOC115758909|XP_030555565.1|DNOV, LOC115767264|XP_030567349.1|DNOV	LOC4815099|XP_001355018.4|DPSE
OG0006050	LOC115771612|XP_030573241.1|DNOV	LOC4800725|XP_001357945.3|DPSE
OG0006051	LOC115766888|XP_030566819.1|DNOV	LOC4815862|XP_001355561.3|DPSE
OG0006052	LOC115764492|XP_030563439.1|DNOV	LOC4804613|XP_001361146.4|DPSE
OG0006053	LOC115762831|XP_030561058.1|DNOV	LOC4814175|XP_001354194.1|DPSE
OG0006054	LOC115766728|XP_030566545.1|DNOV	LOC4811716|XP_033237289.1|DPSE
OG0006055	LOC115771733|XP_030573419.1|DNOV	LOC4800827|XP_001358031.3|DPSE
OG0006056	LOC115758027|XP_030554396.1|DNOV	LOC4805738|XP_001362086.1|DPSE
OG0006057	LOC115769602|XP_030570350.1|DNOV	LOC4812524|XP_001352451.4|DPSE
OG0006058	LOC115764076|XP_030562784.1|DNOV	LOC4801830|XP_001358863.1|DPSE
OG0006059	LOC115769749|XP_030570556.1|DNOV	LOC4813558|XP_001354005.1|DPSE
OG0006060	LOC115769757|XP_030570571.1|DNOV	LOC4813782|XP_001354006.2|DPSE
OG0006061	LOC115767877|XP_030568099.1|DNOV	LOC6901250|XP_002133951.2|DPSE
OG0006062	LOC115765784|XP_030565318.1|DNOV	LOC4803152|XP_001359942.2|DPSE
OG0006063	LOC115763607|XP_030562095.1|DNOV	LOC4817371|XP_001356327.3|DPSE
OG0006064	LOC115760591|XP_030557880.1|DNOV	LOC4805478|XP_033234495.1|DPSE
OG0006065	LOC115769948|XP_030570853.1|DNOV	LOC4813826|XP_001354051.3|DPSE
OG0006066	LOC115761921|XP_030559803.1|DNOV	LOC6898392|XP_015039657.2|DPSE
OG0006067	LOC115764452|XP_030563328.1|DNOV	LOC4805077|XP_033234310.1|DPSE
OG0006068	LOC115769013|XP_030569584.1|DNOV	LOC4815169|XP_001354565.2|DPSE
OG0006069	LOC115768790|XP_030569349.1|DNOV	LOC4813718|XP_033239117.1|DPSE
OG0006070	LOC115771973|XP_030573753.1|DNOV	LOC4812458|XP_001352402.2|DPSE
OG0006071	LOC115764999|XP_030564199.1|DNOV	LOC6896869|XP_002137059.2|DPSE
OG0006072	LOC115769954|XP_030570859.1|DNOV	LOC4812771|XP_001354050.1|DPSE
OG0006073	LOC115769793|XP_030570621.1|DNOV	LOC4813263|XP_001353671.3|DPSE
OG0006074	LOC115768853|XP_030569413.1|DNOV	LOC6902221|XP_002133748.2|DPSE
OG0006075	LOC115768263|XP_030568653.1|DNOV	LOC117183168|XP_033237426.1|DPSE
OG0006076	LOC115762626|XP_030560792.1|DNOV	LOC4803948|XP_001360586.3|DPSE
OG0006077	LOC115771442|XP_030573011.1|DNOV	LOC4811862|XP_033241478.1|DPSE
OG0006078	LOC115771441|XP_030573010.1|DNOV	LOC4811936|XP_001352971.1|DPSE
OG0006079	LOC115770302|XP_030571397.1|DNOV	LOC4811991|XP_001353012.1|DPSE
OG0006080	LOC115770300|XP_030571396.1|DNOV	LOC4812194|XP_001353017.1|DPSE
OG0006081	LOC115758296|XP_030554723.1|DNOV	LOC4805111|XP_001361569.2|DPSE
OG0006082	LOC115758305|XP_030554733.1|DNOV	LOC4805113|XP_001361571.1|DPSE
OG0006083	LOC115771559|XP_030573164.1|DNOV	LOC4813535|XP_001353480.1|DPSE
OG0006084	LOC115767826|XP_030568030.1|DNOV	LOC4813272|XP_015042832.1|DPSE
OG0006085	LOC115770424|XP_030571553.1|DNOV	LOC6896688|XP_002136902.2|DPSE
OG0006086	LOC115770250|XP_030571321.1|DNOV	LOC4812507|XP_015043540.1|DPSE
OG0006087	LOC115760489|XP_030557696.1|DNOV	LOC6898432|XP_002138474.3|DPSE
OG0006088	LOC115766536|XP_030566368.1|DNOV	LOC4813107|XP_001353956.2|DPSE
OG0006089	LOC115768277|XP_030568675.1|DNOV	LOC4815870|XP_001355411.1|DPSE
OG0006090	LOC115762705|XP_030560889.1|DNOV	LOC6900026|XP_002135390.3|DPSE
OG0006091	LOC115762779|XP_030560990.1|DNOV	LOC4812367|XP_001352605.4|DPSE
OG0006092	LOC115768840|XP_030569397.1|DNOV	LOC4814499|XP_033240178.1|DPSE
OG0006093	LOC115763967|XP_030562631.1|DNOV	LOC4803875|XP_001360524.4|DPSE
OG0006094	LOC115768409|XP_030568841.1|DNOV	LOC4812180|XP_001352782.1|DPSE
OG0006095	LOC115762103|XP_030560065.1|DNOV	LOC6898532|XP_004444241.2|DPSE
OG0006096	LOC115764167|XP_030562915.1|DNOV	LOC4803965|XP_001360603.2|DPSE
OG0006097	LOC115768035|XP_030568321.1|DNOV	LOC4813040|XP_033238464.1|DPSE
OG0006098	LOC115758594|XP_030555174.1|DNOV	LOC4817266|XP_001356481.3|DPSE
OG0006099	LOC115769123|XP_030569707.1|DNOV	LOC4804989|XP_001361461.2|DPSE
OG0006100	LOC115757921|XP_030554245.1|DNOV	LOC4803617|XP_001360307.3|DPSE
OG0006101	LOC115763958|XP_030562608.1|DNOV	LOC117184171|XP_033236552.1|DPSE
OG0006102	LOC115760942|XP_030558386.1|DNOV	LOC6903884|XP_002136628.2|DPSE
OG0006103	LOC115768179|XP_030568546.1|DNOV	LOC4814697|XP_001354553.3|DPSE
OG0006104	LOC115767209|XP_030567263.1|DNOV	LOC4814480|XP_001355145.1|DPSE
OG0006105	LOC115767193|XP_030567244.1|DNOV	LOC4814479|XP_033238809.1|DPSE
OG0006106	LOC115769499|XP_030570183.1|DNOV	LOC4813760|XP_015042881.2|DPSE
OG0006107	LOC115770678|XP_030571961.1|DNOV	LOC4805532|XP_001361920.3|DPSE
OG0006108	LOC115764436|XP_030563299.1|DNOV	LOC4815655|XP_001355452.1|DPSE
OG0006109	LOC115771460|XP_030573036.1|DNOV	LOC4813482|XP_001353379.1|DPSE
OG0006110	LOC115770199|XP_030571252.1|DNOV	LOC4813707|XP_001353489.1|DPSE
OG0006111	LOC115765580|XP_030565124.1|DNOV	LOC4805514|XP_001361905.1|DPSE
OG0006112	LOC115758288|XP_030554716.1|DNOV	LOC4804312|XP_001360892.4|DPSE
OG0006113	LOC115771023|XP_030572409.1|DNOV	LOC4812189|XP_001352814.2|DPSE
OG0006114	LOC115763972|XP_030562635.1|DNOV	LOC4801167|XP_001358301.2|DPSE
OG0006115	LOC115757958|XP_030554294.1|DNOV	LOC6898178|XP_002138249.2|DPSE
OG0006116	LOC115757815|XP_030554097.1|DNOV	LOC4804146|XP_001360752.3|DPSE
OG0006117	LOC115767498|XP_030567667.1|DNOV	LOC4803899|XP_001360544.1|DPSE
OG0006118	LOC115758268|XP_030554689.1|DNOV	LOC4804190|XP_015039669.1|DPSE
OG0006119	LOC115757888|XP_030554192.1|DNOV	LOC4805152|XP_001361603.1|DPSE
OG0006120	LOC115764561|XP_030563545.1|DNOV	LOC4805361|XP_033233899.1|DPSE
OG0006121	LOC115770183|XP_030571204.1|DNOV	LOC4811926|XP_001352407.3|DPSE
OG0006122	LOC115766804|XP_030566689.1|DNOV	LOC6899872|XP_002135665.2|DPSE
OG0006123	LOC115757885|XP_030554184.1|DNOV	LOC4805599|XP_033233813.1|DPSE
OG0006124	LOC115771917|XP_030573668.1|DNOV	LOC4801719|XP_001358764.3|DPSE
OG0006125	LOC115767866|XP_030568088.1|DNOV	LOC4813189|XP_015043388.2|DPSE
OG0006126	LOC115770989|XP_030572340.1|DNOV	LOC6900083|XP_015043768.2|DPSE
OG0006127	LOC115770168|XP_030571188.1|DNOV	LOC4812856|XP_001353163.3|DPSE
OG0006128	LOC115770073|XP_030571038.1|DNOV	LOC4813035|XP_001353153.2|DPSE
OG0006129	LOC115771301|XP_030573192.1|DNOV, LOC115770241|XP_030571308.1|DNOV	LOC4813455|XP_001353171.1|DPSE
OG0006130	LOC115766319|XP_030566071.1|DNOV	LOC4812951|XP_001353142.1|DPSE
OG0006131	LOC115768102|XP_030568459.1|DNOV	LOC4813388|XP_001353145.3|DPSE
OG0006132	LOC115769824|XP_030570659.1|DNOV	LOC4812819|XP_001353149.3|DPSE
OG0006133	LOC115766328|XP_030566082.1|DNOV	LOC4812973|XP_001353141.4|DPSE
OG0006134	LOC115770033|XP_030570956.1|DNOV	LOC4813677|XP_033237839.1|DPSE
OG0006135	LOC115770544|XP_030571711.1|DNOV	LOC4813604|XP_033239970.1|DPSE
OG0006136	LOC115766995|XP_030566979.1|DNOV	LOC4813188|XP_001354003.1|DPSE
OG0006137	LOC115770319|XP_030571415.1|DNOV	LOC4812818|XP_001353191.1|DPSE
OG0006138	LOC115757902|XP_030554210.1|DNOV	LOC4803579|XP_001360283.1|DPSE
OG0006139	LOC115764587|XP_030563598.1|DNOV	LOC4805038|XP_001361501.2|DPSE
OG0006140	LOC115758022|XP_030554386.1|DNOV	LOC6899063|XP_033234906.1|DPSE
OG0006141	LOC115766549|XP_030566384.1|DNOV	LOC4805688|XP_033233925.1|DPSE
OG0006142	LOC115771575|XP_030573189.1|DNOV	LOC4812295|XP_001352925.4|DPSE
OG0006143	LOC115769381|XP_030570040.1|DNOV	LOC6900528|XP_033241006.1|DPSE
OG0006144	LOC115769178|XP_030569746.1|DNOV	LOC4812312|XP_001352625.2|DPSE
OG0006145	LOC115770219|XP_030571282.1|DNOV	LOC4813047|XP_001354014.2|DPSE
OG0006146	LOC115763547|XP_030562023.1|DNOV	LOC4818134|XP_001357434.3|DPSE
OG0006147	LOC115761911|XP_030559788.1|DNOV	LOC4800604|XP_001357849.1|DPSE
OG0006148	LOC115770276|XP_030571360.1|DNOV	LOC4813291|XP_001353317.2|DPSE
OG0006149	LOC115766871|XP_030566795.1|DNOV	LOC4812782|XP_001353503.2|DPSE
OG0006150	LOC115766853|XP_030566772.1|DNOV	LOC4812783|XP_001353504.3|DPSE
OG0006151	LOC115763605|XP_030562093.1|DNOV	LOC4816851|XP_001356324.1|DPSE
OG0006153	LOC115758159|XP_030554558.1|DNOV	LOC4804187|XP_001360789.2|DPSE
OG0006154	LOC115766198|XP_030565907.1|DNOV	LOC4803216|XP_001359992.1|DPSE
OG0006155	LOC115761943|XP_030559839.1|DNOV	LOC6896827|XP_002137030.3|DPSE
OG0006156	LOC115770785|XP_030572065.1|DNOV	LOC4803025|XP_001359827.2|DPSE
OG0006157	LOC115760447|XP_030557620.1|DNOV	LOC4804284|XP_001360865.3|DPSE
OG0006158	LOC115769326|XP_030569923.1|DNOV	LOC4813057|XP_001353357.4|DPSE
OG0006159	LOC115757913|XP_030554228.1|DNOV	LOC4803879|XP_033234043.1|DPSE
OG0006160	LOC115760433|XP_030557607.1|DNOV	LOC4804285|XP_001360866.2|DPSE
OG0006161	LOC115762197|XP_030560181.1|DNOV	LOC4804516|XP_001361067.4|DPSE
OG0006162	LOC115766799|XP_030566684.1|DNOV	LOC26534304|XP_015044230.2|DPSE
OG0006163	LOC115763280|XP_030561623.1|DNOV	LOC4803885|XP_002138338.3|DPSE
OG0006165	LOC115767254|XP_030567325.1|DNOV	LOC4812854|XP_001353514.3|DPSE
OG0006166	LOC115759946|XP_030556946.1|DNOV	LOC117183658|XP_033234192.1|DPSE, LOC117184617|XP_033238983.1|DPSE, LOC26533467|XP_033233218.1|DPSE, LOC26532260|XP_033237456.1|DPSE, LOC6899958|XP_002135326.3|DPSE, LOC4816939|XP_001356379.3|DPSE
OG0006167	LOC115760607|XP_030557910.1|DNOV, LOC115760609|XP_030557915.1|DNOV, LOC115760608|XP_030557912.1|DNOV	LOC5495513|XP_001362068.2|DPSE
OG0006168	LOC115768673|XP_030569216.1|DNOV	LOC4815031|XP_001354852.3|DPSE
OG0006169	LOC115768281|XP_030568678.1|DNOV, LOC115768280|XP_030568677.1|DNOV	LOC4815421|XP_001355409.1|DPSE
OG0006170	LOC115767834|XP_030568036.1|DNOV	LOC4803777|XP_001360439.2|DPSE
OG0006171	LOC115771029|XP_030572423.1|DNOV	LOC6902476|XP_002133021.2|DPSE
OG0006172	LOC115771090|XP_030572503.1|DNOV	LOC4813051|XP_001353252.3|DPSE
OG0006173	LOC115758614|XP_030555207.1|DNOV	LOC6903189|XP_002132888.2|DPSE
OG0006174	LOC115766994|XP_030566964.1|DNOV	LOC4813126|XP_001353985.3|DPSE
OG0006175	LOC115760995|XP_030558465.1|DNOV, LOC115760997|XP_030558468.1|DNOV	LOC117183602|XP_033233953.1|DPSE, LOC6898990|XP_002138950.1|DPSE, LOC6898991|XP_002138951.2|DPSE, LOC6898989|XP_002138949.1|DPSE
OG0006176	LOC115763161|XP_030561474.1|DNOV	LOC6902625|XP_002133151.1|DPSE, LOC6903539|XP_002132414.1|DPSE
OG0006177	LOC115767462|XP_030567627.1|DNOV	LOC26532987|XP_015037664.2|DPSE, LOC6902948|XP_002132674.2|DPSE
OG0006181	LOC115761897|XP_030559763.1|DNOV	LOC4801010|XP_003736358.3|DPSE
OG0006182	LOC115772118|XP_030573952.1|DNOV	LOC4800608|XP_001357853.3|DPSE
OG0006183	LOC115764829|XP_030563938.1|DNOV	LOC4801649|XP_001358702.3|DPSE
OG0006184	LOC115771752|XP_030573462.1|DNOV	LOC4800972|XP_001358153.3|DPSE
OG0006185	LOC115764003|XP_030562682.1|DNOV	LOC4801522|XP_001358599.2|DPSE
OG0006186	LOC115771757|XP_030573466.1|DNOV	LOC6896977|XP_002137163.1|DPSE
OG0006187	LOC115761389|XP_030559001.1|DNOV	LOC4800407|XP_001357689.1|DPSE
