Orthogroup	DNOV.longest_only	BCOP.longest_only
OG0003950	LOC115758927|XP_030555585.1|DNOV	LOC119078927|XP_037042564.1|BCOP
OG0003951	LOC115759197|XP_030555936.1|DNOV	LOC119078924|XP_037042555.1|BCOP
OG0003952	LOC115758570|XP_030555142.1|DNOV	LOC119076315|XP_037038878.1|BCOP
OG0003953	LOC115760259|XP_030557381.1|DNOV	LOC119066356|XP_037024668.1|BCOP
OG0003954	LOC115762821|XP_030561042.1|DNOV	LOC119066357|XP_037024669.1|BCOP
OG0003956	LOC115767700|XP_030567853.1|DNOV	LOC119083245|XP_037048801.1|BCOP
OG0003957	LOC115770988|XP_030572339.1|DNOV	LOC119083013|XP_037048545.1|BCOP
OG0003958	LOC115766412|XP_030566191.1|DNOV	LOC119069614|XP_037029601.1|BCOP
OG0003959	LOC115762225|XP_030560220.1|DNOV	LOC119078441|XP_037041858.1|BCOP
OG0003960	LOC115767836|XP_030568038.1|DNOV	LOC119082261|XP_037047615.1|BCOP
OG0003961	LOC115758801|XP_030555435.1|DNOV	LOC119069464|XP_037029412.1|BCOP, LOC119076374|XP_037038985.1|BCOP
OG0003962	LOC115758432|XP_030554948.1|DNOV	LOC119078763|XP_037042366.1|BCOP
OG0003963	LOC115763456|XP_030561888.1|DNOV	LOC119066309|XP_037024590.1|BCOP
OG0003964	LOC115760165|XP_030557245.1|DNOV	LOC119074490|XP_037036535.1|BCOP, LOC119085834|XP_037052231.1|BCOP
OG0003965	LOC115760123|XP_030557181.1|DNOV	LOC119083257|XP_037048833.1|BCOP, LOC119084641|XP_037050603.1|BCOP
OG0003966	LOC115758466|XP_030554999.1|DNOV	LOC119072629|XP_037033767.1|BCOP
OG0003967	LOC115760555|XP_030557812.1|DNOV	LOC119081316|XP_037045985.1|BCOP
OG0003968	LOC115761017|XP_030558492.1|DNOV	LOC119081307|XP_037045963.1|BCOP
OG0003969	LOC115759959|XP_030556965.1|DNOV	LOC119081403|XP_037046190.1|BCOP
OG0003970	LOC115765888|XP_030565489.1|DNOV	LOC119066251|XP_037024472.1|BCOP
OG0003971	LOC115759756|XP_030556658.1|DNOV	LOC119071550|XP_037032366.1|BCOP
OG0003972	LOC115770536|XP_030571700.1|DNOV	LOC119085029|XP_037051114.1|BCOP
OG0003973	LOC115762115|XP_030560079.1|DNOV	LOC119081613|XP_037046554.1|BCOP
OG0003974	LOC115758011|XP_030554367.1|DNOV	LOC119075643|XP_037038025.1|BCOP
OG0003975	LOC115763086|XP_030561384.1|DNOV	LOC119084610|XP_037050568.1|BCOP
OG0003976	LOC115763448|XP_030561877.1|DNOV	LOC119066371|XP_037024691.1|BCOP
OG0003977	LOC115763513|XP_030561971.1|DNOV	LOC119066375|XP_037024696.1|BCOP
OG0003978	LOC115769808|XP_030570636.1|DNOV	LOC119085406|XP_037051707.1|BCOP, LOC119085407|XP_037051709.1|BCOP
OG0003979	LOC115765453|XP_030564877.1|DNOV	LOC119082686|XP_037048154.1|BCOP
OG0003980	LOC115766241|XP_030565964.1|DNOV, LOC115766056|XP_030565697.1|DNOV	LOC119079922|XP_037043916.1|BCOP
OG0003981	LOC115765568|XP_030565072.1|DNOV	LOC119066759|XP_037025290.1|BCOP
OG0003982	LOC115769232|XP_030569804.1|DNOV	LOC119066367|XP_037024681.1|BCOP
OG0003983	LOC115763384|XP_030561784.1|DNOV	LOC119066368|XP_037024687.1|BCOP
OG0003984	LOC115759146|XP_030555858.1|DNOV	LOC119071554|XP_037032372.1|BCOP
OG0003985	LOC115759145|XP_030555857.1|DNOV	LOC119072242|XP_037033313.1|BCOP
OG0003986	LOC115760153|XP_030557224.1|DNOV	LOC119075596|XP_037037961.1|BCOP
OG0003987	LOC115759774|XP_030556701.1|DNOV	LOC119075595|XP_037037960.1|BCOP
OG0003988	LOC115758889|XP_030555545.1|DNOV	LOC119076322|XP_037038889.1|BCOP
OG0003989	LOC115760164|XP_030557241.1|DNOV	LOC119066692|XP_037025180.1|BCOP
OG0003990	LOC115759052|XP_030555736.1|DNOV	LOC119070894|XP_037031315.1|BCOP
OG0003991	LOC115763344|XP_030561716.1|DNOV	LOC119085907|XP_037052346.1|BCOP
OG0003992	LOC115763106|XP_030561409.1|DNOV	LOC119072929|XP_037034145.1|BCOP
OG0003993	LOC115760106|XP_030557158.1|DNOV	LOC119072918|XP_037034132.1|BCOP
OG0003995	LOC115760624|XP_030557934.1|DNOV	LOC119073326|XP_037034613.1|BCOP
OG0003996	LOC115760944|XP_030558385.1|DNOV	LOC119078122|XP_037041475.1|BCOP
OG0003997	LOC115759906|XP_030556891.1|DNOV	LOC119082234|XP_037047586.1|BCOP
OG0003998	LOC115759715|XP_030556576.1|DNOV	LOC119071458|XP_037032205.1|BCOP
OG0003999	LOC115758711|XP_030555320.1|DNOV	LOC119071462|XP_037032214.1|BCOP
OG0004000	LOC115767290|XP_030567382.1|DNOV	LOC119081529|XP_037046424.1|BCOP
OG0004001	LOC115760484|XP_030557684.1|DNOV	LOC119081397|XP_037046179.1|BCOP
OG0004002	LOC115763015|XP_030561266.1|DNOV	LOC119076351|XP_037038943.1|BCOP
OG0004003	LOC115758556|XP_030555115.1|DNOV	LOC119084566|XP_037050478.1|BCOP
OG0004004	LOC115758768|XP_030555391.1|DNOV	LOC119077125|XP_037040194.1|BCOP
OG0004005	LOC115765955|XP_030565563.1|DNOV	LOC119077149|XP_037040228.1|BCOP, LOC119071689|XP_037032571.1|BCOP
OG0004006	LOC115762983|XP_030561225.1|DNOV	LOC119076229|XP_037038786.1|BCOP
OG0004007	LOC115759104|XP_030555802.1|DNOV	LOC119070759|XP_037031128.1|BCOP, LOC119071283|XP_037032049.1|BCOP
OG0004008	LOC115758370|XP_030554819.1|DNOV	LOC119070748|XP_037031107.1|BCOP
OG0004009	LOC115758502|XP_030555048.1|DNOV	LOC119072703|XP_037033870.1|BCOP
OG0004010	LOC115769300|XP_030569887.1|DNOV	LOC119076260|XP_037038822.1|BCOP
OG0004011	LOC115763171|XP_030561485.1|DNOV	LOC119071580|XP_037032419.1|BCOP
OG0004012	LOC115772102|XP_030573927.1|DNOV	LOC119069583|XP_037029566.1|BCOP
OG0004013	LOC115769260|XP_030569830.1|DNOV	LOC119072569|XP_037033704.1|BCOP
OG0004014	LOC115770187|XP_030571208.1|DNOV	LOC119081954|XP_037047144.1|BCOP
OG0004015	LOC115758443|XP_030554963.1|DNOV	LOC119082600|XP_037048049.1|BCOP
OG0004016	LOC115763962|XP_030562620.1|DNOV	LOC119066281|XP_037024542.1|BCOP
OG0004017	LOC115765903|XP_030565506.1|DNOV	LOC119078863|XP_037042469.1|BCOP
OG0004018	LOC115762490|XP_030560586.1|DNOV	LOC119078860|XP_037042466.1|BCOP
OG0004019	LOC115759779|XP_030556706.1|DNOV	LOC119078810|XP_037042409.1|BCOP
OG0004021	LOC115759023|XP_030555695.1|DNOV	LOC119082574|XP_037047993.1|BCOP
OG0004022	LOC115758402|XP_030554909.1|DNOV	LOC119067494|XP_037026396.1|BCOP
OG0004023	LOC115767424|XP_030567560.1|DNOV	LOC119077118|XP_037040183.1|BCOP
OG0004024	LOC115760042|XP_030557070.1|DNOV	LOC119082579|XP_037048000.1|BCOP
OG0004025	LOC115760072|XP_030557111.1|DNOV	LOC119066710|XP_037025208.1|BCOP
OG0004026	LOC115759037|XP_030555719.1|DNOV	LOC119076306|XP_037038867.1|BCOP
OG0004027	LOC115764448|XP_030563317.1|DNOV	LOC119077012|XP_037040020.1|BCOP
OG0004028	LOC115763494|XP_030561946.1|DNOV	LOC119084886|XP_037050928.1|BCOP, LOC119084894|XP_037050939.1|BCOP
OG0004029	LOC115763413|XP_030561825.1|DNOV	LOC119082632|XP_037048093.1|BCOP, LOC119082634|XP_037048097.1|BCOP
OG0004030	LOC115758024|XP_030554393.1|DNOV	LOC119080055|XP_037044156.1|BCOP
OG0004031	LOC115759252|XP_030556013.1|DNOV	LOC119085905|XP_037052343.1|BCOP
OG0004032	LOC115763610|XP_030562098.1|DNOV	LOC119066084|XP_037024247.1|BCOP
OG0004033	LOC115763586|XP_030562065.1|DNOV	LOC119079038|XP_037042720.1|BCOP
OG0004034	LOC115766011|XP_030565643.1|DNOV	LOC119066146|XP_037024336.1|BCOP
OG0004035	LOC115758395|XP_030554888.1|DNOV	LOC119066767|XP_037025302.1|BCOP
OG0004036	LOC115763138|XP_030561442.1|DNOV	LOC119066723|XP_037025233.1|BCOP
OG0004037	LOC115758858|XP_030555506.1|DNOV	LOC119082741|XP_037048218.1|BCOP
OG0004038	LOC115765911|XP_030565517.1|DNOV	LOC119082405|XP_037047831.1|BCOP
OG0004039	LOC115759955|XP_030556958.1|DNOV	LOC119079016|XP_037042682.1|BCOP
OG0004040	LOC115759544|XP_030556362.1|DNOV	LOC119073433|XP_037034806.1|BCOP
OG0004041	LOC115765274|XP_030564624.1|DNOV	LOC119082811|XP_037048355.1|BCOP
OG0004042	LOC115771066|XP_030572478.1|DNOV	LOC119070029|XP_037030211.1|BCOP, LOC119080213|XP_037044347.1|BCOP
OG0004043	LOC115760093|XP_030557137.1|DNOV	LOC119075631|XP_037038006.1|BCOP
OG0004044	LOC115768816|XP_030569374.1|DNOV	LOC119068855|XP_037028576.1|BCOP
OG0004045	LOC115763023|XP_030561281.1|DNOV	LOC119066324|XP_037024611.1|BCOP
OG0004046	LOC115765843|XP_030565429.1|DNOV	LOC119066207|XP_037024423.1|BCOP
OG0004047	LOC115759836|XP_030556789.1|DNOV	LOC119080532|XP_037044842.1|BCOP
OG0004048	LOC115768560|XP_030569034.1|DNOV	LOC119066765|XP_037025297.1|BCOP
OG0004049	LOC115758952|XP_030555611.1|DNOV	LOC119083295|XP_037048884.1|BCOP
OG0004050	LOC115759797|XP_030556738.1|DNOV	LOC119077053|XP_037040079.1|BCOP, LOC119072028|XP_037033042.1|BCOP
OG0004051	LOC115758536|XP_030555089.1|DNOV	LOC119076238|XP_037038794.1|BCOP
OG0004052	LOC115766816|XP_030566711.1|DNOV	LOC119083907|XP_037049614.1|BCOP
OG0004053	LOC115762252|XP_030560264.1|DNOV	LOC119073896|XP_037035680.1|BCOP
OG0004054	LOC115767719|XP_030567884.1|DNOV	LOC119085165|XP_037051358.1|BCOP
OG0004055	LOC115761830|XP_030559632.1|DNOV	LOC119069675|XP_037029694.1|BCOP
OG0004056	LOC115764772|XP_030563872.1|DNOV	LOC119069726|XP_037029749.1|BCOP
OG0004057	LOC115769089|XP_030569663.1|DNOV	LOC119068915|XP_037028676.1|BCOP
OG0004058	LOC115769349|XP_030569976.1|DNOV	LOC119072725|XP_037033897.1|BCOP
OG0004059	LOC115763835|XP_030562454.1|DNOV	LOC119074734|XP_037036897.1|BCOP
OG0004060	LOC115765776|XP_030565308.1|DNOV	LOC119084501|XP_037050415.1|BCOP
OG0004061	LOC115766869|XP_030566789.1|DNOV	LOC119075241|XP_037037531.1|BCOP
OG0004062	LOC115767661|XP_030567809.1|DNOV	LOC119080531|XP_037044837.1|BCOP, LOC119076716|XP_037039530.1|BCOP
OG0004063	LOC115766392|XP_030566164.1|DNOV	LOC119073988|XP_037035800.1|BCOP
OG0004064	LOC115771407|XP_030572967.1|DNOV	LOC119079891|XP_037043872.1|BCOP
OG0004065	LOC115758714|XP_030555357.1|DNOV	LOC119085542|XP_037051850.1|BCOP
OG0004066	LOC115764227|XP_030563005.1|DNOV	LOC119085498|XP_037051808.1|BCOP
OG0004067	LOC115768751|XP_030569299.1|DNOV	LOC119071950|XP_037032977.1|BCOP
OG0004068	LOC115770940|XP_030572260.1|DNOV	LOC119085721|XP_037052064.1|BCOP, LOC119074473|XP_037036510.1|BCOP
OG0004069	LOC115770931|XP_030572248.1|DNOV	LOC119074472|XP_037036509.1|BCOP
OG0004070	LOC115767150|XP_030567181.1|DNOV	LOC119067750|XP_037026774.1|BCOP
OG0004071	LOC115770439|XP_030571573.1|DNOV	LOC119077773|XP_037040977.1|BCOP
OG0004072	LOC115770332|XP_030571430.1|DNOV	LOC119077775|XP_037040980.1|BCOP
OG0004073	LOC115768169|XP_030568527.1|DNOV	LOC119073845|XP_037035583.1|BCOP
OG0004074	LOC115761527|XP_030559162.1|DNOV	LOC119082860|XP_037048417.1|BCOP
OG0004075	LOC115764573|XP_030563571.1|DNOV	LOC119072244|XP_037033319.1|BCOP
OG0004076	LOC115764572|XP_030563563.1|DNOV	LOC119066171|XP_037024363.1|BCOP
OG0004077	LOC115759870|XP_030556840.1|DNOV	LOC119067377|XP_037026196.1|BCOP
OG0004078	LOC115765728|XP_030565251.1|DNOV	LOC119076887|XP_037039786.1|BCOP
OG0004079	LOC115764341|XP_030563154.1|DNOV	LOC119077638|XP_037040754.1|BCOP
OG0004080	LOC115760822|XP_030558204.1|DNOV	LOC119085856|XP_037052262.1|BCOP
OG0004081	LOC115758120|XP_030554536.1|DNOV	LOC119078280|XP_037041664.1|BCOP, LOC119078281|XP_037041667.1|BCOP
OG0004082	LOC115766737|XP_030566560.1|DNOV	LOC119076714|XP_037039527.1|BCOP
OG0004083	LOC115764847|XP_030563958.1|DNOV	LOC119078791|XP_037042399.1|BCOP
OG0004084	LOC115771424|XP_030572985.1|DNOV	LOC119076804|XP_037039664.1|BCOP
OG0004085	LOC115765701|XP_030565221.1|DNOV	LOC119085738|XP_037052104.1|BCOP
OG0004086	LOC115765018|XP_030564231.1|DNOV	LOC119081628|XP_037046574.1|BCOP
OG0004087	LOC115768873|XP_030569440.1|DNOV	LOC119076013|XP_037038499.1|BCOP
OG0004088	LOC115772005|XP_030573797.1|DNOV	LOC119068153|XP_037027519.1|BCOP
OG0004089	LOC115764382|XP_030563205.1|DNOV	LOC119085200|XP_037051443.1|BCOP
OG0004090	LOC115770635|XP_030571840.1|DNOV	LOC119074294|XP_037036205.1|BCOP
OG0004091	LOC115764827|XP_030563936.1|DNOV	LOC119073779|XP_037035353.1|BCOP
OG0004092	LOC115767575|XP_030567721.1|DNOV	LOC119075018|XP_037037321.1|BCOP
OG0004094	LOC115769060|XP_030569634.1|DNOV	LOC119074513|XP_037036570.1|BCOP
OG0004095	LOC115767933|XP_030568166.1|DNOV	LOC119077702|XP_037040871.1|BCOP
OG0004096	LOC115765020|XP_030564233.1|DNOV	LOC119080038|XP_037044125.1|BCOP
OG0004097	LOC115767956|XP_030568209.1|DNOV	LOC119084221|XP_037050015.1|BCOP
OG0004098	LOC115770236|XP_030571300.1|DNOV, LOC115760222|XP_030557686.1|DNOV	LOC119084218|XP_037050009.1|BCOP
OG0004099	LOC115763886|XP_030562523.1|DNOV	LOC119074972|XP_037037266.1|BCOP
OG0004100	LOC115763718|XP_030562270.1|DNOV	LOC119076730|XP_037039538.1|BCOP
OG0004101	LOC115763799|XP_030562403.1|DNOV	LOC119082202|XP_037047531.1|BCOP
OG0004102	LOC115763908|XP_030562574.1|DNOV	LOC119076731|XP_037039542.1|BCOP
OG0004103	LOC115765790|XP_030565335.1|DNOV	LOC119068568|XP_037028108.1|BCOP
OG0004104	LOC115761529|XP_030559160.1|DNOV	LOC119084002|XP_037049709.1|BCOP
OG0004105	LOC115771399|XP_030572949.1|DNOV	LOC119076006|XP_037038481.1|BCOP
OG0004106	LOC115771527|XP_030573125.1|DNOV	LOC119074390|XP_037036404.1|BCOP
OG0004107	LOC115770972|XP_030572296.1|DNOV	LOC119074389|XP_037036403.1|BCOP
OG0004108	LOC115766260|XP_030565979.1|DNOV, LOC115766051|XP_030565691.1|DNOV	LOC119074849|XP_037037058.1|BCOP
OG0004109	LOC115770637|XP_030571844.1|DNOV	LOC119070070|XP_037030266.1|BCOP
OG0004110	LOC115771450|XP_030573024.1|DNOV	LOC119084405|XP_037050267.1|BCOP
OG0004111	LOC115763899|XP_030562542.1|DNOV	LOC119084347|XP_037050183.1|BCOP
OG0004112	LOC115770758|XP_030572031.1|DNOV	LOC119071187|XP_037031856.1|BCOP
OG0004113	LOC115768295|XP_030568700.1|DNOV	LOC119071145|XP_037031772.1|BCOP
OG0004114	LOC115768580|XP_030569084.1|DNOV	LOC119077606|XP_037040715.1|BCOP
OG0004115	LOC115768586|XP_030569092.1|DNOV	LOC119077613|XP_037040725.1|BCOP
OG0004116	LOC115763826|XP_030562439.1|DNOV	LOC119082208|XP_037047548.1|BCOP
OG0004117	LOC115758870|XP_030555522.1|DNOV	LOC119076786|XP_037039641.1|BCOP
OG0004118	LOC115767493|XP_030567661.1|DNOV	LOC119081904|XP_037047032.1|BCOP
OG0004119	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV	LOC119071602|XP_037032448.1|BCOP
OG0004120	LOC115766200|XP_030565910.1|DNOV	LOC119084834|XP_037050818.1|BCOP
OG0004122	LOC115766253|XP_030565973.1|DNOV, LOC115766073|XP_030565738.1|DNOV	LOC119084349|XP_037050186.1|BCOP
OG0004123	LOC115765690|XP_030565208.1|DNOV	LOC119074601|XP_037036747.1|BCOP
OG0004124	LOC115767394|XP_030567518.1|DNOV	LOC119074769|XP_037036933.1|BCOP
OG0004125	LOC115761237|XP_030558791.1|DNOV	LOC119076777|XP_037039628.1|BCOP
OG0004126	LOC115761333|XP_030558926.1|DNOV	LOC119076780|XP_037039631.1|BCOP
OG0004127	LOC115763357|XP_030561742.1|DNOV	LOC119068131|XP_037027488.1|BCOP
OG0004128	LOC115759526|XP_030556335.1|DNOV	LOC119077982|XP_037041258.1|BCOP
OG0004129	LOC115761122|XP_030558619.1|DNOV	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP
OG0004130	LOC115766488|XP_030566310.1|DNOV, LOC115766489|XP_030566312.1|DNOV	LOC119076894|XP_037039795.1|BCOP
OG0004131	LOC115770731|XP_030571993.1|DNOV	LOC119076701|XP_037039508.1|BCOP
OG0004132	LOC115769773|XP_030570598.1|DNOV	LOC119084158|XP_037049904.1|BCOP
OG0004133	LOC115760297|XP_030557444.1|DNOV	LOC119076485|XP_037039165.1|BCOP
OG0004134	LOC115760405|XP_030557572.1|DNOV	LOC119071548|XP_037032349.1|BCOP
OG0004135	LOC115770647|XP_030571868.1|DNOV	LOC119077844|XP_037041058.1|BCOP
OG0004136	LOC115763856|XP_030562491.1|DNOV	LOC119077670|XP_037040809.1|BCOP
OG0004137	LOC115760921|XP_030558355.1|DNOV	LOC119074117|XP_037035979.1|BCOP
OG0004138	LOC115762934|XP_030561175.1|DNOV	LOC119074347|XP_037036337.1|BCOP
OG0004139	LOC115768065|XP_030568375.1|DNOV	LOC119074341|XP_037036329.1|BCOP
OG0004140	LOC115768982|XP_030569557.1|DNOV	LOC119071454|XP_037032201.1|BCOP
OG0004141	LOC115757909|XP_030554224.1|DNOV	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP
OG0004142	LOC115767326|XP_030567429.1|DNOV	LOC119074583|XP_037036711.1|BCOP
OG0004143	LOC115764673|XP_030563720.1|DNOV	LOC119077905|XP_037041173.1|BCOP
OG0004144	LOC115759778|XP_030556704.1|DNOV	LOC119077842|XP_037041056.1|BCOP
OG0004145	LOC115770991|XP_030572343.1|DNOV	LOC119073999|XP_037035827.1|BCOP
OG0004146	LOC115770720|XP_030571978.1|DNOV	LOC119076775|XP_037039625.1|BCOP
OG0004147	LOC115763606|XP_030562094.1|DNOV	LOC119073948|XP_037035733.1|BCOP
OG0004148	LOC115761502|XP_030559129.1|DNOV	LOC119084368|XP_037050212.1|BCOP
OG0004149	LOC115763731|XP_030562288.1|DNOV	LOC119084384|XP_037050241.1|BCOP
OG0004150	LOC115761773|XP_030559563.1|DNOV	LOC119083220|XP_037048784.1|BCOP
OG0004151	LOC115772087|XP_030573905.1|DNOV	LOC119085321|XP_037051597.1|BCOP
OG0004152	LOC115767944|XP_030568183.1|DNOV	LOC119076165|XP_037038745.1|BCOP
OG0004153	LOC115764443|XP_030563359.1|DNOV	LOC119067484|XP_037026384.1|BCOP
OG0004154	LOC115762624|XP_030560784.1|DNOV	LOC119067808|XP_037026856.1|BCOP
OG0004155	LOC115761645|XP_030559339.1|DNOV	LOC119075894|XP_037038366.1|BCOP
OG0004156	LOC115766214|XP_030565925.1|DNOV	LOC119067292|XP_037026077.1|BCOP
OG0004157	LOC115766416|XP_030566197.1|DNOV	LOC119068913|XP_037028671.1|BCOP
OG0004158	LOC115770352|XP_030571450.1|DNOV	LOC119084131|XP_037049877.1|BCOP
OG0004159	LOC115759625|XP_030556470.1|DNOV	LOC119076874|XP_037039778.1|BCOP
OG0004160	LOC115767659|XP_030567807.1|DNOV	LOC119082221|XP_037047570.1|BCOP
OG0004161	LOC115766096|XP_030565765.1|DNOV	LOC119070675|XP_037031013.1|BCOP
OG0004162	LOC115770660|XP_030571886.1|DNOV	LOC119077700|XP_037040867.1|BCOP
OG0004163	LOC115766165|XP_030565868.1|DNOV	LOC119084103|XP_037049852.1|BCOP
OG0004164	LOC115764844|XP_030563952.1|DNOV	LOC119075714|XP_037038133.1|BCOP
OG0004165	LOC115772060|XP_030573867.1|DNOV	LOC119076866|XP_037039768.1|BCOP
OG0004166	LOC115762601|XP_030560756.1|DNOV	LOC119068770|XP_037028423.1|BCOP
OG0004167	LOC115763700|XP_030562249.1|DNOV	LOC119084395|XP_037050255.1|BCOP
OG0004168	LOC115761975|XP_030559878.1|DNOV	LOC119084400|XP_037050262.1|BCOP
OG0004169	LOC115767192|XP_030567243.1|DNOV	LOC119075869|XP_037038324.1|BCOP
OG0004170	LOC115758552|XP_030555109.1|DNOV, LOC115767079|XP_030567083.1|DNOV	LOC119075877|XP_037038335.1|BCOP
OG0004171	LOC115768609|XP_030569123.1|DNOV	LOC119075874|XP_037038333.1|BCOP
OG0004172	LOC115765251|XP_030564585.1|DNOV	LOC119075946|XP_037038404.1|BCOP
OG0004173	LOC115767456|XP_030567617.1|DNOV	LOC119071958|XP_037032985.1|BCOP
OG0004174	LOC115764559|XP_030563540.1|DNOV	LOC119071903|XP_037032910.1|BCOP
OG0004175	LOC115758161|XP_030554560.1|DNOV	LOC119071787|XP_037032743.1|BCOP
OG0004176	LOC115767158|XP_030567193.1|DNOV	LOC119085409|XP_037051711.1|BCOP
OG0004177	LOC115766150|XP_030565847.1|DNOV	LOC119083046|XP_037048562.1|BCOP
OG0004178	LOC115767937|XP_030568169.1|DNOV	LOC119076806|XP_037039672.1|BCOP
OG0004179	LOC115768486|XP_030568929.1|DNOV	LOC119078074|XP_037041425.1|BCOP
OG0004180	LOC115763751|XP_030562316.1|DNOV	LOC119070257|XP_037030419.1|BCOP
OG0004181	LOC115764606|XP_030563609.1|DNOV	LOC119066937|XP_037025549.1|BCOP
OG0004182	LOC115771252|XP_030572716.1|DNOV	LOC119070100|XP_037030314.1|BCOP
OG0004184	LOC115762733|XP_030560927.1|DNOV	LOC119084284|XP_037050105.1|BCOP
OG0004185	LOC115758859|XP_030555507.1|DNOV	LOC119075607|XP_037037979.1|BCOP
OG0004186	LOC115768864|XP_030569428.1|DNOV	LOC119076706|XP_037039517.1|BCOP
OG0004187	LOC115763848|XP_030562477.1|DNOV	LOC119076096|XP_037038646.1|BCOP
OG0004188	LOC115766244|XP_030565967.1|DNOV, LOC115766054|XP_030565692.1|DNOV	LOC119073151|XP_037034351.1|BCOP
OG0004189	LOC115766240|XP_030565962.1|DNOV, LOC115766055|XP_030565696.1|DNOV	LOC119073215|XP_037034423.1|BCOP
OG0004190	LOC115761755|XP_030559518.1|DNOV	LOC119074308|XP_037036251.1|BCOP
OG0004191	LOC115761758|XP_030559523.1|DNOV	LOC119074667|XP_037036844.1|BCOP
OG0004192	LOC115765640|XP_030565158.1|DNOV	LOC119074603|XP_037036750.1|BCOP
OG0004193	LOC115768615|XP_030569131.1|DNOV	LOC119073406|XP_037034740.1|BCOP
OG0004194	LOC115765739|XP_030565263.1|DNOV	LOC119084017|XP_037049725.1|BCOP
OG0004195	LOC115767962|XP_030568221.1|DNOV	LOC119074847|XP_037037056.1|BCOP
OG0004196	LOC115764964|XP_030564149.1|DNOV	LOC119075873|XP_037038330.1|BCOP
OG0004197	LOC115767879|XP_030568101.1|DNOV	LOC119076687|XP_037039486.1|BCOP
OG0004198	LOC115765766|XP_030565292.1|DNOV	LOC119083010|XP_037048539.1|BCOP
OG0004199	LOC115770915|XP_030572223.1|DNOV	LOC119068722|XP_037028348.1|BCOP
OG0004200	LOC115761453|XP_030559083.1|DNOV	LOC119071893|XP_037032889.1|BCOP
OG0004201	LOC115761230|XP_030558782.1|DNOV	LOC119084702|XP_037050674.1|BCOP
OG0004202	LOC115771877|XP_030573621.1|DNOV	LOC119076094|XP_037038644.1|BCOP
OG0004203	LOC115770697|XP_030571953.1|DNOV	LOC119076145|XP_037038718.1|BCOP
OG0004204	LOC115771398|XP_030572947.1|DNOV	LOC119084827|XP_037050803.1|BCOP
OG0004205	LOC115770469|XP_030571607.1|DNOV	LOC119078311|XP_037041712.1|BCOP
OG0004206	LOC115763710|XP_030562264.1|DNOV	LOC119067713|XP_037026726.1|BCOP
OG0004207	LOC115763712|XP_030562265.1|DNOV	LOC119075905|XP_037038377.1|BCOP
OG0004208	LOC115767888|XP_030568114.1|DNOV	LOC119073278|XP_037034555.1|BCOP
OG0004209	LOC115761960|XP_030559859.1|DNOV	LOC119067979|XP_037027220.1|BCOP
OG0004210	LOC115764138|XP_030562872.1|DNOV	LOC119078714|XP_037042285.1|BCOP
OG0004211	LOC115758486|XP_030555024.1|DNOV	LOC119072661|XP_037033814.1|BCOP
OG0004212	LOC115770694|XP_030571947.1|DNOV	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP
OG0004213	LOC115770662|XP_030571889.1|DNOV	LOC119078042|XP_037041352.1|BCOP
OG0004214	LOC115765261|XP_030564605.1|DNOV	LOC119071514|XP_037032284.1|BCOP
OG0004215	LOC115757835|XP_030554127.1|DNOV	LOC119066063|XP_037024233.1|BCOP
OG0004216	LOC115770331|XP_030571429.1|DNOV	LOC119084419|XP_037050288.1|BCOP
OG0004217	LOC115769789|XP_030570616.1|DNOV	LOC119084415|XP_037050278.1|BCOP
OG0004218	LOC115770780|XP_030572060.1|DNOV	LOC119076868|XP_037039771.1|BCOP
OG0004219	LOC115759553|XP_030556375.1|DNOV	LOC119082203|XP_037047532.1|BCOP
OG0004220	LOC115770825|XP_030572107.1|DNOV	LOC119084161|XP_037049909.1|BCOP
OG0004221	LOC115770924|XP_030572242.1|DNOV	LOC119074651|XP_037036824.1|BCOP
OG0004222	LOC115770907|XP_030572210.1|DNOV	LOC119074678|XP_037036857.1|BCOP
OG0004223	LOC115761949|XP_030559846.1|DNOV	LOC119074429|XP_037036451.1|BCOP
OG0004224	LOC115759401|XP_030556147.1|DNOV	LOC119068839|XP_037028539.1|BCOP
OG0004225	LOC115767865|XP_030568084.1|DNOV	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP
OG0004226	LOC115770643|XP_030571862.1|DNOV	LOC119083011|XP_037048540.1|BCOP
OG0004227	LOC115770856|XP_030572153.1|DNOV	LOC119066742|XP_037025264.1|BCOP
OG0004228	LOC115770732|XP_030571997.1|DNOV	LOC119074799|XP_037036971.1|BCOP
OG0004229	LOC115767446|XP_030567603.1|DNOV	LOC119071411|XP_037032184.1|BCOP
OG0004230	LOC115766469|XP_030566271.1|DNOV	LOC119074842|XP_037037043.1|BCOP
OG0004231	LOC115762773|XP_030560983.1|DNOV	LOC119068352|XP_037027815.1|BCOP
OG0004232	LOC115762777|XP_030560986.1|DNOV	LOC119067142|XP_037025838.1|BCOP
OG0004233	LOC115762776|XP_030560985.1|DNOV	LOC119066880|XP_037025463.1|BCOP
OG0004234	LOC115762902|XP_030561138.1|DNOV	LOC119067155|XP_037025846.1|BCOP
