Orthogroup	DNOV.longest_only	DEUG.longest_only
OG0004801	LOC115766162|XP_030565864.1|DNOV	LOC108113807|XP_017080005.1|DEUG
OG0004802	LOC115771933|XP_030573693.1|DNOV	LOC108110164|XP_017074575.1|DEUG
OG0004803	LOC115771832|XP_030573572.1|DNOV	LOC108115986|XP_017083135.1|DEUG
OG0004804	LOC115766047|XP_030565684.1|DNOV	LOC108114954|XP_017081634.1|DEUG
OG0004805	LOC115761948|XP_030559844.1|DNOV	LOC108109525|XP_017073630.1|DEUG
OG0004806	LOC115768137|XP_030568491.1|DNOV	LOC108103920|XP_017065158.1|DEUG
OG0004808	LOC115761224|XP_030558774.1|DNOV	LOC108108375|XP_017071912.1|DEUG
OG0004809	LOC115757698|XP_030553902.1|DNOV	LOC108110257|XP_017074734.1|DEUG
OG0004810	LOC115757696|XP_030553900.1|DNOV	LOC108110179|XP_017074592.1|DEUG
OG0004811	LOC115770218|XP_030571275.1|DNOV	LOC108114464|XP_017080958.1|DEUG
OG0004812	LOC115761990|XP_030559907.1|DNOV	LOC108109454|XP_017073445.1|DEUG
OG0004813	LOC115771622|XP_030573262.1|DNOV	LOC108116627|XP_017084095.1|DEUG
OG0004814	LOC115757663|XP_030553840.1|DNOV	LOC108110144|XP_017074551.1|DEUG
OG0004815	LOC115768753|XP_030569300.1|DNOV	LOC108103240|XP_017064129.1|DEUG
OG0004816	LOC115764242|XP_030563019.1|DNOV	LOC108118067|XP_017086099.1|DEUG
OG0004817	LOC115764259|XP_030563038.1|DNOV	LOC108118086|XP_017086122.1|DEUG
OG0004818	LOC115759504|XP_030556305.1|DNOV	LOC108109530|XP_017073583.1|DEUG
OG0004819	LOC115764649|XP_030563687.1|DNOV	LOC108115680|XP_017082737.1|DEUG
OG0004820	LOC115761226|XP_030558775.1|DNOV	LOC108108383|XP_017071920.1|DEUG
OG0004821	LOC115761217|XP_030558767.1|DNOV	LOC108111337|XP_017076251.1|DEUG
OG0004822	LOC115771776|XP_030573490.1|DNOV	LOC108111668|XP_017076690.1|DEUG
OG0004823	LOC115764162|XP_030562899.1|DNOV	LOC108116907|XP_017084512.1|DEUG
OG0004824	LOC115764163|XP_030562908.1|DNOV	LOC108116978|XP_017084628.1|DEUG
OG0004825	LOC115766801|XP_030566686.1|DNOV	LOC108102363|XP_017062758.1|DEUG
OG0004826	LOC115764738|XP_030563813.1|DNOV	LOC108115356|XP_017082271.1|DEUG
OG0004827	LOC115764068|XP_030562776.1|DNOV	LOC108115007|XP_017081738.1|DEUG
OG0004828	LOC115764797|XP_030563902.1|DNOV	LOC108116658|XP_017084138.1|DEUG
OG0004829	LOC115764093|XP_030562806.1|DNOV	LOC108116698|XP_017084203.1|DEUG
OG0004830	LOC115771702|XP_030573382.1|DNOV	LOC108111714|XP_017076754.1|DEUG
OG0004831	LOC115762655|XP_030560822.1|DNOV	LOC108107993|XP_017071333.1|DEUG
OG0004832	LOC115764699|XP_030563757.1|DNOV	LOC108111775|XP_017076831.1|DEUG
OG0004833	LOC115766216|XP_030565928.1|DNOV	LOC108115334|XP_017082237.1|DEUG
OG0004834	LOC115764672|XP_030563719.1|DNOV	LOC108116670|XP_017084156.1|DEUG
OG0004835	LOC115771848|XP_030573590.1|DNOV	LOC108116710|XP_017084218.1|DEUG
OG0004836	LOC115771728|XP_030573412.1|DNOV	LOC108108847|XP_017072552.1|DEUG
OG0004837	LOC115770305|XP_030571400.1|DNOV	LOC108114200|XP_017080507.1|DEUG
OG0004838	LOC115765077|XP_030564313.1|DNOV	LOC108116243|XP_017083522.1|DEUG
OG0004839	LOC115765035|XP_030564259.1|DNOV	LOC108116395|XP_017083748.1|DEUG
OG0004840	LOC115770599|XP_030571796.1|DNOV	LOC108116680|XP_017084170.1|DEUG
OG0004841	LOC115758349|XP_030554790.1|DNOV	LOC108105858|XP_017068121.1|DEUG
OG0004842	LOC115764884|XP_030564025.1|DNOV	LOC108115930|XP_017083055.1|DEUG
OG0004843	LOC115761275|XP_030558851.1|DNOV	LOC108116876|XP_017084458.1|DEUG
OG0004844	LOC115763651|XP_030562178.1|DNOV	LOC108108418|XP_017071962.1|DEUG
OG0004845	LOC115763652|XP_030562179.1|DNOV	LOC108114984|XP_017081704.1|DEUG
OG0004846	LOC115759729|XP_030556609.1|DNOV	LOC108110753|XP_017075451.1|DEUG
OG0004847	LOC115759726|XP_030556605.1|DNOV	LOC108110749|XP_017075448.1|DEUG
OG0004848	LOC115769792|XP_030570620.1|DNOV	LOC108117246|XP_017085080.1|DEUG
OG0004849	LOC115760264|XP_030557389.1|DNOV	LOC108106115|XP_017068480.1|DEUG
OG0004850	LOC115765698|XP_030565214.1|DNOV	LOC108117568|XP_017085564.1|DEUG
OG0004851	LOC115765606|XP_030565117.1|DNOV	LOC108117566|XP_017085562.1|DEUG
OG0004852	LOC115765611|XP_030565121.1|DNOV	LOC108116716|XP_017084226.1|DEUG
OG0004853	LOC115760665|XP_030557992.1|DNOV	LOC108109075|XP_017072923.1|DEUG
OG0004854	LOC115771128|XP_030572554.1|DNOV	LOC108107903|XP_017071195.1|DEUG
OG0004855	LOC115770337|XP_030571438.1|DNOV	LOC108114686|XP_017081268.1|DEUG
OG0004856	LOC115766717|XP_030566517.1|DNOV	LOC108109844|XP_017074086.1|DEUG
OG0004857	LOC115769409|XP_030570071.1|DNOV	LOC108114115|XP_017080380.1|DEUG
OG0004858	LOC115770391|XP_030571503.1|DNOV	LOC108109816|XP_017074031.1|DEUG
OG0004859	LOC115770495|XP_030571650.1|DNOV	LOC108109818|XP_017074037.1|DEUG
OG0004860	LOC115771097|XP_030572516.1|DNOV	LOC108108178|XP_017071610.1|DEUG
OG0004861	LOC115769578|XP_030570305.1|DNOV	LOC108114243|XP_017080607.1|DEUG
OG0004862	LOC115769756|XP_030570561.1|DNOV	LOC108114224|XP_017080566.1|DEUG
OG0004863	LOC115769518|XP_030570219.1|DNOV	LOC108107780|XP_017070964.1|DEUG
OG0004864	LOC115769527|XP_030570230.1|DNOV	LOC108108073|XP_017071443.1|DEUG
OG0004865	LOC115765053|XP_030564287.1|DNOV	LOC108116090|XP_017083297.1|DEUG
OG0004866	LOC115769368|XP_030570011.1|DNOV	LOC108102742|XP_017063379.1|DEUG
OG0004867	LOC115762260|XP_030560276.1|DNOV	LOC108106611|XP_017069300.1|DEUG
OG0004868	LOC115762285|XP_030560309.1|DNOV	LOC108110348|XP_017074870.1|DEUG
OG0004869	LOC115757974|XP_030554356.1|DNOV	LOC108106394|XP_017068891.1|DEUG
OG0004870	LOC115770229|XP_030571332.1|DNOV	LOC108106399|XP_017068895.1|DEUG
OG0004871	LOC115764703|XP_030563764.1|DNOV	LOC108107444|XP_017070474.1|DEUG
OG0004872	LOC115760989|XP_030558457.1|DNOV	LOC108107299|XP_017070248.1|DEUG
OG0004873	LOC115759850|XP_030556806.1|DNOV	LOC108106185|XP_017068598.1|DEUG
OG0004874	LOC115764788|XP_030563889.1|DNOV	LOC108113549|XP_017079632.1|DEUG
OG0004875	LOC115765111|XP_030564359.1|DNOV	LOC108106045|XP_017068385.1|DEUG
OG0004876	LOC115769155|XP_030569709.1|DNOV	LOC108105515|XP_017067629.1|DEUG
OG0004877	LOC115766988|XP_030566948.1|DNOV	LOC108113954|XP_017080156.1|DEUG
OG0004878	LOC115761358|XP_030558969.1|DNOV	LOC108112692|XP_017078382.1|DEUG
OG0004879	LOC115759583|XP_030556414.1|DNOV	LOC108107303|XP_017070256.1|DEUG
OG0004880	LOC115770190|XP_030571213.1|DNOV	LOC108108691|XP_017072285.1|DEUG
OG0004881	LOC115769890|XP_030570765.1|DNOV	LOC108114337|XP_017080752.1|DEUG
OG0004882	LOC115769475|XP_030570153.1|DNOV	LOC108102756|XP_017063404.1|DEUG
OG0004883	LOC115770063|XP_030571020.1|DNOV	LOC108107931|XP_017071249.1|DEUG
OG0004884	LOC115760515|XP_030557740.1|DNOV	LOC108112695|XP_017078385.1|DEUG
OG0004885	LOC115762475|XP_030560554.1|DNOV	LOC108112545|XP_017077970.1|DEUG
OG0004886	LOC115760891|XP_030558316.1|DNOV	LOC108112787|XP_017078556.1|DEUG
OG0004887	LOC115761036|XP_030558509.1|DNOV	LOC108113336|XP_017079384.1|DEUG
OG0004888	LOC115762820|XP_030561044.1|DNOV	LOC108111950|XP_017077120.1|DEUG
OG0004889	LOC115765458|XP_030564905.1|DNOV	LOC108104780|XP_017066519.1|DEUG
OG0004890	LOC115760043|XP_030557074.1|DNOV	LOC108112864|XP_017078679.1|DEUG
OG0004891	LOC115767379|XP_030567499.1|DNOV	LOC108103851|XP_017065042.1|DEUG
OG0004892	LOC115758099|XP_030554483.1|DNOV	LOC108113310|XP_017079352.1|DEUG
OG0004893	LOC115761840|XP_030559685.1|DNOV	LOC108112506|XP_017077882.1|DEUG
OG0004894	LOC115761006|XP_030558477.1|DNOV	LOC108113346|XP_017079398.1|DEUG
OG0004895	LOC115760722|XP_030558054.1|DNOV	LOC108109187|XP_017073110.1|DEUG
OG0004896	LOC115761168|XP_030558730.1|DNOV	LOC108111999|XP_017077219.1|DEUG
OG0004897	LOC115761025|XP_030558534.1|DNOV	LOC108112014|XP_017077241.1|DEUG
OG0004898	LOC115761081|XP_030558560.1|DNOV	LOC108104821|XP_017066597.1|DEUG
OG0004899	LOC115762312|XP_030560339.1|DNOV	LOC108106488|XP_017069056.1|DEUG
OG0004900	LOC115771013|XP_030572392.1|DNOV	LOC108104860|XP_017066670.1|DEUG
OG0004901	LOC115761632|XP_030559325.1|DNOV	LOC108104839|XP_017066635.1|DEUG
OG0004902	LOC115767655|XP_030567803.1|DNOV	LOC108113887|XP_017080085.1|DEUG
OG0004903	LOC115761154|XP_030558685.1|DNOV	LOC108112932|XP_017078812.1|DEUG
OG0004904	LOC115764817|XP_030563926.1|DNOV	LOC108116684|XP_017084184.1|DEUG
OG0004905	LOC115760981|XP_030558444.1|DNOV	LOC108113066|XP_017078991.1|DEUG
OG0004906	LOC115769604|XP_030570355.1|DNOV	LOC108117354|XP_017085218.1|DEUG
OG0004907	LOC115769813|XP_030570642.1|DNOV	LOC108102762|XP_017063409.1|DEUG
OG0004908	LOC115762674|XP_030560849.1|DNOV	LOC108114413|XP_017080877.1|DEUG
OG0004909	LOC115762906|XP_030561143.1|DNOV	LOC108114288|XP_017080674.1|DEUG
OG0004910	LOC115762905|XP_030561142.1|DNOV	LOC108114536|XP_017081063.1|DEUG
OG0004911	LOC115771052|XP_030572459.1|DNOV	LOC108108064|XP_017071429.1|DEUG
OG0004912	LOC115769569|XP_030570285.1|DNOV	LOC108117359|XP_017085226.1|DEUG
OG0004913	LOC115762108|XP_030560069.1|DNOV	LOC108108892|XP_017072600.1|DEUG
OG0004914	LOC115762506|XP_030560606.1|DNOV	LOC108109148|XP_017073043.1|DEUG
OG0004916	LOC115761056|XP_030558531.1|DNOV	LOC108113266|XP_017079303.1|DEUG
OG0004917	LOC115762749|XP_030560947.1|DNOV	LOC108117364|XP_017085236.1|DEUG
OG0004918	LOC115762660|XP_030560826.1|DNOV	LOC108117362|XP_017085229.1|DEUG
OG0004919	LOC115771627|XP_030573270.1|DNOV	LOC108109360|XP_017073317.1|DEUG
OG0004920	LOC115770211|XP_030571270.1|DNOV	LOC108107563|XP_017070610.1|DEUG
OG0004921	LOC115771205|XP_030572665.1|DNOV	LOC108102728|XP_017063356.1|DEUG
OG0004922	LOC115771215|XP_030572675.1|DNOV	LOC108109894|XP_017074189.1|DEUG
OG0004923	LOC115762597|XP_030560749.1|DNOV	LOC108107611|XP_017070670.1|DEUG
OG0004924	LOC115762877|XP_030561111.1|DNOV	LOC108107811|XP_017071030.1|DEUG
OG0004925	LOC115762936|XP_030561177.1|DNOV	LOC108102871|XP_017063567.1|DEUG
OG0004926	LOC115762671|XP_030560845.1|DNOV	LOC108114729|XP_017081326.1|DEUG
OG0004927	LOC115762632|XP_030560794.1|DNOV	LOC108108274|XP_017071751.1|DEUG
OG0004928	LOC115760546|XP_030557803.1|DNOV	LOC108111953|XP_017077133.1|DEUG
OG0004929	LOC115762615|XP_030560773.1|DNOV	LOC108104707|XP_017066415.1|DEUG
OG0004930	LOC115762405|XP_030560453.1|DNOV	LOC108106588|XP_017069258.1|DEUG
OG0004931	LOC115762110|XP_030560072.1|DNOV	LOC108109251|XP_017073222.1|DEUG
OG0004932	LOC115762879|XP_030561114.1|DNOV	LOC108104643|XP_017066310.1|DEUG
OG0004933	LOC115760875|XP_030558296.1|DNOV	LOC108113312|XP_017079355.1|DEUG
OG0004934	LOC115760439|XP_030557615.1|DNOV	LOC108107491|XP_017070526.1|DEUG
OG0004935	LOC115761093|XP_030558575.1|DNOV	LOC108112648|XP_017078252.1|DEUG
OG0004936	LOC115766952|XP_030566899.1|DNOV	LOC108108053|XP_017071416.1|DEUG
OG0004937	LOC115769319|XP_030569912.1|DNOV	LOC108107807|XP_017071026.1|DEUG
OG0004938	LOC115770450|XP_030571588.1|DNOV	LOC108109813|XP_017074027.1|DEUG
OG0004939	LOC115769620|XP_030570378.1|DNOV	LOC108108524|XP_017072085.1|DEUG
OG0004940	LOC115769857|XP_030570703.1|DNOV	LOC108108599|XP_017072185.1|DEUG
OG0004941	LOC115762753|XP_030560953.1|DNOV	LOC108114538|XP_017081070.1|DEUG
OG0004942	LOC115769573|XP_030570296.1|DNOV	LOC108107861|XP_017071117.1|DEUG
OG0004943	LOC115767157|XP_030567190.1|DNOV	LOC108109810|XP_017074023.1|DEUG
OG0004944	LOC115770971|XP_030572295.1|DNOV	LOC108107869|XP_017071138.1|DEUG
OG0004945	LOC115760226|XP_030557343.1|DNOV	LOC108113342|XP_017079392.1|DEUG
OG0004946	LOC115771449|XP_030573023.1|DNOV	LOC108108771|XP_017072425.1|DEUG
OG0004947	LOC115762630|XP_030560793.1|DNOV	LOC108102806|XP_017063474.1|DEUG
OG0004948	LOC115762722|XP_030560911.1|DNOV	LOC108102788|XP_017063438.1|DEUG
OG0004949	LOC115762721|XP_030560908.1|DNOV	LOC108113584|XP_017079719.1|DEUG
OG0004950	LOC115760243|XP_030557358.1|DNOV	LOC108104655|XP_017066325.1|DEUG
OG0004951	LOC115761592|XP_030559247.1|DNOV	LOC108116024|XP_017083200.1|DEUG
OG0004952	LOC115769585|XP_030570321.1|DNOV	LOC108107955|XP_017071281.1|DEUG
OG0004953	LOC115762650|XP_030560816.1|DNOV	LOC108114440|XP_017080922.1|DEUG
OG0004954	LOC115762802|XP_030561018.1|DNOV	LOC108114436|XP_017080916.1|DEUG
OG0004955	LOC115771035|XP_030572431.1|DNOV	LOC108114110|XP_017080362.1|DEUG
OG0004956	LOC115762524|XP_030560643.1|DNOV	LOC108104822|XP_017066598.1|DEUG
OG0004957	LOC115769567|XP_030570282.1|DNOV	LOC108107853|XP_017071108.1|DEUG
OG0004958	LOC115771105|XP_030572524.1|DNOV	LOC108108233|XP_017071688.1|DEUG
OG0004959	LOC115771132|XP_030572560.1|DNOV	LOC108107964|XP_017071293.1|DEUG
OG0004960	LOC115771121|XP_030572545.1|DNOV	LOC108107962|XP_017071290.1|DEUG
OG0004961	LOC115761257|XP_030558834.1|DNOV	LOC108112454|XP_017077794.1|DEUG
OG0004962	LOC115770523|XP_030571681.1|DNOV	LOC108114633|XP_017081188.1|DEUG
OG0004963	LOC115770355|XP_030571453.1|DNOV	LOC108108546|XP_017072110.1|DEUG
OG0004964	LOC115769724|XP_030570516.1|DNOV	LOC108114489|XP_017080998.1|DEUG
OG0004965	LOC115771288|XP_030572770.1|DNOV	LOC108102764|XP_017063411.1|DEUG
OG0004966	LOC115771287|XP_030572768.1|DNOV	LOC108102729|XP_017063364.1|DEUG
OG0004967	LOC115758208|XP_030554652.1|DNOV	LOC108106397|XP_017068894.1|DEUG
OG0004968	LOC115762709|XP_030560893.1|DNOV	LOC108108179|XP_017071612.1|DEUG
OG0004969	LOC115760537|XP_030557782.1|DNOV	LOC108112499|XP_017077867.1|DEUG
OG0004970	LOC115762618|XP_030560776.1|DNOV	LOC108108161|XP_017071587.1|DEUG
OG0004971	LOC115762757|XP_030560958.1|DNOV	LOC108107789|XP_017070988.1|DEUG
OG0004972	LOC115770996|XP_030572351.1|DNOV	LOC108102747|XP_017063387.1|DEUG
OG0004973	LOC115768099|XP_030568452.1|DNOV	LOC108104679|XP_017066364.1|DEUG
OG0004974	LOC115771127|XP_030572553.1|DNOV	LOC108107902|XP_017071194.1|DEUG
OG0004975	LOC115762599|XP_030560751.1|DNOV	LOC108107913|XP_017071222.1|DEUG
OG0004976	LOC115766923|XP_030566868.1|DNOV	LOC108107609|XP_017070665.1|DEUG
OG0004977	LOC115762042|XP_030559972.1|DNOV	LOC108109151|XP_017073054.1|DEUG
OG0004978	LOC115760803|XP_030558162.1|DNOV	LOC108112790|XP_017078560.1|DEUG
OG0004979	LOC115767129|XP_030567151.1|DNOV	LOC108109796|XP_017073994.1|DEUG
OG0004980	LOC115770151|XP_030571166.1|DNOV	LOC108118227|XP_017086296.1|DEUG
OG0004981	LOC115771577|XP_030573191.1|DNOV	LOC108108586|XP_017072170.1|DEUG
OG0004982	LOC115771574|XP_030573188.1|DNOV	LOC108108583|XP_017072167.1|DEUG
OG0004983	LOC115769389|XP_030570044.1|DNOV	LOC108114587|XP_017081132.1|DEUG
OG0004984	LOC115769752|XP_030570554.1|DNOV	LOC108114674|XP_017081245.1|DEUG
OG0004985	LOC115771192|XP_030572646.1|DNOV	LOC108102811|XP_017063479.1|DEUG
OG0004986	LOC115766093|XP_030565767.1|DNOV	LOC108108600|XP_017072187.1|DEUG
OG0004987	LOC115769878|XP_030570740.1|DNOV	LOC108114340|XP_017080754.1|DEUG
OG0004988	LOC115771188|XP_030572642.1|DNOV	LOC108102812|XP_017063481.1|DEUG
OG0004989	LOC115769753|XP_030570557.1|DNOV	LOC108114507|XP_017081016.1|DEUG
OG0004990	LOC115762205|XP_030560190.1|DNOV	LOC108108952|XP_017072695.1|DEUG
OG0004991	LOC115760533|XP_030557771.1|DNOV	LOC108106600|XP_017069279.1|DEUG
OG0004992	LOC115760534|XP_030557772.1|DNOV	LOC108106601|XP_017069281.1|DEUG
OG0004993	LOC115769586|XP_030570322.1|DNOV	LOC108107595|XP_017070647.1|DEUG
OG0004994	LOC115766946|XP_030566894.1|DNOV	LOC108108150|XP_017071569.1|DEUG
OG0004995	LOC115767119|XP_030567136.1|DNOV	LOC108107852|XP_017071102.1|DEUG
OG0004996	LOC115762592|XP_030560740.1|DNOV	LOC108108343|XP_017071868.1|DEUG
OG0004997	LOC115760552|XP_030557809.1|DNOV	LOC108112813|XP_017078600.1|DEUG
OG0004998	LOC115760615|XP_030557924.1|DNOV	LOC108112633|XP_017078229.1|DEUG
OG0004999	LOC115771179|XP_030572624.1|DNOV	LOC108107545|XP_017070575.1|DEUG
OG0005000	LOC115771756|XP_030573470.1|DNOV	LOC108112169|XP_017077435.1|DEUG
OG0005001	LOC115771244|XP_030572705.1|DNOV	LOC108109867|XP_017074148.1|DEUG
OG0005002	LOC115770738|XP_030572000.1|DNOV	LOC108111822|XP_017076919.1|DEUG
OG0005003	LOC115762949|XP_030561195.1|DNOV	LOC108109887|XP_017074178.1|DEUG
OG0005004	LOC115771078|XP_030572490.1|DNOV	LOC108114103|XP_017080351.1|DEUG
OG0005005	LOC115769826|XP_030570660.1|DNOV	LOC108108464|XP_017072008.1|DEUG
OG0005006	LOC115769510|XP_030570202.1|DNOV	LOC108102857|XP_017063546.1|DEUG
OG0005007	LOC115771047|XP_030572446.1|DNOV	LOC108108581|XP_017072164.1|DEUG
OG0005008	LOC115770486|XP_030571629.1|DNOV	LOC108104631|XP_017066295.1|DEUG
OG0005009	LOC115769509|XP_030570200.1|DNOV	LOC108108432|XP_017071975.1|DEUG
OG0005010	LOC115767142|XP_030567171.1|DNOV	LOC108114585|XP_017081129.1|DEUG
OG0005011	LOC115761726|XP_030559471.1|DNOV	LOC108107263|XP_017070182.1|DEUG
OG0005012	LOC115770113|XP_030571089.1|DNOV	LOC108114561|XP_017081100.1|DEUG
OG0005013	LOC115770934|XP_030572251.1|DNOV	LOC108108309|XP_017071817.1|DEUG
OG0005014	LOC115769637|XP_030570409.1|DNOV	LOC108114325|XP_017080732.1|DEUG
OG0005015	LOC115769214|XP_030569789.1|DNOV	LOC108108054|XP_017071417.1|DEUG
OG0005016	LOC115769494|XP_030570173.1|DNOV	LOC108117398|XP_017085293.1|DEUG
OG0005017	LOC115767152|XP_030567184.1|DNOV	LOC108109793|XP_017073991.1|DEUG
OG0005018	LOC115765836|XP_030565422.1|DNOV	LOC108104697|XP_017066397.1|DEUG
OG0005019	LOC115767696|XP_030567850.1|DNOV	LOC108114566|XP_017081105.1|DEUG
OG0005020	LOC115762133|XP_030560102.1|DNOV	LOC108104762|XP_017066486.1|DEUG
OG0005021	LOC115759902|XP_030556884.1|DNOV	LOC108110807|XP_017075527.1|DEUG
OG0005022	LOC115762791|XP_030561004.1|DNOV	LOC108102817|XP_017063488.1|DEUG
OG0005023	LOC115763907|XP_030562572.1|DNOV	LOC108104878|XP_017066694.1|DEUG
OG0005025	LOC115771468|XP_030573051.1|DNOV	LOC108117373|XP_017085248.1|DEUG
OG0005026	LOC115769405|XP_030570068.1|DNOV	LOC108109870|XP_017074153.1|DEUG
OG0005027	LOC115766978|XP_030566933.1|DNOV	LOC108108002|XP_017071345.1|DEUG
OG0005028	LOC115761398|XP_030559015.1|DNOV	LOC108111800|XP_017076880.1|DEUG
OG0005029	LOC115771046|XP_030572445.1|DNOV	LOC108108579|XP_017072160.1|DEUG
OG0005030	LOC115762548|XP_030560682.1|DNOV	LOC108104646|XP_017066315.1|DEUG
OG0005031	LOC115762745|XP_030560942.1|DNOV	LOC108114425|XP_017080901.1|DEUG
OG0005032	LOC115767465|XP_030567634.1|DNOV	LOC108114179|XP_017080475.1|DEUG
OG0005033	LOC115769736|XP_030570533.1|DNOV	LOC108107880|XP_017071153.1|DEUG
OG0005034	LOC115769721|XP_030570512.1|DNOV	LOC108107637|XP_017070711.1|DEUG
OG0005035	LOC115767476|XP_030567643.1|DNOV	LOC108114180|XP_017080476.1|DEUG
OG0005036	LOC115771281|XP_030572762.1|DNOV	LOC108107837|XP_017071079.1|DEUG
OG0005037	LOC115769612|XP_030570369.1|DNOV	LOC108117360|XP_017085227.1|DEUG
OG0005038	LOC115769397|XP_030570058.1|DNOV	LOC108108095|XP_017071480.1|DEUG
OG0005039	LOC115765882|XP_030565482.1|DNOV	LOC108102658|XP_017063286.1|DEUG
OG0005040	LOC115769621|XP_030570381.1|DNOV	LOC108114512|XP_017081021.1|DEUG
OG0005041	LOC115770524|XP_030571682.1|DNOV	LOC108114634|XP_017081190.1|DEUG
OG0005042	LOC115769930|XP_030570832.1|DNOV	LOC108107582|XP_017070632.1|DEUG
OG0005043	LOC115761001|XP_030558471.1|DNOV	LOC108108938|XP_017072680.1|DEUG
OG0005044	LOC115760998|XP_030558469.1|DNOV	LOC108109254|XP_017073226.1|DEUG
OG0005045	LOC115758182|XP_030554586.1|DNOV	LOC108108891|XP_017072599.1|DEUG
OG0005046	LOC115761116|XP_030558607.1|DNOV	LOC108113221|XP_017079247.1|DEUG
OG0005047	LOC115770410|XP_030571531.1|DNOV	LOC108107764|XP_017070943.1|DEUG
OG0005048	LOC115770369|XP_030571475.1|DNOV	LOC108107767|XP_017070947.1|DEUG
OG0005049	LOC115768638|XP_030569171.1|DNOV	LOC108114178|XP_017080472.1|DEUG
OG0005050	LOC115760527|XP_030557766.1|DNOV	LOC108106683|XP_017069404.1|DEUG
OG0005051	LOC115768545|XP_030569017.1|DNOV	LOC108114170|XP_017080454.1|DEUG
OG0005052	LOC115767681|XP_030567838.1|DNOV	LOC108113942|XP_017080141.1|DEUG
OG0005053	LOC115758817|XP_030555454.1|DNOV	LOC108110809|XP_017075529.1|DEUG
OG0005054	LOC115771508|XP_030573097.1|DNOV	LOC108114617|XP_017081169.1|DEUG
OG0005055	LOC115768765|XP_030569314.1|DNOV	LOC108105032|XP_017066920.1|DEUG
OG0005056	LOC115760714|XP_030558041.1|DNOV	LOC108113279|XP_017079317.1|DEUG
OG0005057	LOC115770984|XP_030572330.1|DNOV	LOC108104912|XP_017066744.1|DEUG
OG0005058	LOC115771299|XP_030572786.1|DNOV	LOC108107547|XP_017070584.1|DEUG
OG0005059	LOC115762339|XP_030560365.1|DNOV	LOC108107201|XP_017070107.1|DEUG
OG0005060	LOC115761118|XP_030558612.1|DNOV	LOC108107322|XP_017070292.1|DEUG
OG0005061	LOC115763540|XP_030562017.1|DNOV	LOC108107169|XP_017070073.1|DEUG
OG0005062	LOC115763031|XP_030561303.1|DNOV	LOC108107250|XP_017070164.1|DEUG
OG0005063	LOC115760870|XP_030558288.1|DNOV	LOC108113636|XP_017079830.1|DEUG
OG0005064	LOC115770050|XP_030570993.1|DNOV	LOC108114654|XP_017081218.1|DEUG
OG0005065	LOC115761834|XP_030559673.1|DNOV	LOC108112590|XP_017078124.1|DEUG
OG0005066	LOC115760941|XP_030558381.1|DNOV	LOC108113273|XP_017079309.1|DEUG
OG0005067	LOC115762034|XP_030559960.1|DNOV	LOC108113241|XP_017079274.1|DEUG
OG0005068	LOC115766770|XP_030566635.1|DNOV	LOC108108664|XP_017072258.1|DEUG
OG0005069	LOC115760649|XP_030557973.1|DNOV	LOC108109134|XP_017073020.1|DEUG
OG0005070	LOC115759115|XP_030555821.1|DNOV	LOC108107313|XP_017070274.1|DEUG
OG0005071	LOC115765918|XP_030565526.1|DNOV	LOC108114722|XP_017081316.1|DEUG
OG0005072	LOC115764434|XP_030563297.1|DNOV	LOC108118525|XP_017086762.1|DEUG
OG0005073	LOC115760955|XP_030558403.1|DNOV	LOC108113254|XP_017079291.1|DEUG
OG0005074	LOC115769646|XP_030570419.1|DNOV	LOC108109800|XP_017074000.1|DEUG
OG0005075	LOC115760688|XP_030558015.1|DNOV	LOC108108925|XP_017072666.1|DEUG
OG0005076	LOC115762257|XP_030560272.1|DNOV	LOC108106773|XP_017069503.1|DEUG
OG0005078	LOC115767171|XP_030567214.1|DNOV	LOC108107754|XP_017070912.1|DEUG
OG0005079	LOC115761092|XP_030558574.1|DNOV	LOC108107443|XP_017070472.1|DEUG
OG0005080	LOC115770068|XP_030571026.1|DNOV	LOC108107934|XP_017071251.1|DEUG
OG0005081	LOC115762177|XP_030560157.1|DNOV	LOC108112858|XP_017078672.1|DEUG
OG0005082	LOC115769804|XP_030570632.1|DNOV	LOC108118250|XP_017086328.1|DEUG
OG0005083	LOC115767210|XP_030567264.1|DNOV	LOC108102969|XP_017063759.1|DEUG
OG0005084	LOC115766195|XP_030565908.1|DNOV	LOC108105965|XP_017068256.1|DEUG
OG0005085	LOC115766222|XP_030565939.1|DNOV	LOC108114304|XP_017080696.1|DEUG
OG0005086	LOC115762504|XP_030560604.1|DNOV	LOC108113236|XP_017079268.1|DEUG
OG0005087	LOC115769344|XP_030569964.1|DNOV	LOC108114416|XP_017080879.1|DEUG
OG0005088	LOC115762085|XP_030560038.1|DNOV	LOC108106620|XP_017069308.1|DEUG
OG0005089	LOC115762082|XP_030560034.1|DNOV	LOC108106617|XP_017069306.1|DEUG
OG0005090	LOC115757932|XP_030554260.1|DNOV	LOC108109180|XP_017073098.1|DEUG
OG0005091	LOC115762359|XP_030560389.1|DNOV	LOC108113096|XP_017079033.1|DEUG
OG0005092	LOC115770188|XP_030571209.1|DNOV	LOC108104898|XP_017066718.1|DEUG
OG0005093	LOC115767792|XP_030567987.1|DNOV	LOC108107941|XP_017071261.1|DEUG
OG0005094	LOC115767143|XP_030567167.1|DNOV	LOC108107751|XP_017070904.1|DEUG
OG0005095	LOC115762395|XP_030560436.1|DNOV	LOC108107317|XP_017070279.1|DEUG
