Orthogroup	DNOV.longest_only	DSIM.longest_only
OG0005353	LOC115757879|XP_030554179.1|DNOV	LOC6735058|XP_039148569.1|DSIM
OG0005354	LOC115763278|XP_030561617.1|DNOV	LOC6730794|XP_039150928.1|DSIM
OG0005355	LOC115758380|XP_030554841.1|DNOV	LOC6730434|XP_002077615.1|DSIM
OG0005356	LOC115758389|XP_030554849.1|DNOV	LOC6730436|XP_016022901.1|DSIM
OG0005357	LOC115759027|XP_030555699.1|DNOV	LOC6731393|XP_016024011.1|DSIM
OG0005358	LOC115763285|XP_030561630.1|DNOV	LOC6731305|XP_002078461.1|DSIM
OG0005359	LOC115758112|XP_030554496.1|DNOV	LOC6735788|XP_016029163.1|DSIM
OG0005360	LOC115771430|XP_030572994.1|DNOV	LOC6738617|XP_039149258.1|DSIM
OG0005361	LOC115759877|XP_030556850.1|DNOV	LOC6731892|XP_039154309.1|DSIM
OG0005362	LOC115763406|XP_030561818.1|DNOV	LOC6731747|XP_002078882.1|DSIM
OG0005363	LOC115759076|XP_030555766.1|DNOV	LOC6731108|XP_016023646.1|DSIM
OG0005364	LOC115758483|XP_030555023.1|DNOV	LOC6735465|XP_016028770.1|DSIM
OG0005365	LOC115759900|XP_030556881.1|DNOV	LOC6732992|XP_016025673.1|DSIM
OG0005366	LOC115760299|XP_030557447.1|DNOV	LOC6732993|XP_016025676.1|DSIM
OG0005367	LOC115760298|XP_030557445.1|DNOV	LOC6732995|XP_016025677.1|DSIM
OG0005368	LOC115761873|XP_030559736.1|DNOV	LOC6728808|XP_016035500.1|DSIM
OG0005369	LOC115760257|XP_030557379.1|DNOV	LOC6730597|XP_002077776.1|DSIM
OG0005370	LOC115758807|XP_030555444.1|DNOV	LOC6731942|XP_016024606.1|DSIM
OG0005371	LOC115758677|XP_030555278.1|DNOV	LOC6731940|XP_016024605.1|DSIM
OG0005372	LOC115759499|XP_030556297.1|DNOV	LOC6728723|XP_016035394.1|DSIM
OG0005373	LOC115758460|XP_030554993.1|DNOV	LOC27206749|XP_016025907.1|DSIM
OG0005374	LOC115758554|XP_030555112.1|DNOV	LOC6732552|XP_002079671.1|DSIM
OG0005375	LOC115758553|XP_030555110.1|DNOV	LOC6732551|XP_002079670.1|DSIM
OG0005376	LOC115765879|XP_030565477.1|DNOV	LOC6730520|XP_039147245.1|DSIM
OG0005377	LOC115762789|XP_030561002.1|DNOV	LOC27208052|XP_016029877.1|DSIM
OG0005378	LOC115758874|XP_030555529.1|DNOV	LOC6730574|XP_002077753.3|DSIM
OG0005379	LOC115759048|XP_030555731.1|DNOV	LOC6730664|XP_016023106.1|DSIM
OG0005380	LOC115758998|XP_030555659.1|DNOV	LOC6730562|XP_039148892.1|DSIM
OG0005381	LOC115760116|XP_030557171.1|DNOV	LOC6732652|XP_016025363.1|DSIM
OG0005382	LOC115759157|XP_030555886.1|DNOV	LOC6733017|XP_039154496.1|DSIM
OG0005383	LOC115771077|XP_030572489.1|DNOV	LOC6738473|XP_039149702.1|DSIM
OG0005384	LOC115770835|XP_030572130.1|DNOV	LOC6727836|XP_016034422.1|DSIM
OG0005385	LOC115761862|XP_030559719.1|DNOV	LOC6735363|XP_016028693.1|DSIM
OG0005386	LOC115759309|XP_030556080.1|DNOV	LOC6734737|XP_039147744.1|DSIM
OG0005387	LOC115761791|XP_030559584.1|DNOV	LOC6729048|XP_016035702.1|DSIM
OG0005388	LOC115765916|XP_030565522.1|DNOV	LOC6731081|XP_002078239.1|DSIM
OG0005389	LOC115760196|XP_030557286.1|DNOV	LOC6732031|XP_016024726.1|DSIM
OG0005390	LOC115758433|XP_030554949.1|DNOV	LOC120284189|XP_016023540.1|DSIM
OG0005391	LOC115758437|XP_030554954.1|DNOV	LOC27207560|XP_016023543.1|DSIM
OG0005392	LOC115765466|XP_030564904.1|DNOV	LOC6732603|XP_002079722.1|DSIM
OG0005393	LOC115761539|XP_030559181.1|DNOV	LOC6728278|XP_002103627.1|DSIM
OG0005394	LOC115765506|XP_030564983.1|DNOV	LOC6732601|XP_016025286.1|DSIM
OG0005395	LOC115767705|XP_030567858.1|DNOV	LOC6732681|XP_039147082.1|DSIM
OG0005396	LOC115760341|XP_030557480.1|DNOV, LOC115759842|XP_030556796.1|DNOV	LOC6731469|XP_016024151.1|DSIM
OG0005397	LOC115759849|XP_030556805.1|DNOV	LOC6731471|XP_002078620.1|DSIM
OG0005398	LOC115767900|XP_030568132.1|DNOV	LOC6726805|XP_039151487.1|DSIM
OG0005399	LOC115761077|XP_030558555.1|DNOV	LOC6733558|XP_016026508.1|DSIM
OG0005400	LOC115760916|XP_030558347.1|DNOV	LOC6733635|XP_016026597.1|DSIM
OG0005401	LOC115760221|XP_030557334.1|DNOV	LOC6731481|XP_016024162.1|DSIM
OG0005402	LOC115759974|XP_030556986.1|DNOV	LOC6731480|XP_016024161.1|DSIM
OG0005403	LOC115759845|XP_030556800.1|DNOV	LOC6731475|XP_002078624.1|DSIM
OG0005404	LOC115759846|XP_030556801.1|DNOV	LOC6731476|XP_002078625.1|DSIM
OG0005405	LOC115762194|XP_030560176.1|DNOV	LOC27209071|XP_016029095.1|DSIM
OG0005406	LOC115760797|XP_030558153.1|DNOV	LOC6740743|XP_039147604.1|DSIM
OG0005407	LOC115760757|XP_030558096.1|DNOV	LOC6735783|XP_002082696.1|DSIM
OG0005408	LOC115760081|XP_030557123.1|DNOV	LOC6731031|XP_002078192.1|DSIM
OG0005409	LOC115759249|XP_030556010.1|DNOV	LOC6731404|XP_016024022.1|DSIM
OG0005410	LOC115758333|XP_030554763.1|DNOV	LOC6739211|XP_002076121.1|DSIM
OG0005411	LOC115760679|XP_030558006.1|DNOV	LOC6734148|XP_002081177.1|DSIM
OG0005412	LOC115760983|XP_030558446.1|DNOV	LOC6734158|XP_002081187.1|DSIM
OG0005413	LOC115761033|XP_030558507.1|DNOV	LOC6734240|XP_016027292.1|DSIM
OG0005414	LOC115768184|XP_030568552.1|DNOV	LOC6725686|XP_002106689.1|DSIM
OG0005415	LOC115765084|XP_030564319.1|DNOV	LOC6725750|XP_016039067.1|DSIM
OG0005416	LOC115760857|XP_030558269.1|DNOV	LOC6733388|XP_016026312.1|DSIM
OG0005417	LOC115759909|XP_030556894.1|DNOV	LOC6739246|XP_002076154.1|DSIM
OG0005418	LOC115763259|XP_030561597.1|DNOV	LOC6732979|XP_016025661.1|DSIM
OG0005419	LOC115763059|XP_030561345.1|DNOV	LOC6731826|XP_016024511.1|DSIM
OG0005420	LOC115759697|XP_030556557.1|DNOV	LOC6731276|XP_016023840.2|DSIM
OG0005421	LOC115759242|XP_030556001.1|DNOV	LOC6732046|XP_016024730.2|DSIM
OG0005422	LOC115765137|XP_030564395.1|DNOV	LOC6740213|XP_016039958.1|DSIM
OG0005423	LOC115760324|XP_030557469.1|DNOV	LOC6731638|XP_016024322.1|DSIM
OG0005424	LOC115762077|XP_030560029.1|DNOV	LOC6735442|XP_039147247.1|DSIM
OG0005425	LOC115766326|XP_030566077.1|DNOV	LOC6740535|XP_016039584.1|DSIM
OG0005426	LOC115765498|XP_030564971.1|DNOV	LOC6733689|XP_016026657.1|DSIM
OG0005427	LOC115763479|XP_030561925.1|DNOV	LOC6732769|XP_002079882.2|DSIM
OG0005428	LOC115758667|XP_030555266.1|DNOV	LOC6731194|XP_039146977.1|DSIM
OG0005429	LOC115758896|XP_030555552.1|DNOV	LOC6731213|XP_039148517.1|DSIM
OG0005430	LOC115758965|XP_030555628.1|DNOV	LOC6731214|XP_016023755.1|DSIM
OG0005431	LOC115759130|XP_030555835.1|DNOV	LOC6733110|XP_002080187.1|DSIM
OG0005432	LOC115758838|XP_030555479.1|DNOV	LOC27209015|XP_039149468.1|DSIM
OG0005433	LOC115761348|XP_030558957.1|DNOV	LOC6734896|XP_002081893.1|DSIM
OG0005434	LOC115758911|XP_030555567.1|DNOV	LOC6733124|XP_039154591.1|DSIM
OG0005435	LOC115758837|XP_030555478.1|DNOV	LOC6727091|XP_002102486.1|DSIM
OG0005436	LOC115758839|XP_030555480.1|DNOV	LOC6733131|XP_016025843.1|DSIM
OG0005437	LOC115764932|XP_030564102.1|DNOV	LOC6727763|XP_002103125.1|DSIM
OG0005438	LOC115765865|XP_030565455.1|DNOV	LOC6730510|XP_016022968.1|DSIM
OG0005439	LOC115761753|XP_030559514.1|DNOV	LOC6728225|XP_002103574.1|DSIM
OG0005440	LOC115759695|XP_030556553.1|DNOV	LOC6730918|XP_016023365.1|DSIM
OG0005441	LOC115758990|XP_030555652.1|DNOV	LOC27206506|XP_016024807.1|DSIM
OG0005442	LOC115759829|XP_030556781.1|DNOV	LOC6732743|XP_002079857.1|DSIM
OG0005443	LOC115763932|XP_030562586.1|DNOV	LOC6731784|XP_016024476.1|DSIM
OG0005444	LOC115758924|XP_030555582.1|DNOV	LOC6730448|XP_002077629.1|DSIM
OG0005445	LOC115759241|XP_030555999.1|DNOV	LOC6731872|XP_016024547.1|DSIM
OG0005446	LOC115759987|XP_030557001.1|DNOV	LOC6731426|XP_016024044.1|DSIM
OG0005447	LOC115765492|XP_030564957.1|DNOV	LOC6731022|XP_002078183.1|DSIM
OG0005448	LOC115762449|XP_030560511.1|DNOV	LOC6734603|XP_002081611.1|DSIM
OG0005449	LOC115768111|XP_030568475.1|DNOV	LOC6739838|XP_002076732.1|DSIM
OG0005450	LOC115771740|XP_030573427.1|DNOV	LOC6729933|XP_002105235.1|DSIM
OG0005451	LOC115760000|XP_030557017.1|DNOV	LOC6732645|XP_016025357.1|DSIM
OG0005452	LOC115761141|XP_030558664.1|DNOV	LOC6735781|XP_016029157.1|DSIM
OG0005453	LOC115766121|XP_030565801.1|DNOV	LOC6728844|XP_039151283.1|DSIM
OG0005454	LOC115765567|XP_030565070.1|DNOV	LOC6732092|XP_016024765.1|DSIM
OG0005455	LOC115763811|XP_030562423.1|DNOV	LOC6736094|XP_016029489.1|DSIM
OG0005456	LOC115763319|XP_030561679.1|DNOV	LOC6732780|XP_002079893.1|DSIM
OG0005457	LOC115763460|XP_030561893.1|DNOV	LOC6732778|XP_016025492.1|DSIM
OG0005458	LOC115758803|XP_030555438.1|DNOV	LOC6730593|XP_016023040.1|DSIM
OG0005459	LOC115760047|XP_030557077.1|DNOV	LOC6731018|XP_002078179.1|DSIM
OG0005460	LOC115765960|XP_030565574.1|DNOV	LOC6731083|XP_002078241.1|DSIM
OG0005461	LOC115759148|XP_030555861.1|DNOV	LOC6732763|XP_002079876.1|DSIM
OG0005462	LOC115759153|XP_030555869.1|DNOV	LOC6732761|XP_002079874.1|DSIM
OG0005463	LOC115770478|XP_030571622.1|DNOV	LOC6738054|XP_002084868.1|DSIM
OG0005464	LOC115758593|XP_030555173.1|DNOV	LOC6732765|XP_002079878.2|DSIM
OG0005465	LOC115763614|XP_030562104.1|DNOV	LOC6732777|XP_016025490.1|DSIM
OG0005466	LOC115763500|XP_030561954.1|DNOV	LOC6732779|XP_002079892.3|DSIM
OG0005467	LOC115771882|XP_030573630.1|DNOV	LOC6729148|XP_002104469.1|DSIM
OG0005468	LOC115758322|XP_030554749.1|DNOV	LOC6731454|XP_002078605.1|DSIM
OG0005469	LOC115758574|XP_030555149.1|DNOV	LOC6731495|XP_002078644.1|DSIM
OG0005470	LOC115763546|XP_030562022.1|DNOV	LOC6731497|XP_016024175.1|DSIM
OG0005471	LOC115759867|XP_030556834.1|DNOV	LOC6732566|XP_039146961.1|DSIM
OG0005472	LOC115760326|XP_030557472.1|DNOV	LOC6732564|XP_016025245.1|DSIM
OG0005473	LOC115765867|XP_030565459.1|DNOV	LOC6739221|XP_016023611.1|DSIM
OG0005474	LOC115760086|XP_030557131.1|DNOV	LOC6732062|XP_002079194.2|DSIM
OG0005475	LOC115760085|XP_030557129.1|DNOV	LOC6732061|XP_002079193.1|DSIM
OG0005476	LOC115762292|XP_030560317.1|DNOV	LOC6733448|XP_016026397.1|DSIM
OG0005477	LOC115768925|XP_030569521.1|DNOV	LOC6737632|XP_016031405.1|DSIM
OG0005478	LOC115760108|XP_030557161.1|DNOV	LOC6730965|XP_002078127.1|DSIM
OG0005479	LOC115760107|XP_030557160.1|DNOV	LOC6730966|XP_002078128.1|DSIM
OG0005480	LOC115759809|XP_030556758.1|DNOV	LOC27207912|XP_016023431.1|DSIM
OG0005481	LOC115759822|XP_030556773.1|DNOV	LOC6730877|XP_016023301.1|DSIM
OG0005482	LOC115760251|XP_030557367.1|DNOV	LOC6730875|XP_016023296.2|DSIM
OG0005483	LOC115771730|XP_030573415.1|DNOV	LOC6727965|XP_002103317.2|DSIM
OG0005484	LOC115763263|XP_030561602.1|DNOV	LOC6732423|XP_002079544.1|DSIM
OG0005485	LOC115760893|XP_030558319.1|DNOV	LOC6734299|XP_016027358.1|DSIM
OG0005486	LOC115760686|XP_030558013.1|DNOV	LOC6733626|XP_002080680.2|DSIM
OG0005487	LOC115759947|XP_030556950.1|DNOV	LOC6739185|XP_016023228.1|DSIM
OG0005488	LOC115760198|XP_030557289.1|DNOV	LOC6739198|XP_016023225.1|DSIM
OG0005489	LOC115765872|XP_030565469.1|DNOV	LOC6730525|XP_002077704.1|DSIM
OG0005490	LOC115765871|XP_030565468.1|DNOV	LOC6730524|XP_016022979.1|DSIM
OG0005491	LOC115759737|XP_030556629.1|DNOV	LOC6730617|XP_016023064.1|DSIM
OG0005492	LOC115759852|XP_030556809.1|DNOV	LOC6730623|XP_002077800.1|DSIM
OG0005493	LOC115758320|XP_030554747.1|DNOV	LOC6732864|XP_002079974.1|DSIM
OG0005494	LOC115762096|XP_030560056.1|DNOV	LOC6736124|XP_016029513.1|DSIM
OG0005495	LOC115760991|XP_030558458.1|DNOV	LOC6736164|XP_016029573.1|DSIM
OG0005496	LOC115757675|XP_030553865.1|DNOV	LOC6727279|XP_016033799.1|DSIM
OG0005497	LOC115763013|XP_030561262.1|DNOV	LOC6739253|XP_002076160.2|DSIM
OG0005498	LOC115763016|XP_030561267.1|DNOV	LOC6739252|XP_002076161.1|DSIM
OG0005499	LOC115763209|XP_030561536.1|DNOV	LOC6732898|XP_016025618.1|DSIM
OG0005500	LOC115763212|XP_030561539.1|DNOV	LOC6732897|XP_002080002.1|DSIM
OG0005501	LOC115759150|XP_030555865.1|DNOV	LOC6732758|XP_016025480.1|DSIM
OG0005502	LOC115759151|XP_030555866.1|DNOV	LOC6732759|XP_016025482.1|DSIM
OG0005503	LOC115758862|XP_030555511.1|DNOV	LOC6731964|XP_016024643.1|DSIM
OG0005504	LOC115758331|XP_030554761.1|DNOV	LOC6730599|XP_016023037.1|DSIM
OG0005506	LOC115762981|XP_030561220.1|DNOV	LOC6732978|XP_002080057.1|DSIM
OG0005507	LOC115759050|XP_030555734.1|DNOV	LOC6730427|XP_002077608.1|DSIM
OG0005508	LOC115760048|XP_030557079.1|DNOV	LOC6731900|XP_002079035.1|DSIM
OG0005509	LOC115758474|XP_030555010.1|DNOV	LOC6730702|XP_002077872.1|DSIM
OG0005510	LOC115769298|XP_030569885.1|DNOV	LOC6732279|XP_016024944.1|DSIM
OG0005511	LOC115768340|XP_030568763.1|DNOV	LOC6724781|XP_002105823.1|DSIM
OG0005512	LOC115772050|XP_030573850.1|DNOV	LOC6729121|XP_016035768.1|DSIM
OG0005513	LOC115759925|XP_030556922.1|DNOV	LOC6725965|XP_002106948.1|DSIM
OG0005514	LOC115761243|XP_030558798.1|DNOV	LOC6729047|XP_016035699.1|DSIM
OG0005515	LOC115760493|XP_030557704.1|DNOV	LOC6734196|XP_002081225.1|DSIM
OG0005516	LOC115763957|XP_030562607.1|DNOV	LOC6731804|XP_016024491.1|DSIM
OG0005517	LOC115758496|XP_030555038.1|DNOV	LOC6731450|XP_039147727.1|DSIM
OG0005519	LOC115760863|XP_030558277.1|DNOV	LOC27208695|XP_016027100.1|DSIM
OG0005520	LOC115759984|XP_030556998.1|DNOV	LOC6731885|XP_039154311.1|DSIM
OG0005521	LOC115759800|XP_030556743.1|DNOV	LOC6731883|XP_002079018.1|DSIM
OG0005522	LOC115769564|XP_030570279.1|DNOV	LOC6737646|XP_016031421.1|DSIM
OG0005523	LOC115758978|XP_030555640.1|DNOV	LOC6733037|XP_002080116.2|DSIM
OG0005524	LOC115763400|XP_030561804.1|DNOV	LOC6731311|XP_039151506.1|DSIM
OG0005525	LOC115760074|XP_030557112.1|DNOV	LOC6731682|XP_002078822.1|DSIM
OG0005526	LOC115760139|XP_030557204.1|DNOV	LOC6731781|XP_002078916.1|DSIM
OG0005527	LOC115767951|XP_030568191.1|DNOV	LOC6724747|XP_016037448.1|DSIM
OG0005528	LOC115760031|XP_030557058.1|DNOV	LOC6731355|XP_016023943.1|DSIM
OG0005529	LOC115763518|XP_030561980.1|DNOV	LOC6733063|XP_016025754.1|DSIM
OG0005530	LOC115758448|XP_030554973.1|DNOV	LOC6730784|XP_016023195.1|DSIM
OG0005531	LOC115769622|XP_030570385.1|DNOV	LOC6738986|XP_002085781.2|DSIM
OG0005532	LOC115765486|XP_030564938.1|DNOV	LOC6730403|XP_016022867.1|DSIM
OG0005533	LOC115763427|XP_030561847.1|DNOV	LOC27206526|XP_039150108.1|DSIM
OG0005534	LOC115768100|XP_030568453.1|DNOV	LOC6736302|XP_002083186.2|DSIM
OG0005535	LOC115758422|XP_030554933.1|DNOV	LOC6730649|XP_016023087.1|DSIM
OG0005536	LOC115763007|XP_030561257.1|DNOV	LOC27206560|XP_016025252.1|DSIM
OG0005537	LOC115759070|XP_030555760.1|DNOV	LOC6732153|XP_002079285.1|DSIM
OG0005538	LOC115767716|XP_030567880.1|DNOV	LOC6732671|XP_002079788.1|DSIM
OG0005539	LOC115759767|XP_030556686.1|DNOV	LOC6732734|XP_016025466.1|DSIM
OG0005540	LOC115765990|XP_030565613.1|DNOV	LOC6730489|XP_002077670.2|DSIM
OG0005541	LOC115758372|XP_030554824.1|DNOV	LOC6730423|XP_002077604.2|DSIM
OG0005542	LOC115762790|XP_030561003.1|DNOV	LOC6736630|XP_016030214.1|DSIM
OG0005543	LOC115763581|XP_030562061.1|DNOV	LOC6732812|XP_002079925.1|DSIM
OG0005544	LOC115765982|XP_030565604.1|DNOV	LOC6730468|XP_039146927.1|DSIM
OG0005545	LOC115759060|XP_030555747.1|DNOV	LOC6731968|XP_002079102.1|DSIM
OG0005546	LOC115758882|XP_030555537.1|DNOV	LOC6733035|XP_016025722.1|DSIM
OG0005547	LOC115759843|XP_030556798.1|DNOV	LOC6731472|XP_016024155.1|DSIM
OG0005548	LOC115759882|XP_030556857.1|DNOV	LOC6731477|XP_016024158.1|DSIM
OG0005549	LOC115759899|XP_030556880.1|DNOV	LOC6731479|XP_002078628.1|DSIM
OG0005550	LOC115759722|XP_030556598.1|DNOV	LOC6731063|XP_016023582.1|DSIM
OG0005551	LOC115760632|XP_030557944.1|DNOV	LOC6735189|XP_016028474.1|DSIM
OG0005552	LOC115760918|XP_030558351.1|DNOV	LOC6735188|XP_002082162.2|DSIM
OG0005553	LOC115758330|XP_030554759.1|DNOV	LOC6730600|XP_002077779.1|DSIM
OG0005554	LOC115765479|XP_030564926.1|DNOV	LOC6730945|XP_016023405.2|DSIM
OG0005555	LOC115765578|XP_030565086.1|DNOV	LOC6739202|XP_016023400.1|DSIM
OG0005556	LOC115765576|XP_030565085.1|DNOV	LOC6739204|XP_002076116.1|DSIM
OG0005557	LOC115758652|XP_030555249.1|DNOV	LOC6732546|XP_002079665.2|DSIM
OG0005558	LOC115765489|XP_030564945.1|DNOV	LOC6739874|XP_016038769.1|DSIM
OG0005559	LOC115762982|XP_030561224.1|DNOV	LOC6732976|XP_016025658.1|DSIM
OG0005560	LOC115758651|XP_030555246.1|DNOV	LOC6732544|XP_002079663.1|DSIM
OG0005561	LOC115764237|XP_030563011.1|DNOV	LOC27207672|XP_016038573.1|DSIM
OG0005562	LOC115768540|XP_030569001.1|DNOV	LOC6731005|XP_016023471.1|DSIM
OG0005563	LOC115766774|XP_030566646.1|DNOV	LOC6724739|XP_016037422.1|DSIM
OG0005564	LOC115760267|XP_030557397.1|DNOV	LOC6731770|XP_039154334.1|DSIM
OG0005565	LOC115765464|XP_030564902.1|DNOV	LOC6732604|XP_016025309.1|DSIM
OG0005566	LOC115765465|XP_030564903.1|DNOV	LOC6732605|XP_002079724.1|DSIM
OG0005567	LOC115762019|XP_030559946.1|DNOV	LOC6729464|XP_016036137.1|DSIM
OG0005568	LOC115765574|XP_030565083.1|DNOV	LOC6731028|XP_002078189.2|DSIM
OG0005569	LOC115759031|XP_030555707.1|DNOV	LOC6730658|XP_016023096.1|DSIM
OG0005570	LOC115765968|XP_030565581.1|DNOV	LOC6730526|XP_016022981.1|DSIM
OG0005571	LOC115766571|XP_030566414.1|DNOV	LOC6735830|XP_039148836.1|DSIM
OG0005572	LOC115760601|XP_030557901.1|DNOV	LOC6735536|XP_002082472.2|DSIM
OG0005573	LOC115766179|XP_030565881.1|DNOV	LOC6729622|XP_016036258.1|DSIM
OG0005574	LOC115759061|XP_030555752.1|DNOV	LOC6733398|XP_016026319.1|DSIM
OG0005575	LOC115761827|XP_030559629.1|DNOV	LOC27207042|XP_016035324.1|DSIM
OG0005576	LOC115764017|XP_030562710.1|DNOV	LOC6734711|XP_002081718.1|DSIM
OG0005577	LOC115770242|XP_030571309.1|DNOV, LOC115758482|XP_030555396.1|DNOV	LOC6738121|XP_016031958.1|DSIM
OG0005578	LOC115770310|XP_030571404.1|DNOV	LOC6738821|XP_016032636.1|DSIM
OG0005579	LOC115770157|XP_030571169.1|DNOV	LOC27207176|XP_016032637.1|DSIM
OG0005580	LOC115762691|XP_030560873.1|DNOV	LOC6737384|XP_002084222.2|DSIM
OG0005581	LOC115767588|XP_030567734.1|DNOV	LOC6725257|XP_039153443.1|DSIM
OG0005582	LOC115769346|XP_030569974.1|DNOV	LOC6739074|XP_016032900.1|DSIM
OG0005583	LOC115771030|XP_030572425.1|DNOV	LOC6737282|XP_002084122.1|DSIM
OG0005584	LOC115758548|XP_030555104.1|DNOV	LOC6731176|XP_039148766.1|DSIM
OG0005585	LOC115759486|XP_030556282.1|DNOV	LOC6727053|XP_002102450.1|DSIM
OG0005586	LOC115759412|XP_030556162.1|DNOV	LOC6726830|XP_002102237.1|DSIM
OG0005587	LOC115757841|XP_030554133.1|DNOV	LOC6731914|XP_002079049.2|DSIM
OG0005588	LOC115770096|XP_030571065.1|DNOV	LOC6738246|XP_016032115.1|DSIM
OG0005589	LOC115766124|XP_030565805.1|DNOV	LOC6728849|XP_002104183.1|DSIM
OG0005590	LOC115762813|XP_030561034.1|DNOV	LOC6733263|XP_002080326.1|DSIM
OG0005591	LOC115766282|XP_030566010.1|DNOV	LOC27208834|XP_039152432.1|DSIM
OG0005592	LOC115765670|XP_030565193.1|DNOV	LOC6727787|XP_016034358.1|DSIM
OG0005593	LOC115769905|XP_030570786.1|DNOV	LOC6736436|XP_002083307.1|DSIM
OG0005594	LOC115769985|XP_030570908.1|DNOV	LOC6737084|XP_002083931.1|DSIM
OG0005595	LOC115769984|XP_030570905.1|DNOV	LOC6737083|XP_039148942.1|DSIM
OG0005596	LOC115767139|XP_030567164.1|DNOV	LOC6736410|XP_002083282.1|DSIM
OG0005597	LOC115757757|XP_030554026.1|DNOV	LOC6728964|XP_039151468.1|DSIM
OG0005598	LOC115764863|XP_030564000.1|DNOV	LOC6730121|XP_002105414.1|DSIM
OG0005599	LOC115760597|XP_030557891.1|DNOV	LOC6735533|XP_016028885.1|DSIM
OG0005600	LOC115766220|XP_030565934.1|DNOV	LOC6728923|XP_002104251.1|DSIM
OG0005601	LOC115768771|XP_030569321.1|DNOV	LOC27207490|XP_016040083.1|DSIM
OG0005602	LOC115765601|XP_030565114.1|DNOV	LOC6729719|XP_039151692.1|DSIM
OG0005603	LOC115764212|XP_030562966.1|DNOV	LOC6734591|XP_002081599.1|DSIM
OG0005604	LOC115764528|XP_030563490.1|DNOV	LOC6734588|XP_039148631.1|DSIM
OG0005605	LOC115764577|XP_030563584.1|DNOV	LOC6734120|XP_039147856.1|DSIM
OG0005606	LOC115759286|XP_030556048.1|DNOV	LOC6732053|XP_002079185.2|DSIM
OG0005607	LOC115770648|XP_030571870.1|DNOV	LOC6728521|XP_002103866.1|DSIM
OG0005608	LOC115770838|XP_030572132.1|DNOV	LOC27206719|XP_016035182.1|DSIM
OG0005609	LOC115769375|XP_030570019.1|DNOV	LOC6736593|XP_016030188.1|DSIM
OG0005610	LOC115762563|XP_030560707.1|DNOV	LOC6737227|XP_002084067.1|DSIM
OG0005611	LOC115771175|XP_030572618.1|DNOV	LOC6736632|XP_016030228.1|DSIM
OG0005612	LOC115761859|XP_030559712.1|DNOV	LOC6728437|XP_002103782.1|DSIM
OG0005613	LOC115770644|XP_030571866.1|DNOV	LOC6727824|XP_002103185.1|DSIM
OG0005614	LOC115767894|XP_030568123.1|DNOV	LOC6726809|XP_016033312.1|DSIM
OG0005615	LOC115757729|XP_030553964.1|DNOV	LOC6730346|XP_039150495.1|DSIM
OG0005616	LOC115766191|XP_030565894.1|DNOV	LOC6727991|XP_002103343.1|DSIM
OG0005617	LOC115764676|XP_030563724.1|DNOV	LOC6726971|XP_016033470.2|DSIM
OG0005618	LOC115762048|XP_030559985.1|DNOV	LOC6734072|XP_002081107.1|DSIM
OG0005619	LOC115761770|XP_030559559.1|DNOV	LOC6727544|XP_002102924.1|DSIM
OG0005620	LOC115771367|XP_030572911.1|DNOV	LOC6725625|XP_016038834.1|DSIM
OG0005621	LOC115766446|XP_030566233.1|DNOV	LOC6739992|XP_039152275.1|DSIM
OG0005622	LOC115768024|XP_030568303.1|DNOV	LOC6725302|XP_002106320.1|DSIM
OG0005623	LOC115768666|XP_030569206.1|DNOV	LOC6724961|XP_016037829.1|DSIM
OG0005624	LOC115766044|XP_030565677.1|DNOV	LOC6727030|XP_016033521.1|DSIM
OG0005625	LOC115770831|XP_030572126.1|DNOV	LOC6727903|XP_016034522.1|DSIM
OG0005626	LOC115766376|XP_030566136.1|DNOV	LOC6725401|XP_016038465.1|DSIM
OG0005627	LOC115763680|XP_030562211.1|DNOV	LOC6728467|XP_016035109.1|DSIM
OG0005628	LOC115764959|XP_030564141.1|DNOV	LOC6727975|XP_002103327.1|DSIM
OG0005629	LOC115771258|XP_030572736.1|DNOV	LOC6733993|XP_002081037.1|DSIM
OG0005630	LOC115762130|XP_030560096.1|DNOV	LOC6734164|XP_016027166.1|DSIM
OG0005631	LOC115767548|XP_030567690.1|DNOV	LOC6725633|XP_002106640.1|DSIM
OG0005632	LOC115768474|XP_030568909.1|DNOV	LOC6725898|XP_039152904.1|DSIM
OG0005633	LOC115759414|XP_030556164.1|DNOV	LOC6727582|XP_016034175.1|DSIM
OG0005634	LOC115759522|XP_030556329.1|DNOV	LOC6727657|XP_016034254.1|DSIM
OG0005635	LOC115763944|XP_030562597.1|DNOV	LOC6731754|XP_016024430.1|DSIM
OG0005636	LOC115764691|XP_030563744.1|DNOV	LOC6726967|XP_016033459.1|DSIM
OG0005637	LOC115763634|XP_030562123.1|DNOV	LOC6728911|XP_002104241.1|DSIM
OG0005638	LOC115757986|XP_030554334.1|DNOV	LOC6735374|XP_016028702.1|DSIM
OG0005639	LOC115765233|XP_030564549.1|DNOV	LOC6735499|XP_016028836.2|DSIM
OG0005640	LOC115766236|XP_030565960.1|DNOV	LOC6728490|XP_002103835.1|DSIM
OG0005641	LOC115767195|XP_030567246.1|DNOV	LOC6740033|XP_016038576.1|DSIM
OG0005642	LOC115764143|XP_030562876.1|DNOV	LOC6727214|XP_002102606.1|DSIM
OG0005643	LOC115769917|XP_030570801.1|DNOV	LOC6736765|XP_002083621.2|DSIM
OG0005644	LOC115769915|XP_030570798.1|DNOV	LOC6737478|XP_002084314.1|DSIM
