Orthogroup	DNOV.longest_only	DSER.longest_only
OG0004084	LOC115771424|XP_030572985.1|DNOV	LOC110189866|XP_020815745.1|DSER
OG0004085	LOC115765701|XP_030565221.1|DNOV	LOC110191419|XP_020817936.1|DSER
OG0004086	LOC115765018|XP_030564231.1|DNOV	LOC110177376|XP_020799732.1|DSER
OG0004087	LOC115768873|XP_030569440.1|DNOV	LOC110181603|XP_020805057.1|DSER
OG0004088	LOC115772005|XP_030573797.1|DNOV	LOC110186454|XP_020811298.1|DSER
OG0004089	LOC115764382|XP_030563205.1|DNOV	LOC110182193|XP_020805864.1|DSER
OG0004090	LOC115770635|XP_030571840.1|DNOV	LOC110186168|XP_020810880.1|DSER
OG0004091	LOC115764827|XP_030563936.1|DNOV	LOC110188637|XP_020814071.1|DSER
OG0004092	LOC115767575|XP_030567721.1|DNOV	LOC110180359|XP_020803679.1|DSER
OG0004094	LOC115769060|XP_030569634.1|DNOV	LOC110183050|XP_020806893.1|DSER
OG0004095	LOC115767933|XP_030568166.1|DNOV	LOC110186436|XP_020811277.1|DSER
OG0004096	LOC115765020|XP_030564233.1|DNOV	LOC110177377|XP_020799734.1|DSER
OG0004097	LOC115767956|XP_030568209.1|DNOV	LOC110177511|XP_020799925.1|DSER
OG0004098	LOC115770236|XP_030571300.1|DNOV, LOC115760222|XP_030557686.1|DNOV	LOC110185932|XP_020810605.1|DSER
OG0004099	LOC115763886|XP_030562523.1|DNOV	LOC110187880|XP_020813022.1|DSER
OG0004100	LOC115763718|XP_030562270.1|DNOV	LOC110188015|XP_020813198.1|DSER
OG0004101	LOC115763799|XP_030562403.1|DNOV	LOC110187648|XP_020812715.1|DSER
OG0004102	LOC115763908|XP_030562574.1|DNOV	LOC110188121|XP_020813359.1|DSER
OG0004103	LOC115765790|XP_030565335.1|DNOV	LOC110186206|XP_020810928.1|DSER
OG0004104	LOC115761529|XP_030559160.1|DNOV	LOC110184965|XP_020809275.1|DSER
OG0004105	LOC115771399|XP_030572949.1|DNOV	LOC110189956|XP_020815904.1|DSER
OG0004106	LOC115771527|XP_030573125.1|DNOV	LOC110190174|XP_020816179.1|DSER
OG0004107	LOC115770972|XP_030572296.1|DNOV	LOC110188808|XP_020814342.1|DSER
OG0004108	LOC115766260|XP_030565979.1|DNOV, LOC115766051|XP_030565691.1|DNOV	LOC110188721|XP_020814194.1|DSER
OG0004109	LOC115770637|XP_030571844.1|DNOV	LOC110186169|XP_020810882.1|DSER
OG0004110	LOC115771450|XP_030573024.1|DNOV	LOC110179832|XP_020803098.1|DSER
OG0004111	LOC115763899|XP_030562542.1|DNOV	LOC110187008|XP_020812029.1|DSER
OG0004112	LOC115770758|XP_030572031.1|DNOV	LOC110186204|XP_020810926.1|DSER
OG0004113	LOC115768295|XP_030568700.1|DNOV	LOC110181746|XP_020805265.1|DSER
OG0004114	LOC115768580|XP_030569084.1|DNOV	LOC110183068|XP_020806913.1|DSER
OG0004115	LOC115768586|XP_030569092.1|DNOV	LOC110184293|XP_020808438.1|DSER
OG0004116	LOC115763826|XP_030562439.1|DNOV	LOC110186371|XP_020811181.1|DSER
OG0004117	LOC115758870|XP_030555522.1|DNOV	LOC110177305|XP_020799630.1|DSER
OG0004118	LOC115767493|XP_030567661.1|DNOV	LOC110184323|XP_020808508.1|DSER
OG0004119	LOC115765341|XP_030564711.1|DNOV, LOC115765651|XP_030565168.1|DNOV	LOC110189813|XP_020815683.1|DSER
OG0004120	LOC115766200|XP_030565910.1|DNOV	LOC110188242|XP_020813564.1|DSER
OG0004121	LOC115766980|XP_030566936.1|DNOV	LOC110185257|XP_020809653.1|DSER
OG0004122	LOC115766253|XP_030565973.1|DNOV, LOC115766073|XP_030565738.1|DNOV	LOC110188687|XP_020814148.1|DSER
OG0004123	LOC115765690|XP_030565208.1|DNOV	LOC110188319|XP_020813687.1|DSER
OG0004124	LOC115767394|XP_030567518.1|DNOV	LOC110183528|XP_020807481.1|DSER
OG0004125	LOC115761237|XP_030558791.1|DNOV	LOC110186530|XP_020811387.1|DSER
OG0004126	LOC115761333|XP_030558926.1|DNOV	LOC110186964|XP_020811965.1|DSER
OG0004127	LOC115763357|XP_030561742.1|DNOV	LOC110187336|XP_020812382.1|DSER
OG0004128	LOC115759526|XP_030556335.1|DNOV	LOC110187745|XP_020812862.1|DSER
OG0004129	LOC115761122|XP_030558619.1|DNOV	LOC110178334|XP_020801103.1|DSER
OG0004130	LOC115766488|XP_030566310.1|DNOV	LOC110184171|XP_020808239.1|DSER
OG0004131	LOC115770731|XP_030571993.1|DNOV	LOC110191744|XP_020818339.1|DSER
OG0004132	LOC115769773|XP_030570598.1|DNOV	LOC110185282|XP_020809688.1|DSER
OG0004133	LOC115760297|XP_030557444.1|DNOV	LOC110184945|XP_020809250.1|DSER
OG0004134	LOC115760405|XP_030557572.1|DNOV	LOC110190922|XP_020817241.1|DSER
OG0004135	LOC115770647|XP_030571868.1|DNOV	LOC110188100|XP_020813314.1|DSER
OG0004136	LOC115763856|XP_030562491.1|DNOV	LOC110191086|XP_020817490.1|DSER
OG0004137	LOC115760921|XP_030558355.1|DNOV	LOC110181061|XP_020804424.1|DSER
OG0004138	LOC115762934|XP_030561175.1|DNOV	LOC110177545|XP_020799973.1|DSER
OG0004139	LOC115768065|XP_030568375.1|DNOV	LOC110184472|XP_020808677.1|DSER
OG0004140	LOC115768982|XP_030569557.1|DNOV	LOC110182543|XP_020806251.1|DSER
OG0004141	LOC115757909|XP_030554224.1|DNOV	LOC110182938|XP_020806777.1|DSER
OG0004142	LOC115767326|XP_030567429.1|DNOV	LOC110180327|XP_020803643.1|DSER
OG0004143	LOC115764673|XP_030563720.1|DNOV	LOC110189013|XP_020814635.1|DSER
OG0004144	LOC115759778|XP_030556704.1|DNOV	LOC110183192|XP_020807056.1|DSER
OG0004145	LOC115770991|XP_030572343.1|DNOV	LOC110191303|XP_020817773.1|DSER
OG0004146	LOC115770720|XP_030571978.1|DNOV	LOC110191716|XP_020818292.1|DSER
OG0004147	LOC115763606|XP_030562094.1|DNOV	LOC110183209|XP_020807081.1|DSER
OG0004148	LOC115761502|XP_030559129.1|DNOV	LOC110186828|XP_020811775.1|DSER
OG0004149	LOC115763731|XP_030562288.1|DNOV	LOC110191001|XP_020817374.1|DSER
OG0004150	LOC115761773|XP_030559563.1|DNOV	LOC110187885|XP_020813029.1|DSER
OG0004151	LOC115772087|XP_030573905.1|DNOV	LOC110186251|XP_020810988.1|DSER
OG0004152	LOC115767944|XP_030568183.1|DNOV	LOC110177199|XP_020799454.1|DSER
OG0004153	LOC115764443|XP_030563359.1|DNOV	LOC110179303|XP_020802448.1|DSER
OG0004154	LOC115762624|XP_030560784.1|DNOV	LOC110188533|XP_020813936.1|DSER
OG0004155	LOC115761645|XP_030559339.1|DNOV	LOC110191949|XP_020818629.1|DSER
OG0004156	LOC115766214|XP_030565925.1|DNOV	LOC110188317|XP_020813684.1|DSER
OG0004157	LOC115766416|XP_030566197.1|DNOV	LOC110181839|XP_020805403.1|DSER
OG0004158	LOC115770352|XP_030571450.1|DNOV	LOC110178610|XP_020801453.1|DSER
OG0004159	LOC115759625|XP_030556470.1|DNOV	LOC110186977|XP_020811986.1|DSER
OG0004160	LOC115767659|XP_030567807.1|DNOV	LOC110177540|XP_020799968.1|DSER
OG0004161	LOC115766096|XP_030565765.1|DNOV	LOC110188086|XP_020813298.1|DSER
OG0004162	LOC115770660|XP_030571886.1|DNOV	LOC110184383|XP_020808550.1|DSER
OG0004163	LOC115766165|XP_030565868.1|DNOV	LOC110187936|XP_020813106.1|DSER
OG0004164	LOC115764844|XP_030563952.1|DNOV	LOC110187965|XP_020813143.1|DSER
OG0004165	LOC115772060|XP_030573867.1|DNOV	LOC110177665|XP_020800147.1|DSER
OG0004166	LOC115762601|XP_030560756.1|DNOV	LOC110191495|XP_020818019.1|DSER
OG0004167	LOC115763700|XP_030562249.1|DNOV	LOC110187923|XP_020813093.1|DSER
OG0004168	LOC115761975|XP_030559878.1|DNOV	LOC110190873|XP_020817184.1|DSER
OG0004169	LOC115767192|XP_030567243.1|DNOV	LOC110183543|XP_020807502.1|DSER, LOC110180485|XP_020803828.1|DSER
OG0004170	LOC115758552|XP_030555109.1|DNOV, LOC115767079|XP_030567083.1|DNOV	LOC110181836|XP_020805399.1|DSER
OG0004171	LOC115768609|XP_030569123.1|DNOV	LOC110183517|XP_020807463.1|DSER
OG0004172	LOC115765251|XP_030564585.1|DNOV	LOC110181665|XP_020805145.1|DSER
OG0004173	LOC115767456|XP_030567617.1|DNOV	LOC110178268|XP_020800993.1|DSER
OG0004174	LOC115764559|XP_030563540.1|DNOV	LOC110179992|XP_020803281.1|DSER
OG0004175	LOC115758161|XP_030554560.1|DNOV	LOC110178222|XP_020800929.1|DSER
OG0004176	LOC115767158|XP_030567193.1|DNOV	LOC110190471|XP_020816639.1|DSER
OG0004177	LOC115766150|XP_030565847.1|DNOV	LOC110188406|XP_020813790.1|DSER
OG0004178	LOC115767937|XP_030568169.1|DNOV	LOC110188730|XP_020814203.1|DSER
OG0004179	LOC115768486|XP_030568929.1|DNOV	LOC110180201|XP_020803513.1|DSER
OG0004180	LOC115763751|XP_030562316.1|DNOV	LOC110188254|XP_020813586.1|DSER
OG0004181	LOC115764606|XP_030563609.1|DNOV	LOC110186695|XP_020811630.1|DSER
OG0004182	LOC115771252|XP_030572716.1|DNOV	LOC110176286|XP_020798264.1|DSER
OG0004183	LOC115771141|XP_030572571.1|DNOV	LOC110176205|XP_020798126.1|DSER
OG0004184	LOC115762733|XP_030560927.1|DNOV	LOC110183698|XP_020807696.1|DSER
OG0004185	LOC115758859|XP_030555507.1|DNOV	LOC110183953|XP_020807970.1|DSER
OG0004186	LOC115768864|XP_030569428.1|DNOV	LOC110179528|XP_020802767.1|DSER
OG0004187	LOC115763848|XP_030562477.1|DNOV	LOC110176609|XP_020798691.1|DSER
OG0004188	LOC115766244|XP_030565967.1|DNOV, LOC115766054|XP_030565692.1|DNOV	LOC110188304|XP_020813669.1|DSER
OG0004189	LOC115766240|XP_030565962.1|DNOV, LOC115766055|XP_030565696.1|DNOV	LOC110188297|XP_020813658.1|DSER
OG0004190	LOC115761755|XP_030559518.1|DNOV	LOC110188267|XP_020813615.1|DSER
OG0004191	LOC115761758|XP_030559523.1|DNOV	LOC110188522|XP_020813923.1|DSER
OG0004192	LOC115765640|XP_030565158.1|DNOV	LOC110188290|XP_020813648.1|DSER
OG0004193	LOC115768615|XP_030569131.1|DNOV	LOC110181931|XP_020805525.1|DSER
OG0004194	LOC115765739|XP_030565263.1|DNOV	LOC110190294|XP_020816340.1|DSER
OG0004195	LOC115767962|XP_030568221.1|DNOV	LOC110178092|XP_020800755.1|DSER
OG0004196	LOC115764964|XP_030564149.1|DNOV	LOC110177294|XP_020799615.1|DSER
OG0004197	LOC115767879|XP_030568101.1|DNOV	LOC110186657|XP_020811581.1|DSER
OG0004198	LOC115765766|XP_030565292.1|DNOV	LOC110187674|XP_020812755.1|DSER
OG0004199	LOC115770915|XP_030572223.1|DNOV	LOC110190943|XP_020817277.1|DSER
OG0004200	LOC115761453|XP_030559083.1|DNOV	LOC110177664|XP_020800146.1|DSER
OG0004201	LOC115761230|XP_030558782.1|DNOV	LOC110186925|XP_020811910.1|DSER
OG0004202	LOC115771877|XP_030573621.1|DNOV	LOC110177427|XP_020799809.1|DSER
OG0004203	LOC115770697|XP_030571953.1|DNOV	LOC110191907|XP_020818552.1|DSER
OG0004204	LOC115771398|XP_030572947.1|DNOV	LOC110189880|XP_020815783.1|DSER
OG0004205	LOC115770469|XP_030571607.1|DNOV	LOC110176158|XP_020798055.1|DSER
OG0004206	LOC115763710|XP_030562264.1|DNOV	LOC110187799|XP_020812932.1|DSER
OG0004207	LOC115763712|XP_030562265.1|DNOV	LOC110187621|XP_020812675.1|DSER
OG0004208	LOC115767888|XP_030568114.1|DNOV	LOC110186987|XP_020812002.1|DSER
OG0004209	LOC115761960|XP_030559859.1|DNOV	LOC110191038|XP_020817417.1|DSER
OG0004210	LOC115764138|XP_030562872.1|DNOV	LOC110188384|XP_020813762.1|DSER
OG0004211	LOC115758486|XP_030555024.1|DNOV	LOC110183200|XP_020807070.1|DSER
OG0004212	LOC115770694|XP_030571947.1|DNOV	LOC110184584|XP_020808833.1|DSER
OG0004213	LOC115770662|XP_030571889.1|DNOV	LOC110188416|XP_020813800.1|DSER
OG0004214	LOC115765261|XP_030564605.1|DNOV	LOC110179228|XP_020802324.1|DSER
OG0004215	LOC115757835|XP_030554127.1|DNOV	LOC110178391|XP_020801187.1|DSER
OG0004216	LOC115770331|XP_030571429.1|DNOV	LOC110182778|XP_020806560.1|DSER
OG0004217	LOC115769789|XP_030570616.1|DNOV	LOC110176168|XP_020798065.1|DSER
OG0004218	LOC115770780|XP_030572060.1|DNOV	LOC110181544|XP_020804986.1|DSER
OG0004219	LOC115759553|XP_030556375.1|DNOV	LOC110188524|XP_020813925.1|DSER
OG0004220	LOC115770825|XP_030572107.1|DNOV	LOC110191920|XP_020818568.1|DSER
OG0004221	LOC115770924|XP_030572242.1|DNOV	LOC110187680|XP_020812769.1|DSER
OG0004222	LOC115770907|XP_030572210.1|DNOV	LOC110176645|XP_020798731.1|DSER
OG0004223	LOC115761949|XP_030559846.1|DNOV	LOC110176660|XP_020798757.1|DSER
OG0004224	LOC115759401|XP_030556147.1|DNOV	LOC110177151|XP_020799387.1|DSER
OG0004225	LOC115767865|XP_030568084.1|DNOV	LOC110179093|XP_020802138.1|DSER
OG0004226	LOC115770643|XP_030571862.1|DNOV	LOC110177288|XP_020799602.1|DSER
OG0004227	LOC115770856|XP_030572153.1|DNOV	LOC110191825|XP_020818449.1|DSER
OG0004228	LOC115770732|XP_030571997.1|DNOV	LOC110191826|XP_020818450.1|DSER
OG0004229	LOC115767446|XP_030567603.1|DNOV	LOC110178236|XP_020800946.1|DSER
OG0004230	LOC115766469|XP_030566271.1|DNOV	LOC110182199|XP_020805870.1|DSER
OG0004231	LOC115762773|XP_030560983.1|DNOV	LOC110183683|XP_020807678.1|DSER
OG0004232	LOC115762777|XP_030560986.1|DNOV	LOC110183686|XP_020807684.1|DSER
OG0004233	LOC115762776|XP_030560985.1|DNOV	LOC110183685|XP_020807681.1|DSER
OG0004234	LOC115762902|XP_030561138.1|DNOV	LOC110183568|XP_020807533.1|DSER
OG0004235	LOC115764316|XP_030563115.1|DNOV	LOC110182590|XP_020806301.1|DSER
OG0004236	LOC115764727|XP_030563796.1|DNOV	LOC110187753|XP_020812873.1|DSER
OG0004237	LOC115761511|XP_030559140.1|DNOV	LOC110188291|XP_020813649.1|DSER
OG0004238	LOC115765775|XP_030565307.1|DNOV	LOC110189921|XP_020815857.1|DSER
OG0004239	LOC115770684|XP_030571930.1|DNOV	LOC110187931|XP_020813101.1|DSER
OG0004240	LOC115763649|XP_030562176.1|DNOV	LOC110188724|XP_020814196.1|DSER
OG0004241	LOC115770847|XP_030572142.1|DNOV	LOC110191917|XP_020818561.1|DSER
OG0004242	LOC115766125|XP_030565807.1|DNOV	LOC110186921|XP_020811903.1|DSER
OG0004243	LOC115771180|XP_030572625.1|DNOV	LOC110189103|XP_020814739.1|DSER, LOC110189045|XP_020814673.1|DSER
OG0004244	LOC115765680|XP_030565199.1|DNOV	LOC110190312|XP_020816363.1|DSER
OG0004245	LOC115769865|XP_030570723.1|DNOV	LOC110187010|XP_020812036.1|DSER
OG0004246	LOC115766411|XP_030566194.1|DNOV	LOC110181267|XP_020804632.1|DSER
OG0004247	LOC115767992|XP_030568254.1|DNOV	LOC110183252|XP_020807136.1|DSER, LOC110183243|XP_020807123.1|DSER
OG0004248	LOC115757904|XP_030554214.1|DNOV	LOC110182882|XP_020806685.1|DSER
OG0004249	LOC115768093|XP_030568437.1|DNOV	LOC110178824|XP_020801750.1|DSER
OG0004250	LOC115763505|XP_030561962.1|DNOV	LOC110176115|XP_020798011.1|DSER, LOC110185635|XP_020810251.1|DSER
OG0004251	LOC115766420|XP_030566202.1|DNOV	LOC110179659|XP_020802915.1|DSER
OG0004252	LOC115766227|XP_030565946.1|DNOV	LOC110186612|XP_020811506.1|DSER
OG0004253	LOC115759647|XP_030556496.1|DNOV	LOC110188371|XP_020813743.1|DSER
OG0004254	LOC115768316|XP_030568725.1|DNOV	LOC110176003|XP_020797866.1|DSER
OG0004255	LOC115759218|XP_030555970.1|DNOV	LOC110184932|XP_020809236.1|DSER
OG0004256	LOC115766542|XP_030566371.1|DNOV	LOC110185909|XP_020810618.1|DSER
OG0004257	LOC115761179|XP_030558702.1|DNOV	LOC110190858|XP_020817167.1|DSER
OG0004258	LOC115766101|XP_030565776.1|DNOV	LOC110186303|XP_020811083.1|DSER
OG0004259	LOC115766561|XP_030566399.1|DNOV	LOC110186480|XP_020811364.1|DSER
OG0004260	LOC115765791|XP_030565336.1|DNOV	LOC110188094|XP_020813309.1|DSER
OG0004261	LOC115759665|XP_030556522.1|DNOV	LOC110177232|XP_020799514.1|DSER
OG0004262	LOC115770911|XP_030572216.1|DNOV	LOC110184486|XP_020808702.1|DSER
OG0004263	LOC115759482|XP_030556276.1|DNOV	LOC110188576|XP_020813999.1|DSER
OG0004264	LOC115764620|XP_030563642.1|DNOV	LOC110186658|XP_020811585.1|DSER
OG0004265	LOC115761601|XP_030559262.1|DNOV	LOC110188286|XP_020813642.1|DSER
OG0004266	LOC115770954|XP_030572282.1|DNOV	LOC110191934|XP_020818610.1|DSER
OG0004267	LOC115770710|XP_030571967.1|DNOV	LOC110187939|XP_020813113.1|DSER
OG0004268	LOC115758271|XP_030554694.1|DNOV	LOC110180256|XP_020803571.1|DSER
OG0004269	LOC115757793|XP_030554066.1|DNOV	LOC110176325|XP_020798303.1|DSER
OG0004270	LOC115764639|XP_030563671.1|DNOV	LOC110182731|XP_020806494.1|DSER
OG0004271	LOC115761574|XP_030559224.1|DNOV	LOC110189744|XP_020815605.1|DSER
OG0004272	LOC115770632|XP_030571838.1|DNOV	LOC110191030|XP_020817407.1|DSER
OG0004273	LOC115771759|XP_030573469.1|DNOV	LOC110190996|XP_020817368.1|DSER
OG0004275	LOC115765319|XP_030564679.1|DNOV	LOC110182181|XP_020805844.1|DSER
OG0004276	LOC115769642|XP_030570416.1|DNOV	LOC110189069|XP_020814698.1|DSER
OG0004277	LOC115769733|XP_030570532.1|DNOV	LOC110178951|XP_020801911.1|DSER
OG0004278	LOC115767585|XP_030567731.1|DNOV	LOC110180357|XP_020803677.1|DSER
OG0004279	LOC115765895|XP_030565498.1|DNOV	LOC110178145|XP_020800832.1|DSER
OG0004280	LOC115768625|XP_030569149.1|DNOV	LOC110183522|XP_020807469.1|DSER
OG0004281	LOC115757985|XP_030554333.1|DNOV	LOC110176885|XP_020799028.1|DSER
OG0004282	LOC115760669|XP_030557999.1|DNOV	LOC110178811|XP_020801733.1|DSER
OG0004283	LOC115760680|XP_030558010.1|DNOV	LOC110178805|XP_020801721.1|DSER
OG0004284	LOC115765962|XP_030565575.1|DNOV	LOC110187409|XP_020812456.1|DSER
OG0004285	LOC115761364|XP_030558972.1|DNOV	LOC110191340|XP_020817843.1|DSER
OG0004286	LOC115765972|XP_030565590.1|DNOV	LOC110178966|XP_020801929.1|DSER
OG0004287	LOC115767765|XP_030567950.1|DNOV	LOC110178916|XP_020801854.1|DSER
OG0004288	LOC115765954|XP_030565566.1|DNOV	LOC110181231|XP_020804590.1|DSER
OG0004289	LOC115770010|XP_030570919.1|DNOV	LOC110189834|XP_020815689.1|DSER
OG0004290	LOC115760827|XP_030558211.1|DNOV	LOC110189466|XP_020815203.1|DSER
OG0004291	LOC115757812|XP_030554098.1|DNOV	LOC110190920|XP_020817243.1|DSER
OG0004292	LOC115770993|XP_030572346.1|DNOV	LOC110190544|XP_020816752.1|DSER
OG0004293	LOC115771410|XP_030572971.1|DNOV	LOC110190191|XP_020816200.1|DSER
OG0004294	LOC115770467|XP_030571603.1|DNOV	LOC110176156|XP_020798052.1|DSER
OG0004295	LOC115770093|XP_030571059.1|DNOV	LOC110176190|XP_020798099.1|DSER
OG0004296	LOC115770108|XP_030571085.1|DNOV	LOC110176140|XP_020798035.1|DSER
OG0004297	LOC115758104|XP_030554487.1|DNOV	LOC110177991|XP_020800652.1|DSER
OG0004298	LOC115771706|XP_030573389.1|DNOV	LOC110189362|XP_020815064.1|DSER
OG0004299	LOC115758114|XP_030554504.1|DNOV	LOC110189777|XP_020815660.1|DSER
OG0004300	LOC115757843|XP_030554137.1|DNOV	LOC110182883|XP_020806686.1|DSER
OG0004301	LOC115770987|XP_030572338.1|DNOV	LOC110190658|XP_020816918.1|DSER
OG0004302	LOC115767497|XP_030567666.1|DNOV	LOC110176336|XP_020798317.1|DSER
OG0004303	LOC115758167|XP_030554568.1|DNOV	LOC110191213|XP_020817642.1|DSER
OG0004304	LOC115767433|XP_030567585.1|DNOV	LOC110179481|XP_020802716.1|DSER
OG0004305	LOC115764547|XP_030563522.1|DNOV	LOC110180496|XP_020803837.1|DSER
OG0004306	LOC115757821|XP_030554105.1|DNOV	LOC110177858|XP_020800464.1|DSER
OG0004307	LOC115758191|XP_030554594.1|DNOV, LOC115758110|XP_030554494.1|DNOV	LOC110178341|XP_020801119.1|DSER
OG0004308	LOC115764809|XP_030563920.1|DNOV	LOC110191496|XP_020818020.1|DSER
OG0004309	LOC115770981|XP_030572311.1|DNOV	LOC110190642|XP_020816899.1|DSER
OG0004310	LOC115764498|XP_030563446.1|DNOV	LOC110178247|XP_020800957.1|DSER
OG0004311	LOC115770070|XP_030571030.1|DNOV	LOC110178555|XP_020801384.1|DSER
OG0004312	LOC115757905|XP_030554215.1|DNOV	LOC110178546|XP_020801369.1|DSER
OG0004313	LOC115767437|XP_030567591.1|DNOV	LOC110189279|XP_020814960.1|DSER
OG0004314	LOC115766515|XP_030566338.1|DNOV	LOC110177932|XP_020800571.1|DSER
OG0004315	LOC115758020|XP_030554384.1|DNOV	LOC110176329|XP_020798312.1|DSER
OG0004316	LOC115763988|XP_030562665.1|DNOV	LOC110189450|XP_020815181.1|DSER
OG0004317	LOC115757988|XP_030554338.1|DNOV	LOC110176909|XP_020799058.1|DSER
OG0004318	LOC115757796|XP_030554070.1|DNOV	LOC110175958|XP_020797810.1|DSER
OG0004319	LOC115764529|XP_030563487.1|DNOV	LOC110175924|XP_020797763.1|DSER
OG0004320	LOC115761190|XP_030558721.1|DNOV	LOC110188382|XP_020813760.1|DSER
OG0004321	LOC115763516|XP_030561977.1|DNOV	LOC110183851|XP_020807860.1|DSER
OG0004322	LOC115761277|XP_030558854.1|DNOV	LOC110188345|XP_020813712.1|DSER, LOC110183639|XP_020807622.1|DSER
OG0004323	LOC115765834|XP_030565418.1|DNOV	LOC110178747|XP_020801637.1|DSER
OG0004324	LOC115765945|XP_030565551.1|DNOV	LOC110187450|XP_020812498.1|DSER
OG0004325	LOC115758118|XP_030554534.1|DNOV	LOC110179934|XP_020803193.1|DSER
OG0004326	LOC115758117|XP_030554533.1|DNOV	LOC110179923|XP_020803183.1|DSER
OG0004327	LOC115767787|XP_030567975.1|DNOV, LOC115768496|XP_030568942.1|DNOV	LOC110181896|XP_020805487.1|DSER
OG0004328	LOC115760558|XP_030557824.1|DNOV	LOC110181127|XP_020804458.1|DSER
OG0004329	LOC115761055|XP_030558535.1|DNOV	LOC110191684|XP_020818258.1|DSER
OG0004330	LOC115765563|XP_030565069.1|DNOV	LOC110177354|XP_020799709.1|DSER
OG0004331	LOC115763238|XP_030561578.1|DNOV	LOC110189415|XP_020815133.1|DSER
OG0004332	LOC115759863|XP_030556830.1|DNOV	LOC110183444|XP_020807383.1|DSER
OG0004333	LOC115760325|XP_030557470.1|DNOV	LOC110184935|XP_020809239.1|DSER
OG0004334	LOC115759080|XP_030555772.1|DNOV	LOC110180316|XP_020803631.1|DSER, LOC110182708|XP_020806464.1|DSER
OG0004335	LOC115760352|XP_030557505.1|DNOV	LOC110189223|XP_020814862.1|DSER
OG0004336	LOC115761832|XP_030559640.1|DNOV	LOC110182868|XP_020806670.1|DSER
OG0004337	LOC115758327|XP_030554756.1|DNOV	LOC110184179|XP_020808249.1|DSER
OG0004338	LOC115769606|XP_030570359.1|DNOV	LOC110190630|XP_020816883.1|DSER
OG0004339	LOC115757979|XP_030554324.1|DNOV	LOC110178102|XP_020800774.1|DSER
OG0004340	LOC115757968|XP_030554312.1|DNOV	LOC110178087|XP_020800753.1|DSER
OG0004341	LOC115766576|XP_030566421.1|DNOV	LOC110177936|XP_020800577.1|DSER
OG0004342	LOC115764523|XP_030563481.1|DNOV	LOC110180237|XP_020803553.1|DSER
OG0004343	LOC115764497|XP_030563444.1|DNOV	LOC110180238|XP_020803554.1|DSER
OG0004344	LOC115764570|XP_030563559.1|DNOV	LOC110180231|XP_020803542.1|DSER
OG0004345	LOC115758960|XP_030555622.1|DNOV	LOC110185045|XP_020809356.1|DSER
OG0004346	LOC115758019|XP_030554382.1|DNOV	LOC110180076|XP_020803362.1|DSER
OG0004347	LOC115758016|XP_030554375.1|DNOV	LOC110179119|XP_020802172.1|DSER
OG0004348	LOC115758032|XP_030554405.1|DNOV	LOC110191519|XP_020818046.1|DSER
OG0004349	LOC115771306|XP_030572809.1|DNOV	LOC110191471|XP_020817982.1|DSER
OG0004350	LOC115764519|XP_030563478.1|DNOV	LOC110189586|XP_020815378.1|DSER
OG0004351	LOC115757807|XP_030554084.1|DNOV	LOC110189722|XP_020815571.1|DSER
OG0004352	LOC115764005|XP_030562685.1|DNOV	LOC110188244|XP_020813567.1|DSER
OG0004353	LOC115765054|XP_030564288.1|DNOV, LOC115765052|XP_030564286.1|DNOV	LOC110177430|XP_020799813.1|DSER
OG0004354	LOC115765048|XP_030564282.1|DNOV	LOC110191774|XP_020818379.1|DSER
OG0004355	LOC115764690|XP_030563741.1|DNOV	LOC110191936|XP_020818612.1|DSER
OG0004356	LOC115758220|XP_030554630.1|DNOV	LOC110179191|XP_020802263.1|DSER
OG0004357	LOC115759190|XP_030555930.1|DNOV	LOC110189305|XP_020815000.1|DSER
OG0004358	LOC115758034|XP_030554404.1|DNOV	LOC110176333|XP_020798314.1|DSER
OG0004359	LOC115764470|XP_030563372.1|DNOV	LOC110177848|XP_020800450.1|DSER
OG0004360	LOC115771516|XP_030573111.1|DNOV	LOC110185211|XP_020809600.1|DSER
OG0004361	LOC115765774|XP_030565305.1|DNOV	LOC110190749|XP_020817034.1|DSER
OG0004362	LOC115769530|XP_030570232.1|DNOV	LOC110183649|XP_020807632.1|DSER
OG0004363	LOC115767570|XP_030567716.1|DNOV	LOC110180339|XP_020803659.1|DSER
OG0004364	LOC115758202|XP_030554609.1|DNOV	LOC110189398|XP_020815113.1|DSER
OG0004365	LOC115762966|XP_030561242.1|DNOV	LOC110179247|XP_020802365.1|DSER
OG0004366	LOC115765896|XP_030565499.1|DNOV	LOC110190048|XP_020816016.1|DSER, LOC110178147|XP_020800834.1|DSER
OG0004367	LOC115771425|XP_030572987.1|DNOV	LOC110184666|XP_020808933.1|DSER
OG0004368	LOC115771456|XP_030573031.1|DNOV	LOC110190354|XP_020816418.1|DSER
OG0004369	LOC115757982|XP_030554331.1|DNOV	LOC110180484|XP_020803829.1|DSER
OG0004370	LOC115759784|XP_030556719.1|DNOV	LOC110182168|XP_020805832.1|DSER
OG0004371	LOC115771313|XP_030572827.1|DNOV	LOC110181911|XP_020805503.1|DSER
OG0004372	LOC115758076|XP_030554450.1|DNOV	LOC110177432|XP_020799818.1|DSER
OG0004373	LOC115767475|XP_030567640.1|DNOV	LOC110189406|XP_020815121.1|DSER
OG0004374	LOC115760793|XP_030558152.1|DNOV	LOC110180065|XP_020803346.1|DSER
