Orthogroup	DNOV.longest_only	SLEB.longest_only
OG0003296	LOC115761676|XP_030559390.1|DNOV	LOC115621759|XP_030371353.1|SLEB
OG0003297	LOC115761533|XP_030559165.1|DNOV	LOC115625168|XP_030375959.1|SLEB
OG0003298	LOC115767184|XP_030567236.1|DNOV	LOC115627941|XP_030379694.1|SLEB, LOC115627940|XP_030379693.1|SLEB, LOC115627791|XP_030379471.1|SLEB
OG0003299	LOC115771968|XP_030573740.1|DNOV	LOC115625134|XP_030375913.1|SLEB
OG0003300	LOC115764966|XP_030564151.1|DNOV	LOC115620954|XP_030370330.1|SLEB
OG0003301	LOC115757877|XP_030554177.1|DNOV	LOC115631734|XP_030384436.1|SLEB
OG0003302	LOC115765311|XP_030564669.1|DNOV	LOC115629507|XP_030381848.1|SLEB
OG0003303	LOC115757814|XP_030554096.1|DNOV	LOC115633295|XP_030386567.1|SLEB
OG0003304	LOC115764611|XP_030563623.1|DNOV	LOC115620591|XP_030369762.1|SLEB
OG0003305	LOC115768053|XP_030568352.1|DNOV	LOC115629693|XP_030382074.1|SLEB
OG0003306	LOC115757972|XP_030554315.1|DNOV	LOC115624610|XP_030375221.1|SLEB
OG0003307	LOC115769070|XP_030569643.1|DNOV, LOC115769069|XP_030569642.1|DNOV	LOC115629099|XP_030381279.1|SLEB
OG0003308	LOC115765936|XP_030565542.1|DNOV	LOC115631456|XP_030384064.1|SLEB
OG0003309	LOC115765250|XP_030564578.1|DNOV	LOC115627453|XP_030378978.1|SLEB
OG0003310	LOC115765135|XP_030564393.1|DNOV	LOC115627239|XP_030378722.1|SLEB
OG0003311	LOC115770650|XP_030571873.1|DNOV	LOC115625440|XP_030376347.1|SLEB
OG0003312	LOC115757770|XP_030554055.1|DNOV	LOC115621172|XP_030370595.1|SLEB
OG0003313	LOC115768181|XP_030568549.1|DNOV	LOC115628881|XP_030380998.1|SLEB
OG0003314	LOC115760280|XP_030557413.1|DNOV	LOC115622900|XP_030372883.1|SLEB
OG0003315	LOC115768060|XP_030568361.1|DNOV	LOC115629157|XP_030381387.1|SLEB
OG0003316	LOC115764947|XP_030564128.1|DNOV	LOC115621469|XP_030370989.1|SLEB
OG0003317	LOC115761628|XP_030559317.1|DNOV	LOC115621586|XP_030371137.1|SLEB
OG0003318	LOC115757678|XP_030553874.1|DNOV	LOC115625087|XP_030375845.1|SLEB
OG0003319	LOC115761786|XP_030559580.1|DNOV	LOC115621879|XP_030371569.1|SLEB
OG0003320	LOC115764882|XP_030564021.1|DNOV	LOC115620516|XP_030369642.1|SLEB
OG0003321	LOC115764906|XP_030564063.1|DNOV	LOC115620303|XP_030369346.1|SLEB
OG0003322	LOC115764903|XP_030564056.1|DNOV	LOC115620302|XP_030369345.1|SLEB
OG0003323	LOC115768129|XP_030568484.1|DNOV	LOC115626681|XP_030377968.1|SLEB
OG0003324	LOC115768950|XP_030569528.1|DNOV	LOC115626781|XP_030378106.1|SLEB, LOC115626668|XP_030377950.1|SLEB
OG0003325	LOC115763776|XP_030562355.1|DNOV	LOC115623487|XP_030373718.1|SLEB
OG0003326	LOC115767269|XP_030567354.1|DNOV	LOC115629659|XP_030382032.1|SLEB
OG0003327	LOC115766723|XP_030566534.1|DNOV	LOC115627824|XP_030379518.1|SLEB
OG0003328	LOC115767409|XP_030567544.1|DNOV	LOC115626814|XP_030378150.1|SLEB
OG0003329	LOC115771693|XP_030573369.1|DNOV	LOC115621709|XP_030371277.1|SLEB
OG0003330	LOC115769616|XP_030570374.1|DNOV	LOC115632309|XP_030385270.1|SLEB
OG0003331	LOC115766354|XP_030566113.1|DNOV	LOC115627405|XP_030378919.1|SLEB
OG0003332	LOC115765244|XP_030564564.1|DNOV	LOC115627774|XP_030379439.1|SLEB
OG0003333	LOC115772131|XP_030573972.1|DNOV	LOC115620738|XP_030369984.1|SLEB
OG0003334	LOC115761209|XP_030558754.1|DNOV	LOC115625325|XP_030376208.1|SLEB
OG0003335	LOC115757705|XP_030553916.1|DNOV	LOC115620960|XP_030370341.1|SLEB
OG0003336	LOC115761244|XP_030558800.1|DNOV	LOC115620898|XP_030370247.1|SLEB
OG0003337	LOC115763984|XP_030562656.1|DNOV	LOC115620813|XP_030370099.1|SLEB
OG0003338	LOC115761370|XP_030558978.1|DNOV	LOC115620284|XP_030369318.1|SLEB
OG0003339	LOC115764957|XP_030564139.1|DNOV	LOC115621849|XP_030371521.1|SLEB
OG0003340	LOC115770085|XP_030571055.1|DNOV, LOC115764928|XP_030564098.1|DNOV	LOC115621275|XP_030370737.1|SLEB
OG0003341	LOC115767090|XP_030567098.1|DNOV	LOC115628666|XP_030380696.1|SLEB
OG0003342	LOC115768168|XP_030568524.1|DNOV	LOC115626701|XP_030377991.1|SLEB
OG0003343	LOC115764402|XP_030563251.1|DNOV	LOC115627181|XP_030378642.1|SLEB
OG0003344	LOC115769226|XP_030569797.1|DNOV	LOC115625702|XP_030376703.1|SLEB
OG0003345	LOC115764294|XP_030563087.1|DNOV	LOC115630194|XP_030382621.1|SLEB
OG0003346	LOC115761769|XP_030559558.1|DNOV	LOC115621655|XP_030371219.1|SLEB
OG0003347	LOC115761278|XP_030558856.1|DNOV	LOC115620603|XP_030369775.1|SLEB
OG0003348	LOC115761498|XP_030559126.1|DNOV	LOC115622019|XP_030371735.1|SLEB
OG0003349	LOC115765188|XP_030564476.1|DNOV	LOC115627119|XP_030378546.1|SLEB
OG0003350	LOC115764752|XP_030563836.1|DNOV	LOC115620672|XP_030369893.1|SLEB
OG0003351	LOC115767547|XP_030567689.1|DNOV	LOC115628812|XP_030380897.1|SLEB
OG0003352	LOC115759598|XP_030556429.1|DNOV	LOC115620579|XP_030369739.1|SLEB
OG0003353	LOC115771630|XP_030573281.1|DNOV	LOC115621727|XP_030371300.1|SLEB
OG0003354	LOC115758088|XP_030554465.1|DNOV, LOC115757702|XP_030553909.1|DNOV	LOC115620515|XP_030369640.1|SLEB
OG0003355	LOC115765157|XP_030564430.1|DNOV	LOC115629577|XP_030381929.1|SLEB
OG0003356	LOC115766858|XP_030566776.1|DNOV	LOC115629717|XP_030382098.1|SLEB
OG0003357	LOC115766911|XP_030566850.1|DNOV	LOC115629734|XP_030382128.1|SLEB
OG0003358	LOC115759957|XP_030556960.1|DNOV	LOC115630448|XP_030382870.1|SLEB
OG0003359	LOC115767180|XP_030567229.1|DNOV	LOC115627192|XP_030378655.1|SLEB
OG0003360	LOC115766822|XP_030566718.1|DNOV	LOC115627005|XP_030378381.1|SLEB
OG0003361	LOC115759948|XP_030556954.1|DNOV	LOC115622465|XP_030372271.1|SLEB
OG0003362	LOC115771608|XP_030573231.1|DNOV	LOC115620766|XP_030370028.1|SLEB
OG0003363	LOC115757704|XP_030553911.1|DNOV	LOC115621112|XP_030370515.1|SLEB
OG0003364	LOC115761826|XP_030559626.1|DNOV	LOC115620880|XP_030370217.1|SLEB
OG0003365	LOC115767897|XP_030568128.1|DNOV	LOC115623454|XP_030373670.1|SLEB
OG0003366	LOC115769514|XP_030570212.1|DNOV	LOC115625401|XP_030376303.1|SLEB
OG0003367	LOC115769869|XP_030570731.1|DNOV	LOC115621029|XP_030370414.1|SLEB
OG0003368	LOC115769866|XP_030570724.1|DNOV	LOC115631546|XP_030384181.1|SLEB
OG0003369	LOC115759489|XP_030556285.1|DNOV	LOC115623382|XP_030373539.1|SLEB
OG0003370	LOC115759545|XP_030556360.1|DNOV	LOC115620439|XP_030369526.1|SLEB
OG0003371	LOC115768763|XP_030569312.1|DNOV	LOC115627114|XP_030378540.1|SLEB
OG0003372	LOC115758246|XP_030554661.1|DNOV	LOC115629690|XP_030382070.1|SLEB
OG0003373	LOC115770858|XP_030572154.1|DNOV	LOC115625327|XP_030376211.1|SLEB
OG0003374	LOC115768498|XP_030568944.1|DNOV	LOC115629925|XP_030382390.1|SLEB
OG0003375	LOC115771952|XP_030573716.1|DNOV	LOC115625077|XP_030375826.1|SLEB
OG0003376	LOC115761970|XP_030559872.1|DNOV	LOC115621069|XP_030370456.1|SLEB
OG0003377	LOC115761858|XP_030559711.1|DNOV	LOC115622007|XP_030371722.1|SLEB
OG0003378	LOC115764032|XP_030562727.1|DNOV	LOC115621316|XP_030370793.1|SLEB
OG0003379	LOC115761198|XP_030558736.1|DNOV	LOC115621666|XP_030371235.1|SLEB
OG0003380	LOC115772055|XP_030573859.1|DNOV	LOC115621923|XP_030371627.1|SLEB
OG0003381	LOC115764911|XP_030564071.1|DNOV	LOC115621181|XP_030370614.1|SLEB
OG0003382	LOC115764852|XP_030563981.1|DNOV	LOC115621179|XP_030370603.1|SLEB
OG0003383	LOC115764908|XP_030564067.1|DNOV	LOC115620301|XP_030369344.1|SLEB
OG0003384	LOC115759187|XP_030555923.1|DNOV	LOC115631318|XP_030383893.1|SLEB
OG0003385	LOC115771901|XP_030573647.1|DNOV	LOC115620567|XP_030369717.1|SLEB
OG0003386	LOC115761902|XP_030559777.1|DNOV	LOC115625498|XP_030376418.1|SLEB
OG0003387	LOC115765039|XP_030564266.1|DNOV	LOC115620700|XP_030369931.1|SLEB
OG0003388	LOC115765383|XP_030564766.1|DNOV	LOC115626723|XP_030378027.1|SLEB
OG0003389	LOC115760659|XP_030557985.1|DNOV	LOC115633877|XP_030387238.1|SLEB
OG0003390	LOC115770590|XP_030571779.1|DNOV	LOC115621199|XP_030370638.1|SLEB
OG0003391	LOC115771611|XP_030573240.1|DNOV	LOC115620269|XP_030369290.1|SLEB
OG0003392	LOC115772077|XP_030573890.1|DNOV	LOC115620779|XP_030370048.1|SLEB
OG0003393	LOC115765040|XP_030564267.1|DNOV	LOC115620634|XP_030369825.1|SLEB
OG0003394	LOC115764075|XP_030562783.1|DNOV	LOC115624106|XP_030374558.1|SLEB
OG0003395	LOC115759575|XP_030556402.1|DNOV	LOC115624261|XP_030374745.1|SLEB
OG0003396	LOC115757766|XP_030554050.1|DNOV	LOC115621948|XP_030371655.1|SLEB
OG0003397	LOC115768644|XP_030569176.1|DNOV	LOC115620295|XP_030369337.1|SLEB
OG0003398	LOC115761207|XP_030558752.1|DNOV	LOC115625312|XP_030376190.1|SLEB
OG0003399	LOC115761973|XP_030559876.1|DNOV	LOC115628656|XP_030380685.1|SLEB
OG0003401	LOC115761787|XP_030559582.1|DNOV	LOC115621929|XP_030371633.1|SLEB
OG0003402	LOC115761490|XP_030559116.1|DNOV	LOC115620353|XP_030369417.1|SLEB
OG0003403	LOC115764713|XP_030563775.1|DNOV	LOC115619983|XP_030368884.1|SLEB
OG0003404	LOC115764165|XP_030562911.1|DNOV	LOC115620745|XP_030369998.1|SLEB
OG0003405	LOC115760869|XP_030558287.1|DNOV	LOC115630686|XP_030383197.1|SLEB
OG0003406	LOC115761383|XP_030558996.1|DNOV	LOC115620257|XP_030369267.1|SLEB
OG0003407	LOC115761384|XP_030558997.1|DNOV	LOC115621295|XP_030370762.1|SLEB
OG0003408	LOC115771792|XP_030573522.1|DNOV	LOC115621585|XP_030371136.1|SLEB
OG0003409	LOC115761520|XP_030559150.1|DNOV	LOC115620560|XP_030369708.1|SLEB
OG0003410	LOC115761365|XP_030558974.1|DNOV	LOC115620227|XP_030369227.1|SLEB
OG0003411	LOC115770622|XP_030571820.1|DNOV	LOC115625358|XP_030376253.1|SLEB
OG0003412	LOC115764783|XP_030563883.1|DNOV	LOC115620843|XP_030370142.1|SLEB
OG0003413	LOC115764184|XP_030562931.1|DNOV	LOC115621035|XP_030370417.1|SLEB
OG0003414	LOC115770481|XP_030571626.1|DNOV	LOC115633044|XP_030386248.1|SLEB
OG0003415	LOC115766342|XP_030566096.1|DNOV	LOC115627220|XP_030378702.1|SLEB
OG0003416	LOC115770666|XP_030571893.1|DNOV	LOC115627240|XP_030378723.1|SLEB
OG0003417	LOC115764610|XP_030563622.1|DNOV	LOC115620590|XP_030369760.1|SLEB
OG0003418	LOC115764698|XP_030563756.1|DNOV	LOC115621837|XP_030371508.1|SLEB
OG0003419	LOC115764030|XP_030562721.1|DNOV	LOC115623662|XP_030373980.1|SLEB
OG0003420	LOC115764110|XP_030562830.1|DNOV	LOC115623658|XP_030373975.1|SLEB
OG0003421	LOC115757669|XP_030553847.1|DNOV	LOC115621103|XP_030370501.1|SLEB
OG0003422	LOC115757672|XP_030553861.1|DNOV	LOC115620185|XP_030369176.1|SLEB
OG0003423	LOC115762047|XP_030559984.1|DNOV	LOC115631778|XP_030384476.1|SLEB
OG0003424	LOC115761590|XP_030559245.1|DNOV	LOC115621162|XP_030370582.1|SLEB
OG0003425	LOC115771966|XP_030573738.1|DNOV	LOC115625283|XP_030376153.1|SLEB
OG0003426	LOC115759512|XP_030556316.1|DNOV	LOC115621183|XP_030370617.1|SLEB
OG0003427	LOC115759510|XP_030556313.1|DNOV	LOC115621924|XP_030371628.1|SLEB
OG0003428	LOC115766806|XP_030566693.1|DNOV	LOC115622751|XP_030372664.1|SLEB
OG0003429	LOC115762456|XP_030560519.1|DNOV	LOC115626196|XP_030377340.1|SLEB
OG0003430	LOC115766755|XP_030566592.1|DNOV	LOC115627813|XP_030379504.1|SLEB
OG0003431	LOC115763682|XP_030562214.1|DNOV	LOC115624193|XP_030374650.1|SLEB
OG0003432	LOC115764099|XP_030562812.1|DNOV	LOC115620649|XP_030369856.1|SLEB
OG0003433	LOC115765027|XP_030564249.1|DNOV	LOC115621824|XP_030371478.1|SLEB
OG0003434	LOC115768271|XP_030568668.1|DNOV	LOC115628835|XP_030380934.1|SLEB
OG0003435	LOC115761316|XP_030558907.1|DNOV	LOC115625307|XP_030376185.1|SLEB
OG0003436	LOC115761808|XP_030559613.1|DNOV	LOC115621811|XP_030371457.1|SLEB
OG0003437	LOC115761804|XP_030559607.1|DNOV	LOC115621808|XP_030371452.1|SLEB
OG0003438	LOC115761807|XP_030559612.1|DNOV	LOC115621810|XP_030371456.1|SLEB
OG0003439	LOC115764014|XP_030562702.1|DNOV	LOC115620929|XP_030370296.1|SLEB
OG0003440	LOC115771628|XP_030573271.1|DNOV	LOC115620510|XP_030369629.1|SLEB
OG0003441	LOC115763459|XP_030561892.1|DNOV	LOC115626446|XP_030377681.1|SLEB
OG0003442	LOC115761814|XP_030559625.1|DNOV	LOC115620339|XP_030369398.1|SLEB
OG0003443	LOC115769817|XP_030570645.1|DNOV	LOC115622755|XP_030372670.1|SLEB
OG0003444	LOC115770283|XP_030571375.1|DNOV	LOC115624931|XP_030375641.1|SLEB
OG0003445	LOC115768699|XP_030569244.1|DNOV	LOC115627287|XP_030378778.1|SLEB
OG0003446	LOC115768110|XP_030568474.1|DNOV	LOC115629273|XP_030381558.1|SLEB
OG0003447	LOC115766797|XP_030566681.1|DNOV	LOC115627986|XP_030379742.1|SLEB
OG0003448	LOC115764006|XP_030562686.1|DNOV	LOC115620699|XP_030369930.1|SLEB
OG0003449	LOC115764872|XP_030564011.1|DNOV	LOC115620891|XP_030370234.1|SLEB
OG0003450	LOC115761401|XP_030559019.1|DNOV	LOC115620373|XP_030369438.1|SLEB
OG0003451	LOC115770928|XP_030572245.1|DNOV	LOC115624010|XP_030374443.1|SLEB
OG0003452	LOC115770768|XP_030572038.1|DNOV	LOC115623481|XP_030373710.1|SLEB
OG0003453	LOC115769371|XP_030570015.1|DNOV	LOC115632523|XP_030385579.1|SLEB
OG0003454	LOC115763368|XP_030561757.1|DNOV	LOC115629052|XP_030381219.1|SLEB
OG0003455	LOC115761928|XP_030559819.1|DNOV	LOC115625176|XP_030375999.1|SLEB
OG0003456	LOC115760823|XP_030558206.1|DNOV	LOC115630440|XP_030382863.1|SLEB
OG0003457	LOC115763780|XP_030562360.1|DNOV	LOC115624039|XP_030374477.1|SLEB
OG0003458	LOC115767929|XP_030568159.1|DNOV	LOC115625367|XP_030376264.1|SLEB
OG0003459	LOC115770625|XP_030571828.1|DNOV	LOC115625199|XP_030376026.1|SLEB
OG0003460	LOC115771729|XP_030573414.1|DNOV	LOC115620951|XP_030370326.1|SLEB
OG0003461	LOC115761802|XP_030559605.1|DNOV	LOC115621868|XP_030371548.1|SLEB
OG0003462	LOC115769574|XP_030570298.1|DNOV	LOC115622685|XP_030372570.1|SLEB
OG0003463	LOC115759483|XP_030556277.1|DNOV	LOC115629447|XP_030381768.1|SLEB
OG0003464	LOC115771708|XP_030573387.1|DNOV	LOC115620391|XP_030369458.1|SLEB
OG0003465	LOC115764873|XP_030564012.1|DNOV	LOC115621170|XP_030370593.1|SLEB
OG0003466	LOC115761560|XP_030559204.1|DNOV	LOC115620306|XP_030369350.1|SLEB
OG0003467	LOC115771778|XP_030573497.1|DNOV	LOC115627155|XP_030378595.1|SLEB, LOC115621855|XP_030371534.1|SLEB
OG0003468	LOC115771726|XP_030573410.1|DNOV	LOC115620962|XP_030370343.1|SLEB
OG0003469	LOC115759463|XP_030556257.1|DNOV	LOC115620628|XP_030369818.1|SLEB
OG0003470	LOC115764745|XP_030563821.1|DNOV	LOC115621749|XP_030371344.1|SLEB
OG0003471	LOC115759764|XP_030556679.1|DNOV	LOC115631884|XP_030384593.1|SLEB
OG0003472	LOC115763419|XP_030561837.1|DNOV	LOC115625705|XP_030376706.1|SLEB
OG0003473	LOC115760117|XP_030557172.1|DNOV	LOC115630693|XP_030383204.1|SLEB
OG0003474	LOC115771944|XP_030573703.1|DNOV	LOC115620487|XP_030369580.1|SLEB
OG0003475	LOC115757734|XP_030553979.1|DNOV	LOC115622031|XP_030371758.1|SLEB
OG0003476	LOC115767950|XP_030568189.1|DNOV	LOC115627748|XP_030379386.1|SLEB
OG0003477	LOC115766088|XP_030565758.1|DNOV	LOC115625092|XP_030375851.1|SLEB
OG0003478	LOC115764866|XP_030564004.1|DNOV	LOC115621045|XP_030370427.1|SLEB
OG0003479	LOC115761981|XP_030559888.1|DNOV	LOC115625285|XP_030376155.1|SLEB
OG0003480	LOC115764128|XP_030562858.1|DNOV	LOC115622005|XP_030371719.1|SLEB
OG0003481	LOC115764185|XP_030562932.1|DNOV	LOC115622004|XP_030371718.1|SLEB
OG0003482	LOC115764034|XP_030562730.1|DNOV	LOC115622000|XP_030371715.1|SLEB
OG0003483	LOC115764196|XP_030562943.1|DNOV	LOC115621968|XP_030371675.1|SLEB
OG0003484	LOC115771791|XP_030573521.1|DNOV	LOC115620910|XP_030370262.1|SLEB
OG0003485	LOC115761625|XP_030559315.1|DNOV	LOC115621723|XP_030371296.1|SLEB
OG0003486	LOC115761470|XP_030559097.1|DNOV	LOC115620996|XP_030370376.1|SLEB
OG0003487	LOC115764043|XP_030562743.1|DNOV	LOC115621241|XP_030370693.1|SLEB
OG0003488	LOC115764864|XP_030564001.1|DNOV	LOC115620659|XP_030369870.1|SLEB
OG0003489	LOC115761899|XP_030559769.1|DNOV	LOC115625173|XP_030375993.1|SLEB
OG0003490	LOC115761863|XP_030559715.1|DNOV	LOC115620805|XP_030370089.1|SLEB
OG0003491	LOC115764743|XP_030563819.1|DNOV	LOC115620324|XP_030369378.1|SLEB
OG0003492	LOC115764156|XP_030562892.1|DNOV	LOC115621205|XP_030370646.1|SLEB
OG0003493	LOC115771749|XP_030573455.1|DNOV	LOC115620873|XP_030370209.1|SLEB
OG0003494	LOC115766085|XP_030565754.1|DNOV	LOC115625078|XP_030375828.1|SLEB
OG0003495	LOC115759956|XP_030556959.1|DNOV	LOC115630447|XP_030382869.1|SLEB
OG0003496	LOC115761216|XP_030558766.1|DNOV	LOC115621455|XP_030370971.1|SLEB
OG0003497	LOC115757695|XP_030553898.1|DNOV	LOC115620803|XP_030370087.1|SLEB
OG0003498	LOC115760366|XP_030557514.1|DNOV	LOC115628108|XP_030379948.1|SLEB
OG0003499	LOC115761884|XP_030559746.1|DNOV	LOC115625356|XP_030376250.1|SLEB
OG0003500	LOC115763548|XP_030562025.1|DNOV	LOC115626229|XP_030377389.1|SLEB
OG0003501	LOC115761651|XP_030559351.1|DNOV	LOC115621070|XP_030370457.1|SLEB
OG0003502	LOC115771929|XP_030573687.1|DNOV	LOC115620319|XP_030369373.1|SLEB
OG0003503	LOC115771851|XP_030573593.1|DNOV	LOC115620498|XP_030369610.1|SLEB
OG0003504	LOC115765046|XP_030564279.1|DNOV	LOC115621579|XP_030371129.1|SLEB
OG0003505	LOC115764052|XP_030562754.1|DNOV	LOC115622048|XP_030371780.1|SLEB
OG0003506	LOC115764736|XP_030563810.1|DNOV	LOC115625580|XP_030376542.1|SLEB
OG0003507	LOC115761481|XP_030559108.1|DNOV	LOC115621718|XP_030371292.1|SLEB
OG0003508	LOC115769645|XP_030570415.1|DNOV	LOC115623261|XP_030373390.1|SLEB
OG0003509	LOC115761191|XP_030558722.1|DNOV	LOC115620360|XP_030369424.1|SLEB
OG0003510	LOC115764605|XP_030563607.1|DNOV	LOC115620200|XP_030369193.1|SLEB
OG0003511	LOC115764623|XP_030563646.1|DNOV	LOC115620464|XP_030369555.1|SLEB
OG0003512	LOC115772105|XP_030573930.1|DNOV	LOC115621249|XP_030370702.1|SLEB
OG0003513	LOC115771800|XP_030573530.1|DNOV	LOC115622092|XP_030371794.1|SLEB, LOC115620955|XP_030370331.1|SLEB
OG0003514	LOC115764896|XP_030564047.1|DNOV	LOC115629546|XP_030381887.1|SLEB
OG0003515	LOC115757970|XP_030554311.1|DNOV	LOC115627947|XP_030379704.1|SLEB
OG0003516	LOC115761419|XP_030559036.1|DNOV	LOC115620392|XP_030369460.1|SLEB
OG0003517	LOC115765631|XP_030565142.1|DNOV	LOC115629446|XP_030381764.1|SLEB
OG0003518	LOC115765615|XP_030565126.1|DNOV	LOC115623890|XP_030374303.1|SLEB
OG0003519	LOC115769392|XP_030570048.1|DNOV	LOC115632570|XP_030385650.1|SLEB
OG0003520	LOC115769713|XP_030570502.1|DNOV	LOC115632189|XP_030385093.1|SLEB, LOC115632751|XP_030385859.1|SLEB
OG0003521	LOC115769408|XP_030570070.1|DNOV	LOC115632547|XP_030385622.1|SLEB
OG0003522	LOC115770431|XP_030571561.1|DNOV	LOC115628053|XP_030379873.1|SLEB
OG0003523	LOC115759748|XP_030556647.1|DNOV	LOC115630573|XP_030383050.1|SLEB
OG0003524	LOC115766866|XP_030566787.1|DNOV	LOC115624031|XP_030374468.1|SLEB
OG0003525	LOC115762511|XP_030560614.1|DNOV	LOC115620878|XP_030370257.1|SLEB
OG0003526	LOC115767913|XP_030568143.1|DNOV	LOC115632086|XP_030384910.1|SLEB
OG0003527	LOC115762480|XP_030560570.1|DNOV	LOC115619963|XP_030368856.1|SLEB
OG0003529	LOC115763930|XP_030562581.1|DNOV	LOC115631419|XP_030384004.1|SLEB
OG0003530	LOC115771120|XP_030572544.1|DNOV	LOC115628330|XP_030380250.1|SLEB
OG0003531	LOC115770021|XP_030570937.1|DNOV	LOC115622798|XP_030372723.1|SLEB
OG0003532	LOC115769570|XP_030570286.1|DNOV	LOC115622159|XP_030371887.1|SLEB
OG0003533	LOC115771098|XP_030572517.1|DNOV	LOC115632453|XP_030385465.1|SLEB
OG0003534	LOC115769785|XP_030570613.1|DNOV	LOC115622366|XP_030372143.1|SLEB
OG0003535	LOC115769965|XP_030570875.1|DNOV	LOC115622651|XP_030372520.1|SLEB
OG0003536	LOC115757960|XP_030554300.1|DNOV	LOC115633852|XP_030387203.1|SLEB
OG0003537	LOC115760865|XP_030558279.1|DNOV	LOC115633898|XP_030387262.1|SLEB
OG0003538	LOC115760843|XP_030558247.1|DNOV	LOC115619986|XP_030368899.1|SLEB
OG0003539	LOC115760833|XP_030558225.1|DNOV	LOC115622505|XP_030372318.1|SLEB
OG0003540	LOC115770783|XP_030572063.1|DNOV	LOC115632306|XP_030385268.1|SLEB
OG0003541	LOC115763971|XP_030562632.1|DNOV	LOC115620504|XP_030369619.1|SLEB
OG0003542	LOC115758371|XP_030554826.1|DNOV	LOC115634561|XP_030388243.1|SLEB
OG0003543	LOC115767017|XP_030567002.1|DNOV	LOC115627890|XP_030379637.1|SLEB
OG0003544	LOC115769321|XP_030569915.1|DNOV	LOC115633148|XP_030386418.1|SLEB
OG0003545	LOC115770099|XP_030571071.1|DNOV	LOC115622701|XP_030372589.1|SLEB
OG0003546	LOC115771493|XP_030573077.1|DNOV	LOC115622747|XP_030372661.1|SLEB
OG0003547	LOC115760557|XP_030557822.1|DNOV	LOC115622989|XP_030373013.1|SLEB
OG0003548	LOC115762470|XP_030560547.1|DNOV	LOC115634308|XP_030387824.1|SLEB
OG0003549	LOC115762471|XP_030560550.1|DNOV	LOC115620909|XP_030370265.1|SLEB
OG0003550	LOC115761080|XP_030558559.1|DNOV	LOC115629899|XP_030382362.1|SLEB
OG0003551	LOC115761132|XP_030558652.1|DNOV	LOC115625217|XP_030376060.1|SLEB
OG0003552	LOC115762258|XP_030560273.1|DNOV	LOC115619946|XP_030368834.1|SLEB
OG0003553	LOC115761955|XP_030559857.1|DNOV	LOC115634593|XP_030388286.1|SLEB
OG0003554	LOC115765803|XP_030565367.1|DNOV	LOC115632304|XP_030385266.1|SLEB, LOC115632301|XP_030385263.1|SLEB
OG0003555	LOC115769366|XP_030570008.1|DNOV	LOC115632658|XP_030385749.1|SLEB
OG0003556	LOC115762707|XP_030560890.1|DNOV	LOC115632387|XP_030385376.1|SLEB
OG0003557	LOC115762729|XP_030560923.1|DNOV	LOC115632362|XP_030385340.1|SLEB
OG0003558	LOC115766919|XP_030566860.1|DNOV	LOC115623264|XP_030373394.1|SLEB
OG0003559	LOC115770976|XP_030572300.1|DNOV	LOC115622746|XP_030372654.1|SLEB
OG0003560	LOC115769812|XP_030570641.1|DNOV	LOC115632384|XP_030385373.1|SLEB
OG0003561	LOC115762219|XP_030560213.1|DNOV	LOC115620000|XP_030368949.1|SLEB
OG0003562	LOC115762282|XP_030560306.1|DNOV	LOC115622108|XP_030371814.1|SLEB
OG0003563	LOC115763996|XP_030562675.1|DNOV	LOC115620647|XP_030369855.1|SLEB
OG0003564	LOC115771248|XP_030572709.1|DNOV	LOC115628222|XP_030380077.1|SLEB
OG0003565	LOC115766960|XP_030566908.1|DNOV	LOC115628279|XP_030380168.1|SLEB
OG0003566	LOC115764220|XP_030562991.1|DNOV	LOC115623664|XP_030373983.1|SLEB
OG0003567	LOC115760605|XP_030557908.1|DNOV	LOC115627498|XP_030379045.1|SLEB
OG0003568	LOC115762166|XP_030560143.1|DNOV	LOC115619987|XP_030368909.1|SLEB
OG0003569	LOC115769947|XP_030570852.1|DNOV	LOC115633167|XP_030386440.1|SLEB
OG0003570	LOC115760786|XP_030558141.1|DNOV	LOC115634500|XP_030388120.1|SLEB
OG0003571	LOC115766964|XP_030566911.1|DNOV	LOC115623027|XP_030373067.1|SLEB
OG0003572	LOC115762306|XP_030560332.1|DNOV	LOC115634131|XP_030387556.1|SLEB
OG0003573	LOC115758289|XP_030554714.1|DNOV	LOC115624868|XP_030375576.1|SLEB
OG0003574	LOC115771259|XP_030572733.1|DNOV	LOC115622408|XP_030372200.1|SLEB
OG0003576	LOC115771169|XP_030572611.1|DNOV	LOC115622767|XP_030372683.1|SLEB
OG0003577	LOC115769692|XP_030570475.1|DNOV	LOC115632106|XP_030384949.1|SLEB
OG0003578	LOC115762736|XP_030560929.1|DNOV	LOC115622385|XP_030372169.1|SLEB
OG0003579	LOC115763917|XP_030562576.1|DNOV	LOC115620695|XP_030369928.1|SLEB
OG0003580	LOC115767427|XP_030567565.1|DNOV	LOC115630996|XP_030383452.1|SLEB
OG0003581	LOC115762812|XP_030561036.1|DNOV	LOC115628437|XP_030380386.1|SLEB
OG0003582	LOC115770038|XP_030570964.1|DNOV	LOC115622560|XP_030372391.1|SLEB
OG0003583	LOC115765044|XP_030564281.1|DNOV	LOC115620060|XP_030369060.1|SLEB
OG0003584	LOC115760831|XP_030558218.1|DNOV	LOC115628502|XP_030380505.1|SLEB
